Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,LFIN
1251,0,0,0,0,0.0591569,0.0614166,0,0,0,0.0318666,0.0231244,0.0122513,0.0223436,0,0,0.0436583,0,0.0280546,0.0409954,0.0215747,0.0162272,0.0175864,0.056243,0.0433201,0.0119145,0.018968,0.013691,0.0138398,0.0195645,0.0225329,0.0165014,0.0186261,0.0314589,0.0431996,0.0160434,0.017756,0.0217426,0.0204395,0.0237548,0.0295323,0.0970565,0,0,0.0502312,0,0.0104644,0.0410963,0.0435587,0.0234041,0.0233132,0.0301748,0.0504997,0.115418,0.0129868,0.0179929,0.012272,0.011743,0.0256575,0.0100407,0.027656,0.0228159,0.0226859,0.0436475,0.0417167,0.00993924,0.0750806,0.076703,0,0,0,0.0228434
1252,0,0,0,0,0.0368988,0.0394177,0,0,0,0.0317328,0.0225503,0.0118644,0.0228922,0,0,0.0537646,0,0.0356792,0.0408579,0.0216076,0.0154987,0.0178961,0.0558336,0.0210095,0.0119718,0.0188826,0.0136506,0.0135005,0.0195641,0.0224872,0.0165374,0.0185602,0.0314376,0.0319737,0.012323,0.0187764,0.0216638,0.0210575,0.0234037,0.0293686,0.045208,0,0,0.042895,0,0.00705587,0.0324309,0.0438896,0.023288,0.0241055,0.0299168,0.0509213,0.0350741,0.0130973,0.0181579,0.012376,0.0117504,0.0256712,0.00997706,0.0276579,0.0225944,0.0228736,0.0164666,0.0395204,0.00831322,0.0352742,0.0344201,0,0,0,0.0265255
1253,0,0,0,0,0.0338241,0.0329566,0,0,0,0.0318059,0.0220725,0.0118732,0.0224886,0,0,0.0513946,0,0.0342272,0.0407912,0.021755,0.0151541,0.0180876,0.0548173,0.0202064,0.0119537,0.0187099,0.0135234,0.0134277,0.0196183,0.022493,0.0165856,0.0185047,0.0313952,0.0281941,0.0126373,0.0180214,0.021734,0.0207596,0.02326,0.0291077,0.0372798,0,0,0.0458746,0,0.00645178,0.0315431,0.0437959,0.0234364,0.0237146,0.0299882,0.0499318,0.0262698,0.0129881,0.018033,0.0123267,0.0118557,0.0258066,0.00991602,0.0272164,0.022597,0.0228521,0.0180581,0.0393169,0.00837151,0.0276911,0.0300291,0,0,0,0.0263715
1254,0,0,0,0,0.0323164,0.0313173,0,0,0,0.0320129,0.0219178,0.0119715,0.0224132,0,0,0.0505033,0,0.0335605,0.0407742,0.0218533,0.0151786,0.0180282,0.0547213,0.0191236,0.011916,0.0186538,0.0134803,0.0134777,0.0197471,0.0225512,0.0166443,0.0184209,0.0314442,0.0275224,0.0127994,0.0177209,0.0219469,0.0208304,0.0231517,0.0291424,0.0353677,0,0,0.0461483,0,0.00608855,0.0323595,0.043712,0.0233801,0.0235703,0.0300224,0.0497419,0.0265154,0.0128637,0.0180059,0.0122817,0.011849,0.0259541,0.00987257,0.0270116,0.0225187,0.0230961,0.0185917,0.0407028,0.00875414,0.0263845,0.0288441,0,0,0,0.0262588
1255,0,0,0,0,0.031348,0.030581,0,0,0,0.0322262,0.0218124,0.0120542,0.0223829,0,0,0.0501764,0,0.0332314,0.0407847,0.0219129,0.0152674,0.0179471,0.0547682,0.0182241,0.0118474,0.0186527,0.0134171,0.0135197,0.0198613,0.0224761,0.0166753,0.0183498,0.0315241,0.027413,0.0128695,0.0175628,0.0220012,0.0210444,0.0230514,0.0290167,0.0344765,0,0,0.0458587,0,0.00595389,0.0329848,0.0436096,0.0236623,0.0234853,0.0300704,0.0497,0.0271824,0.0127789,0.0180163,0.0122241,0.0117918,0.0261167,0.00986884,0.0269908,0.0224999,0.0232819,0.0187578,0.0414183,0.00907313,0.0259964,0.0281951,0,0,0,0.0261398
1256,0,0,0,0,0.0307586,0.0304621,0,0,0,0.0324529,0.0217325,0.012145,0.0223824,0,0,0.0501882,0,0.0331137,0.0408083,0.0219632,0.0153644,0.0179154,0.0548257,0.0174499,0.0117583,0.0186941,0.0133658,0.0135452,0.0199352,0.0225201,0.016697,0.0183061,0.0316226,0.0276348,0.0129216,0.0174459,0.0221058,0.021292,0.0229766,0.0290518,0.0343272,0,0,0.0449514,0,0.00607464,0.0332722,0.0435232,0.0237234,0.0234511,0.0300678,0.0497038,0.0279977,0.0128037,0.018034,0.0122055,0.0117302,0.0262192,0.00987523,0.0269565,0.022416,0.023468,0.0183041,0.0412746,0.00917346,0.0261872,0.0279261,0,0,0,0.026072
1257,0,0,0,0,0.0305039,0.0308063,0,0,0,0.0326995,0.0216708,0.0122705,0.022426,0,0,0.0503415,0,0.0331166,0.0408074,0.0220471,0.0153783,0.017943,0.0548718,0.0167974,0.0116588,0.0186776,0.0134658,0.0135403,0.0200291,0.0225097,0.016741,0.0182895,0.0317489,0.0279947,0.012994,0.0173079,0.0223151,0.0213794,0.02295,0.0290934,0.0348014,0,0,0.0437811,0,0.00619746,0.032878,0.0434774,0.0234241,0.0234234,0.0300586,0.0497006,0.0289598,0.0129532,0.0180177,0.0121865,0.0116871,0.0262369,0.00986232,0.0268656,0.0223087,0.0236809,0.0175485,0.0405976,0.00903025,0.0266975,0.0279999,0,0,0,0.0260802
1258,0,0,0,0,0.0297015,0.029449,0,0,0,0.032929,0.0214551,0.0123934,0.0224352,0,0,0.0500006,0,0.0328256,0.0408284,0.0221474,0.0151997,0.0180488,0.0545808,0.0162844,0.011614,0.018651,0.0134465,0.0134905,0.020112,0.0225498,0.0168154,0.0182856,0.031901,0.0272993,0.0131454,0.0170206,0.0223786,0.0212572,0.0229424,0.0291287,0.0332493,0,0,0.0448065,0,0.00649107,0.0307852,0.0434717,0.0233096,0.0232715,0.0301441,0.0494144,0.0290937,0.0129601,0.0180095,0.0121605,0.0116901,0.0262412,0.00983511,0.0268097,0.0224813,0.0238223,0.0179274,0.0374758,0.00873225,0.0249735,0.0270722,0,0,0,0.0261477
1259,0,0,0,0,0.0295146,0.0291244,0,0,0,0.0330483,0.0213589,0.0123091,0.0223759,0,0,0.0500489,0,0.0328016,0.0408445,0.0221145,0.0150874,0.0180701,0.0542628,0.0159789,0.0116024,0.0186293,0.0133957,0.013404,0.0200722,0.0225262,0.01676,0.0182972,0.032004,0.0271179,0.013249,0.0168783,0.0222536,0.020911,0.0228631,0.0291636,0.0328637,0,0,0.0442327,0,0.00624829,0.0292223,0.0434459,0.0236119,0.0231617,0.0302408,0.0491495,0.0292107,0.0127957,0.018007,0.0121064,0.0117266,0.026213,0.00981895,0.0268017,0.022953,0.0237812,0.0171448,0.03654,0.00855352,0.0244013,0.0268287,0,0,0,0.0262221
1260,0,0,0,0,0.0295455,0.0290719,0,0,0,0.0332007,0.0213014,0.0122586,0.0223734,0,0,0.0499976,0,0.0327132,0.040882,0.0221147,0.0150065,0.0180991,0.0540538,0.0157812,0.0116015,0.0186687,0.0133144,0.0133453,0.0200421,0.0226053,0.0167314,0.0183148,0.032149,0.0269808,0.0133415,0.0167935,0.0220115,0.0206909,0.0227675,0.0290482,0.0328403,0,0,0.0438126,0,0.00600907,0.0283277,0.0434408,0.0237242,0.0230744,0.03032,0.0490002,0.0293308,0.012741,0.0180598,0.0120118,0.0117428,0.026217,0.00978105,0.0269632,0.022615,0.0236704,0.0165606,0.0364373,0.00855073,0.0241674,0.0268284,0,0,0,0.0262846
1261,0,0,0,0,0.0296445,0.0290487,0,0,0,0.0333218,0.0212483,0.0122383,0.0223163,0,0,0.0500335,0,0.0326496,0.0408776,0.0221555,0.0149038,0.0181562,0.0538581,0.0157535,0.0116047,0.0186903,0.0131685,0.0133142,0.0200162,0.022758,0.0167299,0.018335,0.0322784,0.026914,0.0133895,0.0167686,0.0217487,0.0206224,0.02274,0.0289777,0.0328171,0,0,0.0435368,0,0.00573103,0.0281049,0.0434076,0.0236894,0.0230138,0.0304758,0.0488707,0.029262,0.0127674,0.0181837,0.0119364,0.0116198,0.0262646,0.00975466,0.0272301,0.0225388,0.0234911,0.0163206,0.0367137,0.00870157,0.0240065,0.0268668,0,0,0,0.0263639
1262,0,0,0,0,0.0313741,0.0329387,0,0,0,0.0333327,0.0217547,0.0121238,0.0220149,0,0,0.0486544,0,0.0319903,0.0407526,0.0221274,0.0150843,0.0181405,0.0538096,0.0167694,0.0115506,0.0185438,0.0132015,0.0133008,0.0199138,0.0227105,0.0166451,0.0184165,0.0323204,0.0276596,0.012856,0.0172876,0.0219663,0.0203349,0.0225023,0.028553,0.0375151,0,0,0.0359261,0,0.00447001,0.031303,0.0432798,0.0237466,0.0231189,0.0305108,0.0488469,0.0316543,0.0128548,0.0181685,0.0119186,0.011392,0.0261718,0.0098119,0.0271169,0.0225194,0.0227335,0.0120233,0.0443011,0.0105059,0.0288061,0.0294631,0,0,0,0.0253748
1263,0,0,0,0,0.0317718,0.0330305,0,0,0,0.0334232,0.0215618,0.0121519,0.0221295,0,0,0.0496096,0,0.0324604,0.0407849,0.0221553,0.0150793,0.018131,0.0538705,0.0165589,0.0116302,0.0185472,0.0133523,0.0132915,0.019988,0.0227333,0.0167038,0.0183744,0.0324028,0.0279887,0.0130832,0.0171278,0.0217649,0.0200913,0.0225577,0.0286238,0.0376701,0,0,0.0372001,0,0.00419543,0.0316816,0.0433168,0.0236471,0.0231189,0.030527,0.0489678,0.0316212,0.0129733,0.018126,0.0119239,0.0113647,0.0261048,0.00972451,0.02708,0.0225218,0.0228232,0.0122786,0.0443976,0.0106608,0.028771,0.0297157,0,0,0,0.0257659
1264,0,0,0,0,0.0539743,0.0540729,0,0,0,0.0336149,0.0217385,0.0124493,0.0226176,0,0,0.0436358,0,0.0277031,0.0411268,0.0221838,0.0165381,0.0175486,0.0563342,0.032887,0.0117786,0.0188709,0.0137895,0.0138178,0.0203348,0.0229541,0.016835,0.0182134,0.0324102,0.0387695,0.0137151,0.0160288,0.0215209,0.0196362,0.0227981,0.0301037,0.0861365,0,0,0.0494816,0,0.00715775,0.0394208,0.0429981,0.0235574,0.0230463,0.0307051,0.0504565,0.0983081,0.0130002,0.0179168,0.0119666,0.0114387,0.0260845,0.00961973,0.0271583,0.0226194,0.0231802,0.0356834,0.0443267,0.0105273,0.0639979,0.0684842,0,0,0,0.0254532
1265,0,0,0,0,0.0570296,0.0562805,0,0,0,0.033589,0.0216603,0.0124466,0.0226772,0,0,0.0432136,0,0.0273124,0.0411883,0.022198,0.0166886,0.0175353,0.056464,0.0355831,0.0118388,0.0188757,0.0137689,0.0139017,0.0203512,0.0229037,0.0168738,0.0181777,0.0324317,0.0397227,0.0138859,0.0159156,0.0214154,0.0191932,0.0227812,0.0300794,0.0913326,0,0,0.0485668,0,0.00709718,0.0399791,0.042991,0.0235601,0.0229665,0.0307124,0.0505117,0.105711,0.0129225,0.0178276,0.012005,0.0115361,0.0260752,0.00966153,0.0271971,0.022646,0.0231915,0.0384212,0.0455632,0.0112119,0.0674479,0.0728794,0,0,0,0.0255767
1266,0,0,0,0,0.0580572,0.0571596,0,0,0,0.0334899,0.0216285,0.0124301,0.0226977,0,0,0.0435666,0,0.0275302,0.0412077,0.0222029,0.016848,0.0174892,0.056613,0.0361446,0.0118859,0.0188641,0.0136111,0.0139841,0.020363,0.0228894,0.016894,0.0181562,0.0324329,0.0401668,0.0139218,0.0159819,0.0212699,0.0193094,0.0227399,0.030089,0.0929481,0,0,0.0479071,0,0.00745381,0.039763,0.0429822,0.023463,0.0229936,0.0306648,0.0506297,0.108012,0.0128037,0.0178762,0.0119891,0.0116138,0.0261148,0.00969294,0.0272482,0.0226557,0.023145,0.0393543,0.0451302,0.0114107,0.068427,0.0741442,0,0,0,0.0256859
1267,0,0,0,0,0.0587646,0.057816,0,0,0,0.0335035,0.0215868,0.0124038,0.0226478,0,0,0.0438925,0,0.0277695,0.0411891,0.0221861,0.016987,0.0173871,0.0567214,0.0365072,0.0119384,0.0187936,0.0135283,0.0140478,0.020405,0.0228737,0.0168981,0.0181544,0.0323978,0.0404826,0.013934,0.0160048,0.0211063,0.0194479,0.0226807,0.0301192,0.0940188,0,0,0.0473537,0,0.00772914,0.0393757,0.0429545,0.0233809,0.0230177,0.030644,0.0506498,0.109555,0.0128207,0.0179747,0.0119813,0.0115594,0.0261484,0.00972605,0.0272591,0.0226381,0.0230526,0.0398085,0.0450941,0.0116215,0.0690893,0.0749679,0,0,0,0.0257696
1268,0,0,0,0,0.0592368,0.0582613,0,0,0,0.0335956,0.0215361,0.0123279,0.0225788,0,0,0.0440892,0,0.0278998,0.0412195,0.0221535,0.0171342,0.017355,0.0567811,0.0366497,0.011953,0.0186968,0.0135306,0.0141087,0.020436,0.0228373,0.0169092,0.0181461,0.0323413,0.0405736,0.013959,0.0159615,0.0209684,0.0196545,0.0225484,0.0301398,0.0947197,0,0,0.0469764,0,0.00797088,0.0389619,0.0429491,0.0232843,0.0229976,0.0305624,0.0506364,0.110542,0.0128498,0.0178325,0.0119803,0.0114526,0.0260389,0.00978276,0.0270984,0.0225234,0.0230296,0.0398389,0.0451434,0.0120221,0.0695859,0.0755225,0,0,0,0.0258548
1269,0,0,0,0,0.0596199,0.0585748,0,0,0,0.0336004,0.0214591,0.0122263,0.0224806,0,0,0.0441862,0,0.0279846,0.0412357,0.022144,0.0172466,0.017422,0.0567648,0.036618,0.011946,0.0186438,0.0136029,0.0141735,0.0203752,0.0228128,0.0169345,0.0181255,0.0323057,0.0405468,0.0139924,0.0160201,0.0208957,0.0199406,0.0224878,0.030192,0.0952021,0,0,0.0466476,0,0.00828628,0.0388195,0.0429401,0.0232596,0.0229778,0.030479,0.0506259,0.111158,0.0127585,0.0177263,0.0119196,0.0113916,0.0259406,0.00982175,0.0269477,0.022634,0.0230442,0.039602,0.0448408,0.0123713,0.0700182,0.0759013,0,0,0,0.0259856
1270,0,0,0,0,0.0600176,0.0588258,0,0,0,0.0335143,0.0213805,0.0121564,0.0223285,0,0,0.044197,0,0.0280228,0.0412382,0.0221371,0.0173332,0.0174877,0.0566617,0.0365221,0.0119493,0.0185998,0.0137616,0.0142258,0.0203237,0.02285,0.0169669,0.0181146,0.0322554,0.0405057,0.0140311,0.0161561,0.0208507,0.0202855,0.0224994,0.0302481,0.0956368,0,0,0.0461785,0,0.00874001,0.03906,0.0428769,0.0233467,0.0229542,0.030415,0.0505327,0.111669,0.0125868,0.0177705,0.0118412,0.0112044,0.025926,0.00982727,0.0269309,0.0233317,0.0230082,0.0393725,0.0439282,0.0124792,0.0704241,0.0762729,0,0,0,0.0261646
1271,0,0,0,0,0.0604953,0.0590235,0,0,0,0.0334528,0.0212802,0.0121417,0.0222212,0,0,0.0441258,0,0.0280229,0.0413095,0.0221378,0.0174061,0.0175473,0.0565248,0.0363015,0.0119411,0.018553,0.0138169,0.0143475,0.0202963,0.0229127,0.0170119,0.0181127,0.0322122,0.040338,0.0140898,0.0161014,0.0204528,0.0206967,0.0222134,0.0302691,0.0960827,0,0,0.0455207,0,0.00933994,0.0393493,0.0428259,0.0231186,0.0229126,0.0302116,0.0503716,0.112111,0.0126022,0.0179418,0.0117074,0.0111638,0.0259501,0.00977064,0.0269155,0.0232907,0.0226817,0.0393326,0.0425942,0.0124539,0.0707539,0.0766878,0,0,0,0.0263576
1272,0,0,0,0,0.0612444,0.0591569,0,0,0,0.0334191,0.0211621,0.0121895,0.022234,0,0,0.0439699,0,0.0279426,0.0413356,0.0221781,0.0173894,0.0175709,0.0563847,0.0358091,0.011949,0.0184862,0.0137958,0.014531,0.0202839,0.0228737,0.0170531,0.0180943,0.0322169,0.0400142,0.0141786,0.0159384,0.0201299,0.0212232,0.0219328,0.0303917,0.096743,0,0,0.0447131,0,0.0101649,0.0392193,0.042845,0.0227001,0.0228103,0.0299135,0.0502078,0.112742,0.0126268,0.0178754,0.0115612,0.0112752,0.0259874,0.00975836,0.026847,0.0224419,0.0224148,0.0396847,0.0409825,0.0123573,0.0709699,0.0773179,0,0,0,0.0265534
1273,0,0,0,0,0.0621384,0.0595558,0,0,0,0.0334262,0.0210874,0.0121632,0.0222133,0,0,0.0443991,0,0.0281277,0.0413125,0.0221717,0.0172862,0.0175579,0.0561385,0.0359054,0.0119768,0.0184543,0.0137596,0.0145221,0.0202302,0.0227579,0.0170479,0.0181105,0.0322961,0.0402524,0.0143315,0.015937,0.0201137,0.0217137,0.0218997,0.0304386,0.0977528,0,0,0.04236,0,0.0108918,0.0385162,0.0428766,0.0224395,0.0226629,0.0298891,0.0499871,0.114493,0.012506,0.0176264,0.0115114,0.0113102,0.0261676,0.0100363,0.0268006,0.0222744,0.0222775,0.04009,0.0401817,0.0120978,0.0715468,0.07824,0,0,0,0.0268272
1274,0,0,0,0,0.0626563,0.0594683,0,0,0,0.0334334,0.0210182,0.0120901,0.0221998,0,0,0.0437937,0,0.0276509,0.0413267,0.0221095,0.0171528,0.0175768,0.0558649,0.0359343,0.0120313,0.0185196,0.0136011,0.0144285,0.0201673,0.0226613,0.0170102,0.0181421,0.0324188,0.0399332,0.0143439,0.0159828,0.0201106,0.0223854,0.0222492,0.0305657,0.0982842,0,0,0.0409519,0,0.0119716,0.0373377,0.0428562,0.0229684,0.0224924,0.0304262,0.0496994,0.115394,0.0123219,0.0174962,0.011494,0.0112719,0.0266981,0.0105854,0.0269727,0.0227469,0.0223,0.0406673,0.0378896,0.012412,0.0716083,0.0788978,0,0,0,0.0267694
1275,0,0,0,0,0.063179,0.0594114,0,0,0,0.0334387,0.0209697,0.0120906,0.0221478,0,0,0.0434432,0,0.0273115,0.0412603,0.0220988,0.0169834,0.0177066,0.0554939,0.0358207,0.0120587,0.0185072,0.0135643,0.01447,0.0200817,0.0225903,0.0170053,0.0181865,0.0325962,0.0397252,0.0143372,0.0158173,0.0201579,0.0229814,0.0225669,0.030689,0.0988645,0,0,0.0397013,0,0.0130678,0.0362452,0.0428033,0.0234053,0.0223587,0.0308706,0.0493806,0.116279,0.0121472,0.0175678,0.0114427,0.0110572,0.0269931,0.0108681,0.0270269,0.0230795,0.0223641,0.0413516,0.0358263,0.0129032,0.0714866,0.0795544,0,0,0,0.0266846
1276,0,0,0,0,0.0638152,0.0594291,0,0,0,0.0335471,0.0209545,0.0121249,0.0221798,0,0,0.0433252,0,0.027115,0.0411326,0.0221284,0.0167639,0.0177774,0.0551499,0.0355153,0.0121204,0.0185113,0.0137547,0.0144714,0.0199345,0.0225603,0.017035,0.0182423,0.0328369,0.0396062,0.014324,0.015646,0.0202377,0.0233597,0.0227825,0.0307171,0.0995901,0,0,0.0386322,0,0.0138818,0.0354809,0.042794,0.0235848,0.0222062,0.0310171,0.0491422,0.11723,0.0120577,0.0175118,0.0113594,0.010946,0.0268164,0.0109715,0.0269885,0.023047,0.0223906,0.0421673,0.0340115,0.0131393,0.0712449,0.0802928,0,0,0,0.026673
1277,0,0,0,0,0.0643911,0.0593601,0,0,0,0.0336697,0.0209191,0.012038,0.0220908,0,0,0.0430119,0,0.0268993,0.041049,0.0220867,0.0165969,0.0177459,0.0547645,0.0353654,0.0120984,0.0184967,0.0137994,0.0144032,0.0197835,0.0224391,0.0169703,0.0183497,0.0330816,0.0393908,0.0142914,0.0155378,0.0196848,0.0234275,0.022403,0.0305943,0.100277,0,0,0.0377127,0,0.0141814,0.0351063,0.042825,0.0231391,0.0220795,0.0307676,0.048877,0.118046,0.0120563,0.0173321,0.011259,0.0109291,0.0261589,0.0109729,0.0267542,0.0228567,0.0219165,0.0429864,0.0317915,0.0138594,0.0709686,0.0809603,0,0,0,0.0265963
1278,0,0,0,0,0.0649879,0.0592419,0,0,0,0.0337883,0.0208545,0.0118947,0.0219752,0,0,0.0427217,0,0.0267595,0.041072,0.0220242,0.0164711,0.0177456,0.054333,0.0351595,0.012042,0.0184732,0.0136815,0.014339,0.019604,0.0223078,0.0168733,0.0184666,0.0333303,0.0391527,0.014298,0.0154767,0.0192278,0.0231465,0.0221563,0.0303948,0.101002,0,0,0.0371157,0,0.0140741,0.0349211,0.0428323,0.0228759,0.0219745,0.0306174,0.048517,0.118727,0.0120069,0.0173021,0.0111767,0.0107643,0.0258091,0.0110164,0.0266632,0.0227779,0.0215024,0.0438105,0.0296165,0.0144309,0.0707016,0.0816324,0,0,0,0.026586
1279,0,0,0,0,0.0653592,0.0590148,0,0,0,0.0338491,0.0208426,0.0117103,0.0216636,0,0,0.0420615,0,0.0263981,0.0410593,0.0219272,0.0163822,0.0178017,0.0538423,0.0349943,0.011984,0.0183795,0.0135081,0.0142971,0.0194262,0.0222283,0.0167686,0.0185807,0.033508,0.0387124,0.0143214,0.0153673,0.0191505,0.0227064,0.0221885,0.0301315,0.101508,0,0,0.0364609,0,0.0137782,0.0344197,0.0427787,0.0229508,0.0218711,0.0306411,0.0480557,0.119069,0.0118649,0.0173219,0.0110778,0.0105953,0.0257559,0.0111371,0.0267762,0.0227797,0.0214178,0.044465,0.0271877,0.0149263,0.070489,0.0821456,0,0,0,0.026594
1280,0,0,0,0,0.065828,0.0589532,0,0,0,0.0339292,0.0208232,0.0115574,0.0214617,0,0,0.0415248,0,0.0261125,0.0410361,0.021845,0.0162422,0.0178541,0.053412,0.0348234,0.011983,0.0183409,0.0136201,0.0142729,0.01927,0.0223309,0.0167119,0.0186388,0.0336756,0.0383108,0.0143623,0.0153062,0.0192679,0.0221349,0.0224225,0.0300305,0.102179,0,0,0.0353679,0,0.0133859,0.0332721,0.0427863,0.0232248,0.0217048,0.0307027,0.0476365,0.119536,0.0117025,0.0171529,0.0110722,0.0105346,0.0257274,0.0113204,0.0269135,0.0227431,0.0216187,0.0451473,0.0248294,0.0149039,0.0705411,0.0827253,0,0,0,0.0266829
1281,0,0,0,0,0.0662537,0.0591449,0,0,0,0.0339833,0.0207577,0.0115095,0.0212847,0,0,0.0410544,0,0.0258645,0.0409872,0.0217588,0.0160898,0.0178114,0.0529628,0.0348026,0.0120113,0.0183074,0.0136926,0.0142383,0.0191294,0.0222808,0.0166522,0.0186889,0.0337864,0.0380151,0.0144339,0.0152637,0.0186367,0.0214548,0.0220257,0.0299034,0.10292,0,0,0.0339659,0,0.0129677,0.0314154,0.042804,0.022842,0.0215705,0.0304777,0.0472567,0.120252,0.0116149,0.0170898,0.0110354,0.010592,0.0255011,0.0113501,0.0266371,0.0225823,0.021042,0.0458809,0.0226082,0.0148486,0.0709185,0.0832868,0,0,0,0.0267907
1282,0,0,0,0,0.0665857,0.0595688,0,0,0,0.0340146,0.0206656,0.0114826,0.0211927,0,0,0.0406477,0,0.0255965,0.0409433,0.0216555,0.0159488,0.0177576,0.0525906,0.0349865,0.012093,0.0183059,0.0136368,0.0141829,0.0189855,0.0220563,0.0165557,0.0187622,0.0338733,0.0378845,0.0145,0.0151839,0.0180917,0.020628,0.021731,0.0297444,0.103671,0,0,0.0324056,0,0.0125294,0.0291078,0.042797,0.0225162,0.0214664,0.0303443,0.0469158,0.121217,0.0116131,0.0170716,0.010983,0.0105633,0.0253422,0.0113889,0.0264285,0.0225404,0.0204527,0.0468362,0.0205301,0.0147431,0.0715851,0.0838131,0,0,0,0.0269429
1283,0,0,0,0,0.0666935,0.0602731,0,0,0,0.034041,0.0206071,0.0114567,0.0212054,0,0,0.0402969,0,0.0253656,0.0408898,0.0215998,0.0158903,0.0177522,0.0523896,0.0355183,0.0121883,0.018274,0.013528,0.0141906,0.0189107,0.0217479,0.0165058,0.0188198,0.033953,0.0379792,0.0145423,0.0151386,0.0178024,0.0196774,0.02169,0.0296329,0.104328,0,0,0.0307198,0,0.0120206,0.0268553,0.0427709,0.0224042,0.0214123,0.0303299,0.0466663,0.12237,0.0115331,0.017069,0.0109676,0.0104514,0.0252654,0.0114654,0.0263397,0.0227338,0.0200958,0.0480562,0.0186498,0.0145542,0.0725252,0.0842224,0,0,0,0.0270837
1284,0,0,0,0,0.0663039,0.0610876,0,0,0,0.0341292,0.0206146,0.0114805,0.0213723,0,0,0.0399976,0,0.0251616,0.0408281,0.0216024,0.0159798,0.0177466,0.0524775,0.0364423,0.0122486,0.0182017,0.0136623,0.0142861,0.0189144,0.0215978,0.0165453,0.0188395,0.034067,0.0382141,0.0145989,0.015181,0.0177283,0.0187262,0.0219088,0.0297975,0.104538,0,0,0.02896,0,0.0115222,0.0249953,0.0427275,0.0225468,0.0214601,0.0304568,0.0466505,0.123237,0.0115199,0.0171159,0.0109706,0.0104127,0.0252885,0.011568,0.0263992,0.023307,0.0200027,0.0493232,0.0169804,0.0142719,0.0734522,0.0842407,0,0,0,0.0271919
1285,0,0,0,0,0.0651406,0.061736,0,0,0,0.0342836,0.0206756,0.0115571,0.0216625,0,0,0.0397881,0,0.0250499,0.0407735,0.0216249,0.0162165,0.0177276,0.0529043,0.037457,0.0122736,0.0181714,0.0138054,0.0144268,0.0189045,0.0216346,0.0165792,0.0188517,0.0342852,0.0384472,0.0146359,0.0152981,0.0176547,0.0178649,0.0221972,0.0302111,0.1038,0,0,0.0270857,0,0.0111098,0.0233264,0.0426676,0.0227933,0.0216236,0.0306351,0.0469402,0.123014,0.0114341,0.0172566,0.0109051,0.0103101,0.0253056,0.0116485,0.0265091,0.0236523,0.0199841,0.0502576,0.0153992,0.0139436,0.0739621,0.083502,0,0,0,0.0272247
1286,0,0,0,0,0.0631894,0.0617244,0,0,0,0.0345521,0.0206471,0.0116364,0.0220582,0,0,0.0397518,0,0.0250544,0.0407218,0.0216054,0.0165768,0.0176278,0.0537164,0.0378381,0.012269,0.0182311,0.0138624,0.0145879,0.0189332,0.0217941,0.0165963,0.0188798,0.03462,0.0384296,0.0146127,0.0152866,0.0169529,0.0171376,0.0218675,0.0307254,0.101691,0,0,0.0252843,0,0.0108239,0.0213819,0.0426378,0.0224418,0.0218649,0.030395,0.0475292,0.120795,0.0114531,0.0173108,0.0108332,0.0101957,0.025033,0.011651,0.0263934,0.0236226,0.0192682,0.0503564,0.0139198,0.0136117,0.0734782,0.0816655,0,0,0,0.0271844
1287,0,0,0,0,0.0609099,0.0609605,0,0,0,0.0347399,0.0205617,0.0115515,0.022443,0,0,0.0398762,0,0.025238,0.0406947,0.0214816,0.016955,0.0173929,0.0546071,0.0369878,0.0122738,0.0183513,0.0137355,0.0146968,0.018858,0.021749,0.0165056,0.0189335,0.034944,0.0380256,0.0146018,0.0152834,0.0164639,0.0165592,0.0216585,0.0312834,0.0985928,0,0,0.0239074,0,0.0106402,0.0189133,0.0426263,0.0221412,0.0220687,0.0301199,0.0481478,0.116944,0.0114448,0.0171799,0.0107709,0.0100646,0.0247972,0.0117513,0.0263063,0.0232933,0.0187089,0.049566,0.012611,0.0134639,0.0718435,0.079046,0,0,0,0.0271762
1288,0,0,0,0,0.0598507,0.0588573,0,0,0,0.0348749,0.0203842,0.0113957,0.0222091,0,0,0.0396252,0,0.0251844,0.0405997,0.0213825,0.0167504,0.017398,0.0539681,0.0338451,0.0121958,0.0183028,0.0132971,0.0146296,0.0185546,0.0216747,0.0163592,0.0190898,0.0352782,0.0365494,0.0146691,0.0151385,0.0162872,0.0167879,0.0217116,0.0310764,0.0957449,0,0,0.0236138,0,0.0104485,0.0177693,0.0425871,0.0221431,0.0218538,0.0300379,0.0475656,0.112554,0.0112868,0.0169909,0.0106626,0.00991203,0.0247582,0.0119696,0.0262784,0.0228258,0.0185583,0.0476653,0.012045,0.01405,0.0688479,0.0768682,0,0,0,0.0273162
