Timestep,C7,CLAV,IMUL_L,IMUR_B,IMUR_T,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,LTIBA,RKNE,IMUL_M,RASI,IMUL_R,LTHII,L5FT,IMUR_M
77,0.037932,0.0474305,0,0,0,0,0.0258237,0.0507146,0,0,0.0137255,0,0,0.0337281,0.0225673,0.0363142,0.0236567,0.0477024,0.0337936,0.0337444,0.023176,0.0332535,0.0161044,0.0422997,0.0348492,0.0339449,0.0277508,0.0459874,0.00879286,0.0179522,0.0281116,0,0.0207166,0.0210726,0,0,0.0111321,0,0,0.0331281,0.0564953,0.0533055,0.0326255,0.0343586,0.0181924,0.0455745,0.0235263,0.0618924,0.0598933,0.0550569,0.0586731,0.0639667,0.0558817,0.0367346,0.0193066,0.0195761,0.0435497,0.0261904,0,0,0,0,0,0,0,0,0,0.0454688,0.0378429,0,0.0559102,0,0,0.0303353,0
78,0.0377751,0.0471826,0,0,0,0,0.0253038,0.0496299,0,0,0.0137983,0,0,0.033783,0.0228329,0.0356291,0.0216352,0.0462016,0.0336629,0.0333125,0.0238918,0.0321514,0.0163793,0.0438011,0.0362592,0.0348502,0.0283541,0.0458819,0.0087464,0.0179756,0.0284,0,0.0206861,0.0216245,0,0,0.0109784,0,0,0.0332118,0.056067,0.0533811,0.0330087,0.0349629,0.0190359,0.045958,0.0235617,0.0619771,0.0603812,0.0554723,0.0593612,0.0650359,0.0587406,0.0361174,0.0198055,0.020256,0.0430792,0.0266475,0,0,0,0,0,0,0,0,0,0.0468143,0.0389863,0,0.0559476,0,0.0300136,0.029726,0
79,0.0380087,0.0471376,0,0,0,0,0.0265486,0.0501428,0,0,0.012226,0,0,0.0346774,0.0222165,0.0367408,0.0237373,0.0484663,0.034122,0.0305116,0.0234578,0.0331637,0.0158682,0.0421691,0.0353721,0.0336159,0.0280794,0.0466483,0.00906068,0.0195707,0.0283904,0,0.020912,0.0212905,0,0,0.011775,0,0,0.0328691,0.0560285,0.0537797,0.0336755,0.0347257,0.0186883,0.0463712,0.0239646,0.0623508,0.0607004,0.0556082,0.0596267,0.0658392,0.0609566,0.0363668,0.0190936,0.0196511,0.0431347,0.0263074,0,0,0,0,0,0,0,0,0,0.0451133,0.0404461,0,0.0563761,0,0,0.0295431,0
80,0.0377928,0.0468941,0,0,0,0,0.0258335,0.0491996,0,0,0.0123739,0,0,0.0344792,0.0233353,0.0357002,0.0215227,0.0468256,0.0332807,0.0301339,0.0227616,0.0311578,0.0158281,0.043385,0.0366107,0.034677,0.0282383,0.04675,0.00904723,0.0192305,0.0284392,0,0.0208057,0.0218279,0,0,0.011711,0,0,0.0330615,0.0559857,0.0541534,0.0336315,0.0351971,0.0194366,0.0469134,0.0240216,0.0626736,0.0612787,0.0559745,0.0601274,0.0669677,0.0617903,0.0358709,0.0195163,0.0201788,0.0426381,0.0268308,0,0,0,0,0,0,0,0,0,0.0464055,0.0418702,0,0.0562972,0,0.030846,0.0292977,0
81,0.037713,0.0468004,0,0,0,0,0.0260101,0.0491001,0,0,0.0123101,0,0,0.0342316,0.0240024,0.0356162,0.0215755,0.0466844,0.0327146,0.0298878,0.0221248,0.0306124,0.0155022,0.0432516,0.0365296,0.0346257,0.0275432,0.0469549,0.00892802,0.0188685,0.028216,0,0.0207133,0.0218431,0,0,0.0117013,0,0,0.0330434,0.0563627,0.05403,0.0336258,0.0349672,0.0194027,0.0476217,0.0244541,0.06345,0.0617093,0.0562106,0.060509,0.0678467,0.0619881,0.0359315,0.0194172,0.0200835,0.042364,0.0268308,0,0,0,0,0,0,0,0,0,0.0464536,0.0429095,0,0.0564183,0,0.0309777,0.0298591,0
82,0.0376294,0.0467546,0,0,0,0,0.0258733,0.0491309,0,0,0.0123232,0,0,0.0340332,0.0245283,0.0354692,0.0218513,0.0465562,0.0322476,0.029677,0.0220146,0.0303519,0.0153807,0.0433228,0.0367001,0.0347197,0.0269345,0.0471505,0.0088374,0.0185134,0.0279293,0,0.020585,0.0217782,0,0,0.0117438,0,0,0.0330005,0.0574143,0.0535494,0.0335426,0.034554,0.0192073,0.0480906,0.0248,0.0641246,0.0619986,0.0563031,0.0608933,0.0681541,0.0622259,0.0361057,0.0192556,0.0198943,0.0421017,0.0267999,0,0,0,0,0,0,0,0,0,0.0465987,0.0439826,0,0.0564992,0,0.0309362,0.030623,0
83,0.0376034,0.0466556,0,0,0,0,0.0255011,0.0494333,0,0,0.0123752,0,0,0.0339712,0.024114,0.0353615,0.0222019,0.0466748,0.0318565,0.0295575,0.0218088,0.030282,0.0148108,0.0436453,0.0372003,0.0350481,0.0259095,0.0472679,0.0087736,0.0183581,0.0290853,0,0.0242479,0.0218364,0,0,0.0118527,0,0,0.0329637,0.0569421,0.0603939,0.033498,0.0341251,0.0191988,0.0491,0.0286155,0.0671214,0.0592727,0.052043,0.0575568,0.0658331,0.058986,0.0362024,0.0191844,0.0199009,0.0419893,0.0269253,0,0,0,0,0,0,0,0,0,0.0467959,0,0,0.0561967,0,0.0306713,0.0315416,0
84,0.0377425,0.0465326,0,0,0,0,0.0250792,0.0491627,0,0,0.0122811,0,0,0.0338907,0.0245149,0.0351725,0.0223706,0.0464907,0.0313858,0.0295536,0.0222542,0.030392,0.0151398,0.0440781,0.0378535,0.0355526,0.0238381,0.0475457,0.00873346,0.0180787,0.0274242,0,0.0204149,0.0216774,0,0,0.011974,0,0,0.0327713,0.0586716,0.0537266,0.0331811,0.033456,0.0191399,0.0480177,0.025338,0.0646153,0.062312,0.0563631,0.0607572,0.0685973,0.0608292,0.0365117,0.0191941,0.0198496,0.0419794,0.0268749,0,0,0,0,0,0,0,0,0,0.04712,0.0455794,0,0.0566896,0,0.0302853,0.033084,0
85,0.0376581,0.0465521,0,0,0,0,0.0249395,0.0492119,0,0,0.0121537,0,0,0.0340755,0.0238476,0.0350561,0.0226879,0.0460924,0.0312408,0.02899,0.0221564,0.0308053,0.0151168,0.0443265,0.0383296,0.0359071,0.022626,0.0475497,0.0088023,0.0183876,0.0272429,0,0.0205044,0.0215779,0,0,0.0117505,0,0,0.0329187,0.0586917,0.0538126,0.0329979,0.0331073,0.0187539,0.0477927,0.0253661,0.0644407,0.0620873,0.0562465,0.0605203,0.0682132,0.0604467,0.036581,0.0193309,0.0197488,0.0420059,0.026814,0,0,0,0,0,0,0,0,0,0.0475261,0.0456372,0,0.0566836,0,0.0301594,0.034035,0
86,0.0377487,0.0466257,0,0,0,0,0.0258452,0.0502335,0,0,0.0119252,0,0,0.0340007,0.0223177,0.0358044,0.0249815,0.0474141,0.0315199,0.0290781,0.0217555,0.0328208,0.0143725,0.0429494,0.0372273,0.0349889,0.020653,0.0476752,0.00878046,0.018291,0.0270454,0,0.0206813,0.0210703,0,0,0.0120317,0,0,0.0327722,0.0585733,0.0538306,0.03306,0.0324739,0.0182057,0.0476845,0.0255064,0.0643899,0.0618288,0.0559792,0.0602798,0.0677233,0.0599153,0.0370301,0.0188274,0.0193065,0.0422431,0.0263421,0,0,0,0,0,0,0,0,0,0.0464363,0.0454766,0,0.0567126,0,0,0.0357102,0
87,0.0377764,0.0465956,0,0,0,0,0.0257714,0.0504956,0,0,0.0118701,0,0,0.0341666,0.0216685,0.0355932,0.0250715,0.0471413,0.0315095,0.0288806,0.0217776,0.0322963,0.0142261,0.0430751,0.0372578,0.0350152,0.0191727,0.0476802,0.00885462,0.0184937,0.0270756,0,0.0207734,0.0210512,0,0,0.0122565,0,0,0.0327064,0.0582513,0.0540213,0.0328714,0.0325741,0.018411,0.0473473,0.0253682,0.0640287,0.0616083,0.0557297,0.0603277,0.0676295,0.0593119,0.0370036,0.0187894,0.0193715,0.0422937,0.0262175,0,0,0,0,0,0,0,0,0,0.0466693,0.045114,0,0.0564492,0,0,0.0367518,0
88,0.0377588,0.0464303,0,0,0,0,0.0247773,0.0499014,0,0,0.0120038,0,0,0.0343281,0.0220781,0.034468,0.0229553,0.0451893,0.0311798,0.0287548,0.0221986,0.0302721,0.0147594,0.0445556,0.0385295,0.0361544,0.0185878,0.0475006,0.00891838,0.0187514,0.0273112,0,0.020769,0.0214037,0,0,0.0121347,0,0,0.0328854,0.0579518,0.0543159,0.0324679,0.0332488,0.0190817,0.0467151,0.0249409,0.0631373,0.0614258,0.0556899,0.0603813,0.067918,0.0589687,0.0365332,0.0192345,0.019954,0.0421059,0.0264112,0,0,0,0,0,0,0,0,0,0.0482062,0.044695,0,0.0560215,0,0.0307917,0.0373783,0
89,0.0378505,0.046407,0,0,0,0,0.0248374,0.0501084,0,0,0.0120453,0,0,0.0343919,0.0217125,0.0343276,0.0228358,0.0450804,0.0312403,0.0286919,0.0223664,0.0299495,0.0149614,0.0444557,0.0385156,0.0362699,0.0175959,0.0474666,0.00893038,0.0189618,0.027483,0,0.0207393,0.0212916,0,0,0.0121829,0,0,0.0329418,0.0579386,0.0548338,0.0321921,0.0334713,0.0191327,0.0462133,0.0247093,0.0625162,0.0612054,0.0556965,0.0604285,0.0678349,0.058319,0.0365224,0.0192079,0.020026,0.0421893,0.0261563,0,0,0,0,0,0,0,0,0,0.0481676,0.0444395,0,0.0557747,0,0.0305069,0.0385775,0
90,0.0379372,0.0463717,0,0,0,0,0.0249547,0.0503951,0,0,0.0120996,0,0,0.0344579,0.0213376,0.0341883,0.02283,0.0452282,0.0312735,0.0286118,0.0223089,0.0298738,0.015186,0.0444256,0.0385461,0.036317,0.0165637,0.0473728,0.00894259,0.0191751,0.0277062,0,0.0206741,0.0211746,0,0,0.0122047,0,0,0.0329949,0.0579927,0.055359,0.0319877,0.0337726,0.0191571,0.0456041,0.0245253,0.0619218,0.0609539,0.0556966,0.0607168,0.0678636,0.0575115,0.0364737,0.0191615,0.0201008,0.0422494,0.0258003,0,0,0,0,0,0,0,0,0,0.0481641,0.0443147,0,0.0555265,0,0.0296171,0.0394275,0
91,0.0380047,0.0463229,0,0,0,0,0.0249786,0.0507597,0,0,0.0121825,0,0,0.0344515,0.0210754,0.0340776,0.0227641,0.0454455,0.0312637,0.0284973,0.0220714,0.0296289,0.0153489,0.0444123,0.0385899,0.0362735,0.0157372,0.0472578,0.00896626,0.0193172,0.0278925,0,0.0207266,0.0210809,0,0,0.0121826,0,0,0.0330285,0.0579847,0.0556,0.0317845,0.0341429,0.0191946,0.0448273,0.0242698,0.0612703,0.0606091,0.0556124,0.0609158,0.0679121,0.0567977,0.0364014,0.0191792,0.0201569,0.042312,0.0254396,0,0,0,0,0,0,0,0,0,0.0482033,0.0438619,0,0.0552018,0,0.0295316,0.0401311,0
92,0.0380393,0.046261,0,0,0,0,0.0248852,0.0511307,0,0,0.0122613,0,0,0.0344179,0.0210429,0.0340502,0.0225739,0.0455026,0.0311796,0.0283766,0.0217134,0.029564,0.0154742,0.044525,0.0387019,0.0363115,0.0151433,0.0472338,0.00895899,0.0194164,0.0281734,0,0.0208259,0.0210309,0,0,0.0121608,0,0,0.0330678,0.0578658,0.0557739,0.03163,0.0345033,0.019249,0.0438404,0.0240211,0.0603938,0.0601357,0.0555586,0.0609295,0.0678775,0.0562797,0.0364153,0.0191226,0.0202021,0.0423333,0.0251544,0,0,0,0,0,0,0,0,0,0.0482101,0.0433545,0,0.0548618,0,0.0304495,0.0406372,0
93,0.0377814,0.0463319,0,0,0,0,0.024904,0.0519181,0,0,0.0144705,0,0,0.0322865,0.0211198,0.0342592,0.0227013,0.0455462,0.03058,0.0331619,0.0213552,0.0291992,0.0155741,0.0448044,0.0389129,0.0364117,0.0147494,0.0466834,0.00920225,0.0158814,0.0283075,0,0.0208058,0.0209303,0,0,0.0115191,0,0,0.0332402,0.0579061,0.0560906,0.0312222,0.0343463,0.0194465,0.0427694,0.0237942,0.0593806,0.0596968,0.0556905,0.0610988,0.0677318,0.0553924,0.0366412,0.0196224,0.0199684,0.0423188,0.0247931,0,0,0,0,0,0,0,0,0,0.0479273,0.0426891,0,0.0543179,0,0.0310952,0.0407754,0
94,0.0381181,0.0461936,0,0,0,0,0.0248702,0.0523031,0,0,0.0123258,0,0,0.0340916,0.0213323,0.0343029,0.0223428,0.0456187,0.0305184,0.0286666,0.0209825,0.0289052,0.0156599,0.0450709,0.0390335,0.0364843,0.0142005,0.0473182,0.00889215,0.0190177,0.0285388,0,0.0207593,0.0209459,0,0,0.0122242,0,0,0.0330639,0.05765,0.0563131,0.0312581,0.0348688,0.0193116,0.0417629,0.02388,0.0585967,0.0592376,0.0557453,0.0612909,0.0674549,0.054597,0.0364595,0.0191079,0.0201635,0.0423322,0.024709,0,0,0,0,0,0,0,0,0,0.0477404,0.0423221,0,0.0540261,0,0.030922,0.0414145,0
95,0.0381568,0.0461543,0,0,0,0,0.0249214,0.0529969,0,0,0.0123081,0,0,0.0340237,0.0214174,0.0347343,0.0223808,0.0458001,0.0302566,0.0285436,0.0206855,0.0285837,0.0154957,0.0450978,0.0391339,0.0365724,0.0140193,0.0474756,0.00891764,0.0189213,0.0290933,0,0.0205617,0.0209304,0,0,0.0122744,0,0,0.0330044,0.0575442,0.0562135,0.0311173,0.0349546,0.019128,0.0405849,0.0240432,0.0577699,0.0591931,0.0561597,0.0616448,0.0674511,0.0537672,0.0365415,0.0190848,0.0200705,0.0423379,0.0245766,0,0,0,0,0,0,0,0,0,0.0477048,0.0425906,0,0.0535038,0,0.0304756,0.0419582,0
96,0.0381575,0.046047,0,0,0,0,0.0249046,0.053854,0,0,0.0123507,0,0,0.0340263,0.0210168,0.0355548,0.0223857,0.046161,0.0299468,0.0284534,0.0202059,0.0283298,0.015282,0.0449199,0.0391961,0.0366245,0.0139091,0.047614,0.00896606,0.018886,0.0312295,0,0.0239218,0.020936,0,0,0.0122789,0,0,0.033003,0.0560914,0.0628085,0.0308938,0.0351894,0.0190424,0.0396668,0.0299942,0.0585069,0.0570767,0.0535208,0.0593137,0.0654491,0.0483678,0.0365473,0.019066,0.0200765,0.0421733,0.0245104,0,0,0,0,0,0,0,0,0,0.0476945,0,0,0.0526369,0,0.0302889,0.0426559,0
97,0.0382284,0.0460218,0,0,0,0,0.0249074,0.0544413,0,0,0.0123083,0,0,0.0339292,0.0209303,0.035632,0.0223504,0.0464096,0.0295964,0.0282861,0.0200637,0.0279872,0.0152227,0.0448767,0.0392256,0.0366236,0.0134579,0.0477357,0.00896701,0.018744,0.0316492,0,0.0236267,0.0208728,0,0,0.0123125,0,0,0.0330405,0.0558744,0.0627928,0.0308603,0.0353765,0.0187909,0.0388213,0.0304323,0.0578609,0.0573457,0.0542243,0.0598549,0.0657609,0.0471619,0.0366985,0.0189587,0.0199838,0.0420253,0.0242493,0,0,0,0,0,0,0,0,0,0.0476747,0,0,0.0522685,0,0.0302898,0.0432302,0
98,0.0383376,0.046049,0,0,0,0,0.0249074,0.055075,0,0,0.0122726,0,0,0.0338217,0.0206893,0.0350566,0.0223814,0.0464882,0.0292665,0.0281496,0.019803,0.0276894,0.0152011,0.0448772,0.0391637,0.0364811,0.0129748,0.0478379,0.00897139,0.0185703,0.0322076,0,0.0231997,0.0208435,0,0,0.0122879,0,0,0.0330025,0.0557343,0.062566,0.0309925,0.0354992,0.0185133,0.0381006,0.0309496,0.0572475,0.057799,0.0550873,0.0605275,0.0659174,0.045673,0.0368496,0.0188461,0.0198709,0.0420245,0.024008,0,0,0,0,0,0,0,0,0,0.0475778,0,0,0.0519798,0,0.0302788,0.0436796,0
99,0.0384387,0.0460723,0,0,0,0,0.0250531,0.0556819,0,0,0.0122135,0,0,0.0337064,0.020406,0.035315,0.0223244,0.0464727,0.0289448,0.0280255,0.0196032,0.027477,0.0151827,0.0449576,0.0391425,0.0364096,0.0128696,0.0479553,0.00892091,0.0184111,0.0328945,0,0.0227126,0.0208428,0,0,0.0122493,0,0,0.0329256,0.0555487,0.062225,0.0312442,0.0356203,0.0182525,0.0373848,0.0315788,0.0567379,0.0584009,0.0561056,0.0611521,0.0661905,0.0438442,0.0369774,0.018747,0.0197442,0.0420945,0.0238331,0,0,0,0,0,0,0,0,0,0.0474585,0,0,0.0517444,0,0.0302747,0.0439697,0
100,0.038525,0.0460963,0,0,0,0,0.0252611,0.0559636,0,0,0.0120936,0,0,0.0336189,0.0201517,0.0359272,0.0222135,0.046525,0.0289019,0.0279324,0.0196605,0.0274502,0.0152135,0.0449861,0.0392409,0.0365205,0.0129302,0.0480789,0.0088154,0.0182917,0.0335439,0,0.0224031,0.020811,0,0,0.0120249,0,0,0.032939,0.05545,0.0622454,0.0317401,0.0359051,0.017923,0.0365849,0.0322335,0.0562068,0.0591623,0.057226,0.0617313,0.066625,0.0416136,0.0372012,0.0186319,0.0197295,0.0421823,0.023717,0,0,0,0,0,0,0,0,0,0.047489,0,0,0.0516671,0,0.0302726,0.0444183,0
101,0.0386449,0.0460334,0,0,0,0,0.0254154,0.056214,0,0,0.013137,0,0,0.0331611,0.019991,0.0365642,0.0218828,0.0464854,0.028536,0.028551,0.0194047,0.0265416,0.0157,0.0448872,0.0391726,0.0364556,0.0126165,0.0478537,0.00901694,0.0185761,0.0344592,0,0.0218056,0.0213133,0,0,0.011585,0,0,0.0337633,0.0549965,0.0626856,0.0322771,0.0362283,0.0174716,0.0358312,0.0335071,0.0559289,0.0600537,0.0583541,0.0623014,0.0668912,0.0386021,0.0370477,0.018129,0.0191324,0.0422107,0.0233089,0,0,0,0,0,0,0,0,0,0.0476,0,0,0.051955,0,0.0302,0.0449618,0
102,0.0388673,0.0461345,0,0,0,0,0.0254921,0.05691,0,0,0.0122646,0,0,0.0341325,0.0199295,0.0356108,0.0219452,0.0467004,0.0283238,0.0254344,0.0196416,0.0269885,0.0155478,0.0448615,0.0391255,0.0363753,0.0126202,0.0484054,0.00909799,0.0188379,0.03588,0,0.0205756,0.0208151,0,0,0.012327,0,0,0.0328361,0.0548103,0.0622042,0.0320795,0.0363548,0.0177842,0.0354213,0.0339751,0.0557102,0.0608384,0.0595243,0.0631164,0.0672019,0.0351747,0.0372687,0.0185087,0.0196138,0.0423206,0.0232069,0,0,0,0,0,0,0,0,0,0.0474851,0,0,0.0515943,0,0.0302776,0.0460672,0
103,0.038863,0.046311,0,0,0,0,0.0255421,0.0570291,0,0,0.0118805,0,0,0.0334777,0.0199406,0.0357682,0.0218215,0.0467216,0.0282374,0.0274179,0.019713,0.0266324,0.0156279,0.0449023,0.0391371,0.0361115,0.0125007,0.0483453,0.00866031,0.0178665,0.0377583,0,0.0194874,0.0207406,0,0,0.0120652,0,0,0.0329054,0.0545189,0.0615624,0.032456,0.0365316,0.0175808,0.03475,0.0347711,0.0553139,0.0614731,0.0605085,0.063691,0.0673292,0.0314174,0.0374723,0.0184626,0.0194984,0.0424709,0.0229426,0,0,0,0,0,0,0,0,0,0.0473967,0,0,0.051904,0,0.0302852,0.0463455,0
104,0.0389709,0.0463632,0,0,0,0,0.025827,0.057325,0,0,0.0118336,0,0,0.0334678,0.0201926,0.036001,0.0215994,0.0466752,0.0279723,0.0272491,0.0197826,0.0260662,0.0158625,0.0447995,0.0391339,0.0358451,0.0127062,0.0484615,0.0086551,0.0177045,0.0400673,0,0.018647,0.02076,0,0,0.0120478,0,0,0.0329238,0.0540015,0.0605232,0.0327552,0.0367761,0.0174584,0.0342179,0.0355931,0.0551074,0.0620799,0.0615163,0.0640038,0.0674696,0.0271028,0.0375353,0.018435,0.0194253,0.0425485,0.0226885,0,0,0,0,0,0,0,0,0,0.0473289,0,0,0.0521442,0,0.0303165,0.0466002,0
105,0.0390299,0.0463764,0,0,0,0,0.0262748,0.057539,0,0,0.0117828,0,0,0.0333604,0.0206372,0.0360041,0.0213324,0.0466551,0.0276812,0.0270694,0.0198215,0.0260502,0.0162067,0.0445356,0.0391258,0.0360628,0.0128208,0.0485601,0.00860299,0.0175799,0.0431708,0,0.0178725,0.0207845,0,0,0.0120462,0,0,0.0329432,0.0534332,0.0593355,0.0330322,0.0369344,0.0173803,0.0336866,0.0363454,0.0549486,0.0625446,0.0622459,0.0642726,0.0673161,0.0225746,0.0375874,0.0184118,0.0193719,0.0426159,0.0224315,0,0,0,0,0,0,0,0,0,0.047301,0,0,0.0524823,0,0.0303862,0.0468757,0
106,0.0391325,0.0464011,0,0,0,0,0.0264831,0.0576264,0,0,0.0117463,0,0,0.0332364,0.0212988,0.0360772,0.0210063,0.04663,0.0273569,0.0268743,0.0199078,0.0259945,0.0166956,0.0441872,0.0390879,0.0362376,0.0129682,0.0486386,0.0085796,0.0174943,0.0465388,0,0.0171375,0.0208152,0,0,0.0120476,0,0,0.0329981,0.0527663,0.0585305,0.0333361,0.0369694,0.0172956,0.0332245,0.036879,0.0549098,0.0629089,0.0629174,0.0646858,0.0670444,0.0186739,0.0376116,0.0184133,0.0193449,0.0426742,0.0221962,0,0,0,0,0,0,0,0,0,0.0471772,0,0,0.0530674,0,0.0304319,0.0472736,0
107,0.0392603,0.0464265,0,0,0,0,0.0265617,0.0575022,0,0,0.0117166,0,0,0.0332182,0.0221659,0.0359123,0.0205314,0.0465883,0.027037,0.0267437,0.0201073,0.0258283,0.0172286,0.0440887,0.0389478,0.0362248,0.0129053,0.0487022,0.00849041,0.0173972,0.0504098,0,0.0166732,0.0208139,0,0,0.0119814,0,0,0.0329963,0.0519633,0.057434,0.0337027,0.0370018,0.017203,0.0328887,0.0370427,0.055015,0.0631883,0.0635039,0.0649682,0.0668491,0.016146,0.0376441,0.0184443,0.0193329,0.0427467,0.0220142,0,0,0,0,0,0,0,0,0,0.0470734,0,0,0.0539073,0,0.0304536,0.0479878,0
108,0.0394074,0.046472,0,0,0,0,0.0268962,0.0572109,0,0,0.0116904,0,0,0.033231,0.0232385,0.0357758,0.0200224,0.0465279,0.0266374,0.0265861,0.0204991,0.0257098,0.0178132,0.0447131,0.038754,0.0361448,0.012623,0.0487445,0.00842484,0.0173183,0.0547267,0,0.0164843,0.0208103,0,0,0.0118113,0,0,0.0329072,0.0514609,0.0560671,0.0341964,0.0370689,0.0170374,0.0326316,0.0368357,0.0552289,0.0633583,0.0639117,0.0650481,0.0665764,0.0156874,0.0376401,0.0183225,0.0193095,0.0428166,0.0219042,0,0,0,0,0,0,0,0,0,0.0469939,0,0,0.0549768,0,0.0303344,0.0490007,0
109,0.0395289,0.0465147,0,0,0,0,0.027284,0.0568381,0,0,0.0116563,0,0,0.0332286,0.0245349,0.0357069,0.0194898,0.046467,0.0261576,0.0264121,0.0209777,0.0256157,0.0185851,0.0448527,0.0385824,0.0361701,0.0127714,0.0488004,0.00841763,0.0172505,0.0590706,0,0.0165206,0.0208754,0,0,0.0117769,0,0,0.0328342,0.0510305,0.0544794,0.0348465,0.0370122,0.016883,0.0324358,0.036216,0.0556081,0.0634765,0.0640994,0.0650454,0.0662621,0.0171735,0.0375882,0.0181998,0.0193086,0.042866,0.0217984,0,0,0,0,0,0,0,0,0,0.0469557,0,0,0.0562673,0,0.0299628,0.0500611,0
110,0.0395134,0.0465867,0,0,0,0,0.0274584,0.0562511,0,0,0.0118248,0,0,0.0329641,0.0259607,0.0363453,0.0188461,0.0463837,0.0255343,0.0269362,0.0215261,0.0249266,0.0196425,0.0447601,0.0382481,0.0360869,0.0125179,0.0487407,0.00842076,0.0168528,0.0631964,0,0.0168148,0.0209628,0,0,0.0123277,0,0,0.0326956,0.0504608,0.0526151,0.0357698,0.0367887,0.0172667,0.0323576,0.0353489,0.0562153,0.0635338,0.0641106,0.0649386,0.0659463,0.0196558,0.0374888,0.0179628,0.0190585,0.0429358,0.0215115,0,0,0,0,0,0,0,0,0,0.0469091,0,0,0.0578471,0,0.0297062,0.0507736,0
111,0.0395527,0.0466822,0,0,0,0,0.0277159,0.0554965,0,0,0.0122143,0,0,0.0324179,0.0278172,0.0358507,0.0183185,0.0465073,0.0248171,0.0278486,0.0224668,0.0244067,0.0207818,0.0447266,0.0380933,0.0364884,0.0144946,0.0487129,0.00836178,0.0159962,0.0660211,0,0.0173058,0.0209531,0,0,0.012496,0,0,0.0326596,0.0493531,0.0501846,0.0368931,0.0364627,0.0175513,0.0328205,0.033911,0.0572943,0.0637325,0.0640323,0.0648276,0.0657939,0.0212668,0.0375585,0.0179765,0.0190311,0.0430187,0.0212301,0,0,0,0,0,0,0,0,0,0.0469103,0,0,0.0597049,0,0.0296999,0.0514879,0
112,0.0397465,0.0467793,0,0,0,0,0.0280482,0.0544796,0,0,0.01226,0,0,0.0323227,0.0292025,0.0359859,0.0180546,0.0465066,0.0246715,0.0279292,0.0231371,0.023726,0.0214942,0.0447463,0.0384107,0.0367708,0.0152713,0.0487529,0.00827238,0.015909,0.0688131,0,0.0182758,0.0209164,0,0,0.0125558,0,0,0.0326326,0.0489218,0.048448,0.0378295,0.0364151,0.0174222,0.0332775,0.032913,0.0580595,0.0637866,0.0639961,0.0647733,0.0657191,0.0228581,0.0377653,0.0178702,0.0189487,0.0431729,0.0211648,0,0,0,0,0,0,0,0,0,0.0470125,0,0,0.0612204,0,0.0295612,0.0515481,0
113,0.0396705,0.0468378,0,0,0,0,0.0283139,0.0535273,0,0,0.0124091,0,0,0.0325525,0.0299574,0.0354289,0.0177319,0.046111,0.0247966,0.0284497,0.0235021,0.0226412,0.0219127,0.0448034,0.038546,0.0367979,0.0154523,0.0484218,0.00833646,0.0162531,0.0694872,0,0.0181504,0.020722,0,0,0.0126482,0,0,0.0325711,0.0495668,0.0459523,0.0373087,0.0361233,0.0171789,0.0338055,0.0301631,0.0580223,0.0648684,0.0651324,0.0659218,0.0667663,0.0220329,0.0378089,0.0179035,0.0188426,0.043179,0.0213913,0,0,0,0,0,0,0,0,0,0.0472333,0.022721,0,0.0616191,0,0.029211,0.0521234,0
114,0.0396635,0.0469281,0,0,0,0,0.0285482,0.0525245,0,0,0.0124226,0,0,0.0325629,0.0311125,0.0348946,0.0173846,0.0455025,0.0247873,0.0286607,0.024009,0.0228085,0.0225465,0.0448383,0.0383895,0.0364659,0.0151732,0.0483841,0.00834686,0.0163065,0.0713414,0,0.0189909,0.0206742,0,0,0.0127025,0,0,0.0325531,0.0492389,0.0449361,0.0381456,0.036154,0.0170976,0.0343923,0.0294003,0.0585763,0.0649627,0.0651512,0.0659075,0.06674,0.0232455,0.037879,0.0179587,0.0187462,0.0432694,0.0213753,0,0,0,0,0,0,0,0,0,0.0472855,0.0222396,0,0.0629331,0,0.0292711,0.0535527,0
115,0.0396173,0.0469876,0,0,0,0,0.0286476,0.0516437,0,0,0.0124308,0,0,0.0325608,0.0321132,0.0348299,0.0171165,0.0449673,0.0248036,0.0289024,0.0244755,0.0226937,0.0232474,0.0448909,0.0382088,0.0361102,0.0152624,0.0483611,0.00836113,0.0163348,0.0725639,0,0.0196554,0.0205827,0,0,0.0127686,0,0,0.0325555,0.0490475,0.0444496,0.0389226,0.0361645,0.0170741,0.0349584,0.028657,0.0589646,0.0651711,0.0651912,0.0658811,0.0668073,0.0238125,0.0379459,0.0178373,0.0186506,0.0433343,0.021329,0,0,0,0,0,0,0,0,0,0.0474534,0.0223501,0,0.0639566,0,0.0295688,0.0543532,0
