Timestep,C7,CLAV,IMUL_L,IMUR_B,IMUR_T,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,LTIBA,RKNE,IMUL_M,RASI,IMUL_R,LTHII,L5FT,IMUR_M
233,0.0385436,0.0463099,0,0,0,0,0.0279467,0.0553975,0,0,0.0125659,0,0,0.0334303,0.0261188,0.0360998,0.0186845,0.0463149,0.0245606,0.0289043,0.0222217,0.0250645,0.0180844,0.0432362,0.0380927,0.0359194,0.0131,0.0475782,0.00807664,0.0182966,0.0586279,0,0.0158465,0.0213717,0,0,0.0124721,0,0,0.0335377,0.0509027,0.0487805,0.0352002,0.0377137,0.0166055,0.0335786,0.0322688,0.0561918,0.0656199,0.0662186,0.0661346,0.0672308,0.0127647,0.0369873,0.0180164,0.0200461,0.0431378,0.0201625,0,0,0,0,0,0,0,0,0,0.0468516,0.0306773,0,0.056491,0,0.0297886,0.046914,0
234,0.0385545,0.0463705,0,0,0,0,0.0279314,0.0542508,0,0,0.0129667,0,0,0.0332027,0.0278645,0.0361415,0.0180694,0.0458759,0.0240363,0.0292835,0.0230378,0.0248209,0.0193537,0.0433558,0.0380561,0.0360902,0.0135865,0.0474517,0.00808927,0.0179313,0.0633949,0,0.0170319,0.0212864,0,0,0.0126154,0,0,0.0334522,0.0499416,0.047215,0.0362183,0.037338,0.0166377,0.0339279,0.0312504,0.0572324,0.0650842,0.0658976,0.0655831,0.0665304,0.0159872,0.0369701,0.0179585,0.0199988,0.0432454,0.0199307,0,0,0,0,0,0,0,0,0,0.0470017,0.0279827,0,0.0583807,0,0.0296906,0.0488924,0
235,0.0387051,0.046514,0,0,0,0,0.0279525,0.0531139,0,0,0.0129962,0,0,0.033184,0.029271,0.0358841,0.0177717,0.0454813,0.0239244,0.0293041,0.0237798,0.0247231,0.0205944,0.0434902,0.0380501,0.0362671,0.013572,0.0474358,0.00807181,0.0179489,0.0683283,0,0.0184289,0.0212495,0,0,0.0127277,0,0,0.0333784,0.0495236,0.0459336,0.0369522,0.0371664,0.0163528,0.0340794,0.0301199,0.0579547,0.0647757,0.0657504,0.0653,0.0661639,0.0196107,0.0370992,0.0178348,0.0198226,0.0434848,0.0198815,0,0,0,0,0,0,0,0,0,0.0471276,0.0255253,0,0.0598061,0,0.029493,0.0504682,0
236,0.0389149,0.0466935,0,0,0,0,0.0281383,0.0520799,0,0,0.0129815,0,0,0.0331511,0.0306481,0.0355671,0.0176982,0.0450844,0.0238678,0.0293437,0.0246712,0.0246576,0.0221316,0.0436182,0.0380991,0.0364348,0.0136443,0.0474853,0.00808261,0.0178557,0.0720743,0,0.019647,0.0211985,0,0,0.0128735,0,0,0.03328,0.0490987,0.045,0.0378364,0.0368332,0.0161186,0.0345955,0.0288903,0.0586238,0.0645769,0.0656819,0.0652817,0.0661305,0.0223166,0.0372511,0.0176679,0.0195548,0.0437361,0.019827,0,0,0,0,0,0,0,0,0,0.0473124,0.0239223,0,0.0611497,0,0.0292548,0.0514457,0
237,0.0383676,0.0469539,0,0,0,0,0.025447,0.0517743,0,0,0.0127731,0,0,0.0338397,0.0324657,0.034902,0.0187611,0.0440068,0.0230323,0.0296998,0.0268152,0.0241765,0.0238033,0.0452418,0.039628,0.0383965,0.0116523,0.0470891,0.00780532,0.0180589,0.0652368,0,0.0167918,0.0206504,0,0,0.0126728,0,0,0.0340241,0.0490266,0.0471723,0.0382268,0.0356123,0.0160613,0.037012,0.0242947,0.0592597,0.0654009,0.0673586,0.0670062,0.067155,0.0118061,0.0369312,0.0174718,0.0191169,0.0438562,0.019337,0,0,0,0,0,0,0,0,0,0.048634,0.0211048,0,0.0619524,0,0.0284971,0.0479893,0
238,0.0390487,0.0466587,0,0,0,0,0.0284697,0.0506762,0,0,0.012438,0,0,0.0333849,0.0331363,0.0356284,0.0175341,0.0444977,0.0237444,0.0288666,0.0260861,0.0244058,0.0239095,0.0437407,0.0379186,0.0367015,0.0143575,0.0476472,0.0080986,0.0182789,0.0744934,0,0.0211943,0.0211401,0,0,0.0117551,0,0,0.0337442,0.0477512,0.0436444,0.0395994,0.0364854,0.0152497,0.0362604,0.0263776,0.0592763,0.0648134,0.0655908,0.0653409,0.0664343,0.0257378,0.0375692,0.0180863,0.0197651,0.0439094,0.0197652,0,0,0,0,0,0,0,0,0,0.0474501,0.0239468,0,0.0635703,0,0.0291266,0.0531731,0
239,0.0387754,0.0466347,0,0,0,0,0.0286681,0.0504304,0,0,0.0123484,0,0,0.0333858,0.0338207,0.0357514,0.0175282,0.0442555,0.0237346,0.0289553,0.0265056,0.0243651,0.0244554,0.043835,0.0380204,0.0367834,0.014375,0.0477228,0.00809741,0.0182438,0.0750983,0,0.0217822,0.0211211,0,0,0.0116881,0,0,0.0338156,0.0473302,0.0435348,0.0401463,0.0364337,0.0152468,0.0359287,0.0254855,0.0588524,0.0657716,0.06546,0.0652765,0.0663867,0.026375,0.0379015,0.018078,0.0197178,0.0439659,0.0196026,0,0,0,0,0,0,0,0,0,0.0475274,0.0247598,0,0.0642661,0,0.0290815,0.0534081,0
240,0.0383765,0.046635,0,0,0,0,0.0263743,0.0508011,0,0,0.0122641,0,0,0.0340193,0.034532,0.0356392,0.018217,0.0430947,0.0229419,0.0290704,0.027571,0.0231939,0.0259574,0.0454291,0.0396842,0.038801,0.0115399,0.0472231,0.00796094,0.0185055,0.0655008,0,0.0167689,0.0209745,0,0,0.0114092,0,0,0.034136,0.0479688,0.0450555,0.0400029,0.0356846,0.0155977,0.0367166,0.0219475,0.0581198,0.0674184,0.0673951,0.0672187,0.0675236,0.013895,0.0380738,0.0181208,0.0196689,0.0438325,0.0192521,0,0,0,0,0,0,0,0,0,0.048706,0.0242425,0,0.0641423,0,0.0284234,0.0486073,0
241,0.0384541,0.0466993,0,0,0,0,0.0288433,0.0503942,0,0,0.0122575,0,0,0.0333698,0.0341484,0.0360347,0.0174428,0.0435997,0.0234755,0.028933,0.0268489,0.0244362,0.0250969,0.0439258,0.0380914,0.0368733,0.0140435,0.0478739,0.00814194,0.0179506,0.076446,0,0.0221181,0.0211112,0,0,0.0116188,0,0,0.0338051,0.0473596,0.0435156,0.0404459,0.036315,0.0153418,0.0349386,0.0241795,0.0568348,0.065181,0.0651981,0.0651383,0.0663321,0.0282581,0.0381786,0.0180208,0.019591,0.0440802,0.0195116,0,0,0,0,0,0,0,0,0,0.0475308,0.024853,0,0.0645041,0,0.0288585,0.053206,0
242,0.0377561,0.0467159,0,0,0,0,0.0263176,0.0509624,0,0,0.0121719,0,0,0.0340725,0.0346505,0.0357176,0.0179839,0.0421333,0.0225504,0.0290157,0.0277055,0.0233527,0.0261407,0.0454651,0.0398782,0.0388019,0.0112276,0.0473221,0.00802336,0.018266,0.065482,0,0.0167685,0.0208696,0,0,0.0115915,0,0,0.0340286,0.04808,0.0454399,0.0400492,0.0355906,0.0160121,0.0362975,0.0210854,0.056223,0.0663633,0.0670379,0.0669591,0.0674795,0.0153818,0.0382776,0.0179767,0.0195125,0.0439602,0.0191455,0,0,0,0,0,0,0,0,0,0.0486615,0.0236441,0,0.0641041,0,0.0281102,0.0481858,0
243,0.0376243,0.0468516,0,0,0,0,0.026223,0.0511243,0,0,0.012068,0,0,0.0340862,0.0349282,0.0360895,0.0179695,0.0416008,0.0224484,0.0290162,0.0278372,0.023297,0.0261335,0.0453829,0.039847,0.0386028,0.0111822,0.047443,0.00802405,0.0181022,0.0650728,0,0.0169384,0.0206532,0,0,0.0116129,0,0,0.0341202,0.0477917,0.0455509,0.0401341,0.0355904,0.0159849,0.0362527,0.0207979,0.055756,0.0660711,0.0665566,0.0665341,0.0670766,0.015427,0.0384764,0.0179712,0.0195558,0.0441787,0.0190081,0,0,0,0,0,0,0,0,0,0.0485215,0.0231115,0,0.0642889,0,0.0281301,0.0477348,0
244,0.0373064,0.0471283,0,0,0,0,0.0261524,0.0516753,0,0,0.0119805,0,0,0.0341058,0.0349808,0.0365387,0.0179601,0.0411804,0.0223009,0.0288534,0.0276284,0.0235233,0.0256652,0.0449929,0.0394098,0.0379465,0.0112859,0.0475408,0.00788577,0.0178612,0.0649099,0,0.0165384,0.0205189,0,0,0.0114662,0,0,0.0343428,0.0475041,0.0448293,0.0401888,0.0356671,0.0160732,0.0363119,0.0208266,0.0554972,0.0655696,0.0659272,0.0658589,0.0663014,0.0157511,0.038568,0.0178511,0.0194344,0.0445161,0.0186441,0,0,0,0,0,0,0,0,0,0.048108,0.0225869,0,0.0642948,0,0.0282262,0.0477223,0
245,0.0371876,0.0470139,0,0,0,0,0.0261026,0.0520903,0,0,0.0122113,0,0,0.0342364,0.0349665,0.0363126,0.0175161,0.0406907,0.022078,0.0291366,0.0265939,0.0233691,0.0252674,0.0447729,0.0392926,0.0376702,0.011839,0.0472816,0.00801491,0.0180874,0.0646977,0,0.0155784,0.0204856,0,0,0.0112855,0,0,0.0342656,0.0476099,0.0431882,0.0398913,0.0353345,0.016498,0.0360069,0.0206971,0.0549305,0.0654549,0.0658031,0.0656782,0.0661019,0.0157289,0.0382022,0.0181984,0.0197848,0.044369,0.0186369,0,0,0,0,0,0,0,0,0,0.0479335,0.0214791,0,0.0637092,0,0.0277908,0.0473424,0
246,0.0368041,0.047324,0,0,0,0,0.026051,0.052737,0,0,0.0124759,0,0,0.0341296,0.03523,0.0364113,0.0178471,0.0405473,0.0217906,0.0301424,0.0249829,0.0234839,0.0250678,0.0443999,0.0388497,0.0370286,0.0124834,0.0471664,0.00782724,0.0176007,0.0652122,0,0.0152918,0.0200775,0,0,0.0118165,0,0,0.0341651,0.0472294,0.0418647,0.0404487,0.0351333,0.0170056,0.0355105,0.0213091,0.0547224,0.0648117,0.0652795,0.0653565,0.065735,0.0161583,0.0378909,0.0178781,0.0196249,0.0446286,0.0183722,0,0,0,0,0,0,0,0,0,0.0475052,0.0198203,0,0.0632598,0,0.0274519,0.0472252,0
247,0.0371594,0.0474825,0,0,0,0,0.0282771,0.0526106,0,0,0.0125837,0,0,0.0334585,0.0348118,0.0365248,0.0168074,0.0415326,0.0222264,0.0302331,0.0226225,0.0245024,0.0239017,0.042354,0.0367245,0.0343873,0.0156377,0.0476431,0.00824056,0.017587,0.0737124,0,0.0185753,0.0203453,0,0,0.0116224,0,0,0.0339733,0.0460648,0.0369597,0.0415581,0.0364736,0.0171239,0.0339576,0.025229,0.0547871,0.0631362,0.0631069,0.0636416,0.0647772,0.0280395,0.0386081,0.0178921,0.0196274,0.0450044,0.0185256,0,0,0,0,0,0,0,0,0,0.0457554,0.0213195,0,0.0632555,0,0.0281138,0.0520493,0
248,0.0370402,0.0476887,0,0,0,0,0.0275561,0.0525237,0,0,0.0123456,0,0,0.0334613,0.0351004,0.03657,0.016975,0.0417451,0.0219167,0.0305295,0.0221271,0.0245522,0.0232875,0.0418533,0.0362064,0.0335974,0.0164206,0.0477615,0.00830115,0.0176861,0.0723066,0,0.0173602,0.0202078,0,0,0.0114263,0,0,0.034136,0.0452973,0.0350903,0.041702,0.0363196,0.0173522,0.0342053,0.0258781,0.0550982,0.063145,0.0631092,0.0639591,0.065092,0.0265245,0.0388185,0.0179563,0.0196239,0.0452374,0.0183381,0,0,0,0,0,0,0,0,0,0.0453155,0.0219876,0,0.0635975,0,0.0283534,0.0518368,0
249,0.0365708,0.0480028,0,0,0,0,0.0269618,0.051931,0,0,0.0119143,0,0,0.0332248,0.0354421,0.0366565,0.0171314,0.0420958,0.0219113,0.0306258,0.0217342,0.0245319,0.0210596,0.041311,0.0356915,0.0329623,0.0166619,0.0480706,0.00834633,0.0175015,0.0707557,0,0.0161856,0.0200915,0,0,0.0111699,0,0,0.0340665,0.0445265,0.0343464,0.0415797,0.0361757,0.017574,0.0342161,0.0255219,0.054956,0.0638848,0.0639218,0.0638765,0.0652737,0.0248554,0.0387771,0.018016,0.0196071,0.0454447,0.0180007,0,0,0,0,0,0,0,0,0,0.0448731,0.0228256,0,0.0646273,0,0.028677,0.0508987,0
