Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x71,x72,x73,x74,x75,IMUR_M
154,0.0299726,0.0492085,0,0,0,0,0,0.0444212,0,0.0246819,0.053876,0,0,0.0197662,0,0,0.0351743,0.0253608,0.0367963,0.0277585,0.0479398,0.0285986,0.0421302,0.0247321,0,0.0154628,0.0436837,0.0469319,0.0376458,0.0353547,0.0138967,0.0404182,0.0084098,0.0212738,0.0271774,0,0.0211615,0.0545736,0.0135298,0,0,0.0115063,0,0,0.0349545,0.0582498,0.0571234,0.0281392,0,0.0280063,0.0203602,0.0532389,0.0389332,0.0731625,0.0636157,0.0555184,0.0596569,0.0690795,0.0532152,0.0349813,0.0181022,0.0205288,0.0413347,0.0135496,0,0,0,0,0,0,0,0,0,0,0
155,0.0298432,0.049073,0,0,0,0,0,0.0438675,0,0.0237519,0.0529075,0,0,0.0198225,0,0,0.0351435,0.0257631,0.0364772,0.0254246,0.0458346,0.0280669,0.0418186,0.0244544,0.0345183,0.0159954,0.0453635,0.048598,0.0390647,0.0367847,0.0137582,0.0403737,0.00838472,0.0212457,0.0278587,0,0.0210735,0.0544179,0.0140141,0,0,0.011499,0,0,0.0351917,0.0582631,0.0575164,0.0279951,0,0.0288535,0.0211205,0.0518451,0.0385344,0.0716808,0.0634703,0.0556592,0.0603653,0.0697542,0.0553824,0.0343707,0.0185714,0.0211648,0.0408599,0.0134595,0,0,0,0,0,0,0,0,0,0,0
156,0.0298937,0.0490395,0,0,0,0,0,0.0447456,0,0.0237579,0.0533842,0,0,0.0195381,0,0,0.0349325,0.0256868,0.0375468,0.0253242,0.0459392,0.0278299,0.0413246,0.0244818,0.0342442,0.016088,0.0453977,0.0486472,0.0391095,0.0365882,0.0138381,0.0406293,0.00831101,0.0209891,0.0284986,0,0.0210715,0.054127,0.0141588,0,0,0.011609,0,0,0.035218,0.0584378,0.057945,0.0280115,0,0.0292219,0.021314,0.050583,0.0382167,0.0702655,0.0632665,0.0557637,0.0609959,0.0703543,0.057492,0.0342675,0.0184774,0.0212788,0.0408162,0.0130447,0,0,0,0,0,0,0,0,0,0,0
157,0.029931,0.0490104,0,0,0,0,0,0.045556,0,0.0239227,0.0539754,0,0,0.0192396,0,0,0.0347049,0.0255086,0.0379582,0.0252408,0.0459577,0.027632,0.0407244,0.0243637,0.0342871,0.016316,0.0454041,0.0487211,0.0392961,0.0362254,0.0138457,0.0409193,0.00832094,0.0207533,0.0290836,0,0.0211013,0.0538163,0.014301,0,0,0.0116788,0,0,0.0351365,0.0585755,0.0582299,0.0279175,0,0.0294989,0.0214345,0.0493355,0.03785,0.068972,0.0630147,0.0559069,0.0615577,0.070809,0.0596219,0.0341658,0.018408,0.0213113,0.0407908,0.01256,0,0,0,0,0,0,0,0,0,0,0
158,0.0300005,0.0490307,0,0,0,0,0,0.0464284,0,0.0241288,0.054605,0,0,0.0189157,0,0,0.0344664,0.0252181,0.0380113,0.0252426,0.0460243,0.0274851,0.0401491,0.024156,0.0343805,0.0164294,0.0453525,0.0486943,0.0394321,0.0367652,0.0137659,0.0412989,0.00828813,0.0205268,0.0296029,0,0.021189,0.0535176,0.0144557,0,0,0.0117022,0,0,0.0350176,0.0586446,0.0586153,0.0278628,0,0.0297427,0.0214646,0.0480643,0.0375215,0.0678463,0.0627528,0.0561301,0.061979,0.0711106,0.0615541,0.0341452,0.0183199,0.0212555,0.0407992,0.0123141,0,0,0,0,0,0,0,0,0,0,0
159,0.0301298,0.0490299,0,0,0,0,0,0.0472255,0,0.0243159,0.0551885,0,0,0.0185842,0,0,0.0342776,0.0249584,0.0380528,0.0252156,0.0459859,0.0272242,0.0395926,0.0239195,0.0343606,0.0165176,0.0453219,0.0486369,0.0395578,0.0372349,0.0137602,0.0416787,0.00820393,0.0202982,0.0300846,0,0.0212934,0.0532675,0.0146002,0,0,0.0117022,0,0,0.0349814,0.0586513,0.0588421,0.0279039,0,0.0301235,0.0213928,0.0468336,0.0372467,0.0667529,0.0625589,0.0563583,0.0622925,0.0713155,0.0630554,0.0341046,0.018295,0.0211979,0.0408507,0.0118676,0,0,0,0,0,0,0,0,0,0,0
160,0.030288,0.0490086,0,0,0,0,0,0.0479636,0,0.0245191,0.0557222,0,0,0.0182125,0,0,0.0340412,0.0247699,0.0380621,0.0251147,0.0459516,0.0268555,0.0390278,0.0237027,0.0343147,0.0166307,0.0453381,0.0485864,0.0395031,0.0373995,0.0138034,0.0421011,0.0082197,0.0199287,0.0304538,0,0.0211172,0.0530907,0.0147611,0,0,0.0117097,0,0,0.0349843,0.0585101,0.059,0.0280017,0,0.030416,0.0212438,0.045787,0.0369898,0.0658263,0.0624231,0.0566422,0.0626902,0.0714348,0.0641537,0.0340927,0.0182996,0.0211127,0.0409659,0.0115349,0,0,0,0,0,0,0,0,0,0,0
161,0.0304821,0.0489506,0,0,0,0,0,0.0486745,0,0.0248039,0.0562336,0,0,0.0178475,0,0,0.0337869,0.0246042,0.0376973,0.0250682,0.0460277,0.0264297,0.0383427,0.0235905,0.0342826,0.0167294,0.0453727,0.0485197,0.0394095,0.0373366,0.0137027,0.042537,0.00820915,0.0196042,0.0306648,0,0.0206952,0.0529696,0.0148639,0,0,0.0116744,0,0,0.0348602,0.0582624,0.0590617,0.0281681,0,0.030629,0.0210793,0.0449733,0.0367358,0.0650826,0.0622671,0.0570022,0.0630354,0.0714483,0.0648713,0.0342198,0.0182206,0.0210034,0.0411013,0.0112125,0,0,0,0,0,0,0,0,0,0,0
162,0.0305819,0.0488789,0,0,0,0,0,0.0449533,0,0.0236149,0.0568911,0,0,0.0178959,0,0,0.0332617,0.0236582,0.0372167,0.0242625,0.0451914,0.0256956,0.0374713,0.0227267,0.0332785,0.0175266,0.0462871,0.0492494,0.0405263,0.0385651,0.0125446,0.0428076,0.00825688,0.0193956,0.0282255,0,0.0222693,0.0526195,0.015786,0,0,0.0109422,0,0,0.035283,0.057199,0.0582384,0.0294789,0,0.0316322,0.0212291,0.0448827,0.0389946,0.0656462,0.0635,0.0577737,0.0643756,0.0733072,0.0570189,0.0341211,0.0183042,0.0210039,0.041153,0.0103803,0,0,0,0,0,0,0,0,0,0,0
163,0.030843,0.0488548,0,0,0,0,0,0.0453754,0,0.0238489,0.057253,0,0,0.017568,0,0,0.0330576,0.0233078,0.0368778,0.0243178,0.0453006,0.0253688,0.0369542,0.0226312,0.0332219,0.0175632,0.046152,0.0491505,0.0406148,0.0385226,0.0122679,0.0432132,0.00819463,0.0191305,0.0282916,0,0.021836,0.0526627,0.0159712,0,0,0.0109052,0,0,0.0352208,0.0568094,0.0579779,0.0297692,0,0.0318694,0.0210436,0.0441798,0.0388801,0.0649819,0.0636314,0.0583526,0.0645948,0.0730947,0.0566736,0.0342772,0.0182673,0.020949,0.0412692,0.0101831,0,0,0,0,0,0,0,0,0,0,0
164,0.03122,0.0489169,0,0,0,0,0,0.0503826,0,0.0256508,0.0575821,0,0,0.0167459,0,0,0.0332319,0.0236615,0.0364496,0.0252847,0.0462468,0.0253839,0.0365919,0.0234186,0.0341706,0.0168123,0.0450442,0.0481933,0.0392943,0.0370365,0.0137165,0.0437358,0.00805329,0.018842,0.0305145,0,0.0194907,0.0529225,0.0154121,0,0,0.0115059,0,0,0.0347081,0.0571681,0.0584518,0.0288929,0,0.0311762,0.0206111,0.0431252,0.0363494,0.0632909,0.0627024,0.05883,0.0639458,0.0711276,0.0634404,0.0347017,0.0181818,0.0208474,0.0414591,0.0105597,0,0,0,0,0,0,0,0,0,0,0
165,0.0314744,0.0489439,0,0,0,0,0,0.0507991,0,0.0258184,0.0580733,0,0,0.0163173,0,0,0.033052,0.0235431,0.0366398,0.0253236,0.0463607,0.0250322,0.0359393,0.0234096,0.0342076,0.0168608,0.0450393,0.0481695,0.039337,0.0370207,0.0140712,0.04413,0.00802426,0.0186645,0.0303231,0,0.0187735,0.0529875,0.0156598,0,0,0.0113851,0,0,0.0346685,0.0566434,0.058037,0.0291594,0,0.0313704,0.0205749,0.0426727,0.0365399,0.0629186,0.0630927,0.0595234,0.0643923,0.0712782,0.0612391,0.0347756,0.0182577,0.0208408,0.0416212,0.0103307,0,0,0,0,0,0,0,0,0,0,0
166,0.0317184,0.0489564,0,0,0,0,0,0.0510516,0,0.0259808,0.0584613,0,0,0.0159512,0,0,0.0328766,0.0236055,0.036824,0.025433,0.0465711,0.0247801,0.0354004,0.0233195,0.034186,0.0169024,0.0451418,0.048172,0.0394676,0.0373505,0.014417,0.0444494,0.00805533,0.018425,0.030203,0,0.0179987,0.0530969,0.0159169,0,0,0.0113266,0,0,0.0346254,0.056159,0.0577118,0.0295217,0,0.0315842,0.0205517,0.0421321,0.0367357,0.0625138,0.0635148,0.0602743,0.065006,0.0715094,0.0582035,0.034859,0.0182694,0.0209047,0.0417103,0.0101189,0,0,0,0,0,0,0,0,0,0,0
167,0.0319722,0.0489404,0,0,0,0,0,0.0511725,0,0.0262161,0.0588358,0,0,0.0156467,0,0,0.0327664,0.0236722,0.0369416,0.0255904,0.0467631,0.0246197,0.0349071,0.0233364,0.0340738,0.0170842,0.0451576,0.0481601,0.0395533,0.0376376,0.014879,0.0447444,0.0080691,0.018236,0.0301475,0,0.0171237,0.0532935,0.0162189,0,0,0.0112627,0,0,0.0346012,0.0557562,0.0574781,0.0298619,0,0.0318081,0.0205913,0.0415543,0.0369717,0.0621328,0.0640097,0.0611352,0.0656505,0.0716657,0.0544307,0.0348416,0.0182342,0.0209866,0.041766,0.00991857,0,0,0,0,0,0,0,0,0,0,0
168,0.0322058,0.0488627,0,0,0,0,0,0.051513,0,0.0264344,0.0591814,0,0,0.0154358,0,0,0.0326761,0.0237431,0.0369469,0.0256747,0.0468534,0.0245518,0.0344697,0.0233942,0.0340214,0.0173598,0.0450911,0.0480537,0.0395768,0.0378918,0.0150617,0.0449766,0.0080265,0.0180994,0.0303917,0,0.0165866,0.0535902,0.0164991,0,0,0.0112231,0,0,0.0347365,0.0552969,0.0569431,0.0301067,0,0.0320218,0.0207709,0.0408852,0.0373472,0.0617139,0.0645573,0.0621167,0.0661384,0.0715766,0.0498872,0.0347524,0.0181853,0.0210211,0.0418655,0.00973101,0,0,0,0,0,0,0,0,0,0,0
169,0.0323845,0.0486933,0,0,0,0,0,0.0518807,0,0.0267806,0.0594989,0,0,0.0152081,0,0,0.0325565,0.023933,0.0367856,0.0256669,0.0469058,0.0243817,0.0341055,0.0234687,0.0339592,0.0177056,0.0450375,0.0479474,0.0396212,0.0379662,0.0149451,0.0451563,0.00798874,0.0179665,0.0312095,0,0.0161092,0.0539686,0.0167527,0,0,0.0112162,0,0,0.0348856,0.0547728,0.0562982,0.0302298,0,0.0321634,0.0209805,0.0401458,0.0378459,0.0612298,0.0650334,0.0630168,0.0664388,0.071274,0.0445748,0.0346527,0.0181685,0.0210952,0.0420038,0.00953014,0,0,0,0,0,0,0,0,0,0,0
170,0.0325173,0.0485618,0,0,0,0,0,0.0520589,0,0.0270769,0.0597354,0,0,0.0150148,0,0,0.0324403,0.0242735,0.0367242,0.0255672,0.0469228,0.0242389,0.0336982,0.023541,0.0338659,0.0179849,0.0450169,0.0479355,0.0396812,0.0378397,0.0149979,0.045333,0.00799728,0.0177429,0.0328002,0,0.0153247,0.0544269,0.016994,0,0,0.0112275,0,0,0.0349132,0.0542656,0.0555689,0.0303664,0,0.032227,0.0212834,0.0394378,0.0384198,0.0607113,0.0653658,0.0637686,0.0665752,0.0708117,0.0385092,0.0345847,0.0181231,0.0211374,0.0420832,0.00935053,0,0,0,0,0,0,0,0,0,0,0
171,0.0326278,0.0485449,0,0,0,0,0,0.0522793,0,0.0273223,0.0598309,0,0,0.014852,0,0,0.0323469,0.0246684,0.0366656,0.0255167,0.0469646,0.0241547,0.0332741,0.0236154,0.0334834,0.0183373,0.0450411,0.0478991,0.0395135,0.0377567,0.015146,0.0455115,0.00803656,0.0174958,0.0355788,0,0.014389,0.0549822,0.0171998,0,0,0.0113086,0,0,0.0349817,0.053844,0.0548355,0.0306024,0,0.0322442,0.0215276,0.038718,0.0390276,0.0603014,0.065633,0.0643925,0.0666496,0.0702075,0.031988,0.034636,0.0180779,0.0211202,0.042116,0.00923436,0,0,0,0,0,0,0,0,0,0,0
172,0.0327132,0.0485789,0,0,0,0,0,0.0525525,0,0.0276251,0.0596409,0,0,0.0147266,0,0,0.0322271,0.0251062,0.0365512,0.0254839,0.0469689,0.0241773,0.0330152,0.0237638,0.0326109,0.0185882,0.0450265,0.0478297,0.0393253,0.0377381,0.0152415,0.0456675,0.0080173,0.0172475,0.0394461,0,0.0140259,0.0556391,0.0173694,0,0,0.0113785,0,0,0.0350164,0.0536653,0.0539955,0.0306863,0,0.0322497,0.0216629,0.0380403,0.0394952,0.060171,0.0657724,0.0649676,0.0666477,0.0695692,0.0255236,0.0347442,0.0180135,0.0210067,0.042183,0.00922662,0,0,0,0,0,0,0,0,0,0,0
173,0.0327962,0.0486068,0,0,0,0,0,0.0528177,0,0.0279805,0.0594007,0,0,0.0146205,0,0,0.0321755,0.0256858,0.0364039,0.0252854,0.046866,0.0240611,0.0328552,0.0239849,0.0321898,0.0191101,0.0450544,0.0478447,0.0392645,0.037766,0.0152594,0.045809,0.00800814,0.0170855,0.0440852,0,0.0139423,0.056506,0.0175405,0,0,0.0112759,0,0,0.0349487,0.0534779,0.0528031,0.030582,0,0.032177,0.0217147,0.0375898,0.0398559,0.0606914,0.065977,0.0656027,0.0666259,0.0689545,0.0194089,0.0346964,0.0179428,0.0209906,0.0422756,0.00925808,0,0,0,0,0,0,0,0,0,0,0
174,0.0328827,0.0486632,0,0,0,0,0,0.0531385,0,0.0281348,0.0589893,0,0,0.014537,0,0,0.0321888,0.0264771,0.0363189,0.024997,0.046667,0.0239394,0.0326309,0.024342,0.0320904,0.0196897,0.0451947,0.0478992,0.0393167,0.0377269,0.0153729,0.0459068,0.00801718,0.0170531,0.0491392,0,0.0143,0.0575724,0.0176579,0,0,0.0111529,0,0,0.0348786,0.0534084,0.0515648,0.0304969,0,0.0320078,0.0217389,0.0373809,0.0399857,0.0611825,0.0661927,0.0661692,0.0666035,0.0684467,0.0149359,0.0345738,0.0178639,0.0210039,0.0423414,0.00934,0,0,0,0,0,0,0,0,0,0,0
175,0.0329978,0.0487132,0,0,0,0,0,0.0535081,0,0.0281427,0.0585171,0,0,0.0144822,0,0,0.0322111,0.0274184,0.0361308,0.0247361,0.0464269,0.0238315,0.0323402,0.0247945,0.0320071,0.0203518,0.0453027,0.0479633,0.0393722,0.0374642,0.0155498,0.0459784,0.00800723,0.0170554,0.0542662,0,0.0144765,0.0587212,0.0177063,0,0,0.0112275,0,0,0.0348889,0.05338,0.0502541,0.031116,0,0.0318686,0.0217141,0.0374114,0.0398493,0.0616711,0.0663559,0.0665752,0.0666113,0.0681216,0.0137833,0.0345348,0.0177767,0.020957,0.0424263,0.00945826,0,0,0,0,0,0,0,0,0,0,0
176,0.0331332,0.0487291,0,0,0,0,0,0.053975,0,0.0283357,0.0580879,0,0,0.0144509,0,0,0.0322511,0.0283613,0.0359037,0.0244217,0.0461334,0.0236394,0.0322537,0.0252012,0.0317767,0.0211155,0.0453693,0.0480859,0.0394595,0.0374164,0.0157788,0.0459654,0.00799284,0.0170996,0.059006,0,0.0144107,0.0599303,0.0177807,0,0,0.0113174,0,0,0.0347788,0.0528981,0.0486647,0.031865,0,0.0317891,0.0216754,0.0377588,0.0394002,0.0624429,0.066553,0.0669297,0.0667081,0.0679978,0.0157309,0.0345044,0.017665,0.0209031,0.0425349,0.00953887,0,0,0,0,0,0,0,0,0,0,0
177,0.0332858,0.0487314,0,0,0,0,0,0.0541032,0,0.0288912,0.0575955,0,0,0.0143975,0,0,0.0323172,0.0292757,0.0357329,0.0241093,0.0457865,0.0234225,0.032229,0.0255278,0.0314706,0.0217625,0.0453602,0.0481953,0.039715,0.0378605,0.0159944,0.0459102,0.00801376,0.0171934,0.0634884,0,0.0146021,0.0610549,0.0178271,0,0,0.0113667,0,0,0.0346691,0.0521522,0.0472801,0.0325338,0,0.0317282,0.0216615,0.0382802,0.0388833,0.0633054,0.0668907,0.0673111,0.0668451,0.0680246,0.0185774,0.034496,0.0175908,0.0208176,0.0427484,0.00967597,0,0,0,0,0,0,0,0,0,0,0
178,0.0334268,0.0487194,0,0,0,0,0,0.0542151,0,0.0293085,0.0570221,0,0,0.0142641,0,0,0.0323744,0.0301315,0.0355205,0.023806,0.045379,0.0233249,0.032306,0.0259,0.0312486,0.0223811,0.0453103,0.0482617,0.0398786,0.0381369,0.0162515,0.0459332,0.00804386,0.0172885,0.0669183,0,0.0151211,0.0621574,0.0178043,0,0,0.0114099,0,0,0.034573,0.0514563,0.0461346,0.0333126,0,0.0317144,0.021568,0.0389262,0.0382488,0.064168,0.0673825,0.0677159,0.0670962,0.0682544,0.0213808,0.0346215,0.017503,0.0206479,0.0428723,0.00981307,0,0,0,0,0,0,0,0,0,0,0
179,0.0333464,0.0486844,0,0,0,0,0,0.0545919,0,0.0290451,0.0564265,0,0,0.0143178,0,0,0.0326116,0.0304576,0.0353616,0.0235413,0.0449486,0.0234208,0.0328037,0.0259587,0.0310307,0.0226876,0.0454458,0.0483039,0.0395516,0.0381788,0.0164829,0.0457084,0.00803796,0.017629,0.0661864,0,0.0148609,0.0624371,0.0175542,0,0,0.0114374,0,0,0.034522,0.0520076,0.04355,0.0330309,0.023683,0.0314924,0.0213075,0.0395628,0.0355975,0.064287,0.0687873,0.0690521,0.0685397,0.0696159,0.0212506,0.0347214,0.0175052,0.0205266,0.0427317,0.00998471,0,0,0,0,0,0,0,0,0,0,0
180,0.0333919,0.0487105,0,0,0,0,0,0.0547394,0,0.0289082,0.0558529,0,0,0.0142296,0,0,0.0326591,0.0311274,0.0352802,0.0232135,0.0445593,0.0232355,0.0328897,0.0259532,0.0308944,0.0229837,0.0457482,0.0483214,0.0390729,0.0381497,0.0165734,0.0457641,0.00805767,0.0176624,0.0680066,0,0.0155404,0.0633186,0.0175207,0,0,0.0113989,0,0,0.0344882,0.0517267,0.0426499,0.0336606,0.0230624,0.0315696,0.0210845,0.0401419,0.0352045,0.0647496,0.0689605,0.0692383,0.0685147,0.0695767,0.0227299,0.0348875,0.0173855,0.0203404,0.0427343,0.0101363,0,0,0,0,0,0,0,0,0,0,0
181,0.0334044,0.0487587,0,0,0,0,0,0.0547377,0,0.0287955,0.0552813,0,0,0.0141306,0,0,0.0326813,0.0317548,0.0352162,0.0228568,0.0442413,0.0230376,0.0330277,0.0255578,0.0307846,0.0233431,0.0457861,0.0483154,0.0385976,0.0379712,0.0165604,0.0458247,0.00809943,0.0177408,0.0690021,0,0.0161868,0.0641466,0.0174618,0,0,0.0114369,0,0,0.0345028,0.0515533,0.041917,0.0341883,0.0224488,0.0316097,0.0208776,0.0404298,0.0348109,0.0648556,0.0690499,0.0692778,0.0683156,0.0694262,0.0237551,0.0350429,0.0172776,0.020154,0.0427596,0.010295,0,0,0,0,0,0,0,0,0,0,0
182,0.0333983,0.0488676,0,0,0,0,0,0.0545948,0,0.0287167,0.0548615,0,0,0.0140678,0,0,0.0327017,0.0321107,0.0353858,0.0225732,0.0440353,0.022934,0.0330853,0.0254675,0.0306862,0.02345,0.0455689,0.0482258,0.0385769,0.0377633,0.0163225,0.0458836,0.00811107,0.0177719,0.0695119,0,0.0166709,0.064661,0.0173904,0,0,0.0115206,0,0,0.0345701,0.051448,0.0417247,0.0346426,0.0215109,0.0316614,0.0207304,0.0403533,0.0343303,0.06454,0.0690292,0.0692489,0.0680371,0.0691886,0.0248383,0.035265,0.0171761,0.0199924,0.0428364,0.0104085,0,0,0,0,0,0,0,0,0,0,0
183,0.033353,0.0490116,0,0,0,0,0,0.0545731,0,0.028672,0.0546123,0,0,0.0140637,0,0,0.0327418,0.032446,0.0356335,0.0222475,0.0438533,0.022804,0.0331271,0.0255052,0.0306052,0.0235214,0.0452375,0.0479443,0.038871,0.0375172,0.0163038,0.0458977,0.00808214,0.0178052,0.0697433,0,0.0168909,0.0650939,0.0173792,0,0,0.0115271,0,0,0.0346432,0.0510323,0.0413068,0.0350481,0.0208486,0.0317006,0.0207907,0.0399481,0.0339357,0.0640885,0.0688407,0.0690323,0.0677847,0.068946,0.0251709,0.0353394,0.0171424,0.0199273,0.0429485,0.0104288,0,0,0,0,0,0,0,0,0,0,0
184,0.0332353,0.0491456,0,0,0,0,0,0.0543605,0,0.0286306,0.0545338,0,0,0.0141425,0,0,0.0328379,0.0327404,0.0358159,0.0219044,0.0436405,0.0225634,0.0332881,0.0253952,0.0304715,0.023593,0.0448702,0.0475564,0.0387662,0.0371885,0.0163202,0.0458737,0.00809993,0.0178226,0.0694402,0,0.0169109,0.0654156,0.0173423,0,0,0.0114877,0,0,0.0347211,0.0511893,0.0406421,0.0354186,0.0205538,0.0318307,0.0208695,0.0393074,0.0335292,0.0632822,0.0684187,0.0686506,0.0675182,0.0686256,0.0252964,0.0353789,0.0171168,0.0199669,0.0430976,0.0104355,0,0,0,0,0,0,0,0,0,0,0
185,0.0330883,0.0492401,0,0,0,0,0,0.0538711,0,0.0287041,0.0546304,0,0,0.014264,0,0,0.032915,0.0328011,0.0360372,0.0215731,0.0433288,0.022346,0.0335393,0.0251292,0.0303677,0.0236138,0.0445021,0.0472169,0.0383477,0.0367896,0.0162631,0.0457864,0.00810546,0.0178548,0.068599,0,0.0166985,0.0655343,0.0173121,0,0,0.0114583,0,0,0.034744,0.0512407,0.0402468,0.0357219,0.0202759,0.0319979,0.0210563,0.0383276,0.0334474,0.0622444,0.0678703,0.0681909,0.0672205,0.0682956,0.0253736,0.0354163,0.0171059,0.0199853,0.0432611,0.0104218,0,0,0,0,0,0,0,0,0,0,0
186,0.0328803,0.0493383,0,0,0,0,0,0.05329,0,0.0286985,0.0548995,0,0,0.0144115,0,0,0.0329858,0.0326279,0.0362958,0.0212744,0.0431804,0.0221211,0.0336174,0.0247445,0.0308906,0.0234182,0.0440529,0.0468504,0.0379293,0.0362792,0.0161592,0.0456583,0.00807978,0.0178968,0.0677461,0,0.0163353,0.0654242,0.0172672,0,0,0.0114603,0,0,0.0347338,0.0511505,0.0397189,0.0359954,0.0201283,0.0321705,0.0214367,0.0369297,0.0337934,0.0609422,0.0673117,0.0677324,0.0670622,0.0681131,0.0246347,0.0354093,0.0171181,0.0200003,0.0434532,0.0104101,0,0,0,0,0,0,0,0,0,0,0
187,0.0326382,0.0494752,0,0,0,0,0,0.0526801,0,0.0285734,0.0552487,0,0,0.0145844,0,0,0.033073,0.0323302,0.0367667,0.0210346,0.0432756,0.0219124,0.0336856,0.0243304,0.0312649,0.023034,0.0437163,0.0463199,0.0374189,0.0357126,0.0161862,0.0455285,0.00806104,0.0179297,0.0665335,0,0.015493,0.0652328,0.0172174,0,0,0.0114061,0,0,0.0346874,0.0510867,0.039102,0.0361507,0.0201158,0.0321995,0.0219216,0.035633,0.0343445,0.059736,0.0667891,0.0672517,0.0670851,0.0681569,0.0234555,0.0353665,0.0171501,0.0199967,0.0436607,0.0103962,0,0,0,0,0,0,0,0,0,0,0
188,0.0324268,0.0496044,0,0,0,0,0,0.0518525,0,0.0283668,0.055611,0,0,0.0146756,0,0,0.0330989,0.0319747,0.0373282,0.0208733,0.0434148,0.021667,0.0339523,0.0238477,0.0314611,0.0224915,0.0432449,0.0457036,0.0368832,0.0350435,0.0162569,0.0454903,0.00807558,0.0178978,0.0642207,0,0.0142943,0.0649949,0.0171265,0,0,0.0112881,0,0,0.0347135,0.0505333,0.037779,0.0364015,0.0203038,0.0322766,0.0223706,0.0349235,0.0352013,0.0591468,0.0663779,0.0668077,0.0672521,0.0683871,0.0217702,0.0354098,0.0171492,0.0200171,0.0438627,0.0103653,0,0,0,0,0,0,0,0,0,0,0
189,0.0322576,0.0497207,0,0,0,0,0,0.0505129,0,0.0282034,0.0558958,0,0,0.0146746,0,0,0.0330662,0.0317273,0.0378214,0.0207818,0.0434644,0.0214883,0.0341422,0.023394,0.0316877,0.0218367,0.0424191,0.0452371,0.0363386,0.0343326,0.0163179,0.0455441,0.00806721,0.0179142,0.061165,0,0.0128071,0.064825,0.0170142,0,0,0.0112015,0,0,0.0347686,0.0499227,0.0361518,0.0367176,0.0209184,0.0327901,0.0227852,0.0349772,0.0359122,0.0590697,0.0663124,0.0666584,0.0672435,0.0684637,0.0189805,0.0354385,0.0171395,0.0200201,0.0440015,0.0103792,0,0,0,0,0,0,0,0,0,0,0
190,0.0320575,0.0497691,0,0,0,0,0,0.0484504,0,0.0278716,0.0558767,0,0,0.014639,0,0,0.0330308,0.031605,0.0382781,0.0207234,0.0438191,0.021543,0.0344279,0.0229398,0.0323111,0.0210807,0.041433,0.0448805,0.0358895,0.0336205,0.0163811,0.0455309,0.00806465,0.0179532,0.0572818,0,0.0119452,0.0647793,0.0169283,0,0,0.0112015,0,0,0.0348846,0.0495674,0.0353625,0.0367706,0.0222491,0.0334602,0.023048,0.0351931,0.0359686,0.0589778,0.0666895,0.0670136,0.0665751,0.0679567,0.0157232,0.0354009,0.0171285,0.0200326,0.0439594,0.0105263,0,0,0,0,0,0,0,0,0,0,0
191,0.0317601,0.0497142,0,0,0,0,0,0.0460914,0,0.0271135,0.0554518,0,0,0.0146589,0,0,0.0330624,0.0317413,0.0389996,0.0205577,0.0444694,0.0216438,0.0347143,0.0224228,0.0329894,0.0203203,0.0408533,0.0445853,0.0356047,0.0328965,0.0170257,0.0454577,0.00801095,0.0180316,0.0529906,0,0.0118046,0.0648329,0.0167559,0,0,0.0112627,0,0,0.0349103,0.0499239,0.0354155,0.0364993,0.0238031,0.0339529,0.023192,0.0352323,0.035553,0.0587294,0.0669062,0.0672656,0.0652375,0.0667047,0.0132878,0.0352471,0.0170633,0.0201064,0.0436945,0.0107573,0,0,0,0,0,0,0,0,0,0,0
192,0.0314652,0.0496639,0,0,0,0,0,0.0436762,0,0.0263002,0.0547995,0,0,0.0147748,0,0,0.033065,0.0320019,0.0403106,0.0203405,0.0457627,0.0217637,0.0347343,0.0219259,0.0340649,0.019603,0.0406023,0.0444618,0.0354715,0.0323069,0.0186955,0.0454029,0.00793241,0.0180444,0.0523861,0,0.0134538,0.0652348,0.016663,0,0,0.0112748,0,0,0.0349021,0.0495656,0.0380411,0.0362584,0,0.0341938,0.0231781,0.0351377,0.0378836,0.0588475,0.0655765,0.0662553,0.0626737,0.0641493,0.0141455,0.0351954,0.0170839,0.0201584,0.0435039,0.0107804,0,0,0,0,0,0,0,0,0,0,0
