Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x71,x72,x73,x74,x75
18,0.0327365,0.0506601,0,0,0,0,0,0,0.0281265,0,0.026158,0.0570606,0,0,0.0151942,0,0,0.0347339,0.0288818,0.0354363,0.0223278,0.046104,0.0270679,0.0367562,0.0206558,0.0302037,0,0.0209346,0.0447983,0.0485787,0.0371191,0.034553,0.0306861,0.0438048,0.00791884,0.0210281,0.0417506,0,0.0216381,0.0606785,0.0142263,0,0,0.0111554,0,0,0.0337455,0.0520309,0.0565741,0.0333615,0.0266065,0.0325163,0.0185235,0.0410115,0.0231247,0.0602796,0.0568979,0.055676,0.0577086,0.0592926,0.0265879,0.0361561,0.018713,0.0178066,0.0449729,0.0166332,0,0,0,0,0,0,0,0,0,0
19,0.0327661,0.0506267,0,0,0,0,0,0,0.0283093,0,0.0256453,0.0551406,0,0,0.0154807,0,0,0.0349197,0.0299806,0.0353607,0.0220321,0.0473656,0.0274435,0.037322,0.0206365,0.0287469,0,0,0.0445721,0.0476619,0.037152,0.035095,0.0305514,0.0435102,0.00799267,0.0214447,0.0382326,0,0.0215547,0.0614479,0.0140538,0,0,0.0110491,0,0,0.0337734,0.052773,0.0570379,0.0335756,0.0276985,0.0323465,0.0182105,0.0423001,0.02312,0.0616694,0.0566907,0.0552924,0.0572231,0.0594631,0.0285195,0.0361525,0.0187238,0.0179054,0.0448704,0.0169058,0,0,0,0,0,0,0,0,0,0
20,0.0327197,0.050485,0,0,0,0,0,0,0.0286694,0,0.0243359,0.0537701,0,0,0.0158748,0,0,0.0350326,0.0310109,0.0330071,0.0212032,0.0490955,0.0276023,0.0375903,0.0217063,0.0295221,0.0205357,0,0.0452102,0.0482033,0.0375515,0.035582,0.0290275,0.0431522,0.00804424,0.0217818,0.0356658,0,0.0213303,0.0605153,0.014171,0,0,0.0109486,0,0,0.0339315,0.0542915,0.057392,0.033965,0.0288389,0.0327038,0.0187568,0.0430231,0.0228976,0.0626237,0.0568302,0.0548893,0.056895,0.0596313,0.0304884,0.0355828,0.0190994,0.0185771,0.0445203,0.0173451,0,0,0,0,0,0,0,0,0,0
21,0.0329965,0.0506412,0,0,0,0,0,0,0.0296683,0,0.0243223,0.054718,0,0,0.0159033,0,0,0.0350578,0.0303137,0.0314074,0.024701,0.054167,0.0286429,0.0380259,0.0242879,0.0349123,0.0394621,0,0.0437834,0.046637,0.0357099,0.0334789,0.0259613,0.0431528,0.00811464,0.0219039,0.0340631,0,0.0213972,0.0597952,0.0140777,0,0,0.0110272,0,0,0.0337728,0.0556249,0.0574265,0.034627,0.0302373,0.0318206,0.017949,0.0436917,0.0235492,0.0633191,0.0566631,0.0542805,0.0562686,0.0594718,0.0322316,0.0359149,0.0188544,0.0182815,0.0448781,0.0172789,0,0,0,0,0,0,0,0,0,0
22,0.0328412,0.0504427,0,0,0,0,0,0,0.0296073,0,0.0243372,0.0520944,0,0,0.0165899,0,0,0.0354753,0.0290074,0.0332879,0.0221633,0.0503559,0.0287469,0.038689,0.0220044,0.0303069,0,0,0.0445387,0.047425,0.0366248,0.0348987,0.0284377,0.0424365,0.00824351,0.022391,0.0320905,0,0.0210883,0.0604216,0.0143022,0,0,0.0109405,0,0,0.0339972,0.0557924,0.0569162,0.0347942,0.0315899,0.0320009,0.0189485,0.0454341,0.0247347,0.0649052,0.0569885,0.0543181,0.0560532,0.0597677,0.0348014,0.0349393,0.0194342,0.0192942,0.0442991,0.0178998,0,0,0,0,0,0,0,0,0,0
23,0.0328128,0.0503359,0,0,0,0,0,0,0.0300984,0,0.0241986,0.0512371,0,0,0.0170211,0,0,0.0357436,0.0275176,0.0336811,0.0223353,0.0488352,0.0294003,0.0392832,0.0225775,0.0307943,0,0,0.0445265,0.0479301,0.0370746,0.0350021,0.0279726,0.0419599,0.00834459,0.0227465,0.0303133,0,0.0208319,0.0605857,0.0143047,0,0,0.0110174,0,0,0.0341051,0.0555252,0.0560798,0.0349812,0.0331818,0.0317037,0.0192707,0.0468427,0.026136,0.0661648,0.057247,0.054425,0.0558267,0.0600581,0.0376089,0.0345488,0.0196103,0.0197584,0.0440533,0.0181628,0,0,0,0,0,0,0,0,0,0
24,0.0327578,0.0502295,0,0,0,0,0,0,0.0303845,0,0.0245206,0.0507319,0,0,0.0173633,0,0,0.0359838,0.0259498,0.033901,0.0227869,0.0469616,0.0299626,0.0396986,0.0231718,0.0313576,0,0,0.0446888,0.0481925,0.0374423,0.0352726,0.0270203,0.0415899,0.00845127,0.0230216,0.0291839,0,0.020455,0.0606457,0.0142582,0,0,0.0111257,0,0,0.0342274,0.0548143,0.0541848,0.0349799,0.034977,0.0315415,0.019535,0.0482539,0.0274854,0.0672359,0.0575744,0.0545316,0.0556823,0.0601734,0.0409003,0.0341611,0.0197861,0.0200121,0.043824,0.0183398,0,0,0,0,0,0,0,0,0,0
25,0.0326081,0.0500297,0,0,0,0,0,0,0.030602,0,0.025158,0.0510945,0,0,0.0176132,0,0,0.0360295,0.0249282,0.0341696,0.0233285,0.04583,0.0304032,0.0397394,0.0237824,0.0333554,0,0.0169728,0.0448718,0.0483303,0.0376503,0.0352408,0.0262227,0.0414503,0.00846276,0.0230477,0.0291087,0,0.0202173,0.059668,0.0143892,0,0,0.0112332,0,0,0.0343799,0.0544691,0.0524547,0.0351794,0.0367556,0.0319208,0.0200613,0.0489691,0.0283857,0.0671563,0.0579478,0.0545738,0.0558061,0.0607453,0.044359,0.0337194,0.0199748,0.0203342,0.0435189,0.0184663,0,0,0,0,0,0,0,0,0,0
26,0.032474,0.0498544,0,0,0,0,0,0,0.0305689,0,0.0257353,0.0508642,0,0,0.0177169,0,0,0.035935,0.0249484,0.0348809,0.0233439,0.0453339,0.0305977,0.0396766,0.0237168,0.0335819,0,0.0170544,0.0450454,0.0484641,0.0378595,0.0353583,0.0260975,0.0413697,0.00845015,0.022905,0.0298724,0,0.0201474,0.0595615,0.0144697,0,0,0.0113415,0,0,0.0344934,0.0539973,0.0512405,0.0352205,0.0381377,0.0320948,0.0203393,0.0496514,0.0290361,0.0672145,0.0585331,0.0549048,0.0563716,0.0619001,0.0482677,0.033466,0.0199154,0.0204805,0.0432101,0.0185368,0,0,0,0,0,0,0,0,0,0
27,0.0322831,0.0495624,0,0,0,0,0,0,0.0304183,0,0.0252651,0.0499015,0,0,0.017898,0,0,0.0358415,0.0264931,0.0342989,0.0213907,0.0443853,0.0300876,0.0394167,0.0241272,0.032271,0.0284221,0.017611,0.0462354,0.0498281,0.038874,0.0363916,0.0262769,0.0411949,0.00845879,0.0227975,0.0300323,0,0.0198402,0.059406,0.0148501,0,0,0.0115168,0,0,0.0347293,0.0539515,0.0506815,0.0352337,0.0390896,0.0324836,0.0212077,0.050222,0.0293088,0.0676607,0.0590006,0.0554536,0.0571329,0.0631224,0.0511008,0.03291,0.0201708,0.0209816,0.0425334,0.0188662,0,0,0,0,0,0,0,0,0,0
28,0.0321743,0.0494666,0,0,0,0,0,0,0.030888,0,0.0252625,0.0497478,0,0,0.017846,0,0,0.0357208,0.0277458,0.0341783,0.0209942,0.045011,0.0297029,0.0389987,0.0242233,0.0317162,0.0305009,0.0176791,0.0462739,0.0497581,0.0388063,0.0364421,0.0258449,0.0413943,0.00842025,0.0224247,0.0298545,0,0.0197057,0.0593561,0.0149174,0,0,0.0118098,0,0,0.0347466,0.0542677,0.0505542,0.0353861,0.0399405,0.0324321,0.0214874,0.050949,0.0298405,0.0681489,0.0593627,0.0557007,0.0574949,0.063965,0.0521246,0.0328598,0.0199566,0.0210372,0.0421648,0.0188657,0,0,0,0,0,0,0,0,0,0
29,0.0320582,0.0494753,0,0,0,0,0,0,0.0315655,0,0.0252949,0.0497481,0,0,0.0177113,0,0,0.0355901,0.0289665,0.0338681,0.0210239,0.0453363,0.02918,0.0385485,0.0241707,0.0311669,0.0304336,0.0175296,0.0461308,0.0494786,0.0388311,0.0363718,0.0247836,0.0417278,0.00836942,0.022119,0.0294613,0,0.019916,0.0593821,0.0150081,0,0,0.0119176,0,0,0.034705,0.0548715,0.0508458,0.0352837,0.0405942,0.0321821,0.0214639,0.0515594,0.0303028,0.0684018,0.0597674,0.0559473,0.0578665,0.0645161,0.0519287,0.0329472,0.0198481,0.0209186,0.0419255,0.0187718,0,0,0,0,0,0,0,0,0,0
30,0.0319696,0.0495334,0,0,0,0,0,0,0.0326051,0,0.0252003,0.0497289,0,0,0.0174332,0,0,0.0354047,0.029701,0.0336698,0.0211513,0.0452125,0.0286136,0.0380212,0.0237899,0.0306109,0.030501,0.0173937,0.0461079,0.0494565,0.03907,0.0364435,0.0234901,0.0420741,0.00832895,0.0218762,0.0291762,0,0.020124,0.0595009,0.0151072,0,0,0.0119482,0,0,0.0345678,0.0557301,0.0510732,0.0351374,0.0412253,0.0319121,0.0212452,0.0520143,0.030748,0.0684093,0.0599837,0.0560591,0.0581765,0.0650431,0.051417,0.0331142,0.0196502,0.0207717,0.0417747,0.0186171,0,0,0,0,0,0,0,0,0,0
31,0.0319391,0.0495489,0,0,0,0,0,0,0.0341765,0,0.0250035,0.0496199,0,0,0.0171585,0,0,0.0352967,0.0296432,0.0333694,0.0213161,0.0450016,0.0280644,0.0376618,0.0232099,0.0302537,0.0305546,0.0171875,0.0463615,0.0497258,0.0394851,0.0367486,0.0220423,0.0422836,0.00832849,0.0217674,0.0284799,0,0.0202387,0.0595741,0.0151116,0,0,0.0119672,0,0,0.0344536,0.0567163,0.0511214,0.0348996,0.0415569,0.031538,0.020967,0.0523262,0.0311794,0.0685893,0.0597962,0.0558723,0.0583977,0.0650663,0.0509518,0.0332549,0.0195309,0.020609,0.0416705,0.0185052,0,0,0,0,0,0,0,0,0,0
32,0.031967,0.0495259,0,0,0,0,0,0,0.0350906,0,0.0246058,0.0495525,0,0,0.0169164,0,0,0.0352538,0.028961,0.0329425,0.0215076,0.0449127,0.0275939,0.0373882,0.0230355,0.0301153,0.0301411,0.0166992,0.0466031,0.0500191,0.0399364,0.0371098,0.0206123,0.042427,0.00836675,0.0217744,0.0273017,0,0.0203888,0.059557,0.0150667,0,0,0.011994,0,0,0.0343828,0.0575569,0.0510574,0.0346494,0.0420447,0.031102,0.0206639,0.052505,0.0314372,0.068985,0.0591104,0.0555631,0.0585353,0.0649538,0.050741,0.0334062,0.0194789,0.0204862,0.0415722,0.0184568,0,0,0,0,0,0,0,0,0,0
33,0.0320063,0.049449,0,0,0,0,0,0,0.0364764,0,0.0242704,0.0495118,0,0,0.0167379,0,0,0.0353418,0.0279161,0.0325601,0.0216544,0.0448223,0.0272248,0.037235,0.0230797,0.0300083,0.0297525,0.0161101,0.0468692,0.0504027,0.0403616,0.0374922,0.0193414,0.0425115,0.00836314,0.0218709,0.0268586,0,0.0205884,0.0594563,0.0150204,0,0,0.0120681,0,0,0.0342601,0.0580455,0.0512904,0.0344057,0.0423484,0.0307629,0.0203549,0.0525482,0.0315148,0.0691464,0.0583628,0.0553989,0.0585959,0.064848,0.0505997,0.0335046,0.0194259,0.0205116,0.0414484,0.0184598,0,0,0,0,0,0,0,0,0,0
34,0.032048,0.0493852,0,0,0,0,0,0,0.037877,0,0.0240966,0.0495386,0,0,0.016685,0,0,0.035419,0.0266166,0.0322474,0.021845,0.0447972,0.027044,0.0372412,0.0230361,0.029828,0.0294225,0.0154546,0.047137,0.0507125,0.0406452,0.0377393,0.0180876,0.0424997,0.00839019,0.0220219,0.0269024,0,0.0209628,0.05929,0.0149882,0,0,0.0121055,0,0,0.0341708,0.0580783,0.0518622,0.0341559,0.0422018,0.0305809,0.0200995,0.0525161,0.0314992,0.0691658,0.0585136,0.0551527,0.0584841,0.064624,0.0510871,0.0335167,0.019393,0.0205268,0.041239,0.01846,0,0,0,0,0,0,0,0,0,0
35,0.0320943,0.0493192,0,0,0,0,0,0,0.0388133,0,0.024062,0.0496671,0,0,0.0167114,0,0,0.0354824,0.0252975,0.0318211,0.022021,0.0445748,0.0270001,0.0373103,0.0230208,0.0297934,0.0296642,0.0149025,0.0472684,0.0506917,0.0407956,0.0378404,0.0170389,0.0424284,0.0084033,0.022195,0.0267834,0,0.0212911,0.0590482,0.0149757,0,0,0.0121369,0,0,0.0341345,0.0577753,0.0525443,0.0338389,0.042155,0.0305665,0.0199395,0.0523469,0.0313418,0.0690593,0.0586796,0.0549196,0.058402,0.0645076,0.0522719,0.0334895,0.0193913,0.0205669,0.0411947,0.0184017,0,0,0,0,0,0,0,0,0,0
36,0.0322262,0.0493862,0,0,0,0,0,0,0.0399227,0,0.0249817,0.0507652,0,0,0.0166061,0,0,0.0353994,0.023211,0.0322476,0.0239088,0.0458707,0.0273943,0.0373978,0.0225896,0.0309504,0,0.014259,0.0458457,0.0490795,0.0395637,0.0367564,0.0158844,0.042507,0.00838504,0.0221902,0.0265409,0,0.0214333,0.0589494,0.014662,0,0,0.0121088,0,0,0.0339766,0.0576426,0.0527379,0.0337024,0.0424661,0.0302699,0.0191052,0.0523636,0.0313473,0.0689146,0.0585027,0.0546278,0.058238,0.064285,0.0528408,0.0339565,0.019127,0.0201481,0.041439,0.0179997,0,0,0,0,0,0,0,0,0,0
