Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x71,x72,x73,x74,x75
76,0.0334589,0.0487136,0,0,0,0,0,0,0.0542678,0,0.0251161,0.0553625,0,0,0.0138274,0,0,0.0341081,0.0346306,0.03644,0.0196188,0.0388626,0.0180488,0.0331286,0.0249395,0.02296,0.0272837,0.0255746,0.0468192,0.0495059,0.0408075,0.0387826,0.0168065,0.0456139,0.00760262,0.0190552,0.0624215,0,0.0147129,0.0668419,0.016356,0,0,0.0117725,0,0,0.0336919,0.049429,0.0427964,0.0425225,0,0.0326637,0.0187793,0.034372,0.0320563,0.0579955,0.0639493,0.0650081,0.0667855,0.0665645,0.0154799,0.0354099,0.0183592,0.0183879,0.04268,0.013089,0,0,0,0,0,0,0,0,0,0
77,0.0333942,0.0488487,0,0,0,0,0,0,0.053818,0,0.0248089,0.0552176,0,0,0.0136018,0,0,0.0338916,0.0348641,0.0368222,0.0199317,0.0390698,0.0178252,0.0332675,0.0244534,0.0232423,0.0272207,0.0248072,0.0467762,0.0493231,0.040471,0.0381078,0.0174189,0.0458322,0.00757357,0.0188475,0.0621455,0,0.0136826,0.0670444,0.0163214,0,0,0.0116501,0,0,0.0338234,0.0490575,0.0420978,0.0423608,0,0.0329698,0.0190156,0.0348818,0.0325887,0.058244,0.0640514,0.0651897,0.0664368,0.0664332,0.0158459,0.0355648,0.0183284,0.0183329,0.0426898,0.0131956,0,0,0,0,0,0,0,0,0,0
78,0.0338092,0.0485007,0,0,0,0,0,0,0.0595186,0,0.0270972,0.0542782,0,0,0.013306,0,0,0.0329444,0.0345362,0.0368304,0.0194234,0.0410418,0.0187733,0.0332224,0.0227401,0.0257155,0.0282148,0.0223591,0.0445534,0.0476911,0.0379648,0.0350497,0.0230768,0.0466511,0.00786717,0.0181897,0.0707365,0,0.0174697,0.0675088,0.0164114,0,0,0.0119078,0,0,0.0332353,0.0482524,0.039712,0.0420239,0,0.0341021,0.0188889,0.0343601,0.0355526,0.0582442,0.0631849,0.0644602,0.0640118,0.0649347,0.027017,0.0361664,0.0181919,0.0182084,0.0423397,0.0138706,0,0,0,0,0,0,0,0,0,0
79,0.0333862,0.0483595,0,0,0,0,0,0,0.0577865,0,0.0263441,0.0538647,0,0,0.0132713,0,0,0.0327945,0.034447,0.0374795,0.0198533,0.0411263,0.0191145,0.0331712,0.0223542,0.0263769,0.0281863,0.0213734,0.0440447,0.0473887,0.0373792,0.0342786,0.0229716,0.0467877,0.00783843,0.0179456,0.0699776,0,0.0175703,0.0673115,0.0164188,0,0,0.0121785,0,0,0.0332813,0.0488994,0.0411649,0.0411169,0,0.0346457,0.0190707,0.0346271,0.0351959,0.0582373,0.0630771,0.0648699,0.0626867,0.0636465,0.026452,0.0361627,0.0181999,0.018182,0.0419628,0.0141817,0,0,0,0,0,0,0,0,0,0
80,0.0328579,0.0482586,0,0,0,0,0,0,0.0550986,0,0.0260317,0.053622,0,0,0.0134053,0,0,0.0328366,0.0340387,0.0384211,0.0200641,0.0407371,0.0193881,0.0329645,0.021565,0.0269572,0.0287886,0.020471,0.0435992,0.0471523,0.0369301,0.0335462,0.022731,0.0468728,0.00781033,0.0178058,0.0683447,0,0.0182085,0.0665073,0.0165001,0,0,0.0122753,0,0,0.0332209,0.050141,0.0430561,0.0397211,0,0.0344618,0.0193277,0.0345294,0.0352691,0.0578771,0.0624686,0.0646032,0.0614757,0.0622483,0.0250993,0.0360134,0.0182859,0.0183097,0.0416417,0.0145298,0,0,0,0,0,0,0,0,0,0
81,0.0324647,0.0482695,0,0,0,0,0,0,0.0518064,0,0.0257201,0.0535387,0,0,0.0136284,0,0,0.0330793,0.0333936,0.0397036,0.0201813,0.0410401,0.0193362,0.0326745,0.0204203,0.0272514,0.0293595,0.019594,0.0431673,0.0471124,0.0367127,0.0328588,0.0227295,0.0469196,0.00776945,0.0177922,0.0665578,0,0.0189428,0.0652982,0.0166072,0,0,0.012284,0,0,0.0332722,0.0508652,0.045224,0.0382833,0,0.0336752,0.0197155,0.0339649,0.0354735,0.0570049,0.0616818,0.0639163,0.0609996,0.0616517,0.0231259,0.0356671,0.0184556,0.0185223,0.0415203,0.0149383,0,0,0,0,0,0,0,0,0,0
82,0.0323868,0.0483741,0,0,0,0,0,0,0.0482628,0,0.0254494,0.0532548,0,0,0.0138077,0,0,0.0334483,0.032913,0.0407186,0.0203226,0.0421723,0.0190296,0.0323587,0.0191427,0.0270663,0.0303711,0.0189116,0.0430702,0.0471768,0.0367109,0.032243,0.0226504,0.046845,0.00778486,0.0178302,0.0653284,0,0.0193739,0.064227,0.0167704,0,0,0.0123693,0,0,0.0333813,0.0506318,0.0466899,0.0374078,0,0.0323928,0.0202226,0.0331728,0.0354971,0.0559111,0.0608443,0.0631011,0.0611267,0.061748,0.0218887,0.0353735,0.0186141,0.018765,0.0416501,0.0152426,0,0,0,0,0,0,0,0,0,0
83,0.032485,0.0483843,0,0,0,0,0,0,0.0446807,0,0.0249961,0.0526482,0,0,0.0137204,0,0,0.0336555,0.0329645,0.0413233,0.0205462,0.0435247,0.0187225,0.0318512,0.0180951,0.0269694,0.0312915,0.0185199,0.0430455,0.0472223,0.0365668,0.031585,0.022484,0.0467931,0.00778162,0.0179456,0.064973,0,0.0191944,0.0636336,0.0170034,0,0,0.0122926,0,0,0.0335663,0.049929,0.0475975,0.0373292,0,0.0313436,0.0206471,0.0324197,0.0352912,0.0550622,0.0602007,0.062495,0.0615156,0.0620741,0.0219584,0.0352185,0.0187898,0.0191128,0.0419634,0.0154522,0,0,0,0,0,0,0,0,0,0
84,0.0325263,0.0483509,0,0,0,0,0,0,0.0411464,0,0.0245493,0.051993,0,0,0.0136314,0,0,0.0335692,0.0334272,0.0413886,0.0209669,0.0446093,0.0185245,0.0314762,0.0172261,0.0267746,0.0322042,0.01841,0.0427916,0.0470312,0.0362357,0.0309407,0.0222401,0.0468367,0.00771607,0.0179639,0.0651862,0,0.0186024,0.063343,0.0173049,0,0,0.0121681,0,0,0.0337476,0.0494181,0.0480204,0.0377954,0,0.0309901,0.0211865,0.0318638,0.0347307,0.0543983,0.0600775,0.0622564,0.0618971,0.0623668,0.0228501,0.0351114,0.0190318,0.0195758,0.0424124,0.0155267,0,0,0,0,0,0,0,0,0,0
85,0.0325945,0.0482667,0,0,0,0,0,0,0.0375209,0,0.0242612,0.0514956,0,0,0.0135367,0,0,0.0332767,0.0340082,0.0413879,0.0215054,0.0455673,0.0184447,0.0312458,0.0164862,0.0265313,0.0331348,0.0186641,0.0425871,0.046815,0.0358787,0.0303355,0.022878,0.0468665,0.00761514,0.0179609,0.0659237,0,0.0178986,0.0630328,0.0176512,0,0,0.0120266,0,0,0.0339363,0.0493716,0.0481746,0.038373,0,0.0311805,0.0218557,0.0316563,0.0343052,0.0538977,0.0602726,0.0622804,0.0622218,0.0626073,0.0236768,0.0348436,0.0193016,0.0200348,0.0428838,0.0155783,0,0,0,0,0,0,0,0,0,0
86,0.0326768,0.0481791,0,0,0,0,0,0,0.0339241,0,0.0243031,0.0511575,0,0,0.013568,0,0,0.0332103,0.034542,0.0415711,0.0220963,0.0466959,0.0184998,0.0311649,0.0157882,0.0264438,0.0340431,0.0191891,0.0424335,0.0466782,0.0355149,0.0296354,0.0248095,0.0467983,0.00754105,0.0180515,0.0663314,0,0.0169636,0.0626273,0.0179833,0,0,0.0119332,0,0,0.0340749,0.0496566,0.047746,0.0389109,0,0.0317491,0.0226371,0.0319238,0.0341784,0.0538946,0.0606396,0.0625186,0.0625652,0.0629779,0.0242535,0.0344005,0.0196139,0.0205079,0.0432865,0.015661,0,0,0,0,0,0,0,0,0,0
87,0.0326985,0.0480901,0,0,0,0,0,0,0.0303184,0,0.0245758,0.0509109,0,0,0.0138094,0,0,0.0334442,0.034939,0.0415343,0.0226735,0.0481354,0.0187663,0.0312732,0.0151274,0.0263156,0.0350435,0.0200063,0.0423511,0.0465896,0.0350913,0.0289183,0.0277629,0.0465816,0.00752858,0.0181875,0.0664813,0,0.0159488,0.0621829,0.0182471,0,0,0.0120621,0,0,0.0342532,0.0498657,0.0470129,0.0394423,0,0.0324337,0.0234865,0.0323568,0.0339748,0.0543625,0.0610471,0.0628607,0.0628031,0.0632422,0.0247309,0.0338782,0.0199229,0.0210121,0.0435392,0.0158427,0,0,0,0,0,0,0,0,0,0
88,0.0326531,0.047972,0,0,0,0,0,0,0.027144,0,0.0249732,0.0506988,0,0,0.0141322,0,0,0.0335741,0.0351682,0.0408808,0.0232889,0.0497984,0.019277,0.0314442,0.014711,0.0258357,0.0362552,0.0209602,0.0423776,0.0464771,0.0347373,0.0283173,0.0311105,0.0462451,0.00752823,0.0182701,0.0665535,0,0.0153016,0.0617408,0.0184843,0,0,0.0123798,0,0,0.0343694,0.0497737,0.0465345,0.039859,0,0.0330119,0.0243765,0.0325274,0.0331727,0.0545079,0.0613865,0.0631157,0.0628743,0.0632279,0.0251186,0.0332444,0.0201254,0.0215767,0.0435688,0.0160405,0,0,0,0,0,0,0,0,0,0
89,0.0325274,0.0478381,0,0,0,0,0,0,0.0248818,0,0.025594,0.0505487,0,0,0.0144368,0,0,0.0335741,0.0351687,0.0397511,0.0236898,0.0513768,0.0197601,0.0315528,0.0147456,0.0250913,0.0375798,0.0219815,0.0424597,0.0465143,0.0346317,0.0279948,0.035192,0.0458905,0.00744578,0.0183843,0.0667054,0,0.0155405,0.0614156,0.0187012,0,0,0.0128465,0,0,0.0345022,0.0494772,0.0463934,0.0400266,0,0.0333532,0.0251135,0.0323699,0.0321869,0.0540285,0.061586,0.0632158,0.0627277,0.0630162,0.0252777,0.0326312,0.0203541,0.0219584,0.0433582,0.0162176,0,0,0,0,0,0,0,0,0,0
90,0.0321984,0.047852,0,0,0,0,0,0,0.0246023,0,0.0272626,0.0506998,0,0,0.0144374,0,0,0.0343337,0.0354515,0.0386278,0.0250573,0.0534025,0.0200337,0.0319155,0.0146937,0.0256259,0.0391197,0.0227027,0.0421713,0.0467275,0.0345406,0.0276053,0.0361241,0.0453292,0.00719605,0.018608,0.0586102,0,0.0137933,0.0611782,0.0181323,0,0,0.0140084,0,0,0.0345028,0.0495044,0.0489411,0.0387683,0,0.0324939,0.025574,0.0330921,0.0282481,0.0536132,0.0625682,0.0642571,0.0643408,0.0639256,0.0159087,0.032062,0.0205295,0.0223227,0.0430794,0.0165465,0,0,0,0,0,0,0,0,0,0
91,0.032027,0.0476607,0,0,0,0,0,0,0.0235084,0,0.027802,0.0504753,0,0,0.0146807,0,0,0.0343253,0.0354238,0.0382017,0.0253556,0.0545688,0.0202359,0.031934,0.0146359,0.0250273,0.0399678,0.0235457,0.0422056,0.0467988,0.0346609,0.0275349,0.0383154,0.0452059,0.00712502,0.0186102,0.0590081,0,0.0140658,0.0610712,0.0182223,0,0,0.014435,0,0,0.0346713,0.0492551,0.0488662,0.0384674,0,0.0323847,0.0259526,0.0327082,0.0283187,0.0534886,0.0622865,0.0640976,0.0642346,0.0637794,0.01574,0.0318105,0.0204717,0.0225006,0.0426714,0.0167643,0,0,0,0,0,0,0,0,0,0
92,0.0318854,0.0476035,0,0,0,0,0,0,0.0221953,0,0.0277101,0.0508764,0,0,0.0145528,0,0,0.0341827,0.0347684,0.0382001,0.02634,0.0565893,0.0205164,0.0317017,0.01395,0,0.0416155,0.0226075,0.0426757,0.0467498,0.0347652,0.0272573,0.039489,0.0454911,0.00702411,0.018233,0.0595038,0,0.0144801,0.0611428,0.0179007,0,0,0.0146418,0,0,0.0347351,0.0492096,0.0489022,0.0381273,0,0.0316685,0.025586,0.0323882,0.0289557,0.0537324,0.0618973,0.0638313,0.0642071,0.0636647,0.015665,0.0321783,0.0200186,0.0221216,0.042565,0.0164857,0,0,0,0,0,0,0,0,0,0
93,0.0317559,0.0475069,0,0,0,0,0,0,0.0215271,0,0.0278301,0.0508006,0,0,0.0144968,0,0,0.0341418,0.0349029,0.0388355,0.026595,0.0566941,0.020312,0.0313952,0.0137004,0,0.0420646,0.023239,0.0432856,0.0468882,0.0352888,0.0277734,0.0400632,0.0456413,0.00699249,0.0179846,0.060295,0,0.0146306,0.0613732,0.0178594,0,0,0.0145922,0,0,0.034626,0.0493091,0.0488615,0.0379536,0,0.0309463,0.0255708,0.0321809,0.029369,0.0540044,0.0619495,0.0639312,0.0645382,0.0638253,0.0159084,0.0323857,0.0198684,0.0219813,0.0422234,0.0165916,0,0,0,0,0,0,0,0,0,0
94,0.0316901,0.0473639,0,0,0,0,0,0,0.0215563,0,0.0279442,0.0500168,0,0,0.0145933,0,0,0.0341617,0.0360147,0.039395,0.0261598,0.0552601,0.0196238,0.0311037,0.0141893,0.0244931,0.0416442,0.025233,0.0438384,0.0471778,0.0362048,0.0289567,0.0402537,0.045586,0.00699874,0.0179932,0.0614013,0,0.0144216,0.0616092,0.0181914,0,0,0.0145715,0,0,0.0346983,0.0493437,0.0487861,0.0380101,0,0.0303207,0.026033,0.0322363,0.0292737,0.0542894,0.0623515,0.0643191,0.0650551,0.0642352,0.0165497,0.0322253,0.0200431,0.0222756,0.0416619,0.0171348,0,0,0,0,0,0,0,0,0,0
95,0.0316792,0.0473883,0,0,0,0,0,0,0.0214015,0,0.027514,0.0498674,0,0,0.0143894,0,0,0.0338761,0.0366449,0.0392488,0.0264501,0.0550908,0.0191622,0.030582,0.0144768,0.0245488,0.042252,0.0262217,0.0444635,0.0474545,0.0371318,0.0300942,0.0403466,0.0459155,0.00694484,0.0177475,0.0623074,0,0.014339,0.0620174,0.018202,0,0,0.0144995,0,0,0.0346268,0.0491198,0.0488372,0.0381645,0,0.0294125,0.0258211,0.0323451,0.029055,0.0545748,0.0626493,0.0645269,0.0653599,0.0645143,0.0171511,0.0324291,0.0199309,0.0222449,0.0415138,0.0170935,0,0,0,0,0,0,0,0,0,0
96,0.031704,0.0473617,0,0,0,0,0,0,0.0212087,0,0.0271228,0.0497333,0,0,0.0140966,0,0,0.0334672,0.037349,0.0390379,0.0265933,0.0549971,0.0188542,0.0300202,0.01479,0.0247227,0.0428986,0.0270946,0.0450919,0.0478767,0.0379867,0.0312034,0.0405527,0.0462092,0.00688144,0.0175221,0.0632401,0,0.01415,0.0623988,0.0182274,0,0,0.0143806,0,0,0.0345744,0.0487375,0.0487898,0.0384796,0,0.0285834,0.0256954,0.0324643,0.0286027,0.0546921,0.0629649,0.0647561,0.0655638,0.0647221,0.0178537,0.0325549,0.019947,0.0222861,0.0414499,0.0169842,0,0,0,0,0,0,0,0,0,0
97,0.0317582,0.0472751,0,0,0,0,0,0,0.0209919,0,0.0268945,0.0496465,0,0,0.0138247,0,0,0.0333,0.0381891,0.0389036,0.0266527,0.0549593,0.0187059,0.0295154,0.015018,0.0250878,0.0436559,0.0278258,0.0457784,0.0483142,0.0386264,0.0320472,0.0408941,0.0464945,0.00685132,0.0173572,0.0641409,0,0.0138951,0.0627329,0.018271,0,0,0.0141935,0,0,0.0345775,0.048237,0.0483564,0.0388655,0,0.0279628,0.0256416,0.0327539,0.0277655,0.0547592,0.0632413,0.0649577,0.0657273,0.0648506,0.0186544,0.0325433,0.0200751,0.0224168,0.0414831,0.0169241,0,0,0,0,0,0,0,0,0,0
98,0.0318446,0.0471848,0,0,0,0,0,0,0.0206366,0,0.026753,0.0495026,0,0,0.0136542,0,0,0.0333396,0.0389338,0.0386728,0.0265362,0.0550705,0.0186213,0.0291357,0.0151783,0.0249356,0.0446203,0.0284475,0.0461899,0.0486479,0.0389865,0.0325188,0.0412298,0.0467062,0.00685771,0.0172933,0.0649233,0,0.0135816,0.06314,0.0183792,0,0,0.014107,0,0,0.03475,0.0476938,0.0479333,0.0389257,0,0.027841,0.0256773,0.0331897,0.0267608,0.0547995,0.0635113,0.0651434,0.0659258,0.0649935,0.0195707,0.0324109,0.0202209,0.0226566,0.041552,0.0168212,0,0,0,0,0,0,0,0,0,0
99,0.0319333,0.0471118,0,0,0,0,0,0,0.0202985,0,0.0267581,0.0491565,0,0,0.0134905,0,0,0.0332854,0.0395546,0.0384028,0.0262628,0.0553624,0.0185165,0.0287976,0.0153347,0.0250084,0.0452186,0.0290003,0.0463032,0.0489428,0.0390551,0.0324944,0.0417475,0.0468848,0.00682981,0.0172854,0.0655194,0,0.013016,0.0638163,0.0185421,0,0,0.0141064,0,0,0.0348388,0.0471304,0.0474374,0.038476,0,0.0277333,0.0258616,0.033582,0.0257366,0.054924,0.0637863,0.0652581,0.0660698,0.0651563,0.0204732,0.032306,0.0203371,0.0229472,0.0415788,0.0166717,0,0,0,0,0,0,0,0,0,0
100,0.0320693,0.0474866,0,0,0,0,0,0,0.0200284,0,0.0279336,0.0495546,0,0,0.0126289,0,0,0.0329663,0.0395735,0.0397255,0.0273503,0.0591679,0.0194014,0.0283752,0.0155543,0,0,0.0300277,0.0448038,0.0472532,0.0371591,0.0302003,0.043129,0.0477904,0.00665627,0.0164478,0.0655825,0,0.0134004,0.0665657,0.0175948,0,0,0.0139044,0,0,0.0343858,0.0456147,0.0471879,0.0385454,0,0.0261859,0.0240209,0.0342623,0.0254809,0.0557133,0.0632206,0.0644323,0.0653456,0.064519,0.0204931,0.0334737,0.0193159,0.0215965,0.0424768,0.0152301,0,0,0,0,0,0,0,0,0,0
101,0.0319671,0.0469717,0,0,0,0,0,0,0.0192565,0,0.0276298,0.0483903,0,0,0.0132791,0,0,0.0333548,0.0401457,0.038837,0.0254973,0.0557432,0.0190027,0.0287142,0.0156018,0.0246434,0.0434903,0.0299248,0.0462593,0.0489721,0.0385328,0.0315397,0.0445693,0.0468326,0.00679767,0.0173176,0.0665444,0,0.0117924,0.0646226,0.0188101,0,0,0.0138884,0,0,0.0348863,0.0472292,0.0453182,0.0373548,0.0152135,0.0271198,0.0258894,0.0343999,0.0226509,0.0545807,0.0652428,0.0665563,0.0671149,0.0662637,0.021272,0.0321066,0.0206197,0.0232318,0.0413138,0.0167773,0,0,0,0,0,0,0,0,0,0
102,0.0319674,0.0469396,0,0,0,0,0,0,0.0187042,0,0.0279147,0.0481169,0,0,0.0131176,0,0,0.0331516,0.0402671,0.0391566,0.0253237,0.0558277,0.0192806,0.0284779,0.0159015,0.0244575,0.0438843,0.0301319,0.046202,0.0488631,0.0381802,0.0315405,0.0457355,0.0470139,0.00670727,0.0171986,0.0677191,0,0.0119014,0.0650277,0.0189303,0,0,0.0139861,0,0,0.0351511,0.0469548,0.0452576,0.0373016,0.0150838,0.0269686,0.0260746,0.0350585,0.0219624,0.0547927,0.0654633,0.066809,0.0673676,0.0662812,0.0223585,0.0319669,0.0205261,0.0235089,0.0411562,0.0168681,0,0,0,0,0,0,0,0,0,0
103,0.031969,0.0469182,0,0,0,0,0,0,0.0182399,0,0.0281374,0.0478268,0,0,0.0129982,0,0,0.0329472,0.0403097,0.039543,0.0252289,0.0558568,0.0196045,0.0282197,0.0162029,0.0244832,0.0443171,0.0301129,0.0460098,0.0487896,0.0382282,0.0316595,0.0466513,0.0471711,0.00663268,0.017025,0.0687607,0,0.0119622,0.0655668,0.0190474,0,0,0.013893,0,0,0.0353307,0.0466365,0.0452599,0.0371937,0.0147252,0.0266558,0.0262447,0.0355765,0.0214513,0.0550473,0.06565,0.0669801,0.0675316,0.0659284,0.0234968,0.0318963,0.0205437,0.0237974,0.0410351,0.0169706,0,0,0,0,0,0,0,0,0,0
104,0.0320026,0.0468718,0,0,0,0,0,0,0.0179944,0,0.0282589,0.0475587,0,0,0.0129147,0,0,0.0327157,0.040286,0.0400984,0.0251609,0.0558039,0.0199511,0.0279135,0.0163847,0.0248392,0.0447838,0.0298273,0.0460044,0.0489323,0.0386685,0.0318482,0.0472534,0.047319,0.006593,0.0167717,0.0696279,0,0.0119911,0.0661368,0.0192067,0,0,0.0139214,0,0,0.0352724,0.046327,0.0452428,0.0370073,0.0148391,0.026257,0.0264701,0.0360423,0.0209416,0.0552856,0.0656761,0.0671183,0.0676659,0.0655754,0.0244746,0.0318507,0.020569,0.0239163,0.0409534,0.0171062,0,0,0,0,0,0,0,0,0,0
105,0.0320613,0.0468945,0,0,0,0,0,0,0.0277538,0,0.0239118,0.0488556,0,0,0.0128473,0,0,0.0321631,0.0390672,0.0336477,0.0244964,0.0541112,0.0196792,0.0270379,0.0169974,0.0248611,0.044078,0.0299239,0.045565,0.0489695,0.0381333,0.0313748,0,0.0476963,0.00667441,0.0163185,0.0707388,0,0.0120509,0.0656516,0.0198599,0,0,0.0135455,0,0,0.0352254,0.0464573,0.0450367,0.036857,0.0152583,0.0263641,0.0271289,0.0367539,0.0203521,0.0555706,0.0656208,0.0673171,0.067867,0.0660531,0.0255509,0.0319084,0.0205951,0.0240044,0.0410252,0.0169839,0,0,0,0,0,0,0,0,0,0
106,0.0321413,0.0469057,0,0,0,0,0,0,0.017626,0,0.0283514,0.0471333,0,0,0.0126002,0,0,0.0323153,0.0404898,0.0418828,0.0250158,0.0550513,0.0207457,0.0270873,0.0167477,0.0259694,0.0443837,0.0298645,0.0465007,0.0494093,0.0391466,0.0328595,0.0486316,0.047851,0.00645678,0.0161357,0.070759,0,0.0121537,0.0674495,0.0195828,0,0,0.0140594,0,0,0.0349369,0.0455178,0.045365,0.0364404,0.0158951,0.0252056,0.0267891,0.036917,0.0201367,0.0559505,0.065492,0.0670769,0.0677373,0.0661408,0.0257985,0.0318138,0.0204409,0.0240292,0.0409491,0.0173189,0,0,0,0,0,0,0,0,0,0
107,0.0322543,0.0469512,0,0,0,0,0,0,0.0288336,0,0.0237353,0.0486144,0,0,0.0125787,0,0,0.0316985,0.0395583,0.0354372,0.0244004,0.0529019,0.0203947,0.0260702,0.0175513,0.0260173,0.0435903,0.0305868,0.0460075,0.0492499,0.0387406,0.0325235,0,0.0483162,0.00654458,0.0156057,0.0712913,0,0.01226,0.0670583,0.0202991,0,0,0.0136136,0,0,0.0350445,0.0456861,0.0451463,0.0362343,0.0162296,0.0251515,0.0273291,0.0375824,0.0197807,0.0562854,0.0656701,0.0670714,0.0677634,0.0662048,0.026419,0.0318654,0.02044,0.0241452,0.0410798,0.0172223,0,0,0,0,0,0,0,0,0,0
108,0.0325042,0.0470699,0,0,0,0,0,0,0.0181368,0,0.0301944,0.0472514,0,0,0.0120695,0,0,0.0317153,0.0411123,0.0452304,0.0253812,0.05662,0.0219838,0.0261027,0.0169616,0.0287985,0,0.029858,0.0456682,0.0480985,0.0387567,0.0333368,0.0527603,0.0488436,0.00645183,0.0151039,0.0706906,0,0.0129326,0.0703188,0.0193908,0,0,0.0139513,0,0,0.0344993,0.0444358,0.0455407,0.0357072,0.0174862,0.0230955,0.0257904,0.0379732,0.0201318,0.0570831,0.0649686,0.0662018,0.0670706,0.0654235,0.0259827,0.0324476,0.0197919,0.0234044,0.0413694,0.0169123,0,0,0,0,0,0,0,0,0,0
109,0.0325615,0.0470695,0,0,0,0,0,0,0.0182459,0,0.0307881,0.0470519,0,0,0.0119313,0,0,0.0315886,0.0416728,0.046633,0.0251915,0.0568961,0.022381,0.0257403,0.0168146,0.0290986,0,0.0283979,0.045958,0.0481585,0.039222,0.0343413,0.0553475,0.0491071,0.00659118,0.0147462,0.0706237,0,0.0132888,0.0711098,0.0196237,0,0,0.0139568,0,0,0.0344618,0.0444515,0.0454364,0.0351714,0.018274,0.0225412,0.0258862,0.038341,0.0198982,0.0576354,0.0648698,0.0660856,0.066943,0.065328,0.026168,0.0324458,0.0198784,0.0235007,0.0413256,0.0172019,0,0,0,0,0,0,0,0,0,0
110,0.0325828,0.0470422,0,0,0,0,0,0,0.0184168,0,0.0311925,0.04695,0,0,0.011857,0,0,0.031567,0.0421162,0.0478177,0.0250676,0.0565977,0.0228008,0.02542,0.0165258,0.0297862,0,0.0288341,0.04643,0.0484885,0.0398222,0.035479,0.0577585,0.0493372,0.00678365,0.0145288,0.0705877,0,0.0135552,0.0717157,0.0198051,0,0,0.0140491,0,0,0.034488,0.0445184,0.0456232,0.0346313,0.0190152,0.0220516,0.0259419,0.0386526,0.0197604,0.0581404,0.064709,0.0659319,0.0668442,0.0652419,0.0263826,0.0324411,0.0199138,0.0236424,0.0412464,0.0174538,0,0,0,0,0,0,0,0,0,0
111,0.0326264,0.0470061,0,0,0,0,0,0,0.0186718,0,0.0313046,0.0468423,0,0,0.011767,0,0,0.031515,0.0425773,0.0491136,0.0250999,0.0561573,0.0232591,0.0251031,0.0163319,0.0308373,0,0.0288108,0.0469188,0.0490883,0.0405573,0.0366327,0.0602792,0.0495303,0.00685769,0.014332,0.070344,0,0.0137483,0.0724256,0.0198888,0,0,0.0139658,0,0,0.0343557,0.0445153,0.0460901,0.0341452,0.0194932,0.0215168,0.0258849,0.0390507,0.0197497,0.0585249,0.0644924,0.0655747,0.0667464,0.0650179,0.0264189,0.0324758,0.0198755,0.0237071,0.0411746,0.0176509,0,0,0,0,0,0,0,0,0,0
112,0.032698,0.0470123,0,0,0,0,0,0,0.0189548,0,0.0310364,0.0467134,0,0,0.0115748,0,0,0.0314078,0.0430634,0.0508299,0.0251978,0.055967,0.0235829,0.024813,0.0162597,0.0320601,0,0.0282487,0.0475133,0.0497934,0.0413628,0.03774,0.0628632,0.0497704,0.00694971,0.0141233,0.0698522,0,0.0139087,0.0733667,0.0199311,0,0,0.0139038,0,0,0.0342165,0.0444565,0.0463276,0.0335561,0.0200553,0.0209043,0.0258575,0.0393396,0.0199237,0.0590679,0.0642958,0.0650162,0.0665357,0.0647517,0.0264271,0.0325272,0.019795,0.0236057,0.0410811,0.0178202,0,0,0,0,0,0,0,0,0,0
113,0.0325963,0.0469491,0,0,0,0,0,0,0.0198348,0,0.0304778,0.0454634,0,0,0.0115578,0,0,0.0315997,0.0438999,0.0514582,0.0240298,0.0539694,0.0236844,0.0246207,0.0159453,0.0308178,0.0407718,0.0276403,0.0491292,0.051427,0.0429009,0.0396542,0.0655978,0.0496462,0.00683981,0.0142321,0.0699899,0,0.0138638,0.0734976,0.0205431,0,0,0.0144353,0,0,0.0345011,0.0449576,0.0462138,0.0326279,0.0206231,0.0212314,0.0269458,0.03964,0.0196485,0.059387,0.0644371,0.0650658,0.0664894,0.0649194,0.0270251,0.0318379,0.0201299,0.0241772,0.0405853,0.0187253,0,0,0,0,0,0,0,0,0,0
114,0.0331368,0.0465936,0,0,0,0,0,0,0.0208714,0,0.0299013,0.0451113,0,0,0.0121968,0,0,0.0310112,0.0451764,0.0500278,0.0251698,0.0543462,0.0244956,0.0249227,0.0168361,0.0323243,0.0411216,0.0274034,0.0497985,0.0520278,0.0435037,0.040454,0.0669367,0.0494937,0.00759002,0.0149227,0.0673489,0,0.014639,0.0744396,0.0207901,0,0,0.0140502,0,0,0.0349285,0.0451522,0.0470217,0.0323579,0.0206567,0.0204585,0.0265812,0.0404972,0.0191397,0.0599459,0.0638568,0.0649587,0.0663221,0.0649849,0.0219729,0.0323024,0.0194669,0.023489,0.0402438,0.0189276,0,0,0,0,0,0,0,0,0,0
