Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RPSI,RSHO,RTHI,RTHIA,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x71,x72,x73,x74,x75,RTHIP,IMUL_R,RKNE,LTHII,IMUR_M
All Timesteps RMSE,0.0324048,0.0497575,0,0,0,0,0.0453521,0,0.0259341,0.0539382,0,0,0.0133854,0,0,0.0339125,0.0319281,0.0384931,0.0224164,0.0507235,0.0260251,0.0305978,0.0199989,0.0294833,0.0234941,0.0445685,0.0474167,0.0385438,0.0364293,0.0274102,0.0459407,0.00795546,0.0188216,0.0525457,0,0.0186837,0.062673,0.0185772,0,0,0.0117196,0,0,0.0337413,0.0490332,0.0493732,0.0334435,0.0324328,0.0231121,0.0428139,0.0317392,0.0614937,0.0594351,0.0611297,0.063804,0.0353492,0.0352966,0.0180577,0.0200728,0.0431182,0.0143337,0,0,0,0,0,0,0,0,0,0,0.0640533,0,0.0297739,0.0462914,0
0,0.0320089,0.0503344,0,0,0,0,0.0249256,0,0.0279701,0.0533577,0,0,0.0132137,0,0,0.0333943,0.0372114,0.0437328,0.0229791,0.0594772,0.0225656,0.029314,0.0150349,0.0263379,0.0324106,0.0441628,0.0433869,0.0356783,0.0282488,0.0329333,0.045656,0.0073077,0.0193495,0.0591333,0,0.0193984,0.0643321,0.0189144,0,0,0.0116746,0,0,0.0346543,0.041932,0.0472345,0.0425687,0.0361797,0.0274651,0.0400142,0.0365464,0.0573216,0.0560238,0.0578103,0.0582603,0.018721,0.0346408,0.0181203,0.0210126,0.0451922,0.0137993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0315521,0.0502104,0,0,0,0,0.0246369,0,0.0272441,0.0524104,0,0,0.0135527,0,0,0.0338214,0.0354241,0.0434621,0.0226091,0.0581701,0.0227316,0.0303179,0.0141354,0.0259335,0.0320295,0.0435388,0.0439446,0.0368672,0.0299666,0.0335876,0.0452518,0.00749588,0.0198926,0.0598909,0,0.0169548,0.0624036,0.0184333,0,0,0.0118001,0,0,0.0345133,0.0444332,0.0448068,0.0388604,0.034315,0.0266337,0.0364113,0.0353916,0.0598552,0.0589164,0.0602791,0.0606887,0.0193088,0.0347121,0.0183351,0.020742,0.0448416,0.0143108,0,0,0,0,0,0,0,0,0,0,0.0591427,0,0,0,0
2,0.031683,0.0504687,0,0,0,0,0.0244682,0,0.0269368,0.0538471,0,0,0.0130252,0,0,0.0328516,0.0368923,0.0431271,0.0236883,0.0586449,0.0215703,0.0289667,0.0152596,0.0264532,0.033643,0.0438181,0.0443739,0.0373121,0.0306811,0.0336751,0.0463795,0.0073785,0.0182403,0.0602586,0,0.0196291,0.0647114,0.0188792,0,0,0.011431,0,0,0.034364,0.0416585,0.0468756,0.0424584,0.0344027,0.0266012,0.0397917,0.0361852,0.0572605,0.0557875,0.0578254,0.0582461,0.0199589,0.0350496,0.0182831,0.0204917,0.0453311,0.0135161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.0313788,0.0503887,0,0,0,0,0.0225688,0,0.0233898,0.0519151,0,0,0.0133693,0,0,0.0333179,0.0357833,0.0368015,0.0223721,0.0555352,0.0218517,0.0297808,0.0144263,0.0253788,0.0309169,0,0.0497579,0.0423745,0.0350662,0.034225,0.045761,0.00748776,0.0187945,0.0623963,0,0.0170151,0.0629618,0.0184417,0,0,0.0115911,0,0,0.0343162,0.0445644,0.0447797,0.0388287,0.0331703,0.0263116,0.0361277,0.0342533,0.0601231,0.0590074,0.0604679,0.0608663,0.0216708,0.0349106,0.0181477,0.0206248,0.0448837,0.0143351,0,0,0,0,0,0,0,0,0,0,0.0585394,0,0,0,0
4,0.031135,0.0507787,0,0,0,0,0.0243748,0,0.0270727,0.0522037,0,0,0.0129069,0,0,0.0339515,0.0359756,0.0424216,0.0240182,0.0588116,0.0216983,0.0296045,0.0143349,0.0269446,0.0334015,0.0440252,0.0447466,0.0379902,0.0315057,0.0337138,0.0457358,0.0074354,0.0184893,0.0556725,0,0.0144761,0.0629735,0.0175951,0,0,0.0121005,0,0,0.0339857,0.0458147,0.0472258,0.0374979,0.0317264,0.025698,0.0365076,0.0306773,0.0608647,0.0599977,0.062342,0.0619765,0.0145942,0.0352855,0.0181553,0.0203545,0.04516,0.0141164,0,0,0,0,0,0,0,0,0,0,0.0580516,0,0,0,0
5,0.0313725,0.0506913,0,0,0,0,0.0229034,0,0.0260793,0.051648,0,0,0.013191,0,0,0.0332343,0.0365871,0.0424203,0.022824,0.0581968,0.0216336,0.0291302,0.0150966,0.0263018,0.0337559,0.0429948,0.0452273,0.0381677,0.0316744,0.0367296,0.0462651,0.00771292,0.0181434,0.0651366,0,0.0172008,0.0634251,0.0183971,0,0,0.0114688,0,0,0.03451,0.0445927,0.0448142,0.0384084,0.0325409,0.0256869,0.0357309,0.0332589,0.0602655,0.059037,0.0606111,0.0608564,0.0243791,0.0353811,0.0183555,0.0203358,0.0451152,0.0140789,0,0,0,0,0,0,0,0,0,0,0.0582708,0,0,0,0
6,0.0309214,0.0510844,0,0,0,0,0,0,0.0252843,0.0520774,0,0,0.0125787,0,0,0.0347792,0.0373695,0.043446,0.0246906,0.059731,0.0216319,0.0290022,0.0154253,0.0272693,0.0342579,0.041705,0.0447056,0.0356056,0.0289697,0.034748,0.046004,0.00729046,0.0181108,0.0576097,0,0.0141935,0.0633193,0.0172482,0,0,0.0122031,0,0,0.0344687,0.0453628,0.0460674,0.0369283,0.0311358,0.0254163,0.0364187,0.0294364,0.061241,0.0602691,0.0626774,0.0621912,0.0154827,0.0350632,0.0186471,0.0206412,0.0452859,0.0139679,0,0,0,0,0,0,0,0,0,0,0.058219,0,0,0,0
7,0.0310638,0.0510191,0,0,0,0,0,0,0.0258343,0.0517794,0,0,0.0126586,0,0,0.0348354,0.0377339,0.0434484,0.0245818,0.0601463,0.0217954,0.0287701,0.0156093,0.0273209,0.0347825,0.0418246,0.0447314,0.0354375,0.0287686,0.035239,0.0458912,0.00730151,0.0182139,0.0581257,0,0.0140537,0.0635394,0.0174616,0,0,0.0120887,0,0,0.0343896,0.0452695,0.0450937,0.03696,0.0312596,0.0254917,0.0365915,0.0289127,0.0613312,0.0602601,0.0627805,0.0622599,0.0155944,0.0350086,0.0186113,0.0208338,0.0451653,0.013949,0,0,0,0,0,0,0,0,0,0,0.0589185,0,0,0,0
8,0.0312148,0.0510156,0,0,0,0,0.0230323,0,0.0287958,0.0506285,0,0,0.0125887,0,0,0.0347459,0.038844,0.0443372,0.0229439,0.0607167,0.0223775,0.0286434,0.0162921,0.027262,0,0.0413707,0.0434936,0.0361367,0.0299748,0.0364966,0.0458179,0.0073449,0.0183343,0.0584936,0,0.0144809,0.0660998,0.0174868,0,0,0.0118608,0,0,0.0344451,0.044782,0.0450242,0.0372713,0.0309072,0.0248853,0.0375541,0.0289032,0.0609838,0.0595546,0.062215,0.0617704,0.0163257,0.0351797,0.0182654,0.0206404,0.0451813,0.0137457,0,0,0,0,0,0,0,0,0,0,0.0596351,0,0,0,0
9,0.0316156,0.0509408,0,0,0,0,0.0219745,0,0.0298406,0.0518101,0,0,0.0124395,0,0,0.0343907,0.0399306,0.0443595,0.0236425,0.0588074,0.0229136,0.028374,0.0191157,0.0255273,0,0.04165,0.0444923,0.0371711,0.0307795,0.040664,0.0460601,0.00739561,0.0181622,0.0583356,0,0.0146078,0.066365,0.0175863,0,0,0.0117931,0,0,0.034111,0.0444139,0.0450329,0.0370635,0.0306246,0.0243892,0.0377262,0.0287231,0.060989,0.0594617,0.06223,0.061678,0.0165239,0.0357014,0.0180846,0.020378,0.0452376,0.0134202,0,0,0,0,0,0,0,0,0,0,0.0597394,0,0,0,0
10,0.0315697,0.050897,0,0,0,0,0.0238178,0,0.030787,0.0512788,0,0,0.0126185,0,0,0.0345679,0.0399013,0.0460176,0.0233602,0.0579464,0.023576,0.0287324,0.019681,0.0246619,0,0.0413127,0.0443563,0.0370324,0.0310227,0.0432599,0.0457158,0.00754481,0.0185877,0.0582191,0,0.0140752,0.0657532,0.0175295,0,0,0.0117786,0,0,0.034091,0.0453324,0.044795,0.0354588,0.0302426,0.0244852,0.0376048,0.0270563,0.0616659,0.0605255,0.0633063,0.0623921,0.0158945,0.0354419,0.0182491,0.0205297,0.044966,0.0136507,0,0,0,0,0,0,0,0,0,0,0.0591016,0,0.0207055,0,0
11,0.0321359,0.0509295,0,0,0,0,0.0224928,0,0.0260228,0.0521112,0,0,0.0122657,0,0,0.0343386,0.0369739,0.038237,0.0255923,0.059817,0.024669,0.0288957,0.015722,0.0302091,0,0.0463636,0.048419,0.0404191,0.0335148,0.0400564,0.0462211,0.00757349,0.0183393,0.0583934,0,0.0146838,0.0665873,0.0172609,0,0,0.0120988,0,0,0.0336798,0.044798,0.0449878,0.035004,0.0292612,0.0234079,0.0376048,0.0274495,0.0612119,0.0601422,0.0630834,0.0621311,0.0160524,0.0359303,0.0177393,0.0198902,0.0452651,0.0132626,0,0,0,0,0,0,0,0,0,0,0.0593571,0,0.0211225,0.0759912,0
12,0.0320731,0.0509544,0,0,0,0,0.0219312,0,0.0255596,0.0517581,0,0,0.012324,0,0,0.0342638,0.0364231,0.0385505,0.0244821,0.0607698,0.0249123,0.0287419,0.0145645,0.0316558,0,0.0461257,0.0481754,0.0399787,0.0331899,0.0387904,0.0460167,0.00741234,0.0185145,0.0587068,0,0.0145108,0.0673006,0.017647,0,0,0.0117669,0,0,0.0337166,0.0452183,0.0455156,0.0349941,0.0292796,0.0237198,0.0377631,0.0273952,0.061222,0.0601267,0.0629909,0.0619893,0.016728,0.0357351,0.0178592,0.0200162,0.045189,0.0132099,0,0,0,0,0,0,0,0,0,0,0.0595818,0,0.021245,0.0754294,0
13,0.0323311,0.0507589,0,0,0,0,0.0214711,0,0.0252583,0.0509008,0,0,0.0123047,0,0,0.0341957,0.0367987,0.0391707,0.0245932,0.0609891,0.0255055,0.0289325,0.0145632,0.0325983,0,0.0458025,0.0478935,0.0396683,0.0329938,0.0390816,0.0460769,0.00753977,0.0185015,0.0586057,0,0.0148033,0.0680213,0.0175108,0,0,0.0121079,0,0,0.0335605,0.0451121,0.0458789,0.0346256,0.028905,0.0236356,0.0379173,0.0273608,0.0610782,0.0599866,0.0628565,0.0618974,0.0172275,0.0354899,0.0180589,0.0202256,0.0450377,0.0134517,0,0,0,0,0,0,0,0,0,0,0.0596986,0,0.021287,0.0775633,0
14,0.032399,0.0508142,0,0,0,0,0.021112,0,0.025181,0.0511386,0,0,0.0123138,0,0,0.0340153,0.0367755,0.0395019,0.0249048,0.0606531,0.0257338,0.0287692,0.0148513,0.0333118,0,0.0457916,0.0480014,0.0397035,0.0332904,0.0391163,0.046044,0.00736066,0.0184003,0.0586629,0,0.0149364,0.0682499,0.0177467,0,0,0.0119797,0,0,0.0336095,0.0449831,0.0461801,0.0344832,0.0286817,0.0237881,0.037922,0.0272594,0.0610931,0.0599559,0.0627049,0.06187,0.0173548,0.0355375,0.0179767,0.0201788,0.0450518,0.0133356,0,0,0,0,0,0,0,0,0,0,0.0597794,0,0.0213932,0.0768548,0
15,0.0323844,0.0507432,0,0,0,0,0.0216098,0,0.0258383,0.0508613,0,0,0.0123451,0,0,0.0339146,0.0373773,0.0408647,0.0243185,0.0588744,0.0258248,0.0285993,0.0146408,0.0319181,0,0.0449777,0.0474869,0.0393418,0.0334735,0.0402235,0.0459815,0.00724957,0.0182461,0.0589034,0,0.0151549,0.0681004,0.0178878,0,0,0.0120929,0,0,0.0336148,0.0451002,0.0459544,0.0342699,0.0288379,0.0243071,0.0377697,0.0267612,0.0613149,0.0600866,0.062912,0.0619514,0.0176679,0.0351769,0.0183478,0.0206103,0.0447372,0.0136312,0,0,0,0,0,0,0,0,0,0,0.0596309,0,0.0212114,0.0580302,0
16,0.0316852,0.0506614,0,0,0,0,0.0224703,0,0.0274233,0.0508419,0,0,0.0128292,0,0,0.0343607,0.036598,0.0444695,0.0219439,0.0552848,0.0258909,0.0287532,0.0128276,0.0276041,0,0.0441615,0.0469318,0.0392744,0.0343471,0.0429691,0.0453471,0.00712587,0.0187466,0.0585387,0,0.0130881,0.0646873,0.0182476,0,0,0.0119508,0,0,0.0340291,0,0.0430672,0.0311205,0.0296015,0.0256504,0.0375369,0.0230115,0.0638926,0.0627001,0.0649694,0.0641657,0.0164043,0.0341398,0.0190575,0.0215931,0.0439564,0.0147818,0,0,0,0,0,0,0,0,0,0,0.0582025,0,0.0186121,0.0367109,0
17,0.0317126,0.0507674,0,0,0,0,0.0229485,0,0.0277926,0.0487301,0,0,0.0125344,0,0,0.0339595,0.0394039,0.0457164,0.021769,0.0539559,0.0253495,0.0280485,0.0145016,0.0259265,0,0.043843,0.0468429,0.0393578,0.0348078,0.0431872,0.0458422,0.00706347,0.0178001,0.0594163,0,0.0147631,0.0673436,0.0186879,0,0,0.0123513,0,0,0.0340391,0.0455116,0.0456221,0.0342858,0.0297994,0.0263256,0.0373881,0.0258855,0.06185,0.0605446,0.062998,0.0623502,0.0181907,0.0338317,0.0189156,0.0217352,0.043974,0.0145326,0,0,0,0,0,0,0,0,0,0,0.0596625,0,0.0208717,0.0461102,0
18,0.0320549,0.0506063,0,0,0,0,0.0227412,0,0.0277073,0.0484794,0,0,0.0125106,0,0,0.033641,0.0399926,0.045702,0.0222167,0.0538462,0.0256322,0.0280227,0.014702,0.0261993,0,0.0444573,0.0472884,0.0398438,0.0356549,0.044164,0.0460692,0.00736651,0.0175421,0.0588611,0,0.0150629,0.0677214,0.0185568,0,0,0.0125847,0,0,0.0337265,0.0453055,0.0453779,0.0339214,0.0294327,0.0260827,0.0373991,0.0255686,0.0617389,0.060434,0.0629407,0.0624163,0.0178483,0.0338947,0.0189158,0.0217788,0.0437153,0.0146962,0,0,0,0,0,0,0,0,0,0,0.0602002,0,0.020963,0.0455682,0
19,0.0321691,0.0507201,0,0,0,0,0.0230983,0,0.0272692,0.0489408,0,0,0.0124524,0,0,0.0334668,0.0401301,0.0455393,0.0225251,0.0543537,0.0256751,0.0277646,0.0146886,0.0270334,0,0.045225,0.0478539,0.0403863,0.036485,0.0446386,0.0462065,0.00742019,0.0173087,0.058485,0,0.0151481,0.0681689,0.0186216,0,0,0.0125086,0,0,0.0336497,0.0448584,0.0454847,0.0336462,0.029106,0.0256955,0.0373048,0.0256097,0.061763,0.0604026,0.0629278,0.0623057,0.0175452,0.0340813,0.0187156,0.0215157,0.0437304,0.0145345,0,0,0,0,0,0,0,0,0,0,0.0605314,0,0.021322,0.0432288,0
20,0.0323083,0.0507985,0,0,0,0,0.0231433,0,0.0268334,0.0492017,0,0,0.0124262,0,0,0.0333215,0.0403357,0.0451709,0.0229135,0.0542717,0.0258689,0.027581,0.0148878,0.0276723,0,0.0459599,0.0483633,0.0410371,0.0373105,0.0451896,0.046435,0.00746971,0.0171397,0.0581584,0,0.0154104,0.0688709,0.0186401,0,0,0.01254,0,0,0.0334772,0.0449341,0.0456805,0.0332099,0.0288237,0.0254096,0.0373509,0.0262015,0.0617172,0.06043,0.0629476,0.0622927,0.0174058,0.0342221,0.0185656,0.0212793,0.0436667,0.0144562,0,0,0,0,0,0,0,0,0,0,0.0607127,0,0.0215915,0.0418577,0
21,0.0329604,0.0507165,0,0,0,0,0.0257714,0,0.0264667,0.0495061,0,0,0.0127532,0,0,0.0323074,0.0397777,0.0481293,0.0219874,0,0.025588,0.026905,0.0127904,0.0358574,0,0.044591,0.0465369,0.0384889,0.0352622,0.0387806,0.0470661,0.00783672,0.0168476,0.0659634,0,0.0204721,0.0719703,0.0198762,0,0,0.0115801,0,0,0.0337146,0.0419841,0.0430681,0.0360227,0.0291782,0.0249179,0.0366533,0.0318149,0.0601467,0.057061,0.0586928,0.0593896,0.027721,0.0346789,0.018347,0.0204799,0.043825,0.0139017,0,0,0,0,0,0,0,0,0,0,0.0626222,0,0,0.0440197,0
22,0.0326389,0.0507841,0,0,0,0,0.0227243,0,0.0261157,0.049559,0,0,0.0122278,0,0,0.033246,0.0408041,0.0443762,0.0232805,0.0541465,0.0259897,0.0271473,0.0157433,0.0288783,0,0.0476205,0.0495976,0.0423805,0.0386295,0.0455185,0.046598,0.00760895,0.0170643,0.056837,0,0.0163331,0.0699358,0.018794,0,0,0.0124972,0,0,0.0332537,0.0448729,0.0454069,0.0331491,0.0281568,0.025034,0.0375023,0.0261957,0.0613686,0.0599548,0.0625987,0.0617768,0.0168386,0.0345054,0.0187019,0.0209264,0.043605,0.0142324,0,0,0,0,0,0,0,0,0,0,0.0608724,0,0.0222442,0.0410272,0
23,0.0330821,0.0508356,0,0,0,0,0.0236622,0,0.0260322,0.0516836,0,0,0.0119933,0,0,0.0329502,0.0389287,0.0439291,0.0249728,0,0.0261296,0.0268237,0.0162236,0.0360033,0.026167,0.0469797,0.0485975,0.0410861,0.0373414,0.040486,0.0471195,0.00774952,0.0165728,0.057699,0,0.0165927,0.0692784,0.018866,0,0,0.0125878,0,0,0.0330907,0.0449553,0.0454361,0.0327344,0.0277011,0.0243766,0.0374085,0.0258158,0.0612737,0.0599973,0.0625892,0.061769,0.0174564,0.0351616,0.0182486,0.0204032,0.0439366,0.0137612,0,0,0,0,0,0,0,0,0,0,0.0606423,0,0.021824,0.0422285,0
24,0.0332647,0.0506341,0,0,0,0,0.0282787,0,0.0250539,0.0503647,0,0,0.0125848,0,0,0.0323191,0.039373,0.0457791,0.0216122,0,0.0256959,0.0261776,0.0153525,0.0400422,0.0252134,0.04654,0.0484489,0.0395516,0.0363403,0.0332968,0.0474051,0.00807328,0.016598,0.0665772,0,0.0213466,0.0714315,0.0202515,0,0,0.0117407,0,0,0.0337659,0.0425588,0.0423835,0.0355368,0.0293278,0.0251754,0.036622,0.0302711,0.0601452,0.0571542,0.0585753,0.0592414,0.0282188,0.0346477,0.0183798,0.020729,0.0437794,0.0139754,0,0,0,0,0,0,0,0,0,0,0.0623522,0,0,0.0417685,0
25,0.0330852,0.0506778,0,0,0,0,0.0302318,0,0.025176,0.0505468,0,0,0.0122097,0,0,0.0332621,0.0389103,0.0451425,0.0225783,0,0.0262779,0.0266055,0.0165632,0.0416477,0.0249387,0.0466232,0.0487402,0.0394593,0.0363366,0.0306885,0.0467611,0.00788901,0.0170137,0.0580353,0,0.0171692,0.0699561,0.0193047,0,0,0.0124458,0,0,0.0332682,0.0454465,0.0451788,0.032746,0.0284488,0.0251284,0.0378156,0.0259237,0.0613867,0.0599814,0.0625266,0.0617874,0.017582,0.0344521,0.0184602,0.0211967,0.0436419,0.0142006,0,0,0,0,0,0,0,0,0,0,0.0612867,0,0.0223027,0.041753,0
26,0.0327926,0.0510165,0,0,0,0,0.0249209,0,0.0238136,0.0506142,0,0,0.0117014,0,0,0.0336883,0.0395104,0.0414901,0.0229878,0.053477,0.0265389,0.0263225,0.0186334,0.0324928,0.0273339,0.0486259,0.0507969,0.0423678,0.0384752,0.0401384,0.0467382,0.00726158,0.0166753,0.0592444,0,0.0171667,0.0694039,0.0190982,0,0,0.0126369,0,0,0.033454,0.0455616,0.0452989,0.0324446,0.0285707,0.0249678,0.0372525,0.0265165,0.0616638,0.0604024,0.0625485,0.0618981,0.0181163,0.0341821,0.0185192,0.0210934,0.0439739,0.0139793,0,0,0,0,0,0,0,0,0,0,0.0608301,0,0.0217892,0.0378071,0
27,0.0328014,0.0510321,0,0,0,0,0.0260089,0,0.0235894,0.0511109,0,0,0.0117744,0,0,0.0336741,0.0391808,0.0409044,0.0228604,0.0526542,0.0267236,0.0263614,0.0191409,0.0321534,0.0281587,0.0482598,0.0507271,0.0421617,0.0380932,0.0366663,0.0466237,0.00715403,0.0167914,0.059659,0,0.0174573,0.0691013,0.0191641,0,0,0.0126997,0,0,0.0335608,0.0458103,0.045382,0.0321293,0.0288211,0.0249904,0.0373505,0.0270689,0.0617347,0.0605107,0.0626264,0.0619948,0.0185745,0.0340055,0.018675,0.0211528,0.04397,0.0139317,0,0,0,0,0,0,0,0,0,0,0.0609945,0,0.0217107,0.0375671,0
28,0.0327377,0.0510558,0,0,0,0,0.0284713,0,0.0234289,0.051494,0,0,0.0118474,0,0,0.0336367,0.0386886,0.0402315,0.0224873,0.051496,0.026735,0.0263652,0.0190812,0.0315241,0.0291506,0.0477424,0.0506132,0.0420433,0.0377161,0.0326919,0.0465928,0.00705248,0.0168681,0.060226,0,0.0176313,0.0688052,0.0192652,0,0,0.0127302,0,0,0.0336761,0.0459772,0.0453806,0.0321121,0.0290835,0.0252945,0.0373927,0.0266874,0.061886,0.0606502,0.0628029,0.0621392,0.0190174,0.033787,0.0186628,0.0212479,0.0439713,0.0138315,0,0,0,0,0,0,0,0,0,0,0.0610457,0,0.0216725,0.0379204,0
29,0.0327731,0.0510287,0,0,0,0,0.0315917,0,0.023147,0.0518308,0,0,0.011921,0,0,0.0336016,0.0382648,0.0397521,0.0223618,0.0506072,0.02669,0.0264022,0.0189692,0.0306195,0.030393,0.0475265,0.0505894,0.0414622,0.0377062,0.0283957,0.0466513,0.00708877,0.0168611,0.060924,0,0.0177652,0.0684199,0.0192994,0,0,0.0127463,0,0,0.0337898,0.0462093,0.0452304,0.0321708,0.0293482,0.02555,0.0374121,0.026319,0.062156,0.0608778,0.0630691,0.0622921,0.0194016,0.0336525,0.0186577,0.0213511,0.0439073,0.0137565,0,0,0,0,0,0,0,0,0,0,0.060849,0,0.0215284,0.038216,0
30,0.0334594,0.0506712,0,0,0,0,0.0358627,0,0.0232524,0.0525162,0,0,0.0126569,0,0,0.0324567,0.0383961,0.0394877,0.0209261,0.0494774,0.0264832,0.0262065,0.01935,0.0282429,0.0320204,0.047595,0.050856,0.0407201,0.0383717,0.0231144,0.0471304,0.00774792,0.0166797,0.0679541,0,0.0235052,0.0696803,0.0204304,0,0,0.0122923,0,0,0.0339659,0.0445054,0.0418399,0.0343409,0.0306478,0.0257654,0.0369005,0.0302784,0.0609606,0.057646,0.0592021,0.0597649,0.0283786,0.0337884,0.0183899,0.0212203,0.0437187,0.0138185,0,0,0,0,0,0,0,0,0,0,0.0626609,0,0,0.0379654,0
31,0.0332008,0.0506699,0,0,0,0,0.0465495,0,0.0236521,0.0510419,0,0,0.0128482,0,0,0.0327835,0.0383264,0.0400559,0.0202223,0.0489683,0.0268594,0.0269325,0.0186939,0.0296861,0,0.0464491,0.0505761,0.0393896,0.0386116,0.0138751,0.0465256,0.0076825,0.0172536,0.0705369,0,0.0227719,0.0696744,0.0202013,0,0,0.0123355,0,0,0.0339634,0.0445981,0.0429535,0.0333896,0.0304544,0.0255016,0.0365831,0.0287787,0.0608729,0.0590332,0.0608317,0.0606668,0.0302434,0.0336752,0.0184571,0.0211816,0.0435089,0.0140144,0,0,0,0,0,0,0,0,0,0,0.061498,0,0.0250868,0.037799,0
32,0.0333183,0.0507962,0,0,0,0,0.0452879,0,0.023455,0.0519654,0,0,0.012701,0,0,0.0326327,0.0377556,0.0373664,0.0211819,0.0481226,0.0269877,0.0269989,0.0214614,0.0262335,0,0.0468589,0.0512583,0.0404183,0.0387928,0.013824,0.0467325,0.00764897,0.0170758,0.0720445,0,0.0230276,0.0695709,0.0201638,0,0,0.0122785,0,0,0.0338165,0.0444659,0.0432372,0.0333629,0.0303282,0.0249555,0.0363881,0.028779,0.0608565,0.059363,0.0610931,0.060803,0.0316432,0.0340702,0.0181716,0.0206421,0.0438177,0.0136728,0,0,0,0,0,0,0,0,0,0,0.0612113,0,0.0243892,0.0380088,0
33,0.0335738,0.0508609,0,0,0,0,0.048781,0,0.0233021,0.0527507,0,0,0.0128113,0,0,0.0326177,0.037107,0.0368389,0.0213006,0.0476378,0.0270028,0.0272054,0.0225968,0.0253502,0,0.0470327,0.0499595,0.0406477,0.0388312,0.0119089,0.0465911,0.00765951,0.0170984,0.0730936,0,0.0234041,0.0692228,0.0200889,0,0,0.012302,0,0,0.0337897,0.0447798,0.0431388,0.0330795,0.0304641,0.0247555,0.0365403,0.0286254,0.0611213,0.0594949,0.0611221,0.0608451,0.0326116,0.0340063,0.0182205,0.02054,0.0438812,0.013575,0,0,0,0,0,0,0,0,0,0,0.0612435,0,0.0242583,0.0380424,0
34,0.0337623,0.0509351,0,0,0,0,0.0521163,0,0.0233262,0.0533227,0,0,0.0129314,0,0,0.0326446,0.0365781,0.0361825,0.0212077,0.0472367,0.0270589,0.0273367,0.02353,0.0249419,0,0.0472799,0.04951,0.0407363,0.0388904,0.0116453,0.0465214,0.00772971,0.0171007,0.0736056,0,0.0237013,0.0690035,0.0200746,0,0,0.0123446,0,0,0.0336771,0.044939,0.043143,0.032805,0.0306725,0.0245941,0.0367829,0.0286175,0.0612775,0.0595577,0.0610753,0.0608896,0.0330227,0.0339094,0.0182169,0.0204576,0.0439777,0.0134936,0,0,0,0,0,0,0,0,0,0,0.0611403,0,0.0241532,0.0380551,0
35,0.0337188,0.0509706,0,0,0,0,0.0550802,0,0.023874,0.0536095,0,0,0.0130134,0,0,0.0327187,0.0361525,0.0364134,0.0212663,0.0469274,0.027169,0.0275261,0.0243462,0.0247839,0,0.0475499,0.0500151,0.0408898,0.0390869,0.0126303,0.0464508,0.00769393,0.017178,0.0740142,0,0.0238732,0.0688881,0.0200092,0,0,0.0123652,0,0,0.0336147,0.0450957,0.0432809,0.0326471,0.0308852,0.0246576,0.0369905,0.0280823,0.0613046,0.0595449,0.0609219,0.0608896,0.0334939,0.0338939,0.0180825,0.0203772,0.0440669,0.0134457,0,0,0,0,0,0,0,0,0,0,0.0611393,0,0.0240388,0.0379387,0
36,0.0331289,0.051115,0,0,0,0,0.0519523,0,0.021952,0.0541638,0,0,0.012918,0,0,0.0333483,0.0359245,0.0386549,0.0214802,0.0458717,0.0268215,0.0279335,0.0255982,0.0232665,0,0.0490401,0.0514742,0.0426215,0.0411138,0.0109378,0.0459251,0.00745547,0.0175972,0.0632819,0,0.0191418,0.0683049,0.0195834,0,0,0.0123885,0,0,0.0337165,0.0471423,0.0452682,0.0319383,0.0305004,0.0249785,0.0386675,0.0241217,0.0629464,0.0616192,0.0640362,0.0629932,0.021167,0.0335962,0.0184229,0.0207081,0.0440783,0.0132715,0,0,0,0,0,0,0,0,0,0,0.0612521,0,0.0218865,0.0376571,0
37,0.033017,0.0511463,0,0,0,0,0.0526657,0,0.0220446,0.0543502,0,0,0.0129104,0,0,0.0334009,0.035817,0.0392658,0.0215081,0.0455019,0.02693,0.0281352,0.0259139,0.0232307,0,0.0493003,0.0517158,0.042961,0.0412944,0.0111583,0.0458041,0.00749447,0.0177394,0.0630527,0,0.0192102,0.0681874,0.019585,0,0,0.0121927,0,0,0.0338291,0.0472294,0.0455263,0.0318071,0.0306996,0.0249596,0.038884,0.0239597,0.0627794,0.0615366,0.0639993,0.0628909,0.0210365,0.0337674,0.0183879,0.0206408,0.0441513,0.0132491,0,0,0,0,0,0,0,0,0,0,0.0613975,0,0.0220023,0.0375156,0
