Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RPSI,RSHO,RTHI,RTHIA,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x71,x72,x73,x74,x75,RTHIP,IMUL_R,RKNE,LTHII,IMUR_M
38,0.0334115,0.0510822,0,0,0,0,0.0586824,0,0.024843,0.0546298,0,0,0.0129815,0,0,0.0328045,0.0368265,0.0379805,0.0214627,0.0458369,0.0272489,0.0281561,0.0261477,0.024321,0,0.0481817,0.0507178,0.0416242,0.0396299,0.0150576,0.0462422,0.00765168,0.0172974,0.0687268,0,0.0253296,0.0699108,0.0198788,0,0,0.0120671,0,0,0.0338774,0.045022,0.0428999,0.0329527,0.0312608,0.0245991,0.0383284,0.0288783,0.0607826,0.0571969,0.0588694,0.0594048,0.0289978,0.0343095,0.0179219,0.020131,0.044402,0.0132776,0,0,0,0,0,0,0,0,0,0,0.0635882,0,0,0.0375567,0
39,0.0333534,0.0511665,0,0,0,0,0.0573935,0,0.0254232,0.0548389,0,0,0.0129319,0,0,0.032863,0.0369444,0.0376599,0.021476,0.0455161,0.0273254,0.0283325,0.0258705,0.0246161,0,0.0482535,0.0508685,0.041707,0.0396572,0.014157,0.0462626,0.00772588,0.0173592,0.0685426,0,0.0250775,0.0696884,0.0197812,0,0,0.0119732,0,0,0.0339098,0.0448884,0.0431697,0.0326641,0.0313265,0.0243579,0.0384864,0.0295022,0.060615,0.0571419,0.0588429,0.0592537,0.0289659,0.0344534,0.0178825,0.0199615,0.0444938,0.0134,0,0,0,0,0,0,0,0,0,0,0.0637518,0,0,0.0372575,0
40,0.0334589,0.0512149,0,0,0,0,0.0552513,0,0,0.0554303,0,0,0.012869,0,0,0.0329579,0.0366516,0.0385334,0.0223911,0.0461384,0.0274481,0.0286025,0.0246886,0.0249781,0,0.047261,0.0500631,0.0413782,0.0390479,0.0141619,0.0463592,0.0079264,0.0173864,0.0683445,0,0.0247237,0.0698545,0.0195518,0,0,0.0119129,0,0,0.0337751,0.0445352,0.0437488,0.032385,0.0308771,0.0236917,0.0385504,0.0304325,0.0603194,0.0570459,0.0587936,0.059105,0.0289137,0.0347407,0.0175463,0.0195259,0.0446492,0.0134112,0,0,0,0,0,0,0,0,0,0,0.0638098,0,0,0.0380435,0
41,0.0330942,0.0511629,0,0,0,0,0.0516394,0,0.0252335,0.0546746,0,0,0.0130817,0,0,0.0332375,0.0359697,0.0375164,0.021268,0.0451135,0.0275287,0.0290912,0.0252401,0.0255391,0,0.0481947,0.0510925,0.0417191,0.0394754,0.0117426,0.0459193,0.00793039,0.0178027,0.0707037,0,0.0230911,0.0683209,0.0192662,0,0,0.0118721,0,0,0.0337897,0.0449439,0.0450842,0.0311752,0.0310369,0.0239792,0.0382568,0.0288399,0.0603162,0.0586906,0.0603647,0.0600475,0.0309231,0.0343794,0.017805,0.0197091,0.0443107,0.0138169,0,0,0,0,0,0,0,0,0,0,0.062149,0,0.0249503,0.0374369,0
42,0.0330611,0.0512822,0,0,0,0,0.0502333,0,0.0251705,0.0553741,0,0,0.0130282,0,0,0.033048,0.0358935,0.0365961,0.0213762,0.0451152,0.0273947,0.0291464,0.0246133,0.0258253,0,0.0474867,0.0504966,0.0409417,0.0389553,0.0115556,0.0460688,0.0078791,0.0175726,0.0695678,0,0.0236357,0.0691386,0.0192125,0,0,0.011704,0,0,0.0336548,0.0440784,0.0450857,0.0315803,0.0309609,0.0240023,0.0386377,0.030294,0.0598222,0.0571719,0.0583751,0.0587266,0.0313953,0.0346265,0.0176888,0.0194194,0.0444213,0.0136552,0,0,0,0,0,0,0,0,0,0,0.0636081,0,0,0.0350619,0
43,0.0330589,0.0513747,0,0,0,0,0.0484067,0,0.0260017,0.0557148,0,0,0.0129603,0,0,0.0332044,0.0346972,0.036109,0.0231481,0.0466345,0.0276619,0.0298098,0.0237599,0.0280226,0,0.0456487,0.0487614,0.0394128,0.0376751,0.0118785,0.0460171,0.00797678,0.017771,0.0688123,0,0.0224617,0.0687263,0.0188676,0,0,0.0117398,0,0,0.0335627,0.0443096,0.046722,0.0306103,0.0299416,0.0233083,0.038166,0.029264,0.0597074,0.0582231,0.059434,0.0593974,0.0306222,0.0352297,0.0174045,0.0188114,0.0445847,0.013484,0,0,0,0,0,0,0,0,0,0,0.0621056,0,0.0245273,0,0
44,0.032795,0.0514918,0,0,0,0,0.0480724,0,0.0257487,0.0556375,0,0,0.0129081,0,0,0.033336,0.033948,0.0363766,0.0228998,0.0466833,0.0276446,0.0301439,0.0228966,0.0288918,0,0.0451518,0.0484747,0.0391198,0.0375445,0.0121103,0.0459619,0.00809927,0.0178299,0.068369,0,0.0220234,0.0683375,0.0187096,0,0,0.0115932,0,0,0.0337096,0.044243,0.0474892,0.0301979,0.0300065,0.0232532,0.0380703,0.029365,0.0595142,0.0581782,0.0592696,0.0590829,0.0308487,0.0354246,0.017487,0.0186357,0.044571,0.0135655,0,0,0,0,0,0,0,0,0,0,0.0618244,0,0.0241696,0,0
45,0.0323708,0.0515738,0,0,0,0,0.0531586,0,0.029276,0.0572738,0,0,0.0129105,0,0,0.033413,0.0296692,0.0441988,0.0216767,0.0495915,0.0276451,0.0301945,0.0147026,0.030792,0,0.0443747,0.0475195,0.0382311,0.0399135,0.0128615,0.0458634,0.00822185,0.0178077,0.0697885,0,0.0219188,0.0665229,0.0187791,0,0,0.0114406,0,0,0.0338513,0.0464448,0.0479528,0.0291679,0.0312729,0.0240457,0.0392652,0.028473,0.0592724,0.058001,0.0587185,0.0590121,0.0326597,0.0349981,0.0178995,0.0189731,0.0443911,0.0138435,0,0,0,0,0,0,0,0,0,0,0.062279,0,0.0238435,0.0987294,0
46,0.0322729,0.0517143,0,0,0,0,0.0528249,0,0.0277821,0.0576172,0,0,0.0127827,0,0,0.0334824,0.0288611,0.0431154,0.0220197,0.0504926,0.0277673,0.0306612,0.0140564,0.0324419,0,0.0436902,0.0464418,0.0382186,0.0403403,0.0124521,0.0458261,0.0082035,0.0178956,0.0689649,0,0.0215636,0.0663394,0.01859,0,0,0.0114661,0,0,0.0338395,0.046541,0.0487845,0.0291091,0.0313007,0.0239951,0.0392753,0.0284498,0.0590721,0.0577837,0.0585955,0.0595798,0.0316018,0.0351429,0.0177535,0.0188323,0.0445428,0.0138411,0,0,0,0,0,0,0,0,0,0,0.0621166,0,0.0242244,0.104912,0
47,0.0322352,0.0518445,0,0,0,0,0.0514485,0,0.0259725,0.0580677,0,0,0.0126968,0,0,0.0335859,0.0284051,0.0403412,0.0223286,0.0511067,0.028069,0.0312621,0.0143238,0.0334335,0,0.043049,0.0454914,0.0380611,0.0401216,0.0119746,0.0458306,0.00819316,0.0180266,0.0673333,0,0.0211634,0.0658831,0.0183025,0,0,0.0114298,0,0,0.0338151,0.0464082,0.0495234,0.0292027,0.0312999,0.023914,0.039331,0.0285166,0.0589152,0.0575966,0.0586824,0.0597908,0.0297252,0.0353657,0.0175398,0.0186779,0.0446797,0.0139151,0,0,0,0,0,0,0,0,0,0,0.0619278,0,0.0247783,0.101714,0
48,0.0321367,0.0519289,0,0,0,0,0.0503322,0,0.0254335,0.0584324,0,0,0.0126835,0,0,0.0337113,0.0274058,0.0390789,0.0224529,0.0520018,0.0285597,0.0319189,0.0144306,0.0339725,0,0.0427815,0.0454271,0.0373987,0.0392528,0.0120809,0.0457582,0.00820875,0.0181655,0.0648329,0,0.0207404,0.0650699,0.0179028,0,0,0.0113815,0,0,0.033798,0.0462068,0.0503219,0.0293759,0.0314926,0.0238516,0.0394399,0.0286875,0.0587744,0.0574302,0.0591848,0.0598299,0.0273765,0.0355658,0.0173577,0.018461,0.0446472,0.014071,0,0,0,0,0,0,0,0,0,0,0.0619472,0,0.0255096,0.0983652,0
49,0.0318979,0.0519552,0,0,0,0,0.0492899,0,0.026654,0.058555,0,0,0.0127869,0,0,0.033833,0.0261023,0.0391718,0.0224639,0.0528032,0.0290842,0.032569,0.0141483,0.0339551,0,0.0426702,0.0458755,0.036308,0.0379968,0.0125519,0.0455964,0.00824205,0.0183005,0.0608664,0,0.0204692,0.0641423,0.0174837,0,0,0.0113184,0,0,0.0337948,0.0462489,0.0512734,0.0294328,0.0320049,0.0236647,0.039538,0.0288415,0.0586912,0.0573364,0.0595068,0.0597857,0.0249066,0.0358375,0.017216,0.0181726,0.0445373,0.0141896,0,0,0,0,0,0,0,0,0,0,0.0620809,0,0.026313,0.0957331,0
50,0.0316092,0.051923,0,0,0,0,0.0478087,0,0.0288097,0.0583989,0,0,0.0129693,0,0,0.0339697,0.0252815,0.0408115,0.0220919,0.0528432,0.0291918,0.0331873,0.0139238,0.0336959,0,0.0423974,0.046381,0.0349575,0.0365956,0.0137305,0.045439,0.00828908,0.0184722,0.0563119,0,0.0204715,0.0633085,0.0171887,0,0,0.0113295,0,0,0.0338716,0.0465459,0.0522793,0.0293431,0.0326598,0.0233965,0.0397854,0.0288732,0.0585235,0.0571247,0.0596583,0.059607,0.0229409,0.0360801,0.0171484,0.0179307,0.0445379,0.0142925,0,0,0,0,0,0,0,0,0,0,0.0624421,0,0.0270912,0.0933609,0
51,0.0314783,0.0519067,0,0,0,0,0.0458587,0,0.0299119,0.0580828,0,0,0.0132122,0,0,0.0340482,0.0252062,0.0430777,0.0217968,0.0521369,0.0290251,0.0337726,0.0137423,0.0330775,0,0.0417368,0.0464434,0.0336377,0.03544,0.0148306,0.0453428,0.00828209,0.0185176,0.0520504,0,0.0206453,0.0624935,0.0170342,0,0,0.011103,0,0,0.033995,0.0471478,0.0532687,0.0290987,0.0332455,0.0229426,0.0401761,0.0287182,0.0581756,0.0567255,0.0596572,0.0596774,0.0222186,0.0363328,0.0171621,0.0178129,0.0447118,0.0144727,0,0,0,0,0,0,0,0,0,0,0.0627941,0,0.0275067,0.0913274,0
52,0.0315248,0.0519033,0,0,0,0,0.0446901,0,0.0307965,0.0576886,0,0,0.0133845,0,0,0.0341429,0.0257602,0.0434999,0.0216814,0.0514698,0.0288913,0.0342884,0.0134649,0.0320449,0,0.0406635,0.045715,0.0325696,0.0349653,0.0156502,0.0452132,0.00833222,0.018625,0.0480404,0,0.020878,0.0615676,0.0169522,0,0,0.010875,0,0,0.0340299,0.0479917,0.0541533,0.0287685,0.0336072,0.0225499,0.0408223,0.0285574,0.0576821,0.0562139,0.0595026,0.0599292,0.0230205,0.0365692,0.0171815,0.0177417,0.0448604,0.014694,0,0,0,0,0,0,0,0,0,0,0.0630984,0,0.0275291,0.0900141,0
53,0.0315958,0.0518684,0,0,0,0,0.0447401,0,0.0313717,0.057075,0,0,0.013532,0,0,0.0342808,0.0266722,0.0441239,0.0215367,0.0513108,0.0289986,0.0347802,0.0129079,0.0306278,0,0.0397843,0.0448187,0.0322782,0.0351298,0.0167115,0.0450335,0.00837413,0.0188913,0.044178,0,0.0210309,0.0606136,0.0168798,0,0,0.0107217,0,0,0.0340431,0.0491044,0.0546087,0.0285724,0.0338753,0.0224006,0.041533,0.0281732,0.0572718,0.0557261,0.0592146,0.0601303,0.0249273,0.0366816,0.0173064,0.0177161,0.0449318,0.0148983,0,0,0,0,0,0,0,0,0,0,0.063404,0,0.0276074,0.0899969,0
54,0.0315937,0.051843,0,0,0,0,0.044891,0,0.0314952,0.0562155,0,0,0.0137526,0,0,0.0343901,0.0274467,0.0451236,0.0212746,0.0519383,0.0292968,0.0352534,0.0128499,0.0294942,0,0.0395022,0.0442508,0.0324528,0.0353616,0.0167588,0.0447811,0.00838673,0.0192009,0.0404973,0,0.0210326,0.0597895,0.0167818,0,0,0.0105938,0,0,0.0340939,0.0504932,0.0549441,0.0286855,0.0341,0.0224812,0.0423008,0.0275697,0.0571823,0.0553104,0.0586743,0.0602454,0.027934,0.036617,0.0173755,0.0177801,0.0449499,0.0150977,0,0,0,0,0,0,0,0,0,0,0.0637765,0,0.0280464,0.0910902,0
55,0.0315655,0.0518369,0,0,0,0,0.0452657,0,0.0306906,0.0557642,0,0,0.0139644,0,0,0.0343741,0.027961,0.04443,0.0212708,0.0532819,0.0294524,0.0355414,0.0135501,0.0305491,0.023824,0.0394994,0.0439587,0.0322638,0.0347448,0.0156665,0.044519,0.00837058,0.0194402,0.037387,0,0.0208293,0.0580236,0.0167994,0,0,0.0105376,0,0,0.0341649,0.0522924,0.0552964,0.0290506,0.0343705,0.0228024,0.042908,0.0269119,0.0573525,0.05511,0.0579476,0.0603013,0.0313449,0.0364327,0.0175069,0.018023,0.0450449,0.015267,0,0,0,0,0,0,0,0,0,0,0.0639646,0,0.0287438,0.0935661,0
56,0.0315762,0.0518363,0,0,0,0,0.0451159,0,0.0298314,0.0538858,0,0,0.0144328,0,0,0.0346109,0.0276397,0.045295,0.0205361,0.053749,0.0298705,0.0362367,0.0135757,0.0292959,0,0.0399149,0.0433615,0.0324006,0.0358584,0.0157335,0.0440423,0.00846158,0.0199227,0.0344594,0,0.020446,0.0586501,0.0167498,0,0,0.0106009,0,0,0.0342303,0.0533886,0.0553839,0.0296269,0.0345001,0.0229654,0.0446406,0.0271716,0.0574881,0.0547956,0.0571832,0.0601188,0.0353594,0.0362199,0.017737,0.018201,0.0451282,0.0155844,0,0,0,0,0,0,0,0,0,0,0.0652713,0,0.0298894,0.0943567,0
57,0.0315804,0.0517859,0,0,0,0,0.045419,0,0.0292816,0.0527929,0,0,0.0149389,0,0,0.0348689,0.0270815,0.0452412,0.0204118,0.0536703,0.0304296,0.0370396,0.0138248,0.029372,0,0.0402146,0.0429747,0.0324425,0.0363456,0.0155403,0.0434978,0.00855811,0.0203137,0.0316888,0,0.0200273,0.0585045,0.0167366,0,0,0.0105854,0,0,0.0340766,0.0544256,0.055354,0.0300845,0.0347227,0.0231794,0.0463748,0.0277963,0.0575845,0.0546985,0.0566348,0.0601926,0.0389,0.0359222,0.0177391,0.0184689,0.04517,0.0158842,0,0,0,0,0,0,0,0,0,0,0.0665224,0,0.0312737,0.0964739,0
58,0.0315894,0.0517169,0,0,0,0,0.0459619,0,0.0293062,0.0519963,0,0,0.015514,0,0,0.0352929,0.0258758,0.045321,0.0207193,0.0528453,0.0311247,0.0378589,0.0141207,0.0301323,0,0.0404649,0.0429631,0.0329351,0.0366507,0.0153097,0.0429313,0.00870111,0.0208645,0.0294136,0,0.0197575,0.0584485,0.0166739,0,0,0.0106039,0,0,0.0342334,0.055125,0.0550574,0.0303404,0.0349122,0.0233332,0.048258,0.0288432,0.0578946,0.0548032,0.0562571,0.0606589,0.0423571,0.0357262,0.0179438,0.0186737,0.0452059,0.0161531,0,0,0,0,0,0,0,0,0,0,0.0681037,0,0.0330042,0.0972728,0
59,0.0316114,0.0517364,0,0,0,0,0.041878,0,0.0243439,0.0499353,0,0,0.0163827,0,0,0.0356309,0.0279944,0.0369455,0.0209351,0.048075,0.03168,0.0392228,0.0210682,0.0306458,0,0.0428418,0.0458396,0.0359296,0.0357538,0.015462,0.0422755,0.00880247,0.0212104,0.02769,0,0.0198017,0.0595835,0.0163015,0,0,0.0107708,0,0,0.0343517,0.0538484,0.0545258,0.030043,0.0341671,0.0229027,0.0492862,0.0299174,0.0580818,0.0547748,0.0562653,0.0610771,0.0478111,0.0358497,0.0179963,0.0184887,0.0454016,0.0164078,0,0,0,0,0,0,0,0,0,0,0.06911,0,0.0346542,0,0
60,0.0316345,0.0516722,0,0,0,0,0.0420865,0,0.0246473,0.0496647,0,0,0.0167952,0,0,0.0358785,0.0266787,0.0364403,0.0215474,0.0465912,0.0323118,0.0398364,0.020874,0.0314966,0,0.043217,0.0463457,0.0364878,0.0359358,0.0156169,0.0419819,0.00887965,0.0214527,0.0274083,0,0.019909,0.0594931,0.0161989,0,0,0.0108328,0,0,0.0343163,0.0540929,0.0530034,0.0299739,0.0341104,0.0228473,0.0507303,0.0311209,0.0584565,0.0547766,0.0564335,0.0613429,0.0520745,0.0356981,0.0180852,0.0187181,0.0454311,0.0166759,0,0,0,0,0,0,0,0,0,0,0.0703698,0,0.0363287,0,0
61,0.0316038,0.0516556,0,0,0,0,0.0421213,0,0.0249677,0.049422,0,0,0.0169076,0,0,0.0359233,0.0259564,0.036392,0.0218594,0.0456499,0.0326969,0.0400799,0.0210694,0.0320095,0,0.0435952,0.0466336,0.0365321,0.0359642,0.015754,0.0418236,0.0088666,0.0214138,0.0278237,0,0.0201727,0.0595242,0.0161671,0,0,0.0109272,0,0,0.0342753,0.0543988,0.0513647,0.0300069,0.0339887,0.022844,0.0517249,0.0318943,0.0588554,0.0547933,0.0569615,0.0620458,0.0567155,0.0356439,0.0180706,0.0187449,0.0453673,0.0168872,0,0,0,0,0,0,0,0,0,0,0.0711461,0,0.0377039,0,0
62,0.0315487,0.0516224,0,0,0,0,0.0420481,0,0.0252105,0.049262,0,0,0.0169242,0,0,0.0357495,0.0260651,0.0364919,0.0217574,0.0456722,0.0326963,0.0400017,0.0217336,0.0319698,0,0.0436872,0.0466643,0.0365364,0.0360215,0.0155993,0.0418816,0.00877936,0.0211291,0.0284346,0,0.0202108,0.0596014,0.0162153,0,0,0.010987,0,0,0.0342083,0.0547308,0.0505917,0.0301001,0.0338106,0.0228819,0.0525324,0.0322163,0.0595401,0.0549875,0.0574868,0.0629432,0.0596279,0.0355807,0.0180171,0.018715,0.0451642,0.0170281,0,0,0,0,0,0,0,0,0,0,0.0716894,0,0.0387006,0,0
63,0.0315043,0.0515741,0,0,0,0,0.0417526,0,0.0254215,0.0491448,0,0,0.0168037,0,0,0.0355144,0.0269236,0.0363373,0.021639,0.0464037,0.0324504,0.0396821,0.022257,0.0311761,0,0.0435733,0.0466469,0.0366181,0.0361692,0.0153665,0.042182,0.00869935,0.0207157,0.0285495,0,0.0202006,0.0596971,0.0163008,0,0,0.0110299,0,0,0.0341529,0.0550905,0.0504701,0.0302764,0.0336741,0.0229405,0.0534346,0.0325861,0.0602186,0.0553491,0.0578969,0.0642554,0.0613177,0.0354911,0.0179355,0.0186266,0.044888,0.0170928,0,0,0,0,0,0,0,0,0,0,0.0722012,0,0.0395919,0,0
64,0.0314177,0.0515187,0,0,0,0,0.0420032,0,0.0254591,0.0500785,0,0,0.016499,0,0,0.0352678,0.0279855,0.0356595,0.0217919,0.0474742,0.0319517,0.0390544,0.0229807,0.031715,0.0208968,0.0433282,0.0466416,0.036572,0.0357507,0.0146781,0.0426207,0.00862423,0.0203161,0.0281938,0,0.0201644,0.0585428,0.0164581,0,0,0.0110759,0,0,0.0340579,0.0559605,0.050711,0.0303306,0.0337368,0.023094,0.0541739,0.0331127,0.0601982,0.0558556,0.0583307,0.0656629,0.0611947,0.0354271,0.0178119,0.0186503,0.0445324,0.0170943,0,0,0,0,0,0,0,0,0,0,0.0724558,0,0.0404641,0,0
65,0.0313595,0.0515146,0,0,0,0,0.0426435,0,0.0254385,0.0501602,0,0,0.0162697,0,0,0.0351054,0.0290169,0.035297,0.0218024,0.0479452,0.0314033,0.0385704,0.0226627,0.0309414,0.0209765,0.0434014,0.0466742,0.0367074,0.0358358,0.014207,0.042949,0.00860797,0.0201261,0.0278454,0,0.0201505,0.05862,0.0164489,0,0,0.0111186,0,0,0.0340016,0.0563636,0.050797,0.0302764,0.0335195,0.0229087,0.0550719,0.0337264,0.060149,0.0562641,0.0589095,0.0666898,0.0606203,0.0355211,0.017678,0.0185905,0.0442171,0.0170141,0,0,0,0,0,0,0,0,0,0,0.0731228,0,0.0412892,0,0
66,0.0311906,0.0514409,0,0,0,0,0.0433272,0,0.0243962,0.0494424,0,0,0.0163663,0,0,0.0350662,0.0299738,0.0339709,0.0199297,0.0466453,0.0306432,0.0381505,0.0226604,0.0291804,0.0210345,0.0450417,0.048109,0.0381567,0.0369768,0.0135557,0.0429488,0.00856894,0.0201332,0.027324,0,0.0201128,0.0583055,0.0166881,0,0,0.0111315,0,0,0.0342527,0.0564217,0.0512768,0.0299865,0.033774,0.0233771,0.0555023,0.0340655,0.0606537,0.0563703,0.0594781,0.0673463,0.0591322,0.0351417,0.017941,0.0190104,0.04359,0.0173039,0,0,0,0,0,0,0,0,0,0,0.0737163,0,0.042314,0.0298542,0
67,0.0311437,0.0514749,0,0,0,0,0.0443806,0,0.0240698,0.0493258,0,0,0.0161837,0,0,0.0349842,0.0295124,0.0331702,0.0198745,0.0463486,0.0302156,0.0377814,0.0226837,0.0287117,0.0206699,0.0455464,0.0483151,0.0387624,0.037316,0.0126825,0.0430871,0.00858924,0.0201091,0.0264694,0,0.0200707,0.0583649,0.0166593,0,0,0.0111985,0,0,0.0342679,0.05654,0.0513322,0.0297892,0.0335018,0.0231231,0.0560162,0.0345424,0.0609392,0.0563583,0.0596939,0.0676279,0.0580503,0.0352519,0.0179378,0.0189235,0.0433309,0.0172161,0,0,0,0,0,0,0,0,0,0,0.0742533,0,0.0431141,0.0322085,0
68,0.0311354,0.0515061,0,0,0,0,0.0458513,0,0.0238502,0.0494102,0,0,0.0159526,0,0,0.0349936,0.0284383,0.0325459,0.0200362,0.0459418,0.0299956,0.0374828,0.0222594,0.0284376,0.0200984,0.045795,0.048536,0.0392123,0.0374945,0.0116844,0.0431613,0.00860946,0.020207,0.0258114,0,0.0200333,0.0581898,0.0166105,0,0,0.0112516,0,0,0.0341518,0.0563902,0.0513067,0.0294883,0.0333005,0.0227663,0.0562299,0.034964,0.0612607,0.0563038,0.0597444,0.0678118,0.0570493,0.0352545,0.0179102,0.0188535,0.0431281,0.0171668,0,0,0,0,0,0,0,0,0,0,0.0745061,0,0.0441744,0.0320493,0
69,0.0313338,0.0515737,0,0,0,0,0.0473856,0,0.0246581,0.0504733,0,0,0.0155545,0,0,0.0349761,0.0262656,0.0336947,0.0222408,0.0470888,0.0301673,0.0373069,0.0213259,0.0293647,0.0195227,0.0445139,0.0475871,0.0384294,0.0369338,0.0115861,0.0434235,0.00864384,0.0202543,0.0254182,0,0.0200576,0.0583088,0.0162564,0,0,0.0112531,0,0,0.03391,0.0561356,0.0513706,0.029236,0.0326907,0.0216623,0.056543,0.0355287,0.0617905,0.0562,0.0595252,0.0677748,0.0561414,0.0357903,0.0176555,0.0184142,0.0432591,0.0167863,0,0,0,0,0,0,0,0,0,0,0.074409,0,0.0452637,0,0
70,0.0314001,0.0515021,0,0,0,0,0.0484918,0,0.0243614,0.0506487,0,0,0.0154161,0,0,0.0351403,0.025107,0.0335772,0.0223635,0.0467495,0.0301091,0.0371375,0.0212215,0.0292377,0.019161,0.0446282,0.0478662,0.0387318,0.0372207,0.0117536,0.0435162,0.00870607,0.020475,0.0253942,0,0.02022,0.058092,0.0161968,0,0,0.011282,0,0,0.0339092,0.0559122,0.0512525,0.0288486,0.0326969,0.0213281,0.0566025,0.0355777,0.0618364,0.0560783,0.0592021,0.0675102,0.0562809,0.0358612,0.0177848,0.0184579,0.0431379,0.0167751,0,0,0,0,0,0,0,0,0,0,0.0740536,0,0.0459398,0,0
71,0.0313405,0.0513262,0,0,0,0,0.0495865,0,0.0231087,0.0500134,0,0,0.0154852,0,0,0.0353283,0.0250774,0.0321915,0.0206682,0.0450874,0.0297687,0.0370482,0.0216812,0.0279491,0.0189908,0.0461391,0.0491897,0.0399953,0.0382312,0.011755,0.0432586,0.00877325,0.0207514,0.0255529,0,0.0204413,0.057593,0.0164404,0,0,0.01127,0,0,0.0340408,0.0556124,0.05118,0.0283506,0.0332544,0.021768,0.0562254,0.0351322,0.0616597,0.055985,0.0590429,0.0670095,0.0568344,0.0354133,0.0181033,0.0190693,0.0427392,0.0170614,0,0,0,0,0,0,0,0,0,0,0.0734954,0,0.0458681,0.0308426,0
72,0.0315526,0.0513511,0,0,0,0,0.0512316,0,0.0241642,0.0511349,0,0,0.0152328,0,0,0.0352576,0.0234797,0.0329471,0.0226286,0.046451,0.0300362,0.0369919,0.0210633,0.0285548,0.0187072,0.0447859,0.0475844,0.038768,0.0372,0.0127709,0.043466,0.00877382,0.0207635,0.0255542,0,0.0207398,0.0576844,0.016268,0,0,0.0112751,0,0,0.0337778,0.0554553,0.0516005,0.0280363,0.0329272,0.0209355,0.0561523,0.035073,0.0615093,0.0557872,0.0589045,0.0664741,0.0569245,0.0359059,0.0177831,0.0186632,0.0430181,0.016629,0,0,0,0,0,0,0,0,0,0,0.073201,0,0.045539,0,0
73,0.0315004,0.0510912,0,0,0,0,0.0472123,0,0.0212557,0.0508384,0,0,0.0156728,0,0,0.0351131,0.024015,0.0320292,0.0200102,0.0442209,0.0294468,0.0366415,0.0212783,0.0258514,0.0195873,0.047227,0.0497697,0.0412125,0.0395614,0.0107937,0.0430571,0.00890384,0.021179,0.0252044,0,0.0229138,0.0566736,0.0173343,0,0,0.0104301,0,0,0.0343358,0.0549255,0.0523056,0.0286841,0.0342517,0.0220105,0.055903,0.03533,0.061332,0.0548701,0.0592868,0.0673492,0.050586,0.0351315,0.0183052,0.0194093,0.0426579,0.0166566,0,0,0,0,0,0,0,0,0,0,0.0731872,0,0.0471333,0.0301792,0
74,0.0316893,0.0511012,0,0,0,0,0.0522924,0,0.0232851,0.0507078,0,0,0.0152068,0,0,0.0353043,0.0240527,0.0313887,0.0208147,0.0452654,0.0298332,0.0368249,0.0212478,0.0282977,0.01877,0.0460626,0.0486879,0.0399525,0.0381078,0.0128573,0.0432182,0.00873733,0.0210969,0.0262836,0,0.0209002,0.0569488,0.0166559,0,0,0.0111844,0,0,0.0338851,0.0552418,0.0528831,0.0275158,0.0338115,0.0215389,0.0546806,0.0335332,0.0611423,0.055659,0.0590352,0.0660561,0.0578782,0.0353346,0.0181922,0.0192825,0.0427618,0.0167247,0,0,0,0,0,0,0,0,0,0,0.0713693,0,0.0448466,0.0308018,0
75,0.0317667,0.0510809,0,0,0,0,0.0529846,0,0.0233883,0.0511808,0,0,0.0152533,0,0,0.0352002,0.023891,0.0313756,0.0207789,0.0452889,0.0297703,0.0367036,0.0210476,0.0291266,0.0187446,0.046027,0.048828,0.0399277,0.0382343,0.0131243,0.0432733,0.0086622,0.0209779,0.0269065,0,0.0209419,0.056796,0.0168055,0,0,0.01126,0,0,0.0338339,0.0550964,0.053258,0.0274595,0.0341138,0.0215487,0.0538613,0.0329303,0.0609263,0.0556627,0.0593367,0.0658653,0.0588543,0.0353371,0.0182345,0.0192413,0.0427981,0.0165359,0,0,0,0,0,0,0,0,0,0,0.0704952,0,0.0441354,0.0306011,0
76,0.0316871,0.0509789,0,0,0,0,0.0491045,0,0.0211215,0.0519049,0,0,0.0156603,0,0,0.034879,0.0236729,0.0317754,0.0197867,0.0443563,0.0293311,0.0363044,0.0209591,0.0254216,0.0195115,0.0473019,0.049982,0.0413155,0.0399877,0.0107875,0.0431949,0.00873039,0.0209815,0.0267104,0,0.0231635,0.0561418,0.0178568,0,0,0.0105245,0,0,0.0343572,0.0545214,0.0538068,0.028524,0.0351488,0.0220281,0.0532955,0.0335347,0.0607478,0.0549709,0.0599249,0.067288,0.0528084,0.0349963,0.0184642,0.0194502,0.0427335,0.0161652,0,0,0,0,0,0,0,0,0,0,0.0702813,0,0.0458676,0.0295215,0
