Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x71,x72,x73,x74,x75,RKNE
72,0.0310092,0.0508316,0,0,0,0,0,0,0.0360453,0,0.0261965,0.0480187,0,0,0.0146694,0,0,0.0341424,0.0251104,0.0356032,0.0241644,0.047255,0.0312356,0.0345288,0.0218676,0.0286874,0.0320126,0.0185169,0.0424536,0.0461218,0.0359722,0.0342833,0.0189741,0.0446778,0.00780631,0.0197153,0.0281225,0,0.0220047,0.0607119,0.0162623,0,0,0.0116921,0,0,0.0337469,0.0573008,0.0533867,0.028478,0.0316831,0.0205867,0.051955,0.0281966,0.0678901,0.0597982,0.0554374,0.0603072,0.0670306,0.0512039,0.0352736,0.0183427,0.0199914,0.0436657,0.0184055,0,0,0,0,0,0,0,0,0,0,0.042623
73,0.0312032,0.0509887,0,0,0,0,0,0,0.0363623,0,0.0274684,0.0498961,0,0,0.0144021,0,0,0.0339597,0.024161,0.0371411,0.0257964,0.0491223,0.0314348,0.0343267,0.021026,0.029757,0,0.0183714,0.0408931,0.044591,0.0347095,0.0334183,0.0183694,0.0450689,0.00780557,0.0194041,0.0300266,0,0.0256523,0.0606428,0.0160046,0,0,0.0117818,0,0,0.0336735,0.055939,0.0602592,0.0288369,0.0316086,0.0200131,0.0523802,0.0312784,0.0695287,0.0562225,0.0509653,0.0571741,0.0645103,0.0502524,0.0357251,0.0181025,0.0193871,0.0439049,0.0178479,0,0,0,0,0,0,0,0,0,0,0
74,0.031119,0.0508668,0,0,0,0,0,0,0.0376881,0,0.0263221,0.0490772,0,0,0.0146178,0,0,0.0341488,0.0256964,0.035794,0.0236745,0.047381,0.0309792,0.0344355,0.021531,0.0285681,0.0317587,0.0194046,0.0423789,0.0461816,0.0360494,0.0346509,0.0178741,0.0447949,0.00784854,0.0195568,0.0285892,0,0.0220463,0.0602173,0.0162072,0,0,0.0116787,0,0,0.033792,0.0576365,0.0547903,0.0283,0.0320968,0.0204956,0.0504151,0.0269621,0.0665908,0.0591861,0.0552038,0.0606623,0.0673632,0.0531613,0.0353445,0.0183315,0.0196807,0.0435047,0.0181647,0,0,0,0,0,0,0,0,0,0,0.0414799
75,0.0313318,0.050983,0,0,0,0,0,0,0.0385421,0,0.0274147,0.0510552,0,0,0.014258,0,0,0.0338571,0.0245444,0.0371908,0.0254842,0.0490934,0.0309694,0.0340676,0.0209944,0.0294375,0,0.0195586,0.0407393,0.0443933,0.034754,0.0334134,0.0174698,0.0452569,0.00783085,0.0191375,0.0299909,0,0.0251981,0.0602185,0.0160014,0,0,0.0116562,0,0,0.033586,0.0558361,0.0608738,0.0287058,0.0319652,0.0198939,0.0505554,0.0305587,0.0678952,0.056304,0.0514127,0.0579493,0.0652088,0.0514787,0.0358401,0.017896,0.0191148,0.0438331,0.0175686,0,0,0,0,0,0,0,0,0,0,0
76,0.0312618,0.050847,0,0,0,0,0,0,0.0397373,0,0.0263053,0.0503149,0,0,0.0143476,0,0,0.0339095,0.0254842,0.0356504,0.0235973,0.0473559,0.0304248,0.0339298,0.021527,0.0283132,0.0327448,0.0196011,0.0423906,0.0458495,0.0361267,0.0344202,0.0158896,0.0451958,0.00782388,0.019209,0.0289686,0,0.0216715,0.0597464,0.0162357,0,0,0.0116411,0,0,0.0336962,0.0572419,0.055129,0.0284776,0.0324615,0.0203123,0.0487042,0.0262383,0.0649732,0.0590529,0.0556343,0.0612499,0.0678459,0.0547867,0.0356099,0.0181422,0.0193925,0.043524,0.0177711,0,0,0,0,0,0,0,0,0,0,0.0403672
77,0.0313661,0.050834,0,0,0,0,0,0,0.0406146,0,0.0264296,0.0508673,0,0,0.0141986,0,0,0.0338098,0.0252887,0.0356944,0.023522,0.0471605,0.030026,0.0335529,0.0212208,0.0278493,0.0327618,0.0195722,0.0427058,0.0458776,0.0362254,0.0346122,0.0150842,0.0455024,0.00779391,0.0190246,0.0292216,0,0.0214885,0.0594426,0.0162895,0,0,0.0117483,0,0,0.0336372,0.0569512,0.0553315,0.0286028,0.0326425,0.0202438,0.047997,0.0260437,0.0643327,0.0590293,0.0560249,0.0615556,0.0680211,0.0554946,0.0358142,0.0180708,0.0193455,0.0434977,0.0175707,0,0,0,0,0,0,0,0,0,0,0.0398428
78,0.0314718,0.0508314,0,0,0,0,0,0,0.0414464,0,0.0266127,0.0514248,0,0,0.0139827,0,0,0.0337016,0.0251254,0.0361254,0.0234731,0.0470622,0.0296011,0.0331113,0.0209832,0.0278458,0.0332654,0.0194274,0.0429093,0.0456636,0.0364587,0.0347539,0.0147714,0.0458074,0.00778586,0.0188555,0.0295493,0,0.0211549,0.0590788,0.0163584,0,0,0.0116581,0,0,0.0335699,0.0566291,0.0551362,0.0287901,0.0329201,0.0201297,0.0471972,0.0258929,0.0636291,0.0591822,0.0564263,0.061916,0.0680605,0.0559765,0.0359976,0.0180085,0.0193797,0.0435072,0.0174158,0,0,0,0,0,0,0,0,0,0,0.0396647
79,0.0315708,0.0508497,0,0,0,0,0,0,0.0421312,0,0.0267504,0.0519447,0,0,0.0137354,0,0,0.0336875,0.0249334,0.0367971,0.0234726,0.0471393,0.0292137,0.0327134,0.0207803,0.0275239,0.0332842,0.0195068,0.0428724,0.0455103,0.0366224,0.0348091,0.0148277,0.0460612,0.00779287,0.0187879,0.0301056,0,0.0207317,0.05887,0.0164217,0,0,0.0114679,0,0,0.0334916,0.0563708,0.0549248,0.0288825,0.0331374,0.0199064,0.046482,0.0257807,0.0631512,0.0594753,0.0569729,0.0623848,0.0680661,0.0562866,0.0361883,0.0179446,0.0194367,0.0435186,0.0172627,0,0,0,0,0,0,0,0,0,0,0.0397639
80,0.0317175,0.0508709,0,0,0,0,0,0,0.0429766,0,0.0267962,0.052518,0,0,0.0133898,0,0,0.0336409,0.0245459,0.0369744,0.0234579,0.0472513,0.0288348,0.0322736,0.0206035,0.0272595,0.0330962,0.0195739,0.0427732,0.0454923,0.0365669,0.0347123,0.0148514,0.0462956,0.00781411,0.0186839,0.0302909,0,0.0202098,0.0587179,0.0165141,0,0,0.0114306,0,0,0.0334589,0.0560338,0.0548978,0.0290946,0.0333279,0.019639,0.0457718,0.0258297,0.0627018,0.0600994,0.0574922,0.063014,0.0687273,0.056138,0.03637,0.0179412,0.0193081,0.0435113,0.0170358,0,0,0,0,0,0,0,0,0,0,0.0400744
81,0.0318937,0.0508734,0,0,0,0,0,0,0.0442501,0,0.0268513,0.0531426,0,0,0.0131068,0,0,0.0335031,0.0241125,0.0369404,0.0234577,0.0473581,0.028619,0.0318623,0.0205227,0.0265665,0.0329077,0.0195075,0.0427847,0.0454512,0.0365306,0.0346257,0.0148032,0.0465469,0.00779113,0.018574,0.0301876,0,0.019743,0.0585422,0.0165862,0,0,0.0114584,0,0,0.0334668,0.0557357,0.0548996,0.0293384,0.0334919,0.0193717,0.0451749,0.0259513,0.0623565,0.0610502,0.0582046,0.0637822,0.0693751,0.0555273,0.0365026,0.0179808,0.0191967,0.043517,0.0168009,0,0,0,0,0,0,0,0,0,0,0.0404957
82,0.0320876,0.050875,0,0,0,0,0,0,0.0449963,0,0.0270097,0.0541325,0,0,0.0128845,0,0,0.0333145,0.0235021,0.0370628,0.0235147,0.0476394,0.0283597,0.0313597,0.020495,0.0262395,0.0329358,0.0193423,0.0427972,0.0452742,0.0364887,0.0345528,0.0148785,0.0468584,0.00775325,0.0183742,0.0314931,0,0.0220966,0.058036,0.0167056,0,0,0.0113548,0,0,0.0334846,0.0534718,0.0602587,0.0295885,0.0338425,0.0192326,0.0451306,0.0316924,0.0637163,0.060068,0.0563271,0.0620106,0.067856,0.0490316,0.0366105,0.0180256,0.0191859,0.043566,0.016552,0,0,0,0,0,0,0,0,0,0,0
83,0.0323052,0.0508756,0,0,0,0,0,0,0.0451607,0,0.0272707,0.0546254,0,0,0.0127175,0,0,0.033257,0.0233574,0.0370309,0.0234619,0.0477188,0.0281242,0.0309492,0.0204709,0.0262529,0.0329932,0.0193475,0.0427456,0.0452759,0.0365701,0.0346422,0.0146934,0.0470728,0.00774451,0.0182561,0.0315732,0,0.0215471,0.058005,0.0167859,0,0,0.0112576,0,0,0.0335002,0.0531308,0.0599373,0.0300069,0.0341212,0.0190244,0.0447811,0.0325227,0.0636554,0.0608719,0.0574915,0.0626865,0.0681622,0.0471472,0.0367645,0.0180226,0.0191462,0.0436282,0.0163539,0,0,0,0,0,0,0,0,0,0,0
84,0.0325061,0.0508682,0,0,0,0,0,0,0.0456893,0,0.0272854,0.0551329,0,0,0.0125413,0,0,0.033246,0.0232395,0.0366429,0.0235616,0.0477048,0.027977,0.0305584,0.019922,0.0261116,0.0328183,0.0193427,0.042561,0.0451854,0.0364726,0.0346086,0.0143152,0.0472986,0.00774943,0.018144,0.0317773,0,0.0208751,0.0580512,0.0168596,0,0,0.0112601,0,0,0.0334741,0.0526407,0.0596729,0.0304697,0.0343364,0.0188219,0.0443987,0.033343,0.0635254,0.0617065,0.0584534,0.0632029,0.0684245,0.0446734,0.0369248,0.0179637,0.0190881,0.0436812,0.0161691,0,0,0,0,0,0,0,0,0,0,0
85,0.0326656,0.0508247,0,0,0,0,0,0,0.0462281,0,0.0273538,0.0556465,0,0,0.0123544,0,0,0.0332254,0.0232691,0.036257,0.0236768,0.0476973,0.0278435,0.0302249,0.0195701,0.0260644,0.0317146,0.0193497,0.0423196,0.0450601,0.0363291,0.0346514,0.0140116,0.0476184,0.00775151,0.0180371,0.0322719,0,0.0199991,0.0581781,0.0169472,0,0,0.0111911,0,0,0.033459,0.0519986,0.0594436,0.0309799,0.0344978,0.0186571,0.0440184,0.0340005,0.0633521,0.0625523,0.0593951,0.0635161,0.0686228,0.0419225,0.0370485,0.01789,0.0189707,0.0437447,0.0159954,0,0,0,0,0,0,0,0,0,0,0
86,0.0328273,0.0507766,0,0,0,0,0,0,0.046239,0,0.0275098,0.056083,0,0,0.0122476,0,0,0.0332347,0.0234887,0.0363117,0.0236488,0.047694,0.0277391,0.0299647,0.0195047,0.0262027,0.0311888,0.0194555,0.0423243,0.0450264,0.0363015,0.0346945,0.0139783,0.047811,0.00776096,0.0179758,0.0332026,0,0.018948,0.0582369,0.0170632,0,0,0.0110546,0,0,0.0334867,0.051253,0.0590638,0.03141,0.0346404,0.0185427,0.0436594,0.0346467,0.0630749,0.0633045,0.0601123,0.0638492,0.0686681,0.0384363,0.0371529,0.0178299,0.0190238,0.0438012,0.0158469,0,0,0,0,0,0,0,0,0,0,0
87,0.0330094,0.0507584,0,0,0,0,0,0,0.0459803,0,0.0276506,0.0562073,0,0,0.0121995,0,0,0.033184,0.0238063,0.0367188,0.0234347,0.0476199,0.0277053,0.029768,0.0196195,0.0263222,0.0321548,0.0196161,0.0423303,0.0450769,0.0362887,0.0346245,0.0140184,0.0479142,0.00777146,0.0179116,0.0346158,0,0.0182065,0.0584263,0.0171788,0,0,0.0110296,0,0,0.0335296,0.0503823,0.0583977,0.0315736,0.0348507,0.0184172,0.0431992,0.0351852,0.0626918,0.0637848,0.0607756,0.0640259,0.0683616,0.0343469,0.0371804,0.0177903,0.0190023,0.0438413,0.0157445,0,0,0,0,0,0,0,0,0,0,0
88,0.0331845,0.0507498,0,0,0,0,0,0,0.0460717,0,0.0280524,0.0562835,0,0,0.0121878,0,0,0.0331114,0.0241905,0.0370451,0.0231973,0.0475174,0.0276359,0.029597,0.0197144,0.0261628,0.0325683,0.019967,0.042422,0.0450466,0.0363088,0.0346593,0.0141803,0.0479676,0.00774034,0.0178885,0.0364463,0,0.017658,0.0587738,0.0172799,0,0,0.0110316,0,0,0.0335659,0.0493843,0.057878,0.031324,0.0350884,0.0183078,0.0425783,0.0358112,0.062249,0.0641049,0.0613826,0.064267,0.0680853,0.0296713,0.0371009,0.0177855,0.0188946,0.0439163,0.0156098,0,0,0,0,0,0,0,0,0,0,0
89,0.0333351,0.0507698,0,0,0,0,0,0,0.0466702,0,0.0284278,0.0564213,0,0,0.0121786,0,0,0.0330669,0.0245999,0.0371733,0.0229897,0.0474668,0.0275442,0.0294674,0.0198879,0.0257517,0.0324814,0.0202717,0.0424303,0.0449396,0.0363721,0.0347684,0.0144333,0.0479853,0.00771991,0.0178411,0.0390669,0,0.0171564,0.0592003,0.0173282,0,0,0.0110026,0,0,0.03354,0.0486555,0.0574234,0.0314346,0.0352792,0.0182696,0.0417757,0.0365386,0.0616051,0.0642489,0.0619343,0.0643741,0.0678506,0.024868,0.0370434,0.0177721,0.0188867,0.0439986,0.0154989,0,0,0,0,0,0,0,0,0,0,0
90,0.0334955,0.0508037,0,0,0,0,0,0,0.0476155,0,0.0286078,0.0564774,0,0,0.0122742,0,0,0.033017,0.0251419,0.037211,0.0227572,0.0474868,0.0274488,0.0293574,0.0201958,0.0253968,0.0323638,0.0206298,0.0424452,0.0449454,0.0364461,0.0346867,0.0145469,0.0480026,0.00767817,0.017775,0.0428522,0,0.0166666,0.0597162,0.01733,0,0,0.0110226,0,0,0.0335342,0.0485795,0.0569555,0.0318879,0.0354244,0.0182624,0.0407208,0.0372829,0.0609682,0.0643268,0.0624686,0.0643387,0.0674199,0.0202345,0.0370851,0.0177962,0.0189196,0.0440904,0.0153813,0,0,0,0,0,0,0,0,0,0,0
91,0.0336376,0.0508284,0,0,0,0,0,0,0.0485319,0,0.0286734,0.056524,0,0,0.0123461,0,0,0.0329933,0.0258053,0.0372093,0.0225128,0.047469,0.0272812,0.0292858,0.0204708,0.0254529,0.0322851,0.0211002,0.0425676,0.0450105,0.0363999,0.034428,0.0146499,0.0480154,0.0076391,0.0177334,0.0472642,0,0.0161838,0.0602422,0.0173324,0,0,0.0111753,0,0,0.0335401,0.0476575,0.0561818,0.0323025,0.0355424,0.018252,0.0396188,0.0377083,0.0603731,0.0642631,0.0627559,0.0642541,0.0668723,0.0166927,0.0371051,0.0178864,0.0187922,0.04421,0.0152603,0,0,0,0,0,0,0,0,0,0,0
92,0.0337713,0.0508305,0,0,0,0,0,0,0.0494834,0,0.0289121,0.0565128,0,0,0.0123579,0,0,0.0330351,0.026623,0.0371743,0.0222324,0.0473089,0.0269683,0.0291932,0.0207606,0.0253299,0.0321598,0.0216388,0.0427835,0.0450337,0.0364498,0.0343375,0.0149843,0.0480715,0.00765299,0.0176743,0.0519723,0,0.0157553,0.0610076,0.0173879,0,0,0.0113141,0,0,0.0334543,0.0481663,0.0552837,0.03271,0.035642,0.018151,0.0384127,0.0381866,0.0599214,0.0640597,0.0628632,0.0640173,0.0662293,0.015188,0.0370881,0.017936,0.0186992,0.0443276,0.0150973,0,0,0,0,0,0,0,0,0,0,0
93,0.0338756,0.0508371,0,0,0,0,0,0,0.0505221,0,0.0291512,0.0564218,0,0,0.0122782,0,0,0.0330494,0.0275109,0.037171,0.0219709,0.0471666,0.0266412,0.029131,0.0210586,0.0250727,0.0320815,0.0222199,0.0431393,0.0449931,0.0364855,0.0347534,0.0155658,0.0481859,0.00765797,0.0176449,0.0563435,0,0.015368,0.0619089,0.0174071,0,0,0.011326,0,0,0.0333345,0.048186,0.0540536,0.0329418,0.0356102,0.0180472,0.037376,0.038218,0.0596849,0.0638603,0.0628947,0.0637949,0.0657014,0.0161765,0.0370698,0.0178951,0.0185835,0.0444001,0.0149667,0,0,0,0,0,0,0,0,0,0,0
94,0.0340002,0.0508372,0,0,0,0,0,0,0.0515437,0,0.0292679,0.0562598,0,0,0.0121125,0,0,0.0332055,0.0284245,0.0371815,0.0217866,0.0470913,0.0263913,0.029058,0.0214557,0.0241271,0.0320091,0.022839,0.0429329,0.0449489,0.0366148,0.0352771,0.016379,0.0483016,0.0076495,0.0177029,0.060631,0,0.0153504,0.0627982,0.0174104,0,0,0.0113215,0,0,0.0331294,0.0478516,0.0526703,0.0336383,0.0355305,0.0179135,0.0365236,0.0378386,0.0595317,0.0637376,0.0629883,0.0636329,0.0652689,0.0185287,0.0370616,0.0177192,0.0183812,0.044437,0.0148749,0,0,0,0,0,0,0,0,0,0,0
95,0.0341848,0.0508538,0,0,0,0,0,0,0.0526712,0,0.0292056,0.0561011,0,0,0.0119312,0,0,0.0333004,0.0293519,0.0371242,0.0215184,0.0469508,0.0261106,0.029007,0.0219859,0.0228204,0.0318938,0.0233577,0.0423058,0.0451311,0.0367445,0.0355938,0.0173565,0.0484009,0.00764472,0.0177584,0.0646169,0,0.0157532,0.0637161,0.0174356,0,0,0.0114487,0,0,0.0329773,0.0475751,0.0512085,0.0344118,0.0354327,0.0177554,0.0358335,0.0369936,0.059436,0.0637606,0.063081,0.0635301,0.0650166,0.0213568,0.0371186,0.0175331,0.0181745,0.0444713,0.0148108,0,0,0,0,0,0,0,0,0,0,0
96,0.0343685,0.0508718,0,0,0,0,0,0,0.0543004,0,0.0292342,0.0559959,0,0,0.0117629,0,0,0.033378,0.0302551,0.0369553,0.0211971,0.0467099,0.0257911,0.0290251,0.0224751,0.0229176,0.0318403,0.0240183,0.0425705,0.0452976,0.0366214,0.0357201,0.0181785,0.0485128,0.00765529,0.0178217,0.0679686,0,0.0163106,0.0646845,0.0175029,0,0,0.011722,0,0,0.0329431,0.0474025,0.0494705,0.0351846,0.035333,0.017516,0.0354841,0.0357911,0.0595957,0.0638806,0.0631444,0.0635015,0.0649083,0.0239673,0.0371695,0.0173384,0.0180099,0.0445261,0.0147627,0,0,0,0,0,0,0,0,0,0,0
97,0.0343215,0.0508322,0,0,0,0,0,0,0.0553935,0,0.0292356,0.0556779,0,0,0.011839,0,0,0.0336414,0.0305319,0.0366705,0.0211079,0.0464937,0.0259313,0.0297247,0.0225967,0.0229559,0.0315328,0.0242457,0.0429479,0.045585,0.0364707,0.0358464,0.0185704,0.0480864,0.00762972,0.0183241,0.0686834,0,0.0154547,0.0643995,0.0172635,0,0,0.0119061,0,0,0.0329787,0.0490006,0.0472691,0.0342062,0.0348088,0.0170259,0.0353521,0.032253,0.0589543,0.0650985,0.0645222,0.0649444,0.0661297,0.0235278,0.0371835,0.0171251,0.0178932,0.0443448,0.0150613,0,0,0,0,0,0,0,0,0,0,0.0277843
98,0.03477,0.0508828,0,0,0,0,0,0,0.0573498,0,0.029389,0.0554488,0,0,0.0115669,0,0,0.0332155,0.0321917,0.0367751,0.0207599,0.0464074,0.0253649,0.0291498,0.0235735,0.0227301,0.03166,0.0253182,0.0428726,0.0455033,0.0363298,0.0358563,0.0198848,0.0485672,0.00763159,0.0178327,0.0718954,0,0.0168871,0.0666263,0.017657,0,0,0.0119385,0,0,0.0329546,0.0471684,0.0462876,0.0368991,0.0352911,0.016932,0.0358414,0.0325529,0.0604231,0.0645401,0.0633103,0.0636227,0.0650566,0.027068,0.0373626,0.0169401,0.0176325,0.0445671,0.0147056,0,0,0,0,0,0,0,0,0,0,0
99,0.0350283,0.0509303,0,0,0,0,0,0,0.0586944,0,0.0295126,0.0551917,0,0,0.0114733,0,0,0.0330458,0.0331545,0.0368529,0.0205189,0.0461649,0.0251903,0.0292073,0.0241437,0.0224781,0.0316112,0.0260196,0.043024,0.0454959,0.0363021,0.0359713,0.0209466,0.0485823,0.00760894,0.0179225,0.0722529,0,0.0175591,0.0676042,0.0177178,0,0,0.011968,0,0,0.0329114,0.0469829,0.0446821,0.0378868,0.0353889,0.0166619,0.0365913,0.0304242,0.0609762,0.0650297,0.0633189,0.0636112,0.065247,0.0270303,0.0374576,0.0168351,0.0173979,0.044627,0.0146987,0,0,0,0,0,0,0,0,0,0,0
100,0.0352592,0.0509485,0,0,0,0,0,0,0.0599784,0,0.0296329,0.054918,0,0,0.0114405,0,0,0.0331413,0.034054,0.0368079,0.0203671,0.0459798,0.0249719,0.029432,0.0246501,0.022197,0.0315714,0.0266834,0.0432239,0.0454932,0.0365003,0.0361382,0.0220714,0.0485533,0.00763697,0.0180741,0.0715621,0,0.0188741,0.0684699,0.0177176,0,0,0.0120458,0,0,0.0328094,0.0469175,0.0434252,0.0387546,0.0355751,0.0163145,0.0375054,0.0283365,0.0614694,0.0655727,0.0632268,0.0634642,0.0654585,0.0259294,0.0375153,0.016707,0.0171882,0.0447118,0.0147065,0,0,0,0,0,0,0,0,0,0,0
101,0.0354166,0.05092,0,0,0,0,0,0,0.0611531,0,0.0296985,0.0546226,0,0,0.0114449,0,0,0.0332282,0.0348413,0.036736,0.0202655,0.0458618,0.0248431,0.0297842,0.0250546,0.0214896,0.0315625,0.0271855,0.0430978,0.0455931,0.0369456,0.0364297,0.0232281,0.0484604,0.00767015,0.0182366,0.0701631,0,0.0200276,0.0691693,0.0176806,0,0,0.0121549,0,0,0.0326628,0.0471077,0.0426313,0.039371,0.0356719,0.0159781,0.0383675,0.0267992,0.0619775,0.0659744,0.0629748,0.0632058,0.0655917,0.0243495,0.0375848,0.0166304,0.0169378,0.0447439,0.0147425,0,0,0,0,0,0,0,0,0,0,0
102,0.0355523,0.0508806,0,0,0,0,0,0,0.0620133,0,0.0296229,0.0543643,0,0,0.0114403,0,0,0.0332704,0.0353969,0.0365206,0.0201282,0.0456648,0.0247838,0.0301825,0.025367,0.020191,0.0315,0.0275302,0.0425377,0.0457007,0.0372203,0.03679,0.0241806,0.048399,0.00769669,0.018367,0.0687671,0,0.0210778,0.0696023,0.0176384,0,0,0.0122934,0,0,0.0326767,0.047361,0.0423986,0.0397725,0.0356671,0.0156719,0.0390717,0.026085,0.0624527,0.0662269,0.0627057,0.062915,0.0655676,0.0227885,0.0376585,0.0165197,0.0167218,0.0447486,0.0147951,0,0,0,0,0,0,0,0,0,0,0
103,0.0356171,0.0508599,0,0,0,0,0,0,0.0621855,0,0.0298382,0.0541505,0,0,0.0114662,0,0,0.0334411,0.0358713,0.0362856,0.0199971,0.0453795,0.0246805,0.0306257,0.0256065,0.0197763,0.031344,0.0277556,0.0423665,0.0457459,0.037229,0.0369361,0.0247499,0.0483798,0.0077801,0.0184627,0.0676086,0,0.0220568,0.0699759,0.0175601,0,0,0.0125193,0,0,0.0328223,0.0473425,0.0423533,0.0401489,0.0355574,0.0154469,0.0395818,0.0259582,0.062557,0.0663509,0.0624452,0.0626447,0.0654639,0.0212297,0.0378156,0.0164022,0.0165269,0.0447408,0.0148997,0,0,0,0,0,0,0,0,0,0,0
104,0.0356747,0.050816,0,0,0,0,0,0,0.0626973,0,0.0301035,0.0540094,0,0,0.0114295,0,0,0.0334194,0.036185,0.0362981,0.0198925,0.0451145,0.0245816,0.0309615,0.0256864,0.0205609,0.0311368,0.0278868,0.0429512,0.0456745,0.0371206,0.036792,0.0252246,0.0483929,0.00781888,0.0184817,0.0674064,0,0.0228046,0.0703036,0.0174896,0,0,0.0125704,0,0,0.0327913,0.0472652,0.0425108,0.040483,0.0352899,0.0153174,0.0398354,0.0261438,0.0624219,0.0663574,0.0623284,0.0625117,0.0653666,0.0203114,0.0380011,0.0162425,0.0163739,0.044756,0.0150027,0,0,0,0,0,0,0,0,0,0,0
105,0.035723,0.0507711,0,0,0,0,0,0,0.064017,0,0.0297698,0.0539327,0,0,0.0113176,0,0,0.0333228,0.0363287,0.0365856,0.0198241,0.0449391,0.0245517,0.03115,0.0255433,0.02107,0.031136,0.0277905,0.043461,0.0455259,0.0369155,0.0364748,0.025981,0.0483733,0.00783897,0.018556,0.0670654,0,0.0231791,0.0705521,0.0174569,0,0,0.0124059,0,0,0.0326223,0.0472848,0.0426275,0.0407046,0.035266,0.015209,0.039843,0.0264053,0.0621987,0.0662027,0.062312,0.0624963,0.0653135,0.0195993,0.0381268,0.0161539,0.016268,0.0447911,0.0150656,0,0,0,0,0,0,0,0,0,0,0
106,0.0357531,0.0507486,0,0,0,0,0,0,0.0648381,0,0.0294562,0.0539901,0,0,0.0113091,0,0,0.0334564,0.0364674,0.0368815,0.0197724,0.0448068,0.0245192,0.0312911,0.0252805,0.0210796,0.031239,0.0275696,0.0435147,0.0453959,0.0367003,0.0362727,0.0267994,0.0483086,0.00788238,0.0186776,0.0665937,0,0.023125,0.0706289,0.0174649,0,0,0.0123516,0,0,0.0325901,0.0472246,0.0427313,0.040648,0.035488,0.0152465,0.0396307,0.026713,0.0619647,0.0659428,0.0623468,0.0625711,0.0652863,0.0192767,0.038132,0.0161361,0.0163145,0.0448284,0.0150505,0,0,0,0,0,0,0,0,0,0,0
107,0.0357467,0.0507498,0,0,0,0,0,0,0.0647322,0,0.0295214,0.0542187,0,0,0.0113294,0,0,0.0335771,0.0364824,0.0371035,0.0196993,0.0447229,0.024464,0.0314546,0.025114,0.0207592,0.0311455,0.0274001,0.043314,0.045271,0.0365643,0.0359416,0.0274791,0.0482356,0.00790542,0.0187924,0.0661981,0,0.0228063,0.0704538,0.0174799,0,0,0.0125036,0,0,0.0326619,0.0468061,0.0429701,0.0405398,0.0356696,0.0153777,0.0391814,0.0270215,0.06164,0.0656732,0.0625033,0.0627656,0.0653069,0.0193418,0.038054,0.0161521,0.0163146,0.0448515,0.01505,0,0,0,0,0,0,0,0,0,0,0
108,0.0356781,0.0507854,0,0,0,0,0,0,0.0645919,0,0.0296656,0.0546401,0,0,0.0113332,0,0,0.0335826,0.0363157,0.0372464,0.0196649,0.0446678,0.0243729,0.0315803,0.0248618,0.0202083,0.0310599,0.0272026,0.0431651,0.044963,0.0363716,0.0356069,0.0281349,0.0481684,0.00790541,0.0188493,0.0661231,0,0.0222542,0.070091,0.0174634,0,0,0.0126107,0,0,0.0326432,0.046145,0.0430083,0.040536,0.0357529,0.0156185,0.0384713,0.0273676,0.0610601,0.0653274,0.0626659,0.0630145,0.0653015,0.0197954,0.0379664,0.0162077,0.0162234,0.0448974,0.0150698,0,0,0,0,0,0,0,0,0,0,0
109,0.0355793,0.0508435,0,0,0,0,0,0,0.0643922,0,0.0297013,0.055112,0,0,0.0112838,0,0,0.0336715,0.0360548,0.0374268,0.0196831,0.0446118,0.0243108,0.0316362,0.0245547,0.0198572,0.0309984,0.0268898,0.0428633,0.0447908,0.0362753,0.0353658,0.02857,0.0482041,0.00797844,0.0188262,0.0663969,0,0.0214226,0.0697045,0.0174468,0,0,0.0125886,0,0,0.0325879,0.0466997,0.0424559,0.0408563,0.035785,0.01596,0.0374267,0.0278963,0.0602091,0.064728,0.0625852,0.0630577,0.0650996,0.0208064,0.0379612,0.0162882,0.016204,0.0449866,0.0150379,0,0,0,0,0,0,0,0,0,0,0
110,0.0354723,0.0508892,0,0,0,0,0,0,0.064193,0,0.0296717,0.055644,0,0,0.0112057,0,0,0.0336572,0.0357859,0.0377085,0.0196697,0.0446318,0.024277,0.0316467,0.0241196,0.0203355,0.0309527,0.0264977,0.0426291,0.0444773,0.0361511,0.0350943,0.028728,0.0482784,0.00800165,0.0187627,0.0664587,0,0.0203491,0.0692773,0.0174932,0,0,0.0124627,0,0,0.0326763,0.0471668,0.0415657,0.0409688,0.0357086,0.0163554,0.0362556,0.0286277,0.0590665,0.0639846,0.0623391,0.0629343,0.0647398,0.0220052,0.0379568,0.0163827,0.0162691,0.0450914,0.0149376,0,0,0,0,0,0,0,0,0,0,0
