Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x71,x72,x73,x74,x75
122,0.0358954,0.044629,0,0,0,0,0,0,0.019942,0,0.0289351,0.0493337,0,0,0.0119608,0,0,0.031549,0.0384993,0.0444571,0.022104,0.0553275,0.0244734,0.0304924,0.0131496,0.0247037,0.040301,0.0281214,0.0463993,0.0488317,0.0396642,0.0348793,0.0519896,0.0485462,0.00752935,0.0155331,0.0526433,0,0.0131318,0.0624479,0.019742,0,0,0.0125915,0,0,0.0332513,0.0463816,0.0444665,0.036711,0,0.0316634,0.0209678,0.0331859,0.0271232,0.0559841,0.0617937,0.0609971,0.0611032,0.0617778,0.0166849,0.0366375,0.0185872,0.0191758,0.0405499,0.0218757,0,0,0,0,0,0,0,0,0,0
123,0.0358821,0.0445916,0,0,0,0,0,0,0.0204213,0,0.0289252,0.0493199,0,0,0.0119529,0,0,0.0316098,0.0384055,0.0451506,0.0218011,0.0546447,0.0248694,0.030476,0.0126545,0.0251963,0.0399305,0.0273477,0.0468064,0.04908,0.0402544,0.0357554,0.0528294,0.048562,0.00751185,0.0155831,0.0514937,0,0.0127004,0.0620864,0.0197535,0,0,0.0125102,0,0,0.0331635,0.04741,0.043563,0.0353938,0.0198588,0.0312394,0.0207896,0.0330889,0.0253722,0.0552347,0.0627174,0.0620258,0.0622298,0.062463,0.0151386,0.0366758,0.0184861,0.0191409,0.0404975,0.0219609,0,0,0,0,0,0,0,0,0,0
124,0.0360915,0.0444558,0,0,0,0,0,0,0.020827,0,0.0287019,0.0492648,0,0,0.0115057,0,0,0.0320244,0.0390156,0.0453171,0.0217302,0.0544369,0.0249981,0.0297129,0.0123708,0.0254955,0.0394523,0.0271009,0.0472638,0.0494878,0.040893,0.0366183,0.0532046,0.0487462,0.00742086,0.0162629,0.0514506,0,0.0131405,0.0628986,0.0197182,0,0,0.0119036,0,0,0.0332242,0.0471593,0.0434429,0.0351566,0.0200213,0.0304843,0.0201143,0.0337985,0.0252051,0.0555579,0.0626605,0.0617916,0.0620574,0.0622499,0.0152473,0.0367625,0.0188027,0.0193355,0.0403855,0.021938,0,0,0,0,0,0,0,0,0,0
125,0.0361975,0.0445119,0,0,0,0,0,0,0.0209174,0,0.0284085,0.0490703,0,0,0.011333,0,0,0.0318113,0.0403072,0.0454435,0.0219755,0.0545796,0.0250386,0.0292263,0.012453,0.0259052,0.0388761,0.0269758,0.0477513,0.0499487,0.0413416,0.0371487,0.0531612,0.0490525,0.00745522,0.0159282,0.0520861,0,0.0142725,0.0644439,0.0197104,0,0,0.0120989,0,0,0.0331595,0.0457553,0.0438064,0.0360377,0,0.0299943,0.0199234,0.0342782,0.0265188,0.0566351,0.061893,0.0604963,0.0607096,0.061231,0.0167659,0.0370042,0.0187274,0.0192002,0.0404227,0.0217611,0,0,0,0,0,0,0,0,0,0
126,0.0362637,0.0447741,0,0,0,0,0,0,0.0223807,0,0.0296494,0.0493449,0,0,0.011194,0,0,0.0315108,0.0400712,0.0488932,0.0236251,0,0.0253757,0.0295742,0.010793,0.0316743,0.0417031,0.0259355,0.0458628,0.0475215,0.0389317,0.0356461,0.0513284,0.0494317,0.00741294,0.0150039,0.0521491,0,0.0150498,0.065788,0.0191074,0,0,0.012648,0,0,0.0330199,0.044911,0.0442672,0.0359334,0,0.0287087,0.0191171,0.0342106,0.0269052,0.0567603,0.061407,0.0600645,0.0601921,0.0608477,0.0167911,0.0375376,0.017896,0.018351,0.0407927,0.0212549,0,0,0,0,0,0,0,0,0,0
127,0.0362383,0.0444912,0,0,0,0,0,0,0.0210159,0,0.0278818,0.0489036,0,0,0.0114514,0,0,0.0314024,0.0404379,0.0472131,0.0217358,0.0541456,0.0252158,0.02934,0.0118997,0.0277726,0.0380182,0.0252475,0.0488967,0.0509513,0.0421938,0.0385776,0.054874,0.0491898,0.00750976,0.0151597,0.0512772,0,0.0140889,0.0644915,0.0197118,0,0,0.0122189,0,0,0.0329905,0.0467919,0.0438611,0.0345646,0.0199271,0.0290889,0.0196866,0.034338,0.0246297,0.0558579,0.0621235,0.0614919,0.0617134,0.0621983,0.0162728,0.037261,0.0183826,0.0188001,0.0403713,0.0219169,0,0,0,0,0,0,0,0,0,0
128,0.0364034,0.0444108,0,0,0,0,0,0,0.0211644,0,0.0275161,0.0486735,0,0,0.011151,0,0,0.0316328,0.0406502,0.0479629,0.0215925,0.0546884,0.0251443,0.0288337,0.0116021,0.0289328,0.0379218,0.0246195,0.0493482,0.0510991,0.0426665,0.0392318,0.0551895,0.0492612,0.00748779,0.0154927,0.0512356,0,0.0143616,0.0652067,0.0197177,0,0,0.0121377,0,0,0.0329211,0.0468148,0.044142,0.0341819,0.0199867,0.028529,0.0193761,0.0347359,0.0245523,0.0561045,0.0617327,0.0613454,0.0615357,0.0620977,0.0167114,0.0374369,0.0184221,0.018706,0.040285,0.0219998,0,0,0,0,0,0,0,0,0,0
129,0.0364969,0.0443629,0,0,0,0,0,0,0.0217263,0,0.0273324,0.0483887,0,0,0.0111701,0,0,0.0315743,0.0409667,0.0480117,0.0214868,0.0562944,0.0250749,0.0287297,0.0114055,0.030289,0.0378614,0.0239946,0.0495504,0.0511797,0.0428643,0.0397345,0.0548276,0.0492863,0.00749073,0.0154071,0.0512471,0,0.0147167,0.0658184,0.0197601,0,0,0.0121666,0,0,0.03292,0.0467352,0.0443706,0.0338096,0.0202947,0.0281259,0.0193609,0.035058,0.0245553,0.0564283,0.0618573,0.061093,0.0612763,0.0619138,0.0166776,0.037448,0.0185075,0.0187664,0.0401707,0.0221311,0,0,0,0,0,0,0,0,0,0
130,0.0366556,0.0444156,0,0,0,0,0,0,0.0219879,0,0.0271228,0.0483367,0,0,0.0110775,0,0,0.0314129,0.0418459,0.0475607,0.0217764,0.0572557,0.0251553,0.0284237,0.0118972,0.0312029,0.0377412,0.0239914,0.0498597,0.0518261,0.0431753,0.0402055,0.0542532,0.0494989,0.00752754,0.0151186,0.0521539,0,0.0158156,0.0670966,0.0197771,0,0,0.0122595,0,0,0.032807,0.045565,0.0448289,0.0342827,0,0.0279778,0.0193623,0.0352915,0.0257973,0.0576293,0.0612845,0.0597636,0.0598545,0.0607335,0.0178787,0.0375886,0.0185165,0.0187522,0.0402608,0.0220153,0,0,0,0,0,0,0,0,0,0
131,0.0367118,0.0446646,0,0,0,0,0,0,0.023709,0,0.0274302,0.048616,0,0,0.0109879,0,0,0.031477,0.0399248,0.0485295,0.022013,0,0.0255348,0.0288273,0.0118888,0.0399764,0.042013,0.0217642,0.0492904,0.0509672,0.041539,0.0390839,0.0486295,0.0495081,0.00754453,0.015045,0.0520868,0,0.0154455,0.0674302,0.0192893,0,0,0.0125734,0,0,0.0327945,0.0462397,0.0454445,0.0329497,0.0207238,0.0269937,0.0186066,0.0354582,0.0246764,0.0569473,0.0615625,0.0605882,0.0606245,0.0612541,0.0166828,0.0379753,0.0179509,0.0179717,0.0405584,0.0216794,0,0,0,0,0,0,0,0,0,0
132,0.0366794,0.0445744,0,0,0,0,0,0,0.02288,0,0.0263548,0.0483518,0,0,0.0111308,0,0,0.0314736,0.040616,0.0465013,0.0209445,0.0572467,0.0256025,0.0285917,0.0127482,0.0338613,0.0377378,0.0227941,0.0509881,0.0528421,0.0439781,0.0413519,0.0527921,0.0493748,0.00754604,0.0151253,0.0520045,0,0.0152787,0.0665231,0.019756,0,0,0.0123343,0,0,0.0327557,0.0467382,0.0454757,0.0328362,0.0203799,0.0277866,0.0191677,0.035596,0.0241773,0.0569238,0.0618424,0.0609159,0.0608792,0.0614975,0.0169554,0.0376132,0.0183964,0.0185337,0.0403773,0.0220278,0,0,0,0,0,0,0,0,0,0
133,0.0366793,0.0446078,0,0,0,0,0,0,0.0232549,0,0.0257987,0.0486229,0,0,0.0110855,0,0,0.0314765,0.0403069,0.0459236,0.0208791,0.0568897,0.0259302,0.0286145,0.0134044,0.0346183,0.0375942,0.0227987,0.0511425,0.0531251,0.0441061,0.0414682,0.0507096,0.0493738,0.00755643,0.0151893,0.0519393,0,0.0155226,0.0664463,0.0197694,0,0,0.0122767,0,0,0.0327498,0.0468061,0.0457864,0.0327974,0.0204318,0.0278444,0.0191626,0.035772,0.0241096,0.0571151,0.0618347,0.0608664,0.0607667,0.0614063,0.0174197,0.0376754,0.0183083,0.0185464,0.0404214,0.021956,0,0,0,0,0,0,0,0,0,0
134,0.0367758,0.0445371,0,0,0,0,0,0,0.0237093,0,0.0250242,0.0489463,0,0,0.0112192,0,0,0.0315684,0.0397137,0.0444406,0.0205152,0.0565017,0.0260479,0.0289218,0.0137404,0.0353833,0.0375183,0.0232657,0.0510927,0.0534254,0.0441636,0.041206,0.0478173,0.0491727,0.00755527,0.0154106,0.0518808,0,0.0159552,0.066993,0.0197481,0,0,0.0119609,0,0,0.0329448,0.0469864,0.0459327,0.0325399,0.0206977,0.0276234,0.0190755,0.0362018,0.0239297,0.0575077,0.0617177,0.0606438,0.0605717,0.061235,0.0177945,0.0375977,0.0184442,0.0188324,0.0403387,0.0218576,0,0,0,0,0,0,0,0,0,0
135,0.0368436,0.044599,0,0,0,0,0,0,0.0248473,0,0.0243642,0.0493597,0,0,0.011197,0,0,0.0314336,0.0398144,0.0428624,0.0204166,0.0552735,0.026076,0.028714,0.0145047,0.0357056,0.0372481,0.0242804,0.0508731,0.0536504,0.0440727,0.0408003,0.0439391,0.0492901,0.00769389,0.0153028,0.0527232,0,0.0170087,0.0678882,0.0198352,0,0,0.012001,0,0,0.0330555,0.0460824,0.0462435,0.0332098,0,0.0279307,0.01919,0.0364147,0.0251616,0.0587303,0.0610489,0.0594206,0.0592858,0.0602282,0.0193922,0.0376402,0.018491,0.0189148,0.040441,0.0216418,0,0,0,0,0,0,0,0,0,0
136,0.0372953,0.0448931,0,0,0,0,0,0,0.0253926,0,0.0247283,0.0523003,0,0,0.0107532,0,0,0.0312442,0.0377416,0.0407182,0.0226913,0,0.0262507,0.0285449,0.0164914,0.0381153,0.0399761,0.0248805,0.0494715,0.0525319,0.0430685,0.0387647,0.0396722,0.0498129,0.00780814,0.0151205,0.0528738,0,0.01769,0.0685369,0.0194337,0,0,0.0126696,0,0,0.0328633,0.0459544,0.0466882,0.0330742,0,0.0269911,0.0181778,0.0366653,0.0252133,0.0591908,0.0607162,0.0590737,0.0590616,0.0600373,0.0193216,0.0385892,0.0175221,0.0178479,0.0410822,0.0207526,0,0,0,0,0,0,0,0,0,0
137,0.0369883,0.0445808,0,0,0,0,0,0,0.0285949,0,0.0232741,0.050224,0,0,0.0111732,0,0,0.031468,0.0378627,0.0400209,0.0199735,0.0498854,0.0262391,0.0289417,0.0158563,0.0354453,0.0365102,0.0245792,0.0503227,0.0537731,0.0437841,0.0400498,0.035204,0.0492175,0.00773417,0.0156444,0.0533559,0,0.0167042,0.0666905,0.0198369,0,0,0.0121534,0,0,0.0329423,0.0476356,0.04648,0.0319316,0.0203127,0.0280404,0.0191303,0.0367683,0.0232187,0.0582404,0.0618448,0.060761,0.0607299,0.0613439,0.0188757,0.0374048,0.0185996,0.0188802,0.0403793,0.0218645,0,0,0,0,0,0,0,0,0,0
138,0.037193,0.0446769,0,0,0,0,0,0,0.0290051,0,0.0231052,0.0513977,0,0,0.0109728,0,0,0.0312216,0.0371784,0.0378645,0.0206096,0.0472925,0.026296,0.0287311,0.0172997,0.0330265,0.036116,0.0255872,0.0503125,0.0538204,0.0442374,0.0401154,0.0329442,0.0495857,0.00783265,0.0153925,0.0536871,0,0.0169068,0.0662053,0.0198226,0,0,0.0122346,0,0,0.0326816,0.0478649,0.0465292,0.0317062,0.0197682,0.0280271,0.0189545,0.0368951,0.0228688,0.0579212,0.0619115,0.0609443,0.0608975,0.0614642,0.0194081,0.0376578,0.0183707,0.0186736,0.040566,0.0218347,0,0,0,0,0,0,0,0,0,0
139,0.0371291,0.044818,0,0,0,0,0,0,0.0316432,0,0.0229018,0.0525575,0,0,0.0118298,0,0,0.030176,0.0357148,0.0373394,0.0194062,0.0464424,0.0258876,0.0288089,0.017114,0.0311275,0.0356762,0.0265651,0.0501871,0.0537821,0.0442041,0.0401751,0.0283071,0.049682,0.00819728,0.0149182,0.063778,0,0.0196714,0.0656098,0.0207623,0,0,0.0118113,0,0,0.0330656,0.0469606,0.0443506,0.0323043,0.0219762,0.0290124,0.0194736,0.0355844,0.0256662,0.0574426,0.0614314,0.060524,0.058867,0.0601188,0.0295761,0.0376392,0.0180551,0.0182131,0.0407459,0.0215501,0,0,0,0,0,0,0,0,0,0
140,0.0370802,0.0448355,0,0,0,0,0,0,0.039978,0,0.0235005,0.0528862,0,0,0.0118125,0,0,0.0302133,0.035586,0.0374995,0.0189297,0.0461481,0.0257638,0.0286309,0.0169145,0.0315033,0.0355553,0.0274033,0.0495608,0.0535869,0.0434127,0.0400498,0.0176958,0.0497131,0.00819867,0.0149152,0.0646579,0,0.019579,0.0647051,0.0210037,0,0,0.0116427,0,0,0.0331895,0.0472833,0.0441489,0.032218,0.0211371,0.0295341,0.0198199,0.0356487,0.0254469,0.0572818,0.0615748,0.0608139,0.0589476,0.0601955,0.0305341,0.0374242,0.0182717,0.0185438,0.0407363,0.0216543,0,0,0,0,0,0,0,0,0,0
141,0.0374379,0.0450708,0,0,0,0,0,0,0.0429626,0,0.0251177,0.0550945,0,0,0.0115925,0,0,0.0300917,0.0345565,0.0373464,0.0215944,0.0474189,0.0259912,0.0284906,0.0186415,0.0311178,0,0.0282222,0.0478279,0.0516333,0.0419507,0.0386428,0.01469,0.050115,0.00829423,0.0146366,0.0650405,0,0.0198038,0.0646732,0.0207732,0,0,0.011898,0,0,0.0330267,0.047195,0.044062,0.0322243,0.0208642,0.0288996,0.0191115,0.0356952,0.0255248,0.057162,0.0615869,0.0609164,0.059018,0.0602013,0.0308052,0.038095,0.0176493,0.0179527,0.0412668,0.0210562,0,0,0,0,0,0,0,0,0,0
142,0.0375011,0.045197,0,0,0,0,0,0,0.0462516,0,0.0257368,0.0561883,0,0,0.0115933,0,0,0.0301285,0.0338367,0.0367647,0.0220699,0.0471324,0.0261173,0.0283557,0.0201293,0.0300542,0,0.0293447,0.0474706,0.0512311,0.0416021,0.0385491,0.0119749,0.050166,0.00828432,0.0145994,0.0662968,0,0.019803,0.0640029,0.020845,0,0,0.0118245,0,0,0.033,0.0474971,0.0436678,0.0318767,0.0205443,0.0290603,0.0191399,0.0360093,0.0253411,0.0572037,0.0617105,0.0611521,0.0591325,0.0602343,0.0319253,0.0380873,0.0177582,0.0179872,0.0414164,0.0212157,0,0,0,0,0,0,0,0,0,0
143,0.0375152,0.0453126,0,0,0,0,0,0,0.0494756,0,0.0264462,0.0570291,0,0,0.0115603,0,0,0.0301238,0.0331774,0.0365062,0.0223617,0.0468073,0.0261781,0.0282542,0.0215302,0.0293819,0,0.0302934,0.0471557,0.0509382,0.0413657,0.0385906,0.0104434,0.0501946,0.00821791,0.0146333,0.0675488,0,0.0198829,0.06341,0.0209088,0,0,0.0116949,0,0,0.0330071,0.0476126,0.0435125,0.0315544,0.0201128,0.0292684,0.0191827,0.0363385,0.025136,0.0572739,0.0617957,0.0613416,0.0592558,0.0602519,0.0327931,0.0379733,0.0178787,0.0180676,0.0414229,0.0212866,0,0,0,0,0,0,0,0,0,0
144,0.0374994,0.0453825,0,0,0,0,0,0,0.0516884,0,0.0270156,0.0577638,0,0,0.0114979,0,0,0.0300759,0.032663,0.0366331,0.0227204,0.0466684,0.0262277,0.02811,0.0226822,0.0290124,0,0.0307555,0.0471441,0.0507857,0.0413759,0.0387292,0.00991073,0.0502595,0.00815802,0.0146907,0.0686252,0,0.0200419,0.062987,0.0210215,0,0,0.0115787,0,0,0.0330878,0.0476706,0.043523,0.0312524,0.0196551,0.029369,0.019177,0.0367556,0.0249844,0.0573288,0.0618353,0.0614732,0.0593452,0.0602059,0.0337191,0.0378853,0.0179366,0.0181824,0.0413395,0.0213487,0,0,0,0,0,0,0,0,0,0
145,0.0375773,0.045355,0,0,0,0,0,0,0.0523933,0,0.0276757,0.0585287,0,0,0.0111912,0,0,0.0303641,0.0321613,0.0365993,0.0231615,0.0471038,0.0262443,0.0276037,0.0235063,0.0286372,0,0.0304807,0.0472107,0.0505716,0.0415227,0.0386424,0.00957359,0.050356,0.00808298,0.0152258,0.0696897,0,0.0202312,0.0627165,0.0211228,0,0,0.0114992,0,0,0.0332223,0.047796,0.0436699,0.0309038,0.0193224,0.0293298,0.0191218,0.0371545,0.0248099,0.0574766,0.0617654,0.0615299,0.0591513,0.0601112,0.0347141,0.037791,0.0179465,0.0182979,0.0412388,0.0215213,0,0,0,0,0,0,0,0,0,0
146,0.0375399,0.04536,0,0,0,0,0,0,0.0531837,0,0.0281215,0.0588001,0,0,0.0114342,0,0,0.030086,0.0320166,0.0364674,0.0233856,0.0473393,0.0262258,0.0277785,0.0240071,0.0285312,0,0.0300594,0.047366,0.0505622,0.0417146,0.0386293,0.00942704,0.0504727,0.00820507,0.0146739,0.070288,0,0.0203122,0.062568,0.0211837,0,0,0.0114295,0,0,0.0331872,0.0477734,0.0439212,0.0307632,0.0190305,0.0293014,0.0191249,0.0371818,0.0246887,0.0573969,0.0617404,0.0616588,0.0591591,0.0600498,0.0350667,0.0377544,0.0179039,0.0182006,0.0412163,0.0217735,0,0,0,0,0,0,0,0,0,0
147,0.0375478,0.0453487,0,0,0,0,0,0,0.0529021,0,0.0286024,0.0590684,0,0,0.0114238,0,0,0.0299484,0.0318065,0.0367082,0.0235182,0.047626,0.0261029,0.027623,0.0242403,0.0284189,0,0.0296314,0.0474776,0.0505684,0.0418887,0.0387048,0.00945616,0.0506908,0.00817078,0.0145006,0.0711678,0,0.0203969,0.0623964,0.0212722,0,0,0.0113912,0,0,0.0331047,0.0477099,0.0444243,0.0304352,0.0188335,0.0291975,0.0191152,0.0371281,0.0245363,0.0572405,0.0616882,0.0616241,0.0591621,0.0598881,0.035381,0.0377508,0.0178718,0.0181018,0.0411428,0.0219835,0,0,0,0,0,0,0,0,0,0
148,0.0375804,0.0453219,0,0,0,0,0,0,0.0509302,0,0.0287956,0.0591792,0,0,0.0115125,0,0,0.0299118,0.0312876,0.0382929,0.0233934,0.0476456,0.0259887,0.0275018,0.0238909,0.0275501,0,0.0291657,0.0474333,0.0506971,0.0418247,0.0384378,0.00843372,0.0508415,0.00802319,0.0145788,0.0720806,0,0.0204725,0.0624097,0.0214375,0,0,0.011556,0,0,0.0330758,0.0475147,0.0447776,0.0299872,0.0188877,0.0289785,0.019126,0.0368468,0.0247371,0.0569638,0.0616337,0.0616302,0.0591392,0.0597611,0.0364912,0.0376412,0.0177814,0.0179267,0.0410471,0.0221808,0,0,0,0,0,0,0,0,0,0
149,0.0375701,0.0453968,0,0,0,0,0,0,0.0501128,0,0.0290072,0.0594194,0,0,0.0114976,0,0,0.0299672,0.0309371,0.0369854,0.0236252,0.04785,0.0260294,0.0274076,0.0242771,0.0281543,0,0.0285538,0.0473896,0.050556,0.0419539,0.0386913,0.00952241,0.0508754,0.00792835,0.0145432,0.0715281,0,0.0202994,0.0620457,0.0213486,0,0,0.0116586,0,0,0.0329978,0.0476639,0.0459939,0.0294061,0.0190827,0.0288495,0.0189697,0.0370815,0.0244757,0.0568923,0.0613678,0.0614833,0.058819,0.0593994,0.0352892,0.0377908,0.0177361,0.0178884,0.0410019,0.0224938,0,0,0,0,0,0,0,0,0,0
150,0.0375149,0.0454974,0,0,0,0,0,0,0.0485822,0,0.0288155,0.0595252,0,0,0.0116337,0,0,0.0299559,0.0303312,0.0365316,0.023772,0.0478903,0.025834,0.0274647,0.0242022,0.0281575,0,0.0277067,0.0472521,0.0504246,0.0417169,0.0385642,0.00979566,0.0508679,0.00796511,0.0145437,0.0710723,0,0.0200395,0.061869,0.0212169,0,0,0.0117122,0,0,0.033053,0.0477603,0.0468717,0.0291725,0.0193743,0.0287633,0.0187086,0.0371666,0.0244468,0.0567804,0.0610951,0.0612919,0.0586271,0.0591304,0.0347663,0.0379463,0.0176667,0.0177543,0.0410216,0.0227603,0,0,0,0,0,0,0,0,0,0
151,0.0374395,0.0455845,0,0,0,0,0,0,0.0470006,0,0.0284779,0.0596722,0,0,0.0117245,0,0,0.0299662,0.0296501,0.0354987,0.0239222,0.0478914,0.0256555,0.0275789,0.0238545,0.0283584,0,0.0269102,0.0468751,0.0501327,0.0412946,0.0382637,0.0103247,0.0508276,0.007959,0.0145827,0.0700101,0,0.0198587,0.0616564,0.0210819,0,0,0.0118021,0,0,0.0330327,0.0479781,0.0477573,0.0289791,0.0198886,0.0286362,0.0184661,0.0372945,0.0243788,0.0566425,0.0608313,0.0609979,0.0584702,0.0588098,0.0341768,0.0381154,0.0175937,0.0175653,0.0411003,0.0229164,0,0,0,0,0,0,0,0,0,0
152,0.0373283,0.0456469,0,0,0,0,0,0,0.0462426,0,0.0279934,0.0597072,0,0,0.0117827,0,0,0.0300069,0.029154,0.0342304,0.0239631,0.0476302,0.0253983,0.0277523,0.0233963,0.0286149,0,0.026014,0.0465118,0.0498869,0.041025,0.0379175,0.0106883,0.0507336,0.0079301,0.0146214,0.0685901,0,0.0198598,0.0614253,0.0209339,0,0,0.0118109,0,0,0.0329993,0.0483498,0.0487873,0.0286917,0.0206152,0.0285436,0.0183051,0.0374191,0.0242673,0.0564543,0.060516,0.0605979,0.0581413,0.0585808,0.0333502,0.0383063,0.017525,0.0173511,0.0411724,0.0229788,0,0,0,0,0,0,0,0,0,0
153,0.0371272,0.0457519,0,0,0,0,0,0,0.0458465,0,0.0275161,0.0596621,0,0,0.0118174,0,0,0.0300914,0.0286435,0.0331885,0.0240108,0.0471493,0.0253139,0.0279539,0.0229276,0.028963,0,0.0248355,0.0462008,0.0495942,0.0408941,0.0376645,0.0110935,0.050615,0.00796092,0.0147072,0.0669367,0,0.019814,0.0612655,0.0207223,0,0,0.0117963,0,0,0.0330811,0.0488475,0.0498453,0.0284661,0.0214983,0.0284836,0.0182395,0.0375325,0.0240768,0.0563097,0.0601883,0.0600981,0.0578029,0.0584226,0.0323437,0.0384576,0.0174215,0.0172279,0.0412837,0.02297,0,0,0,0,0,0,0,0,0,0
154,0.0368533,0.0459171,0,0,0,0,0,0,0.0449376,0,0.0266521,0.0596579,0,0,0.011849,0,0,0.0302196,0.0271694,0.0322227,0.0242049,0.0466858,0.0254783,0.0281107,0.0225861,0.0297964,0,0.0236034,0.0458578,0.0490462,0.040911,0.0377987,0.0113047,0.0505099,0.00794458,0.0148611,0.0648902,0,0.0193416,0.0611272,0.0205068,0,0,0.0118247,0,0,0.0332977,0.0494099,0.0508083,0.0283875,0.022378,0.0284093,0.0182164,0.0377213,0.0238721,0.0561358,0.0598769,0.0595552,0.0575447,0.0581192,0.0312234,0.038661,0.0173377,0.0171635,0.0414314,0.0229058,0,0,0,0,0,0,0,0,0,0
155,0.0365941,0.0461361,0,0,0,0,0,0,0.0438296,0,0.0253814,0.059898,0,0,0.0118063,0,0,0.0303042,0.0276983,0.0308838,0.0244289,0.0465478,0.0258479,0.0283789,0.0220464,0.0305418,0,0.0225112,0.0454831,0.048311,0.0410542,0.0381866,0.0112361,0.0504296,0.00789954,0.0150422,0.0627453,0,0.0191349,0.0607109,0.0203349,0,0,0.0118517,0,0,0.0333928,0.0503201,0.0517191,0.028437,0.0231811,0.0285628,0.0182394,0.0379911,0.0236196,0.056058,0.0594727,0.0590112,0.0572576,0.0578306,0.0301531,0.0387998,0.0172896,0.0170705,0.041627,0.022988,0,0,0,0,0,0,0,0,0,0
156,0.0365833,0.0462931,0,0,0,0,0,0,0.042726,0,0.0238676,0.0600996,0,0,0.0114999,0,0,0.0305484,0.0267884,0.0293907,0.0247556,0.0467739,0.0262358,0.0284183,0.0217363,0.0311681,0,0.021853,0.0449955,0.0477327,0.0407945,0.0381006,0.0114934,0.0504034,0.00779825,0.0155377,0.060278,0,0.0194263,0.0599245,0.0202065,0,0,0.0113553,0,0,0.0334803,0.0513426,0.052523,0.0286943,0.0239644,0.0289007,0.017793,0.0381284,0.0233195,0.0556492,0.0590898,0.0585204,0.0570101,0.0579539,0.0288929,0.0390511,0.0172848,0.0171196,0.0418489,0.0233108,0,0,0,0,0,0,0,0,0,0
157,0.0366494,0.0463963,0,0,0,0,0,0,0.0417774,0,0.0232012,0.0602679,0,0,0.0115191,0,0,0.0306464,0.0246176,0.0285942,0.0249095,0.046865,0.026792,0.0288503,0.0217156,0.0310966,0,0.0216196,0.0447705,0.0477268,0.0399793,0.0373333,0.0122336,0.0502578,0.00778313,0.0156176,0.0569091,0,0.0195464,0.0590478,0.0200273,0,0,0.0107703,0,0,0.0334852,0.0521266,0.0530654,0.0291368,0.0247643,0.0292912,0.0172084,0.0382708,0.0231446,0.0554685,0.0587802,0.0580994,0.0569678,0.0580213,0.0275344,0.0393346,0.0173824,0.017206,0.0419965,0.0236712,0,0,0,0,0,0,0,0,0,0
158,0.0365613,0.0465412,0,0,0,0,0,0,0.0405417,0,0.0233621,0.0600361,0,0,0.0116272,0,0,0.0307657,0.0229489,0.0289008,0.0246869,0.0467828,0.0277914,0.0294689,0.0216077,0.0308951,0,0.0211199,0.0448024,0.0482288,0.0391814,0.0365369,0.0132949,0.0500115,0.0078116,0.0156764,0.0530946,0,0.0196877,0.0581157,0.0196726,0,0,0.010714,0,0,0.0333758,0.0528852,0.0538643,0.0297934,0.0256246,0.0299312,0.0169198,0.0383396,0.0228259,0.0555142,0.0585391,0.0576896,0.0571236,0.0582004,0.0264425,0.0396482,0.0171902,0.0169158,0.0420927,0.0238386,0,0,0,0,0,0,0,0,0,0
159,0.0363776,0.0465949,0,0,0,0,0,0,0.0388704,0,0.02412,0.0595069,0,0,0.0118631,0,0,0.0309651,0.0228747,0.0301267,0.0241998,0.0465033,0.0284321,0.030087,0.0213522,0.0311939,0,0.0205154,0.0450243,0.0490789,0.0387484,0.0362685,0.0149046,0.0496719,0.00772971,0.0160338,0.0490888,0,0.0200304,0.0573615,0.0193113,0,0,0.0108357,0,0,0.0334363,0.0537639,0.0547871,0.0303559,0.0263369,0.0306561,0.0166093,0.0388922,0.0224914,0.0562657,0.0582551,0.0571054,0.0570805,0.0584637,0.0262204,0.0398659,0.0170528,0.0166689,0.0420921,0.0238756,0,0,0,0,0,0,0,0,0,0
160,0.0361155,0.0466313,0,0,0,0,0,0,0.0371083,0,0.0252898,0.0585343,0,0,0.0121399,0,0,0.0311004,0.0242273,0.0318088,0.0235086,0.0460464,0.0289612,0.030765,0.0209119,0.0316944,0,0.0200547,0.0451793,0.0499811,0.0384366,0.0362332,0.0170374,0.049332,0.00765411,0.016338,0.0450197,0,0.0204789,0.0567767,0.0189863,0,0,0.0110122,0,0,0.033623,0.0547057,0.0555609,0.0309894,0.0267779,0.0314644,0.0163854,0.0394909,0.022326,0.0570526,0.0579878,0.0566524,0.0568264,0.0587905,0.0266719,0.0399993,0.0168756,0.0165268,0.0421618,0.0239011,0,0,0,0,0,0,0,0,0,0
