Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x70,x71,x72,x73,,x74
164,0.0335925,0.0475425,0,0,0,0,0,0,0.0213707,0,0.0252761,0.0529627,0,0,0.0139831,0,0,0.0329052,0.03412,0.0371355,0.0204482,0.0582826,0.0250036,0.0341442,0.0127981,0.0464246,0.0289191,0.0443953,0.0472492,0.0365989,0.0295819,0.0423301,0.0461444,0.00773104,0.0183344,0.0484867,0,0.0149663,0.0590059,0.0217849,0,0,0.0147152,0,0,0.0352177,0.0420945,0.0446257,0.0421441,0.0279179,0.0398164,0.0297009,0.0425288,0.0363156,0.0598613,0.059289,0.0599211,0.0612018,0.0139415,0.0299858,0.0183339,0.0226755,0.0418623,0.0142736,0,0,0,0,0,0,0,0,0,0,0
165,0.0334506,0.0475035,0,0,0,0,0,0,0.0201671,0,0.0252347,0.0529289,0,0,0.01401,0,0,0.0327247,0.0339824,0.0376557,0.0205502,0.0578023,0.024845,0.0339651,0.0128319,0.0465623,0.0296914,0.0450355,0.0477303,0.0373179,0.0303378,0.0443823,0.0463179,0.00777204,0.0178751,0.0486389,0,0.0152443,0.059062,0.0216901,0,0,0.0146482,0,0,0.0351677,0.0422823,0.0447613,0.0417756,0.0278809,0.0392839,0.0294706,0.0421192,0.0369256,0.0596109,0.0591043,0.0597193,0.0609227,0.0140212,0.0303106,0.0182824,0.0225047,0.0417315,0.0140896,0,0,0,0,0,0,0,0,0,0,0
166,0.033414,0.0474839,0,0,0,0,0,0,0.0193961,0,0.0249695,0.0529437,0,0,0.0138989,0,0,0.0324896,0.0339315,0.0378516,0.0206067,0.0571766,0.0247158,0.0336028,0.0130518,0.0470587,0.0305449,0.0454233,0.0481939,0.038123,0.0312158,0.0457454,0.046622,0.00780552,0.0174175,0.0487905,0,0.0154728,0.0592475,0.021681,0,0,0.0144145,0,0,0.0350512,0.0425346,0.0449906,0.0416543,0.0276758,0.0384839,0.0290595,0.0420394,0.037404,0.0593838,0.0588632,0.059568,0.0606409,0.0141453,0.0306499,0.0182511,0.022284,0.0416884,0.013951,0,0,0,0,0,0,0,0,0,0,0
167,0.0337131,0.0477113,0,0,0,0,0,0,0.0191428,0,0.0257123,0.0533792,0,0,0.0134723,0,0,0.0320006,0.0334265,0.0394506,0.0210778,0.0591748,0.0247556,0.0332248,0.0133162,0,0.0326622,0.0444354,0.0468197,0.0373453,0.0307093,0.0465211,0.0474177,0.00782696,0.0166474,0.0489497,0,0.0158425,0.0607259,0.021432,0,0,0.0138197,0,0,0.0345305,0.0425359,0.0454827,0.0410902,0.0281369,0.0368538,0.0273979,0.0426211,0.0380248,0.0587995,0.0581435,0.0590122,0.0600086,0.0142701,0.0317612,0.0176318,0.021323,0.0422276,0.0133497,0,0,0,0,0,0,0,0,0,0,0
168,0.0335019,0.0475431,0,0,0,0,0,0,0.0186305,0,0.0242002,0.0529485,0,0,0.0135255,0,0,0.0321663,0.0345324,0.0378417,0.0205585,0.0563412,0.0238263,0.0327791,0.0136178,0.0475408,0.0323932,0.0464738,0.0488495,0.0396638,0.0332552,0.047877,0.0472443,0.00784574,0.0167216,0.0490458,0,0.015469,0.059614,0.0216523,0,0,0.0136646,0,0,0.0347051,0.0432343,0.0450196,0.0411545,0.0284249,0.0368241,0.0282448,0.0422506,0.0377169,0.0591389,0.0584925,0.0592424,0.0602906,0.0141834,0.0310545,0.0183585,0.0221907,0.0416864,0.0138433,0,0,0,0,0,0,0,0,0,0,0
169,0.0335292,0.0475775,0,0,0,0,0,0,0.0185069,0,0.0239744,0.0529363,0,0,0.0134371,0,0,0.0320384,0.0352362,0.0378922,0.0203988,0.0559616,0.0233716,0.0324516,0.0138682,0.0479396,0.0330399,0.0471188,0.0492329,0.0401719,0.0340302,0.0487373,0.0474548,0.00777371,0.0165599,0.0490144,0,0.0154521,0.0598088,0.0216385,0,0,0.0134787,0,0,0.034653,0.0433758,0.0447726,0.0411675,0.0291885,0.0361632,0.027981,0.0425675,0.0374142,0.0592135,0.0585156,0.059079,0.0602278,0.0143037,0.0313061,0.018434,0.0222831,0.0416472,0.0138434,0,0,0,0,0,0,0,0,0,0,0
170,0.0335906,0.0475784,0,0,0,0,0,0,0.0185885,0,0.0238515,0.0529166,0,0,0.0133003,0,0,0.0319509,0.0361762,0.0379779,0.0201827,0.0556649,0.0231096,0.032038,0.0141624,0.0481386,0.033482,0.0474763,0.0495488,0.0404102,0.0343954,0.0494545,0.0476129,0.00777484,0.0165127,0.0487815,0,0.015523,0.0602244,0.021735,0,0,0.0133745,0,0,0.0346087,0.0431054,0.0445311,0.0412722,0.0284824,0.0357063,0.0277898,0.0428505,0.0371389,0.0592167,0.0584489,0.0588313,0.0601044,0.0145971,0.0313497,0.0185644,0.02243,0.0416035,0.0137819,0,0,0,0,0,0,0,0,0,0,0
171,0.0336869,0.0475263,0,0,0,0,0,0,0.0190018,0,0.0238482,0.0528547,0,0,0.0132269,0,0,0.0319238,0.0370899,0.0381411,0.0199039,0.0554489,0.0231046,0.0316917,0.0144819,0.047778,0.0338564,0.0475132,0.0497231,0.0404313,0.0344333,0.0502823,0.0476657,0.00777981,0.0165416,0.04903,0,0.015576,0.0606614,0.0218359,0,0,0.0133746,0,0,0.0345808,0.0427797,0.0444182,0.0413375,0.0279812,0.0354906,0.0276974,0.0429375,0.0368279,0.0591807,0.05837,0.0586772,0.0599794,0.0147897,0.0312436,0.0186263,0.0225463,0.0414737,0.0137357,0,0,0,0,0,0,0,0,0,0,0
172,0.0337952,0.0474995,0,0,0,0,0,0,0.0193592,0,0.0239805,0.0527619,0,0,0.0132175,0,0,0.0319753,0.0378061,0.0381211,0.01972,0.0553557,0.0232419,0.0314522,0.014613,0.0475471,0.0340872,0.0474256,0.0498631,0.0404796,0.0344468,0.0509822,0.0476429,0.0078084,0.0166551,0.0492219,0,0.0156946,0.061091,0.0219064,0,0,0.013424,0,0,0.0345572,0.0427941,0.0442757,0.0413068,0.0279433,0.035588,0.0276068,0.0430334,0.0364969,0.0592324,0.0583465,0.058575,0.0599201,0.0150343,0.0311085,0.0186639,0.0226264,0.041282,0.0136558,0,0,0,0,0,0,0,0,0,0,0
173,0.0339202,0.0474761,0,0,0,0,0,0,0.0191792,0,0.0239707,0.0527331,0,0,0.013202,0,0,0.0319887,0.0381817,0.0382687,0.0196437,0.0552351,0.0234604,0.0312479,0.0144377,0.0472993,0.0340201,0.0473627,0.0498446,0.0405269,0.0344931,0.0506424,0.0476021,0.0078238,0.0167599,0.0493099,0,0.0158637,0.061491,0.0221161,0,0,0.0135294,0,0,0.0345198,0.0429757,0.0441538,0.0411449,0.027931,0.0359165,0.0275415,0.0432781,0.0362502,0.0592652,0.058373,0.0584939,0.0598732,0.0153391,0.0310358,0.0186751,0.0227127,0.0411833,0.0135718,0,0,0,0,0,0,0,0,0,0,0
174,0.0339985,0.047482,0,0,0,0,0,0,0.0189186,0,0.0238444,0.0528023,0,0,0.013118,0,0,0.0318814,0.0383121,0.0385015,0.0195506,0.0551312,0.0237537,0.0310202,0.0139103,0.0473018,0.0332489,0.0473114,0.0498393,0.0405657,0.0346283,0.0495287,0.0476394,0.00783452,0.0167566,0.0489386,0,0.0161251,0.0618251,0.0225685,0,0,0.0134837,0,0,0.0345229,0.0430687,0.0440237,0.0409112,0.0278518,0.0358051,0.0274682,0.043568,0.0361024,0.0591632,0.0582645,0.058405,0.0597311,0.0158119,0.0309957,0.0186791,0.0227706,0.0412412,0.0134351,0,0,0,0,0,0,0,0,0,0,0
175,0.0344248,0.0476402,0,0,0,0,0,0,0.019137,0,0.0248586,0.0538195,0,0,0.0128021,0,0,0.0316284,0.037901,0.0402122,0.0209827,0.0575022,0.0244108,0.0309613,0.0134612,0,0.0328912,0.0459576,0.048063,0.0390471,0.0333998,0.0496553,0.0480637,0.0078685,0.0165175,0.0487223,0,0.0167442,0.0630307,0.022636,0,0,0.0132133,0,0,0.0342139,0.0426654,0.0442301,0.0404037,0.0281148,0.0352611,0.0260668,0.0442045,0.0364567,0.0586909,0.0577084,0.0579267,0.0591844,0.0159951,0.0318033,0.0180271,0.0219219,0.0418167,0.0128853,0,0,0,0,0,0,0,0,0,0,0
176,0.0344955,0.0476222,0,0,0,0,0,0,0.0193222,0,0.0246726,0.0539751,0,0,0.0128173,0,0,0.0316566,0.0382034,0.0406388,0.0210297,0.0574422,0.0247389,0.030931,0.0128662,0,0.0318622,0.0460017,0.0482121,0.0392091,0.0337178,0.0497263,0.0480411,0.00783553,0.0166267,0.0491502,0,0.0169648,0.0632191,0.0227294,0,0,0.0131219,0,0,0.0342238,0.0425041,0.0441455,0.0401012,0.0280336,0.0352898,0.0259573,0.0443118,0.0364431,0.0586709,0.0576545,0.057767,0.0590421,0.0159925,0.0318323,0.018133,0.0219719,0.0418869,0.0127884,0,0,0,0,0,0,0,0,0,0,0
177,0.0345939,0.0475768,0,0,0,0,0,0,0.0197717,0,0.0248768,0.0539438,0,0,0.0128288,0,0,0.0316809,0.0384455,0.0410956,0.0210959,0.0579279,0.0250651,0.030802,0.012421,0,0.031186,0.0457856,0.0483301,0.0393855,0.0340317,0.0505266,0.0479945,0.0078681,0.0166649,0.0493624,0,0.0172897,0.0634467,0.0226843,0,0,0.0130928,0,0,0.0343017,0.0424323,0.0440082,0.0399223,0.0281545,0.0350952,0.0259703,0.0444077,0.0364388,0.0586694,0.0575755,0.0575634,0.0588724,0.0158979,0.0318533,0.0181317,0.0220149,0.041948,0.012739,0,0,0,0,0,0,0,0,0,0,0
178,0.0346927,0.0475122,0,0,0,0,0,0,0.0202407,0,0.0249706,0.053969,0,0,0.0128202,0,0,0.0316132,0.03804,0.041498,0.021273,0.0575687,0.0254034,0.0306028,0.0118303,0,0.0302011,0.0460198,0.048513,0.0398114,0.034522,0.0510088,0.0479834,0.00789326,0.0165604,0.0500018,0,0.0175129,0.0637244,0.022688,0,0,0.0131009,0,0,0.0341845,0.0423493,0.0439601,0.0397765,0.0283599,0.0345977,0.0258704,0.0444577,0.0365325,0.0585564,0.0574163,0.0573569,0.0586325,0.0155778,0.0317795,0.0180778,0.0220189,0.0420027,0.012716,0,0,0,0,0,0,0,0,0,0,0
179,0.0347568,0.0474343,0,0,0,0,0,0,0.0206734,0,0.0247385,0.0540504,0,0,0.0127906,0,0,0.0315141,0.0377012,0.041991,0.0214748,0.0567276,0.0256907,0.0303837,0.0112136,0,0.0289979,0.0464986,0.0487209,0.0402621,0.0350756,0.0514223,0.0480619,0.00790334,0.0163646,0.0503511,0,0.0177214,0.0641904,0.0227398,0,0,0.0131074,0,0,0.0340453,0.0423032,0.0439974,0.0396021,0.0284158,0.0339159,0.0257567,0.0445215,0.0367359,0.0584123,0.0572582,0.0571559,0.0584525,0.0156102,0.0318187,0.0180379,0.0219551,0.0420249,0.0126718,0,0,0,0,0,0,0,0,0,0,0
180,0.0348367,0.0473861,0,0,0,0,0,0,0.0212585,0,0.0245377,0.0541533,0,0,0.0127697,0,0,0.0314645,0.0374753,0.0424524,0.0216874,0.0559842,0.0258553,0.0302108,0.0107113,0,0.0278337,0.0468371,0.0490261,0.0407627,0.0357943,0.0522096,0.0481685,0.00789549,0.0162059,0.0502604,0,0.018017,0.0647972,0.0227487,0,0,0.013081,0,0,0.0339422,0.0423419,0.0437713,0.0392613,0.028698,0.0338224,0.0256671,0.0447622,0.0368769,0.0583241,0.0571469,0.0570129,0.0584099,0.0158298,0.0319429,0.0179961,0.0218598,0.0420401,0.012609,0,0,0,0,0,0,0,0,0,0,0
181,0.0349864,0.0475353,0,0,0,0,0,0,0.0217752,0,0.0263433,0.0538627,0,0,0.0120676,0,0,0.0318018,0.0381792,0.0427639,0.0231145,0.0578782,0.0257818,0.0296764,0.0108987,0,0.0267222,0.0469672,0.0489853,0.0410586,0.0365616,0.0462585,0.0485481,0.00756654,0.0155634,0.048339,0,0.0174038,0.0670829,0.0222935,0,0,0.0136163,0,0,0.0335,0.0403924,0.0487404,0.0401789,0.0294803,0.033156,0.0254802,0.0454743,0,0.056697,0.0555944,0.0561104,0.0571274,0.015878,0.0321893,0.0178733,0.0217508,0.0422768,0.0122885,0,0,0,0,0,0,0,0,0,0,0
182,0.03508,0.0473499,0,0,0,0,0,0,0.0221329,0,0.0241768,0.0543931,0,0,0.0126125,0,0,0.0313158,0.0370383,0.0428876,0.0221743,0.0548468,0.0259675,0.0296848,0.0103458,0,0.0258791,0.0473499,0.0500281,0.0418773,0.0372496,0.0529452,0.0484667,0.00785788,0.0158767,0.049207,0,0.0189048,0.0661244,0.0228462,0,0,0.0130084,0,0,0.0337664,0.0419545,0.0435603,0.0386688,0.0289981,0.0326416,0.0254301,0.0453822,0.0366029,0.0581031,0.0567031,0.056738,0.0582818,0.0165657,0.0321969,0.017895,0.0216635,0.0419401,0.0125954,0,0,0,0,0,0,0,0,0,0,0
183,0.0351213,0.047336,0,0,0,0,0,0,0.0224107,0,0.0240502,0.054487,0,0,0.0125739,0,0,0.031199,0.0367869,0.0430908,0.0223855,0.0543255,0.0258847,0.029436,0.0104915,0,0.0251319,0.0478682,0.0504262,0.0423959,0.037909,0.052926,0.0486305,0.00784427,0.0157206,0.0501328,0,0.0191291,0.0665823,0.0228369,0,0,0.0128874,0,0,0.0337644,0.0417727,0.0437861,0.0384043,0.0289336,0.0318865,0.0250944,0.0456182,0.0365163,0.0579851,0.0567121,0.0566023,0.0581381,0.016628,0.0323769,0.0178599,0.0215746,0.0418401,0.0126087,0,0,0,0,0,0,0,0,0,0,0
184,0.0351333,0.0473241,0,0,0,0,0,0,0.0228159,0,0.0238607,0.0545993,0,0,0.0125425,0,0,0.0311564,0.0366124,0.0434494,0.0226112,0.0539413,0.025797,0.0292582,0.0108071,0,0.0244469,0.0484537,0.0507627,0.0427712,0.0384343,0.0522839,0.0487205,0.0078647,0.0156744,0.0516048,0,0.0193589,0.0668995,0.0227553,0,0,0.0127587,0,0,0.0336807,0.0419797,0.0441283,0.0381414,0.0288171,0.0318515,0.0247339,0.045569,0.0364491,0.0579358,0.0566548,0.0565053,0.0579316,0.0167796,0.0324195,0.0178691,0.0215209,0.0417041,0.0126521,0,0,0,0,0,0,0,0,0,0,0
185,0.0351506,0.0473325,0,0,0,0,0,0,0.0230432,0,0.0235074,0.0547642,0,0,0.0124582,0,0,0.0312036,0.0364465,0.0435927,0.0227848,0.0539399,0.0257213,0.029136,0.0112357,0,0.0239256,0.048791,0.0510305,0.0430706,0.0388038,0.0507715,0.0487507,0.00792612,0.0157114,0.0526703,0,0.0196794,0.0674501,0.0227568,0,0,0.0126926,0,0,0.0335275,0.0424267,0.0443686,0.0381076,0.0288431,0.0315996,0.0243432,0.0454195,0.0363668,0.0579455,0.0565717,0.0563263,0.0577294,0.0172921,0.032442,0.0179986,0.021498,0.0415972,0.0126345,0,0,0,0,0,0,0,0,0,0,0
186,0.0352296,0.047341,0,0,0,0,0,0,0.0231277,0,0.0229568,0.0549057,0,0,0.0123801,0,0,0.0312346,0.0363489,0.0429417,0.0229094,0.0544116,0.025637,0.0289958,0.0118079,0,0.0235344,0.048798,0.0512072,0.043162,0.0389246,0.0485895,0.048814,0.00795932,0.0156956,0.0534049,0,0.019989,0.0678309,0.0228371,0,0,0.0127103,0,0,0.033435,0.0426275,0.044481,0.0381112,0.028784,0.0312564,0.0241484,0.0450373,0.0362185,0.0579229,0.0565409,0.0562586,0.0575631,0.0177266,0.0324892,0.0180009,0.0214889,0.0415053,0.012637,0,0,0,0,0,0,0,0,0,0,0
187,0.0352022,0.047299,0,0,0,0,0,0,0.0234274,0,0.0223951,0.0551068,0,0,0.0123396,0,0,0.0312837,0.0362426,0.041919,0.0229425,0.0553633,0.0255596,0.0289203,0.0124051,0,0.0232446,0.0486736,0.0513961,0.0431379,0.0388997,0.0455156,0.0488334,0.00801208,0.015694,0.0539784,0,0.0202564,0.0681489,0.0228742,0,0,0.0127864,0,0,0.0334162,0.0427815,0.0444974,0.0378673,0.0286573,0.030943,0.0241164,0.0442578,0.0360141,0.0577617,0.056424,0.056282,0.0575189,0.0181751,0.0324615,0.0179932,0.0214857,0.0414111,0.0126502,0,0,0,0,0,0,0,0,0,0,0
188,0.034675,0.0471477,0,0,0,0,0,0,0.0248608,0,0.0213928,0.0539513,0,0,0.0124401,0,0,0.0314048,0.0369107,0.0401759,0.02078,0.0529845,0.0253179,0.0288688,0.0126666,0.039946,0.0229237,0.0499029,0.0529851,0.0442532,0.0398578,0.0420179,0.0485764,0.007916,0.015914,0.054647,0,0.0203342,0.0680671,0.0229362,0,0,0.013108,0,0,0.0336481,0.0431469,0.0443674,0.0377771,0.0283422,0.031392,0.0250662,0.0428838,0.0356369,0.0578207,0.0565375,0.0563315,0.057652,0.0186862,0.0317414,0.0184141,0.0222118,0.0410098,0.0128754,0,0,0,0,0,0,0,0,0,0,0
189,0.0348299,0.0471671,0,0,0,0,0,0,0.0273493,0,0.0213507,0.0543933,0,0,0.0123726,0,0,0.0313976,0.036564,0.0394192,0.0207119,0.0513879,0.0253516,0.0288805,0.01349,0.0398977,0.0226797,0.0498023,0.0528425,0.0440212,0.0393999,0.0361657,0.0486,0.00787265,0.0158899,0.0553131,0,0.0205837,0.0681687,0.022931,0,0,0.0131919,0,0,0.0335799,0.0433687,0.0443814,0.0375131,0.0282091,0.0313554,0.0249802,0.0424063,0.0356963,0.057832,0.056456,0.056245,0.0576547,0.0192887,0.0317364,0.0184227,0.0221943,0.041083,0.012882,0,0,0,0,0,0,0,0,0,0,0
190,0.0346045,0.047119,0,0,0,0,0,0,0.0307131,0,0.0212846,0.0547884,0,0,0.0123337,0,0,0.0314097,0.0363241,0.0387254,0.0208371,0.0510286,0.0252599,0.0288302,0.0144974,0.039796,0.022589,0.0495519,0.0527033,0.0437529,0.0391056,0.0299876,0.0486037,0.00776432,0.015899,0.0561044,0,0.0207784,0.0681211,0.0228852,0,0,0.0132644,0,0,0.0335907,0.0435145,0.044344,0.0373417,0.028054,0.0314343,0.0249409,0.0428674,0.0355707,0.0579693,0.0565491,0.0561812,0.0576655,0.0198779,0.0317246,0.0184405,0.0221566,0.0410984,0.012992,0,0,0,0,0,0,0,0,0,0,0
191,0.0347528,0.047134,0,0,0,0,0,0,0.03539,0,0.0214882,0.0549332,0,0,0.0121626,0,0,0.0311759,0.0370274,0.0381695,0.0207216,0.0515405,0.0245471,0.0282577,0.0157682,0.039889,0.0234315,0.0488698,0.0522517,0.0431453,0.0386858,0.0229441,0.0489642,0.00794457,0.0154508,0.062587,0,0.0218594,0.0696262,0.0232586,0,0,0.0132431,0,0,0.0336752,0.0408064,0.046999,0.03938,0.0304361,0.0319139,0.0251186,0.0443485,0,0.0563047,0.055112,0.0540921,0.0556205,0.0266832,0.0318016,0.018414,0.022125,0.0413171,0.0130106,0,0,0,0,0,0,0,0,0,0,0
192,0.0344975,0.0471117,0,0,0,0,0,0,0.0400939,0,0.021515,0.0559781,0,0,0.0123175,0,0,0.0314485,0.0356977,0.0374298,0.0209411,0.0514972,0.0248055,0.0287897,0.0158376,0.0397228,0.0240054,0.0485947,0.052271,0.0428975,0.0386827,0.0174335,0.0485178,0.00780031,0.015924,0.0581954,0,0.0209832,0.0673354,0.0229713,0,0,0.0132913,0,0,0.0338542,0.0441111,0.0442436,0.0368645,0.0278398,0.0316593,0.0250384,0.0448851,0.035017,0.0581887,0.0569153,0.0563695,0.0577045,0.0208353,0.031842,0.0183668,0.0222044,0.0411283,0.0132085,0,0,0,0,0,0,0,0,0,0,0
193,0.0345061,0.0471258,0,0,0,0,0,0,0.0457474,0,0.0217362,0.0567536,0,0,0.0122981,0,0,0.0314604,0.0353703,0.0367925,0.0210659,0.0510252,0.0246401,0.0287478,0.0165778,0.039998,0.0259209,0.0482131,0.0522142,0.0423677,0.0385241,0.0131315,0.0485145,0.00774553,0.0158921,0.0588889,0,0.0213043,0.0664951,0.022988,0,0,0.0131852,0,0,0.034009,0.0446397,0.0445049,0.0365759,0.0274435,0.0319213,0.0250524,0.0446316,0.0350317,0.058233,0.0570538,0.0565106,0.0577649,0.0214684,0.0321942,0.018341,0.0222442,0.0411991,0.0133002,0,0,0,0,0,0,0,0,0,0,0
194,0.0348751,0.0471564,0,0,0,0,0,0,0.0518217,0,0.0234525,0.058861,0,0,0.0121264,0,0,0.0314044,0.034302,0.0377196,0.0236007,0.0523715,0.0246408,0.0288962,0.0177474,0,0.0280791,0.0461804,0.0504378,0.0403141,0.0370985,0.0124436,0.0487298,0.00782455,0.0157689,0.0594497,0,0.0217658,0.0662164,0.0228914,0,0,0.0131767,0,0,0.0338623,0.0449151,0.0447208,0.0360011,0.0273479,0.0313797,0.0241873,0.0442061,0.0350329,0.0581912,0.0570149,0.0564692,0.0576975,0.0222022,0.0328721,0.017903,0.0216412,0.0415713,0.0131227,0,0,0,0,0,0,0,0,0,0,0
195,0.0348784,0.0471142,0,0,0,0,0,0,0.0565457,0,0.0240174,0.0596603,0,0,0.0121899,0,0,0.0314147,0.0336197,0.0372388,0.0239661,0.0514338,0.0245526,0.0290013,0.0187538,0,0.029756,0.0459351,0.0502927,0.0399564,0.0372166,0.0142316,0.0487396,0.00783979,0.0157686,0.0602826,0,0.0219661,0.0656076,0.0228438,0,0,0.0132641,0,0,0.0338527,0.0452716,0.0446713,0.0359,0.0271805,0.0314331,0.024131,0.0438186,0.0342506,0.0583523,0.0571874,0.0565271,0.0577367,0.0229931,0.0327962,0.0179687,0.0216883,0.0416142,0.0131836,0,0,0,0,0,0,0,0,0,0,0
196,0.0348605,0.0471239,0,0,0,0,0,0,0.0604442,0,0.0245198,0.0603942,0,0,0.0122654,0,0,0.0314472,0.0328399,0.0366259,0.0243373,0.0504204,0.0247241,0.029117,0.0196969,0,0.0307054,0.0458206,0.0500061,0.0396484,0.0373219,0.0169051,0.0486875,0.00781413,0.0158517,0.0607695,0,0.0222736,0.0650908,0.0227447,0,0,0.0131552,0,0,0.0336112,0.0457309,0.0447913,0.0358048,0.0270012,0.0315729,0.0239953,0.0436523,0.0339536,0.0584271,0.0573608,0.0565968,0.0577349,0.0233928,0.0327935,0.0179323,0.0217135,0.0416301,0.0131738,0,0,0,0,0,0,0,0,0,0,0
197,0.0348321,0.0472397,0,0,0,0,0,0,0.0630615,0,0.0249918,0.0610015,0,0,0.0122813,0,0,0.0314908,0.0321182,0.0360416,0.0248705,0.0495354,0.0248559,0.0292654,0.0205392,0,0.0311299,0.045778,0.0496762,0.0395311,0.0373671,0.0193015,0.0485673,0.00777122,0.0159658,0.0609054,0,0.0225792,0.0646586,0.0227364,0,0,0.0129611,0,0,0.0335569,0.0461655,0.0450023,0.0355848,0.0271805,0.0317667,0.0238206,0.0435557,0.033953,0.0584386,0.0575541,0.0566641,0.0578072,0.0234856,0.0328503,0.0178146,0.0215602,0.0416668,0.0131066,0,0,0,0,0,0,0,0,0,0,0
198,0.0342808,0.047383,0,0,0,0,0,0,0.063899,0,0.0242283,0.0604971,0,0,0.012389,0,0,0.0316101,0.0318471,0.0342434,0.0231586,0.0468732,0.0245874,0.0292387,0.0207923,0.041457,0.0308172,0.0474398,0.0509511,0.0411497,0.0386337,0.0200295,0.0482428,0.00763538,0.0161526,0.0614056,0,0.0225295,0.0636292,0.022804,0,0,0.0130374,0,0,0.0339094,0.0467192,0.0449557,0.0355048,0.0270126,0.0327419,0.0246126,0.0434215,0.0336035,0.0586629,0.0578899,0.0567672,0.0581252,0.0239058,0.0322322,0.0181222,0.0220501,0.0414756,0.0131812,0,0,0,0,0,0,0,0,0,0,0
199,0.0340858,0.0480358,0,0,0,0,0,0,0.063331,0,0.0260223,0.0620073,0,0,0.0122741,0,0,0.0316655,0.0312546,0.0356744,0.0264265,0.0485284,0.0247517,0.0294475,0.022194,0,0.0303975,0.0454743,0.0485034,0.0396846,0.0371351,0.0198911,0.0483479,0.00784916,0.0160931,0.0604235,0,0.0226181,0.0640098,0.0225017,0,0,0.013025,0,0,0.0337633,0.0461501,0.0453959,0.0355921,0.0272054,0.0320125,0.0233446,0.0431235,0.0341605,0.0585549,0.0579016,0.0565362,0.0578659,0.0229004,0.0329826,0.0175604,0.0212879,0.0423209,0.0125694,0,0,0,0,0,0,0,0,0,0,0
