Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x70,x71,x72,x73,,x74
All Timesteps RMSE,0.0349982,0.0480407,0,0,0,0,0,0,0.0452723,0,0.0242172,0.0556988,0,0,0.0126908,0,0,0.0331454,0.0322472,0.0364516,0.0214217,0.0506303,0.026541,0.0304252,0.0180978,0.0381079,0.0236289,0.0446815,0.0480231,0.0386805,0.0354282,0.0301023,0.0477775,0.00800299,0.0178106,0.0476087,0,0.0206648,0.0617116,0.0224385,0,0,0.0135058,0,0,0.034067,0.0464625,0.0501845,0.0382397,0.0320559,0.0364076,0.0261658,0.0471466,0.0379245,0.0595372,0.0576209,0.0597604,0.0628208,0.0359108,0.0314523,0.019003,0.0222006,0.0427048,0.0136908,0,0,0,0,0,0,0,0,0,0,0
0,0.0342917,0.0476327,0,0,0,0,0,0,0.0479394,0,0.0212804,0.0530536,0,0,0.015307,0,0,0.0352709,0.0241354,0.0316359,0.0193657,0.0471483,0.0291042,0.0315863,0.0220537,0.0344972,0.0190681,0.0435168,0.0472004,0.0390605,0.0374172,0.0119711,0.0438041,0.00812957,0.0226494,0.0263697,0,0.027416,0.0543556,0.0216184,0,0,0.0141987,0,0,0.0343944,0.0563677,0.0569192,0.0336216,0.0527218,0.0380257,0.0260852,0.0627275,0.0421053,0.0615824,0.0536557,0.0615726,0.0724118,0.0740386,0.0283998,0.0205791,0.0240794,0.0427695,0.0143892,0,0,0,0,0,0,0,0,0,0,0
1,0.0341925,0.047915,0,0,0,0,0,0,0.048388,0,0.0214181,0.0530169,0,0,0.0152285,0,0,0.0347877,0.0239745,0.0316864,0.0197557,0.0471737,0.0290684,0.0311213,0.0218031,0.0346888,0.0188626,0.0436675,0.0472071,0.0391861,0.0375399,0.0122429,0.0443332,0.00811199,0.0223623,0.0277189,0,0.030201,0.0547268,0.0217022,0,0,0.0142674,0,0,0.0342595,0.0531425,0.0628948,0.033993,0,0.038031,0.0259833,0.0634398,0.0463818,0.0593851,0.0499686,0.0591601,0.0709389,0.0707619,0.0283217,0.0207234,0.0242639,0.0431162,0.0141233,0,0,0,0,0,0,0,0,0,0,0
2,0.0343798,0.0479401,0,0,0,0,0,0,0.0485543,0,0.0216088,0.0525702,0,0,0.015035,0,0,0.0344824,0.0242378,0.0317202,0.0198265,0.0469942,0.0291078,0.0306427,0.0223613,0.034743,0.0186719,0.0436165,0.0471716,0.0392643,0.0376698,0.0121213,0.0447123,0.00793479,0.022105,0.0282491,0,0.0325067,0.0557306,0.0220409,0,0,0.0139972,0,0,0.0343397,0.0554815,0.064568,0.0352019,0,0.0383559,0.0260064,0.0634131,0.0429056,0.0546655,0.0476853,0.0579737,0.0683754,0.0736247,0.0283333,0.0207012,0.0243156,0.0433166,0.0139603,0,0,0,0,0,0,0,0,0,0,0
3,0.0344996,0.0479441,0,0,0,0,0,0,0.0487868,0,0.0216872,0.0524463,0,0,0.0148961,0,0,0.0343147,0.0241873,0.0318063,0.0198075,0.0468656,0.0292093,0.0303293,0.0225535,0.0346771,0.0186977,0.0435663,0.0470587,0.0393074,0.0378181,0.0122358,0.0449382,0.00792165,0.0219162,0.0281005,0,0.0322928,0.0561611,0.0222293,0,0,0.0137506,0,0,0.0343246,0.0553382,0.0647843,0.0354332,0,0.0386802,0.0260244,0.0622043,0.0419189,0.0540464,0.047599,0.0579044,0.068193,0.0722781,0.0283634,0.0208061,0.0243411,0.0433392,0.0139061,0,0,0,0,0,0,0,0,0,0,0
4,0.0347146,0.0479216,0,0,0,0,0,0,0.0490358,0,0.0217765,0.0524861,0,0,0.0146786,0,0,0.0341416,0.0242629,0.0318664,0.0198538,0.0467449,0.0291675,0.0299891,0.0226635,0.0346088,0.0187721,0.0435033,0.0469277,0.0392727,0.0379011,0.0123075,0.0451928,0.00802246,0.0216183,0.0277082,0,0.0318186,0.05653,0.0224346,0,0,0.0135412,0,0,0.0342744,0.0553447,0.0646269,0.03553,0,0.0389973,0.0260678,0.0607667,0.0409266,0.0541853,0.0478037,0.0579859,0.0680213,0.0712773,0.0284668,0.020869,0.0243829,0.0432961,0.0137793,0,0,0,0,0,0,0,0,0,0,0
5,0.0349558,0.0478329,0,0,0,0,0,0,0.0492754,0,0.0217928,0.0525633,0,0,0.014429,0,0,0.0338571,0.0244253,0.031743,0.0198981,0.0466694,0.029008,0.0296083,0.0225488,0.0344879,0.0188888,0.0435276,0.0469013,0.0391237,0.0378339,0.0123477,0.0455096,0.00793787,0.0212443,0.0279383,0,0.0313347,0.0566839,0.0226643,0,0,0.0132879,0,0,0.0342308,0.0552914,0.0642844,0.0357349,0,0.0392209,0.0260933,0.0589934,0.0400169,0.0544416,0.0482397,0.0583727,0.067892,0.0704712,0.0286411,0.0208274,0.0243719,0.0432013,0.0136106,0,0,0,0,0,0,0,0,0,0,0
6,0.0351746,0.0476978,0,0,0,0,0,0,0.0491391,0,0.0217926,0.0529203,0,0,0.0141834,0,0,0.0335861,0.0246811,0.0315025,0.0199195,0.046615,0.0287507,0.0292529,0.0217608,0.0344088,0.0190308,0.0434378,0.0470476,0.039098,0.0377749,0.0122264,0.0459293,0.00787477,0.02082,0.0287384,0,0.0309345,0.0567179,0.0228765,0,0,0.0130051,0,0,0.0341293,0.0550124,0.064361,0.0359397,0,0.0393002,0.0260721,0.0572498,0.0392983,0.0544736,0.0487196,0.0585263,0.0677323,0.0694525,0.0288457,0.0207667,0.0242284,0.0430302,0.0134465,0,0,0,0,0,0,0,0,0,0,0
7,0.035392,0.0476083,0,0,0,0,0,0,0.0489714,0,0.0218531,0.0532949,0,0,0.0140344,0,0,0.0333309,0.0249692,0.0314043,0.0199615,0.0464636,0.0284301,0.0289157,0.0204469,0.0344674,0.0188055,0.0434759,0.0471225,0.0391265,0.0378611,0.0122029,0.0463733,0.00784735,0.0203269,0.0291931,0,0.0305967,0.0568319,0.0230434,0,0,0.0127501,0,0,0.0340258,0.0545888,0.0643938,0.0361391,0,0.0393137,0.0259576,0.0556033,0.0387486,0.0545324,0.0494809,0.0584662,0.0675577,0.0686043,0.0291323,0.0207125,0.024028,0.0428649,0.0133066,0,0,0,0,0,0,0,0,0,0,0
8,0.0356054,0.0475835,0,0,0,0,0,0,0.0486179,0,0.022095,0.053675,0,0,0.0138649,0,0,0.0330948,0.0252079,0.0319918,0.0199983,0.0461973,0.028033,0.0286106,0.0198298,0.034664,0.0185861,0.043812,0.0471275,0.039197,0.0379893,0.0123532,0.0467591,0.00784526,0.0199047,0.0291888,0,0.0301746,0.0568767,0.0231563,0,0,0.0125056,0,0,0.0338759,0.0541221,0.0641407,0.0363398,0,0.0393331,0.0257913,0.0540916,0.0386471,0.0547894,0.0500773,0.0586851,0.0673094,0.0678428,0.0294837,0.0206571,0.0238242,0.0427548,0.0131951,0,0,0,0,0,0,0,0,0,0,0
9,0.0356232,0.0477354,0,0,0,0,0,0,0.0487217,0,0.0225461,0.0544508,0,0,0.0137348,0,0,0.0329689,0.0251231,0.03349,0.0200944,0.0460969,0.0274185,0.0281024,0.019831,0.0345972,0.0180399,0.0438856,0.0471482,0.0390893,0.0377164,0.0125929,0.0469457,0.00770169,0.0196109,0.0285571,0,0.026643,0.0565847,0.023551,0,0,0.0119539,0,0,0.0338493,0.0553816,0.0588766,0.0369408,0.0424587,0.0395852,0.0259271,0.0516416,0.034647,0.0576971,0.0539763,0.0612925,0.0689201,0.0696379,0.029926,0.0206095,0.0235546,0.0428115,0.0129707,0,0,0,0,0,0,0,0,0,0,0
10,0.0359484,0.0475945,0,0,0,0,0,0,0.0481536,0,0.0227152,0.0544561,0,0,0.0136251,0,0,0.0326441,0.0256217,0.0336266,0.020086,0.0460193,0.0270846,0.0279798,0.0202551,0.0344412,0.0183548,0.043864,0.0471689,0.0393307,0.0379853,0.0128839,0.0474773,0.00783065,0.0192308,0.0285528,0,0.026582,0.0570709,0.0234223,0,0,0.0120535,0,0,0.0335288,0.0547228,0.0592001,0.0370178,0.0423777,0.0394713,0.025561,0.050652,0.0350333,0.0580669,0.0542818,0.0624219,0.0696647,0.0686678,0.0301911,0.0206419,0.0232872,0.042705,0.0130114,0,0,0,0,0,0,0,0,0,0,0
11,0.0359785,0.0475878,0,0,0,0,0,0,0.0480783,0,0.0227808,0.0551032,0,0,0.0133873,0,0,0.0324601,0.0255604,0.0330784,0.0203857,0.0462172,0.0265946,0.0276647,0.0201337,0.0343995,0.0184064,0.043768,0.047207,0.0392286,0.037745,0.0126721,0.0479748,0.00785604,0.0187908,0.0295663,0,0.0281179,0.0571767,0.0234246,0,0,0.0120968,0,0,0.0333585,0.0523732,0.0633295,0.0371593,0,0.0393668,0.0255018,0.0505854,0.0404206,0.0570428,0.0522429,0.0614912,0.0690061,0.0646829,0.0304347,0.0204412,0.0229509,0.0427411,0.0129002,0,0,0,0,0,0,0,0,0,0,0
12,0.0355601,0.04747,0,0,0,0,0,0,0.0471736,0,0.0229098,0.0583718,0,0,0.0134502,0,0,0.0326193,0.0223191,0.033049,0.0216367,0.0467949,0.0263218,0.0277787,0.0177276,0.0346106,0.0175374,0.0433563,0.0466813,0.0387253,0.03724,0.0127409,0.0477472,0.00789864,0.0190846,0.0289828,0,0.0245347,0.05308,0.0232393,0,0,0.0121815,0,0,0.0335068,0,0.0580678,0.0347373,0.0400515,0.0391164,0.0259313,0.0491971,0.0314425,0.0595495,0.0569837,0.0648794,0.0713362,0.0663382,0.0302234,0.0206417,0.0232065,0.042403,0.0131029,0,0,0,0,0,0,0,0,0,0,0
13,0.0361757,0.0474789,0,0,0,0,0,0,0.0479142,0,0.0232037,0.0557077,0,0,0.0131158,0,0,0.0320238,0.0251648,0.0328399,0.0206311,0.0463624,0.0260886,0.0270929,0.0197442,0.0342207,0.0181341,0.0434203,0.0467999,0.0387385,0.0373636,0.0126055,0.0486087,0.00789661,0.0182453,0.028824,0,0.0237765,0.0576244,0.0237859,0,0,0.0119344,0,0,0.033398,0.0531339,0.0580451,0.0381279,0.0425225,0.039548,0.0256571,0.0484047,0.0366667,0.0597876,0.0564327,0.0643563,0.0712006,0.0656221,0.0309106,0.0203439,0.0224657,0.042829,0.0130197,0,0,0,0,0,0,0,0,0,0,0
14,0.0358353,0.0477676,0,0,0,0,0,0,0.0485097,0,0.0230981,0.055987,0,0,0.0127026,0,0,0.0321967,0.0250306,0.0333947,0.020825,0.0464205,0.0257198,0.0265387,0.0199787,0.0340377,0.0177968,0.0432243,0.0467632,0.0385359,0.0368614,0.0123499,0.0488881,0.00751143,0.017685,0.0291374,0,0.0222389,0.057972,0.023958,0,0,0.0117004,0,0,0.0337828,0.0525748,0.0576015,0.038983,0.0423064,0.0396857,0.0259351,0.0476429,0.0375534,0.0605771,0.0573748,0.0647122,0.0712338,0.0638576,0.0309874,0.0203056,0.0222564,0.0431701,0.0127552,0,0,0,0,0,0,0,0,0,0,0
15,0.0362754,0.0474424,0,0,0,0,0,0,0.0484812,0,0.0234509,0.0560339,0,0,0.0129121,0,0,0.0318092,0.0250137,0.0331222,0.0206836,0.0463278,0.0256859,0.0264138,0.0198484,0.0341363,0.0180815,0.0431092,0.0467262,0.0386882,0.0371776,0.0129695,0.0490964,0.00796343,0.0176148,0.0287985,0,0.0215955,0.0580027,0.0241163,0,0,0.0119938,0,0,0.0333187,0.052646,0.0570852,0.0389556,0.0422509,0.0398024,0.0259893,0.0471503,0.0380608,0.0611458,0.0582922,0.0654073,0.071499,0.061608,0.0311607,0.0204722,0.0225145,0.0430481,0.0131892,0,0,0,0,0,0,0,0,0,0,0
16,0.0363312,0.0474681,0,0,0,0,0,0,0.0483467,0,0.0235512,0.0563646,0,0,0.0127092,0,0,0.0317336,0.0248555,0.0330666,0.0208143,0.0463538,0.0255402,0.0261548,0.0197799,0.0342493,0.0180769,0.0429819,0.0466033,0.0383944,0.0370005,0.0130484,0.0492529,0.00785537,0.0173613,0.028754,0,0.0201873,0.0582615,0.0242401,0,0,0.0120743,0,0,0.0332807,0.0513458,0.0562719,0.0392674,0.0420958,0.0398704,0.0261953,0.046578,0.0386396,0.0618299,0.059299,0.0658185,0.071585,0.05893,0.0311057,0.020519,0.022524,0.0432037,0.0131918,0,0,0,0,0,0,0,0,0,0,0
17,0.0363915,0.0474799,0,0,0,0,0,0,0.048556,0,0.0238141,0.056677,0,0,0.0126293,0,0,0.0316322,0.0248915,0.0334494,0.020964,0.0464441,0.0254682,0.025905,0.0198177,0.0340227,0.0180365,0.0428095,0.0465771,0.0381405,0.0370307,0.0133769,0.0494091,0.00776747,0.0171562,0.0286949,0,0.0188557,0.0584799,0.02441,0,0,0.0121954,0,0,0.0332626,0.050209,0.0554776,0.0395646,0.0417087,0.0400151,0.0264433,0.0460144,0.0393369,0.0625647,0.060304,0.0661756,0.0714859,0.0557504,0.0310082,0.0205595,0.0225583,0.0432444,0.0131875,0,0,0,0,0,0,0,0,0,0,0
18,0.0363838,0.047506,0,0,0,0,0,0,0.0488148,0,0.0240486,0.0568303,0,0,0.0126393,0,0,0.0316217,0.0252135,0.0343309,0.0211612,0.0465424,0.0253329,0.025714,0.0200356,0.033733,0.0179041,0.0426497,0.0466389,0.0380567,0.0370716,0.013872,0.049572,0.00768859,0.0169408,0.0289594,0,0.0177369,0.0588409,0.0245023,0,0,0.0124017,0,0,0.0332919,0.0493662,0.0547739,0.0398381,0.0411055,0.0400823,0.0266567,0.0454223,0.0401967,0.0633224,0.0613262,0.0663793,0.0712526,0.0518164,0.0308032,0.0205223,0.0226294,0.0431876,0.0131061,0,0,0,0,0,0,0,0,0,0,0
19,0.0364297,0.0475934,0,0,0,0,0,0,0.0552944,0,0.0261316,0.0571556,0,0,0.0119891,0,0,0.0321589,0.025799,0.0338222,0.0222668,0.0480888,0.0251851,0.0254702,0.0205977,0.0345079,0.0162677,0.0414415,0.0460491,0.0362786,0.0348837,0.019908,0.0496264,0.00751598,0.0166076,0.029946,0,0.015481,0.0591236,0.0239142,0,0,0.0132437,0,0,0.0328533,0.0494514,0.0547134,0.0387339,0.037345,0.0392513,0.0263663,0.0449214,0.0387128,0.0634639,0.0625544,0.0664128,0.0702157,0.0537396,0.0309439,0.0204065,0.0226176,0.0432135,0.0129106,0,0,0,0,0,0,0,0,0,0,0
20,0.0365872,0.0475759,0,0,0,0,0,0,0.0559919,0,0.0263979,0.057696,0,0,0.011873,0,0,0.0322004,0.0261904,0.0336182,0.0222584,0.0484929,0.0247216,0.0250256,0.0204917,0.0345669,0.0162979,0.0414454,0.0459051,0.036095,0.0347701,0.0205469,0.0497085,0.00756508,0.0165422,0.02997,0,0.0147697,0.0596222,0.0241815,0,0,0.0134584,0,0,0.0330877,0.0486505,0.053486,0.0392782,0.0368385,0.039299,0.026839,0.0444927,0.0398431,0.0642639,0.0634685,0.0668378,0.0699407,0.0477863,0.0306838,0.0204462,0.0227809,0.0431663,0.0128741,0,0,0,0,0,0,0,0,0,0,0
21,0.0366502,0.0475871,0,0,0,0,0,0,0.0566059,0,0.0265798,0.0577182,0,0,0.0117729,0,0,0.0321724,0.0265651,0.0338644,0.022306,0.0486758,0.0245793,0.0247987,0.0204218,0.0344591,0.0164671,0.0414972,0.0459033,0.0358855,0.0347996,0.0211357,0.0498287,0.00757683,0.0164324,0.0313355,0,0.0142243,0.0600506,0.024318,0,0,0.013474,0,0,0.0331519,0.0481115,0.0527378,0.0396441,0.0361355,0.0393061,0.0270153,0.0440209,0.0404434,0.0648857,0.0641584,0.0670683,0.0694863,0.0416741,0.030638,0.0204671,0.0227425,0.0431237,0.012883,0,0,0,0,0,0,0,0,0,0,0
22,0.0366398,0.0475666,0,0,0,0,0,0,0.0570814,0,0.0267437,0.0576689,0,0,0.0116571,0,0,0.0321557,0.0269701,0.0343222,0.0223419,0.0486425,0.0244307,0.0246907,0.0203948,0.0342897,0.0167753,0.0413016,0.0460137,0.0357571,0.034896,0.0219061,0.0499481,0.00759427,0.016366,0.0338434,0,0.0137561,0.0603741,0.0244111,0,0,0.0134678,0,0,0.0331499,0.0478262,0.0521688,0.0398848,0.035754,0.03918,0.0270972,0.043559,0.0408405,0.0652819,0.0647287,0.0671585,0.0690907,0.0355957,0.0306265,0.0203973,0.0227438,0.043141,0.0128835,0,0,0,0,0,0,0,0,0,0,0
23,0.0370498,0.0476309,0,0,0,0,0,0,0.0585538,0,0.0270688,0.0570801,0,0,0.0114432,0,0,0.0317821,0.0289053,0.0339724,0.0221592,0.048567,0.0241066,0.0240316,0.0213242,0.0341909,0.0174306,0.0406559,0.0459785,0.0356799,0.0349056,0.0227707,0.0505942,0.00768545,0.0156451,0.0339289,0,0.0125389,0.062691,0.0249505,0,0,0.0133316,0,0,0.0330249,0.0459407,0.0464199,0.0423778,0.0362592,0.0396609,0.0271156,0.042297,0.0406424,0.0677339,0.0660759,0.0679014,0.070219,0.0306878,0.0309183,0.0201537,0.0225933,0.0434335,0.0130883,0,0,0,0,0,0,0,0,0,0,0
24,0.0370884,0.0476761,0,0,0,0,0,0,0.059596,0,0.0272657,0.0570418,0,0,0.011354,0,0,0.0317408,0.029796,0.033679,0.0220482,0.0485512,0.0237254,0.0238694,0.021474,0.0339955,0.0182635,0.0403162,0.046038,0.0356506,0.0348961,0.0237574,0.0506919,0.00775861,0.01551,0.0363872,0,0.0130958,0.063561,0.0250504,0,0,0.0132441,0,0,0.0329717,0.0456154,0.044947,0.0429107,0.0364865,0.0393426,0.0271913,0.0417792,0.0403527,0.0678335,0.066062,0.0674489,0.0696791,0.0258188,0.0309769,0.0202389,0.0226194,0.0433679,0.0131666,0,0,0,0,0,0,0,0,0,0,0
25,0.0366953,0.0476545,0,0,0,0,0,0,0.0595179,0,0.0273162,0.0580104,0,0,0.0113685,0,0,0.0321422,0.0289215,0.033853,0.022403,0.048591,0.0233911,0.0242471,0.0204535,0.0336797,0.0182702,0.040599,0.0461437,0.0356107,0.0348353,0.0242505,0.0502307,0.00768573,0.0161356,0.0436956,0,0.0137736,0.0620364,0.024598,0,0,0.0134487,0,0,0.0329708,0.0473281,0.0492547,0.0408032,0.0341028,0.0383004,0.0273295,0.0416975,0.0410458,0.0656067,0.065406,0.0663991,0.0675763,0.0187084,0.0307819,0.0203737,0.0227875,0.0429326,0.0130324,0,0,0,0,0,0,0,0,0,0,0
26,0.0370132,0.0477156,0,0,0,0,0,0,0.0603912,0,0.0276283,0.0573425,0,0,0.011214,0,0,0.0319068,0.0302257,0.0342767,0.0222482,0.0484205,0.0232332,0.0238779,0.0211924,0.0335675,0.0189083,0.0406741,0.0461238,0.0355639,0.0348816,0.0252864,0.050684,0.0077343,0.015652,0.0509341,0,0.0158758,0.0639361,0.0247693,0,0,0.0133451,0,0,0.0328579,0.0458982,0.0504349,0.0426851,0,0.0387362,0.0272933,0.0414353,0.0444843,0.0641793,0.0639518,0.0643285,0.0655492,0.0142766,0.031074,0.0201629,0.0225265,0.0430917,0.0132284,0,0,0,0,0,0,0,0,0,0,0
27,0.0367504,0.0476415,0,0,0,0,0,0,0.0611918,0,0.0275803,0.0576396,0,0,0.0112622,0,0,0.0321667,0.0301599,0.0343282,0.0222078,0.0481629,0.022881,0.0242234,0.0210518,0.0333709,0.0193195,0.0406171,0.0461353,0.0355604,0.0348865,0.0259103,0.0503145,0.00771868,0.0160523,0.0501268,0,0.0148494,0.0635315,0.0244416,0,0,0.0135032,0,0,0.0328659,0.047382,0.0477082,0.0415884,0.0309071,0.0381105,0.0272637,0.040874,0.040421,0.0653742,0.0651963,0.0657774,0.0667952,0.013491,0.0308919,0.020212,0.0225949,0.0428913,0.0130815,0,0,0,0,0,0,0,0,0,0,0
28,0.0370849,0.047675,0,0,0,0,0,0,0.0621496,0,0.0278825,0.0571432,0,0,0.0110734,0,0,0.0319448,0.0316098,0.0340365,0.0221548,0.0480371,0.0227101,0.0237627,0.0219074,0.0334977,0.0201364,0.0404712,0.0459117,0.035309,0.0347828,0.0265559,0.0507838,0.00782013,0.0155417,0.0550245,0,0.0168151,0.0655517,0.0248745,0,0,0.0134532,0,0,0.0327967,0.0458189,0.0477017,0.0439058,0,0.0387344,0.0273077,0.0409341,0.0427633,0.0641904,0.0635719,0.0639888,0.0651971,0.0139321,0.0310811,0.0200569,0.0224748,0.043147,0.01317,0,0,0,0,0,0,0,0,0,0,0
29,0.0367716,0.0476654,0,0,0,0,0,0,0.062673,0,0.027906,0.0573757,0,0,0.0110687,0,0,0.0323319,0.031254,0.0337012,0.0221419,0.0478096,0.0227336,0.0242388,0.0215727,0.0333388,0.0201434,0.0405967,0.0457706,0.0353686,0.0347608,0.026809,0.0502879,0.00781579,0.0161286,0.0544789,0,0.016088,0.0644701,0.0245055,0,0,0.0135306,0,0,0.0328824,0.0472487,0.0465613,0.0423236,0.0289739,0.038134,0.0271995,0.0404013,0.0394904,0.0651116,0.0647386,0.0653999,0.0663915,0.0130298,0.0308955,0.0201051,0.02257,0.0429983,0.0129536,0,0,0,0,0,0,0,0,0,0,0
30,0.0367074,0.0477515,0,0,0,0,0,0,0.0631607,0,0.0280527,0.0572696,0,0,0.0109841,0,0,0.0325414,0.0315182,0.0336998,0.0221104,0.0474691,0.022852,0.0244054,0.0217137,0.0332802,0.0202957,0.040741,0.0454589,0.0353576,0.0346447,0.0272345,0.0501615,0.00793101,0.0162409,0.0560114,0,0.0166069,0.0646057,0.0244604,0,0,0.0135887,0,0,0.0329155,0.0471648,0.0462507,0.0424275,0.0281514,0.0383249,0.027103,0.0401649,0.0391356,0.0649182,0.0645258,0.0652454,0.0661893,0.0134506,0.0309262,0.0200435,0.0224346,0.0430833,0.012865,0,0,0,0,0,0,0,0,0,0,0
31,0.0366206,0.0477908,0,0,0,0,0,0,0.0636421,0,0.0279429,0.0571974,0,0,0.0109589,0,0,0.0327386,0.0318067,0.0344023,0.0220348,0.0471845,0.0228208,0.0246366,0.0217912,0.0332019,0.020576,0.0407779,0.0453885,0.0353457,0.0344497,0.0279466,0.0500004,0.00801521,0.0164147,0.0571648,0,0.0169475,0.0647155,0.0243826,0,0,0.0136676,0,0,0.0329648,0.0471162,0.0459898,0.0425496,0.0274757,0.038538,0.0271056,0.0399973,0.0386863,0.0646657,0.0641944,0.0649899,0.0659365,0.0139489,0.030935,0.020064,0.0223409,0.0431232,0.0127502,0,0,0,0,0,0,0,0,0,0,0
32,0.0365327,0.0478458,0,0,0,0,0,0,0.0637945,0,0.0277082,0.0571231,0,0,0.0109381,0,0,0.0328848,0.0320391,0.0350339,0.0219123,0.0469145,0.0227598,0.0248553,0.021667,0.0331867,0.0208313,0.0407534,0.0450692,0.0352184,0.0341969,0.02851,0.049847,0.0081264,0.0166448,0.0579863,0,0.0169641,0.064629,0.0243101,0,0,0.0137608,0,0,0.0330808,0.0472077,0.0448835,0.0427891,0.0268868,0.0387136,0.0271483,0.0398274,0.0382468,0.0642058,0.0637156,0.0645211,0.0654384,0.0143233,0.030916,0.0201095,0.022319,0.0431751,0.0126028,0,0,0,0,0,0,0,0,0,0,0
33,0.03649,0.0479034,0,0,0,0,0,0,0.0636859,0,0.0277081,0.0571226,0,0,0.010884,0,0,0.0330293,0.0321467,0.0351248,0.0217885,0.046643,0.0227131,0.0250555,0.0213919,0.0332787,0.0207653,0.0406812,0.0449287,0.0350303,0.0337816,0.0288343,0.0496504,0.00823079,0.0168688,0.0583191,0,0.0168791,0.0646458,0.0242104,0,0,0.013849,0,0,0.0332069,0.0470385,0.0432149,0.0430112,0.0265357,0.0387244,0.0272482,0.0396793,0.037713,0.0635415,0.0631609,0.0638227,0.0647272,0.0149498,0.0309081,0.0199472,0.0222576,0.0432701,0.0124631,0,0,0,0,0,0,0,0,0,0,0
34,0.036495,0.0479503,0,0,0,0,0,0,0.0632538,0,0.0276878,0.0571694,0,0,0.0108266,0,0,0.0332195,0.0322037,0.0352721,0.0215835,0.0461652,0.0226964,0.025292,0.0213294,0.0334688,0.0203804,0.0406931,0.0446879,0.0348216,0.0332859,0.0289661,0.0494015,0.0083289,0.0171021,0.0581041,0,0.0166813,0.0647044,0.0241264,0,0,0.0139804,0,0,0.0332459,0.0464964,0.0415783,0.0431822,0.026402,0.0386224,0.0273495,0.0398356,0.0372157,0.0628152,0.0626045,0.0631021,0.0640418,0.0161585,0.0308644,0.0197796,0.0221865,0.0434087,0.012366,0,0,0,0,0,0,0,0,0,0,0
35,0.0365504,0.0479807,0,0,0,0,0,0,0.0629839,0,0.0274639,0.0572399,0,0,0.0107416,0,0,0.03347,0.0323353,0.0355725,0.021515,0.0456395,0.0227246,0.0255521,0.0210913,0.0336383,0.0200698,0.0404539,0.0443245,0.0345691,0.0326561,0.0291976,0.0491728,0.0084218,0.0174266,0.0573851,0,0.0159487,0.0646399,0.0240784,0,0,0.0141003,0,0,0.0332651,0.0454446,0.0398399,0.0432819,0.0263597,0.0387103,0.0275195,0.0404788,0.0370878,0.0622611,0.0619739,0.0628727,0.0638503,0.0165523,0.0308416,0.0197001,0.0221851,0.0435922,0.0123369,0,0,0,0,0,0,0,0,0,0,0
36,0.0366214,0.0480255,0,0,0,0,0,0,0.0626758,0,0.0269063,0.0572238,0,0,0.0106742,0,0,0.033635,0.032693,0.0361132,0.0215871,0.045653,0.0228427,0.0258548,0.020423,0.0338221,0.0197077,0.0401327,0.0438798,0.0342146,0.0318776,0.0295736,0.0490152,0.008483,0.0177141,0.056159,0,0.0144958,0.0645453,0.0240899,0,0,0.0142625,0,0,0.0333455,0.0442326,0.0380017,0.0432963,0.0267117,0.0390652,0.0278097,0.0416819,0.0372497,0.062207,0.0615433,0.0633222,0.0644322,0.0148886,0.0308111,0.0197248,0.0222442,0.0438792,0.0124727,0,0,0,0,0,0,0,0,0,0,0
37,0.0365848,0.0480184,0,0,0,0,0,0,0.060818,0,0.0262228,0.056963,0,0,0.0105309,0,0,0.033634,0.0331676,0.0367176,0.0217392,0.0464556,0.0231731,0.0261814,0.0197323,0.0342752,0.0190664,0.0399602,0.0434714,0.0337191,0.0310077,0.0294723,0.0489073,0.00845857,0.0178081,0.0542271,0,0.0131688,0.0645723,0.0240159,0,0,0.0145193,0,0,0.0335346,0.0433528,0.0368226,0.0433016,0.0277951,0.0395999,0.0281148,0.042557,0.0370612,0.0628914,0.0619602,0.0635224,0.064791,0.013071,0.0307105,0.0197834,0.0223448,0.0440058,0.012816,0,0,0,0,0,0,0,0,0,0,0
38,0.036271,0.0478952,0,0,0,0,0,0,0.0577427,0,0.0256391,0.0566071,0,0,0.0104253,0,0,0.0336039,0.0334279,0.0374805,0.0219484,0.0475798,0.0238196,0.0263951,0.0188899,0.0350306,0.0182872,0.0398263,0.0430611,0.0335093,0.0302621,0.0289143,0.0488641,0.00843112,0.0177292,0.0518392,0,0.0128769,0.0644674,0.0238041,0,0,0.0147933,0,0,0.0337665,0.0430059,0.0373691,0.0428337,0.0285992,0.0402967,0.0283789,0.0424546,0.0365318,0.0633765,0.0628448,0.0626915,0.0638792,0.0121926,0.0306022,0.0197747,0.0225425,0.0437499,0.0131325,0,0,0,0,0,0,0,0,0,0,0
