Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x71,x72,x73,x74,IMUR_M,x75
201,0.0319188,0.0516213,0,0,0,0,0,0.0501543,0,0.0254423,0.0593774,0,0,0.00990124,0,0,0.0328414,0.0342718,0.0359845,0.0231187,0.0515749,0.0261543,0.0293898,0.0261114,0.0212895,0.0386219,0.0329167,0.0489547,0.0515841,0.043749,0.0407771,0.00802411,0.0491895,0.00790257,0.0158007,0.0664271,0,0.0181236,0.0640816,0.0200961,0,0,0.0123008,0,0,0.0335344,0.0491814,0.0475495,0.0345018,0.0197931,0.0315607,0.0171525,0.0384163,0.0171444,0.0558206,0.0629911,0.0624728,0.0622391,0.0618252,0.0279058,0.0367489,0.0160682,0.0215795,0.0451022,0.0172581,0,0,0,0,0,0,0,0,0,0,0
202,0.0320236,0.0517737,0,0,0,0,0,0.0499642,0,0.0265093,0.0602877,0,0,0.00977717,0,0,0.0330094,0.033482,0.0387762,0.0253738,0.0517655,0.0264489,0.0296553,0.0260213,0.0222517,0,0.0337908,0.0480867,0.0508553,0.0437017,0.0406284,0.00658031,0.0491865,0.00780323,0.0157902,0.0657477,0,0.0185695,0.0650635,0.0197789,0,0,0.0126573,0,0,0.03341,0.0483787,0.0481991,0.0342704,0.0197857,0.0308146,0.0164701,0.0384662,0.0176802,0.0559409,0.0625579,0.0622471,0.0619749,0.0613886,0.027598,0.0372821,0.015479,0.0209526,0.0454666,0.0167558,0,0,0,0,0,0,0,0,0,0,0
203,0.0318089,0.0518812,0,0,0,0,0,0.04945,0,0.0269583,0.0606409,0,0,0.00971257,0,0,0.0332436,0.0325227,0.0398601,0.0257871,0.0508778,0.0264678,0.0298633,0.025861,0.0227791,0,0.0344207,0.0481162,0.0509876,0.0433794,0.0403859,0.00632722,0.0490149,0.00764524,0.0159222,0.0656852,0,0.018758,0.0651389,0.0196582,0,0,0.0127178,0,0,0.0334779,0.0480782,0.0486916,0.0339971,0.0195357,0.0306895,0.0164367,0.0386428,0.0183543,0.0559229,0.0623802,0.0622169,0.0618613,0.0611982,0.0279155,0.037202,0.015407,0.0208371,0.0456135,0.016434,0,0,0,0,0,0,0,0,0,0,0
204,0.0317734,0.0519097,0,0,0,0,0,0.0479711,0,0.0273111,0.0606129,0,0,0.00981567,0,0,0.0332511,0.0320792,0.0393506,0.0255578,0.0500102,0.0266053,0.0301289,0.0258676,0.0234092,0,0.0338816,0.0482403,0.050962,0.0420875,0.0395605,0.00772877,0.048963,0.00775865,0.0160918,0.065633,0,0.0189599,0.0651004,0.0196011,0,0,0.0128317,0,0,0.0334195,0.0477624,0.049253,0.0337185,0.0191628,0.0307472,0.0164133,0.03884,0.0186131,0.0559398,0.0620775,0.062034,0.0617134,0.0610065,0.0282683,0.0371837,0.0154192,0.0208333,0.0455796,0.0162435,0,0,0,0,0,0,0,0,0,0,0
205,0.0318597,0.0519339,0,0,0,0,0,0.0462202,0,0.0280893,0.0605192,0,0,0.00998631,0,0,0.0331165,0.0319543,0.0384362,0.0252829,0.0497366,0.0267839,0.030427,0.0260157,0.0244418,0,0.0330114,0.0478611,0.0503821,0.0413685,0.0389136,0.00997431,0.0489812,0.00798514,0.0161771,0.0654266,0,0.0192447,0.0651396,0.0195638,0,0,0.0128445,0,0,0.0333604,0.0474637,0.049905,0.033441,0.0189353,0.0308708,0.016293,0.0391023,0.0186272,0.0561127,0.0616437,0.0617668,0.061472,0.0606972,0.0284099,0.0373854,0.0153685,0.0207777,0.0455618,0.0165121,0,0,0,0,0,0,0,0,0,0,0
206,0.031871,0.0519799,0,0,0,0,0,0.04445,0,0.0286495,0.0604469,0,0,0.0101383,0,0,0.0330664,0.0318991,0.0383186,0.0251231,0.0493171,0.0269427,0.0306772,0.0261837,0.0253326,0,0.0320824,0.047392,0.0499494,0.0411778,0.0385425,0.0121357,0.048914,0.00811631,0.0163095,0.0651713,0,0.0195327,0.0652228,0.0194276,0,0,0.0128881,0,0,0.0332516,0.0473301,0.0505592,0.033145,0.0188204,0.0308773,0.0161236,0.039285,0.0184679,0.0561801,0.0610702,0.0614714,0.0612437,0.0604975,0.0285992,0.0376289,0.0153488,0.0207207,0.045618,0.016289,0,0,0,0,0,0,0,0,0,0,0
207,0.0317748,0.0520715,0,0,0,0,0,0.0433029,0,0.0285395,0.060393,0,0,0.010223,0,0,0.0332169,0.031549,0.0388565,0.0251892,0.0480627,0.026942,0.030974,0.0259695,0.0263567,0,0.0313935,0.0471675,0.0499467,0.0411049,0.0384682,0.013088,0.0487554,0.00807541,0.0164932,0.0648676,0,0.0198659,0.065399,0.0192046,0,0,0.0129353,0,0,0.033188,0.0471642,0.0513298,0.0329474,0.0186835,0.0307132,0.0159078,0.0393496,0.0185711,0.0561747,0.0607403,0.0610758,0.0608811,0.0603135,0.0287258,0.0377394,0.0153038,0.0205874,0.0457689,0.0161511,0,0,0,0,0,0,0,0,0,0,0
208,0.0316484,0.0522089,0,0,0,0,0,0.0417463,0,0.028347,0.0601366,0,0,0.0103363,0,0,0.0333534,0.0310679,0.0387203,0.0251986,0.0472415,0.02687,0.0313188,0.0257854,0.0280819,0,0.0313584,0.0468783,0.0497994,0.0407598,0.0383807,0.0138329,0.0485898,0.00801366,0.0166768,0.064329,0,0.0201747,0.065594,0.0190683,0,0,0.012921,0,0,0.0331653,0.0468098,0.0520159,0.0327799,0.018717,0.0306031,0.015694,0.0394963,0.0185769,0.0561178,0.0603629,0.0607282,0.0604908,0.0599806,0.0286474,0.0378537,0.015216,0.0204695,0.0459862,0.0162078,0,0,0,0,0,0,0,0,0,0,0
209,0.0315233,0.052371,0,0,0,0,0,0.0403576,0,0.0281501,0.0598005,0,0,0.0105048,0,0,0.0334586,0.0314637,0.0375331,0.0250643,0.0475983,0.0269158,0.0317477,0.0256079,0.0296652,0,0.0312515,0.0464254,0.0494425,0.0403752,0.0384212,0.0145687,0.0483494,0.00802795,0.0169097,0.0635966,0,0.0205481,0.065789,0.0188979,0,0,0.0128848,0,0,0.0331564,0.0462777,0.0527905,0.0325388,0.0187515,0.0304523,0.0155373,0.0396934,0.0186838,0.0562218,0.0600037,0.0603856,0.0600533,0.0595103,0.0284142,0.0379337,0.0151783,0.0203687,0.046201,0.0163011,0,0,0,0,0,0,0,0,0,0,0
210,0.0311031,0.0525245,0,0,0,0,0,0.0397023,0,0.0266001,0.0586571,0,0,0.0107301,0,0,0.0337971,0.0313911,0.0355574,0.0232316,0.0455602,0.0267355,0.0322055,0.0253639,0.0297904,0.0350573,0.0301625,0.0470787,0.0503853,0.0413138,0.0394122,0.0150622,0.0479833,0.00792598,0.0171681,0.0632421,0,0.0208502,0.0652922,0.0188067,0,0,0.0127154,0,0,0.0333133,0.0463087,0.0534195,0.0323955,0.0186937,0.0308482,0.0159331,0.0393126,0.0184141,0.0561609,0.0596258,0.0600394,0.0597245,0.0590686,0.0286119,0.0373674,0.0156066,0.0207973,0.0462205,0.0166324,0,0,0,0,0,0,0,0,0,0,0
211,0.031395,0.0527951,0,0,0,0,0,0.0392331,0,0.0262045,0.0595438,0,0,0.0108337,0,0,0.0337282,0.0306269,0.0348897,0.0251977,0.0464711,0.0269052,0.0327323,0.0254039,0.0318512,0,0.0291242,0.0451209,0.048515,0.0405277,0.03848,0.0155685,0.0480422,0.00808343,0.0173035,0.0619527,0,0.0215522,0.0658252,0.0184444,0,0,0.0129447,0,0,0.0330625,0.0461484,0.0542747,0.0326038,0.0189004,0.0302762,0.0151446,0.0392346,0.0185772,0.0561295,0.0590609,0.0594017,0.0592831,0.0584388,0.0282654,0.0381418,0.0150123,0.0200552,0.0468584,0.0164191,0,0,0,0,0,0,0,0,0,0,0
212,0.0310388,0.0530015,0,0,0,0,0,0.0390303,0,0.0234175,0.0587431,0,0,0.0110506,0,0,0.0340479,0.0305839,0.0325132,0.0236946,0.0451781,0.0266984,0.0332767,0.0254011,0.0313718,0.0331955,0.0284966,0.0460825,0.0497896,0.0419122,0.0395256,0.0155528,0.0477362,0.00790576,0.0175445,0.0614579,0,0.0218259,0.0653396,0.0182504,0,0,0.0127279,0,0,0.033223,0.046381,0.0548289,0.032477,0.0187556,0.0307992,0.015431,0.0392068,0.0182948,0.0558152,0.0589437,0.0590247,0.0590351,0.0582065,0.0286283,0.0377353,0.0153621,0.0203466,0.0469253,0.0167676,0,0,0,0,0,0,0,0,0,0,0
213,0.0309703,0.0532253,0,0,0,0,0,0.0395376,0,0.0214319,0.0590669,0,0,0.011143,0,0,0.0341047,0.0298068,0.0304934,0.0237511,0.0458409,0.0268429,0.0338424,0.025608,0.0311914,0.0323487,0.0282056,0.0460395,0.0496166,0.0413981,0.0393017,0.0149367,0.0476254,0.00780642,0.0176553,0.0602559,0,0.0221261,0.0650719,0.0180157,0,0,0.0127033,0,0,0.0332324,0.0464048,0.0553323,0.0324454,0.0190602,0.0308728,0.015248,0.039204,0.018274,0.055617,0.0587823,0.0586916,0.0587417,0.0578789,0.0285519,0.0381078,0.0152041,0.020129,0.0470196,0.0169546,0,0,0,0,0,0,0,0,0,0,0
214,0.0311908,0.0530179,0,0,0,0,0,0.0421433,0,0.021699,0.05953,0,0,0.0117218,0,0,0.0333383,0.0281104,0.0288386,0.0226904,0.0461394,0.0271616,0.0341515,0.0252401,0.030493,0.0310421,0.0274194,0.0460076,0.0492491,0.0404781,0.0382974,0.0122147,0.0476194,0.00847068,0.0180059,0.0684062,0,0.0233016,0.0644293,0.0185588,0,0,0.0123499,0,0,0.0331976,0.0450297,0.0530419,0.0327153,0.0227413,0.032059,0.0154944,0.0382561,0.0213492,0.0558536,0.0578654,0.0568478,0.0561819,0.0567726,0.0372012,0.0389367,0.0149299,0.0197618,0.046945,0.0172773,0,0,0,0,0,0,0,0,0,0,0
215,0.0309368,0.0528605,0,0,0,0,0,0.0428404,0,0.0216835,0.0597929,0,0,0.0117388,0,0,0.0335675,0.0267519,0.0285126,0.0223755,0.0457452,0.027366,0.0348333,0.0249777,0.0296155,0.0303466,0.0269365,0.0462308,0.0502012,0.0401103,0.0371532,0.0115996,0.0475013,0.00851904,0.0182109,0.0657411,0,0.0234003,0.0638634,0.018123,0,0,0.0124169,0,0,0.0332853,0.0451267,0.0535485,0.0323184,0.0234938,0.032304,0.0153933,0.0387223,0.0213045,0.055922,0.0579013,0.0567218,0.0559989,0.0570049,0.0357265,0.0393735,0.0147301,0.0193621,0.0469446,0.0172105,0,0,0,0,0,0,0,0,0,0,0
216,0.0307394,0.0526718,0,0,0,0,0,0.0427419,0,0.0223826,0.0597668,0,0,0.0116003,0,0,0.0336586,0.0264749,0.0293583,0.0215377,0.0448044,0.0272925,0.0351248,0.0243556,0.0291915,0.0302752,0.0265624,0.0464318,0.0512187,0.0398131,0.0365147,0.0116269,0.0476198,0.00859455,0.0182253,0.0643192,0,0.0244683,0.0642753,0.017858,0,0,0.012337,0,0,0.0334013,0.0435457,0.0555915,0.0330152,0.0262203,0.0329591,0.0150642,0.0382638,0,0.0568137,0.0573402,0.0556463,0.0547558,0.0562949,0.0368457,0.0397773,0.0144846,0.0190094,0.0470643,0.016851,0,0,0,0,0,0,0,0,0,0,0
217,0.0305607,0.052394,0,0,0,0,0,0.0414832,0,0.0234154,0.0586883,0,0,0.0116966,0,0,0.0341853,0.0267297,0.031114,0.0208596,0.0436254,0.0275762,0.0360911,0.0234156,0.0295976,0.0299278,0.02579,0.0465835,0.0518894,0.0395235,0.0372241,0.0130289,0.0471877,0.00868431,0.0190227,0.0584681,0,0.0240293,0.0632196,0.0173676,0,0,0.0120789,0,0,0.0335211,0.0454525,0.0551221,0.0322553,0.0244473,0.0333102,0.0141509,0.0387369,0.0212209,0.0568105,0.0576393,0.0560736,0.0555874,0.057286,0.0317122,0.0401839,0.0142792,0.0187409,0.0470806,0.0171099,0,0,0,0,0,0,0,0,0,0,0
218,0.0306546,0.0523392,0,0,0,0,0,0.0400992,0,0.0248223,0.0578297,0,0,0.0116363,0,0,0.0344099,0.0275818,0.0329167,0.020302,0.0425464,0.0272377,0.036519,0.023113,0.0299457,0.0293677,0.0254483,0.0462942,0.0515756,0.0390302,0.0374379,0.0149105,0.047088,0.00873004,0.0194491,0.0549456,0,0.0241158,0.0628748,0.0171395,0,0,0.0118785,0,0,0.0335963,0.0462003,0.0556846,0.0322436,0.0247226,0.0337604,0.0133502,0.0396447,0.0211188,0.0575894,0.0575101,0.0556972,0.055217,0.0573479,0.0302314,0.0405585,0.0140743,0.0184746,0.0471342,0.0172206,0,0,0,0,0,0,0,0,0,0,0
219,0.0307706,0.0524163,0,0,0,0,0,0.0396801,0,0.0255507,0.056962,0,0,0.011567,0,0,0.0345457,0.0284814,0.0340093,0.0199769,0.0419573,0.027072,0.0368111,0.0234348,0.0301617,0.0288712,0.0251608,0.0457878,0.0507854,0.0385182,0.037287,0.0159847,0.0470848,0.00877344,0.0197766,0.0516951,0,0.0237894,0.0623112,0.0170599,0,0,0.0118544,0,0,0.0336326,0.0475608,0.0557952,0.032239,0.025276,0.0340558,0.012811,0.0406008,0.0209997,0.0583343,0.0575148,0.0554072,0.0548909,0.0575169,0.0288225,0.0408909,0.0139427,0.0182953,0.0471015,0.017475,0,0,0,0,0,0,0,0,0,0,0
220,0.0307455,0.052466,0,0,0,0,0,0.0399802,0,0.0254177,0.0560488,0,0,0.0115048,0,0,0.0346946,0.0294799,0.0342419,0.0197473,0.0426023,0.027557,0.0370041,0.0238491,0.0299334,0.0286252,0.0247234,0.0453749,0.0500221,0.0376011,0.03727,0.0158728,0.0470383,0.00887003,0.0201681,0.0486747,0,0.0231779,0.0616006,0.0170561,0,0,0.0117833,0,0,0.0336917,0.0493396,0.0555287,0.0322147,0.0263424,0.0344369,0.0126644,0.0416395,0.0210313,0.0590271,0.0576488,0.0552105,0.0546364,0.0577947,0.0275406,0.0409646,0.0139971,0.0183638,0.046988,0.0178082,0,0,0,0,0,0,0,0,0,0,0
221,0.030561,0.0524585,0,0,0,0,0,0.0401141,0,0.0246379,0.0550599,0,0,0.0114883,0,0,0.0348194,0.0308399,0.0341835,0.0194749,0.0442518,0.0284888,0.0371907,0.0239664,0.0294364,0.0286951,0.0238782,0.0451906,0.0496616,0.0360623,0.0372392,0.0154996,0.0469348,0.00900277,0.020617,0.0456776,0,0.0224707,0.0609362,0.0171248,0,0,0.0116565,0,0,0.0337898,0.0511581,0.0551644,0.0322846,0.027581,0.0346921,0.0128751,0.0427558,0.0213275,0.0598608,0.0579181,0.055151,0.0544659,0.0580611,0.0265452,0.0406889,0.0141574,0.018596,0.0468918,0.0180811,0,0,0,0,0,0,0,0,0,0,0
222,0.0305952,0.0525369,0,0,0,0,0,0.0399894,0,0.0239765,0.0540718,0,0,0.0115197,0,0,0.0349001,0.0325168,0.03375,0.0193244,0.0460352,0.0287171,0.0372296,0.0237241,0.0291632,0.02898,0.0227912,0.0450273,0.0494548,0.0353314,0.0370416,0.0153831,0.0468382,0.00907289,0.0209909,0.0428729,0,0.0217166,0.0604449,0.0171909,0,0,0.0114764,0,0,0.0337788,0.0527129,0.0546986,0.0325259,0.0288858,0.0348342,0.013183,0.0437004,0.022042,0.0609273,0.0582643,0.0552033,0.0544942,0.0583785,0.0256355,0.0402899,0.0142921,0.0188639,0.0470008,0.0182148,0,0,0,0,0,0,0,0,0,0,0
223,0.0301962,0.0526672,0,0,0,0,0,0.039976,0,0.0234072,0.0531385,0,0,0.0116952,0,0,0.0350563,0.0333194,0.0334443,0.0194116,0.0478217,0.0293999,0.0372477,0.0235484,0.0293676,0.0291451,0.0219879,0.0448168,0.0491953,0.0373001,0.0367829,0.0154128,0.04662,0.00908693,0.0213007,0.0403543,0,0.020844,0.0602789,0.0173772,0,0,0.0111695,0,0,0.0337568,0.0538746,0.0539061,0.0328973,0.0302767,0.0346486,0.0135992,0.0449555,0.0231311,0.0619716,0.0586548,0.0553502,0.0546151,0.0587866,0.0249568,0.039913,0.0144507,0.019199,0.0471507,0.0183564,0,0,0,0,0,0,0,0,0,0,0
224,0.0294385,0.0531901,0,0,0,0,0,0.0392186,0,0.0228062,0.0523161,0,0,0.0119382,0,0,0.0351996,0.0333076,0.0332432,0.0196677,0.0499855,0.0304695,0.0371297,0.02377,0.0297294,0.028887,0.0216984,0.0447955,0.0487882,0.0385963,0.0368601,0.0159587,0.0463007,0.00905566,0.0215291,0.0382752,0,0.0196814,0.0604205,0.0182155,0,0,0.0109229,0,0,0.0338116,0.0546608,0.0525574,0.0335922,0.0318442,0.0342477,0.0138841,0.0451732,0.0244465,0.0632918,0.0590076,0.0554842,0.0545348,0.0590617,0.0250932,0.0395737,0.0146383,0.0196976,0.0475371,0.0182877,0,0,0,0,0,0,0,0,0,0,0
