Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x71,x72,x73,x74,IMUR_M,x75
38,0.0309748,0.0521659,0,0,0,0,0,0.0330809,0,0.0234348,0.0491168,0,0,0.0107637,0,0,0.0338273,0.0394601,0.041464,0.020787,0.0533477,0.0273337,0.0296215,0.0157003,0.0277163,0.037368,0,0.0464963,0.0484961,0.0400646,0.0358768,0.0282358,0.0474429,0.00788227,0.0170668,0.0620458,0,0.0178575,0.070035,0.0187505,0,0,0.011319,0,0,0.0333775,0.0453104,0.0458347,0.0360033,0.0249101,0.0310533,0.0180538,0.0356394,0.0187501,0.0567278,0.0612115,0.0592634,0.0612121,0.0606956,0.0206442,0.0363575,0.0183191,0.0223383,0.0465712,0.0150058,0,0,0,0,0,0,0,0,0,0,0
39,0.0310372,0.0521108,0,0,0,0,0,0.0355059,0,0.0228825,0.0496119,0,0,0.0107535,0,0,0.0337798,0.0389279,0.0408407,0.0206402,0.0524826,0.0272681,0.0296082,0.0164885,0.0269895,0.0371682,0,0.0464821,0.0484657,0.0397052,0.0360736,0.0249128,0.0475074,0.00786728,0.0171265,0.0616418,0,0.0179901,0.0698266,0.0188621,0,0,0.0112978,0,0,0.0334302,0.0450641,0.0458648,0.0358076,0.0250715,0.0310785,0.0178983,0.0357326,0.0188001,0.0566998,0.0612281,0.0592409,0.0612563,0.0605452,0.0205374,0.0364275,0.0185147,0.022363,0.0465308,0.0149728,0,0,0,0,0,0,0,0,0,0,0
40,0.0314951,0.0518461,0,0,0,0,0,0.0387573,0,0.0229848,0.0496578,0,0,0.0113347,0,0,0.0328725,0.0384678,0.040415,0.0193967,0.0515216,0.0274217,0.0295553,0.0170176,0.0259789,0.0367541,0,0.0466604,0.0487643,0.0388969,0.0365233,0.0205866,0.0478591,0.00843535,0.0172664,0.0716925,0,0.0224335,0.0699536,0.0197818,0,0,0.0108074,0,0,0.0333837,0.0439647,0.0436683,0.0366166,0.0271979,0.0320212,0.0177542,0.0340341,0.0219356,0.0566172,0.0600018,0.0575901,0.0586878,0.0587808,0.032553,0.0366632,0.0184766,0.0223664,0.0464037,0.0151138,0,0,0,0,0,0,0,0,0,0,0
41,0.0314608,0.0518299,0,0,0,0,0,0.0426799,0,0.0227973,0.0510742,0,0,0.0113514,0,0,0.0328099,0.0371164,0.0394491,0.0192959,0.051359,0.0270844,0.0292769,0.017307,0.0273003,0.0363696,0.0288189,0.046869,0.0493382,0.0391844,0.0367814,0.01642,0.047908,0.00846817,0.017185,0.0720872,0,0.0223644,0.068162,0.020072,0,0,0.0105364,0,0,0.0333914,0.0451372,0.0431732,0.0362835,0.0265326,0.0324939,0.0180966,0.0340798,0.0216889,0.0563007,0.0603847,0.0581689,0.0589857,0.059105,0.0329883,0.0364376,0.018717,0.0228013,0.0463387,0.0151606,0,0,0,0,0,0,0,0,0,0,0
42,0.0315375,0.051914,0,0,0,0,0,0.0459765,0,0.0232196,0.0516432,0,0,0.0113812,0,0,0.0327764,0.0367784,0.0383831,0.0194051,0.0509651,0.0270978,0.0292034,0.0179381,0.0273621,0.0361979,0.0290101,0.0466472,0.0494231,0.0395455,0.0370452,0.0139706,0.047899,0.00851343,0.0171714,0.0718874,0,0.0224639,0.0678806,0.0201458,0,0,0.0103747,0,0,0.0333408,0.0454218,0.0431121,0.0360681,0.0263849,0.03253,0.0180379,0.03428,0.021621,0.0563799,0.0602492,0.0581564,0.0590186,0.0590855,0.033021,0.0364904,0.0186563,0.0227564,0.0464242,0.0151055,0,0,0,0,0,0,0,0,0,0,0
43,0.0316221,0.0519496,0,0,0,0,0,0.0491578,0,0.0233193,0.0522242,0,0,0.0113583,0,0,0.0327223,0.0364468,0.0375967,0.0194894,0.0503903,0.0271726,0.0290985,0.0184236,0.0274414,0.0360888,0.0296695,0.0466055,0.049557,0.0398133,0.0369744,0.0125552,0.0479237,0.00842914,0.0171631,0.0716023,0,0.0225772,0.0676805,0.0202045,0,0,0.0103899,0,0,0.033278,0.0456459,0.0429838,0.0357764,0.0262638,0.0325769,0.0179138,0.0345051,0.021529,0.0564756,0.0601213,0.0580735,0.058975,0.0590122,0.0329286,0.0364911,0.0186726,0.0227169,0.046459,0.0150372,0,0,0,0,0,0,0,0,0,0,0
44,0.0316674,0.0519374,0,0,0,0,0,0.0518599,0,0.0231184,0.0527817,0,0,0.0113481,0,0,0.032698,0.0361843,0.0378113,0.0195808,0.0496117,0.0272,0.0289994,0.018874,0.0272563,0.0359416,0.0302645,0.0467616,0.0497997,0.0401309,0.0366377,0.0124084,0.0478975,0.00834956,0.017191,0.0715115,0,0.0226587,0.0674383,0.0202301,0,0,0.0104729,0,0,0.0332074,0.0458963,0.0431045,0.0354609,0.0261381,0.0326671,0.017747,0.034708,0.0216815,0.0565425,0.0602446,0.0581026,0.0589785,0.0589753,0.0329171,0.0364393,0.0186876,0.0227525,0.0464674,0.0149876,0,0,0,0,0,0,0,0,0,0,0
45,0.0317258,0.0518958,0,0,0,0,0,0.054262,0,0.0226714,0.0533214,0,0,0.0114041,0,0,0.0326885,0.0359465,0.0388105,0.0196708,0.0488124,0.0272515,0.0288591,0.0195109,0.0267863,0.0356519,0.0308516,0.0469372,0.0500816,0.0399649,0.0368405,0.0130222,0.0478422,0.00834392,0.0171679,0.0712517,0,0.0226717,0.0672626,0.0202584,0,0,0.0106312,0,0,0.033139,0.0461888,0.0434284,0.0352,0.0259347,0.032787,0.0176314,0.0348896,0.0215606,0.0565894,0.0603538,0.0582021,0.0589792,0.0589855,0.0331031,0.0363464,0.0186978,0.0228862,0.046458,0.0149971,0,0,0,0,0,0,0,0,0,0,0
46,0.031738,0.0519311,0,0,0,0,0,0.0560808,0,0.0223303,0.0539216,0,0,0.0114813,0,0,0.032651,0.0356795,0.0380715,0.0199401,0.0482692,0.0273032,0.0287277,0.0193644,0.0262206,0.0354749,0.0314836,0.0467655,0.0500391,0.0397833,0.0371897,0.0137648,0.0478457,0.0083687,0.0171164,0.0711298,0,0.0226727,0.0669605,0.0203389,0,0,0.0107382,0,0,0.033196,0.0463839,0.0437568,0.0349604,0.0257295,0.0328164,0.017684,0.0350162,0.0214449,0.0565124,0.0604047,0.058264,0.0589769,0.0589619,0.0332171,0.0363587,0.0188003,0.0229846,0.0464912,0.0149769,0,0,0,0,0,0,0,0,0,0,0
47,0.0316998,0.0520088,0,0,0,0,0,0.0571985,0,0.0222186,0.054431,0,0,0.0115186,0,0,0.0326054,0.0353884,0.0381293,0.0201443,0.0477701,0.0274046,0.0285732,0.0195084,0.0259919,0.0357989,0.0320638,0.0466871,0.0499291,0.039856,0.03742,0.014653,0.047855,0.00834818,0.0170603,0.0713766,0,0.0227207,0.0666902,0.0204955,0,0,0.0107904,0,0,0.033474,0.0464849,0.0439109,0.0346467,0.0255523,0.0328561,0.0178709,0.0350696,0.0213708,0.0565069,0.0604286,0.0583,0.0589623,0.0589691,0.0333822,0.0362954,0.0191139,0.0230922,0.0465611,0.0149339,0,0,0,0,0,0,0,0,0,0,0
48,0.0320867,0.052174,0,0,0,0,0,0.0568239,0,0.02351,0.0561179,0,0,0.0113164,0,0,0.032449,0.0347291,0.036689,0.0227563,0.0492469,0.0276926,0.0285387,0.0203364,0.0265834,0,0.0327088,0.0455644,0.0483822,0.0388646,0.036409,0.0138457,0.0480382,0.00841591,0.0168432,0.0715995,0,0.0229475,0.0671496,0.0203582,0,0,0.0110782,0,0,0.033375,0.0462968,0.0441886,0.0342337,0.025462,0.0319132,0.0171224,0.0350977,0.0217019,0.0565412,0.0602517,0.0581758,0.0588987,0.0588077,0.0333877,0.0368775,0.0186086,0.0223939,0.0469811,0.0144422,0,0,0,0,0,0,0,0,0,0,0
49,0.0317636,0.0520972,0,0,0,0,0,0.0571622,0,0.022754,0.0556674,0,0,0.0114151,0,0,0.0325234,0.0346894,0.0342595,0.021208,0.0477226,0.0276245,0.0283431,0.0205782,0.025024,0.036563,0.0329697,0.0472309,0.0498786,0.0400434,0.0375524,0.0133989,0.0477669,0.00835224,0.0168984,0.0724127,0,0.0228684,0.0662456,0.0205851,0,0,0.0109211,0,0,0.0334376,0.0467769,0.0441457,0.0340316,0.0250767,0.0325304,0.0178522,0.035176,0.0214742,0.0564688,0.0604742,0.0584234,0.0590838,0.0588879,0.0343513,0.0362366,0.01916,0.0231701,0.0467364,0.0148092,0,0,0,0,0,0,0,0,0,0,0
50,0.0320498,0.052245,0,0,0,0,0,0.0572585,0,0.0240977,0.0569326,0,0,0.0112716,0,0,0.0324494,0.0342361,0.0361492,0.0234879,0.0495148,0.0279603,0.0283295,0.0207078,0.0260658,0,0.0336893,0.0460047,0.0485701,0.038934,0.0367064,0.0139895,0.0479813,0.00838722,0.0166913,0.0719854,0,0.0230276,0.0667309,0.0204446,0,0,0.0111074,0,0,0.0332298,0.0464265,0.0445822,0.0338113,0.0250528,0.0317386,0.0172441,0.0351375,0.0216704,0.0565164,0.0603274,0.058343,0.0589258,0.0589647,0.0342227,0.0367469,0.018506,0.0226923,0.0470117,0.0144423,0,0,0,0,0,0,0,0,0,0,0
51,0.0316401,0.0522202,0,0,0,0,0,0.0576872,0,0.0233038,0.0562091,0,0,0.0114799,0,0,0.032522,0.0343016,0.0373389,0.021571,0.0479162,0.0278302,0.0281772,0.0206103,0.0248629,0.0357754,0.0337245,0.0473254,0.0502202,0.0404129,0.0380438,0.0147865,0.0477361,0.00832354,0.0167279,0.0720713,0,0.0228773,0.0658772,0.0207202,0,0,0.0109193,0,0,0.0334007,0.0466078,0.0445719,0.0336916,0.0247731,0.0325899,0.0180979,0.035267,0.0211353,0.0565104,0.0604813,0.0585691,0.0589088,0.0594617,0.0347114,0.036049,0.0191545,0.0234906,0.0467174,0.0148608,0,0,0,0,0,0,0,0,0,0,0
52,0.0315759,0.0522727,0,0,0,0,0,0.0577353,0,0.0234331,0.0563792,0,0,0.0114913,0,0,0.0324791,0.0341821,0.0371396,0.0218378,0.0480577,0.0279947,0.0281661,0.020833,0.0250451,0.034449,0.0334492,0.047018,0.0502743,0.0405484,0.0381938,0.0149888,0.047702,0.00829613,0.0166929,0.0716777,0,0.0227984,0.0657183,0.0207265,0,0,0.011017,0,0,0.0333994,0.0464433,0.0447572,0.0335803,0.0246388,0.0326168,0.0181397,0.0352899,0.0211675,0.0565131,0.0604531,0.0585937,0.0588502,0.0594951,0.0345987,0.0360256,0.0191474,0.0235317,0.0467993,0.0148883,0,0,0,0,0,0,0,0,0,0,0
53,0.0314645,0.0523403,0,0,0,0,0,0.0573713,0,0.0236577,0.0566676,0,0,0.0115315,0,0,0.0325068,0.0339543,0.0341994,0.0221294,0.0481114,0.0282325,0.028212,0.0206132,0.0250856,0.0345291,0.0333588,0.0462094,0.0502074,0.0405066,0.0382008,0.0139843,0.0475999,0.00827505,0.0167172,0.071358,0,0.0227113,0.0656304,0.0207037,0,0,0.0110949,0,0,0.0334457,0.0463811,0.044917,0.0333624,0.0245208,0.0326196,0.0182522,0.0353978,0.0212022,0.0565262,0.0603384,0.0585656,0.058805,0.059268,0.0342877,0.0359746,0.0192024,0.023544,0.0468866,0.0148508,0,0,0,0,0,0,0,0,0,0,0
54,0.0312752,0.0524088,0,0,0,0,0,0.0566563,0,0.0237157,0.056784,0,0,0.0116252,0,0,0.0326361,0.033797,0.0345386,0.0220837,0.0480313,0.0284627,0.0283248,0.020365,0.0249109,0.0351686,0.0333169,0.0460301,0.0502423,0.040723,0.0381845,0.0134348,0.0474182,0.00826478,0.0168544,0.0708598,0,0.0226525,0.0655863,0.0206924,0,0,0.0110903,0,0,0.0335301,0.0463719,0.0451624,0.0331462,0.0244543,0.0327279,0.0184079,0.0355549,0.0211613,0.0565599,0.0602057,0.058534,0.0586485,0.0590636,0.034073,0.03578,0.0193165,0.0236291,0.0469815,0.0149103,0,0,0,0,0,0,0,0,0,0,0
55,0.0311219,0.0524769,0,0,0,0,0,0.0556404,0,0.0239042,0.0566732,0,0,0.0117615,0,0,0.0327798,0.0337712,0.0369426,0.0219418,0.0480689,0.028646,0.0284644,0.0206443,0.0248382,0.0346039,0.0327611,0.0464467,0.0504083,0.0410195,0.0378387,0.0134291,0.0471127,0.00824897,0.0170125,0.0698327,0,0.022554,0.0655425,0.0206714,0,0,0.0111013,0,0,0.0335348,0.0462391,0.0453403,0.0331299,0.0244675,0.032944,0.018529,0.0356336,0.021119,0.0566841,0.0600873,0.0584713,0.0584452,0.0589302,0.0338739,0.0355719,0.0192958,0.0237693,0.0470748,0.0150248,0,0,0,0,0,0,0,0,0,0,0
56,0.0310636,0.0525704,0,0,0,0,0,0.0541402,0,0.0246649,0.0565742,0,0,0.0118732,0,0,0.0328963,0.0337576,0.0380006,0.0218365,0.0480407,0.0288437,0.0286497,0.0205565,0.0252524,0.0346286,0.0323784,0.0467529,0.0506109,0.0411393,0.0377225,0.013029,0.0468689,0.00817895,0.017136,0.0690807,0,0.0224485,0.0655089,0.0205745,0,0,0.0111606,0,0,0.0335624,0.0459508,0.0455445,0.0331274,0.0245244,0.0332842,0.0185357,0.0357079,0.0212174,0.0568276,0.0599611,0.0584221,0.0582971,0.0588358,0.0335354,0.0354035,0.0192915,0.0238929,0.0471935,0.0151747,0,0,0,0,0,0,0,0,0,0,0
57,0.0310343,0.0526938,0,0,0,0,0,0.0523537,0,0.0248115,0.0565889,0,0,0.0119988,0,0,0.0330054,0.0336477,0.0381213,0.0218595,0.0480548,0.0290729,0.0289148,0.0197831,0.0259824,0.0346044,0.0322617,0.0467648,0.0506236,0.041012,0.0375675,0.0125029,0.0466795,0.00816435,0.0172429,0.0687423,0,0.0223091,0.0654328,0.0204906,0,0,0.0112536,0,0,0.0335767,0.0457496,0.0459673,0.0331124,0.0246109,0.0334464,0.0184941,0.0357631,0.0214006,0.0568937,0.059841,0.0583556,0.0581811,0.0586862,0.0331742,0.0353728,0.019257,0.0239415,0.0473177,0.0153058,0,0,0,0,0,0,0,0,0,0,0
58,0.0309194,0.0528187,0,0,0,0,0,0.0503513,0,0.0251348,0.056591,0,0,0.0121579,0,0,0.033121,0.0334258,0.0383214,0.0218665,0.0479513,0.0293092,0.0292214,0.0193727,0.0267231,0.0344579,0.032018,0.0467802,0.050521,0.0408837,0.0374699,0.0122049,0.0465475,0.00819867,0.0173838,0.0682338,0,0.0221765,0.0653261,0.020408,0,0,0.0113366,0,0,0.0335508,0.0456903,0.0465197,0.0331548,0.02474,0.0334796,0.0184215,0.0359113,0.0215895,0.0569217,0.0596948,0.0582781,0.0580261,0.0585398,0.0329262,0.0353753,0.0191874,0.023913,0.0473621,0.0154843,0,0,0,0,0,0,0,0,0,0,0
59,0.0307672,0.0529613,0,0,0,0,0,0.0485456,0,0.0259593,0.0565139,0,0,0.0122689,0,0,0.0332413,0.0331591,0.0390161,0.0217109,0.0477268,0.0294944,0.029571,0.0193999,0.0274887,0.0344203,0.0315843,0.0468822,0.0504732,0.0409162,0.0374183,0.0122556,0.046443,0.00820985,0.0175537,0.0674125,0,0.0220444,0.0653817,0.0202973,0,0,0.011416,0,0,0.0335169,0.0455701,0.0470548,0.0330391,0.0249226,0.0335684,0.0182857,0.0360568,0.0215963,0.0569679,0.0596238,0.0581234,0.0578306,0.058358,0.032689,0.0353983,0.0191951,0.0238455,0.0472362,0.0157289,0,0,0,0,0,0,0,0,0,0,0
60,0.0306552,0.0531001,0,0,0,0,0,0.0466659,0,0.025465,0.0565042,0,0,0.012362,0,0,0.0333365,0.0327289,0.0398851,0.0215168,0.0474502,0.02962,0.0299451,0.0206048,0.0281494,0.0340707,0.0308435,0.0468643,0.0504283,0.0408984,0.0373543,0.0126565,0.0463199,0.00820928,0.0176574,0.0668395,0,0.0219228,0.0655432,0.0201577,0,0,0.0115047,0,0,0.0334892,0.0455704,0.0475926,0.0329981,0.0251177,0.0337071,0.0181202,0.0360775,0.0214851,0.0570734,0.0594783,0.0579559,0.0576052,0.0581143,0.0324933,0.0354052,0.0192887,0.0237828,0.0471227,0.0159749,0,0,0,0,0,0,0,0,0,0,0
61,0.0305544,0.0532045,0,0,0,0,0,0.0447611,0,0.0248602,0.0564265,0,0,0.0124657,0,0,0.0334914,0.032238,0.0389683,0.0213567,0.0472148,0.0295885,0.0303064,0.0210941,0.0286884,0.0347156,0.0297856,0.0467453,0.0503007,0.0406839,0.0372327,0.0131694,0.0462068,0.00822131,0.0177764,0.0666118,0,0.0217976,0.0656607,0.0200279,0,0,0.0115683,0,0,0.0334594,0.0456321,0.0481578,0.0326068,0.0253271,0.0336602,0.0179986,0.0363208,0.0214606,0.0571974,0.0593142,0.0578663,0.0573567,0.0578197,0.0323001,0.0354267,0.0192573,0.0237356,0.0471736,0.016227,0,0,0,0,0,0,0,0,0,0,0
62,0.0304602,0.0533084,0,0,0,0,0,0.0430555,0,0.0253448,0.0564023,0,0,0.0125571,0,0,0.0336529,0.03163,0.0366007,0.0213684,0.0471195,0.0295278,0.0307295,0.0211629,0.0291508,0.0349926,0.0290525,0.0464628,0.0500331,0.0403957,0.037042,0.0137825,0.0461563,0.00825841,0.0179049,0.0665765,0,0.0216868,0.0654972,0.0198848,0,0,0.0116282,0,0,0.0334062,0.0457242,0.0487214,0.0323662,0.0255245,0.0333234,0.0178785,0.0367938,0.0214391,0.0572123,0.0591714,0.0577801,0.0571246,0.0574909,0.0321355,0.035454,0.0190712,0.0236293,0.0472283,0.0164736,0,0,0,0,0,0,0,0,0,0,0
63,0.0304087,0.0534314,0,0,0,0,0,0.0419054,0,0.0266748,0.0564717,0,0,0.0126555,0,0,0.0337249,0.0309194,0.0341342,0.0215368,0.0469759,0.0294965,0.0311879,0.0213332,0.0294778,0.0345721,0.0284124,0.0462181,0.0496042,0.0402782,0.0369276,0.0144101,0.0461717,0.00829935,0.017981,0.0661669,0,0.0215865,0.0654722,0.0197259,0,0,0.0116951,0,0,0.0334093,0.0455248,0.0493234,0.0323078,0.0256697,0.0330873,0.0177543,0.0370486,0.0213003,0.0572345,0.0589551,0.0576249,0.0569584,0.0573402,0.0319522,0.0355161,0.0189715,0.023467,0.0473372,0.0166378,0,0,0,0,0,0,0,0,0,0,0
64,0.0303763,0.0535598,0,0,0,0,0,0.0415355,0,0.0262601,0.0566011,0,0,0.0127231,0,0,0.0337072,0.0303331,0.0316982,0.0219276,0.0469083,0.0294415,0.0317087,0.0216034,0.0297189,0.0339423,0.0279342,0.0458656,0.0489682,0.0402387,0.0368693,0.014768,0.0462128,0.00834902,0.0179976,0.0651441,0,0.0215174,0.0655978,0.0196153,0,0,0.0117453,0,0,0.0333672,0.0450388,0.050021,0.0319165,0.0257789,0.0328926,0.0176329,0.0371303,0.0211476,0.0572065,0.0587742,0.057478,0.0567952,0.0572243,0.0316007,0.0356139,0.0188926,0.0232809,0.0475356,0.016669,0,0,0,0,0,0,0,0,0,0,0
65,0.0303665,0.0536936,0,0,0,0,0,0.0424525,0,0.0237783,0.0568065,0,0,0.0127648,0,0,0.0336963,0.030037,0.0315013,0.0220117,0.0467076,0.0294341,0.0323002,0.0219266,0.0301243,0.0331854,0.0275645,0.0454206,0.0483617,0.0403893,0.0371078,0.014194,0.0462253,0.00836785,0.0180899,0.0637959,0,0.0212813,0.0655933,0.0195013,0,0,0.0118076,0,0,0.0333442,0.045476,0.0506632,0.0318101,0.02597,0.0327782,0.0175668,0.0371847,0.0211305,0.0572591,0.0586672,0.0573551,0.0566105,0.057146,0.0313232,0.0357106,0.018861,0.023094,0.0478272,0.0167351,0,0,0,0,0,0,0,0,0,0,0
66,0.0303808,0.0537765,0,0,0,0,0,0.0437403,0,0.021397,0.0573362,0,0,0.0127097,0,0,0.033751,0.029611,0.0313442,0.0220175,0.0464338,0.0295362,0.032907,0.0223395,0.0301031,0.0324358,0.027414,0.0449504,0.0481489,0.0402917,0.0371569,0.0131652,0.0462097,0.00843748,0.0182179,0.0622211,0,0.0209375,0.0652763,0.0192805,0,0,0.0119075,0,0,0.0332859,0.0456642,0.0512447,0.0319418,0.0262446,0.0327526,0.0174049,0.0373482,0.0212011,0.0572827,0.0586248,0.0572614,0.0565274,0.0573182,0.0307096,0.0359006,0.0186925,0.0228003,0.0480164,0.0167811,0,0,0,0,0,0,0,0,0,0,0
67,0.0302862,0.0537171,0,0,0,0,0,0.045029,0,0.0204178,0.0579329,0,0,0.0126966,0,0,0.0338667,0.0288289,0.0315119,0.021896,0.0459726,0.0296308,0.0335183,0.0225398,0.0297226,0.0321446,0.0272786,0.0448538,0.0486943,0.0399379,0.0370575,0.0121062,0.046178,0.00851711,0.0183233,0.0605514,0,0.0205536,0.0646746,0.0189138,0,0,0.0120296,0,0,0.0332525,0.0456272,0.0516479,0.0321333,0.0266019,0.032833,0.0171591,0.0376701,0.0212795,0.0572917,0.0585922,0.0571116,0.0564778,0.0575452,0.0295811,0.0362069,0.0183678,0.0223692,0.0479734,0.0167076,0,0,0,0,0,0,0,0,0,0,0
68,0.0301421,0.0535187,0,0,0,0,0,0.0452468,0,0.021086,0.0582126,0,0,0.0127795,0,0,0.0340107,0.0280335,0.0312389,0.0217393,0.0453096,0.0295423,0.0341025,0.0222724,0.0293268,0.0318006,0.0267453,0.0450026,0.0496517,0.0395634,0.0364645,0.0118056,0.046136,0.00860558,0.0184611,0.0581833,0,0.0204772,0.064127,0.0185307,0,0,0.0121607,0,0,0.033227,0.0456565,0.0519585,0.0321668,0.027004,0.0330641,0.016791,0.0380581,0.0213425,0.0574085,0.0583662,0.05688,0.0563438,0.0577343,0.0282342,0.0366068,0.0179601,0.0218362,0.0478126,0.0164881,0,0,0,0,0,0,0,0,0,0,0
69,0.030112,0.0533349,0,0,0,0,0,0.0443107,0,0.0221204,0.0580279,0,0,0.0129395,0,0,0.034176,0.0277038,0.0312516,0.0215536,0.0444226,0.0293627,0.0346418,0.0217324,0.0291501,0.0314517,0.0259995,0.0450963,0.0503654,0.0390098,0.0360915,0.0121796,0.0460916,0.00861459,0.0185915,0.0550608,0,0.0205747,0.0637146,0.018236,0,0,0.0122616,0,0,0.0332056,0.0459894,0.0526817,0.0319246,0.0272057,0.0334782,0.0163098,0.0383683,0.0212729,0.0575211,0.0580797,0.0566254,0.0562606,0.0578599,0.0273598,0.0370111,0.0175095,0.0212689,0.0477504,0.0162626,0,0,0,0,0,0,0,0,0,0,0
70,0.0301893,0.0532431,0,0,0,0,0,0.0432094,0,0.0230954,0.0576221,0,0,0.0130526,0,0,0.0343704,0.0280093,0.0329535,0.0212712,0.0435614,0.029147,0.0350397,0.021648,0.028974,0.0310403,0.0255305,0.0453086,0.0505907,0.0383941,0.0357074,0.0131622,0.0460042,0.0086249,0.0187203,0.0520304,0,0.0207433,0.0633105,0.0180394,0,0,0.0121687,0,0,0.0332736,0.0466355,0.053491,0.0314155,0.0273603,0.0339075,0.0158255,0.0386379,0.0212097,0.0577497,0.0578647,0.0562833,0.0562303,0.0578706,0.0270393,0.0373721,0.0172148,0.0208684,0.0478082,0.0161678,0,0,0,0,0,0,0,0,0,0,0
71,0.0302669,0.0532594,0,0,0,0,0,0.0427303,0,0.0238305,0.0571943,0,0,0.0131086,0,0,0.0344849,0.0285547,0.0331506,0.0210123,0.0434308,0.0290254,0.0352327,0.0214728,0.0288341,0.0308737,0.0249193,0.045281,0.0501617,0.037681,0.0350631,0.0140161,0.0459685,0.00868157,0.0188269,0.0492026,0,0.0209401,0.0627566,0.0179705,0,0,0.0120065,0,0,0.0333343,0.0474985,0.0541328,0.0309114,0.0275089,0.0341734,0.015516,0.0389407,0.02117,0.0580531,0.0577011,0.0559222,0.0563294,0.0579896,0.0266928,0.0376684,0.0169399,0.0206241,0.0478966,0.0163369,0,0,0,0,0,0,0,0,0,0,0
72,0.0305244,0.0534513,0,0,0,0,0,0.0444216,0,0.0255674,0.0580982,0,0,0.0129332,0,0,0.0344272,0.0283353,0.0351763,0.0232522,0,0.0292985,0.0352883,0.0204047,0.0313388,0.0332618,0.0236825,0.0424892,0.0477091,0.0354024,0.0330991,0.0131747,0.0462181,0.00870848,0.0188249,0.0463392,0,0.0212508,0.0623508,0.0177361,0,0,0.0121639,0,0,0.0333093,0.048747,0.0548885,0.0310832,0.0275524,0.0336455,0.014702,0.0395016,0.0211295,0.0585188,0.0574553,0.0554907,0.0562688,0.0582127,0.0267945,0.0384567,0.0163728,0.0199145,0.0482243,0.0163652,0,0,0,0,0,0,0,0,0,0,0
73,0.0300569,0.0533204,0,0,0,0,0,0.0421919,0,0.0237872,0.0559044,0,0,0.0130387,0,0,0.0345452,0.029948,0.0356779,0.020081,0.0456071,0.0290026,0.0350391,0.0205399,0.028403,0.0312829,0.023501,0.0450464,0.0490961,0.0371125,0.0347328,0.0148339,0.0460353,0.00871154,0.0190009,0.0431217,0,0.0209696,0.0612375,0.018224,0,0,0.0118712,0,0,0.0335636,0.0498793,0.0552726,0.0316228,0.027486,0.034519,0.015688,0.0399757,0.0208333,0.0588778,0.0577022,0.0555531,0.0565322,0.0590154,0.0272079,0.0377955,0.0170434,0.0206928,0.0478374,0.0171354,0,0,0,0,0,0,0,0,0,0,0
74,0.0299715,0.0533392,0,0,0,0,0,0.0419423,0,0.0232959,0.0550243,0,0,0.01296,0,0,0.0345557,0.0306492,0.0363385,0.0197924,0.0470357,0.0290176,0.0348705,0.0203667,0.0280266,0.0315633,0.0227696,0.0450905,0.048738,0.0368582,0.0345783,0.0148776,0.0459916,0.00869376,0.019059,0.0403539,0,0.0207162,0.0607225,0.018393,0,0,0.0117418,0,0,0.0336173,0.0512899,0.0552606,0.0317497,0.0277928,0.0345212,0.0160586,0.0407608,0.0207685,0.0593412,0.0577614,0.0553629,0.0564663,0.0595807,0.0280726,0.0375963,0.0173268,0.0209045,0.0478556,0.017341,0,0,0,0,0,0,0,0,0,0,0
75,0.029949,0.0534036,0,0,0,0,0,0.0416004,0,0.02292,0.0540752,0,0,0.0129533,0,0,0.0346043,0.0310719,0.0362204,0.0197803,0.0481519,0.0292306,0.0348124,0.0203255,0.0277938,0.0316058,0.0222594,0.0445466,0.0485102,0.0367688,0.0344164,0.015026,0.0458987,0.0086806,0.0191702,0.0376163,0,0.0203769,0.0604825,0.018535,0,0,0.0115092,0,0,0.0336493,0.0527041,0.0547765,0.0317328,0.0285274,0.034514,0.0164834,0.0417948,0.0209796,0.0600328,0.0578263,0.0551469,0.0564214,0.0599839,0.0292734,0.0373577,0.017571,0.0212435,0.0479266,0.0174535,0,0,0,0,0,0,0,0,0,0,0
76,0.0299773,0.0534791,0,0,0,0,0,0.0410365,0,0.0228915,0.0531012,0,0,0.0130973,0,0,0.0347246,0.0308893,0.036351,0.0200073,0.0483792,0.0297849,0.0349425,0.0208974,0.0283214,0.0314132,0.0219578,0.0442412,0.0483494,0.0368329,0.0344036,0.0153574,0.0456895,0.00867981,0.0193781,0.0350407,0,0.0200494,0.0604248,0.0185973,0,0,0.01129,0,0,0.033655,0.0542793,0.0544829,0.0321141,0.0296119,0.0345747,0.0168847,0.0430856,0.0214452,0.0610583,0.0580511,0.0550495,0.056487,0.060326,0.0310084,0.0371113,0.0177599,0.021591,0.0481536,0.0176387,0,0,0,0,0,0,0,0,0,0,0
