Timestep,C7,CLAV,IMUL_L,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,x76,IMUL_R,IMUL_M,IMUR_M,
86,0.0357759,0.0488571,0,0,0,0.0354437,0,0.0203973,0.0572853,0,0,0.0125069,0,0,0.0333626,0.0279604,0.0298052,0.0213408,0.0423553,0.0274023,0.0330076,0.0222026,0.0315795,0.0297164,0.0248052,0.0449787,0.0468376,0.0397799,0.0366176,0.0226488,0.0468314,0.00838492,0.0183401,0.0570872,0,0.0187634,0.0616535,0.0177034,0,0,0.0121181,0,0,0.0324687,0.0513015,0.0501345,0.0303456,0.0241002,0.030869,0.020559,0.0331551,0.0151027,0.0500084,0.0499031,0.0602459,0.0598566,0.0584899,0.0592,0.0231828,0.0374781,0.015896,0.0200186,0.0455131,0.0258413,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,0.0359818,0.0487792,0,0,0,0.0353697,0,0.0200697,0.0576977,0,0,0.0121274,0,0,0.033783,0.0269417,0.0299687,0.0214096,0.0427684,0.027841,0.0332048,0.0227183,0.0315015,0.0289972,0.0240366,0.0449064,0.0469173,0.0399474,0.0370584,0.0232289,0.0467339,0.00831463,0.0189114,0.0545828,0,0.0185107,0.06131,0.017494,0,0,0.011566,0,0,0.0326647,0.0514164,0.0504158,0.0309359,0.024838,0.03152,0.0198688,0.0332959,0.0148915,0.0499681,0.050067,0.059883,0.059559,0.0583847,0.0594571,0.0217859,0.0379566,0.0158646,0.0199327,0.0455385,0.0260079,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,0.0359002,0.04866,0,0,0,0.0350658,0,0.0207824,0.0579595,0,0,0.0123913,0,0,0.0339298,0.0265064,0.0314925,0.0212175,0.0426867,0.0279124,0.0340018,0.0225421,0.0314473,0.0283333,0.0230078,0.0452976,0.0480916,0.0398196,0.0369144,0.0241842,0.0465253,0.00845044,0.0189305,0.0517438,0,0.0184875,0.0609232,0.0172635,0,0,0.0121892,0,0,0.032513,0.0514845,0.0511643,0.0312199,0.0256374,0.0322977,0.0196137,0.0336002,0.0146854,0.04979,0.0497872,0.0596227,0.0590852,0.0582613,0.0595137,0.0208991,0.0383789,0.0154265,0.0192527,0.0454677,0.025998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,0.0358431,0.048521,0,0,0,0.034255,0,0.0223999,0.0578211,0,0,0.0127244,0,0,0.033998,0.0268776,0.0331624,0.0208358,0.0422675,0.0277281,0.0347306,0.0220158,0.0312233,0.0280205,0.0221413,0.04583,0.0488056,0.0395653,0.0364838,0.0254803,0.0463235,0.00848895,0.0189924,0.0489601,0,0.0186764,0.0604827,0.0170603,0,0,0.0119763,0,0,0.0326068,0.051823,0.0517064,0.0310715,0.0261671,0.0330435,0.0189188,0.03398,0.014407,0.0493472,0.0498824,0.059319,0.058503,0.058063,0.059428,0.0208807,0.0387922,0.0152102,0.0189497,0.0453763,0.0261054,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,0.0358827,0.0484299,0,0,0,0.0336081,0,0.0237012,0.0574126,0,0,0.012339,0,0,0.0344277,0.0274313,0.034756,0.0204332,0.0418589,0.0277246,0.0347526,0.0216797,0.0308585,0.0278325,0.0217551,0.045957,0.0489362,0.0390794,0.0360908,0.026826,0.0462726,0.00830686,0.0199337,0.0464845,0,0.0189362,0.0598816,0.0169485,0,0,0.0118189,0,0,0.0327892,0.0525405,0.0522907,0.0309911,0.026425,0.033485,0.0181187,0.0345107,0.0140374,0.0491168,0.0501118,0.0590148,0.0579568,0.0578553,0.0593704,0.02184,0.0390833,0.0149701,0.0187014,0.045406,0.0264952,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0.0358963,0.0484786,0,0,0,0.0333635,0,0.0244775,0.0571319,0,0,0.0126078,0,0,0.034528,0.0281323,0.0357079,0.0202015,0.0421645,0.0277111,0.0352307,0.0215075,0.0299996,0.0276209,0.0215501,0.0455503,0.0484415,0.0383416,0.0356792,0.0269375,0.0461384,0.00829976,0.0201294,0.0440664,0,0.019185,0.0591412,0.0169264,0,0,0.0120134,0,0,0.0328453,0.0534222,0.0528289,0.0313111,0.0266049,0.0339446,0.0176741,0.0352705,0.0136379,0.0486662,0.0501936,0.0587379,0.0574274,0.0576635,0.0594041,0.0233607,0.0393002,0.0147777,0.0183677,0.0454521,0.0269386,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,0.0358778,0.0485166,0,0,0,0.0336163,0,0.0247916,0.0568704,0,0,0.0128533,0,0,0.0345806,0.0287689,0.035604,0.020061,0.0435878,0.0275729,0.0355094,0.021384,0.0290596,0.0274995,0.0210785,0.0449384,0.0477131,0.0375281,0.0353109,0.0262514,0.0459999,0.00835354,0.0203143,0.0416176,0,0.019165,0.0584857,0.0170332,0,0,0.0120958,0,0,0.0328446,0.0542932,0.0535627,0.0315995,0.0267064,0.0342316,0.0175391,0.0360616,0.0133652,0.0486323,0.0503747,0.058498,0.0569838,0.0575942,0.0596461,0.0251969,0.0393381,0.0147321,0.0183061,0.045309,0.0272659,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0.0358236,0.0488005,0,0,0,0.0346612,0,0.0246254,0.0575236,0,0,0.012628,0,0,0.034047,0.0294955,0.035029,0.0199076,0.0456219,0.0267533,0.0347554,0.0214075,0.0281698,0.0278531,0.0209245,0.0442531,0.0469148,0.0367518,0.0349717,0.0244694,0.0466489,0.00833017,0.0196045,0.0407693,0,0.0204416,0.0588002,0.0170986,0,0,0.0120912,0,0,0.03274,0.0524473,0.0559236,0.0323344,0.0301939,0.0346455,0.0177517,0.0364619,0.0169112,0,0.0526258,0.0573365,0.0549548,0.0559139,0.0586689,0.0273555,0.0395965,0.0147091,0.0182071,0.0454805,0.0267677,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0.0357602,0.0488154,0,0,0,0.0345802,0,0.0242453,0.0572334,0,0,0.0124691,0,0,0.0343001,0.0292244,0.0342417,0.0198694,0.0470258,0.0266773,0.0347858,0.0211936,0.0277752,0.0279764,0.0200632,0.0440125,0.0465871,0.036806,0.0349513,0.0237478,0.0465411,0.00840028,0.0201184,0.0381236,0,0.0203348,0.058099,0.0170515,0,0,0.0119433,0,0,0.032645,0.0534711,0.0560938,0.0325567,0.0316118,0.0344223,0.0178545,0.0371519,0.0164991,0,0.0531671,0.0574455,0.054775,0.0563057,0.059234,0.0292084,0.0396183,0.0147622,0.0183547,0.0453034,0.026912,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0.0355773,0.0487387,0,0,0,0.0336942,0,0.023774,0.0549956,0,0,0.0134913,0,0,0.0348694,0.0289893,0.0338855,0.0197535,0.0469076,0.0279247,0.036663,0.0215351,0.0281674,0.0274767,0.0186075,0.0441589,0.046741,0.0376156,0.035327,0.0243698,0.0454858,0.00861748,0.0207477,0.0342728,0,0.0189324,0.0571365,0.0168131,0,0,0.0121747,0,0,0.0324739,0.0570505,0.0546022,0.0329997,0.0307782,0.0338431,0.0178196,0.0374345,0.0125538,0.0470137,0.0513107,0.0584292,0.056285,0.0581098,0.0610348,0.031765,0.0395945,0.0147475,0.0182942,0.0450285,0.0277443,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0.0357411,0.0489913,0,0,0,0.0340178,0,0.0236161,0.0563489,0,0,0.0126523,0,0,0.0346565,0.028174,0.0338567,0.0199786,0.0464055,0.0274531,0.0354525,0.0218588,0.0282475,0.0276346,0.0187146,0.0437527,0.0463912,0.0375296,0.0350804,0.0234821,0.0461921,0.00833684,0.0205512,0.0324852,0,0.0202272,0.0576565,0.0165538,0,0,0.0120123,0,0,0.0324153,0.0551882,0.0562561,0.0338782,0.029872,0.0343238,0.0180266,0.0389379,0.0168011,0,0.0549486,0.0574615,0.0541006,0.056041,0.0598508,0.0332936,0.0398216,0.0147397,0.0183104,0.0454326,0.0267796,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0.0357852,0.0489932,0,0,0,0.0333406,0,0.0235434,0.0561067,0,0,0.0129408,0,0,0.0348771,0.0269728,0.0343557,0.0203536,0.045041,0.0282652,0.0361438,0.022073,0.0289109,0.0277004,0.018118,0.0439868,0.0468822,0.0378319,0.0351884,0.0245421,0.0457242,0.00836797,0.0209665,0.0324894,0,0.0229568,0.0570497,0.01634,0,0,0.0120139,0,0,0.0322991,0.0550143,0.0607274,0.0344129,0,0.0345472,0.0180253,0.040465,0.0207713,0,0.0572307,0.055447,0.051466,0.0536346,0.0580519,0.0330829,0.0397877,0.0148681,0.0183037,0.0455039,0.0269352,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0.0357271,0.0490169,0,0,0,0.0326681,0,0.0236701,0.0554312,0,0,0.0140939,0,0,0.0348344,0.0263357,0.0350959,0.0206634,0.0438389,0.0289965,0.037478,0.0222818,0.029568,0.0280828,0.017945,0.0444329,0.0475636,0.038304,0.0356142,0.0257536,0.0452007,0.00856269,0.0205688,0.0302529,0,0.0230712,0.0569845,0.016134,0,0,0.0122088,0,0,0.0321819,0.0555949,0.0605166,0.0352318,0,0.0347935,0.0180768,0.0422167,0.0216509,0,0.0586567,0.0553883,0.0513102,0.0533441,0.0584628,0.0356864,0.0398127,0.0147939,0.0182305,0.0456391,0.027088,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0.0360214,0.0494474,0,0,0,0.0322787,0,0.024493,0.0579913,0,0,0.0130719,0,0,0.0337907,0.0253261,0.0358867,0.0213028,0.0443437,0.0281963,0.0350105,0.021764,0.0298744,0.0293601,0.0185956,0.043955,0.0469795,0.0379919,0.0357363,0.0265807,0.0469311,0.00832515,0.0189871,0.0280101,0,0.0237486,0.0584347,0.0163009,0,0,0.0120598,0,0,0.0322337,0.052839,0.0601281,0.0379513,0.0742419,0.0367651,0.018531,0.0457168,0.0259508,0,0.0634774,0.0553494,0.0501046,0.0520362,0.0584432,0.0394892,0.0401737,0.0146825,0.0182382,0.046473,0.0254035,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0.0359311,0.0488252,0,0,0,0.0311367,0,0.0244283,0.0542743,0,0,0.014369,0,0,0.0353121,0.0255396,0.0361015,0.0212052,0.0436847,0.0301564,0.0379744,0.0223994,0.0302803,0.0290164,0.0180445,0.0449984,0.0479095,0.0388527,0.0367466,0.0289987,0.0447858,0.00851476,0.0214134,0.028498,0,0.0230001,0.057075,0.016058,0,0,0.0118802,0,0,0.0323756,0.0553752,0.0592999,0.0363119,0,0.0354836,0.0176277,0.0447479,0.0232352,0,0.0609467,0.0555042,0.0509475,0.0533555,0.0597558,0.0412875,0.039762,0.0149996,0.018521,0.045645,0.0275592,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,0.0360327,0.0488317,0,0,0,0.0310647,0,0.0253556,0.0552621,0,0,0.0141867,0,0,0.0352337,0.0250888,0.0364441,0.0234926,0.0459,0.0305473,0.0380256,0.0225578,0.032278,0,0.0170194,0.0435691,0.0465093,0.0373349,0.0353606,0.0285371,0.0449171,0.00849757,0.0215348,0.0284872,0,0.0230532,0.0571041,0.0157143,0,0,0.0124271,0,0,0.0323172,0.0548433,0.0583216,0.0365743,0,0.0349449,0.0172204,0.0456388,0.0240988,0,0.0617472,0.0557651,0.0508706,0.0538181,0.060581,0.0453503,0.0400829,0.0145525,0.01806,0.0457555,0.027241,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,0.0358136,0.0484868,0,0,0,0.0303107,0,0.0249259,0.0542502,0,0,0.0142912,0,0,0.035222,0.0249623,0.0362154,0.0211728,0.044547,0.0303806,0.0378639,0.0226921,0.0301151,0.0296696,0.0178525,0.0445699,0.0475895,0.0379213,0.0363505,0.0298969,0.0448012,0.00849222,0.0216468,0.0288404,0,0.0230129,0.0566172,0.0163162,0,0,0.0118949,0,0,0.0323432,0.0543173,0.0576662,0.0365934,0,0.0355205,0.0178153,0.0463317,0.0243954,0,0.0619653,0.0564451,0.0513353,0.0548453,0.061926,0.0504223,0.0396011,0.015007,0.0185436,0.0452209,0.0276709,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,0.0357886,0.0485037,0,0,0,0.0307304,0,0.0255867,0.0551171,0,0,0.0143154,0,0,0.0350734,0.0248918,0.0365931,0.0232223,0.0472224,0.0307797,0.0379448,0.0228917,0.031712,0,0.0163125,0.0430089,0.0460224,0.0364062,0.0348547,0.0289808,0.0450521,0.00850929,0.021258,0.029329,0,0.0234208,0.0566362,0.0157639,0,0,0.0118157,0,0,0.0322627,0.0541355,0.0580062,0.0372049,0,0.0350956,0.0170846,0.0468049,0.0248656,0,0.0623845,0.0568219,0.0515158,0.0552352,0.0629173,0.0541825,0.0401939,0.0146593,0.0179396,0.0453021,0.0274492,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0.0356923,0.0483256,0,0,0,0.0312314,0,0.0255082,0.0551106,0,0,0.0143257,0,0,0.0350341,0.0247237,0.0366421,0.0232435,0.0472595,0.03086,0.037918,0.0227341,0.0313575,0,0.0156024,0.0429171,0.0458126,0.0367545,0.0345019,0.0285591,0.045144,0.00846858,0.0211413,0.029616,0,0.023734,0.0564977,0.0157436,0,0,0.0118759,0,0,0.0322061,0.0541452,0.0586568,0.0375014,0,0.0352192,0.0169194,0.0470012,0.0250419,0,0.0625441,0.0572715,0.0518894,0.0554924,0.0637745,0.0572475,0.0402966,0.0145428,0.0177435,0.0451024,0.0275569,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0.0357259,0.0477696,0,0,0,0.0317839,0,0.02499,0.0535216,0,0,0.0148119,0,0,0.0360055,0.0247038,0.0361707,0.0231355,0.0463887,0.031182,0.0391639,0.0226579,0.0312727,0,0.0150046,0.0434105,0.0463253,0.0374016,0.0348009,0.0275799,0.0441531,0.00866321,0.0227308,0.0293512,0,0.0222687,0.0566437,0.015833,0,0,0.0119802,0,0,0.032198,0.056647,0.0565437,0.0371684,0,0.0342635,0.0165156,0.045981,0.0228223,0.0545409,0.0603511,0.0588486,0.0542966,0.0574785,0.0654856,0.0608753,0.0399842,0.0146991,0.0178886,0.0443738,0.0287701,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0.0357176,0.0479681,0,0,0,0.0326121,0,0.0251542,0.0554129,0,0,0.0144849,0,0,0.034925,0.0232641,0.0359746,0.0233634,0.0462697,0.0300938,0.0377959,0.0217905,0.0311802,0,0.0149808,0.0428466,0.0460007,0.0369445,0.0344363,0.0257336,0.0452144,0.00852523,0.0210107,0.0297679,0,0.0246026,0.0559853,0.0157268,0,0,0.0121897,0,0,0.0322067,0.0545387,0.0598861,0.0371701,0,0.0348873,0.0166476,0.0473548,0.0263818,0,0.0636823,0.0582389,0.0521591,0.0561631,0.065271,0.0620705,0.0403446,0.01444,0.0175558,0.0446281,0.0276024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0.0358827,0.0478244,0,0,0,0.0335176,0,0.0249736,0.0555748,0,0,0.0141842,0,0,0.035169,0.0220375,0.0357015,0.0235508,0.0458181,0.0300125,0.0375144,0.0213167,0.030896,0,0.0147076,0.0428717,0.0464505,0.036931,0.0343718,0.024187,0.0451011,0.00848415,0.0215969,0.0293761,0,0.0244017,0.0549112,0.0157586,0,0,0.0117365,0,0,0.0323943,0.0546269,0.060625,0.0367213,0,0.0345964,0.0160719,0.0468712,0.0278762,0,0.0644261,0.0598706,0.0525849,0.0568207,0.0666685,0.061772,0.0403855,0.014643,0.0178128,0.0444067,0.0279036,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0.0359412,0.0478063,0,0,0,0.0342357,0,0.0248556,0.0551896,0,0,0.0142232,0,0,0.0350533,0.0217777,0.0355357,0.0235275,0.0456139,0.029921,0.0375215,0.0215187,0.0307753,0,0.0144625,0.0430825,0.04676,0.0372563,0.0345626,0.0229483,0.0451552,0.00845256,0.0214562,0.0297094,0,0.0246836,0.0553561,0.0156749,0,0,0.0118514,0,0,0.0324283,0.0559637,0.0606165,0.0369796,0,0.0343583,0.0157846,0.0477906,0.0273475,0,0.0644046,0.0586146,0.0518969,0.0566517,0.066085,0.0648528,0.0405408,0.0145858,0.0176921,0.04435,0.0278689,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,0.0359672,0.0476551,0,0,0,0.0351682,0,0.0246132,0.0552816,0,0,0.0143013,0,0,0.0351569,0.0207627,0.0353249,0.0235396,0.045516,0.0297887,0.0376228,0.0214563,0.030845,0,0.0143403,0.0432789,0.0469002,0.0375094,0.0348681,0.0214697,0.0450793,0.00845903,0.021566,0.029177,0,0.024475,0.0554027,0.0157133,0,0,0.0119382,0,0,0.0323659,0.0558437,0.0609176,0.0362437,0,0.0342086,0.0156956,0.0472536,0.0284176,0,0.0648764,0.0596916,0.0522013,0.0569946,0.0669106,0.0648226,0.0405108,0.0145797,0.0176371,0.0442317,0.0280136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,0.0359775,0.0475124,0,0,0,0.0361356,0,0.0244042,0.0551634,0,0,0.0141355,0,0,0.0353611,0.0199789,0.0351124,0.0235859,0.0453559,0.0297428,0.0374882,0.0215737,0.0307275,0,0.0141756,0.0434175,0.0469441,0.0376136,0.034954,0.0199162,0.0450599,0.00847189,0.0219029,0.0290541,0,0.0246033,0.0555093,0.0157101,0,0,0.0123787,0,0,0.0322501,0.0557633,0.0610226,0.0357392,0,0.0342382,0.0158244,0.0471929,0.0286163,0,0.0649098,0.0595697,0.0520062,0.0567252,0.0667696,0.0658203,0.0404076,0.014392,0.0174845,0.0441278,0.0279345,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,0.0359918,0.0474086,0,0,0,0.0369191,0,0.0243368,0.0550226,0,0,0.014183,0,0,0.0354697,0.0193195,0.0348935,0.0237175,0.0451895,0.0297976,0.0375684,0.0216906,0.0305024,0,0.0140825,0.0435778,0.0469062,0.037704,0.0348013,0.0188217,0.0449625,0.00850885,0.0221122,0.0289409,0,0.0248514,0.0553114,0.0156605,0,0,0.0124376,0,0,0.0322541,0.0554074,0.0611172,0.0355705,0,0.0342235,0.0156971,0.0470475,0.0286782,0,0.0645496,0.0594395,0.0518626,0.0563341,0.066421,0.0663478,0.0403594,0.0144667,0.0174891,0.0440327,0.0278436,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,0.0359325,0.0473397,0,0,0,0.0376498,0,0.0243695,0.0551027,0,0,0.0142524,0,0,0.0354862,0.0189938,0.0348844,0.0237152,0.0449983,0.0298505,0.0376479,0.0216339,0.0306538,0,0.0141734,0.0435533,0.0469326,0.0377106,0.0347668,0.0180174,0.0448171,0.00852188,0.0222352,0.0288452,0,0.0250355,0.055142,0.0156292,0,0,0.0124089,0,0,0.0322317,0.0550788,0.0612149,0.0354618,0,0.0342721,0.0156109,0.046883,0.0287906,0,0.0639714,0.0593924,0.0518399,0.0562004,0.0661912,0.0663014,0.040257,0.014511,0.0175942,0.0440125,0.0277503,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,0.0359385,0.0473084,0,0,0,0.0383814,0,0.0244387,0.0551847,0,0,0.0143688,0,0,0.035529,0.0189456,0.0348324,0.0236219,0.0448144,0.0299299,0.0376854,0.0215196,0.0307367,0,0.0143409,0.0434787,0.0468317,0.037723,0.0348328,0.0172275,0.0446437,0.00846463,0.022325,0.0286809,0,0.0250362,0.0550312,0.0156188,0,0,0.0123351,0,0,0.0322163,0.0550001,0.0613035,0.0352523,0,0.0343077,0.0155556,0.0466709,0.0287553,0,0.0636474,0.0593478,0.0517314,0.0561242,0.0660295,0.0657265,0.040101,0.0144953,0.0176899,0.0439789,0.0276658,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,0.0360492,0.0473106,0,0,0,0.0391258,0,0.0245575,0.0552382,0,0,0.0144821,0,0,0.0356571,0.0189867,0.0348493,0.0234921,0.044717,0.0300343,0.0376418,0.0216341,0.0305316,0,0.0144609,0.043469,0.0470109,0.0377725,0.0348388,0.0163389,0.0444871,0.00841496,0.022414,0.0285224,0,0.0250736,0.0549564,0.0156429,0,0,0.0122402,0,0,0.0322469,0.0552452,0.0614743,0.0350469,0,0.0344023,0.0155379,0.0462622,0.0286609,0,0.0632903,0.0592868,0.0516581,0.0561274,0.0660283,0.0647708,0.0399701,0.0145269,0.0177999,0.0440054,0.0275746,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,0.0359075,0.0472131,0,0,0,0.0392329,0,0.023723,0.0544057,0,0,0.0156933,0,0,0.0352595,0.0200103,0.0340395,0.0214202,0.0430035,0.0297861,0.038372,0.0225316,0.0290841,0.0276952,0.0153873,0.0449046,0.0484098,0.0390514,0.0359521,0.0160191,0.0440894,0.00846711,0.0215633,0.0285806,0,0.0252082,0.0547212,0.0160909,0,0,0.0122204,0,0,0.0322184,0.0554183,0.0616923,0.0347422,0,0.034928,0.0164588,0.0454158,0.0283597,0,0.062531,0.0590953,0.0516871,0.0564491,0.0662995,0.06388,0.0394097,0.0147758,0.0181334,0.043809,0.0276676,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,0.0359717,0.0471786,0,0,0,0.0398966,0,0.0238093,0.0545604,0,0,0.0155567,0,0,0.0352109,0.0200534,0.034115,0.021372,0.0430973,0.029826,0.0381051,0.0224213,0.0288487,0.0272463,0.0154467,0.0448613,0.0481373,0.039007,0.0361667,0.0155832,0.0441195,0.00843432,0.021831,0.0286307,0,0.0252336,0.0545933,0.0161016,0,0,0.0120113,0,0,0.0322903,0.0556249,0.0620263,0.0345478,0,0.0352371,0.0164594,0.0447202,0.0282253,0,0.0620078,0.0588665,0.0517278,0.0566112,0.0663471,0.0622716,0.0393157,0.0148283,0.0183061,0.0438405,0.0275365,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,0.036019,0.0471505,0,0,0,0.0405838,0,0.0239405,0.0547702,0,0,0.0154486,0,0,0.0352232,0.0201327,0.0344096,0.0213364,0.0432244,0.0298642,0.0378297,0.0222132,0.028716,0.0265596,0.0154628,0.0447788,0.0480938,0.0389663,0.0364688,0.0154746,0.044177,0.00843027,0.0219762,0.0288037,0,0.0250981,0.0544719,0.0161219,0,0,0.0119201,0,0,0.0323131,0.0557697,0.0624211,0.0344131,0,0.0354443,0.0164722,0.0439198,0.0280423,0,0.0613984,0.058592,0.0515934,0.0569314,0.0662507,0.0602235,0.0392344,0.0148786,0.0184896,0.0438447,0.0273749,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,0.0361082,0.0471136,0,0,0,0.0410561,0,0.0239723,0.055008,0,0,0.0154488,0,0,0.0352218,0.0202706,0.0347757,0.0212779,0.0431809,0.0298935,0.0375013,0.0220818,0.0287681,0.0262181,0.0154522,0.0447569,0.0479184,0.0390324,0.0359414,0.0151552,0.0442298,0.00838238,0.0220131,0.0289183,0,0.0250723,0.0543163,0.0161667,0,0,0.0119267,0,0,0.0322775,0.0559081,0.0628545,0.0343679,0,0.0356063,0.0164656,0.0430448,0.0278541,0,0.0606262,0.0583509,0.0515209,0.0572502,0.0661237,0.0581877,0.0391249,0.0148754,0.0185164,0.0438288,0.0271856,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,0.0361971,0.0470719,0,0,0,0.0415183,0,0.0239978,0.0552965,0,0,0.0155122,0,0,0.0352488,0.0203431,0.0351524,0.0212355,0.043162,0.0298939,0.0371438,0.0221229,0.0287522,0.0260691,0.0158396,0.0446989,0.0477502,0.0391002,0.0360131,0.0144179,0.0442655,0.00834315,0.0219631,0.0289296,0,0.0251584,0.0541712,0.0161726,0,0,0.0119258,0,0,0.0322689,0.0560139,0.0634054,0.0343026,0,0.0357835,0.0164533,0.0421922,0.0276983,0,0.0598513,0.0581891,0.0515405,0.0575149,0.0659282,0.0561161,0.039008,0.0148513,0.0185433,0.0438093,0.0269855,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,0.0362533,0.0470162,0,0,0,0.0419648,0,0.0241329,0.0558115,0,0,0.0153356,0,0,0.0352455,0.0201244,0.0356579,0.0212764,0.0433555,0.0297161,0.0366509,0.0221408,0.0286585,0.0260163,0.0163514,0.04463,0.0476169,0.0390726,0.0363658,0.0138962,0.0442287,0.00842305,0.0220104,0.0291144,0,0.0251534,0.0538751,0.016229,0,0,0.0122757,0,0,0.0321816,0.0560951,0.0636177,0.0342276,0,0.0360026,0.0166147,0.0414859,0.0276796,0,0.0592094,0.0580782,0.0516765,0.0576921,0.0657388,0.0542104,0.0389069,0.0148613,0.0184397,0.043777,0.0267022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,0.0364851,0.0470522,0,0,0,0.0430813,0,0.0250254,0.0568542,0,0,0.0152137,0,0,0.0347245,0.0192554,0.0373618,0.0229229,0.0449763,0.0298864,0.0363332,0.0217373,0.0296917,0,0.0155448,0.0434317,0.0462201,0.0380092,0.0355152,0.0134364,0.0443081,0.00820249,0.0217966,0.029365,0,0.0251892,0.0539488,0.0158715,0,0,0.0121277,0,0,0.032277,0.0561849,0.0637042,0.0342954,0,0.0357514,0.0158894,0.0409776,0.0278038,0,0.0587783,0.057905,0.0517579,0.0576617,0.065457,0.0524952,0.0393387,0.0146761,0.0183094,0.0439573,0.0262763,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,0.0364836,0.0468664,0,0,0,0.0431796,0,0.0242976,0.0562605,0,0,0.0153721,0,0,0.0344536,0.0198371,0.037088,0.0211809,0.0433209,0.0296591,0.0359147,0.0223055,0.0284674,0.0262464,0.0165121,0.0449072,0.047658,0.0392944,0.03652,0.0133186,0.044169,0.0080451,0.0217769,0.0296125,0,0.0250726,0.0535246,0.0162418,0,0,0.0118971,0,0,0.0322982,0.0559836,0.0637252,0.0342658,0,0.0363959,0.0162503,0.0401342,0.0276316,0,0.0579889,0.0578453,0.0520548,0.0578374,0.0653136,0.051326,0.0389278,0.0150493,0.0187411,0.0436553,0.0263233,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,0.036341,0.0466945,0,0,0,0.0441131,0,0.0239963,0.0557413,0,0,0.0166033,0,0,0.0348644,0.0192095,0.0367807,0.0213271,0.0428823,0.0299832,0.0375419,0.0221882,0.0282707,0.0264824,0.016618,0.0452995,0.0480867,0.0396877,0.0369208,0.0131205,0.0431464,0.00828558,0.0221965,0.029659,0,0.0231954,0.0526253,0.0163039,0,0,0.012653,0,0,0.0320134,0.0593663,0.0608294,0.0332532,0,0.0358681,0.0164064,0.0400569,0.021997,0.0546,0.0557052,0.0581574,0.0540195,0.0594738,0.065747,0.052179,0.0386518,0.0150046,0.0184972,0.0432957,0.0271447,0,0,0,0,0,0,0,0,0,0,0,0,0,0
