Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,LTHII,IMUL_R,RTHII,,IMUR_M
74,0.0361012,0.0465616,0,0,0,0,0.0289173,0,0.0278835,0.0501133,0,0,0.0131155,0,0,0.0343102,0.0248847,0.0372293,0.0248094,0.045508,0.0339942,0.0312785,0.0241319,0.0316603,0.0186848,0.0435677,0.0461611,0.0371533,0.0356937,0.0259063,0.0459049,0.00916725,0.0196235,0.0230793,0,0.0137743,0.0562276,0.0211788,0,0,0.0109764,0,0,0.0343423,0.059419,0.0373889,0.0291922,0.100102,0.0344816,0.0244341,0.0395805,0.0201196,0.0578935,0,0.0719521,0.0751951,0.0827576,0.0527763,0.034016,0.0202673,0.0242255,0.0423583,0.0241837,0,0,0,0,0,0,0,0,0,0.0296771,0,0,0,0
75,0.0359605,0.0466637,0,0,0,0,0.0291497,0,0.0278146,0.0503386,0,0,0.0133617,0,0,0.0337827,0.0244744,0.0370795,0.0248703,0.0455228,0.0339431,0.0317187,0.023836,0.0308434,0.0183492,0.0434815,0.0461264,0.0372898,0.0356878,0.0252126,0.0459828,0.00901798,0.0189615,0.0234075,0,0.0136713,0.056099,0.0213345,0,0,0.0111266,0,0,0.034359,0.0595837,0.0378741,0.0289196,0.100186,0.0345869,0.0247739,0.0386256,0.0201054,0.0568304,0,0.0721862,0.07549,0.0830075,0.0551083,0.033916,0.0200935,0.0242818,0.0423997,0.0240648,0,0,0,0,0,0,0,0,0,0.0303507,0,0,0,0
76,0.0360884,0.0465113,0,0,0,0,0.0295664,0,0.0277446,0.0507646,0,0,0.0130834,0,0,0.033729,0.0237123,0.0368773,0.0250308,0.0459565,0.0338161,0.0313234,0.0235082,0.0304026,0.0178368,0.0433041,0.0460363,0.0373302,0.0355282,0.024717,0.0462986,0.00900191,0.0188723,0.0241924,0,0.013774,0.0558308,0.0214755,0,0,0.0112397,0,0,0.0342899,0.0594084,0.0380872,0.028749,0.100363,0.0347194,0.0250276,0.037523,0.0203682,0.0560033,0,0.0725208,0.0761459,0.0834364,0.0585271,0.033889,0.0201558,0.0244548,0.0421888,0.0240685,0,0,0,0,0,0,0,0,0,0.0306834,0,0,0,0
77,0.0360623,0.046469,0,0,0,0,0.0301999,0,0.0277285,0.051339,0,0,0.0131826,0,0,0.0333488,0.0227618,0.0366897,0.025103,0.0463999,0.0335518,0.0314142,0.0232281,0.0302081,0.0173916,0.0430168,0.0460182,0.0370341,0.0353368,0.0244489,0.0465917,0.00901019,0.0183193,0.0252213,0,0.0138674,0.0554251,0.0215952,0,0,0.0116699,0,0,0.0341707,0.0591259,0.0383096,0.0285434,0.100305,0.0348317,0.0253611,0.0365143,0.0206839,0.0552357,0,0.0728594,0.076679,0.0839761,0.0624433,0.0338838,0.0199797,0.024301,0.0420231,0.023932,0,0,0,0,0,0,0,0,0,0.0304063,0,0,0,0
78,0.036251,0.046306,0,0,0,0,0.031039,0,0.0274752,0.0517402,0,0,0.0127067,0,0,0.0335104,0.0219073,0.0363594,0.0251187,0.0468354,0.0334207,0.0304688,0.023092,0.0304138,0.016954,0.0427289,0.0459614,0.0367067,0.0350571,0.0244632,0.0469345,0.00913265,0.0186374,0.0267275,0,0.0138243,0.0551253,0.0217244,0,0,0.0113966,0,0,0.0342128,0.0588335,0.0384571,0.0283152,0.100261,0.0350187,0.0251292,0.0355995,0.0210281,0.0543975,0,0.0731231,0.0770605,0.084571,0.0662527,0.0339027,0.0200456,0.0243452,0.0417563,0.0239121,0,0,0,0,0,0,0,0,0,0.0300182,0,0,0,0
79,0.0363648,0.0462109,0,0,0,0,0.0311945,0,0.027297,0.0521181,0,0,0.0124385,0,0,0.0333649,0.0211969,0.0360676,0.0250674,0.0471272,0.0331848,0.0300432,0.0226789,0.0305189,0.0165333,0.0425751,0.0458132,0.0365598,0.0347629,0.024232,0.0472468,0.00906308,0.0185782,0.0281438,0,0.013798,0.0548034,0.0218711,0,0,0.0113965,0,0,0.0341485,0.0585834,0.0384826,0.0280966,0.100411,0.0351151,0.0250863,0.0347973,0.0212838,0.0535702,0,0.0734136,0.0772793,0.0851552,0.0695709,0.0338993,0.0200298,0.024284,0.0415498,0.0238594,0,0,0,0,0,0,0,0,0,0.0306389,0,0,0,0
80,0.0364947,0.046139,0,0,0,0,0.0314012,0,0.0272505,0.0525033,0,0,0.0121749,0,0,0.0332379,0.020672,0.035887,0.025049,0.0473911,0.032873,0.0295415,0.0216328,0.0302727,0.0161231,0.0423504,0.0455944,0.0364015,0.0345126,0.0237621,0.047643,0.00901866,0.018505,0.0290654,0,0.0137369,0.0545053,0.0219803,0,0,0.0113372,0,0,0.0340501,0.0581817,0.0388585,0.0280187,0.100347,0.0351798,0.0249942,0.0340759,0.0215682,0.0528006,0,0.0738163,0.0776787,0.085775,0.0718256,0.0340289,0.0200641,0.0242224,0.0414388,0.0237724,0,0,0,0,0,0,0,0,0,0.0310886,0,0,0,0
81,0.0366771,0.0460669,0,0,0,0,0.0317374,0,0.0272801,0.0528401,0,0,0.0119295,0,0,0.0331954,0.0202484,0.0360441,0.0249714,0.0476449,0.0325543,0.0290539,0.0210712,0.0297518,0.0158805,0.0421117,0.0454096,0.0362209,0.0342903,0.0233744,0.0480647,0.00916803,0.0184197,0.0296291,0,0.0135868,0.0542072,0.022065,0,0,0.0112686,0,0,0.0339968,0.0577097,0.0393539,0.0280223,0.100097,0.0352246,0.0248751,0.033433,0.0219054,0.0519651,0,0.0744275,0.0782638,0.0863303,0.0727816,0.034221,0.0200848,0.0241312,0.0413984,0.0236684,0,0,0,0,0,0,0,0,0,0.0311717,0,0,0,0
82,0.036877,0.0459974,0,0,0,0,0.031729,0,0.0272959,0.0530948,0,0,0.0117494,0,0,0.0331899,0.0200015,0.0364707,0.0247756,0.0478605,0.0322613,0.0286334,0.0208389,0.0294795,0.0157108,0.0419224,0.0452281,0.0360939,0.034062,0.0230844,0.0483535,0.00933743,0.0183497,0.0297891,0,0.0132449,0.0540093,0.0221498,0,0,0.0112256,0,0,0.0339657,0.0574017,0.0392384,0.0279694,0.099832,0.0352019,0.0247581,0.0329073,0.0222251,0.0513781,0,0.0752726,0.0787859,0.0867991,0.0723946,0.0343596,0.0200771,0.0240942,0.0413654,0.0235334,0,0,0,0,0,0,0,0,0,0.0310439,0,0,0,0
83,0.0370002,0.0456168,0,0,0,0,0.0310857,0,0.0272519,0.0538787,0,0,0.0135117,0,0,0.0317925,0.0188507,0.0363178,0.024561,0.047658,0.0322491,0.0324422,0.0195844,0.0284972,0.015653,0.0419135,0.0452187,0.0361833,0.0340149,0.0236198,0.0471817,0.00965159,0.0171896,0.0248906,0,0.0151601,0.0522087,0.0226224,0,0,0.00781593,0,0,0.0349996,0.0597385,0.0370023,0.0269527,0.0998045,0.0354121,0.0235521,0.033468,0.0199197,0.0506313,0,0.0768695,0.0809885,0.0895151,0.0636511,0.0346677,0.0225276,0.0244986,0.0407961,0.0242753,0,0,0,0,0,0,0,0,0,0.030548,0,0.0539374,0,0
84,0.0368193,0.0458634,0,0,0,0,0.0322947,0,0.0273343,0.053582,0,0,0.012613,0,0,0.0326345,0.0194255,0.0357592,0.0247592,0.0478453,0.0321098,0.0314211,0.0198102,0.0285458,0.0156533,0.0417527,0.0449045,0.0359326,0.0338281,0.0220879,0.0474096,0.00913731,0.0181253,0.0297751,0,0.0129304,0.0528205,0.0220764,0,0,0.011201,0,0,0.0339225,0.0602911,0.0379507,0.0264729,0.0971746,0.0350634,0.0244963,0.0330769,0.016961,0.0489896,0,0.0774403,0.080523,0.0876861,0.0719917,0.0342246,0.0204193,0.0242792,0.0409332,0.0239405,0,0,0,0,0,0,0,0,0,0.0306741,0,0.0512121,0,0
85,0.0369623,0.0458574,0,0,0,0,0.0327758,0,0.0276524,0.0538726,0,0,0.0125712,0,0,0.0326025,0.0195082,0.0356238,0.0245692,0.0478836,0.0319446,0.0313514,0.0195821,0.0281596,0.0157564,0.04168,0.0447005,0.0358034,0.033745,0.0217873,0.0474631,0.00900157,0.0181121,0.028521,0,0.0125874,0.0525789,0.0220748,0,0,0.0111761,0,0,0.0339199,0.0599366,0.0377557,0.0263629,0.0966785,0.0353837,0.0243867,0.0325566,0.0175991,0.0486618,0,0.0777034,0.080831,0.0874891,0.0678668,0.0342244,0.0203641,0.024291,0.0409222,0.023768,0,0,0,0,0,0,0,0,0,0.0306966,0,0.0514752,0,0
86,0.0370828,0.0458481,0,0,0,0,0.0330896,0,0.0278009,0.0540726,0,0,0.0126194,0,0,0.0325771,0.0196955,0.0354323,0.0243158,0.0479658,0.0318795,0.0313399,0.0194281,0.0278137,0.0158416,0.0415211,0.0446033,0.0356178,0.0336416,0.0213815,0.0474979,0.00887746,0.0181151,0.027414,0,0.0121476,0.0524002,0.0220674,0,0,0.0111495,0,0,0.0339423,0.059478,0.0373353,0.0262103,0.0962599,0.0356871,0.0242523,0.0319836,0.0183447,0.048272,0,0.0778896,0.0808411,0.0869581,0.0629628,0.0342406,0.0203282,0.0243723,0.0408915,0.0235608,0,0,0,0,0,0,0,0,0,0.0307916,0,0.0516983,0,0
87,0.0371539,0.0458716,0,0,0,0,0.0332848,0,0.0277692,0.0541833,0,0,0.0127179,0,0,0.0325642,0.0199368,0.0352653,0.0240305,0.0480459,0.0318427,0.0313642,0.0192594,0.0275676,0.0159762,0.0413409,0.0444772,0.0354437,0.0334934,0.020791,0.0474863,0.00880109,0.0181483,0.026565,0,0.0115953,0.0523123,0.0220226,0,0,0.01107,0,0,0.0339889,0.0589676,0.0368036,0.0260303,0.095977,0.0359528,0.0241241,0.0313479,0.0193488,0.047831,0,0.0778456,0.0806254,0.0861995,0.0577412,0.0342773,0.0203366,0.0244665,0.0407953,0.0233405,0,0,0,0,0,0,0,0,0,0.0309734,0,0.0518158,0,0
88,0.0371258,0.0459295,0,0,0,0,0.0335606,0,0.0277615,0.0542598,0,0,0.0128189,0,0,0.0325172,0.0201424,0.0358135,0.0237585,0.0481054,0.0317193,0.03143,0.0190563,0.0272862,0.0161854,0.0412004,0.0443301,0.0353292,0.0333481,0.0202312,0.0474642,0.00886895,0.0181205,0.0262334,0,0.0110175,0.0522173,0.0219218,0,0,0.0109995,0,0,0.0340988,0.0584857,0.0364967,0.0258794,0.0957572,0.0362321,0.0240689,0.0306416,0.0203261,0.0473629,0,0.0775822,0.0803724,0.0854524,0.0522229,0.0342721,0.020366,0.0245166,0.0406197,0.0231213,0,0,0,0,0,0,0,0,0,0.0309499,0,0.0517616,0,0
89,0.0371136,0.0459606,0,0,0,0,0.0340383,0,0.0277696,0.0543047,0,0,0.0129254,0,0,0.0324826,0.0203088,0.0358805,0.0235266,0.048112,0.0316092,0.0315427,0.0189347,0.026951,0.0164576,0.0409587,0.0441556,0.0351803,0.0331977,0.0197018,0.047387,0.00902961,0.0180196,0.0267034,0,0.010432,0.052217,0.021804,0,0,0.0109253,0,0,0.0341621,0.058089,0.0364026,0.0256601,0.0954057,0.0365088,0.0240013,0.0298611,0.0211881,0.0468192,0,0.0773704,0.0800429,0.0846425,0.0463009,0.0342637,0.0203594,0.0245022,0.0406489,0.0229297,0,0,0,0,0,0,0,0,0,0.0308478,0,0.0516872,0,0
90,0.0371494,0.0459846,0,0,0,0,0.0342577,0,0.027812,0.0541712,0,0,0.0125949,0,0,0.0329998,0.0204881,0.0358488,0.0231881,0.04814,0.0316155,0.0308102,0.0188274,0.0266214,0.0166599,0.0410356,0.0440956,0.0350965,0.0330636,0.0190782,0.0473296,0.00927066,0.0186354,0.0282867,0,0.00965282,0.0523726,0.021671,0,0,0.0115857,0,0,0.0339558,0.0578431,0.0362515,0.0255066,0.0950899,0.0366811,0.0241518,0.0290895,0.0219702,0.0462495,0,0.0771381,0.0795308,0.0836911,0.0405369,0.0341955,0.0199835,0.0242075,0.0408462,0.0228092,0,0,0,0,0,0,0,0,0,0.0307241,0,0.0515679,0,0
91,0.037222,0.0459976,0,0,0,0,0.034644,0,0.0278182,0.0542463,0,0,0.0126453,0,0,0.0330519,0.0208294,0.0358077,0.0227464,0.0482041,0.0313707,0.030786,0.0187697,0.0262162,0.0169265,0.0411289,0.0440615,0.0350414,0.0330236,0.0183224,0.0472307,0.00928695,0.0186413,0.0305782,0,0.00896647,0.0524154,0.0215319,0,0,0.0116481,0,0,0.033914,0.0575759,0.0359808,0.0252024,0.0946785,0.036635,0.0239481,0.0283361,0.0229255,0.0457593,0,0.0770921,0.0791423,0.0829047,0.0348163,0.0342598,0.0198614,0.0240529,0.0409293,0.0226623,0,0,0,0,0,0,0,0,0,0.0306883,0,0.0515379,0,0
92,0.0372607,0.046038,0,0,0,0,0.0353562,0,0.0277595,0.0542606,0,0,0.0135297,0,0,0.0322613,0.0212418,0.0356316,0.0223188,0.0481931,0.0310663,0.0321706,0.0187766,0.0258384,0.0172418,0.0410249,0.0440715,0.0349643,0.033,0.0175956,0.0470351,0.0089829,0.0175464,0.0334023,0,0.00819458,0.0525902,0.0213428,0,0,0.0104463,0,0,0.0342161,0.0573951,0.0357956,0.0248629,0.0942535,0.0364249,0.023136,0.027584,0.0238088,0.045285,0,0.0771718,0.0788851,0.0823169,0.0293524,0.0345755,0.0202535,0.0242072,0.0409374,0.0225049,0,0,0,0,0,0,0,0,0,0.0307903,0,0.0514205,0,0
93,0.0373581,0.0460215,0,0,0,0,0.0363071,0,0.0278874,0.0543316,0,0,0.0125213,0,0,0.0332934,0.0216149,0.0353817,0.0218712,0.0482141,0.0307202,0.0303547,0.018702,0.0255641,0.0175767,0.0410066,0.0441248,0.0349949,0.0330514,0.0167696,0.0471786,0.00946604,0.0189644,0.0365311,0,0.00730562,0.0527758,0.0211991,0,0,0.0117009,0,0,0.0337976,0.0572113,0.0355061,0.0247879,0.0937626,0.0366118,0.0234647,0.0268931,0.02473,0.0452195,0,0.077188,0.0786417,0.0818459,0.0241631,0.034458,0.0197126,0.0236302,0.0410245,0.0223421,0,0,0,0,0,0,0,0,0,0.0304569,0,0.0514588,0,0
94,0.0374136,0.0460339,0,0,0,0,0.0373855,0,0.0281586,0.0544694,0,0,0.0126147,0,0,0.0332337,0.0221047,0.0354373,0.0214487,0.048213,0.0303285,0.0305705,0.0186767,0.0254955,0.017932,0.041064,0.0441385,0.0350505,0.0331696,0.0159639,0.0471567,0.00942728,0.0189589,0.0398062,0,0.00654482,0.052961,0.021022,0,0,0.0116545,0,0,0.0336904,0.0568183,0.0353017,0.0245981,0.0932456,0.0365561,0.0231616,0.0262151,0.0255922,0.0454982,0,0.077198,0.0785507,0.0815575,0.0197358,0.0346413,0.0196156,0.0234083,0.0410177,0.0221763,0,0,0,0,0,0,0,0,0,0.0296053,0,0.0512646,0,0
95,0.0374713,0.0460799,0,0,0,0,0.0387106,0,0.0282916,0.0542139,0,0,0.0134677,0,0,0.0325112,0.0226663,0.0354186,0.0210918,0.04807,0.0302048,0.0322144,0.0188014,0.0251138,0.0182169,0.0410546,0.0441801,0.0350974,0.0332979,0.0153609,0.046958,0.0090243,0.0179776,0.0430944,0,0.00591583,0.0533272,0.0207958,0,0,0.0107559,0,0,0.0338419,0.0563152,0.0350982,0.0243841,0.0929229,0.0364339,0.0223353,0.0255983,0.0261213,0.0453568,0,0.0771664,0.0783321,0.0811057,0.0160658,0.035079,0.0197609,0.02348,0.0410906,0.0221097,0,0,0,0,0,0,0,0,0,0.0291494,0,0.0509059,0,0
96,0.0375532,0.0461195,0,0,0,0,0.0407831,0,0.0282874,0.0539832,0,0,0.0134602,0,0,0.0326614,0.023422,0.0349321,0.020644,0.047874,0.0299563,0.0323616,0.0190998,0.0240567,0.0186467,0.0410797,0.0443034,0.0351168,0.0334029,0.0147941,0.0468604,0.00906898,0.0181067,0.0460178,0,0.00571509,0.0538035,0.0205916,0,0,0.0108929,0,0,0.0337612,0.0566094,0.034588,0.0242977,0.0927878,0.0362668,0.0219799,0.0252197,0.0266296,0.0457998,0,0.0771194,0.0779128,0.0804229,0.0129256,0.0352877,0.0197138,0.023342,0.0411732,0.022024,0,0,0,0,0,0,0,0,0,0.0290388,0,0.0507196,0,0
97,0.0376024,0.0461795,0,0,0,0,0.0424688,0,0.0282125,0.0536537,0,0,0.0134357,0,0,0.0328388,0.0241977,0.0343594,0.0202781,0.0477123,0.0298009,0.032531,0.0194116,0.0234258,0.0191888,0.0412192,0.04444,0.0352275,0.0335524,0.0140682,0.0467588,0.00917203,0.0183052,0.0487879,0,0.00590694,0.0543873,0.0204057,0,0,0.0109823,0,0,0.0336514,0.0568604,0.0338188,0.024261,0.0928083,0.0359782,0.0216848,0.025136,0.0268633,0.0463066,0,0.076889,0.0772794,0.0795458,0.0107453,0.0355031,0.0196123,0.0231618,0.0412643,0.0219324,0,0,0,0,0,0,0,0,0,0.0289623,0,0.0504664,0,0
98,0.0376364,0.0461983,0,0,0,0,0.043988,0,0.0280823,0.0533866,0,0,0.0129994,0,0,0.0333885,0.0251428,0.0339362,0.0198468,0.0475277,0.0294674,0.0320137,0.0197527,0.0229535,0.0198743,0.0414906,0.0445732,0.0353697,0.033738,0.0136672,0.0466865,0.00938946,0.0190819,0.0514818,0,0.00670832,0.055024,0.0202406,0,0,0.0116824,0,0,0.033321,0.0566976,0.0330955,0.0244422,0.0927689,0.0358165,0.0217301,0.0254634,0.0266892,0.0469873,0,0.0765353,0.0766102,0.0787648,0.00974308,0.035519,0.0192845,0.0226909,0.041343,0.0218093,0,0,0,0,0,0,0,0,0,0.0287967,0,0.0500603,0,0
99,0.0376555,0.0462218,0,0,0,0,0.0454219,0,0.0281328,0.0529174,0,0,0.0131396,0,0,0.0334299,0.0260612,0.0337002,0.0195148,0.047156,0.0293084,0.0324481,0.020039,0.0227362,0.0204871,0.0417749,0.0447688,0.0354687,0.0339662,0.0136844,0.0465053,0.00941069,0.0192021,0.0536367,0,0.00783363,0.0556956,0.0200178,0,0,0.0117433,0,0,0.0332693,0.0565388,0.0325975,0.0246383,0.092869,0.0358947,0.0213389,0.0260219,0.0260569,0.0476042,0,0.0761821,0.0760181,0.0781219,0.00977038,0.0356562,0.0191702,0.0223546,0.0413824,0.0217625,0,0,0,0,0,0,0,0,0,0.0286105,0,0.0496534,0,0
100,0.0376312,0.0462754,0,0,0,0,0.0466615,0,0.0281558,0.0523069,0,0,0.0133181,0,0,0.0334887,0.0267907,0.033492,0.0193781,0.0467696,0.0293417,0.0328507,0.0202778,0.0224987,0.0209542,0.0419377,0.0449961,0.035601,0.0341185,0.013855,0.0463736,0.00946695,0.0193362,0.0559069,0,0.00909972,0.0562586,0.0197644,0,0,0.0118073,0,0,0.0331953,0.0566066,0.0324147,0.0248323,0.0931382,0.0360459,0.0210347,0.0266768,0.0252095,0.0481149,0,0.0759126,0.0754604,0.0775148,0.010458,0.0358583,0.0189798,0.0219975,0.0414402,0.0218098,0,0,0,0,0,0,0,0,0,0.0283435,0,0.049312,0,0
101,0.0380847,0.0463381,0,0,0,0,0.0481958,0,0.0284259,0.051345,0,0,0.0127351,0,0,0.0332263,0.0284553,0.0334161,0.0192885,0.0463544,0.0287703,0.0317293,0.0214949,0.0222504,0.0215717,0.0420115,0.0452289,0.0357307,0.0343195,0.0140805,0.0470315,0.00926571,0.0189146,0.059266,0,0.0112963,0.0587764,0.0198288,0,0,0.0110518,0,0,0.0333366,0.054272,0.0327524,0.0284068,0.0943893,0.0365488,0.0204119,0.0264231,0.0279838,0.0503202,0,0.073491,0.0728637,0.0753873,0.0136593,0.0362943,0.0190045,0.0218221,0.0417626,0.021153,0,0,0,0,0,0,0,0,0,0.028312,0,0,0,0
102,0.0377844,0.0462917,0,0,0,0,0.0501469,0,0.028088,0.0508634,0,0,0.0132669,0,0,0.0338048,0.0287788,0.0328837,0.0190199,0.0460832,0.0291221,0.0328717,0.0215679,0.0214395,0.0223095,0.0422103,0.0455021,0.0357346,0.0343892,0.0148846,0.04624,0.00954192,0.0198457,0.0580544,0,0.0118476,0.058096,0.0193806,0,0,0.0112512,0,0,0.033342,0.0560888,0.0309651,0.0259745,0.0930202,0.0360029,0.0199434,0.0285282,0.0225046,0.0496321,0,0.0751535,0.0746608,0.0768754,0.0109781,0.0362474,0.0189497,0.0217215,0.0415337,0.0217909,0,0,0,0,0,0,0,0,0,0.0279885,0,0.0486214,0,0
103,0.0380926,0.0464541,0,0,0,0,0.0510901,0,0.0280795,0.0500333,0,0,0.0129216,0,0,0.0332108,0.0300935,0.0329239,0.0189901,0.0456458,0.0285457,0.0323403,0.0226817,0.0215973,0.0226381,0.0424593,0.0457374,0.0358723,0.0346255,0.0150969,0.0468959,0.00913897,0.0190554,0.0605689,0,0.013866,0.0603401,0.0194709,0,0,0.0112971,0,0,0.0333199,0.0541167,0.0317399,0.0294897,0.0941563,0.0363216,0.0196916,0.0286323,0.0256008,0.0515424,0,0.072706,0.072162,0.0749515,0.0138069,0.0367375,0.0185749,0.021237,0.0418888,0.0211105,0,0,0,0,0,0,0,0,0,0.0279203,0,0,0,0
104,0.0380835,0.0465069,0,0,0,0,0.052171,0,0.0278697,0.0495136,0,0,0.0129947,0,0,0.0332875,0.030667,0.032642,0.0188928,0.0451908,0.0284947,0.032711,0.0230645,0.0213383,0.0230022,0.042611,0.0459325,0.0359657,0.0347505,0.0154924,0.046842,0.00914731,0.0190856,0.0608562,0,0.0151341,0.0609113,0.0192794,0,0,0.0113597,0,0,0.0332977,0.054067,0.0317265,0.0299208,0.0942317,0.0360071,0.0192954,0.0298177,0.0246591,0.0519036,0,0.0724252,0.0719164,0.0748782,0.0138777,0.0370328,0.0184772,0.0208967,0.0419378,0.0211533,0,0,0,0,0,0,0,0,0,0.0276658,0,0,0,0
105,0.0380458,0.0465933,0,0,0,0,0.0528306,0,0.027944,0.0490922,0,0,0.0130646,0,0,0.0333746,0.0311317,0.0324458,0.0188169,0.0446726,0.0284778,0.033088,0.0233688,0.0211833,0.0233188,0.0426373,0.0459368,0.0361303,0.0348279,0.015866,0.0467324,0.00926575,0.0191169,0.0608112,0,0.0164421,0.0613877,0.0191016,0,0,0.0114291,0,0,0.0332256,0.054076,0.031808,0.0302566,0.094345,0.0357769,0.0190854,0.0308116,0.0237446,0.0521594,0,0.0721842,0.0716837,0.0747889,0.0138083,0.0372174,0.0184674,0.0206084,0.0420071,0.0212254,0,0,0,0,0,0,0,0,0,0.027409,0,0,0,0
106,0.0379992,0.0466886,0,0,0,0,0.0530919,0,0.0280253,0.0487655,0,0,0.0131834,0,0,0.0333697,0.031523,0.032385,0.018723,0.0442164,0.0284902,0.0334751,0.0236166,0.02125,0.0235973,0.0428453,0.0459855,0.036315,0.0347953,0.0161655,0.0466369,0.00940151,0.0191654,0.0608708,0,0.0171948,0.0617278,0.0189299,0,0,0.011484,0,0,0.0331553,0.0541049,0.0319813,0.0304545,0.0945301,0.0357154,0.0190505,0.031555,0.0231912,0.0522514,0,0.0719294,0.0714405,0.0745835,0.0135619,0.0372786,0.0183916,0.0203555,0.0420576,0.0213476,0,0,0,0,0,0,0,0,0,0.0271926,0,0,0,0
107,0.0379547,0.04675,0,0,0,0,0.0532863,0,0.0279216,0.0484781,0,0,0.0132948,0,0,0.0333938,0.0317956,0.0324657,0.0186242,0.0437975,0.0285466,0.0338095,0.0238022,0.0211483,0.023744,0.0431132,0.0461055,0.0364844,0.0346106,0.0163883,0.0465521,0.009483,0.0192605,0.0612341,0,0.0175939,0.0619602,0.0187339,0,0,0.0116367,0,0,0.0330644,0.05426,0.0322138,0.0304717,0.0947607,0.0357543,0.0190157,0.0319187,0.0230032,0.0520755,0,0.0717148,0.0711295,0.074253,0.0136517,0.0373417,0.0182127,0.0201387,0.0421652,0.021452,0,0,0,0,0,0,0,0,0,0.0269456,0,0,0,0
108,0.0381231,0.0467174,0,0,0,0,0.0535128,0,0.0277525,0.0482629,0,0,0.012613,0,0,0.0341301,0.0319913,0.0327277,0.018476,0.0434289,0.0287294,0.0325625,0.0239898,0.0211387,0.0237417,0.0431357,0.0461319,0.0365142,0.0342884,0.0165896,0.0466593,0.00990418,0.0204108,0.0611388,0,0.017852,0.0619059,0.0186176,0,0,0.0112377,0,0,0.0331667,0.0544147,0.0324584,0.0304802,0.0951126,0.0358325,0.0185341,0.0319079,0.0230522,0.0516633,0,0.071471,0.0707659,0.0738576,0.0141763,0.037322,0.0182892,0.0202743,0.0423037,0.0216402,0,0,0,0,0,0,0,0,0,0.0268118,0,0,0,0
109,0.0378293,0.0468736,0,0,0,0,0.0536754,0,0.0277236,0.0484537,0,0,0.0135317,0,0,0.0334014,0.0320369,0.0327526,0.0183295,0.0431608,0.0285128,0.0346229,0.0241431,0.0209738,0.0237514,0.0430121,0.0461446,0.0363997,0.0341437,0.0168461,0.0462914,0.00952798,0.0192095,0.0609035,0,0.0179586,0.0618068,0.0185327,0,0,0.0121787,0,0,0.0328572,0.0540488,0.0324451,0.0304667,0.0955013,0.035589,0.0194073,0.0316164,0.0228419,0.0509551,0,0.0712988,0.0704276,0.0734806,0.0141303,0.0372863,0.0178659,0.0199571,0.0425373,0.0215262,0,0,0,0,0,0,0,0,0,0.0266773,0,0,0,0
110,0.0377452,0.0469747,0,0,0,0,0.0536397,0,0.0277509,0.0487076,0,0,0.0135084,0,0,0.0335213,0.0319903,0.0330797,0.0181408,0.0430639,0.028574,0.0346129,0.0240689,0.0211462,0.023784,0.0428916,0.046,0.0361836,0.0341589,0.0170746,0.0463439,0.00959416,0.0192623,0.0606019,0,0.0177013,0.0615985,0.0185429,0,0,0.0121132,0,0,0.0328442,0.0528955,0.0308321,0.0304623,0.0958317,0.0357973,0.0196237,0.0308684,0.02286,0.0501488,0,0.070925,0.0701166,0.0731787,0.0143679,0.037225,0.0179306,0.0199714,0.0426994,0.0215767,0,0,0,0,0,0,0,0,0,0.0266051,0,0,0,0
111,0.0376726,0.0470432,0,0,0,0,0.0536196,0,0.0276495,0.0491171,0,0,0.0135374,0,0,0.0335283,0.0320209,0.0336364,0.0180312,0.0430348,0.0285415,0.0346389,0.0239393,0.0213169,0.0237375,0.0427924,0.0457283,0.0359727,0.0340968,0.0173522,0.0463689,0.00960949,0.0192772,0.0603126,0,0.0169919,0.0613685,0.0185608,0,0,0.0119456,0,0,0.0328624,0.0521684,0.0288426,0.0306165,0.0963699,0.0359462,0.020093,0.0298304,0.0229985,0.0493528,0,0.0704782,0.0698753,0.0729214,0.0145175,0.0371576,0.0180442,0.0200491,0.0429823,0.0215705,0,0,0,0,0,0,0,0,0,0.026498,0,0,0,0
112,0.0376748,0.0471335,0,0,0,0,0.0533408,0,0.0274962,0.0495401,0,0,0.0134886,0,0,0.0335015,0.0320828,0.0340939,0.0179706,0.0430122,0.0284523,0.0346699,0.0237692,0.021452,0.0235609,0.0426003,0.0454223,0.0357407,0.0338754,0.0176192,0.0464334,0.00957179,0.0192107,0.0595429,0,0.0161188,0.0612988,0.0185623,0,0,0.0116754,0,0,0.0329066,0.051713,0.0264197,0.0309736,0.0965718,0.0361101,0.0205491,0.0287915,0.0234202,0.0488047,0,0.0699684,0.0699238,0.0729766,0.0144091,0.0371041,0.0181183,0.0201175,0.0432848,0.0215027,0,0,0,0,0,0,0,0,0,0.0263974,0,0,0,0
