Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,LTHII,IMUL_R,RTHII,,IMUR_M
190,0.0358984,0.0470868,0,0,0,0,0.0322222,0,0.0237062,0.0531002,0,0,0.0160745,0,0,0.0358991,0.0274481,0.0317337,0.0204547,0.0429209,0.0326588,0.0409037,0.020315,0.0313701,0.0177194,0.0437178,0.0515082,0.0383882,0.0359346,0.0249966,0.0435121,0.00999106,0.0225644,0.0379332,0,0.00616497,0.0540803,0.0173686,0,0,0.0115978,0,0,0.0334969,0.0570906,0.0374314,0.0296211,0.100214,0.0342653,0.0151788,0.0297205,0.0141498,0.046171,0,0.0686234,0.0668251,0.0700665,0.0257179,0.0388919,0.0170607,0.0192969,0.043606,0.0261574,0,0,0,0,0,0,0,0,0,0.030098,0,0.0495904,0,0
191,0.0360169,0.0472716,0,0,0,0,0.0325686,0,0.02558,0.0537188,0,0,0.0160947,0,0,0.0359181,0.0272964,0.0342656,0.0223172,0.044389,0.0325038,0.0410364,0.0199408,0.0323079,0.017663,0.0426633,0.0495813,0.0368314,0.0347924,0.0254517,0.0435791,0.00997543,0.0225064,0.0348211,0,0.00569611,0.0541375,0.0169543,0,0,0.011837,0,0,0.0335596,0.0577705,0.0375469,0.0300459,0.100476,0.0339113,0.0145658,0.0306736,0.0135996,0.0472441,0,0.0684797,0.0669167,0.0707743,0.0284717,0.0394606,0.0165083,0.0186868,0.0438643,0.0260882,0,0,0,0,0,0,0,0,0,0,0,0.0490574,0,0
192,0.0360354,0.0476419,0,0,0,0,0.0331785,0,0.0258639,0.0548742,0,0,0.0154623,0,0,0.0351635,0.0271916,0.0350129,0.0222067,0.0457051,0.0316869,0.0397827,0.0200462,0.0316822,0.0182479,0.0424065,0.0484543,0.0361531,0.0344118,0.0247251,0.0444159,0.00954272,0.0213762,0.0331676,0,0.00563399,0.0541226,0.0171604,0,0,0.0117939,0,0,0.0335482,0.0562771,0.0380628,0.0306717,0.101893,0.034631,0.0146361,0.0314682,0.0176045,0.0503871,0,0.0677342,0.066064,0.0710217,0.0303072,0.0397756,0.0163038,0.0184707,0.0441948,0.0254576,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,0.0360658,0.0477189,0,0,0,0,0.0333012,0,0.0255605,0.0545692,0,0,0.0153995,0,0,0.0352062,0.0272569,0.035034,0.0220858,0.0472087,0.0317268,0.0395475,0.0201735,0.0313098,0.0177531,0.0420869,0.047577,0.0356181,0.0341201,0.024264,0.0444045,0.00956454,0.0215086,0.0296723,0,0.00558875,0.05388,0.0174695,0,0,0.0113366,0,0,0.0336436,0.0578705,0.0377121,0.030847,0.101907,0.0345714,0.0146382,0.032911,0.0173093,0.0513994,0,0.0678918,0.0664819,0.0718891,0.033267,0.0396861,0.0165842,0.0188058,0.0441528,0.0257333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,0.0358572,0.0477288,0,0,0,0,0.032925,0,0.0240722,0.0530648,0,0,0.0160054,0,0,0.0351272,0.0282446,0.0336542,0.0196848,0.0465969,0.0315899,0.039884,0.0205259,0.0297429,0.0176175,0.0430559,0.0485439,0.0364684,0.0349342,0.0246938,0.0440349,0.00947422,0.0213508,0.0262428,0,0.0060206,0.0537577,0.018292,0,0,0.0113807,0,0,0.033783,0.0590931,0.037298,0.0308787,0.101573,0.0349699,0.0161362,0.0345866,0.0167066,0.0524323,0,0.0683995,0.0671991,0.0727559,0.0364301,0.038833,0.016954,0.0194955,0.0439511,0.0262237,0,0,0,0,0,0,0,0,0,0.0315066,0,0,0,0
195,0.0359411,0.0478702,0,0,0,0,0.0326833,0,0.023713,0.0526868,0,0,0.0160199,0,0,0.0353497,0.0283929,0.0334221,0.0198652,0.0471153,0.0317738,0.039848,0.0205023,0.0299305,0.0168584,0.0425083,0.0481763,0.0361488,0.034613,0.0248565,0.043887,0.00957084,0.0217593,0.0235706,0,0.0069765,0.0538066,0.0185371,0,0,0.0111219,0,0,0.033823,0.0599624,0.0368006,0.031165,0.101363,0.0346922,0.0167229,0.0362699,0.016881,0.0538797,0,0.0688244,0.0676719,0.0736107,0.0394874,0.0384518,0.0172485,0.0199,0.0441419,0.0264727,0,0,0,0,0,0,0,0,0,0.0315089,0,0,0,0
196,0.0359875,0.0480103,0,0,0,0,0.0320398,0,0.0236282,0.0522177,0,0,0.016118,0,0,0.0355052,0.0280349,0.0335793,0.020173,0.0468421,0.0323754,0.04,0.0207229,0.0304926,0.0164596,0.0428303,0.0479967,0.0359999,0.0342746,0.0256069,0.0436757,0.00963625,0.022135,0.0216304,0,0.00825885,0.0541027,0.0185483,0,0,0.0109246,0,0,0.0337674,0.0602512,0.0361269,0.0317741,0.101122,0.0345836,0.0172435,0.0378033,0.0178074,0.055281,0,0.0691882,0.068069,0.0743931,0.0431107,0.0381253,0.0174403,0.0201995,0.04435,0.0267623,0,0,0,0,0,0,0,0,0,0.0303328,0,0,0,0
197,0.0360428,0.0481988,0,0,0,0,0.0318339,0,0.024737,0.0526012,0,0,0.016108,0,0,0.0355849,0.0264453,0.0349962,0.0225754,0.0472868,0.0335989,0.040118,0.0206703,0.0327084,0.0154818,0.0417661,0.0466534,0.0348288,0.0330684,0.0259419,0.0436423,0.00965679,0.0222804,0.0206709,0,0.00993899,0.0545258,0.0180255,0,0,0.0109827,0,0,0.0336391,0.0602251,0.0352939,0.032511,0.10095,0.0341419,0.0171194,0.0393246,0.0191224,0.0569175,0,0.0694098,0.0684376,0.0751141,0.0471694,0.0383022,0.0172251,0.0199948,0.0447659,0.0264956,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,0.0359312,0.0475495,0,0,0,0,0.0306458,0,0.0240412,0.0498055,0,0,0.0174888,0,0,0.0368512,0.0263581,0.0347322,0.0209651,0.0435175,0.0345972,0.0418984,0.0215301,0.0315097,0.0163008,0.0439478,0.0487062,0.0368331,0.0346887,0.0280026,0.0420034,0.0103013,0.0238924,0.0210239,0,0.0115842,0.0551659,0.0185168,0,0,0.0107959,0,0,0.0338779,0.0620758,0.0334259,0.0320615,0.0987099,0.0337451,0.0178643,0.0400975,0.0168305,0.0557716,0,0.0708405,0.0703899,0.0766733,0.0536928,0.0371943,0.0180223,0.0209904,0.0437927,0.0279259,0,0,0,0,0,0,0,0,0,0.028651,0,0.0522823,0,0
199,0.0358365,0.0478872,0,0,0,0,0.0310057,0,0.0255108,0.0518312,0,0,0.016321,0,0,0.035741,0.024843,0.036385,0.0233058,0.0448999,0.0350504,0.0401398,0.02131,0.033568,0.015235,0.0425032,0.0471236,0.0357631,0.0336835,0.0276584,0.0433996,0.0094517,0.0221678,0.0213892,0,0.012776,0.0551404,0.0179837,0,0,0.0109191,0,0,0.0337607,0.0587963,0.0341349,0.033297,0.100083,0.034712,0.0175281,0.0412492,0.0201848,0.0587585,0,0.0702501,0.0700031,0.0772215,0.0562752,0.038,0.0173141,0.0203544,0.0445074,0.0263089,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,0.0356903,0.0470928,0,0,0,0,0.030366,0,0.0246293,0.0495532,0,0,0.0174969,0,0,0.0366479,0.0251098,0.0359052,0.0215792,0.0429008,0.0352454,0.0416452,0.0216571,0.0319128,0.0159416,0.0446522,0.0491725,0.037866,0.0356048,0.0290301,0.0420424,0.0101113,0.0232694,0.0227138,0,0.012954,0.0555728,0.0186821,0,0,0.0113116,0,0,0.0340319,0.060676,0.0329142,0.032671,0.0977459,0.0344843,0.0184237,0.0415725,0.0175247,0.0567137,0,0.0719016,0.0719715,0.0788833,0.0619414,0.0369417,0.0177422,0.0210881,0.0433165,0.0279511,0,0,0,0,0,0,0,0,0,0.0291891,0,0.0522976,0,0
201,0.035557,0.0468372,0,0,0,0,0.0304642,0,0.0246755,0.0496723,0,0,0.0173451,0,0,0.0363988,0.0250159,0.035967,0.0216818,0.0444791,0.0349218,0.0412966,0.0214602,0.0317231,0.0157152,0.0448105,0.0492921,0.0380839,0.0359404,0.0287911,0.0422867,0.00997141,0.0228863,0.0236053,0,0.0130537,0.0555229,0.0188283,0,0,0.0113046,0,0,0.0340262,0.0602958,0.0331544,0.0327614,0.0972771,0.0346999,0.0184802,0.042037,0.0173508,0.0567862,0,0.0725066,0.0727436,0.0800696,0.0649091,0.0369816,0.0176971,0.0210282,0.0430516,0.0278729,0,0,0,0,0,0,0,0,0,0.0297534,0,0.0520213,0,0
202,0.0354561,0.0466439,0,0,0,0,0.0307515,0,0.0245343,0.0498175,0,0,0.0171825,0,0,0.0361452,0.0250748,0.0355297,0.0218159,0.0461034,0.0344893,0.0409853,0.0213554,0.0314631,0.0154941,0.0447614,0.0491926,0.0380403,0.0359468,0.0277713,0.0425873,0.00975944,0.0225595,0.0244714,0,0.0131485,0.0554259,0.0189186,0,0,0.0113762,0,0,0.034001,0.0603008,0.0337304,0.0327687,0.0969672,0.0345685,0.0184327,0.0421827,0.0168903,0.0571064,0,0.0728564,0.0732555,0.0811449,0.0670183,0.0371272,0.0175634,0.0208969,0.0428545,0.0277824,0,0,0,0,0,0,0,0,0,0.0290637,0,0.052065,0,0
203,0.0356286,0.0464854,0,0,0,0,0.0313365,0,0.0245177,0.0502221,0,0,0.0157782,0,0,0.0367338,0.0248249,0.0349037,0.0220104,0.0452792,0.0340008,0.0388093,0.0211643,0.0312134,0.0156367,0.044381,0.0487427,0.0378341,0.0355584,0.0262749,0.0433009,0.01045,0.0234964,0.025582,0,0.0133593,0.0550471,0.0189501,0,0,0.0106925,0,0,0.0340967,0.0609674,0.0339784,0.0325198,0.0967262,0.0343713,0.0178081,0.0424302,0.0168678,0.0573863,0,0.0731246,0.0737885,0.0820561,0.0692996,0.0373417,0.0178392,0.0210502,0.0427073,0.0277046,0,0,0,0,0,0,0,0,0,0.0289282,0,0.052532,0,0
204,0.0355932,0.0470175,0,0,0,0,0.0328076,0,0.0256083,0.0526641,0,0,0.0146152,0,0,0.0354633,0.0235606,0.0354012,0.0240563,0.0470848,0.0332028,0.0369996,0.0205965,0.0326325,0.0149737,0.0422763,0.0465607,0.0360719,0.0338578,0.0238871,0.0448908,0.00971833,0.0216441,0.0257977,0,0.0134685,0.0545437,0.0182971,0,0,0.0109269,0,0,0.0339375,0.0590042,0.0355529,0.0331747,0.0992019,0.0345723,0.0172697,0.0426892,0.0200275,0.059984,0,0.0719818,0.0731098,0.0824216,0.0691159,0.0383893,0.0171074,0.0202113,0.0434583,0.0260431,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,0.0353768,0.0466495,0,0,0,0,0.0330417,0,0.0243069,0.0505038,0,0,0.0160168,0,0,0.0360828,0.0239698,0.0340782,0.0219833,0.044634,0.0327943,0.0390905,0.0207384,0.0304615,0.0157804,0.0442479,0.0485414,0.0379326,0.0354457,0.0236645,0.0435113,0.0101133,0.0224424,0.0277658,0,0.0135646,0.0546192,0.0187637,0,0,0.0113746,0,0,0.0340885,0.06275,0.0345838,0.0322469,0.0967094,0.0337799,0.0179172,0.0419153,0.0166788,0.0569962,0,0.0735226,0.0747535,0.0835384,0.0732533,0.0377428,0.0174273,0.0206442,0.0425804,0.0273387,0,0,0,0,0,0,0,0,0,0.0300609,0,0.0542185,0,0
206,0.0353033,0.0470123,0,0,0,0,0.0338738,0,0.0245167,0.052262,0,0,0.0148182,0,0,0.0352327,0.023008,0.034084,0.0220402,0.0451779,0.0317175,0.036895,0.0204464,0.030399,0.0155925,0.0439603,0.0481346,0.0377266,0.03517,0.0224003,0.0448253,0.00958738,0.0211891,0.0277387,0,0.0137499,0.0538766,0.0183644,0,0,0.0107704,0,0,0.0340136,0.0600292,0.0359567,0.0325422,0.0992656,0.0345691,0.0176727,0.0419333,0.0203954,0.0596218,0,0.0726792,0.0741309,0.0839573,0.0727607,0.038371,0.0175163,0.0204669,0.0431727,0.0258914,0,0,0,0,0,0,0,0,0,0.0305217,0,0,0,0
207,0.0351785,0.0469643,0,0,0,0,0.0341152,0,0.0238787,0.053116,0,0,0.0151162,0,0,0.0348241,0.0218263,0.0337315,0.0216538,0.0448475,0.0313977,0.0365972,0.0203475,0.0302735,0.0152343,0.04455,0.048671,0.0383158,0.0355444,0.0218897,0.0447127,0.00970099,0.021182,0.0208956,0,0.0173277,0.0529472,0.0186523,0,0,0.0101092,0,0,0.034289,0.0593212,0.0364895,0.0332461,0.102083,0.0352626,0.0180599,0.0426013,0.0228909,0.0614045,0,0.072381,0.0751448,0.0863263,0.0626832,0.0384206,0.0175846,0.0204337,0.0431055,0.0256369,0,0,0,0,0,0,0,0,0,0.0302503,0,0,0,0
208,0.0351692,0.0467242,0,0,0,0,0.0357973,0,0.023717,0.0516374,0,0,0.0158638,0,0,0.0362749,0.0213708,0.0331295,0.0224857,0.0449882,0.0319682,0.0386802,0.0206024,0.0299901,0.0151111,0.0448961,0.0489289,0.0386675,0.0357362,0.0198035,0.043406,0.0100356,0.0225588,0.0299877,0,0.0141789,0.0534897,0.0180242,0,0,0.0109009,0,0,0.0339335,0.0627949,0.0358026,0.0320916,0.0970857,0.033482,0.0174528,0.0412683,0.0166922,0.0561634,0,0.0739377,0.0749893,0.0843795,0.0777389,0.0381687,0.0178325,0.0206331,0.0426412,0.0268582,0,0,0,0,0,0,0,0,0,0.0301895,0,0.0542856,0,0
209,0.0351724,0.0465119,0,0,0,0,0.0355597,0,0.0228281,0.0526444,0,0,0.0157377,0,0,0.0362008,0.0202409,0.0327565,0.0218566,0.0450143,0.031701,0.0375406,0.0205181,0.0292346,0.0151924,0.0454569,0.0490023,0.0393496,0.0365146,0.0199045,0.0434157,0.010476,0.0232402,0.0219162,0,0.0182096,0.0522109,0.0184477,0,0,0.0101241,0,0,0.0342813,0.0617301,0.0372088,0.0327056,0.100309,0.0344413,0.0177917,0.0419311,0.0186126,0.0578004,0,0.0728451,0.0758318,0.0865108,0.0660017,0.0380194,0.0180374,0.0208187,0.0424492,0.026546,0,0,0,0,0,0,0,0,0,0.0296812,0,0.0561397,0,0
210,0.0352286,0.046786,0,0,0,0,0.0362245,0,0.0229951,0.0537758,0,0,0.0148717,0,0,0.0352048,0.0197059,0.0329341,0.0218428,0.0455587,0.0312669,0.0358799,0.0207266,0.0288527,0.0152119,0.0450801,0.0483523,0.0392024,0.0365007,0.0191462,0.0445362,0.00986087,0.0218975,0.0214979,0,0.0176171,0.0521849,0.018218,0,0,0.0100529,0,0,0.0341755,0.0580777,0.0372577,0.0334311,0.102807,0.0355698,0.0178213,0.0415177,0.0230592,0.059861,0,0.0722315,0.075403,0.0868361,0.0642681,0.0384269,0.0177663,0.0206119,0.043077,0.0253029,0,0,0,0,0,0,0,0,0,0.0299824,0,0,0,0
211,0.035114,0.0468651,0,0,0,0,0.0370095,0,0.0228124,0.0542176,0,0,0.0158278,0,0,0.0346244,0.0193496,0.0326694,0.0218745,0.0454193,0.0308768,0.0368722,0.0206124,0.0283366,0.0154721,0.0452447,0.0483834,0.0393556,0.0365374,0.0181408,0.0442929,0.00966522,0.0209271,0.0214399,0,0.0172985,0.051935,0.0181637,0,0,0.0104285,0,0,0.0340876,0.0580067,0.0369318,0.0327793,0.102484,0.0356581,0.0180722,0.0407399,0.0233463,0.0595842,0,0.0722254,0.0755568,0.0868539,0.0634368,0.0383636,0.0177877,0.0205807,0.0431456,0.0251014,0,0,0,0,0,0,0,0,0,0.029805,0,0,0,0
212,0.0352268,0.0468636,0,0,0,0,0.0374233,0,0.0227378,0.0543859,0,0,0.0155559,0,0,0.0348553,0.0190505,0.0325052,0.0219167,0.0454105,0.0308794,0.0364981,0.0205304,0.027932,0.0157572,0.0452527,0.0483351,0.0393872,0.0365348,0.0175185,0.044293,0.0096333,0.0213917,0.0213587,0,0.0169509,0.051792,0.0181926,0,0,0.0104667,0,0,0.0341184,0.0581762,0.0369393,0.0322396,0.102468,0.0358326,0.0178736,0.0395534,0.0234893,0.0589344,0,0.0720684,0.075496,0.0865382,0.0621323,0.0383051,0.0178646,0.0206673,0.043216,0.0251556,0,0,0,0,0,0,0,0,0,0.0297145,0,0,0,0
213,0.0351938,0.0465555,0,0,0,0,0.037971,0,0.0222402,0.0537895,0,0,0.0164715,0,0,0.0357757,0.0189095,0.0319002,0.0219403,0.0449839,0.0312061,0.0379199,0.0203485,0.0273588,0.0162157,0.0456384,0.0487625,0.0396593,0.0368769,0.0167043,0.0430887,0.0101942,0.0227928,0.021703,0,0.0171197,0.0511461,0.0182873,0,0,0.0105675,0,0,0.0342016,0.0617259,0.0364821,0.0309628,0.100256,0.0351268,0.017719,0.0389837,0.0185086,0.0559629,0,0.0724436,0.0758526,0.08592,0.0622847,0.0378157,0.018214,0.0210548,0.0427168,0.0263146,0,0,0,0,0,0,0,0,0,0.0291197,0,0.0560187,0,0
214,0.0351799,0.0465409,0,0,0,0,0.0383151,0,0.0223147,0.0540324,0,0,0.0165683,0,0,0.0356653,0.0190513,0.0319341,0.0219376,0.0450307,0.0311499,0.0376901,0.0201878,0.0269047,0.0164621,0.045597,0.0487643,0.0393566,0.036971,0.0162872,0.0430847,0.0101556,0.0227563,0.0216957,0,0.0165978,0.0508892,0.0183136,0,0,0.0105939,0,0,0.0342684,0.0617281,0.036435,0.0306465,0.100348,0.0352737,0.0177561,0.0384625,0.018441,0.0552492,0,0.0722359,0.0754128,0.0853998,0.0605929,0.0377043,0.0182429,0.0211786,0.0427058,0.0262249,0,0,0,0,0,0,0,0,0,0.0289584,0,0.0558414,0,0
215,0.0351542,0.0465285,0,0,0,0,0.0385639,0,0.0223812,0.0543046,0,0,0.0166165,0,0,0.0355489,0.019348,0.0322499,0.0219022,0.0449858,0.0309848,0.037397,0.0200425,0.0263515,0.0166108,0.0455839,0.0487838,0.0388761,0.0370526,0.0160164,0.0431161,0.010078,0.022607,0.0218265,0,0.0160299,0.050644,0.0183395,0,0,0.0105943,0,0,0.0342738,0.0616728,0.0364676,0.0302769,0.100361,0.035427,0.0178214,0.037841,0.0184585,0.0545528,0,0.072067,0.0750398,0.0848986,0.0588619,0.0375916,0.0182311,0.0212585,0.0426628,0.0260962,0,0,0,0,0,0,0,0,0,0.028915,0,0.0556282,0,0
216,0.03517,0.0466099,0,0,0,0,0.0410629,0,0.0235291,0.054266,0,0,0.0162781,0,0,0.0358176,0.02,0.0320771,0.0225999,0.0456879,0.0308984,0.0374034,0.0201686,0.0269433,0.0162584,0.0449604,0.0481586,0.0379831,0.0362707,0.0139066,0.0432405,0.00978839,0.022384,0.0255573,0,0.0130238,0.0508981,0.0178142,0,0,0.0112851,0,0,0.0338601,0.0622907,0.0371061,0.0292196,0.0983871,0.034703,0.0174877,0.0369904,0.0162189,0.0527264,0,0.072511,0.0744585,0.0828356,0.0660917,0.0377375,0.0180552,0.0211374,0.0427352,0.026068,0,0,0,0,0,0,0,0,0,0.0294892,0,0.0535051,0,0
217,0.0351748,0.0465697,0,0,0,0,0.0413293,0,0.0235886,0.0547131,0,0,0.0161683,0,0,0.0356426,0.0202843,0.0318989,0.0226133,0.0458322,0.0307255,0.0371403,0.0199861,0.0267277,0.0164297,0.0449696,0.0477446,0.0384952,0.0361569,0.0136983,0.0434101,0.00971932,0.0221051,0.025134,0,0.0126898,0.05052,0.0179022,0,0,0.0112851,0,0,0.0338161,0.062245,0.0373332,0.0289376,0.098554,0.0347207,0.0174758,0.0363155,0.0162749,0.052182,0,0.072377,0.0746581,0.082327,0.0636442,0.0377629,0.0180171,0.0210771,0.0426924,0.0259533,0,0,0,0,0,0,0,0,0,0.0295264,0,0.0538576,0,0
218,0.0352178,0.0465071,0,0,0,0,0.0415158,0,0.0236276,0.0551375,0,0,0.0160241,0,0,0.0354506,0.0204518,0.0322072,0.0225876,0.0459809,0.0305308,0.0369096,0.019883,0.0266657,0.0165703,0.0449464,0.0473111,0.0391341,0.0362384,0.0136842,0.0436241,0.0096924,0.0218339,0.0249032,0,0.0123878,0.0502339,0.0179397,0,0,0.0113617,0,0,0.0337315,0.0620757,0.0374708,0.0289592,0.0986973,0.0347598,0.017397,0.0356028,0.0163322,0.0516549,0,0.0722853,0.074736,0.0818437,0.0611386,0.0379259,0.0179919,0.0209946,0.0426436,0.0259202,0,0,0,0,0,0,0,0,0,0.0295553,0,0.0544526,0,0
219,0.0352746,0.0464731,0,0,0,0,0.0416424,0,0.023646,0.0554213,0,0,0.0159455,0,0,0.0352556,0.0204448,0.0331537,0.0225138,0.0460947,0.0301715,0.0367728,0.0199395,0.0266304,0.0166545,0.044902,0.0474178,0.0393476,0.0364157,0.0138098,0.0438095,0.00958864,0.0216137,0.0248243,0,0.0121022,0.0500195,0.0179889,0,0,0.0115089,0,0,0.033681,0.0616425,0.0377306,0.0290722,0.0987295,0.034858,0.0172414,0.0347744,0.0165185,0.0511227,0,0.0723006,0.0748117,0.0814622,0.0588994,0.0380789,0.0178912,0.0209229,0.0426149,0.0258932,0,0,0,0,0,0,0,0,0,0.029487,0,0.0543502,0,0
220,0.035588,0.0463666,0,0,0,0,0.0417757,0,0.0237768,0.0558017,0,0,0.0145612,0,0,0.036205,0.0201957,0.033236,0.0224202,0.0462614,0.0300395,0.0337488,0.0200028,0.0263829,0.0165746,0.0446891,0.0481115,0.0390766,0.0362004,0.0137825,0.0444068,0.0103247,0.0230846,0.0247176,0,0.0119541,0.0498373,0.0180942,0,0,0.0114645,0,0,0.0336925,0.0610689,0.0377685,0.0290013,0.0985724,0.0350942,0.0167155,0.0338647,0.0170885,0.0507749,0,0.0724821,0.0748397,0.0812231,0.0568963,0.0380485,0.0179774,0.0209757,0.0426328,0.0257618,0,0,0,0,0,0,0,0,0,0.0295682,0,0.0521957,0,0
221,0.0358416,0.0465628,0,0,0,0,0.0417607,0,0.0243089,0.0568069,0,0,0.0139035,0,0,0.0352311,0.0202174,0.0328287,0.0223949,0.0466384,0.0292329,0.0322231,0.0201791,0.0262753,0.0164895,0.044324,0.0480712,0.0384848,0.0358284,0.013758,0.0454534,0.00957851,0.0216917,0.0243617,0,0.0118039,0.0505036,0.0182056,0,0,0.0114469,0,0,0.0336855,0.0575288,0.0389043,0.030266,0.100327,0.0356411,0.016781,0.0321429,0.0232098,0.0520406,0,0.0718162,0.0738952,0.080488,0.0520483,0.0382759,0.0177823,0.0208712,0.0430289,0.0245019,0,0,0,0,0,0,0,0,0,0.0299743,0,0,0,0
222,0.0358103,0.0464372,0,0,0,0,0.0418016,0,0.0242698,0.056654,0,0,0.0145433,0,0,0.0357683,0.0195291,0.0318598,0.0225518,0.0464359,0.0295604,0.033087,0.019776,0.0259291,0.0165194,0.0447338,0.0481998,0.0384622,0.0359111,0.0136011,0.0446041,0.00996243,0.0226503,0.0248662,0,0.0114227,0.0495583,0.0182969,0,0,0.0115397,0,0,0.033676,0.0608234,0.037488,0.0287353,0.0981728,0.0352806,0.0164895,0.0325848,0.0179201,0.049983,0,0.0730181,0.0750823,0.0807913,0.0537037,0.0379916,0.0179799,0.0210549,0.0427186,0.025384,0,0,0,0,0,0,0,0,0,0.0296546,0,0.0508892,0,0
223,0.0358854,0.0464782,0,0,0,0,0.0417099,0,0.0244354,0.0569884,0,0,0.0144943,0,0,0.03565,0.0192073,0.0315698,0.0225919,0.0464962,0.0294218,0.0328127,0.019755,0.0258495,0.0165626,0.0447855,0.0479104,0.0382919,0.0359492,0.0135883,0.0446623,0.00981641,0.0224774,0.0250009,0,0.0110552,0.0494757,0.018333,0,0,0.0115772,0,0,0.0336609,0.0609031,0.0372491,0.0288548,0.0978962,0.0353262,0.0163884,0.0324336,0.0185662,0.0496527,0,0.0734553,0.0753288,0.0808342,0.05217,0.0379848,0.0180324,0.0211066,0.0428215,0.025102,0,0,0,0,0,0,0,0,0,0.0296273,0,0.0513061,0,0
224,0.0359742,0.0465095,0,0,0,0,0.0416103,0,0.0245996,0.0572853,0,0,0.0144121,0,0,0.0355981,0.0190382,0.0312256,0.022692,0.0463915,0.0293462,0.0325755,0.0196732,0.0258336,0.016509,0.0443943,0.0475978,0.0381267,0.035921,0.0134816,0.0447419,0.00971338,0.0222688,0.0252231,0,0.0107093,0.0494329,0.0184011,0,0,0.0115713,0,0,0.0336658,0.0612026,0.0369776,0.0289707,0.0976235,0.0353608,0.0163703,0.0320668,0.0192555,0.0492614,0,0.0740372,0.0755803,0.0807772,0.0500488,0.0379061,0.0179986,0.0212063,0.0429126,0.0248306,0,0,0,0,0,0,0,0,0,0.0293641,0,0.0516111,0,0
225,0.0360187,0.0465192,0,0,0,0,0.04153,0,0.0247849,0.0575019,0,0,0.0143093,0,0,0.035541,0.0190743,0.0313027,0.0228301,0.0460489,0.0292718,0.0324229,0.0194591,0.025796,0.0164264,0.0435573,0.0473023,0.0379454,0.0357324,0.0135357,0.0448482,0.00966055,0.0220189,0.0256435,0,0.0102771,0.049425,0.0184811,0,0,0.0115495,0,0,0.0337202,0.060945,0.0368526,0.0288893,0.0973669,0.0355036,0.0163977,0.0317291,0.0197596,0.0487889,0,0.0747066,0.0759492,0.0807528,0.0474566,0.0378343,0.0179635,0.0212859,0.0429683,0.0246196,0,0,0,0,0,0,0,0,0,0.0288004,0,0.0516507,0,0
226,0.0360252,0.0465275,0,0,0,0,0.0414286,0,0.0249499,0.0576585,0,0,0.0142585,0,0,0.0354243,0.0193136,0.0316083,0.0228148,0.0459551,0.0290945,0.0322337,0.0191299,0.0255719,0.0165506,0.0430626,0.0470382,0.0377258,0.0355902,0.0137968,0.044986,0.00956656,0.021792,0.0262132,0,0.0098546,0.0495226,0.0185377,0,0,0.0115246,0,0,0.0338149,0.0605479,0.0367347,0.0287366,0.0969558,0.035619,0.0164033,0.0313061,0.0203199,0.0483736,0,0.0752741,0.0764477,0.080828,0.0443842,0.0378097,0.0179808,0.0213375,0.0429815,0.0244486,0,0,0,0,0,0,0,0,0,0.0286245,0,0.0516867,0,0
227,0.0360903,0.0464982,0,0,0,0,0.0413684,0,0.0251633,0.0576266,0,0,0.0141128,0,0,0.0354109,0.0196017,0.0316906,0.0226566,0.0460416,0.0290044,0.0317927,0.0190912,0.0253412,0.0167983,0.0428525,0.0468378,0.0375921,0.035332,0.0139447,0.0451277,0.00951838,0.0217638,0.0271826,0,0.00936214,0.0497571,0.018594,0,0,0.0109947,0,0,0.0339919,0.0601173,0.0366038,0.0282923,0.0963543,0.0356364,0.0159956,0.0307949,0.0210121,0.0481238,0,0.07577,0.0766244,0.0807628,0.0407707,0.0378893,0.0182919,0.0215685,0.0429659,0.0242416,0,0,0,0,0,0,0,0,0,0.0287214,0,0.051775,0,0
228,0.0360152,0.0465236,0,0,0,0,0.0415202,0,0.0254032,0.0577124,0,0,0.0143415,0,0,0.0351482,0.0199439,0.0316656,0.0221885,0.0461481,0.0285678,0.032098,0.0192393,0.0250677,0.017157,0.0427376,0.0467883,0.0375026,0.0351822,0.014002,0.045095,0.00932031,0.0213333,0.0285898,0,0.00890367,0.0501396,0.018663,0,0,0.0115167,0,0,0.0339359,0.0595138,0.0363664,0.0274707,0.0958063,0.0355382,0.0164785,0.0303647,0.021775,0.0479976,0,0.0761877,0.0765931,0.0805368,0.0365579,0.0377435,0.0180317,0.0215578,0.0429652,0.0238251,0,0,0,0,0,0,0,0,0,0.0288718,0,0.0519095,0,0
