Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RPSI,RSHO,RTHI,RTHIA,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x71,x72,x73,x74,RTHIP,RKNE,IMUL_R,IMUR_M,x75
175,0.0379112,0.0460204,0,0,0,0,0.0312859,0,0.0248474,0.0488131,0,0,0.0108083,0,0,0.0316966,0.0402895,0.0384,0.0206913,0.0489605,0.0289133,0.0302484,0.0202054,0.0322911,0.0378431,0.0288065,0.0479749,0.0522388,0.0420433,0.0381855,0.0279242,0.0494217,0.00851468,0.0156955,0.0660451,0,0.0166612,0.0690456,0.0219866,0,0,0.0133035,0,0,0.033221,0.0454965,0.046194,0.0318478,0.0294614,0.0229098,0.036749,0.0173402,0.0636801,0.0638749,0.0646938,0.0641057,0.0250943,0.0345411,0.0187945,0.02149,0.0403196,0.0223283,0,0,0,0,0,0,0,0,0,0.0567202,0.0220544,0,0,0
176,0.0378859,0.0460412,0,0,0,0,0.035577,0,0.0248836,0.0499851,0,0,0.0108161,0,0,0.0316269,0.0396331,0.0378,0.02055,0.0481202,0.0285216,0.0300028,0.0206672,0.0308062,0.0375358,0.0300733,0.0476793,0.0521415,0.0417123,0.0386449,0.0217633,0.0494319,0.00848834,0.015623,0.0669305,0,0.0165201,0.0680195,0.0222142,0,0,0.0130867,0,0,0.0332843,0.0460488,0.0462262,0.0315485,0.029625,0.02316,0.0368339,0.0170348,0.0640604,0.064389,0.065132,0.0645131,0.0257676,0.034366,0.01893,0.0217471,0.0402734,0.0222139,0,0,0,0,0,0,0,0,0,0.0566222,0.0215862,0,0,0
177,0.0378615,0.0461109,0,0,0,0,0.0400833,0,0.0248914,0.0513058,0,0,0.0108174,0,0,0.0315504,0.0387968,0.0374025,0.0205385,0.0473655,0.0281199,0.0296753,0.0212953,0.0291044,0.0375333,0.0311486,0.0475293,0.0518261,0.0415633,0.0393403,0.0164387,0.0494914,0.00851885,0.0154781,0.06777,0,0.0163246,0.0668345,0.0224436,0,0,0.0128474,0,0,0.0333661,0.0466588,0.0461447,0.031369,0.0298179,0.0234027,0.0368981,0.0167127,0.0644394,0.0649309,0.0655657,0.0648638,0.0266295,0.0341921,0.0190631,0.0219898,0.0403121,0.0220736,0,0,0,0,0,0,0,0,0,0.0564658,0.0210678,0,0,0
178,0.0377041,0.0463524,0,0,0,0,0.0443258,0,0.025519,0.0533783,0,0,0.0108346,0,0,0.0315379,0.0376164,0.0383305,0.0217219,0.0473697,0.0272653,0.0292114,0.0221805,0.0277508,0.0384857,0.0316803,0.0469877,0.0507813,0.0412343,0.0392112,0.0124821,0.0494178,0.00848673,0.015545,0.066592,0,0.0165936,0.0656438,0.0228164,0,0,0.0121987,0,0,0.034246,0.0475542,0.0467714,0.0317106,0.0295903,0.0236807,0.0371984,0.0160938,0.0648704,0.0656463,0.0658194,0.0651102,0.0225087,0.034089,0.0186971,0.0216294,0.0405438,0.0214825,0,0,0,0,0,0,0,0,0,0.0560217,0.020323,0,0,0
179,0.0378796,0.0462995,0,0,0,0,0.0476794,0,0.0262248,0.0545977,0,0,0.0108465,0,0,0.031399,0.0366711,0.0382017,0.0221302,0.047168,0.0271724,0.0289492,0.0232562,0.0253881,0.0392044,0.0330192,0.0473385,0.0507457,0.0420608,0.0398293,0.00970081,0.0495864,0.00857299,0.0154621,0.0673447,0,0.0165495,0.0645095,0.0230462,0,0,0.0122323,0,0,0.034258,0.0481272,0.0466361,0.031502,0.0299004,0.0238965,0.0373527,0.0160465,0.065313,0.0661766,0.0663014,0.0654522,0.023079,0.0339563,0.0188674,0.0219141,0.0405458,0.0215204,0,0,0,0,0,0,0,0,0,0.0558492,0.0195296,0,0,0
180,0.0376846,0.0465102,0,0,0,0,0.0494821,0,0.0266937,0.0560209,0,0,0.0109375,0,0,0.031219,0.035552,0.038441,0.0230386,0.048499,0.0271427,0.0292651,0.0245772,0.0239707,0.0398758,0.0342056,0.0475703,0.050707,0.0424208,0.0400593,0.00850701,0.0497553,0.00844208,0.0148893,0.0701788,0,0.0164803,0.0631174,0.0229748,0,0,0.0138164,0,0,0.0339331,0.0485611,0.0470876,0.030879,0.0299373,0.0246962,0.0372508,0.0158401,0.0656702,0.0668459,0.0667905,0.0657282,0.026147,0.033605,0.0184937,0.0215419,0.0406981,0.0213491,0,0,0,0,0,0,0,0,0,0.0554483,0.017537,0,0,0
181,0.0381246,0.0465834,0,0,0,0,0.0501634,0,0.0280841,0.0574337,0,0,0.0107462,0,0,0.0310614,0.034807,0.0396879,0.0255056,0.0525759,0.0276375,0.0291508,0.0264744,0.0244338,0,0.0354752,0.0466085,0.0494229,0.0408248,0.0392424,0.00845877,0.0500807,0.00862535,0.0147841,0.0695792,0,0.0167841,0.0633875,0.0229099,0,0,0.0135973,0,0,0.0336343,0.0483316,0.0472765,0.0308505,0.0293294,0.0239179,0.0373215,0.016074,0.0655519,0.066848,0.0668095,0.065744,0.0256574,0.0342323,0.0181283,0.021041,0.040996,0.0209594,0,0,0,0,0,0,0,0,0,0.0553411,0.0175707,0,0,0
182,0.0376517,0.0466482,0,0,0,0,0.0524443,0,0.0270094,0.0575317,0,0,0.0105337,0,0,0.031358,0.0338051,0.0375872,0.0231787,0.0527425,0.027322,0.0286094,0.0273482,0.0231541,0.0415221,0.0353633,0.04869,0.051642,0.0421002,0.0404565,0.00800954,0.0500268,0.00843231,0.0145904,0.0727295,0,0.0162352,0.0611538,0.0232827,0,0,0.0133513,0,0,0.033735,0.0492768,0.0463882,0.030435,0.0308367,0.0250935,0.0376821,0.0161736,0.0662146,0.067362,0.0671686,0.0661722,0.030992,0.033339,0.0190819,0.0222135,0.0407386,0.0215395,0,0,0,0,0,0,0,0,0,0.055268,0.0172078,0,0,0
183,0.037921,0.0468703,0,0,0,0,0.0469888,0,0.0309774,0.0593416,0,0,0.0100051,0,0,0.0315662,0.0318717,0.0408797,0.0256779,0,0.0280193,0.0285374,0.0291234,0.025763,0.0440901,0.034302,0.0458482,0.0483207,0.0395287,0.037052,0.00946975,0.0503177,0.00849069,0.0142985,0.0735179,0,0.0169941,0.0617286,0.0228563,0,0,0.0135682,0,0,0.0334685,0.0494971,0.0471585,0.0295847,0.0299759,0.024323,0.0385564,0.0166021,0.0657396,0.0669641,0.0668532,0.0658738,0.03226,0.0340038,0.018559,0.0216147,0.041105,0.0210117,0,0,0,0,0,0,0,0,0,0.0557806,0.0169411,0,0,0
184,0.0375777,0.0467876,0,0,0,0,0.048227,0,0.0306328,0.0583461,0,0,0.0102345,0,0,0.031718,0.0321948,0.0387449,0.0235755,0.0532843,0.0278254,0.028667,0.0294087,0.0244119,0.0421135,0.0338953,0.0487106,0.0515387,0.0428912,0.0399005,0.00910664,0.0499794,0.00844066,0.0148265,0.0737987,0,0.0169807,0.0605187,0.0231504,0,0,0.0135521,0,0,0.0339023,0.0496746,0.0475066,0.0294548,0.0308421,0.025248,0.0382767,0.0164382,0.0658273,0.067147,0.0668126,0.0657792,0.0326712,0.0331337,0.0192488,0.022402,0.040753,0.0215778,0,0,0,0,0,0,0,0,0,0.0554204,0.0162279,0,0,0
185,0.0375051,0.0471784,0,0,0,0,0.0448559,0,0.0323543,0.0625376,0,0,0.00956922,0,0,0.0327957,0.0277126,0.0454439,0.0292917,0,0.0289435,0.0294489,0.0273921,0.0270068,0,0.0324438,0.0449097,0.0476918,0.0399346,0.0369588,0.0103394,0.0497142,0.00769429,0.0154361,0.0731092,0,0.0164779,0.0586787,0.0220076,0,0,0.0136014,0,0,0.033625,0,0.0462188,0.0257293,0.0289167,0.0236773,0.0401348,0.0144674,0.0669363,0.06841,0.0678258,0.0665698,0.0314027,0.0339989,0.0183261,0.0213285,0.0411686,0.0209377,0,0,0,0,0,0,0,0,0,0.0555896,0.0152943,0,0,0
186,0.0376179,0.0467802,0,0,0,0,0.0455081,0,0.0310052,0.0582521,0,0,0.0102795,0,0,0.0321413,0.0315294,0.0392232,0.023702,0.050156,0.0283098,0.0295189,0.0298029,0.0254392,0.0411002,0.0322211,0.0485722,0.0512974,0.0436466,0.0399474,0.0109295,0.0495819,0.00840521,0.0155511,0.0730705,0,0.0177768,0.0605175,0.0228492,0,0,0.0135584,0,0,0.0334814,0.0493886,0.0486679,0.0286308,0.0308472,0.0248859,0.0383398,0.0167242,0.0650667,0.0664092,0.0661354,0.0649075,0.0327769,0.03315,0.0192713,0.0223591,0.0407062,0.0218047,0,0,0,0,0,0,0,0,0,0.0554184,0.015351,0,0,0
187,0.0375009,0.0469801,0,0,0,0,0.0443578,0,0.0307611,0.0580792,0,0,0.0102002,0,0,0.0323937,0.0316636,0.0395391,0.0237489,0.0479887,0.0286015,0.0297336,0.0297986,0.0260238,0.0387874,0.0317625,0.0482251,0.0510044,0.0432085,0.0395013,0.011881,0.0494369,0.00829942,0.015772,0.0721377,0,0.0181378,0.0606758,0.0225522,0,0,0.0136508,0,0,0.0335418,0.0488692,0.0493711,0.0286913,0.0309222,0.0245612,0.0381104,0.0172354,0.064541,0.0656702,0.0656078,0.0643571,0.031983,0.0331539,0.0190444,0.022154,0.0408542,0.0217564,0,0,0,0,0,0,0,0,0,0.0551589,0.0150985,0,0,0
188,0.0379832,0.046964,0,0,0,0,0.042325,0,0.0319422,0.0587658,0,0,0.010613,0,0,0.0321569,0.0316617,0.0414509,0.0263496,0.0472108,0.029214,0.0307839,0.0295166,0.0280779,0,0.0322974,0.0462421,0.0489632,0.0413724,0.0380882,0.0140042,0.0491183,0.0087049,0.016329,0.068831,0,0.0189551,0.0619982,0.0221446,0,0,0.0135245,0,0,0.0336338,0.0483422,0.0508223,0.0284111,0.029728,0.0232573,0.0382074,0.0170105,0.0636539,0.0647103,0.0650182,0.0636611,0.02724,0.0340572,0.0182666,0.021035,0.0410885,0.0213273,0,0,0,0,0,0,0,0,0,0.0551557,0.0147613,0,0,0
189,0.037498,0.0469354,0,0,0,0,0.0405476,0,0.0310197,0.0574557,0,0,0.0105986,0,0,0.0326912,0.0320335,0.0392072,0.0233146,0.0432565,0.0288987,0.031109,0.0286389,0.0276528,0.0364311,0.0321988,0.0476616,0.0505232,0.0424074,0.0390738,0.0149712,0.0487586,0.00845677,0.0165324,0.0699736,0,0.0189133,0.0612806,0.0219652,0,0,0.0138862,0,0,0.0336201,0.0483499,0.0507084,0.0280099,0.0308884,0.0237686,0.0375153,0.017606,0.0632333,0.0640293,0.0644565,0.0631943,0.0309149,0.0334184,0.0190516,0.0218747,0.0409744,0.0220169,0,0,0,0,0,0,0,0,0,0.0554227,0.0147226,0,0,0
190,0.0373968,0.0469112,0,0,0,0,0.0386585,0,0.0309089,0.0570945,0,0,0.0106503,0,0,0.0329078,0.0320744,0.038371,0.0231283,0.0416098,0.0288051,0.0317029,0.0276504,0.0291351,0.0359719,0.0319318,0.0472522,0.0502883,0.0419191,0.0389836,0.0165845,0.0484802,0.00857506,0.0169132,0.0687946,0,0.0193468,0.0616491,0.0216806,0,0,0.0138672,0,0,0.0336073,0.0481242,0.0515216,0.0277847,0.0308442,0.0233731,0.0375215,0.0177394,0.0625292,0.0631422,0.0637018,0.0624602,0.0303855,0.0335955,0.0188641,0.0216854,0.0411994,0.0221266,0,0,0,0,0,0,0,0,0,0.0554836,0.0146687,0,0,0
191,0.0372468,0.0469693,0,0,0,0,0.0369836,0,0.0308471,0.0566966,0,0,0.0107658,0,0,0.0331827,0.031936,0.037496,0.0229057,0.0409165,0.028865,0.0323434,0.0268773,0.0309053,0.0365927,0.0311634,0.0469074,0.0501365,0.0417383,0.0392123,0.0180218,0.0481788,0.0085661,0.0173969,0.0674579,0,0.0197749,0.0619997,0.0212453,0,0,0.0138811,0,0,0.0335956,0.0479636,0.0523526,0.0275459,0.0307728,0.0229689,0.0376067,0.0178147,0.0618404,0.062295,0.0629454,0.0616505,0.0297548,0.0337559,0.0187619,0.0215021,0.0414154,0.0221992,0,0,0,0,0,0,0,0,0,0.0554895,0.0147867,0,0,0
192,0.0371337,0.0471012,0,0,0,0,0.0358807,0,0.0306026,0.0563411,0,0,0.0110535,0,0,0.0333971,0.031663,0.0365762,0.0225837,0.0413695,0.0291094,0.033048,0.026378,0.032591,0.036614,0.029812,0.0467377,0.0500007,0.0420619,0.0397876,0.0192497,0.0477973,0.00850078,0.0180062,0.0659354,0,0.02031,0.0622382,0.0208578,0,0,0.013902,0,0,0.0334969,0.0480179,0.0532627,0.0273642,0.0308956,0.0226318,0.0378743,0.0179457,0.0611538,0.061489,0.0622004,0.060861,0.0288881,0.0339325,0.0187226,0.0213406,0.0416499,0.0223561,0,0,0,0,0,0,0,0,0,0.0555665,0.0151761,0,0,0
193,0.0370359,0.0473059,0,0,0,0,0.0351621,0,0.0287513,0.0562592,0,0,0.0113516,0,0,0.0336249,0.0313916,0.0350602,0.0225141,0.0427727,0.0294242,0.0339058,0.0260949,0.0338847,0.0362929,0.0287404,0.0466707,0.0498566,0.042627,0.0405212,0.020049,0.0474213,0.00846473,0.0185379,0.0644159,0,0.0207541,0.0622906,0.0204393,0,0,0.0139628,0,0,0.0333515,0.0483703,0.054054,0.0273029,0.0310675,0.022223,0.0379449,0.0184698,0.060416,0.060698,0.0615078,0.0601583,0.0280094,0.034099,0.0186246,0.0211121,0.0419696,0.022576,0,0,0,0,0,0,0,0,0,0.0556719,0.0157936,0,0,0
194,0.0368914,0.0475246,0,0,0,0,0.034702,0,0.0267756,0.0566015,0,0,0.0116397,0,0,0.0338051,0.0307673,0.0331183,0.0225908,0.0444335,0.0297305,0.0347067,0.0258772,0.0344745,0.0355153,0.0279967,0.0466809,0.0499189,0.0427461,0.0407181,0.020733,0.0470256,0.0084637,0.018927,0.062677,0,0.0209928,0.0620055,0.0199753,0,0,0.013988,0,0,0.0332511,0.0487649,0.0547995,0.0275189,0.0313056,0.0217189,0.0381472,0.0193901,0.0597862,0.0601121,0.0608831,0.0595906,0.0273108,0.0344003,0.0184186,0.0207485,0.0423055,0.0228166,0,0,0,0,0,0,0,0,0,0.0557387,0.0164497,0,0,0
195,0.0367127,0.0476261,0,0,0,0,0.0347833,0,0.0252103,0.0571716,0,0,0.0119619,0,0,0.0338999,0.0297793,0.031836,0.0225132,0.0455942,0.0301154,0.0355514,0.0256102,0.0339984,0.0339246,0.027499,0.0467489,0.0502402,0.0419948,0.0399134,0.0211831,0.0466196,0.00850786,0.0193355,0.0605441,0,0.0211446,0.0613309,0.0195345,0,0,0.0139755,0,0,0.0332118,0.0489977,0.0555245,0.0279684,0.0317412,0.0211893,0.0383424,0.0200409,0.0593038,0.059681,0.0603652,0.0593206,0.0265595,0.0348387,0.018213,0.0203438,0.0425161,0.023076,0,0,0,0,0,0,0,0,0,0.0557034,0.0172741,0,0,0
196,0.0364159,0.0476553,0,0,0,0,0.0351331,0,0.0243148,0.0578424,0,0,0.0122633,0,0,0.0340887,0.0287833,0.0314835,0.0222818,0.0460262,0.0303959,0.0363718,0.0251938,0.0327723,0.0329266,0.0271607,0.0467537,0.0505498,0.0409294,0.0387635,0.0212582,0.0462673,0.00843441,0.0198202,0.0583521,0,0.0216815,0.0603707,0.0189558,0,0,0.0139015,0,0,0.0332329,0.0491611,0.0562734,0.0284688,0.0323005,0.0206336,0.0382873,0.020462,0.0589411,0.0593931,0.0600258,0.0592302,0.0257423,0.0353063,0.0179659,0.0198851,0.0425714,0.0232138,0,0,0,0,0,0,0,0,0,0.0555536,0.0182558,0,0,0
197,0.0363979,0.0474242,0,0,0,0,0.0352555,0,0.0256265,0.0583526,0,0,0.0129066,0,0,0.0336782,0.0275143,0.031695,0.021044,0.0457655,0.0307979,0.0367013,0.0240571,0.0313213,0.0314758,0.0263185,0.0469438,0.0508909,0.0404216,0.0382902,0.0207286,0.0459579,0.00890743,0.0201217,0.0651106,0,0.0228003,0.0589187,0.019285,0,0,0.0124171,0,0,0.0335188,0.0483801,0.0547589,0.0296213,0.0340214,0.0197389,0.036794,0.0242105,0.0579611,0.0577346,0.0580796,0.0585796,0.0326179,0.0362302,0.017703,0.0195382,0.0424823,0.0233622,0,0,0,0,0,0,0,0,0,0.0554365,0.0223646,0,0,0
198,0.0362343,0.0473738,0,0,0,0,0.0344549,0,0.0270641,0.0583894,0,0,0.013132,0,0,0.0340781,0.0272114,0.0320083,0.0204429,0.0452149,0.0304216,0.0374892,0.0237158,0.0307751,0.0308786,0.0257099,0.0472941,0.0513061,0.0403766,0.0384336,0.0210003,0.0455915,0.0089416,0.0204031,0.0618313,0,0.0233886,0.0580013,0.0187868,0,0,0.0123577,0,0,0.0333659,0.0488531,0.0556968,0.0298207,0.0343474,0.0187684,0.036777,0.0243124,0.0576345,0.057407,0.0579446,0.0587052,0.0303491,0.036711,0.0173881,0.0190323,0.0424078,0.0234203,0,0,0,0,0,0,0,0,0,0.0554577,0.0228879,0,0,0
199,0.0364847,0.0475705,0,0,0,0,0.0349072,0,0.0281177,0.0587748,0,0,0.0133798,0,0,0.0339992,0.0263515,0.0339191,0.0220137,0.046261,0.0303624,0.0385802,0.023462,0.0324291,0,0.0247721,0.0460476,0.0500881,0.0394526,0.0376262,0.0211664,0.0455478,0.00892341,0.0201216,0.0583602,0,0.0242134,0.0577319,0.0180947,0,0,0.011349,0,0,0.0334761,0.0494744,0.056961,0.0301036,0.033845,0.0164225,0.0369115,0.0242658,0.0571156,0.0568802,0.0575915,0.0587459,0.0283908,0.0379699,0.0170581,0.0183548,0.0428313,0.023266,0,0,0,0,0,0,0,0,0,0.0553277,0.0232477,0,0,0
200,0.0362832,0.0475871,0,0,0,0,0.0356113,0,0.0272012,0.0575819,0,0,0.0138566,0,0,0.0342436,0.0263876,0.0339745,0.0196463,0.0442232,0.0300215,0.0393375,0.0237685,0.0316689,0.0305134,0.0241987,0.0475473,0.051574,0.0412514,0.0388749,0.0216191,0.0451142,0.00900051,0.0204698,0.055324,0,0.0248523,0.0565896,0.0178293,0,0,0.0114092,0,0,0.0335352,0.0504835,0.0578501,0.0305321,0.03466,0.0162652,0.0372548,0.0234563,0.0569148,0.0565728,0.0572004,0.0588363,0.0272167,0.037933,0.0171148,0.018235,0.0425969,0.0236739,0,0,0,0,0,0,0,0,0,0.0552781,0.0237385,0,0,0
201,0.0362633,0.0477549,0,0,0,0,0.0371106,0,0.0269135,0.0572555,0,0,0.0141602,0,0,0.0343632,0.0262833,0.0343971,0.0195608,0.0439576,0.0298645,0.040182,0.0241755,0.03153,0.03001,0.0235204,0.0475261,0.0514165,0.0411843,0.0388972,0.0206785,0.0448647,0.00905806,0.020761,0.0527195,0,0.0252754,0.0557325,0.0173846,0,0,0.0116591,0,0,0.0333561,0.051976,0.0584726,0.0308834,0.0348759,0.0155916,0.0380082,0.0227653,0.0565877,0.0560757,0.0565639,0.0586878,0.0261269,0.0384104,0.016824,0.0177756,0.0425978,0.0238801,0,0,0,0,0,0,0,0,0,0.0554362,0.0244305,0,0,0
202,0.0362233,0.0479107,0,0,0,0,0.0388456,0,0.0262258,0.0568609,0,0,0.0145228,0,0,0.0345503,0.0261303,0.0343941,0.0196404,0.0441703,0.0300729,0.0410579,0.0245646,0.0310637,0.0295394,0.0225594,0.0475193,0.0514261,0.0409898,0.0388436,0.0188874,0.0445348,0.00912622,0.0211786,0.0504306,0,0.0251336,0.0548691,0.0169748,0,0,0.0118016,0,0,0.0332834,0.0536056,0.0586813,0.0313258,0.0353675,0.0151324,0.038822,0.0222884,0.0563143,0.0555447,0.0558963,0.0584517,0.0252095,0.0387505,0.0166522,0.0174946,0.0425478,0.0240816,0,0,0,0,0,0,0,0,0,0.0557191,0.0255292,0,0,0
203,0.0362351,0.0480875,0,0,0,0,0.0403001,0,0.0253171,0.0565214,0,0,0.0149202,0,0,0.0348484,0.0258962,0.0340567,0.0200167,0.0448237,0.0304515,0.0419178,0.0246377,0.0303987,0.0294162,0.0211234,0.0475775,0.0514218,0.0411615,0.0389594,0.0173304,0.0441135,0.00922356,0.0217112,0.0482338,0,0.0247376,0.0541496,0.0165921,0,0,0.0118932,0,0,0.0332103,0.0552316,0.0587043,0.0319761,0.035801,0.0147535,0.0397013,0.0222634,0.0560978,0.0550267,0.0552684,0.058144,0.0247151,0.0389148,0.016489,0.0173004,0.0425874,0.0242335,0,0,0,0,0,0,0,0,0,0.0563553,0.026827,0,0,0
204,0.0365792,0.0485508,0,0,0,0,0.042079,0,0.025837,0.0576745,0,0,0.0149762,0,0,0.0349922,0.0250043,0.0336366,0.0237408,0,0.0314173,0.0426155,0.0247002,0.032772,0.031882,0.0184717,0.0456066,0.0493358,0.0397667,0.0370738,0.01493,0.0440378,0.00926281,0.0219191,0.0463126,0,0.0243787,0.053769,0.0160854,0,0,0.0124501,0,0,0.0330532,0.0571853,0.058619,0.0329874,0.0356209,0.0136702,0.04115,0.0230106,0.0558988,0.054328,0.0544194,0.0576543,0.0244789,0.039829,0.015717,0.0164928,0.0432797,0.0240533,0,0,0,0,0,0,0,0,0,0.0572825,0.0283652,0,0,0
205,0.0364039,0.0483798,0,0,0,0,0.0424514,0,0.0238398,0.0557255,0,0,0.0156868,0,0,0.0355631,0.0268986,0.0327043,0.0206458,0.0452978,0.0314268,0.0432666,0.0240623,0.0297538,0.0292491,0.0186035,0.0480587,0.051853,0.0420405,0.0395744,0.0147931,0.0432507,0.009417,0.0226836,0.043471,0,0.0233928,0.0533857,0.0160174,0,0,0.0121099,0,0,0.0332404,0.0574032,0.0578909,0.0328755,0.0366825,0.0145023,0.0422603,0.0233418,0.0563356,0.0542283,0.0543456,0.0579085,0.0243883,0.0390688,0.0163757,0.0172499,0.0429329,0.0245704,0,0,0,0,0,0,0,0,0,0.0583075,0.0296356,0,0,0
206,0.0364455,0.048414,0,0,0,0,0.0428649,0,0.0232335,0.0552501,0,0,0.0164945,0,0,0.03557,0.0272435,0.0323684,0.0211761,0.0447217,0.0324411,0.0444098,0.0237479,0.0299214,0.0291137,0.0175514,0.04804,0.0519028,0.0420025,0.0393998,0.0142011,0.0427993,0.00942926,0.0226018,0.040944,0,0.0225008,0.0531712,0.0158009,0,0,0.0117157,0,0,0.033404,0.0578715,0.0570941,0.0335412,0.0372683,0.0141315,0.0431983,0.0240287,0.0564219,0.0538563,0.0542803,0.0580275,0.0242872,0.0392284,0.0164752,0.0173295,0.0430993,0.0248272,0,0,0,0,0,0,0,0,0,0.0590615,0.0312053,0,0,0
207,0.0364581,0.0483205,0,0,0,0,0.0431754,0,0.0230669,0.0550535,0,0,0.0169011,0,0,0.0358036,0.0263596,0.032305,0.0215772,0.0440025,0.0331392,0.0451468,0.0237705,0.0302766,0.0289669,0.01702,0.0479969,0.0519151,0.0418258,0.03919,0.013691,0.0424166,0.00953721,0.0229301,0.0390919,0,0.0214631,0.0530239,0.0155563,0,0,0.0117226,0,0,0.0333476,0.0573262,0.055637,0.0346018,0.0377726,0.0139968,0.0443074,0.0246847,0.0565802,0.053607,0.0542396,0.0583618,0.0247569,0.0392117,0.0164006,0.0172405,0.0431576,0.0249964,0,0,0,0,0,0,0,0,0,0.0599301,0.0329286,0,0,0
208,0.0364457,0.0482004,0,0,0,0,0.0431543,0,0.0234797,0.0549366,0,0,0.0172172,0,0,0.0359861,0.0252312,0.0325193,0.0217899,0.0431731,0.033515,0.0457279,0.0238993,0.0307819,0.0290952,0.0169804,0.0479766,0.0518946,0.041758,0.0391528,0.0134962,0.0421161,0.00953221,0.023186,0.0382655,0,0.020699,0.0528524,0.0153038,0,0,0.0118059,0,0,0.033372,0.0562296,0.0539995,0.0353562,0.0382613,0.0137888,0.045288,0.0246907,0.0568341,0.0535021,0.0543666,0.0590625,0.0261163,0.0392531,0.0163376,0.0171246,0.0431406,0.0251088,0,0,0,0,0,0,0,0,0,0.0609226,0.0345094,0,0,0
209,0.0364205,0.0481283,0,0,0,0,0.0434403,0,0.0239421,0.0548296,0,0,0.0174661,0,0,0.0360662,0.0243454,0.0329142,0.0218425,0.042349,0.0336136,0.0460234,0.0240023,0.0312385,0.029531,0.0171392,0.0480451,0.0519159,0.0418742,0.0393513,0.0134902,0.0419247,0.00944203,0.0233546,0.0381562,0,0.0203286,0.0526938,0.0151534,0,0,0.0119644,0,0,0.03352,0.0551444,0.0526431,0.0357617,0.0386912,0.0135876,0.0463048,0.0255426,0.0573052,0.053625,0.0549693,0.0602207,0.0286838,0.0392791,0.0162942,0.0169927,0.0430757,0.0251858,0,0,0,0,0,0,0,0,0,0.0617329,0.0358887,0,0,0
210,0.0363953,0.0480966,0,0,0,0,0.0438937,0,0.024251,0.0547006,0,0,0.0176398,0,0,0.0360422,0.0240623,0.0333454,0.0218537,0.0418929,0.0335002,0.0461787,0.0242185,0.0316013,0.0301636,0.0173397,0.0482651,0.052016,0.0421223,0.0396477,0.0136191,0.0418649,0.00942397,0.0233927,0.0384031,0,0.0204885,0.0525906,0.0151049,0,0,0.0121508,0,0,0.0335989,0.0548373,0.0516539,0.0361006,0.0390231,0.0133283,0.0473791,0.0269078,0.0578721,0.0539998,0.0559459,0.0616102,0.0316473,0.0394741,0.0162148,0.0168441,0.0429427,0.0252361,0,0,0,0,0,0,0,0,0,0.062338,0.0372148,0,0,0
211,0.0363979,0.0480455,0,0,0,0,0.0441226,0,0.024378,0.0545545,0,0,0.0177074,0,0,0.036055,0.0245408,0.0335807,0.021855,0.0419482,0.0331715,0.0463166,0.0246846,0.0318452,0.0307414,0.0174739,0.0485634,0.0522394,0.0424477,0.0399749,0.0136146,0.0419311,0.00943302,0.0233662,0.0383272,0,0.0208302,0.0525568,0.0151125,0,0,0.0123026,0,0,0.0334358,0.0553519,0.0519391,0.0364203,0.0391771,0.0130721,0.0478807,0.0278711,0.0586929,0.0544702,0.0567976,0.0629975,0.033381,0.0396441,0.0160519,0.0166746,0.042715,0.0253386,0,0,0,0,0,0,0,0,0,0.0631181,0.0388557,0,0,0
212,0.0364469,0.0480268,0,0,0,0,0.0444164,0,0.0245162,0.0543311,0,0,0.0175986,0,0,0.0359659,0.0248441,0.0337119,0.021817,0.0422471,0.0326162,0.046289,0.0252096,0.0318764,0.0305501,0.0174593,0.0488634,0.0525286,0.0427754,0.0403885,0.0131377,0.0421099,0.00948787,0.0231702,0.0378055,0,0.0211868,0.0528354,0.0150941,0,0,0.0124924,0,0,0.0332705,0.0567685,0.05256,0.0366147,0.0390438,0.0127929,0.0485947,0.0282774,0.0594506,0.0550525,0.0575531,0.0641125,0.0345458,0.0398227,0.0158435,0.0165855,0.0425515,0.0253726,0,0,0,0,0,0,0,0,0,0.0640268,0.0396294,0,0,0
213,0.0365272,0.0480319,0,0,0,0,0.044883,0,0.0247473,0.0541814,0,0,0.017469,0,0,0.0358431,0.0249307,0.0337737,0.0218731,0.0424941,0.0321839,0.0461384,0.0252631,0.0317436,0.0302638,0.0172606,0.0491715,0.0528273,0.0432243,0.0408572,0.012578,0.0423035,0.00952407,0.0229971,0.0375504,0,0.0215435,0.0530585,0.0151516,0,0,0.012667,0,0,0.0331764,0.0584286,0.0534383,0.0365588,0.0386777,0.0125108,0.0491823,0.0287547,0.0601769,0.0554362,0.0582386,0.0651909,0.0348392,0.0398954,0.0157163,0.0164635,0.042375,0.0253999,0,0,0,0,0,0,0,0,0,0.0646613,0.0406663,0,0,0
