Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RPSI,RSHO,RTHI,RTHIA,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x71,x72,x73,x74,RTHIP,RKNE,IMUL_R,IMUR_M,x75
58,0.0373428,0.0469615,0,0,0,0,0.0384601,0,0.0247539,0.0597593,0,0,0.0118785,0,0,0.0324807,0.0257408,0.0309263,0.0253621,0.0442012,0.0294907,0.0305524,0.0238671,0.0321356,0,0.0276712,0.0448693,0.0483842,0.0382034,0.0358268,0.0179949,0.0483272,0.00835704,0.0172445,0.0660551,0,0.0215875,0.0608482,0.0199546,0,0,0.0125882,0,0,0.0324523,0.0478541,0.0521369,0.0279867,0.0311548,0.0209346,0.0371465,0.0232205,0.058348,0.0573229,0.059641,0.0584995,0.0312403,0.0357219,0.0183545,0.0181802,0.0427326,0.023064,0,0,0,0,0,0,0,0,0,0.0565657,0.0239654,0,0,0
59,0.0370799,0.0464965,0,0,0,0,0.0366928,0,0.0252705,0.0581513,0,0,0.0115835,0,0,0.0329549,0.0259924,0.0317459,0.022332,0.0421701,0.0292965,0.03028,0.0229541,0.0306647,0.0299035,0.0268501,0.0464726,0.0506136,0.0387003,0.0369171,0.0201863,0.0480895,0.00822937,0.0181532,0.0632543,0,0.0217461,0.0597404,0.0198339,0,0,0.0116064,0,0,0.0327403,0.0477612,0.0530824,0.0279182,0.0324389,0.0202987,0.0371477,0.0232201,0.0582809,0.0573663,0.0596601,0.0586938,0.0294576,0.035739,0.0183969,0.0186298,0.0422612,0.0235411,0,0,0,0,0,0,0,0,0,0.0565604,0.0245308,0,0,0
60,0.0369643,0.0464084,0,0,0,0,0.0343113,0,0.0266692,0.0576427,0,0,0.0118141,0,0,0.0330804,0.0266638,0.0332037,0.0217027,0.0421673,0.028753,0.0309197,0.0224006,0.0302132,0.0310303,0.0262807,0.0463999,0.0510242,0.0382388,0.036559,0.0220797,0.0478874,0.00827953,0.0182117,0.0597463,0,0.022175,0.0590832,0.0195859,0,0,0.0117396,0,0,0.0326467,0.0480529,0.0539783,0.0278721,0.0327934,0.0195928,0.0373275,0.0231238,0.0580602,0.0572385,0.0592975,0.058805,0.0276021,0.0360649,0.0181141,0.0181836,0.0421728,0.0235316,0,0,0,0,0,0,0,0,0,0.056857,0.0247083,0,0,0
61,0.0370567,0.0464814,0,0,0,0,0.033085,0,0.0273767,0.0573019,0,0,0.0119387,0,0,0.0332433,0.0276904,0.0345134,0.0215614,0.0433617,0.0282469,0.0313701,0.022222,0.0294005,0.0304704,0.0256783,0.0458567,0.0507736,0.0377701,0.0361361,0.0232332,0.0477436,0.00830659,0.0182315,0.0563759,0,0.0224671,0.0582372,0.019344,0,0,0.0121762,0,0,0.0325857,0.0488944,0.0551392,0.0276873,0.0330214,0.019109,0.0375873,0.0227225,0.0577962,0.0570255,0.0589473,0.0588652,0.0260562,0.0364435,0.0180512,0.0177828,0.0421155,0.0237162,0,0,0,0,0,0,0,0,0,0.0572729,0.0245518,0,0,0
62,0.0372327,0.0468723,0,0,0,0,0.0325191,0,0.0283643,0.0576445,0,0,0.0123112,0,0,0.0328225,0.0279106,0.0365897,0.0233665,0.0473467,0.0285073,0.0321758,0.0215418,0.0292397,0,0.0244442,0.0438893,0.0486404,0.0362035,0.0349449,0.0245662,0.0478972,0.00832265,0.0176818,0.0538518,0,0.0229399,0.0574066,0.0191284,0,0,0.0121103,0,0,0.0327153,0.0502519,0.0559929,0.0277957,0.0328898,0.0178885,0.0377964,0.0223409,0.0571926,0.0565143,0.0586799,0.0589145,0.0252514,0.037292,0.0176184,0.0170397,0.0424026,0.0235633,0,0,0,0,0,0,0,0,0,0.057224,0.0245777,0,0,0
63,0.0370575,0.0468411,0,0,0,0,0.0323993,0,0.0266558,0.0560589,0,0,0.0125003,0,0,0.0329101,0.0292316,0.0352022,0.0210307,0.0487359,0.0284263,0.0323837,0.0218289,0.0272174,0.0293338,0.0234045,0.0449786,0.0494929,0.0373445,0.035821,0.0253214,0.0477279,0.00831489,0.0178441,0.0516248,0,0.0230291,0.0562608,0.0193508,0,0,0.0119383,0,0,0.0329644,0.0514026,0.056488,0.0279278,0.0336789,0.0183534,0.0382595,0.0218075,0.0569559,0.0562174,0.0584748,0.0592778,0.0245872,0.0370675,0.017931,0.017363,0.0420647,0.0241026,0,0,0,0,0,0,0,0,0,0.057229,0.0246081,0,0,0
64,0.036957,0.0468469,0,0,0,0,0.0329306,0,0.0255998,0.0552945,0,0,0.0125107,0,0,0.0328491,0.0293387,0.0344188,0.0208185,0.0501142,0.0285615,0.0326924,0.0218356,0.0271991,0.029816,0.0217792,0.0448521,0.0490865,0.0374609,0.0358241,0.0251036,0.0478099,0.00828747,0.0178667,0.0493386,0,0.0229479,0.0556261,0.0193486,0,0,0.0118546,0,0,0.0329865,0.0527438,0.0569851,0.0284041,0.033638,0.0184779,0.0388214,0.0212852,0.0565895,0.0557025,0.0581453,0.0591963,0.0242182,0.0371147,0.0178462,0.0173726,0.0420318,0.0242454,0,0,0,0,0,0,0,0,0,0.0572456,0.0250322,0,0,0
65,0.0368549,0.0468646,0,0,0,0,0.033323,0,0.0243466,0.054521,0,0,0.0124718,0,0,0.0328257,0.0289043,0.0335931,0.0208187,0.0505584,0.028845,0.0330955,0.0215874,0.0277095,0.0301158,0.020256,0.0448653,0.0488978,0.037821,0.0358526,0.0245069,0.0476002,0.00827648,0.0180076,0.0465844,0,0.0226329,0.0553306,0.0193104,0,0,0.0117772,0,0,0.032945,0.0538944,0.0570744,0.0290239,0.033391,0.0186868,0.039538,0.0209854,0.0563399,0.0550862,0.0574945,0.0589469,0.0238673,0.036974,0.0178547,0.0175109,0.0420542,0.0243463,0,0,0,0,0,0,0,0,0,0.0576259,0.0261444,0,0,0
66,0.0369061,0.047049,0,0,0,0,0.0334712,0,0.0245973,0.0545592,0,0,0.0124831,0,0,0.0328528,0.0273158,0.0341562,0.0231323,0.0516327,0.029795,0.0336803,0.0210036,0.0298276,0,0.0188665,0.0434652,0.0472813,0.0369488,0.0349105,0.0240623,0.0473888,0.00833191,0.0181633,0.0438408,0,0.022513,0.0553775,0.0189629,0,0,0.0119391,0,0,0.0327398,0.0551418,0.0571798,0.0299602,0.0326203,0.0182481,0.0403576,0.0212433,0.0560229,0.0543561,0.056565,0.0584035,0.023624,0.0373138,0.0175394,0.0172289,0.0424339,0.0240849,0,0,0,0,0,0,0,0,0,0.0582458,0.0277564,0,0,0
67,0.0368139,0.0470354,0,0,0,0,0.033226,0,0.0245061,0.0538015,0,0,0.0127738,0,0,0.033164,0.0263118,0.0338069,0.0235333,0.0504236,0.0307217,0.0342695,0.0215261,0.0309316,0,0.0180356,0.0436847,0.0472066,0.0374302,0.0350739,0.0239882,0.0469202,0.00844112,0.0185784,0.0412319,0,0.022219,0.0553749,0.0187527,0,0,0.0119561,0,0,0.0327183,0.0557699,0.0569187,0.0306181,0.032554,0.0184701,0.0412965,0.0218921,0.0560026,0.0540313,0.0559442,0.0581179,0.0235273,0.0371591,0.0176344,0.0173568,0.042544,0.0242181,0,0,0,0,0,0,0,0,0,0.0592598,0.029456,0,0,0
68,0.0367302,0.0469641,0,0,0,0,0.0334036,0,0.024844,0.0531889,0,0,0.0131378,0,0,0.0334855,0.0252604,0.0339857,0.0239939,0.0486118,0.0317795,0.0349415,0.0224739,0.0319237,0,0.0174422,0.0440897,0.0469984,0.0377413,0.0353009,0.0241498,0.0463768,0.00851831,0.0190212,0.0389483,0,0.0217948,0.0553465,0.0185148,0,0,0.0120314,0,0,0.0328322,0.0557258,0.0565171,0.0310391,0.0327544,0.0185839,0.0425746,0.0228717,0.0562061,0.0539315,0.0554395,0.0580956,0.0241129,0.037004,0.0177696,0.0174924,0.0425746,0.0243921,0,0,0,0,0,0,0,0,0,0.0605623,0.0312188,0,0,0
69,0.0366495,0.0468524,0,0,0,0,0.0338806,0,0.0252382,0.0528423,0,0,0.0135595,0,0,0.033768,0.024507,0.0346091,0.0243982,0.0465217,0.0325441,0.0355703,0.0233889,0.0326725,0,0.0171842,0.0443788,0.046553,0.0379179,0.0356054,0.0242212,0.0458915,0.00852711,0.0194776,0.0372549,0,0.0213687,0.0551736,0.0183773,0,0,0.012105,0,0,0.0329563,0.0550788,0.0552215,0.0310836,0.0331898,0.0187567,0.0441111,0.0239853,0.0566701,0.0537038,0.0552158,0.0583992,0.0257569,0.0367665,0.0178314,0.0176298,0.0424799,0.0245545,0,0,0,0,0,0,0,0,0,0.0619478,0.0330971,0,0,0
70,0.0367107,0.0466909,0,0,0,0,0.0337472,0,0.0257851,0.0524595,0,0,0.0134403,0,0,0.0342043,0.0240345,0.0354525,0.0246529,0.0449511,0.0331827,0.0354045,0.0241255,0.0334294,0,0.0175294,0.044421,0.0464664,0.0377265,0.0359107,0.0243357,0.0456967,0.00853445,0.0203674,0.0362971,0,0.0211383,0.0549263,0.0183285,0,0,0.011874,0,0,0.0331248,0.0543541,0.0537868,0.0312927,0.033744,0.0186022,0.0453429,0.0250854,0.0571113,0.0535697,0.0553435,0.0589852,0.0281076,0.0366149,0.0178545,0.0178327,0.0423204,0.0248279,0,0,0,0,0,0,0,0,0,0.0628309,0.0347263,0,0,0
71,0.0367045,0.0466201,0,0,0,0,0.0334997,0,0.0264277,0.0522577,0,0,0.0135952,0,0,0.0342294,0.0238833,0.0364406,0.0247372,0.044321,0.0334049,0.0355246,0.0245722,0.0335644,0,0.0180276,0.0441775,0.0466966,0.0374145,0.0360962,0.0241133,0.0455351,0.00854509,0.020499,0.0357738,0,0.021142,0.0546779,0.0183755,0,0,0.0119585,0,0,0.0331822,0.0537106,0.052569,0.0316442,0.0340197,0.0186598,0.0463211,0.0260806,0.0576224,0.0536407,0.0557969,0.0601637,0.0311213,0.0364478,0.0177332,0.0178789,0.0421757,0.0249839,0,0,0,0,0,0,0,0,0,0.0630996,0.0358937,0,0,0
72,0.0366893,0.0465603,0,0,0,0,0.033393,0,0.0270969,0.0520384,0,0,0.013644,0,0,0.0342297,0.0241734,0.0372637,0.0246227,0.0446928,0.0333466,0.0354538,0.024744,0.0331528,0,0.0179092,0.0437291,0.0469679,0.0374189,0.0360155,0.0238738,0.0455007,0.0085346,0.0204643,0.0350885,0,0.0212124,0.0546522,0.0184683,0,0,0.0120361,0,0,0.0331789,0.053421,0.0523163,0.0319594,0.0339856,0.01878,0.0472053,0.0267041,0.0582437,0.0539582,0.0562527,0.0616121,0.0336679,0.0363046,0.0176588,0.017977,0.0420216,0.0251578,0,0,0,0,0,0,0,0,0,0.0635233,0.0372523,0,0,0
73,0.0365381,0.0463456,0,0,0,0,0.0333057,0,0.0268,0.050894,0,0,0.0137773,0,0,0.0342748,0.0255486,0.0350205,0.022417,0.0439211,0.0328888,0.0352169,0.0247313,0.031022,0.0289824,0.0178131,0.0450855,0.0480813,0.0384366,0.0366947,0.0239174,0.045371,0.00853601,0.0204415,0.0337973,0,0.0212024,0.0547946,0.0188411,0,0,0.0120351,0,0,0.0333588,0.053304,0.0523297,0.0319794,0.0342784,0.0195074,0.0479548,0.0267994,0.0588864,0.0544879,0.0568826,0.0625849,0.035686,0.0358001,0.0179825,0.0184986,0.0415398,0.0255904,0,0,0,0,0,0,0,0,0,0.0642108,0.0385336,0,0,0
74,0.0364862,0.0462789,0,0,0,0,0.0334942,0,0.0268477,0.0506303,0,0,0.0138428,0,0,0.0342079,0.0262828,0.0340693,0.0223626,0.0446294,0.032705,0.0351562,0.0242935,0.0302992,0.0294374,0.0174824,0.0450425,0.0478199,0.0381416,0.0363139,0.0234304,0.045355,0.00857856,0.0203835,0.0327969,0,0.0214051,0.054912,0.0188646,0,0,0.0120078,0,0,0.0333728,0.0535055,0.0527175,0.0319718,0.0340114,0.0196365,0.0485608,0.027474,0.0594324,0.0547189,0.0570877,0.0629931,0.03606,0.0357311,0.018025,0.0186438,0.0412813,0.0256652,0,0,0,0,0,0,0,0,0,0.0651632,0.0401896,0,0,0
75,0.0364366,0.0462123,0,0,0,0,0.0335311,0,0.0264659,0.0503542,0,0,0.0139084,0,0,0.0341449,0.0266618,0.0338543,0.0224182,0.0450436,0.0324012,0.0350687,0.0236831,0.0297821,0.030039,0.0171818,0.0450407,0.0480195,0.0381985,0.0362599,0.0228471,0.0453606,0.00859001,0.0202858,0.0321563,0,0.0215478,0.055092,0.0188723,0,0,0.0119248,0,0,0.0333882,0.0540544,0.0526107,0.0320089,0.0338424,0.0196369,0.0492663,0.0281005,0.0597996,0.054913,0.0574292,0.063518,0.0362895,0.0356772,0.0181076,0.0187236,0.0410677,0.0255838,0,0,0,0,0,0,0,0,0,0.0659646,0.0411972,0,0,0
76,0.0365033,0.0463758,0,0,0,0,0.0341204,0,0.0274868,0.0516309,0,0,0.0137503,0,0,0.0340232,0.0243559,0.0355126,0.0261109,0,0.0327437,0.0351345,0.0225779,0.0317441,0.0330767,0.0158999,0.042994,0.045874,0.0366755,0.0344981,0.0216684,0.0456169,0.00857982,0.0200781,0.0317946,0,0.0217328,0.0553487,0.0183502,0,0,0.0120267,0,0,0.0331393,0.0554857,0.0526655,0.0327127,0.0330225,0.0185437,0.0502586,0.0292922,0.0600536,0.0548258,0.0577619,0.0640081,0.0358765,0.0363432,0.0175987,0.0180575,0.0412986,0.0250049,0,0,0,0,0,0,0,0,0,0.0669755,0.0426703,0,0,0
77,0.0366313,0.0464481,0,0,0,0,0.0353802,0,0.0279305,0.0525815,0,0,0.0133368,0,0,0.0340913,0.0228082,0.0380154,0.0288344,0,0.0330656,0.0348478,0.0227684,0.0340018,0,0.0150534,0.0418592,0.0444549,0.0359241,0.0334897,0.0207202,0.045916,0.00858764,0.0202661,0.031146,0,0.0218035,0.0556508,0.0179605,0,0,0.0120522,0,0,0.032963,0.056985,0.0526057,0.0331407,0.0322786,0.0175751,0.0510363,0.0302117,0.0602121,0.0546621,0.0579735,0.064322,0.0361493,0.0368904,0.0171826,0.017597,0.0414063,0.0246139,0,0,0,0,0,0,0,0,0,0.0676809,0.0438615,0,0,0
78,0.0362866,0.0461899,0,0,0,0,0.0365591,0,0.0258652,0.0503114,0,0,0.0139845,0,0,0.033887,0.024361,0.0375406,0.0248441,0.046307,0.0321727,0.0354293,0.0230294,0.0316864,0,0.0151341,0.045119,0.0477336,0.0391253,0.0367868,0.0205479,0.0455139,0.0086029,0.0198023,0.0301579,0,0.0216096,0.0559291,0.0183532,0,0,0.012192,0,0,0.0330827,0.0571274,0.052662,0.032072,0.0326209,0.0187426,0.050773,0.0298383,0.060385,0.0546238,0.0582362,0.0647167,0.0373797,0.0361862,0.0175761,0.018214,0.0407819,0.0250163,0,0,0,0,0,0,0,0,0,0.0676869,0.0442195,0,0,0
79,0.0362251,0.045948,0,0,0,0,0.0369421,0,0.0247417,0.0493001,0,0,0.0138336,0,0,0.0341613,0.0240108,0.0364727,0.0230306,0.0443409,0.0319145,0.035118,0.0233446,0.0303654,0.0289052,0.0150776,0.0469018,0.0494852,0.0408609,0.0382736,0.0197714,0.0453071,0.00867664,0.0202747,0.0293258,0,0.0215332,0.0559547,0.0186077,0,0,0.0118379,0,0,0.0332463,0.0575674,0.0527177,0.0314828,0.032945,0.0190554,0.0506836,0.0298561,0.0607294,0.05461,0.0583806,0.0650308,0.0383505,0.035838,0.018076,0.018754,0.0403264,0.0253169,0,0,0,0,0,0,0,0,0,0.0679319,0.0449601,0,0,0
80,0.0363082,0.0460359,0,0,0,0,0.0377705,0,0.0253847,0.0501011,0,0,0.0136567,0,0,0.0341236,0.0221712,0.0372171,0.0252421,0.0456261,0.0322911,0.0353234,0.0231674,0.0318239,0,0.0140107,0.045589,0.0482986,0.0398149,0.0372328,0.0185267,0.0454762,0.00873089,0.0202102,0.0283297,0,0.0217776,0.0562827,0.0182009,0,0,0.0119658,0,0,0.0330448,0.058317,0.0525237,0.0316988,0.0324213,0.018336,0.0510272,0.030264,0.0607199,0.0544628,0.0580874,0.0648958,0.0396211,0.036394,0.0176814,0.0182703,0.0405042,0.0249285,0,0,0,0,0,0,0,0,0,0.0681008,0.045275,0,0,0
81,0.0362807,0.045993,0,0,0,0,0.0379119,0,0.0254626,0.0502911,0,0,0.0136116,0,0,0.0342806,0.0214102,0.0365604,0.0254046,0.0454942,0.0323039,0.0353827,0.0229046,0.0318183,0,0.0138724,0.045501,0.0486252,0.0397008,0.0370956,0.0178961,0.0454804,0.00877824,0.0205124,0.0274875,0,0.0217709,0.056317,0.0181477,0,0,0.0120219,0,0,0.0330299,0.0580846,0.0528673,0.031602,0.0325592,0.0181937,0.0507335,0.0303298,0.0612399,0.0546647,0.0580233,0.0653728,0.0404825,0.0364243,0.0176282,0.0182812,0.0403652,0.0249032,0,0,0,0,0,0,0,0,0,0.0680637,0.0461546,0,0,0
82,0.0362094,0.0458356,0,0,0,0,0.037793,0,0.024828,0.0494964,0,0,0.0137697,0,0,0.0344231,0.0221961,0.0339669,0.0234659,0.0438435,0.0319559,0.0353096,0.0229289,0.0304696,0.0301274,0.0150708,0.0467121,0.0502298,0.0407026,0.0380284,0.017685,0.0452717,0.00880755,0.0207715,0.027059,0,0.0218401,0.0561677,0.0184176,0,0,0.0118741,0,0,0.0332143,0.0578055,0.0528486,0.0313481,0.0331908,0.0186392,0.0506239,0.0298529,0.0608374,0.0546989,0.0579974,0.0653203,0.0425393,0.036008,0.0179557,0.0187731,0.0399217,0.0250824,0,0,0,0,0,0,0,0,0,0.0675656,0.0459428,0,0,0
83,0.036156,0.0458238,0,0,0,0,0.0376524,0,0.0250108,0.049711,0,0,0.0140809,0,0,0.0342782,0.0218517,0.0329974,0.0235095,0.043993,0.0318792,0.0357126,0.0226804,0.030385,0.0298149,0.0154868,0.0464668,0.0501587,0.0404868,0.037753,0.0172506,0.045148,0.00877803,0.0205511,0.0266224,0,0.0216506,0.0559017,0.0184069,0,0,0.0118417,0,0,0.0331498,0.0573575,0.0529832,0.0311873,0.0333186,0.0185561,0.0502693,0.0298549,0.0606719,0.0548482,0.0582747,0.0654307,0.0437783,0.0360754,0.0179933,0.0187272,0.0398856,0.0249843,0,0,0,0,0,0,0,0,0,0.067245,0.0463724,0,0,0
84,0.03641,0.04586,0,0,0,0,0.0380513,0,0.0260113,0.05072,0,0,0.0136204,0,0,0.0344136,0.020624,0.0339038,0.0254068,0.0457029,0.0322119,0.0352653,0.0222388,0.0317247,0,0.0150814,0.0449026,0.0485763,0.0391384,0.0364829,0.0166801,0.0454177,0.00879727,0.0208524,0.0261819,0,0.0216208,0.0558747,0.018136,0,0,0.0117246,0,0,0.0330636,0.0575472,0.0530039,0.0313796,0.0331161,0.0177227,0.0503362,0.0299116,0.0602767,0.0547952,0.0583604,0.0655161,0.0449664,0.0365682,0.0176639,0.0183362,0.0402002,0.0246014,0,0,0,0,0,0,0,0,0,0.0672071,0.0463767,0,0,0
85,0.0364146,0.0456724,0,0,0,0,0.0379537,0,0.0251043,0.0500098,0,0,0.0137285,0,0,0.0344799,0.0218889,0.0329242,0.0231424,0.0440888,0.0317923,0.035124,0.0226135,0.0304939,0.0307359,0.0157185,0.0464671,0.0499118,0.0406037,0.0377215,0.0167567,0.0452422,0.00875903,0.0209965,0.0260381,0,0.0215052,0.0555944,0.018494,0,0,0.0115151,0,0,0.0332032,0.0576167,0.0532218,0.0309806,0.0338928,0.0183453,0.0498226,0.0292143,0.0600681,0.0549195,0.0586404,0.065639,0.046492,0.0361014,0.0180783,0.0188384,0.0398861,0.0248421,0,0,0,0,0,0,0,0,0,0.0667017,0.0460223,0,0,0
86,0.0363973,0.0457333,0,0,0,0,0.0385346,0,0.0250105,0.0501911,0,0,0.0142059,0,0,0.0340499,0.0223145,0.0328288,0.0228861,0.0441383,0.0315287,0.0357743,0.0224544,0.0298593,0.0305742,0.015751,0.0466243,0.0495081,0.0407888,0.0378884,0.0167383,0.0451809,0.00869949,0.0202381,0.0260189,0,0.0213952,0.0554737,0.0185211,0,0,0.0118088,0,0,0.0331009,0.0579372,0.0537612,0.0309688,0.0341763,0.0184894,0.0495491,0.0287195,0.0598772,0.0550285,0.0588786,0.0655543,0.0477097,0.0361558,0.0180234,0.0187333,0.0398763,0.0246845,0,0,0,0,0,0,0,0,0,0.0661857,0.0457913,0,0,0
87,0.0365404,0.0456928,0,0,0,0,0.039062,0,0.0250334,0.0505852,0,0,0.0134863,0,0,0.0345028,0.0225464,0.0327762,0.0229203,0.044334,0.0314421,0.0346142,0.0221025,0.0293551,0.0301604,0.0157003,0.0467517,0.0493372,0.0408285,0.0379545,0.0165926,0.0454245,0.00877098,0.0210397,0.0261056,0,0.0213894,0.0551413,0.0185613,0,0,0.0117899,0,0,0.0330193,0.0582567,0.0541997,0.0310378,0.0345363,0.0182561,0.0493098,0.0282037,0.0595619,0.0549709,0.0590774,0.065345,0.0488316,0.0361877,0.0180994,0.0186847,0.0398459,0.0245926,0,0,0,0,0,0,0,0,0,0.0654407,0.0454374,0,0,0
88,0.0366302,0.0456379,0,0,0,0,0.0390013,0,0.0250791,0.0513853,0,0,0.0133682,0,0,0.0342931,0.0220925,0.033073,0.0231164,0.044755,0.0313159,0.0342676,0.0215133,0.0292818,0.0311152,0.0154011,0.0467127,0.0492043,0.0408283,0.0379841,0.0164723,0.0456549,0.00872074,0.0207397,0.0279744,0,0.0249737,0.0545275,0.0187169,0,0,0.0116647,0,0,0.0329944,0.0566276,0.0614939,0.0315886,0.0350232,0.0183271,0.0491619,0.0321175,0.0569068,0.0511626,0.0561584,0.063681,0.0475309,0.036198,0.0181424,0.0187883,0.0397599,0.0244462,0,0,0,0,0,0,0,0,0,0.0662743,0,0,0,0
89,0.0368092,0.045749,0,0,0,0,0.0400673,0,0.0260195,0.0526427,0,0,0.0131158,0,0,0.0339471,0.0207751,0.0345603,0.0252357,0.0467541,0.0315842,0.0340918,0.0208042,0.0303572,0,0.0146799,0.0450679,0.0476198,0.0395125,0.0368939,0.0156295,0.0460798,0.00867516,0.020425,0.0282783,0,0.0249298,0.0544188,0.0184981,0,0,0.0117814,0,0,0.0328383,0.057102,0.0616344,0.0320876,0.034738,0.0176742,0.0485685,0.032032,0.056795,0.0511898,0.0563573,0.0642584,0.0476957,0.0367849,0.017689,0.0183141,0.0400044,0.0240255,0,0,0,0,0,0,0,0,0,0.0656545,0,0,0,0
90,0.0367723,0.045657,0,0,0,0,0.0403075,0,0.0251214,0.0515064,0,0,0.0132059,0,0,0.0339062,0.0220151,0.0338398,0.0230958,0.0450552,0.0311597,0.0339361,0.0213333,0.028986,0.029522,0.0152514,0.0468056,0.0494249,0.0410631,0.0382008,0.0152387,0.0460388,0.00864932,0.0203412,0.0270898,0,0.0212775,0.0547313,0.0187753,0,0,0.0117797,0,0,0.0329153,0.0592834,0.0547486,0.0317675,0.0351005,0.0180427,0.0470811,0.0269695,0.0588895,0.0549743,0.0597474,0.066842,0.0515014,0.0364892,0.0181074,0.0186174,0.0397534,0.0241356,0,0,0,0,0,0,0,0,0,0.0629399,0.0440788,0,0,0
91,0.0370194,0.0457855,0,0,0,0,0.0411636,0,0.0261911,0.0526627,0,0,0.0130055,0,0,0.0337003,0.0204273,0.0357877,0.0249365,0.046736,0.0313252,0.0337566,0.0207015,0.0302835,0,0.0145098,0.0454363,0.0478868,0.0398341,0.0370809,0.0151186,0.0463771,0.00855692,0.0199833,0.0272281,0,0.021117,0.0547751,0.0185526,0,0,0.012054,0,0,0.0327801,0.0597571,0.0550003,0.0315882,0.0349588,0.0173866,0.0462782,0.0269131,0.0588782,0.0551576,0.0601164,0.067047,0.0516599,0.0369477,0.017633,0.0181522,0.0400206,0.0237308,0,0,0,0,0,0,0,0,0,0.0625533,0.0444518,0,0,0
92,0.0370485,0.0456234,0,0,0,0,0.0408465,0,0.0254877,0.052394,0,0,0.0131003,0,0,0.0336713,0.0206085,0.0350778,0.0230488,0.0453431,0.03093,0.0333593,0.0208937,0.0289392,0.0305889,0.0147227,0.0467934,0.049331,0.0410596,0.0381029,0.0155111,0.0463656,0.00854618,0.0198886,0.0291782,0,0.0246084,0.0541488,0.0189508,0,0,0.0117233,0,0,0.0329101,0.057758,0.0621532,0.0315383,0.0359571,0.0179591,0.0453648,0.0316484,0.0566348,0.0519367,0.0577621,0.0652638,0.0490147,0.0364601,0.0180628,0.018743,0.039663,0.0238789,0,0,0,0,0,0,0,0,0,0.0634421,0,0,0,0
93,0.0372056,0.0456346,0,0,0,0,0.0412189,0,0.0256336,0.0528246,0,0,0.0129324,0,0,0.0335892,0.0200831,0.034895,0.0230653,0.0454529,0.0307887,0.0329886,0.0206486,0.0285566,0.0309836,0.014687,0.0467142,0.0492152,0.0408836,0.0380216,0.0152426,0.0465449,0.00858949,0.0197163,0.0298054,0,0.0244491,0.0539134,0.0190385,0,0,0.0117594,0,0,0.032798,0.0576518,0.0623298,0.0316099,0.0359844,0.0178652,0.0445594,0.0315728,0.0569167,0.0525425,0.0583983,0.0653198,0.0485746,0.036546,0.0179405,0.0186841,0.0396262,0.0236893,0,0,0,0,0,0,0,0,0,0.0626752,0,0,0,0
94,0.037327,0.0456466,0,0,0,0,0.0415794,0,0.0257535,0.053334,0,0,0.012784,0,0,0.0335078,0.0196783,0.0345368,0.0231043,0.0455557,0.0306216,0.0326334,0.0203461,0.0282822,0.0310759,0.0146199,0.0466275,0.0491474,0.0408081,0.0379297,0.0145937,0.0466982,0.00857148,0.0195669,0.0302568,0,0.0242507,0.0536266,0.0191016,0,0,0.0119872,0,0,0.0327431,0.0575827,0.0622754,0.031673,0.0359348,0.0177411,0.0438077,0.0316466,0.0574077,0.0532402,0.0587376,0.0653376,0.0476224,0.0366066,0.0178492,0.0185494,0.0396242,0.023516,0,0,0,0,0,0,0,0,0,0.0619152,0,0,0,0
95,0.0371838,0.0457831,0,0,0,0,0.0417187,0,0.0260316,0.0540921,0,0,0.0153586,0,0,0.031808,0.0193999,0.0342252,0.0234098,0.045726,0.0301384,0.035437,0.0200975,0.0280813,0.030966,0.0144986,0.0465024,0.0490462,0.0408568,0.0378736,0.0142071,0.0463949,0.00903136,0.0167364,0.0306627,0,0.0238422,0.0532196,0.0190709,0,0,0.0113766,0,0,0.0329167,0.0575876,0.0622102,0.0315222,0.0356434,0.0176429,0.0428868,0.0317764,0.0579044,0.0538389,0.0592071,0.0654879,0.0460289,0.03691,0.0186002,0.0180939,0.0396118,0.0232355,0,0,0,0,0,0,0,0,0,0.061092,0,0,0,0
96,0.0375726,0.0456697,0,0,0,0,0.0424497,0,0.0262324,0.0545318,0,0,0.0121657,0,0,0.0336504,0.0192202,0.0344388,0.0231306,0.0459197,0.030033,0.0311743,0.0199223,0.0279322,0.0303977,0.0145469,0.0463629,0.048822,0.0408223,0.0377992,0.0139168,0.047252,0.00842701,0.0198054,0.0312535,0,0.0234478,0.0529348,0.0192826,0,0,0.0122438,0,0,0.0326602,0.0572555,0.0621398,0.0316389,0.0362528,0.0177425,0.0421606,0.0322457,0.0582516,0.0544345,0.0597645,0.0655942,0.0441596,0.0366709,0.0178165,0.0185259,0.0395763,0.0230454,0,0,0,0,0,0,0,0,0,0.0606231,0,0,0,0
