Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,LASI,,RASI
800,0,0,0,0,0,0,0.0894146,0.0448901,0,0,0,0.0611986,0,0.0335094,0,0,0.0186024,0,0,0.0333553,0.0739202,0.0378077,0.0603806,0.034506,0.132719,0.0900181,0.06109,0.0710887,0.0663007,0.0697805,0.0322642,0.0254703,0.0382039,0.0494905,0.0317544,0.040325,0.0124441,0.00973141,0.0439804,0,0.0476098,0.0376926,0,0,0.0313349,0,0,0.0311262,0.0563268,0.0573129,0.0618107,0.0359592,0.134422,0.069048,0.0501245,0.0651657,0.0523851,0.0481919,0.0357245,0.0143276,0.0190951,0.0525619,0.0166818,0.0206224,0.0123003,0.00359284,0.0387529,0.0428629,0,0,0,0,0.0673626,0,0.0610552
801,0,0,0,0,0,0,0.0892991,0.0447145,0,0,0,0.0619838,0,0.0331761,0,0,0.0184931,0,0,0.033396,0.0740766,0.0373071,0.0602983,0.0346639,0.132125,0.0896978,0.0610428,0.0711515,0.0662503,0.0699481,0.0324917,0.0256699,0.0383511,0.0496574,0.0324612,0.0405062,0.012353,0.00955446,0.044881,0,0.0474785,0.0376142,0,0,0.031333,0,0,0.0311866,0.0564579,0.0574752,0.0615334,0.0359325,0.133765,0.0689461,0.0504572,0.0652173,0.0524058,0.0485819,0.035774,0.0140062,0.0192279,0.0526676,0.0166976,0.0207798,0.0124184,0.00359117,0.038642,0.042794,0,0,0,0,0.0677197,0,0.0612629
802,0,0,0,0,0,0,0.089223,0.0447696,0,0,0,0.0627897,0,0.0328752,0,0,0.0184004,0,0,0.0332844,0.0742986,0.0369237,0.0601054,0.0348068,0.131418,0.0892914,0.060979,0.0711856,0.0661784,0.0700734,0.0327995,0.0259678,0.0385328,0.0498414,0.0331725,0.0405373,0.0121543,0.00943536,0.0457464,0,0.0473567,0.0374652,0,0,0.0313882,0,0,0.031207,0.0566272,0.0576338,0.061219,0.0359385,0.133055,0.0687899,0.0507246,0.0653974,0.0523834,0.0489976,0.0358571,0.0137311,0.0193703,0.0527716,0.0167364,0.0206383,0.0124446,0.00359392,0.0386516,0.0427742,0,0,0,0,0.0680461,0,0.0614832
803,0,0,0,0,0,0,0.0890461,0.0450082,0,0,0,0.0635091,0,0.032647,0,0,0.018257,0,0,0.0331082,0.0744998,0.0366164,0.0599342,0.0349238,0.130631,0.0887982,0.0609251,0.0711791,0.0660416,0.0701658,0.0331588,0.0263639,0.0387257,0.0500343,0.0338543,0.0403231,0.0118845,0.00930888,0.0465612,0,0.0472123,0.0372241,0,0,0.0314348,0,0,0.0312462,0.0568035,0.0577812,0.0608358,0.0359434,0.132285,0.0687216,0.0509059,0.0656775,0.0523171,0.0493426,0.0359877,0.0135172,0.0195651,0.0528849,0.0168187,0.0202892,0.0123805,0.00364387,0.0387349,0.0427381,0,0,0,0,0.0683905,0,0.061644
804,0,0,0,0,0,0,0.0888087,0.0454135,0,0,0,0.064163,0,0.032449,0,0,0.0180668,0,0,0.0329478,0.0746852,0.0363338,0.0597572,0.0350242,0.129784,0.0881895,0.0608333,0.0711303,0.0658139,0.0702608,0.0335163,0.0267909,0.0389415,0.050244,0.0344619,0.0399708,0.011595,0.00921214,0.0473601,0,0.0470274,0.0369627,0,0,0.0314101,0,0,0.0312432,0.0570173,0.0578875,0.0604264,0.0359118,0.131465,0.068682,0.0510649,0.0658474,0.05225,0.0495715,0.0361528,0.0133534,0.0198163,0.0530487,0.0169269,0.0198121,0.0122275,0.00371905,0.0388448,0.0425776,0,0,0,0,0.0686851,0,0.0617119
805,0,0,0,0,0,0,0.0885486,0.0459535,0,0,0,0.0648269,0,0.0320386,0,0,0.0178943,0,0,0.0327571,0.0749259,0.0360741,0.0595159,0.0351866,0.128868,0.0875339,0.0607592,0.0711303,0.0656553,0.070283,0.0338512,0.0271319,0.0391119,0.0504345,0.0350917,0.0396112,0.0113304,0.00919356,0.048172,0,0.0468205,0.0367228,0,0,0.0313879,0,0,0.0311823,0.057268,0.057977,0.0600497,0.0359202,0.130587,0.0683395,0.05124,0.0660514,0.0522935,0.0497562,0.0363368,0.0132376,0.0200507,0.0532315,0.0170549,0.0193391,0.0119875,0.00381976,0.0390262,0.0423328,0,0,0,0,0.0688908,0,0.0617814
806,0,0,0,0,0,0,0.0882307,0.0465471,0,0,0,0.0654234,0,0.031615,0,0,0.0177484,0,0,0.0324858,0.0751916,0.0357416,0.0592761,0.03539,0.127952,0.0868288,0.0606623,0.0711444,0.0655049,0.0702397,0.034184,0.0274714,0.0391666,0.0506115,0.0356188,0.0392618,0.0110045,0.00914475,0.0489497,0,0.0465595,0.0364787,0,0,0.031356,0,0,0.0310726,0.0575405,0.0579825,0.0596571,0.0359262,0.129703,0.0678722,0.0514771,0.0661648,0.0523673,0.0499402,0.036522,0.0131253,0.0203066,0.0533812,0.0171941,0.0189217,0.0116762,0.00397246,0.0392116,0.0419971,0,0,0,0,0.0690565,0,0.0618118
807,0,0,0,0,0,0,0.0878664,0.047159,0,0,0,0.0658901,0,0.0312238,0,0,0.0176376,0,0,0.0321694,0.0754131,0.0353739,0.0590987,0.0355814,0.127022,0.0860857,0.0605472,0.0711135,0.065345,0.0701601,0.0345168,0.0278357,0.039187,0.050793,0.0360264,0.0388814,0.0106048,0.00916705,0.0496388,0,0.0462347,0.0362032,0,0,0.0313094,0,0,0.0309572,0.057832,0.0578881,0.0592317,0.0359035,0.128791,0.067472,0.0515837,0.0662248,0.0524587,0.0501238,0.0367015,0.013051,0.0205513,0.0534995,0.0173403,0.0185394,0.011311,0.00423682,0.0394137,0.0417221,0,0,0,0,0.0692234,0,0.0618029
808,0,0,0,0,0,0,0.0875867,0.0477677,0,0,0,0.0662488,0,0.0308397,0,0,0.0175756,0,0,0.0318519,0.0755014,0.0351426,0.0589137,0.0357216,0.126044,0.0853228,0.0604396,0.0710788,0.0652194,0.0700455,0.0348329,0.028185,0.0394565,0.0509771,0.0363615,0.0384522,0.01022,0.00918266,0.0502768,0,0.04587,0.0359024,0,0,0.0312282,0,0,0.0308077,0.0581391,0.0577792,0.0587994,0.0358962,0.127835,0.0669061,0.0516316,0.066352,0.05255,0.0502149,0.0369112,0.0130446,0.0207865,0.0536341,0.0174969,0.0182469,0.0109023,0.00448175,0.0396213,0.0414929,0,0,0,0,0.0693866,0,0.0618443
809,0,0,0,0,0,0,0.087234,0.0483113,0,0,0,0.0664581,0,0.0303955,0,0,0.0175665,0,0,0.031548,0.0755103,0.0349676,0.0587304,0.0358373,0.125095,0.084538,0.060337,0.0710633,0.0650996,0.06994,0.03517,0.0285368,0.0397145,0.0511489,0.0365557,0.0379896,0.00985635,0.00918699,0.0509162,0,0.0454855,0.0356186,0,0,0.0310339,0,0,0.0305889,0.0584638,0.0576843,0.0583713,0.0358964,0.126887,0.0663781,0.0517788,0.0665075,0.0525779,0.0502222,0.0371575,0.0130943,0.0210319,0.0538549,0.0176564,0.0180896,0.0104599,0.00466169,0.0398722,0.0412784,0,0,0,0,0.0695504,0,0.0619374
810,0,0,0,0,0,0,0.0868215,0.0487837,0,0,0,0.066728,0,0.0300065,0,0,0.0176107,0,0,0.0312218,0.0755144,0.0343609,0.0585388,0.0359248,0.124183,0.0837876,0.0601811,0.0710233,0.0649898,0.0698061,0.0354658,0.0288171,0.0399332,0.0512741,0.0367098,0.0374784,0.00946005,0.00925561,0.0514937,0,0.0450945,0.0353251,0,0,0.0308486,0,0,0.0303588,0.058788,0.0576041,0.057931,0.035826,0.125939,0.0658818,0.0520537,0.0665764,0.0525881,0.0502454,0.0374467,0.0131813,0.0213302,0.0541795,0.0178322,0.0180133,0.0100533,0.00485583,0.0402003,0.041073,0,0,0,0,0.0697406,0,0.0620238
811,0,0,0,0,0,0,0.0864219,0.0492142,0,0,0,0.0669038,0,0.0295991,0,0,0.0176607,0,0,0.0308553,0.0755068,0.033767,0.058377,0.0359905,0.123271,0.0830988,0.0599812,0.0710074,0.0648973,0.0696247,0.0358052,0.0291822,0.0401151,0.0514102,0.0367358,0.0369621,0.00900819,0.00949068,0.0520012,0,0.0447001,0.034993,0,0,0.0307306,0,0,0.0301655,0.0591192,0.0574895,0.057504,0.0356675,0.125019,0.0654022,0.0522898,0.0665158,0.0526662,0.0502328,0.0377697,0.0133305,0.0217537,0.0544311,0.017983,0.0179986,0.00966197,0.00523213,0.0405623,0.040853,0,0,0,0,0.0699357,0,0.0621361
812,0,0,0,0,0,0,0.086004,0.0495957,0,0,0,0.0669521,0,0.0291786,0,0,0.0177255,0,0,0.0305174,0.0755098,0.0333119,0.0582237,0.0360373,0.122362,0.0824546,0.0598041,0.0711071,0.064841,0.0694047,0.0362017,0.02966,0.0403137,0.0515858,0.0366673,0.0364464,0.00855852,0.00984603,0.0524819,0,0.0443459,0.034627,0,0,0.0305364,0,0,0.0299455,0.0594014,0.0574496,0.0571372,0.0355145,0.124143,0.0650265,0.0522184,0.0667379,0.0528294,0.0501386,0.0381225,0.0135675,0.0222046,0.054703,0.0181429,0.0180368,0.00932545,0.00556357,0.0409165,0.0406464,0,0,0,0,0.0700549,0,0.0623211
813,0,0,0,0,0,0,0.0855611,0.0499106,0,0,0,0.0669131,0,0.0287414,0,0,0.0176125,0,0,0.0302287,0.075487,0.0329065,0.0580619,0.0360377,0.121478,0.0816998,0.0595997,0.0711564,0.0647673,0.0691201,0.0365947,0.0301354,0.0405165,0.0517612,0.0365198,0.0359927,0.00800088,0.0106029,0.0529283,0,0.0440249,0.034209,0,0,0.0301338,0,0,0.0298341,0.0596826,0.05745,0.0568188,0.0354164,0.123304,0.0648365,0.0522286,0.0670758,0.0530749,0.0499803,0.0385996,0.0138769,0.0226379,0.0550258,0.0183054,0.0179203,0.0090879,0.00585316,0.0412151,0.0404741,0,0,0,0,0.0701436,0,0.0625181
814,0,0,0,0,0,0,0.0851377,0.0502589,0,0,0,0.0667749,0,0.0283273,0,0,0.017698,0,0,0.029871,0.0754174,0.0325243,0.0578353,0.0360338,0.120554,0.0809591,0.0593971,0.0711588,0.0646541,0.068777,0.0370366,0.0306229,0.0407442,0.0519303,0.0362782,0.0354212,0.00777931,0.0108431,0.0532873,0,0.0436407,0.0337825,0,0,0.0298513,0,0,0.029768,0.0600066,0.0573778,0.0564739,0.0352627,0.122392,0.0645332,0.0521068,0.0673899,0.053295,0.0497124,0.0391553,0.0142474,0.0230814,0.0554154,0.0183418,0.0177067,0.00883522,0.00627273,0.0415224,0.0403375,0,0,0,0,0.0702501,0,0.0626501
815,0,0,0,0,0,0,0.084726,0.050623,0,0,0,0.0665229,0,0.0279455,0,0,0.0178346,0,0,0.0295522,0.0753271,0.0321663,0.0575887,0.0359913,0.119644,0.0801743,0.059193,0.0711675,0.064514,0.0684232,0.037512,0.0311673,0.0409571,0.0520919,0.0359344,0.0348271,0.00763468,0.0111435,0.053572,0,0.0431942,0.0333829,0,0,0.0296425,0,0,0.0297453,0.0602836,0.0571922,0.0561315,0.0351666,0.121451,0.0641103,0.0519714,0.0675422,0.0534851,0.0494271,0.0396997,0.0146811,0.0235458,0.0558609,0.0182415,0.0174161,0.00859576,0.00683381,0.0419268,0.0402414,0,0,0,0,0.0703407,0,0.0627505
816,0,0,0,0,0,0,0.0843119,0.050986,0,0,0,0.0661631,0,0.0275726,0,0,0.0180418,0,0,0.0292518,0.0752562,0.0318091,0.0573446,0.0359704,0.118725,0.0793533,0.0589674,0.0712365,0.0643952,0.0680495,0.037995,0.0317415,0.0411858,0.0522457,0.0355093,0.0341771,0.00761249,0.0114079,0.0537721,0,0.0427321,0.0330153,0,0,0.0295414,0,0,0.0297269,0.0605405,0.056934,0.05579,0.035172,0.120514,0.0635928,0.0517771,0.0676727,0.0537624,0.0491308,0.0402198,0.0151569,0.024055,0.056295,0.018182,0.0170164,0.0084851,0.00719252,0.042527,0.0401643,0,0,0,0,0.0703886,0,0.0628218
817,0,0,0,0,0,0,0.0838731,0.0512893,0,0,0,0.0657132,0,0.0272049,0,0,0.0177176,0,0,0.0291121,0.0752165,0.0314375,0.0572004,0.0358993,0.11791,0.0782884,0.058651,0.0713169,0.0643453,0.0676443,0.0384827,0.0323322,0.0414237,0.0523953,0.0349942,0.0338137,0.00695395,0.0127279,0.0538978,0,0.0422679,0.0326978,0,0,0.028804,0,0,0.0299664,0.0607564,0.0566319,0.0555338,0.0350859,0.119745,0.0630275,0.0515665,0.0681148,0.0541147,0.0488118,0.0408826,0.0156114,0.0245974,0.0567251,0.0182509,0.0169147,0.0084744,0.00777654,0.0432277,0.0400742,0,0,0,0,0.0704456,0,0.0629388
818,0,0,0,0,0,0,0.0834437,0.0516885,0,0,0,0.0651171,0,0.0268161,0,0,0.0176863,0,0,0.0289026,0.0752632,0.0310491,0.0570251,0.0357812,0.117048,0.0773599,0.0583538,0.0714059,0.0644098,0.0672151,0.0389444,0.0329502,0.041688,0.052442,0.0343629,0.033258,0.00682113,0.0133434,0.0538747,0,0.0417408,0.0323663,0,0,0.0285162,0,0,0.0300822,0.0609977,0.0562839,0.0552598,0.0348723,0.118912,0.0624208,0.0512501,0.0687493,0.0545163,0.048493,0.0417015,0.0160744,0.0252512,0.0572694,0.0185612,0.0166503,0.00835277,0.00835563,0.0435879,0.0399653,0,0,0,0,0.0705075,0,0.0630405
819,0,0,0,0,0,0,0.0830669,0.0520803,0,0,0,0.0643713,0,0.0264141,0,0,0.0176737,0,0,0.0288312,0.0753447,0.030643,0.0568684,0.0356409,0.116229,0.0764166,0.058138,0.07158,0.0644732,0.0668357,0.0394136,0.033604,0.0419678,0.0523611,0.0336356,0.0327202,0.0067893,0.0139825,0.0536371,0,0.0412101,0.0320594,0,0,0.0281149,0,0,0.0300572,0.0612209,0.0559022,0.0549965,0.0346759,0.118061,0.0620654,0.0509938,0.0694538,0.0550471,0.0481409,0.0425819,0.0165995,0.0260345,0.057967,0.0192032,0.0164651,0.00825855,0.0088669,0.0436343,0.039856,0,0,0,0,0.0705443,0,0.0631634
820,0,0,0,0,0,0,0.0826623,0.052442,0,0,0,0.063588,0,0.0260533,0,0,0.0176637,0,0,0.0288267,0.0754267,0.0303072,0.056704,0.0354082,0.11538,0.0754571,0.0579228,0.0718527,0.0645865,0.0664652,0.0399594,0.0342395,0.0422173,0.0525983,0.032912,0.0322344,0.00686049,0.0145973,0.0535944,0,0.0406553,0.0318114,0,0,0.0277567,0,0,0.0301337,0.0613364,0.0554654,0.0547295,0.0346236,0.117275,0.0616305,0.0511648,0.0699098,0.0555968,0.0477462,0.0434505,0.0172066,0.026799,0.0586665,0.0194948,0.0162971,0.00817576,0.00950427,0.0436329,0.0397475,0,0,0,0,0.0705691,0,0.0633004
821,0,0,0,0,0,0,0.0821858,0.0527583,0,0,0,0.0627539,0,0.0256784,0,0,0.0176007,0,0,0.0288382,0.0755177,0.0299524,0.0565912,0.0350787,0.114484,0.0744762,0.0577786,0.0720278,0.0647878,0.0660413,0.040595,0.0349055,0.042485,0.0529365,0.0322052,0.0318102,0.00697983,0.0152324,0.0536284,0,0.0400687,0.0316087,0,0,0.0274388,0,0,0.030328,0.0614714,0.0549323,0.0544163,0.0347053,0.116463,0.0611143,0.0511788,0.0701757,0.0561463,0.0475152,0.0443199,0.0178559,0.0275429,0.059366,0.0195675,0.0161611,0.00821387,0.0100152,0.0436777,0.0396745,0,0,0,0,0.070561,0,0.0633537
822,0,0,0,0,0,0,0.0818229,0.0530123,0,0,0,0.0618305,0,0.0252667,0,0,0.0175575,0,0,0.0287968,0.0756082,0.0295897,0.0564943,0.0346908,0.113613,0.0735068,0.0576976,0.0722156,0.065029,0.0655687,0.0411631,0.0355967,0.0427635,0.0531672,0.0315053,0.0314339,0.00698504,0.015975,0.0536571,0,0.0394415,0.0314089,0,0,0.0270928,0,0,0.0304962,0.0616782,0.0544337,0.0540836,0.0347209,0.115599,0.0605898,0.0511533,0.0705319,0.0567232,0.047272,0.0451489,0.0185486,0.0282988,0.0600749,0.0196586,0.0160754,0.0081855,0.0106316,0.043715,0.0396091,0,0,0,0,0.0705204,0,0.0634323
823,0,0,0,0,0,0,0.0814911,0.0532693,0,0,0,0.0608178,0,0.0248524,0,0,0.0175318,0,0,0.0287686,0.0756877,0.0293536,0.0563006,0.0342123,0.112839,0.0725634,0.0575014,0.0724718,0.0653571,0.0651501,0.041697,0.036298,0.0430677,0.0533113,0.0307898,0.0311192,0.00713744,0.0166028,0.053701,0,0.0387703,0.03121,0,0,0.0267424,0,0,0.0305157,0.0619182,0.0538272,0.0537247,0.0346714,0.114675,0.0600738,0.051045,0.0709275,0.0573044,0.0469554,0.0459523,0.0192613,0.0290399,0.0607852,0.0197531,0.0160108,0.00811668,0.0112566,0.0437426,0.0395391,0,0,0,0,0.0704348,0,0.0635078
824,0,0,0,0,0,0,0.0811205,0.0534743,0,0,0,0.0597239,0,0.0244436,0,0,0.0175172,0,0,0.0288286,0.0756873,0.0292332,0.0560298,0.033729,0.112131,0.0716802,0.0572784,0.0727984,0.0657606,0.0647836,0.0422181,0.0370036,0.0433749,0.0533862,0.0300772,0.0308248,0.00734175,0.0172255,0.0538883,0,0.0380691,0.0310052,0,0,0.0263033,0,0,0.0304459,0.06212,0.0530532,0.0533932,0.034579,0.11373,0.0594938,0.0508004,0.0715049,0.0578737,0.0465651,0.0468466,0.0199745,0.0297612,0.0615153,0.0198477,0.0160346,0.00815063,0.0117374,0.0437703,0.0394697,0,0,0,0,0.0702961,0,0.0636052
825,0,0,0,0,0,0,0.0806657,0.0536918,0,0,0,0.0585688,0,0.0241543,0,0,0.0175147,0,0,0.0288283,0.0756066,0.0286869,0.0558754,0.0332192,0.111477,0.0708447,0.0570156,0.073036,0.0661279,0.0644098,0.0426448,0.0376627,0.0436132,0.0534439,0.0294333,0.0306106,0.00740922,0.0178978,0.0542348,0,0.0373009,0.0307283,0,0,0.0258834,0,0,0.0305358,0.0623327,0.0521913,0.0531248,0.0344477,0.112845,0.0590063,0.0506296,0.0720033,0.0584462,0.0461273,0.047752,0.0207329,0.0305361,0.0622724,0.0199221,0.0160984,0.00825383,0.0122585,0.0438603,0.0393966,0,0,0,0,0.0701843,0,0.0637063
826,0,0,0,0,0,0,0.0804037,0.0537746,0,0,0,0.0573449,0,0.0239536,0,0,0.0175441,0,0,0.0288378,0.0754024,0.0283776,0.0558968,0.0325723,0.11086,0.0700276,0.0569125,0.0733748,0.0664823,0.0640908,0.0429951,0.0382415,0.0437193,0.0534145,0.0289139,0.030427,0.00761535,0.0186073,0.0543532,0,0.0364278,0.0305023,0,0,0.025485,0,0,0.0307353,0.0624305,0.0512707,0.0528837,0.0341875,0.112061,0.0585314,0.0505327,0.0726172,0.0591656,0.0456993,0.0486195,0.021466,0.0313322,0.0630167,0.0200503,0.0161553,0.00825619,0.012879,0.0438606,0.0393352,0,0,0,0,0.0700369,0,0.0638345
827,0,0,0,0,0,0,0.0799822,0.0539996,0,0,0,0.0560046,0,0.023821,0,0,0.0175845,0,0,0.0288363,0.0751571,0.0281837,0.056064,0.0319622,0.110244,0.069265,0.0568713,0.0736168,0.0669326,0.0637122,0.0435088,0.0388826,0.0438798,0.0534027,0.0283879,0.0303337,0.00779149,0.0193097,0.0543308,0,0.0355407,0.0301942,0,0,0.0250143,0,0,0.0308742,0.0626009,0.050246,0.0526793,0.0340987,0.111423,0.0579653,0.0505036,0.0731914,0.059899,0.045346,0.0496055,0.0223355,0.0322577,0.0638978,0.020104,0.0161988,0.00837563,0.0134867,0.0439584,0.0392646,0,0,0,0,0.0699159,0,0.0639393
828,0,0,0,0,0,0,0.0796655,0.0540112,0,0,0,0.0548266,0,0.0235691,0,0,0.0176618,0,0,0.0288622,0.0747544,0.0277789,0.0560414,0.031287,0.109614,0.0685249,0.0569035,0.0740424,0.0674274,0.0633847,0.0437194,0.0392175,0.0440144,0.0532505,0.0281832,0.0301726,0.00809989,0.0200257,0.0542232,0,0.034692,0.0299653,0,0,0.0245276,0,0,0.0310238,0.0626578,0.0493426,0.0525317,0.033925,0.110872,0.0574132,0.0507467,0.0737692,0.0606176,0.0450171,0.0505969,0.0231985,0.0331954,0.0648138,0.0202973,0.0162579,0.00841942,0.0141205,0.043889,0.0391885,0,0,0,0,0.0697837,0,0.0640863
829,0,0,0,0,0,0,0.0791969,0.0540308,0,0,0,0.0535347,0,0.0233624,0,0,0.0177813,0,0,0.0289171,0.074406,0.0275719,0.0556172,0.0306174,0.10911,0.0677748,0.0568802,0.0745097,0.0678488,0.0632793,0.0438746,0.0396069,0.0441431,0.053125,0.0279876,0.0300498,0.00833953,0.0207523,0.0541065,0,0.0338439,0.0297048,0,0,0.0239985,0,0,0.0310302,0.0627641,0.0484921,0.0525292,0.0337676,0.110425,0.0568491,0.0508927,0.0743767,0.061243,0.0447991,0.0517353,0.0241505,0.0342495,0.0658745,0.0205166,0.0163254,0.00834112,0.0147472,0.0438394,0.039092,0,0,0,0,0.0697144,0,0.0640337
830,0,0,0,0,0,0,0.0785769,0.0541303,0,0,0,0.0520778,0,0.0232491,0,0,0.0179404,0,0,0.0290264,0.0741447,0.0275505,0.0553831,0.0298999,0.108683,0.067107,0.0568785,0.0749366,0.0682917,0.0630551,0.0441013,0.0401178,0.0442982,0.0530682,0.0277832,0.0299587,0.00861168,0.0213999,0.0538838,0,0.0330075,0.0294148,0,0,0.023601,0,0,0.031177,0.0628908,0.0477026,0.0526246,0.0336623,0.110016,0.0562773,0.0508523,0.0754071,0.0617813,0.0447378,0.0530217,0.0251581,0.0354272,0.0670294,0.0207406,0.0163212,0.00834703,0.0153177,0.0438651,0.0389864,0,0,0,0,0.0696917,0,0.0640736
831,0,0,0,0,0,0,0.0781984,0.0541227,0,0,0,0.0506606,0,0.0232176,0,0,0.0181241,0,0,0.0291095,0.0738557,0.0275762,0.0553091,0.0290576,0.108244,0.0665199,0.0570025,0.0754756,0.0688564,0.0629315,0.0445299,0.0405305,0.0444125,0.0529704,0.0278223,0.0298806,0.00895067,0.0220084,0.0535262,0,0.0322475,0.0291495,0,0,0.0232785,0,0,0.031394,0.0629394,0.0470764,0.0527107,0.0334824,0.109651,0.0558097,0.0508248,0.0761271,0.06231,0.0447258,0.0542731,0.0262112,0.0365734,0.0681805,0.0211035,0.0163762,0.00853075,0.0157271,0.0438371,0.0388505,0,0,0,0,0.0696418,0,0.0641854
832,0,0,0,0,0,0,0.0777997,0.0541185,0,0,0,0.0493001,0,0.023227,0,0,0.0183065,0,0,0.0291953,0.0734474,0.0275254,0.0552815,0.0281857,0.107791,0.0658518,0.0571426,0.0759941,0.0694711,0.0628764,0.0450513,0.0409095,0.0445386,0.0528233,0.0281,0.0297598,0.00928354,0.0225674,0.0530782,0,0.0314782,0.0289372,0,0,0.0230023,0,0,0.0315949,0.0630208,0.0463304,0.0527612,0.033312,0.109338,0.0553334,0.0508336,0.0764145,0.0627897,0.0446633,0.055482,0.0272967,0.037665,0.0692627,0.0215718,0.0164622,0.00865863,0.0161306,0.0438819,0.0386507,0,0,0,0,0.0695821,0,0.0643026
833,0,0,0,0,0,0,0.0773884,0.0540828,0,0,0,0.0479992,0,0.0232565,0,0,0.0185151,0,0,0.0292939,0.0728276,0.0272486,0.0552538,0.0272908,0.107367,0.0651131,0.0572677,0.0764265,0.0701422,0.0628633,0.0453169,0.0412635,0.0445963,0.0526293,0.0285779,0.0295771,0.0095708,0.0230918,0.0525682,0,0.0306645,0.0287814,0,0,0.0227505,0,0,0.0318241,0.0632076,0.0454775,0.0527748,0.0331856,0.109067,0.0548783,0.0508385,0.0767291,0.0631886,0.0444905,0.0566523,0.0283764,0.0387478,0.0702942,0.0221488,0.0165674,0.00879653,0.0164905,0.0440038,0.0383895,0,0,0,0,0.0695292,0,0.0644282
834,0,0,0,0,0,0,0.0770009,0.0540611,0,0,0,0.0467127,0,0.0233328,0,0,0.0187131,0,0,0.0294152,0.0722238,0.0267077,0.0552469,0.0263578,0.107032,0.064401,0.0574178,0.0767877,0.0708055,0.0629517,0.0453966,0.041582,0.0445656,0.0523847,0.02922,0.0293237,0.00985591,0.0235694,0.0519459,0,0.0298486,0.0286529,0,0,0.0224832,0,0,0.0320817,0.0635428,0.0446414,0.0528185,0.033069,0.108811,0.0545031,0.0508084,0.0771517,0.0635503,0.0442634,0.0578266,0.0294724,0.0398266,0.0713655,0.0228389,0.0166825,0.00891566,0.016906,0.0440824,0.0380498,0,0,0,0,0.069493,0,0.0644991
835,0,0,0,0,0,0,0.0766786,0.0540473,0,0,0,0.0453294,0,0.023455,0,0,0.0189059,0,0,0.0295411,0.0716449,0.0265496,0.0553004,0.025491,0.106813,0.0637321,0.0577028,0.077367,0.071466,0.0630602,0.0454796,0.0419022,0.0445405,0.0521314,0.0299459,0.0290625,0.0101931,0.023992,0.0512271,0,0.029045,0.02849,0,0,0.0221842,0,0,0.0322723,0.0638558,0.0438565,0.0529173,0.032931,0.10856,0.0542487,0.0508163,0.0775191,0.0639202,0.0440115,0.0590289,0.0305657,0.0409284,0.0724667,0.0236829,0.0168061,0.00904411,0.0172413,0.0441123,0.0376183,0,0,0,0,0.069501,0,0.0645656
836,0,0,0,0,0,0,0.0764157,0.0540968,0,0,0,0.0438741,0,0.0236277,0,0,0.0191317,0,0,0.0296711,0.0710866,0.0267675,0.0553958,0.0247154,0.106575,0.063104,0.0582125,0.0780613,0.0720814,0.0631277,0.0455002,0.0421801,0.0445184,0.0518895,0.0307625,0.0287704,0.0105438,0.0243582,0.0504596,0,0.0282465,0.0283253,0,0,0.0218916,0,0,0.0323463,0.0640012,0.0430494,0.0530813,0.0328336,0.108296,0.0540441,0.050999,0.0780836,0.0643252,0.0437872,0.0602228,0.0316689,0.0420113,0.0735578,0.0246701,0.0169466,0.00911097,0.0175875,0.0441169,0.0373293,0,0,0,0,0.0695463,0,0.0647027
837,0,0,0,0,0,0,0.0761609,0.054286,0,0,0,0.0423922,0,0.0238711,0,0,0.0193417,0,0,0.0297821,0.0705665,0.0270662,0.0554099,0.0238756,0.106328,0.0625174,0.0585311,0.0786315,0.072704,0.0631853,0.0456314,0.0423739,0.0444519,0.0515691,0.0316727,0.0284854,0.0108877,0.0246613,0.0497598,0,0.0275098,0.0281546,0,0,0.0216066,0,0,0.0324562,0.0641197,0.0421732,0.0533002,0.0327007,0.108029,0.053882,0.0510947,0.0787546,0.0647246,0.0436195,0.0613484,0.0327436,0.0430626,0.0746133,0.0256767,0.0170662,0.00920227,0.0179111,0.0441051,0.0371447,0,0,0,0,0.069698,0,0.0648765
838,0,0,0,0,0,0,0.075956,0.0544285,0,0,0,0.0410671,0,0.0241162,0,0,0.0196999,0,0,0.029795,0.0700939,0.0269204,0.0553343,0.0230872,0.106037,0.0621369,0.0588731,0.0791639,0.0733083,0.0631728,0.0456368,0.0424434,0.0442682,0.0511939,0.0328739,0.0281408,0.0114455,0.0245255,0.0491812,0,0.0268434,0.028009,0,0,0.0217579,0,0,0.0325041,0.064179,0.0414149,0.0535026,0.0325211,0.107739,0.0537734,0.0511961,0.0793301,0.0651064,0.0435079,0.062429,0.0337698,0.044065,0.0756756,0.0266726,0.017022,0.00951597,0.0178193,0.044102,0.0369837,0,0,0,0,0.0697612,0,0.0650714
