Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,LASI,,RASI
839,0,0,0,0,0,0,0.0757255,0.054421,0,0,0,0.0396595,0,0.0244023,0,0,0.0198566,0,0,0.0299425,0.0696461,0.0268551,0.0553238,0.0222239,0.105875,0.0615282,0.0592949,0.0796041,0.0739361,0.063221,0.0455328,0.0424909,0.0440629,0.0508024,0.0341864,0.028084,0.0115546,0.0252133,0.0486605,0,0.0262461,0.0279523,0,0,0.0210373,0,0,0.03286,0.0640875,0.0406941,0.0538138,0.0322901,0.10757,0.053687,0.0511047,0.0799002,0.0654261,0.043524,0.063499,0.034763,0.0450964,0.0767578,0.0275484,0.0174049,0.00944433,0.0185498,0.0440579,0.0367544,0,0,0,0,0.0697512,0,0.0652895
840,0,0,0,0,0,0,0.0754599,0.0544512,0,0,0,0.0382827,0,0.0246901,0,0,0.0199768,0,0,0.0300197,0.069277,0.0268802,0.0552671,0.0213069,0.105688,0.0611078,0.0595349,0.0801042,0.074552,0.0633157,0.0453964,0.0425154,0.0438351,0.0503783,0.0355109,0.027881,0.0117801,0.0254541,0.0481465,0,0.0256398,0.0278301,0,0,0.0207264,0,0,0.0329876,0.0638555,0.0400237,0.0541634,0.0320563,0.10742,0.0537259,0.050797,0.0805398,0.0656645,0.0435998,0.0645173,0.0356807,0.0460918,0.0777401,0.0282764,0.0176149,0.00949965,0.0189445,0.0440673,0.0364861,0,0,0,0,0.0696623,0,0.0655535
841,0,0,0,0,0,0,0.0752186,0.054453,0,0,0,0.0369927,0,0.0250063,0,0,0.0200613,0,0,0.0301115,0.0689417,0.0271176,0.0552223,0.0203925,0.105466,0.0607549,0.0598147,0.0806063,0.0751818,0.0634944,0.0453788,0.0425258,0.043709,0.0499688,0.0367928,0.027626,0.0119879,0.0256794,0.0478278,0,0.0250437,0.0276019,0,0,0.0204344,0,0,0.0331542,0.063543,0.0394069,0.0545281,0.0318324,0.107282,0.0538562,0.0506156,0.0812834,0.0658007,0.043837,0.0654833,0.0365346,0.0470234,0.0786801,0.0288235,0.0178114,0.00955992,0.0193245,0.0440452,0.0362117,0,0,0,0,0.0695466,0,0.0659311
842,0,0,0,0,0,0,0.0750021,0.0544777,0,0,0,0.0358308,0,0.025333,0,0,0.0200726,0,0,0.0301517,0.0686677,0.0276281,0.0551565,0.0195067,0.105215,0.0604561,0.060521,0.081088,0.0758628,0.0637387,0.0453743,0.0425654,0.04373,0.0496201,0.0379435,0.0272993,0.0121881,0.0258669,0.0477565,0,0.0245166,0.0274533,0,0,0.0201503,0,0,0.0333538,0.063215,0.0388503,0.0549023,0.0316274,0.107113,0.0539932,0.05054,0.0817916,0.0658127,0.0443221,0.0663662,0.037324,0.0478639,0.0795239,0.0291433,0.0180523,0.00961933,0.0197187,0.044033,0.0359816,0,0,0,0,0.0693629,0,0.0663228
843,0,0,0,0,0,0,0.0747859,0.054486,0,0,0,0.0348051,0,0.0256504,0,0,0.0200145,0,0,0.0302294,0.0684255,0.0279619,0.0550295,0.0187274,0.104952,0.060211,0.0612527,0.0815804,0.0764852,0.0640422,0.0452765,0.04264,0.0435965,0.0493319,0.0391196,0.0268925,0.0123451,0.0260881,0.0478609,0,0.0240707,0.0273316,0,0,0.0198284,0,0,0.0334579,0.0628399,0.0383583,0.0552634,0.0314085,0.106914,0.0541823,0.0506588,0.0823692,0.0657959,0.0447549,0.0671687,0.0380475,0.0486293,0.0803028,0.029241,0.0182682,0.00973354,0.0200729,0.0440268,0.0357387,0,0,0,0,0.0691326,0,0.0667379
844,0,0,0,0,0,0,0.0745646,0.0544577,0,0,0,0.0339587,0,0.0259384,0,0,0.0199888,0,0,0.0303152,0.0681802,0.0280287,0.0548373,0.0181325,0.104609,0.0600742,0.0620111,0.0820877,0.0770384,0.0643487,0.0450651,0.0427072,0.0433707,0.0491164,0.0402505,0.0265516,0.0125095,0.0261451,0.0481476,0,0.0236758,0.0272386,0,0,0.0196688,0,0,0.0335132,0.0624413,0.0379578,0.0555802,0.0312177,0.106685,0.0544359,0.0508342,0.082782,0.065785,0.0451167,0.0678835,0.0386845,0.0492895,0.0809989,0.0291296,0.0185032,0.00996163,0.0202691,0.0440259,0.035484,0,0,0,0,0.0689362,0,0.0671602
845,0,0,0,0,0,0,0.0743643,0.0543558,0,0,0,0.0333698,0,0.0261848,0,0,0.0199087,0,0,0.0304368,0.0679085,0.0278159,0.0545587,0.0176139,0.104262,0.0599219,0.0623041,0.0825403,0.0775721,0.0646657,0.0448908,0.0426567,0.0430929,0.0489047,0.0411479,0.0263481,0.0125885,0.0263391,0.0484615,0,0.0233522,0.0271955,0,0,0.0193447,0,0,0.0336823,0.0620175,0.0376808,0.0558602,0.0310566,0.106445,0.0547355,0.0510029,0.0830131,0.0657461,0.0454651,0.0684991,0.039227,0.0498524,0.0815685,0.0289133,0.0189108,0.0100764,0.0206745,0.0439496,0.035223,0,0,0,0,0.0687091,0,0.0674868
846,0,0,0,0,0,0,0.0741968,0.0542282,0,0,0,0.0328859,0,0.0264234,0,0,0.0198206,0,0,0.0305621,0.0675824,0.0277576,0.0542978,0.0171286,0.103905,0.05979,0.0622271,0.0828109,0.0780511,0.0649933,0.0447282,0.0425323,0.0428534,0.0485687,0.0417023,0.0261756,0.0126497,0.0264669,0.0487838,0,0.0231363,0.0272353,0,0,0.0190715,0,0,0.0338898,0.0616492,0.0374937,0.0560203,0.0309762,0.106174,0.0550626,0.0511592,0.0831277,0.0656989,0.0458191,0.0689204,0.0395664,0.0502747,0.082051,0.0285628,0.0192768,0.0102021,0.0210577,0.0438861,0.0349892,0,0,0,0,0.0684794,0,0.0676602
847,0,0,0,0,0,0,0.0740401,0.0540537,0,0,0,0.0324307,0,0.0266767,0,0,0.0197186,0,0,0.0306853,0.0673117,0.0279156,0.0540305,0.0167457,0.103561,0.0596661,0.0623653,0.0828638,0.0784741,0.0652796,0.0446074,0.0423837,0.0426047,0.04819,0.0421111,0.0260192,0.0126759,0.0265511,0.0491429,0,0.0229832,0.0273368,0,0,0.0187557,0,0,0.0339824,0.0612787,0.0372788,0.0561188,0.0309362,0.105858,0.0554124,0.0512433,0.0831771,0.0656733,0.0461048,0.0692519,0.0398251,0.0505763,0.0824716,0.0281813,0.0196591,0.0103161,0.0214224,0.0438258,0.0347775,0,0,0,0,0.0682657,0,0.0678178
848,0,0,0,0,0,0,0.0738932,0.0538588,0,0,0,0.0318923,0,0.0269703,0,0,0.0196465,0,0,0.0307998,0.0671594,0.0282539,0.0538332,0.01647,0.103235,0.0595664,0.0627208,0.0831898,0.0788487,0.0655432,0.0444808,0.0422536,0.0423807,0.0478644,0.042637,0.0258697,0.0127434,0.0266002,0.0494935,0,0.0228663,0.0274607,0,0,0.0184555,0,0,0.0341503,0.060907,0.0369944,0.0562223,0.0308859,0.105498,0.0557726,0.051333,0.0832474,0.0657533,0.0462804,0.0695142,0.0400381,0.0507796,0.0827312,0.0278109,0.0201369,0.0104401,0.0218053,0.0437795,0.0345728,0,0,0,0,0.0681967,0,0.067968
849,0,0,0,0,0,0,0.0737978,0.053623,0,0,0,0.0312622,0,0.0272991,0,0,0.0196043,0,0,0.0309283,0.067145,0.0287847,0.0536532,0.0162746,0.102884,0.0595281,0.0630298,0.0840124,0.0791822,0.0658339,0.0443923,0.0421669,0.0422106,0.0475979,0.0433729,0.0257613,0.01285,0.0266509,0.0497207,0,0.0227754,0.0275661,0,0,0.018257,0,0,0.0343662,0.0604898,0.036657,0.0562937,0.0307517,0.105089,0.0561748,0.0513434,0.0833045,0.0659559,0.0463222,0.0696139,0.0401524,0.0509252,0.0828725,0.0274471,0.0206193,0.0105965,0.022125,0.0436731,0.0343601,0,0,0,0,0.0681813,0,0.06809
850,0,0,0,0,0,0,0.0736863,0.0533725,0,0,0,0.0307626,0,0.0276212,0,0,0.0195043,0,0,0.0311177,0.0672067,0.0291212,0.0534268,0.0161695,0.102532,0.0595056,0.0633016,0.0845662,0.079419,0.0661157,0.0443596,0.042121,0.0420644,0.0474021,0.0439949,0.0256677,0.0129178,0.0266871,0.0498204,0,0.022771,0.0276304,0,0,0.0180729,0,0,0.0344508,0.0600875,0.0363289,0.0563196,0.0305385,0.104671,0.0565533,0.0512399,0.0833218,0.0661553,0.0462603,0.0695591,0.0401452,0.0510042,0.0829742,0.0270338,0.020981,0.0107109,0.0223326,0.043546,0.0341753,0,0,0,0,0.0681447,0,0.0682069
851,0,0,0,0,0,0,0.0735904,0.0531231,0,0,0,0.0303845,0,0.0279278,0,0,0.0193963,0,0,0.0313878,0.0672353,0.0293333,0.053207,0.0161567,0.102149,0.0595012,0.0635989,0.0848197,0.0795583,0.066352,0.0443692,0.0421335,0.0419805,0.0472688,0.0444585,0.025617,0.0129766,0.0267315,0.0498548,0,0.0228688,0.0276747,0,0,0.0179393,0,0,0.0344922,0.0597182,0.0360747,0.0563218,0.0303303,0.104236,0.0569036,0.0512527,0.083275,0.0663423,0.0460917,0.0693901,0.0400118,0.0509868,0.0829945,0.0266508,0.0213049,0.0108284,0.0224473,0.0434329,0.0340499,0,0,0,0,0.0681428,0,0.0683207
852,0,0,0,0,0,0,0.0735454,0.0529121,0,0,0,0.030149,0,0.0280822,0,0,0.0193086,0,0,0.0315892,0.0672774,0.0293334,0.0529986,0.016215,0.101728,0.0595234,0.0637922,0.0849525,0.07964,0.0665026,0.044343,0.0421447,0.0418711,0.0471338,0.0448186,0.0256348,0.0130202,0.026747,0.0498358,0,0.023074,0.0276944,0,0,0.0178832,0,0,0.0345689,0.0593299,0.0359014,0.0563388,0.0300927,0.103806,0.0571856,0.0514048,0.0831461,0.0665365,0.0456177,0.0691502,0.0397664,0.0508339,0.0829862,0.0263842,0.0215906,0.0109729,0.0224374,0.0433381,0.0339584,0,0,0,0,0.0681978,0,0.068424
853,0,0,0,0,0,0,0.0738964,0.0528166,0,0,0,0.0304664,0,0.0279687,0,0,0.0194479,0,0,0.0318221,0.0677787,0.028672,0.0530094,0.0166746,0.101128,0.060452,0.0630462,0.0846666,0.0791546,0.0662391,0.0446742,0.0424345,0.0418952,0.0472065,0.0443657,0.0262012,0.0133333,0.0273227,0.0581297,0,0.0223745,0.0275927,0,0,0.0179888,0,0,0.0346442,0.0590849,0.0365706,0.0554039,0.0315097,0.102617,0.0575492,0.0528437,0.0876455,0.0671654,0.043099,0.0668873,0.0392721,0.0480474,0.0804328,0.0218565,0.0217112,0.0111119,0.0225652,0.0430561,0.0347122,0,0,0,0,0.0682136,0,0.0679596
854,0,0,0,0,0,0,0.0740269,0.0527201,0,0,0,0.0303599,0,0.0280462,0,0,0.0192051,0,0,0.0319027,0.0678628,0.0285082,0.0527984,0.0168528,0.100637,0.0606376,0.0626088,0.0846541,0.0789819,0.0661032,0.0447558,0.0425201,0.0418047,0.0471088,0.0445148,0.0262946,0.0132709,0.0273198,0.0582504,0,0.0224971,0.0276099,0,0,0.0180076,0,0,0.0346365,0.0590794,0.036962,0.0551501,0.031494,0.102041,0.0576807,0.0528755,0.0877742,0.0673338,0.042498,0.0664276,0.0389489,0.0475574,0.0798796,0.0219397,0.0219323,0.0111558,0.0224996,0.0429595,0.0348276,0,0,0,0,0.0685471,0,0.0674621
855,0,0,0,0,0,0,0.0741795,0.052721,0,0,0,0.0303615,0,0.0281536,0,0,0.0188925,0,0,0.0318847,0.0680292,0.0286006,0.0526029,0.0170973,0.100079,0.0606287,0.0625237,0.0845342,0.0787552,0.06596,0.0448507,0.0426749,0.0418387,0.0470664,0.0442541,0.0263733,0.0131854,0.0272139,0.0577788,0,0.0228955,0.0276854,0,0,0.0180784,0,0,0.0345715,0.0590192,0.037376,0.054901,0.0313687,0.101527,0.0577061,0.0528773,0.0877337,0.0673359,0.0420233,0.0661018,0.0386782,0.0472603,0.0793806,0.021913,0.0221977,0.0112059,0.0223925,0.0429311,0.0348995,0,0,0,0,0.0687494,0,0.0671503
856,0,0,0,0,0,0,0.0744053,0.0527544,0,0,0,0.0304066,0,0.0282355,0,0,0.0186067,0,0,0.031785,0.0682027,0.0288813,0.0523738,0.0173908,0.0994614,0.0604831,0.0627181,0.0843331,0.0784982,0.0657342,0.0450196,0.0428992,0.0419422,0.0471103,0.0437447,0.0264805,0.0130521,0.0270301,0.0571725,0,0.0233411,0.0278252,0,0,0.0181495,0,0,0.034445,0.0590356,0.0378602,0.054551,0.0313841,0.101007,0.057655,0.0528724,0.0877271,0.0672941,0.0416263,0.0658311,0.0384872,0.0470138,0.0790439,0.0219755,0.022443,0.0112381,0.0221676,0.0429078,0.0349937,0,0,0,0,0.0689302,0,0.0667828
857,0,0,0,0,0,0,0.074727,0.0528127,0,0,0,0.0305438,0,0.0282801,0,0,0.0183456,0,0,0.0317497,0.0683458,0.0288816,0.05211,0.0176866,0.0988032,0.0602144,0.0627621,0.0841035,0.0782679,0.0654665,0.0452631,0.0431224,0.0421154,0.0471448,0.0431646,0.0265991,0.0129024,0.0268122,0.0561987,0,0.0236972,0.0279928,0,0,0.0183001,0,0,0.0343043,0.0590763,0.0383633,0.0541125,0.0315306,0.100492,0.0574881,0.0528887,0.0878019,0.0672218,0.041277,0.0656026,0.0383624,0.0467936,0.0787483,0.0221824,0.022489,0.011283,0.0218612,0.0428641,0.0351157,0,0,0,0,0.0691355,0,0.0663481
858,0,0,0,0,0,0,0.0750998,0.0528822,0,0,0,0.0307304,0,0.0282823,0,0,0.0180532,0,0,0.0316929,0.0684727,0.0286833,0.0518126,0.0179615,0.0981224,0.0598133,0.0626587,0.0838608,0.0780696,0.0651905,0.0455793,0.0433498,0.0422857,0.0471473,0.0425975,0.0266583,0.0128276,0.0264802,0.0551089,0,0.0240184,0.0281709,0,0,0.0185376,0,0,0.0341258,0.0591107,0.0388816,0.0536136,0.0317411,0.0999185,0.0572188,0.0528734,0.0874958,0.067096,0.0409338,0.06549,0.0383688,0.0466136,0.0785772,0.0225517,0.0223745,0.0113115,0.0215367,0.0427691,0.0352806,0,0,0,0,0.069317,0,0.0659293
859,0,0,0,0,0,0,0.0754488,0.052902,0,0,0,0.0309394,0,0.0282686,0,0,0.0178325,0,0,0.0317879,0.0686205,0.028407,0.0514774,0.0181622,0.0974319,0.0593207,0.0624811,0.0836159,0.0779095,0.064936,0.0458029,0.0435525,0.0424251,0.0471343,0.0422204,0.0266283,0.0128617,0.02608,0.054429,0,0.0243299,0.0283729,0,0,0.0188754,0,0,0.0339244,0.0591629,0.0393091,0.0530655,0.0318902,0.0992584,0.0569105,0.0527778,0.087085,0.0669723,0.0405873,0.0654928,0.0385314,0.0465555,0.0785952,0.022974,0.0221379,0.0112951,0.021264,0.0425813,0.0354558,0,0,0,0,0.0693983,0,0.065528
860,0,0,0,0,0,0,0.0757613,0.0528117,0,0,0,0.0310707,0,0.0282665,0,0,0.0176711,0,0,0.0318048,0.0687985,0.0281939,0.0511329,0.0183218,0.0967489,0.0588152,0.0622077,0.0833746,0.0778052,0.0647105,0.0459332,0.0437234,0.0425578,0.0471283,0.0419451,0.0265777,0.0128708,0.0256571,0.0539428,0,0.02438,0.0285999,0,0,0.0192687,0,0,0.0337536,0.0591916,0.0394582,0.0525144,0.0319744,0.0985092,0.0565816,0.0527171,0.086954,0.0669388,0.0403505,0.065769,0.03885,0.0466946,0.0787151,0.0232685,0.0218454,0.0112016,0.0210661,0.0422392,0.0355995,0,0,0,0,0.0693784,0,0.06518
861,0,0,0,0,0,0,0.0760187,0.0526091,0,0,0,0.0310805,0,0.028307,0,0,0.017596,0,0,0.0316708,0.0689381,0.0281328,0.050819,0.0184525,0.096098,0.0582418,0.0620627,0.0831366,0.077742,0.0645325,0.0460317,0.0438876,0.0426553,0.0471376,0.0417538,0.0265268,0.0128491,0.0252614,0.0538263,0,0.0240611,0.0288351,0,0,0.0197128,0,0,0.0335905,0.059148,0.0390409,0.0520725,0.032107,0.0977789,0.0562289,0.0527821,0.0868419,0.0670477,0.0401764,0.0661201,0.0392559,0.0469986,0.078966,0.023292,0.0215663,0.0110877,0.0208364,0.0417493,0.0356788,0,0,0,0,0.0693144,0,0.0649709
862,0,0,0,0,0,0,0.0761994,0.0521865,0,0,0,0.0309,0,0.0284562,0,0,0.0178396,0,0,0.0317191,0.0689953,0.0282523,0.0505597,0.0184702,0.0955288,0.0573371,0.0621029,0.0829022,0.0777378,0.0644662,0.0460833,0.0440165,0.0426728,0.0471185,0.041724,0.0266692,0.0127972,0.025631,0.0541713,0,0.02349,0.0289915,0,0,0.019395,0,0,0.0337153,0.0589843,0.037856,0.0518599,0.0320718,0.0972326,0.0558009,0.0528552,0.0868307,0.0673266,0.0400048,0.0664106,0.0396596,0.0473413,0.0793057,0.0230721,0.0218592,0.0110867,0.0211944,0.0410611,0.0356852,0,0,0,0,0.0692857,0,0.0649019
863,0,0,0,0,0,0,0.0763359,0.0517074,0,0,0,0.0309085,0,0.0284876,0,0,0.0179433,0,0,0.0316962,0.0691388,0.0281887,0.0501898,0.0183994,0.0948533,0.0568889,0.0620964,0.0828425,0.077744,0.0643157,0.0461588,0.0441256,0.0427259,0.0470875,0.0415655,0.0264356,0.0127606,0.0254439,0.0542404,0,0.0226632,0.0291905,0,0,0.0198829,0,0,0.0335917,0.0587631,0.0361913,0.0517249,0.0319395,0.0967407,0.055615,0.0530382,0.087063,0.0677181,0.0396053,0.0666522,0.0400649,0.0475433,0.0795603,0.0229739,0.0213813,0.0109553,0.0209376,0.040283,0.0356737,0,0,0,0,0.0692289,0,0.0648697
864,0,0,0,0,0,0,0.0764367,0.0511607,0,0,0,0.0309468,0,0.0284768,0,0,0.018091,0,0,0.0316465,0.0692689,0.0279163,0.0497949,0.0184114,0.0942317,0.056638,0.0621505,0.0828441,0.0777983,0.0641049,0.0461672,0.0441597,0.0427503,0.0469744,0.0414549,0.0262231,0.0126702,0.0252697,0.0537962,0,0.0219901,0.0293756,0,0,0.0203669,0,0,0.0334816,0.0584922,0.0344372,0.0517046,0.0319246,0.0963975,0.0555283,0.0531395,0.0874595,0.0681717,0.039166,0.0667306,0.0404245,0.0474685,0.079546,0.0229176,0.0209319,0.0108825,0.0206798,0.0394332,0.0356616,0,0,0,0,0.0692715,0,0.0648821
865,0,0,0,0,0,0,0.0765512,0.0505613,0,0,0,0.0311091,0,0.0283488,0,0,0.018004,0,0,0.0315176,0.0692291,0.0274441,0.0495132,0.0185108,0.0936664,0.056751,0.0621444,0.0828872,0.0778858,0.0638617,0.046106,0.0441627,0.0427389,0.0468668,0.0413455,0.0258339,0.0123796,0.0248241,0.0530228,0,0.0215836,0.0295644,0,0,0.0210604,0,0,0.0332971,0.058201,0.0329514,0.0516833,0.0321192,0.0961667,0.0555391,0.0530994,0.0877925,0.068558,0.038682,0.0667006,0.0407674,0.0473032,0.0794164,0.0229585,0.0204149,0.0108692,0.0202806,0.0385413,0.0356568,0,0,0,0,0.0692962,0,0.0649262
866,0,0,0,0,0,0,0.0766692,0.0497334,0,0,0,0.0307623,0,0.0284248,0,0,0.0183349,0,0,0.0314874,0.0689529,0.0274619,0.0493746,0.0186164,0.0931302,0.0564894,0.0621621,0.082904,0.0780759,0.0637895,0.0459463,0.0440845,0.0427241,0.0466901,0.0416834,0.0257315,0.0123828,0.0248934,0.0523995,0,0.0213629,0.0296628,0,0,0.0212366,0,0,0.033291,0.057821,0.0319932,0.0519011,0.0323608,0.0960513,0.0556252,0.0529225,0.0878633,0.0687691,0.0383485,0.0668242,0.0411057,0.0474012,0.0795536,0.0229523,0.0204205,0.0107865,0.0204181,0.037536,0.0355128,0,0,0,0,0.069446,0,0.065204
867,0,0,0,0,0,0,0.0765912,0.0489794,0,0,0,0.0307041,0,0.0283397,0,0,0.0181488,0,0,0.0314794,0.0687121,0.0273351,0.0493517,0.0184748,0.0927375,0.0563443,0.0621175,0.0830485,0.0782294,0.0636924,0.0458583,0.0440214,0.0427089,0.0465991,0.0417607,0.0252677,0.0118692,0.0248486,0.0521353,0,0.0210998,0.0297442,0,0,0.0211553,0,0,0.0333697,0.0576103,0.0316664,0.0519854,0.0328985,0.0959659,0.0556462,0.0525691,0.0877072,0.0686405,0.0379742,0.0673741,0.0417312,0.0479529,0.0801274,0.0232431,0.0204832,0.0107913,0.0205447,0.0365828,0.0354849,0,0,0,0,0.0694064,0,0.0654269
868,0,0,0,0,0,0,0.0764582,0.048124,0,0,0,0.0304351,0,0.0283659,0,0,0.0181197,0,0,0.0313885,0.0684341,0.0273223,0.0492286,0.0183027,0.0922832,0.0561744,0.0621498,0.0831133,0.0784505,0.0637149,0.0457096,0.043875,0.0425654,0.0463926,0.0420157,0.0247382,0.0114156,0.0247748,0.0518118,0,0.0210199,0.0297764,0,0,0.0210616,0,0,0.0334638,0.0574551,0.0317427,0.052085,0.0332622,0.0956337,0.055731,0.0523425,0.0875417,0.068278,0.0379137,0.0681896,0.042495,0.048658,0.0807594,0.0237921,0.020678,0.0108638,0.0206988,0.035526,0.0354172,0,0,0,0,0.0695083,0,0.065792
869,0,0,0,0,0,0,0.0762456,0.0472839,0,0,0,0.0301233,0,0.028426,0,0,0.0181321,0,0,0.0314264,0.0681587,0.0273508,0.0490527,0.0181577,0.0917086,0.0560834,0.0623066,0.0830939,0.0786805,0.0637675,0.045523,0.0436734,0.0423217,0.046151,0.0422964,0.0241836,0.0110072,0.0247519,0.0515119,0,0.0211643,0.0297726,0,0,0.0209356,0,0,0.0335655,0.0574057,0.0319716,0.0521281,0.0333518,0.0950193,0.0558476,0.052338,0.0874581,0.0678123,0.0381457,0.068846,0.0432238,0.0492386,0.08123,0.0243547,0.0209371,0.0109753,0.0209295,0.0344006,0.0353618,0,0,0,0,0.0696216,0,0.0661875
870,0,0,0,0,0,0,0.0759899,0.0465541,0,0,0,0.0298116,0,0.0285023,0,0,0.018044,0,0,0.0314474,0.0679372,0.0274793,0.0488232,0.0180671,0.0909589,0.0561055,0.0624092,0.0830587,0.0788755,0.0638393,0.0453217,0.0434511,0.0421163,0.0459059,0.0425229,0.0236747,0.0105924,0.0247816,0.0511556,0,0.0213497,0.0297094,0,0,0.0207836,0,0,0.0336554,0.0574284,0.032217,0.0521564,0.0331508,0.0941869,0.0559709,0.0525798,0.0873925,0.0673705,0.038274,0.0692234,0.0437408,0.049585,0.0815122,0.0248796,0.0212131,0.0110411,0.0212375,0.0331976,0.0352939,0,0,0,0,0.0697061,0,0.0665996
871,0,0,0,0,0,0,0.0757506,0.0461742,0,0,0,0.0295031,0,0.0285926,0,0,0.0179376,0,0,0.0314256,0.0677383,0.0277928,0.0485307,0.0180315,0.0901169,0.0561842,0.0625456,0.0830544,0.0790465,0.0638907,0.0451202,0.0432798,0.042003,0.0456805,0.0426345,0.0233472,0.0103093,0.0248279,0.0507942,0,0.0214182,0.0296031,0,0,0.0205833,0,0,0.0337523,0.0574976,0.0323311,0.0521792,0.0327291,0.0933139,0.0560799,0.0529721,0.0875501,0.0670383,0.0383756,0.0694509,0.0441173,0.0498168,0.0817787,0.025305,0.0215018,0.0110679,0.0214791,0.0319056,0.0352236,0,0,0,0,0.0697471,0,0.0670257
872,0,0,0,0,0,0,0.0755355,0.0463205,0,0,0,0.029232,0,0.0286829,0,0,0.0178026,0,0,0.0314273,0.0675109,0.0279343,0.0482094,0.0180613,0.0893013,0.0562862,0.0626543,0.0830798,0.0791952,0.0638612,0.0449469,0.0431653,0.041873,0.0454441,0.0427323,0.0230954,0.0101902,0.0248244,0.0505865,0,0.0213392,0.029447,0,0,0.020378,0,0,0.0338483,0.0575438,0.0319729,0.0521444,0.0321895,0.0925621,0.0561477,0.0531957,0.0881929,0.0668631,0.038579,0.0697934,0.0443827,0.0500953,0.0821028,0.025548,0.0217496,0.0111217,0.0215904,0.0307532,0.0351529,0,0,0,0,0.0698096,0,0.0673848
873,0,0,0,0,0,0,0.0753422,0.0466496,0,0,0,0.0290286,0,0.0287928,0,0,0.0176913,0,0,0.0313573,0.0673257,0.0278906,0.0478154,0.018177,0.0885685,0.0564904,0.06281,0.0830905,0.0793208,0.0638355,0.0447915,0.0430872,0.0417344,0.0451865,0.0428515,0.0230414,0.0101063,0.0247805,0.0507891,0,0.0211725,0.0292716,0,0,0.0202056,0,0,0.0339229,0.0575037,0.0314153,0.0521207,0.031676,0.0920087,0.0561901,0.053455,0.088645,0.0668417,0.0388077,0.070315,0.0447586,0.050509,0.0825677,0.0254238,0.0219422,0.0112027,0.0216295,0.0297317,0.0350799,0,0,0,0,0.0699189,0,0.0677044
874,0,0,0,0,0,0,0.0751522,0.0469221,0,0,0,0.028904,0,0.0289419,0,0,0.0175538,0,0,0.0313055,0.0671281,0.0278054,0.0474062,0.0183594,0.0878895,0.0566768,0.0628331,0.0830319,0.0794575,0.0638297,0.0446527,0.0429797,0.0415543,0.0449238,0.0429736,0.0230358,0.0100019,0.0247623,0.0511981,0,0.0209977,0.0290515,0,0,0.0200076,0,0,0.0338997,0.057278,0.0308681,0.052362,0.0312684,0.0916082,0.0562416,0.053745,0.0889009,0.0668801,0.0390749,0.0708216,0.0452427,0.0510111,0.0831212,0.0250982,0.0221067,0.0112175,0.0217489,0.0289002,0.0349672,0,0,0,0,0.0699822,0,0.0681416
875,0,0,0,0,0,0,0.0749448,0.0470667,0,0,0,0.028765,0,0.0290344,0,0,0.0174442,0,0,0.031431,0.0669517,0.0280104,0.0470246,0.0185224,0.0872569,0.056848,0.0629181,0.0829191,0.0795571,0.0638723,0.0445092,0.0428426,0.0414203,0.0446819,0.0429536,0.0231411,0.00996169,0.0247513,0.051704,0,0.0208121,0.028811,0,0,0.0198161,0,0,0.0339569,0.0568703,0.0302956,0.0527477,0.0309037,0.0913235,0.0563326,0.0540072,0.0889857,0.0668443,0.0392334,0.0712956,0.0457448,0.0515664,0.0836805,0.024648,0.0222595,0.0112186,0.0218094,0.0282728,0.0348251,0,0,0,0,0.070049,0,0.06864
876,0,0,0,0,0,0,0.0746394,0.0471994,0,0,0,0.0283337,0,0.0293322,0,0,0.0172953,0,0,0.031451,0.0670368,0.0286135,0.0464979,0.0188719,0.0865909,0.0570923,0.0631254,0.0826,0.0796042,0.0640316,0.0443387,0.0426928,0.0413581,0.044434,0.0431141,0.0229704,0.00985475,0.0242065,0.0515355,0,0.0209668,0.0285428,0,0,0.0195011,0,0,0.0341027,0.0562623,0.0295858,0.0534603,0.0302552,0.0910784,0.0563771,0.0542837,0.0885957,0.0666175,0.0393592,0.0718471,0.0461997,0.052306,0.0844318,0.0241187,0.0223815,0.0111526,0.0218898,0.0279927,0.0345997,0,0,0,0,0.0702355,0,0.0694169
