Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,,LFHD,LWRA
35,0.00774495,0.00168503,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269384,0.0165469,0.00537043,0.00221084,0,0,0.0143253,0.0288415,0.00965179,0.0594405,0.00763685,0.0105074,0.00483398,0.0083719,0.0112834,0.00445295,0.00929891,0.0168648,0.0248818,0.0058872,0.00787868,0.00343444,0.0282458,0.0351227,0.0110281,0.0110947,0.0303696,0.0192926,0.0137516,0.0147589,0.00462397,0,0,0.0220355,0,0.0165625,0.0104284,0.0582238,0.0183536,0.016306,0.0276438,0.0141088,0.0124532,0.0165287,0.0179477,0.0106693,0.0112699,0.0251549,0.0468118,0.0135062,0.0210844,0.0386009,0.0144836,0.0320007,0.00707561,0.00412864,0.00743803,0,0,0,0,0,0.0134736
36,0.00784016,0.00135873,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240351,0.0165999,0.00673223,0.00178326,0,0,0.0145923,0.0287281,0.0101018,0.059353,0.0092572,0.0108568,0.0056707,0.00827005,0.0111851,0.00431878,0.0104286,0.0182706,0.0244089,0.00606811,0.00764683,0.00348143,0.0275282,0.034954,0.0113564,0.0112577,0.030345,0.0193699,0.0139865,0.0144108,0.00424433,0,0,0.0210248,0,0.0166437,0.0108025,0.0582843,0.0172919,0.0163079,0.028011,0.0140321,0.0122906,0.0170885,0.0184292,0.00995446,0.0112074,0.0253931,0.0463248,0.0140151,0.0214316,0.03869,0.0136962,0.0319008,0.00683631,0.00353005,0.00727889,0,0,0,0,0,0.0135511
37,0.00795646,0.00108596,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225022,0.0166129,0.00614646,0,0,0,0.0145402,0.0286914,0.0102288,0.059166,0.00839756,0.0108621,0,0.00827387,0.011033,0.00395593,0.00964367,0.0187987,0.0233549,0.00650067,0.00707956,0.0036618,0.0277229,0.033861,0.0114278,0.0112297,0.0298424,0.0194014,0.01419,0.0137387,0.00390597,0,0,0.0202348,0,0.0167184,0.0110798,0.0582809,0.0161086,0.016161,0.0283937,0.0139326,0.0121089,0.017126,0.01851,0.0099843,0.0116428,0.0257202,0.0458822,0.0145838,0.0219026,0.0379746,0.0130897,0.0318614,0.0066404,0.00296765,0.00711738,0,0,0,0,0,0.01357
38,0.00790492,0.000996574,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194685,0.0168713,0.0084105,0.00232922,0,0,0.0145961,0.0284582,0.0103735,0.0594257,0.0112635,0.0114863,0.00720399,0.00786123,0.0109513,0,0.0121716,0.019504,0.0227519,0.00648375,0.00638419,0.00368178,0.0268992,0.0316761,0.0114808,0.0111655,0.029657,0.0195014,0.014524,0.0140217,0.00378073,0,0,0.0193885,0,0.0167618,0.0113977,0.0582934,0.015368,0.015925,0.028121,0.0140692,0.01204,0.0170769,0.018116,0.0102645,0.0119759,0.0258575,0.0455385,0.0150118,0.0221874,0.0379995,0.0124606,0.0319431,0.00642401,0.00266538,0.00687718,0,0,0,0,0,0.0135268
39,0.00765261,0.000958789,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169436,0.0168986,0.00977177,0.00259801,0,0,0.0146174,0.0283573,0.0103984,0.0595594,0.0130857,0.0117313,0.00936352,0.00737044,0.0109206,0.00295162,0.0139546,0.0199895,0.0217831,0.00695012,0.00563426,0.00392901,0.0264684,0.0293358,0.0115129,0.011136,0.0293183,0.0195567,0.0145134,0.0138335,0.00362466,0,0,0.0188709,0,0.016818,0.0118242,0.057879,0.0145048,0.0157647,0.026861,0.0140784,0.0119587,0.0169032,0.0179208,0.0103059,0.0122568,0.0252201,0.0453268,0.0149098,0.0217518,0.0375017,0.0119557,0.0319662,0.00607984,0.00242817,0.00689762,0,0,0,0,0,0.0134852
40,0.00711014,0.000883264,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133832,0.0167698,0.0113665,0.00304457,0,0,0.0148545,0.0283251,0.0105434,0.0597766,0.0156276,0.0119506,0.0114986,0.00723608,0.0108675,0.00341396,0.015848,0.0207696,0.0205581,0.00745565,0.00523596,0.00411776,0.0262538,0.0272479,0.0116741,0.0110815,0.0290247,0.0196514,0.0143876,0.0136729,0.00335152,0,0,0.0184899,0,0.0168739,0.0122906,0.0576105,0.0133982,0.0156556,0.0252933,0.0142895,0.0118405,0.0166757,0.0177878,0.0100222,0.0122748,0.0242084,0.0451318,0.0146005,0.0209797,0.0369731,0.0116346,0.0317926,0.00571768,0.00207571,0.00737932,0,0,0,0,0,0.0134921
41,0.00649448,0.000803711,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0081975,0.0166364,0.0130974,0.0039669,0,0,0.0154297,0.0284613,0.0110406,0.0593209,0.0180618,0.0123745,0.0126345,0.00643607,0.0107543,0.00440231,0.0170109,0.0214065,0.0199206,0.0080848,0.00473961,0.00446278,0.0261144,0.0256147,0.0120526,0.0108934,0.0288401,0.019782,0.0140701,0.0131942,0.00299453,0,0,0.018168,0,0.0169,0.0127196,0.0573047,0.0120877,0.0158655,0.023486,0.0144548,0.011736,0.0162949,0.0178111,0.00945946,0.012063,0.0227546,0.0450963,0.0139691,0.019707,0.036547,0.011394,0.0315161,0.00543528,0.00171836,0.00810448,0,0,0,0,0,0.013496
42,0.00603977,0.000563192,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00711518,0.0167641,0.0156534,0.00453561,0,0,0.0152421,0.0283624,0.0110787,0.0594208,0.0214892,0.0126621,0.0145876,0.00569594,0.0108979,0.00628034,0.0188279,0.0223903,0.0190348,0.00908196,0.00488464,0.00501605,0.0259713,0.0254112,0.0120063,0.0108924,0.0285126,0.0199103,0.0140855,0.0125252,0.00293492,0,0,0.0180162,0,0.0169013,0.0131841,0.0569651,0.0113783,0.0159326,0.02217,0.0141537,0.01179,0.0157941,0.017858,0.0090539,0.0119399,0.0216616,0.045133,0.0135235,0.0187362,0.0357693,0.0112832,0.0312178,0.00519114,0.0018007,0.0069239,0,0,0,0,0,0.0133621
43,0.0056717,0.000353572,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127502,0.016789,0.0184547,0.004737,0,0,0,0.0281031,0.0105276,0.0593346,0.0244162,0.0128636,0.0165838,0.00517743,0.0106528,0.00780988,0.0199639,0.0234605,0.0184693,0.0101729,0.0045699,0.00533944,0.0259604,0.02665,0.0113617,0.0106041,0.02818,0.0200852,0.0140906,0.0118986,0.00274581,0,0,0.0179529,0,0.0168272,0.0137106,0.0564534,0.0112148,0.01584,0.0211589,0.0136706,0.0117607,0.0153972,0.01795,0.00876346,0.0120638,0.0207026,0.0453224,0.0131043,0.0177946,0.0348852,0.0111943,0.0310017,0.00496648,0.00208336,0.00696037,0,0,0,0,0,0.0126156
44,0.00548899,0.000233214,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200108,0.0168926,0.021349,0.00495276,0,0,0,0.0279394,0.0104687,0.0590332,0.0269866,0.0129675,0.0183561,0.00491176,0.0107063,0.0087514,0.0201837,0.0245868,0.018167,0.0115928,0.00450343,0.00605953,0.0258946,0.0290058,0.0114155,0.0105413,0.0279726,0.0203238,0.013701,0.0112939,0.00246025,0,0,0.0180317,0,0.0167606,0.0143139,0.0559115,0.0107318,0.0158486,0.019658,0.0135849,0.0116564,0.015388,0.0179466,0.00833083,0.0120145,0.0192599,0.045621,0.0124732,0.0163661,0.0341338,0.0111123,0.0307918,0.00470256,0.00219241,0.00807215,0,0,0,0,0,0.0126083
45,0.00533791,0.000519828,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270953,0.0171332,0.0242955,0.00542125,0,0,0.0151081,0.0278669,0.0111963,0.0587586,0.0293003,0.0129872,0.0196452,0.00489816,0.0115755,0.00946607,0.0203365,0.0258565,0.018254,0.0131529,0.00510557,0.00722523,0.0258415,0.0322422,0.0124977,0.010742,0.0277197,0.020636,0.0134941,0.0106978,0.00219588,0,0,0.0182606,0,0.0167149,0.0149284,0.0555185,0.0104389,0.0160318,0.0182157,0.0135887,0.0115244,0.0155171,0.0181942,0.00784073,0.0118977,0.0179599,0.0458586,0.0119511,0.0151026,0.0332177,0.011156,0.0306302,0.00441269,0.00244683,0.00689945,0,0,0,0,0,0.0131468
46,0.00511385,0.000851061,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331504,0.0173557,0.0269638,0.00590124,0,0,0.0150469,0.0278666,0.0116665,0.058571,0.0312977,0.0130741,0.0207962,0.0049795,0.0122515,0.0104187,0.020911,0.0273483,0.0186829,0.0148957,0.0062619,0.00888423,0.0258889,0.0361966,0.0131586,0.0106185,0.0274033,0.0209699,0.013326,0.0101855,0.00190566,0,0,0.0183316,0,0.0166361,0.0155026,0.0551944,0.0101517,0.0162178,0.0168438,0.0136345,0.0111907,0.0156837,0.0187493,0.00715154,0.0116812,0.0167115,0.0461505,0.0114946,0.0138515,0.0326054,0.0112888,0.0305184,0.00422576,0.00263352,0.00602722,0,0,0,0,0,0.0130492
47,0.004868,0.00114734,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384904,0.017567,0.0288213,0.00611341,0,0,0.0138583,0.0279285,0.0119943,0.0582267,0.0324362,0.0130436,0.021608,0.0051028,0.0127924,0.0113943,0.0216417,0.0287722,0.0193313,0.0165563,0.00782821,0.0109344,0.0264195,0.0417074,0.0136666,0.010377,0.0270847,0.0210755,0.0129307,0.00951212,0.00168663,0,0,0.0182776,0,0.0162697,0.0160193,0.0547814,0.00985385,0.0163773,0.0156348,0.0136728,0.0107154,0.0157085,0.0193414,0.00650757,0.0114493,0.0156185,0.0464493,0.0111377,0.0127435,0.0323063,0.0113429,0.0303043,0.00412703,0.00266937,0.00577642,0,0,0,0,0,0.0128716
48,0.00458877,0.00137964,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437618,0.0175166,0.0293334,0.00627063,0,0,0.0135175,0.0279643,0.0121908,0.0577724,0.0325128,0.0130322,0.0223351,0.00524616,0.0132942,0.0119941,0.0221461,0.0300216,0.020009,0.0184001,0.00967994,0.0128276,0.0272338,0.0486533,0.0141061,0.0101109,0.0267992,0.02102,0.0125712,0.00857048,0.00158373,0,0,0.0187361,0,0.0158726,0.0165371,0.0543699,0.00952432,0.0165631,0.0143052,0.0134852,0.0101929,0.015703,0.019991,0.00587779,0.0109503,0.0145203,0.0467381,0.0108483,0.0116747,0.0319136,0.011271,0.0300699,0.00395281,0.00265868,0.00571841,0,0,0,0,0,0.0127917
49,0.0042122,0.00161226,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0518164,0.0172816,0,0.00668046,0,0,0.013855,0.028025,0.0123905,0.0573946,0.0355766,0.0131667,0.0243822,0.00547682,0.0139039,0,0.0230678,0.0313594,0.0205626,0.0214433,0.0125359,0.0158938,0.0275502,0.057766,0.0146108,0.00984329,0.0265158,0.0211268,0.0123334,0.00752285,0.00162824,0,0,0.0190978,0,0.0155614,0.0169718,0.0540636,0.00925746,0.0167589,0.0128872,0.013129,0.00971052,0.0157077,0.0207276,0.00523879,0.0102903,0.0134271,0.047021,0.0105688,0.0106657,0.0314232,0.0112283,0.0299008,0.00376062,0.00271212,0.00563367,0,0,0,0,0,0.012801
50,0.00400025,0.00175238,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0530067,0.0170354,0.0326483,0.00687104,0,0,0.0141087,0.0281908,0.0124465,0.0567954,0.0314264,0.0128538,0.0236427,0.00573616,0.0143039,0.0123727,0.0222028,0.0315832,0.0209551,0.0219223,0.0126204,0.0153961,0.0283107,0.0590076,0.0148942,0.00973606,0.0264871,0.0211581,0.0125958,0.00631178,0.00145493,0,0,0.0199846,0,0.0153749,0.0172503,0.0535522,0.00913556,0.0169681,0.0109611,0.0125946,0.00884967,0.0155876,0.0214172,0.00456762,0.00943494,0.0120039,0.0472791,0.0102439,0.0094277,0.0309912,0.0113229,0.0296422,0.00341352,0.00250208,0.00558731,0,0,0,0,0,0.0127839
51,0.00378822,0.00193205,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0552472,0.0169762,0.0360495,0.00717194,0,0,0.014046,0.028367,0.0123241,0.0564828,0.0311609,0.0125667,0.0241272,0.00598741,0.0146233,0.0123611,0.02192,0.0317421,0.0212555,0.0230399,0.0130674,0.0159897,0.0284073,0.0614408,0.0149645,0.00953495,0.0265742,0.0212564,0.0135348,0.00527468,0.00150343,0,0,0.0204582,0,0.0151375,0.0175373,0.0531332,0.00919264,0.0172684,0.00883108,0.0121016,0.00802376,0.0155223,0.0219672,0.00377494,0.00852148,0.0104593,0.0475828,0.00996129,0.00815513,0.0306544,0.0114857,0.0293935,0.00314465,0.00230996,0.00545446,0,0,0,0,0,0.0127165
52,0.00373541,0.00208552,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566822,0.0168469,0.0365668,0.00701438,0,0,0.0138834,0.0283447,0.0121348,0.0562701,0.0312205,0.0126397,0.0241315,0.00599213,0.0149546,0.0121619,0.0216507,0.0318079,0.021547,0.0238173,0.0137053,0.0166104,0.028341,0.063444,0.014961,0.00913173,0.0264626,0.0213484,0.0139767,0.00394398,0.00169997,0,0,0.0211432,0,0.0148904,0.0177878,0.0526904,0.00999854,0.0176356,0.00652077,0.0110807,0.00732358,0.0154148,0.022622,0.00320097,0.00746053,0.00900347,0.0478296,0.00991523,0.00728241,0.0299582,0.0116784,0.0291289,0.00312252,0.00224883,0.00559285,0,0,0,0,0,0.012631
53,0.00366863,0.00228888,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577419,0.0165869,0.035972,0.00696139,0,0,0.0136214,0.0281461,0.0118594,0.0562363,0.0315425,0.0127092,0.023996,0.00581053,0.0152914,0.0121033,0.0215451,0.032013,0.0219254,0.0243242,0.0154113,0.0175426,0.0283219,0.0649123,0.0149021,0.00882108,0.02617,0.0213747,0.0143421,0.0025336,0.0020771,0,0,0.022146,0,0.0146471,0.017982,0.0522327,0.0115445,0.0178714,0.00441789,0.0100563,0.00674063,0.0152145,0.0233637,0.00307148,0.00654239,0.00786503,0.048005,0.0100598,0.00704529,0.0287839,0.0119033,0.028813,0.00290876,0.00217071,0.00571654,0,0,0,0,0,0.0125723
54,0.00170443,0.00311338,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510655,0.0176167,0.0468506,0.0104741,0,0,0.015194,0.026816,0.0129316,0.0575969,0.0706021,0.0173256,0.0732526,0.00453085,0.016659,0.0412088,0.0638488,0.063688,0.0321112,0.0469479,0.0338827,0.020608,0.0224698,0.0553193,0.0169027,0.00900802,0.0252245,0.022825,0.0161137,0.00141029,0.00533225,0,0,0.0201347,0,0.0134778,0.0193159,0.0517169,0.0156439,0.0197664,0.00269849,0.00969665,0.00993441,0.0153095,0.0254549,0.00247522,0.00593842,0.00783968,0.0490084,0.0109928,0.00874576,0.0259714,0.0114955,0.0298524,0.00427764,0.00379662,0.00558606,0,0,0,0,0,0.0127599
55,0.00111221,0.00299806,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0517408,0.0174033,0.0474074,0.0101713,0,0,0.0144326,0.026746,0.0122782,0.0575054,0.0708745,0.0172362,0.0729342,0.00479304,0.0163542,0.0410262,0.0631105,0.0639113,0.0328345,0.0465202,0.0333616,0.0207736,0.0227256,0.0560402,0.0163117,0.00972546,0.025668,0.0228558,0.0178466,0.00295453,0.00536221,0,0,0.021273,0,0.0131904,0.0192405,0.0512416,0.0185431,0.0198606,0.00493362,0.00871928,0.00923887,0.0149175,0.026387,0.00417639,0.00466464,0.00859213,0.049118,0.0117083,0.0103905,0.0245506,0.0116936,0.029536,0.00412931,0.00347322,0.00585106,0,0,0,0,0,0.0126844
56,0.000590065,0.00286808,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519496,0.0174131,0.0475682,0.00986258,0,0,0.0141497,0.0266928,0.0120028,0.0573809,0.0709103,0.0171117,0.07253,0.00529623,0.0166101,0.0408284,0.0624431,0.0637333,0.0332448,0.0461482,0.0326606,0.0207244,0.022822,0.0568046,0.0162246,0.0054516,0.0253098,0.0228642,0.0191725,0.00440666,0.005417,0,0,0.022262,0,0.0129605,0.0192344,0.0508782,0.0209744,0.0199152,0.00750642,0.00804466,0.00891552,0.0145547,0.0268899,0.00542148,0.0039394,0.00980044,0.0489431,0.0122766,0.011843,0.0234113,0.0118824,0.0291123,0.00399251,0.00328341,0.0057489,0,0,0,0,0,0.0126323
57,0.00191215,0.00223468,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568982,0.0168638,0.0359558,0.00949677,0,0,0.00804926,0.0258089,0.00701534,0.0591767,0.0322887,0,0.0252682,0.00893236,0.0140286,0,0.021932,0.0324628,0.0218071,0.0260491,0.0157017,0.0192942,0.0278663,0.0652673,0.0108776,0,0.027011,0.0220691,0.0204517,0.00692337,0.00512793,0,0,0.0251547,0,0.0131746,0.0185681,0.0493503,0.0223964,0.0196396,0.0113763,0.00388921,0.00676944,0.0136505,0.0264828,0.00798746,0.00461555,0.0104392,0.0477694,0.0120968,0.0124468,0.0250512,0.0126798,0.0280647,0.00312813,0.00364242,0.0062148,0,0,0,0,0,0.0131278
58,0.00202638,0.00224812,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567376,0.0165595,0.0353054,0.00920565,0,0,0.00698814,0.0257333,0.00581265,0.059279,0.0312524,0,0.0244418,0.00901447,0.0133218,0.0116691,0.0215292,0.0320022,0.0217178,0.0258952,0.0160547,0.0196049,0.0278996,0.0645486,0.00956904,0,0.0261613,0.0218913,0.0209579,0.00745496,0.00559959,0,0,0.0261887,0,0.0132108,0.0185192,0.0491251,0.0236336,0.0196035,0.0123794,0.00369308,0.00670245,0.0134326,0.0265165,0.0082368,0.00482882,0.0112178,0.0475711,0.01232,0.0133812,0.0237149,0.013188,0.0274524,0.002876,0.00337642,0.00593015,0,0,0,0,0,0.0129632
59,0.00349513,0.00331385,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472977,0.0173579,0.0468603,0.01599,0,0,0.012476,0.024952,0.00583187,0.0612092,0.0722981,0,0.0744317,0.0102352,0.00959596,0.0391257,0.0613064,0.06257,0.0311154,0.0475657,0.0347315,0.0206259,0.0226762,0.0499388,0.00696322,0.1128,0.0262169,0.0231826,0.0230401,0.00772013,0.0091876,0,0,0.0240643,0,0.0119456,0.0192855,0.0486484,0.0271987,0.0222357,0.0148284,0.0103532,0.0112144,0.013792,0.0280037,0.00872105,0.00575366,0.0138201,0.04813,0.0136026,0.016078,0.0229481,0.0129745,0.0287591,0.00448676,0.00288025,0.00734284,0,0,0,0,0,0.0103151
60,0.00452759,0.00405027,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490588,0.0188418,0.033725,0.0264205,0,0,0.0153271,0.0238009,0.00785169,0,0.033306,0,0.0238716,0.0163522,0.0113488,0.0131673,0.0192888,0.0250887,0.0145322,0.0269273,0.0163019,0.0193079,0.0282665,0.055337,0.00906115,0.122098,0.0361833,0.0233276,0.0248775,0.0088162,0.00941039,0,0,0.0241795,0,0.0116066,0.0192276,0.0428221,0.0255727,0.0247066,0.0193034,0.00933879,0.0118651,0.015673,0.0279957,0.01229,0.0142228,0.0133134,0.0467328,0.0124385,0.0144947,0.0350033,0.0127091,0.02845,0.00473715,0.00521096,0.0060348,0,0,0,0,0,0.0103315
61,0.00300346,0.00229402,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0529999,0.0163374,0.0332476,0.00840404,0,0,0.0119881,0.0259077,0.00417756,0.0596282,0.0311531,0,0.0246559,0.0103663,0.0082181,0.0120394,0.0219225,0.0312535,0.0202416,0.0263111,0.0158583,0.0196272,0.027512,0.0603545,0.00461818,0.120168,0.0237368,0.0212018,0.0231292,0.00987244,0.00816142,0,0,0.0289732,0,0.0128406,0.0181312,0.049041,0.0287206,0.0188849,0.0163448,0.00505293,0.00836641,0.0131456,0.0271454,0.0095679,0.00559124,0.0145614,0.0470204,0.0132077,0.0170356,0.0197725,0.0150824,0.0263375,0.00343656,0.00361704,0.00596122,0,0,0,0,0,0.00981922
62,0.00454252,0.00267033,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406611,0.0176302,0.0436576,0.015839,0,0,0.0138023,0.0246708,0.00582536,0.06114,0.0698809,0,0.0734387,0.0129841,0.00900973,0.0385432,0.0605708,0.0605194,0.0277056,0.0482417,0.0354754,0.021484,0.0222962,0.0420813,0.00661764,0.11944,0.023658,0.0226908,0.0246561,0.00989168,0.010477,0,0,0.0261257,0,0.0115912,0.0186215,0.0484174,0.0322409,0.0212616,0.0182833,0.011155,0.0125313,0.0131924,0.028362,0.00986253,0.00605792,0.0165208,0.0472792,0.0141143,0.0190218,0.019555,0.0137119,0.0276484,0.00462291,0.0020615,0.00725776,0,0,0,0,0,0.00994155
63,0.00357167,0.00250507,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506537,0.016456,0.031072,0.0069607,0,0,0.0124286,0.0255264,0.00436489,0.0589458,0.0298366,0,0.0249192,0.00989782,0.00823214,0.012792,0.0221646,0,0.0187822,0.0266952,0.015243,0.0193715,0.0272208,0.0565715,0.00479613,0.119191,0.020595,0.0209575,0.0225858,0.0106907,0.00917496,0,0,0.0302943,0,0.0127031,0.0180121,0.0487279,0.0310608,0.0180167,0.0165231,0.00637684,0.00988082,0.0124814,0.0268713,0.00932874,0.00574225,0.0147384,0.046506,0.0126796,0.0174802,0.0166849,0.0158244,0.0255302,0.0039581,0.00349944,0.00574979,0,0,0,0,0,0.00980174
64,0.00383368,0.00268728,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050695,0.0166309,0.029963,0.00689761,0,0,0.0125825,0.0253842,0.00441109,0.0589973,0.0281403,0,0.0244991,0.00881894,0.00821189,0.0127419,0.0218888,0.0292354,0.0176231,0.0269749,0.0155705,0.0195335,0.0272281,0.0568434,0.00482839,0.11955,0.0104534,0.0208093,0.0186181,0.00974827,0.00953978,0,0,0.0307328,0,0.0125708,0.0179664,0.0488341,0.0304296,0.0168319,0.00610627,0.00633454,0.0108069,0.0123258,0.0254774,0.00647979,0.00487301,0.0129775,0.0462371,0.0117435,0.0180481,0.00946176,0.0160527,0.0253669,0.00433651,0.00338181,0.00554662,0,0,0,0,0,0.00985227
65,0.00425908,0.00304095,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502902,0.0164803,0.0284936,0.00672095,0,0,0.0126804,0.025546,0.00432293,0.0583163,0.0260232,0,0.0240137,0.00638698,0.00793195,0.0129175,0.021735,0.0281625,0.016752,0.0271196,0.0157337,0.0192754,0.027176,0.0567582,0.00475218,0.11967,0.0129415,0.0205344,0.0124537,0.00841559,0.00983845,0,0,0.0312931,0,0.0124956,0.0179771,0.0492105,0.0158616,0.0163889,0.0106144,0.0048379,0.0116187,0.00993321,0.0238783,0.00831626,0.0125266,0.00722049,0.0490404,0.00764732,0.00780821,0.0115257,0.0164014,0.0250372,0.00469357,0.00299645,0.00561362,0,0,0,0,0,0.00999076
66,0.00630107,0.003633,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460956,0.0190728,0.0290577,0.0225989,0,0,0.0165146,0.0234104,0.00767252,0,0.0288509,0,0.0244927,0.0144821,0.0104817,0.0185097,0.0207756,0.0217789,0.0125171,0.0279806,0.0159456,0.018686,0.0279195,0.0508062,0.00818752,0.120896,0.012353,0.0224473,0.0202081,0.0102751,0.0121865,0,0,0.0273242,0,0.0110234,0.018323,0.0428082,0.0317067,0.0209919,0.00705737,0.00959954,0.0161708,0.0145579,0.0273901,0.0109015,0.0107287,0.0110817,0.0459592,0.0116878,0.016003,0.00813651,0.0137756,0.0268016,0.00565353,0.00461988,0.00672575,0,0,0,0,0,0.0103457
67,0.00652591,0.00330637,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0463857,0.0188507,0.0283744,0.0233917,0,0,0.0161371,0.0235594,0.00736705,0,0.0276711,0,0.0241771,0.0109107,0.0100076,0.0197898,0.0214345,0.021197,0.0125893,0.0280783,0.0161267,0.0188208,0.0279007,0.051466,0.0077336,0.120952,0.00844904,0.0222643,0.00866119,0.00864034,0.0125603,0,0,0.0278542,0,0.0110266,0.0181232,0.0435056,0.0104605,0.0202302,0.0132896,0.00797814,0.01678,0.0149798,0.024796,0.0122675,0.0202314,0.0102289,0.048956,0.00789543,0.00971863,0.00482063,0.0140657,0.026561,0.00602106,0.00385996,0.00709872,0,0,0,0,0,0.0103589
68,0.00508213,0.00362747,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496271,0.016414,0.026239,0.00486751,0,0,0.0130168,0.025494,0.00439225,0.0589779,0.0230766,0,0.0235527,0.00422802,0.00769789,0.015281,0.0232286,0.0268061,0.0152029,0.02699,0.0157362,0.0192367,0.0269862,0.0565924,0.00470217,0.120107,0.0167106,0.020169,0.00766152,0.00877719,0.0107018,0,0,0.0324826,0,0.012441,0.0178009,0.049635,0.0118356,0.0147345,0.0110603,0.00563067,0.0136572,0.00923301,0.0235653,0.0113173,0.0128497,0.00853231,0.0490136,0.00654811,0.00749143,0.0208938,0.0173371,0.0242553,0.00603121,0.00322025,0.00600741,0,0,0,0,0,0.0101868
69,0.00511324,0.00356459,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0487525,0.0167749,0.0256351,0.00425444,0,0,0.0133423,0.0252618,0.00463696,0.0588939,0.0223286,0,0.0233331,0.00622593,0.00789318,0.0155227,0.0233073,0.0262646,0.0153233,0.0268834,0.015586,0.0189576,0.0271329,0.0555565,0.00478025,0.12044,0.0132226,0.0202213,0.0210411,0.0104483,0.0109964,0,0,0.0325184,0,0.0123233,0.0178008,0.0497855,0.0396366,0.013991,0.0154318,0.00862914,0.0145791,0.011409,0.0268922,0.0128707,0.00918778,0.0243111,0.0445252,0.0156426,0.0311402,0.0207045,0.0173345,0.0240521,0.00642547,0.00354951,0.00597159,0,0,0,0,0,0.0103
70,0.0055136,0.00396416,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481281,0.0165729,0.0247525,0.00467578,0,0,0.013205,0.0255562,0.00441996,0.0586243,0.0207805,0,0.022492,0.00440519,0.00750832,0.0154627,0.0227871,0.0254171,0.0156119,0.0269095,0.0159114,0.0190525,0.0274023,0.0551369,0.00471369,0.120422,0.0179825,0.0199794,0.00886634,0.00991748,0.0113025,0,0,0.0330303,0,0.0122947,0.0178819,0.0498888,0.0133191,0.0144035,0.0103154,0.00675558,0.0152929,0.00885476,0.0239432,0.00982355,0.0120042,0.00677843,0.0487805,0.00638272,0.00646525,0.0226403,0.0177108,0.023682,0.00692292,0.00315474,0.00645969,0,0,0,0,0,0.010354
