Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,,LFHD,LWRA
561,0.00630515,0.00364641,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167018,0.0183919,0.011785,0.00842478,0,0,0.0154361,0.0247631,0,0.0619192,0.0108496,0,0.0175892,0.00727841,0.00884077,0,0.00981701,0,0.0242231,0.0157713,0.0156818,0.00847571,0.0277741,0.0207441,0.0130882,0.0150309,0,0.0166279,0.0212352,0.007572,0.00594409,0,0,0.024267,0,0.0168378,0.00816496,0.0542022,0.0255973,0.0148474,0.0190712,0.00427493,0.0077615,0.0103182,0.0265134,0.0118084,0.00995177,0.0193266,0.0543414,0.0158475,0.0222549,0.0133978,0.0141486,0.0252535,0.0115406,0.00319989,0.00604135,0,0,0,0,0,0
562,0.00639942,0.00363438,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169441,0.0185139,0.011791,0.0090227,0,0,0.015525,0.0247261,0,0.0617164,0.0108749,0,0.0176831,0.00792449,0.00868473,0,0.00986467,0,0.0241635,0.0158849,0.0157601,0.00875635,0.027619,0.0211222,0.0130127,0.0150268,0,0.0166332,0.0212621,0.00771281,0.0062047,0,0,0.0245103,0,0.0168396,0.0082867,0.0542452,0.0256877,0.0147221,0.0190224,0.00515489,0.00764902,0.0104299,0.0265129,0.0117443,0.00996699,0.0192494,0.0543398,0.0157842,0.0221544,0.0132231,0.0144068,0.0253027,0.0115266,0.00334585,0.00622208,0,0,0,0,0,0
563,0.00642281,0.00358677,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173549,0.0185973,0.0120063,0.0093124,0,0,0.0156452,0.0246915,0,0.0617333,0.0110993,0,0.0179457,0.00834008,0.00858987,0,0.00995463,0,0.0240744,0.0161745,0.0160965,0,0.0276823,0.0216425,0.0129716,0.015081,0,0.0166928,0.0212814,0.00785872,0.00628027,0,0,0.0244847,0,0.0168235,0.00830386,0.0542435,0.0257336,0.0147169,0.0190694,0.0056148,0.00755974,0.0105689,0.0265233,0.011779,0.0100308,0.0191991,0.0543203,0.0157281,0.0221011,0.0131404,0.0143925,0.0253982,0.0114659,0.00340896,0.00627629,0,0,0,0,0,0
564,0.00649343,0.00361702,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017314,0.0186335,0.0118894,0.00954139,0,0,0.015815,0.0246988,0,0.0616061,0.0110224,0,0.0177546,0.0085843,0.00856373,0,0.00989118,0,0.0240822,0.0159639,0.0158252,0.00871634,0.0275645,0.0217052,0.0129951,0.0151737,0,0.016653,0.0212515,0.00791658,0.00646839,0,0,0.0246579,0,0.0168178,0.00833602,0.0542239,0.025733,0.0147038,0.0191397,0.00588137,0.00753133,0.0106177,0.0265072,0.0118739,0.0101079,0.0191447,0.0542566,0.0156762,0.0220598,0.0131039,0.0144182,0.0253364,0.0114923,0.00353526,0.00640189,0,0,0,0,0,0
565,0.00650765,0.00364464,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174896,0.0186819,0.0119573,0.00967919,0,0,0.01589,0.0246904,0,0.0615653,0.0111032,0,0.0177474,0.00875839,0.00856806,0,0.00988468,0,0.0240622,0.0160064,0.0158892,0.00861807,0.0275412,0.0219216,0.0130204,0.0150734,0,0.0167111,0.021193,0.00796897,0.00656195,0,0,0.0248259,0,0.0168354,0.00833901,0.0541872,0.0256908,0.0147645,0.0191597,0.00601342,0.00753917,0.0106278,0.026518,0.011906,0.0101391,0.0191329,0.0542094,0.0156624,0.0220434,0.0130499,0.0144064,0.0253463,0.0114341,0.00360393,0.00648137,0,0,0,0,0,0
566,0.00649288,0.0036568,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017702,0.0187191,0.0120365,0.00979833,0,0,0.0159045,0.0246807,0,0.0614986,0.0111895,0,0.0176394,0.00889272,0.00860636,0,0.00982198,0,0.0240497,0.0160288,0.0159161,0.00911458,0.0275185,0.022153,0.0130606,0.0150755,0,0.016767,0.0211704,0.00803057,0.006593,0,0,0.0247482,0,0.0168362,0.00831917,0.0541828,0.0256714,0.0147505,0.0192095,0.00610062,0.00758491,0.0105987,0.0265157,0.011894,0.0101625,0.0191889,0.0541509,0.0156499,0.0220532,0.0130143,0.0143997,0.0253637,0.0114195,0.00362834,0.00653093,0,0,0,0,0,0
567,0.00635534,0.00368907,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179342,0.0186946,0.0120891,0.00998191,0,0,0.0154538,0.0244443,0,0.0614397,0.0111805,0,0.0176173,0.00912413,0.00897046,0,0.00973313,0,0.0240439,0.0160492,0.015895,0.00940273,0.0275021,0.0223883,0.0133183,0.0152047,0,0.0168369,0.0212201,0.0081785,0.00660941,0,0,0.025706,0,0.016897,0.0082542,0.0541855,0.0258365,0.0147246,0.0193371,0.00618922,0.00823708,0.0105507,0.026491,0.0119344,0.0102415,0.0192402,0.0541008,0.0156213,0.0220653,0.0127923,0.0152325,0.0234696,0.010681,0.0036151,0.00652345,0,0,0,0,0,0
568,0.00648957,0.00366445,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179498,0.0186646,0.0120983,0.0100928,0,0,0.0152952,0.0243522,0,0.06143,0.0111749,0,0.0177745,0.00929551,0.00933318,0,0.00975383,0,0.0240479,0.0160907,0.0159163,0.00939609,0.0275213,0.0223675,0.0135664,0.0152658,0,0.0167953,0.0213251,0.00821968,0.00668366,0,0,0.0248732,0,0.0167785,0.00834552,0.0541771,0.0257921,0.0147413,0.019489,0.00634749,0.00780001,0.0105403,0.0265308,0.0119734,0.0103104,0.0193266,0.0540816,0.0156358,0.0221411,0.0133022,0.0144505,0.0253239,0.0114063,0.00360224,0.00664685,0,0,0,0,0,0
569,0.00651818,0.00379287,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178836,0.0200332,0.0120702,0.010037,0,0,0.0152875,0.0227799,0,0.0613838,0.0111349,0,0.017746,0.00912934,0.00973725,0,0.00973575,0,0.024029,0.0160845,0.0159161,0.00932914,0.02759,0.0223086,0.0142825,0,0,0.0167952,0.0212645,0.00822776,0.00673414,0,0,0.0247643,0,0.016806,0.00833122,0.0541808,0.0257224,0.0147904,0.0194309,0.0062848,0.00751118,0.0104992,0.026467,0.0119505,0.0103315,0.0192764,0.0540607,0.0156076,0.0220799,0.0132241,0.0142512,0.0253168,0.0113579,0.00381308,0.00651462,0,0,0,0,0,0
570,0.00651598,0.00382264,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177716,0.020047,0.0120033,0.0100068,0,0,0.0153456,0.0228532,0,0.0613792,0.0110496,0,0.0177157,0.00901837,0.0095945,0,0.0097297,0,0.0239971,0.0160409,0.0158913,0.00926546,0.0276473,0.0221936,0.0141372,0,0,0.0167909,0.02123,0.00821775,0.00671369,0,0,0.0247404,0,0.0168146,0.00832666,0.054203,0.0256943,0.0147338,0.0193731,0.00615473,0.00743788,0.0104486,0.0264313,0.0119131,0.0103396,0.0192164,0.0540735,0.0155936,0.0220433,0.0131467,0.0142834,0.0253008,0.0113543,0.00387511,0.00647599,0,0,0,0,0,0
571,0.00646201,0.00374141,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175016,0.0187296,0.0118768,0.0098332,0,0,0.0157582,0.0246003,0,0.0614279,0.0108827,0,0.0177115,0.00883377,0.00890725,0,0.009734,0,0.0239786,0.0159504,0.0158142,0.00911684,0.0277232,0.0218652,0.0132589,0.0152691,0,0.0167742,0.021172,0.00808813,0.0066307,0,0,0.0247992,0,0.0168247,0.00833514,0.0542155,0.0256254,0.0147202,0.0191917,0.00604945,0.00754008,0.0104192,0.0264095,0.0118262,0.0102689,0.0191814,0.0541741,0.0156231,0.0220059,0.0130075,0.0144994,0.0252789,0.0114074,0.00374943,0.00649215,0,0,0,0,0,0
572,0.00642462,0.00375779,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173418,0.0187296,0.0117956,0.00966129,0,0,0.0157398,0.0246213,0,0.0614275,0.0107551,0,0.0176705,0.00855899,0.00891799,0,0.00969153,0,0.0239502,0.0158964,0.0157738,0.00904037,0.0277752,0.0216325,0.0132917,0.0152835,0,0.0167553,0.0211191,0.0080485,0.00663969,0,0,0.0247619,0,0.0168345,0.00833408,0.0542281,0.0255571,0.014687,0.0190802,0.00579841,0.00737272,0.0103665,0.0263844,0.0117738,0.0102273,0.0191364,0.0542075,0.0156153,0.0219687,0.0129232,0.0144516,0.0252765,0.0114281,0.00374144,0.00643577,0,0,0,0,0,0
573,0.00638221,0.00379313,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171298,0.0187154,0.0117204,0.00943012,0,0,0.0157729,0.0246402,0,0.0614427,0.010639,0,0.0176816,0.00817229,0.00893496,0,0.00964491,0,0.0239392,0.0158397,0.0157092,0.00893328,0.0278442,0.0213592,0.0133337,0.0152937,0,0.0167472,0.021062,0.00795901,0.006642,0,0,0.0247117,0,0.0168437,0.00832876,0.0542398,0.0254415,0.0146891,0.0189446,0.00551287,0.00736023,0.0102333,0.0263573,0.0116878,0.0101757,0.0191091,0.0542584,0.0156361,0.021928,0.0128625,0.0145081,0.0252701,0.0114264,0.00373476,0.00635681,0,0,0,0,0,0
574,0.00634729,0.00384558,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167786,0.0186779,0.0115646,0.00909173,0,0,0.0157841,0.0246583,0,0.061497,0.0105061,0,0.017576,0.00767153,0.00898438,0,0.00963274,0,0.0239177,0.0157482,0.0156045,0.00857796,0.0279493,0.0209175,0.0134409,0.0153107,0,0.0167378,0.021018,0.00779581,0.00654929,0,0,0.0246991,0,0.016852,0.00831049,0.0542208,0.0253055,0.0147252,0.0188075,0.00499419,0.00738717,0.0101577,0.0263224,0.0116185,0.0101109,0.0190689,0.0543285,0.0156752,0.0218837,0.0128698,0.0145713,0.0253216,0.0114137,0.00370862,0.00626951,0,0,0,0,0,0
575,0.00634195,0.00389514,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163029,0.0186177,0.0113451,0.00859243,0,0,0.0158765,0.024734,0,0.0617012,0.0103823,0,0.017477,0.00706383,0.00904399,0,0.00966043,0,0.0238802,0.0155765,0.0154823,0.0080293,0.0281692,0.0203204,0.013619,0.0153412,0,0.0166973,0.0209856,0.00761033,0.00630181,0,0,0.024552,0,0.0168492,0.00818774,0.0541417,0.0251804,0.0148306,0.0187615,0.00449355,0.00742076,0.0101066,0.0263014,0.0116388,0.0100813,0.0190805,0.0543963,0.0157151,0.0218938,0.0129796,0.0144716,0.0254114,0.0113927,0.00364936,0.00617748,0,0,0,0,0,0
576,0.00376323,0.00400837,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199072,0.0201767,0.0175795,0.0121563,0,0,0.0140279,0.0230644,0,0,0.0208112,0,0.0255259,0.0143524,0.00965895,0,0.0216871,0,0.0274138,0.0207528,0.0244026,0.0150385,0.0371899,0.0264022,0.0119238,0.0144412,0,0.0184206,0.0187117,0.00793084,0,0,0,0.0195628,0,0.0153989,0.00754678,0.0473449,0.020626,0.0164474,0.0204784,0,0.00913628,0.010281,0.0276005,0.0135971,0.0142592,0.0192946,0.0541724,0.0152035,0.0217341,0.0195914,0.0105389,0.0267914,0.0105722,0.0031971,0.00328391,0,0,0,0,0,0
577,0.00360215,0.00371713,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203525,0.0202658,0.0179321,0.0120828,0,0,0.013891,0.0230067,0,0,0.020994,0,0.0257385,0.0139391,0.00935723,0,0.0217313,0,0.0275174,0.0210733,0.0247433,0,0.0373534,0.0267494,0.0117037,0.0144161,0,0.0184095,0.0186845,0.00801594,0.00185691,0,0,0.019666,0,0.0154056,0.00752735,0.0473275,0.0206526,0.0166643,0.0204498,0.00712775,0.00939832,0.0102305,0.0275587,0.0135988,0.0142229,0.0192388,0.0541428,0.0151476,0.0216786,0.0194533,0.0104849,0.0266093,0.0106729,0.00292559,0.00293092,0,0,0,0,0,0
578,0.00627048,0.00387075,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164266,0.0186484,0.0114283,0.00850838,0,0,0.015887,0.0247481,0,0.0616275,0.0103764,0,0.0174232,0.00680402,0.00896444,0,0.00957863,0,0.0238674,0.0156028,0.0154874,0.00823034,0.028177,0.0203917,0.0135461,0.0153138,0,0.016678,0.0209383,0.00760456,0.00629609,0,0,0.0245956,0,0.0168863,0.00819492,0.0541016,0.0251474,0.0148221,0.0186183,0.00434652,0.00735847,0.0101229,0.02623,0.0116136,0.0100475,0.0190289,0.0544569,0.0156983,0.0218801,0.0129097,0.0141201,0.0251048,0.0115661,0.00365981,0.00607751,0,0,0,0,0,0
579,0.00632598,0.00378429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166155,0.0186882,0.0115119,0.00885816,0,0,0.0158666,0.0247173,0,0.0615955,0.0104244,0,0.0174881,0.00734172,0.0089525,0,0.00956428,0,0.0238893,0.0156501,0.0155629,0.00804053,0.0281702,0.0206285,0.0134334,0.0152804,0,0.016677,0.021149,0.00783632,0.00649547,0,0,0.0245102,0,0.0168295,0.00818149,0.0541205,0.0252266,0.0147983,0.0190061,0.00466377,0.00741186,0.0101642,0.0263149,0.0118147,0.0101986,0.0191509,0.0543159,0.0156865,0.0219996,0.0135518,0.0140954,0.0254766,0.0114831,0.00361066,0.00618664,0,0,0,0,0,0
580,0.00356211,0.00378,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214429,0.0203454,0.0179607,0.0116719,0,0,0.0139433,0.0229454,0,0,0.0207544,0,0.0256454,0.0147696,0.00932039,0,0.0214045,0,0.0274316,0.0210149,0.0246855,0,0.0372218,0.0278328,0.0115639,0.0142472,0,0.0185922,0.018797,0.00832158,0.0021392,0,0,0.0198554,0,0.0155236,0.00763049,0.0474505,0.0208754,0.0163752,0.0205567,0.00718338,0.00934236,0.0101299,0.0276764,0.0136524,0.014026,0.0191471,0.0540472,0.0151176,0.0215563,0.0186571,0.0107596,0.0263833,0.0106294,0.00321695,0.00306043,0,0,0,0,0,0
581,0.00589288,0.00373129,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00922346,0.0189208,0.00731858,0.00693577,0,0,0.0155309,0.0244334,0,0.0620993,0.0100175,0,0.0125073,0.00769649,0.00912316,0,0.0119082,0,0,0.0107077,0.00685901,0.00573826,0.0309063,0.0123849,0.0131453,0.0148222,0,0.0168578,0.0208092,0.00731897,0.00599857,0,0,0.0245598,0,0.0168579,0.00831138,0.052742,0.024894,0.0140727,0.0201435,0.00654152,0.00748376,0.00951108,0.0266131,0.0123501,0.0110996,0.0189863,0.0536105,0.0151631,0.0216934,0.0134358,0.0143823,0.0249495,0.0115781,0.0036763,0.00606652,0,0,0,0,0,0
582,0.0064149,0.00343112,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171493,0.0187947,0.0116817,0.00936521,0,0,0.0157375,0.0246035,0,0.0613798,0.0101533,0,0.0173186,0.00837977,0.00905634,0,0.00927516,0,0.0242288,0.0156152,0.0153746,0.00903382,0.0279048,0.020915,0.0131651,0.0150377,0,0.0167278,0.0213999,0.00788894,0.00645221,0,0,0.0244929,0,0.0167277,0.0082893,0.0541612,0.0256242,0.0147693,0.0198151,0.0060357,0.00798215,0.0100592,0.0264262,0.0120665,0.0105058,0.019425,0.054106,0.0156711,0.0222759,0.0136883,0.0144681,0.0252474,0.0115565,0.00335266,0.00662653,0,0,0,0,0,0
583,0.00602161,0.00362533,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00902472,0.0189561,0.00716929,0.00733503,0,0,0.0155855,0.0244122,0,0.0620503,0.00956351,0,0.0125798,0.00840853,0.00916541,0,0.0119055,0,0,0.010755,0.00692301,0.00577246,0.0307461,0.0124407,0.0129756,0.0150161,0,0.0166992,0.0210183,0.00758624,0.00610391,0,0,0.0244454,0,0.0166605,0.00832209,0.0526884,0.0251323,0.0140666,0.0205356,0.00722887,0.00774017,0.00955,0.0267017,0.012532,0.011249,0.0191254,0.0534623,0.0151431,0.0218262,0.0137288,0.0143054,0.0255966,0.0115919,0.00362801,0.00628371,0,0,0,0,0,0
584,0.00648081,0.00336425,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172161,0.0187923,0.0116982,0.00962379,0,0,0.0156223,0.0246009,0,0.0613528,0.0102035,0,0.0173844,0.00874155,0.00903914,0,0.00927756,0,0.0241698,0.0156795,0.0154385,0.00871792,0.0278897,0.0210643,0.013061,0.0150549,0,0.0167618,0.0215259,0.00800917,0.00660176,0,0,0.0245216,0,0.01671,0.00832917,0.0541545,0.02569,0.0147138,0.0199396,0.00636931,0.00808068,0.0100361,0.0264545,0.0120907,0.0105969,0.0194779,0.0540278,0.0156797,0.0223266,0.0138808,0.0143421,0.0254087,0.0115645,0.00334433,0.00670469,0,0,0,0,0,0
585,0.00650222,0.00346051,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170047,0.018774,0.0115656,0.00998343,0,0,0.0156394,0.0246308,0,0.0613328,0.010347,0,0.0175755,0.00896028,0.00903234,0,0.00946966,0,0.0239319,0.0157949,0.0156369,0.00839717,0.0279323,0.0210337,0.0131312,0.0148867,0,0.0167597,0.0214138,0.00815613,0.00666011,0,0,0.0246013,0,0.0167959,0.00833661,0.0542099,0.0255653,0.0145359,0.0195079,0.00644613,0.00791041,0.0101055,0.0264138,0.0118943,0.0104549,0.0192635,0.0540957,0.0156479,0.0221183,0.0137398,0.0143109,0.0253421,0.0115463,0.00345732,0.00672698,0,0,0,0,0,0
586,0.00650238,0.00349598,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171021,0.0187633,0.0115694,0.0101359,0,0,0.0156154,0.0246549,0,0.0613297,0.010461,0,0.0176349,0.00911257,0.00897188,0,0.00952371,0,0.0238405,0.0158509,0.0157291,0.00878524,0.0279544,0.0212406,0.0131414,0.0149008,0,0.016635,0.0212851,0.00822109,0.00668999,0,0,0.0246013,0,0.0167331,0.00834537,0.0542159,0.0254483,0.0144697,0.0192586,0.00652138,0.0078488,0.0101192,0.0263812,0.0118127,0.0103671,0.0191486,0.0541569,0.0156212,0.0219768,0.0135879,0.0145455,0.0256682,0.0114512,0.00349409,0.00674354,0,0,0,0,0,0
587,0.00647814,0.00351112,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171492,0.0187399,0.0115434,0.0102231,0,0,0.0154872,0.0246673,0,0.0613284,0.0104877,0,0.0176142,0.00920956,0.00891651,0,0.00955886,0,0.0237855,0.0158629,0.0157302,0.00901528,0.0279742,0.0213431,0.0130916,0.0150386,0,0.0164841,0.0212145,0.0082169,0.00676391,0,0,0.0246787,0,0.0166317,0.0083813,0.0541906,0.0254055,0.0144313,0.0191013,0.0065987,0.00776171,0.0101509,0.0263629,0.0117881,0.0102938,0.0191161,0.0541743,0.0156083,0.0218975,0.0134625,0.0146556,0.0259371,0.0114656,0.0035272,0.00675896,0,0,0,0,0,0
588,0.00638591,0.0038694,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169694,0.0187284,0.0114089,0.0103292,0,0,0.0156202,0.0247699,0,0.061351,0.0103926,0,0.0176278,0.00938994,0.0089155,0,0.00966767,0,0.0237425,0.015821,0.0156605,0.00866818,0.0280022,0.0212088,0.0130613,0.0150293,0,0.0165663,0.0210195,0.00808733,0,0,0,0.0247329,0,0.0166668,0.00840241,0.054165,0.025273,0.0143048,0.0187235,0.00674003,0.00727683,0.0101136,0.0262991,0.0115951,0.0101458,0.0189905,0.0542781,0.0156043,0.0217747,0.0129913,0.0143284,0.0258067,0.0115255,0.00392244,0.00676716,0,0,0,0,0,0
589,0.00638031,0.00361562,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168344,0.0187632,0.0113483,0.0101652,0,0,0.0155374,0.0247535,0,0.0613498,0.0103309,0,0.0176665,0.00910959,0.00860287,0,0.00961861,0,0.0237365,0.0157895,0.0156594,0.00813764,0.0280908,0.0210323,0.0128666,0.0148951,0,0.0166267,0.0210355,0.00808268,0.00697123,0,0,0.0248751,0,0.0167613,0.00848036,0.0541909,0.0252541,0.0144718,0.0187672,0,0.00746561,0.0101609,0.0262796,0.0116314,0.010155,0.0189516,0.0542798,0.0156012,0.0217999,0.0131329,0.0144201,0.0256109,0.0115941,0.00365511,0.00665131,0,0,0,0,0,0
590,0.00631707,0.0036204,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168335,0.0187729,0.0113778,0.0099745,0,0,0.0155464,0.0247555,0,0.061354,0.0103007,0,0.0176215,0.00896245,0.00859364,0,0.00954285,0,0.0238364,0.0158,0.0156509,0.00800813,0.028072,0.0209283,0.0128652,0.0149821,0,0.0166529,0.0210636,0.0081083,0.00698605,0,0,0.0249663,0,0.0167584,0.00851507,0.0542033,0.0252884,0.0144775,0.0188922,0.00613717,0.00755389,0.0100956,0.0262928,0.0116669,0.0102109,0.0189638,0.0542513,0.0156139,0.0218411,0.0131997,0.0144451,0.0255546,0.0115674,0.00364324,0.0065747,0,0,0,0,0,0
591,0.00626979,0.00358651,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167252,0.0187916,0.0113486,0.00977173,0,0,0.0155033,0.0247602,0,0.0613979,0.010172,0,0.0174757,0.00882461,0.00853297,0,0.0094347,0,0.0239254,0.0157358,0.0155581,0.0079436,0.0280976,0.0207122,0.0128202,0.0149911,0,0.0166486,0.021146,0.00805424,0.00712509,0,0,0.024877,0,0.0167359,0.00848934,0.0542108,0.0253669,0.0145774,0.0190666,0.00609975,0.00761629,0.0100112,0.0262975,0.0117477,0.0102899,0.0190433,0.0542223,0.015628,0.0219349,0.0132762,0.0144648,0.0255425,0.0115376,0.00364066,0.00655301,0,0,0,0,0,0
592,0.0062228,0.00349878,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168173,0.0188077,0.0113764,0.0094035,0,0,0.0154321,0.0247723,0,0.0615039,0.00995112,0,0.0172329,0.00863318,0.00845194,0,0.00923571,0,0.0241387,0.0156017,0.0153756,0.00783579,0.0281141,0.0206195,0.0126937,0.0148122,0,0.0166535,0.0212837,0.00787455,0.00715819,0,0,0.0247943,0,0.0167112,0.00846594,0.0541679,0.0254854,0.0147929,0.0194406,0.0062826,0.00772399,0.00988279,0.0263091,0.0119275,0.0104371,0.0192056,0.0541577,0.0156322,0.0221095,0.0134145,0.0145465,0.025562,0.0115622,0.00353849,0.00657861,0,0,0,0,0,0
593,0.00569773,0.00375221,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00865973,0.018928,0.00707696,0.00691673,0,0,0.0152885,0.0245863,0,0.0623841,0.00994069,0,0.0126634,0.00829418,0.00858999,0,0.0117668,0,0,0.0108145,0.00724163,0,0.0311196,0.0118926,0.0125379,0.0145702,0,0.0166504,0.0206991,0.0073629,0.00659411,0,0,0.0248085,0,0.0167217,0.00845924,0.0527064,0.0247993,0.0141162,0.019839,0.00742225,0.00740969,0.00939338,0.0265541,0.0122458,0.0110213,0.01882,0.053658,0.0151301,0.0215459,0.0131932,0.0146092,0.0255408,0.0115333,0.00378331,0.00610504,0,0,0,0,0,0
594,0.00616991,0.00377291,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165059,0.018732,0.0112296,0.00935312,0,0,0.0156687,0.0248563,0,0.0616797,0.00987355,0,0.0175026,0.00872106,0.00877636,0,0.00932591,0,0.024043,0.0157125,0.0154887,0,0.0282598,0.0202236,0.0127817,0.0147212,0,0.0166885,0.0210461,0.00752522,0,0,0,0.024934,0,0.0166963,0.00841568,0.0541763,0.0252758,0.014776,0.0189538,0,0.00758874,0.00989896,0.0262527,0.0116756,0.0101941,0.0191348,0.0543962,0.0157231,0.0219968,0.0129737,0.0147729,0.0255054,0.011473,0.00370286,0.00673784,0,0,0,0,0,0
595,0.0056993,0.00383234,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00913257,0.0188841,0.0076507,0.0066212,0,0,0.015407,0.0246812,0,0.0623451,0.0107972,0,0.0124993,0.00762302,0.00873995,0,0.011738,0,0,0.0106013,0.00689048,0.00542306,0.0312659,0.0120323,0.0126019,0.0146637,0,0.0166367,0.020408,0.00697531,0.00642636,0,0,0.0251751,0,0.0167361,0.00850955,0.0527394,0.0245236,0.0141187,0.0192749,0.00636171,0.00760102,0.00933656,0.0264513,0.0119905,0.0108407,0.0186308,0.0538551,0.0151759,0.0213413,0.0126728,0.015004,0.0254267,0.0115501,0.0037144,0.0061645,0,0,0,0,0,0
596,0.00341462,0.00368079,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198799,0.0202252,0.0172836,0.0121093,0,0,0.0139815,0.0232387,0,0,0.020566,0,0.0255626,0.0152253,0.00933673,0,0.0216061,0,0.0273869,0.020708,0.024337,0.0142211,0.037442,0.026247,0.0111691,0.0140053,0,0.0183205,0.0185697,0.00807062,0.00223196,0,0,0.0201927,0,0.0154492,0.00784091,0.0473573,0.020375,0.016256,0.020212,0,0.00952004,0.0100278,0.0275838,0.013516,0.014194,0.0190582,0.054173,0.0151088,0.0214865,0.0193588,0.0113828,0.0267481,0.0107779,0.00313995,0.00339311,0,0,0,0,0,0
597,0.0062417,0.00409488,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152559,0.0186267,0.0105427,0.00935066,0,0,0.0157606,0.0250075,0,0.0617885,0.00987652,0,0.0175514,0.00825561,0.00905557,0,0.00972421,0,0.023629,0.0153889,0.0153141,0.00727254,0.0284639,0.0192932,0.0129913,0.0150436,0,0.0165646,0.0205647,0.00728575,0,0,0,0.025074,0,0.0168956,0.00847422,0.054115,0.0245587,0.0145488,0.0177119,0,0.00739024,0.0100127,0.0261114,0.011239,0.00975492,0.0186163,0.0546862,0.0156806,0.0214489,0.0128678,0.0148274,0.0253444,0.0116514,0.00389092,0.0068268,0,0,0,0,0,0
598,0.00622576,0.00406207,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155538,0.0187047,0.010598,0.00986792,0,0,0.0155446,0.0249255,0,0.0615898,0.00984116,0,0.0175907,0.00886874,0.00900526,0,0.00966124,0,0.0236582,0.0155376,0.0155129,0.00742148,0.0283077,0.0196887,0.0128972,0.0148817,0,0.0165556,0.0205393,0.00748243,0,0,0,0.0254302,0,0.0168727,0.00859093,0.0541974,0.0246132,0.0143448,0.0176037,0,0.0073889,0.0100536,0.0260986,0.0111721,0.00972379,0.01852,0.0546542,0.0156091,0.021326,0.0125625,0.0149443,0.0253552,0.0116167,0.00398083,0.00701443,0,0,0,0,0,0
599,0.00611588,0.00390482,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015829,0.0187136,0.0107402,0.00895223,0,0,0.0156551,0.0250091,0,0.0616084,0.00991525,0,0.0175208,0.00756122,0.00869961,0,0.00949968,0,0.0237286,0.0155132,0.0155563,0.00771343,0.0283916,0.0199276,0.0128003,0.0148544,0,0.0165229,0.0202383,0.00727597,0.00679961,0,0,0.0254952,0,0.0168836,0.00865466,0.0542165,0.0243527,0.0144646,0.0171072,0.00466581,0.00768977,0.0100015,0.0259526,0.0109451,0.00960016,0.0182698,0.0547458,0.0155415,0.0210735,0.011861,0.0151854,0.025353,0.0116972,0.00368743,0.00666196,0,0,0,0,0,0
