Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,LASI,LFHD,LWRA,RTHI,LELB,,x76,x77
189,0.0566421,0.026402,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491506,0.012368,0.0367958,0,0,0.0268278,0.0312717,0.0548458,0.0339037,0.0204398,0.0159445,0.0287024,0.0798128,0.0113572,0.0254045,0,0.0359164,0.0220455,0.0192165,0.0243311,0.0168368,0.0523834,0.0606584,0.0188982,0.00722363,0.0147344,0.021607,0.0376075,0.0550048,0,0,0.0714613,0,0.0171566,0.0386262,0.0417959,0.0259842,0.0277848,0.0401314,0.0206308,0.022876,0.0258756,0.0156951,0.0166943,0.0211573,0.0300171,0.01604,0.022046,0.0115413,0.0470055,0.0300361,0.0166183,0.035915,0.0481169,0,0,0.0255312,0,0.00977647,0.0192174,0.0636375,0,0,0
190,0.0565266,0.0267636,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494212,0.0124554,0.0367663,0,0,0.0266473,0.0313038,0.0549553,0.0338023,0.0202814,0.016596,0.028541,0.0801129,0.0112485,0.0250093,0,0.0357832,0.0220506,0.0193394,0.0242986,0.0168153,0.0528093,0.0603632,0.019031,0.00694507,0.0146734,0.0214789,0.0375462,0.0546842,0,0,0.0716624,0,0.0172605,0.0387667,0.0418618,0.0257636,0.0277581,0.0401442,0.0205674,0.022715,0.0257871,0.0159032,0.0169398,0.021236,0.0300408,0.01606,0.0220706,0.0115105,0.047072,0.0299493,0.0167361,0.0358836,0.0474703,0,0,0.0254568,0,0.00966662,0.019296,0.063607,0,0,0
191,0.0565271,0.0268069,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493585,0.0123304,0.0364752,0,0,0.0265241,0.0313846,0.0549572,0.0334987,0.0201401,0.0154306,0.0281107,0.0801681,0.0107654,0.0241685,0.0343459,0.035345,0.0216604,0.0192511,0.0240305,0.016843,0.0527808,0.0602099,0.0191342,0.00659616,0.0146609,0.0213415,0.0374182,0.0544763,0,0,0.0718093,0,0.0174012,0.0388741,0.0421618,0.0255807,0.0277026,0.040181,0.0201387,0.0226956,0.0256866,0.0161971,0.0174731,0.0214813,0.0300377,0.016132,0.0223524,0.0116499,0.0472184,0.0299251,0.0168415,0.0357378,0.0465007,0,0,0,0,0.0096069,0.01946,0.0636042,0,0,0
192,0.0566072,0.0266914,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495316,0.0122448,0.0367933,0,0,0.0264338,0.0314356,0.0551689,0.0337994,0.0201774,0.0149926,0.0279382,0.0799725,0.010605,0.0239523,0.0340324,0.0353094,0.0215864,0.0193427,0.0241259,0.0169874,0.0529156,0.0599917,0.0192356,0.00651696,0.0145829,0.0212515,0.0372996,0.0542587,0,0,0.0720644,0,0.017532,0.0389383,0.0420542,0.0253468,0.0276038,0.040065,0.0200168,0.0226081,0.0256723,0.0162157,0.0174775,0.0214243,0.03017,0.0161002,0.0223191,0.0115186,0.0473706,0.0298651,0.0169781,0.0359529,0.0451607,0,0,0.0249356,0,0.00953131,0.0194581,0.063591,0,0,0
193,0.0586667,0.0293111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493506,0.014835,0.0367693,0,0,0.0230213,0.0347037,0.0548988,0.0337756,0.0197618,0.0150128,0.0269219,0.0823397,0.0105719,0.0243047,0.0339749,0.035252,0.021649,0.0195444,0.0241718,0.0169338,0.0528842,0.0610683,0.0208387,0.00625269,0.0145015,0.0211664,0.0373836,0.0551547,0,0,0.0722682,0,0.0176447,0.0389242,0.0423479,0.025028,0.0278939,0.0401366,0.0191949,0.0223422,0.025405,0.0164071,0.0178601,0.0215515,0.0301174,0.0161583,0.0222957,0.0114662,0.0470294,0.0300279,0.0170741,0.0378836,0.0472548,0,0,0,0,0,0.0195804,0.0640415,0,0,0
194,0.0561923,0.0272258,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494813,0.0124235,0.0366982,0,0,0.0264727,0.0314854,0.0551565,0.0339521,0.0200433,0.0150315,0.0278296,0.0788901,0.0104913,0.0246601,0.0339445,0.0354049,0.0216069,0.0198484,0.02417,0.0169171,0.0531755,0.0593728,0.0193197,0.00621782,0.0144635,0.0212149,0.0373688,0.0536949,0,0,0.072447,0,0.0176381,0.0390218,0.0423157,0.0250054,0.027468,0.0401735,0.020169,0.0224321,0.0254329,0.0160324,0.0180157,0.0217331,0.0301794,0.0162134,0.0224337,0.0116298,0.0472812,0.030163,0.0171454,0.0359672,0.0455004,0,0,0.0248107,0,0.00934425,0.01954,0.0636519,0,0,0
195,0.056305,0.0273348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501183,0.0124044,0.036708,0,0,0.0264988,0.0313638,0.0549222,0.0339526,0.019714,0.0150183,0.0276381,0.0783816,0.0105053,0.0244147,0.0339892,0.0354476,0.0217138,0.0200759,0.0242513,0.0167547,0.0536531,0.0592422,0.0192153,0.00595441,0.014456,0.0212115,0.0373427,0.053647,0,0,0.072504,0,0.0176908,0.0390439,0.0427886,0.0250179,0.027466,0.0403088,0.0201303,0.0224613,0.0252298,0.0156761,0.0186034,0.0220626,0.0300664,0.0163857,0.0227925,0.0118528,0.0473048,0.0300594,0.0172002,0.0359955,0.0455307,0,0,0,0,0.00938854,0.0196409,0.0634615,0,0,0
196,0.0563546,0.0273162,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050355,0.0124205,0.0368225,0,0,0.0265525,0.0311957,0.0549592,0.0341331,0.0197448,0.0149087,0.027512,0.0781317,0.0104329,0.0241243,0.0340672,0.0354109,0.0217282,0.020245,0.0243057,0.0167004,0.0537491,0.0591086,0.0191294,0.00582577,0.0144374,0.0211936,0.0371519,0.0535472,0,0,0.0726572,0,0.0177604,0.0391191,0.0429319,0.0249827,0.0275228,0.0402439,0.0198669,0.0224354,0.0251715,0.0156175,0.0187,0.0220607,0.0300901,0.0164473,0.0229009,0.0118095,0.0473756,0.0299676,0.0172974,0.0360975,0.0453654,0,0,0,0,0.00950587,0.0196905,0.0631838,0,0,0
197,0.0562656,0.0273193,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510476,0.0125245,0.0372042,0,0,0.0265663,0.0309077,0.0548109,0.0344967,0.0197515,0.0156147,0.0273465,0.0772591,0.0105629,0.0248264,0,0.0355956,0.0221418,0.02043,0.0246524,0.0165791,0.0545084,0.0589417,0.0190289,0.00566853,0.0143924,0.0212378,0.037213,0.053407,0,0,0.0727485,0,0.0178003,0.0392395,0.0429925,0.0249566,0.027423,0.0402513,0.0198699,0.0223795,0.0250616,0.0160527,0.0188828,0.0220732,0.0300591,0.0166082,0.0229997,0.0117538,0.047369,0.029932,0.0174103,0.036257,0.0452224,0,0,0,0,0.00965975,0.0196807,0.0627786,0,0,0
198,0.0560691,0.0271923,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507367,0.0123824,0.0370186,0,0,0.026474,0.0308455,0.0549979,0.0343368,0.0196591,0.0151171,0.0271797,0.0772603,0.0101221,0.0243663,0.0338625,0.0352986,0.0217423,0.0200719,0.0243252,0.0164873,0.0543832,0.0587673,0.0189933,0.00554668,0.0143716,0.021253,0.0371337,0.0532879,0,0,0.0727735,0,0.0178052,0.0392881,0.0430819,0.0250752,0.0274204,0.0401069,0.0196298,0.022449,0.0250854,0.0162473,0.0190565,0.0220167,0.0301558,0.0167096,0.0230084,0.0117442,0.0472505,0.0299424,0.0174451,0.0362474,0.0451712,0,0,0,0,0.00939153,0.0197814,0.0625647,0,0,0
199,0.0549192,0.0273954,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480975,0.0123142,0.0349928,0,0,0.0259442,0.0311555,0.0545081,0.0339738,0.0162048,0.0232667,0.0308922,0.0765518,0.0157275,0.0307986,0.0412594,0,0.0261622,0.0193227,0.0250999,0.0158043,0.0514131,0.0577998,0.0192143,0.00529564,0.0144753,0.0234767,0.0395126,0.0526598,0,0,0.0723842,0,0.0176913,0.0391196,0.041557,0.0280858,0.0266683,0.0425247,0.0247348,0.0223013,0.0241696,0.0163074,0.0195325,0.023935,0.0281701,0.0184829,0.0250118,0.0125713,0.0463247,0.0301002,0.0171677,0.03781,0.0436441,0,0,0,0,0.00809155,0.0182636,0.062484,0,0,0
200,0.0561932,0.0274514,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509239,0.0112257,0.0374043,0,0,0.0265018,0.0306547,0.0550099,0.0349625,0.0197308,0.015217,0.0272481,0.0756253,0.0104086,0.0246077,0.0339332,0.0358368,0.0219682,0.0203397,0.0245554,0.0163118,0.0546735,0.0581775,0.0187903,0.0054017,0.0143339,0.0215995,0.0369751,0.0531653,0,0,0.0729497,0,0.01786,0.0394207,0.0429875,0.0254984,0.0271862,0.0398802,0.019997,0.0223872,0.0250253,0.0158262,0.0192144,0.0219923,0.03016,0.0167677,0.0230313,0.0118746,0.046774,0.0300314,0.0174295,0.0369186,0.0450264,0,0,0.0247874,0,0.00877103,0.0199741,0.0615691,0,0,0
201,0.0467101,0.0238013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503627,0.0139217,0.0372766,0,0,0.0298547,0.025283,0.0546482,0.0350722,0.0192484,0.0151621,0.0257854,0.0681682,0.0102209,0.0249399,0.033675,0.0357963,0.021979,0.0203722,0.0245768,0.0162359,0.0542427,0.0555,0.016203,0.00497036,0.0144968,0.0215895,0.0365968,0.0492432,0,0,0.0722814,0,0.0176264,0.0391029,0.0432151,0.0255657,0.0272205,0.0395606,0.0185022,0.022241,0.0248458,0.0161388,0.019487,0.022022,0.0302154,0.016906,0.0231854,0.0115205,0.0436383,0.0304828,0.0171171,0.0363316,0.0409242,0,0,0,0,0.0179003,0.0201355,0.056585,0,0,0
202,0.0255252,0.0197467,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502931,0.0285477,0.0371171,0,0,0.0449295,0.0261936,0.0546313,0.0350311,0.0183347,0.0152903,0.0233559,0.0577455,0.00999687,0.0249154,0.0330731,0.0354253,0.0219766,0.0203488,0.0244888,0.0161082,0.0540766,0.0540484,0.0237828,0.00495425,0.0149439,0.0216559,0.0358929,0.0416185,0,0,0.0707478,0,0.0170554,0.0382765,0.0432032,0.0257617,0.0272636,0.0390902,0.0160874,0.025222,0.0248378,0.0159095,0.0193526,0.0217672,0.0303938,0.0169255,0.0230473,0.0112547,0.0382861,0.0310113,0.0162841,0.0331781,0.0315112,0,0,0,0,0.0417685,0.020182,0.0513228,0,0,0
203,0.0201632,0.020528,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504075,0.0355448,0.0369462,0,0,0.0526702,0.0319739,0.0547234,0.0348197,0.0180946,0.0155693,0.0223823,0.0565101,0.00996078,0.0250576,0.0323319,0.0347895,0.0219095,0.0204112,0.0242914,0.0158887,0.0540353,0.0557295,0.0301437,0.00500628,0.0150609,0.0218981,0.0356996,0.0398156,0,0,0.0705164,0,0.0169348,0.0381521,0.0431437,0.0262673,0.0273004,0.0386605,0.0150119,0.0267608,0.0247953,0.0154801,0.0192036,0.0215928,0.0304178,0.017003,0.0230018,0.0111062,0.0366871,0.031149,0.0160394,0.0324423,0.0293715,0,0,0,0,0.0520794,0.0201516,0.0515609,0,0,0
204,0.0204014,0.0204803,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501242,0.0354979,0.0368569,0,0,0.0523741,0.0319433,0.0546747,0.0348233,0.0181425,0.0159788,0.0221801,0.0558705,0.0101307,0.0252675,0.0325882,0.0347097,0.0218167,0.0206472,0.0241883,0.0156263,0.0539729,0.0558472,0.0301683,0.00537209,0.0150765,0.0224275,0.0355156,0.0397256,0,0,0.0705943,0,0.0169503,0.0381584,0.0432014,0.0269445,0.0272478,0.0384942,0.0148481,0.0268888,0.0247519,0.0157947,0.0191286,0.0215199,0.0302428,0.0171614,0.0230398,0.0113577,0.0364333,0.0314168,0.0161324,0.0324656,0.0295768,0,0,0,0,0.0517408,0.0201125,0.0515639,0,0,0
205,0.0490042,0.0283942,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502116,0.0143209,0.0369803,0,0,0.0233208,0.0254976,0.0542488,0.0349802,0.0185142,0.0166996,0.0229463,0.0706487,0.0101912,0.0252919,0.0319911,0.0350711,0.0219876,0.0207944,0.0243089,0.0152328,0.0541973,0.0503527,0.0189512,0.00503415,0.0144873,0.0229245,0.0360254,0.0499256,0,0,0.0723709,0,0.017753,0.0390578,0.0434215,0.0276977,0.0276788,0.0383155,0.0155693,0.0232156,0.0242196,0.0161129,0.0194101,0.0217643,0.029817,0.0176641,0.0234446,0.0111179,0.0411658,0.030816,0.016956,0.0399626,0.0418186,0,0,0,0,0,0.0200252,0.0468209,0,0,0
206,0.051296,0.0285459,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511189,0.0144639,0.0372213,0,0,0.0232794,0.0268453,0.0539149,0.0351444,0.0184967,0.0168358,0.0233138,0.0731028,0.0102322,0.0259613,0,0.0355243,0.0225214,0.0211825,0.0245298,0.0146342,0.0550528,0.0520926,0.019369,0.00516995,0.014407,0.0236205,0.0362465,0.0509291,0,0,0.0727573,0,0.017765,0.0394452,0.0435591,0.0287096,0.0274883,0.038135,0.0162575,0.0232208,0.0240403,0.016144,0.0195506,0.0219544,0.0294871,0.018027,0.0237903,0.011445,0.0416827,0.0310784,0.0171605,0.0401986,0.043584,0,0,0,0,0,0.0198933,0.0494997,0,0,0
207,0.0530704,0.0285604,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515514,0.014514,0.0371063,0,0,0.0231688,0.0282094,0.0538744,0.0349991,0.0186966,0.0167383,0.0235609,0.0750227,0.010053,0.026167,0,0.0354395,0.022604,0.0212972,0.0243788,0.0141152,0.0553096,0.0538024,0.0196101,0.00554776,0.014386,0.0243481,0.036394,0.0517038,0,0,0.0729957,0,0.0177831,0.0397515,0.0435903,0.0297605,0.0274148,0.0376833,0.0165602,0.023376,0.0239208,0.0159777,0.0193913,0.0219684,0.0292345,0.0183494,0.0240263,0.0116908,0.0420212,0.0312073,0.0173017,0.0402662,0.0448464,0,0,0,0,0,0.0197721,0.0520948,0,0,0
208,0.0543174,0.0289394,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0512537,0.0147637,0.0368854,0,0,0.0232305,0.0294346,0.0539209,0.0348091,0.0189258,0.0162194,0.0235262,0.0763016,0.00971882,0.0258491,0.0318946,0.0352536,0.0222862,0.0211595,0.0240367,0.0137175,0.0552031,0.0553857,0.0197931,0.00613808,0.0143936,0.0250914,0.036346,0.052305,0,0,0.0731598,0,0.0178162,0.0399407,0.0436743,0.0308567,0.0273838,0.0370992,0.0165309,0.0236988,0.0238223,0.0156988,0.0191618,0.0218551,0.029003,0.0186584,0.024187,0.0119358,0.042208,0.0312908,0.0173776,0.0402137,0.0454424,0,0,0,0,0,0.0196892,0.0544813,0,0,0
209,0.0549922,0.0291532,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0508968,0.0148795,0.0366062,0,0,0.0235136,0.0347468,0.053919,0.034613,0.0192121,0.0163467,0.0235391,0.0800105,0.00961626,0.0258605,0.0323606,0.0350135,0.0221801,0.0209239,0.0237851,0.0133464,0.0549304,0.0626622,0.020834,0.0069834,0.0143699,0.025956,0.0361826,0.0526811,0,0,0.0733101,0,0.0178559,0.0399138,0.0437081,0.0321797,0.0272414,0.0363864,0.0165011,0.0240953,0.0236871,0.0152807,0.0189263,0.0216915,0.0286692,0.0190579,0.0242882,0.0119225,0.0420415,0.0313799,0.0173117,0.040384,0.0456518,0,0,0,0,0,0.0194553,0,0,0,0
210,0.0554775,0.0289014,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502267,0.0150471,0.0362337,0,0,0.0235526,0.0356525,0.0540294,0.0344899,0.0193096,0.0169483,0.0237112,0.0809199,0.0094574,0.0255682,0.0335052,0.0348715,0.0220913,0.0205214,0.0235617,0.0130858,0.0541944,0.0637166,0.0208222,0.00837668,0.014348,0.0269718,0.0358502,0.0529548,0,0,0.0734208,0,0.0178485,0.0399503,0.0434968,0.0335475,0.0270915,0.0356268,0.0165563,0.0243315,0.0237172,0.0147678,0.0185071,0.02125,0.0283421,0.0193789,0.0238818,0.0125323,0.0419643,0.0316616,0.0173765,0.0406181,0.0457301,0,0,0.0250677,0,0,0.0191107,0,0,0,0
211,0.0560168,0.0285349,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498286,0.0150922,0.0359131,0,0,0.0235611,0.0363534,0.0533386,0.0341537,0.0186985,0.0178022,0.0235505,0.0817149,0.00957561,0.0256715,0.0337383,0.0350031,0.0222906,0.0205196,0.0235789,0.0126466,0.0537663,0.0646168,0.0207126,0.00888905,0.0143129,0.0279606,0.035547,0.0533477,0,0,0.0734706,0,0.0178289,0.0401897,0.0440858,0.0352097,0.0269663,0.0350168,0.0166804,0.0246435,0.0236205,0.014939,0.018863,0.0213706,0.0276781,0.0199872,0.0238847,0.0128152,0.0418347,0.0318795,0.0173623,0.0406337,0.0461826,0,0,0,0,0,0.01897,0,0,0,0
212,0.0566732,0.0288759,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495078,0.0150778,0.035724,0,0,0.0235994,0.0368978,0.0527696,0.033897,0.0185436,0.0181514,0.021975,0.0822585,0.00963195,0.0262769,0,0.034813,0.0224944,0.0207117,0.0235305,0.0125621,0.0534865,0.0653784,0.0206465,0.00450396,0.0142358,0.0184546,0.0342799,0.0537804,0,0,0.0736936,0,0.017878,0.0404927,0.0447193,0.0205508,0.0267403,0.0343167,0.0156113,0.0249645,0.0231841,0.0125018,0.011799,0.0133047,0.0277691,0.0135308,0.010444,0.00791655,0.0417281,0.0319718,0.0174283,0.0405464,0.0468744,0,0,0,0,0,0.0145134,0,0,0,0
213,0.0557847,0.0282277,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493989,0.0152839,0.0359537,0,0,0.0233992,0.0334878,0.0531367,0.0338663,0.0189395,0.0187594,0.0231736,0.0785128,0.00952059,0.0258739,0.0323929,0.0349012,0.0223467,0.0209452,0.0233922,0.0121425,0.0534292,0.0601366,0.0190297,0.0115783,0.0143015,0.0296503,0.0356863,0.0534583,0,0,0.0734363,0,0.0177534,0.0403063,0.0436616,0.0380761,0.0268455,0.0331543,0.0159503,0.0253267,0.0239961,0.0141008,0.0173162,0.0208558,0.0264763,0.0210788,0.0233661,0.0136734,0.0410333,0.0320662,0.0171621,0.0402502,0.0464247,0,0,0.0261086,0,0,0.0181924,0.0617524,0,0,0
214,0.0568619,0.0284721,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482079,0.0153854,0.0350463,0,0,0.0234094,0.0333251,0.0528661,0.0331112,0.0185367,0.019028,0.0214244,0.0792816,0.00906444,0.0257207,0.0330549,0.0338196,0.021985,0.0208357,0.0228155,0.0122291,0.0520388,0.0602101,0.0192033,0.00618591,0.0142884,0.0184364,0.0342132,0.0542237,0,0,0.0735286,0,0.017808,0.0404162,0.0435139,0.0221695,0.0267875,0.0326659,0.0144432,0.0257899,0.0235965,0.0116773,0.0100647,0.014766,0.0269043,0.0151751,0.0118749,0.00831482,0.0408519,0.0322289,0.0171428,0.0406427,0.0474078,0,0,0.0256344,0,0,0.0136886,0.0616476,0,0,0
215,0.0574579,0.0283196,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0486017,0.0154764,0.0348358,0,0,0.0233445,0.0332393,0.0524938,0.0331294,0.0179213,0.0198431,0.0211864,0.0797928,0.00931593,0.0264294,0,0.0337684,0.0224761,0.0209711,0.0229942,0.0119849,0.0521586,0.060139,0.0193319,0.00736147,0.0142927,0.0187551,0.0339782,0.0547226,0,0,0.0734471,0,0.0177902,0.0404351,0.0431781,0.0235678,0.0268045,0.031821,0.0142466,0.026241,0.0238899,0.0113798,0.00937885,0.0161807,0.0261788,0.0165517,0.0135018,0.00891314,0.0404972,0.0324197,0.0170822,0.041149,0.0473102,0,0,0.026048,0,0,0.0135003,0.0616318,0,0,0
216,0.0579303,0.0286005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480039,0.0155105,0.034509,0,0,0.0232969,0.0332158,0.0524979,0.0328295,0.0177316,0.0196005,0.0207408,0.0802041,0.0089861,0.0258693,0.0338224,0.0334489,0.0222744,0.0207162,0.0226389,0.0119008,0.051769,0.060153,0.0194543,0.00864262,0.0142835,0.0190699,0.0335395,0.0552597,0,0,0.0734265,0,0.0177559,0.0403807,0.0430678,0.0248317,0.0269867,0.0305303,0.0136961,0.026868,0.0245178,0.0111502,0.00838446,0.0176875,0.0255691,0.0178794,0.0153681,0.0102668,0.0400171,0.0327336,0.0169846,0.0414465,0.0470474,0,0,0.0257848,0,0,0.0136912,0.0616522,0,0,0
217,0.056417,0.0293036,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447208,0.0157911,0.0328152,0,0,0.0229922,0.0330192,0.0511239,0.0337604,0.0145946,0.0284891,0.0241322,0.0795022,0.0141959,0.0314525,0.0408206,0,0.0272943,0.0202246,0.0244154,0.0124861,0.0479685,0.0591517,0.0192723,0.011254,0.0144279,0.0205937,0.0365496,0.0550455,0,0,0.0729274,0,0.017521,0.0399787,0.0416318,0.0266359,0.0271499,0.031883,0.0191409,0.0280688,0.0248296,0.0109144,0.0074283,0.0196567,0.023718,0.0196137,0.0172648,0.0124214,0.0385788,0.0331115,0.0165378,0.0429482,0.0469521,0,0,0.0289596,0,0,0.0121163,0.0615233,0,0,0
218,0.0560501,0.0297222,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452019,0.0159971,0.0335157,0,0,0.0228867,0.0329866,0.0501887,0.0339753,0.0132601,0.0276414,0.0257827,0.0792834,0.0152036,0.0312878,0.0705089,0,0.0277864,0.0213743,0.0254738,0.0112702,0.0486233,0.0588423,0.0190449,0.0131777,0.0145478,0.0216198,0.037824,0.0552868,0,0,0.072486,0,0.0174013,0.039879,0.0417129,0.0279742,0.027326,0.0314123,0.0214318,0.0287551,0.0253937,0.0108855,0.00689836,0.0213276,0.0227261,0.0210402,0.0191659,0.0146562,0.0379186,0.033144,0.0163786,0.0437971,0.0474036,0,0,0.0312477,0,0,0.0118634,0.0615911,0,0,0
219,0.0559574,0.028964,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044811,0.0162313,0.0336914,0,0,0.0229123,0.0330092,0.0498031,0.0341296,0.0122813,0.0268076,0.0267969,0.0793742,0.0156335,0.0308752,0.0866326,0,0.0279477,0.0214497,0.0259259,0.0106411,0.0483704,0.0587853,0.0189794,0.0156587,0.0146137,0.0225908,0.038497,0.0556307,0,0,0.0722608,0,0.0173506,0.0396569,0.0417137,0.0293497,0.0276193,0.0303093,0.0223346,0.0293746,0.0261307,0.0106811,0.00585993,0.0228353,0.0219816,0.0223339,0.0210557,0.0173354,0.0372729,0.0332594,0.0162163,0.0445218,0.0471063,0,0,0.0322903,0,0,0.0120724,0.0616905,0,0,0
220,0.0560757,0.0282961,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443032,0.0164038,0.0336188,0,0,0.0229931,0.0330492,0.0497356,0.0342752,0.011955,0.0264151,0.0271985,0.0798171,0.0158399,0.030624,0.0858345,0,0.0280806,0.0212307,0.0260579,0.0105283,0.0479321,0.0588592,0.0190108,0.0185115,0.014598,0.0235058,0.0384714,0.055978,0,0,0.0720537,0,0.0173084,0.0394715,0.0417455,0.030856,0.0279253,0.0289174,0.0219856,0.029811,0.0270472,0.0104608,0.00450914,0.0243136,0.021239,0.0236652,0.0228889,0.0204766,0.0368257,0.0333225,0.0161342,0.0449006,0.0466138,0,0,0.0325721,0,0,0.0126688,0.0617615,0,0,0
221,0.0568237,0.0290836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0439962,0.0161202,0.0335645,0,0,0.0230148,0.0364689,0.0497488,0.0344305,0.0118283,0.0262927,0.027268,0.0835357,0.0159258,0.0305301,0.0836139,0,0.0282482,0.0211926,0.0261844,0.0105894,0.047658,0.0640277,0.0203414,0.0214194,0.0145672,0.0243781,0.0379039,0.0566002,0,0,0.0718662,0,0.0173416,0.0393644,0.0414958,0.0327141,0.0282018,0.0273646,0.021157,0.030261,0.0279873,0.0102985,0.00352533,0.0259299,0.0203603,0.0251071,0.0249181,0.0241314,0.0364826,0.0332281,0.0161383,0.0456266,0.0483083,0,0,0.0325902,0,0,0.0134804,0,0,0,0
222,0.0556134,0.0285228,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437307,0.0159528,0.0336306,0,0,0.022642,0.0334734,0.0496983,0.0347187,0.012208,0.0266252,0.027451,0.0799795,0.0160128,0.0305717,0.0836209,0,0.0285195,0.021485,0.0264563,0.0106564,0.0474107,0.0595026,0.0185191,0.024082,0.0146711,0.0250732,0.037732,0.0559175,0,0,0.0715906,0,0.0173605,0.0391573,0.0407272,0.0344304,0.0283989,0.0259669,0.0210503,0.0300799,0.0289904,0.010555,0.00300842,0.0273624,0.0194044,0.0264897,0.026571,0.0281233,0.0363396,0.0332353,0.0160916,0.0444981,0.0482305,0,0,0.0328307,0,0,0.0143452,0.0628674,0,0,0
223,0.0564984,0.0288936,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433239,0.0160487,0.0335138,0,0,0.022745,0.0332568,0.0497814,0.0349782,0.0127003,0.0270891,0.0268794,0.0805758,0.0157939,0.0306605,0.0818727,0,0.0286326,0.0217525,0.02653,0.0109079,0.0470577,0.0593302,0.0185319,0.0260078,0.0147609,0.0257472,0.0375571,0.0562849,0,0,0.0713981,0,0.0176119,0.0389335,0.0404694,0.0361153,0.028765,0.0246514,0.0199174,0.0300054,0.0298205,0.0111539,0.00282291,0.0287177,0.0184789,0.0278288,0.0279623,0.0315614,0.0362774,0.0329697,0.0160395,0.044487,0.0482265,0,0,0.0325957,0,0,0.0154117,0.0623079,0,0,0
224,0.0566875,0.0271606,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418625,0.0143544,0.0323034,0,0,0.0263687,0.0295064,0.0506686,0.0351033,0.0141087,0.0289915,0.0255396,0.0792667,0.0147043,0.0311373,0,0,0.0283472,0.020264,0.0255439,0.0128064,0.0450585,0.0575622,0.017704,0.0267481,0.0146829,0.0262944,0.036369,0.0561128,0,0,0.0714846,0,0.0177937,0.038945,0.0406919,0.0378733,0.0290407,0.0227269,0.0167576,0.0295388,0.0308063,0.0117351,0.00275292,0.0299658,0.0180925,0.0289839,0.0291724,0.0337903,0.0369038,0.0327817,0.0161183,0.0425653,0.0472321,0,0,0.0304253,0,0.0095182,0.0170633,0.0606116,0,0,0
