Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,x74,x75,x76,x81,LBHD,LEAR,RTHI,RWRB,,x77
142,0.00868234,0.00435196,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125495,0.0143451,0.00884904,0.00516831,0.0139305,0,0.0274373,0.00353234,0.0595248,0.00579161,0.0100277,0.00743702,0.00361223,0.00986079,0,0.0176272,0.0219455,0.0182052,0.00444346,0.00479798,0.00790439,0.031303,0.0127279,0.00759337,0.011044,0.00774758,0.00734111,0,0.0191146,0.00615907,0.00288685,0,0,0.0195246,0,0.00589871,0.019114,0.0538252,0.0276111,0.0165917,0.0119699,0.00299224,0.0126552,0.0189748,0.0112129,0.0115948,0.0222862,0.0554451,0.0194088,0.0247492,0.00709497,0.0133018,0.0130716,0.0049924,0.00308707,0,0,0,0,0,0,0.0140035,0.0195842,0,0
143,0.0086845,0.00540997,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00976474,0.0146706,0.00758406,0.00596326,0.0143943,0,0.0270366,0.00364285,0.061835,0.0046513,0,0.00663703,0.0064559,0.00999235,0,0.0168606,0.0209608,0.0182258,0.00498573,0.00490347,0.00768181,0.0310503,0.00939783,0.00721004,0.0109807,0.00718489,0.00802984,0,0.0194482,0.00674022,0.00354762,0,0,0.0187667,0,0.00563934,0.0192486,0.0529525,0.0280263,0.0160562,0.0121157,0,0.0136101,0.0194791,0.0111201,0.0113789,0.0220855,0.0553029,0.0194047,0.0247183,0.00706365,0.0132853,0.0131477,0.00625626,0.00370382,0,0,0,0,0,0,0.013003,0.0198224,0,0
144,0.00897111,0.00420941,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107969,0.0141119,0.00802094,0.0047555,0.0157188,0,0.0274864,0.00378702,0.0603634,0.00557976,0.0100155,0.00730648,0.00357206,0.0105978,0,0.0173467,0.0214608,0.0176576,0.00500492,0.00406809,0.00789366,0.030611,0.0096671,0.00855929,0.0108957,0.00738653,0.00769946,0,0.018882,0.00607557,0.00265376,0,0,0.019685,0,0.00600488,0.0194731,0.0543218,0.0272261,0.0162124,0.0118807,0.00302216,0.0127014,0.0191536,0.011293,0.0116895,0.0216417,0.0553486,0.0190408,0.0242009,0.00665843,0.0136913,0.0132209,0.00491948,0.00299929,0,0,0,0,0,0,0.0136257,0.0202504,0,0
145,0.00907277,0.00424429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00965665,0.0139941,0.00746828,0.00463911,0.0163276,0,0.0275811,0.00403004,0.0610021,0.00567751,0.00995668,0.00728596,0.00362559,0.0106501,0,0.0172544,0.0212104,0.0174984,0.0051623,0.00406062,0.00784903,0.0303817,0.00788642,0.00895652,0.0108907,0.00731705,0.00810761,0,0.0187886,0.00606329,0.00267836,0,0,0.0197838,0,0.00609713,0.0195899,0.05446,0.0267111,0.0161201,0.0117946,0.0030808,0.0127331,0.0192358,0.0113981,0.0117004,0.0213052,0.0552564,0.0188211,0.02387,0.00641085,0.0138646,0.0132337,0.00497462,0.00297357,0,0,0,0,0,0,0.0135096,0.020545,0,0
146,0.00795672,0.00744358,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342245,0.0151024,0.0206191,0.0123439,0.0165497,0,0.026593,0.00447621,0.0705679,0.0426642,0,0.0502446,0.0111747,0.00961576,0,0.0522568,0.0376999,0.0144503,0.0345418,0.0367917,0.0186873,0.0165875,0.0432239,0.0075988,0.0108086,0.00683156,0.00920521,0,0.0200464,0.00749465,0.00848679,0,0,0.0170782,0,0.00465661,0.0201146,0.0539333,0.0281399,0.0187419,0.0120528,0.00796343,0.0178046,0.0206501,0.0104914,0.0108807,0.0222073,0.0557784,0.0195909,0.0249681,0.00714347,0.0145078,0.0136441,0.0088825,0.00624926,0,0,0,0,0,0,0.0128378,0.0206003,0,0
147,0.00918624,0.00423115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00806123,0.0139737,0.00666888,0.00436944,0.0175064,0,0.0275901,0.00444938,0.0617437,0.00586473,0.00957102,0.00701745,0.00462819,0.0113304,0,0.0170091,0.0207394,0.0178447,0.00752388,0.0041869,0.00755401,0.0299864,0.00547399,0.0099588,0.0105982,0.0107573,0.00863948,0,0.0188315,0.00625693,0.00263536,0,0,0.0197076,0,0.00610006,0.019799,0.0543471,0.0265321,0.0161279,0.0124074,0,0.0131569,0.0197282,0.0116291,0.0120655,0.0212841,0.0547181,0.0185781,0.0238642,0.00668129,0.0141196,0.0132682,0.00532418,0.00333679,0,0,0,0,0,0,0.013522,0.0209877,0,0
148,0.009125,0.00488369,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00730995,0.0150018,0.00626017,0.00472634,0.018539,0,0.0261242,0.00520793,0.0637116,0.0053228,0,0.00605941,0.00601026,0.012126,0,0.0163833,0.0199617,0.0179424,0.00859816,0.00498036,0.00779885,0.0303196,0.00489118,0.0106386,0.0115129,0,0.0094269,0,0.0189461,0.00630577,0,0,0,0.0194589,0,0.0058773,0.0199075,0.0531771,0.0262868,0.015304,0.0120605,0,0.013336,0.0202822,0.0113177,0.0114292,0.0210693,0.0547563,0.0185968,0.0235236,0.00668683,0.0138711,0.0133487,0.00592265,0.00389187,0,0,0,0,0,0,0.0128802,0.0212323,0,0
149,0.0097704,0.00487063,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00761761,0.0150334,0.00653268,0.0041247,0.0191803,0,0.0260942,0.00551476,0.063875,0.00563042,0,0.00614839,0.00601596,0.0123447,0,0.0165208,0.0200715,0.018004,0.00882437,0.00511174,0.00800844,0.03034,0.00475672,0.0111655,0.0114332,0,0.00963509,0,0.01885,0.00616979,0.00310053,0,0,0.0198326,0,0.00598387,0.0199055,0.0529664,0.0260271,0.0150426,0.0120081,0,0.0133147,0.0204667,0.0113842,0.0113633,0.0208804,0.0546716,0.0185108,0.0233214,0.00666507,0.0141155,0.0133397,0.00610157,0.00402869,0,0,0,0,0,0,0.0130491,0.0214003,0,0
150,0.010182,0.00514865,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00780428,0.0138503,0.00658888,0.00390522,0.0261054,0,0.0278003,0.00869589,0.0644067,0.00581199,0,0.00635031,0.00722022,0.0129826,0,0.0168824,0,0.0178184,0.00879528,0.00524611,0.00812662,0.0305063,0.00473998,0.0144944,0.007559,0.133832,0.0101643,0,0.018957,0.00569057,0.00210231,0,0,0.0205413,0,0.00649209,0.0199453,0.0527024,0.0258489,0.0142171,0.0115799,0.00525338,0.0126748,0.0209195,0.0110281,0.0106958,0.0207493,0.0550259,0.0186563,0.0232412,0.00654603,0.0144646,0.0132226,0.00673931,0.00419898,0,0,0,0,0,0,0.0130797,0.0214042,0,0
151,0.0103344,0.00516569,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0077825,0.0138198,0.00682125,0.00422817,0.0262085,0,0.0278495,0.00870794,0.0645499,0.00607504,0,0.00578366,0.00712161,0.0130947,0,0.0165248,0.0209416,0.0179276,0.0090258,0.00573984,0.00846058,0.0307532,0.0046394,0.0145765,0.00747627,0.141416,0.0104221,0,0.0189039,0.00561564,0.00241267,0,0,0.0207426,0,0.00648447,0.0200329,0.0525438,0.0256087,0.0142685,0.0114859,0.00497204,0.0126254,0.0212926,0.01101,0.010386,0.020706,0.0551241,0.0186532,0.0230992,0.00649137,0.0144573,0.0132915,0.00674676,0.00424623,0,0,0,0,0,0,0.0133001,0.0215433,0,0
152,0.0100759,0.00502004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00717532,0.0137228,0.00651194,0.00388542,0.0261928,0,0.0278842,0.00869486,0.0646482,0.00600034,0,0.00573338,0.00667958,0.0133831,0,0.016624,0,0.0179835,0.00844712,0.00534544,0.00822092,0.0308256,0.00420427,0.0146838,0.00753171,0.137803,0.0106563,0,0.0187926,0.00553296,0,0,0,0.0209607,0,0.00656576,0.0200478,0.0520911,0.0253197,0.0142155,0.0114778,0.00471944,0.0120159,0.0216348,0.0110293,0.0101198,0.0205417,0.0551284,0.0185881,0.0227941,0.00653702,0.0140686,0.0132746,0.00634843,0.00414302,0,0,0,0,0,0,0.0133614,0.0216469,0,0
153,0.0102787,0.00494345,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0072878,0.014811,0.00665249,0.00412366,0.0204232,0,0.0261526,0.00630142,0.0644024,0.00620032,0,0.00568429,0.00607376,0.0132793,0,0.0163326,0.0197183,0.018128,0.00873487,0.00546028,0.00843881,0.03076,0.0039551,0.012394,0.0111717,0,0.0109869,0,0.0184722,0.00604054,0,0,0,0.0206019,0,0.00627979,0.0200329,0.0514121,0.0247545,0.0146117,0.0117233,0.0041907,0.0123337,0.0215891,0.0113543,0.010214,0.0200949,0.0548397,0.0182475,0.0222136,0.00666924,0.0137026,0.0132564,0.00581441,0.00412238,0,0,0,0,0,0,0.0133257,0.0218227,0,0
154,0.0102916,0.00484453,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00685043,0.0146653,0.00634567,0.00391176,0.0199714,0,0.026256,0.0060368,0.0643041,0.00559734,0,0.00583913,0.0058443,0.013264,0,0.0159999,0.0193523,0.0180839,0,0.00487668,0.00800348,0.0312356,0.00372297,0.0120513,0.0112747,0,0.0111965,0,0.0183597,0.00603067,0,0,0,0.0206182,0,0.00640127,0.0199478,0.0511254,0.0244957,0.014607,0.0117517,0.00399949,0.0121662,0.02172,0.0112523,0.00994273,0.019869,0.0548336,0.0181298,0.0219097,0.00683095,0.0135334,0.0131237,0.00568005,0.00397734,0,0,0,0,0,0,0.013203,0.0217485,0,0
155,0.0102204,0.00330622,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00599279,0.014225,0.00670728,0.00474088,0.0205907,0,0.0266103,0.00666145,0.062243,0.00734979,0.00942571,0.00700577,0.00306752,0.0137535,0,0.015707,0.0206672,0.0192555,0.00612795,0.0035877,0.00760257,0.0310334,0.00488545,0.0132585,0.0112054,0,0.0105229,0,0.0177819,0.00368125,0.00263197,0,0,0.0214377,0,0.00687201,0.0199084,0.0520908,0.0237238,0.0154298,0.0109517,0.00289998,0.0113528,0.0215933,0.0106723,0.00925501,0.0195259,0.0552535,0.0179827,0.0213463,0.00621473,0.0137974,0.0130599,0.00306119,0.0023696,0,0,0,0,0,0,0.0135372,0.0221777,0,0
156,0.010287,0.00333607,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00627426,0.0142805,0.00641343,0.00523652,0.0205763,0,0.0265394,0.00661221,0.0621916,0.00789691,0.00939903,0.00713543,0.00344886,0.0138214,0,0.0153303,0.022243,0.019756,0.00448847,0.00320578,0.00717763,0.0310972,0.00785976,0.0131733,0.0111582,0,0.0109371,0,0.0178481,0.00371284,0.00283777,0,0,0.0215602,0,0.00686467,0.0197401,0.0521533,0.0237103,0.0155089,0.0111339,0,0.0111645,0.0217679,0.0105429,0.00910363,0.0196353,0.0551429,0.0180106,0.0214973,0.00650962,0.0136705,0.0129331,0.0030141,0.0020451,0,0,0,0,0,0,0.0133482,0.0214923,0,0
157,0.0105801,0.00329794,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00567355,0.0142529,0.00647529,0.00477006,0.0207312,0,0.0265359,0.00676838,0.0620531,0.00830252,0.00988937,0.00760709,0.00359635,0.0141279,0,0.0150064,0.0230248,0.0200084,0.00341996,0.00287884,0.00702847,0.0315304,0.0092416,0.013409,0.0111118,0,0.0111788,0,0.0176618,0.00357245,0.00265111,0,0,0.0219926,0,0.00705706,0.0198474,0.0521374,0.0234104,0.0152743,0.0108473,0.00305118,0.0106058,0.0217153,0.0104283,0.00879024,0.0194988,0.0551223,0.0179046,0.0212817,0.0068895,0.0136707,0.0130257,0.00272403,0.00183111,0,0,0,0,0,0,0.0133534,0.0223735,0,0
158,0.00976714,0.00360053,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319891,0.0145988,0.0330056,0.00715328,0.020572,0,0.0262228,0.00649869,0.065217,0.0377103,0.0118608,0.0186298,0.00347148,0.0137184,0,0.0144456,0.0175092,0.0192575,0.0116148,0.0114853,0.0205091,0,0.0282116,0.0127358,0.0110936,0,0.0109727,0,0.0175885,0.0043143,0.00469547,0,0,0.0210567,0,0.00643433,0.0198804,0.0529551,0.0231583,0.0165394,0.00976815,0.00452608,0.0121409,0.0218822,0.00950794,0.00775107,0.0196089,0.0559839,0.018217,0.0211885,0.00654103,0.0133932,0.0132138,0.00351243,0.00158224,0,0,0,0,0,0,0.0139799,0.0225611,0,0
159,0.0111146,0.00353656,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00795699,0.0144359,0.00641215,0.00441632,0,0,0.0261639,0.010703,0.0615542,0.0097943,0.01002,0.00933259,0.00430103,0.0174781,0,0.0150935,0.0199423,0.0208825,0.00234005,0.00420658,0.00584351,0.0320991,0.014986,0.0186018,0.0112434,0,0.0119695,0,0.0174361,0.00364725,0.00262279,0,0,0.0229076,0,0.00729047,0.0195694,0.0520227,0.0229575,0.0152052,0.0109051,0.00325351,0.00962878,0.021446,0.0108131,0.00879237,0.0192251,0.054875,0.0176873,0.0209638,0.00775641,0.0137273,0.0128292,0.0019853,0.00180252,0,0,0,0,0,0,0.0136505,0.0211299,0,0
160,0.0100643,0.00362186,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00691221,0.0145277,0.00742231,0.00563711,0.0207498,0,0.0262857,0.00656332,0.0631371,0.010688,0.0116016,0.00728764,0.00339721,0.0144816,0,0.0133107,0,0.022828,0.00558059,0.00628851,0.00830038,0.0322671,0.0118563,0.0131533,0.0110935,0,0.0126409,0,0.0178804,0.00378116,0.0035452,0,0,0.0222964,0,0.0069245,0.019507,0.0518197,0.023312,0.0155455,0.0105408,0.00358375,0.0106898,0.0219675,0.0102839,0.00799967,0.0193979,0.0554726,0.0180604,0.0211289,0.00839333,0.01357,0.0128402,0.00274077,0.000500814,0,0,0,0,0,0,0.013669,0.0207481,0,0
161,0.00842192,0.00540821,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171185,0.0154381,0.0152389,0.012223,0.0198645,0,0.0255279,0.00582147,0.0671817,0.0186662,0.016956,0.0225362,0.00460055,0.0137631,0,0.016002,0,0.0524304,0.0209351,0.0164167,0.0157252,0.0340746,0.011611,0.0108888,0.0110421,0,0.012986,0,0.018499,0.0046005,0,0,0,0.0201364,0,0.00555728,0.0200334,0.0518043,0.023746,0.0173716,0.0093371,0.00568772,0.0142849,0.0228906,0.00901444,0.00637961,0.019717,0.0567591,0.018791,0.021331,0.00890599,0.0132302,0.013457,0.00500047,0.00398425,0,0,0,0,0,0,0.0138412,0.0230864,0,0
162,0.00844101,0.00640813,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213506,0.015938,0.0180753,0.0146466,0.0196479,0,0.0251369,0.0056422,0.0687345,0.0224,0.0191951,0.0293953,0.00623761,0.0132075,0,0.0196018,0,0.0671089,0.0267264,0.0208259,0.0186787,0.0355548,0.0164053,0.00983674,0.0110658,0,0.0130107,0,0.0187847,0.00505682,0.00940446,0,0,0.019899,0,0.005088,0.0196896,0.0517972,0.0238965,0.0182584,0.00915223,0,0.0157652,0.0233457,0.0088007,0.00603756,0.0198832,0.0571056,0.0190174,0.0215051,0.00886123,0.013576,0.013419,0.00639725,0.0053054,0,0,0,0,0,0,0.0139746,0.0202645,0,0
163,0.0097474,0.0100462,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253929,0.0177076,0.0210219,0.0256085,0.0200775,0,0.0236555,0.00641242,0,0.0206079,0.032358,0.0331387,0.0104855,0.0136755,0,0.020673,0,0.0594247,0.0311425,0.0276226,0.0216268,0.0403469,0.02247,0.00645879,0.0109938,0,0.0208537,0,0.0203765,0.00433345,0.0140422,0,0,0.0188301,0,0.00414789,0.0206875,0.0469053,0.0236539,0.0181922,0.00849285,0.00543592,0.0195132,0.0255605,0.0091933,0.00675188,0.0192054,0.0577203,0.0195008,0.0208545,0.0185551,0.0148747,0.0139364,0.00969964,0.00954483,0,0,0,0,0,0,0.0133319,0.0233742,0,0
164,0.00839626,0.00633024,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210815,0.0157793,0.0173633,0.0142513,0.0194733,0,0.0252563,0.00541293,0.0686812,0.0211975,0.018457,0.0291842,0.00522642,0.0138283,0,0.0188114,0,0.063801,0.0263165,0.0206724,0.0180761,0.0356428,0.0161054,0.0101241,0.0110623,0,0.0137235,0,0.0187408,0.00512143,0.00845022,0,0,0.0203576,0,0.00542758,0.0193111,0.0515862,0.0234662,0.0180396,0.00932417,0.00574062,0.014858,0.0235512,0.00916737,0.00616428,0.0196029,0.0568573,0.0187934,0.0212759,0.00965513,0.0134827,0.0130847,0.00591939,0.0044511,0,0,0,0,0,0,0.0138225,0.0201156,0,0
165,0.00850468,0.00746661,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040088,0.016167,0.0411579,0.0177537,0.0187575,0,0.0249112,0.00527355,0.0726878,0.0383025,0.020916,0.0324432,0.00574316,0.0136998,0,0.0211094,0,0.0577965,0.0413814,0.0406811,0.0444851,0,0.0340834,0.00929807,0.011031,0,0.0133146,0,0.0187245,0.00629737,0.0103164,0,0,0.0198119,0,0.00493157,0.0194839,0.0524529,0.0237696,0.0193523,0.00841333,0.00652472,0.0165951,0.0237384,0.00827945,0.00535451,0.0196997,0.0575339,0.0190617,0.0212082,0.00929839,0.0139287,0.0133016,0.00736188,0.00610626,0,0,0,0,0,0,0.0140528,0.020079,0,0
166,0.00851677,0.00644883,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019434,0.0156871,0.0168253,0.0140575,0.018341,0,0.0253123,0.0051426,0.0688535,0.0197408,0.0175576,0.0301049,0.00531131,0.0144131,0,0.0189129,0,0.0627078,0.0267666,0.021312,0.0176402,0.0357244,0.0173704,0.0102172,0.0109997,0,0.0138762,0,0.0188062,0.00555179,0.00802479,0,0,0.0207884,0,0.00564739,0.0189919,0.0517524,0.0242564,0.0181392,0.0096461,0.00512773,0.0145014,0.0236169,0.00929544,0.00655028,0.0196392,0.0563896,0.0187125,0.0213526,0.00993025,0.0136564,0.0129395,0.00606552,0.00414148,0,0,0,0,0,0,0.0133718,0.0200147,0,0
167,0.00862095,0.00655844,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207292,0.0156956,0.0167222,0.0142284,0.0182972,0,0.0253815,0.00519405,0.0689343,0.0191886,0.017507,0.0313974,0.00570541,0.0149956,0,0.019402,0,0.0637427,0.0275068,0.022124,0.0176095,0.035637,0.0195772,0.0104915,0.0109502,0,0.0140678,0,0.0189462,0.00570478,0.00815952,0,0,0.02069,0,0.00583387,0.0193963,0.0518037,0.0245386,0.0183158,0.00979636,0.00489395,0.0147335,0.0237014,0.00930994,0.0066765,0.0197821,0.0562673,0.0187579,0.0215003,0.0104504,0.0138173,0.0135308,0.00635923,0.00426875,0,0,0,0,0,0,0.0131108,0.0241557,0,0
168,0.00937384,0.00933233,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233801,0.0165089,0.0180557,0.018242,0.0175123,0,0.0248249,0.00484373,0.0730263,0.0202767,0,0.0351502,0.0116204,0.0147893,0,0.0194251,0,0.0615402,0.0300456,0.0250802,0.0179265,0.0372046,0.0228626,0.00844518,0.0110758,0,0.0176968,0,0.0203619,0.00891529,0.00966846,0,0,0.0203979,0,0.00492484,0.0192607,0.049938,0.0257666,0.0199354,0.0125067,0.00348322,0.0170051,0.0245167,0.0108545,0.00799871,0.0202923,0.055215,0.0188234,0.0224215,0.0133437,0.0143935,0.0131728,0.00994839,0.00598825,0,0,0,0,0,0,0.0122133,0.0201616,0,0
169,0.0090488,0.00873461,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223524,0.0160653,0.0177606,0.0156772,0.0171033,0,0.0250676,0.00457488,0.0716508,0.0208758,0,0.030908,0.0111054,0.0154997,0,0.0174948,0,0.0543054,0.0266672,0.0228173,0.0160923,0.0382066,0.0209576,0.0092985,0.0110138,0,0.0179688,0,0.0205573,0.00873869,0,0,0,0.0212099,0,0.00536277,0.018935,0.0499895,0.0260244,0.0191412,0.0130436,0.00369791,0.0153588,0.0245737,0.0112551,0.00862317,0.020404,0.0549152,0.0187757,0.022681,0.0135232,0.0139865,0.0129073,0.00891342,0.00521958,0,0,0,0,0,0,0.0120933,0.0199057,0,0
170,0.0111366,0.00574622,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00750578,0.0143572,0.00453213,0.00262702,0.0177549,0,0.0264469,0.00532288,0.062225,0.0100544,0,0.00546378,0.0087556,0.0172898,0,0.011848,0,0,0.00783255,0.0062591,0.00783568,0.0333452,0.00946253,0.0132087,0.0109274,0,0.0166838,0,0.0202946,0.00808244,0.00404884,0,0,0.0264429,0,0.00869828,0.0186336,0.0501832,0.0264393,0.0133482,0.0158229,0.00726491,0.00820465,0.0236041,0.0131889,0.0117723,0.0204964,0.0528106,0.0178859,0.0230202,0.0122471,0.0156889,0.0119599,0.00611597,0.00577697,0,0,0,0,0,0,0.0120164,0.0204677,0,0
171,0.0103661,0.00607297,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099317,0.0143063,0.0141185,0.00565011,0.0176468,0,0.0265048,0.00528707,0.0639245,0.0179884,0,0.00691758,0.00934401,0.0172639,0,0.00655843,0.018025,0.0189554,0.00658141,0.00843781,0,0.026809,0.00974285,0.013269,0.010904,0,0.0155431,0,0.0199258,0.0081599,0,0,0,0.0255368,0,0.00811555,0.0183925,0.0515542,0.0260654,0.0149257,0.0142722,0.00572447,0.00891938,0.023571,0.0123835,0.0110162,0.0203157,0.0538104,0.0180981,0.0228293,0.0110705,0.0149265,0.0119615,0.00617775,0.00495693,0,0,0,0,0,0,0.012648,0.0201655,0,0
172,0.00935173,0.00491197,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372255,0.0139229,0.0371098,0.00616161,0.01757,0,0.0268844,0.00563496,0.0645893,0.043332,0.0101017,0.0124896,0.0031421,0.0168752,0,0.00816959,0.0161519,0.02214,0.00942764,0.012552,0,0.00777103,0.0329153,0.0140976,0.0109064,0,0.0152122,0,0.0195305,0.00663681,0.00265043,0,0,0.025411,0,0.00800308,0.0182771,0.0530099,0.0251473,0.0168241,0.0122381,0,0.00946084,0.0236655,0.0114863,0.00967415,0.0199107,0.0550765,0.0183543,0.0222905,0.0104575,0.0150614,0.0119064,0.0037077,0.0024932,0,0,0,0,0,0,0.0135181,0.0199702,0,0
173,0.00955171,0.00677547,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0459672,0.0146042,0.0454217,0.0118136,0.0165086,0,0.0262966,0.00479686,0.0679179,0.0520525,0,0.0119959,0.0110434,0.0169648,0,0.0115059,0.0161777,0.0227951,0.0131765,0.0173247,0,0.011744,0.0394566,0.0127994,0.0109244,0,0.0162018,0,0.0202563,0.00951715,0.00306933,0,0,0.0246117,0,0.00735437,0.0180523,0.0521292,0.0260296,0.0171591,0.0132963,0.00480615,0.0109283,0.0242749,0.0119766,0.00986789,0.0202615,0.0548182,0.0186024,0.0228182,0.0117087,0.0148164,0.0119716,0.00676785,0.00415788,0,0,0,0,0,0,0.013093,0.0196834,0,0
174,0.00937874,0.00679446,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045408,0.0145425,0.0452817,0.0120652,0.0161622,0,0.0263844,0.00469283,0.0681477,0.0523747,0,0.0118129,0.010959,0.0169897,0,0.0123561,0.0172733,0.022993,0.0128774,0.0166055,0,0.012263,0.0391622,0.0128014,0.0109073,0,0.0161099,0,0.020247,0.00949664,0.00294838,0,0,0.024811,0,0.00741238,0.0180783,0.0523604,0.0260511,0.017342,0.0130329,0.00456815,0.0110096,0.024362,0.0117684,0.0095413,0.0203437,0.0550227,0.0187864,0.0228788,0.0116983,0.0149963,0.0120883,0.00669968,0.00419877,0,0,0,0,0,0,0.0130755,0.0202612,0,0
175,0.00843792,0.00493481,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451656,0.0137119,0.0445055,0.00830117,0.0168936,0,0.0271492,0.00569716,0.0661735,0.0517922,0.0111982,0.0121419,0.00304833,0.0172063,0,0.0122728,0.0186184,0.0239646,0.0106608,0.0133012,0,0.0132667,0.0403802,0.0147236,0.0108867,0,0.0158617,0,0.0201486,0.00730659,0.00275313,0,0,0.0257629,0,0.00793147,0.0178991,0.0535315,0.0258534,0.0174799,0.0121624,0,0.0100026,0.0242302,0.0111422,0.00875794,0.0204689,0.0557755,0.0190924,0.0228888,0.0113279,0.0154336,0.0117265,0.00341854,0.00232661,0,0,0,0,0,0,0.0135439,0.0193688,0,0
176,0.00821689,0.00496137,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427048,0.0135402,0.0424234,0.00835843,0.0166657,0,0.0273277,0.00578729,0.0662494,0.049766,0.0113067,0.0125201,0.00307936,0.0173414,0,0.0135259,0.0198017,0.0252736,0.0102002,0.0119462,0,0.0145304,0.0384864,0.014878,0.0108287,0,0.0158245,0,0.0202231,0.0075911,0,0,0,0.025741,0,0.00801026,0.0178727,0.0535758,0.0258846,0.0175488,0.0120629,0,0.00995887,0.0240174,0.0107903,0.00855054,0.0206051,0.0559923,0.0192342,0.0230254,0.0113785,0.015337,0.0117432,0.00328328,0.00250299,0,0,0,0,0,0,0.0131145,0.0201045,0,0
177,0.00917063,0.00662991,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427,0.014064,0.0426192,0.0131028,0.0162694,0,0.0268341,0.00532301,0.0683721,0.050015,0,0.0139043,0.0122636,0.0175856,0,0.0166822,0.0201036,0.0259601,0.0109749,0.0127761,0,0.0139679,0.0375477,0.0145281,0.0108817,0,0.0170841,0,0.0213555,0.0112464,0.00284608,0,0,0.0254604,0,0.00763472,0.0176568,0.0526332,0.0273061,0.0178603,0.015079,0,0.0110869,0.0242311,0.0120388,0.010088,0.0215216,0.054799,0.0192344,0.0242325,0.0125766,0.0152888,0.0116896,0.00639902,0.00470632,0,0,0,0,0,0,0.0123991,0.0193876,0,0
178,0.00915237,0.00648086,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411047,0.013861,0.04128,0.0131088,0.0170061,0,0.0269948,0.00592445,0.0683428,0.0485599,0,0.0134131,0.0125398,0.0179538,0,0.0173726,0,0.0270991,0.0107774,0.0124861,0,0.0145011,0.0367051,0.0154836,0.0107571,0,0.0170876,0,0.0215969,0.0114428,0.00244793,0,0,0.0258059,0,0.00767677,0.0176924,0.0530031,0.0275036,0.0178231,0.0154392,0,0.0112294,0.0241253,0.011965,0.0102299,0.0218465,0.0547751,0.0193581,0.024665,0.0125778,0.0155802,0.0117325,0.00625139,0.00497427,0,0,0,0,0,0,0.0122625,0.019234,0,0
