Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,x74,x75,x76,x81,LBHD,LEAR,RTHI,RWRB,,x77
979,0.00253386,0.00525614,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389811,0.00976485,0.0279446,0.00305326,0.131954,0,0.0362554,0.0674701,0.0611923,0,0.0150115,0.0196209,0.0135808,0.0650253,0.0120553,0.0226926,0.0255867,0.0195619,0.0179743,0.00770642,0.0115333,0.0259155,0.0423933,0,0.0104936,0.0302406,0.0213644,0,0.0138114,0.00373439,0.00505385,0,0,0.10681,0,0.00865734,0.0516371,0.0558462,0.0253269,0.0170157,0.0120726,0.00842649,0.0401753,0.0216805,0.00657832,0.00784535,0.0161734,0.0595161,0.0145535,0.0120526,0.0332842,0.0648884,0.0159933,0.00884493,0.00852488,0,0,0,0,0,0,0.0116747,0.0187735,0,0
980,0.00199681,0.00462276,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361598,0.00947732,0.0173311,0.00261816,0.133006,0,0.036572,0.0679439,0.0607764,0,0.0149248,0.0132091,0.0118276,0.0658235,0.00659265,0.0141799,0.0243082,0.0208236,0.0216116,0.0131188,0.0216247,0.0387343,0.0367171,0,0.0106437,0.030077,0.0209794,0,0.0132186,0.0034493,0.00448828,0,0,0.107045,0,0.00887394,0.0518333,0.0547435,0.0234067,0.0162006,0.0112369,0.00633266,0.0398566,0.021183,0.00673662,0.00789309,0.0157451,0.0590026,0.0142994,0.0118834,0.0326029,0.0652272,0.0162872,0.00850528,0.0077982,0,0,0,0,0,0,0.0113424,0.0192056,0,0
981,0.00282802,0.0056695,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0518195,0.0097112,0.0323235,0.00409932,0.134101,0,0.0364473,0.068357,0.0611073,0,0.0151989,0.0228419,0.0131956,0.0660887,0.0139522,0.0245371,0.0283903,0.0204685,0.0215889,0.0109631,0.0147703,0.0268981,0.0554231,0,0.0106452,0.0300189,0.017623,0,0.0133327,0.00418582,0.00558308,0,0,0.107147,0,0.00832372,0.051786,0.0551695,0.0224198,0.0168387,0.0106694,0.00823296,0.0398012,0.0209948,0.00663807,0.00688287,0.0160847,0.0588985,0.0149462,0.0128342,0.027071,0.064923,0.016321,0.00937896,0.00780476,0,0,0,0,0,0,0.0112113,0.0189601,0,0
982,0.00308851,0.005729,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568934,0.00975622,0.0341419,0.00442297,0.134592,0,0.0363493,0.0686079,0.0608875,0,0.015259,0.0244479,0.0125742,0.0663173,0.0147576,0.0251529,0.0296127,0.0207462,0.0232384,0.0122255,0.0161485,0.0276832,0.0624938,0,0.0106165,0.029945,0.015762,0,0.0132814,0.00454067,0.00565615,0,0,0.107017,0,0.00817367,0.0518366,0.0548598,0.0217759,0.0169015,0.00961295,0.00817449,0.0393913,0.0204642,0.00725481,0.00683633,0.0161159,0.0586932,0.0152951,0.0135679,0.0235231,0.0648525,0.0167608,0.00932767,0.00753958,0,0,0,0,0,0,0.0107993,0.0192186,0,0
983,0.00336036,0.00578991,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0612947,0.00985177,0.035531,0.00448308,0.13506,0,0.0363318,0.0688923,0.0603916,0,0.0153544,0.0258427,0.0120282,0.0665072,0.0152028,0.0253638,0.0305168,0.0208002,0.0247968,0.0135155,0.0174678,0.0286051,0.0688673,0,0.0106294,0.029969,0.01421,0,0.0135672,0.00521367,0.0056237,0,0,0.106682,0,0.00802081,0.0518111,0.0544576,0.0217348,0.0168998,0.00838665,0.00824066,0.0389343,0.0201817,0.0077436,0.0069961,0.0163226,0.0584973,0.0156485,0.014761,0.0200986,0.0646961,0.0173575,0.009225,0.00728892,0,0,0,0,0,0,0.0104465,0.019596,0,0
984,0.00359579,0.00579531,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0647422,0.00988843,0.0367796,0.00450025,0.135412,0,0.0363489,0.0690858,0.0597628,0,0.0155094,0.027001,0.0116048,0.0667278,0.0152327,0.0253645,0.0311246,0.0206712,0.0261649,0.0146697,0.0186161,0.0293481,0.0725773,0,0.0106873,0.0299678,0.0127879,0,0.0139838,0.00609709,0.005498,0,0,0.1062,0,0.00790949,0.0517866,0.053961,0.0221956,0.0168795,0.00731358,0.00848237,0.0385083,0.0203011,0.00787395,0.00729786,0.0167959,0.0580784,0.016172,0.016151,0.0167262,0.0644811,0.0181333,0.00913998,0.00699308,0,0,0,0,0,0,0.00998191,0.0201912,0,0
985,0.00378017,0.00576743,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663668,0.00992755,0.0382404,0.00457096,0.135689,0,0.0364271,0.0692367,0.0592644,0,0.0157061,0.0278823,0.0114276,0.0670056,0.015092,0.0252404,0.0315432,0.0205208,0.0272388,0.0154659,0.0194334,0.0297366,0.0738384,0,0.0108076,0.029993,0.0116085,0,0.0145736,0.0070446,0.00525084,0,0,0.105541,0,0.00778838,0.0516682,0.0534805,0.0230566,0.0168281,0.00645813,0.00897772,0.0382037,0.020915,0.00761269,0.00718618,0.0174605,0.0575229,0.0167513,0.0175617,0.0133006,0.0642369,0.0188191,0.00916975,0.00667557,0,0,0,0,0,0,0.00944995,0.0207558,0,0
986,0.00439943,0.0062399,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663102,0.0131069,0.0397257,0.00453114,0.141926,0,0.0275507,0.0769389,0.0591049,0,0.0160521,0.0284162,0.0121113,0.0667856,0.0149344,0.0249334,0.0319043,0.0204966,0.0279343,0.0159159,0.0198566,0.0298205,0.0733321,0,0,0.0297366,0.0114907,0,0.0154901,0.00817011,0.00546676,0,0,0.104652,0,0.00765659,0.051435,0.0532953,0.024324,0.0167362,0.00641162,0.0101838,0.0379079,0.0219442,0.00724568,0.00675283,0.018427,0.0570699,0.0172933,0.019168,0.00968549,0.0638492,0.0184817,0.00990309,0.00697897,0,0,0,0,0,0,0.00929139,0.0206724,0,0
987,0.0039178,0.00575113,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654201,0.00999927,0.0407655,0.00468568,0.136492,0,0.0362595,0.069596,0.0589579,0,0.0159867,0.0283517,0.0120703,0.0675297,0.0148175,0.0247894,0.0322385,0.0205381,0.0283513,0.0163324,0.0203638,0.0298471,0.0718115,0,0.0126871,0.0294231,0.0109209,0,0.016019,0.00903948,0.00443758,0,0,0.103927,0,0.00751244,0.0512871,0.0530963,0.0250793,0.016721,0.0073117,0.0107803,0.0378706,0.0227653,0.00726991,0.00668033,0.0190928,0.0565905,0.0176708,0.0203466,0.00791037,0.0637533,0.0198509,0.0096366,0.00626502,0,0,0,0,0,0,0.00919127,0.0217305,0,0
988,0.00401198,0.00586639,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0638311,0.0101609,0.0412837,0.00469907,0.136416,0,0.036421,0.0694882,0.0587988,0,0.0161908,0.0279865,0.0130103,0.0675312,0.0145666,0.0245699,0.0324803,0.0206651,0.0284258,0.0165447,0.0207025,0.0297285,0.0702724,0,0.01193,0.0298613,0.0118077,0,0.0172759,0.0100872,0.00393691,0,0,0.103007,0,0.00725458,0.0508564,0.0528044,0.0266077,0.0165584,0.009191,0.0120949,0.0379902,0.0236576,0.00784241,0.00673722,0.0200137,0.0558536,0.0181544,0.0221483,0.0068594,0.0634761,0.019152,0.0101425,0.0060853,0,0,0,0,0,0,0.00921385,0.0213394,0,0
989,0.00403297,0.00569617,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0626523,0.0103141,0.0413504,0.00484001,0.136561,0,0.0360184,0.069715,0.0586575,0,0.0160659,0.0280409,0.0132148,0.067528,0.0143766,0.0244364,0.0326789,0.0206653,0.0285317,0.0168832,0.0211136,0.0298121,0.0680343,0,0.0128381,0.029702,0.0116615,0,0.0173073,0.0105053,0.00365441,0,0,0.102678,0,0.00713393,0.0507186,0.052597,0.026792,0.0163592,0.00984542,0.0127714,0.0379532,0.0240709,0.0080418,0.00696598,0.0202392,0.0552682,0.0181436,0.0235142,0.00661345,0.0634368,0.0193563,0.0103376,0.00599749,0,0,0,0,0,0,0.00899102,0.0214542,0,0
