Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LEAR,,LBHD,LTHII,LTHI,x80,x90
958,0.160421,0.118043,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0952411,0.0198061,0.0259579,0.0596638,0.0440947,0,0.0260532,0.0111462,0.046991,0.0255418,0.0597797,0.0207926,0.0572395,0.209953,0.0159774,0.0308427,0.0268031,0.0210649,0.0228592,0.0168114,0,0.0774335,0.0234481,0.0118875,0.0127082,0.0261053,0.0164604,0.0386404,0.105828,0,0,0,0,0.0225612,0.0471244,0.0482778,0.019857,0.013214,0.0381173,0.0525247,0.0292955,0.0136673,0.0210702,0.0227937,0.0262241,0.0140252,0.0334256,0.0057746,0.0122822,0.0171032,0.0577051,0.00385602,0.032579,0.122998,0.105359,0,0,0,0,0,0,0.0299207,0.00961764,0,0
959,0.160296,0.117995,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0953779,0.0199175,0.0259269,0.0595907,0.0440624,0,0.0260601,0.0111513,0.0469692,0.0254793,0.0597133,0.0207474,0.0571126,0.209903,0.015909,0.0309926,0.0266959,0.020975,0.0228361,0.0167566,0,0.0773721,0.0234339,0.0119457,0.0127753,0.0260466,0.0164674,0.0385012,0.105769,0,0,0,0,0.022452,0.0471117,0.0483332,0.0199177,0.0130553,0.0381079,0.053113,0.0292236,0.0136912,0.0210631,0.0227717,0.0262706,0.0140888,0.0333923,0.00582377,0.0123572,0.01724,0.0576227,0.00392199,0.0325523,0.12295,0.105372,0,0,0,0,0,0,0.0297832,0.00951502,0,0
960,0.160949,0.11841,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0952928,0.0216577,0.0257795,0.0586977,0.0411671,0,0.0204516,0.0070572,0.0470878,0.025333,0.0593401,0.0206318,0.0557626,0.208885,0.0157574,0.030982,0.0265131,0.0207847,0.0227136,0.0167945,0,0.0798892,0,0.0128491,0.0126656,0.0259361,0.0164105,0.038184,0.106292,0,0,0,0,0.0225424,0.0470679,0.048245,0.0197705,0.0131987,0.0380319,0.0516035,0.0291243,0.0136391,0.0211488,0.0227568,0.0261557,0.0139587,0.0334333,0.00576908,0.012217,0.0169628,0.0576588,0.00393235,0.0325058,0.123071,0.106563,0,0,0,0,0,0,0.0297099,0.00935526,0,0
961,0.160998,0.118353,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0950576,0.0216888,0.0258284,0.0583199,0.0414221,0,0.0207305,0.00705516,0.0473202,0.0254043,0.059696,0.0205518,0.0553514,0.208684,0.0156247,0.0308997,0.0263855,0.0207167,0.0226704,0.0169953,0,0.0798609,0,0.0127754,0.0123973,0.0258571,0.0162513,0.0380777,0.106423,0,0,0,0,0.0225099,0.0470055,0.0480276,0.0195061,0.0134358,0.0378185,0.050519,0.0291354,0.0134342,0.0212225,0.0226414,0.0258853,0.0137207,0.0335613,0.005648,0.0119929,0.0164264,0.0576277,0.00390883,0.0324463,0.123051,0.106887,0,0,0,0,0,0,0.0297027,0.00928456,0,0
962,0.161036,0.118336,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0938853,0.0216668,0.026059,0.0589005,0.0413233,0,0.0207327,0.00712776,0.0471609,0.0256472,0.059363,0.0209889,0.0553707,0.208853,0.0159728,0.0309561,0.0267225,0.0212213,0.0230051,0.0170825,0,0.0796827,0,0.0126994,0.0121833,0.0257253,0.0162176,0.0382705,0.106383,0,0,0,0,0.0224686,0.0471197,0.0480255,0.0193269,0.0134717,0.0378346,0.0503117,0.0292808,0.0135287,0.021146,0.0227387,0.0259675,0.0136173,0.0334447,0.00571773,0.0118338,0.0160686,0.0578037,0.00379939,0.0324227,0.123096,0.10662,0,0,0,0,0,0,0,0.00953639,0,0
963,0.161038,0.118316,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0939254,0.021645,0.0260687,0.058601,0.0413083,0,0.0207312,0.00716492,0.0474676,0.02569,0.0588437,0.0208691,0.0554371,0.209147,0.0155583,0.0307521,0.026263,0.0210446,0.0226661,0.017507,0,0.0796186,0,0.0127254,0.0121578,0.025768,0.0161249,0.0381847,0.106419,0,0,0,0,0.0225525,0.0472129,0.0480192,0.019187,0.0135024,0.0377082,0.0501374,0.0293107,0.0134368,0.0213267,0.022647,0.0258087,0.0135797,0.0335569,0.00564269,0.0117907,0.0159821,0.0577489,0.00379013,0.0324397,0.123044,0.105877,0,0,0,0,0,0,0.0296587,0.00913885,0,0
964,0.160483,0.117884,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094005,0.0201963,0.0262251,0.0591405,0.0441097,0,0.0263197,0.0112131,0.0476721,0.0258786,0.0597135,0.0214353,0.0565991,0.210122,0.0155889,0.0309681,0.0262149,0.0209641,0.0227116,0.0177035,0,0.077201,0.0232872,0.012006,0.0121683,0.0258246,0.0161576,0.0383993,0.105915,0,0,0,0,0.0223692,0.0472941,0.047936,0.0193149,0.0133638,0.0378131,0.0515889,0.0294058,0.0133507,0.0214624,0.0226553,0.0258359,0.0137243,0.0334762,0.00575883,0.0119044,0.0160455,0.0576773,0.00387377,0.0324673,0.123032,0.103611,0,0,0,0,0,0,0.0297457,0.00922457,0,0
965,0.160987,0.118035,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0940238,0.021853,0.0258986,0.0582632,0.0410049,0,0.0205842,0.00724786,0.0479364,0.0256541,0.0595354,0.0211404,0.05553,0.209198,0.0154282,0.030838,0.0260111,0.0206319,0.0225631,0.0177382,0,0.0792928,0,0.0127771,0.0122061,0.0257905,0.0161838,0.0381706,0.106287,0,0,0,0,0.0225763,0.0473584,0.047808,0.0192813,0.0134841,0.0377845,0.0504601,0.029455,0.0132855,0.0214503,0.0226249,0.0257209,0.0137316,0.0334898,0.00573304,0.0118846,0.0159865,0.0578222,0.00385615,0.0325619,0.123213,0.105676,0,0,0,0,0,0,0.0296891,0.00915222,0,0
966,0.16057,0.117257,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0951021,0.0202896,0.0254042,0.0597989,0,0,0.0261788,0.0137189,0.0481364,0.0251952,0.0604204,0.0215289,0.0581982,0.207138,0.0156862,0.0311072,0.0259965,0.0204751,0.0226999,0.0175875,0,0.0739166,0.0228859,0.0122785,0.0125134,0.0257309,0.0163438,0.0387319,0.106137,0,0,0,0,0.022087,0.0476524,0.0479029,0.0195709,0.0132047,0.0379333,0.0535284,0.030793,0.0133215,0.021267,0.0225726,0.025886,0.014051,0.0333208,0.00593241,0.0122384,0.0165418,0.0583213,0.00391053,0.0326968,0.122883,0.104916,0,0,0,0,0,0,0.0299779,0.00920001,0,0
967,0.161134,0.118696,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0951529,0.0201231,0.0251913,0.0594131,0.0442124,0,0.0260546,0.011721,0.0481895,0.0250155,0.0599827,0.0215349,0.0576171,0.206389,0.0156711,0.0311926,0.0258965,0.0204534,0.0226019,0.0175754,0,0.0770274,0.0230923,0.0117996,0.0126515,0.0260576,0.0164872,0.0387325,0.106059,0,0,0,0,0.0226249,0.0472996,0.0478877,0.0195811,0.0133239,0.0380686,0.0529032,0.0292246,0.0134708,0.0212066,0.0226699,0.0259893,0.0141937,0.0331783,0.00604084,0.0123687,0.0166134,0.0573148,0.00399523,0.032716,0.124554,0.105758,0,0,0,0,0,0,0.029896,0.00913302,0,0
968,0.16128,0.11871,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0959281,0.0202457,0.0246066,0.0587487,0.0446546,0,0.0262982,0.0113901,0.0483891,0.0244571,0.0599376,0.020954,0.0568892,0.206769,0.0158901,0.0313214,0.0256595,0.0202091,0.0223391,0.0177496,0,0.0776676,0.0229417,0.0119669,0.0126703,0.0260139,0.016551,0.0385269,0.106228,0,0,0,0,0.0226962,0.0472536,0.0477986,0.0194519,0.0133862,0.0380393,0.0521718,0.0291132,0.0134547,0.0212019,0.0226219,0.0258818,0.0142723,0.0331765,0.00607479,0.0125349,0.0165545,0.0573483,0.00387685,0.0327112,0.124771,0.105177,0,0,0,0,0,0,0.0298471,0.00894565,0,0
969,0.160914,0.118373,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097298,0.020797,0.0237915,0.0582849,0.0449581,0,0.0268275,0.0115994,0.04853,0.023675,0.0593141,0.0202881,0.0560125,0.208981,0.0160838,0.0315049,0.025464,0.0199457,0.0220552,0.0181238,0,0.077198,0.0225488,0.0128054,0.0126749,0.025743,0.0166444,0.038243,0.106014,0,0,0,0,0.02247,0.0474133,0.0478225,0.0192602,0.0133178,0.037973,0.0512706,0.0294756,0.0135048,0.0211921,0.0225438,0.0257812,0.0143098,0.0332012,0.00608611,0.0126033,0.016494,0.0578648,0.00382012,0.0326982,0.124125,0.1028,0,0,0,0,0,0,0.0298431,0.00875014,0,0
970,0.161337,0.118716,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0980591,0.0233009,0.0233873,0.05697,0.0425476,0,0.0216074,0.00680468,0.048705,0.0233116,0.058785,0.0199677,0.0539398,0.209011,0.0156443,0.031881,0.0251899,0.019604,0.0217047,0.0181738,0,0.0792341,0,0.0138515,0.0125613,0.0256154,0.0166378,0.0377131,0.106425,0,0,0,0,0.0225685,0.0476277,0.0477279,0.0189631,0.0135009,0.0378543,0.0490251,0.0298229,0.0135458,0.0212093,0.0224341,0.0255693,0.0142109,0.0333337,0.00598125,0.0124702,0.0161154,0.0584616,0.00371359,0.0327696,0.123744,0.102988,0,0,0,0,0,0,0.0295739,0.00849722,0,0
971,0.161159,0.11872,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0984662,0.0232923,0.0230786,0.0566745,0.0425157,0,0.0215444,0.00680729,0.0488106,0.023081,0.0589262,0.0199407,0.0537623,0.20861,0.01593,0.0321024,0.0250326,0.0190692,0.0215644,0.018059,0,0.0791218,0,0.0130892,0.0125058,0.0254693,0.0165424,0.0376568,0.106234,0,0,0,0,0.0224606,0.0475413,0.0476494,0.0188338,0.0135036,0.0377857,0.0488897,0.0298318,0.0136115,0.0212149,0.0223802,0.0255417,0.0141808,0.0333433,0.00598604,0.0124853,0.016038,0.0585125,0.00363482,0.0326767,0.123792,0.103686,0,0,0,0,0,0,0.0295295,0.00842034,0,0
972,0.160784,0.117818,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0990027,0.0229685,0.0226903,0.0565866,0.0422179,0,0.0212999,0.00691437,0.0489366,0.0227846,0.0588859,0.019945,0.0542317,0.208255,0.016136,0.0320632,0.0249224,0.0187553,0.0214883,0.0180045,0,0.0788893,0,0.0128841,0.0124745,0.0254526,0.0163638,0.0376767,0.105867,0,0,0,0,0.0223632,0.0475639,0.0476071,0.0185972,0.0134968,0.0376038,0.0490633,0.0297003,0.0136566,0.0212675,0.0223208,0.02554,0.0140524,0.0333628,0.00597133,0.0124181,0.0159753,0.0585315,0.00369168,0.0326555,0.123854,0.1055,0,0,0,0,0,0,0.0296099,0.00837171,0,0
973,0.160585,0.117919,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0998457,0.0224654,0.02227,0.0565026,0.0418394,0,0.0210138,0.00704075,0.0491209,0.0224576,0.0588159,0.0199565,0.0548839,0.20819,0.0160934,0.0319679,0.0248025,0.0187149,0.0214176,0.0180126,0,0.0787653,0,0.0131405,0.0125123,0.0254479,0.0161757,0.0376802,0.105655,0,0,0,0,0.0223073,0.0476767,0.0475906,0.0183663,0.0134935,0.0374154,0.0492122,0.0296964,0.0137162,0.0212912,0.0222499,0.0255493,0.0139491,0.0333922,0.00595402,0.0123852,0.0160311,0.0586787,0.00368414,0.0326832,0.123852,0.106122,0,0,0,0,0,0,0.0297586,0.0083202,0,0
974,0.160639,0.118161,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100314,0.022518,0.0220328,0,0.0416088,0,0.0209284,0.00730585,0.0491706,0.0223622,0.0594303,0.0202307,0.0551264,0.20823,0.016756,0.0319254,0.0249544,0.019173,0.0215738,0.0178906,0,0.0782813,0,0.013017,0.0125486,0.0254245,0.0161298,0.0378939,0.105623,0,0,0,0,0.022235,0.0478437,0.0476654,0.0182522,0.0134836,0.0375061,0.0497758,0.0298904,0.0139248,0.0211417,0.022364,0.0257574,0.014006,0.0332288,0.00608908,0.0124282,0.0161566,0.0588347,0.0036404,0.0327287,0.124015,0.105732,0,0,0,0,0,0,0.0301515,0.00849274,0,0
975,0.160037,0.116885,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101941,0.0202388,0.0218421,0,0,0,0.0261098,0.0141154,0.0493305,0.0222452,0.0608305,0.0205422,0.0579459,0.20726,0.0171287,0.0322195,0.0251939,0.0194707,0.021806,0.0175751,0,0.0726338,0.0220935,0.0130414,0.0128841,0.0253931,0.0163112,0.0383576,0.10531,0,0,0,0,0.0216686,0.0483541,0.047734,0.0186733,0.0131201,0.0379283,0.0528227,0.0315067,0.0140057,0.0210512,0.0224536,0.0260325,0.0145103,0.0329879,0.00637558,0.0129844,0.0167572,0.059666,0.00355066,0.0328451,0.123278,0.103646,0,0,0,0,0,0,0.0306239,0.00878312,0,0
976,0.160188,0.11772,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102601,0.0206118,0.0215953,0.0573317,0.0444821,0,0.0267636,0.0122852,0.0495706,0.0220535,0.0598702,0.0203636,0.0572006,0.208821,0.0169142,0.0321208,0.0249984,0.0191418,0.0216009,0.0175413,0,0.075143,0.0221888,0.013454,0.0130187,0.0257319,0.0163638,0.0380722,0.105104,0,0,0,0,0.0221254,0.0481751,0.0477362,0.0187378,0.0132123,0.0381282,0.0516876,0.030191,0.0140071,0.0210987,0.0224486,0.0259739,0.0147158,0.0329875,0.00637987,0.0131723,0.0168063,0.0589164,0.00370938,0.0329282,0.124335,0.104333,0,0,0,0,0,0,0.0304577,0.00864758,0,0
977,0.160036,0.117146,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103789,0.0211224,0.021293,0.0572674,0,0,0.0277483,0.0140207,0.0498345,0.0218286,0.0600678,0.020406,0.0574825,0.207026,0.0173436,0.0321556,0.0249916,0.0190938,0.0215698,0.017419,0,0.072392,0.0218991,0.0136372,0.0131803,0.0255075,0.0163839,0.0380795,0.105279,0,0,0,0,0.0217894,0.0486019,0.0478082,0.0187893,0.0131469,0.0381612,0.0522977,0.0315357,0.0139484,0.0211064,0.0223384,0.0259213,0.0148504,0.0330167,0.00634831,0.013344,0.0169414,0.059808,0.00343998,0.0330081,0.123362,0.103766,0,0,0,0,0,0,0.0305275,0.00874745,0,0
978,0.160079,0.117882,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103815,0.0209397,0.0213236,0,0.0447498,0,0.0275167,0.0119876,0.0496713,0.0219369,0.0599976,0.0205657,0.0568956,0.208918,0.0177243,0.0320401,0.0251061,0.0193197,0.0216203,0.017305,0,0.0748766,0.0220667,0.0142008,0.0132058,0.0257221,0.016426,0.0381636,0.10486,0,0,0,0,0.0222325,0.0483937,0.0478449,0.0186982,0.0133193,0.0382525,0.0514813,0.0300492,0.0142079,0.0209361,0.0225291,0.0261583,0.014876,0.0328278,0.00645066,0.0133452,0.0170248,0.0590221,0.0032782,0.0330737,0.124408,0.104128,0,0,0,0,0,0,0.0306909,0.00899411,0,0
979,0.160546,0.117767,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10439,0.0231322,0.0209747,0,0.0418918,0,0.0214788,0.00707804,0.0498005,0.0216244,0.0591031,0.0204159,0.0554816,0.208694,0.017833,0.031775,0.0248379,0.0192003,0.0213526,0.0174637,0,0.0773234,0,0.0154964,0.0132197,0.0256864,0.0162362,0.0376949,0.10534,0,0,0,0,0.0224066,0.0485196,0.0477695,0.0184094,0.013431,0.037942,0.0495924,0.0301745,0.0141684,0.020944,0.0224745,0.0259298,0.01469,0.0330576,0.00627707,0.0132371,0.017019,0.0593353,0.00325081,0.0331699,0.124212,0.105214,0,0,0,0,0,0,0.0304209,0.0088373,0,0
980,0.159834,0.116433,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106,0.0202114,0.0208,0.0567194,0,0,0.0267055,0.0137011,0.0500675,0.0214553,0.0599759,0.0208328,0.0575399,0.206658,0.0181892,0.0319612,0.024806,0.0193106,0.0214789,0.0174118,0,0.0716471,0.0221807,0.0141617,0.0135228,0.0254808,0.0162489,0.037914,0.105064,0,0,0,0,0.0216975,0.0488776,0.0476543,0.0186794,0.0130122,0.0379769,0.0524818,0.0320099,0.0139538,0.0210042,0.0222402,0.0258906,0.0149342,0.0331243,0.00630423,0.0136268,0.0176204,0.0601789,0.00330525,0.0331863,0.123031,0.103268,0,0,0,0,0,0,0.0305261,0.00878651,0,0
981,0.159954,0.116943,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105838,0.0203005,0.0208458,0,0,0,0.026449,0.0137997,0.0499846,0.021656,0.060506,0.0217461,0.0582116,0.206388,0.0186323,0.0316701,0.0250138,0.0194736,0.0218198,0.0172005,0,0.0715199,0.0220291,0.0126982,0.0135332,0.0256351,0.0163711,0.0381864,0.105023,0,0,0,0,0.0218357,0.0489568,0.0477358,0.0186252,0.0129804,0.0381803,0.0530765,0.0319969,0.0142344,0.0208761,0.0224175,0.0262048,0.0150104,0.0329034,0.00642923,0.0136488,0.0177021,0.0601127,0.00345619,0.0332711,0.12335,0.102946,0,0,0,0,0,0,0.030823,0.00881412,0,0
982,0.160129,0.118323,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105812,0.0204164,0.0208664,0.056148,0.0447816,0,0.0269676,0.0116039,0.0500863,0.0216728,0.0591008,0.0210868,0.0571545,0.208053,0.0189278,0.0316474,0.0248318,0.0194128,0.0217169,0.0167788,0,0.0746471,0.0221951,0.0125373,0.013498,0.0260044,0.0164523,0.0378173,0.104797,0,0,0,0,0.0224433,0.0486488,0.0477793,0.0184743,0.013076,0.0381409,0.0517454,0.0304063,0.0143458,0.0210003,0.0224789,0.0261829,0.0149648,0.0330008,0.00632179,0.0135802,0.0175994,0.0591296,0.00366692,0.0332884,0.124438,0.103781,0,0,0,0,0,0,0.0306431,0.00842875,0,0
983,0.160897,0.117922,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105065,0.0223479,0.0210341,0,0,0,0.0215736,0.00841817,0.0499186,0.0219308,0.0587435,0.0208886,0.0570071,0.204957,0.0201293,0.0317861,0.0249874,0.0196896,0.0218317,0.0165248,0,0.0748335,0,0.0151627,0.0133031,0.0257665,0.0163561,0.03777,0.105583,0,0,0,0,0.0223667,0.0489711,0.0480083,0.0182042,0.0131155,0.0380619,0.0513845,0.031685,0.0146263,0.0208757,0.0226765,0.0263206,0.0148235,0.032981,0.00630413,0.0134254,0.0172778,0.0600674,0.00350354,0.0333733,0.123939,0.104175,0,0,0,0,0,0,0.0306613,0.00860411,0,0
984,0.160725,0.118589,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105475,0.0191894,0.0210546,0.0559649,0.0451403,0,0.0263763,0.0109344,0.0500911,0.021889,0.0586494,0.020665,0.0565139,0.205447,0.019915,0.0319229,0.0248271,0.019926,0.0216559,0.0165184,0,0.0759618,0.0224254,0.0146913,0.0131043,0.0261163,0.0161868,0.0375397,0.105081,0,0,0,0,0.0227359,0.0485808,0.0478701,0.0180847,0.0130939,0.0379134,0.0514752,0.0302041,0.01446,0.0210086,0.0225528,0.0261272,0.0147372,0.0331582,0.00618557,0.0133924,0.0169734,0.0589854,0.00383475,0.0334118,0.12515,0.104177,0,0,0,0,0,0,0.0304671,0.00872529,0,0
985,0.161297,0.118973,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105088,0.021269,0.0210994,0.0552375,0.0423871,0,0.0203439,0.00672532,0.0500531,0.021953,0.057335,0.0206129,0.0551625,0.204842,0.0186847,0.0315852,0.0247754,0.0200395,0.0215683,0.0165348,0,0.0789946,0,0.0154491,0.0127989,0.0261361,0.0160067,0.0371869,0.105483,0,0,0,0,0.0228935,0.0487014,0.0479453,0.0177125,0.0131497,0.0376413,0.0497106,0.0301415,0.0145653,0.0209897,0.0224388,0.0260608,0.0144197,0.0332748,0.00603873,0.0130578,0.0165211,0.0592555,0.00395397,0.0335177,0.125202,0.105209,0,0,0,0,0,0,0.0302387,0.00912383,0,0
986,0.159736,0.118096,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104797,0.0191493,0.0205152,0.0561174,0.0445279,0,0.0257704,0.0109225,0.0490399,0.0249463,0.0553411,0.0278449,0.0566446,0.206817,0.0254466,0,0.0297818,0.0221762,0.0261102,0.0195847,0,0.0755002,0.0221544,0.0112064,0.0125209,0.0260348,0.0170034,0.0389404,0.103935,0,0,0,0,0.0224922,0.0488141,0.0466155,0.0190642,0.0125832,0.039499,0.053296,0.0301436,0.0147298,0.0205794,0.0234097,0.0277243,0.0155904,0.0315723,0.00763712,0.0140801,0.0172226,0.0592899,0.00396425,0.0335064,0.125294,0.102776,0,0,0,0,0,0,0.0371366,0.012454,0,0
987,0.159854,0.117588,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109733,0.0190652,0.0205776,0.0555688,0.0448324,0,0.0258516,0.0103632,0.0504408,0.0213364,0.0577078,0.0219339,0.0567186,0.207487,0.0206345,0.031422,0.025491,0.0208597,0.0220947,0.016171,0,0.0760565,0.0222815,0.0111811,0.0127134,0.0263338,0.01617,0.0374141,0.104338,0,0,0,0,0.0226816,0.0490158,0.0479795,0.0177804,0.0129209,0.0378121,0.0510234,0.0302032,0.0146712,0.0210047,0.0225108,0.0264013,0.0144521,0.0330507,0.00616471,0.012991,0.0167859,0.0593452,0.00407865,0.0336687,0.124461,0.103595,0,0,0,0,0,0,0.0312386,0.00943947,0,0
988,0.159791,0.117643,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108042,0.0189274,0.0205592,0.0548565,0.0450511,0,0.0259275,0.0103607,0.0504278,0.0213116,0.0582694,0.0213734,0.0559099,0.206551,0.0197728,0.0303079,0.0253298,0.0204751,0.0220697,0.0166237,0,0.0762959,0.022296,0.0132563,0.0121778,0.0264022,0.0157665,0.0370512,0.104282,0,0,0,0,0.022707,0.0490891,0.0477921,0.017485,0.0129267,0.0372538,0.0504172,0.0301003,0.014404,0.021011,0.0223147,0.0261385,0.0141046,0.0332435,0.00607022,0.0126714,0.0161371,0.0593184,0.00407428,0.0336973,0.124362,0.103937,0,0,0,0,0,0,0.0308555,0.00842022,0,0
989,0.160591,0.118202,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107761,0.0210776,0.0204637,0.0540387,0.0424312,0,0.0200179,0.0066952,0.0503806,0.0212491,0.0576564,0.0212055,0.0548468,0.204812,0.0195977,0.0298131,0.0251439,0.0203818,0.0220138,0.0168508,0,0.0788972,0,0.0163963,0.0117375,0.0264977,0.0155927,0.0367432,0.104808,0,0,0,0,0.0229428,0.0491716,0.0477555,0.0172618,0.0130207,0.037048,0.049041,0.0298936,0.0144135,0.0210129,0.0223269,0.0260993,0.0138201,0.0332318,0.00600738,0.0123044,0.015447,0.0592841,0.00416993,0.0337953,0.124772,0.105313,0,0,0,0,0,0,0.0300546,0.00804812,0,0
990,0.160696,0.11836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108119,0.0209716,0.0207641,0.0542273,0.0427375,0,0.0202545,0.00685989,0.0501413,0.0214395,0.0573313,0.0212572,0.0544957,0.204921,0.0196836,0.0302881,0.025213,0.0206544,0.0219432,0.0166801,0,0.0788619,0,0.0170002,0.0113185,0.0265516,0.0153597,0.0366639,0.104917,0,0,0,0,0.0229402,0.0493329,0.0479155,0.0170303,0.0130642,0.0368084,0.0488258,0.0298188,0.0145427,0.0207882,0.0223258,0.0261232,0.0135626,0.0331872,0.00597497,0.0119842,0.0150143,0.0592803,0.00417929,0.0339487,0.12485,0.105498,0,0,0,0,0,0,0.0289472,0,0,0
991,0.160934,0.118352,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107719,0.0210057,0.0208517,0.0541598,0.0429801,0,0.0203144,0.00682332,0.0500139,0.0215085,0.0575849,0.0209488,0.0541654,0.204349,0.0192161,0.0306954,0.0250742,0.0206812,0.0216289,0.0165988,0,0.0791192,0,0.0168902,0.0108844,0.0266413,0.0152182,0.0366171,0.105102,0,0,0,0,0.0228747,0.0494137,0.0478987,0.016931,0.0131384,0.0366935,0.0485697,0.0297181,0.0145536,0.0206715,0.0223931,0.0261186,0.0133154,0.0331246,0.00594121,0.0116244,0.0148347,0.0591574,0.00425004,0.03406,0.125041,0.105157,0,0,0,0,0,0,0.0296215,0.00829705,0,0
992,0.161171,0.118446,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107187,0.0211441,0.021019,0,0.0430595,0,0.0204152,0.00688786,0.0497448,0.0217864,0.0579666,0.0209197,0.0544702,0.204151,0.0189389,0.0307325,0.0251136,0.0210528,0.0216265,0.0164713,0,0.0792193,0,0.0164587,0.0104729,0.0267374,0.0151416,0.0368483,0.105275,0,0,0,0,0.0227849,0.0496004,0.0480378,0.0167725,0.0132257,0.0365195,0.0486695,0.0296143,0.0147023,0.0204449,0.0225579,0.0263386,0.0129527,0.0329094,0.00607552,0.0111061,0.0145273,0.0589606,0.00429517,0.0341943,0.125313,0.104282,0,0,0,0,0,0,0.0316175,0.00823669,0,0
993,0.160987,0.118498,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107009,0.0214011,0.0212683,0,0.0429635,0,0.0206645,0.00701325,0.0495208,0.0220257,0.058303,0.0208408,0.0542834,0.203992,0.0186581,0.0304295,0.0251153,0.0213141,0.0219198,0.0164071,0,0.0791354,0,0.0163311,0.00995632,0.02695,0.0150168,0.0368426,0.105218,0,0,0,0,0.0228,0.0498061,0.0479906,0.0166004,0.0132248,0.0362647,0.0486525,0.0294028,0.0146009,0.0202917,0.0225557,0.0263386,0.0126199,0.0327508,0.0062144,0.0105997,0.013826,0.0587082,0.00424792,0.0343369,0.12541,0.105446,0,0,0,0,0,0,0.0331359,0.00800561,0,0
994,0.160909,0.118583,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106877,0.0212296,0.0224676,0,0.0429274,0,0.0204029,0.00708985,0.0488558,0.0230518,0.0587162,0.021196,0.0540421,0.203957,0.0188178,0.0310805,0.0256835,0.0222482,0.0223461,0.0156714,0,0.0789042,0,0.0154583,0.00946307,0.0270497,0.0150848,0.0369869,0.105167,0,0,0,0,0.0227462,0.0501924,0.0481059,0.0164316,0.0131819,0.0362268,0.0487579,0.0293542,0.0147456,0.0199429,0.0228248,0.0265573,0.0123655,0.0323573,0.0065332,0.00999835,0.0129958,0.0586681,0.00412721,0.0344713,0.125548,0.10602,0,0,0,0,0,0,0.0249409,0.00854082,0,0
