Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LEAR,,LBHD,LTHII,LTHI,x80,x90
995,0.160884,0.118326,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1058,0.0212434,0.0233408,0,0.0428971,0,0.0203475,0.00723126,0.0484226,0.023858,0.059683,0.0214178,0.0539803,0.204041,0.0188821,0.0313213,0.0259978,0.0224129,0.0222691,0.0154435,0,0.0788053,0,0.0148737,0.00891556,0.0271418,0.015109,0.0370001,0.105203,0,0,0,0,0.0225928,0.0505248,0.04797,0.0161303,0.0131596,0.035843,0.0486109,0.0293466,0.0144942,0.0197982,0.022845,0.0264584,0.0119395,0.0321058,0.00673918,0.00920452,0.011968,0.0586059,0.00388228,0.0345455,0.125663,0.106063,0,0,0,0,0,0,0,0,0,0
996,0.160495,0.118349,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105481,0.0215602,0.0185865,0,0.0429446,0,0.0206911,0.00723603,0.0505652,0.0206546,0.0587532,0.0211146,0.0547317,0.204038,0.0191574,0.0315846,0.0243429,0.0193083,0.0211806,0.0189539,0,0.0789374,0,0.0152901,0.00834309,0.0277825,0.0145059,0.0363023,0.105238,0,0,0,0,0.0226689,0.050572,0.0471223,0.015457,0.0132762,0.0341932,0.0475907,0.0286629,0.0127978,0.0203645,0.0218352,0.0248973,0.0109462,0.0328092,0.00612122,0.00801928,0.0108347,0.0576174,0.00415977,0.0346983,0.125468,0.106701,0,0,0,0,0,0,0,0,0,0
997,0.159267,0.118055,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107456,0.021412,0.0122223,0,0.0433435,0,0.0206721,0.0069522,0.0573737,0.0240243,0.0557297,0.0367798,0.054686,0.203607,0.0269054,0.0569805,0.0310922,0.0214865,0.0230406,0.0263059,0,0.0794175,0,0.0150166,0.00788245,0.0292082,0.0124137,0.0342532,0.105017,0,0,0,0,0.023329,0.0507589,0.0443475,0.0134583,0.014589,0.0305442,0.0440615,0.0274312,0.00879825,0.0218277,0.0192234,0.0208736,0.00901207,0.0349654,0.0044097,0.00610527,0.00869768,0.0557978,0.00527268,0.0352082,0.124311,0.108328,0,0,0,0,0,0,0.0907041,0,0,0
998,0.158608,0.117715,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104857,0.0211558,0.0123101,0.0412527,0.0433489,0,0.0203519,0.00697013,0.0588231,0.0262267,0.0536916,0.0417151,0.0545652,0.20369,0.0283864,0.0711692,0.034284,0.022962,0.0241358,0.0293493,0,0.0794428,0,0.0143026,0.00881327,0.0299735,0.0122389,0.0333293,0.104946,0,0,0,0,0.0232907,0.0507207,0.0435019,0.0133007,0.0149416,0.0294455,0.0429622,0.0266594,0.00725922,0.0226035,0.0183126,0.0194662,0.00882697,0.0352993,0.00413659,0.00568809,0.00976612,0.0544071,0.00562193,0.0354524,0.124211,0.109051,0,0,0,0,0,0,0.101025,0,0,0
999,0.158157,0.116935,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106589,0.0186442,0.0130562,0.0425069,0.0460292,0,0.0261624,0.0104557,0.0578927,0.0264284,0.0543188,0.0418341,0.0548355,0.204388,0.028787,0.0677364,0.0343897,0.023205,0.0242473,0.0285708,0,0.0772695,0.0223804,0.011734,0.00895847,0.0300799,0.0119351,0.0332097,0.104463,0,0,0,0,0.0227334,0.0511708,0.0433072,0.0131153,0.0148041,0.0285809,0.0436174,0.0266429,0.00654265,0.022334,0.0179703,0.0190364,0.00864175,0.0346016,0.00502294,0.00503597,0.0100146,0.0545493,0.00557046,0.0356289,0.124244,0.107955,0,0,0,0,0,0,0.098704,0,0,0
1000,0.161233,0.119006,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105518,0.0213623,0.0217485,0.057037,0.0423597,0,0.019981,0.00807178,0.0476186,0.0251371,0.059825,0.0284128,0.0530818,0.203913,0.0254064,0,0.0308717,0.0238063,0.0274156,0.0189859,0,0.0782596,0,0.0127815,0.00956165,0.0274787,0.0157164,0.0370899,0.105079,0,0,0,0,0.0217027,0.0530321,0.0438915,0.0176552,0.0135517,0.0332071,0.0478208,0.0294655,0.00984788,0.0194823,0.0222253,0.0244289,0.0119681,0.0291803,0.0106537,0.007353,0.0100988,0.059779,0.00390727,0.0352209,0.127178,0.104957,0,0,0,0,0,0,0.0858846,0,0,0
1001,0.160789,0.119216,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103717,0.018759,0.0225308,0.0585056,0.0451389,0,0.025469,0.0117282,0.0468075,0.0258718,0.0608232,0.0278449,0.0539873,0.204865,0.0249138,0,0.0311026,0.0242136,0.0275377,0.018755,0,0.0757173,0.0218401,0.0108577,0.0103423,0.0275895,0.0160637,0.0370701,0.104692,0,0,0,0,0.0212005,0.053485,0.0439822,0.0188028,0.0135774,0.0331037,0.0490121,0.0293641,0.00957136,0.0197062,0.022451,0.024513,0.0128468,0.0282811,0.0118873,0.00844847,0.0115917,0.0598258,0.0037063,0.0353805,0.127559,0.103828,0,0,0,0,0,0,0.0859332,0,0,0
1002,0.16092,0.119248,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102924,0.0187348,0.0230093,0.0588345,0.0449293,0,0.0253817,0.011795,0.046367,0.0263592,0.0610082,0.0275323,0.0538185,0.204998,0.0243311,0,0.031305,0.0245833,0.0275515,0.0186485,0,0.0756139,0.0217988,0.0107219,0.0111062,0.0277566,0.0160286,0.0366366,0.104754,0,0,0,0,0.0209687,0.0539496,0.0439827,0.0200111,0.0136449,0.0322464,0.0486878,0.0292689,0.00923424,0.0200633,0.022363,0.0242529,0.0138155,0.0275839,0.0132402,0.0100325,0.0128541,0.0600028,0.00380143,0.0355739,0.127923,0.103753,0,0,0,0,0,0,0.0870252,0,0,0
1003,0.161165,0.118976,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103095,0.0186263,0.0233689,0.0588133,0.0448882,0,0.0255122,0.0120316,0.045922,0.0268215,0.0607927,0.0276077,0.0529108,0.204765,0.0242608,0,0.0313571,0.0246647,0.027726,0.0185862,0,0.0755408,0.0217992,0.0112641,0.0119155,0.0279119,0.0160459,0.0361447,0.104927,0,0,0,0,0.0207259,0.0543091,0.0436087,0.0213476,0.0136624,0.0308466,0.0481476,0.0291135,0.00888252,0.0204306,0.0220839,0.0237826,0.0149852,0.0269617,0.0146318,0.0120233,0.0141107,0.0600582,0.00393318,0.0356903,0.128222,0.103667,0,0,0,0,0,0,0.0846078,0,0,0
1004,0.161705,0.119214,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10426,0.021625,0.022223,0.0561722,0.0418715,0,0.019576,0.00849054,0.0455199,0.025901,0.057784,0.0268473,0.0504854,0.204164,0.0236496,0,0.0301953,0.023639,0.0265923,0.0187714,0,0.0781705,0,0.0132338,0.012494,0.028491,0.0159871,0.0348778,0.105647,0,0,0,0,0.0207919,0.0543363,0.0438822,0.0222418,0.0135238,0.0288143,0.0457488,0.028383,0.00838182,0.0211603,0.0215075,0.0228921,0.0158175,0.0267082,0.015513,0.0134865,0.0150614,0.0592464,0.00449638,0.0357972,0.128075,0.104575,0,0,0,0,0,0,0,0,0,0
1005,0.162051,0.11904,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109052,0.0214487,0.0216832,0.0545628,0.0423386,0,0.0197598,0.008167,0.0472956,0.0231633,0.0584847,0.0221358,0.0495628,0.20504,0.0200969,0.0267971,0.0261928,0.0223511,0.0226324,0.0164154,0,0.0787852,0,0.0129615,0.0132788,0.0288021,0.0162752,0.0321299,0.10628,0,0,0,0,0.0208722,0.0547687,0.0446662,0.0247521,0.0137978,0.0242684,0.0421528,0.028521,0.00751264,0.0216598,0.0197618,0.0201652,0.0174979,0.0270503,0.0169812,0.016394,0.0167514,0.059375,0.00507056,0.0360082,0.126993,0.1046,0,0,0,0,0,0,0,0.00806324,0,0
1006,0.161729,0.118511,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108717,0.0214551,0.022449,0.0551079,0.0419921,0,0.0196688,0.00829215,0.0469698,0.0238408,0.0586216,0.0220908,0.0490625,0.205879,0.0196284,0.0267052,0.0264458,0.0230509,0.0228863,0.0161604,0,0.0783554,0,0.0132426,0.0155811,0.0286038,0.017787,0.031689,0.106033,0,0,0,0,0.0204781,0.0549897,0.0444831,0.0278081,0.0139443,0.0225785,0.0412177,0.0286932,0.00758068,0.0220907,0.0196985,0.0195643,0.0195682,0.0262553,0.0187955,0.0190136,0.0191817,0.059685,0.00496362,0.0359631,0.126398,0.105488,0,0,0,0,0,0,0,0.00817439,0,0
1007,0.162046,0.118829,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107933,0.0215087,0.0225889,0,0.0418783,0,0.0195649,0.00848493,0.0466177,0.0242655,0.0591778,0.0223384,0.0493376,0.204507,0.0197112,0.0265631,0.0267992,0.0231175,0.0232934,0.016315,0,0.0785041,0,0.0133534,0.0175932,0.0287686,0.0193063,0.0319206,0.106224,0,0,0,0,0.020342,0.0550842,0.0443133,0.030678,0.0140614,0.0215437,0.0410618,0.0285924,0.00794924,0.0224259,0.0199498,0.0194715,0.021425,0.0252806,0.0204926,0.0212046,0.0213316,0.059438,0.0051181,0.03605,0.126661,0.105581,0,0,0,0,0,0,0,0.00831338,0,0
1008,0.161872,0.118749,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107735,0.0180025,0.0228308,0,0.0448734,0,0.025314,0.0109087,0.0464769,0.0245953,0.0599881,0.0225087,0.0504477,0.204996,0.0196993,0.0269143,0.0271113,0.0229096,0.0236356,0.016312,0,0.0763826,0.021199,0.0108081,0.0190296,0.0289348,0.0206359,0.032419,0.106158,0,0,0,0,0.0201524,0.0552116,0.0443442,0.0332092,0.0141401,0.0205543,0.0419257,0.0286658,0.00829491,0.0227423,0.0201835,0.0193096,0.0230525,0.0243103,0.0219839,0.0229973,0.0231737,0.0590844,0.00536209,0.0361384,0.126834,0.103816,0,0,0,0,0,0,0,0.00849015,0,0
1009,0.162137,0.11888,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107228,0.0217374,0.0230274,0,0.0415765,0,0.0194943,0.00856313,0.0464323,0.0248376,0.0596134,0.0224556,0.0495646,0.204377,0.0194272,0.0270637,0.0272398,0.0227232,0.0237806,0.0163329,0,0.0787217,0,0.0131215,0.0196269,0.0289867,0.0217174,0.0326969,0.106472,0,0,0,0,0.0203067,0.0552494,0.0447486,0.0349503,0.0143034,0.0198579,0.0403614,0.0284695,0.00880952,0.0230307,0.0206975,0.0191449,0.0243235,0.0233977,0.0232299,0.0242814,0.0241984,0.0589276,0.00568165,0.0360817,0.126726,0.105867,0,0,0,0,0,0,0,0.00852715,0,0
1010,0.161315,0.118388,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107058,0.0182516,0.0233253,0,0.0442696,0,0.025043,0.0110215,0.0465153,0.025236,0.0603439,0.0226022,0.0507613,0.20605,0.0193521,0.0273568,0.0274789,0.0228184,0.0240331,0.0162724,0,0.0761372,0.0210785,0.0107196,0.0190113,0.029062,0.022326,0.0333988,0.105962,0,0,0,0,0.0200917,0.0552339,0.0450778,0.0355403,0.0144374,0.0192765,0.0411831,0.0285136,0.00915197,0.0230952,0.0209361,0.0189357,0.0251492,0.022703,0.0241071,0.024872,0.0238402,0.0586554,0.0057417,0.0359727,0.126203,0.105685,0,0,0,0,0,0,0,0.00887033,0,0
1011,0.161321,0.118849,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106831,0.0183327,0.023596,0,0.0438658,0,0.0249772,0.0110008,0.046597,0.0255705,0.0604848,0.02272,0.0510464,0.205903,0.0190224,0.0275729,0.0276286,0.0228973,0.0241773,0.016216,0,0.076197,0.0210401,0.0106673,0.0178056,0.0292132,0.022625,0.0337333,0.10588,0,0,0,0,0.0201395,0.0552242,0.0449873,0.035533,0.0145474,0.0188128,0.0410254,0.0285055,0.00933029,0.023037,0.0210164,0.0189153,0.0256282,0.0221862,0.0247066,0.0250494,0.0224936,0.0585451,0.00596091,0.0358986,0.12582,0.105582,0,0,0,0,0,0,0,0.00944646,0,0
1012,0.161077,0.118945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108169,0.0183448,0.0234007,0.0570826,0.0435377,0,0.0249677,0.0109387,0.0473757,0.0252636,0.0596594,0.0222038,0.0505866,0.20712,0.0183037,0.0273883,0.0271225,0.0224165,0.0236561,0.0163064,0,0.0762952,0.0210955,0.0107659,0.016584,0.0292947,0.0228276,0.0331982,0.105772,0,0,0,0,0.0201496,0.0551829,0.0448103,0.0355202,0.0148736,0.0178844,0.0400592,0.0286405,0.0093251,0.0231043,0.0208589,0.0184285,0.025982,0.0219694,0.0251015,0.0252749,0.0210425,0.0585349,0.00608231,0.0357026,0.124919,0.105468,0,0,0,0,0,0,0.0274955,0.00887183,0,0
1013,0.16089,0.118609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106773,0.0185019,0.0234144,0.0577583,0.042968,0,0.0247167,0.0114317,0.0463097,0.0278247,0.057654,0.0270921,0.0504312,0.207273,0.0223066,0,0.0312128,0.0242679,0.02767,0.0188151,0,0.0759218,0.0209835,0.0108283,0.016454,0.0292014,0.0224709,0.035446,0.105346,0,0,0,0,0.0200001,0.0551271,0.0437616,0.0345436,0.0156009,0.0187641,0.0413982,0.0286158,0.00866208,0.0226547,0.0216461,0.0195876,0.0256145,0.0213414,0.0249084,0.024599,0.0200593,0.0586111,0.00597174,0.0354077,0.125093,0.104499,0,0,0,0,0,0,0.0347764,0.0107174,0,0
1014,0.161417,0.118221,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111591,0.0184187,0.023097,0.0570572,0.0430884,0,0.0248139,0.0108149,0.0478996,0.0250492,0.0588537,0.0227729,0.0508084,0.206672,0.0189238,0.0274588,0.027489,0.0226808,0.0239375,0.0161151,0,0.0769598,0.0209155,0.0107307,0.0145051,0.0296058,0.023014,0.0336374,0.106015,0,0,0,0,0.0202238,0.0551339,0.0452741,0.0352858,0.0155345,0.0172295,0.0396212,0.0285649,0.00921615,0.0228807,0.0212427,0.0184089,0.0257815,0.0215798,0.0252275,0.0247113,0.0173901,0.0584196,0.00629814,0.0354605,0.124778,0.105439,0,0,0,0,0,0,0.0281563,0.0086763,0,0
1015,0.161647,0.118174,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109432,0.0183763,0.0236803,0.0577564,0.0429482,0,0.024741,0.0106743,0.0474605,0.0256192,0.0584273,0.0227686,0.0508553,0.206326,0.0186897,0.0276373,0.0277592,0.0228938,0.0242756,0.0162291,0,0.0772704,0.0207331,0.010664,0.0136694,0.029314,0.0234197,0.0340665,0.10622,0,0,0,0,0.020021,0.0550146,0.0454264,0.0353603,0.0156139,0.0171334,0.0394575,0.0286634,0.00912009,0.0227247,0.0209377,0.018268,0.0257817,0.0214649,0.0253972,0.0245692,0.0159137,0.0585588,0.00613342,0.0351705,0.124935,0.105206,0,0,0,0,0,0,0,0.00900496,0,0
1016,0.162249,0.118528,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110722,0.0221483,0.0237493,0.056842,0.0398831,0,0.0194082,0.00924808,0.0476419,0.025513,0.0578153,0.0224248,0.0497613,0.205373,0.0180383,0.0274649,0.0273575,0.0225638,0.0239873,0.0161936,0,0.0798081,0,0.0133849,0.0127338,0.0293876,0.023704,0.0338734,0.106942,0,0,0,0,0.0200364,0.0549834,0.0455284,0.0354833,0.0158921,0.0167527,0.0378573,0.0287769,0.00922395,0.0225873,0.0206319,0.0177111,0.0256494,0.0216651,0.0253841,0.0243396,0.0145606,0.0587327,0.00621375,0.0351016,0.124837,0.105287,0,0,0,0,0,0,0.027339,0.00871817,0,0
1017,0.162273,0.117911,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111799,0.0185822,0.0241566,0.0584426,0,0,0.0243137,0.0123445,0.0474332,0.0258673,0.0587357,0.0227433,0.0517106,0.205292,0.0178945,0.0280052,0.0275469,0.0227696,0.0243277,0.0159597,0,0.0752601,0.0204525,0.011173,0.0120759,0.0293483,0.0238271,0.0347363,0.107214,0,0,0,0,0.0194776,0.0551529,0.0457211,0.035384,0.0160089,0.0165997,0.0399475,0.0303689,0.00926875,0.0225069,0.0205116,0.0173418,0.0254724,0.0219041,0.0252844,0.0240573,0.0130146,0.0594217,0.00596154,0.0350414,0.124403,0.102868,0,0,0,0,0,0,0.0278005,0.00912874,0,0
1018,0.162355,0.118737,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11252,0.0184764,0.0244558,0.0585829,0.0426383,0,0.0242855,0.0106633,0.0472677,0.0260774,0.0589296,0.022782,0.0512419,0.205691,0.017846,0.0282328,0.0277883,0.0228021,0.024413,0.0159517,0,0.0776709,0.0206808,0.0107219,0.0118092,0.0295606,0.023922,0.0351955,0.107102,0,0,0,0,0.019685,0.0545737,0.0457779,0.0355083,0.0164554,0.0166934,0.0394138,0.0288408,0.00949667,0.0225974,0.0203912,0.0170414,0.0253235,0.0221913,0.0251995,0.0238881,0.0119734,0.0584094,0.00616763,0.0347716,0.125551,0.105012,0,0,0,0,0,0,0.0279525,0.00901446,0,0
1019,0.161885,0.118736,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111146,0.0185415,0.0249361,0,0.042053,0,0.0239961,0.0111535,0.0456458,0.0297233,0.0576597,0.0288627,0.0517785,0.206865,0.0237914,0,0.0326274,0.0252123,0.0290381,0.0190878,0,0.0765943,0.0203421,0.0104603,0.0119998,0.0293672,0.0232883,0.0385456,0.106475,0,0,0,0,0.0193895,0.0543332,0.0445247,0.0343598,0.0169038,0.0181102,0.0414334,0.0285214,0.00863879,0.0221341,0.0205743,0.0180795,0.0244961,0.0221801,0.0245332,0.0229141,0.0117042,0.0582756,0.00609144,0.0344506,0.126291,0.104821,0,0,0,0,0,0,0.0344528,0.0126139,0,0
1020,0.16215,0.118995,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112281,0.0180877,0.0251221,0,0.0418347,0,0.0241026,0.011143,0.0454705,0.0300995,0.0571692,0.0294799,0.0520931,0.207267,0.0243475,0,0.0329831,0.025411,0.0293083,0.0191912,0,0.0760555,0.0190114,0.0100678,0.0116724,0.029361,0.0233011,0.0391606,0.106767,0,0,0,0,0.0193691,0.0542534,0.0445033,0.0344078,0.016902,0.0183222,0.0415254,0.0287214,0.00864619,0.022027,0.020533,0.0177917,0.024177,0.0226972,0.0242264,0.0226736,0.0113556,0.0583064,0.006234,0.0342769,0.126433,0.103896,0,0,0,0,0,0,0.0350058,0.0130716,0,0
1021,0.162873,0.118089,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11507,0.0178274,0.0250333,0,0,0,0.024426,0.0125753,0.0465914,0.0267197,0.0598353,0.0237253,0.0531188,0.206072,0.019028,0.029482,0.0287808,0.0233617,0.0251025,0.015526,0,0.0735913,0.0179144,0.00987201,0.0113184,0.0294094,0.0236422,0.0372909,0.107971,0,0,0,0,0.0191638,0.0547081,0.0459064,0.0355317,0.0166806,0.0174848,0.0406503,0.0308581,0.00958065,0.0222219,0.0199327,0.0163831,0.0241126,0.0237646,0.0240239,0.0228982,0.0111567,0.0594466,0.00641042,0.0343581,0.125035,0.101888,0,0,0,0,0,0,0.0291285,0.00976696,0,0
1022,0.162908,0.118196,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112513,0.0212639,0.0258994,0,0,0,0.0240544,0.0138818,0.0460515,0.0274602,0.0601778,0.0236608,0.0541897,0.207103,0.0183516,0.0295962,0.0290279,0.0235728,0.0252187,0.0154297,0,0.0736797,0.0259527,0.0129528,0.0114679,0.0292835,0.0230687,0.0379591,0.108026,0,0,0,0,0.0190731,0.0544697,0.0459429,0.0351857,0.0169468,0.0178627,0.0416158,0.0309806,0.00958398,0.0220554,0.0194068,0.0163589,0.0233185,0.0244729,0.0232492,0.02221,0.0111969,0.0593462,0.00649943,0.0340613,0.12547,0.101512,0,0,0,0,0,0,0.0292953,0.00968855,0,0
1023,0.162925,0.117802,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0.0226083,0.026413,0,0,0,0.0191839,0.0115523,0.0458595,0.0279664,0.0596389,0.0237287,0.0535432,0.204184,0.0178374,0.0295029,0.0291579,0.023661,0.0252251,0.0154357,0,0.0747671,0,0.0123238,0.011567,0.0290986,0.022453,0.0380905,0.108242,0,0,0,0,0.019012,0.0544155,0.0460538,0.0346792,0.017454,0.0182217,0.0405274,0.0311699,0.00976584,0.0220143,0.0192234,0.0163772,0.0224945,0.0252218,0.022401,0.0215222,0.0114636,0.0596883,0.00659419,0.0338398,0.124968,0.10443,0,0,0,0,0,0,0.0295426,0.00960425,0,0
1024,0.161685,0.118277,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110881,0.0482561,0.0266693,0,0,0,0.0453803,0.0285152,0.045828,0.028409,0.0612043,0.0242236,0.0560984,0.211143,0.0181405,0.0296881,0.029604,0.0238434,0.0254945,0.0154454,0,0.0729533,0.0752197,0.037248,0.0118002,0.0294297,0.0218877,0.0388797,0.107066,0,0,0,0,0.0190875,0.053609,0.0460457,0.0341081,0.0176934,0.0183608,0.043086,0.0294415,0.00943476,0.0219116,0.0189673,0.0163155,0.0218464,0.0259086,0.0216631,0.0210176,0.0123706,0.057903,0.00682421,0.0334364,0.126764,0.103841,0,0,0,0,0,0,0.0300437,0.009837,0,0
1025,0.162536,0.117763,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109622,0.0225275,0.0271393,0,0,0,0.0189235,0.012127,0.0456165,0.0289383,0.0600453,0.0243868,0.0541609,0.204079,0.0181466,0.0296903,0.03001,0.0240884,0.0255679,0.0153642,0,0.0737814,0,0.0121425,0.0118747,0.0288044,0.0208883,0.0387321,0.108107,0,0,0,0,0.0187402,0.0540374,0.0460831,0.0329235,0.0182401,0.0188373,0.0404972,0.031344,0.00971987,0.0220678,0.0191069,0.0168045,0.020519,0.0266466,0.0204355,0.0197922,0.0132109,0.0597126,0.00680059,0.0332608,0.124728,0.105218,0,0,0,0,0,0,0.0300729,0,0,0
1026,0.162183,0.117468,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108612,0.0209952,0.0275248,0,0,0,0.0234429,0.0153028,0.0455855,0.0294509,0.0611663,0.0247873,0.0557309,0.206425,0.0181929,0.0298086,0.0303983,0.0245063,0.0257907,0.0152609,0,0.0714595,0.0255055,0.0123641,0.0120576,0.0286951,0.0199328,0.0394985,0.107762,0,0,0,0,0.0185147,0.0536906,0.0460933,0.0317339,0.0186389,0.0191743,0.041728,0.0314076,0.00956402,0.0221451,0.0190686,0.0171369,0.0194489,0.0272784,0.0194506,0.0186981,0.0137516,0.0594223,0.0069481,0.0329328,0.125081,0.104201,0,0,0,0,0,0,0.0302127,0.0101481,0,0
1027,0.162262,0.116994,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108176,0.0176005,0.0275224,0.0647692,0,0,0.0234441,0.0141102,0.0458791,0.0294847,0.0605119,0.0245273,0.0549826,0.204439,0.0178063,0.029643,0.030089,0.0245072,0.0255889,0.0153504,0,0.0706761,0.0171717,0.00877096,0.0125384,0.0285233,0.0189101,0.0393144,0.107982,0,0,0,0,0.0184445,0.0536247,0.0460553,0.0307851,0.0195188,0.0192042,0.0403883,0.0318829,0.00915501,0.0224543,0.0191606,0.017209,0.0183355,0.0280314,0.018355,0.017632,0.0147646,0.0598039,0.0070757,0.0327793,0.124341,0.104689,0,0,0,0,0,0,0.0299398,0.00995105,0,0
1028,0.16255,0.117227,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106792,0.0223962,0.0278594,0,0,0,0.0188052,0.0125124,0.0455269,0.0300203,0.061007,0.0248826,0.0544874,0.203723,0.0179674,0.0295295,0.030281,0.0248807,0.0259066,0.0152342,0,0.0726576,0,0.0113176,0.0128648,0.0280943,0.0179809,0.0395026,0.108205,0,0,0,0,0.0183126,0.0531467,0.0462585,0.0300016,0.0199817,0.0196767,0.0393089,0.0316201,0.00891486,0.0226027,0.0191848,0.0178632,0.0171471,0.0284983,0.0173479,0.0164357,0.0155664,0.0596717,0.00717436,0.0323801,0.124488,0.105234,0,0,0,0,0,0,0.0307504,0.0102853,0,0
1029,0.162604,0.117187,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107098,0.022358,0.0277126,0.064626,0,0,0.0188235,0.0126498,0.0458121,0.029988,0.060506,0.0247454,0.0537949,0.203532,0.0176459,0.0294434,0.0299967,0.0244052,0.0256991,0.0152742,0,0.0725273,0,0.0109726,0.0137466,0.0278098,0.0170537,0.0393061,0.108399,0,0,0,0,0.0181443,0.0528157,0.0458027,0.0294421,0.0205812,0.0195943,0.0382694,0.0316893,0.00954089,0.0228565,0.0186532,0.0174956,0.0162073,0.0292824,0.0163877,0.0158271,0.0174541,0.0596668,0.00751764,0.0320243,0.124277,0.105729,0,0,0,0,0,0,0.0316122,0.0101816,0,0
1030,0.162507,0.117277,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107655,0.0184088,0.0279288,0.0658382,0,0,0.0235588,0.0166452,0.0455671,0.0304486,0.0617175,0.0251557,0.0550999,0.204161,0.0179415,0.0297606,0.0303695,0.0246262,0.0260732,0.0152323,0,0.0698438,0.019448,0.00900371,0.01441,0.0276976,0.0161915,0.0401535,0.108297,0,0,0,0,0.0179223,0.0525269,0.0454569,0.0283939,0.0207605,0.0198377,0.0394972,0.0317795,0.00993695,0.02288,0.0180668,0.0174063,0.0153507,0.0298966,0.0155615,0.0152485,0.0184672,0.0594225,0.00782829,0.0316441,0.124813,0.105239,0,0,0,0,0,0,0.0313186,0.0105159,0,0
1031,0.162991,0.117926,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107375,0.0183448,0.0282946,0,0,0,0.02368,0.0164549,0.0449677,0.0311543,0.0631831,0.0257312,0.0558053,0.202414,0.0184047,0.029943,0.0309347,0.0251369,0.0266026,0.0152189,0,0.0695163,0.0190897,0.00892886,0.0145401,0.0276025,0.0154202,0.0409003,0.108585,0,0,0,0,0.0178374,0.0523986,0.0456282,0.0268762,0.0209233,0.0203546,0.0400379,0.0315299,0.0102706,0.0228866,0.0179342,0.0177312,0.0144883,0.030305,0.0147783,0.0142822,0.0184318,0.0591923,0.00818409,0.0312929,0.125751,0.105411,0,0,0,0,0,0,0.0315338,0.0109811,0,0
1032,0.163423,0.118089,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106007,0.0182973,0.028538,0.069057,0,0,0.0238785,0.016094,0.0445924,0.0316206,0.0620394,0.0259791,0.0555135,0.202044,0.01845,0.03012,0.0312539,0.025431,0.0267832,0.0153009,0,0.0694807,0.0189662,0.00900885,0.0145351,0.0272275,0.0145174,0.041171,0.109022,0,0,0,0,0.0176109,0.0521611,0.045579,0.025033,0.0214297,0.0208152,0.039614,0.0314724,0.0093789,0.0230721,0.0179682,0.0177892,0.0134086,0.0308594,0.013769,0.0130478,0.0181492,0.0591438,0.00849907,0.0309021,0.126157,0.105937,0,0,0,0,0,0,0,0.0111642,0,0
