Timestep,C7,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,LSHO,LUPA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIBA,RTIBI,RTOE,RUPA,RWRA,RWRB,x74,x75,LFHD,LTHIA,T10,LWRA,RTIBP,LBHD,LKNE,LPSI,RTIB,LTHIP,RASI,LHEE,RPSI,CLAV,LFIN,STRN,LTHII,L5HD,x76,LTHI,LTIB,LWRB,LANK,LFRM,LEAR,LTIBP,LTOE,L5FT,LGTR,LTIBA,RFHD,LASI,LILC,,LTIBI,LELB
143,0.017876,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150242,0.037396,0.0395444,0.0160508,0.0244244,0.0285367,0,0,0.0486136,0.0177977,0.0216897,0.0299807,0.0222043,0.0379472,0.0267603,0.0192545,0.0128419,0.0212908,0.0215079,0.0231216,0.0304203,0.0151177,0.0445371,0.0318286,0.0224957,0.0159895,0,0,0,0.025005,0.0224518,0,0.010073,0,0.0133616,0.00810606,0.0112044,0.0265417,0.0307156,0.0250973,0.00719592,0.0102128,0.017726,0.00407012,0.0292125,0.0242502,0,0.0165295,0.0171041,0.0241252,0,0.0286527,0,0.0296598,0.0292677,0.0161021,0,0.00453821,0,0.00556873,0,0,0.0170552,0.0448342
144,0.023267,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441871,0.0711678,0.0420343,0.0163621,0.0285417,0.0328078,0,0,0.0477287,0.0175824,0.0218004,0.0263478,0.026106,0,0.0347588,0.024523,0.0170119,0.0200269,0.028122,0.0293971,0.0248581,0.0196317,0.0475154,0.0325071,0.0230905,0.0156874,0,0,0,0.0248942,0.0268634,0.0687583,0.0139535,0,0.0146824,0.0217585,0.0161599,0.0278957,0.044953,0.0222695,0.00939368,0.0139159,0.0828913,0.0149911,0.0304556,0.0315727,0,0.0175181,0.016843,0.00724959,0,0.0308467,0,0.0287807,0.0288987,0.0163991,0,0.0037155,0,0.00770909,0.0174159,0,0.0165279,0.0835011
145,0.0228312,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442413,0.0685979,0.0345786,0.0156893,0.026288,0.0303791,0,0,0.0503637,0.0182723,0.0234732,0.0320391,0.0277428,0.033517,0.0290366,0.0242619,0.0116654,0.0219331,0.0210719,0.0228007,0.0300474,0.0157891,0.0356958,0.0346453,0.0222267,0.0165061,0,0,0,0.0238372,0.0215355,0.0720367,0.0123211,0,0.0128073,0.0212875,0.0131154,0.0266535,0.0350359,0.0231152,0.0131733,0.0126726,0.085656,0.0122712,0,0.0350473,0,0.0155795,0.0147908,0.00953311,0.010382,0.029225,0,0.0305344,0.0312902,0.0181608,0,0.00541346,0,0.0102723,0.0143005,0,0.0149059,0.081848
146,0.0182043,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190968,0.0446544,0.0341279,0.0160705,0.0261236,0.0292903,0,0,0.0484536,0.0176787,0.0216799,0.0319883,0.0275296,0.036347,0.0293386,0.0187972,0.0119013,0.0204433,0.0218395,0.0230024,0.0293388,0.0161278,0.0357691,0.0318744,0.0227545,0.0159797,0,0,0,0.0235992,0.0230092,0,0.0124195,0,0.0161278,0.00958239,0.0133226,0.0251608,0.0326348,0.018868,0.00524841,0.00991477,0.0169141,0.00492764,0.0298802,0.0247899,0,0.0151326,0.017613,0.0249283,0,0.0349205,0,0.0272154,0.0347884,0.0224499,0,0.00310648,0,0.00474777,0.0127752,0,0.0155465,0.0539994
147,0.0195857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181943,0.0429075,0.0255083,0.0157207,0.0255832,0.0322791,0,0,0.0500497,0.017946,0.022547,0.0376568,0.0309104,0.0327877,0.029606,0.0196681,0.00966152,0.0190778,0.0211568,0.0216747,0.0285741,0.0171662,0.0238304,0.0333921,0.0223203,0.0165139,0,0,0,0.0243354,0.0260087,0,0.0171881,0,0.0212405,0.00835796,0.0168596,0.0269573,0.0339418,0.0127962,0.00438325,0.00996377,0.0174466,0.00637203,0.0341708,0.0243016,0,0.01613,0.0172675,0.0249262,0.00851697,0.0334938,0,0.0276285,0.0379539,0.0273388,0.0504852,0.00161252,0,0.0159891,0.00868369,0,0.0146437,0.0515871
148,0.0193606,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017251,0.0415704,0.0248471,0.01577,0.0263982,0.0317624,0,0,0.0499176,0.0178522,0.0224973,0.0373237,0.0340783,0.0317571,0.030242,0.0194521,0.00951514,0.0196541,0.0207827,0.0218385,0.028578,0.0174552,0.0223782,0.033312,0.0219691,0.0163646,0,0,0,0.0335071,0.0248148,0,0.0185857,0,0.0376103,0.00644897,0.0178315,0.0289628,0.0339695,0.0134232,0.00525124,0.0100993,0.017292,0.00577974,0.0418659,0.0247179,0,0.0238754,0.0273905,0.0234856,0.0123933,0.0327681,0,0.0261668,0.0321959,0.026283,0.0493201,0.0146575,0,0.0159411,0,0,0.0186703,0.0502392
149,0.0189894,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163469,0.0405728,0.0234803,0.0161411,0.0294014,0.0318627,0,0,0.0486725,0.017477,0.0217987,0.0372848,0,0.0318642,0.0318014,0.0187413,0.0103017,0.0202802,0.0216586,0.0228968,0.0277617,0.0192355,0.0213439,0.0322029,0.0219046,0.0158923,0,0,0,0.0345404,0.0245316,0,0.0221358,0,0.0383197,0.00938543,0.020459,0.0276342,0.0359694,0.0172809,0.00686628,0.00896643,0.0169469,0.007131,0.0413179,0.0253516,0,0.02442,0.0278203,0.0224113,0.0146924,0.0323878,0,0.0247398,0.0335662,0.0282879,0.0500196,0.0146847,0,0.0166164,0.00677867,0,0.0182778,0.0494819
150,0.019586,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015827,0.0403419,0.0216131,0.0160938,0.0293444,0.0323322,0,0,0.0487546,0.0175205,0.0222747,0.0382297,0,0.0326708,0.0322387,0.0191458,0.010777,0.0200323,0.0220431,0.0234078,0.0274075,0.0195382,0.0193314,0.0325095,0.021795,0.0162098,0,0,0,0.0261805,0.0254667,0,0.0228377,0,0.026104,0.00624223,0.0210925,0.025438,0.0364731,0.0145743,0.004842,0.00999237,0.0173017,0.0065529,0.0340685,0.0247505,0,0.0178181,0.0198466,0.0338966,0.014684,0.0323866,0,0.0241579,0.0405836,0.0332187,0.050393,0.00417931,0,0.0172766,0.0122967,0,0.0131984,0.0494314
151,0.019922,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152696,0.0400222,0.0199234,0.0155927,0.0297629,0.0331034,0,0,0.0506488,0.0178759,0.0236229,0.0387105,0,0.0300421,0.0329225,0.0199322,0.0109243,0.0200304,0.0220796,0.0236599,0.0273431,0.0198536,0.0178671,0.0342201,0.0213627,0.0170492,0,0,0,0.0282203,0.0254445,0,0.0239418,0,0.0276878,0.00484751,0.0219356,0.0275434,0.0362233,0.0164852,0.00649355,0.0103506,0.0169305,0.00705774,0.0357893,0.0256094,0,0.0196335,0.0197488,0,0.0164764,0.032936,0,0.0226603,0.0415484,0.0355961,0.0492622,0.00488133,0,0.0209347,0,0,0.0129349,0.0495268
152,0.0199291,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134168,0.0353914,0.0170676,0.0157134,0.030158,0.0330027,0,0,0.0497406,0.0175668,0.0232431,0.0406491,0,0.0296571,0.0342637,0.0196494,0.0119043,0.019514,0.0226774,0.0245914,0.026544,0.0207462,0.0164233,0.0336226,0.0213632,0.0167167,0,0,0,0.0288611,0.0257725,0,0.0262606,0,0.0282051,0.0039518,0.0239029,0.0270092,0.0372068,0.0191907,0.00805266,0.0105652,0.0173208,0.00692325,0.0355926,0.0239877,0,0.0196856,0.0199451,0.140047,0.0185698,0.0282429,0,0.0220674,0.0428918,0.0379206,0.0475019,0.00491869,0,0.0228581,0,0,0.0124526,0.0436421
153,0.0223246,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201833,0.0336178,0.0114952,0.0185162,0.0243533,0.0329705,0,0,0.0389489,0.0152028,0.0171481,0.0527937,0.0378348,0.0505217,0.0330772,0.0224788,0.0179617,0.0162757,0.0229528,0.0276502,0.0259366,0.0202922,0.01628,0.0249763,0.0237581,0.0137932,0,0,0,0.0344636,0.0354832,0,0.0289736,0,0.0363033,0.0436913,0.0264247,0.0121575,0.0405376,0.031231,0.0425407,0.0195736,0.0221453,0.0174417,0.0297871,0.0202126,0,0.0207232,0.0269524,0,0.0275059,0.0280987,0,0.0273942,0.0424219,0.0400613,0.0476969,0.0135743,0,0.0350218,0.0930128,0,0.00918368,0.0452662
154,0.0203233,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00975791,0.0308643,0.0156122,0.015853,0.0288992,0.033301,0,0,0.0499299,0.0175409,0.0235351,0.0420378,0.0416267,0.0291858,0.0354228,0.0201015,0.0121585,0.0191751,0.0231063,0.0254899,0.025718,0.0203856,0.0142247,0.0337319,0.0207423,0.016653,0,0,0,0.0301035,0.0260068,0,0.0259757,0,0.0281907,0.00299436,0.0240336,0.0267157,0.0380522,0.0207202,0.00829278,0.0110313,0.0184204,0.00693848,0.0349151,0.0250762,0,0.0205427,0.0200621,0,0.0196289,0.0266394,0,0.020045,0.043627,0.0378826,0.047754,0.00595317,0,0.0239933,0,0,0.0129178,0.0411768
155,0.019905,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010139,0.0313044,0.0162568,0.0164512,0.0295487,0.0323673,0,0,0.0472215,0.0168356,0.021932,0.0409423,0.0425661,0.0324987,0.0363322,0.0191891,0.0125141,0.0190378,0.0237835,0.0259591,0.0252139,0.0204047,0.0145028,0.0314271,0.0213655,0.0158204,0,0,0,0.029308,0.0260823,0,0.0257216,0,0.0271548,0.00449962,0.0241405,0.0241025,0.0395602,0.0206637,0.00727349,0.0108645,0.0183046,0.00651764,0.0320401,0.0251418,0,0.0201209,0.0206791,0,0.0187631,0.026978,0,0.0196585,0.0425178,0.0366465,0.0512419,0.00635479,0,0.0192484,0.0174702,0,0.0134516,0.0417109
156,0.0196297,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00862069,0.0296183,0.0169309,0.0160512,0.0302842,0.0329383,0,0,0.0483852,0.0169541,0.0225277,0.0395735,0.0440993,0.0298598,0.037267,0.0193734,0.0122469,0.0194523,0.02397,0.0263259,0.0249805,0.0205857,0.0150959,0.0324813,0.0210354,0.0161522,0,0,0,0.0300125,0.0256046,0,0.0256786,0,0.0264658,0.00733852,0.0243324,0.0264949,0.0398242,0.0193556,0.00905464,0.00972745,0.018255,0.00769496,0.0330195,0.0253322,0,0.0219636,0.0204648,0.028183,0.01755,0.0252598,0,0.0176582,0.0428775,0.0370594,0.0525524,0.00788679,0,0.0209492,0.00966448,0,0.0149436,0.0389074
157,0.0196573,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00901675,0.0315475,0.0165282,0.0161458,0.0303558,0.0328262,0,0,0.0479461,0.0167832,0.0220655,0.0397531,0.0445472,0.0301059,0.0376053,0.0192605,0.0123203,0.0196404,0.0240955,0.0265619,0.0247872,0.0209491,0.0150188,0.0321587,0.02103,0.0160486,0,0,0,0.0298084,0.0258231,0,0.0258812,0,0.0257193,0.00672233,0.0244938,0.0263136,0.0402275,0.0185264,0.00859416,0.0100588,0.0178762,0.00712293,0.0320943,0.0258787,0,0.022005,0.0202065,0,0.0169391,0.0273162,0,0.0168926,0.0421531,0.0365263,0.0530002,0.00845259,0,0.0209139,0.0105343,0,0.0151699,0.0418922
158,0.0199832,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00912342,0.0303297,0.0158417,0.0164009,0.0303497,0.0330715,0,0,0.0473067,0.0167024,0.0216893,0.0400949,0.0447059,0.0302654,0.0378307,0.0193985,0.012406,0.0197348,0.0242467,0.026732,0.0245515,0.0213533,0.014901,0.031853,0.0211999,0.0159134,0,0,0,0.0294571,0.0261037,0,0.0263017,0,0.0247861,0.00627195,0.0247497,0.0259756,0.0406949,0.0178174,0.00882874,0.0101135,0.0184324,0.00666771,0.0310806,0.0250829,0,0.021872,0.0197747,0.0253239,0.0164139,0.0256298,0,0.0165818,0.0403627,0.0347247,0.0533799,0.00857994,0,0.0210761,0.011823,0,0.0149625,0.0396831
159,0.0209325,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00964689,0.0307511,0.0148417,0.0159085,0.030056,0.0341288,0,0,0.0495758,0.0171479,0.0230115,0.0408465,0.045128,0.0280631,0.0376063,0.0207755,0.0120128,0.0199752,0.0238148,0.0263824,0.0247538,0.021057,0.0149077,0.034109,0.02083,0.0167062,0,0,0,0.030659,0.0264398,0,0.0269119,0,0.0254409,0.00308092,0.0251325,0.0277371,0.039539,0.0177788,0.00909226,0.0112037,0.0186843,0.00605835,0.0324524,0.0246207,0,0.0224411,0.0198487,0.0258229,0.0168144,0.0257885,0,0.0155596,0.0369122,0.0319172,0.0518323,0.00973422,0,0.0247867,0,0,0,0.0401837
160,0.0211723,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00985319,0.0309346,0.0141977,0.0158884,0.030269,0.0343435,0,0,0.0494782,0.01703,0.0230388,0.0411553,0.0461931,0.0279349,0.0379266,0.020909,0.012168,0.0198529,0.0239249,0.0266279,0.0244585,0.0212355,0.0151892,0.034184,0.0207447,0.0167014,0,0,0,0.0301426,0.0267148,0,0.0274861,0,0.0239767,0.00344046,0.0256278,0.0278366,0.0397783,0.0173509,0.00959298,0.0113142,0.0188583,0.00595755,0.0319664,0.0244849,0,0.0221587,0.0190278,0.0257469,0.016037,0.0258674,0,0.0158963,0.0341312,0.0291187,0.0517879,0.00914026,0,0.0251524,0,0,0,0.0404883
161,0.0213962,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101058,0.0309396,0.0137603,0.0159444,0.0304078,0.0345353,0,0,0.04938,0.016988,0.0231008,0.0413775,0.0473074,0.027811,0.0381132,0.0210673,0.0122579,0.0197765,0.0239309,0.0267665,0.0242666,0.0215763,0.0155551,0.0341813,0.0205853,0.0166837,0,0,0,0.0286591,0.0269848,0,0.027744,0,0.0221129,0.00387988,0.0259126,0.0280628,0.0399395,0.0166173,0.00999962,0.0114725,0.0190331,0.0059919,0.0314396,0.024324,0,0.0212472,0.0176346,0.0256195,0.0145016,0.0258386,0,0.0165007,0.0314779,0.0260613,0.0517389,0.0084666,0,0.0253432,0,0,0.0137552,0.0406766
162,0.0207641,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101638,0.0308869,0.0138151,0.0165218,0.0311275,0.0337206,0,0,0.0467597,0.0163185,0.0212604,0.0409078,0.0485321,0.0298346,0.0388107,0.0198653,0.0126559,0.0196602,0.0245137,0.0273637,0.0236307,0.0224165,0.0159444,0.0318222,0.0211423,0.0158686,0,0,0,0.0265719,0.0266803,0,0.0278633,0,0.0194754,0.00669111,0.0262257,0.0264906,0.0415495,0.0170687,0.0100609,0.0108121,0.0189501,0.0063104,0.0293242,0.0245137,0,0.0198214,0.0160573,0.0257223,0.0129808,0.0258173,0,0.0176919,0.0275417,0.0215608,0.0538865,0.00666552,0,0.0220478,0.0121425,0,0.0123586,0.0407371
163,0.0216366,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107539,0.0308338,0.0133286,0.0159708,0.0307084,0.0348167,0,0,0.0491091,0.0167326,0.0225617,0.0418679,0.0486894,0.0276964,0.0382174,0.021202,0.0121866,0.0197982,0.0238683,0.0268011,0.0241273,0.0223265,0.0165865,0.0339392,0.0206992,0.0166063,0,0,0,0.0264377,0.0268646,0,0.0282274,0,0.0207067,0.00449815,0.0264169,0.0285126,0.0402245,0.018233,0.00982089,0.0118516,0.0193682,0.00620753,0.0311878,0.0239934,0,0.0189901,0.0162321,0.02552,0.0133531,0.0257489,0,0.0165298,0.0216614,0.0165015,0.0517037,0.00868617,0,0.0252026,0,0,0.0123926,0.0409342
164,0.0210186,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109329,0.0308993,0.0133257,0.0166548,0.0311551,0.0338822,0,0,0.046419,0.0162337,0.0209702,0.0414964,0.0494185,0.0298539,0.0386687,0.0200608,0.0124838,0.0198907,0.024204,0.0271526,0.0236989,0.0226945,0.0166657,0.0317331,0.0212687,0.0158034,0,0,0,0.0246689,0.0265277,0,0.0283172,0,0.0185138,0.00650918,0.0265428,0.0275791,0.0414123,0.0198267,0.00919874,0.0111974,0.0193421,0.00626429,0.0295552,0.0241575,0,0.017216,0.0149875,0.0254578,0.0135986,0.0258531,0,0.0172539,0.0168472,0.0117677,0.0537529,0.00732501,0,0.0215603,0.0117044,0,0,0.0411452
165,0.0218709,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114025,0.0308827,0.0123708,0.0165045,0.030576,0.0348781,0,0,0.0484034,0.0168638,0.0222426,0.0426569,0.0491382,0.0277592,0.0378344,0.0212981,0.0120673,0.0200787,0.0233666,0.0264269,0.0242067,0.022313,0.0170857,0.0333993,0.0207615,0.016405,0,0,0,0.0247434,0.0268689,0,0.0286357,0,0.0203089,0.00527097,0.0265319,0.0302011,0.0399059,0.0221583,0.00863588,0.0121131,0.0198147,0.00612213,0.0318116,0.023707,0,0.0167065,0.0166291,0.0252084,0.015763,0.0258408,0,0.015934,0.0139531,0.0106719,0.0513185,0.0104053,0,0.024194,0,0,0,0.0414823
166,0.021347,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116876,0.0309349,0.0124509,0.0170489,0.0309521,0.0338154,0,0,0.0461463,0.0164317,0.0207873,0.0422417,0.0495864,0.0299812,0.0379431,0.0203981,0.011988,0.0201274,0.0234808,0.0264024,0.0239639,0.0220902,0.0170075,0.0312092,0.0211365,0.0157183,0,0,0,0.0222721,0.0266146,0,0.0284351,0,0.0179735,0.00621107,0.026239,0.0301141,0.0405268,0.0238411,0.00703285,0.0118508,0.0198575,0.00588699,0.0304355,0.0236968,0,0.0146568,0.0151024,0.0250041,0.0174509,0.0259173,0,0.0174401,0.0176843,0.0150533,0.0532036,0.00980514,0,0.0203449,0.011062,0,0,0.0417601
167,0.0215443,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121058,0.030842,0.0121173,0.0168101,0.0309486,0.0337802,0,0,0.0461415,0.016243,0.0207802,0.0425465,0.050194,0.0299682,0.0375131,0.0205768,0.0117983,0.0199112,0.0232072,0.0260501,0.0240622,0.02193,0.0172603,0.0311821,0.0211984,0.0157537,0,0,0,0.021352,0.0266527,0,0.0286292,0,0.0176932,0.00611734,0.0260222,0.0311845,0.040035,0.0246891,0.00600672,0.0122716,0.0200513,0.00572226,0.0309625,0.023389,0,0.0140943,0.0153487,0.0248304,0.0198204,0.0259114,0,0.0179298,0.0222894,0.0205269,0.0529432,0.0113292,0,0.0197721,0.0108614,0,0,0.0419284
168,0.0217108,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125733,0.0306444,0.0115342,0.0167224,0.0310126,0.0338662,0,0,0.0460937,0.0161605,0.0207653,0.0428299,0.0506373,0.0298679,0.0368653,0.0206969,0.0115439,0.0199226,0.022842,0.0257221,0.0240769,0.021958,0.0172968,0.0310733,0.0211907,0.0157732,0,0,0,0.0206987,0.0268101,0,0.0280681,0,0.0173866,0.00612096,0.0258098,0.0317846,0.039768,0.025031,0.00544796,0.0125794,0.0201951,0.00570956,0.031357,0.0230808,0,0.0139931,0.0159904,0.0247683,0.0218282,0.0258041,0,0.0184053,0.0274619,0.025786,0.0527458,0.013214,0,0.0195998,0.0108232,0,0,0.0419289
169,0.0222315,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125114,0.0304711,0.0102414,0.0164732,0.030895,0.0350066,0,0,0.04757,0.016495,0.0216722,0.0438884,0.0508553,0.0275122,0.0363869,0.0213668,0.0116406,0.019775,0.0225082,0.0255689,0.0239039,0.021977,0.0177635,0.0323515,0.0207372,0.0162438,0,0,0,0.0224584,0.0273302,0,0.0283616,0,0.0196877,0.0085362,0.0263023,0.0330914,0.0393117,0.0251947,0.00748817,0.0126359,0.0203517,0.00609149,0.0336447,0.02297,0,0.0156467,0.0193347,0.0247185,0.0234788,0.0256643,0,0.0166731,0.0302594,0.0285233,0.0507201,0.0164232,0,0.0237017,0,0,0,0.0418543
170,0.0223606,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125275,0.0305824,0.00979765,0.0165882,0.0311391,0.0351064,0,0,0.0475541,0.016588,0.0215779,0.0441708,0.0512913,0.0273816,0.0363019,0.0214623,0.0116342,0.0196587,0.0224533,0.0254597,0.0235151,0.0218585,0.0178695,0.0322954,0.0207448,0.016249,0,0,0,0.0226971,0.0276154,0,0.028706,0,0.0202776,0.00967995,0.0264826,0.0331757,0.0393172,0.0254021,0.007865,0.0127445,0.0205001,0.00613343,0.034008,0.022878,0,0.0159574,0.0210639,0.0247077,0.0246223,0.0256739,0,0.016309,0.0339134,0.0314088,0.0511495,0.0183411,0,0.0241929,0,0,0,0.0420375
171,0.0221665,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131651,0.0309346,0.0102723,0.0167678,0.0313989,0.0342762,0,0,0.0462844,0.0163044,0.0208341,0.04365,0.0515227,0.0295641,0.0362958,0.0211124,0.0110873,0.0196842,0.0224728,0.0252576,0.0230286,0.0219903,0.0175988,0.0311122,0.0211006,0.0159031,0,0,0,0.0207122,0.0274895,0,0.0285122,0,0.0193344,0.00771503,0.026033,0.0323655,0.039363,0.0264436,0.005433,0.0132607,0.0206809,0.00582367,0.0322162,0.0225458,0,0.0146382,0.0211058,0.0247018,0.025923,0.0257612,0,0.0180908,0.0385603,0.0352548,0.0537407,0.0190855,0,0.0200901,0.0115934,0,0,0.0423721
172,0.0223634,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135521,0.0311368,0.00999154,0.0166865,0.0312696,0.034317,0,0,0.0465826,0.0163891,0.0212269,0.0439853,0.0512823,0.0294531,0.035928,0.0213539,0.0106458,0.0195356,0.0223559,0.0251949,0.0224917,0.0221384,0.0177262,0.0313298,0.0210193,0.0160171,0,0,0,0.0203857,0.0276458,0,0.0281,0,0.0201647,0.00803613,0.0260559,0.0325557,0.0390601,0.0286125,0.0054051,0.0135708,0.0209106,0.00584935,0.032031,0.0222916,0,0.0144071,0.0222524,0.0246158,0.0272578,0.0256812,0,0.0177978,0.0398602,0.0368417,0.0537842,0.0199677,0,0.0198729,0.0116374,0,0,0.0424606
173,0.0227318,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013391,0.0306564,0.00903961,0.0164659,0.0308948,0.0354063,0,0,0.0480067,0.016737,0.0220449,0.0450925,0.0510458,0.0269977,0.0353276,0.0219267,0.0110081,0.0193409,0.0224082,0.0256392,0.0217583,0.022278,0.0182416,0.0326843,0.0206142,0.0164905,0,0,0,0.0216783,0.0280313,0,0.0284803,0,0.0222508,0.0111296,0.0265025,0.0334657,0.0390924,0.0296399,0.00872573,0.0131324,0.0209684,0.00617172,0.0334352,0.0222856,0,0.0153535,0.0240951,0.0244402,0.0280259,0.0253058,0,0.0153804,0.0383343,0.0362958,0.0511116,0.020847,0,0.0244411,0,0,0,0.0420727
174,0.0227411,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135365,0.0306881,0.00867746,0.0163426,0.0291178,0.0353404,0,0,0.0480557,0.0167082,0.0220075,0.0453928,0.0483715,0.0268351,0.0351465,0.0219685,0.0109232,0.019222,0.0226368,0.0260112,0.0212639,0.0214706,0.0178876,0.0327273,0.0204831,0.0165947,0,0,0,0.0207817,0.0282514,0,0.0264258,0,0.0219407,0.0109625,0.0253251,0.0331089,0.0392033,0.0253719,0.00897445,0.0130892,0.0210926,0.00627774,0.0326128,0.0221495,0,0.0151736,0.0230485,0.0243661,0.0265252,0.0252868,0,0.0154891,0.0389564,0.0372993,0.0503937,0.0193969,0,0.0244185,0,0,0,0.0422174
175,0.0225283,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143114,0.0308195,0.008748,0.0164903,0.0243529,0.0343643,0,0,0.0470777,0.0164812,0.0213517,0.045184,0.0406416,0.0291116,0.0354856,0.0216568,0.0101021,0.0189877,0.0228067,0.0267584,0.0215765,0.0194897,0.0164632,0.031758,0.0207631,0.016341,0,0,0,0.0179435,0.0283873,0,0.0201636,0,0.0191836,0.00742402,0.0220133,0.0314448,0.0390188,0.0185182,0.00608116,0.0136847,0.0215076,0.00619189,0.0296416,0.0217,0,0.0139691,0.0194164,0.0242941,0.0236668,0.025354,0,0.0179705,0.0432074,0.0400153,0.0519703,0.0158462,0,0.0197177,0.0116498,0,0,0.0426764
176,0.0229215,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137963,0.0303872,0.00904118,0.0160273,0.0242184,0.0352928,0,0,0.0490754,0.0168784,0.0226023,0.0459947,0.0399367,0.0267037,0.0356412,0.0224117,0.0103058,0.0188874,0.0229739,0.0271275,0.0211123,0.0199277,0.0176005,0.033518,0.0203851,0.0169399,0,0,0,0.0197352,0.0285508,0,0.0201713,0,0.0198297,0.00979806,0.0221839,0.0314149,0.0385835,0.0148367,0.00856835,0.0134596,0.0217331,0.00639598,0.031022,0.0215723,0,0.0145843,0.0200028,0.0241409,0.0234637,0.0251002,0,0.0158687,0.0446915,0.0407339,0.0494163,0.0153532,0,0.0238585,0,0,0,0.0426006
177,0.0225477,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144137,0.0303028,0.00983538,0.0162376,0.024596,0.0342625,0,0,0.0476876,0.0166667,0.0220529,0.0450601,0.0396357,0.0288133,0.0358266,0.0219614,0.0104796,0.0190552,0.0234791,0.0275707,0.0204559,0.0205535,0.0178912,0.0321484,0.0206647,0.0166147,0,0,0,0.0168404,0.0284133,0,0.0200153,0,0.0166054,0.00659398,0.0223521,0.0292777,0.0389146,0.0119956,0.006457,0.0137394,0.0219743,0.00630864,0.0280414,0.0212489,0,0.0122069,0.0168247,0.0240535,0.0228974,0.0250428,0,0.0178378,0.0495554,0.0439325,0.0516592,0.0122833,0,0.0197666,0.0119872,0,0,0.0428544
178,0.0226429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143845,0,0.0103206,0.0161731,0.0248932,0.034555,0,0,0.048128,0.0168538,0.0223965,0.0447661,0.0395471,0.0287817,0.035447,0.0221394,0.0105512,0.0190654,0.0237843,0.0277355,0.0198651,0.0213092,0.0187449,0.0323146,0.0203241,0.0167969,0,0,0,0.0164409,0.0284403,0,0.0204854,0,0.015308,0.00648546,0.0228017,0.0280197,0.0388489,0.0120406,0,0.013544,0.0207066,0.00617851,0.0275401,0.0214129,0,0.0100668,0.0162743,0.0246048,0.0234139,0.0262617,0,0.0172189,0.0519582,0.044887,0.0516628,0.0117396,0,0.0197553,0.0122895,0,0,0.0436314
179,0.0230471,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135911,0.0316321,0.0106904,0.0158183,0.0253703,0.0357317,0,0,0.0504896,0.0175449,0.0238237,0.0451626,0.039682,0.0258212,0.0355461,0.0231919,0.0109343,0.0190271,0.0242806,0.0282157,0.0189522,0.0223311,0.020508,0.0343691,0.0197514,0.0176435,0,0,0,0.0190499,0.0280408,0,0.0214281,0,0.0172882,0.0098358,0.023828,0.0282106,0.0382297,0.0122569,0.00944618,0.0133547,0.0218824,0.00669077,0.0298198,0.0211654,0,0.009864,0.018907,0.024142,0.0230355,0.02528,0,0.0150076,0.0498072,0.0418363,0.0491129,0.0144304,0,0.0244401,0,0,0,0.0432248
