Timestep,C7,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,LSHO,LUPA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIBA,RTIBI,RTOE,RUPA,RWRA,RWRB,x74,x75,LFHD,LTHIA,T10,LWRA,RTIBP,LBHD,LKNE,LPSI,RTIB,LTHIP,RASI,LHEE,RPSI,CLAV,LFIN,STRN,LTHII,L5HD,x76,LTHI,LTIB,LWRB,LANK,LFRM,LEAR,LTIBP,LTOE,L5FT,LGTR,LTIBA,RFHD,LASI,LILC,,LTIBI,LELB
105,0.0241915,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234649,0,0.0268998,0.0145853,0.0129292,0.0381929,0,0,0.0524874,0.0193898,0.0253791,0.043358,0.0151862,0.0253804,0.0218386,0.0233591,0.0173568,0.0204797,0.0253536,0.0246775,0.0292725,0.014407,0.0335969,0.0356479,0.0213209,0.0179789,0,0,0,0.0177755,0.0307461,0.0104624,0.0117712,0,0.0253051,0.022888,0.0130311,0,0.0322544,0.0261155,0,0.00756498,0.0248246,0.0116505,0,0.0193542,0,0.0163365,0,0.0247054,0,0.0325678,0,0,0.0300311,0.0207089,0.0530496,0.0195867,0,0.0383897,0,0,0,0
106,0.0289229,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171833,0.126638,0.0251998,0.0146324,0.0102232,0.040181,0,0,0.052409,0.0192813,0.0255794,0.0428563,0.0119352,0.0243404,0.0234533,0.0273409,0.0159512,0.0200566,0.025035,0.0256078,0.0319849,0.0104055,0.0308783,0.0366444,0.0215565,0.0179618,0,0,0,0.0186525,0.0298056,0.0127796,0.00848884,0,0.0268388,0.0352607,0.00905625,0,0.0362296,0.027923,0.024613,0.012331,0.019966,0.020332,0,0.0254042,0,0.0167977,0,0.0223262,0,0.0288713,0,0,0.029755,0.0207975,0.0525926,0.0212685,0,0.0451739,0,0,0,0
107,0.0326967,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217636,0.137114,0.0225554,0.0146673,0.00681058,0.0418003,0,0,0.0523158,0.0192514,0.0256313,0.0447613,0.0122279,0.022476,0.0222967,0.0297124,0.0155272,0.0191427,0.0239388,0.0247646,0.0351223,0.0067228,0.0284183,0.0371552,0.0218082,0.0179511,0,0,0,0.00923379,0.0298988,0.0209564,0.00803178,0,0.0225062,0.0414832,0.00633595,0.0319672,0.0341327,0.024154,0,0.0159269,0.0103275,0.0246265,0,0,0,0.00892235,0,0.0362897,0,0.0400231,0,0,0.0343187,0,0.0530654,0.0198898,0,0.04677,0,0,0,0
108,0.0288335,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168992,0.125826,0.0221409,0.0145257,0.00466069,0.040422,0,0,0.0531153,0.0194444,0.025888,0.0445895,0.0128262,0.0237401,0.0229268,0.0275928,0.0152078,0.0182256,0.0242298,0.0252023,0.0369771,0.00425505,0.028244,0.0371228,0.0213247,0.0180869,0,0,0,0.00797847,0.0301479,0.0129809,0.0102674,0,0.0237495,0.0345473,0.0067481,0.0306636,0.0322013,0.026711,0.0218338,0.0121245,0.0202249,0.0194154,0,0.0247202,0,0.00786521,0,0.0215647,0,0.0268044,0,0,0.0352624,0,0.0530229,0.0223321,0,0.0430791,0,0,0,0
109,0.0237253,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221431,0,0.0228345,0.014418,0.00337876,0.0378887,0,0,0.0534662,0.0195723,0.025755,0.0445734,0.0143604,0.0254295,0.0227158,0.0235196,0.015246,0.0171584,0.0246825,0.0251413,0.0386126,0.00286247,0.0297322,0.0361557,0.0208828,0.0181858,0,0,0,0.00659203,0.0307388,0.0105763,0.0131247,0,0.0228201,0.0215629,0.00858944,0.0299667,0.0278701,0.0262273,0,0.00840048,0.0247561,0.010296,0.0237241,0.0187837,0,0.0072109,0,0.024323,0,0.0309266,0,0,0.0359012,0,0.0532819,0.021752,0,0.0361928,0,0,0,0
110,0.0232058,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244129,0,0.0226897,0.0143473,0.00229385,0,0,0,0.0536375,0.0196872,0.0257979,0.044218,0.0139604,0.0261361,0.0231478,0.0227783,0.0151903,0.0165115,0.0247787,0.0255202,0.0400201,0.00346023,0.0296031,0.0357746,0.0208447,0.0183207,0,0,0,0.00622174,0.0311408,0.0102111,0.0149801,0,0.0219341,0.0193345,0.010801,0.029518,0.0272119,0.0278195,0.00810418,0.00855979,0.025847,0.00870121,0.0229793,0.0174634,0,0.00663388,0.0269304,0.0242492,0,0.0316371,0,0,0.0391991,0,0.0532413,0.0215871,0,0.0351144,0,0,0,0
111,0.0218711,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203396,0.049057,0.0223357,0.0144202,0.00187305,0.0363005,0,0,0.0534225,0.0195642,0.0254362,0.0445111,0.0140225,0.0263886,0.0233431,0.0218864,0.0152402,0.0160689,0.0247887,0.0256967,0.0414966,0.00493147,0.0289549,0.0355002,0.0207328,0.018136,0,0,0,0.00619858,0.0307716,0.013053,0.016306,0,0.0217962,0.0174079,0.0126411,0.0295126,0.0264466,0.0271359,0.00699221,0.00961706,0.0256218,0.00773347,0.0229452,0.016203,0,0.00760524,0.0259412,0,0,0.0256821,0,0,0.0346096,0.0284969,0.0534018,0.0205617,0,0.0344556,0,0,0,0.0446894
112,0.0221518,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022023,0,0.0223319,0.0142771,0.00230132,0,0,0,0.0535148,0.0195977,0.0254954,0.0445183,0.0148568,0.0268537,0.0237879,0.0220735,0.0152026,0.0157601,0.0248908,0.0257895,0.0424963,0.0061011,0.0281341,0.0354199,0.0209528,0.0183363,0,0,0,0.00611085,0.0311123,0.0126318,0.0173145,0,0.0216297,0.0171313,0.0138361,0.0295149,0.0266357,0.0279327,0.00663274,0.00974564,0.0258356,0.00731567,0.0228689,0.0163991,0,0.00677996,0.0254599,0,0,0.027172,0,0,0.0402805,0,0.0533082,0.0209817,0,0.0346399,0,0,0,0.0474608
113,0.0217582,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200333,0.0448039,0.0222577,0.0142247,0.00269868,0.0364815,0,0,0.0533263,0.0193294,0.0251345,0.0445702,0.0168761,0.0267687,0.0240521,0.0219559,0.0149105,0.0156891,0.0246054,0.025438,0.0432501,0.00688522,0.027148,0.0355064,0.0210556,0.0181218,0,0,0,0.0060413,0.0308484,0.0130185,0.0184408,0,0.0210442,0.0176171,0.0147246,0.0301632,0.0267379,0.0268554,0.00658993,0.00965944,0.0261157,0.00715808,0.0229044,0.015579,0,0.0072412,0.0246965,0.0205013,0,0.0240389,0,0,0.0368176,0.0306203,0.0537354,0.0197747,0,0.035037,0,0,0,0.0427367
114,0.0235521,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196287,0,0.0215964,0.0142301,0.00242928,0.0381621,0,0,0.0531426,0.0193009,0.0251027,0.0440019,0.0184358,0.0261681,0.0247556,0.0234515,0.0144247,0.0159644,0.0239986,0.0250501,0.0436465,0.00744239,0.0251325,0.0358972,0.0212856,0.0181327,0,0,0,0.00654883,0.0307841,0.00751503,0.0197078,0,0.0202494,0.0228595,0.0157557,0.030748,0.0286111,0.0267347,0,0.00803268,0.0280979,0.0094545,0.0232283,0.0154096,0,0.00684798,0.0241795,0.0204935,0,0.0260406,0,0,0.0385435,0.0316464,0.0538275,0.0193149,0,0.0375873,0,0,0,0
115,0.0215821,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201856,0.0450022,0.0227329,0.0144538,0.00210715,0.036707,0,0,0.0528394,0.0193616,0.0247555,0.0436258,0.0201727,0.0273725,0.0252969,0.021736,0.015137,0.0163364,0.0244417,0.0250709,0.0431763,0.00658783,0.026012,0.035243,0.0208572,0.0180335,0,0,0,0.00708104,0.0310694,0.0132193,0.0209131,0,0.0196802,0.0179035,0.0162122,0.030606,0.0275547,0.0263581,0,0.00949647,0.0261037,0.00687634,0.0232058,0.0155032,0,0.00609727,0.0236277,0.0202248,0,0.0238403,0,0,0.0394407,0.0319482,0.0534775,0.0188751,0,0.0347691,0,0,0,0.0425349
116,0.0213501,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020079,0.0443365,0.0229141,0.0145812,0.00163903,0.0364371,0,0,0.0524531,0.0193015,0.0244103,0.0434397,0.0199579,0.027593,0.0253098,0.0214424,0.015819,0.0170109,0.024519,0.0249752,0.0427051,0.00557395,0.0257809,0.0348408,0.0209124,0.0178419,0,0,0,0.00810452,0.0311729,0.0134172,0.0214316,0,0.019531,0.0187973,0.0162865,0.0307175,0.0279268,0.0262301,0.00651682,0.00910614,0.0260016,0.00716943,0.0234882,0.0155704,0,0.00560681,0.0234159,0.0196314,0,0.0236775,0,0,0.0404625,0.032532,0.0531743,0.0188089,0,0.035294,0,0,0,0.0423108
117,0.0214406,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215169,0,0.0230808,0.0145959,0.000743395,0.0365024,0,0,0.0521431,0.0191809,0.0241256,0.0434253,0.0189051,0.0276127,0.0253307,0.021351,0.0168395,0.0179181,0.0246531,0.0250463,0.0419431,0.00417854,0.0263269,0.0345364,0.0210834,0.0176931,0,0,0,0.00902655,0.0312954,0.0126182,0.021178,0,0.019611,0.0195882,0.0158517,0.0308544,0.0286403,0.0258877,0.0066904,0.00869112,0.0260071,0.00726999,0.0237238,0.0159873,0,0.00535198,0.0233131,0.0206376,0,0.0255605,0,0,0.0415366,0.0333746,0.053056,0.0189643,0,0.0358039,0,0,0,0.0457717
118,0.0213298,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217688,0,0.0235326,0.0145452,0.000640561,0.0364007,0,0,0.0520045,0.0190477,0.0239144,0.0434565,0.0182865,0.0279759,0.0252937,0.021221,0.0177732,0.018846,0.0244597,0.0249615,0.0412109,0.00280524,0.0282924,0.0342854,0.0212472,0.0176098,0,0,0,0.00973565,0.0311883,0.0125943,0.0199489,0,0.0198316,0.0202125,0.0148334,0.0308753,0.0292664,0.0258144,0.00676089,0.00858841,0.0259884,0.00734834,0.0238905,0.01607,0,0.00524807,0.0232665,0.0208126,0,0.0259415,0,0,0.0422534,0.0339821,0.0529833,0.0192241,0,0.0357693,0,0,0,0.0464117
119,0.0212517,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220043,0,0.0243062,0.0146143,0.000950163,0.0363404,0,0,0.0519273,0.0190771,0.0238045,0.0434166,0.0183595,0.0286658,0.0249263,0.0211299,0.0183186,0.0195801,0.0244953,0.02462,0.0407013,0.00174485,0.0312802,0.0341594,0.0213702,0.0176514,0,0,0,0.0103518,0.0311101,0.0125849,0.0178782,0,0.0201352,0.0207117,0.0131603,0.0307937,0.0297004,0.0256222,0.00676542,0.00858113,0.025969,0.0073658,0.0239805,0.0161174,0,0.00517282,0.0231903,0.0209478,0,0.026249,0,0,0.0427813,0.0344611,0.0529261,0.019472,0,0.0350003,0,0,0,0.047065
120,0.0211179,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209549,0.0414827,0.0250748,0.0145411,0.00244232,0.0361736,0,0,0.0522468,0.0191731,0.0239217,0.0429615,0.0179854,0.029313,0.0243896,0.0211302,0.0182859,0.0198118,0.0243316,0.0242532,0.0400543,0.00131905,0.0332836,0.0344303,0.021417,0.0178558,0,0,0,0.0151223,0.0310217,0.013379,0.0155539,0,0.0231768,0.0213808,0.0114208,0.0320524,0.0307469,0.0311231,0.00700386,0.00864351,0.0257969,0.00775204,0.0266906,0.0159494,0,0.00672004,0.0255897,0.0201334,0,0.0247202,0,0.0085522,0.0477388,0.0403879,0.0518479,0.0230705,0,0.0351081,0,0,0.021008,0.0448635
121,0.0212709,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223749,0,0.0263455,0.0145349,0.00367836,0.0361198,0,0,0.052106,0.0191416,0.0237507,0.0430268,0.0177245,0.0299829,0.0227569,0.0210822,0.0177084,0.0196045,0.0233901,0.0229045,0.0396759,0.00205393,0.034512,0.0342509,0.0215119,0.0178837,0,0,0,0.0154952,0.0309825,0.0125481,0.0142196,0,0.0233685,0.0216834,0.0104139,0.0317064,0.0306695,0.029974,0.00673699,0.00844357,0.0258934,0.00776294,0.0265763,0.016213,0,0.00652401,0.0250783,0.0211782,0.0258295,0.0258861,0,0.00799469,0.0459524,0.0387928,0.0522085,0.0224715,0,0.0340131,0,0,0.0209824,0.0482788
122,0.020922,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213677,0.0422398,0.027498,0.0144114,0.00529826,0.0356814,0,0,0.0521225,0.0190457,0.0236557,0.0427846,0.0169383,0.0303371,0.0215153,0.0210006,0.0162505,0.0189728,0.0222513,0.0212916,0.039171,0.00305788,0.0356555,0.0342109,0.0214705,0.0178953,0,0,0,0.0154346,0.0305808,0.0131899,0.0134812,0,0.0238634,0.0218221,0.0100254,0.0311855,0.0305577,0.0289115,0.00651057,0.00855835,0.0257788,0.00791899,0.0266142,0.0160365,0,0.00697067,0.0251181,0.0205976,0.025806,0.0246617,0,0.00835079,0.0437139,0.037229,0.0526315,0.0224375,0,0.0331851,0,0,0.0207138,0.0464936
123,0.0206993,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213116,0.0420975,0.0285937,0.0144556,0.00718538,0.0354784,0,0,0.0520672,0.0191063,0.0235731,0.0420405,0.0159592,0.03073,0.0213458,0.0209223,0.0141517,0.0181145,0.021485,0.0202058,0.0387503,0.00390876,0.0369805,0.0340866,0.0211503,0.0179178,0,0,0,0.0156944,0.0302419,0.0132524,0.0129236,0,0.0244452,0.0217668,0.00998199,0.0305748,0.0306121,0.0278554,0.0060921,0.00849928,0.0257743,0.00791026,0.0268038,0.0159824,0,0.00802391,0.0250744,0.0205582,0.0250539,0.0246237,0,0.00892688,0.0414868,0.0352899,0.0527532,0.0222401,0,0.032546,0,0,0.020382,0.0464589
124,0.0189402,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234546,0.0468757,0.0413029,0.0149672,0.0102958,0.0320419,0,0,0.0506916,0.0188199,0.0226807,0.0326003,0.0151725,0.0360642,0.0224038,0.0201856,0.0103805,0.0181137,0.0212033,0.0205341,0.0387815,0.00387631,0.0540488,0.0325598,0.0211988,0.0174068,0,0,0,0.0162223,0.0267314,0.0118897,0.0170837,0,0.02172,0.0190492,0.013375,0.0280056,0.0280242,0.0232041,0.0107906,0.00950196,0.0256599,0.00470198,0.0204591,0.0170831,0,0.00490968,0.0204645,0.0237699,0.0241942,0.0293849,0,0.0133275,0.0564297,0.0459319,0,0.0222841,0,0.0163827,0,0,0.0162981,0
125,0.0204781,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215678,0.0405624,0.0310828,0.0145368,0.00971776,0.0348896,0,0,0.0526321,0.0194294,0.0239513,0.0396479,0.0124907,0.0317757,0.0225363,0.0211069,0.0106805,0.0171272,0.0206516,0.0196961,0.0379384,0.00552705,0.0404649,0.034448,0.0208162,0.0181533,0,0,0,0.0164222,0.0297104,0.0130592,0.0100966,0,0.0251447,0.021055,0.00873224,0.0288625,0.0303927,0.0245337,0.00493629,0.008514,0.0257492,0.00790836,0.0273675,0.0158967,0,0,0.0239393,0.0207272,0.0232334,0.0248559,0,0.0111661,0.0362245,0.0298979,0.0523381,0.0204971,0,0.0297115,0,0,0.0192477,0.0469667
126,0.0203829,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215581,0.0400879,0.0329938,0.0143704,0.0107336,0.0342753,0,0,0.0525434,0.0193229,0.0238311,0.0385182,0.00987186,0.0321956,0.0226498,0.0209852,0.00984715,0.0178385,0.0203243,0.0196503,0.0369683,0.0066565,0.0428791,0.0343561,0.0210449,0.0181601,0,0,0,0.0166667,0.0294955,0.0128298,0.00778597,0,0.0252874,0.0211272,0.00731619,0.0282183,0.030436,0.022367,0.00485386,0.00827312,0.0255755,0.00822919,0.0279504,0.0160394,0,0,0.0228903,0.0210463,0.022089,0.0249233,0,0.0129731,0.0327135,0.0272028,0.0518631,0.0189821,0,0.0286768,0,0,0.018502,0.0470421
127,0.0205742,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216537,0.0401954,0.0353985,0.014222,0.0118906,0,0,0,0.0527195,0.0194384,0.0239988,0.0377922,0.0071524,0.0325108,0.0220471,0.0210165,0.00948574,0.0189228,0.0198503,0.0193099,0.0357605,0.00822987,0.0458306,0.0344247,0.0210784,0.0183049,0,0,0,0.0167035,0.029447,0.0126225,0.00634775,0,0.0252995,0.0208418,0.0066504,0.0279041,0.0302722,0.0211641,0.00523999,0.00823176,0.025359,0.00839902,0.028861,0.0162723,0,0,0.0215905,0.0213843,0.0209499,0.0250769,0,0.0151999,0.0287957,0.0238413,0.0514217,0.017264,0,0.0278196,0,0,0.0177114,0.0469345
128,0.0202844,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215734,0.0403005,0.037641,0.0144014,0.0129935,0.0340278,0,0,0.0524643,0.0194001,0.0238618,0.0375298,0.00478172,0.0328545,0.0205979,0.0207661,0.00935157,0.0199085,0.0192568,0.0185551,0.0348238,0.00963219,0.0484765,0.034309,0.0210383,0.0180634,0,0,0,0.0163933,0.0288403,0.012384,0.00653823,0,0.0250057,0.01944,0.00721335,0.0277483,0.0294149,0.0209605,0.00513512,0.00848266,0.0253168,0.00787203,0.0294817,0.016269,0,0.00904199,0.020074,0.021055,0.0200629,0.0252347,0,0.0178576,0.0256193,0.0205002,0.0514653,0.015485,0,0.0254628,0,0,0.0171651,0.0471216
129,0.0205449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215882,0.0403283,0.0390177,0.0144453,0.0140045,0,0,0,0.0525794,0.0195566,0.0241219,0.0374433,0.00252763,0.0330247,0.0198276,0.0207478,0.0095392,0.0204892,0.0190292,0.0179778,0.0338649,0.0108585,0.049987,0.034381,0.0211099,0.0180395,0,0,0,0.0160441,0.0286511,0.0122103,0.00754257,0,0.0247154,0.0187726,0.00839598,0.0281236,0.0293025,0.0216352,0.00550904,0.00858586,0.0250193,0.00792878,0.030214,0.0165491,0,0.0093405,0.0187182,0.020766,0.0193998,0.0253537,0,0.0204631,0.0208461,0.0164375,0.0513692,0.0137503,0,0.0244819,0,0,0.0172702,0.0476081
130,0.0203815,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213543,0.0400835,0.039242,0.0146446,0.0144804,0.0335578,0,0,0.0522454,0.0193411,0.0235892,0.0375368,0.00157154,0.0331471,0.0193246,0.0204924,0.00955376,0.0205585,0.0186887,0.0171438,0.0334856,0.0114607,0.0502221,0.0342028,0.0212727,0.0176974,0,0,0,0.0157027,0.028044,0.0118711,0.00813924,0,0.0235999,0.0172484,0.00898454,0.0285836,0.0287049,0.0221933,0.00489495,0.00881746,0.024841,0.00750677,0.030438,0.0166523,0,0.0096241,0.018172,0.0206316,0,0.0253496,0,0.0217515,0.0155939,0.0118866,0.0517802,0.0120416,0,0.0221673,0,0,0.018378,0.0478777
131,0.0219543,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230316,0.0416051,0.0429849,0.0158142,0.0202679,0.0354306,0,0,0.0481642,0.0177836,0.0204654,0.0336781,0.00799163,0,0.0296278,0.0208635,0.015873,0.0192175,0.0279147,0.0259735,0.0263589,0.0173051,0.0547242,0.0308652,0.0225062,0.015939,0,0,0,0.0153439,0.0331659,0.0116169,0.0132347,0,0.0227153,0.0206491,0.0150511,0.0288989,0.040648,0.0220801,0.0115298,0.00987885,0.0256652,0.0113106,0.0300427,0.0155308,0,0.00986202,0.0177311,0.0204337,0,0.0258429,0,0.0236573,0.0138185,0.0102237,0.0553699,0.0111897,0,0.016172,0,0,0.0194666,0.048989
132,0.0205623,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210402,0.0396977,0.0369844,0.0148361,0.0148983,0.0334628,0,0,0.0516968,0.0188846,0.0227105,0.0381118,0.00341123,0.0330216,0.0191991,0.0202351,0.00925439,0.0193571,0.0187805,0.0166482,0.0332913,0.0117373,0.0465985,0.0336236,0.0218329,0.017123,0,0,0,0.0172215,0.0273522,0.0114209,0.0082612,0,0.0228844,0.0152673,0.00904109,0.0300387,0.0286745,0.023041,0.00450206,0.0089169,0.0242993,0.00752869,0.0316888,0.0171985,0,0.0114436,0.0169273,0.020516,0,0.0254945,0,0.0248096,0.00599105,0.00539752,0.0522826,0.00929353,0,0.0203843,0,0,0.0194208,0.0484377
133,0.0218942,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224764,0.0411445,0.0396248,0.0164735,0.02029,0,0,0,0.046574,0.0172647,0.0196182,0.0340126,0.00955879,0,0.0295163,0.0207842,0.0153608,0.0181464,0.0277475,0.0258361,0.0267315,0.0170736,0.04941,0.0289326,0.0231532,0.0152988,0,0,0,0.023393,0.0323877,0.0112992,0.0129293,0,0.0324948,0.0180811,0.0146417,0.0300977,0.04032,0.0159463,0.0105066,0.0100653,0.0249866,0.0114521,0.0356815,0.0162753,0,0.0156568,0.02657,0.0203083,0,0.0258993,0,0.0260451,0.00869475,0.00681446,0.0550823,0.0198112,0,0.0130231,0,0,0.0258724,0.0493973
134,0.0200864,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205338,0.0393165,0.0339372,0.0155694,0.0150982,0.0313494,0,0,0.0496897,0.018098,0.0216135,0.0383914,0.00624479,0.0336317,0.0191396,0.0196616,0.00833294,0.0180915,0.0185414,0.0170199,0.0336821,0.0114948,0.041576,0.0314846,0.0222639,0.0163034,0,0,0,0.0251286,0.0260569,0.0111592,0.0076826,0,0.0336676,0.0127218,0.00837589,0.0314095,0.0286708,0.0159942,0.00355755,0.00872049,0.0237013,0.00735325,0.0377229,0.0178694,0,0.0176974,0.0264708,0.0204941,0,0.0254917,0,0.0271638,0.00425132,0.00150065,0.0519095,0.0187926,0,0.0169806,0,0,0.0257528,0.0488043
135,0.0200714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206462,0.0392894,0.0328014,0.0156409,0.0156833,0.0314049,0,0,0.0495106,0.0179973,0.0216689,0.0383123,0.00822943,0.0336302,0.0193011,0.0197278,0.00789198,0.0177887,0.0183322,0.0173662,0.0335047,0.0117736,0.039625,0.0314784,0.0221735,0.0163339,0,0,0,0.0254258,0.0257258,0.011041,0.00771667,0,0.0339362,0.0117189,0.00856326,0.031771,0.0291084,0.01673,0.00335484,0.00863521,0.0235425,0.0070914,0.0381008,0.0180156,0,0.0182156,0.0266108,0.0204153,0,0.0254833,0,0.0284736,0.0104457,0.00356431,0.0519555,0.0186658,0,0.0169334,0,0,0.025935,0.0489064
136,0.0200927,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208475,0.0393271,0.0322706,0.0156918,0.0165998,0.0316895,0,0,0.0494621,0.018003,0.0219631,0.0380403,0.0103948,0.0335722,0.0196587,0.0198963,0.0075212,0.0177373,0.0179016,0.0176762,0.0330987,0.0123042,0.0381994,0.0317365,0.0220424,0.0164293,0,0,0,0.0250786,0.0255558,0.0110296,0.00829237,0,0.0331368,0.0110266,0.00920457,0.0318526,0.0295387,0.01782,0.00315964,0.00860599,0.0234874,0.00691837,0.0380057,0.0180702,0,0.0181195,0.0263533,0.0203112,0,0.0254877,0,0.0295279,0.0139815,0.00754675,0.0518655,0.0179233,0,0.0169858,0,0,0.0258158,0.048975
137,0.0201808,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211161,0.0395368,0.0322759,0.0156023,0.0179524,0.0320197,0,0,0.0495503,0.0180165,0.022272,0.0376212,0.01295,0.0334862,0.0203688,0.0201463,0.00747134,0.0177963,0.0178153,0.0178502,0.0325363,0.0129951,0.0372423,0.0321851,0.0218474,0.0165908,0,0,0,0.0243756,0.0256143,0.011067,0.00947293,0,0.0316043,0.0107118,0.0101867,0.031756,0.0298096,0.0179931,0.00296301,0.00866459,0.023564,0.00690336,0.0375504,0.01801,0,0.0176451,0.0255795,0.0202454,0,0.0255007,0,0.0300706,0.0165505,0.0104615,0.0516349,0.0162801,0,0.0169933,0,0,0.0250662,0.049149
138,0.0205891,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215538,0.0397826,0.0319796,0.0152776,0.0192774,0.0330051,0,0,0.0505615,0.0183396,0.0232034,0.0372989,0.0154767,0.0328561,0.0213557,0.0207161,0.00762479,0.0177944,0.0180676,0.0180948,0.0318074,0.0137421,0.0359293,0.0334609,0.02153,0.017049,0,0,0,0.0219466,0.0261626,0.011044,0.0110882,0,0.0226151,0.0117618,0.0115353,0.0312434,0.0303134,0.0238628,0.00366869,0.00869139,0.0236663,0.00753757,0.0342774,0.0178684,0,0.0152415,0.0185917,0.0202951,0,0.0255364,0,0.0301602,0.0231289,0.0138831,0.0518055,0.00643331,0,0.0191738,0,0,0.0206756,0.0492777
139,0.020829,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214956,0.0394411,0.0313335,0.0150797,0.0203991,0.0336485,0,0,0.0513447,0.0185759,0.0237477,0.0369402,0.0178057,0.0323556,0.0222704,0.0212268,0.0077905,0.018284,0.0183819,0.0184521,0.0311971,0.0144074,0.0343913,0.0344806,0.021339,0.0173662,0,0,0,0.0231935,0.026576,0.0106846,0.0125794,0,0.0188176,0.0123862,0.0127304,0.0310867,0.0309719,0.0286219,0.00422062,0.00868627,0.0232265,0.00822782,0.0337158,0.0182004,0,0.0151908,0.0140215,0.0205835,0.00823259,0.025426,0,0.032756,0.0244563,0.0143206,0.0515835,0.00273068,0,0.0208816,0,0,0.0183338,0.0488191
140,0.0206888,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211473,0.0392437,0.0308022,0.0152374,0.0210387,0.0331782,0,0,0.0508143,0.0183943,0.0234633,0.0368505,0.0193468,0.03346,0.0226451,0.0213696,0.00804531,0.019088,0.0183478,0.0184983,0.0310031,0.014755,0.0333841,0.034124,0.0214823,0.0171329,0,0,0,0.0222161,0.0267062,0.0101698,0.0131673,0,0.0177302,0.00938579,0.0131403,0.0304654,0.0307801,0.0261293,0.00205151,0.00946946,0.0228834,0.00733041,0.0330717,0.0184387,0,0.0144839,0.0147359,0.0210165,0.00714077,0.0254658,0,0.0331158,0.0260148,0.0155011,0.0518754,0.00358984,0,0.0174172,0.00795933,0,0.0180047,0.0484238
141,0.0203983,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228857,0.0419493,0.0298511,0.0150567,0.0218854,0.033587,0,0,0.051839,0.0186104,0.0239003,0.0371279,0.0213365,0.0319358,0.0235248,0.0215123,0.00833788,0.019908,0.0188426,0.0189296,0.0306926,0.0152964,0.0319289,0.0349138,0.0214141,0.0173477,0,0,0,0.0242945,0.0265816,0.0128055,0.013683,0,0.0175314,0.0126459,0.0135712,0.0308306,0.0314828,0.0259071,0.00517547,0.00878011,0.0253964,0.00877521,0.0342182,0.0170395,0,0.015692,0.0142684,0.0200666,0.00684237,0.0262907,0,0.032523,0.029033,0.0173715,0.0512382,0.00250434,0,0.0203967,0,0,0.0174734,0.0515563
142,0.0178877,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157374,0.0378333,0.0401153,0.0159376,0.0240651,0.0287186,0,0,0.0486295,0.0177957,0.0216462,0.0298042,0.0209871,0.038043,0.0260815,0.0193611,0.01265,0.0212734,0.0212029,0.022803,0.0304764,0.0150778,0.0455251,0.0317778,0.0223341,0.0161622,0,0,0,0.0250847,0.0227123,0,0.0102774,0,0.013457,0.00811313,0.0112561,0.027346,0.0306698,0.0262505,0.00737142,0.0100089,0.0178252,0.00437793,0,0.0240116,0,0.016823,0.0169016,0.0238614,0,0.028695,0,0.0301397,0.0274614,0.0142838,0,0.00436269,0,0.00612539,0,0,0.0176056,0.0451851
