Timestep,,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LHEE,x77,LBHD,RFRM
606,0,0.0217426,0.00869551,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023404,0.0174881,0.0123996,0.00424534,0,0.0679821,0,0.031327,0.0350942,0.0608389,0.0131316,0.0314345,0.0230764,0.0473829,0.0178136,0.0264343,0.0129166,0.0136416,0,0.0174557,0.00426805,0.0330312,0.0259314,0.0300266,0.0156747,0.0129927,0.0462008,0.0164585,0.0117262,0.00387915,0.0193682,0,0,0.0436133,0,0.0131673,0.0507206,0.0462642,0.0120862,0.0127565,0.0144793,0.036827,0.0196609,0.0321128,0,0.0170844,0.0157952,0.0470496,0.00883557,0.0237519,0.0674853,0.033708,0.0170299,0.0225656,0.00285942,0.0149159,0,0,0,0.0242742,0,0,0.0309996
607,0,0.0215278,0.00852166,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025014,0.0177202,0.0123154,0.00446607,0,0.0675692,0,0.0315836,0.0342768,0.0607483,0.0130867,0.0314836,0.0237975,0.048642,0.0176247,0.0263997,0.0127954,0.0138297,0,0.017119,0.00372966,0.03333,0.0291022,0.0293181,0.0162911,0.012898,0.0468135,0.0163092,0.0119373,0.00397007,0.0180826,0,0,0.0443039,0,0.013322,0.0507778,0.0465724,0.0123386,0.0123883,0.0152691,0.036932,0.0197359,0.0319924,0,0.0168452,0.0156411,0.0469146,0.0088949,0.0236399,0.0684805,0.0343863,0.0170316,0.0219732,0.00398913,0.0140031,0,0,0,0.0238577,0,0,0.0315966
608,0,0.0211809,0.00847707,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260037,0.0178086,0.0116345,0.004588,0,0.0668558,0,0.0320588,0.0332618,0.0606308,0.0131079,0.03103,0.0243438,0.0500969,0.0173699,0.025873,0.0126585,0.0138589,0,0.0167369,0.00339177,0.0335141,0.0319312,0.0284755,0.0171687,0.0129485,0.0474269,0.016147,0.0119899,0.00408102,0.0168881,0,0,0.0452175,0,0.0135328,0.0507662,0.046887,0.0125698,0.0120432,0.0157994,0.0370852,0.0200486,0.0318916,0,0.0165959,0.0155017,0.0467593,0.00901777,0.0235654,0.0695298,0.0350095,0.0170033,0.021412,0.00407346,0.0129801,0,0,0,0.0225325,0,0,0.0321996
609,0,0.0207279,0.00851088,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268397,0.0179391,0.0106767,0.004585,0,0.065815,0,0.0325123,0.0321094,0.0604672,0.0131828,0.0301677,0.0247944,0.0518236,0.0170741,0.0249075,0.0125499,0.0138925,0,0.0162376,0.00322744,0.0335453,0.0342972,0.0275119,0.018167,0.013011,0.0481432,0.0160323,0.0118066,0.00417776,0.0158778,0,0,0.0454842,0,0.0136621,0.0506881,0.0472977,0.0128193,0.0118042,0.0162106,0.03708,0.0198506,0.0318247,0,0.0163343,0.0154405,0.046594,0.00919378,0.0235951,0.0707384,0.0350795,0.0169598,0.0210909,0.00405436,0.0118988,0,0,0,0.0215072,0,0,0.0322168
610,0,0.0203,0.00859581,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272414,0.0182847,0.00968736,0.00463349,0,0.0645375,0,0.0328075,0.0309243,0.0603311,0.0132432,0.0292382,0.025163,0.0535948,0.0167677,0.0241469,0.0124151,0.0139241,0,0.0158504,0.00329883,0.0334009,0.0359411,0.0264844,0.0192058,0.0129716,0.0489565,0.015945,0.0117281,0.00429088,0.0149187,0,0,0.0459729,0,0.0137645,0.050571,0.0476696,0.0130624,0.0116729,0.0166036,0.037052,0.0198391,0.0317858,0,0.0160446,0.0154379,0.0464196,0.00940064,0.0236803,0.0720851,0.0351756,0.0168295,0.0206717,0.00450578,0.0108027,0,0,0,0.0211266,0,0,0.0323686
611,0,0.0199134,0.00880013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188079,0.0112433,0.00483221,0,0.0627031,0,0.0330543,0.0294886,0.0601861,0.0130734,0.0276965,0.0251266,0.0553526,0.0157297,0.0217525,0.0118196,0.0136839,0,0.014334,0.00395162,0.0331995,0.0434288,0.0253064,0.0203255,0.0127839,0.0494751,0.0158754,0.0118366,0.00435807,0.0137803,0,0,0.0468862,0,0.0138156,0.0503757,0.0478932,0.0132142,0.0113032,0.016669,0.037029,0.019356,0.0318373,0,0.0156859,0.0152697,0.0462708,0.00971077,0.0235837,0.0730676,0.0355706,0.016823,0.0203254,0.00517784,0.00964667,0,0,0,0.0230939,0,0,0.0327879
612,0,0.019771,0.00887228,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269241,0.0194128,0.00682178,0.0052987,0,0.0602991,0,0.033314,0.0275753,0.0600646,0.0131848,0.0253691,0.0257905,0.0569871,0.0156277,0.0213452,0.0118178,0.0146492,0,0.0141926,0.00392536,0.0325418,0.0377879,0.023874,0.0214577,0.012491,0.0500769,0.0158105,0.0118227,0.00451281,0.0122885,0,0,0.0481191,0,0.0138486,0.0504887,0.0477554,0.013326,0.0108524,0.0172869,0.036929,0.0190912,0.0318719,0,0.0152726,0.0150539,0.0462202,0.0101218,0.0233831,0.0740383,0.0364017,0.0168806,0.0198974,0.00579453,0.00837044,0,0,0,0.0199319,0,0,0.0336472
613,0,0.0196281,0.00882263,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026387,0.020004,0.00662364,0.00551808,0,0.0581436,0,0.0337,0.0258548,0.0599261,0.0132434,0.0256549,0.0260597,0.0583798,0.0154265,0.021057,0.0117268,0.0144046,0,0.0143701,0.00436636,0.0329815,0.0368351,0.0227668,0.0227504,0.0122341,0.0506116,0.0157475,0.0121193,0.00474225,0.0111785,0,0,0.0490214,0,0.0139036,0.0504134,0.0482574,0.0133204,0.0109192,0.0176235,0.0369026,0.0188574,0.0319231,0,0.0150135,0.0152544,0.0459428,0.010325,0.0236164,0.0750943,0.0369992,0.0164939,0.0192746,0.0060627,0.00733066,0,0,0,0.0202411,0,0,0.0342579
614,0,0.0172787,0.0107543,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268404,0.0205205,0.00488013,0.00449037,0,0.0546617,0,0.0339512,0.0232576,0.060878,0.0151618,0.0229522,0.0247325,0.0612698,0.0152321,0.0182257,0.0105024,0.0151362,0,0.013426,0.00551674,0.0337044,0.0381877,0.0226129,0.0238027,0.0115253,0.0568869,0.0156977,0.0202516,0.00499834,0.0096515,0,0,0.0505819,0,0.0138835,0.0520087,0.0545517,0.0101468,0.0179055,0.0155447,0.0377621,0.0231862,0,0,0.00819529,0.0226736,0.0491948,0,0.0295125,0.0879046,0.038492,0.0167896,0.0189762,0.00531494,0.0056311,0,0,0,0.0184917,0,0,0.0352325
615,0,0.0171834,0.0107949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211005,0.00756337,0.00442975,0,0.0520575,0,0.0344813,0.0214555,0.060623,0.0150313,0.0235673,0.0241498,0.0626589,0.014441,0.016348,0.0101417,0.0142448,0,0.013312,0.00619024,0.0343481,0.0410379,0.0218143,0.0250716,0.0110685,0.0575613,0.0155532,0.0197971,0.00510367,0.00907412,0,0,0.0508672,0,0.0139191,0.0515835,0.0549139,0.0100825,0.0170168,0.0152675,0.0377191,0.0229218,0,0,0.00773456,0.0219965,0.0487494,0.0138363,0.0292749,0.0890746,0.0387311,0.016658,0.0189548,0.00544595,0.00542379,0,0,0,0.019849,0,0,0.0353978
616,0,0.0194343,0.00909503,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216873,0.0219607,0.00464441,0.00515438,0,0.048884,0,0.0349805,0.0194309,0.0590343,0.0132441,0.0232144,0.0249768,0.0628693,0.0134742,0.0160524,0.0112739,0.0141373,0,0.0124474,0.00475485,0.033152,0.0324064,0.0205225,0.0264188,0.0105506,0.0520477,0.0153061,0.0123821,0.00548535,0.00838015,0,0,0.0505643,0,0.0140335,0.050249,0.0483762,0.0133925,0.00994466,0.0170149,0.0365169,0.0184868,0.0323984,0,0.0131706,0.0142953,0.045452,0.0100232,0.0227322,0.0776297,0.0381102,0.0164152,0.0190394,0.00700932,0.00481918,0,0,0,0.0183545,0,0,0.0351742
617,0,0.0197862,0.00902823,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208864,0.0223049,0.00510877,0.00497234,0,0.0447848,0,0.0351505,0.0166135,0.058765,0.0131923,0.0231434,0.0248117,0.0635604,0.0133419,0.0156887,0.0112034,0.0136689,0,0.0121362,0.00457513,0.0331839,0.0305076,0.021298,0.0273445,0.00934713,0.0527843,0.0151342,0.012537,0.00553264,0.00772745,0,0,0.0511877,0,0.0141758,0.0502497,0.0483348,0.0134945,0.0102075,0.0169429,0.0364345,0.0183604,0.0323876,0,0.0129268,0.0142049,0.0453743,0.0096936,0.0225909,0.0786584,0.0384455,0.0162069,0.0186188,0.00682077,0.00482029,0,0,0,0.0187638,0,0,0.0354614
618,0,0.020002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232727,0.00795593,0.00397933,0,0.0430082,0,0.0354975,0.015744,0.0587197,0.0134944,0.0228789,0.0223039,0.0653758,0.0132393,0.0146533,0.0107779,0.0130844,0,0.0118308,0.00480018,0.0335559,0.0339537,0.0211891,0.0286356,0.00925672,0.0531718,0.0149645,0.0130528,0.00588543,0.00690995,0,0,0.0524606,0,0.0143216,0.0503287,0.0490143,0.0135009,0.0102489,0.0142803,0.0368188,0.0181292,0.0326591,0,0.0127688,0.0145671,0.0453887,0.00972047,0.0230773,0.0795196,0.0392842,0.0163186,0.0181647,0.00715715,0.00383994,0,0,0,0.0208071,0,0,0.0361768
619,0,0.020689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021142,0.0238333,0.00665804,0.00385178,0,0.0407996,0,0.0358787,0.0145945,0.0584465,0.0134875,0.0223985,0.0219075,0.066014,0.0133773,0.0146874,0.0106739,0.0134982,0,0.0121016,0.00443818,0.0334499,0.0294025,0.0217776,0.0297299,0.00890012,0.0528352,0.0147809,0.0138137,0.00652289,0.00579612,0,0,0.053522,0,0.014509,0.0505911,0.0497898,0.0137251,0.0102725,0.0138933,0.0367489,0.0174019,0.0324832,0.00793983,0.0121952,0.0150343,0.0448577,0.0101882,0.0236105,0.0798602,0.039967,0.0162018,0.0176437,0.00713285,0.00405541,0,0,0,0.0196009,0,0,0.0371314
620,0,0.0206842,0.00891451,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206999,0.0245477,0.00725472,0.00435084,0,0.0383878,0,0.0364293,0.0133925,0.0583323,0.0129912,0.0228038,0.0234703,0.066689,0.0134729,0.0146167,0.0107535,0.0137739,0,0.0123632,0.00440061,0.0337657,0.0286603,0.0228402,0.0308088,0.00844071,0.0523195,0.0146177,0.0141882,0.00647844,0.00498791,0,0,0.0542945,0,0.0147146,0.0507817,0.050114,0.0135438,0.0101443,0.0158142,0.0364154,0.0168842,0.0324999,0,0.0115603,0.014975,0.0445497,0.0105031,0.0235422,0.0801037,0.0400681,0.0160466,0.0174212,0.00670941,0.00543827,0,0,0,0.0199059,0,0,0.0377822
621,0,0.0206801,0.00886622,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205248,0.0253993,0.00772788,0.00476157,0,0.0364405,0,0.0371641,0.0129048,0.0583778,0.0126515,0.0231211,0.0240787,0.0675248,0.0136218,0.014587,0.010743,0.0141271,0,0.0125208,0.00451264,0.034081,0.0281701,0.024099,0.0320375,0.00803203,0.0517589,0.0144685,0.0142813,0.00637239,0.00444593,0,0,0.054835,0,0.0149339,0.0511833,0.0498259,0.0134446,0.0103391,0.0166612,0.0361866,0.0181398,0.0322387,0,0.0116767,0.0146616,0.0444967,0.0103841,0.0231988,0.0796204,0.0400448,0.0158977,0.0172711,0.00639291,0.00649424,0,0,0,0.0201774,0,0,0.0381649
622,0,0.0193109,0.0100334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025737,0.00840586,0.00762943,0,0.0412879,0,0.0346637,0.0121099,0.0563844,0.0111315,0.0233623,0.0259521,0.0719356,0.011931,0.0125636,0.011205,0.0148497,0,0.0125664,0.00416512,0.0331865,0.0298584,0.0304602,0.0374235,0.0156324,0.0504676,0.0146675,0.0157248,0.0101284,0.00882227,0,0,0.0564998,0,0.0152487,0.0519874,0.0492879,0.0156144,0.0130618,0.0194928,0.0393173,0.0180924,0.0288841,0.00720298,0.0127417,0.0154173,0.0415666,0.0107253,0.0231568,0.0764075,0.0406111,0.0150135,0.017017,0.0106654,0.00868952,0,0,0,0.0203538,0,0,0.0392699
623,0,0.0216286,0.0132119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297468,0.00760614,0.0104983,0,0.0475953,0,0.0397547,0.016639,0.0545034,0.0109671,0.0237223,0.0286975,0.0750534,0.0106314,0.0115185,0.0121532,0.0158309,0,0.0131589,0.00387321,0.0318097,0.0280519,0.0365624,0.0383985,0.0206377,0.0494856,0.0150396,0.0181168,0.0133554,0.0131144,0,0,0.0579527,0,0.0155496,0.0522678,0.0500731,0.0181673,0.0151954,0.0230181,0.042114,0.00774828,0.0266641,0.00649908,0.0129747,0.0168615,0.038592,0.0119015,0.0241733,0.0744298,0.0410961,0.0141423,0.0170342,0.0147926,0.0114408,0,0,0,0.0191789,0,0,0.0400228
624,0,0.0257837,0.0170724,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015487,0.0342786,0.00512819,0.0132792,0,0.0538763,0,0.0446528,0.0214684,0.0530373,0.0117522,0.023895,0.0321012,0.0781576,0.00981539,0.0111644,0.0135173,0.017364,0,0.0142783,0.00457278,0.029928,0.0224614,0.0426804,0.0400203,0.0257356,0.0551747,0.0153496,0.0199188,0.0166721,0.0168253,0,0,0.0594733,0,0.016068,0.0497871,0.0553989,0.0215191,0.0179411,0.0275689,0.0444337,0,0.0339641,0,0.00798352,0.0199725,0.0346983,0.0134246,0.0286687,0.0847913,0.0413409,0.0133804,0.0172146,0.0194279,0.0138859,0,0,0,0.016149,0,0,0.0408215
625,0,0.030838,0.0211416,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140392,0.0393139,0.00526872,0.0161396,0,0.0594592,0,0.0495209,0.0258327,0.0522336,0.0129928,0.0238206,0.0347181,0.0809948,0.00923971,0.0102511,0.015043,0.0192504,0,0.014691,0.00547735,0.0280513,0.0216064,0.0482576,0.0421427,0.0304306,0.0707153,0.015328,0.0232136,0.0216728,0.0202294,0,0,0.0609426,0,0.016896,0.0461699,0.0673638,0.0262533,0.0278278,0.0320691,0.0466231,0,0.0556365,0,0.0175524,0.0288376,0.0313195,0.0168912,0.0392163,0.110258,0.0414754,0.0128139,0.0175078,0.0240518,0.0163649,0,0,0,0.015321,0,0,0.0415389
626,0,0.0354707,0.0275399,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011561,0.0468247,0.00435603,0.0199925,0,0.0696886,0,0.0584635,0.034045,0.0509124,0.0180484,0.0240449,0.0407893,0.085019,0.00875964,0.00883904,0.0152588,0.0198537,0,0.0156574,0.0069046,0.0272526,0.0187394,0.0562093,0.0471115,0.0389593,0.0498848,0.0145769,0.0224209,0.0223163,0.0285698,0,0,0.0633675,0,0.0189107,0.0507699,0.0581139,0.0256952,0.0235234,0.0363339,0.0543884,0.100704,0,0,0.0113111,0.023131,0.0321578,0.0158874,0.0308545,0.081304,0.0438868,0.0131924,0.0182495,0.0267659,0.0227658,0,0,0,0.0134309,0,0,0.0434258
627,0,0.0422912,0.0324068,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00918017,0.0514295,0.00651887,0.0224816,0,0.0769637,0,0.063795,0.0390871,0.0485166,0.020355,0.0254118,0.0445868,0.0893272,0.00734236,0.00840044,0.017525,0.0211216,0,0.0172324,0.00908124,0.0246918,0.0153763,0.063963,0.0512649,0.0434963,0.0473229,0.0151483,0.0279466,0.0248259,0.0316541,0,0,0.0652138,0,0.0201282,0.0503526,0.0570104,0.0302705,0.0252541,0.0411252,0.0568388,0,0.0217989,0,0.015654,0.0248491,0.0264228,0.0205151,0.0312327,0.0706975,0.0444253,0.0128686,0.0192174,0.032439,0.0238591,0,0,0,0.0126836,0,0,0.0445498
628,0,0.0475891,0.0363495,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00842504,0.0573141,0.00823177,0.0243831,0,0.0822566,0,0.0698366,0.0439248,0.0468377,0.02357,0.0257413,0.0488077,0.0932202,0.00637117,0.00764202,0.0188033,0.0221446,0,0.0178594,0.0103692,0.0230093,0.0134539,0.06836,0.0556823,0.0491889,0.0446875,0.0154475,0.0333846,0.0256915,0.0361023,0,0,0.0675176,0,0.0211892,0.0523666,0.056964,0.0317184,0.0265416,0.0448612,0.0602907,0.012026,0.0158847,0.0135591,0.0194634,0.02772,0.0242812,0.0239366,0.0328296,0.0600693,0.0460744,0.012925,0.01969,0.0354096,0.027535,0,0,0,0.0126855,0,0,0.0461373
629,0,0.0547906,0.0420073,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00823953,0.0651871,0.0106858,0.0272117,0,0.0894044,0,0.0781267,0.0496109,0.0456635,0.027018,0.0262667,0.0510841,0.0986435,0.00639467,0.00696467,0.0207826,0.0245272,0,0.0189777,0.0126685,0.0208832,0.013829,0.0748872,0.0613195,0.0562502,0.0467883,0.0154614,0.0282234,0.0296725,0.0422072,0,0,0.0690818,0,0.0227566,0.0511201,0.0559944,0.0340401,0.0307297,0.0471097,0.0651496,0.0105109,0,0.0144234,0.0198271,0.0264318,0.0233271,0.0218843,0.0314621,0.0722105,0.0475353,0.0132229,0.0205797,0.0392817,0.0328437,0,0,0,0.0135301,0,0,0.0472034
630,0,0.0603072,0.0460376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705876,0.0124438,0.0295,0,0.0946621,0,0.083983,0.0539978,0.0441526,0.0297856,0.0288625,0.0540393,0.102719,0.0058574,0.00762273,0.0222807,0.0254761,0,0.0207172,0.0136953,0.0196599,0.0130935,0.0794516,0.0659286,0.0613514,0.0459173,0.0158107,0.0305608,0.0318079,0.0462833,0,0,0.0705539,0,0.0237171,0.0512915,0.056291,0.036363,0.0331072,0.0502117,0.0686287,0.0113442,0,0.0170401,0.0224014,0.0285599,0.0207102,0.024338,0.0330268,0.0695376,0.0488535,0.0136543,0.0213279,0.0425371,0.0358336,0,0,0,0.0170162,0,0,0.0482243
631,0,0.0642044,0.0483153,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113452,0.0743703,0.0139783,0.0305283,0,0.0980477,0,0.0880262,0.0570255,0.0426337,0.0313786,0.0283665,0.05786,0.105316,0.00709316,0.00839152,0.0236455,0.0268303,0,0.0214387,0.0154693,0.0176748,0.0125667,0.0820713,0.0692517,0.0648027,0.0466556,0.0161798,0.0406632,0.0321723,0.0488099,0,0,0.0722448,0,0.0241592,0.0528816,0.0595981,0.0386673,0.0331966,0.0544649,0.0709092,0.0130823,0.0110317,0.0202117,0.0250579,0.0346745,0.0165665,0.0311526,0.0390168,0.0555191,0.0503078,0.0137477,0.0214294,0.044861,0.037189,0,0,0,0.0148784,0,0,0.0493575
632,0,0.0589641,0.043998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729964,0.0162297,0.0342174,0,0.0893817,0,0.0826796,0.0562314,0.0355611,0.0351218,0.02767,0.0623441,0.100401,0.00835204,0.00956716,0.0252653,0.0262366,0,0.0203213,0.0162243,0.016234,0.0246227,0.0701967,0.0687668,0.064781,0.0388273,0.0192058,0.0289029,0.0336973,0.0474089,0,0,0.0708813,0,0.0259216,0,0.0374181,0.0388514,0.0302285,0.0557944,0.0697037,0.0215463,0,0.0179081,0.026751,0.0244117,0.021892,0.0229851,0.0247956,0.0438904,0.0504932,0.0146997,0.0212236,0.040954,0.0356517,0,0,0,0.0187236,0,0,0.0483472
633,0,0.0474536,0.0308151,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190603,0.063501,0.0113297,0.0242832,0,0.0818756,0,0.0647046,0.0557689,0.0455534,0.0264098,0.0222542,0.061049,0.0820625,0.00246847,0.00726934,0.020983,0.0229109,0,0.0156974,0.012677,0.0182038,0.0264786,0.0457718,0.0655221,0.0598689,0.0442474,0.0232088,0.0334645,0.0228334,0.0370663,0,0,0.0728064,0,0.0301515,0.0500844,0.0497046,0.0352561,0.0280458,0.059064,0.0606607,0.00963227,0.0146289,0.014986,0.0175695,0.0278171,0.0216615,0.0249895,0.0312356,0.0560606,0.0510811,0.0212866,0.0239962,0.0320731,0.030564,0,0,0,0.0105078,0,0,0.0491318
634,0,0.0668715,0.04986,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180628,0.0795424,0.0168206,0.0310329,0,0.0943532,0,0.0893952,0.0623409,0.0408481,0.0328552,0.0277353,0.0632156,0.104346,0.00798752,0.0101869,0.0259754,0.0286424,0,0.0217061,0.0182136,0.0143749,0.0217581,0.0740312,0.0754936,0.0722277,0.0504982,0.0194291,0.0445613,0.0325291,0.0521522,0,0,0.072132,0,0.0279538,0.0537964,0.0580549,0.0410034,0.0352409,0.0604643,0.0735296,0.0142283,0.0079199,0.0219302,0.0261723,0.0380795,0.0133495,0.0347283,0.0417925,0.0502812,0.0511738,0.0161645,0.0230813,0.0466843,0.0401216,0,0,0,0.0136088,0,0,0.0496398
635,0,0.056367,0.0427787,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157286,0,0.00967835,0.0210508,0,0.0864793,0,0,0.0934022,0.0461435,0.0209107,0.0240595,0.0487798,0.0918146,0.00321863,0.0078254,0.0196796,0.0220522,0,0.0167518,0.0112606,0.0202416,0.0194868,0.0552028,0.116083,0.141216,0.0444141,0.0222226,0.0369373,0.0237663,0.0468721,0,0,0.0712753,0,0.0216405,0.0528645,0.0494914,0.0302959,0.0275407,0.0457654,0.0668393,0,0.0143675,0.0150641,0.0194506,0.0307684,0.021891,0.0267398,0.0339365,0.0438929,0.0487264,0.0145246,0.0225027,0.0391676,0.0404959,0,0,0,0.0127,0,0,0.0491
636,0,0.0646373,0.0494419,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161606,0,0.0109266,0.0259959,0,0.0897444,0,0,0.0951958,0.0452045,0.0268341,0.0281034,0.0571064,0.100714,0.00425687,0.00889474,0.0210121,0.0236217,0,0.0205088,0.0135044,0.0195529,0.0184604,0.0666635,0.130081,0.158174,0.0441471,0.0177808,0.0379603,0.0261126,0.053744,0,0,0.0749468,0,0.0226518,0.0522159,0.0518496,0.0345575,0.0293292,0.0544512,0.0715791,0,0.0134378,0,0.0199637,0.0321812,0.0188502,0.0288796,0.0357663,0.0451001,0.0507608,0.0129321,0.0213916,0.0447744,0.0453847,0,0,0,0.0132833,0,0,0.0519163
637,0,0.0781013,0.0612805,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156772,0,0.0182896,0.0346123,0,0.105558,0,0.135143,0.0753805,0.0405827,0.0367772,0.0326512,0.0651728,0.113118,0.0102764,0.0119257,0.0278213,0.0311655,0,0.02625,0.0203213,0.0133197,0.0137637,0.0839464,0.0979296,0.101285,0.0526118,0.0214202,0.0478993,0.0340068,0.0626238,0,0,0.0841065,0,0,0.0544923,0.0595655,0.0412188,0.0370534,0.0614826,0.0847086,0,0.00717489,0.0234077,0.0282291,0.041571,0.0108417,0.0382632,0.0451319,0.04416,0.0607615,0.0303687,0.0351021,0.0542204,0.0483729,0,0,0,0.0166702,0,0,0.0587055
638,0,0.0790713,0.0607575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170644,0,0.0195007,0.0354508,0,0.108216,0,0.138691,0.0797433,0.0396997,0.0378614,0.0338629,0.0668467,0.11484,0.0108547,0.0127463,0.0288973,0.0320587,0,0.0275121,0.0214869,0.0121398,0.0146149,0.08522,0.101696,0.105474,0.054528,0.0194995,0.0495005,0.0350967,0.0630632,0,0,0.0798635,0,0.0275059,0.0545214,0.0600589,0.0424871,0.0381582,0.0632494,0.0817334,0,0.00636398,0.0241477,0.0293229,0.0431577,0.00949414,0.039932,0.0466947,0.0430973,0.0545257,0.0154152,0.025483,0.0546223,0.0505009,0,0,0,0.0174481,0,0,0.0554201
639,0,0.0778072,0.059858,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178142,0,0.0196819,0.0351428,0,0.105008,0,0.141917,0.0824306,0.0397624,0.0377147,0.0342689,0.0667177,0.113395,0.0106563,0.0128112,0.0289373,0.0320803,0,0.0279469,0.0216887,0.0118047,0.0147441,0.0807472,0.098038,0.121012,0.0552196,0.0194352,0.0496087,0.0345859,0.0622424,0,0,0.0801702,0,0.0270551,0.0540763,0.0591526,0.0419426,0.0379114,0.0629856,0.0798528,0,0.00649607,0.0238255,0.0289454,0.0432879,0.00939839,0.0400333,0.0467641,0.0418942,0.0536617,0.0149643,0.0254573,0.0542005,0.0510102,0,0,0,0.0174765,0,0,0.0555349
640,0,0.0757632,0.0595256,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208775,0,0.0197963,0.0343517,0,0.101716,0,0.141915,0.0823835,0.0405886,0.0379592,0.0356548,0.0699949,0.108327,0.00963804,0.0133234,0.0285199,0.0310722,0,0.0287681,0.0212,0.0123192,0.0174504,0.0747708,0.0931143,0.132755,0.0513465,0.0188821,0.0458016,0.0329553,0.0616661,0,0,0.079648,0,0.0261944,0.0523437,0.0547809,0.0421965,0.0370509,0.0666338,0.0820124,0.0153288,0.00851782,0.0230251,0.0274401,0.0407391,0.010772,0.0378264,0.043711,0.0408975,0.053452,0.0136896,0.0247755,0.0532283,0.0488468,0,0,0,0.0186266,0,0,0.0549485
641,0,0.0683487,0.0533388,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221023,0,0.0191181,0.0332302,0,0.1015,0,0.132344,0.0857981,0.0412239,0.0365835,0.0352584,0.0681655,0.10037,0.00847461,0.0127548,0.0274723,0.0298029,0,0.028174,0.0202414,0.0129102,0.0188173,0.0654817,0.090281,0.135133,0.04981,0.0180833,0.043858,0.0309936,0.0561338,0,0,0.0805412,0,0.0252759,0.0516964,0.0522067,0.0403114,0.0355279,0.0647183,0.0768475,0.0140245,0.00966425,0.0216693,0.0256671,0.0390933,0.0120784,0.0362341,0.0419213,0.0396946,0.0520644,0.0123956,0.0236708,0.0488854,0.0456466,0,0,0,0.0186853,0,0,0.0553125
642,0,0.0833342,0.0635747,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212004,0,0.017232,0.0312267,0,0.0903521,0,0,0.127366,0.0423006,0.0336036,0.0335114,0.0658345,0.118835,0.00676837,0.0117056,0.0252005,0.0275464,0,0.0265047,0.0182876,0.0145594,0.0161276,0.0800482,0.155932,0.237916,0.0503131,0.0203259,0.0432883,0.029343,0.0678867,0,0,0.0810692,0,0.0245013,0.052061,0.0501131,0.0386162,0.0334775,0.062755,0.0774812,0.0118016,0.00961552,0.0196587,0.0237388,0.0381735,0.0138166,0.0350773,0.0408714,0.0366282,0.053154,0.0141533,0.0249644,0.0559447,0.0611078,0,0,0,0.0173346,0,0,0.0557631
