Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,x74,x75,RTHI,RTHIP,LWRA,RWRB,x76,RFHD,,x108,x97,x89,x90,x98,x106,x87,x100,x99,x94,x95,x82,x101,x103,x96,x107,x109,x112,x105,x77
991,0.00429691,0.0110076,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254717,0.0204979,0.0108688,0.00905299,0,0,0.0230456,0,0.0263819,0.0192824,0.0638839,0.0194478,0.0100253,0.0258072,0.0162571,0.0206109,0.0166312,0.0185337,0.0141589,0.0157452,0.0180058,0.0238807,0.00710812,0.0303757,0.0374958,0.0225671,0.0115645,0.036842,0.0159389,0.0363958,0.00912918,0.0131375,0,0,0.0466331,0.0150517,0.0212534,0.0626572,0.0470128,0.011507,0.0525193,0.00950204,0.0267869,0.0381919,0,0.0409756,0.0497069,0.0219495,0.0396254,0.0394107,0.0301264,0.0128172,0.00695571,0.00259678,0,0,0.0223848,0.0201966,0.0139099,0.0158064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
992,0.00467598,0.0112503,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264476,0.0210831,0.0066748,0.0129856,0,0,0.0238712,0,0.0256701,0.0198958,0.0690299,0.0131864,0.00889492,0.0228111,0.0129826,0.0215913,0.0174551,0.0175207,0,0.0166683,0.0141,0.0215559,0.00688701,0,0.0342027,0.0237398,0.0114535,0.0371083,0.0164456,0.0363421,0.0101876,0.0129154,0,0,0.044669,0.0147908,0.0204189,0.0631738,0.0475337,0.0127781,0.0517161,0.00884255,0.0286276,0.0378682,0,0.0410613,0.0505534,0.0225012,0.0398773,0.0408858,0.0275791,0.0129522,0.00643565,0.0023016,0,0,0.0228112,0.019813,0.0139715,0.0151714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
993,0.00423488,0.0106597,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213612,0.0205134,0.00878358,0.0107218,0,0,0.0227933,0,0.0264104,0.0192206,0.0670583,0.0155208,0.0112766,0.0255253,0.0180429,0.0217333,0.0159228,0.018182,0.0142143,0.0135954,0.0182177,0.02234,0.00715232,0.029928,0.0297444,0.0232393,0.0115901,0.03533,0.0158113,0.0342654,0.00924528,0.0128043,0,0,0.0455483,0.0151811,0.0206029,0.0625942,0.045369,0.0116372,0.0494039,0.00925783,0.0270258,0.0388989,0,0.0391507,0.0504061,0.0217614,0.0381222,0.0395159,0.029001,0.0114649,0.00646407,0.00359532,0,0,0.0224287,0.0192879,0.0138807,0.0156822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994,0.00403095,0.0106515,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209458,0.0207053,0.00997245,0.00986309,0,0,0.0228392,0,0.0263142,0.0192981,0.0662657,0.0163332,0.011602,0.0253523,0.0186183,0.0217161,0.0155833,0.0180929,0.0140875,0.0135898,0.0189755,0.0228234,0.00850273,0.029944,0.0284085,0.0232741,0.0118197,0.0350225,0.0156468,0.0339365,0.00903122,0.0127347,0,0,0.0450821,0.0152966,0.0202713,0.0623063,0.0452767,0.0113835,0.0491037,0.00945909,0.027288,0.0390849,0,0.0388593,0.0503666,0.0216043,0.0378317,0.0394914,0.0282691,0.0108977,0.00669351,0.00378316,0,0,0.0220996,0.0193667,0.0139258,0.0159045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
995,0.00385739,0.010644,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246877,0.020901,0.0145296,0.00857778,0,0,0.0232605,0,0.026184,0.0195549,0.0637348,0.0203283,0.0111386,0.0262667,0.0185917,0.021996,0.0152099,0.018042,0,0.0140707,0.0210206,0.0252025,0.0119022,0.0303729,0.0323472,0.0236866,0.0118966,0.0345386,0.0155514,0.0333919,0.00855315,0.0125075,0,0,0.0445628,0.015445,0.0199019,0.0619379,0.0448474,0.0110877,0.0482977,0.00948526,0.0275813,0.0395637,0,0.0381339,0.0502348,0.0211994,0.0371545,0.0395809,0.0275417,0.0102386,0.00686297,0.00388511,0,0,0.0216345,0.0193572,0.0139405,0.0160051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
996,0.00730998,0.0129196,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444308,0.0232282,0.029227,0.0212329,0,0,0.0278028,0,0.023614,0.0225963,0,0.0341927,0.0169564,0.0360699,0.0110566,0.0247714,0.0282209,0.0283227,0.0139293,0.0218284,0.0306715,0.0383713,0.0253186,0,0.0516199,0.027938,0.0123936,0.0328748,0.0169507,0.0325386,0.00659656,0.0132533,0,0,0.0399183,0.0148036,0.0179224,0.0585973,0.0445677,0.00888232,0.0481584,0.0102747,0.0325904,0.0404797,0,0.0382438,0.0508457,0.0215636,0.0370871,0.0383064,0.0210751,0.0115628,0.00862004,0.00641576,0,0,0.0227586,0.0201073,0.014716,0.0143311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
997,0.00328834,0.0104609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306177,0.0212316,0.0196804,0.0097681,0,0,0.0252288,0,0.0258193,0.0208555,0.0621068,0.0254894,0.0108433,0.0274083,0.0190158,0.0226853,0.0145288,0.0177937,0,0.0157768,0.0233731,0.0277753,0.0162583,0.0313422,0.0370507,0.0254717,0.0122946,0.0329801,0.0154116,0.0310756,0.00789019,0.0121239,0,0,0.043635,0.0156359,0.0192749,0.0614022,0.0419069,0.0104667,0.0463895,0.00933125,0.0281035,0.0402125,0,0.0365559,0.0503001,0.020499,0.0356933,0.0387482,0.0262681,0.00921484,0.00702159,0.00404816,0,0,0.0210835,0.0189542,0.0139119,0.0162824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
998,0.00337472,0.0103548,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309378,0.0213264,0.0176989,0.0089267,0,0,0.0256189,0,0.0256621,0.0211478,0.0627231,0.0245181,0.0116759,0.0267257,0.0199423,0.0232949,0.0148881,0.0175554,0.0140241,0.0170348,0.0224731,0.0264678,0.015246,0.0312972,0.0348598,0.0260364,0.0124974,0.0369403,0.015382,0.0336327,0.00686004,0.0119024,0,0,0.0432601,0.0156942,0.0190854,0.0634986,0.0424893,0.00918523,0.0727378,0.0105142,0.028243,0.0356278,0,0.0568158,0.0504302,0.0303058,0.0535624,0.0341197,0.0254644,0.00877717,0.00699792,0.00474175,0,0,0.0212049,0.0302085,0.0140322,0.01618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0.00329304,0.0101519,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293245,0.0213686,0.0136736,0.00781309,0,0,0.0257392,0,0.0256199,0.0211975,0.0614404,0.0212776,0.0110838,0.0249206,0.0199294,0.0235993,0.0136542,0.0153046,0,0.0172661,0.0204349,0.0237003,0.0125697,0.0310922,0.0300898,0.026286,0.0125287,0.0308966,0.0154158,0.0279085,0.00777792,0.0115023,0,0,0.0429211,0.0155727,0.0190255,0.0610841,0.0374688,0.0104237,0.0432844,0.00947112,0.0296129,0.0408798,0,0.0341681,0.0505668,0.0194062,0.0336093,0.0388272,0.023436,0.0098467,0.00648316,0.00482571,0,0,0.0211829,0.0184742,0.0140416,0.0159841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,0.00325074,0.0100153,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188484,0.0214675,0.00517496,0.00799666,0,0,0.0260836,0,0.0256389,0.0213331,0.0625618,0.0227383,0.0116594,0.0200122,0.020395,0.0239898,0.0141308,0.0138329,0,0.0201776,0.0137458,0.0156388,0.00462861,0.0325635,0.0149828,0.0267352,0.0125507,0.042849,0.0153313,0.0378004,0.00621571,0.0112654,0,0,0.0426145,0.0156585,0.0189696,0.0635647,0.0453594,0.00860878,0.0748458,0.0108263,0.0293503,0.0354988,0,0.0586371,0.0501648,0.0296657,0.0561679,0.0426147,0.0230243,0.00915701,0.00642738,0.0055679,0,0,0.0210714,0.0317231,0.0140179,0.0158929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,0.00310796,0.0100625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188767,0.021501,0.00948108,0.00830071,0,0,0.0265598,0,0.0257188,0.0216382,0.0625757,0.0265739,0.0119291,0.0138386,0.0202994,0.0240376,0.0130545,0.0111619,0,0.0222738,0.00859261,0.0102925,0.00633923,0.0342933,0.0151391,0.0271258,0.0126755,0.0466999,0.0151791,0.0409247,0.0060733,0.0114648,0,0,0.0426744,0.0158211,0.0190844,0.0633506,0.0501568,0.00832665,0.0753228,0.011117,0.0294958,0.0357149,0,0.0588279,0.049773,0.0292691,0.0563505,0.0465163,0.0229471,0.00883101,0.00654209,0.00594657,0,0,0.0209575,0.0322346,0.0139942,0.0160678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,0.00309864,0.00997991,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138548,0.0214469,0.00716505,0.00883152,0,0,0.0270981,0,0.0256005,0.0219671,0.0627835,0.0245251,0.0119173,0.00801745,0.0203414,0.0241613,0.011566,0.00894481,0.019028,0.0241758,0.00653664,0.00869949,0.00700028,0.0340642,0.0110177,0.0275995,0.0127007,0.0466855,0.0150655,0.0411738,0.00592872,0.01156,0,0,0.0425711,0.0159828,0.0192368,0.0627972,0.0515519,0.00805071,0.0739684,0.0113041,0.0295973,0.0360258,0,0.0581142,0.0501759,0.0293899,0.056002,0.0477571,0.022867,0.00823722,0.00647779,0.00634628,0,0,0.0210947,0.0321419,0.0140001,0.0162213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,0.002875,0.00993112,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132549,0.0215044,0.00649297,0.00956534,0,0,0.0277154,0,0.0254529,0.0223032,0.0619788,0.0228867,0.0108873,0.00574695,0.02102,0.0241546,0.00975758,0.00798843,0,0.0236855,0.00686449,0.00854797,0.00727373,0.033224,0.0112073,0.0280789,0.0126463,0.0244754,0.0150234,0.0208386,0.00758196,0.0113101,0,0,0.0422262,0.0161671,0.0194224,0.0603082,0.0291644,0.00983149,0.037291,0.0100854,0.0297666,0.041387,0,0.0294594,0.0506099,0.0180034,0.0291349,0.0371878,0.0226112,0.00757359,0.00630602,0.0061762,0,0,0.0211449,0.0174302,0.0140221,0.0164062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,0.00308414,0.00994224,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107282,0.0214921,0.0061599,0.0086317,0,0,0.0277905,0,0.0254525,0.0223097,0.063709,0.0231898,0.011737,0.00597434,0.0201788,0.0240199,0.0108809,0.0074993,0,0.0244652,0.00704683,0.00868517,0,0.0327453,0.00907662,0.028179,0.0124826,0.0436427,0.0149466,0.0387914,0.00560235,0.0117592,0,0,0.042208,0.0165203,0.0197142,0.061447,0.0508591,0.00768042,0.0691467,0.0111648,0.029262,0.0368876,0,0.0551916,0.051354,0.0294124,0.0541775,0.048411,0.0228821,0.00650686,0.0063192,0.00697894,0,0,0.0218459,0.0312647,0.0140421,0.0167523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,0.00299773,0.0100645,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00921776,0.02146,0.00596352,0.00871261,0,0,0.0278633,0,0.0253913,0.0224187,0.063977,0.0216645,0.0119182,0.00662054,0.0202148,0.0238791,0.0101277,0.00755694,0,0.0248324,0.00783724,0.00808208,0.00701106,0.0319216,0.00783245,0.0283535,0.012592,0.0424761,0.0149932,0.0376341,0.00510157,0.0119894,0,0,0.0421792,0.0168756,0.0198393,0.0607339,0.0503595,0.00749271,0.0668182,0.0111245,0.0289994,0.0374508,0,0.0537067,0.0517298,0.0293176,0.053393,0.0491812,0.0230881,0.00552966,0.00644944,0.00724635,0,0,0.0220998,0.0307932,0.0141038,0.0170379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,0.00281176,0.0102125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00858845,0.021588,0.0061084,0.00902997,0,0,0.0280748,0,0.0252879,0.0225247,0.0641465,0.0206742,0.0121726,0.0072839,0.0202554,0.0237217,0.00950209,0.00760064,0.0209469,0.0247929,0.0078615,0.00758772,0.00672774,0.0315982,0.0081901,0.0284822,0.0126116,0.0411206,0.0151766,0.0361375,0.00460141,0.0122745,0,0,0.0423261,0.0172092,0.0198627,0.0597041,0.0496385,0.00736861,0.0636567,0.0110631,0.0287718,0.0381679,0,0.0515447,0.0521087,0.0289923,0.0518056,0.0496671,0.0234193,0.00475126,0.00673567,0.00737227,0,0,0.0223155,0.0300766,0.0140693,0.0173102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,0.00260582,0.0103855,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00845108,0.0217684,0.00622128,0.00908619,0,0,0.0283958,0,0.0251772,0.0226906,0.0643392,0.0199573,0.0125087,0.00768776,0.0204304,0.0235545,0.00868482,0.00763671,0.021225,0.0244432,0.00768647,0.00747215,0.00637615,0.0314191,0.00859645,0.0285961,0.0126846,0.0400202,0.0154629,0.0344496,0.00425691,0.0125116,0,0,0.0425906,0.017503,0.0199447,0.0586296,0.0485073,0.00717357,0.0599686,0.0110952,0.028604,0.0390013,0,0.0488435,0.0524068,0.0283705,0.0495239,0.0500425,0.0237742,0.0045291,0.00721127,0.00740896,0,0,0.0226172,0.0297068,0.0141297,0.0176329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,0.00238197,0.0105536,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00831914,0.0218503,0.00650559,0.00887096,0,0,0.0289596,0,0.025009,0.0230196,0.0644769,0.019592,0.0126512,0.00759259,0.0205294,0.0232944,0.00803814,0.00791911,0,0.0239261,0.00749456,0.00764747,0.00621914,0.0312933,0.00898774,0.0289114,0.0127097,0.0391,0.0157912,0.0322937,0.00391733,0.0127561,0,0,0.0428385,0.0177196,0.0200131,0.057522,0.046583,0.00705694,0.0553109,0.010949,0.0286482,0.0399926,0,0.0452273,0.0525581,0.02731,0.0463064,0.0504156,0.0239814,0.00470818,0.00766921,0.00743198,0,0,0.022986,0.0289896,0.0141809,0.0178494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,0.00214426,0.0104913,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00878187,0.0219317,0.00739761,0.00899171,0,0,0.0295222,0,0.024834,0.0233958,0.0643624,0.0201478,0.0128428,0.00606079,0.0207411,0.0229583,0,0.00758457,0,0.0230116,0.00657039,0.00761237,0.00620424,0.031729,0.0095342,0.0292045,0.0128657,0.0385233,0.016048,0.0294487,0.00393191,0.0130415,0,0,0.0429233,0.0178488,0.0200067,0.0565519,0.0437493,0.00734766,0.0497397,0.0107673,0.0288223,0.041241,0,0.0406354,0.0523329,0.0256892,0.0419609,0.050694,0.0239504,0.00496378,0.00825232,0.00744818,0,0,0.0232227,0.0277883,0.0142761,0.017858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,0.0017975,0.0106569,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00958107,0.0222253,0.00792105,0.0118525,0,0,0.0303687,0,0.0245467,0.0239445,0.06355,0.0193227,0.0125336,0.00698414,0.023058,0.0228395,0.00752208,0.00848936,0.0211303,0.0221902,0.00761853,0.007372,0.00673475,0.0315122,0.0112283,0.0297431,0.0130586,0.0223578,0.0162691,0.00966073,0.00652839,0.0130569,0,0,0.0425751,0.0179844,0.0199708,0.0578936,0.0189128,0.00956371,0.0233343,0.0107589,0.0290479,0.0446433,0,0.0169492,0.0466022,0.0115683,0.0186494,0.0338693,0.0236266,0.00548114,0.0089842,0.00738285,0,0,0.0198126,0.0142076,0.0143584,0.0176664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,0.00162798,0.010818,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00945687,0.0224861,0.00838335,0,0,0,0.0313222,0,0.0243048,0.024496,0.0644939,0.0192093,0.0125802,0.00743472,0.0246355,0.0229006,0.00843284,0.00837146,0,0.0216917,0.00830281,0.00784192,0.00733545,0.0317822,0.0116652,0.0303613,0.0130601,0.0230439,0.0164482,0.0100552,0.00796673,0.0127531,0,0,0.0419933,0.0182807,0.0199823,0.0576738,0.0189443,0.00955694,0.0204333,0.0126233,0.0289633,0.0450953,0,0.0144902,0.0456037,0.0104153,0.0165836,0.0330044,0.023293,0.00611158,0.00962696,0.00749285,0,0,0.0198819,0.012818,0.01436,0.0176252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,0.00149648,0.0110053,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00990783,0.0225566,0.00866739,0.0111579,0,0,0.0321321,0,0.0240982,0.0249566,0.0651766,0.0190577,0.0134796,0.00713807,0.0247919,0.0228946,0.00891401,0.00830943,0,0.0210973,0.00881869,0.0078818,0.0077626,0.031763,0.0119776,0.0308755,0.0131106,0.024579,0.0166606,0.0107471,0.00863951,0.012879,0,0,0.0411954,0.0187314,0.0198241,0.057409,0.0196759,0.00964819,0.0187571,0.0130554,0.0288209,0.0455927,0,0.0128145,0.0445702,0.00980857,0.0152139,0.0326276,0.0227186,0.00700744,0.0102713,0.00794186,0,0,0.019663,0.0118535,0.0144074,0.0176979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,0.00160921,0.0112784,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116505,0.0227081,0.00903059,0.0388193,0,0,0.033256,0,0.0237595,0.0255525,0.0669846,0.0181891,0.0144089,0.00731275,0.026364,0.0229589,0.00947099,0.00793341,0,0.0205515,0.00993512,0.0086557,0.00866806,0.032033,0.0125266,0.0316397,0.0131166,0.0254527,0.0168238,0.0116716,0.0106905,0.0125876,0,0,0.0399099,0.0190554,0.0194835,0.057489,0.0205915,0.0094795,0.016524,0.0155445,0.0288672,0.0455954,0,0.0106581,0.0439625,0.00882353,0.0136434,0.0311167,0.0217356,0.00837392,0.0106556,0.00817485,0,0,0.0202274,0.0104382,0.0144581,0.0177996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,0.00406033,0.0125807,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122044,0.0172132,0.00889041,0.0519653,0,0,0.0383431,0,0,0.0307249,0.0673772,0.0174153,0.0148291,0.00722975,0.0277178,0.0240158,0.0095687,0.00808539,0.0187241,0.0202042,0.0105475,0.00881782,0.00911607,0.0319514,0.0148828,0.0356794,0.0127007,0.0263413,0.0174353,0.0119789,0.0113462,0.0122121,0,0,0.0375664,0.0194115,0.0187055,0.0573157,0.0208012,0.00914457,0.015453,0.0176826,0.02931,0.0464813,0,0.00921784,0.0426293,0.00769493,0.0123101,0.0299654,0.0195219,0.0100854,0.0112956,0.00886576,0,0,0.0201777,0.00993333,0.0124918,0.0178386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,0.00202977,0.0110238,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116373,0.0227798,0.00894648,0.0509728,0,0,0.0341095,0,0.0235584,0.0259011,0.0677622,0.0175226,0.0153219,0.00678241,0.0273829,0.0231551,0,0.00742448,0.0178478,0.0201171,0.0101205,0.00890502,0.00908976,0.0324728,0.0142435,0.0322071,0.0128177,0.027344,0.0176966,0.0114532,0.0126906,0.0117481,0,0,0.0367678,0.019971,0.0186296,0.0578789,0.0198016,0.00995371,0.0149771,0.0176022,0.0281243,0.0463499,0,0.00795736,0.0422935,0.00695857,0.0108174,0.029985,0.0201662,0.0110386,0.0104198,0.00846797,0,0,0.0205607,0.00935033,0.0143821,0.0186506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,0.00202737,0.0109858,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00988771,0.0226342,0.00831097,0.0484766,0,0,0.0344358,0,0.0235171,0.0261081,0.0675378,0.016849,0.0152818,0.00716453,0.026754,0.0231202,0,0.00712163,0,0.0201771,0.00985963,0.0084909,0.00884957,0.0323519,0.0126308,0.0323934,0.0127186,0.0281748,0.0183368,0.0104636,0.0131658,0.0116683,0,0,0.0356969,0.0205102,0.0182095,0.0579243,0.0187266,0.0102787,0.015124,0.0173398,0.0278991,0.0467134,0,0.00719442,0.0416769,0.00621669,0.00968198,0.0301418,0.0200785,0.012207,0.0105336,0.00840407,0,0,0.0205307,0.00929696,0.0143576,0.0194045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,0.00195679,0.0110472,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008786,0.0226446,0.00779331,0.0473027,0,0,0.0347008,0,0.0235936,0.0262085,0.067366,0.0160984,0.015308,0.00769699,0.0261767,0.0230744,0.00534209,0.00682955,0,0.0205298,0.00966851,0.00830521,0.00868069,0.0322112,0.0113357,0.0325374,0.0125873,0.0287081,0.0190529,0.00894035,0.0135898,0.0116922,0,0,0.035037,0.0210018,0.0179795,0.0577378,0.0172489,0.0105286,0.0152891,0.0170584,0.027686,0.0470053,0,0.00677766,0.0410746,0.00533345,0.00846118,0.0300831,0.0202764,0.0137508,0.0107438,0.0084484,0,0,0.0206765,0.00953416,0.0142799,0.0201871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,0.0018081,0.0112212,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00770836,0.022399,0.00784456,0.0468911,0,0,0.0350795,0,0.0233587,0.0262695,0.0673339,0.0161855,0.0149416,0.00725785,0.0253387,0.023138,0,0.00637576,0,0.0204409,0.00849789,0.00806021,0.00819536,0.0322349,0.00982684,0.0327954,0.0123864,0.0292068,0.0197439,0.0075602,0.0138731,0.0115074,0,0,0.0345806,0.0214053,0.0179599,0.0574891,0.0159473,0.0109445,0.0154245,0.0163612,0.0276176,0.0472018,0,0.00653543,0.0405656,0.0046954,0.00754287,0.0308653,0.0204678,0.0155514,0.0109288,0.00847661,0,0,0.0208936,0.0100739,0.0142635,0.0209893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,0.00158325,0.011244,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0080621,0.0220163,0.00926466,0,0,0,0.0353115,0,0.02331,0.0262357,0.0662021,0.0181184,0.0130717,0.0051268,0.0233266,0.0231843,0.088484,0.00490699,0,0.0202966,0.00615869,0.00778774,0.00765011,0.0330746,0.00936548,0.0329219,0.0122067,0.0288523,0.0203133,0.00703374,0.0134471,0.0106006,0,0,0.0337664,0.021697,0.0179578,0.0573877,0.0148908,0.0115924,0.0154483,0.0142095,0.0277057,0.0477605,0,0.00668133,0.0406922,0.00335326,0.00693625,0,0.02028,0.0175148,0.0106567,0.0079938,0,0,0.0207659,0.0113543,0.0142607,0.0218206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020,0.00165486,0.0114543,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0058932,0.0220083,0.00796408,0.0445809,0,0,0.0358423,0,0.0231456,0.0264062,0.0673228,0.0158041,0.0145447,0.00770227,0.023814,0.0237731,0,0.00611106,0,0.0207156,0.00803677,0.00829875,0.00776861,0.0319616,0.00952857,0.0334221,0.0120588,0.0305112,0.0210428,0.00697694,0.0147641,0.00997017,0,0,0.0321516,0.0221285,0.0177916,0.0572285,0.0128959,0.011785,0.0154902,0.0151924,0.0271088,0.0473144,0,0.00647552,0.0393358,0.00445783,0.00619412,0.0320122,0.0195479,0.02029,0.0109755,0.00896922,0,0,0.0218212,0.0108787,0.01428,0.0227377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,0.00161271,0.0117304,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00605664,0.0219924,0.00795818,0.042592,0,0,0.0357589,0,0.0231835,0.0263558,0.0669879,0.0154146,0.0146661,0.00772533,0.0229703,0.0238857,0.00492752,0.00590113,0.0173492,0.0211686,0.00812791,0.00823263,0.00777265,0.0319698,0.00894014,0.0333354,0.0118697,0.0303174,0.0216516,0.00657796,0.0145041,0.00927634,0,0,0.0307856,0.0230082,0.0178987,0.0570601,0.0113525,0.0117663,0.015641,0.0144549,0.0271406,0.0473934,0,0.00657091,0.0387912,0.0044797,0.00588635,0.0325558,0.0187979,0.0232112,0.0111851,0.00926623,0,0,0.0221968,0.0114059,0.0143058,0.0237335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,0.00157051,0.0116864,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00637809,0.0219893,0.00761052,0,0,0,0.0353881,0,0.0232844,0.0260969,0.0652234,0.015265,0.0135531,0.00852701,0.0205935,0.0239776,0.0140761,0.00788134,0,0.0213603,0.0074736,0.00876761,0.00692522,0.0315649,0.0111281,0.0330661,0.0116481,0.0300948,0.0222179,0.00515843,0.0130433,0.00822851,0,0,0.0294251,0.0238166,0.0178901,0.0570257,0.00987357,0.0119288,0.0158823,0.0114913,0.0269636,0.0480145,0,0.00767086,0.0382581,0.00465334,0.00632136,0.0336263,0.0180781,0.0250265,0.0108819,0.00922798,0,0,0.0214729,0.0121157,0.0143239,0.0245376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1023,0.00164253,0.0119491,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00740146,0.0220911,0.00762451,0,0,0,0.0352659,0,0.0231407,0.0259647,0.064564,0.0155089,0.0136214,0.00786654,0.0194178,0.0242579,0.0119427,0.00812341,0,0.0214533,0.00674865,0.00857009,0.00654209,0.0315988,0.0126632,0.0330744,0.0116713,0.0296105,0.0226455,0.00480246,0.0123811,0.0074674,0,0,0.0287068,0.0246737,0.0179201,0.0569148,0.00947821,0.0122356,0.0159656,0.010143,0.0269698,0.0482344,0,0.00818379,0.0379007,0.00460086,0.00653382,0.0338988,0.0175814,0.0254473,0.011168,0.00946964,0,0,0.0212675,0.0124474,0.01434,0.0249707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
