Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,x74,x75,RTHI,RTHIP,LWRA,RWRB,x76,RFHD,,x108,x97,x89,x90,x98,x106,x87,x100,x99,x94,x95,x82,x101,x103,x96,x107,x109,x112,x105,x77
632,0.0211116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232546,0.0415842,0.0115662,0,0,0.0337964,0,0.0260148,0.0252191,0.0588374,0.0605218,0.0126546,0.0641812,0.0108403,0,0.0346471,0.0520014,0.0524677,0.0233254,0.0419953,0.0284354,0.0211191,0.0214367,0.0430873,0.0307264,0.0140289,0.0431971,0.0263464,0.0416214,0.00483338,0.00538304,0,0,0.0294992,0.0151459,0.0275497,0.0598848,0.0535633,0.0107172,0.0598234,0.012492,0.0142776,0.036813,0,0.050777,0.0547849,0.0295479,0.0496389,0.0347917,0.0188178,0.0266967,0.00531603,0.00433438,0,0,0.0260135,0.0241665,0.0139173,0.00917451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,0.0212339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235567,0.0408096,0.0116607,0,0,0.033206,0,0.0256921,0.0248412,0.0590746,0.0599515,0.0128167,0.0636006,0.010543,0,0.0345757,0.0527176,0.0516163,0.0226299,0.0417036,0.0285865,0.0212824,0.0209763,0.0410073,0.0301371,0.0141754,0.0398692,0.026157,0.0394548,0.00461086,0.00487677,0,0,0.0278683,0.0148793,0.0266578,0.0598969,0.0517451,0.0108384,0.059556,0.0123753,0.0136616,0.0371553,0,0.0506594,0.0546974,0.0297768,0.049251,0.0317139,0.0178856,0.0281057,0.00505272,0.00436112,0,0,0.0252116,0.0236503,0.0140503,0.00850299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,0.0203948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236941,0.0395634,0.0114247,0,0,0.0321905,0,0.0253923,0.0242888,0.0591889,0.0574112,0.0122464,0.0594155,0.00982553,0.0270437,0.0322053,0.0495665,0.0480894,0.0203662,0.0403268,0.0264513,0.0214191,0.0208598,0.0396955,0.0287796,0.014052,0.0374401,0.0256738,0.0371408,0.00434255,0.00442768,0,0,0.0274277,0.0152956,0.0261371,0.0599161,0.048936,0.010829,0.0594415,0.0119567,0.0132153,0.0376395,0,0.0507289,0.054673,0.0301604,0.0490164,0.0285996,0.0175366,0.0284606,0.00484089,0.00383439,0,0,0.0247226,0.0231299,0.013861,0.00797319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,0.0207355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233955,0.0387761,0.0119154,0,0,0.0322681,0,0.0254685,0.0243962,0.0601006,0.0588876,0.0117447,0.0627671,0.0101847,0.0270678,0.034547,0.0527647,0.0497618,0.0200119,0,0.0288069,0.0215713,0.0196197,0.0346796,0.0288917,0.0137781,0.0347645,0.0253191,0.0349903,0.00440263,0.00454493,0,0,0.0263395,0.0152461,0.0254669,0.060456,0.0467549,0.010912,0.0592676,0.0123562,0.0131028,0.0379896,0,0.0508808,0.0548311,0.0307759,0.0488298,0.0255193,0.0172384,0.0288604,0.0048524,0.00406473,0,0,0.0244763,0.022661,0.0135406,0.00738146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,0.0208122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230769,0.0388727,0.0120813,0,0,0.0323826,0,0.0257877,0.0241863,0.0609108,0.0593591,0.0115828,0.0625176,0.010018,0.0269647,0.0344983,0.0531258,0.048649,0.0181748,0.0434954,0.0290203,0.0223929,0.0201603,0.0327282,0.0289467,0.0135775,0.0324863,0.0247899,0.0329848,0.00392949,0.00446471,0,0,0.0250119,0.0150631,0.0247427,0.0615823,0.0449063,0.0109984,0.0591886,0.0122898,0.0128125,0.0383963,0,0.0510286,0.0548924,0.0313522,0.0486708,0.0231873,0.0162867,0.0288588,0.00472073,0.00413092,0,0,0.0244308,0.0224546,0.0134927,0.00664426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,0.0208497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229622,0.0382969,0.0122164,0,0,0.0322931,0,0.0257754,0.0239141,0.0612989,0.0590345,0.0115278,0.0619463,0.00970319,0.0267452,0.0342138,0.0534524,0.0474355,0.0164872,0.0416544,0.0286015,0.0227917,0.0201727,0.0307644,0.0287908,0.0135394,0.0306934,0.0243422,0.0309448,0.00375143,0.00443255,0,0,0.0241114,0.0149384,0.0241328,0.0621564,0.0428604,0.0111868,0.0590313,0.0122833,0.0125532,0.0387221,0,0.0512118,0.0550344,0.0320198,0.0486279,0.0213969,0.0154101,0.0289044,0.00448254,0.00412814,0,0,0.0242434,0.0220054,0.013457,0.00595353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,0.0208657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230984,0.0374474,0.0123727,0,0,0.0319726,0,0.025445,0.0235982,0.0615211,0.0581943,0.0113807,0.0616896,0.00941965,0.0264582,0.0342134,0.0541077,0.0465285,0.0150889,0,0.0282987,0.0230394,0.0198862,0.0287482,0.0283981,0.0135946,0.0295629,0.023954,0.0289707,0.00364115,0.00444752,0,0,0.0231062,0.01482,0.0235058,0.0621696,0.040766,0.0114104,0.058842,0.0123873,0.0124375,0.0389855,0,0.051399,0.0552464,0.0327343,0.0486503,0.0202015,0.0146497,0.0290721,0.00420017,0.00405411,0,0,0.0240628,0.0215576,0.0132429,0.00536213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,0.0206167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273877,0.0368339,0.0124277,0,0,0.0316312,0,0.0209992,0.0227162,0.061669,0.0563003,0.0110261,0.0597538,0.00900777,0.0290385,0.0336402,0.0533083,0.0447381,0.0133266,0.0409453,0.0276302,0.0232854,0.0203604,0.0284588,0.0288833,0.0168283,0.0295377,0.0236063,0.0272988,0.0033116,0.00418567,0,0,0.0218887,0.0146375,0.0227874,0.0619451,0.0387108,0.0117167,0.058685,0.0124751,0.0122506,0.0390819,0,0.0516486,0.0555432,0.0334989,0.0487911,0.020082,0.0138721,0.0292018,0.00393892,0.00367596,0,0,0.0238738,0.0212432,0,0.00476194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,0.0203114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231965,0.0359343,0.0122392,0,0,0.0312358,0,0.0253996,0.023274,0.0620254,0.0546792,0.0107312,0.059046,0.00848691,0.0246236,0.0345754,0.0538869,0,0.0123558,0.0414058,0.0278714,0.0235128,0.0202262,0.0269801,0.0269193,0.0134062,0.0299549,0.0233332,0.0259042,0.0027254,0.00370095,0,0,0.0208905,0.0144456,0.0222134,0.0618047,0.036984,0.0118996,0.0584936,0.0124165,0.0119185,0.0392536,0,0.0517451,0.0556904,0.0340371,0.0487891,0.0205937,0.01298,0.0293705,0.00337441,0.00315685,0,0,0.0235742,0.021057,0.0138413,0.00440623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,0.0191864,0.00700613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223458,0.0353829,0.0122101,0,0,0.0316675,0,0.026365,0.0237898,0.0624995,0.0534443,0.0104411,0.0572641,0.00837952,0.0234971,0.0338984,0.0529741,0.0432928,0.0110861,0.0403112,0.0272982,0.0239486,0.0203424,0.0260475,0.0266322,0.0126674,0.0303155,0.0232737,0.0249176,0.00269039,0.00383627,0,0,0.019994,0.0144183,0.021981,0.0617291,0.0359579,0.0123235,0.058208,0.0128222,0.0127548,0.0392623,0,0.051955,0.0559939,0.0346529,0.0489373,0.0212476,0.0123807,0.0296261,0.00379501,0.0025839,0,0,0.023481,0.0206484,0.0145454,0.00448674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,0.0187116,0.00675491,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238923,0.0222317,0.0274923,0.011742,0,0,0.0315323,0,0.0263838,0.023334,0.0622661,0.0428043,0.00980549,0.0532125,0.00747219,0.0227328,0,0.050079,0.0407455,0.0105108,0.0392736,0.0279571,0.0243511,0.0233368,0.0200051,0.0260989,0.0127162,0.0307045,0.0230032,0.0240846,0.00378103,0.00318271,0,0,0.0190605,0.0144552,0.0213395,0.0616114,0.0349002,0.0124583,0.057964,0.0124088,0.012446,0.0394132,0,0.0520009,0.0561358,0.0350286,0.0489342,0.0217155,0.0122581,0.0297693,0.00366063,0.00197111,0,0,0.0234247,0.0204563,0.0147873,0.00417069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,0.018679,0.00694,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214235,0.0217056,0.0265269,0.0116133,0,0,0.0317868,0,0.0270599,0.0232998,0.0627129,0.0426448,0.00964643,0.0521264,0.00748169,0.0227945,0.0316818,0.0497056,0.040099,0.0100639,0.0391682,0.0278822,0.0246055,0.0232372,0.0177114,0.0261597,0.0124398,0.0311134,0.0228394,0.0234589,0.00439658,0.00305327,0,0,0.0183044,0.0144305,0.0209457,0.0615132,0.0343831,0.0126837,0.0576909,0.0125907,0.0125465,0.0394875,0,0.0520145,0.0562492,0.0353519,0.0489331,0.0228442,0.01262,0.0300832,0.00381862,0.00177859,0,0,0.0234816,0.0204895,0.0155402,0.00417212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,0.0185224,0.00712155,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178263,0.0227596,0.0242683,0.0111544,0,0,0.0305488,0,0.0256792,0.0223103,0.0628172,0.0401725,0.00905688,0.0492118,0.00700834,0.0221793,0.0306468,0.0482111,0.0386855,0.0099658,0.0377104,0.0267783,0.0236887,0.0234314,0.0140712,0.0250288,0.012821,0.0309922,0.0227907,0.0229821,0.0044104,0.00240482,0,0,0.0175165,0.0142531,0.0203359,0.0614667,0.0340419,0.0128932,0.0573652,0.0122327,0.0120654,0.0393817,0,0.0518985,0.0562817,0.0354887,0.0488202,0.0234272,0.0120992,0.0302399,0.00353073,0.00127302,0,0,0.0234907,0.020227,0.0143845,0.00415454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,0.0183796,0.00734244,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014554,0.0233095,0.0224892,0.0108413,0,0,0.0296889,0,0.024878,0.0216321,0.063062,0.0384832,0.00873226,0.0469535,0.00654615,0.0219854,0.029391,0.0470309,0.0382405,0.0102021,0.0362011,0.0261576,0.0225236,0.0232108,0.0105576,0.0243047,0.0129737,0.0309784,0.0226869,0.0226432,0.0043682,0.00215501,0,0,0.0171271,0.0142586,0.019951,0.0613785,0.0338706,0.0130119,0.0570616,0.0117978,0.0118635,0.0392591,0,0.0517615,0.0562981,0.0355923,0.0487034,0.0242449,0.0116663,0.030187,0.00330589,0.00103971,0,0,0.0235503,0.0200779,0.0137247,0.00415348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,0.0182322,0.00756181,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115228,0.0231443,0.0205674,0.0105188,0,0,0.0292215,0,0.0248131,0.0212508,0.0632281,0.0373101,0.0083177,0.0450394,0.00575108,0.0219005,0.0279136,0.0461423,0,0.0109619,0.0342595,0.0258726,0.0209533,0.0224245,0.0107039,0.0238405,0.0129299,0.0309524,0.0224679,0.0223529,0.00452202,0.00189935,0,0,0.0168044,0.0142827,0.0194973,0.0613872,0.0336366,0.0130532,0.0567972,0.011179,0.0115584,0.0393651,0,0.0516704,0.0563217,0.0356519,0.0486136,0.0247654,0.0114125,0.0302224,0.00311817,0.000869139,0,0,0.0235621,0.0199937,0.0135687,0.00412528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,0.0183041,0.00767742,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116599,0.0226762,0.0185299,0.0105217,0,0,0.0289245,0,0.0247056,0.0211058,0.0629087,0.0362286,0.00815922,0.042893,0.00522042,0.0219918,0.0253444,0.0437818,0.0366822,0.0127659,0.0320488,0.0253276,0.0193141,0.0219716,0.0151912,0.0235544,0.0131455,0.0312695,0.0223399,0.0222689,0.00500352,0.00195852,0,0,0.0161596,0.0142837,0.0192246,0.0614959,0.0335634,0.0131133,0.0566072,0.0106256,0.011468,0.0393573,0,0.0516999,0.0564625,0.0358064,0.0486661,0.02535,0.0113468,0.0303196,0.00315848,0.00103424,0,0,0.023692,0.0200409,0.0134834,0.004237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,0.0182472,0.00766641,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151939,0.0216919,0.0152532,0.0102796,0,0,0.02864,0,0.0245956,0.0210374,0.0617475,0.0327791,0.00786377,0.0392354,0.0044824,0.0220896,0.022589,0.0403795,0.0351117,0.0147901,0.0282304,0.024235,0.016284,0.0215559,0.0219183,0.0233262,0.0135492,0.0316058,0.0221244,0.0222705,0.00514634,0.00194973,0,0,0.0156878,0.0143646,0.0188478,0.0614482,0.0336518,0.0130121,0.0565213,0.00971785,0.0113103,0.0392792,0,0.0516897,0.0564742,0.0358597,0.0486762,0.025856,0.0112859,0.0301785,0.00318208,0.00111529,0,0,0.0239098,0.0202545,0.0135786,0.00418308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,0.0176706,0.00835642,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128151,0.020975,0.00201333,0.00979515,0,0,0.0269746,0,0.0251201,0.0200985,0.0581334,0.0103459,0.00704383,0.017968,0.00375026,0.0216619,0.0154556,0.0240571,0.0253102,0.0149529,0.0111312,0.0121763,0.00669283,0.0280058,0.0198686,0.0219747,0.0132216,0.0311544,0.0215334,0.0223349,0.00550375,0.00204159,0,0,0.016939,0.0146217,0.0180827,0.0617039,0.0339983,0.0128361,0.0564112,0.00778477,0.0102361,0.0391967,0,0.0514024,0.0561844,0.0353784,0.0484368,0.0259003,0.0114314,0.0296361,0.0027985,0.00144047,0,0,0.0240606,0.0202955,0.0138821,0.00369337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,0.0177567,0.00891206,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015576,0.0210663,0.00231988,0.0103929,0,0,0.0258644,0,0.0256738,0.0195877,0.0569926,0.00791322,0.00761046,0.0134643,0.00448259,0.0215794,0.0111789,0.0187688,0.0241167,0.0168743,0.00700107,0.0102695,0.00524417,0.0305926,0.0229414,0.0214857,0.0124026,0.0308572,0.0213641,0.0225689,0.00609377,0.00238036,0,0,0.0170504,0.0146443,0.0178358,0.0619023,0.0344463,0.0129536,0.0563541,0.00671058,0.0101605,0.039045,0,0.051332,0.0561794,0.0351515,0.0483983,0.0262299,0.0113793,0.0295455,0.00298405,0.00175121,0,0,0.0242542,0.0200947,0.0143531,0.00374291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,0.018952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187279,0.0212222,0.00392923,0.0108766,0,0,0.0245207,0,0.025797,0.0183904,0.0562833,0.00891423,0.00792069,0.0122982,0.00567104,0.0224231,0.00789208,0.0157397,0.0236213,0.0185767,0.00551547,0.0100249,0.00474426,0.0323952,0.0263715,0.0217397,0.0122576,0.0305496,0.0212551,0.0229932,0.00682405,0.00220783,0,0,0.0170635,0.0146882,0.017597,0.0620712,0.0349845,0.0129947,0.0562899,0.00546942,0.00940312,0.0389054,0,0.051249,0.056152,0.0348346,0.0483579,0.0266654,0.0111025,0.0294061,0.00345152,0.00180365,0,0,0.0242557,0.020051,0.0142838,0.00377145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,0.0175539,0.00926775,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206131,0.0210949,0.00615794,0.0110564,0,0,0.0243908,0,0.0261631,0.0181585,0.0557783,0.0118161,0.00899417,0.0138304,0.00622802,0.0212128,0.00502669,0.0128251,0.0229493,0.0197336,0.0061304,0.00995066,0.00534264,0.0346411,0.0283883,0.0208558,0.0122172,0.0303938,0.0212075,0.0234358,0.00682108,0.00262008,0,0,0.0168448,0.0146955,0.0174633,0.0623486,0.035755,0.0132235,0.05626,0.00545893,0.00986988,0.0388124,0,0.0512069,0.0561151,0.0345504,0.0483475,0.0274566,0.0111354,0.0292115,0.00357889,0.00213067,0,0,0.0241292,0.0202156,0.0147488,0.00383014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,0.0171836,0.00952815,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222079,0.021067,0.00824936,0.0114145,0,0,0.0233455,0,0.0263491,0.0175756,0.056061,0.0151214,0.00986051,0.0175533,0.0072775,0.0206333,0.00363336,0.0111903,0.0224391,0.0201855,0.00908745,0.0107722,0.00615301,0.0365109,0.030348,0.021148,0.0124489,0.0302963,0.021112,0.0239634,0.00684803,0.00285559,0,0,0.0167332,0.0147021,0.0172143,0.0626047,0.0366155,0.0133583,0.0562903,0.00523162,0.00974622,0.0387439,0,0.051105,0.0560102,0.0341573,0.0483072,0.028239,0.0110726,0.0290526,0.00384651,0.00250653,0,0,0.0240161,0.0202741,0.0151621,0.00384075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,0.0168916,0.00963366,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239785,0.0211684,0.0109322,0.0119862,0,0,0.0218673,0,0.0261987,0.0166519,0.0571115,0.018449,0.0107939,0.0222942,0.00841022,0.0196836,0.0037702,0.0106117,0.0213775,0.019941,0.0129956,0.0122845,0.00676383,0.0379626,0.032627,0.0206209,0.0124804,0.030239,0.0210507,0.0246024,0.00708804,0.00296676,0,0,0.0166606,0.0147548,0.0169886,0.0629187,0.0376559,0.0136658,0.0563527,0.00515372,0.00945172,0.0386219,0,0.0510325,0.0557824,0.0337348,0.0482894,0.0291394,0.0110284,0.0289517,0.00366712,0.00288238,0,0,0.024184,0.0201117,0.0152959,0.00378625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,0.0168338,0.0096624,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254618,0.0210685,0.0131583,0.0118636,0,0,0.0209833,0,0.0264591,0.0162265,0.0571382,0.0209469,0.0114582,0.0262709,0.00902484,0.0191425,0.00457766,0.0105466,0.0202067,0.0197347,0.0163103,0.0136131,0.00703997,0.0387943,0.0337769,0.0199999,0.0120046,0.0301596,0.0209825,0.0252674,0.00739319,0.00314864,0,0,0.0170309,0.0148435,0.0166302,0.0632191,0.0387544,0.0138725,0.0563929,0.00509163,0.0094029,0.0385945,0,0.0509566,0.0555488,0.0333071,0.0482576,0.0300643,0.0111411,0.0290054,0.00291617,0.00315843,0,0,0.0241967,0.0201313,0.0153055,0.00380917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,0.0177618,0.00975452,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265031,0.0212092,0.0110292,0.0120817,0,0,0.0205576,0,0.026815,0.0160812,0.057866,0.0188679,0.0118749,0.0241101,0.0093834,0.0191576,0.00397201,0.00925286,0.0202619,0.0202875,0.0155229,0.0137089,0.00667941,0.0378205,0.0364639,0.019735,0.0117924,0.0307311,0.0208943,0.0262068,0.00795014,0.00335357,0,0,0.017269,0.0149782,0.016419,0.0635855,0.0398925,0.0142355,0.0564469,0.00476148,0.00951391,0.038437,0,0.0509261,0.0554147,0.032883,0.0483256,0.0315067,0.0111278,0.0287812,0.00297746,0.00332355,0,0,0.024237,0.0202526,0.015226,0.0038046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,0.0192341,0.00992872,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258169,0.0211257,0.0115238,0.0121274,0,0,0.0206443,0,0.0272167,0.0162768,0.057506,0.01993,0.012161,0.0248571,0.00940688,0.0195582,0.00491403,0.00915155,0.0192669,0.0201539,0.0165582,0.0138309,0.00625148,0.0375818,0.0358525,0.0200137,0.0118548,0.0310436,0.020855,0.0272115,0.00789244,0.00343614,0,0,0.0174212,0.0150562,0.0162213,0.0636933,0.041373,0.014374,0.0565096,0.00465705,0.00947147,0.038404,0,0.0508159,0.055136,0.0323591,0.0483058,0.0329256,0.0111825,0.0286248,0.00386727,0.00339706,0,0,0.0241375,0.0203857,0.0148595,0.00380122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,0.017767,0.00991102,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252957,0.0256737,0.0139158,0.012888,0,0,0.0238522,0,0.0213659,0.0170473,0.0580751,0.0226701,0.0124931,0.0274489,0.00933066,0.0243444,0.00643781,0.0106782,0.018052,0.0193084,0.0188608,0.0146258,0.00577989,0.0375308,0.0345252,0.0217249,0.0170651,0.0309874,0.0207492,0.0283967,0.00773168,0.00348729,0,0,0.0176442,0.0150699,0.0159908,0.063863,0.0432841,0.014545,0.0565993,0.00486824,0.00932984,0.03835,0,0.0507953,0.054884,0.031915,0.0483946,0.0342382,0.0114476,0.028522,0.00417559,0.00341305,0,0,0.0239822,0.0204244,0,0.0038716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,0.0174379,0.0106793,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246282,0.0222369,0.0123969,0.0140414,0,0,0.0164473,0,0.0269807,0.014043,0.0587363,0.0213733,0.0124787,0.026048,0.00967051,0.0174658,0.00645023,0.0103281,0,0.0193361,0.0177561,0.0140032,0.00502529,0.0365094,0.0350444,0.0164488,0.0123261,0.0315447,0.0207015,0.0298672,0.00778456,0.00386695,0,0,0.0177141,0.0150631,0.0156226,0.063804,0.0451825,0.0147033,0.0566889,0.00467977,0.00949087,0.0384459,0,0.0506497,0.0544726,0.0312486,0.0483578,0.0359246,0.0115715,0.0283289,0.00416783,0.00384979,0,0,0.0237135,0.0205262,0.0161991,0.00394642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,0.0166879,0.0103366,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219797,0.0270621,0.0112585,0.00930613,0,0,0.0226102,0,0.0222626,0.0160516,0.0576243,0.0215521,0.0118482,0.0240555,0.00859428,0.0237012,0.00711369,0.0100561,0.017221,0.0189928,0.0164461,0.0131846,0.00482278,0.0364484,0.0313932,0.0205786,0.0164341,0.032383,0.0206198,0.0311447,0.00777618,0.00373014,0,0,0.0178185,0.0151407,0.0154013,0.063806,0.0471676,0.014839,0.0569239,0.00497566,0.0099483,0.0385468,0,0.0507493,0.0542308,0.0309179,0.048531,0.0380024,0.0117814,0.0282372,0.00347592,0.0036414,0,0,0.0234183,0.0206829,0,0.00409498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661,0.0167543,0.0102981,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195404,0.0271706,0.0109128,0,0,0,0.022765,0,0.0225337,0.0161756,0.0567111,0.0223693,0.011236,0.0239734,0.00804158,0.0234959,0.00754649,0.0100783,0.0162191,0.0186699,0.0153286,0.012514,0.00462777,0.0363786,0.0287431,0.0205543,0.0164867,0.0334319,0.0205513,0.032714,0.00764799,0.00361845,0,0,0.0177922,0.0152,0.0151837,0.0636336,0.0493294,0.0147843,0.0571477,0.0051972,0.0101647,0.0387328,0,0.0506942,0.0538489,0.0303742,0.0486144,0.0401245,0.0119477,0.0282676,0.00304833,0.00364953,0,0,0.0231023,0.0207132,0,0.00424884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,0.017814,0.0102076,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181313,0.0271273,0.0102843,0,0,0,0.0225547,0,0.0227556,0.0159935,0.0555889,0.0231792,0.00972563,0.023799,0.00655382,0.0232745,0.00690749,0.00935323,0.0157457,0.0186,0.014462,0.0120308,0.00478303,0.0365142,0.0290619,0.020023,0.0165176,0.034445,0.0205251,0.0338186,0.00775556,0.00311689,0,0,0.017765,0.0151834,0.01488,0.0636726,0.0513294,0.0152347,0.0574004,0.00581926,0.0101215,0.0392524,0,0.050547,0.0530795,0.0296828,0.0485873,0.0428991,0.0119383,0.0284674,0.00391998,0.00349259,0,0,0.0223687,0.0207361,0,0.00449381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,0.0281653,0.016644,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192304,0.0540419,0.00819219,0.0980334,0,0,0.0488298,0,0.0602549,0.0446957,0.0499639,0.0265713,0.005287,0.022793,0.0108225,0.0287663,0.00687821,0.010586,0.0169944,0.0181079,0.014903,0.0127786,0.00558064,0.0363372,0.0341032,0.0421594,0.0439164,0.037795,0.0209771,0.0329974,0.0137605,0.0100917,0,0,0.0159261,0.0150271,0.0148643,0.0652387,0.0522585,0.0203162,0.0580732,0.0108762,0.014574,0.0426876,0,0.0492858,0.0487959,0.0269129,0.0472372,0.0512711,0.012479,0.0285682,0.0119147,0.00634066,0,0,0.0204884,0.0230065,0.0679221,0.00473426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,0.0266822,0.0167062,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019024,0.0543914,0.00841009,0.102181,0,0,0.048924,0,0.0622961,0.0455504,0.0493141,0.0279096,0.00554609,0.0230555,0.011134,0.029963,0.00801596,0.011519,0.0172576,0.017689,0.0144556,0.0125201,0.0067358,0.0367841,0.0341973,0.0431633,0.0441362,0.0391594,0.0209325,0.0356344,0.0138589,0.0100513,0,0,0.0159376,0.0150342,0.0145887,0.0651788,0.0554666,0.0205352,0.0583215,0.0113192,0.014668,0.0428074,0,0.0490886,0.0482979,0.0260808,0.0472846,0.0536256,0.0125128,0.029015,0.0120163,0.00613273,0,0,0.0203955,0.0234593,0.0702833,0.00498212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
