Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,,x79
565,0.0394153,0,0,0,0,0.0115089,0,0,0,0,0,0,0.00550265,0.0384326,0.0113348,0.0203235,0,0,0.0356326,0,0.0368033,0.0343126,0.046762,0.0157867,0.00908405,0.00567446,0.0257581,0.043257,0.00771725,0.00721512,0,0.00832347,0.0104224,0.0081063,0.0273935,0.00519949,0.0375712,0,0.0249618,0.0342424,0.0420138,0.040615,0.042097,0.040766,0,0,0.0279612,0,0.0476158,0.0164344,0.0463337,0.0538891,0.0344247,0.0155551,0.0249041,0.0516097,0.00874801,0.0218926,0.0165602,0.00918246,0.0255484,0.0127361,0.0288388,0.031775,0.02209,0.0267886,0.0330671,0.0179408,0.00839246,0.0370258,0,0,0,0,0,0
566,0.0394951,0,0,0,0,0.0110125,0,0,0,0,0,0,0.00541024,0.0384211,0.0112372,0.0202242,0,0,0.0357222,0,0.0367208,0.0343254,0.0463806,0.0155904,0.00913545,0.00593431,0.0254337,0.0434245,0.00789406,0.00746241,0,0.00843821,0.0105351,0.00815308,0.0274132,0.00577079,0.0375804,0,0.0249248,0.0341356,0.0419431,0.0403286,0.0421147,0.0409139,0,0,0.0280841,0,0.0475718,0.0164912,0.0463013,0.0538774,0.033915,0.0159723,0.0245076,0.051724,0.00867241,0.0228961,0.017458,0.00902821,0.025703,0.0122556,0.0293106,0.0316573,0.0229101,0.0271265,0.0328324,0.0179157,0.00788183,0.0372411,0,0,0,0,0,0
567,0.0400984,0,0,0,0,0.0109194,0,0,0,0,0,0,0.00548371,0.0383546,0.0112439,0.0199812,0,0,0.0361014,0,0.0366262,0.0345103,0.045931,0.0154696,0.00909826,0.00630851,0.0250577,0.0440609,0.00805936,0.00768365,0,0.00853927,0.010668,0.00822992,0.0274951,0.00619696,0.0379091,0,0.0250604,0.03391,0.0418395,0.0400443,0.0421089,0.0414482,0,0,0.0304344,0,0.0479316,0.0172294,0.0463344,0.0537535,0.0334962,0.0164558,0.0243181,0.0528849,0.00914847,0.0238352,0.0184144,0.00902852,0.0257141,0.0118142,0.0297037,0.0312202,0.0234476,0.0279999,0,0.0182472,0.00737821,0.0377709,0,0,0,0,0,0
568,0.0397869,0,0,0,0,0.0101786,0,0,0,0,0,0,0.00547431,0.0384158,0.0113451,0.019881,0,0,0.0362269,0,0.0365858,0.0346272,0.0456946,0.0153716,0.00924554,0.00646311,0.0247013,0.0440737,0.00814673,0.00779824,0,0.00856467,0.0107711,0.00826618,0.0275047,0.00673118,0.0378346,0,0.0251855,0.0333632,0.041784,0.0397779,0.0420874,0.0412494,0,0,0.0281888,0,0.0474822,0.0166344,0.0460941,0.0538699,0.0331307,0.0169351,0.0240279,0.0519011,0.00969377,0.0246046,0.0192732,0.00919332,0.0256979,0.0114249,0.0298891,0.0308348,0.0238441,0.0277356,0.0323145,0.0178059,0.00699259,0.0377265,0,0,0,0,0,0
569,0.0405307,0,0,0,0,0.0103652,0,0,0,0,0,0,0.00557204,0.0384199,0.0114455,0.0198149,0,0,0.0366986,0,0.0365572,0.0350057,0.045486,0.0152619,0.00931177,0.0065123,0.0243518,0.0448283,0.00829207,0.00799571,0,0.00864038,0.0108697,0.00832837,0.0275409,0.00715677,0.0382807,0,0.0254379,0.032741,0.0417319,0.0402561,0.0420954,0.0420891,0,0,0.029548,0,0.047928,0.0171129,0.0457589,0.0542331,0.0328458,0.0174971,0.0236493,0.052905,0.0102121,0.0251946,0.02012,0.0093983,0.02571,0.0111137,0.0300574,0.0305831,0.024216,0.0285029,0,0.0182375,0.00678101,0.038499,0,0,0,0,0,0
570,0.0404137,0,0,0,0,0.00772962,0,0,0,0,0,0,0.00554196,0.0383812,0.0115133,0.0198395,0,0,0.03779,0,0.0363661,0.0358006,0.0453352,0.0152885,0.00943061,0.00640298,0.0242277,0.0455253,0.00834184,0.00805659,0.00981849,0.00875675,0.0109086,0.00863515,0.0276334,0.007354,0.0388931,0,0.0259179,0.0319001,0.0416657,0.0409688,0.0421075,0.0428941,0,0,0.0273944,0,0.0474297,0.0164897,0.0454359,0.0550452,0.0324487,0.0180709,0.0234145,0.0517023,0.0107205,0.0257688,0.0209158,0.00956744,0.0258077,0.0108373,0.0300854,0.0304562,0.0240403,0.0277835,0.0322517,0.0181872,0.00730261,0.0391977,0,0,0,0,0,0
571,0.0413399,0,0,0,0,0.0081076,0,0,0,0,0,0,0.00580869,0.0383602,0.0116829,0.019782,0,0,0.0382648,0,0.0362753,0.0361205,0.0451145,0.0151774,0.00940525,0.0064651,0.0238412,0.046306,0.0085667,0.00827323,0.00993128,0.00883066,0.0110272,0.00874736,0.0276618,0.00772111,0.0393396,0,0.0261235,0.0308389,0.0415574,0.0414956,0.0421263,0.0439809,0,0,0.0290814,0,0.0477793,0.0171239,0.0452337,0.0559102,0.0320703,0.0186966,0.0231049,0.0531585,0.0113781,0.0262379,0.0216187,0.00979393,0.0259227,0.0105378,0.0300911,0.0304237,0.0229559,0.0287609,0,0.0187826,0.00723542,0.0400109,0,0,0,0,0,0
572,0.0416,0,0,0,0,0.0080335,0,0,0,0,0,0,0.00579283,0.0383814,0.0118374,0.019626,0,0,0.038414,0,0.0362338,0.036232,0.0448434,0.0151035,0.00938821,0.00647713,0.0234469,0.0466249,0.00875161,0.00843703,0.0100299,0.00888804,0.0111825,0.00872748,0.0276636,0.00813748,0.0394694,0,0.0262233,0.0299958,0.0415274,0.0418136,0.0420933,0.0443401,0,0,0.0292249,0,0.0478179,0.01726,0.0452033,0.0566705,0.0317433,0.0193332,0.0227766,0.0537588,0.0119968,0.0265663,0.0220729,0.0103883,0.026198,0.010165,0.0301916,0.0306583,0.0215865,0.02927,0,0.0187974,0.00732086,0.0404801,0,0,0,0,0,0
573,0.0417778,0,0,0,0,0.00774896,0,0,0,0,0,0,0.00586758,0.038371,0.0116662,0.0194742,0,0,0.0385887,0,0.0361783,0.0363181,0.0445514,0.0149601,0.0093549,0.00651358,0.0231146,0.046915,0.00890794,0.00856005,0.0101226,0.00893256,0.0113815,0.00866386,0.0276335,0.0086135,0.0396282,0,0.0262658,0.0291574,0.0414907,0.0419585,0.0419842,0.0447428,0,0,0.0292385,0,0.0477823,0.0173068,0.0452774,0.057377,0.0314611,0.019887,0.0224939,0.0538872,0.0124566,0.0267374,0.0224975,0.0111295,0.0263045,0.0098286,0.0302351,0.0308211,0.020367,0.0295608,0,0.018816,0.00751083,0.0408561,0,0,0,0,0,0
574,0.0416696,0,0,0,0,0.00711894,0,0,0,0,0,0,0.00595977,0.0383538,0.0115318,0.0193447,0,0,0.0386149,0,0.0360764,0.0363038,0.0443361,0.0147994,0.00934276,0.00652552,0.0227862,0.0469319,0.00903258,0.00867147,0.0101933,0.00892702,0.0114357,0.00857739,0.0275912,0.00908032,0.0395426,0,0.0262521,0.0284099,0.0414276,0.0421896,0.0418718,0.0449365,0,0,0.0275339,0,0.0472884,0.0169192,0.0453203,0.0580462,0.0312009,0.0202899,0.0222193,0.0530215,0.0126776,0.0267465,0.0228833,0.0116974,0.0264291,0.00956262,0.0302818,0.0311903,0.0194938,0.0293874,0.0323507,0.0186116,0.00780523,0.0408832,0,0,0,0,0,0
575,0.042922,0,0,0,0,0.00803051,0,0,0,0,0,0,0.00551171,0.0381545,0.0110099,0.0203688,0,0,0.0410181,0,0.035955,0.0376988,0.0445719,0.0143278,0.00918836,0.00607322,0.0261424,0.0485574,0.00854561,0.00799511,0,0.00834751,0.0106178,0.00801882,0.0273365,0.00724519,0.0419442,0,0.0269567,0.0267927,0.0413492,0.0427384,0.0440143,0.0457759,0,0,0.0287653,0,0.0476403,0.0171363,0.0483539,0.0615451,0.0337619,0.0222128,0.026486,0.0541265,0.0185852,0,0.0332685,0.0176613,0.0173556,0.0142046,0.0230642,0.0253834,0.0151604,0.0298706,0,0.0191326,0.00881302,0.0417421,0,0,0,0,0,0
576,0.0422079,0,0,0,0,0.00650225,0,0,0,0,0,0,0.00624943,0.0382115,0.0117222,0.0192752,0,0,0.0394011,0,0.0358796,0.0367592,0.0440535,0.0143703,0.00926365,0.00665057,0.0221829,0.0478271,0.00927505,0.00901063,0,0.00885004,0.0113217,0.00826181,0.027423,0.0100761,0.0401413,0,0.0266689,0.0268236,0.0412732,0.0425342,0.0416492,0.0454429,0,0,0.0274721,0,0.0471571,0.016901,0.045422,0.0589722,0.0304862,0.021033,0.0217402,0.0533046,0.0135426,0.0267247,0.0234732,0.0124116,0.0266093,0.00911443,0.0302021,0.031661,0.017625,0.0298144,0.0321661,0.0186862,0.00831304,0.0419967,0,0,0,0,0,0
577,0.0430157,0,0,0,0,0.00655584,0,0,0,0,0,0,0.00644106,0.0381472,0.0117309,0.0191294,0,0,0.0398516,0,0.0358395,0.0370226,0.0439131,0.0142355,0.00920058,0.00663811,0.0217884,0.0485384,0.00935194,0.00912786,0,0.00882618,0.0112748,0.00829505,0.0273981,0.0105003,0.0405917,0,0.0269165,0.0257819,0.0412082,0.0423769,0.0415005,0.0461843,0,0,0.0290754,0,0.0475196,0.0172622,0.045408,0.0592798,0.0302934,0.0212289,0.0213606,0.0544622,0.013567,0.0267354,0.0236612,0.0129879,0.0266447,0.00899595,0.0300728,0.0317248,0.0164198,0.0304865,0,0.0191324,0.00828053,0.0425481,0,0,0,0,0,0
578,0.0428886,0,0,0,0,0.00563946,0,0,0,0,0,0,0.00646541,0.0381201,0.0118281,0.0189694,0,0,0.0401869,0,0.0357186,0.0371922,0.0437627,0.0141709,0.00918363,0.00655497,0.0214787,0.0488517,0.00940948,0.00918628,0,0.00881343,0.0112125,0.00836538,0.0274009,0.0108565,0.0407567,0,0.0270392,0.0247755,0.0412009,0.0422813,0.0413703,0.0462788,0,0,0.0276612,0,0.0471681,0.0169068,0.0453435,0.0592675,0.0302249,0.0213688,0.0208732,0.0537992,0.0137324,0.0266976,0.0236558,0.013332,0.0266588,0.00891367,0.0299362,0.0318002,0.0152043,0.0302562,0.0319863,0.0188223,0.00866473,0.0425484,0,0,0,0,0,0
579,0.0434325,0,0,0,0,0.0070707,0,0,0,0,0,0,0.0068228,0.0381995,0.0116422,0.0189593,0,0,0.0399923,0,0.0356573,0.0370156,0.0436406,0.014007,0.00914565,0.00658403,0.021319,0.0487798,0.00954098,0.00932135,0,0.00881994,0.0112252,0.00835521,0.0273545,0.0114262,0.0406609,0,0.0268725,0.0231622,0.0410952,0.0419013,0.0413743,0.0466071,0,0,0.0295174,0,0.047556,0.0174603,0.0453682,0.0592429,0.0301802,0.0213636,0.0207971,0.0550447,0.0141763,0.0266502,0.0233594,0.0134608,0.0266304,0.00892143,0.0297466,0.0318378,0.0140097,0.0312744,0,0.0192273,0.0079637,0.0427324,0,0,0,0,0,0
580,0.0432748,0,0,0,0,0.00757495,0,0,0,0,0,0,0.00692389,0.0381623,0.011493,0.0189073,0,0,0.0396006,0,0.0357554,0.0366874,0.0435565,0.0138702,0.00902549,0.00658378,0.0212354,0.0484025,0.00960967,0.00939311,0,0.00882484,0.0112468,0.00830784,0.0273092,0.011959,0.0403664,0,0.0266058,0.0215208,0.0410321,0.0412447,0.0413488,0.0463015,0,0,0.0296117,0,0.0474351,0.0175289,0.0454546,0.0592533,0.0301395,0.0212337,0.0208992,0.0549038,0.0146312,0.0270814,0,0.0136466,0.0258837,0.00906476,0.0287749,0.0313236,0.0124224,0.0314987,0,0.0191731,0.00766105,0.0424417,0,0,0,0,0,0
581,0.0432742,0,0,0,0,0.00773916,0,0,0,0,0,0,0.00715565,0.0381423,0.0115151,0.0189452,0,0,0.0393933,0,0.0357689,0.0364656,0.0434208,0.0137462,0.00901372,0.00673126,0.0209282,0.0482338,0.00979486,0.00957622,0,0.00890683,0.0113527,0.00830454,0.0273032,0.0124664,0.0401112,0,0.026439,0.0205713,0.0410147,0.0406093,0.0413788,0.0461663,0,0,0.0295889,0,0.0473947,0.0175437,0.0454146,0.0583976,0.0300055,0.0210621,0.0206726,0.0548424,0.0141938,0.0262828,0.0219582,0.0132817,0.0265456,0.00914491,0.029072,0.0319359,0.0121953,0.0316996,0,0.0191696,0.00752183,0.0423263,0,0,0,0,0,0
582,0.0428391,0,0,0,0,0.00752153,0,0,0,0,0,0,0.0072855,0.038169,0.0115096,0.0189553,0,0,0.0392838,0,0.0357687,0.036349,0.0433368,0.0135875,0.00896587,0.00683964,0.0209388,0.0479194,0.00998789,0.00968768,0,0.00893026,0.0114318,0.00831088,0.0272603,0.0127947,0.0398631,0,0.0263453,0.0193134,0.0410788,0.0397676,0.0414425,0.0456954,0,0,0.0282558,0,0.0470505,0.0171767,0.0454564,0.057517,0.0299468,0.0208882,0.0206905,0.0540682,0.0139717,0.0260233,0.0213307,0.0131441,0.0264023,0.00938671,0.0285912,0.0319415,0.0117219,0.0314962,0.0319295,0.0189182,0.00750435,0.0420362,0,0,0,0,0,0
583,0.0428808,0,0,0,0,0.00759311,0,0,0,0,0,0,0.00762056,0.0382037,0.0115458,0.0188975,0,0,0.0393941,0,0.0357785,0.0363936,0.0431659,0.0133374,0.00886063,0.00698275,0.0209943,0.0479915,0.0102268,0.00984248,0,0.00896193,0.0115573,0.00831954,0.0272215,0.0131122,0.039845,0,0.026369,0.0177126,0.0410653,0.0389015,0.0415492,0.0457446,0,0,0.0285495,0,0.0470335,0.0172099,0.0456626,0.0562752,0.0298644,0.0206297,0.020772,0.0542351,0.0137724,0.0257414,0.0206382,0.0129373,0.0262427,0.00972544,0.0279917,0.0316431,0.0114872,0.0317451,0.0319085,0.0189236,0.00743965,0.0421123,0,0,0,0,0,0
584,0.0431543,0,0,0,0,0.007695,0,0,0,0,0,0,0.00779167,0.0382241,0.0115859,0.0188509,0,0,0.0395541,0,0.0357831,0.0364398,0.0430093,0.0129626,0.0088053,0.00709465,0.0209993,0.0481303,0.0104199,0.00998114,0,0.00900403,0.0116564,0.00833808,0.0271874,0.0134328,0.0399639,0,0.0264333,0.0164445,0.0410234,0.0379352,0.0416628,0.0458042,0,0,0.0291329,0,0.0469701,0.0172989,0.0458492,0.0550425,0.0298801,0.0203999,0.0206978,0.0544567,0.0136332,0.0252896,0.0198048,0.0125674,0.0260163,0.0101921,0.0273387,0.0311747,0.0114994,0.0320151,0.0318839,0.018884,0.00742385,0.0421774,0,0,0,0,0,0
585,0.0438087,0,0,0,0,0.00819998,0,0,0,0,0,0,0.00804867,0.0382042,0.011589,0.018816,0,0,0.0398822,0,0.0357864,0.0366041,0.0428949,0.0125734,0.00877133,0.00718582,0.0209404,0.048553,0.0105622,0.010101,0,0.00901404,0.0116629,0.00832449,0.0271253,0.0135839,0.040402,0,0.0266182,0.0150618,0.0410556,0.0369835,0.0417508,0.0463203,0,0,0.0309011,0,0.0473493,0.0176555,0.0459978,0.053919,0.0299966,0.0201499,0.0205818,0.0554726,0.0130392,0.0247054,0.0188004,0.012139,0.0257352,0.010718,0.0267489,0.0306488,0.0117648,0.0326975,0,0.0193605,0.00741931,0.0426141,0,0,0,0,0,0
586,0.0437444,0,0,0,0,0.00722982,0,0,0,0,0,0,0.00809219,0.0381156,0.0116867,0.0187654,0,0,0.040809,0,0.0356848,0.0372062,0.0427641,0.0125058,0.00871991,0.00722786,0.0208322,0.0493734,0.0106765,0.0101583,0,0.00900253,0.0116478,0.00826334,0.0271577,0.0136454,0.0411876,0,0.0269967,0.0140614,0.0410583,0.0356328,0.0417371,0.0465728,0,0,0.0310424,0,0.0473649,0.0175312,0.0461007,0.0522092,0.0299942,0.0197021,0.0206672,0.0551726,0.012599,0.0241538,0.0178553,0.01181,0.0248212,0.0115072,0.0258627,0.0298701,0.0120681,0.0324684,0,0.0195712,0.00775172,0.0429938,0,0,0,0,0,0
587,0.0434833,0,0,0,0,0.00706867,0,0,0,0,0,0,0.00816713,0.0381039,0.0118518,0.0187592,0,0,0.0407149,0,0.0356003,0.0371863,0.0426615,0.0124931,0.00873801,0.00723838,0.0208751,0.0490598,0.0107679,0.0101824,0,0.0089671,0.0116221,0.00821045,0.0272006,0.0137295,0.0409772,0,0.0269712,0.0127307,0.0410373,0.0338495,0.0417861,0.0464022,0,0,0.0297527,0,0.0469632,0.017274,0.0462754,0.0501996,0.0299592,0.0193222,0.0207504,0.0545626,0.0124034,0.0235248,0.0167762,0.0115167,0.0242084,0.0123892,0.0248047,0.0290263,0.0127458,0.0322589,0.0318666,0.0192663,0.00811166,0.042798,0,0,0,0,0,0
588,0.0438039,0,0,0,0,0.00740811,0,0,0,0,0,0,0.00832452,0.0380436,0.0118611,0.0187389,0,0,0.0407147,0,0.0355446,0.0371813,0.0426069,0.0123559,0.00871271,0.00727511,0.0209385,0.0489566,0.0108766,0.0102125,0,0.00894815,0.011621,0.00821607,0.0272324,0.0139392,0.0409503,0,0.0269241,0.0116847,0.0409399,0.0318961,0.0418524,0.0465797,0,0,0.0299223,0,0.0468916,0.0172816,0.0464457,0.0479825,0.0299963,0.0189926,0.0208269,0.0549944,0.0121891,0.0228701,0.0156138,0.0112637,0.0236668,0.0134154,0.0236464,0.0281214,0.0136057,0.0325109,0.0317715,0.0191146,0.00831311,0.0428858,0,0,0,0,0,0
589,0.0447034,0,0,0,0,0.00815416,0,0,0,0,0,0,0.00855719,0.0380038,0.0117448,0.0187285,0,0,0.0409654,0,0.0355237,0.0373314,0.0425918,0.0121343,0.00867535,0.0073287,0.0209447,0.049254,0.0109825,0.0102566,0,0.00892767,0.011629,0.00818649,0.0271938,0.0141917,0.0412439,0,0.02701,0.0108435,0.040935,0.0299952,0.0420165,0.0472467,0,0,0.0314836,0,0.0472189,0.0175908,0.0466357,0.0459657,0.030168,0.0188155,0.0208926,0.0563783,0.011709,0.0220693,0.0142008,0.0109855,0.0232006,0.0144251,0.0226945,0.0275405,0.0146277,0.0331617,0,0.0191474,0.00837448,0.0433939,0,0,0,0,0,0
590,0.0449399,0,0,0,0,0.00734007,0,0,0,0,0,0,0.00864229,0.0379312,0.0116219,0.0187123,0,0,0.0419465,0,0.0354944,0.0379524,0.0425646,0.0119751,0.00858498,0.00739768,0.02092,0.0500738,0.0110335,0.0103167,0,0.00891184,0.0116198,0.00811694,0.027146,0.0144477,0.0420617,0,0.0274391,0.0107853,0.0408914,0.0277276,0.0420778,0.0475748,0,0,0.0314947,0,0.0472773,0.0174875,0.046722,0.0430956,0.0302857,0.0183392,0.0209972,0.0562321,0.0114168,0.0214391,0.013002,0.0107612,0.0222896,0.0157544,0.0214125,0.026424,0.0152348,0.0329613,0,0.0190462,0.00874226,0.0437324,0,0,0,0,0,0
591,0.0446738,0,0,0,0,0.00718651,0,0,0,0,0,0,0.0086062,0.0379506,0.0115435,0.0186924,0,0,0.0421383,0,0.0354475,0.0380768,0.0424357,0.0118698,0.00845297,0.00746494,0.0210191,0.0499495,0.0110668,0.0104068,0,0.0089256,0.0116107,0.00807998,0.0271246,0.0145155,0.0421344,0,0.027488,0.0108565,0.0408048,0.0257712,0.042214,0.0472078,0,0,0.030352,0,0.0469071,0.0172474,0.0469195,0.040555,0.0304537,0.0180098,0.0212653,0.0554773,0.0112913,0.0207088,0.0116838,0.0106142,0.0215391,0.0169917,0.0202256,0.025286,0.0159015,0.0327131,0.0316568,0.0196808,0.00876418,0.043366,0,0,0,0,0,0
592,0.0452483,0,0,0,0,0.00791083,0,0,0,0,0,0,0.00856588,0.0379056,0.0114995,0.0187001,0,0,0.0425092,0,0.0354278,0.0382688,0.0423705,0.0118496,0.00834492,0.00741412,0.0211647,0.0503004,0.0109794,0.0104196,0.0119264,0.00897482,0.0116782,0.00813226,0.0271308,0.0145434,0.0425537,0,0.0275555,0.0108127,0.0408098,0.0240184,0.0424078,0.0477816,0,0,0.0319657,0,0.0473583,0.0176701,0.0470823,0.0384349,0.0307198,0.0177449,0.021507,0.0566647,0.0108846,0.0198982,0.0102893,0.010449,0.0208647,0.0182304,0.0187449,0.0243789,0.0163753,0.033252,0,0.0206278,0.00865073,0.0439059,0,0,0,0,0,0
593,0.0447937,0,0,0,0,0.00801942,0,0,0,0,0,0,0.00835342,0.0379122,0.0114247,0.0187064,0,0,0.0425083,0,0.0354595,0.0382222,0.0424219,0.0117706,0.00823572,0.00737734,0.021284,0.0500732,0.0109177,0.0103853,0.0119334,0.00891272,0.0116428,0.0081076,0.0270618,0.0142269,0.0425385,0,0.0274966,0.0110018,0.0412539,0.0222553,0.0425388,0.0474326,0,0,0.0319502,0,0.047193,0.017518,0.0470938,0.0362815,0.0310325,0.0172669,0.0216273,0.0565565,0.0102449,0.0191347,0.00905324,0.0102237,0.0200585,0.0195701,0.0171,0.0233541,0.016668,0.0329065,0,0.0172266,0.00868117,0.0438324,0,0,0,0,0,0
594,0.0464594,0,0,0,0,0.00919589,0,0,0,0,0,0,0.0082622,0.037827,0.0115856,0.0186077,0,0,0.0430575,0,0.035441,0.0384542,0.042426,0.0118795,0.00789582,0.00750898,0.0212005,0.0508861,0.0110056,0.0104684,0.0120384,0.00893788,0.0116878,0.00816792,0.0270998,0.0139809,0.0432302,0,0.0276011,0.0111429,0.0429158,0.0205189,0.0426472,0.0487269,0,0,0.0390829,0,0.0471001,0.0202947,0.0471719,0.0341264,0.0315304,0.0169506,0.0216029,0.059963,0.00962791,0.0182463,0.00789103,0.010109,0.0193191,0.0207261,0.0162195,0.0222649,0.0170298,0.0344039,0,0.0447724,0.00849176,0.0447482,0,0,0,0,0,0
595,0.047842,0,0,0,0,0.0122945,0,0,0,0,0,0,0.00817692,0.0379065,0.0119269,0.0182142,0,0,0.0421831,0,0.0354264,0.0377581,0.0422882,0.0122152,0.00742279,0.00772413,0.0207374,0.0505999,0.0112105,0.0106611,0.0121742,0.00905601,0.0118202,0.00825532,0.0272575,0.0139108,0.0427757,0,0.027128,0.0114292,0.0436848,0.0187082,0.0426371,0.0479934,0,0,0.0438877,0,0.0473764,0.0229878,0.0473053,0.0316687,0.0322684,0.0163815,0.0217428,0.0626091,0.0091737,0.0174619,0.00700066,0.00999869,0.0181405,0.0219466,0.0151509,0.0207656,0.0169717,0.0361695,0,0.0591831,0.00720313,0.0441206,0,0,0,0,0,0
596,0.0478155,0,0,0,0,0.0120736,0,0,0,0,0,0,0.00792988,0.0377883,0.0118879,0.0181897,0,0,0.0420401,0,0.0355396,0.037572,0.0423729,0.0121832,0.00747661,0.00764621,0.0207751,0.0502771,0.0111105,0.010562,0.0120386,0.0090151,0.0117411,0.00822611,0.0273038,0.0135125,0.0426665,0,0.0269858,0.0115594,0.0435458,0.0172828,0.0427293,0.0480307,0,0,0.0432226,0,0.0472362,0.0224574,0.0472913,0.0295945,0.0326017,0.0159133,0.0220208,0.0622468,0.00878338,0.0166219,0.00597748,0.00992189,0.0172744,0.0231616,0.0139894,0.0195633,0.016543,0.0359158,0,0.0569148,0.0074256,0.0438864,0,0,0,0,0,0
597,0.0453282,0,0,0,0,0.0103705,0,0,0,0,0,0,0.00754809,0.0378424,0.0115124,0.018541,0,0,0.0422836,0,0.0354875,0.0378252,0.0427118,0.011763,0.00791398,0.00740054,0.0214178,0.0494608,0.0107671,0.0102653,0.0117896,0.00879155,0.0114787,0.00797745,0.0271387,0.0129433,0.0425139,0,0.0271457,0.0116845,0.0410156,0.0159024,0.0429799,0.0460847,0,0,0.032316,0,0.0473631,0.0173612,0.0471797,0.0277997,0.0326347,0.0155305,0.0224194,0.0564882,0.00836928,0.0158948,0.00503937,0.00990648,0.016524,0.0244244,0.0129146,0.018725,0.0160577,0.0332391,0,0,0.0076394,0.0422946,0,0,0,0,0,0
598,0.0450004,0,0,0,0,0.00976639,0,0,0,0,0,0,0.00735109,0.0377847,0.0114119,0.0186964,0,0,0.0424959,0,0.0354575,0.0379895,0.0428191,0.0115344,0.00796402,0.00742077,0.0218712,0.0493085,0.010661,0.0102346,0.0117776,0.00869589,0.0113712,0.0078526,0.0269905,0.012602,0.042652,0,0.0272323,0.0114617,0.0409697,0.0143855,0.0432322,0.0464521,0,0,0.0319617,0,0.0472753,0.0171123,0.047285,0.0260927,0.0327891,0.0153594,0.0229019,0.0560783,0.00799134,0.0152202,0.00433108,0.00997747,0.0159892,0.0255011,0.0120314,0.0179284,0.0153821,0.0327969,0,0,0.00839825,0.0425671,0,0,0,0,0,0
599,0.0443412,0,0,0,0,0.0115005,0,0,0,0,0,0,0.00739403,0.0378935,0.0113092,0.0187117,0,0,0.0416163,0,0.0354148,0.0374057,0.0428665,0.0113728,0.00777598,0.00758629,0.0220019,0.0485055,0.0106922,0.0103412,0.0118657,0.008663,0.0114039,0.00785972,0.0269361,0.0127664,0.042017,0,0.0268446,0.0112418,0.0409026,0.0127638,0.0434356,0.0444833,0,0,0.0299481,0,0.0467887,0.0166293,0.0473313,0.0243112,0.0332702,0.0152084,0.0232754,0.0549012,0.00755613,0.0146188,0.00395264,0.0100969,0.0153995,0.026551,0.0110512,0.017114,0.0148631,0.0327796,0.0327784,0,0.00755328,0.0413853,0,0,0,0,0,0
600,0.0445025,0,0,0,0,0.0116616,0,0,0,0,0,0,0.00739304,0.0378032,0.0111103,0.0189331,0,0,0.0416308,0,0.035477,0.0372955,0.0430073,0.0108322,0.00774955,0.00767278,0.0223488,0.048461,0.0106287,0.0103536,0.0118803,0.00849658,0.0113303,0.0078315,0.0268155,0.0128654,0.0421773,0,0.0267259,0.0110979,0.0408763,0.0112929,0.0436492,0.0444723,0,0,0.0295281,0,0.0466841,0.0165614,0.0472781,0.0224976,0.0335533,0.0151159,0.0236977,0.0548385,0.00714888,0.0140704,0.0039314,0.0102723,0.0145625,0.0275666,0.00998109,0.0163466,0.0145809,0.0326508,0.0327919,0,0.00790005,0.0414054,0,0,0,0,0,0
601,0.0443565,0,0,0,0,0.0114757,0,0,0,0,0,0,0.00745133,0.0377208,0.0109581,0.0191419,0,0,0.0419306,0,0.0354451,0.037361,0.043076,0.0105792,0.00766798,0.00786507,0.0226848,0.0486365,0.0106091,0.0104956,0.012011,0.00848909,0.0112942,0.00758369,0.0266015,0.013084,0.0424885,0,0.0266673,0.0109534,0.0408535,0.00995075,0.0439056,0.0447083,0,0,0.0293489,0,0.0466437,0.0165538,0.0473864,0.0205501,0.0337511,0.0150913,0.0241662,0.0548409,0.00676733,0.0135348,0.00429864,0.0105225,0.0137641,0.028491,0.00902025,0.0155212,0.0142612,0.0325591,0.0327562,0,0.00819592,0.0414093,0,0,0,0,0,0
602,0.0447574,0,0,0,0,0.0114582,0,0,0,0,0,0,0.00757832,0.0376577,0.0113116,0.0193737,0,0,0.0423761,0,0.0354101,0.0375512,0.0430662,0,0.00749108,0.00813916,0.0229457,0.0491245,0.0107088,0.0107389,0.0122498,0.00870424,0.0114799,0.0074053,0.0262988,0.0136069,0.0429367,0,0.0267127,0.0106724,0.040961,0.00877753,0.0441115,0.0455241,0,0,0.0294651,0,0.0466683,0.0166391,0.0474679,0.0186175,0.0338989,0.0151578,0.0245489,0.0554237,0.00642083,0.0129752,0.00497372,0.0109492,0.013096,0.0293106,0.00835398,0.0146168,0.0136745,0.0328906,0.0324264,0.0187765,0.0086237,0.0419655,0,0,0,0,0,0
