Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,LWRA
11,0.0139487,0,0,0,0,0.0282675,0,0,0,0,0,0,0.0336473,0.0291725,0.0316716,0.0145747,0,0,0.0262622,0,0.0274477,0.0300094,0.0379151,0.0295258,0.00373419,0.0152718,0.0225805,0.0306721,0.0205103,0.0210889,0.0192874,0.00801953,0.0123657,0.0119828,0.0158336,0.0361136,0.0206111,0.0349983,0.0184989,0.0390219,0.0151668,0.0131236,0.00792908,0,0,0.025056,0,0.0383002,0.021224,0.0391527,0.0116278,0.0140344,0.00694991,0.0186115,0.012937,0.0140822,0.0134782,0.0134237,0.0144325,0.00278286,0.0297369,0.00787516,0.00671818,0.0183831,0.0098784,0.0145053,0.0208798,0.0278746,0.010823,0,0,0,0
12,0.0139856,0,0,0,0,0.0281328,0,0,0,0,0,0,0.0329681,0.0291448,0.0312212,0.015005,0,0,0.0261548,0,0.0274013,0.0297587,0.0382647,0.0291689,0.00380734,0.014673,0.0230667,0.0304971,0.0202017,0.0207891,0.0187451,0.00804421,0.0123145,0.0119456,0.0157471,0.0356773,0.0203219,0.034997,0.0174434,0.0390424,0.0141831,0.0134553,0.00799532,0,0,0.0249736,0,0.038291,0.0211994,0.0387958,0.0105588,0.0142505,0.0067415,0.0190433,0.0128284,0.0140603,0.0133733,0.0126831,0.0140299,0.00278427,0.0294994,0.00788128,0.0064091,0.0174906,0.00977776,0.0141597,0.0210198,0.0275979,0.0108686,0,0,0,0
13,0.0140941,0,0,0,0,0.0278443,0,0,0,0,0,0,0.03252,0.0291498,0.0308578,0.0154615,0,0,0.0258776,0,0.0273998,0.0295679,0.0385502,0.0287906,0.0039134,0.0141566,0.0236806,0.0302586,0.019928,0.0205914,0.0182414,0.00796344,0.0123196,0.011913,0.0156521,0.0353273,0.0199943,0.034973,0.0163918,0.0390905,0.0130552,0.0138934,0.00810641,0,0,0.0248759,0,0.0382181,0.0211704,0.0384841,0.0093626,0.0143731,0.00697878,0.0197203,0.0123688,0.0137576,0.013287,0.0118184,0.0133321,0.00298189,0.0291867,0.00777959,0.00611816,0.0164001,0.00953699,0.014944,0.0211659,0.0270902,0.0110986,0,0,0,0
14,0.0140087,0,0,0,0,0.0278557,0,0,0,0,0,0,0.0321661,0.0291383,0.0305019,0.0158031,0,0,0.0258988,0,0.0273211,0.0296134,0.0387267,0.0284589,0.0039802,0.0136278,0.02417,0.0303364,0.0195702,0.0203208,0.0177261,0.00782452,0.0122616,0.0119664,0.0155884,0.0348469,0.0199578,0.0350758,0.0158944,0.0391277,0.0124258,0.0141359,0.00825153,0,0,0.0246713,0,0.0382171,0.0210989,0.0382868,0.00864761,0.0144434,0.0074843,0.0203292,0.01234,0.0133905,0.0133234,0.0112668,0.0127203,0.00327529,0.0290313,0.00774187,0.0060017,0.0159128,0.00950805,0.0153431,0.0212209,0.0270923,0.011082,0,0,0,0
15,0.0138784,0,0,0,0,0.0277952,0,0,0,0,0,0,0.0319087,0.0291302,0.0302367,0.0161224,0,0,0.0258457,0,0.0272549,0.0296412,0.038868,0.0283169,0.00402113,0.0132114,0.0245477,0.0303771,0.0192221,0.020089,0.0172959,0.00765221,0.012149,0.0120488,0.0155323,0.0344949,0.0200745,0.035157,0.0156035,0.0391408,0.0120186,0.0143553,0.00827137,0,0,0.0245565,0,0.0382213,0.0211039,0.038167,0.00814303,0.0145734,0.00797413,0.0208793,0.0122537,0.0129906,0.0133882,0.010789,0.0122124,0.00356841,0.0290428,0.00775911,0.0059559,0.0157619,0.00939848,0.0149134,0.0212809,0.0270358,0.0109538,0,0,0,0
16,0.0137782,0,0,0,0,0.0276945,0,0,0,0,0,0,0.0315873,0.029103,0.0299319,0.0166254,0,0,0.0257842,0,0.0271837,0.0296643,0.0391162,0.0284354,0.00409957,0.0127936,0.0249932,0.0304316,0.0188557,0.0198937,0.0168445,0.00751633,0.0120803,0.0121064,0.0154914,0.0342358,0.0200949,0.0352653,0.015173,0.0391571,0.0115271,0.0146929,0.00812872,0,0,0.0244311,0,0.0382171,0.0210737,0.0380693,0.00757678,0.0147005,0.00850541,0.0215783,0.0121157,0.0126575,0.0134359,0.0102517,0.0117298,0.00390232,0.0291109,0.00779724,0.0060074,0.0155726,0.00931273,0.0142566,0.0213151,0.0269123,0.0108536,0,0,0,0
17,0.0137065,0,0,0,0,0.0275309,0,0,0,0,0,0,0.031322,0.0290879,0.0296037,0.0170155,0,0,0.0257009,0,0.0271328,0.0296972,0.0394401,0.0287353,0.0041682,0.0123697,0.0256546,0.0305426,0.0185801,0.0196914,0.0164147,0.00745823,0.0120817,0.0120466,0.0154649,0.034031,0.0200157,0.0354265,0.0148052,0.0391679,0.0110175,0.0150913,0.00803761,0,0,0.0242002,0,0.0381679,0.0209288,0.038015,0.00709198,0.0146941,0.00918896,0.0223736,0.011966,0.0124118,0.0134375,0.00978284,0.0114024,0.00431748,0.029145,0.0078399,0.00611665,0.0153508,0.0092877,0.0146492,0.0213017,0.0267573,0.0109041,0,0,0,0
18,0.0136271,0,0,0,0,0.0273898,0,0,0,0,0,0,0.0313312,0.0291039,0.0294323,0.017375,0,0,0.0256162,0,0.0271105,0.0297105,0.0397722,0.0280163,0.00424314,0.0120219,0.0263589,0.0307935,0.0184717,0.0195595,0.0161407,0.00745819,0.0120952,0.0120187,0.0153845,0.0339138,0.0199081,0.0355822,0.0145094,0.0391743,0.0105454,0.0154899,0.00799844,0,0,0.0240044,0,0.0381134,0.0207374,0.0381313,0.00667236,0.0146737,0.0099749,0.0230491,0.0118294,0.0122466,0.0134706,0.00945772,0.011203,0.00484614,0.0292449,0.00789924,0.00629046,0.0150892,0.00922169,0.0149504,0.0212999,0.0265734,0.0108955,0,0,0,0
19,0.0135636,0,0,0,0,0.0273293,0,0,0,0,0,0,0.0314378,0.0291028,0.0292805,0.0177861,0,0,0.0255463,0,0.0270768,0.0297056,0.0400996,0.0275376,0.00431635,0.0118736,0.0269928,0.0310336,0.0183199,0.0193891,0.0159262,0.00740752,0.012068,0.0120241,0.0153386,0.0337751,0.0197809,0.0356676,0.014242,0.0391822,0.0101483,0.0159932,0.00794192,0,0,0.0237869,0,0.0380811,0.0205524,0.0384591,0.00638682,0.0146958,0.0107645,0.0236238,0.0117182,0.0121143,0.0136118,0.00923055,0.0110668,0.00534473,0.0294826,0.00800485,0.00653062,0.0148055,0.00919452,0.0150074,0.0212579,0.0264086,0.0109418,0,0,0,0
20,0.0135252,0,0,0,0,0.0273028,0,0,0,0,0,0,0.0314293,0.0290855,0.0290832,0.0182427,0,0,0.0254943,0,0.0270383,0.0296702,0.040367,0.0274962,0.00441538,0.0117049,0.027588,0.0312242,0.0181804,0.0192366,0.0157275,0.00736073,0.0120749,0.0120456,0.01533,0.0337987,0.0197569,0.0356624,0.0137495,0.0391728,0.00977645,0.016406,0.00786893,0,0,0.0235843,0,0.0380439,0.0204197,0.0387392,0.00620394,0.0147051,0.0113828,0.0241815,0.0116505,0.012004,0.0138198,0.00910279,0.0109982,0.0057167,0.0296168,0.00810764,0.00673267,0.0144499,0.00910717,0.0149727,0.0211806,0.0262513,0.0109802,0,0,0,0
21,0.0134435,0,0,0,0,0.0272772,0,0,0,0,0,0,0.0313486,0.0290376,0.0288945,0.0186478,0,0,0.0254968,0,0.0269876,0.029654,0.0405469,0.0275318,0.00449722,0.0115432,0.0280871,0.0312906,0.0181482,0.0191108,0.0155751,0.0073302,0.0120765,0.0120152,0.0153387,0.0338276,0.0197338,0.035637,0.0132574,0.0391668,0.00933557,0.0167713,0.00782478,0,0,0.0233953,0,0.0380051,0.0203521,0.038844,0.00595368,0.0147328,0.0119412,0.0245865,0.011607,0.011941,0.0138629,0.00907017,0.010944,0.00610373,0.0296384,0.00818238,0.00700035,0.0140932,0.00914531,0.0149815,0.0211393,0.0261551,0.0110594,0,0,0,0
22,0.0132432,0,0,0,0,0.0272738,0,0,0,0,0,0,0.0314155,0.0289915,0.0287992,0.0189007,0,0,0.0254735,0,0.0269488,0.0296048,0.040678,0.0275613,0.00458796,0.0114432,0.0284316,0.0312981,0.0182033,0.0190178,0.0155383,0.00728637,0.0121014,0.0119932,0.0153726,0.0339237,0.0197306,0.0355804,0.0129211,0.0391278,0.00902466,0.0169136,0.00767693,0,0,0.0232642,0,0.0379646,0.0202621,0.0388263,0.00583262,0.0147789,0.0123599,0.0248194,0.0117021,0.0119551,0.0139806,0.00910712,0.0109435,0.00658611,0.0297239,0.00825431,0.00729992,0.0138088,0.00904698,0.0143894,0.0211991,0.0261553,0.0110093,0,0,0,0
23,0.013075,0,0,0,0,0.0271668,0,0,0,0,0,0,0.0315086,0.0290171,0.0287722,0.0190898,0,0,0.0254497,0,0.0269681,0.0295055,0.0407999,0.02749,0.0046715,0.0113735,0.0287879,0.031302,0.0183147,0.0189549,0.015536,0.00724202,0.0121401,0.0120655,0.0154176,0.0340501,0.0199037,0.0355089,0.0125203,0.0390597,0.00870106,0.0170407,0.00752672,0,0,0.0231954,0,0.037934,0.0201804,0.0387502,0.00576498,0.0148066,0.0127805,0.0250132,0.0117117,0.0119857,0.0141522,0.00911106,0.0109785,0.00709174,0.0298216,0.00831604,0.00756971,0.0134583,0.00887784,0.0127649,0.021364,0.0260909,0.0109181,0,0,0,0
24,0.0129597,0,0,0,0,0.0271102,0,0,0,0,0,0,0.0315618,0.0290103,0.0287138,0.0193101,0,0,0.0254223,0,0.0269639,0.0293205,0.0408942,0.0274236,0.00473917,0.0113259,0.0291358,0.0313135,0.0184693,0.0189626,0.0155545,0.00717026,0.0121855,0.0121251,0.0154497,0.0341536,0.0199965,0.0354619,0.0121869,0.0390348,0.00839401,0.0173156,0.00735472,0,0,0.0229899,0,0.0378738,0.0201356,0.0386592,0.00570384,0.0148625,0.0132039,0.0251819,0.0117103,0.011933,0.0141402,0.00905418,0.0109621,0.00751005,0.0298656,0.00839157,0.00786678,0.0131964,0.00895749,0.0126485,0.0215484,0.0260569,0.0108549,0,0,0,0
25,0.0128562,0,0,0,0,0.0270764,0,0,0,0,0,0,0.0315945,0.0289806,0.0286519,0.0195537,0,0,0.0254192,0,0.0269411,0.0292507,0.0409861,0.0274914,0.0048028,0.0112611,0.0295113,0.0313515,0.0185807,0.0189741,0.0155585,0.0071354,0.0122205,0.012131,0.0154785,0.0342474,0.0199826,0.0354485,0.0119359,0.0390557,0.00818881,0.0175658,0.00736613,0,0,0.0227256,0,0.0377901,0.0200277,0.0385989,0.00577697,0.0148957,0.0136208,0.0254002,0.0117327,0.0118802,0.0141153,0.00885707,0.0109082,0.0079043,0.0299004,0.00848024,0.00817887,0.0128813,0.00887649,0.0139415,0.0217185,0.0260151,0.0108731,0,0,0,0
26,0.0128948,0,0,0,0,0.0267749,0,0,0,0,0,0,0.0317138,0.0289661,0.028671,0.0197371,0,0,0.0254296,0,0.0269485,0.0292428,0.0410693,0.0276455,0.00487701,0.0112083,0.029899,0.0311754,0.0186732,0.0189577,0.0155956,0.00714505,0.0122219,0.0121126,0.0154924,0.0343917,0.0199748,0.0354201,0.0117502,0.0391287,0.00812785,0.0177035,0.00715851,0,0,0.0226593,0,0.0376907,0.0199913,0.0385835,0.00595687,0.0149151,0.0139946,0.025625,0.0115171,0.0118648,0.0141141,0.00856129,0.0108695,0.00820352,0.0299685,0.0085424,0.00846248,0.0126564,0.00868446,0.0153343,0.0218462,0.0256335,0.0110652,0,0,0,0
27,0.0127154,0,0,0,0,0.0268818,0,0,0,0,0,0,0.0316723,0.0289282,0.0287657,0.0198967,0,0,0.0254774,0,0.026912,0.0291888,0.041127,0.0273018,0.00494465,0.0110324,0.0303341,0.0312261,0.0186769,0.0188245,0.0155038,0.00713219,0.0121797,0.0121102,0.0155023,0.0344989,0.0200463,0.0353721,0.011655,0.039153,0.00787889,0.0178398,0.0072327,0,0,0.0224436,0,0.0377124,0.0198655,0.0386054,0.00578911,0.0149023,0.0144048,0.0259759,0.0118776,0.011872,0.0142684,0.00844218,0.0109281,0.00833712,0.0299607,0.00848137,0.0084389,0.0125218,0.00851248,0.0152928,0.0218853,0.0257564,0.011028,0,0,0,0
28,0.0125783,0,0,0,0,0.0270062,0,0,0,0,0,0,0.031777,0.0288467,0.0288824,0.0200586,0,0,0.0256207,0,0.0268514,0.0291892,0.0411897,0.0270625,0.00500838,0.0108846,0.0307384,0.0312786,0.018648,0.0186731,0.0154006,0.00705968,0.0120775,0.0120549,0.0155212,0.0346128,0.0199807,0.0353213,0.0116236,0.0391485,0.00762717,0.0179831,0.00731794,0,0,0.0223206,0,0.0377371,0.0198442,0.0386019,0.00563945,0.014909,0.0146662,0.0264158,0.0121339,0.0118212,0.0142314,0.00829968,0.0109545,0.00848189,0.0297781,0.00844963,0.00846874,0.0125578,0.00854477,0.0140815,0.0219117,0.0258169,0.0110389,0,0,0,0
29,0.0124101,0,0,0,0,0.027103,0,0,0,0,0,0,0.0321278,0.0288022,0.0288901,0.0200997,0,0,0.0258565,0,0.026836,0.0292804,0.0412624,0.0270209,0.00507368,0.0107422,0.0312202,0.0312742,0.0186105,0.0185269,0.015318,0.00699692,0.0120037,0.012006,0.0155645,0.03474,0.0200081,0.0352763,0.0115365,0.0391371,0.00745714,0.0181578,0.00716286,0,0,0.0222149,0,0.0377379,0.0197716,0.0385734,0.00559397,0.0148079,0.0146961,0.0269398,0.0123265,0.011795,0.0141474,0.00801768,0.0109725,0.0085773,0.0294948,0.00842559,0.00857536,0.0125807,0.00863603,0.0133548,0.0219132,0.0258885,0.0109237,0,0,0,0
30,0.0122945,0,0,0,0,0.0271447,0,0,0,0,0,0,0.0324429,0.0287918,0.0286214,0.020172,0,0,0.026168,0,0.0268569,0.0294148,0.0413858,0.02704,0.0051843,0.0106274,0.0317177,0.0312143,0.0186061,0.018442,0.0152792,0.00699852,0.0120211,0.0119591,0.0155883,0.0349614,0.0202264,0.0351904,0.0116161,0.0391189,0.00742068,0.0183684,0.00708809,0,0,0.0220435,0,0.0377213,0.0196682,0.0385254,0.00566848,0.0147276,0.0146534,0.0274257,0.0124894,0.0118324,0.0140958,0.00801209,0.0110361,0.00868493,0.0293952,0.00842637,0.00876425,0.0125586,0.00871867,0.0133462,0.0218622,0.0259536,0.0108315,0,0,0,0
31,0.0122277,0,0,0,0,0.0272096,0,0,0,0,0,0,0.03267,0.0288205,0.0283671,0.0203386,0,0,0.0265055,0,0.0269174,0.0295824,0.0415025,0.0270068,0.00530987,0.0106441,0.0321325,0.0310535,0.0186181,0.0183617,0.0152327,0.0070497,0.012088,0.0119593,0.0155957,0.0352095,0.0203712,0.0351157,0.0117347,0.0390889,0.00746947,0.0185349,0.00718858,0,0,0.0218753,0,0.0377055,0.0196013,0.0384406,0.005794,0.0146538,0.0146555,0.0279052,0.0126035,0.0118635,0.0140457,0.00801396,0.0111607,0.00879027,0.0293649,0.00841946,0.00898806,0.0125514,0.00887745,0.0129622,0.0218507,0.0260003,0.010733,0,0,0,0
32,0.0121586,0,0,0,0,0.0273085,0,0,0,0,0,0,0.032857,0.0288214,0.0283208,0.0205256,0,0,0.026829,0,0.0269437,0.0296173,0.0415703,0.0268955,0.0054208,0.0107811,0.0324777,0.0308874,0.0186053,0.0182993,0.0151548,0.0070413,0.012126,0.011953,0.0156065,0.0353764,0.0205376,0.035051,0.0119481,0.0391085,0.00743708,0.0186381,0.00727297,0,0,0.0217391,0,0.0376888,0.0195329,0.0383449,0.00557282,0.0145314,0.0146763,0.0283589,0.0127679,0.0119598,0.0140659,0.00805025,0.0111973,0.00874059,0.0292749,0.00835799,0.00891029,0.0128483,0.00895798,0.0133974,0.0218031,0.0260769,0.0106769,0,0,0,0
33,0.0121196,0,0,0,0,0.0271707,0,0,0,0,0,0,0.0331381,0.0287925,0.0284671,0.0207384,0,0,0.0270844,0,0.0269296,0.0297093,0.0416261,0.0267164,0.00544188,0.0108023,0.0328221,0.0306862,0.0186226,0.0183032,0.0151241,0.00699754,0.0122293,0.0119397,0.0156494,0.0356024,0.0207488,0.0349002,0.0122044,0.0391749,0.00751024,0.0187196,0.00764419,0,0,0.0216247,0,0.03767,0.0193762,0.0382343,0.00548474,0.014343,0.0146782,0.0287253,0.012693,0.0120317,0.014053,0.00796282,0.011204,0.00871302,0.0291926,0.00837042,0.00894592,0.0131743,0.00898992,0.0150022,0.0216898,0.0259939,0.0105938,0,0,0,0
34,0.0119683,0,0,0,0,0.0269198,0,0,0,0,0,0,0.0331896,0.0287581,0.0285437,0.0207426,0,0,0.0272993,0,0.0269105,0.0298368,0.0416136,0.0266936,0.00544047,0.0107581,0.0329024,0.0303723,0.0185889,0.0182923,0.0151185,0.00697425,0.0122955,0.0119364,0.0157097,0.0358005,0.0210095,0.0348196,0.0126486,0.0392412,0.00783756,0.0186758,0.00744739,0,0,0.021468,0,0.0376734,0.019166,0.0381575,0.00562151,0.0142242,0.014539,0.0288993,0.0125338,0.0119495,0.0139355,0.00770825,0.0111452,0.00864982,0.0293891,0.00842256,0.00906789,0.0134348,0.00900827,0.015736,0.021616,0.0258275,0.0104434,0,0,0,0
35,0.0117207,0,0,0,0,0.0266672,0,0,0,0,0,0,0.0332988,0.0287515,0.0284926,0.0206745,0,0,0.0275186,0,0.026925,0.0299692,0.0415763,0.0269737,0.00539151,0.0107189,0.0328817,0.0299733,0.0185662,0.01829,0.0151192,0.00692924,0.0123349,0.0119653,0.0157852,0.0360085,0.021337,0.034759,0.0129848,0.0392652,0.00832702,0.0186219,0.00661121,0,0,0.0212507,0,0.0376697,0.018943,0.0380872,0.00598109,0.0141257,0.0143858,0.0289531,0.0124599,0.0118495,0.0138845,0.00746844,0.0111492,0.00865469,0.0296817,0.0085188,0.0093479,0.0135796,0.00887222,0.0152069,0.0216516,0.0256761,0.0102122,0,0,0,0
