Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x78,,x80,x79
109,0.0171112,0,0,0,0,0.0276313,0,0,0,0,0,0,0.0270431,0.0424962,0.0260353,0.0132354,0,0,0.0148694,0,0.0349626,0.00875777,0.0441414,0.0264722,0.00955658,0.00654888,0.0120899,0.0455249,0.0152836,0.0123712,0.0120151,0.00602029,0.00992089,0.0117472,0.0167533,0.0293422,0.0287282,0.0338505,0.0227172,0.00933153,0.0334103,0.0143422,0.0130991,0.0142641,0,0,0.0118767,0,0.0358687,0.00703605,0.0376561,0.0172107,0.0166487,0.0221344,0.0096327,0.0180409,0.0102692,0.014529,0.0104375,0.01259,0.0155309,0.0297339,0.0121046,0.0155649,0.00378584,0.0135589,0.00824478,0.0064062,0.0269422,0.0132973,0,0,0,0,0,0,0,0
110,0.0169284,0,0,0,0,0.0279883,0,0,0,0,0,0,0.0271668,0.0431348,0.0260859,0.013218,0,0,0.015306,0,0.035388,0.00911,0.0441284,0.0266287,0.00914535,0.00661696,0.0135134,0.0463245,0.0153673,0.0124967,0.0121816,0.00606499,0.00998499,0.0117532,0.0168635,0.0294448,0.0294009,0.033298,0.0236509,0.00960197,0.0335442,0.0146236,0.0127346,0.0142645,0,0,0.0133534,0,0.0359695,0.00776362,0.0374817,0.0175213,0.0167982,0.021914,0.0108184,0.0180206,0.0102901,0.014558,0.0105001,0.0125267,0.0157753,0.0300715,0.0122738,0.0158051,0.00381332,0.0144431,0.00770705,0.00573068,0.0278763,0.0131848,0,0,0,0,0,0,0,0
111,0.0170086,0,0,0,0,0.0281232,0,0,0,0,0,0,0.0271082,0.0435711,0.0260367,0.0130652,0,0,0.015334,0,0.035825,0.00949657,0.0441393,0.0266572,0.00922349,0.00665174,0.0131611,0.0466187,0.0154075,0.0125175,0.0121711,0.00603044,0.00985714,0.0117148,0.0167509,0.0293235,0.0294533,0.0327816,0.0244172,0.00952665,0.0336496,0.0146337,0.0127897,0.014497,0,0,0.0137706,0,0.0360604,0.00788213,0.037498,0.0175095,0.0168119,0.0219028,0.0104655,0.0182249,0.010362,0.0145396,0.0104614,0.012643,0.0157229,0.0298796,0.0122726,0.0157466,0.00382384,0.0146477,0.00699429,0.00506723,0.0279455,0.013279,0,0,0,0,0,0,0,0
112,0.0171445,0,0,0,0,0.0282022,0,0,0,0,0,0,0.02693,0.0439305,0.025902,0.0130031,0,0,0.0153627,0,0.0359856,0.00966852,0.0442116,0.0266496,0.00938094,0.00656158,0.0127777,0.046723,0.015281,0.0123843,0.0120219,0.00594347,0.00967382,0.011639,0.0166651,0.0290968,0.0295523,0.0326918,0.0248441,0.00947507,0.0337642,0.0145191,0.0128841,0.014682,0,0,0.0140958,0,0.0361352,0.00801292,0.0375194,0.0173468,0.0168819,0.0220185,0.010077,0.0183069,0.0103958,0.0145092,0.0104597,0.0127029,0.0156167,0.0297141,0.0122073,0.0156415,0.00387011,0.0147565,0.00640315,0.00453359,0.0279058,0.0133771,0,0,0,0,0,0,0,0
113,0.0173375,0,0,0,0,0.0281521,0,0,0,0,0,0,0.0266918,0.0440768,0.0257305,0.0131053,0,0,0.0153367,0,0.0358413,0.00958707,0.0443504,0.0265745,0.00962796,0.00647381,0.0125275,0.0466642,0.015085,0.0121543,0.0118081,0.00583972,0.0094938,0.0115866,0.0165259,0.0288473,0.0295309,0.0328983,0.0249647,0.00944771,0.0339095,0.0143979,0.0129995,0.0148004,0,0,0.0143355,0,0.036229,0.00812141,0.0375178,0.0171471,0.0170545,0.0222352,0.00978206,0.018209,0.010423,0.0145085,0.0104901,0.0127225,0.0155039,0.0296166,0.0120814,0.0155018,0.00381083,0.0148428,0.00598013,0.00403043,0.0277599,0.0134963,0,0,0,0,0,0,0,0
114,0.017273,0,0,0,0,0.0282574,0,0,0,0,0,0,0.0267211,0.0441573,0.0257444,0.0134452,0,0,0.0155702,0,0.0356105,0.00926927,0.0443868,0.0266711,0.00932917,0.00644606,0.0140488,0.0468446,0.0151136,0.0120827,0.0118436,0.00579926,0.00950331,0.0115105,0.0166074,0.0288714,0.0297007,0.0331565,0.0248406,0.00965933,0.0341082,0.014513,0.0127488,0.014598,0,0,0.015287,0,0.0363306,0.00871671,0.0372978,0.0172646,0.0172047,0.0221362,0.0112167,0.0177615,0.01039,0.0145267,0.0105627,0.0125449,0.0156709,0.0300836,0.0121655,0.0156203,0.00387728,0.0153999,0.0059088,0.00365433,0.0283346,0.013503,0,0,0,0,0,0,0,0
115,0.0172872,0,0,0,0,0.0280299,0,0,0,0,0,0,0.0267645,0.044146,0.0257307,0.0131508,0,0,0.015434,0,0.0355012,0.00912054,0.0443368,0.0267619,0.00925679,0.00653276,0.0135392,0.0465816,0.0151856,0.0120096,0.0118965,0.00573837,0.00941575,0.0114297,0.0165132,0.028797,0.0293552,0.0332228,0.0245916,0.00940913,0.0344847,0.0142898,0.012766,0.0146029,0,0,0.0152981,0,0.0366071,0.0088503,0.0373188,0.0169906,0.0171174,0.0220123,0.0106238,0.017639,0.0103987,0.0144506,0.0104604,0.0125674,0.015522,0.0300102,0.0120383,0.0154319,0.00383844,0.0153343,0.0060065,0.00325189,0.0279538,0.0135515,0,0,0,0,0,0,0,0
116,0.0172411,0,0,0,0,0.027774,0,0,0,0,0,0,0.0266842,0.0442624,0.025602,0.0129854,0,0,0.0153457,0,0.0354773,0.00898057,0.0443428,0.0267656,0.00937332,0.00644969,0.0130873,0.0462858,0.0151783,0.0118896,0.0118028,0.00572394,0.00932154,0.0113745,0.0164583,0.0286137,0.0289946,0.0333455,0.0240429,0.00912638,0.0352029,0.01387,0.0129055,0.0145908,0,0,0.0156584,0,0.0372399,0.00930343,0.0373538,0.0164949,0.0171059,0.0219563,0.0101268,0.01747,0.0104211,0.0143741,0.0103389,0.0126416,0.0153224,0.029907,0.0117605,0.0151641,0.00385472,0.0153552,0.00674677,0.00290278,0.0276047,0.0135544,0,0,0,0,0,0,0,0
117,0.0171087,0,0,0,0,0.0275544,0,0,0,0,0,0,0.0263612,0.0447378,0.0254025,0.0129165,0,0,0.0153227,0,0.0355172,0.0088715,0.0444076,0.0267365,0.00956257,0.00638611,0.0127188,0.0459447,0.0149975,0.0116968,0.0116169,0.00576975,0.00925263,0.0114108,0.016332,0.0283354,0.0286229,0.0337014,0.0233093,0.00914157,0.0362965,0.0137239,0.0129987,0.0145815,0,0,0.0165337,0,0.0383189,0.0103431,0.0374203,0.0163123,0.0171943,0.0220501,0.00976185,0.0172886,0.0105001,0.0143962,0.0103151,0.0128276,0.0152201,0.0297238,0.0116392,0.0149952,0.00388394,0.0156493,0.00852448,0.00264767,0.0273283,0.0135453,0,0,0,0,0,0,0,0
118,0.016732,0,0,0,0,0.0275771,0,0,0,0,0,0,0.0263282,0.0453211,0.0253806,0.0131353,0,0,0.0155418,0,0.0355127,0.00875455,0.0443338,0.0268345,0.00923301,0.00635303,0.014121,0.0459253,0.0150016,0.0119526,0.011676,0.00581653,0.00937126,0.0114586,0.0164348,0.0283703,0.0286665,0.0343749,0.0226383,0.00962724,0.0374555,0.014195,0.0127535,0.0143213,0,0,0.0184381,0,0.0394874,0.0122288,0.0372225,0.0167903,0.017247,0.0219751,0.0112053,0.0168826,0.0105714,0.0144669,0.0104753,0.0127198,0.0155347,0.030084,0.0119551,0.015267,0.00407024,0.0164624,0.0108018,0.00267944,0.0278151,0.0133478,0,0,0,0,0,0,0,0
119,0.0164326,0,0,0,0,0.0272456,0,0,0,0,0,0,0.0264184,0.0457519,0.0254431,0.0130303,0,0,0.015204,0,0.0354952,0.00893232,0.0442288,0.0269497,0.00908808,0.0064873,0.0136049,0.045531,0.0150779,0.0122174,0.0118167,0.00578357,0.00936343,0.011532,0.0164071,0.0285023,0.0283371,0.0347941,0.0224057,0.00977708,0.0387086,0.014335,0.0127272,0.0142283,0,0,0.0195166,0,0.0407246,0.0136435,0.03721,0.0168538,0.0171107,0.0219002,0.0106493,0.0166787,0.010633,0.0144151,0.0105217,0.0126853,0.0154588,0.0299473,0.0119924,0.0151293,0.00411687,0.016688,0.01248,0.003087,0.027308,0.0131343,0,0,0,0,0,0,0,0
120,0.0161617,0,0,0,0,0.0269997,0,0,0,0,0,0,0.0263706,0.0460868,0.0254109,0.0129198,0,0,0.0148135,0,0.0353866,0.00925965,0.0441401,0.0270237,0.00902438,0.00648342,0.013107,0.0452134,0.0150473,0.0122122,0.0117919,0.00574346,0.00931827,0.0115233,0.0164011,0.0285057,0.0280724,0.034889,0.0222199,0.00974829,0.0400053,0.014265,0.0127977,0.0142072,0,0,0.0206922,0,0.0419411,0.0150429,0.0372529,0.0167237,0.0170444,0.0218865,0.0101199,0.0165868,0.010711,0.0143989,0.0105379,0.0127448,0.0153383,0.029819,0.0118939,0.0149403,0.00418273,0.0172794,0.0131277,0.00394288,0.0268852,0.0129432,0,0,0,0,0,0,0,0
121,0.0159799,0,0,0,0,0.026856,0,0,0,0,0,0,0.0262348,0.0465606,0.0253208,0.0128196,0,0,0.0144209,0,0.0354089,0.00953557,0.0439952,0.0270742,0.00905943,0.00645169,0.0127019,0.0450215,0.0149701,0.01216,0.0117185,0.00574041,0.00928473,0.011482,0.0163616,0.0282748,0.0279865,0.0348473,0.0218073,0.00979036,0.0410653,0.0141873,0.0128833,0.0142045,0,0,0.021702,0,0.0429225,0.0160283,0.0373563,0.0166161,0.0170049,0.0219943,0.00968342,0.0165724,0.0107367,0.0146237,0.0104625,0.0128343,0.0152629,0.0296986,0.0117566,0.0148887,0.00418177,0.0178768,0.0131198,0.00479989,0.026585,0.0128201,0,0,0,0,0,0,0,0
122,0.015694,0,0,0,0,0.0268079,0,0,0,0,0,0,0.0262452,0.0472386,0.0252812,0.0131029,0,0,0.0143296,0,0.0356091,0.00953844,0.0437842,0.0270991,0.00862048,0.00634698,0.0138022,0.0450667,0.0150791,0.0122901,0.0117365,0.00583098,0.00943437,0.0114657,0.0165426,0.0282594,0.0282633,0.0350212,0.0212581,0.0100431,0.0415743,0.014218,0.0127229,0.0138659,0,0,0.0228606,0,0.0433887,0.0169262,0.0372228,0.0166635,0.017105,0.0220322,0.0107337,0.016406,0.0106678,0.0146176,0.0105079,0.012657,0.0153997,0.0300273,0.0117676,0.014983,0.00448576,0.0186846,0.0134065,0.00543887,0.0269104,0.012617,0,0,0,0,0,0,0,0
123,0.0154158,0,0,0,0,0.0267357,0,0,0,0,0,0,0.0261814,0.0478972,0.0252357,0.0129321,0,0,0.0140823,0,0.0356995,0.00936037,0.0436605,0.0272751,0.00853205,0.0064141,0.0135636,0.0449384,0.0151525,0.0123358,0.01184,0.00578346,0.0093804,0.0114047,0.0165551,0.0282801,0.0282711,0.0352904,0.0208208,0.00988498,0.0416224,0.0139217,0.0127369,0.0138135,0,0,0.0230897,0,0.0433128,0.0172389,0.0372285,0.0163128,0.0171269,0.021914,0.0104733,0.0169359,0.0106339,0.0144495,0.0104044,0.0125862,0.015218,0.0300673,0.0115755,0.0147467,0.0045091,0.0193029,0.0139632,0.0056024,0.0268959,0.012431,0,0,0,0,0,0,0,0
124,0.0151829,0,0,0,0,0.0265212,0,0,0,0,0,0,0.0260932,0.0484611,0.0251969,0.0127694,0,0,0.0138645,0,0.0356417,0.00912167,0.0435989,0.0273913,0.0085005,0.00642964,0.0132092,0.0448386,0.0151548,0.0122938,0.0118209,0.00572023,0.00928429,0.0113419,0.0165206,0.0282812,0.0281182,0.0356114,0.0204312,0.00979798,0.0414465,0.013814,0.0127837,0.0136537,0,0,0.0229866,0,0.0430573,0.0174692,0.0372611,0.0161506,0.017129,0.0219035,0.0101158,0.0172986,0.010681,0.0144,0.0103723,0.0126521,0.0151421,0.0299773,0.0115329,0.0146285,0.00459957,0.0197853,0.0146225,0.00583584,0.0267194,0.0122694,0,0,0,0,0,0,0,0
125,0.0150649,0,0,0,0,0.0261753,0,0,0,0,0,0,0.0259396,0.0489142,0.0250779,0.0126946,0,0,0.0136315,0,0.0355782,0.00900986,0.0436465,0.0274237,0.00860096,0.00637799,0.0127913,0.0446831,0.0150662,0.0121842,0.0116548,0.00574297,0.00920908,0.0113268,0.0164245,0.0280362,0.0278511,0.0358966,0.0200949,0.00986805,0.0413437,0.0139284,0.0128651,0.0133619,0,0,0.0225888,0,0.0430654,0.0173021,0.0372836,0.0161955,0.0171368,0.022065,0.00971548,0.0172387,0.0107451,0.0144924,0.0104117,0.0127774,0.0151249,0.0297494,0.011614,0.0146117,0.00470892,0.0199687,0.015007,0.00611005,0.026347,0.012233,0,0,0,0,0,0,0,0
126,0.0149393,0,0,0,0,0.0258129,0,0,0,0,0,0,0.02582,0.0493217,0.0249426,0.0131052,0,0,0.0135883,0,0.0355763,0.00916761,0.0436666,0.027311,0.00825143,0.00619912,0.0137587,0.0447391,0.01503,0.012215,0.0115171,0.00590432,0.00937124,0.0113597,0.0165513,0.0279261,0.0278444,0.0363263,0.0198033,0.0101147,0.0412801,0.0141439,0.0126911,0.0126456,0,0,0.0223917,0,0.0432991,0.01722,0.0371736,0.0163962,0.0172071,0.0221774,0.0106898,0.0163726,0.0108022,0.0145978,0.0104858,0.0127072,0.0153788,0.0299263,0.0117549,0.0148249,0.00511424,0.019883,0.015304,0.00632661,0.0263093,0.0122614,0,0,0,0,0,0,0,0
127,0.0147599,0,0,0,0,0.0255054,0,0,0,0,0,0,0.0256971,0.0496671,0.0248832,0.0129138,0,0,0.0134698,0,0.0355567,0.00962588,0.0437438,0.027394,0.00822605,0.00623787,0.0135379,0.0445598,0.0149883,0.0122943,0.0115733,0.00590964,0.00935793,0.0113512,0.0165435,0.0278845,0.0279079,0.0366656,0.0196086,0.0100759,0.0413878,0.0141492,0.0126042,0.0124519,0,0,0.022186,0,0.043518,0.0172019,0.0372138,0.0163096,0.0172411,0.0220972,0.0104828,0.0161111,0.0107954,0.0145483,0.0104513,0.0126642,0.0153523,0.0298855,0.0117086,0.0148068,0.00522677,0.0192069,0.015555,0.00640089,0.0260193,0.012216,0,0,0,0,0,0,0,0
128,0.014654,0,0,0,0,0.0252083,0,0,0,0,0,0,0.0256394,0.0498847,0.0247639,0.0127983,0,0,0.0132078,0,0.0355324,0.0101824,0.0438459,0.0274383,0.00828547,0.00623008,0.0132311,0.0443736,0.0148914,0.0122176,0.0115133,0.005863,0.00931853,0.0113977,0.0164946,0.0276801,0.0279402,0.0370673,0.0193841,0.0100143,0.0415281,0.0140739,0.0126484,0.0122268,0,0,0.0219228,0,0.0437805,0.0171164,0.0372609,0.0161575,0.01725,0.0220929,0.0101691,0.0156561,0.0108034,0.0145158,0.0104373,0.0126773,0.015271,0.0297696,0.0116292,0.014708,0.00528137,0.0183412,0.0160494,0.00655706,0.0256583,0.0122117,0,0,0,0,0,0,0,0
129,0.0146215,0,0,0,0,0.0249556,0,0,0,0,0,0,0.0253957,0.0499946,0.0245482,0.0128261,0,0,0.0129441,0,0.0353559,0.0106086,0.0438774,0.0275337,0.00846929,0.00612061,0.0128772,0.0442027,0.0146138,0.0120077,0.0112399,0.0058858,0.00932806,0.0114306,0.0164147,0.0274227,0.0279436,0.0375852,0.0190807,0.0099635,0.0415836,0.0139793,0.0127438,0.0120748,0,0,0.021693,0,0.0438994,0.0170775,0.0372645,0.0160203,0.0172761,0.0221575,0.00983161,0.0151951,0.010828,0.0145253,0.0104394,0.0127493,0.0151486,0.0295897,0.0115253,0.0146029,0.00530336,0.0175094,0.0166698,0.00687643,0.0253736,0.0123114,0,0,0,0,0,0,0,0
130,0.0146417,0,0,0,0,0.0247306,0,0,0,0,0,0,0.0250859,0.0501275,0.0243607,0.0133389,0,0,0.0128011,0,0.0351545,0.0107681,0.0438594,0.0276431,0.00821324,0.00586963,0.01388,0.0442399,0.0145004,0.0118186,0.0109794,0.00600012,0.00951147,0.0114729,0.0165432,0.0271423,0.0280198,0.0383929,0.0185743,0.0101492,0.0415623,0.0140579,0.0126645,0.011567,0,0,0.0215578,0,0.0439931,0.0172274,0.0371756,0.0161281,0.0173403,0.0221762,0.010811,0.014116,0.010824,0.0145696,0.0105222,0.0126774,0.0152387,0.0297723,0.0115764,0.0147218,0.00560131,0.0170363,0.0175926,0.00745397,0.0254833,0.0124182,0,0,0,0,0,0,0,0
131,0.0144951,0,0,0,0,0.0246651,0,0,0,0,0,0,0.0248854,0.0503205,0.0243004,0.0132473,0,0,0.0126883,0,0.0349108,0.0108389,0.0439696,0.0274561,0.00819599,0.00585793,0.013721,0.0442247,0.0144526,0.0117457,0.0109743,0.00599447,0.00950488,0.0114645,0.0165148,0.0270046,0.0280447,0.0391934,0.0178927,0.0101794,0.0415812,0.0140461,0.0126649,0.0115971,0,0,0.0212629,0,0.0440318,0.0173058,0.037237,0.0160581,0.0173345,0.0220871,0.0106873,0.0139714,0.0107936,0.0145444,0.0104499,0.0126348,0.0151366,0.0297374,0.011547,0.0146523,0.00568715,0.0168062,0.0183911,0.00797799,0.0254523,0.0123492,0,0,0,0,0,0,0,0
132,0.0143892,0,0,0,0,0.0246032,0,0,0,0,0,0,0.0245094,0.0506294,0.024142,0.0131651,0,0,0.0123945,0,0.034779,0.0106932,0.0440453,0.0272522,0.00825324,0.00579584,0.0134589,0.0442412,0.0143134,0.011672,0.010836,0.00597931,0.009467,0.0114364,0.0164396,0.0268222,0.0280186,0.0400443,0.017066,0.010176,0.0416221,0.0139775,0.0127579,0.011661,0,0,0.0211007,0,0.0441238,0.0174098,0.0372847,0.0159865,0.0172869,0.0220874,0.0104556,0.013827,0.010789,0.0145311,0.0104106,0.0126247,0.0150501,0.02968,0.0114765,0.0145593,0.00572845,0.0166845,0.0191809,0.00850715,0.0253849,0.0123158,0,0,0,0,0,0,0,0
133,0.0143424,0,0,0,0,0.024549,0,0,0,0,0,0,0.0240537,0.0510317,0.023878,0.0130698,0,0,0.0119923,0,0.034696,0.0103967,0.0440496,0.0270578,0.00840807,0.00562724,0.013101,0.0442553,0.014108,0.0114463,0.0105494,0.00605102,0.00946121,0.0114519,0.0163453,0.0264239,0.0278892,0.0408813,0.0164793,0.0101477,0.0416442,0.0138765,0.012873,0.0117472,0,0,0.0210174,0,0.0442121,0.0174162,0.0372899,0.0158737,0.0172347,0.0221313,0.0101278,0.0137497,0.0108,0.0145387,0.0104149,0.0126555,0.0149968,0.0295509,0.0113646,0.0144461,0.00574552,0.0166779,0.0197987,0.00883093,0.025292,0.0123846,0,0,0,0,0,0,0,0
134,0.0153758,0,0,0,0,0.0237635,0,0,0,0,0,0,0.0236575,0.0514024,0.0234878,0.0133825,0,0,0.0116971,0,0.0346461,0.00997368,0.0440083,0.0266998,0.00834088,0.00535854,0.0140158,0.0444164,0.0138792,0.0111536,0.0102042,0.0062715,0.00966046,0.0115497,0.0164373,0.0260375,0.0277842,0.0416532,0.0161237,0.0102767,0.0417252,0.0139295,0.0126138,0.0112385,0,0,0.0204949,0,0.0444235,0.0170098,0.0371649,0.0159771,0.0172529,0.0221117,0.0111248,0.0118903,0.0107618,0.0146001,0.0105109,0.0125806,0.0151886,0.0297172,0.0113918,0.0145529,0.00592682,0.0159021,0.0201982,0.00853363,0.0245672,0.0132437,0,0,0,0,0,0,0,0
135,0.0153374,0,0,0,0,0.0239342,0,0,0,0,0,0,0.0233029,0.0517528,0.0232216,0.013316,0,0,0.0117056,0,0.0344285,0.00987062,0.0438668,0.026615,0.00822391,0.0053597,0.0137561,0.0445688,0.0138191,0.011187,0.0101213,0.00643001,0.00979488,0.011662,0.0165003,0.0255947,0.0277458,0.0420975,0.0158976,0.0102936,0.0417115,0.0138948,0.0121407,0.0114372,0,0,0.0198735,0,0.0446344,0.0165456,0.0371886,0.0158972,0.0171721,0.0219594,0.0108814,0.0125717,0.0107126,0.0146247,0.0104945,0.0125165,0.0150455,0.029695,0.0113277,0.014492,0.0060136,0.0158363,0.0201217,0.00821622,0.0245679,0.0131568,0,0,0,0,0,0,0,0
136,0.0152877,0,0,0,0,0.0243067,0,0,0,0,0,0,0.0229396,0.0519619,0.0228715,0.0132223,0,0,0.0116588,0,0.034314,0.009874,0.0437963,0.0265987,0.00822834,0.00520213,0.0133818,0.0448108,0.0136119,0.0112251,0.0098941,0.00656828,0.00985678,0.0117634,0.0165482,0.0251156,0.0276521,0.0423256,0.0158774,0.0102671,0.0417195,0.0137641,0.012342,0.0116572,0,0,0.019397,0,0.0448324,0.0161376,0.0372435,0.0158064,0.0170832,0.0218958,0.010483,0.013566,0.0107102,0.0146456,0.0104407,0.0124724,0.0148712,0.0297022,0.0111777,0.0143789,0.00600947,0.0160685,0.0197946,0.00776353,0.0247897,0.0130343,0,0,0,0,0,0,0,0
137,0.0152546,0,0,0,0,0.0249118,0,0,0,0,0,0,0.0222506,0.052001,0.0223638,0.0131311,0,0,0.0115954,0,0.03429,0.00994774,0.0437681,0.0265006,0.00835451,0.00484453,0.0128748,0.0450726,0.0133374,0.0108838,0.00945494,0.00667393,0.00989134,0.0118054,0.0165916,0.0246287,0.0274882,0.0423349,0.0160842,0.0102,0.0417248,0.0135747,0.0124744,0.0119539,0,0,0.0190291,0,0.0450004,0.0156567,0.0373027,0.0156309,0.0170415,0.021914,0.0100157,0.0148233,0.0106453,0.0147096,0.0104288,0.0124193,0.0146915,0.0297264,0.0109565,0.0141977,0.0059005,0.0165132,0.019353,0.00727936,0.0252604,0.0129065,0,0,0,0,0,0,0,0
138,0.0191415,0,0,0,0,0.0228181,0,0,0,0,0,0,0.0216456,0.0519869,0.0219596,0.0134333,0,0,0.0117781,0,0.0343476,0.0100853,0.0437635,0.0260174,0.00830244,0.00442907,0.0142398,0.0449783,0.0130552,0.0104064,0.00898516,0.00682144,0.0100271,0.0118277,0.0167895,0.0243227,0.0274374,0.042268,0.0164256,0.0101827,0.041978,0.0136115,0.0120869,0.0131734,0,0,0.0168831,0,0.0456802,0.0141972,0.0371741,0.0156263,0.017262,0.0218042,0.0114525,0.0129844,0.0106015,0.0148294,0.0105535,0.0123325,0.0148829,0.0300259,0.0110561,0.0143957,0.00595928,0.0142152,0.0191778,0.00570613,0.0227289,0.0160369,0,0,0,0,0,0,0,0
139,0.0184046,0,0,0,0,0.02396,0,0,0,0,0,0,0.0215053,0.0520133,0.0218165,0.0132908,0,0,0.0124518,0,0.0342165,0.0106211,0.0435041,0.0258131,0.00795896,0.00450577,0.013762,0.0454477,0.0129724,0.0103633,0.00887037,0.00699993,0.0102067,0.0118305,0.0169765,0.0241477,0.0279098,0.041955,0.0166045,0.00989417,0.0418986,0.0133689,0.011604,0.0126379,0,0,0.0160019,0,0.0460013,0.0135925,0.0372403,0.01529,0.0171548,0.0216213,0.0109275,0.0142585,0.0105526,0.014835,0.0105593,0.0122942,0.0147334,0.0300424,0.0109634,0.0141937,0.00576153,0.0145459,0.0188171,0.00546787,0.0237262,0.0150872,0,0,0,0,0,0,0,0
140,0.0173088,0,0,0,0,0.0259168,0,0,0,0,0,0,0.0212159,0.0519351,0.0214706,0.013167,0,0,0.0127601,0,0.0342703,0.0108174,0.0433538,0.0254958,0.00784495,0.00498082,0.0132285,0.0461728,0.0127473,0.0102736,0.00853668,0.00725624,0.0103993,0.0118875,0.0171804,0.023804,0.0284487,0.04172,0.016799,0.00978879,0.0419073,0.0132389,0.012009,0.0125349,0,0,0.0165487,0,0.0458269,0.0138169,0.0373373,0.0151519,0.017024,0.0215318,0.0103613,0.0165944,0.0104964,0.0147937,0.0106069,0.012249,0.0145287,0.0298929,0.0108266,0.0139875,0.00582783,0.01583,0.0183555,0.0054201,0.0257067,0.0138,0,0,0,0,0,0,0,0
141,0.0167806,0,0,0,0,0.0276852,0,0,0,0,0,0,0.020682,0.0518701,0.0211022,0.0130735,0,0,0.0131878,0,0.0342447,0.0108435,0.0432995,0.0251569,0.00793258,0.00526976,0.0128018,0.0469507,0.0124502,0.0101079,0.00818005,0.00752617,0.0106237,0.012058,0.0173327,0.0234557,0.0289595,0.0416123,0.0168536,0.00979541,0.0419056,0.0131529,0.0124274,0.0133605,0,0,0.0168381,0,0.0457068,0.0139379,0.0374356,0.0150925,0.0169268,0.0215314,0.0100169,0.0193394,0.0104019,0.0149185,0.0105718,0.0122335,0.0144315,0.0298195,0.0106993,0.0139874,0.00593607,0.0172324,0.0180348,0.0054238,0.0275091,0.01306,0,0,0,0,0,0,0,0
142,0.0233035,0,0,0,0,0.0238067,0,0,0,0,0,0,0.0246042,0.0520004,0.023809,0.0139409,0,0,0.0135121,0,0.0342759,0.0106966,0.0436662,0.0276589,0.00834792,0.0102285,0.0149416,0.0467195,0.0145161,0.0146082,0.0128582,0.00892508,0.0124768,0.0129488,0.0145835,0.0268943,0.0291026,0.0418345,0.0168207,0.00994716,0.0421647,0.0132211,0.0127662,0.0170824,0,0,0.0143677,0,0.0468221,0.0128919,0.0373661,0.0152384,0.0171675,0.0214314,0.0121933,0.018329,0.0102452,0.0150711,0.0106244,0.0119935,0.0145893,0.0301973,0.0107443,0.0141814,0.00619,0.0144599,0.0183163,0.00392234,0.0228572,0.0188772,0,0,0,0,0,0,0,0
143,0.0213227,0,0,0,0,0.02548,0,0,0,0,0,0,0.0243317,0.0521324,0.0236122,0.0138002,0,0,0.0140882,0,0.0340976,0.0107069,0.0436259,0.0275465,0.00840283,0.0100815,0.014297,0.0475843,0.014448,0.0143971,0.0126792,0.00885729,0.0124214,0.0128252,0.0145771,0.0266879,0.029529,0.0420168,0.0165241,0.0098716,0.0420724,0.0130894,0.0128395,0.0148875,0,0,0.0141373,0,0.0467598,0.0126663,0.0373763,0.0151084,0.0168978,0.0213115,0.0115278,0.0181285,0.0101738,0.0150659,0.0105717,0.0119704,0.0144185,0.0300583,0.0105847,0.0139896,0.00616634,0.0149761,0.0182549,0.0042519,0.0246921,0.0168415,0,0,0,0,0,0,0,0
144,0.0195748,0,0,0,0,0.0276045,0,0,0,0,0,0,0.0235459,0.0522574,0.0231121,0.0137272,0,0,0.0142877,0,0.0339929,0.010515,0.0436604,0.0271681,0.00867338,0.00969952,0.0136871,0.0484743,0.0141734,0.014006,0.0121466,0.00884237,0.0123732,0.0128217,0.0146152,0.0261716,0.0298024,0.0423132,0.0163007,0.00983809,0.0420968,0.0128989,0.0128783,0.0139876,0,0,0.0148441,0,0.0464297,0.0130028,0.037293,0.0148934,0.0166905,0.0213248,0.0108748,0.0196104,0.0101016,0.0150128,0.0105611,0.0119493,0.0142126,0.0298811,0.0103379,0.0137404,0.0062289,0.0164862,0.0181484,0.00464711,0.0270513,0.0150898,0,0,0,0,0,0,0,0
