Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x78,,x80,x79
901,0.0259788,0,0,0,0,0,0,0,0,0,0,0,0.00966861,0.0188507,0.0155018,0,0,0,0.0360691,0,0.035916,0.0145253,0.0516431,0.0240121,0.0179263,0.0186001,0.0376465,0.0222921,0.0129712,0.0185027,0.0202281,0.0187241,0.018961,0.0176909,0.00652182,0.0126247,0.0186169,0.00935684,0.0204775,0.0216891,0.0410346,0.0187929,0.016369,0.0268013,0,0,0.0390822,0,0.0462773,0.0188825,0.033694,0.0266125,0.0271708,0.0077367,0.0363133,0.0589691,0.0070231,0.00970408,0.0049419,0.00708592,0.0120508,0.0315779,0.012954,0.0152882,0.02172,0.0456738,0,0.00906216,0,0.0293233,0,0,0,0,0,0,0,0
902,0.0248851,0,0,0,0,0,0,0,0,0,0,0,0.00922744,0.0187733,0.0153359,0.0238116,0,0,0.035963,0,0.0361792,0.0145528,0.0519372,0.0240503,0.0169161,0.0187355,0.0360821,0.0222253,0.0129494,0.0185341,0.0203565,0.0189433,0.0192424,0.0177238,0.0064827,0.011916,0.0187509,0.00936142,0.0207674,0.0213238,0.0409719,0.0191267,0.0160586,0.0264702,0,0,0.0390078,0,0.0463013,0.0190588,0.0335966,0.0271657,0.0268796,0.00765833,0.034736,0.0587743,0.00690415,0.00989314,0.00484119,0.00688754,0.0120366,0.0310402,0.0128445,0.0155504,0.0210743,0.0452371,0,0.0092095,0,0.0280807,0,0,0,0,0,0,0,0
903,0.0246885,0,0,0,0,0,0,0,0,0,0,0,0.00927893,0.0187326,0.0152621,0,0,0,0.0363243,0,0.0367059,0.0147514,0.0514715,0.0244626,0.0174635,0.0195353,0.0362616,0.022236,0.0136608,0.0194207,0.0212334,0.019098,0.0197359,0.0175428,0.00672012,0.0119129,0.0193728,0.00965502,0.0211825,0.0216587,0.0409397,0.0196533,0.0161707,0.0267075,0,0,0.0392945,0,0.0462485,0.0193831,0.0337078,0.0277473,0.0271265,0.0075511,0.0348237,0.0586552,0.00708352,0.0101652,0.00512351,0.0069427,0.0120716,0.0308777,0.0129155,0.0157288,0.0213353,0.0452443,0,0.0092218,0,0.0278261,0,0,0,0,0,0,0,0
904,0.0232441,0,0,0,0,0,0,0,0,0,0,0,0.00958862,0.0185961,0.0154217,0,0,0,0.0364024,0,0.0371723,0.014785,0.0512445,0.0251641,0.0171532,0.0204207,0.0349583,0.0239011,0.014338,0.0204479,0.0220725,0.0194305,0.0201707,0.0175182,0.00679634,0.0122695,0.0195529,0.00975293,0.0221244,0.021929,0.0398077,0.0198325,0,0.0254454,0,0,0.0327338,0,0.0455358,0.0141727,0.0335631,0.0279015,0.027048,0.00728383,0.0333067,0,0.00724572,0.0104257,0.00535511,0.0070893,0.0119491,0.0305531,0.0128323,0.0156427,0.0216658,0.0481148,0,0.00597452,0,0.0264075,0,0,0,0,0,0,0,0
905,0.0236454,0,0,0,0,0,0,0,0,0,0,0,0.00925276,0.0183893,0.015329,0,0,0,0.0367759,0,0.0372419,0.0154348,0.0512614,0.0253203,0.0172347,0.0204288,0.0352912,0.0234443,0.0144412,0.0204336,0.0221486,0.0194916,0.0199465,0.0174849,0.00677856,0.0118873,0.0200484,0.00997892,0.022452,0.0220874,0.0408779,0.0204551,0.0163106,0.0259881,0,0,0.0380297,0,0.0460279,0.0187688,0.0337828,0.0287083,0.0271752,0.00707956,0.0337426,0.0591965,0.00720903,0.0104604,0.00537919,0.00723285,0.011899,0.0301661,0.0130584,0.0158724,0.0215988,0.0453286,0,0.00922143,0,0.0267269,0,0,0,0,0,0,0,0
906,0.0227086,0,0,0,0,0,0,0,0,0,0,0,0.00917364,0.018259,0.0153303,0,0,0,0.0366595,0,0.0376097,0.0160325,0.0511761,0.02575,0.0168004,0.0207037,0.0345009,0.0243988,0.0146759,0.0206812,0.0224546,0.0195823,0.0199177,0.0174267,0.00677985,0.0119452,0.0200584,0.0101205,0.0230537,0.0221914,0.0397211,0.0208386,0.0162123,0.025067,0,0,0.0321657,0,0.0455299,0.0140292,0.0338673,0.0291713,0.0268805,0.00672652,0.0328602,0,0.00743851,0.010485,0.00559919,0.00763967,0.011763,0.0298371,0.0133061,0.0158739,0.0215801,0.0483065,0,0.00616711,0,0.0259056,0,0,0,0,0,0,0,0
907,0.0236598,0,0,0,0,0,0,0,0,0,0,0,0.00896866,0.018174,0.0152565,0,0,0,0.0370871,0,0.0378649,0.0165237,0.0512473,0.0259563,0.017296,0.0207762,0.0354018,0.0233375,0.0146737,0.0206997,0.0225025,0.0196682,0.02,0.0174338,0.00677039,0.0119138,0.0205537,0.0104879,0.0236962,0.0221275,0.0407908,0.0213074,0.0162653,0.0259604,0,0,0.0377055,0,0.0460132,0.0186183,0.0337642,0.029734,0.0270911,0.0066628,0.033821,0.0594912,0.00753936,0.0105951,0.00574194,0.0078234,0.0117426,0.0295178,0.0132773,0.0160237,0.0213223,0.0456635,0,0.00896241,0,0.0266465,0,0,0,0,0,0,0,0
908,0.0240212,0,0,0,0,0,0,0,0,0,0,0,0.0088391,0.0180582,0.0151829,0,0,0,0.0372703,0,0.0379622,0.0166812,0.0512293,0.0259546,0.0175263,0.0209335,0.0356605,0.0234171,0.0147127,0.0208154,0.0226349,0.0197579,0.020229,0.0174397,0.00675965,0.0119713,0.0207321,0.0106242,0.0243162,0.0220471,0.0407064,0.0217215,0.0162205,0.0261736,0,0,0.0387215,0,0.0461863,0.0192126,0.0335538,0.0302994,0.0271122,0.00655006,0.0341055,0.0595314,0.00769993,0.0106815,0.00594264,0.00809519,0.0118184,0.0292686,0.0132688,0.0161511,0.0210898,0.0455728,0,0.00909665,0,0.0268435,0,0,0,0,0,0,0,0
909,0.0243044,0,0,0,0,0,0,0,0,0,0,0,0.00901037,0.017658,0.0152183,0,0,0,0.0377377,0,0.0373682,0.0169248,0.0512136,0.0257925,0.0179648,0.021299,0.035923,0.0234064,0.0147845,0.0211151,0.0229193,0.0199632,0.0206774,0.0174763,0.00673464,0.0124161,0.0209644,0.0104239,0.0249292,0.0220082,0.0406315,0.0217548,0,0.0265649,0,0,0.0387737,0,0.0462463,0.0196752,0.0332937,0.0305204,0.0272912,0.00637301,0.0343092,0.0596925,0.00788866,0.0108015,0.00612602,0.00834179,0.0117807,0.0290475,0.0132723,0.0161938,0.0209583,0.0459045,0,0.00900461,0,0.0270249,0,0,0,0,0,0,0,0
910,0.0243314,0,0,0,0,0,0,0,0,0,0,0,0.00918078,0.017379,0.0152254,0,0,0,0.0385711,0,0.037146,0.0180959,0.0511445,0.0257982,0.0180579,0.0216073,0.0358086,0.0235616,0.0148854,0.0212364,0.0231722,0.02012,0.0206906,0.0174953,0.00671456,0.0127428,0.0212268,0.01029,0.0258536,0.0220874,0.040562,0.0215945,0,0.0267943,0,0,0.0388587,0,0.0462505,0.0199297,0.0332635,0.0307383,0.0272795,0.00600482,0.0342053,0.059976,0.00802379,0.0108678,0.00623456,0.00853648,0.0116058,0.0288023,0.013279,0.0161728,0.0209996,0.0462606,0,0.00889658,0,0.0270958,0,0,0,0,0,0,0,0
911,0.0243186,0,0,0,0,0,0,0,0,0,0,0,0.00932892,0.0172629,0.0151596,0,0,0,0.0391612,0,0.0371606,0.0189432,0.0511254,0.0258745,0.0180664,0.0218371,0.035852,0.0232767,0.0149589,0.0212364,0.023368,0.0202558,0.0207234,0.0174879,0.00673021,0.0130115,0.0214972,0.0102518,0.0266003,0.0220428,0.0405208,0.0216886,0,0.0269675,0,0,0.0391204,0,0.0461725,0.0199903,0.0331951,0.0310153,0.027243,0.00571457,0.0341275,0.0602543,0.00813416,0.0109373,0.00632977,0.00865431,0.0114568,0.0286376,0.0132435,0.016159,0.0209298,0.0466184,0,0.00875142,0,0.0271111,0,0,0,0,0,0,0,0
912,0.0243179,0,0,0,0,0,0,0,0,0,0,0,0.00914979,0.0173248,0.0151068,0,0,0,0.0394762,0,0.0372811,0.0192532,0.0511163,0.0260354,0.0180677,0.0220514,0.0358821,0.0234993,0.0150511,0.0212268,0.0235102,0.020396,0.020965,0.0174832,0.00676316,0.0132081,0.0218114,0.0101655,0.0269571,0.0220129,0.0404864,0.0220047,0,0.0271259,0,0,0.0393562,0,0.0460929,0.0200213,0.0331522,0.0313421,0.0272244,0.00549372,0.0341188,0.0604318,0.00820209,0.0109374,0.00639478,0.00877474,0.0114377,0.0285207,0.0132659,0.0161906,0.0207006,0.0469686,0,0.00864436,0,0.0271794,0,0,0,0,0,0,0,0
913,0.0241732,0,0,0,0,0,0,0,0,0,0,0,0.00907203,0.0175022,0.0150579,0,0,0,0.0396471,0,0.0374446,0.0193877,0.0511319,0.026446,0.0180116,0.0221914,0.0357406,0.0234076,0.015129,0.0212052,0.0236127,0.020466,0.0212708,0.0174628,0.00679071,0.013349,0.0220278,0.0101028,0.026863,0.0219547,0.0404357,0.0222632,0,0.0272596,0,0,0.0390239,0,0.0460585,0.0202234,0.0333776,0.0316599,0.027197,0.00534004,0.0340778,0.0606305,0.00825743,0.0108549,0.00641304,0.00888934,0.0117013,0.0284246,0.0133619,0.0162509,0.020424,0.0473237,0,0.00857921,0,0.0273265,0,0,0,0,0,0,0,0
914,0.0239859,0,0,0,0,0,0,0,0,0,0,0,0.00903875,0.0177355,0.0150589,0,0,0,0.0397889,0,0.0376314,0.0195084,0.0511841,0.0268712,0.0178921,0.022314,0.0356849,0.0234188,0.015227,0.0211594,0.0236829,0.0205251,0.0211504,0.0174343,0.00679405,0.0134872,0.0220805,0.0101235,0.0267652,0.0217962,0.0404059,0.022457,0,0.0272329,0,0,0.0388259,0,0.0460143,0.0203807,0.0339478,0.0319817,0.027189,0.00527982,0.0338869,0.0607289,0.00830474,0.010744,0.00638174,0.00890628,0.0117987,0.0283466,0.013619,0.016415,0.0200783,0.0474323,0,0.00852728,0,0.0273241,0,0,0,0,0,0,0,0
915,0.0237486,0,0,0,0,0,0,0,0,0,0,0,0.00904251,0.0178673,0.0150785,0,0,0,0.0397812,0,0.0377815,0.019559,0.051179,0.027129,0.0177422,0.0224193,0.0355397,0.0227188,0.0153611,0.0211185,0.0238268,0.0205497,0.0210261,0.017411,0.00680557,0.0136246,0.0219503,0.0102978,0.026983,0.0215482,0.0404136,0.022555,0,0.0270615,0,0,0.0388635,0,0.045948,0.020456,0.0341477,0.0321736,0.0270914,0.00532935,0.0335543,0.0608363,0.00835115,0.0106887,0.00635198,0.00891901,0.0118601,0.0282978,0.0138932,0.016596,0.0196758,0.0473198,0,0.00846324,0,0.0270005,0,0,0,0,0,0,0,0
916,0.0234646,0,0,0,0,0,0,0,0,0,0,0,0.00920089,0.0180014,0.0150929,0,0,0,0.0395309,0,0.0380618,0.019619,0.0511022,0.0272384,0.017592,0.0224672,0.0352892,0.0220225,0.0154937,0.0213066,0.0239234,0.0205636,0.0209929,0.0174053,0.00684002,0.0137469,0.021749,0.0106611,0.0274749,0.0213155,0.0403967,0.0225747,0,0.0269098,0,0,0.0385529,0,0.045878,0.0206832,0.0338584,0.0322687,0.0269154,0.00536747,0.0331882,0.0609922,0.00837218,0.0107084,0.00633818,0.00899314,0.01194,0.0282641,0.0138125,0.0166982,0.0193042,0.0471817,0,0.00838777,0,0.0266006,0,0,0,0,0,0,0,0
917,0.0230877,0,0,0,0,0,0,0,0,0,0,0,0.00937427,0.0183148,0.0151182,0,0,0,0.0389638,0,0.0384047,0.0196729,0.0510727,0.0273736,0.0173716,0.0224407,0.034854,0.0219099,0.0155575,0.0219443,0.0239295,0.0205758,0.0209868,0.0174201,0.0068683,0.0140034,0.0213889,0.0110002,0.027967,0.0210461,0.0403493,0.0226559,0,0.0268268,0,0,0.0380625,0,0.0457902,0.020996,0.0341532,0.0324858,0.0268528,0.0054845,0.032744,0.0612358,0.00832797,0.010758,0.00629552,0.00877874,0.0120754,0.0282028,0.013761,0.0169338,0.0188904,0.0471215,0,0.00831181,0,0.0265534,0,0,0,0,0,0,0,0
918,0.0230058,0,0,0,0,0,0,0,0,0,0,0,0.00954819,0.0188616,0.0151745,0,0,0,0.0383752,0,0.0393867,0.019779,0.0510297,0.0275309,0.0171587,0.0224035,0.0343887,0.021945,0.0155701,0.0222057,0.0238717,0.0205551,0.0209614,0.0174092,0.00687356,0.0143018,0.020988,0.0116832,0.0283982,0.0207002,0.0402962,0.0227107,0,0.0267893,0,0,0.0376217,0,0.0457152,0.0212727,0.0343826,0.0327305,0.0268066,0.00563752,0.0323909,0.0614715,0.00829065,0.0108681,0.0062983,0.00830505,0.0121473,0.0281564,0.0137218,0.0172668,0.0183899,0.046972,0,0.00825455,0,0.026631,0,0,0,0,0,0,0,0
919,0.0228355,0,0,0,0,0,0,0,0,0,0,0,0.00978788,0.0191203,0.0152208,0,0,0,0.037989,0,0.0397152,0.019591,0.0509454,0.0276308,0.0169326,0.0223043,0.0339041,0.0220653,0.0155717,0.0221592,0.0237521,0.0205121,0.0208351,0.017389,0.00687952,0.0146561,0.0206675,0.0120688,0.0288801,0.020446,0.0402223,0.0227579,0,0.0267706,0,0,0.0371288,0,0.0456297,0.021551,0.0344403,0.0329669,0.026745,0.00573615,0.0320001,0.0617559,0.00822254,0.0110678,0.00631495,0.00808289,0.0122082,0.0280843,0.0136902,0.0176931,0.0179494,0.0468175,0,0.00824344,0,0.0266323,0,0,0,0,0,0,0,0
920,0.022709,0,0,0,0,0,0,0,0,0,0,0,0.010139,0.0191267,0.015259,0,0,0,0.0377945,0,0.0395541,0.0188929,0.050871,0.0276931,0.0167874,0.0221256,0.0337224,0.0220093,0.0155175,0.0219796,0.0235536,0.0203981,0.0206154,0.017375,0.00688313,0.0151585,0.0205375,0.01232,0.0294226,0.0201152,0.0401011,0.0227725,0,0.0269003,0,0,0.0365544,0,0.0455152,0.021806,0.0344882,0.0331611,0.0267127,0.00572141,0.0317174,0.0618847,0.00812477,0.0112734,0.00634668,0.00809301,0.0122242,0.0279795,0.0135923,0.0177786,0.0174474,0.0467992,0,0.0082381,0,0.0267292,0,0,0,0,0,0,0,0
921,0.0226631,0,0,0,0,0,0,0,0,0,0,0,0.0106185,0.019137,0.0153516,0,0,0,0.0376223,0,0.0393966,0.0187361,0.0508094,0.0277618,0.0166714,0.0218815,0.0336455,0.0218445,0.0154208,0.021788,0.0233322,0.0202228,0.0205486,0.0173461,0.00689534,0.0158419,0.0204802,0.0124356,0.0298855,0.0196825,0.0400209,0.0227128,0,0.0269787,0,0,0.0361939,0,0.04546,0.0218066,0.0345694,0.0333553,0.0266842,0.00563258,0.0315061,0.061928,0.00803483,0.0114696,0.00641632,0.00805694,0.0121576,0.027859,0.0134187,0.0177746,0.0169461,0.0468243,0,0.00820748,0,0.0267937,0,0,0,0,0,0,0,0
922,0.0224954,0,0,0,0,0,0,0,0,0,0,0,0.0112576,0.0190952,0.0155123,0,0,0,0.037558,0,0.0394802,0.0192184,0.0507359,0.0278282,0.0165728,0.0216225,0.0335673,0.0215961,0.0153218,0.0215287,0.0230855,0.0200339,0.0206195,0.0172857,0.00691745,0.0166605,0.0204767,0.012837,0.0300983,0.0193802,0.0399437,0.0226876,0,0.0272097,0,0,0.0360754,0,0.0453757,0.0217898,0.0346103,0.0336647,0.0266611,0.00552823,0.0313331,0.0619796,0.00793757,0.0116494,0.00648959,0.00791232,0.0120985,0.0277341,0.0133284,0.0178556,0.0165827,0.0469081,0,0.00829847,0,0.0269223,0,0,0,0,0,0,0,0
923,0.0226043,0,0,0,0,0,0,0,0,0,0,0,0.0121036,0.0191504,0.0156781,0,0,0,0.0374819,0,0.0396423,0.0193735,0.0506926,0.0278353,0.0165239,0.0213578,0.0334692,0.0214401,0.0151743,0.0212059,0.0228273,0.0198928,0.0209359,0.0172563,0.00693851,0.0177623,0.0203745,0.0132118,0.0300888,0.0190896,0.0398536,0.0227299,0,0.0272164,0,0,0.035937,0,0.0452714,0.0218339,0.0345073,0.0340428,0.0265904,0.00545052,0.0312874,0.0621076,0.00788467,0.0118155,0.00655941,0.00781119,0.0121305,0.0276304,0.0133397,0.0180342,0.0161895,0.0469811,0,0.00850091,0,0.0269741,0,0,0,0,0,0,0,0
924,0.0226733,0,0,0,0,0,0,0,0,0,0,0,0.0131706,0.0192523,0.0159006,0,0,0,0.03741,0,0.0395179,0.0192609,0.0507299,0.0277865,0.0165916,0.0211537,0.0334952,0.0214788,0.01499,0.0209261,0.0225969,0.019835,0.0210894,0.017295,0.00694258,0.0192813,0.0201804,0.0131889,0.0301147,0.0187744,0.0398267,0.0228887,0,0.0274945,0,0,0.035901,0,0.0451763,0.0220374,0.0343856,0.0344634,0.0265435,0.00541812,0.0313692,0.0622386,0.00784579,0.0119314,0.00661149,0.00773887,0.0122411,0.0275423,0.013365,0.0182456,0.0156831,0.0472079,0,0.00844496,0,0.0270032,0,0,0,0,0,0,0,0
925,0.0228692,0,0,0,0,0,0,0,0,0,0,0,0.01427,0.0191433,0.0161655,0,0,0,0.0373653,0,0.0392122,0.019043,0.0507187,0.0277578,0.0166799,0.0210347,0.0337075,0.0215268,0.0148573,0.0207511,0.0224576,0.0199086,0.0209864,0.0173885,0.00695874,0.021,0.0199322,0.0131918,0.0300339,0.0185212,0.0398186,0.0231053,0,0.0277688,0,0,0.0360684,0,0.0450922,0.0223654,0.0343928,0.0348669,0.026555,0.00535662,0.0315002,0.0625022,0.00784579,0.0119744,0.00667082,0.00779691,0.012261,0.0274721,0.0133719,0.0184001,0.0152623,0.0475287,0,0.00844697,0,0.0269998,0,0,0,0,0,0,0,0
926,0.0230007,0,0,0,0,0,0,0,0,0,0,0,0.015324,0.0189896,0.0164634,0,0,0,0.0373099,0,0.0389753,0.0185577,0.0506264,0.0278585,0.0167808,0.0209026,0.033959,0.0215727,0.0147047,0.0205453,0.0223147,0.0199538,0.0206921,0.0173824,0.00693323,0.0225405,0.0197131,0.013182,0.0297358,0.0183464,0.0398048,0.0231902,0,0.0280642,0,0,0.0362179,0,0.0450193,0.0226803,0.0344668,0.0352323,0.0266212,0.00525259,0.031732,0.0628383,0.00785442,0.0120131,0.00672092,0.00793084,0.0122702,0.027409,0.0133948,0.0184131,0.014889,0.0478746,0,0.00848411,0,0.0269973,0,0,0,0,0,0,0,0
927,0.023163,0,0,0,0,0,0,0,0,0,0,0,0.0164437,0.0191185,0.0167242,0,0,0,0.0369218,0,0.0386717,0.0175874,0.0505426,0.0279553,0.0169156,0.0207778,0.0342972,0.0215529,0.0145381,0.0203431,0.0221749,0.0200012,0.0212061,0.0173353,0.00693129,0.0240313,0.0193493,0.0127223,0.0289339,0.0181964,0.0398087,0.0232648,0,0.0284196,0,0,0.036509,0,0.0449657,0.0229252,0.0345378,0.0356698,0.026711,0.00513352,0.0321246,0.0631875,0.00785775,0.0120836,0.0067485,0.00811423,0.0123595,0.0273847,0.0134899,0.0185132,0.0145546,0.0482261,0,0.00825305,0,0.0270331,0,0,0,0,0,0,0,0
928,0.0232621,0,0,0,0,0,0,0,0,0,0,0,0.017446,0.018958,0.01689,0,0,0,0.0365464,0,0.0375814,0.0174474,0.0504904,0.0280246,0.0170536,0.0207863,0.0346659,0.0215196,0.0144085,0.0202384,0.0221532,0.0201053,0.0216827,0.0172867,0.00693789,0.0254502,0.0190841,0.0118203,0.0280561,0.0181277,0.0398231,0.0235047,0,0.0287494,0,0,0.0369499,0,0.0449553,0.023106,0.0346445,0.0361251,0.0268143,0.00502063,0.0325202,0.0635482,0.00783794,0.0121513,0.00675809,0.00832042,0.0124877,0.0274228,0.0135989,0.018826,0.0143376,0.0485898,0,0.0081227,0,0.0272783,0,0,0,0,0,0,0,0
929,0.02345,0,0,0,0,0,0,0,0,0,0,0,0.0183284,0.0183788,0.0170171,0,0,0,0.0362918,0,0.0358514,0.0171521,0.0504696,0.0281976,0.0172109,0.0208812,0.0350291,0.0216663,0.0143319,0.0200661,0.0222703,0.0202426,0.0218921,0.017238,0.00695528,0.0266254,0.018818,0.0107468,0.0272251,0.0180877,0.039804,0.0237645,0,0.0290084,0,0,0.0373716,0,0.0449178,0.0233284,0.0347013,0.0364713,0.0269705,0.00495709,0.0329285,0.0639159,0.0078482,0.0121961,0.00677065,0.00857256,0.0125609,0.0275423,0.0136188,0.0192103,0.0141549,0.048962,0,0.00823548,0,0.0274813,0,0,0,0,0,0,0,0
930,0.0237389,0,0,0,0,0,0,0,0,0,0,0,0.0190032,0.0180461,0.0171775,0,0,0,0.0363123,0,0.0353833,0.0171135,0.050508,0.0285298,0.0173444,0.0210224,0.0352789,0.022073,0.014334,0.0199554,0.0224235,0.0204067,0.0220171,0.0172039,0.00700089,0.0275379,0.0187089,0.0103736,0.0270059,0.0179029,0.0397887,0.0238247,0,0.0293026,0,0,0.0377762,0,0.0448631,0.023625,0.0347081,0.0366914,0.0270941,0.00496514,0.0333688,0.0643723,0.00788698,0.0122312,0.00676238,0.00880213,0.0126669,0.0277304,0.0137628,0.0195346,0.0139815,0.0493495,0,0.00826212,0,0.0276581,0,0,0,0,0,0,0,0
931,0.0241312,0,0,0,0,0,0,0,0,0,0,0,0.0194126,0.0177201,0.0173902,0,0,0,0.0365677,0,0.0357129,0.0173615,0.0505543,0.028943,0.0174376,0.0212019,0.0353258,0.022739,0.014404,0.0201004,0.0225723,0.0205582,0.0221544,0.017153,0.00706323,0.028077,0.0187463,0.010784,0.0270855,0.0177417,0.0397964,0.0238553,0,0.0295169,0,0,0.0381935,0,0.0448067,0.0239904,0.0346821,0.0369252,0.0271921,0.00495104,0.033721,0.0649266,0.00799964,0.0122732,0.0066954,0.00898842,0.0127881,0.0279521,0.0140998,0.019623,0.0137932,0.0497232,0,0.00818979,0,0.0276629,0,0,0,0,0,0,0,0
932,0.023995,0,0,0,0,0,0,0,0,0,0,0,0.0195593,0.0176589,0.0176269,0,0,0,0.0369037,0,0.0360571,0.0176641,0.05063,0.0293885,0.0174742,0.0213628,0.0356523,0.0232345,0.0144794,0.0202073,0.0226959,0.0206748,0.0222962,0.0171223,0.00707305,0.0282269,0.0188629,0.011054,0.0273015,0.0176554,0.0397999,0.0241003,0,0.0297579,0,0,0.0387861,0,0.0447916,0.0244356,0.0346136,0.0372219,0.0273244,0.00495599,0.0342119,0.0653971,0.00815507,0.0123162,0.00665774,0.00915454,0.0129418,0.0281649,0.0140768,0.0197528,0.013594,0.0501097,0,0.00797629,0,0.0276865,0,0,0,0,0,0,0,0
933,0.0239267,0,0,0,0,0,0,0,0,0,0,0,0.0194424,0.017707,0.0177523,0,0,0,0.0369891,0,0.0362857,0.0178427,0.0507513,0.0296688,0.0174133,0.021444,0.0360663,0.023665,0.0144983,0.0201789,0.0228112,0.0207557,0.0223818,0.0170999,0.0070596,0.0280281,0.018915,0.0111625,0.027439,0.0174525,0.039831,0.0246211,0,0.0301155,0,0,0.0393713,0,0.044769,0.0248161,0.0345281,0.0375833,0.0274292,0.00499579,0.0346898,0.0659784,0.00815839,0.012334,0.00670315,0.00922254,0.0131202,0.0282981,0.0140107,0.0199611,0.0133328,0.0505808,0,0.00783766,0,0.0276767,0,0,0,0,0,0,0,0
934,0.0236882,0,0,0,0,0,0,0,0,0,0,0,0.018691,0.0177767,0.0176097,0.0235268,0,0,0.0366359,0,0.0364162,0.0178448,0.0513417,0.029437,0.016643,0.021055,0.0358679,0.0245426,0.0139897,0.0195311,0.0224284,0.0208569,0.0224409,0.0172489,0.00689684,0.0272535,0.0187331,0.0111188,0.0275662,0.017149,0.0398673,0.0250799,0,0.0302471,0,0,0.0398671,0,0.0447573,0.0251447,0.034357,0.0381519,0.0273526,0.00498136,0.0346389,0.0668546,0.00825876,0.0122881,0.0066663,0.00904566,0.0133571,0.0281356,0.0140924,0.020313,0.0128586,0.0511483,0,0.00785779,0,0.0273355,0,0,0,0,0,0,0,0
935,0.0238107,0,0,0,0,0,0,0,0,0,0,0,0.0179671,0.0177639,0.0174824,0.0233288,0,0,0.0364378,0,0.0365426,0.0179646,0.0514441,0.0294475,0.0165727,0.0212029,0.0361375,0.0249808,0.0140192,0.019569,0.0225993,0.0210312,0.0226031,0.0173412,0.00684905,0.0264634,0.018767,0.0110139,0.0274862,0.0172318,0.0398225,0.0252999,0,0.0304761,0,0,0.0403273,0,0.044659,0.0255066,0.0343994,0.0384318,0.0274481,0.00485996,0.0349674,0.0674839,0.00840864,0.0124037,0.00690811,0.00911439,0.0133538,0.0280222,0.0141672,0.0203553,0.0128978,0.0516803,0,0.00786689,0,0.0273971,0,0,0,0,0,0,0,0
936,0.0238467,0,0,0,0,0,0,0,0,0,0,0,0.0169024,0.0178665,0.0173011,0.0233102,0,0,0.0360236,0,0.0366799,0.0180439,0.0515288,0.0294652,0.0165784,0.0214798,0.0363296,0.0252183,0.0141411,0.0201749,0.0228454,0.021273,0.0228651,0.0174451,0.00679575,0.0254565,0.0185971,0.0108365,0.0270476,0.0174517,0.0397895,0.0254806,0,0.0307752,0,0,0.0408072,0,0.044574,0.0258766,0.03453,0.0386135,0.0275619,0.00464258,0.0351545,0.0681243,0.00833443,0.012547,0.00723033,0.00950241,0.0132828,0.0278542,0.014216,0.0202577,0.0131076,0.0522254,0,0.00784801,0,0.0274902,0,0,0,0,0,0,0,0
937,0.0238397,0,0,0,0,0,0,0,0,0,0,0,0.0156254,0.0178183,0.0169894,0.0237392,0,0,0.0356961,0,0.0364636,0.0181174,0.051605,0.0294554,0.0165712,0.0218531,0.0364439,0.0255112,0.0142409,0.0211276,0.0231795,0.0215679,0.023204,0.0175402,0.0067455,0.0242536,0.018495,0.0105874,0.0262348,0.0177625,0.0397703,0.0256545,0,0.0310766,0,0,0.0412434,0,0.0445206,0.0262273,0.0346921,0.0387445,0.0276989,0.00439563,0.0352856,0.0688241,0.0084669,0.012689,0.00755418,0.00981953,0.0132211,0.0276894,0.0142231,0.0200589,0.0134885,0.0527885,0,0.00784446,0,0.0274488,0,0,0,0,0,0,0,0
938,0.0235517,0,0,0,0,0,0,0,0,0,0,0,0.0142393,0.0177444,0.0166929,0.0241831,0,0,0.0356981,0,0.0365034,0.0182869,0.0517341,0.0295174,0.016633,0.0224416,0.0364863,0.026118,0.0143087,0.0210789,0.0236623,0.0220005,0.0236846,0.0176656,0.00670762,0.0230326,0.0186652,0.0106626,0.0256993,0.0182555,0.0397256,0.025826,0,0.0313832,0,0,0.0416695,0,0.0444205,0.0265886,0.034836,0.038784,0.0278203,0.00413368,0.0353443,0.0695678,0.00872612,0.0127789,0.00782228,0.00999763,0.0131293,0.0275164,0.0142614,0.0198238,0.014095,0.0533853,0,0.00780995,0,0.0272351,0,0,0,0,0,0,0,0
