Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,LWRA
125,0.0136204,0,0,0,0,0.0144591,0,0,0,0,0,0,0.0227469,0.0280538,0.024677,0.0147993,0,0,0.033571,0,0.0268544,0.0326192,0.0413263,0.0253812,0.0134796,0.00645246,0.0221882,0.0192814,0.0101012,0.0088803,0.00681372,0.0117126,0.0160697,0.0155016,0.0187083,0.027671,0.0265343,0.0388919,0.00570301,0.0393053,0.00959203,0.0162366,0.0158984,0,0,0.0482301,0,0.0384915,0.0292165,0.0360091,0.00983406,0.0147951,0.0178183,0.0222129,0.0289137,0.00971553,0.0142503,0.00871385,0.0112525,0.0133809,0.0332223,0.0109031,0.0123127,0.0075186,0.0254274,0.0102235,0.0113234,0.0106703,0.0121914,0,0,0
126,0.013685,0,0,0,0,0.014465,0,0,0,0,0,0,0.0227291,0.0280831,0.0247066,0.0147694,0,0,0.0336871,0,0.0268252,0.0328575,0.0413049,0.025408,0.0134406,0.00648913,0.0221183,0.0193649,0.00988452,0.00864444,0.00677958,0.0117499,0.0157435,0.0155145,0.0187405,0.0275751,0.026873,0.0391095,0.00585127,0.0392972,0.00965652,0.0161697,0.0159844,0,0,0.0480178,0,0.0384377,0.0290915,0.0359712,0.00986788,0.014732,0.01769,0.0222204,0.0289935,0.00962129,0.014189,0.00861303,0.0111737,0.0134045,0.0328973,0.0109326,0.0123248,0.00768527,0.0253844,0.0101079,0.0111851,0.0106488,0.0121296,0,0,0
127,0.0137114,0,0,0,0,0.0144576,0,0,0,0,0,0,0.0225536,0.0281715,0.0246922,0.0147192,0,0,0.0338716,0,0.0268414,0.0331071,0.0412775,0.0254159,0.013385,0.00650066,0.0220312,0.0195436,0.00968361,0.0085491,0.0067291,0.0117923,0.0156072,0.0155007,0.0187681,0.0276732,0.02731,0.0392872,0.00586691,0.0392771,0.00965507,0.0161081,0.0160724,0,0,0.0477,0,0.0383743,0.0289534,0.0359659,0.00986539,0.0147025,0.0176261,0.0221457,0.0290297,0.00960761,0.0141469,0.00858061,0.0111459,0.0134579,0.0327794,0.0109352,0.0123364,0.00773748,0.0252234,0.010008,0.0111565,0.0107199,0.0121072,0,0,0
128,0.0137044,0,0,0,0,0.0144341,0,0,0,0,0,0,0.0226035,0.0282639,0.0246709,0.0146769,0,0,0.0340093,0,0.0268724,0.0332528,0.0412243,0.0254127,0.0133445,0.00649814,0.0219365,0.0196895,0.00951574,0.00840143,0.00671808,0.011782,0.0156169,0.0155003,0.0187734,0.0277658,0.0276303,0.0393651,0.00586711,0.0392423,0.00963507,0.0161012,0.0161489,0,0,0.0473578,0,0.0383209,0.0288547,0.0359589,0.00982445,0.0147201,0.0176292,0.0220319,0.0290331,0.00964573,0.0141414,0.00858238,0.0111703,0.0134154,0.0328442,0.0109468,0.0123605,0.00776847,0.0250102,0.00991443,0.0112686,0.0108489,0.0121284,0,0,0
129,0.0136794,0,0,0,0,0.0143921,0,0,0,0,0,0,0.0226309,0.0282664,0.0246651,0.0146418,0,0,0.0341159,0,0.0268255,0.0333087,0.0411769,0.0253824,0.0133169,0.00652236,0.0218461,0.0198175,0.00940582,0.00833685,0.00669655,0.0117917,0.0156484,0.0154885,0.0187734,0.0277246,0.0277941,0.0393683,0.00587681,0.0392185,0.00960157,0.0160906,0.0161922,0,0,0.0470326,0,0.0382786,0.0287902,0.0359606,0.00976248,0.0147352,0.0176645,0.021908,0.0290082,0.00968225,0.0141537,0.00860649,0.0112226,0.0134007,0.0329524,0.0109712,0.012377,0.0078041,0.0247075,0.00982039,0.0114754,0.0110376,0.0121507,0,0,0
130,0.0136865,0,0,0,0,0.0143574,0,0,0,0,0,0,0.022609,0.0282665,0.0246742,0.0146093,0,0,0.0341212,0,0.0267777,0.0332905,0.0411407,0.0254114,0.0132922,0.00656845,0.0217438,0.0199288,0.00931507,0.00831111,0.00669539,0.0118034,0.0157111,0.0154783,0.018785,0.0277282,0.0278312,0.0392932,0.00579332,0.0392106,0.00956325,0.0160329,0.016231,0,0,0.0467589,0,0.0382496,0.0287461,0.0359379,0.00984717,0.014797,0.0176266,0.0218166,0.0289932,0.00971288,0.0141081,0.00855564,0.0112292,0.0134215,0.0328967,0.0109842,0.0123859,0.00770588,0.0244232,0.00971239,0.0116577,0.011208,0.0122119,0,0,0
131,0.0136953,0,0,0,0,0.0143025,0,0,0,0,0,0,0.0225706,0.0283169,0.0246744,0.0145716,0,0,0.0340464,0,0.0267868,0.0332208,0.0411103,0.0254469,0.0132716,0.00658736,0.0216707,0.0198815,0.00924567,0.00817863,0.00670645,0.0117976,0.0157705,0.0154685,0.0187811,0.0277025,0.0277955,0.0392202,0.00579577,0.0391947,0.0095908,0.0159702,0.0162969,0,0,0.0465451,0,0.0382229,0.0287085,0.0359168,0.0100505,0.0148565,0.0175408,0.0217386,0.0289833,0.00970265,0.0140702,0.00851346,0.0112217,0.0134282,0.0328673,0.0110112,0.0123982,0.00765809,0.0242176,0.00960394,0.0117991,0.0113698,0.0123162,0,0,0
132,0.0137567,0,0,0,0,0.0142665,0,0,0,0,0,0,0.0225089,0.0283023,0.0246743,0.0144772,0,0,0.0339654,0,0.0267316,0.0331535,0.0410822,0.0254961,0.0132553,0.00661932,0.0216287,0.0195367,0.00915947,0.00797644,0.00668395,0.0117864,0.0158231,0.0154736,0.0187673,0.0277525,0.0277644,0.0391579,0.00585909,0.0391969,0.00963903,0.015934,0.0164081,0,0,0.0463553,0,0.0382084,0.0286528,0.0358777,0.0100048,0.0149085,0.0174942,0.0216692,0.0290159,0.00969679,0.0140647,0.00852503,0.011216,0.0134576,0.0329242,0.0110443,0.0124295,0.00768716,0.024114,0.00959514,0.012004,0.0115047,0.0124685,0,0,0
133,0.0138226,0,0,0,0,0.0141735,0,0,0,0,0,0,0.022498,0.0282603,0.0247184,0.014393,0,0,0.0338058,0,0.0266635,0.0330249,0.0410431,0.0255087,0.0132455,0.00660877,0.021597,0.0194085,0.00905732,0.00791929,0.0066579,0.0117741,0.0158742,0.015476,0.0187718,0.0277591,0.0276173,0.0390234,0.00599294,0.0392084,0.00967739,0.015935,0.0165435,0,0,0.0461644,0,0.0381737,0.0285939,0.035812,0.00997836,0.0149665,0.0174774,0.021595,0.0290743,0.00967749,0.014065,0.0085261,0.0111666,0.0134914,0.033061,0.0110767,0.012474,0.00780165,0.0240237,0.0096696,0.0122994,0.0115305,0.012673,0,0,0
134,0.0138943,0,0,0,0,0.0140758,0,0,0,0,0,0,0.0225627,0.0282197,0.0247969,0.0143635,0,0,0.033532,0,0.0265937,0.0328177,0.0410148,0.0253852,0.0132564,0.00660221,0.0216314,0.0194738,0.00900211,0.00780953,0.00665697,0.011833,0.0159193,0.0154993,0.0187772,0.0277956,0.027369,0.0387671,0.00614022,0.0392293,0.00973831,0.0159513,0.0166621,0,0,0.0460099,0,0.0381482,0.0286003,0.0357606,0.00999474,0.0150294,0.0174625,0.0215391,0.02911,0.00963163,0.0140552,0.00848219,0.0111511,0.0135337,0.0331981,0.0111353,0.0125023,0.007942,0.0238984,0.00946395,0.0126601,0.0114605,0.0128849,0,0,0
135,0.0139854,0,0,0,0,0.0140395,0,0,0,0,0,0,0.022621,0.0281576,0.0249204,0.0143453,0,0,0.0330969,0,0.0265163,0.0324852,0.0409776,0.0251926,0.0132818,0.00659036,0.0217015,0.0195257,0.00895386,0.00783341,0.00666078,0.0118683,0.0159633,0.0155681,0.0188082,0.0279465,0.0270177,0.0384141,0.0061452,0.0392442,0.00980404,0.0159406,0.0167547,0,0,0.0459274,0,0.0381181,0.0286572,0.0357088,0.0101013,0.0150839,0.0174419,0.0215172,0.0291517,0.00962876,0.0140126,0.00839791,0.0111605,0.0135667,0.033198,0.0112067,0.0125152,0.00793866,0.0237847,0.00907555,0.0130601,0.0113562,0.0130832,0,0,0
136,0.0140781,0,0,0,0,0.0140018,0,0,0,0,0,0,0.0226046,0.0280943,0.0249588,0.0143349,0,0,0.0326766,0,0.0264225,0.0321708,0.0409764,0.0253035,0.0133127,0.00661126,0.0217365,0.0197641,0.00891506,0.00777367,0.006666,0.0118755,0.0159822,0.0156235,0.0188442,0.0279846,0.0264941,0.0381078,0.00617596,0.0392568,0.00984761,0.0159142,0.0168086,0,0,0.045851,0,0.0380978,0.0287568,0.0356741,0.0102685,0.0151538,0.0174084,0.0215233,0.0291431,0.00964912,0.0139648,0.00829889,0.0111468,0.0135632,0.0332193,0.0112447,0.0125338,0.0079109,0.0236905,0.00880913,0.0134562,0.011222,0.0132515,0,0,0
137,0.0141869,0,0,0,0,0.0140399,0,0,0,0,0,0,0.0225714,0.0280369,0.0249792,0.0143173,0,0,0.0322444,0,0.0263111,0.0318994,0.0410158,0.0252985,0.0133332,0.00666518,0.0216961,0.0199923,0.00889361,0.00766145,0.00668268,0.0118518,0.015986,0.0156901,0.0188714,0.0279449,0.0259658,0.0378701,0.00623394,0.0392774,0.00985351,0.0159256,0.0168526,0,0,0.0457887,0,0.038068,0.0288431,0.0356688,0.0102787,0.0152253,0.0173987,0.0215317,0.0290783,0.00968995,0.0139074,0.00821027,0.0111452,0.0135652,0.0332496,0.0112728,0.012559,0.00789241,0.0236293,0.00845806,0.0138927,0.0110815,0.0133818,0,0,0
138,0.0142565,0,0,0,0,0.0141448,0,0,0,0,0,0,0.0225768,0.027977,0.0249983,0.0142962,0,0,0.0317283,0,0.026178,0.0316156,0.0410687,0.0253984,0.0133257,0.00670118,0.0216442,0.0202378,0.00888698,0.00757764,0.00671399,0.0118499,0.0159821,0.0156808,0.0189058,0.0278629,0.0255189,0.0376253,0.00625107,0.039291,0.00985129,0.0159242,0.0168387,0,0,0.0458163,0,0.0380427,0.0289589,0.0356951,0.0101128,0.015294,0.0173816,0.0215013,0.0289283,0.00971898,0.0138753,0.00815567,0.0111603,0.0135575,0.0332643,0.0112948,0.012578,0.00787296,0.0236059,0.00814804,0.0143813,0.0109766,0.0134536,0,0,0
139,0.0142891,0,0,0,0,0.0142272,0,0,0,0,0,0,0.0226004,0.0279111,0.0250413,0.0143009,0,0,0.0310706,0,0.0260321,0.031306,0.0411246,0.0252394,0.0133087,0.00668711,0.0215937,0.0204926,0.00893416,0.00756692,0.0067626,0.0118696,0.0159962,0.0156642,0.0189231,0.0279074,0.0252173,0.037325,0.00630953,0.0392715,0.00986004,0.0159249,0.0167686,0,0,0.0459166,0,0.038024,0.0291669,0.0357331,0.010033,0.0153633,0.0173632,0.0214161,0.028769,0.00972763,0.0138422,0.0081312,0.0111514,0.0135587,0.0333054,0.0113086,0.0125736,0.00790638,0.0236159,0.00814301,0.0148693,0.0108462,0.0134806,0,0,0
140,0.0143464,0,0,0,0,0.0143481,0,0,0,0,0,0,0.0225346,0.0278846,0.025043,0.0142938,0,0,0.0303676,0,0.0259072,0.0310202,0.0411756,0.0251877,0.0132958,0.0066519,0.0215158,0.0208189,0.0090295,0.00760163,0.00680836,0.0118958,0.0160018,0.0156579,0.0189354,0.0279057,0.0249504,0.0370805,0.00642609,0.0392171,0.0098939,0.0159659,0.0166761,0,0,0.0460194,0,0.0379731,0.0293616,0.0357682,0.0100142,0.0154488,0.0173699,0.0213551,0.0286341,0.0097486,0.0138269,0.00816058,0.0111131,0.0135872,0.0334305,0.0113679,0.0125861,0.00799797,0.0236571,0.00755655,0.0153047,0.0106691,0.013487,0,0,0
141,0.0144271,0,0,0,0,0.0145304,0,0,0,0,0,0,0.0223461,0.0278865,0.0249969,0.0142601,0,0,0.0297452,0,0.0257948,0.0307334,0.0411981,0.0252524,0.0132934,0.00668249,0.0214267,0.0212297,0.00912847,0.00767713,0.00685685,0.0119343,0.0160225,0.0156859,0.0189548,0.0278141,0.0243864,0.0369056,0.00646926,0.0391467,0.00989369,0.0160317,0.0165745,0,0,0.0460983,0,0.0379043,0.0295156,0.0358116,0.00997279,0.0155079,0.0174142,0.0213369,0.028523,0.00976354,0.0138205,0.00814167,0.0110943,0.0135821,0.0334943,0.0114071,0.0126163,0.00799576,0.0237375,0.00699363,0.0156804,0.0105095,0.0134584,0,0,0
142,0.0144603,0,0,0,0,0.0147219,0,0,0,0,0,0,0.0220166,0.0278929,0.0249174,0.0142054,0,0,0.0291894,0,0.0256814,0.030404,0.0411987,0.0254232,0.0132797,0.00668842,0.0213159,0.0216712,0.00917795,0.00774903,0.00688958,0.0119673,0.0160514,0.0156909,0.018972,0.0276375,0.0238692,0.0367423,0.00646824,0.0390867,0.00986625,0.0160513,0.0164144,0,0,0.0461888,0,0.0378377,0.0296075,0.0358293,0.00990609,0.015557,0.0174435,0.0212886,0.0284168,0.00975122,0.0138519,0.00801056,0.0110661,0.0135781,0.0334948,0.0113889,0.0126339,0.00795902,0.0239286,0.00664415,0.0160395,0.0103737,0.0133427,0,0,0
143,0.0144957,0,0,0,0,0.0149657,0,0,0,0,0,0,0.0215553,0.0279121,0.0248246,0.0141776,0,0,0.0287352,0,0.0255969,0.0300978,0.0411596,0.0258525,0.0132385,0.00660793,0.0212428,0.0219368,0.00918654,0.00777595,0.0068897,0.0119833,0.0160877,0.015657,0.0189891,0.0274325,0.0233645,0.0365836,0.0065278,0.0390319,0.00983913,0.0160483,0.0162506,0,0,0.0463266,0,0.0377995,0.029745,0.035809,0.00979321,0.0155717,0.0173643,0.0212542,0.0283852,0.00974613,0.0138827,0.00776853,0.011014,0.0135165,0.0334226,0.0113434,0.0125875,0.00799207,0.0241831,0.00646952,0.016448,0.0103207,0.0132435,0,0,0
144,0.0145042,0,0,0,0,0.0152242,0,0,0,0,0,0,0.0213229,0.0279509,0.0247587,0.0141378,0,0,0.028416,0,0.0255563,0.0298665,0.0411294,0.0261119,0.0132075,0.00653251,0.0212171,0.0221736,0.00922512,0.00781093,0.00686397,0.0119805,0.0161188,0.0156704,0.0190072,0.0272133,0.0227916,0.0364796,0.00663651,0.0389275,0.0097822,0.0160349,0.0160605,0,0,0.046525,0,0.0377436,0.029925,0.0357493,0.00962432,0.0156078,0.0173108,0.0212523,0.0283927,0.00971521,0.0137364,0.00752549,0.0109634,0.0134152,0.0333133,0.0113217,0.0125027,0.00801338,0.0243454,0.00607199,0.0168113,0.0103181,0.0131228,0,0,0
145,0.0144896,0,0,0,0,0.0154308,0,0,0,0,0,0,0.0212752,0.0279895,0.0246754,0.014099,0,0,0.0281696,0,0.0255285,0.0297212,0.0411165,0.0261914,0.0131985,0.00652758,0.0212169,0.0224441,0.00926309,0.00785141,0.00682332,0.0119367,0.0161265,0.015729,0.0190047,0.0269076,0.022355,0.0364652,0.00678834,0.0388215,0.00973432,0.0159534,0.0158599,0,0,0.0467699,0,0.0376854,0.0301083,0.0357296,0.00948437,0.015631,0.0172355,0.0212541,0.0284109,0.00967533,0.013611,0.00763445,0.0108995,0.0133853,0.0332156,0.011336,0.0124421,0.00805877,0.0245177,0.00572267,0.0171142,0.0103193,0.0129797,0,0,0
146,0.0144758,0,0,0,0,0.0155342,0,0,0,0,0,0,0.0210499,0.0280296,0.0246259,0.0141056,0,0,0.0280013,0,0.0255042,0.0296809,0.0411562,0.0263113,0.0132026,0.00663032,0.0212219,0.022708,0.00924606,0.00788594,0.00678707,0.0119216,0.0161593,0.0157835,0.0189713,0.0265932,0.0220997,0.0364446,0.0069011,0.0387391,0.00971603,0.0158645,0.0156751,0,0,0.0470264,0,0.0376294,0.0302573,0.0357422,0.00939067,0.015687,0.0171615,0.0212707,0.0284467,0.00963056,0.0135736,0.00770289,0.0108524,0.0134277,0.0332041,0.0113619,0.0123808,0.00806694,0.0247343,0.00552265,0.0173868,0.0102802,0.0128292,0,0,0
147,0.0144046,0,0,0,0,0.0155681,0,0,0,0,0,0,0.0206294,0.0280738,0.0245844,0.0141504,0,0,0.0279764,0,0.0254734,0.0297325,0.0411824,0.026541,0.0131597,0.00687791,0.021309,0.0229188,0.00920845,0.007888,0.00676454,0.0119212,0.0161794,0.0158101,0.0189513,0.0263029,0.0219289,0.0364618,0.00699173,0.0386754,0.00968566,0.0158501,0.0154871,0,0,0.0472696,0,0.0375962,0.0304268,0.0357738,0.00922584,0.0157314,0.0170363,0.0213244,0.0284808,0.0095893,0.0135332,0.00766755,0.0108321,0.0134079,0.033192,0.0113398,0.0122746,0.00806825,0.0249463,0.00518839,0.0176592,0.0102286,0.0126616,0,0,0
148,0.014255,0,0,0,0,0.0155858,0,0,0,0,0,0,0.0200927,0.0281352,0.0245374,0.0141784,0,0,0.0280282,0,0.0254338,0.0298317,0.0411723,0.0268122,0.0130816,0.00732692,0.0214382,0.0231079,0.00916541,0.00782608,0.00673199,0.0118897,0.0161173,0.0157825,0.0189442,0.0260565,0.021837,0.0366047,0.00710756,0.0386094,0.00957433,0.0158728,0.0152692,0,0,0.0474939,0,0.0375751,0.0305878,0.0358008,0.00903117,0.0157982,0.0169563,0.0213538,0.028486,0.00958964,0.0134909,0.0076192,0.0108647,0.0133336,0.0332508,0.0113078,0.0121584,0.00812359,0.0250717,0.00514912,0.0179261,0.0102645,0.0124524,0,0,0
149,0.0140798,0,0,0,0,0.0155225,0,0,0,0,0,0,0.0198177,0.0282003,0.0245274,0.0142401,0,0,0.0283636,0,0.0253766,0.0299807,0.0411703,0.0271067,0.0130479,0.00749237,0.0215319,0.0233415,0.00907128,0.00769168,0.00667974,0.0118682,0.0160342,0.0157501,0.0189196,0.0258802,0.0219038,0.0366854,0.00727465,0.0385403,0.00946176,0.0158728,0.0150549,0,0,0.0476505,0,0.0375625,0.0307101,0.0358575,0.00885161,0.0159281,0.0169972,0.0213427,0.0284645,0.00967291,0.0134746,0.0076164,0.0109468,0.0133029,0.033529,0.0113084,0.0121039,0.00822614,0.0251258,0.0051529,0.0181393,0.0103019,0.012256,0,0,0
150,0.0139297,0,0,0,0,0.0154315,0,0,0,0,0,0,0.0196075,0.028288,0.0244646,0.0143239,0,0,0.0285651,0,0.0253458,0.0301618,0.0412223,0.0273361,0.0130269,0.00742719,0.0215598,0.0236774,0.00891038,0.00772639,0.00657501,0.011835,0.015953,0.0156929,0.0189016,0.0257388,0.0221386,0.0368011,0.00738118,0.0384557,0.00934992,0.0158487,0.0148636,0,0,0.047713,0,0.0375174,0.0307212,0.0359221,0.00875501,0.0160349,0.0170059,0.0213267,0.0284647,0.0097517,0.013431,0.00764471,0.0109778,0.0133138,0.0336707,0.0112936,0.0120624,0.00824848,0.0251527,0.00498402,0.018236,0.0103116,0.012076,0,0,0
151,0.0138218,0,0,0,0,0.0153802,0,0,0,0,0,0,0.0192012,0.0283926,0.0244724,0.0143717,0,0,0.0287793,0,0.0253401,0.0303983,0.041268,0.027599,0.0130307,0.00732546,0.0215724,0.0238427,0.00879118,0.00766712,0.00644416,0.011798,0.0159124,0.0156797,0.0188869,0.0255674,0.0223987,0.0370521,0.00746806,0.038419,0.0092559,0.0158519,0.0147052,0,0,0.0477577,0,0.0374984,0.0306903,0.0359932,0.00875255,0.0161018,0.01697,0.021311,0.028506,0.0098086,0.0134042,0.0076653,0.0110039,0.0133447,0.0337114,0.0112987,0.0120479,0.0082316,0.0251815,0.00473169,0.0182788,0.0103577,0.0119537,0,0,0
152,0.01376,0,0,0,0,0.0153944,0,0,0,0,0,0,0.0188464,0.0284867,0.0245331,0.0143758,0,0,0.0290493,0,0.0253367,0.030618,0.0412815,0.0279025,0.0130121,0.00723466,0.0215585,0.024016,0.00869446,0.00747053,0.00632675,0.0117547,0.0158345,0.0156606,0.0188682,0.0254329,0.0227353,0.037289,0.0075951,0.038363,0.00918514,0.0158691,0.0145976,0,0,0.0476569,0,0.0374613,0.0305435,0.0360519,0.00878751,0.0161561,0.016901,0.0213317,0.0284801,0.00984216,0.013386,0.0076302,0.0109999,0.01338,0.0337356,0.0112869,0.0120307,0.00827378,0.0251478,0.00518868,0.0181927,0.0104385,0.0118966,0,0,0
153,0.0137681,0,0,0,0,0.0155069,0,0,0,0,0,0,0.0186775,0.0285572,0.0245802,0.0143862,0,0,0.029305,0,0.0253319,0.0308725,0.0412662,0.0282121,0.0129793,0.00717871,0.0215486,0.0242581,0.00859978,0.00743524,0.00623988,0.0117377,0.0157114,0.0156595,0.0188444,0.0252161,0.0232388,0.0374195,0.00775377,0.038313,0.0091787,0.0158621,0.0145406,0,0,0.0474062,0,0.0374262,0.0303341,0.0361074,0.00887098,0.0161884,0.0168585,0.021335,0.0284177,0.00980056,0.0133425,0.00752085,0.0109468,0.0134264,0.0337278,0.011276,0.0120306,0.00839046,0.025034,0.00597048,0.0180034,0.0104259,0.0119326,0,0,0
154,0.0137945,0,0,0,0,0.015657,0,0,0,0,0,0,0.018624,0.0286142,0.0245796,0.0144241,0,0,0.029423,0,0.0253505,0.0311368,0.0412408,0.0284544,0.0129359,0.00716797,0.0215751,0.0245108,0.00849718,0.00750425,0.00617866,0.0117286,0.015619,0.0156417,0.0188372,0.0250715,0.0235006,0.0375694,0.0079142,0.0382969,0.00916958,0.0158387,0.0144969,0,0,0.0470982,0,0.0374049,0.0301049,0.0361381,0.00897984,0.0161838,0.0168457,0.0212943,0.0283577,0.00975668,0.0132645,0.00743763,0.0108947,0.0134815,0.0337105,0.0112753,0.0120661,0.00850979,0.024904,0.00641411,0.0177954,0.0105587,0.0120493,0,0,0
155,0.0138418,0,0,0,0,0.0157506,0,0,0,0,0,0,0.0184485,0.0286419,0.0245746,0.0144616,0,0,0.0294292,0,0.0253771,0.031316,0.0412258,0.0286547,0.0128973,0.00717001,0.0216257,0.0247858,0.00842713,0.00741462,0.00612683,0.0117134,0.015642,0.0156249,0.0188389,0.0250213,0.023725,0.037722,0.0080415,0.038316,0.00913931,0.0158479,0.01449,0,0,0.0468124,0,0.037394,0.0299185,0.0361366,0.00908724,0.016181,0.0168592,0.0212393,0.0283012,0.00975145,0.0131452,0.00742732,0.0108793,0.0135347,0.0336938,0.0112786,0.0120927,0.0086125,0.0247759,0.00655891,0.0176479,0.010827,0.0121626,0,0,0
156,0.0139524,0,0,0,0,0.0158545,0,0,0,0,0,0,0.01836,0.0286562,0.0245805,0.0144692,0,0,0.0295395,0,0.0254053,0.031435,0.0412309,0.0288724,0.0128928,0.00715596,0.0216444,0.0250598,0.00834904,0.00743821,0.00604671,0.0116711,0.0157686,0.0156011,0.0188577,0.0250386,0.0238471,0.0377549,0.00813681,0.0383463,0.0091231,0.0158778,0.0145267,0,0,0.0465867,0,0.0374034,0.0297865,0.0361194,0.00919633,0.0162003,0.0168524,0.021329,0.0282685,0.00979192,0.0130625,0.00742376,0.0108786,0.0135779,0.0336885,0.0112895,0.0120949,0.0086924,0.0246034,0.00644037,0.0176109,0.0110449,0.0122851,0,0,0
157,0.0140574,0,0,0,0,0.015959,0,0,0,0,0,0,0.0181851,0.02868,0.0246237,0.0144898,0,0,0.029668,0,0.0254475,0.0314885,0.0412612,0.029205,0.0129472,0.00710126,0.0216442,0.025182,0.00826096,0.00729568,0.00594018,0.0116335,0.0157675,0.0155921,0.0188796,0.0249639,0.0239137,0.0377248,0.00819182,0.0383422,0.00911809,0.0159475,0.0145738,0,0,0.0464111,0,0.0373915,0.0296978,0.0361244,0.00933113,0.0162266,0.0168896,0.0213472,0.028217,0.00986437,0.0130156,0.00741717,0.0109002,0.0136309,0.0336877,0.0113145,0.012118,0.0087373,0.0243523,0.00611523,0.0175799,0.0111995,0.0124128,0,0,0
158,0.0141339,0,0,0,0,0.0160276,0,0,0,0,0,0,0.0180924,0.0287038,0.0246797,0.0145133,0,0,0.0297364,0,0.0254908,0.0314812,0.0413055,0.0296188,0.0130116,0.0070495,0.0216414,0.0251673,0.00815338,0.00702845,0.00586608,0.011587,0.0157143,0.015578,0.01889,0.0249296,0.0239403,0.0376585,0.00821332,0.0383158,0.00913479,0.0160488,0.0146221,0,0,0.0462145,0,0.0373467,0.0295999,0.0361442,0.00948167,0.0162465,0.0169363,0.0212526,0.0281358,0.00992173,0.0130203,0.00740386,0.01093,0.0137071,0.0337445,0.0113575,0.012194,0.00873586,0.0241388,0.00606345,0.0175883,0.0113384,0.0125682,0,0,0
159,0.0142583,0,0,0,0,0.0161607,0,0,0,0,0,0,0.0181259,0.0287001,0.0248122,0.0145265,0,0,0.0297837,0,0.0255012,0.0315166,0.0413376,0.0296403,0.0130314,0.00702227,0.021673,0.0251807,0.00807246,0.00703503,0.00580104,0.0115507,0.0156774,0.0155938,0.0188657,0.0249917,0.0239602,0.0376624,0.00821151,0.03831,0.00914193,0.0159749,0.0146853,0,0,0.0460447,0,0.0373177,0.0295547,0.0361389,0.00961128,0.0162456,0.0169712,0.0211603,0.0280951,0.00993647,0.0130464,0.00735118,0.0109656,0.0137698,0.0337981,0.011378,0.0122622,0.00870119,0.024011,0.00622535,0.0177329,0.0115448,0.0127488,0,0,0
160,0.0143744,0,0,0,0,0.0162744,0,0,0,0,0,0,0.0181347,0.0286551,0.024897,0.0145604,0,0,0.029734,0,0.025505,0.0315231,0.0413766,0.0296357,0.0130493,0.00701801,0.0217117,0.0251168,0.00798648,0.00709352,0.00572854,0.011515,0.01562,0.0155807,0.0188755,0.025099,0.0239182,0.0376456,0.00818523,0.0383703,0.00914541,0.0159514,0.0147423,0,0,0.0459422,0,0.0373484,0.0295726,0.0361357,0.00965367,0.0162593,0.0169628,0.0212507,0.0280958,0.00993695,0.0130097,0.00720086,0.0109968,0.0137939,0.0338253,0.011401,0.012299,0.0086591,0.0239465,0.00614884,0.01796,0.0117302,0.012923,0,0,0
161,0.014502,0,0,0,0,0.0163036,0,0,0,0,0,0,0.0181608,0.0286178,0.0249297,0.0146291,0,0,0.0295838,0,0.0255365,0.0314277,0.0414214,0.0297221,0.0130635,0.00695266,0.0217685,0.0250694,0.00791581,0.00706102,0.00569457,0.011474,0.0155587,0.0155481,0.0188985,0.0251871,0.0237976,0.0376073,0.00816172,0.038426,0.0091496,0.015992,0.0147968,0,0,0.0458447,0,0.0373604,0.029585,0.0361431,0.00972575,0.0162792,0.0169575,0.021297,0.0280962,0.00995673,0.0129396,0.00700546,0.0110407,0.013791,0.0338113,0.0114172,0.012294,0.00863444,0.0238475,0.00596177,0.0181341,0.011866,0.0130515,0,0,0
162,0.0146232,0,0,0,0,0.0162922,0,0,0,0,0,0,0.0182874,0.0286023,0.0249544,0.0146884,0,0,0.0292853,0,0.0255767,0.0312482,0.0414668,0.0298002,0.0130791,0.00692151,0.0218088,0.0250472,0.00786307,0.00664478,0.00567715,0.0114186,0.0155052,0.0155408,0.0189143,0.0251519,0.0235928,0.0375512,0.00811235,0.0384469,0.00912801,0.0160467,0.0148292,0,0,0.0458097,0,0.0373458,0.0295769,0.0361635,0.00971069,0.016313,0.0170022,0.021295,0.0280536,0.00999391,0.0128428,0.00718302,0.0111117,0.0137683,0.0337532,0.0113992,0.0122723,0.00859095,0.0238649,0.00562716,0.0182335,0.0119138,0.0131586,0,0,0
