Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,,x79
1189,0.0106001,0,0,0,0,0.0160395,0,0,0,0,0,0.0198678,0.0279519,0.0101489,0.0358472,0,0,0.0193968,0,0.0330665,0.0102217,0.0423872,0.0117535,0.012595,0.0202793,0.0244348,0.0345253,0.0157953,0.0196758,0.0213946,0.0136182,0.015292,0.00551129,0.023956,0.02717,0.0189544,0.0238662,0.00182428,0.0562865,0.0417256,0.0404685,0.0559425,0.0146551,0,0,0.0104385,0,0.0419902,0.00993099,0.0585268,0.0524915,0.0283203,0.0352058,0.0157094,0.0214788,0.0370569,0.0617632,0,0.0358762,0.010774,0.0243268,0.0195983,0.0209463,0.04934,0.0140745,0.00364169,0.00196152,0.0205014,0.0144947,0,0,0,0,0,0,0
1190,0.0103243,0,0,0,0,0.0159963,0,0,0,0,0,0.0192096,0.0279182,0.0100016,0.0360779,0,0,0.0190218,0,0.0330973,0.0100432,0.042591,0.0113857,0.0126275,0.019969,0.0251394,0.0341632,0.0155761,0.0193291,0.021142,0.0134011,0.0149897,0.00544691,0.0238761,0.0261021,0.0186178,0.0239036,0.00183492,0.0615911,0.0417409,0.0406391,0.0561887,0.0145248,0,0,0.0103815,0,0.0420754,0.00979035,0.0581638,0.0519865,0.0286232,0.0352968,0.0163895,0.0213363,0.0374375,0.0614947,0,0.0361314,0.0103897,0.0242328,0.0200013,0.0204265,0.0546188,0.0139572,0.00347187,0.00202019,0.0205895,0.0141725,0,0,0,0,0,0,0
1191,0.00994616,0,0,0,0,0.0159121,0,0,0,0,0,0.018365,0.0279043,0.00991785,0.0362991,0,0,0.0186222,0,0.0331536,0.00981201,0.0428441,0.0110473,0.0126776,0.0197414,0.0258909,0.033872,0.0153123,0.0189759,0.0209223,0.0132313,0.0146712,0.00540697,0.0239242,0.025135,0.0182266,0.0239597,0.00185851,0.0667821,0.0416826,0.0407441,0.0563912,0.0143467,0,0,0.0102503,0,0.042084,0.00962538,0.0580426,0.0516587,0.0288873,0.0354084,0.0171464,0.0211532,0.0376215,0.0613211,0,0.0363925,0.00981503,0.0242689,0.0198193,0.0196416,0.0598021,0.0137426,0.00322378,0.00229794,0.0206044,0.0138555,0,0,0,0,0,0,0
1192,0.00955299,0,0,0,0,0.0158334,0,0,0,0,0,0.0174559,0.0279461,0.00991244,0.0365639,0,0,0.0182992,0,0.0331879,0.00962747,0.0431423,0.0108364,0.0128029,0.0195069,0.0266665,0.0335368,0.0150659,0.0185355,0.0206958,0.0130433,0.0143639,0.00542505,0.0239455,0.0240668,0.0178343,0.024005,0.0019005,0.071671,0.0416528,0.0408767,0.0564456,0.0142048,0,0,0.0100658,0,0.0421114,0.00946436,0.0581947,0.0513169,0.0291563,0.0355238,0.017966,0.0208704,0.0376802,0.0611446,0,0.0365504,0.00912647,0.0243739,0.0195291,0.0187113,0.0649009,0.0134332,0.00301639,0.00234475,0.0206092,0.0134955,0,0,0,0,0,0,0
1193,0.00918092,0,0,0,0,0.0158252,0,0,0,0,0,0.016871,0.0279405,0.00995836,0.0367347,0,0,0.0180873,0,0.0331985,0.00952769,0.0435084,0.0106991,0.0129852,0.0192289,0.0273011,0.0332799,0.0148573,0.0180188,0.0205021,0.0128199,0.0140531,0.00543544,0.0239059,0.0231057,0.0175614,0.0240466,0.00196114,0.0759663,0.0416701,0.0406294,0.0562192,0.0140442,0,0,0.00985033,0,0.0422158,0.00936654,0.0585073,0.0502006,0.029393,0.0353254,0.0185812,0.0204449,0.0375042,0.0608911,0,0.0364865,0.00830454,0.0243871,0.019254,0.0176615,0.0696748,0.0130554,0.00287137,0.00223569,0.0205974,0.0130635,0,0,0,0,0,0,0
1194,0.00877745,0,0,0,0,0.0157945,0,0,0,0,0,0.0163541,0.0279603,0.0100649,0.0367923,0,0,0.0178647,0,0.0332579,0.00942031,0.0438785,0.0105291,0.0131053,0.018939,0.0278508,0.0330049,0.0146473,0.0175939,0.0203191,0.0126426,0.0136748,0.00548663,0.0239973,0.0222713,0.0172734,0.0241386,0.00207617,0.0793506,0.0416386,0.0402034,0.0560181,0.0138351,0,0,0.00960598,0,0.0422835,0.00925956,0.0588947,0.0489988,0.0295917,0.0349396,0.0192021,0.0199882,0.0371791,0.0606185,0,0.0363921,0.00750745,0.0244123,0.0189247,0.0165526,0.0736565,0.0126982,0.00277508,0.00239358,0.0205016,0.0127324,0,0,0,0,0,0,0
1195,0.00833803,0,0,0,0,0.0157971,0,0,0,0,0,0.0158776,0.0280051,0.0101927,0.0366802,0,0,0.0176281,0,0.0333668,0.00928736,0.0442504,0.0103756,0.0131645,0.0186731,0.0282685,0.0326885,0.0144037,0.0173622,0.020112,0.0124817,0.0132841,0.00561841,0.0241666,0.0215264,0.0169819,0.0242964,0.00230196,0.0816098,0.0416065,0.0398115,0.0558692,0.0136392,0,0,0.00944726,0,0.0423491,0.00912835,0.0592201,0.0482525,0.0298559,0.0345135,0.0198414,0.0195432,0.0368156,0.0603956,0,0.0363535,0.00681712,0.0245153,0.0186478,0.0156767,0.0765313,0.0123709,0.00278188,0.00253254,0.0203737,0.0124898,0,0,0,0,0,0,0
1196,0.00788992,0,0,0,0,0.0158581,0,0,0,0,0,0.0152889,0.0280668,0.0102945,0.0365767,0,0,0.0174191,0,0.0334931,0.00916883,0.0445992,0.0103344,0.0131992,0.0183188,0.028715,0.0324506,0.014101,0.0169719,0.0198348,0.0122511,0.0128902,0.00561762,0.0242478,0.0205992,0.0167067,0.0245043,0.00259547,0.0827669,0.0415061,0.039653,0.0557124,0.0134502,0,0,0.0091779,0,0.042368,0.00901615,0.0593455,0.0478808,0.0301522,0.034094,0.0205121,0.0191449,0.0365192,0.0601305,0,0.0362753,0.00637298,0.0247659,0.0185341,0.0151786,0.0780839,0.0120901,0.00264754,0.00266141,0.0203006,0.0121742,0,0,0,0,0,0,0
1197,0.00742899,0,0,0,0,0.0159593,0,0,0,0,0,0.0144941,0.0281602,0.0104098,0.0365929,0,0,0.0171518,0,0.0336853,0.00903926,0.0449271,0.010339,0.0131964,0.0178601,0.0292897,0.0322242,0.0137887,0.0164718,0.0194678,0.0119886,0.012542,0.00562349,0.0242406,0.0194972,0.0163988,0.0247929,0.00288292,0.0827043,0.0414768,0.0397025,0.0555663,0.0133091,0,0,0.00887868,0,0.0424434,0.00891637,0.0592888,0.0478989,0.0304933,0.0335867,0.0212448,0.0187858,0.0359455,0.0597282,0,0.0360132,0.00630571,0.0251036,0.0186118,0.0152158,0.0781942,0.0117991,0.00255034,0.00288517,0.0203452,0.0117986,0,0,0,0,0,0,0
1198,0.0091013,0,0,0,0,0.0139035,0,0,0,0,0,0.0133365,0.0291515,0.0103094,0.0366224,0,0,0.0140799,0,0.0292064,0.00413955,0.0451915,0.0102058,0.0134056,0.0171144,0.0309162,0.0336881,0.0132404,0.0157374,0.0187323,0.0115475,0.0119613,0.00552849,0.0242047,0.0179957,0.0118162,0,0.010929,0.0813901,0.0418533,0.0401128,0.055144,0.014382,0,0,0.00987199,0,0.0424905,0.00954767,0.0589789,0.0488318,0.0304328,0.0325993,0.0229648,0.0213777,0.0353981,0.0597361,0,0.0354781,0.00666107,0.0253553,0.0188969,0.0159032,0.0772519,0.0136863,0.00271625,0.00262214,0.0193592,0.0128694,0,0,0,0,0,0,0
1199,0.00635437,0,0,0,0,0.0164537,0,0,0,0,0,0.0129112,0.0283617,0.010646,0.0366254,0,0,0.0161714,0,0.0341139,0.00856242,0.0454631,0.0104862,0.0132428,0.0170806,0.0306505,0.0318809,0.0131868,0.0156534,0.0186958,0.0116242,0.0119163,0.00564327,0.0244636,0.0172887,0.0155563,0.0254171,0.00330088,0.0789999,0.0415246,0.0403139,0.0553988,0.0130541,0,0,0.00830892,0,0.0426509,0.00864689,0.0587391,0.0495382,0.0312844,0.0322018,0.0229931,0.0179426,0.0353917,0.0587252,0,0.0352497,0.00765542,0.0260116,0.0193057,0.0172114,0.0761863,0.0110684,0.00246582,0.00288152,0.0210581,0.0109512,0,0,0,0,0,0,0
1200,0.0058399,0,0,0,0,0.0166185,0,0,0,0,0,0.0121365,0.0286111,0.0109101,0.0365733,0,0,0.0154887,0,0.0342812,0.00811106,0.0457177,0.0107926,0.0132794,0.0168052,0.0311877,0.0316762,0.012898,0.0153928,0.0184124,0.0115737,0.0116494,0.00575439,0.0246514,0.0165393,0.0149842,0.0256639,0.00345853,0.0759365,0.0414502,0.0403897,0.0554282,0.0128994,0,0,0.00796761,0,0.0426665,0.00853026,0.0584239,0.0496605,0.0317576,0.0315174,0.0239288,0.0177537,0.0351288,0.0584572,0,0.0348027,0.00892266,0.0266192,0.0196979,0.018978,0.0745796,0.0108029,0.00236809,0.00302234,0.0214411,0.0105493,0,0,0,0,0,0,0
1201,0.00520214,0,0,0,0,0.0168842,0,0,0,0,0,0.0115804,0.0288849,0.0112696,0.0364563,0,0,0.0146796,0,0.0344964,0.00764464,0.0459856,0.0112266,0.0133557,0.016463,0.0319464,0.031548,0.0125399,0.0150924,0.0180346,0.0114754,0.0114367,0.00598041,0.0249366,0.0155496,0.0143092,0.0260287,0.00353188,0.072563,0.0414127,0.0403856,0.0553876,0.0127258,0,0,0.00764127,0,0.0427037,0.00845413,0.0581014,0.0494171,0.032246,0.0308189,0.0249364,0.0175014,0.0347113,0.058232,0,0.0342581,0.0103458,0.0276512,0.0199897,0.0211705,0.073069,0.0105494,0.00233037,0.00309728,0.0219583,0.0100728,0,0,0,0,0,0,0
1202,0.00449805,0,0,0,0,0.0173068,0,0,0,0,0,0.0110341,0.0288511,0.0117251,0.0364181,0,0,0.0139319,0,0.034713,0.00720776,0.0463695,0.0118628,0.0134113,0.0160093,0.0327517,0.0316091,0.0121072,0.0147065,0.0175706,0.0113466,0.0112315,0.00621085,0.0251508,0.0147194,0.0137489,0.0262203,0.00360208,0.0693629,0.0414159,0.0398114,0.0553534,0.012537,0,0,0.00726708,0,0.0427792,0.00842665,0.0578012,0.0481488,0.0327485,0.0297149,0.0257775,0.0170778,0.0338334,0.0574114,0,0.0332217,0.0122774,0.0282819,0.0199453,0.0232426,0.0723456,0.0102056,0.00232719,0.00327153,0.0225987,0.00949845,0,0,0,0,0,0,0
1203,0.00692622,0,0,0,0,0.0192291,0,0,0,0,0,0.00782977,0.0294055,0.00926111,0.0327109,0,0,0.00991916,0,0.030008,0.00685232,0.048645,0.0100745,0.0128301,0.0106235,0.0397149,0.0329475,0.00751839,0.00983939,0.0121646,0.00796282,0.00735887,0.0053888,0.0235222,0.0110377,0.00403651,0,0.0136423,0.0655916,0.0415002,0.0438258,0.051195,0.0123075,0,0,0.00697557,0,0.0429392,0.00841416,0.0537324,0.0547651,0.0380386,0.0198761,0.0372828,0.0174821,0.0238099,0,0,0.0225018,0.0185459,0.0186334,0.0228252,0.0292242,0.066568,0.0104716,0.00242601,0.00314203,0.0266465,0.00810776,0,0,0,0,0,0,0
1204,0.00734407,0,0,0,0,0.0198296,0,0,0,0,0,0.00769237,0.0294856,0.00942482,0.0330279,0,0,0.00989628,0,0.0301078,0.00719321,0.0492155,0.0108555,0.01293,0.0100245,0.0403664,0.0335205,0.00696899,0.00928476,0.0115958,0.00772494,0.00701402,0.00542283,0.0236145,0.0105675,0.00385858,0,0.0140919,0.0620218,0.0415116,0.0422047,0.0516707,0.0123288,0,0,0.00664559,0,0.0429807,0.00834481,0.0537614,0.0524132,0.0390852,0.018535,0.0382207,0.017236,0.0221599,0,0.0288225,0.0206834,0.0207487,0.0185147,0.0227615,0.0308235,0.0656978,0.010154,0.00248342,0.0030802,0.0274357,0.0082135,0,0,0,0,0,0,0
1205,0.00523066,0,0,0,0,0.0217861,0,0,0,0,0,0.00786468,0.0291436,0.0100635,0.033295,0,0,0.00817541,0,0.0358065,0.00347462,0.0494697,0.0121805,0.0127105,0.00996559,0.0397583,0.0307655,0.00693048,0.00927276,0.0116406,0.00782993,0.00719266,0.00559533,0.0240504,0.0106663,0.00657881,0.02827,0.00524541,0.0576797,0.0412215,0.0407135,0.0521904,0.0121586,0,0,0.00501731,0,0.0431542,0.00767894,0.0537233,0.0512174,0.0395494,0.0186447,0.0374925,0.0135391,0.0210271,0,0.0275551,0.0198084,0.0216592,0.0190257,0.0220562,0.0315496,0.062108,0.00739781,0.00236344,0.00349147,0.0286537,0.00660632,0,0,0,0,0,0,0
1206,0.00567955,0,0,0,0,0.0221334,0,0,0,0,0,0.00753828,0.029124,0.0105814,0.0334546,0,0,0.00807013,0,0.036061,0.00342597,0.0496819,0.0133884,0.0128238,0.0094679,0.0400772,0.0310104,0.00662242,0.00892312,0.0112579,0.00762576,0.00705467,0.00566005,0.0243033,0.0109795,0.00677156,0.0287186,0.00529127,0.0524015,0.0413042,0.0389845,0.0524388,0.0122408,0,0,0.00475074,0,0.0432386,0.00774723,0.0538166,0.04941,0.0398679,0.0177319,0.0377085,0.0133539,0.0199122,0,0.0260446,0.019123,0.0214637,0.0190958,0.0214797,0.03104,0.0568878,0.00716736,0.00241758,0.00354936,0.0290495,0.00660949,0,0,0,0,0,0,0
1207,0.00609952,0,0,0,0,0.0223743,0,0,0,0,0,0.00707413,0.0291813,0.0108689,0.0336973,0,0,0.00805241,0,0.0362748,0.00344106,0.0498917,0.0146687,0.0129701,0.00884475,0.0404375,0.0314197,0.00621125,0.00844298,0.010754,0.00739809,0.00691025,0.0057282,0.0245217,0.0111166,0.0070248,0.0290735,0.00541827,0.0464972,0.0413112,0.0369407,0.0527211,0.0122466,0,0,0.00455866,0,0.043231,0.00772928,0.0538224,0.0467473,0.0400331,0.0164165,0.0379059,0.0133396,0.0190724,0,0.025927,0.0188873,0.0204537,0.0194474,0.0208771,0.029377,0.0510883,0.00710102,0.00238865,0.00350521,0.0292554,0.0068617,0,0,0,0,0,0,0
1208,0.00644596,0,0,0,0,0.0225962,0,0,0,0,0,0.00647029,0.0293106,0.010945,0.0339988,0,0,0.00804754,0,0.0364303,0.00346114,0.0501305,0.0161056,0.0131488,0.00819896,0.0409579,0.0318149,0.00572903,0.00801751,0.0101765,0.00720898,0.00678721,0.00587197,0.0247598,0.0113034,0.00715317,0.0293423,0.00564145,0.0408877,0.041346,0.0350672,0.053025,0.0122549,0,0,0.00441564,0,0.0432323,0.00770604,0.0534871,0.0439644,0.04015,0.0157728,0.0382134,0.0133254,0.018421,0,0.0259253,0.0190967,0.0193371,0.0201921,0.0200158,0.0274723,0.0459679,0.00709407,0.00239785,0.0034073,0.0294023,0.00701318,0,0,0,0,0,0,0
1209,0.00675861,0,0,0,0,0.0228846,0,0,0,0,0,0.00595444,0.0294105,0.0110583,0.0344076,0,0,0.00806321,0,0.036554,0.00350745,0.0504498,0.0177653,0.013342,0.00739698,0.0416052,0.031992,0.00524173,0.00751552,0.00940652,0.00699821,0.00658603,0.00602469,0.0250827,0.0115438,0.00711143,0.0296067,0.00585484,0.036045,0.0414088,0.0332343,0.0533782,0.0123563,0,0,0.0042829,0,0.0432645,0.00771596,0.0528474,0.0412169,0.0403465,0.0161434,0.0387735,0.013197,0.0182021,0,0.0242956,0.0198477,0.0187321,0.021161,0.0192113,0.0261962,0.0408476,0.00713392,0.00252489,0.00338464,0.0295685,0.00705738,0,0,0,0,0,0,0
1210,0.00703575,0,0,0,0,0.0231883,0,0,0,0,0,0.00562321,0.0294722,0.0110916,0.0347878,0,0,0.00795727,0,0.0366292,0.00346639,0.0508235,0.0194711,0.0134979,0.006579,0.0422416,0.0321385,0.00493869,0.00711279,0.0085749,0.00677864,0.00642797,0.00601385,0.0254847,0.0119702,0.00705342,0.0298386,0.00599505,0.0321327,0.0414877,0.0311018,0.0538133,0.012423,0,0,0.00414445,0,0.0433198,0.00778471,0.0523036,0.0382967,0.0405087,0.0167029,0.0393399,0.013052,0.0184722,0,0.0225935,0.0208292,0.0186039,0.0218661,0.0185081,0.0253614,0.036243,0.0071439,0.00264699,0.00328245,0.0297342,0.00725502,0,0,0,0,0,0,0
1211,0.00716669,0,0,0,0,0.0232546,0,0,0,0,0,0.00549967,0.0295399,0.0111326,0.0353064,0,0,0.00794122,0,0.0367798,0.00340613,0.0511478,0.0213346,0.0137049,0.0055755,0.0429085,0.032342,0.00499871,0.00661969,0.00769127,0.0065091,0.00646638,0.00614984,0.0260038,0.0125723,0.00684548,0.0301081,0.0061424,0.0281648,0.0415336,0.0286413,0.0544089,0.012416,0,0,0.00404876,0,0.0433674,0.00790002,0.0519487,0.0350106,0.0405393,0.0168217,0.0398194,0.013164,0.0189565,0,0.0209437,0.0216447,0.0182979,0.0223404,0.017588,0.0244526,0.0319059,0.00724859,0.00265239,0.00335495,0.0297894,0.0076371,0,0,0,0,0,0,0
1212,0.00720627,0,0,0,0,0.0232118,0,0,0,0,0,0.00596098,0.0296588,0.0114729,0.0358475,0,0,0.00789833,0,0.0369466,0.00333413,0.0513307,0.0229728,0.0139222,0.0046849,0.0433922,0.0325709,0.00545336,0.00606277,0.00693726,0.00624986,0.00684941,0.00633085,0.0265447,0.0133461,0.00678594,0.0303835,0.00628137,0.0243709,0.041588,0.0263539,0.0550096,0.012376,0,0,0.00404075,0,0.0433748,0.00805071,0.05167,0.0317461,0.040405,0.0166547,0.0399279,0.013334,0.0194381,0,0.0193773,0.0221387,0.0176705,0.0227371,0.0164227,0.023377,0.0279679,0.00733052,0.00271313,0.00330099,0.0297974,0.00771336,0,0,0,0,0,0,0
1213,0.00719358,0,0,0,0,0.0231264,0,0,0,0,0,0.00700825,0.0297641,0.0121212,0.0363472,0,0,0.00797679,0,0.0370705,0.0034053,0.0513588,0.0245492,0.0141363,0.00404977,0.0436781,0.0328545,0.00609425,0.0055699,0.00640291,0.00615059,0.00772054,0.00674182,0.0271439,0.0143216,0.00709988,0.0307008,0.00641169,0.0218147,0.0416388,0.0247839,0.0553972,0.012332,0,0,0.00412519,0,0.0433513,0.00819392,0.0513813,0.0293736,0.0401316,0.0167025,0.0397436,0.0135283,0.0196249,0,0.0175915,0.0222683,0.0172493,0.0233241,0.0155007,0.0226426,0.0249091,0.00741335,0.00287061,0.00328902,0.029766,0.00762194,0,0,0,0,0,0,0
1214,0.00712201,0,0,0,0,0.0230631,0,0,0,0,0,0.00836839,0.0297054,0.0127784,0.0366702,0,0,0.00822905,0,0.0370981,0.00356686,0.051232,0.0257448,0.0143072,0.00378591,0.0437519,0.0332926,0.00663077,0.00517947,0.00613522,0.00632263,0.00880126,0.00710577,0.0276612,0.0152564,0.00749076,0.0309929,0.0065562,0.0200417,0.0417421,0.0237884,0.0554563,0.012272,0,0,0.00422156,0,0.0433671,0.00833546,0.0512064,0.027767,0.0397013,0.0171144,0.0394064,0.0137362,0.0195844,0,0.0155905,0.0222187,0.0169847,0.0240227,0.0148024,0.0220417,0.0228389,0.00751933,0.00309892,0.00319008,0.0297579,0.00749135,0,0,0,0,0,0,0
1215,0.00669713,0,0,0,0,0.0228448,0,0,0,0,0,0.00975635,0.0297955,0.0134394,0.0366503,0,0,0.00852003,0,0.0371662,0.00373427,0.0507295,0.0265382,0.0143857,0.0040068,0.0432987,0.0336982,0.00685879,0.00496817,0.00623608,0.00672815,0.00983702,0.00752492,0.0282379,0.0161705,0.00797779,0.031246,0.00659411,0.0186207,0.0418774,0.0227639,0.0550266,0.0121244,0,0,0.00443997,0,0.0434061,0.00847394,0.0512301,0.0261485,0.0384857,0.0178496,0.0383963,0.0141568,0.0198393,0,0,0.0226694,0.0163592,0.0250471,0.0137875,0.0211129,0.0213007,0.00779018,0.00328318,0.00321323,0.0295344,0.00718055,0,0,0,0,0,0,0
1216,0.0067256,0,0,0,0,0.0228607,0,0,0,0,0,0.011206,0.0300401,0.0140266,0.036713,0,0,0.00859794,0,0.0373223,0.00376315,0.0506758,0.02703,0.0144499,0.00414631,0.0432662,0.0340597,0.0067541,0.00447702,0.0061741,0.00698268,0.0101306,0.00782532,0.0285145,0.0170675,0.00821403,0.0315594,0.00666069,0.0173025,0.0419996,0.0220841,0.0548313,0.0120867,0,0,0.00453913,0,0.0434628,0.00860093,0.0515323,0.025088,0.0380793,0.018292,0.0382778,0.0144889,0.0196535,0,0,0.0229056,0.0160054,0.025479,0.0132311,0.0204295,0.0195783,0.00800526,0.00343922,0.00332781,0.0295257,0.00716276,0,0,0,0,0,0,0
1217,0.00715459,0,0,0,0,0.0230523,0,0,0,0,0,0.0122704,0.0302391,0.0144396,0.0370553,0,0,0.00864237,0,0.0374807,0.0037916,0.0511164,0.0274654,0.0146104,0.0040268,0.0439948,0.0342678,0.00655392,0.00366559,0.00589738,0.00697917,0.0100276,0.00802002,0.0284701,0.0176047,0.00808834,0.0319039,0.00677615,0.015562,0.0420311,0.0216438,0.0551037,0.0121812,0,0,0.00449666,0,0.0434572,0.00873011,0.0518834,0.0244404,0.0385101,0.0183054,0.0394026,0.0145939,0.0190368,0,0.0132305,0.0228261,0.0160311,0.0254966,0.0129959,0.0201632,0.0174346,0.00805277,0.0034845,0.00340588,0.0297065,0.0075229,0,0,0,0,0,0,0
1218,0.00716241,0,0,0,0,0.0230948,0,0,0,0,0,0.0122569,0.0303197,0.0148241,0.0374365,0,0,0.0088675,0,0.0375749,0.00393789,0.0512959,0.0280037,0.0148504,0.00397799,0.0446882,0.0345535,0.00610423,0.00299659,0.00591148,0.00699452,0.00968711,0.00823417,0.0281976,0.0177287,0.00818024,0.032173,0.00681338,0.0138331,0.0420893,0.0208467,0.0552237,0.0122076,0,0,0.0045244,0,0.0434373,0.00888246,0.052035,0.0234332,0.0382539,0.0186909,0.0402448,0.0146948,0.0188993,0,0.0132131,0.0232691,0.0160619,0.0260001,0.0124563,0.0197336,0.0156695,0.00816292,0.0035616,0.0034131,0.0296847,0.00757019,0,0,0,0,0,0,0
1219,0.00713077,0,0,0,0,0.0229956,0,0,0,0,0,0.0113975,0.0304357,0.0147072,0.0377029,0,0,0.00908107,0,0.0376603,0.00406194,0.0514566,0.0282563,0.0149774,0.00386843,0.0452321,0.034777,0.0057054,0.002574,0.00597339,0.00680513,0.0091017,0.00834983,0.0276184,0.017357,0.00833605,0.0323704,0.00684511,0.012306,0.0421709,0.0199203,0.0553759,0.0122127,0,0,0.00468096,0,0.0434276,0.00898794,0.0519733,0.0222737,0.0381861,0.0191316,0.0410603,0.0148126,0.0188688,0,0.0131701,0.0236532,0.0161258,0.0265677,0.0120869,0.019459,0.0143128,0.00831669,0.00378486,0.00340621,0.029446,0.00739269,0,0,0,0,0,0,0
1220,0.00705632,0,0,0,0,0.0227395,0,0,0,0,0,0.010192,0.030506,0.014209,0.0379769,0,0,0.00928605,0,0.0376908,0.00417173,0.0515109,0.0279375,0.0151112,0.00370443,0.0457835,0.0348985,0.00549498,0.00263994,0.00590992,0.0064892,0.00841432,0.00839074,0.0269966,0.0167304,0.00845221,0.032524,0.00684049,0.0112926,0.0422423,0.0191167,0.0555301,0.0122139,0,0,0.00492672,0,0.0434182,0.00906057,0.0517804,0.0210289,0.0381159,0.0196987,0.0418416,0.0149091,0.0189756,0,0.012189,0.0239134,0.0163278,0.0271264,0.0119118,0.0194425,0.0134719,0.00849677,0.00395494,0.0033824,0.0290851,0.00705403,0,0,0,0,0,0,0
1221,0.00690632,0,0,0,0,0.0224508,0,0,0,0,0,0.00931545,0.0304661,0.0133031,0.0382714,0,0,0.00947371,0,0.0376747,0.00437961,0.0515875,0.0267505,0.0153156,0.0036229,0.0463387,0.0350484,0.00551951,0.00338555,0.00570006,0.00609676,0.00766904,0.00824809,0.0264309,0.0161113,0.0085508,0.0326787,0.00689615,0.0106194,0.0422775,0.0183816,0.0556498,0.012212,0,0,0.00515795,0,0.0433952,0.00910507,0.0515394,0.0199169,0.038019,0.0203333,0.0425448,0.0149607,0.0191598,0,0.0114645,0.0240747,0.0165636,0.0276747,0.0117616,0.0194238,0.0128569,0.0085875,0.00404541,0.0033198,0.028663,0.00703522,0,0,0,0,0,0,0
1222,0.00669131,0,0,0,0,0.0221695,0,0,0,0,0,0.00870479,0.0306375,0.0123841,0.0384184,0,0,0.00925479,0,0.0377261,0.00441254,0.0517326,0.0248281,0.0155541,0.00361794,0.0466925,0.0352809,0.00600061,0.00475209,0.00549545,0.00569138,0.00691695,0.00799507,0.0259478,0.0154043,0.00889167,0.0329423,0.00686405,0.0100161,0.0423145,0.0178348,0.0556497,0.012222,0,0,0.00525608,0,0.0433798,0.00915958,0.0513599,0.0191074,0.0378958,0.0209656,0.0428744,0.0149741,0.0192721,0,0.0111129,0.0241926,0.016784,0.0282681,0.0115688,0.0194524,0.0125459,0.00861862,0.00411379,0.00331949,0.028287,0.00732102,0,0,0,0,0,0,0
1223,0.00647985,0,0,0,0,0.0218565,0,0,0,0,0,0.0083631,0.030827,0.011566,0.0382923,0,0,0.0090872,0,0.0377976,0.0044456,0.052,0.0223939,0.0157203,0.00387285,0.0466818,0.0355534,0.00688316,0.00661802,0.0055273,0.00533992,0.00609866,0.00763169,0.025436,0.0145469,0.00920365,0.0331399,0.00681682,0.00975614,0.0424116,0.0176384,0.0555014,0.0122367,0,0,0.0054067,0,0.0433985,0.00930961,0.0512834,0.0185995,0.0378551,0.0214589,0.0427414,0.0150561,0.0191705,0,0.0109441,0.0242529,0.0169943,0.0288777,0.0114642,0.0195641,0.0124684,0.00868551,0.0042859,0.00331498,0.0279685,0.00737206,0,0,0,0,0,0,0
1224,0.00630739,0,0,0,0,0.0215785,0,0,0,0,0,0.00802866,0.0309491,0.0107927,0.0381018,0,0,0.00922027,0,0.0378462,0.00449695,0.0524014,0.0200433,0.0158813,0.00436278,0.0465069,0.0358593,0.00802897,0.00865525,0.00586113,0.00521562,0.00527528,0.00721289,0.0247612,0.0134162,0.00941202,0.0332558,0.00677566,0.00966711,0.0425564,0.0176383,0.0552681,0.0122332,0,0,0.00554897,0,0.0434589,0.00952473,0.0513466,0.0182442,0.0377653,0.021874,0.0423944,0.0151725,0.0189329,0,0.0108324,0.0242932,0.0171657,0.0293566,0.0115039,0.0196004,0.012427,0.00869664,0.0045498,0.00332071,0.0277367,0.00735297,0,0,0,0,0,0,0
1225,0.00620604,0,0,0,0,0.0213415,0,0,0,0,0,0.00752137,0.0310402,0.0100271,0.038077,0,0,0.0093079,0,0.0378851,0.00456553,0.0528864,0.0183564,0.0160587,0.00509802,0.0462643,0.0360808,0.00922132,0.0105678,0.00642296,0.00528372,0.0048386,0.00693232,0.0238344,0.0121812,0.00962904,0.0333351,0.00675531,0.00951381,0.0425932,0.0174907,0.0549727,0.0122664,0,0,0.00576393,0,0.043456,0.00971742,0.0514176,0.0177422,0.0376634,0.0218767,0.0419826,0.0153131,0.0187646,0,0.0107527,0.0242602,0.0169355,0.0295629,0.0112701,0.0192274,0.0123788,0.00867133,0.00467059,0.00337558,0.0276041,0.00734261,0,0,0,0,0,0,0
