Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x75,x76
9,0.00739945,0,0,0,0,0.00782321,0,0,0,0.0361481,0.0231807,0.0293481,0.0194781,0,0,0.0180504,0,0.0300686,0.0144964,0.0396801,0.0270767,0.00353723,0.0118108,0.0274595,0.0277888,0.017191,0.0160931,0.0147783,0.00841548,0.0146029,0.0124011,0.0172535,0.0392561,0.0176268,0.0113383,0.00850455,0.0110958,0.0299737,0.0109372,0.0149399,0.00412297,0,0,0.0221621,0,0.0293051,0.0275192,0.0373834,0.0087315,0.0133936,0.0115776,0.0246875,0.0286325,0.0102851,0.01566,0.00869041,0.0117297,0.00855947,0.0324668,0.00975484,0.00873965,0.0121085,0.0231381,0.0388932,0.0143262,0.00745173,0.00766556,0,0,0,0,0
10,0.00746397,0,0,0,0,0.00783782,0,0,0,0.0360128,0.0232122,0.0292442,0.019551,0,0,0.018183,0,0.0300053,0.0145694,0.0396632,0.0270628,0.00354837,0.0117237,0.0276085,0.0278298,0.0171404,0.0157754,0.0147243,0.00836313,0.0145521,0.0123788,0.0172734,0.0391747,0.0176593,0.0112705,0.00856343,0.0109299,0.0299595,0.0107884,0.0150597,0.00415939,0,0,0.0223017,0,0.0292873,0.0275151,0.0373201,0.00868182,0.013382,0.0117042,0.0248729,0.028795,0.0103378,0.015657,0.00868963,0.0117477,0.00869938,0.0324577,0.00976905,0.00884282,0.0118761,0.0231113,0.0389248,0.0143688,0.00746543,0.00769698,0,0,0,0,0
11,0.00749089,0,0,0,0,0.00785648,0,0,0,0.036013,0.0231777,0.029235,0.0195767,0,0,0.0182528,0,0.0300136,0.0145674,0.0397203,0.0270598,0.00357129,0.0116909,0.027704,0.027835,0.017123,0.0157824,0.0146875,0.00837809,0.014567,0.0123984,0.0172966,0.0391901,0.0176676,0.011294,0.00856289,0.0108389,0.0299456,0.0107225,0.0151487,0.00414057,0,0,0.0223917,0,0.0292723,0.0274867,0.037273,0.00868861,0.013351,0.0117695,0.0250145,0.0289177,0.0103739,0.0156224,0.00872977,0.0117607,0.00880966,0.0324156,0.00978561,0.0089127,0.0117262,0.023089,0.03892,0.0144272,0.00747259,0.00770488,0,0,0,0,0
12,0.00749116,0,0,0,0,0.00784379,0,0,0,0.0361809,0.0231609,0.0292331,0.0195836,0,0,0.0183437,0,0.0300465,0.0145883,0.0400896,0.0267647,0.00364319,0.0117646,0.0277572,0.0278109,0.0171179,0.0159743,0.0147183,0.00847862,0.0146641,0.0124454,0.0172704,0.0393906,0.0176947,0.0112951,0.00857888,0.0108444,0.0299295,0.0107058,0.0150631,0.00411193,0,0,0.0224136,0,0.0292596,0.0274983,0.0373578,0.00866995,0.0133278,0.0117834,0.0250819,0.0290923,0.0103725,0.0155543,0.00873321,0.0117446,0.00889136,0.0324141,0.00981393,0.00898073,0.0116834,0.0231268,0.0388529,0.0144869,0.00747445,0.00769109,0,0,0,0,0
13,0.00747448,0,0,0,0,0.00782891,0,0,0,0.0364403,0.0231059,0.0293007,0.0195855,0,0,0.0183965,0,0.0300987,0.0145775,0.0407002,0.0261273,0.00375878,0.0119032,0.0277527,0.027818,0.0170933,0.0163188,0.014804,0.00861713,0.014827,0.0124987,0.0171909,0.0396861,0.0177556,0.0113126,0.00858094,0.0109266,0.0299154,0.010728,0.0148433,0.00408181,0,0,0.022367,0,0.0292485,0.0275427,0.037536,0.00866965,0.0133035,0.011753,0.0251373,0.0293117,0.0103156,0.0154799,0.00870584,0.0117135,0.00894688,0.0324459,0.00984945,0.00905477,0.0117101,0.0231723,0.0387348,0.0145208,0.00749457,0.00766289,0,0,0,0,0
14,0.0074778,0,0,0,0,0.00781511,0,0,0,0.0363813,0.0230794,0.029406,0.0195884,0,0,0.0184164,0,0.0300997,0.0145606,0.0405229,0.0260077,0.00371218,0.0119037,0.0277945,0.0278557,0.0170852,0.0163008,0.0148636,0.00855734,0.0147756,0.0124732,0.0171866,0.0396415,0.0178574,0.0112505,0.00864687,0.0109197,0.0299109,0.0107347,0.0149198,0.00408598,0,0,0.0223801,0,0.0292588,0.0275833,0.0374423,0.00868442,0.0133224,0.0117969,0.0251344,0.0294664,0.0103036,0.0155198,0.00873612,0.0117316,0.00899698,0.0325304,0.0098648,0.00908225,0.0116746,0.0232332,0.0385943,0.0145778,0.00749435,0.00765027,0,0,0,0,0
15,0.00750565,0,0,0,0,0.00783565,0,0,0,0.0365152,0.0231097,0.0294211,0.019599,0,0,0.018555,0,0.0300861,0.0146741,0.0407924,0.0261623,0.0037789,0.0119631,0.0278145,0.027855,0.0170442,0.0164009,0.0149,0.0086043,0.0148696,0.0124379,0.0171977,0.0397384,0.0178009,0.0112809,0.00872279,0.0109803,0.0299581,0.0107507,0.0148419,0.0041394,0,0,0.0223967,0,0.0293034,0.02757,0.0375166,0.00870551,0.01337,0.0118103,0.0251619,0.0295822,0.0102721,0.0154851,0.00872027,0.011756,0.00905442,0.0326351,0.00986952,0.00914352,0.011689,0.0232571,0.0384477,0.0146254,0.00751653,0.00765155,0,0,0,0,0
16,0.00756969,0,0,0,0,0.00783901,0,0,0,0.0365314,0.0231436,0.0294038,0.019615,0,0,0.0186326,0,0.030116,0.0147508,0.0407184,0.0266619,0.00377006,0.0119406,0.0278979,0.0277916,0.0170115,0.0163259,0.0148925,0.00861541,0.0148546,0.012422,0.0172568,0.0397781,0.0177254,0.0113261,0.00865424,0.01098,0.0300026,0.0107507,0.0148764,0.00422593,0,0,0.0224824,0,0.0293541,0.0275279,0.0374472,0.00874041,0.013408,0.0118435,0.0251785,0.0296988,0.0103083,0.0154774,0.00870312,0.0118229,0.00910128,0.032699,0.00987633,0.00917124,0.0116838,0.023271,0.0382457,0.0146746,0.00751078,0.00768659,0,0,0,0,0
17,0.00757371,0,0,0,0,0.00784805,0,0,0,0.0367628,0.0231544,0.029371,0.0196478,0,0,0.0187565,0,0.0301132,0.0148565,0.0412252,0.0265401,0.00390619,0.0120464,0.0278759,0.0276458,0.017013,0.0164969,0.014938,0.00876187,0.0149766,0.0124148,0.0172142,0.0400598,0.0177271,0.0113257,0.00867369,0.0110122,0.0299396,0.0107427,0.0146898,0.00423676,0,0,0.0225208,0,0.0292802,0.0273986,0.0376117,0.0087464,0.0134057,0.0118482,0.0252018,0.0299241,0.010402,0.0154112,0.00863383,0.0118207,0.00913826,0.0327387,0.00989012,0.00921327,0.0117066,0.0233223,0.0381151,0.0146389,0.00754469,0.00767884,0,0,0,0,0
18,0.00730471,0,0,0,0,0.0076817,0,0,0,0.0371201,0.0230809,0.0296415,0.0194571,0,0,0.0187183,0,0.0301832,0.0147997,0.0415207,0.0263342,0.00394477,0.0123718,0.0275238,0.0273713,0.0171247,0.0167315,0.0151845,0.00887639,0.0150683,0.0123928,0.0171162,0.0403644,0.0176864,0.0114225,0.00852274,0.0113454,0.0299116,0.0110355,0.014431,0.00395226,0,0,0.0214979,0,0.0292239,0.0275388,0.0376867,0.00889424,0.0134514,0.0115655,0.024866,0.0290612,0.010409,0.0153446,0.00864406,0.0117637,0.008962,0.0328449,0.00993174,0.0091025,0.0122092,0.022922,0.0389782,0.0144542,0.00744265,0.00740677,0,0,0,0,0
19,0.00741915,0,0,0,0,0.00777076,0,0,0,0.0370394,0.0230637,0.0295883,0.0195443,0,0,0.0187117,0,0.0301838,0.0148468,0.041563,0.0262274,0.00396326,0.0122871,0.0276319,0.0272874,0.0170994,0.0167373,0.0151261,0.00887242,0.0150575,0.0124162,0.01714,0.0403013,0.0176989,0.0114384,0.00863289,0.0112179,0.0299095,0.0109008,0.0145525,0.00397686,0,0,0.0217083,0,0.0292234,0.0274725,0.0377248,0.00883567,0.0134623,0.0117807,0.0249904,0.0293595,0.0104182,0.0153544,0.00862732,0.0117824,0.00914992,0.0328269,0.00997935,0.00925984,0.0119999,0.0229804,0.0387889,0.0144978,0.00753437,0.00749983,0,0,0,0,0
20,0.00751309,0,0,0,0,0.00781306,0,0,0,0.0369055,0.02307,0.0295943,0.0196195,0,0,0.0187077,0,0.030136,0.0148722,0.0412645,0.0265528,0.00390492,0.0121702,0.0277494,0.0272202,0.0170847,0.0166846,0.0150585,0.00882814,0.0149767,0.0123743,0.0172216,0.0401203,0.0177457,0.0113956,0.00869245,0.0109906,0.0299237,0.0107771,0.0147474,0.00401416,0,0,0.0219337,0,0.0292406,0.0273757,0.0375964,0.00882247,0.0134708,0.0120062,0.0250653,0.0295693,0.010479,0.015401,0.00865223,0.0118173,0.00936422,0.032839,0.0100389,0.00934631,0.0117522,0.023036,0.0385926,0.014554,0.00755969,0.00755849,0,0,0,0,0
21,0.00758135,0,0,0,0,0.00782081,0,0,0,0.0367986,0.023133,0.0296321,0.0196731,0,0,0.0187209,0,0.0300626,0.0149091,0.0408624,0.0266028,0.00381805,0.0120399,0.0278566,0.0271935,0.0170968,0.01658,0.0150086,0.00875597,0.0148597,0.0123168,0.0173037,0.039934,0.0177892,0.0113129,0.00873133,0.0107613,0.0299269,0.0106631,0.0149668,0.00408259,0,0,0.0221364,0,0.0292414,0.027274,0.0374412,0.00883424,0.0134703,0.0122316,0.0251234,0.0297645,0.0105603,0.0154931,0.00869678,0.0118632,0.00955688,0.0328488,0.0100926,0.00941021,0.0115278,0.0230733,0.038383,0.0145985,0.00754471,0.00760744,0,0,0,0,0
22,0.00758945,0,0,0,0,0.00781904,0,0,0,0.0368961,0.0231337,0.0295663,0.0197451,0,0,0.0187599,0,0.0300811,0.0148988,0.0413143,0.0265554,0.00396632,0.0121117,0.0278789,0.027177,0.017102,0.016738,0.0150619,0.00888605,0.0150045,0.0123383,0.0172899,0.0401921,0.0178144,0.0113197,0.00871117,0.0106999,0.0299248,0.0106183,0.0148339,0.00413546,0,0,0.0222563,0,0.0292318,0.0272044,0.0376283,0.0088366,0.0134402,0.0123034,0.025268,0.0299894,0.0105774,0.0155291,0.00862019,0.0118573,0.00969903,0.0329058,0.0101343,0.00951315,0.0114063,0.0231225,0.0382258,0.0146434,0.0075586,0.00761732,0,0,0,0,0
23,0.00762212,0,0,0,0,0.00783578,0,0,0,0.0370356,0.0230792,0.0296326,0.0197958,0,0,0.0187497,0,0.0301276,0.014835,0.0416193,0.0262966,0.00406204,0.0122618,0.0279078,0.0272156,0.0171254,0.0167425,0.0151622,0.00900258,0.0151246,0.0123741,0.0172677,0.0404584,0.0177994,0.0113979,0.00866483,0.0106955,0.0299264,0.0106402,0.0147213,0.00418817,0,0,0.0223756,0,0.0292339,0.027155,0.0377894,0.00886647,0.0134021,0.0123081,0.0253702,0.030169,0.0105519,0.0156502,0.00852112,0.0118494,0.00976827,0.0329392,0.0101598,0.00955862,0.011338,0.0231437,0.0380868,0.0146889,0.00757642,0.00763633,0,0,0,0,0
24,0.00765685,0,0,0,0,0.00785713,0,0,0,0.0370813,0.0230866,0.0297222,0.0198414,0,0,0.018776,0,0.030161,0.0148382,0.0417033,0.0262255,0.00407946,0.0123401,0.0279566,0.0272671,0.0171421,0.016658,0.0152034,0.00905379,0.0151526,0.0123584,0.0172581,0.0405649,0.0178317,0.0114184,0.00865167,0.0106948,0.029935,0.0106305,0.0147373,0.00425199,0,0,0.0225402,0,0.029249,0.0271031,0.0378306,0.00885543,0.0134255,0.0123636,0.0254111,0.0302969,0.0105173,0.0156524,0.00853218,0.0118847,0.00978096,0.0330037,0.0101572,0.00957277,0.0113222,0.0231786,0.0379648,0.0147281,0.00757535,0.00764355,0,0,0,0,0
25,0.00768848,0,0,0,0,0.0078757,0,0,0,0.0372657,0.0231009,0.0297724,0.0198576,0,0,0.0188286,0,0.0301617,0.0148964,0.0416632,0.0262251,0.00406893,0.0123572,0.0280163,0.0272545,0.0171241,0.0165645,0.0152045,0.00901008,0.01511,0.0123062,0.0172679,0.0405667,0.0178851,0.0114092,0.00864465,0.010672,0.0299236,0.0105924,0.0147862,0.00431411,0,0,0.0227044,0,0.0292438,0.0270653,0.0377621,0.00881647,0.0134492,0.0124694,0.0254503,0.0303953,0.010548,0.0155902,0.00857812,0.0119536,0.00980154,0.0331305,0.0101498,0.00956339,0.011294,0.0231934,0.0378751,0.0147443,0.0075663,0.00767653,0,0,0,0,0
26,0.00774381,0,0,0,0,0.00789173,0,0,0,0.037244,0.0231247,0.0298279,0.0198587,0,0,0.0188215,0,0.0301593,0.0149275,0.0413943,0.026306,0.00399578,0.0122945,0.028099,0.0272621,0.0171226,0.0167298,0.0151797,0.00891011,0.0150061,0.0122996,0.017318,0.0403816,0.0179102,0.0113959,0.00864643,0.0106756,0.0299035,0.0105828,0.0148952,0.00437995,0,0,0.0228576,0,0.0292288,0.0270678,0.037657,0.00883152,0.0134632,0.0125744,0.025541,0.0304548,0.0105784,0.0157263,0.00860021,0.0120081,0.00984121,0.0333076,0.0101642,0.00956065,0.0112327,0.0231795,0.0377875,0.0147549,0.00753135,0.00774528,0,0,0,0,0
27,0.00747658,0,0,0,0,0.00766226,0,0,0,0.0371281,0.0231495,0.0299854,0.0197055,0,0,0.0186474,0,0.0301555,0.0148129,0.0409591,0.0266049,0.00387194,0.0123193,0.027877,0.0271631,0.0171657,0.0166898,0.015243,0.00883496,0.0148758,0.0122829,0.0173614,0.0402111,0.0177669,0.0114264,0.00847772,0.0108558,0.0299585,0.0107699,0.0148857,0.00404406,0,0,0.021452,0,0.0292385,0.0273375,0.0374447,0.00896732,0.0134987,0.0123488,0.0252261,0.0291161,0.0105722,0.0157311,0.0086103,0.0119504,0.00969402,0.0332629,0.0101614,0.00944384,0.0115081,0.0226375,0.0389085,0.0145532,0.00731964,0.00748517,0,0,0,0,0
28,0.00759602,0,0,0,0,0.00773608,0,0,0,0.036904,0.0231762,0.0298623,0.0198229,0,0,0.0187171,0,0.0301131,0.0148771,0.0411025,0.0264433,0.00391667,0.012256,0.0280334,0.0271676,0.017149,0.0166733,0.0152091,0.00886789,0.0149253,0.0123109,0.0173463,0.0402325,0.0177997,0.0113829,0.008541,0.0106848,0.0300435,0.0106369,0.0148724,0.00412636,0,0,0.0217145,0,0.0293339,0.0273168,0.0374928,0.008902,0.0134851,0.0124529,0.0253773,0.0294007,0.0105644,0.0156296,0.00859877,0.0119342,0.00979844,0.0331294,0.0101679,0.00955004,0.0112853,0.0227406,0.0386614,0.0146265,0.00738008,0.00759597,0,0,0,0,0
29,0.00769145,0,0,0,0,0.00778105,0,0,0,0.0368228,0.0231979,0.0298267,0.0198442,0,0,0.0187547,0,0.0300405,0.0149124,0.0406758,0.0265047,0.00380344,0.0121335,0.0281727,0.0271609,0.0171461,0.0164266,0.0151498,0.00875201,0.0147888,0.012318,0.0174157,0.0399665,0.0178013,0.0113069,0.00857106,0.0105329,0.0300442,0.0105899,0.0150427,0.00421996,0,0,0.0219434,0,0.0293406,0.0272687,0.037337,0.00889115,0.0134556,0.0125116,0.0254168,0.029601,0.0105521,0.0157465,0.00861251,0.0119439,0.00981209,0.0330759,0.0101727,0.00952412,0.0111426,0.0227935,0.0384117,0.0146629,0.00738808,0.00765604,0,0,0,0,0
30,0.007745,0,0,0,0,0.00780423,0,0,0,0.0368909,0.0231852,0.0297961,0.019869,0,0,0.0187838,0,0.0299961,0.0149444,0.0406815,0.0265045,0.00380668,0.0121252,0.0282055,0.0271201,0.0171341,0.0165019,0.015115,0.00874841,0.0147903,0.0123214,0.017445,0.0399256,0.0177745,0.0112713,0.00862818,0.0104991,0.0299786,0.0105467,0.0150339,0.0042642,0,0,0.0220935,0,0.0292601,0.0271311,0.0373492,0.00885165,0.0134452,0.0125251,0.0254653,0.0298067,0.0105155,0.0157486,0.00860519,0.0119561,0.00977643,0.0330692,0.0101407,0.00947637,0.0110953,0.0227904,0.038204,0.0146721,0.00743764,0.00770657,0,0,0,0,0
31,0.00774148,0,0,0,0,0.00781247,0,0,0,0.0371436,0.0231598,0.0297295,0.0199317,0,0,0.0188671,0,0.0300054,0.0149708,0.0413149,0.0263533,0.00396858,0.0122657,0.0281519,0.027059,0.0171158,0.0168804,0.0151501,0.00893831,0.0149933,0.0123432,0.0173721,0.0401939,0.0177729,0.0112493,0.00868021,0.0106456,0.029942,0.0105332,0.0147915,0.00427949,0,0,0.0222224,0,0.0292108,0.0270424,0.0376049,0.00879294,0.0134456,0.01248,0.0255467,0.0300123,0.0104772,0.0155295,0.00859455,0.0119496,0.00973076,0.0330249,0.0101149,0.00948913,0.0111667,0.0228088,0.0380161,0.0146873,0.00752456,0.00773608,0,0,0,0,0
32,0.00776996,0,0,0,0,0.00782905,0,0,0,0.0372393,0.0231674,0.0296967,0.0199536,0,0,0.0189224,0,0.0300277,0.0149577,0.0416031,0.0262914,0.00405678,0.0123719,0.0281528,0.0270612,0.017143,0.0170374,0.015193,0.00902629,0.0151005,0.0123466,0.017328,0.0403163,0.0177804,0.0112605,0.00874815,0.0107576,0.0299369,0.010559,0.0146988,0.00434286,0,0,0.0223899,0,0.0292083,0.0269618,0.0377371,0.00879058,0.013439,0.0124307,0.025557,0.0301801,0.0104903,0.0154605,0.00858801,0.0119229,0.00969867,0.0329918,0.010097,0.00949864,0.0112178,0.0228618,0.0378431,0.0147154,0.007545,0.00779212,0,0,0,0,0
33,0.00783408,0,0,0,0,0.00785867,0,0,0,0.0371845,0.0231547,0.0297067,0.0199463,0,0,0.0189145,0,0.0300513,0.0149419,0.0416073,0.0262789,0.00407712,0.0124312,0.0281651,0.0270928,0.0171785,0.0170441,0.0152454,0.00901884,0.0151199,0.0123199,0.0173234,0.0403587,0.0177776,0.0113052,0.00883435,0.0108059,0.0299479,0.0106025,0.0146896,0.00442767,0,0,0.0225939,0,0.0292227,0.0268934,0.0377733,0.00880222,0.0134467,0.0123692,0.0255262,0.0302805,0.0104808,0.0154864,0.00860131,0.0119016,0.00967729,0.032994,0.0100929,0.00950451,0.0112363,0.0229423,0.0376233,0.0147588,0.00750773,0.00785059,0,0,0,0,0
34,0.00793376,0,0,0,0,0.00786286,0,0,0,0.0370436,0.0231435,0.0297457,0.0199498,0,0,0.0188791,0,0.0300708,0.0149132,0.0415577,0.0262711,0.0040905,0.0124713,0.0281797,0.0270954,0.0172187,0.0169935,0.0152917,0.00903905,0.0151479,0.0123283,0.0173157,0.0404395,0.0177593,0.0113637,0.00877357,0.0108326,0.029949,0.0106271,0.0146112,0.00451697,0,0,0.0228262,0,0.0292302,0.0268771,0.037764,0.00880033,0.0134912,0.0122889,0.0255277,0.0303539,0.0104646,0.0154642,0.00858406,0.0118915,0.00964951,0.0330482,0.0100877,0.00949159,0.0112569,0.0229551,0.0374283,0.0148032,0.00742529,0.00791329,0,0,0,0,0
35,0.00802357,0,0,0,0,0.00784422,0,0,0,0.0371951,0.0231865,0.0297507,0.0199596,0,0,0.0189036,0,0.0300279,0.0149788,0.0415602,0.0262295,0.00412754,0.0125024,0.0281383,0.0271054,0.0172269,0.0169597,0.0153047,0.00908213,0.0151683,0.012356,0.0173035,0.0405195,0.017784,0.011317,0.00873829,0.0108637,0.029964,0.0106532,0.0144877,0.00459955,0,0,0.023071,0,0.0292604,0.0269102,0.0378275,0.00881292,0.0135652,0.0122036,0.0255571,0.0304155,0.0104116,0.0154183,0.00855384,0.0119023,0.00965562,0.0330491,0.0100957,0.00953165,0.0113274,0.0229978,0.0373116,0.0148747,0.00733672,0.00795412,0,0,0,0,0
