Timestep,,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x69,x70,x71,x72,x73,x77,x76,x78,x68
519,0,0.0424725,0,0,0,0,0.0179859,0,0,0,0.0112367,0.0384945,0.00955464,0.0177078,0,0,0.0426893,0,0.0362364,0.0374751,0.0413863,0.00982186,0.0103942,0.00650678,0.017216,0.0467038,0.00613113,0.00536097,0.00771405,0.00608321,0.0081774,0.00728376,0.0229003,0.018101,0.0407561,0,0.0252581,0.011596,0.0401255,0.0124423,0.0168812,0.0544866,0,0,0.0293928,0,0.0486637,0.0193828,0.0352231,0.018004,0.0206717,0.0160973,0.0158013,0.0576889,0.00916067,0,0.0118283,0.0119531,0.00865367,0.0256075,0.0011887,0.00780243,0.0205652,0.0438043,0.0110117,0.00839424,0.0267936,0.0408706,0,0,0,0,0,0,0,0,0
520,0,0.0430482,0,0,0,0,0.0193993,0,0,0,0.0110125,0.0384645,0.00921787,0.0178457,0,0,0.0428307,0,0.0362148,0.0375388,0.0414574,0.00956982,0.0103723,0.0066269,0.0173079,0.0468233,0.00609287,0.00544347,0.00775226,0.00610443,0.00811128,0.0072403,0.0228215,0.0179066,0.0407377,0,0.0252022,0.0118226,0.0401218,0.0130976,0.0171081,0.0558703,0,0,0.0295834,0,0.0487096,0.0195695,0.0354596,0.0194529,0.0208334,0.0163385,0.0158158,0.0594432,0.00937179,0,0.0121925,0.0116579,0.00939925,0.026149,0.00107616,0.00903571,0.0215367,0.0446888,0.0109202,0.00833437,0.0282828,0.041897,0,0,0,0,0,0,0,0,0
521,0,0.0429848,0,0,0,0,0.0200889,0,0,0,0.0108795,0.0384614,0.0091342,0.0181286,0,0,0.0431221,0,0.0361307,0.0377441,0.0416096,0.00932306,0.010178,0.00675184,0.0178048,0.0471383,0.00604285,0.00553142,0.00784231,0.00613682,0.00807713,0.00718196,0.0227037,0.0179523,0.0408881,0,0.0252588,0.0118967,0.0401034,0.0136961,0.017747,0.0562404,0,0,0.0292592,0,0.0487208,0.019712,0.0356773,0.0205993,0.0204174,0.0169158,0.0162665,0.0600432,0.0096959,0,0.0127436,0.011584,0.010222,0.0264305,0.00140135,0.0100523,0.0219356,0.0449514,0.0108147,0.00834111,0.0291182,0.0424348,0,0,0,0,0,0,0,0,0
522,0,0.0427809,0,0,0,0,0.0210975,0,0,0,0.0110894,0.038448,0.00904391,0.0186215,0,0,0.042975,0,0.0360914,0.0376517,0.0419807,0.00900757,0.00983841,0.00700181,0.0188171,0.0470366,0.00609327,0.00560187,0.00809802,0.00618418,0.00807827,0.00711157,0.0225379,0.0182778,0.0406416,0,0.0251866,0.0117376,0.0400814,0.0140745,0.0193391,0.0563902,0,0,0.029645,0,0.0487054,0.0201022,0.0356314,0.0210645,0.0186063,0.0175754,0.0171001,0.060586,0.0102883,0,0.0134627,0.0118109,0.0106378,0.0263702,0.00151729,0.0103901,0.021351,0.0453116,0.0105571,0.00830148,0.0302261,0.0422812,0,0,0,0,0,0,0,0,0
523,0,0.0424697,0,0,0,0,0.0203172,0,0,0,0.0112875,0.0383977,0.00910593,0.018852,0,0,0.0432098,0,0.0359718,0.0377375,0.0420665,0.00871155,0.00982402,0.00709305,0.0195379,0.0473825,0.00617317,0.00573896,0.00822002,0.00626546,0.00815692,0.00711737,0.0224147,0.0187037,0.0407962,0,0.0252173,0.0119747,0.0401033,0.0145568,0.019793,0.0554244,0,0,0.0301371,0,0.0487392,0.0202697,0.0355224,0.0217464,0.018662,0.0184109,0.0175778,0.0592537,0.0105198,0,0.0138603,0.0119686,0.0114664,0.0265278,0.00197181,0.0112725,0.0215562,0.0445728,0.0105153,0.00833014,0.029554,0.0415156,0,0,0,0,0,0,0,0,0
524,0,0.0423098,0,0,0,0,0.0192739,0,0,0,0.0114454,0.0383783,0.00894851,0.0186973,0,0,0.0435056,0,0.03595,0.0378651,0.0418513,0.00843532,0.00998054,0.00701344,0.0196824,0.0476619,0.00621524,0.00585402,0.00813176,0.00628729,0.00816051,0.00716795,0.0223254,0.0189564,0.0410479,0,0.0252305,0.0123972,0.0401257,0.0149014,0.0191494,0.0546521,0,0,0.0307128,0,0.0487829,0.0202239,0.0354146,0.0225057,0.0199346,0.019002,0.0175705,0.058001,0.0105012,0,0.0139967,0.011843,0.0123369,0.0268627,0.00258964,0.0122885,0.0223303,0.0440498,0.0107043,0.00834277,0.0285406,0.0411823,0,0,0,0,0,0,0,0,0
525,0,0.0417401,0,0,0,0,0.0193422,0,0,0,0.0119121,0.0384482,0.0086592,0.0187192,0,0,0.0431008,0,0.0360292,0.0375715,0.0417536,0.00811822,0.00989067,0.00693156,0.0198889,0.0469517,0.00630234,0.00595199,0.00810422,0.00625867,0.00820634,0.00719909,0.0222464,0.0193976,0.0405636,0,0.0250322,0.0124119,0.0400964,0.0149305,0.0191781,0.0541298,0,0,0.0309131,0,0.0487534,0.0201649,0.0353007,0.0226564,0.0198617,0.0192839,0.0177474,0.0575888,0.010774,0,0.014166,0.0118968,0.0126158,0.0268396,0.00275543,0.0125126,0.0223755,0.0439249,0.0107644,0.00830787,0.0284738,0.0406188,0,0,0,0,0,0,0,0,0
526,0,0.0413742,0,0,0,0,0.0192966,0,0,0,0.0123754,0.0384691,0.00861716,0.0186333,0,0,0.0426082,0,0.0360693,0.0372047,0.0415124,0.00790004,0.0100448,0.00672075,0.0198323,0.0462348,0.00641174,0.00609583,0.00793355,0.0063067,0.00835301,0.00725702,0.0222652,0.0199729,0.0400591,0,0.0247721,0.0127758,0.0400548,0.0149082,0.018403,0.0539737,0,0,0.0306853,0,0.0487051,0.0199864,0.0357286,0.0229327,0.0213172,0.019415,0.0177567,0.0576346,0.0109412,0,0.0141639,0.0118268,0.0129457,0.0270517,0.00310722,0.0128814,0.0230925,0.0435447,0.0108123,0.00841786,0.0282181,0.0402328,0,0,0,0,0,0,0,0,0
527,0,0.0409191,0,0,0,0,0.0194747,0,0,0,0.0125389,0.0384802,0.00867778,0.0185607,0,0,0.0420144,0,0.0360889,0.0368005,0.0413835,0.00776976,0.0100688,0.00672554,0.0199567,0.0454185,0.00641701,0.00617877,0.00782766,0.00641953,0.00843259,0.00731506,0.0222404,0.0203353,0.0394601,0,0.0244872,0.012837,0.0400244,0.0147213,0.0180656,0.0536301,0,0,0.0304133,0,0.0486641,0.019841,0.0359108,0.0228203,0.0219429,0.0194282,0.0178724,0.0578338,0.010783,0,0.0142043,0.0118127,0.0130526,0.0271157,0.00319845,0.0128546,0.0231576,0.0433104,0.0108313,0.00846973,0.028188,0.039793,0,0,0,0,0,0,0,0,0
528,0,0.0404858,0,0,0,0,0.0198868,0,0,0,0.0128152,0.0385328,0.00868173,0.0185429,0,0,0.0413585,0,0.0361328,0.0363969,0.0414354,0.00765819,0.00989878,0.0068006,0.0202561,0.0445032,0.00639683,0.00614706,0.00778222,0.00653441,0.00849632,0.00737088,0.0222366,0.020589,0.0387805,0,0.0242428,0.0125719,0.0400198,0.0144069,0.0184046,0.0531898,0,0,0.0303533,0,0.048643,0.0198214,0.0356552,0.0223306,0.0212024,0.0195059,0.0180771,0.05784,0.0105773,0,0.0144443,0.012035,0.0128959,0.0268984,0.00310439,0.0124475,0.0224251,0.0432745,0.0107852,0.00850443,0.0283955,0.0393515,0,0,0,0,0,0,0,0,0
529,0,0.0401881,0,0,0,0,0.0204853,0,0,0,0.013164,0.0386354,0.00870205,0.0186268,0,0,0.0404385,0,0.0362384,0.0358354,0.0416095,0.00754056,0.00967994,0.00682103,0.0207301,0.0433485,0.00642504,0.00609808,0.00778043,0.00659915,0.00861106,0.00740267,0.0222409,0.021052,0.0378702,0,0.023916,0.0122906,0.0400185,0.0140548,0.0191261,0.0525434,0,0,0.0304378,0,0.0486255,0.0198495,0.0355005,0.0215912,0.02009,0.0196917,0.0184763,0.0579786,0.0107778,0,0.0148386,0.012472,0.0126387,0.0265815,0.00303255,0.0119082,0.0213116,0.0433768,0.0106916,0.00854932,0.0287467,0.038887,0,0,0,0,0,0,0,0,0
530,0,0.0401618,0,0,0,0,0.0210396,0,0,0,0.0136011,0.038692,0.00881045,0.0186292,0,0,0.0394748,0,0.0363051,0.0352375,0.0416118,0.00746988,0.00963489,0.00669054,0.0209929,0.0422237,0.00646874,0.00617308,0.00769611,0.00662061,0.00876673,0.0074541,0.0223169,0.0218308,0.0369423,0,0.0235496,0.0120618,0.0400017,0.0136257,0.0190639,0.0526343,0,0,0.0303016,0,0.0486098,0.0196687,0.0357161,0.020897,0.0206319,0.0198117,0.018762,0.0583382,0.0108999,0,0.0150493,0.0128329,0.0125381,0.0265087,0.00323155,0.0116121,0.0205737,0.0434931,0.0107697,0.00846906,0.0290132,0.0386647,0,0,0,0,0,0,0,0,0
531,0,0.039998,0,0,0,0,0.0218117,0,0,0,0.0138604,0.0387288,0.00889341,0.0188293,0,0,0.038276,0,0.0363815,0.0344891,0.041855,0.00741112,0.00950253,0.00666444,0.0214656,0.0408707,0.00654442,0.00603121,0.00775158,0.00657101,0.00872704,0.00744401,0.02232,0.0223409,0.0357886,0,0.0231078,0.0116709,0.0400036,0.0132187,0.0198667,0.0524586,0,0,0.030331,0,0.0486035,0.0196302,0.0358949,0.0200572,0.0195207,0.0201081,0.0191728,0.0586183,0.0114113,0,0.015566,0.0134151,0.0124541,0.0262185,0.00324926,0.0111731,0.0194784,0.0435934,0.0107918,0.00843027,0.029463,0.0381882,0,0,0,0,0,0,0,0,0
532,0,0.0398313,0,0,0,0,0.0226156,0,0,0,0.0144019,0.0388056,0.00904081,0.0189502,0,0,0.0371236,0,0.0364862,0.0337665,0.0418937,0.00742876,0.00949581,0.00660962,0.0218605,0.0396255,0.00660419,0.00599509,0.00772108,0.00662728,0.00882007,0.00749707,0.0223861,0.0230733,0.0346887,0,0.0227538,0.011238,0.0400114,0.0128418,0.0200687,0.0525371,0,0,0.0300616,0,0.0485719,0.019554,0.0358482,0.0193927,0.0196586,0.0202676,0.0195605,0.0593093,0.011715,0,0.0157659,0.0137192,0.0125029,0.0262774,0.00341391,0.0110206,0.0185204,0.0438029,0.0108303,0.00830441,0.0298819,0.0379064,0,0,0,0,0,0,0,0,0
533,0,0.0397888,0,0,0,0,0.0233724,0,0,0,0.0150323,0.0389072,0.00922229,0.0190251,0,0,0.0359097,0,0.0366439,0.0329964,0.0417714,0.00751775,0.00971651,0.00656766,0.0219572,0.0383683,0.00666312,0.00596465,0.00766194,0.00675163,0.00903411,0.00761329,0.022481,0.0238783,0.0335947,0,0.0223392,0.0111565,0.0399906,0.0126821,0.0196593,0.05289,0,0,0.0295023,0,0.0485274,0.0194038,0.035869,0.0194398,0.0208885,0.0205512,0.0199284,0.0601171,0.0119343,0,0.015834,0.0139653,0.0128331,0.0266252,0.003746,0.0113666,0.0183629,0.0442357,0.0109736,0.00828652,0.0301898,0.0377816,0,0,0,0,0,0,0,0,0
534,0,0.0396886,0,0,0,0,0.0242607,0,0,0,0.0154705,0.0390417,0.00935031,0.019191,0,0,0.0347674,0,0.0368096,0.0322889,0.0418843,0.00757628,0.00979961,0.0065686,0.0221389,0.0370422,0.00671693,0.00569131,0.00771122,0.00675263,0.00910533,0.00762929,0.0225201,0.0243673,0.0324974,0,0.021886,0.0111121,0.0400006,0.0125111,0.0200922,0.0531362,0,0,0.0295105,0,0.0485188,0.0193111,0.0358433,0.0196447,0.0204583,0.0207362,0.0202283,0.0607843,0.0121618,0,0.0161135,0.0142677,0.0128368,0.0267281,0.00388374,0.0113533,0.0179449,0.044539,0.0110717,0.00829399,0.0307304,0.037566,0,0,0,0,0,0,0,0,0
535,0,0.0393046,0,0,0,0,0.0249166,0,0,0,0.0160226,0.0391482,0.00947378,0.0194299,0,0,0.0334578,0,0.0369901,0.0314706,0.0418174,0.00765777,0.0101503,0.00661971,0.0223226,0.0357159,0.0068199,0.00551436,0.00778883,0.00682818,0.00925505,0.0077012,0.0226083,0.0250447,0.031275,0,0.021419,0.0116115,0.0399925,0.0127625,0.019923,0.0532749,0,0,0.0289381,0,0.0485455,0.0191311,0.0360086,0.0204666,0.0214901,0.0210889,0.0206269,0.0611595,0.0121527,0,0.0161221,0.014396,0.0132779,0.0270547,0.00429928,0.0118627,0.0183701,0.0444717,0.011235,0.00819806,0.0310233,0.0372861,0,0,0,0,0,0,0,0,0
536,0,0.0333521,0,0,0,0,0.0181283,0,0,0,0.0164426,0.0392821,0.00967979,0.0200453,0,0,0.0318828,0,0.0370535,0.0304982,0.0416534,0.00787734,0.0106209,0.00677258,0.0237503,0.0346486,0.00684119,0.0052796,0.00787427,0.00705439,0.00949068,0.00786909,0.0228238,0.0258168,0.029859,0,0.0209326,0.0126103,0.0401172,0.0133477,0.0200948,0.0433541,0,0,0.0273456,0,0.0483445,0.0179049,0.0362754,0.0217305,0.022811,0.021871,0.022255,0.0490852,0.012286,0,0.0161738,0.0147081,0.0141337,0.0272887,0.00478474,0.0127639,0.0194787,0.0377091,0.0117049,0.00809654,0.0236805,0.0320142,0,0,0,0,0,0,0,0,0
537,0,0.0336909,0,0,0,0,0.0180773,0,0,0,0.0170372,0.0393633,0.00992483,0.0199769,0,0,0.0312489,0,0.0371382,0.0300446,0.0417844,0.0079348,0.0103682,0.00681434,0.0232641,0.0337072,0.00686514,0.00529032,0.00796184,0.00712938,0.00961112,0.00795315,0.022936,0.026613,0.0294928,0,0.0206866,0.01269,0.0401659,0.0131898,0.0200696,0.0436692,0,0,0.027726,0,0.0483654,0.0179994,0.0363128,0.0219818,0.0232631,0.0216477,0.0216107,0.049485,0.0123904,0,0.0160256,0.0146081,0.0141331,0.0275857,0.00501399,0.0128102,0.019098,0.03792,0.0119276,0.00801765,0.0230028,0.0322173,0,0,0,0,0,0,0,0,0
538,0,0.0343015,0,0,0,0,0.0183737,0,0,0,0.0172135,0.039463,0.010008,0.0201291,0,0,0.0305768,0,0.0372578,0.0295951,0.0420769,0.00796632,0.0101016,0.00706328,0.0229617,0.0326842,0.0069624,0.00549978,0.00819199,0.00718428,0.00954029,0.00797714,0.0230013,0.0268201,0.0290987,0,0.0204989,0.0125904,0.0402111,0.0130835,0.0206319,0.0439354,0,0,0.02865,0,0.048426,0.0182512,0.0364065,0.0221154,0.0224993,0.0215196,0.0211345,0.0501616,0.0126292,0,0.0161052,0.0146027,0.014073,0.0277661,0.00517325,0.012752,0.018417,0.0385079,0.0120611,0.00788954,0.0225724,0.0323271,0,0,0,0,0,0,0,0,0
539,0,0.0344523,0,0,0,0,0.0188813,0,0,0,0.0172825,0.0394301,0.0100047,0.0207281,0,0,0.0295877,0,0.0375721,0.0289025,0.0425025,0.00796793,0.00984796,0.00749626,0.0236479,0.0317202,0.00715617,0.005454,0.00857437,0.00730639,0.0094863,0.00801182,0.023095,0.0269458,0.0284337,0,0.0201215,0.0121956,0.0402707,0.0128873,0.022051,0.043663,0,0,0.0292972,0,0.0484226,0.0185007,0.0365452,0.0216256,0.020673,0.0215541,0.0217041,0.050224,0.01315,0,0.0163568,0.0148131,0.0138998,0.0277149,0.00520799,0.0123325,0.0172192,0.0387383,0.0120738,0.00769887,0.0227721,0.0318001,0,0,0,0,0,0,0,0,0
540,0,0.0345965,0,0,0,0,0.0193497,0,0,0,0.0171918,0.0393674,0.0100018,0.0212245,0,0,0.0291097,0,0.0376934,0.0285401,0.0428043,0.00789496,0.00984521,0.00781222,0.024351,0.0312981,0.00736524,0.00537748,0.00885873,0.00741323,0.00952594,0.00805245,0.0231384,0.0271562,0.0281915,0,0.0198496,0.0119309,0.0403307,0.0126979,0.0228896,0.0437846,0,0,0.0294503,0,0.0484067,0.0186867,0.0366647,0.0211914,0.0200698,0.0216778,0.0223072,0.0504798,0.0135923,0,0.0165434,0.0150035,0.0138708,0.0276654,0.00530936,0.0121316,0.0165827,0.0389582,0.0121567,0.00777019,0.023187,0.0316289,0,0,0,0,0,0,0,0,0
541,0,0.0370314,0,0,0,0,0.0215647,0,0,0,0.0169232,0.0393835,0.00987921,0.0212521,0,0,0.0286638,0,0.0378336,0.0282141,0.0429972,0.00776576,0.00981365,0.00806087,0.0239316,0.0306471,0.00754478,0.0053528,0.00907357,0.00748668,0.00945581,0.00806054,0.0230972,0.027,0.0281219,0,0.0195214,0.0119396,0.0405254,0.0125107,0.0228271,0.0471367,0,0,0.0300725,0,0.0483377,0.019332,0.0367383,0.0208453,0.0202107,0.0217501,0.0217428,0.0545748,0.0134947,0,0.0167316,0.0151011,0.0138048,0.027642,0.00538423,0.012014,0.0164374,0.0414414,0.0122518,0.00778045,0.0248706,0.0335106,0,0,0,0,0,0,0,0,0
542,0,0.0399279,0,0,0,0,0.024656,0,0,0,0.0162733,0.0393814,0.00965063,0.0211039,0,0,0.028032,0,0.0380703,0.0277525,0.0431852,0.00760966,0.00980901,0.00847997,0.0231028,0.0296258,0.00766902,0.00539591,0.00934885,0.00765169,0.00938438,0.00807163,0.0230818,0.0264632,0.0278126,0,0.0191395,0.0120768,0.04041,0.0122957,0.0226221,0.0514226,0,0,0.0300751,0,0.0483104,0.0193424,0.0367324,0.0204378,0.02041,0.0219143,0.0208053,0.0599299,0,0,0.0170693,0.0152711,0.0136385,0.0274776,0.00540094,0.0117883,0.0165038,0.0442738,0,0.00715118,0.027538,0.0357984,0,0,0,0,0,0,0,0,0
543,0,0.0390016,0,0,0,0,0.023024,0,0,0,0.0157916,0.039273,0.00951579,0.0210791,0,0,0.0291835,0,0.0379483,0.0284128,0.0429564,0.00762725,0.00973427,0.00876183,0.0238036,0.0308787,0.00753728,0.00529091,0.00931896,0.00795941,0.00951073,0.00822803,0.0233752,0.0258637,0.0288485,0,0.0194851,0.0123082,0.0404234,0.0124222,0.0226496,0.0498569,0,0,0.0310052,0,0.0485892,0.0199289,0.0369253,0.0203872,0.0203197,0.0222024,0.0216666,0.0582641,0.0133536,0,0.0170739,0.0152338,0.0138665,0.0274699,0.00552927,0.0119569,0.0165184,0.0434347,0.0125391,0.0076758,0.0264474,0.0350467,0,0,0,0,0,0,0,0,0
544,0,0.0366688,0,0,0,0,0.0209088,0,0,0,0.015487,0.0392765,0.0093237,0.0211169,0,0,0.0296639,0,0.0378794,0.0287245,0.0428464,0.00732591,0.00978349,0.00899082,0.0243808,0.031088,0.00749852,0.0053763,0.00934421,0.00812569,0.00955399,0.00835334,0.0234905,0.0253803,0.0291575,0,0.0196558,0.0123577,0.0403329,0.0123335,0.0227769,0.0466476,0,0,0.0296929,0,0.0483856,0.0189986,0.0368518,0.0201069,0.0202235,0.0223645,0.0223417,0.0547143,0.0132887,0,0.0171531,0.0152956,0.0138795,0.0273868,0.0056249,0.0118496,0.0164947,0.0414459,0,0.00701559,0.0246491,0.033159,0,0,0,0,0,0,0,0,0
545,0,0.0353157,0,0,0,0,0.0194875,0,0,0,0.0150906,0.0392798,0.0091358,0.02115,0,0,0.0298499,0,0.037898,0.0288197,0.0426991,0.00717697,0.00978056,0.00910883,0.0248232,0.0311964,0.00743516,0.00553144,0.00930645,0.0082442,0.00957941,0.00837733,0.023554,0.0249702,0.0294085,0,0.019697,0.0123598,0.0403661,0.0121913,0.0228697,0.0444904,0,0,0.0301417,0,0.0483858,0.0188704,0.0367315,0.0197775,0.0201397,0.0224613,0.0228661,0.0525377,0.0132931,0,0.0171602,0.0153389,0.0138439,0.027365,0.00569411,0.0117699,0.0163392,0.0404795,0,0.00695864,0.0232049,0.031852,0,0,0,0,0,0,0,0,0
546,0,0.0348354,0,0,0,0,0.018397,0,0,0,0.0148644,0.0392808,0.00899816,0.0212548,0,0,0.030081,0,0.0379245,0.0289479,0.042386,0.00713158,0.0097274,0.00916873,0.0254152,0.031482,0.00738131,0.00577931,0.00921168,0.00835671,0.00966479,0.00839862,0.0236537,0.024624,0.0297696,0,0.0197253,0.0123489,0.0405316,0.0120038,0.0229227,0.0430295,0,0,0.0314281,0,0.0484944,0.0194836,0.0367542,0.0194104,0.0200266,0.0224691,0.0235614,0.0511293,0.0132988,0,0.0170776,0.0153681,0.0137591,0.0273637,0.00578313,0.0116429,0.0162451,0.039895,0.0129393,0.00748991,0.0220004,0.0304605,0,0,0,0,0,0,0,0,0
547,0,0.0344537,0,0,0,0,0.0176297,0,0,0,0.0146456,0.039326,0.00885067,0.021113,0,0,0.0299371,0,0.0380082,0.0288484,0.0421742,0.00708693,0.00968336,0.0093055,0.0256847,0.0313953,0.00738246,0.00602744,0.00919297,0.00839564,0.00972375,0.00841423,0.0237273,0.0242897,0.0298011,0,0.0196201,0.0123263,0.0405782,0.0118635,0.0229558,0.0417509,0,0,0.0316003,0,0.0484734,0.0195138,0.0367429,0.0191759,0.0199799,0.0224913,0.0239363,0.0497251,0.0134272,0,0.0170488,0.015456,0.0136536,0.0273941,0.00588267,0.0114569,0.0161299,0.0391103,0.0130336,0.0074838,0.020787,0.0289363,0,0,0,0,0,0,0,0,0
548,0,0.0335842,0,0,0,0,0.0168184,0,0,0,0.0145045,0.0393427,0.00870921,0.0210435,0,0,0.0293294,0,0.0381483,0.0284589,0.042151,0.0069852,0.0097232,0.00940038,0.0257152,0.0309046,0.00740518,0.0061339,0.00920051,0.0085204,0.00973376,0.00840135,0.0237525,0.0240457,0.0293946,0,0.019365,0.0123367,0.0405035,0.0117963,0.0230036,0.0399781,0,0,0.0305854,0,0.0483063,0.0187182,0.0365717,0.0191122,0.0200452,0.0225808,0.0240182,0.0477395,0.0137289,0,0.0171071,0.0156181,0.0135383,0.0275168,0.0060111,0.0113467,0.0159719,0.0378984,0,0.00691776,0.0192914,0.0278325,0,0,0,0,0,0,0,0,0
549,0,0.0333597,0,0,0,0,0.0165155,0,0,0,0.0141945,0.0393686,0.008985,0.0200925,0,0,0.0281493,0,0.038321,0.0277025,0.0411619,0.00747197,0.00958233,0.00874924,0.0254715,0.0307581,0.00710128,0.00594912,0.00829727,0.0087156,0.0100285,0.00858511,0.0242799,0.0237396,0.0286225,0,0.0190359,0.0112041,0.0407359,0.0101526,0.0211089,0.03877,0,0,0.0316374,0,0.0483979,0.0192815,0.0383413,0.013793,0.0184136,0.0174385,0.0245402,0.0465244,0.0124162,0.0165679,0.0117652,0.0131335,0.0105568,0.0298402,0.00567555,0.00937679,0.00989451,0.0375981,0.0134207,0.0073757,0.0178405,0.0278036,0,0,0,0,0,0,0,0,0
550,0,0.033441,0,0,0,0,0.0164898,0,0,0,0.0141873,0.0394234,0.00893497,0.0199377,0,0,0.0277354,0,0.0384128,0.0274225,0.0411497,0.00734759,0.0095929,0.00867084,0.0253068,0.0308551,0.00716456,0.00603358,0.00824115,0.00873536,0.0100984,0.00861099,0.0243151,0.0237639,0.0285786,0,0.0188659,0.0106463,0.0408,0.00984047,0.0210739,0.0382275,0,0,0.0315955,0,0.0484026,0.0192192,0.0382912,0.0136753,0.0185569,0.0172423,0.0243322,0.0459313,0.0123008,0.016741,0.0116922,0.0131745,0.0103301,0.0300387,0.00579797,0.00922304,0.0089758,0.0373483,0.0136978,0.00744179,0.0168873,0.0269953,0,0,0,0,0,0,0,0,0
551,0,0.0331106,0,0,0,0,0.0162414,0,0,0,0.0142592,0.0394373,0.0088205,0.0198039,0,0,0.0272459,0,0.0385299,0.0271247,0.0411186,0.00720836,0.00970076,0.00860632,0.0256218,0.0306316,0.00721563,0.00618789,0.00822191,0.00873851,0.010164,0.00864445,0.0243219,0.0237932,0.028264,0,0.0186378,0.0101926,0.0408299,0.00965493,0.021175,0.0373948,0,0,0.0314311,0,0.0483019,0.0190833,0.0383107,0.0136155,0.0184862,0.0171697,0.0246694,0.0452211,0.0122412,0.0168036,0.0116622,0.0132836,0.0101756,0.0301819,0.00593712,0.00907783,0.00835794,0.0368983,0.0139406,0.00751396,0.0163217,0.0262429,0,0,0,0,0,0,0,0,0
552,0,0.0328363,0,0,0,0,0.0159187,0,0,0,0.0141989,0.0394407,0.00866871,0.0199998,0,0,0.0268275,0,0.0385782,0.0268739,0.0411167,0.00706169,0.00987008,0.00860603,0.0260685,0.0303306,0.00725973,0.0063548,0.00827708,0.00872305,0.0102594,0.00867267,0.024286,0.0238525,0.0278453,0,0.0184365,0.00991197,0.0408267,0.00960357,0.0214016,0.0365324,0,0,0.0316689,0,0.0482358,0.0189681,0.0384894,0.0136574,0.0184389,0.0172056,0.0251496,0.044532,0.0123251,0.0168147,0.0115961,0.0134659,0.0101379,0.0302916,0.00605497,0.00896756,0.00796904,0.0363776,0.0141423,0.00752193,0.0159311,0.0258183,0,0,0,0,0,0,0,0,0
553,0,0.0333924,0,0,0,0,0.0163482,0,0,0,0.0139431,0.0395071,0.00853654,0.0201132,0,0,0.0265764,0,0.0385877,0.0267165,0.0411445,0.00702373,0.00971328,0.00864396,0.0259002,0.0306418,0.00725477,0.00648554,0.00831689,0.00868939,0.0103364,0.00868561,0.0242825,0.0239133,0.0278277,0,0.0183157,0.00983667,0.0408664,0.00965638,0.0214339,0.0366389,0,0,0.0320473,0,0.0482738,0.0191522,0.038734,0.0137807,0.0185431,0.0173841,0.0248714,0.0445742,0.0124386,0.0168237,0.0115642,0.0135553,0.0102169,0.030354,0.00616073,0.00898912,0.00778152,0.036465,0.0144459,0.00742217,0.0155821,0.0260087,0,0,0,0,0,0,0,0,0
554,0,0.0338933,0,0,0,0,0.0170743,0,0,0,0.0139454,0.0395311,0.00842215,0.0199446,0,0,0.0261127,0,0.0386562,0.026383,0.0411906,0.00694556,0.00960347,0.00860773,0.0255346,0.031114,0.0072525,0.00655561,0.00829171,0.00873886,0.0103645,0.00868556,0.0243008,0.0238797,0.0277933,0,0.018114,0.00994557,0.0409551,0.009845,0.0214117,0.0367192,0,0,0.0323284,0,0.0483178,0.0193701,0.0386151,0.0140532,0.0187055,0.0176617,0.0244452,0.0446783,0.0125193,0.0167636,0.0115189,0.0136913,0.0104142,0.0304067,0.00630693,0.00922196,0.00775003,0.0367594,0.0147682,0.00734526,0.0152965,0.0262554,0,0,0,0,0,0,0,0,0
555,0,0.033296,0,0,0,0,0.016739,0,0,0,0.0146145,0.0394631,0.0083691,0.0200142,0,0,0.0256702,0,0.0388147,0.0260126,0.0412615,0.00689314,0.00971064,0.00851343,0.0256622,0.0306896,0.00721817,0.00654144,0.00826797,0.00884556,0.010368,0.00869732,0.0243369,0.0238168,0.0273942,0,0.0178986,0.0100881,0.0410216,0.0100607,0.0215452,0.0361389,0,0,0.0322956,0,0.0482721,0.0191239,0.0385124,0.0143677,0.0187872,0.0179071,0.0246383,0.0441332,0.0127663,0.01667,0.011459,0.0137649,0.0106537,0.0304962,0.00649957,0.00947243,0.00776139,0.0362941,0.015035,0.00740444,0.0150051,0.0258528,0,0,0,0,0,0,0,0,0
