Timestep,,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x69,x70,x71,x72,x73,x77,x76,x78,x68
1279,0,0.0140394,0,0,0,0,0.0111013,0,0,0,0.0218827,0.0248034,0.0156067,0.0171083,0,0,0.00913695,0,0.0324231,0.00850947,0.044065,0.0154406,0.00970781,0.00570724,0.014999,0.0295658,0.00791939,0.0144913,0,0.00574975,0.00947119,0.00700701,0.0216085,0.0274243,0.00691208,0.017848,0.0086697,0.00952634,0,0.014704,0.0192903,0.0178275,0,0,0.102984,0,0.013632,0.0665358,0.0322822,0.0160478,0.0182504,0.0136426,0.0160271,0.0590548,0.00945279,0.0117211,0.00523123,0.00936782,0.0101014,0.0220895,0.012155,0.0114146,0.00560896,0.0422001,0.0258276,0.0475281,0.0103934,0.0113525,0,0,0,0,0,0,0,0,0
1280,0,0.0142202,0,0,0,0,0.0111659,0,0,0,0.0206306,0.0246553,0.0145992,0.0172444,0,0,0.00914897,0,0.0325343,0.00855424,0.0441837,0.0147037,0.00969415,0.00545254,0.0151377,0.0296138,0.00754921,0.0140495,0,0.00555324,0.00892364,0.00688149,0.0214102,0.0262164,0.00677176,0.0179293,0.00881705,0.00900611,0,0.0137969,0.0192433,0.0180302,0,0,0.103159,0,0.0133616,0.0665958,0.0322578,0.0151765,0.0182854,0.0133719,0.0160167,0.0591267,0.00935938,0.0116578,0.00511886,0.00919071,0.00963086,0.0221324,0.0114677,0.0110375,0.00488923,0.042327,0.0258934,0.0475434,0.0101543,0.01153,0,0,0,0,0,0,0,0,0
1281,0,0.014266,0,0,0,0,0.011108,0,0,0,0.0193815,0.0245917,0.0136602,0.0172536,0,0,0.00916357,0,0.0326481,0.00850298,0.044338,0.0144961,0.00963017,0.00558566,0.015446,0.0295192,0.00737184,0.01377,0,0.00543839,0.00868967,0.00669082,0.0211036,0.0251791,0.00668779,0.0180164,0.00901968,0.00883063,0,0.0133775,0.0191711,0.0181229,0,0,0.10331,0,0.0131511,0.0667657,0.0322954,0.0146037,0.0182347,0.0132486,0.0161008,0.0589952,0.00929504,0.0116499,0.00499589,0.00908534,0.00939554,0.0222571,0.0110725,0.0108508,0.00484011,0.042403,0.0260566,0.0475018,0.00991806,0.011724,0,0,0,0,0,0,0,0,0
1282,0,0.0142244,0,0,0,0,0.0109636,0,0,0,0.0182845,0.0247031,0.0129111,0.0171772,0,0,0.00912441,0,0.0327174,0.00837223,0.0444882,0.0126897,0.00952074,0.00599207,0.0155866,0.0292824,0.00739156,0.0137058,0,0.00548291,0.00881762,0.00659233,0.0206783,0.0243392,0.00652531,0.0180591,0.00903366,0.00882859,0,0.0132836,0.0190635,0.0181525,0,0,0.103482,0,0.012971,0.0668927,0.0322938,0.0144745,0.0181795,0.0132689,0.0162162,0.0588686,0.00926073,0.0116879,0.00501652,0.00906818,0.00928281,0.0224949,0.0108892,0.0107656,0.00492334,0.0424958,0.0262128,0.0474631,0.00957537,0.011795,0,0,0,0,0,0,0,0,0
1283,0,0.0142648,0,0,0,0,0.01092,0,0,0,0.0181331,0.0246501,0.0133579,0.0167931,0,0,0.0091427,0,0.0327013,0.00852838,0.0445524,0,0.00929346,0.00656151,0.0155663,0.0291734,0.00742048,0.0140521,0,0.00582711,0.009246,0.00707371,0.0198107,0.0240841,0.00638933,0.0180078,0.00920032,0.0088534,0,0.0132092,0.0189374,0.0182524,0,0,0.103578,0,0.012812,0.0669336,0.0322316,0.0143582,0.0180456,0.0133612,0.0163716,0.0587091,0.00923325,0.0117529,0.00516119,0.00904688,0.00919543,0.0227581,0.0107604,0.0106242,0.00499639,0.042623,0.0263832,0.0474641,0.00931843,0.0118475,0,0,0,0,0,0,0,0,0
1284,0,0.0143362,0,0,0,0,0.0109935,0,0,0,0.0167966,0.0244654,0.011803,0.0168035,0,0,0.00919695,0,0.0327264,0.00870654,0.0446268,0.0108935,0.00910918,0.00713105,0.0155009,0.0289341,0.00753114,0.0147078,0,0.00646168,0.00991491,0.00681311,0.0197563,0.0235578,0.00630158,0.0179351,0.00921916,0.00881804,0,0.0130377,0.0188342,0.0182951,0,0,0.103667,0,0.0125957,0.0670341,0.0322558,0.0142096,0.0179462,0.0134346,0.0165608,0.0586458,0.00932464,0.0119753,0.00528034,0.00921179,0.00908123,0.0229881,0.0106865,0.0105327,0.00516324,0.0428076,0.0265501,0.0475023,0.00921058,0.0118597,0,0,0,0,0,0,0,0,0
1285,0,0.0145185,0,0,0,0,0.0111428,0,0,0,0.0166608,0.0243482,0.0115649,0.0169823,0,0,0.00922449,0,0.0327845,0.00880483,0.0446468,0.0108864,0.00884965,0.00789091,0.0156933,0.0287396,0.00793433,0.0153575,0,0.00722949,0.0106357,0.00689861,0.0191677,0.0239396,0.00622382,0.0178789,0.00917535,0.00880448,0,0.0128256,0.0187939,0.0184563,0,0,0.103756,0,0.0124012,0.0671901,0.032242,0.0140298,0.0178941,0.013454,0.0167566,0.0586734,0.0093842,0.012201,0.00540611,0.00940772,0.00893768,0.0232341,0.0105903,0.0104511,0.0054021,0.0429681,0.0266689,0.0475116,0.00908969,0.0119355,0,0,0,0,0,0,0,0,0
1286,0,0.0147265,0,0,0,0,0.0112831,0,0,0,0.0169825,0.0243187,0.0117535,0.0172038,0,0,0.00927296,0,0.0327965,0.00879866,0.0445823,0.0114278,0.00848112,0.00902105,0.0158735,0.0286358,0.00887618,0.0166494,0,0.00836351,0.0115836,0.0071095,0.0185026,0.0250702,0.00625041,0.0178394,0.00912777,0.0088663,0,0.0127735,0.0187667,0.0187828,0,0,0.103877,0,0.0122693,0.0673609,0.0322063,0.0139771,0.017855,0.0135005,0.0170055,0.0588348,0.0094024,0.0123798,0.00553897,0.00925967,0.00883068,0.0234822,0.0104592,0.0104457,0.00559921,0.0430763,0.0268238,0.0475364,0.0089738,0.0120714,0,0,0,0,0,0,0,0,0
1287,0,0.0150311,0,0,0,0,0.011521,0,0,0,0.0180171,0.0242413,0.012483,0.0173852,0,0,0.00940507,0,0.0327872,0.00883821,0.0444968,0.0133326,0.00787476,0.0108023,0.0160247,0.0285656,0.0102691,0.0186246,0,0.0102968,0.0130144,0.00761261,0.017637,0.0269175,0.00646253,0.0177836,0.00896791,0.00902045,0,0.0129302,0.0187128,0.0192979,0,0,0.104006,0,0.0122094,0.0674968,0.0321042,0.0140587,0.0177649,0.0136253,0.0172977,0.0591472,0.00944959,0.0125565,0.00570311,0.00932867,0.00880534,0.0237617,0.0103471,0.010541,0.00572743,0.0431201,0.0269939,0.0476235,0.00893217,0.0123269,0,0,0,0,0,0,0,0,0
1288,0,0.015471,0,0,0,0,0.0117767,0,0,0,0.0195536,0.0242444,0.0137392,0.017493,0,0,0.00949586,0,0.0327691,0.00888196,0.0444235,0.0166839,0.00711427,0.0130383,0.0165048,0.0283505,0.0118265,0.0214768,0,0.0124127,0.0150571,0.00847768,0.0165217,0.0290958,0.00663412,0.0177579,0.00883266,0.00919274,0,0.0128864,0.0186477,0.0199337,0,0,0.104077,0,0.0122313,0.0675602,0.0319667,0.0139314,0.0176862,0.0137061,0.0175823,0.0595496,0.00953368,0.0127307,0.00586142,0.00937818,0.0087217,0.0240612,0.0100014,0.0105591,0.0059442,0.043017,0.0271124,0.0477669,0.00887849,0.0127256,0,0,0,0,0,0,0,0,0
1289,0,0.0159983,0,0,0,0,0.012026,0,0,0,0.0204557,0.0243927,0.0151097,0.0175457,0,0,0.00954844,0,0.0326919,0.00889168,0.0443586,0.0198536,0.00638133,0.0153087,0.0169701,0.028184,0.0138812,0.0245851,0,0.014362,0.0171696,0.00954268,0.0154063,0.0308761,0.00664743,0.0177608,0.0086703,0.00901413,0,0.0128075,0.018555,0.0206147,0,0,0.104074,0,0.0122635,0.0676225,0.0318295,0.0137911,0.0176713,0.0138228,0.0178591,0.0598402,0.00963797,0.0128988,0.00605713,0.00951194,0.00866539,0.0243769,0.00983014,0.0106215,0.00628632,0.0428948,0.0272339,0.0479235,0.00872986,0.0131119,0,0,0,0,0,0,0,0,0
1290,0,0.0164123,0,0,0,0,0.0122401,0,0,0,0.0200073,0.0245453,0.0161349,0.0175114,0,0,0.00963179,0,0.03264,0.00895625,0.0442716,0.0223899,0.00583165,0.0170381,0.0174687,0.0281089,0.0159264,0.0272856,0,0.0157769,0.018761,0.0105291,0.0145478,0.0314154,0.00662221,0.0177414,0.00862091,0.00880423,0,0.0126717,0.018483,0.021229,0,0,0.104201,0,0.0121934,0.0677972,0.0317228,0.0135863,0.0177424,0.013964,0.0179824,0.0600496,0.00964284,0.0129617,0.00632932,0.00962561,0.00856208,0.0247099,0.00961775,0.010555,0.0067246,0.0428713,0.0273504,0.0480376,0.00855952,0.0134027,0,0,0,0,0,0,0,0,0
1291,0,0.0167038,0,0,0,0,0.0123839,0,0,0,0.0191694,0.0244443,0.0169364,0.0174992,0,0,0.00970547,0,0.0327311,0.00904152,0.0441606,0.0246638,0.0053437,0.0185451,0.0177918,0.0279655,0.0176732,0.0297894,0,0.0169953,0.0199443,0.0113883,0.0138495,0.0311288,0.006667,0.017735,0.00853825,0.00886775,0,0.0125982,0.0185758,0.021824,0,0,0.10444,0,0.0120428,0.0680515,0.031581,0.0134964,0.0178045,0.0140681,0.0179831,0.060199,0.0096367,0.012991,0.00664774,0.00965051,0.00848814,0.0250455,0.00937113,0.0104949,0.00705387,0.0428968,0.0274217,0.0482292,0.0083946,0.0139013,0,0,0,0,0,0,0,0,0
1292,0,0.0169876,0,0,0,0,0.0125106,0,0,0,0.0179486,0.024254,0.0175338,0.0175032,0,0,0.00975867,0,0.0328319,0.00916453,0.0440499,0.0266715,0.00491153,0.0198616,0.0179044,0.0278147,0.0191368,0.0316845,0,0.0179961,0.0207207,0.0117501,0.0133475,0.0300642,0.00673585,0.0177967,0.0084897,0.00920705,0,0.0125942,0.0188145,0.0223513,0,0,0.104744,0,0.0118452,0.0682869,0.0314745,0.0136324,0.0178601,0.0140331,0.017988,0.0604685,0.00979835,0.0132999,0.00675325,0.00971301,0.00848443,0.0253442,0.00909983,0.0106523,0.00742297,0.0429547,0.0274218,0.0483944,0.00830126,0.0141854,0,0,0,0,0,0,0,0,0
1293,0,0.0172761,0,0,0,0,0.0126263,0,0,0,0.016355,0.0241885,0.0183155,0.0171391,0,0,0.00976797,0,0.0329347,0.00920413,0.0439522,0.0285131,0.00439654,0.0211688,0.0181902,0.0272199,0.0210751,0.033253,0,0.019064,0.0212429,0.0122771,0.0128077,0.0285199,0.00684019,0.017998,0.00866872,0.00956706,0,0.0126742,0.018914,0.0228102,0,0,0.105069,0,0.0117441,0.0684393,0.031306,0.0134725,0.0179034,0.0141299,0.0180744,0.0607977,0.00994951,0.0136554,0.00692943,0.00987881,0.00853513,0.0257029,0.008827,0.010892,0.00776426,0.0430893,0.0273795,0.0484961,0.00827664,0.0142751,0,0,0,0,0,0,0,0,0
1294,0,0.0174881,0,0,0,0,0.0127282,0,0,0,0.0142168,0.0242308,0.0187998,0.0170172,0,0,0.00973231,0,0.0329801,0.00911947,0.0438603,0.0295432,0.00398336,0.0220539,0.0184118,0.0268161,0.0228347,0.0344251,0,0.0198153,0.0214943,0.0126466,0.0124323,0.02661,0.00675326,0.0180863,0.00866789,0.00968975,0,0.0127319,0.0188353,0.0231474,0,0,0.105388,0,0.0116783,0.068533,0.0311464,0.0132866,0.0179041,0.0142111,0.018065,0.0609911,0.0100179,0.0139459,0.00721819,0.0100822,0.00852854,0.0260266,0.00857894,0.0110034,0.00803136,0.0432697,0.0274678,0.0485831,0.0081843,0.0144863,0,0,0,0,0,0,0,0,0
1295,0,0.0176236,0,0,0,0,0.0127709,0,0,0,0.0120072,0.0242471,0.0191799,0.0170111,0,0,0.0097271,0,0.0329905,0.00908843,0.0438127,0.0305834,0.00360065,0.0226618,0.018724,0.0267368,0.0241264,0.0352381,0,0.020258,0.0215898,0.0130678,0.0121805,0.02427,0.00666371,0.0180719,0.00859481,0.00958058,0,0.0128252,0.0186252,0.0233836,0,0,0.105693,0,0.0116251,0.068694,0.0310177,0.0132538,0.0179404,0.0142535,0.0180074,0.0610897,0.00998502,0.0141689,0.00756991,0.0103536,0.00852717,0.0263315,0.00826276,0.0110563,0.00831662,0.0433777,0.027548,0.0486239,0.00806479,0.0145643,0,0,0,0,0,0,0,0,0
1296,0,0.01772,0,0,0,0,0.0128749,0,0,0,0.00972704,0.0242624,0.0194315,0.0171148,0,0,0.00967025,0,0.032997,0.00900354,0.0437664,0.0311841,0.00332529,0.0231544,0.0189109,0.0268231,0.0245223,0.0357128,0,0.0204507,0.0215947,0.0132768,0.0120213,0.0215667,0.00651604,0.0180553,0.00851897,0.00947347,0,0.0129873,0.0185521,0.0236007,0,0,0.105919,0,0.0115384,0.0689763,0.0309081,0.0133625,0.0179911,0.0142571,0.0179605,0.0611194,0.00994477,0.0143058,0.00765493,0.0104459,0.00859186,0.0266387,0.00803166,0.0110915,0.0086152,0.043416,0.0276,0.0486077,0.00793066,0.0144949,0,0,0,0,0,0,0,0,0
1297,0,0.0178179,0,0,0,0,0.0129484,0,0,0,0.00746162,0.0242431,0.0195465,0.0173308,0,0,0.00957432,0,0.0329994,0.00895388,0.0437326,0.0310448,0.00309036,0.0235592,0.0190119,0.0266514,0.0250218,0.0359623,0,0.0204102,0.0214504,0.0131881,0.0119236,0.018668,0.0063574,0.0180489,0.0084578,0.00979302,0,0.0131108,0.0185548,0.0237951,0,0,0.106076,0,0.0113831,0.0693449,0.0307764,0.0134857,0.0180292,0.0142834,0.0178945,0.0610219,0.00989905,0.0143811,0.0072683,0.010428,0.00869047,0.0270183,0.00795504,0.0110963,0.00883061,0.0434302,0.0276133,0.0485842,0.00785172,0.0145057,0,0,0,0,0,0,0,0,0
1298,0,0.0178934,0,0,0,0,0.0129614,0,0,0,0.00509074,0.0242612,0.0194515,0.0173708,0,0,0.00945159,0,0.032989,0.00893391,0.0437334,0.0306985,0.00292993,0.0237527,0.0190929,0.026278,0.0253834,0.0360584,0,0.0202112,0.0211531,0.0130287,0.0119475,0.0156977,0.00624091,0.0180648,0.00831203,0.0100666,0,0.0131296,0.0185809,0.0239152,0,0,0.10634,0,0.0113124,0.0695427,0.0306326,0.0135889,0.0181521,0.0143171,0.0177514,0.0610479,0.0098655,0.0143805,0.00692578,0.010384,0.00857982,0.0273937,0.00790068,0.0110742,0.00906242,0.0435576,0.0276551,0.0485436,0.00781227,0.0144059,0,0,0,0,0,0,0,0,0
1299,0,0.0179304,0,0,0,0,0.0130379,0,0,0,0.00356553,0.0242912,0.0191584,0.0170749,0,0,0.00935555,0,0.0329902,0.00882321,0.0438063,0.0302311,0.00287697,0.0236511,0.0191397,0.0257006,0.0254567,0.0359985,0,0.0198852,0.0207246,0.0128673,0.0120727,0.0129519,0.00610382,0.0180641,0.00819219,0.010082,0,0.0130059,0.0185946,0.0239732,0,0,0.106728,0,0.011277,0.0696454,0.0305142,0.0136796,0.0183108,0.014348,0.0175953,0.0611082,0.00974438,0.0143783,0.00688398,0.0102666,0.00851997,0.0275932,0.00785108,0.0110231,0.0093339,0.0436369,0.0277054,0.048475,0.00774108,0.014418,0,0,0,0,0,0,0,0,0
1300,0,0.0179387,0,0,0,0,0.0131283,0,0,0,0.00347432,0.0242752,0.018825,0.01654,0,0,0.00928233,0,0.0329559,0.00868993,0.0439527,0.0296768,0.00288077,0.0234427,0.0190787,0.0249918,0.025571,0.0356022,0,0.0195121,0.0202284,0.0126643,0.0122459,0.0103036,0.00596776,0.0180335,0.00821421,0.0104374,0,0.0131439,0.0186058,0.0240306,0,0,0.107152,0,0.0112081,0.069772,0.0305067,0.0141611,0.0184828,0.0142871,0.0173473,0.0611551,0.00977663,0.0144908,0.00682039,0.0102857,0.00861574,0.0277674,0.0077935,0.0112083,0.00999942,0.0437873,0.0277278,0.0484486,0.00770064,0.0146229,0,0,0,0,0,0,0,0,0
1301,0,0.0180425,0,0,0,0,0.013309,0,0,0,0.00455467,0.0242287,0.0185258,0.016212,0,0,0.00921394,0,0.032902,0.00869236,0.0441726,0.0290672,0.00290333,0.0230706,0.0189595,0.0246479,0.0253662,0.0348526,0,0.0191054,0.0195941,0.0124299,0.0124414,0.00798326,0.00579027,0.0179651,0.00835403,0.0107558,0,0.0133982,0.0184339,0.0241895,0,0,0.107594,0,0.0110945,0.0698953,0.0305816,0.0149657,0.0185547,0.0141439,0.0170796,0.0611834,0.00980614,0.0145695,0.00674073,0.0102766,0.00883868,0.0279213,0.00779351,0.0115242,0.0106337,0.044059,0.02768,0.0484154,0.00778796,0.0145349,0,0,0,0,0,0,0,0,0
1302,0,0.0181859,0,0,0,0,0.0135132,0,0,0,0.00597602,0.0242096,0.0183056,0.0160216,0,0,0.00907463,0,0.0328889,0.00871622,0.0444881,0.0283363,0.00299268,0.0223738,0.0187914,0.0240499,0.0251633,0.033894,0,0.0184405,0.0188807,0.0121448,0.0126826,0.00618019,0.00567961,0.01792,0.00841052,0.0106797,0,0.0140027,0.018446,0.0243089,0,0,0.108086,0,0.0108733,0.070047,0.0306827,0.0163215,0.0186012,0.0139879,0.0168031,0.0611063,0.0098504,0.0145348,0.00671377,0,0.009382,0.0281766,0.00817986,0.0122467,0.010857,0.0444115,0.0276112,0.0483543,0.00798174,0.0142803,0,0,0,0,0,0,0,0,0
1303,0,0.0183283,0,0,0,0,0.0136997,0,0,0,0.00733266,0.0241852,0.0180996,0.0160051,0,0,0.00893005,0,0.0329119,0.00864711,0.0447552,0.0276348,0.00308975,0.0215697,0.018676,0.0235841,0.0250783,0.032889,0,0.01778,0.0182727,0.0118969,0.0129905,0.00501371,0.00559396,0.0179265,0.00842726,0.0104489,0,0.0140663,0.0185376,0.0244199,0,0,0.108642,0,0.0106116,0.0702037,0.0308553,0.0166829,0.0186291,0.0137913,0.0166147,0.0611017,0.00966031,0.0145122,0.00665457,0.0101359,0.00942484,0.028248,0.00817285,0.0123215,0.0109755,0.0447809,0.0275249,0.0482905,0.00819275,0.01425,0,0,0,0,0,0,0,0,0
1304,0,0.0184173,0,0,0,0,0.0138884,0,0,0,0.00818732,0.0240764,0.0176865,0.0158954,0,0,0.00885405,0,0.032898,0.00853803,0.0450217,0.0267515,0.00326269,0.0207551,0.0185265,0.0233156,0.0244854,0.0317191,0,0.0171627,0.0177593,0.0117232,0.0133045,0.00468742,0.00552179,0.0179147,0.00844492,0.0108373,0,0.0141584,0.0184488,0.024526,0,0,0.109325,0,0.0103359,0.0704152,0.0308855,0.0175528,0.0186719,0.0135893,0.0164009,0.0610856,0.00947341,0.0145023,0.00666573,0.00991067,0.00941709,0.0284067,0.00810313,0.0124271,0.0119718,0.0452446,0.0274414,0.0482196,0.00834562,0.0144446,0,0,0,0,0,0,0,0,0
1305,0,0.0184974,0,0,0,0,0.0140729,0,0,0,0.00853656,0.0239381,0.0173382,0.0157306,0,0,0.00878948,0,0.0328839,0.00852511,0.0452497,0.0258972,0.00343302,0.0200051,0.0183644,0.0231709,0.0234974,0.0302902,0,0.0164902,0.0171662,0.011701,0.0136205,0.00473611,0.00541307,0.0178402,0.00844831,0.0111636,0,0.0143131,0.0182328,0.0245668,0,0,0.110097,0,0.0100269,0.0706266,0.0308678,0.0186577,0.0186714,0.0134304,0.0161485,0.0610569,0.00939919,0.014422,0.00668072,0.00974943,0.00957264,0.0284267,0.00806646,0.0127042,0.0127483,0.0457556,0.0273635,0.0481238,0.00852893,0.0144358,0,0,0,0,0,0,0,0,0
1306,0,0.0185887,0,0,0,0,0.0142602,0,0,0,0.00875089,0.0239217,0.0169162,0.0154166,0,0,0.00871643,0,0.0328548,0.00848583,0.0453167,0.0250704,0.00362511,0.0193183,0.0181055,0.022627,0.0226907,0.0286786,0,0.0158892,0.0166017,0.0114376,0.0138513,0.00508743,0.00532056,0.0178162,0.00832708,0.0113454,0,0.01455,0.0181328,0.0245857,0,0,0.110889,0,0.00969668,0.070831,0.0310269,0.0195076,0.0185629,0.0132566,0.015921,0.0610403,0.00931375,0.0143467,0.00662738,0.00962255,0.00982578,0.0283395,0.00819085,0.0130512,0.0133824,0.0462466,0.0272414,0.0480042,0.00879263,0.0143224,0,0,0,0,0,0,0,0,0
1307,0,0.0186341,0,0,0,0,0.0144182,0,0,0,0.00870527,0.0240333,0.0164795,0.0150575,0,0,0.00862521,0,0.0328401,0.00828711,0.0452108,0.024405,0.00393467,0.0188002,0.0179558,0.0221201,0.0217642,0.0275137,0,0.0158202,0.0164523,0.0113386,0.014041,0.00550218,0.005217,0.0178454,0.00844961,0.0115236,0,0.0147893,0.0181238,0.024532,0,0,0.11164,0,0.00934882,0.0710355,0.0311577,0.0202295,0.0184867,0.0130035,0.0155949,0.0609511,0.00916142,0.0142915,0.00651156,0.0096035,0.0100964,0.0282368,0.00878941,0.0134208,0.0140853,0.0466946,0.0271055,0.0479005,0.00905397,0.0144825,0,0,0,0,0,0,0,0,0
1308,0,0.0186028,0,0,0,0,0.0146046,0,0,0,0.00820244,0.0241008,0.0162025,0.0147397,0,0,0.00850638,0,0.0328725,0.00803541,0.0451737,0.0237919,0.00429494,0.0183012,0.0177367,0.0216806,0.0210845,0.0265731,0,0.0158508,0.0164213,0.0111151,0.0141857,0.00602145,0.00509978,0.0178371,0.00883655,0.0118631,0,0.0148645,0.018127,0.0243681,0,0,0.112393,0,0.0089418,0.0712364,0.0311998,0.0207596,0.0184894,0.0127888,0.015147,0.060807,0.00906516,0.0142451,0.00641582,0.00961162,0.0102828,0.0284378,0.00948707,0.0136933,0.0150358,0.0470386,0.0269437,0.0477837,0.00925588,0.0145048,0,0,0,0,0,0,0,0,0
1309,0,0.0185407,0,0,0,0,0.0147996,0,0,0,0.00701577,0.0239835,0.01575,0.0144553,0,0,0.00840374,0,0.0328193,0.00797958,0.0452318,0.0229344,0.00475966,0.0177545,0.0172577,0.0212868,0.0202135,0.0252773,0,0.015791,0.0162484,0.011006,0.0143972,0.00674692,0.00502914,0.0177686,0.00887829,0.0122895,0,0.0149892,0.0181432,0.0241414,0,0,0.113191,0,0.00852417,0.0714626,0.0312443,0.0213619,0.0184705,0.0124932,0.0145576,0.0606957,0.00904617,0.0141765,0.00646956,0.0096759,0.0105119,0.0286556,0.00924956,0.0140055,0.0159196,0.0475057,0.0266669,0.0475477,0.00944163,0.0140554,0,0,0,0,0,0,0,0,0
1310,0,0.0186234,0,0,0,0,0.0149901,0,0,0,0.00519096,0.0238939,0.015458,0.0143025,0,0,0.00839118,0,0.0327126,0.00814016,0.0453038,0.0226891,0.00506344,0.0175697,0.0171657,0.0210488,0.0196912,0.0237752,0,0.0159227,0.0161888,0.0111239,0.0145006,0.00824637,0.00502744,0.0176515,0.0086916,0.0128492,0,0.0152405,0.0180779,0.0241563,0,0,0.113842,0,0.00822125,0.0715981,0.031337,0.0220407,0.0185405,0.0122491,0.0142758,0.0608067,0.00895553,0.0140073,0.00660377,0.00968852,0.0108152,0.0287972,0.00914198,0.0143702,0.0167899,0.0479823,0.0266014,0.0473066,0.00964002,0.0141111,0,0,0,0,0,0,0,0,0
1311,0,0.0187063,0,0,0,0,0.015205,0,0,0,0.00352574,0.0238855,0.015045,0.0140278,0,0,0.00836699,0,0.0326191,0.00819729,0.0453819,0.0223286,0.00538992,0.0173861,0.0170224,0.0207896,0.0189602,0.0227371,0,0.0160745,0.0161409,0.0111968,0.0145984,0.0101091,0.00493664,0.0175378,0.008448,0.0131213,0,0.0154433,0.0181709,0.0241287,0,0,0.11449,0,0.00800827,0.0717117,0.0314754,0.0225087,0.0185437,0.0120508,0.0139391,0.0606961,0.00877189,0.0138072,0.00663979,0.00956468,0.0110256,0.0289117,0.00931262,0.0146714,0.0178987,0.0483257,0.0265017,0.0471038,0.00990779,0.0142996,0,0,0,0,0,0,0,0,0
1312,0,0.0186931,0,0,0,0,0.0153532,0,0,0,0.00266433,0.023747,0.0145006,0.0136755,0,0,0.00829501,0,0.0326084,0.00809186,0.0455243,0.0217854,0.00575084,0.017155,0.0166132,0.0205557,0.0185213,0.0216836,0,0.0161803,0.0161362,0.0111864,0.014793,0.0119958,0.00492366,0.0174543,0.00876178,0.0133479,0,0.0158095,0.0181754,0.0240415,0,0,0.115268,0,0.00773026,0.0718487,0.0316922,0.0230886,0.018574,0.011722,0.0133479,0.0605601,0.00885165,0.0137288,0.00659254,0,0.0114149,0.0290605,0.0098124,0.0153005,0.0190879,0.048583,0.0262727,0.0469178,0.010192,0.0143202,0,0,0,0,0,0,0,0,0
1313,0,0.0187434,0,0,0,0,0.0155602,0,0,0,0.00301078,0.0236532,0.0141056,0.0135047,0,0,0.00824764,0,0.0325753,0.00801198,0.045771,0.0215962,0.00613928,0.0171749,0.0163696,0.020329,0.0180325,0.0209133,0,0.0164922,0.0162034,0.011282,0.0148923,0.0139816,0.00493454,0.0174099,0.0089719,0.0136655,0,0.0157376,0.0180287,0.0240549,0,0,0.116054,0,0.00740606,0.0720234,0.0318643,0.023328,0.0186314,0.0113052,0.0128446,0.0605756,0.00880034,0.0138121,0.00653016,0.00942895,0.0114572,0.0290867,0.00986956,0.0154336,0.0201585,0.0489127,0.0260955,0.0466033,0.0105348,0.014001,0,0,0,0,0,0,0,0,0
1314,0,0.0189983,0,0,0,0,0.0157928,0,0,0,0.00373765,0.0235791,0.0140727,0.0133656,0,0,0.00831645,0,0.0324464,0.00803759,0.0458498,0.0216333,0.00626416,0.0171862,0.0166234,0.0199609,0.0177151,0.020441,0,0.0167201,0.016393,0.0114605,0.0149706,0.0157097,0.00518995,0.0173554,0.00898981,0.0139352,0,0.0158441,0.0178544,0.024344,0,0,0.116517,0,0.00738919,0.0720619,0.0320456,0.0238334,0.0187803,0.0109833,0.0129353,0.0608777,0.00870597,0.0136948,0.00641352,0.00952842,0.0116035,0.0291789,0.00974426,0.0156956,0.0210458,0.0490417,0.0260713,0.0462978,0.0108822,0.0142008,0,0,0,0,0,0,0,0,0
1315,0,0.0191985,0,0,0,0,0.0159318,0,0,0,0.00457015,0.0235112,0.0139419,0.0132824,0,0,0.00832691,0,0.0323475,0.00797001,0.045938,0.0214099,0.0065235,0.0172221,0.0168164,0.019639,0.0171717,0.0199527,0,0.0167653,0.0165605,0.0115509,0.0150903,0.0169955,0.00534118,0.0173344,0.00892435,0.0142572,0,0.0159262,0.0179078,0.0245812,0,0,0.116908,0,0.00744163,0.0721459,0.0322345,0.0244518,0.0189591,0.0106837,0.0129663,0.0611144,0.00865112,0.0135839,0.00630268,0.00940015,0.0117497,0.0292838,0.00955912,0.0159058,0.0217625,0.0491972,0.0259877,0.0461429,0.0112323,0.0144565,0,0,0,0,0,0,0,0,0
