Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,,x79,x81
635,0.0287927,0,0,0,0,0.040634,0,0,0,0,0,0,0.0442079,0.0195811,0.0314257,0.0185352,0,0,0.0360208,0,0.0351955,0.0212152,0.0366326,0.0237331,0.0121156,0.011387,0.0361643,0.0751224,0.017044,0.0173231,0.0126106,0.0157603,0.0233029,0.0179018,0.0202429,0.0512671,0.0477471,0.00894369,0.00593286,0.013696,0.0285502,0.0158909,0.0192592,0.0342271,0,0,0.0335862,0,0.0353365,0.0209786,0.039629,0.0255612,0.0209627,0.0206409,0.0327977,0.036642,0.00705284,0.0152832,0.00906643,0.00972984,0.0165254,0.031527,0.00831917,0.0168422,0.0144078,0.0265226,0.0401407,0.00364568,0.0352929,0.0193423,0,0,0,0,0,0,0
636,0.0285954,0,0,0,0,0.0406637,0,0,0,0,0,0,0.0441557,0.0194256,0.0314566,0.0185037,0,0,0.035831,0,0.0351011,0.021355,0.0367458,0.0237821,0.0119255,0.0114064,0.035999,0.0746545,0.0170657,0.0173237,0.0126534,0.0157704,0.0233229,0.0179041,0.0202431,0.051249,0.0475863,0.00909935,0.00655772,0.0136742,0.0285613,0.0158727,0.0192289,0.0342029,0,0,0.0334031,0,0.0352736,0.0207617,0.0396647,0.0255197,0.0210249,0.0205969,0.0325971,0.0367492,0.00719841,0.0152881,0.00906978,0.00971858,0.0165766,0.0315415,0.00836326,0.0168372,0.0143067,0.0266467,0.0390714,0.00296126,0.0352997,0.019675,0,0,0,0,0,0,0
637,0.0283011,0,0,0,0,0.0406603,0,0,0,0,0,0,0.0442018,0.019268,0.0314661,0.0185052,0,0,0.0355453,0,0.0350689,0.0214223,0.0368896,0.0238052,0.0118002,0.0114165,0.035829,0.0740792,0.017088,0.0173186,0.012688,0.0157581,0.0233012,0.0179132,0.020214,0.0512256,0.0473221,0.00925222,0.00711231,0.0136363,0.0285587,0.0158263,0.0191989,0.0341866,0,0,0.033208,0,0.0351801,0.0205561,0.0396893,0.0253916,0.0210738,0.0205389,0.0323786,0.0368426,0.00710757,0.0152898,0.00906704,0.00966604,0.0166413,0.0315565,0.00836817,0.0168612,0.0142627,0.0267522,0.0380262,0.00238711,0.0352821,0.0197355,0,0,0,0,0,0,0
638,0.0282458,0,0,0,0,0.0406841,0,0,0,0,0,0,0.0442308,0.0191268,0.0314828,0.0184964,0,0,0.0352335,0,0.0350458,0.0214442,0.0370715,0.0238303,0.0117348,0.0114432,0.0357048,0.0733709,0.0171108,0.0173424,0.0127384,0.0157656,0.0232998,0.0179194,0.0201773,0.0512293,0.0469236,0.00936845,0.00762256,0.0136414,0.0285203,0.0157741,0.019161,0.0342796,0,0,0.0331237,0,0.0350511,0.0203999,0.0396925,0.0252346,0.0210899,0.0204762,0.0322286,0.0369917,0.00702982,0.0152848,0.00906443,0.0096426,0.0166231,0.0316045,0.00832189,0.0169589,0.0143043,0.0269573,0.0371147,0.00200594,0.0352754,0.0194816,0,0,0,0,0,0,0
639,0.0283709,0,0,0,0,0.0407538,0,0,0,0,0,0,0.0440736,0.0190851,0.031498,0.0184996,0,0,0.0349643,0,0.0349748,0.0214141,0.0372172,0.0238402,0.0116479,0.011492,0.0356194,0.0725937,0.0171489,0.0174008,0.0127768,0.0157869,0.0232999,0.0179479,0.0201412,0.0511916,0.0464767,0.00942128,0.00807702,0.0136675,0.0283982,0.0157744,0.0191339,0.0344547,0,0,0.0330553,0,0.0349361,0.0202506,0.0397052,0.0252094,0.0210902,0.0204606,0.0321571,0.0371788,0.00703971,0.0152966,0.00908127,0.00965477,0.0165846,0.0316473,0.00829078,0.0170014,0.0142957,0.0272788,0.0363842,0.00182294,0.0353116,0.0188701,0,0,0,0,0,0,0
640,0.0283463,0,0,0,0,0.0407649,0,0,0,0,0,0,0.043863,0.0190358,0.0314831,0.018504,0,0,0.0347025,0,0.0349004,0.0213068,0.0373034,0.0238308,0.0115498,0.0115399,0.035482,0.0718463,0.0171804,0.017421,0.0128147,0.0157953,0.0232869,0.0179505,0.0201179,0.0511355,0.0460411,0.00945701,0.00842916,0.0136765,0.0283643,0.0158081,0.0191114,0.0345064,0,0,0.0330668,0,0.0349057,0.0200951,0.0397413,0.0252617,0.0210861,0.0204379,0.0320395,0.0372769,0.00705021,0.015318,0.0090915,0.00970138,0.0165982,0.0316451,0.00830121,0.0169314,0.0142425,0.0274431,0.0357939,0.0017917,0.0353134,0.018611,0,0,0,0,0,0,0
641,0.0283859,0,0,0,0,0.0407565,0,0,0,0,0,0,0.0439848,0.0190201,0.0314472,0.0184762,0,0,0.034475,0,0.034865,0.0211442,0.0373334,0.0238102,0.0114883,0.0115414,0.0352575,0.0711611,0.0171675,0.0174065,0.0128101,0.0157634,0.023255,0.0179102,0.0200878,0.0510845,0.0455096,0.00949472,0.00868547,0.0136728,0.028425,0.0158546,0.0190819,0.0344591,0,0,0.0331052,0,0.0349624,0.01997,0.0397641,0.025312,0.0210833,0.0204328,0.0319646,0.0372798,0.00704768,0.0153348,0.00909522,0.00974856,0.0166097,0.0316419,0.00834077,0.0167358,0.0142028,0.0275076,0.0354121,0.00177252,0.0353339,0.0185821,0,0,0,0,0,0,0
642,0.0283412,0,0,0,0,0.04076,0,0,0,0,0,0,0.0441711,0.0190878,0.0313987,0.0184426,0,0,0.0343037,0,0.0348025,0.0209844,0.0373349,0.0237759,0.0114451,0.0115183,0.0349803,0.0705415,0.0171662,0.0173876,0.0128005,0.0157034,0.0231975,0.0178438,0.0200715,0.0510275,0.0450865,0.00951556,0.00887683,0.013677,0.0284299,0.0158537,0.0190265,0.0344155,0,0,0.0331152,0,0.0349849,0.0199476,0.0397657,0.0252607,0.0210874,0.0204195,0.0318762,0.03731,0.00700538,0.0153498,0.00909528,0.00972121,0.0165802,0.031667,0.0083257,0.016631,0.0142006,0.0275805,0.0353054,0.00174245,0.0353479,0.018583,0,0,0,0,0,0,0
643,0.0284434,0,0,0,0,0.0407884,0,0,0,0,0,0,0.0442412,0.0191712,0.0313527,0.0184192,0,0,0.0341766,0,0.0347148,0.0208431,0.0373162,0.0237357,0.0113968,0.011506,0.034914,0.0700117,0.0171846,0.0173916,0.0127997,0.0156597,0.0231775,0.0177661,0.020061,0.0509671,0.044729,0.00953649,0.00903918,0.0136637,0.0283279,0.0158252,0.0189792,0.0344224,0,0,0.0331687,0,0.034965,0.0199932,0.039779,0.0251873,0.0210879,0.020402,0.0318105,0.0373806,0.00695932,0.0153628,0.00911065,0.00970681,0.0165357,0.0316936,0.00834674,0.0166423,0.0141656,0.0277283,0.0354027,0.0016246,0.0353651,0.0185732,0,0,0,0,0,0,0
644,0.0284076,0,0,0,0,0.0407437,0,0,0,0,0,0,0.0441493,0.019198,0.0314061,0.0183762,0,0,0.0340533,0,0.0346574,0.0206842,0.0373314,0.023784,0.0113852,0.0115542,0.0347961,0.0695667,0.0172076,0.0174356,0.012823,0.0157163,0.0232579,0.0178301,0.0200678,0.0510802,0.0443554,0.00953931,0.00916614,0.0136462,0.028271,0.0158183,0.0189559,0.0342146,0,0,0.0334572,0,0.0349106,0.0199951,0.0397584,0.0251656,0.021102,0.0203819,0.0316793,0.0373695,0.00700952,0.0153719,0.00913752,0.00971897,0.0165004,0.0316953,0.0084066,0.0166505,0.014102,0.0277586,0.0356027,0.00165607,0.0352977,0.0187811,0,0,0,0,0,0,0
645,0.0283407,0,0,0,0,0.0406712,0,0,0,0,0,0,0.0440551,0.0192247,0.031375,0.0183503,0,0,0.0338957,0,0.0346402,0.0205195,0.0373304,0.0237555,0.011389,0.0115685,0.034779,0.0691728,0.017223,0.0174628,0.0128252,0.0157305,0.0232695,0.0178647,0.0200388,0.0511053,0.0439854,0.00951732,0.00929762,0.0136363,0.028208,0.0158236,0.0189543,0.0339964,0,0,0.0339028,0,0.0348573,0.0199698,0.0397521,0.0251831,0.0210919,0.020358,0.0316178,0.0373123,0.00717543,0.0153804,0.00917197,0.00975291,0.0164693,0.0317083,0.00838813,0.0165847,0.0140831,0.0276857,0.0356336,0.0015678,0.035197,0.018843,0,0,0,0,0,0,0
646,0.028319,0,0,0,0,0.0406731,0,0,0,0,0,0,0.043918,0.0192879,0.0312665,0.0183397,0,0,0.0337359,0,0.0346237,0.020388,0.0372462,0.0236721,0.0112085,0.011591,0.0347016,0.0688146,0.0172472,0.0174981,0.012832,0.0156949,0.0232122,0.0178337,0.0200115,0.0509626,0.0436303,0.00949041,0.00944107,0.0136228,0.0281595,0.015822,0.01893,0.0339767,0,0,0.0337644,0,0.0348813,0.020049,0.039839,0.0251987,0.0210829,0.0203232,0.0316249,0.0373416,0.00717885,0.0153711,0.00919241,0.00978475,0.0163968,0.0317269,0.00833384,0.0165285,0.01411,0.0277448,0.0357068,0.00146141,0.0351957,0.0187665,0,0,0,0,0,0,0
647,0.0283067,0,0,0,0,0.0406851,0,0,0,0,0,0,0.0437222,0.0193696,0.0313046,0.0183359,0,0,0.0336095,0,0.0345933,0.020286,0.0371073,0.0237472,0.0108329,0.011692,0.0347369,0.0685029,0.0173204,0.0175626,0.0129251,0.0157463,0.0232419,0.0178662,0.0200414,0.0508554,0.043264,0.00947488,0.00957013,0.0136014,0.0281246,0.0157976,0.0188977,0.0339826,0,0,0.0336809,0,0.0348686,0.0201103,0.0400103,0.0251656,0.021085,0.0203091,0.0316533,0.0374246,0.00726779,0.0153416,0.00918692,0.00983909,0.0163202,0.0317361,0.00830193,0.016588,0.0141494,0.0278235,0.0358233,0.0015748,0.0351852,0.0186833,0,0,0,0,0,0,0
648,0.028305,0,0,0,0,0.0406725,0,0,0,0,0,0,0.0434649,0.0194453,0.0313621,0.0183312,0,0,0.0334783,0,0.0345689,0.0202033,0.0370586,0.0238174,0.0107352,0.0117636,0.0347017,0.0682478,0.0173614,0.0176004,0.0129855,0.0158191,0.0232912,0.0179233,0.0200572,0.0508766,0.0429719,0.009461,0.00969205,0.0135508,0.0281251,0.015759,0.0188723,0.0339577,0,0,0.0337903,0,0.0348726,0.0201084,0.0400692,0.0251095,0.0210803,0.0202915,0.0316132,0.037435,0.00724012,0.0153313,0.0091719,0.00985702,0.0162643,0.0317187,0.00828199,0.0168006,0.0140923,0.0278255,0.0358853,0.00162619,0.0351609,0.0186159,0,0,0,0,0,0,0
649,0.0282806,0,0,0,0,0.0406243,0,0,0,0,0,0,0.0435303,0.0195048,0.031341,0.0183266,0,0,0.0333213,0,0.0345435,0.0201161,0.0370722,0.0238075,0.0108115,0.0117717,0.0347596,0.068008,0.0173556,0.0176018,0.012986,0.0158304,0.0232855,0.0179157,0.020033,0.0508652,0.0427809,0.00945916,0.00973246,0.0135141,0.0281373,0.0157602,0.0188631,0.0338842,0,0,0.0338372,0,0.0348768,0.0200508,0.0400701,0.0251127,0.021034,0.020268,0.0316623,0.0374044,0.00728116,0.0153314,0.00915759,0.00983071,0.0162467,0.0316902,0.00833035,0.0169289,0.0139964,0.0277789,0.0358238,0.00159152,0.0351269,0.0185651,0,0,0,0,0,0,0
650,0.0282405,0,0,0,0,0.0405819,0,0,0,0,0,0,0.0435286,0.0195943,0.0312858,0.0183278,0,0,0.0332361,0,0.0345033,0.0200314,0.037109,0.0237333,0.0109426,0.0117361,0.0346989,0.0677878,0.0173358,0.0175739,0.0129466,0.0157986,0.0232574,0.017837,0.0199943,0.0508164,0.0426556,0.00945963,0.00969211,0.0135632,0.0281353,0.0158011,0.0188738,0.0337803,0,0,0.0338832,0,0.0348513,0.0199591,0.0400187,0.0251762,0.0210102,0.0202778,0.0317776,0.0373563,0.0071626,0.0153415,0.00916413,0.00981254,0.0163037,0.0317034,0.00835847,0.0169411,0.0139795,0.0277194,0.0356732,0.00166867,0.0350849,0.0185219,0,0,0,0,0,0,0
651,0.0281934,0,0,0,0,0.0405675,0,0,0,0,0,0,0.0435182,0.0196647,0.0311959,0.0183401,0,0,0.0331979,0,0.0344864,0.0199448,0.0371438,0.0236139,0.0111022,0.0116658,0.0345594,0.0675804,0.0173107,0.0175348,0.0128931,0.0157173,0.0231911,0.0177547,0.0199542,0.0507341,0.0423943,0.00943094,0.00975239,0.0135858,0.0280653,0.0158375,0.0188919,0.0337009,0,0,0.0339293,0,0.0348186,0.0198743,0.0399482,0.0252269,0.0210342,0.0203233,0.0315509,0.0373303,0.0070752,0.015352,0.00918201,0.0098095,0.016338,0.0317105,0.00837704,0.0169473,0.01399,0.0277021,0.0355268,0.00182439,0.035045,0.0184074,0,0,0,0,0,0,0
652,0.0281199,0,0,0,0,0.0405261,0,0,0,0,0,0,0.0433741,0.0197147,0.0311732,0.0183482,0,0,0.0331678,0,0.0345013,0.0198328,0.0372002,0.0235649,0.0112614,0.0116693,0.0346062,0.0674146,0.0173057,0.0175549,0.0128773,0.0157266,0.0232039,0.0177894,0.0199525,0.05081,0.0421506,0.00940048,0.00988532,0.0135688,0.0280155,0.0158454,0.0188802,0.03361,0,0,0.0339531,0,0.034839,0.0197853,0.0399062,0.0252278,0.0210411,0.0203388,0.0313825,0.0372963,0.00706083,0.0153552,0.00918626,0.00979444,0.0162968,0.0317101,0.00839279,0.0169627,0.0140228,0.0276697,0.035391,0.00184904,0.0349927,0.0183817,0,0,0,0,0,0,0
653,0.0279809,0,0,0,0,0.0404499,0,0,0,0,0,0,0.043309,0.0197607,0.0312018,0.0183197,0,0,0.033131,0,0.0345029,0.0197667,0.0372415,0.0235974,0.0113496,0.011697,0.0346259,0.0672655,0.0173107,0.0175622,0.0128879,0.0157905,0.0232719,0.0178548,0.0199549,0.050923,0.0419518,0.00937847,0.00992061,0.0135706,0.027981,0.0158562,0.0188645,0.0335211,0,0,0.0338846,0,0.0347947,0.0196169,0.0398809,0.0252279,0.021029,0.0203108,0.0312963,0.0372562,0.00705169,0.01535,0.00916828,0.00978348,0.0160638,0.0317233,0.0083793,0.0170232,0.0140839,0.0276619,0.0352176,0.00198186,0.0349322,0.0183185,0,0,0,0,0,0,0
654,0.0278172,0,0,0,0,0.0403825,0,0,0,0,0,0,0.0433674,0.019754,0.0311871,0.0182835,0,0,0.0331042,0,0.0344998,0.019716,0.037246,0.0235961,0.011366,0.0116948,0.0346429,0.0671337,0.0173014,0.0175519,0.0128965,0.0157839,0.0232814,0.0178462,0.0199472,0.0509512,0.0419172,0.00937851,0.00990738,0.0135707,0.0280239,0.0158528,0.0188688,0.0334643,0,0,0.0338488,0,0.0348047,0.0194152,0.0398719,0.025223,0.021026,0.0202848,0.0312802,0.0372818,0.00702227,0.0153422,0.00915543,0.00977838,0.0160845,0.0317264,0.00835174,0.0170727,0.014108,0.0276875,0.0351417,0.00211936,0.0348439,0.0182034,0,0,0,0,0,0,0
655,0.0278811,0,0,0,0,0.0403493,0,0,0,0,0,0,0.0434171,0.0197223,0.0312896,0.0182556,0,0,0.0330704,0,0.0344639,0.0196897,0.0372053,0.0236811,0.0112938,0.0117458,0.0346959,0.0670577,0.0173142,0.0176052,0.0129267,0.0158441,0.0233614,0.0178904,0.0199732,0.0510236,0.0419577,0.00939325,0.00991378,0.0135539,0.028059,0.0158441,0.0188736,0.0334736,0,0,0.0338171,0,0.0348538,0.0194106,0.0398662,0.0252257,0.021022,0.020267,0.031317,0.0373725,0.00699952,0.0153375,0.00914656,0.00976819,0.0161629,0.0317103,0.0083493,0.0171163,0.0140684,0.0277516,0.035239,0.00205791,0.0347824,0.0181102,0,0,0,0,0,0,0
656,0.0277814,0,0,0,0,0.0403404,0,0,0,0,0,0,0.0434568,0.0197627,0.03137,0.0182448,0,0,0.0330829,0,0.0344297,0.0196957,0.0371643,0.0237554,0.0112462,0.0117813,0.034767,0.0670944,0.01733,0.0176347,0.0129418,0.0158755,0.0233906,0.01793,0.0199924,0.0510391,0.0419106,0.00938,0.00995225,0.0135273,0.0280706,0.0158275,0.0188939,0.0334749,0,0,0.033798,0,0.0348376,0.0194668,0.0398752,0.0252238,0.0210027,0.0202719,0.0313357,0.0374595,0.00699408,0.0153351,0.00914131,0.00977478,0.0161806,0.0317168,0.00835244,0.0171503,0.0140524,0.0278125,0.0353544,0.00200472,0.0347335,0.0181375,0,0,0,0,0,0,0
657,0.0277013,0,0,0,0,0.0402931,0,0,0,0,0,0,0.0433864,0.019729,0.0313392,0.01826,0,0,0.0331028,0,0.0344155,0.0197294,0.0371325,0.0237436,0.0112257,0.0117696,0.0348339,0.0671361,0.0173411,0.0176499,0.0129444,0.0158503,0.0233691,0.0179177,0.0199962,0.0509887,0.041887,0.00937214,0.00997839,0.0135261,0.0280923,0.0158348,0.0189094,0.0334195,0,0,0.0337376,0,0.0348145,0.0195167,0.0399247,0.0252803,0.0210006,0.0202848,0.0313391,0.0375086,0.00702248,0.0153235,0.00913673,0.00979009,0.0161952,0.0317184,0.0083926,0.0172008,0.0140224,0.0278432,0.0354497,0.00198559,0.0346637,0.0181393,0,0,0,0,0,0,0
658,0.0276844,0,0,0,0,0.0402278,0,0,0,0,0,0,0.0434747,0.0195934,0.0312278,0.0182602,0,0,0.0331703,0,0.034395,0.0197893,0.0371032,0.0236549,0.0112081,0.0117575,0.0348502,0.0671502,0.0173399,0.0176762,0.0129435,0.0157984,0.0233259,0.0178437,0.0199928,0.0509249,0.041947,0.00942122,0.00998052,0.0135274,0.0281576,0.0158638,0.0188869,0.0333699,0,0,0.0337219,0,0.0348567,0.0194751,0.0399858,0.0253504,0.0210083,0.020306,0.0313375,0.0375085,0.00702805,0.0153051,0.00913637,0.00980968,0.0162617,0.031698,0.00844004,0.017253,0.0140009,0.0278412,0.0354285,0.00200384,0.0345889,0.0180734,0,0,0,0,0,0,0
659,0.0276709,0,0,0,0,0.0401779,0,0,0,0,0,0,0.0436223,0.019605,0.0311815,0.0182748,0,0,0.0332477,0,0.0344197,0.0198152,0.0370462,0.0235876,0.0112389,0.0117907,0.0348825,0.06721,0.0173324,0.0177307,0.0129539,0.0158189,0.0233688,0.0178236,0.0199673,0.0509989,0.0420714,0.00946263,0.00987486,0.013498,0.0281815,0.0158439,0.0188893,0.0333582,0,0,0.0337314,0,0.0348722,0.0194061,0.0400296,0.0253362,0.0209808,0.0203068,0.0313954,0.0375237,0.00702101,0.0152927,0.00911834,0.00982783,0.0162916,0.0316943,0.008477,0.0172733,0.0140848,0.027847,0.0353991,0.00205615,0.034525,0.0179812,0,0,0,0,0,0,0
660,0.0276705,0,0,0,0,0.040149,0,0,0,0,0,0,0.0435972,0.0196159,0.0311939,0.018307,0,0,0.033317,0,0.034425,0.01985,0.0369727,0.0235711,0.0113208,0.0118093,0.0349486,0.0673044,0.0173603,0.0177642,0.0129716,0.015834,0.0233811,0.017832,0.0199452,0.0510924,0.0421993,0.00948125,0.00970654,0.0134955,0.0281445,0.0158452,0.0189134,0.033348,0,0,0.0336735,0,0.0348353,0.0193575,0.0400281,0.0253479,0.0209637,0.0203279,0.0314595,0.0375517,0.00706805,0.0152971,0.00910498,0.00983985,0.0162845,0.0317158,0.00850692,0.0173174,0.0141417,0.027843,0.0353788,0.00203572,0.0344663,0.0179516,0,0,0,0,0,0,0
661,0.0276791,0,0,0,0,0.040128,0,0,0,0,0,0,0.0434861,0.0196203,0.031226,0.0183258,0,0,0.0333663,0,0.0344092,0.0199014,0.0369748,0.0235863,0.0113756,0.0118095,0.0350147,0.0674068,0.0174121,0.017796,0.0129887,0.0158403,0.0233921,0.0178411,0.0199579,0.0511646,0.042318,0.00950995,0.00962941,0.0135123,0.0280727,0.0158526,0.0189184,0.0333701,0,0,0.0335567,0,0.0347528,0.0193465,0.0400413,0.0253778,0.0209698,0.0203813,0.0314847,0.0376046,0.00707919,0.0152969,0.00910498,0.00985121,0.0162628,0.0317396,0.0085105,0.0173855,0.0141973,0.0278511,0.0353956,0.00194802,0.0344152,0.0179469,0,0,0,0,0,0,0
662,0.0277319,0,0,0,0,0.0401168,0,0,0,0,0,0,0.0435419,0.0196115,0.031245,0.018334,0,0,0.0334252,0,0.0344053,0.0199231,0.0370303,0.0236203,0.0113545,0.0118218,0.035068,0.0675258,0.0174758,0.0178361,0.0130036,0.015847,0.0234131,0.0178312,0.0199976,0.0511073,0.0424325,0.00955908,0.00962654,0.0135073,0.0280144,0.0158465,0.018901,0.0333773,0,0,0.0334322,0,0.0346577,0.0193775,0.0400742,0.0253992,0.0209828,0.0203778,0.0314725,0.0376816,0.00705551,0.0152867,0.00912283,0.00983626,0.0163045,0.031732,0.0085042,0.0174603,0.0142234,0.0278869,0.0354361,0.00185981,0.0343723,0.0179783,0,0,0,0,0,0,0
663,0.0277334,0,0,0,0,0.0400997,0,0,0,0,0,0,0.0435063,0.0196021,0.0312038,0.0183402,0,0,0.0334482,0,0.0343941,0.0199376,0.0368923,0.0236688,0.0112763,0.011813,0.0350809,0.0676144,0.0175212,0.0178126,0.0129982,0.0158027,0.0233747,0.017816,0.0200008,0.0509025,0.0425235,0.00959959,0.0096847,0.0134611,0.028012,0.0158304,0.0189067,0.0333772,0,0,0.0333825,0,0.0346668,0.0193878,0.0400759,0.0253955,0.020982,0.0203952,0.0314864,0.0376866,0.00708572,0.0152777,0.00914351,0.00986367,0.0163662,0.0317003,0.00850103,0.0174904,0.0141846,0.0279073,0.0354129,0.00189182,0.034332,0.0180132,0,0,0,0,0,0,0
664,0.0276873,0,0,0,0,0.040073,0,0,0,0,0,0,0.043559,0.0195923,0.0311503,0.0183382,0,0,0.0334603,0,0.0343841,0.0199274,0.0369997,0.0236003,0.0112778,0.0118491,0.0349954,0.0676952,0.0175069,0.017867,0.0129809,0.0158475,0.0234236,0.0178169,0.0200011,0.05095,0.0425867,0.00961484,0.00967299,0.0134419,0.0280653,0.0158248,0.0188705,0.0333672,0,0,0.0333821,0,0.0347069,0.019403,0.0401329,0.025406,0.0209476,0.0204274,0.0315245,0.0376517,0.00711649,0.0152619,0.00914888,0.00989932,0.0163871,0.0316915,0.00851916,0.0175235,0.0141503,0.0278971,0.0353713,0.00202111,0.034286,0.0180002,0,0,0,0,0,0,0
665,0.0276618,0,0,0,0,0.0400558,0,0,0,0,0,0,0.043571,0.0196295,0.0311968,0.0183386,0,0,0.0334935,0,0.0343725,0.0199135,0.0370506,0.0235999,0.0113128,0.0118911,0.0348466,0.0677966,0.0175088,0.0179025,0.012996,0.0159064,0.0234784,0.0178604,0.0199979,0.0510515,0.0426313,0.00965848,0.00961268,0.0134314,0.0280738,0.0158225,0.01885,0.0333891,0,0,0.0333316,0,0.0347333,0.0194235,0.0401691,0.0254561,0.0209206,0.0204278,0.0315393,0.0376174,0.00708013,0.0152697,0.00914572,0.00990746,0.0163929,0.0316813,0.00854731,0.0175393,0.0141317,0.0278562,0.0353208,0.00210803,0.0342657,0.017988,0,0,0,0,0,0,0
666,0.0276274,0,0,0,0,0.0400344,0,0,0,0,0,0,0.0440439,0.0196784,0.0312481,0.0183482,0,0,0.033525,0,0.034377,0.019897,0.0369471,0.0236813,0.0112981,0.0118899,0.0348742,0.0679058,0.0175146,0.0178524,0.0130276,0.015922,0.0234423,0.0178935,0.019992,0.0508956,0.0426481,0.00968573,0.00957474,0.0134061,0.0280921,0.0157974,0.0188465,0.0334178,0,0,0.0332866,0,0.034782,0.0193424,0.0401983,0.0254707,0.0208969,0.0203753,0.0315237,0.0375884,0.00707345,0.015274,0.00914037,0.00989614,0.0163841,0.0316797,0.00852495,0.0174899,0.0141528,0.0277893,0.0352066,0.00215452,0.0342427,0.0179641,0,0,0,0,0,0,0
667,0.0276044,0,0,0,0,0.0400454,0,0,0,0,0,0,0.0447173,0.0196923,0.0311556,0.0183606,0,0,0.0335422,0,0.0343927,0.0198805,0.0367433,0.0236924,0.0109214,0.0118461,0.0348628,0.0679585,0.0175167,0.0177721,0.0130402,0.0158326,0.0232856,0.0177795,0.0200006,0.0504872,0.0426644,0.00972821,0.00952845,0.0133936,0.0281099,0.0157625,0.018818,0.0334123,0,0,0.0332912,0,0.034768,0.019271,0.0403389,0.0254426,0.0209045,0.0203694,0.0315349,0.0376105,0.00717385,0.0152506,0.00916207,0.00996224,0.0163374,0.0316814,0.0084582,0.0173809,0.0142395,0.0278125,0.0351429,0.00222466,0.0342488,0.0179488,0,0,0,0,0,0,0
668,0.0275907,0,0,0,0,0.0400632,0,0,0,0,0,0,0.0437305,0.0196804,0.0310655,0.0183856,0,0,0.0335265,0,0.0343899,0.0198593,0.0364997,0.0237287,0.0102015,0.0118993,0.0349434,0.0679978,0.0175377,0.0177895,0.0130855,0.0158152,0.0231988,0.0177248,0.0200155,0.0501437,0.0426536,0.00976397,0.00948849,0.0133312,0.0281173,0.015669,0.0187634,0.0334013,0,0,0.0333819,0,0.0346762,0.0192293,0.0406085,0.0253254,0.020917,0.0204083,0.0316399,0.0377005,0.00731489,0.0151955,0.00915831,0.0100914,0.0163272,0.0316232,0.00838437,0.0173152,0.0143256,0.0279158,0.0350692,0.00234355,0.0342609,0.017947,0,0,0,0,0,0,0
669,0.0275566,0,0,0,0,0.040084,0,0,0,0,0,0,0.0432746,0.0196703,0.0310469,0.0184261,0,0,0.0335104,0,0.0344014,0.0198291,0.0364645,0.0237608,0.0102609,0.011904,0.0350422,0.0680828,0.0175665,0.0177772,0.0131009,0.0157903,0.0231483,0.0177146,0.0200106,0.0500167,0.0426603,0.00977518,0.00944473,0.0132863,0.0281096,0.0156405,0.0187892,0.0333786,0,0,0.0333773,0,0.0346407,0.0191669,0.040641,0.0252955,0.0208582,0.020417,0.0317104,0.0377255,0.00731233,0.0152028,0.00912711,0.0101205,0.0163522,0.0315927,0.00838285,0.0173529,0.0143393,0.0279383,0.0349857,0.00244548,0.0342713,0.017962,0,0,0,0,0,0,0
670,0.0275518,0,0,0,0,0.0400531,0,0,0,0,0,0,0.043836,0.019688,0.0310793,0.018421,0,0,0.0335787,0,0.0344256,0.0198387,0.0366457,0.0236813,0.0110194,0.0118131,0.0350325,0.0682087,0.0175379,0.0177227,0.013012,0.0157743,0.0231944,0.0177674,0.0200134,0.0502759,0.0427289,0.00977875,0.00943235,0.0133312,0.0281353,0.015705,0.0188625,0.0333556,0,0,0.0332738,0,0.0346949,0.0190659,0.0403883,0.0253528,0.0208173,0.0203598,0.0317036,0.0376427,0.00719584,0.0152385,0.00911352,0.0100209,0.0163829,0.0316343,0.00844775,0.0173931,0.0143042,0.0278264,0.034876,0.0025307,0.0342324,0.0180423,0,0,0,0,0,0,0
671,0.0275855,0,0,0,0,0.0400411,0,0,0,0,0,0,0.0448343,0.0197418,0.0310832,0.0184298,0,0,0.0336328,0,0.0344253,0.0198255,0.0366395,0.0236757,0.0110852,0.0118008,0.0348706,0.0683152,0.017553,0.0177153,0.012997,0.015747,0.0231766,0.0177629,0.0200289,0.050184,0.0427697,0.00979039,0.00942754,0.013356,0.0281418,0.0157367,0.0188897,0.0333722,0,0,0.0332472,0,0.0346893,0.0190246,0.0403839,0.0254123,0.0208128,0.0203422,0.0317422,0.037628,0.00723736,0.0152421,0.00912874,0.010035,0.0163363,0.0316352,0.00851195,0.0174264,0.0143141,0.0278047,0.0348105,0.00249402,0.0342201,0.018083,0,0,0,0,0,0,0
