Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x75,x76,RTHI
135,0.00609899,0,0,0,0,0.0127246,0,0,0,0.0357787,0.0224487,0.0282172,0.0219566,0,0,0.0247272,0,0.0321078,0.011742,0.0401976,0.026919,0.00661855,0.0123452,0.035807,0.050649,0.0177943,0.0159009,0.0147733,0.00849346,0.0142554,0.012262,0.0169602,0.0387027,0.0399105,0.0133951,0.00958805,0.0103832,0.00351007,0.00872201,0.0188793,0.0118916,0,0,0.008758,0,0,0.00892898,0.0379299,0.006202,0.013591,0.0153233,0.0335375,0.0255286,0.0152544,0.00853197,0.012723,0.0086635,0.0302627,0.00877055,0.00852706,0.0109505,0.0174676,0,0.0133574,0.0134022,0.00599657,0,0,0,0,0,0.0111558
136,0.00602663,0,0,0,0,0.012811,0,0,0,0.0358384,0.0225507,0.0282689,0.0219529,0,0,0.0248514,0,0.0321226,0.0118672,0.0401949,0.0266844,0.00660613,0.0123651,0.0358286,0.0509742,0.0178206,0.0160543,0.0147794,0.00849282,0.0142608,0.0122811,0.0169614,0.0387422,0.0401456,0.0135589,0.00983049,0.0103738,0.00345278,0.00875803,0.0189073,0.0119201,0,0,0.00907967,0,0,0.00877819,0.0379178,0.00630024,0.0136091,0.0153298,0.0335742,0.0258558,0.0152274,0.00858228,0.0127121,0.00869802,0.0302821,0.00880565,0.00858936,0.0108633,0.0177233,0,0.0131644,0.0135046,0.00605868,0,0,0,0,0,0.0111648
137,0.00596342,0,0,0,0,0.0129249,0,0,0,0.035897,0.0227285,0.0283191,0.021943,0,0,0.0250982,0,0.0320843,0.0120288,0.0401863,0.026508,0.00658529,0.0124022,0.0358191,0.0513827,0.0178372,0.0160044,0.0148057,0.00851811,0.0142763,0.0123136,0.0169564,0.0388038,0.040442,0.0135614,0.0101333,0.0103639,0.00343721,0.00878713,0.0189452,0.0119527,0,0,0.00934973,0,0,0.00874949,0.0379219,0.00634604,0.0136323,0.0153385,0.0335603,0.0261669,0.0152292,0.00855206,0.0127066,0.00870517,0.0302918,0.00881963,0.00858132,0.0108471,0.0179276,0,0.0130751,0.0136369,0.00610163,0,0,0,0,0,0.0112233
138,0.00589788,0,0,0,0,0.0130079,0,0,0,0.0358983,0.0228324,0.0282628,0.0219242,0,0,0.0253822,0,0.0320325,0.0122098,0.04017,0.026633,0.00653084,0.0124106,0.0357637,0.0516262,0.0178519,0.0158848,0.0148185,0.00852232,0.0142814,0.0123152,0.016953,0.0387749,0.0407238,0.0134082,0.0104218,0.0103349,0.00339684,0.00878543,0.0189532,0.0119955,0,0,0.00965356,0,0,0.00857151,0.0379357,0.00636241,0.013623,0.0153733,0.0335207,0.026494,0.0152322,0.00850583,0.0127033,0.00870928,0.0302854,0.00880845,0.00855637,0.0108534,0.0180961,0,0.0130441,0.013767,0.00615565,0,0,0,0,0,0.0112335
139,0.00584368,0,0,0,0,0.0130619,0,0,0,0.0358151,0.0229763,0.0282172,0.0219225,0,0,0.0256174,0,0.0320932,0.0123736,0.040162,0.0268626,0.0064661,0.0123894,0.0356983,0.0518035,0.0178561,0.0157668,0.0148078,0.00850704,0.0142649,0.0122942,0.0169639,0.0386989,0.0409508,0.0133219,0.0106584,0.0103217,0.0033472,0.0087759,0.018858,0.0120651,0,0,0.0100888,0,0,0.00836434,0.0379704,0.00621672,0.0135782,0.0153821,0.03351,0.0268628,0.0152502,0.0085319,0.0127061,0.00866671,0.0302866,0.00881158,0.0084693,0.0109092,0.0182693,0,0.012994,0.0138594,0.00623929,0,0,0,0,0,0.0111882
140,0.00585818,0,0,0,0,0.0131547,0,0,0,0.0358072,0.0233595,0.0282517,0.021923,0,0,0.0258645,0,0.0323649,0.0125636,0.0401388,0.0266058,0.00647238,0.0123847,0.0356586,0.0518984,0.0178606,0.0157779,0.0148372,0.00850988,0.0142757,0.0123246,0.0169557,0.0387187,0.0411582,0.0132171,0.010664,0.0103163,0.00333111,0.00877334,0.0188094,0.0122087,0,0,0.0105157,0,0,0.00833016,0.0379689,0.00607324,0.0135603,0.0153562,0.0335069,0.0272139,0.015278,0.00858387,0.0127151,0.00858347,0.0302442,0.00879631,0.00833946,0.0109566,0.0183679,0,0.0130646,0.0139427,0.00633472,0,0,0,0,0,0.0111119
141,0.0058861,0,0,0,0,0.0131935,0,0,0,0.035805,0.0235549,0.0282243,0.0219343,0,0,0.0262236,0,0.03257,0.012799,0.0401352,0.0266179,0.00649449,0.0123801,0.0356947,0.0520532,0.017847,0.0158675,0.0148516,0.0084989,0.0142867,0.0123174,0.0169546,0.0387217,0.0412199,0.013221,0.0104898,0.0103048,0.0033306,0.0088102,0.0188822,0.0123548,0,0,0.0109574,0,0,0.00844937,0.0379609,0.00617916,0.0135685,0.0153239,0.0335069,0.0275911,0.0152417,0.00856944,0.0127072,0.00860656,0.030279,0.00878279,0.00843602,0.0108708,0.0184684,0,0.0132015,0.0139702,0.00645408,0,0,0,0,0,0.0110801
142,0.00591172,0,0,0,0,0.0131483,0,0,0,0.0357357,0.0236141,0.0281115,0.0219476,0,0,0.0266575,0,0.0326783,0.0130117,0.0401562,0.0269636,0.00650404,0.0123466,0.0356874,0.0522012,0.0178314,0.0158829,0.0148241,0.00849428,0.014294,0.01226,0.016965,0.0386625,0.0411706,0.013276,0.0102714,0.0102925,0.00340803,0.0088475,0.0189515,0.0125364,0,0,0.0111951,0,0,0.00849137,0.0379843,0.00626813,0.0135431,0.015341,0.0335036,0.0279072,0.0152287,0.00853918,0.0126954,0.00864485,0.0303582,0.00877619,0.00850754,0.0108211,0.0185735,0.01132,0.0132226,0.0139539,0.00664987,0,0,0,0,0,0.0110533
143,0.00602395,0,0,0,0,0.0131049,0,0,0,0.0357708,0.0235885,0.0281223,0.0219693,0,0,0.02707,0,0.03272,0.0132444,0.0401865,0.0266965,0.0065084,0.0123314,0.0356896,0.0523356,0.0178579,0.015918,0.0148079,0.00849189,0.0143247,0.0122691,0.0169521,0.0386799,0.0416612,0.0133308,0.0101263,0.0102903,0.00342173,0.00885605,0.0189301,0.0127865,0,0,0.0116384,0,0,0.00858656,0.0379936,0.00627337,0.0135141,0.0153382,0.0335302,0.0282724,0.0152376,0.00856482,0.0127036,0.0086432,0.030407,0.00877629,0.00850216,0.0108119,0.0186808,0.0117502,0.0133276,0.0138842,0.00688523,0,0,0,0,0,0.0111105
144,0.00621633,0,0,0,0,0.0130798,0,0,0,0.0359159,0.0235219,0.0282803,0.0219802,0,0,0.027535,0,0.0327237,0.0135317,0.0402079,0.0258553,0.00655869,0.0123747,0.0356959,0.0524592,0.0179261,0.0159685,0.0148589,0.00850328,0.0143448,0.012343,0.0169229,0.0388091,0.0421649,0.0133469,0.0101106,0.0102596,0.00344471,0.00883393,0.0188864,0.0131319,0,0,0.0120756,0,0,0.00873607,0.037944,0.00619366,0.0135042,0.0153479,0.0335334,0.028636,0.0152583,0.00860403,0.0127087,0.0086171,0.0304075,0.00878074,0.00843806,0.0108174,0.0187821,0.0121657,0.0134655,0.0137999,0.00715495,0,0,0,0,0,0.011112
145,0.00645045,0,0,0,0,0.0130952,0,0,0,0.0360201,0.0235271,0.0283069,0.0219888,0,0,0.0280193,0,0.0327519,0.013771,0.0402031,0.025992,0.00664404,0.0123839,0.0357483,0.0526327,0.0179516,0.0160133,0.0149003,0.00852722,0.014383,0.0123485,0.0169451,0.0389398,0.0426152,0.0133538,0.00999235,0.0102017,0.00342785,0.0087904,0.0188386,0.0135079,0,0,0.0125961,0,0,0.00878143,0.037874,0.0061037,0.0135071,0.0153924,0.0335473,0.0289721,0.0153035,0.00841899,0.0127266,0.00857848,0.0303863,0.00877857,0.00834136,0.0108261,0.0189378,0.0123437,0.0134771,0.0137299,0.00743304,0,0,0,0,0,0.0110713
146,0.00669077,0,0,0,0,0.0131529,0,0,0,0.0360137,0.0235862,0.0282419,0.0220151,0,0,0.0285175,0,0.0328475,0.0139957,0.0402232,0.0264036,0.006694,0.0123676,0.0357655,0.0528797,0.0179548,0.0160534,0.0149043,0.00852473,0.0143936,0.0123182,0.016968,0.038998,0.043053,0.0133887,0.00976768,0.0101636,0.0033907,0.0088026,0.0188562,0.0138576,0,0,0.0131441,0,0,0.00879174,0.0378442,0.00628559,0.0135144,0.0154076,0.0335643,0.0292515,0.0153,0.00803206,0.012749,0.00862856,0.0304201,0.00878607,0.00841377,0.0107448,0.0191124,0.0124465,0.0134269,0.0136814,0.00769252,0,0,0,0,0,0.010982
147,0.00695373,0,0,0,0,0.0132622,0,0,0,0.0359695,0.0237396,0.0281739,0.0220182,0,0,0.0290161,0,0.0329957,0.014244,0.0402411,0.0266664,0.00671159,0.012321,0.0357372,0.0531653,0.0179313,0.0160984,0.0148589,0.00851767,0.0143977,0.0123299,0.0169779,0.0389912,0.0433953,0.0133863,0.00949246,0.0101552,0.0033458,0.00884071,0.0188678,0.0142162,0,0,0.0135692,0,0,0.00870113,0.037846,0.00629283,0.0134937,0.0153691,0.0335513,0.029448,0.0153166,0.00826334,0.0127554,0.00862986,0.0304272,0.00879822,0.0084021,0.0107095,0.019099,0.0125219,0.0134498,0.0136808,0.00795769,0,0,0,0,0,0.0109813
148,0.00724743,0,0,0,0,0.013399,0,0,0,0.0359654,0.0239277,0.0282082,0.0220219,0,0,0.0295976,0,0.033162,0.0144838,0.0402315,0.0263721,0.0067071,0.012334,0.0357073,0.0532592,0.0179084,0.0161016,0.0148652,0.00853936,0.0143965,0.0123585,0.0169607,0.0389821,0.0437481,0.0133861,0.00921645,0.0101495,0.0033178,0.00884302,0.0188315,0.0145653,0,0,0.0139012,0,0,0.00872933,0.0378338,0.00622269,0.0134691,0.0153275,0.033512,0.0295867,0.0153414,0.00845906,0.0127319,0.00861011,0.0304099,0.00882189,0.00832585,0.0107425,0.0190388,0.0126437,0.0135357,0.0137057,0.00824072,0,0,0,0,0,0.0110951
149,0.0075954,0,0,0,0,0.0135248,0,0,0,0.0359365,0.0240497,0.0282268,0.0219993,0,0,0.0302534,0,0.033268,0.0147371,0.0402429,0.0262479,0.00669419,0.0123469,0.0356463,0.0532339,0.0178744,0.0160482,0.0148661,0.00855515,0.0143768,0.0123689,0.0169454,0.0389654,0.0441581,0.0133904,0.00896347,0.0101719,0.00333132,0.0088735,0.0187956,0.0149181,0,0,0.0141555,0,0,0.00896701,0.037828,0.00624039,0.0134584,0.0152865,0.0334808,0.0296514,0.015347,0.00846423,0.0127047,0.00861069,0.0304278,0.00884065,0.00835968,0.0107458,0.0189265,0.0129225,0.0138077,0.0137352,0.00855144,0,0,0,0,0,0.0111252
150,0.00798727,0,0,0,0,0.0136566,0,0,0,0.0358813,0.0241336,0.02818,0.0219869,0,0,0.0309484,0,0.0333292,0.0150289,0.0402393,0.0264161,0.00668051,0.0123315,0.0355829,0.0531355,0.0178504,0.015973,0.0148534,0.00854279,0.0143799,0.0123549,0.016944,0.0389072,0.0445479,0.0133642,0.00870717,0.0101983,0.00342778,0.00887726,0.0187518,0.015282,0,0,0.0143414,0,0,0.00951898,0.0378308,0.00610987,0.013444,0.0152659,0.033416,0.0296589,0.0153683,0.00850847,0.0127035,0.00851556,0.0304195,0.00882589,0.00824532,0.0107918,0.0187054,0.0134947,0.0144631,0.0137882,0.00887556,0,0,0,0,0,0.0110759
151,0.00839164,0,0,0,0,0.0137875,0,0,0,0.0358424,0.0241899,0.0281346,0.0219635,0,0,0.0317189,0,0.0334222,0.0153094,0.0402199,0.026692,0.00666681,0.0122884,0.0355518,0.0531691,0.0178433,0.0159851,0.0148224,0.00853313,0.0144049,0.0123384,0.0169597,0.0388548,0.0448845,0.0133818,0.00843363,0.010232,0.00353392,0.00890281,0.0187486,0.0156238,0,0,0.0144508,0,0,0.010106,0.0378377,0.00608826,0.0134061,0.0152488,0.0333395,0.0296977,0.0153913,0.00851888,0.0127038,0.00843488,0.0304046,0.00879556,0.00812447,0.0108362,0.0185392,0.0140756,0.0151674,0.0138345,0.00919635,0,0,0,0,0,0.0110742
152,0.00881581,0,0,0,0,0.0139276,0,0,0,0.035869,0.0242518,0.0281913,0.0219622,0,0,0.0325034,0,0.0335336,0.0156127,0.0402224,0.0264287,0.00667406,0.0123035,0.0355246,0.0533115,0.0178332,0.016185,0.0148299,0.00853098,0.0143921,0.0123269,0.0169476,0.038867,0.0452278,0.0134009,0.00813223,0.0102547,0.00357505,0.00891965,0.0188066,0.015968,0,0,0.0144535,0,0,0.0104692,0.0378455,0.00617546,0.013392,0.0152406,0.0332926,0.0297418,0.0153854,0.00854853,0.0127217,0.00839387,0.03041,0.00876052,0.00807244,0.0108659,0.018458,0.0144984,0.0156513,0.0138781,0.00952787,0,0,0,0,0,0.0111141
153,0.00975063,0,0,0,0,0.0145571,0,0,0,0.036177,0.0242437,0.0283167,0.0221087,0,0,0.0333681,0,0.0336587,0.0160952,0.0400939,0.0263012,0.00675655,0.0124489,0.0363601,0.0538165,0.0179762,0.0166438,0.0149685,0.00864598,0.0145368,0.0123482,0.0169589,0.0392338,0.0457138,0.0134364,0.00792134,0.0103546,0,0.00890925,0.0189344,0.016689,0,0,0.0175142,0,0,0.0045791,0.0379322,0.00618139,0.013334,0.0152793,0.0340987,0.0298454,0.0153734,0.00856367,0.0127558,0.0084724,0.030521,0.00878772,0.00819598,0.0109843,0.0226057,0.00832257,0.00739838,0.0140924,0.010025,0,0,0,0,0,0.0109733
154,0.0101252,0,0,0,0,0.0146814,0,0,0,0.0361948,0.0243053,0.0282806,0.0222251,0,0,0.0339115,0,0.033708,0.0161293,0.0400766,0.0262429,0.00678614,0.0124353,0.0366904,0.0540189,0.0180177,0.0166362,0.0149564,0.00865981,0.014549,0.0123645,0.0169487,0.0392746,0.0460355,0.0134435,0.00776892,0.0103655,0,0.00887017,0.018972,0.0170264,0,0,0.0176085,0,0,0.00471975,0.0379567,0.00600401,0.0132993,0.0153919,0.0344063,0.0301833,0.0153949,0.00861763,0.0128187,0.00853602,0.0306621,0.00883358,0.00826976,0.0110127,0.0228742,0.00819419,0.007462,0.0141342,0.0104468,0,0,0,0,0,0.0109685
155,0.00951538,0,0,0,0,0.013924,0,0,0,0.0358101,0.0243463,0.0281242,0.0221413,0,0,0.0344722,0,0.0338319,0.0161123,0.0402414,0.0261783,0.0067235,0.0122485,0.0359343,0.0539181,0.0178425,0.0161356,0.0147778,0.00854904,0.0143788,0.0123497,0.0169025,0.0388774,0.0463776,0.0134642,0.00778311,0.0102127,0.00280975,0.00879609,0.0188413,0.016085,0,0,0.0152984,0,0,0.00876972,0.0378421,0.00588648,0.0132379,0.0153797,0.0336895,0.0303083,0.0153845,0.00862801,0.0127755,0.00848152,0.0304778,0.00881019,0.00816993,0.0108515,0.0200159,0.0134623,0.0130899,0.0135707,0.0100439,0,0,0,0,0,0.0108944
156,0.00955594,0,0,0,0,0.0135476,0,0,0,0.0358355,0.0242947,0.0281727,0.0220668,0,0,0.0349478,0,0.0339728,0.0161912,0.0401677,0.0262539,0.00671114,0.0123045,0.035936,0.0539843,0.017859,0.0161944,0.0148138,0.00857707,0.0144129,0.012347,0.0169228,0.0388943,0.0467676,0.0136276,0.00782847,0.0102936,0.00284761,0.00882809,0.018797,0.0157854,0,0,0.0152677,0,0,0.00905135,0.0378166,0.00586225,0.0131768,0.0152486,0.0337247,0.0304276,0.01536,0.00863178,0.0127136,0.00838079,0.0303304,0.00880752,0.00806768,0.0109357,0.0200702,0.0135218,0.0132838,0.0131386,0.0100625,0,0,0,0,0,0.0108061
157,0.00962616,0,0,0,0,0.0132098,0,0,0,0.0358957,0.0241995,0.0282,0.0220762,0,0,0.0353319,0,0.0340761,0.0163397,0.0401088,0.0263149,0.00672413,0.0123358,0.0360902,0.0540525,0.0178962,0.016516,0.014834,0.00860787,0.0144508,0.0123666,0.0169331,0.0389356,0.0471332,0.0137945,0.00775931,0.0103662,0.0029908,0.00887695,0.0188301,0.0155862,0,0,0.0151965,0,0,0.00969778,0.0378165,0.00587982,0.013106,0.0152056,0.0338933,0.0305807,0.0153648,0.00863454,0.0126767,0.00835261,0.0303013,0.00881472,0.0080432,0.0109937,0.0199277,0.0135236,0.0137707,0.0127651,0.0101818,0,0,0,0,0,0.0107968
158,0.00970512,0,0,0,0,0.0128514,0,0,0,0.0359374,0.0241448,0.0281835,0.0221099,0,0,0.0356257,0,0.0341723,0.0166246,0.0401077,0.026305,0.0067582,0.0123828,0.0362806,0.0540693,0.017938,0.0166439,0.0148657,0.00864981,0.0144768,0.012348,0.0169257,0.0389565,0.0474683,0.0139059,0.00764232,0.0104177,0.00304033,0.00891056,0.0188668,0.0153963,0,0,0.0152351,0,0,0.0101265,0.0378303,0.00591791,0.013072,0.0152047,0.0340914,0.0307803,0.0153984,0.00867602,0.0126962,0.00836258,0.0304135,0.00884467,0.00804773,0.011067,0.0199701,0.0133521,0.0139857,0.0123626,0.0103251,0,0,0,0,0,0.0108834
159,0.00980715,0,0,0,0,0.0124832,0,0,0,0.0359319,0.024154,0.0281736,0.0221941,0,0,0.0358228,0,0.0342753,0.0169481,0.0401421,0.0262229,0.00678866,0.0124268,0.0364704,0.05405,0.0179675,0.0164591,0.0148936,0.00867598,0.0144816,0.0123399,0.0168987,0.0389646,0.0476417,0.0139195,0.0078577,0.010452,0.0030266,0.00889858,0.0189421,0.0152328,0,0,0.0153744,0,0,0.0102433,0.0378528,0.00600697,0.013065,0.0152581,0.0343116,0.0310373,0.0154565,0.00872158,0.0127564,0.00840851,0.0306821,0.00887724,0.00810166,0.0111057,0.0202556,0.0135815,0.0141795,0.0119515,0.0104634,0,0,0,0,0,0.0111437
160,0.00992961,0,0,0,0,0.0121629,0,0,0,0.03594,0.0241351,0.0281968,0.0222655,0,0,0.0359802,0,0.034329,0.0173181,0.0401524,0.0261885,0.00678627,0.0124435,0.0366145,0.0540121,0.0179965,0.0163022,0.0149082,0.00868703,0.0144895,0.0123574,0.0168921,0.0389543,0.0477484,0.0138919,0.00811917,0.0104389,0.00299699,0.00883802,0.0189968,0.0150866,0,0,0.0155361,0,0,0.0102714,0.0378913,0.00600181,0.0130413,0.0153016,0.0345041,0.0313472,0.0154874,0.00873254,0.0127985,0.00847569,0.0307616,0.00888675,0.00819261,0.0110577,0.020612,0.0137343,0.0142474,0.0115936,0.010583,0,0,0,0,0,0.0116001
161,0.0100634,0,0,0,0,0.0119477,0,0,0,0.0359207,0.024069,0.0281749,0.0223093,0,0,0.0362803,0,0.0342331,0.0176438,0.0401548,0.0263705,0.00680921,0.0124012,0.0367644,0.0540111,0.0179789,0.0162938,0.0148761,0.00868475,0.0145096,0.0123595,0.0168939,0.0389435,0.0477801,0.0138604,0.00804547,0.010413,0.00298131,0.00880915,0.0190339,0.0149905,0,0,0.015743,0,0,0.0103045,0.0379144,0.005942,0.0130162,0.0152998,0.0346297,0.0317003,0.0155054,0.00876194,0.0128062,0.00852427,0.0307316,0.00890267,0.00822828,0.0110266,0.0209123,0.01383,0.0142533,0.0113102,0.0107152,0,0,0,0,0,0.0115288
162,0.0102192,0,0,0,0,0.0117758,0,0,0,0.0358548,0.0240739,0.0281013,0.0223497,0,0,0.0366206,0,0.0341167,0.0178296,0.0401426,0.0267903,0.00684881,0.0123094,0.0369182,0.0539568,0.0179413,0.0162288,0.014801,0.00866508,0.0144993,0.0123575,0.0169096,0.038941,0.0477616,0.0137544,0.00773309,0.0104034,0.00298957,0.00879118,0.0190336,0.0149302,0,0,0.0159912,0,0,0.010315,0.0379158,0.0059492,0.0129863,0.0152932,0.0347329,0.0320905,0.0155312,0.00877125,0.0128111,0.00854889,0.0307277,0.00891382,0.00824797,0.011059,0.0212535,0.0140672,0.0143036,0.0109954,0.0108657,0,0,0,0,0,0.0111969
163,0.0103522,0,0,0,0,0.0115921,0,0,0,0.0358688,0.0241574,0.0281278,0.0223668,0,0,0.0369112,0,0.0340635,0.0178867,0.0401287,0.0267992,0.00688811,0.0122673,0.0370215,0.0538606,0.0179092,0.0161467,0.0147526,0.00862266,0.0145034,0.0123746,0.0169171,0.0389907,0.0478145,0.0136237,0.00753614,0.0103997,0.00299017,0.00876711,0.0189859,0.0148643,0,0,0.0163196,0,0,0.0103222,0.0378834,0.00582991,0.0129661,0.0153128,0.0348124,0.0325382,0.015578,0.00880062,0.0128032,0.00857148,0.0306916,0.00893189,0.00823083,0.0111139,0.021668,0.0140165,0.0144422,0.0106701,0.0109991,0,0,0,0,0,0.0112682
164,0.0104332,0,0,0,0,0.0113717,0,0,0,0.0359467,0.0241844,0.0282461,0.0223763,0,0,0.0369633,0,0.0340899,0.0178062,0.0401357,0.0263815,0.00691948,0.0122627,0.0370586,0.0538062,0.0179456,0.016114,0.0147662,0.00858317,0.014506,0.0124058,0.016908,0.0390805,0.0480174,0.0135916,0.00744027,0.0103931,0.00299393,0.00874014,0.018931,0.014807,0,0,0.0165289,0,0,0.0103301,0.0378547,0.00579244,0.0129644,0.0153334,0.0348815,0.0329664,0.0156069,0.00877586,0.0127678,0.00861274,0.03056,0.00894533,0.008235,0.0111081,0.021982,0.0139314,0.0146591,0.0103904,0.0111115,0,0,0,0,0,0.0110073
165,0.0104616,0,0,0,0,0.0111111,0,0,0,0.0360175,0.0241083,0.0283174,0.0224055,0,0,0.036787,0,0.0341321,0.017646,0.0401207,0.0261886,0.00692307,0.0122318,0.0371405,0.053835,0.0180032,0.0161947,0.0147792,0.00856114,0.0145074,0.0124349,0.0169102,0.0391462,0.048137,0.0136445,0.0073651,0.0103789,0.00303079,0.00870788,0.0189255,0.014776,0,0,0.016572,0,0,0.0103721,0.0378852,0.00594518,0.0129123,0.0152446,0.0349939,0.0333874,0.0155651,0.00869728,0.0127071,0.00863379,0.0305212,0.00890811,0.00832198,0.0110083,0.0221989,0.0140111,0.0148609,0.0101278,0.0112331,0,0,0,0,0,0.0109065
166,0.0104337,0,0,0,0,0.0108205,0,0,0,0.0360373,0.0240245,0.028326,0.0224649,0,0,0.0364624,0,0.0342226,0.0176072,0.0401271,0.0261621,0.00695428,0.012196,0.0372683,0.0538448,0.0179891,0.0163777,0.0147796,0.0085249,0.0144829,0.0124349,0.0169055,0.0391701,0.0480794,0.0137127,0.00752253,0.0103991,0.00306745,0.00869297,0.0190142,0.0147001,0,0,0.0165761,0,0,0.0105191,0.0379213,0.0059889,0.0128887,0.0152711,0.035136,0.0337247,0.0155936,0.00866614,0.012733,0.00866613,0.0307023,0.00892807,0.00835119,0.0110359,0.0223956,0.0143097,0.0149521,0.00985986,0.0113326,0,0,0,0,0,0.0108986
167,0.010411,0,0,0,0,0.0105367,0,0,0,0.0360741,0.0239071,0.0283116,0.0225269,0,0,0.0360877,0,0.034203,0.0176229,0.040123,0.02621,0.00700054,0.0121699,0.0373958,0.0538255,0.0179795,0.0164696,0.0147801,0.00851949,0.0144747,0.0123975,0.0169165,0.0391939,0.0479261,0.0137019,0.0077815,0.0103777,0.00311634,0.00867722,0.0191004,0.0146396,0,0,0.0165678,0,0,0.0108333,0.0379379,0.00608644,0.0128692,0.0153017,0.0353039,0.0340109,0.0156077,0.00868657,0.0127442,0.00872539,0.0307373,0.00894964,0.00839264,0.0110276,0.0224733,0.0146963,0.0148991,0.00963033,0.011416,0,0,0,0,0,0.0109141
168,0.0104101,0,0,0,0,0.0102535,0,0,0,0.0360778,0.023628,0.0283139,0.02253,0,0,0.035624,0,0.0338836,0.0175669,0.0400915,0.0264111,0.00702208,0.0121291,0.0375183,0.0537616,0.0179752,0.0163579,0.014771,0.00850341,0.0144807,0.0123891,0.0169402,0.0392309,0.0477394,0.0136214,0.00791719,0.010292,0.0031709,0.00870724,0.0191217,0.0145802,0,0,0.0165421,0,0,0.0112606,0.0379554,0.00639626,0.0128243,0.0152524,0.0354364,0.0342755,0.0156376,0.0086306,0.0127216,0.00884148,0.0306688,0.0089681,0.00857428,0.0108423,0.0225044,0.0146874,0.015148,0.00941144,0.0115008,0,0,0,0,0,0.0110125
169,0.0104255,0,0,0,0,0.00996718,0,0,0,0.03607,0.0234299,0.0283318,0.0225664,0,0,0.0352554,0,0.0336651,0.0174559,0.0400885,0.026643,0.00703351,0.012086,0.0376158,0.0536664,0.0179735,0.0162094,0.0147684,0.00851271,0.0144963,0.012449,0.0169625,0.0392883,0.0475574,0.0135798,0.00808278,0.0102569,0.00321222,0.00878519,0.0190877,0.014527,0,0,0.0164644,0,0,0.0115799,0.0380101,0.00669958,0.0128108,0.0151984,0.0355613,0.0345543,0.0157508,0.00851444,0.0127135,0.00896487,0.030782,0.00901047,0.00881921,0.0106792,0.0225691,0.0146481,0.01558,0.00917536,0.0115936,0,0,0,0,0,0.0110299
170,0.0104631,0,0,0,0,0.00969229,0,0,0,0.0361317,0.0234046,0.0284462,0.022588,0,0,0.0350863,0,0.0336839,0.0174235,0.0400652,0.0260764,0.00705211,0.012116,0.0376607,0.0535901,0.0179857,0.0163824,0.0147991,0.00853643,0.0145294,0.0124806,0.0169529,0.0393993,0.0472694,0.0135998,0.00827229,0.0102,0.00322568,0.0087067,0.019018,0.0145016,0,0,0.0163249,0,0,0.0117492,0.0380081,0.0065049,0.0127791,0.0151494,0.0356653,0.0348531,0.0157359,0.00835564,0.012697,0.00893467,0.0306611,0.00896142,0.00876745,0.010644,0.0226869,0.0142011,0.0159285,0.00896387,0.0116825,0,0,0,0,0,0.0109031
171,0.0104461,0,0,0,0,0.0094482,0,0,0,0.0362818,0.023414,0.0285598,0.0225926,0,0,0.0349079,0,0.0337947,0.0174606,0.0400681,0.0252912,0.00707641,0.0121502,0.0376985,0.0535556,0.0179935,0.0167898,0.0148256,0.00852859,0.014529,0.0124911,0.0169235,0.0394736,0.0470805,0.0136661,0.0083891,0.0101737,0.00323652,0.00859548,0.0190859,0.0144416,0,0,0.0161508,0,0,0.0117603,0.0379443,0.00633338,0.012755,0.0151524,0.0356817,0.0351223,0.0155605,0.00811534,0.0127223,0.00889728,0.03053,0.00891261,0.00870665,0.0106901,0.0227846,0.0141213,0.0161495,0.00879059,0.0117318,0,0,0,0,0,0.0108062
172,0.0104432,0,0,0,0,0.00926351,0,0,0,0.0362981,0.0233116,0.0285368,0.0225618,0,0,0.0349504,0,0.0337924,0.0174284,0.0400713,0.0254295,0.00708101,0.0121172,0.0377345,0.0534861,0.0179557,0.0171089,0.0147955,0.00854528,0.0145576,0.0124858,0.0169374,0.0394612,0.0469343,0.0137678,0.0083215,0.0102055,0.00322512,0.00855512,0.0191367,0.0143863,0,0,0.0159578,0,0,0.0115603,0.0379276,0.00636196,0.0127276,0.0151552,0.0357054,0.0353512,0.0154843,0.00814101,0.0127131,0.00891441,0.030471,0.00891987,0.00872447,0.0107425,0.0229736,0.0139895,0.0163811,0.00864856,0.0117671,0,0,0,0,0,0.010818
