Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x75,x76,RTHI
249,0.0163507,0,0,0,0,0.0174787,0,0,0,0.0346162,0.0254497,0.0283725,0.0220898,0,0,0.0144232,0,0.0300653,0.0133662,0.039692,0.0270068,0.00617943,0.011213,0.0364807,0.0399908,0.018277,0.0172802,0.0145788,0.00845519,0.0148749,0.0125114,0.0168953,0.0383986,0.017789,0.0109009,0.0076788,0.0108782,0.0306857,0.00947768,0.0183636,0.020669,0,0,0.0191091,0,0.0320832,0.0185727,0.0389571,0.00732892,0.0134128,0.0136323,0.0339019,0.0280856,0.0160538,0.00867186,0.0122244,0.00885967,0.0312332,0.00924675,0.00943615,0.0113965,0.015753,0.0390391,0.00862944,0.015411,0.0164807,0,0,0,0,0,0
250,0.0163746,0,0,0,0,0.0173895,0,0,0,0.0346978,0.0254521,0.0284171,0.0220967,0,0,0.01423,0,0.0300765,0.0132554,0.0397266,0.026501,0.00621862,0.0112313,0.0365532,0.0394816,0.0184168,0.0172042,0.0146427,0.00846543,0.0148728,0.0125575,0.016873,0.038453,0.0170587,0.0108775,0.00763858,0.0107837,0.0307047,0.00941364,0.0183625,0.0205906,0,0,0.0190424,0,0.032106,0.0183905,0.0389069,0.00726997,0.0133236,0.0136658,0.0340072,0.0280378,0.0160878,0.00863259,0.0121422,0.00901157,0.0312682,0.0092904,0.0096029,0.0112998,0.015601,0.0386557,0.00871654,0.0153727,0.0165264,0,0,0,0,0,0.00954157
251,0.0164644,0,0,0,0,0.0173712,0,0,0,0.0346854,0.02553,0.0283887,0.0221696,0,0,0.0142726,0,0.0300347,0.0131908,0.0397816,0.0264802,0.00625098,0.0112214,0.0366356,0.0389847,0.0185502,0.017223,0.014678,0.00847014,0.0148455,0.0125552,0.0168373,0.038439,0.016681,0.0108152,0.00767597,0.0107488,0.0307122,0.00937115,0.0184508,0.0205867,0,0,0.0189902,0,0.032121,0.0182621,0.0389501,0.00718188,0.0133291,0.013699,0.0341172,0.0280619,0.0160867,0.00868494,0.0122415,0.00890193,0.0312252,0.00923212,0.00950146,0.011281,0.0156414,0.0383674,0.00881354,0.0153794,0.0166244,0,0,0,0,0,0
252,0.0166024,0,0,0,0,0.0174078,0,0,0,0.0346665,0.0256215,0.0283348,0.0221535,0,0,0.0142969,0,0.0300104,0.0130557,0.0397902,0.0267623,0.00624727,0.0111837,0.0366965,0.0386206,0.0186671,0.0173095,0.0146873,0.00847128,0.0148438,0.0125229,0.0168616,0.0383936,0.0164517,0.0107283,0.00773158,0.0106419,0.030726,0.00929467,0.0184466,0.0205743,0,0,0.0189032,0,0.0321589,0.0181709,0.0389225,0.00730094,0.0132353,0.0137197,0.0341902,0.0281196,0.0161,0.0085952,0.0121691,0.00901921,0.0311704,0.00926359,0.0095907,0.0111842,0.0157417,0.038171,0.00889006,0.0154219,0.0167136,0,0,0,0,0,0.00952764
253,0.0167946,0,0,0,0,0.0174892,0,0,0,0.0346984,0.0256831,0.0283378,0.0221588,0,0,0.0143002,0,0.0300277,0.012921,0.0397788,0.0264221,0.00625203,0.0111922,0.0367631,0.0383466,0.0187992,0.0174951,0.0147531,0.00846085,0.0148521,0.0125283,0.016871,0.0384125,0.0163294,0.0106533,0.00781253,0.0105344,0.0307682,0.00923753,0.0184252,0.020584,0,0,0.0188366,0,0.0322528,0.0181438,0.0389219,0.00737264,0.0131422,0.0136781,0.0342747,0.0282142,0.0160768,0.00855688,0.0121415,0.00902957,0.0309454,0.00922323,0.00960265,0.0110661,0.0157269,0.0381131,0.00897308,0.0154802,0.0168238,0,0,0,0,0,0.00947442
254,0.0169676,0,0,0,0,0.0175496,0,0,0,0.0347048,0.0254693,0.0283479,0.0222095,0,0,0.014302,0,0.0300813,0.0129008,0.0397597,0.0262454,0.00626092,0.0112099,0.0369177,0.0381546,0.0189438,0.0177155,0.0148264,0.00844352,0.0148658,0.0125303,0.0168658,0.0384457,0.0162886,0.0106841,0.00792097,0.01056,0.0307717,0.00926865,0.0184437,0.0205987,0,0,0.018814,0,0.0323131,0.0181398,0.0389609,0.00735265,0.0131119,0.013653,0.0344253,0.0283634,0.0160768,0.00858037,0.0122117,0.00892186,0.0308778,0.00918117,0.00953028,0.0110663,0.0157945,0.0381116,0.00906017,0.0155118,0.0169653,0,0,0,0,0,0
255,0.0171374,0,0,0,0,0.0176399,0,0,0,0.0346938,0.0253096,0.0283237,0.0222464,0,0,0.0142894,0,0.0301525,0.0129011,0.0397871,0.0264605,0.00624854,0.0112156,0.0371026,0.0380624,0.0191093,0.0178347,0.0148715,0.00843485,0.0148732,0.0125318,0.0168868,0.0384586,0.0161253,0.0107331,0.0079938,0.0106282,0.0307734,0.00930842,0.018503,0.0206379,0,0,0.0187969,0,0.0323396,0.0181543,0.0389555,0.00729961,0.0131099,0.0136947,0.0346137,0.0284722,0.0161335,0.00861065,0.0122242,0.00894341,0.0310086,0.00922275,0.0095404,0.0111241,0.0158264,0.0381416,0.009123,0.0155755,0.0171196,0,0,0,0,0,0
256,0.017291,0,0,0,0,0.0177143,0,0,0,0.0346402,0.0253074,0.0282511,0.022279,0,0,0.0142431,0,0.0301329,0.0128403,0.0398443,0.0267581,0.00630014,0.0111627,0.0372642,0.0379639,0.0192571,0.0178596,0.0148662,0.0084375,0.014854,0.0125366,0.0168842,0.0384215,0.0160433,0.0106687,0.00809719,0.0106182,0.0307657,0.00928076,0.0185683,0.0206681,0,0,0.0187752,0,0.0323499,0.0181968,0.0389333,0.00720853,0.0130548,0.0137136,0.0347935,0.0285533,0.0161863,0.00859337,0.0121969,0.00899444,0.0309752,0.00924639,0.00957595,0.0111339,0.0158855,0.0381179,0.00919319,0.0156128,0.0172448,0,0,0,0,0,0
257,0.0174611,0,0,0,0,0.0177822,0,0,0,0.0346892,0.0253019,0.028225,0.0223416,0,0,0.0141574,0,0.0300995,0.012732,0.0398737,0.0263816,0.00636376,0.0111122,0.0374239,0.0379055,0.0194325,0.0178776,0.0148596,0.00844943,0.0148216,0.0125594,0.0168361,0.0383924,0.016011,0.0106219,0.00816392,0.0106139,0.0307568,0.00925849,0.0186508,0.0207268,0,0,0.0187656,0,0.032386,0.0182565,0.0389063,0.00721138,0.0129884,0.0137544,0.0349597,0.0286371,0.0162178,0.0086033,0.0122,0.00905032,0.0310167,0.00926251,0.00963907,0.011136,0.0159615,0.0380622,0.00926341,0.0156463,0.0173566,0,0,0,0,0,0
258,0.01766,0,0,0,0,0.0178643,0,0,0,0.034647,0.0252881,0.0281462,0.0223444,0,0,0.0140366,0,0.0301061,0.0126175,0.0398551,0.0263538,0.0064018,0.0110805,0.0375853,0.0379064,0.0195606,0.0179679,0.0148592,0.0084511,0.0148157,0.0125642,0.0168328,0.0383439,0.0159506,0.0106865,0.00816942,0.0105322,0.0307538,0.00920932,0.0186412,0.0208293,0,0,0.0187426,0,0.0324197,0.0183348,0.0388455,0.00743645,0.012872,0.0137417,0.0351082,0.0286783,0.0162072,0.00854347,0.0120865,0.00922229,0.0308944,0.00928202,0.00986583,0.0109952,0.0160175,0.0380356,0.0093148,0.0156909,0.0174871,0,0,0,0,0,0.00944626
259,0.0178234,0,0,0,0,0.0179343,0,0,0,0.0344731,0.0252221,0.0279584,0.0223889,0,0,0.0139081,0,0.0301746,0.0125093,0.0398564,0.0267479,0.00645232,0.0110811,0.0377376,0.0378591,0.0196389,0.0180946,0.0148528,0.00842644,0.0148157,0.0125165,0.016818,0.0382636,0.0158679,0.0108217,0.00814,0.0105237,0.0307392,0.00919703,0.0187187,0.0209091,0,0,0.0187094,0,0.0324289,0.0182729,0.0388451,0.00746821,0.0128385,0.0137505,0.0352493,0.0286849,0.0161673,0.00857776,0.012153,0.00914051,0.0307936,0.00922997,0.00985344,0.0109909,0.0160322,0.0380515,0.00931219,0.0157295,0.0176005,0,0,0,0,0,0
260,0.0176527,0,0,0,0,0.0178587,0,0,0,0.0342756,0.0252001,0.0278699,0.0223554,0,0,0.0139886,0,0.0301796,0.0125103,0.0398459,0.0267229,0.00642148,0.0110778,0.0377408,0.0381017,0.0197062,0.0181997,0.0148309,0.0084563,0.0148357,0.0125466,0.0168122,0.0381334,0.0160268,0.0107951,0.00815968,0.0104924,0.0307362,0.00915319,0.0187367,0.0207764,0,0,0.0186657,0,0.0324153,0.0181833,0.0388108,0.00744739,0.012855,0.0138256,0.0352665,0.0286546,0.0161928,0.00856474,0.0121074,0.00925618,0.0309053,0.00927223,0.009985,0.0109934,0.0159873,0.0380359,0.00927117,0.0157057,0.0174576,0,0,0,0,0,0.00942394
261,0.0174229,0,0,0,0,0.0177627,0,0,0,0.0341594,0.025249,0.0278362,0.0223533,0,0,0.0140705,0,0.03015,0.0125532,0.0397942,0.0263062,0.00635141,0.0111041,0.0377581,0.0383088,0.0197907,0.0182579,0.0148725,0.00846796,0.0148073,0.0125528,0.0167596,0.0379854,0.0162233,0.0107627,0.00816731,0.0105182,0.0307601,0.00913341,0.0187966,0.0206329,0,0,0.0186239,0,0.0324183,0.0181622,0.0388934,0.00721843,0.0129396,0.0139133,0.0352682,0.02865,0.0162042,0.00864177,0.0122338,0.00915612,0.0309736,0.0092276,0.00986574,0.0110657,0.0159427,0.0379866,0.00922943,0.015696,0.0172844,0,0,0,0,0,0
262,0.0172212,0,0,0,0,0.0176985,0,0,0,0.0340929,0.0252638,0.0278141,0.0223166,0,0,0.0140518,0,0.0301391,0.0125156,0.0397537,0.0263517,0.0063105,0.0111065,0.0377551,0.038614,0.0197752,0.0182633,0.014895,0.00850688,0.0148242,0.0125212,0.0167433,0.0378965,0.016367,0.0107325,0.00810242,0.0104978,0.0307775,0.00909933,0.0187606,0.0205438,0,0,0.0185799,0,0.0324105,0.0181302,0.0389042,0.00719426,0.0129592,0.0139201,0.0352745,0.0286102,0.0161816,0.00860172,0.0122258,0.00915352,0.0308184,0.00921693,0.00984983,0.0110323,0.015855,0.0379199,0.00919877,0.0157076,0.0171258,0,0,0,0,0,0
263,0.0170154,0,0,0,0,0.0176162,0,0,0,0.0342551,0.0252544,0.0278054,0.0222828,0,0,0.014016,0,0.0301499,0.0124769,0.039832,0.0261856,0.00634232,0.0112146,0.0376686,0.0389425,0.0197662,0.0183196,0.0149443,0.00863354,0.0149341,0.0125339,0.0167124,0.0380548,0.0165134,0.0106824,0.0080408,0.0104534,0.0307622,0.00905594,0.018619,0.0204411,0,0,0.0185402,0,0.0324079,0.0180652,0.0389016,0.00732311,0.0129558,0.0139192,0.0352394,0.028512,0.0161261,0.00850296,0.0121393,0.00931133,0.0307614,0.00926535,0.00999185,0.0109748,0.0157045,0.0379235,0.00918162,0.015703,0.0169401,0,0,0,0,0,0.00998531
264,0.0167785,0,0,0,0,0.0175226,0,0,0,0.0345619,0.0252523,0.0277168,0.0223223,0,0,0.014041,0,0.0302103,0.0124559,0.0400456,0.0264146,0.00645223,0.0114002,0.0375321,0.0392325,0.0197647,0.0185465,0.0149877,0.00882832,0.0151428,0.0125814,0.0166376,0.0384455,0.0167278,0.0106468,0.00796306,0.0104787,0.0307488,0.00903768,0.0184741,0.0203191,0,0,0.0184938,0,0.0324373,0.0179768,0.0390686,0.00741141,0.0129562,0.0139039,0.0351643,0.0284313,0.0160502,0.00851222,0.0121533,0.00934921,0.0307275,0.00925793,0.0100213,0.0109867,0.0156137,0.0379555,0.00918703,0.0156989,0.0167446,0,0,0,0,0,0.0101223
265,0.0166052,0,0,0,0,0.0174564,0,0,0,0.0347684,0.0252668,0.0277132,0.0223772,0,0,0.0140739,0,0.0302666,0.0124336,0.0401018,0.0265754,0.00648758,0.011525,0.037504,0.0395118,0.0198273,0.0187821,0.015053,0.0088806,0.0152365,0.0126007,0.0165763,0.0386405,0.0170323,0.0106666,0.00785988,0.0105894,0.03074,0.00906965,0.0184576,0.0202585,0,0,0.0184666,0,0.0324487,0.0179084,0.0391682,0.00735331,0.0129877,0.01387,0.0351241,0.0283778,0.0160373,0.00853918,0.0122128,0.0092537,0.0306868,0.00923414,0.00994457,0.0110498,0.015579,0.0379734,0.00917585,0.0157014,0.0166183,0,0,0,0,0,0
266,0.0164788,0,0,0,0,0.0174173,0,0,0,0.0347246,0.025295,0.0277731,0.0223531,0,0,0.0140861,0,0.0302147,0.0124463,0.0400313,0.0264344,0.00645578,0.0116118,0.0374873,0.0397625,0.0198968,0.0189161,0.0151354,0.00886935,0.0152571,0.0125853,0.0165484,0.0386711,0.0173727,0.0106381,0.00781651,0.0106453,0.0307296,0.00910061,0.0184336,0.020213,0,0,0.0184856,0,0.0324446,0.0178593,0.0391026,0.00735489,0.0129716,0.0138127,0.0350977,0.0283427,0.0160592,0.00845089,0.0120975,0.00937962,0.0307761,0.00930442,0.0101011,0.0110654,0.0155656,0.0380111,0.00915385,0.0157015,0.0165284,0,0,0,0,0,0.0101279
267,0.0163831,0,0,0,0,0.0174308,0,0,0,0.0346695,0.0252427,0.0278356,0.0223582,0,0,0.0140762,0,0.0301985,0.0124369,0.0399382,0.0261355,0.00642801,0.0116708,0.037493,0.0400045,0.0199734,0.0190762,0.0152195,0.00882193,0.0152098,0.0125499,0.0165075,0.0386301,0.0173735,0.0106338,0.00777058,0.0106846,0.0307398,0.00914006,0.0184293,0.0202014,0,0,0.0185029,0,0.032471,0.0178433,0.0390521,0.00733693,0.0129948,0.0137865,0.0350874,0.0282765,0.0160304,0.00840685,0.0120982,0.00939462,0.0307756,0.00931642,0.0101356,0.0110993,0.0154924,0.0380605,0.00914177,0.0157238,0.0164469,0,0,0,0,0,0.0101019
268,0.0163152,0,0,0,0,0.0174699,0,0,0,0.0347126,0.0252078,0.0278151,0.0223716,0,0,0.0140703,0,0.0302422,0.0124214,0.0398935,0.026497,0.00641579,0.0117002,0.0374737,0.0402322,0.0200011,0.0193285,0.0152327,0.0088106,0.0151871,0.0125295,0.0165108,0.0385827,0.0173751,0.0106677,0.00772236,0.0107049,0.0307511,0.00915093,0.0184209,0.0202182,0,0,0.0184942,0,0.0324907,0.0179097,0.0390654,0.00738502,0.0130088,0.0138031,0.0350634,0.0282095,0.0159928,0.00844034,0.0121329,0.00937787,0.0307582,0.009289,0.010124,0.0111157,0.0154416,0.0380901,0.00914362,0.0157597,0.0163713,0,0,0,0,0,0.0100577
269,0.0162278,0,0,0,0,0.0175124,0,0,0,0.0348248,0.0252722,0.0277947,0.0223762,0,0,0.0141421,0,0.0302522,0.0124445,0.0399012,0.0267354,0.00639985,0.0117304,0.0374475,0.0404167,0.0199955,0.0192713,0.0152215,0.00883411,0.0152004,0.0124967,0.0165104,0.0385884,0.0175337,0.0106578,0.00774083,0.0107382,0.0307202,0.00913587,0.0184026,0.0202018,0,0,0.0185327,0,0.0324723,0.0180152,0.0391008,0.00747233,0.0130069,0.01382,0.0350234,0.0281361,0.0159586,0.00845426,0.0121543,0.00934806,0.0307242,0.00925604,0.0100982,0.0111473,0.0154219,0.0380972,0.00915058,0.0158189,0.0162965,0,0,0,0,0,0.0100774
270,0.0161375,0,0,0,0,0.0175613,0,0,0,0.0348675,0.0253741,0.0278228,0.0223446,0,0,0.0142079,0,0.0302243,0.0124876,0.0398814,0.0267959,0.00638374,0.0117374,0.0374581,0.0405372,0.0199788,0.0191475,0.0152179,0.00882296,0.0151806,0.012532,0.0165051,0.038624,0.0176964,0.0105931,0.00779883,0.0107765,0.0307175,0.00912221,0.0184077,0.0201598,0,0,0.0186221,0,0.0324943,0.0179688,0.0391058,0.00750871,0.0130408,0.0138098,0.0349984,0.0280881,0.0159437,0.00849924,0.0121692,0.00932918,0.0307411,0.00923725,0.0100917,0.0111946,0.0154346,0.0381335,0.00916362,0.0158852,0.0162298,0,0,0,0,0,0.0100426
271,0.0161011,0,0,0,0,0.0176266,0,0,0,0.0348711,0.0253657,0.0278821,0.0223531,0,0,0.0142399,0,0.030201,0.0124667,0.039881,0.0267507,0.00638189,0.0117305,0.0374717,0.0406306,0.0199717,0.0191287,0.0152045,0.00881249,0.0151356,0.0125787,0.0165004,0.0386395,0.0177991,0.010574,0.00782643,0.0108162,0.0307364,0.00914277,0.0184051,0.0201428,0,0,0.0186963,0,0.0325294,0.0178785,0.0391091,0.00748805,0.0130705,0.0138133,0.0350036,0.0280606,0.015937,0.00846117,0.0121776,0.0093435,0.0307775,0.00924849,0.0101169,0.0112467,0.0154147,0.0381366,0.00917178,0.0159511,0.0161885,0,0,0,0,0,0.00996885
272,0.0160959,0,0,0,0,0.0176835,0,0,0,0.0349035,0.0253142,0.0279209,0.0223857,0,0,0.0142352,0,0.0301996,0.0124386,0.0398856,0.0265425,0.00639661,0.0117356,0.0374624,0.0406773,0.0199748,0.0192246,0.0152137,0.00878545,0.0150901,0.012574,0.0164914,0.0386004,0.0178049,0.0105957,0.00782329,0.010828,0.0307563,0.00916415,0.0184321,0.020133,0,0,0.0187699,0,0.0325457,0.0178307,0.0391368,0.00746571,0.0130936,0.0138434,0.0350012,0.0280448,0.0159477,0.0084391,0.0121783,0.00938232,0.0307718,0.00926631,0.0101618,0.0112491,0.0153351,0.0381256,0.00918783,0.0160021,0.016168,0,0,0,0,0,0.00978973
273,0.0160704,0,0,0,0,0.0177214,0,0,0,0.0348915,0.025371,0.02794,0.022419,0,0,0.0142624,0,0.0301795,0.0124551,0.0398524,0.0262311,0.00640382,0.0117494,0.0374529,0.0407209,0.0199688,0.0194265,0.0152218,0.00876291,0.0150699,0.0125862,0.0164857,0.0386221,0.0178436,0.0105662,0.00785278,0.0108029,0.0307384,0.0091651,0.0184533,0.0201177,0,0,0.018859,0,0.0325072,0.0177847,0.0391217,0.00756178,0.0131037,0.0138735,0.0349697,0.0279696,0.0159375,0.0084648,0.0121839,0.0094135,0.0307519,0.00928736,0.0101804,0.0111911,0.0152444,0.0380897,0.00920405,0.0160201,0.0161347,0,0,0,0,0,0.00995129
274,0.0160419,0,0,0,0,0.0177598,0,0,0,0.0348487,0.0254201,0.027886,0.022482,0,0,0.0142862,0,0.0301968,0.0124254,0.0398231,0.0264473,0.00642179,0.0117537,0.0374789,0.0407459,0.0199905,0.0195106,0.0152139,0.0087703,0.0150715,0.0125675,0.0164974,0.0386185,0.0178652,0.010551,0.00788179,0.0108127,0.0306734,0.00915992,0.0185074,0.020112,0,0,0.0189035,0,0.0324307,0.017754,0.0391247,0.00753746,0.0131359,0.0138962,0.0349453,0.0278357,0.0158975,0.00856259,0.0122826,0.0092883,0.030682,0.00923995,0.0100454,0.0111784,0.0151806,0.0380368,0.00923187,0.0160163,0.0161139,0,0,0,0,0,0
275,0.0160527,0,0,0,0,0.0178033,0,0,0,0.0348479,0.0254133,0.0278648,0.0224315,0,0,0.0143109,0,0.0302067,0.0123988,0.0397941,0.0266045,0.00640564,0.0117381,0.0374679,0.040804,0.0199729,0.0194938,0.015206,0.00879223,0.015108,0.0125491,0.0165229,0.0386023,0.0178858,0.0105949,0.00789995,0.0107975,0.030597,0.00916017,0.0184604,0.0201419,0,0,0.0189082,0,0.032327,0.017651,0.0391089,0.00759571,0.0131309,0.0139188,0.0349139,0.0276609,0.0158968,0.00848343,0.0121976,0.00940569,0.0307321,0.0092981,0.0101623,0.0111687,0.0150937,0.0379265,0.00929,0.0160292,0.016106,0,0,0,0,0,0.0102015
276,0.0160605,0,0,0,0,0.0178117,0,0,0,0.0348349,0.0254559,0.0278394,0.0224181,0,0,0.0143455,0,0.0301476,0.012431,0.0398017,0.0265836,0.00639621,0.0117524,0.0374517,0.0407909,0.0199431,0.0195075,0.0152069,0.00879253,0.0151479,0.0125492,0.0165163,0.0385725,0.0178832,0.0105888,0.00797883,0.01079,0.0305827,0.00913803,0.0184368,0.02015,0,0,0.018926,0,0.0323184,0.017608,0.0391106,0.00749538,0.0131048,0.0139385,0.0349007,0.0275392,0.0158608,0.0083932,0.0121958,0.0094162,0.0307434,0.00930505,0.0101347,0.0111506,0.0150462,0.0378959,0.00934864,0.0160145,0.0160831,0,0,0,0,0,0.0102209
277,0.0160723,0,0,0,0,0.0178576,0,0,0,0.0348429,0.0254964,0.0277946,0.0224619,0,0,0.0143538,0,0.0301158,0.0124308,0.0398323,0.0265496,0.00638935,0.0117836,0.0374653,0.0407534,0.0199046,0.0194851,0.0152132,0.00879027,0.0151691,0.0125358,0.0164914,0.0385501,0.0178709,0.0105731,0.00804336,0.0107617,0.0305876,0.00915523,0.0183937,0.0201576,0,0,0.0189638,0,0.0323204,0.0176267,0.0390883,0.00734077,0.01304,0.013952,0.0349114,0.0274428,0.0157295,0.00837663,0.0123211,0.00924931,0.0307098,0.00924613,0.00993961,0.0111089,0.0149337,0.0378348,0.00939428,0.016034,0.0160539,0,0,0,0,0,0
278,0.0160295,0,0,0,0,0.0178928,0,0,0,0.0348455,0.0255132,0.0277637,0.0224262,0,0,0.0142866,0,0.0301033,0.0124022,0.0398458,0.0265038,0.00636641,0.0118177,0.0374386,0.0407208,0.0198352,0.019274,0.0151965,0.00880547,0.0151906,0.0125249,0.0164826,0.0385427,0.0178161,0.0105809,0.00804322,0.0106136,0.0305967,0.00912169,0.0183107,0.0200975,0,0,0.0190379,0,0.0323202,0.0177011,0.0390314,0.007366,0.0129627,0.0140023,0.0348736,0.0273619,0.015701,0.00833845,0.0122617,0.00937472,0.0307725,0.00928086,0.0100261,0.0109907,0.014841,0.0377639,0.00944974,0.0160676,0.0159683,0,0,0,0,0,0.00995474
279,0.0159964,0,0,0,0,0.01794,0,0,0,0.0348546,0.025505,0.0277758,0.0224096,0,0,0.0142531,0,0.0301101,0.0124048,0.0398598,0.0263206,0.00635567,0.0118414,0.0374246,0.0407211,0.0197911,0.0191647,0.0151865,0.00883966,0.0151968,0.0125385,0.0164664,0.0385662,0.017793,0.0105966,0.00803927,0.0105889,0.03056,0.00911532,0.0183015,0.0200492,0,0,0.0191281,0,0.0322595,0.0177868,0.0390292,0.00735205,0.0129369,0.0139936,0.0348423,0.0272683,0.0156739,0.00831534,0.0122468,0.00935941,0.0307713,0.00926861,0.0099837,0.0109682,0.0147866,0.0376148,0.00952962,0.0161004,0.0158972,0,0,0,0,0,0.0101949
280,0.0160151,0,0,0,0,0.0180224,0,0,0,0.0348402,0.0254643,0.027792,0.022465,0,0,0.0142321,0,0.0301536,0.0123953,0.0399321,0.0260358,0.00637402,0.0118538,0.0374387,0.0407258,0.0197502,0.0191619,0.0151964,0.00886706,0.0152069,0.0125691,0.0164246,0.0385887,0.0177639,0.0106428,0.00804633,0.0107228,0.0305405,0.00915378,0.0183656,0.0201061,0,0,0.0190882,0,0.0322582,0.0177696,0.039061,0.00730208,0.0129648,0.0139409,0.0348858,0.0271503,0.0155615,0.00816483,0.0123569,0.00914125,0.0306888,0.00919841,0.00981298,0.0111025,0.0146758,0.0375414,0.00956061,0.0161553,0.0159045,0,0,0,0,0,0
281,0.0160033,0,0,0,0,0.0180482,0,0,0,0.0348512,0.0254363,0.0277664,0.0224652,0,0,0.0141811,0,0.0301768,0.0123956,0.0400296,0.0262258,0.00640031,0.0118513,0.0373795,0.0407008,0.0196816,0.0191012,0.0151682,0.00886218,0.0152255,0.0125707,0.016428,0.0386153,0.017734,0.0106957,0.0080913,0.0108449,0.0305393,0.00916052,0.0183446,0.0200879,0,0,0.0191006,0,0.0322558,0.0177809,0.0390096,0.00748684,0.0129253,0.013868,0.0348599,0.0270562,0.0154549,0.00782679,0.0122886,0.00917138,0.0306975,0.00920386,0.00994398,0.01121,0.0146241,0.0375309,0.00958205,0.0161633,0.0158734,0,0,0,0,0,0.0103802
282,0.0160019,0,0,0,0,0.0180742,0,0,0,0.0348636,0.0253997,0.027744,0.0224635,0,0,0.0141157,0,0.0301427,0.0123808,0.0401287,0.0263339,0.00646081,0.0118579,0.0373132,0.0406662,0.0196164,0.0190535,0.0151363,0.00884116,0.0152031,0.01255,0.0164326,0.0385981,0.0176975,0.0107131,0.00811566,0.0108512,0.030522,0.00920544,0.0183135,0.0200692,0,0,0.0190247,0,0.0322532,0.0177735,0.0389992,0.00755898,0.0128718,0.013847,0.0347799,0.0269137,0.0155282,0.00798573,0.0122374,0.00917529,0.0306846,0.00922999,0.0099484,0.0111898,0.0145509,0.0375005,0.00955828,0.0161688,0.0158433,0,0,0,0,0,0.0103715
283,0.0160183,0,0,0,0,0.0181485,0,0,0,0.0348601,0.0254001,0.0277093,0.0224764,0,0,0.0140686,0,0.030088,0.0123729,0.0402141,0.0263211,0.00648828,0.0118418,0.0372734,0.0406307,0.0195341,0.0190931,0.0150977,0.00881063,0.0151652,0.0125319,0.0164285,0.0385535,0.0176895,0.0107019,0.00807813,0.0108734,0.0305065,0.00926836,0.0183288,0.0200886,0,0,0.0189612,0,0.0322496,0.0177238,0.039045,0.00747782,0.0128453,0.0138434,0.0347356,0.0268074,0.0155579,0.00819067,0.012299,0.00903616,0.0305991,0.0091882,0.00976257,0.0112106,0.0144401,0.0374731,0.00953281,0.0162155,0.01582,0,0,0,0,0,0
284,0.0160418,0,0,0,0,0.0182131,0,0,0,0.0348217,0.0254938,0.0277366,0.022391,0,0,0.0140797,0,0.0300816,0.0124112,0.0402247,0.0263139,0.00644024,0.0118431,0.0371378,0.0406403,0.0194842,0.0192171,0.0150735,0.00880893,0.015107,0.0125078,0.0164564,0.038502,0.0177236,0.010648,0.00802818,0.0108506,0.0304864,0.00923679,0.0182752,0.0201054,0,0,0.0189083,0,0.0322306,0.0176345,0.0390154,0.00756223,0.0127525,0.0138573,0.0346388,0.0267117,0.0155785,0.00814447,0.012212,0.00917438,0.0306527,0.00923173,0.00988315,0.0111906,0.0143879,0.0374579,0.00951568,0.0162648,0.0157856,0,0,0,0,0,0.0104274
285,0.0160507,0,0,0,0,0.0182616,0,0,0,0.0348184,0.0256073,0.0277248,0.0223741,0,0,0.0141346,0,0.030054,0.0125222,0.0402815,0.0262784,0.00642745,0.0118195,0.0370327,0.0405967,0.0194411,0.0191282,0.0150581,0.00875753,0.0150049,0.0124856,0.0164594,0.0384253,0.0177777,0.0105404,0.00801879,0.0108785,0.030484,0.00922389,0.0182971,0.020112,0,0,0.0188879,0,0.0322227,0.0176433,0.0390417,0.00756508,0.0127679,0.013853,0.0345499,0.0266234,0.0156058,0.00815036,0.0122172,0.00916993,0.0306734,0.00921232,0.00987414,0.0112152,0.0143643,0.0374478,0.00954285,0.0162896,0.0157651,0,0,0,0,0,0.0102104
286,0.0160685,0,0,0,0,0.0183026,0,0,0,0.0347441,0.0256281,0.0276836,0.0223922,0,0,0.0141876,0,0.0300469,0.0125973,0.0403609,0.0262329,0.00644467,0.0117581,0.0369096,0.0405246,0.0193734,0.018829,0.0150149,0.0087073,0.0149242,0.012477,0.01644,0.0383327,0.0178211,0.0105278,0.0080514,0.0109406,0.0304786,0.00923014,0.0183424,0.020092,0,0,0.0189258,0,0.0322186,0.0176954,0.0390769,0.00760906,0.0128108,0.0138553,0.0344408,0.0265711,0.0156471,0.00816233,0.012209,0.0091829,0.03068,0.00919528,0.00991936,0.0112731,0.0144144,0.0374341,0.00958188,0.0162947,0.0157571,0,0,0,0,0,0.00993173
