Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x75,x76,
10,0.0165768,0,0,0,0,0.0403176,0,0,0,0,0,0,0.0036492,0.0178361,0.0110014,0.00935347,0,0,0.0441888,0,0.0350862,0.0257415,0.0405649,0.0156197,0.00641027,0.00794247,0.0189284,0.0599009,0.00354617,0.00605534,0.00429567,0.0120395,0.0112829,0.0112695,0.0328713,0.00689061,0.0488468,0.0109444,0.0102335,0.00574168,0.0279122,0.0232526,0.0200686,0.0351306,0,0,0.0819592,0,0.0330267,0.0879374,0.0430542,0.0298631,0.0211881,0.0118081,0.0174879,0.0553048,0.0049997,0.0106256,0.00461921,0.0105817,0.0180603,0.0415039,0.0174618,0.0197265,0.00632671,0.0668146,0.0829345,0.037394,0.0412768,0.0161006,0,0,0,0,0,0,0
11,0.0164222,0,0,0,0,0.0401044,0,0,0,0,0,0,0.00364886,0.0177792,0.0110145,0.00921959,0,0,0.044251,0,0.0351331,0.0257532,0.0406215,0.0155951,0.00641302,0.00792086,0.0189182,0.0600192,0.00353971,0.00606364,0.00430527,0.0120585,0.0112996,0.0112609,0.0328703,0.00691966,0.0489059,0.0110222,0.0102005,0.00577527,0.0280266,0.0232109,0.0200084,0.0348579,0,0,0.0820419,0,0.0330244,0.0881437,0.0430978,0.0298278,0.0212165,0.011793,0.0174841,0.0551136,0.00497966,0.0106143,0.0045981,0.0105913,0.0180072,0.0414806,0.0174152,0.0196526,0.00631558,0.0668992,0.0831526,0.0373289,0.0410183,0.0159279,0,0,0,0,0,0,0
12,0.0163133,0,0,0,0,0.0399774,0,0,0,0,0,0,0.00372035,0.0177979,0.0110421,0.00908043,0,0,0.0442949,0,0.0350936,0.0257714,0.0403912,0.0155833,0.00634834,0.00791407,0.0188389,0.0601083,0.00347424,0.00611542,0.00431944,0.0120997,0.0113319,0.0112841,0.0328813,0.00704116,0.0490215,0.010948,0.0101921,0.00582188,0.0280638,0.0231683,0.0200257,0.0347084,0,0,0.0820431,0,0.033036,0.0882548,0.0430762,0.0297905,0.0211704,0.0117779,0.0173981,0.0549743,0.00504172,0.0106401,0.00453782,0.0105808,0.0179849,0.0414565,0.0173953,0.0196135,0.00629557,0.0668863,0.0832213,0.0373375,0.0409008,0.0158218,0,0,0,0,0,0,0
13,0.0162417,0,0,0,0,0.0399131,0,0,0,0,0,0,0.00367123,0.0177936,0.0110624,0.00911411,0,0,0.0442727,0,0.03515,0.0257619,0.0403306,0.0156366,0.00628791,0.00792073,0.0188327,0.0601594,0.00348554,0.00610576,0.00428947,0.0121325,0.0113443,0.0113107,0.0328988,0.00689457,0.0490436,0.0109172,0.0101448,0.00580693,0.0281052,0.0231566,0.020059,0.0346746,0,0,0.0819811,0,0.0330713,0.0883135,0.0430583,0.0297355,0.0211341,0.0117382,0.0173677,0.0549315,0.0052555,0.0106493,0.00450059,0.0104926,0.017972,0.0414225,0.017394,0.0195812,0.00625916,0.0668402,0.083214,0.037386,0.040837,0.0157796,0,0,0,0,0,0,0
14,0.0161618,0,0,0,0,0.0398646,0,0,0,0,0,0,0.00363278,0.0178025,0.011085,0.00917573,0,0,0.0443112,0,0.0351837,0.0258196,0.0400947,0.0157311,0.0061992,0.00796427,0.018798,0.0601841,0.0033529,0.00604338,0.00432908,0.0121531,0.0113518,0.0113578,0.0329349,0.00665105,0.0490793,0.0108616,0.0101493,0.00578499,0.0281414,0.023161,0.0201206,0.0346048,0,0,0.0819206,0,0.0331055,0.0884153,0.0429846,0.0297008,0.0211479,0.011732,0.0173388,0.0548594,0.0051591,0.010677,0.00455837,0.0104505,0.0180064,0.0414281,0.0174304,0.0196086,0.00624799,0.0668339,0.0831976,0.037435,0.0407609,0.0157136,0,0,0,0,0,0,0
15,0.0161007,0,0,0,0,0.0397941,0,0,0,0,0,0,0.00368512,0.0177773,0.0111099,0.00920377,0,0,0.0443502,0,0.0352609,0.0258215,0.0399952,0.0157803,0.00617008,0.00803189,0.0187618,0.0602258,0.00334719,0.00599722,0.00441339,0.0121306,0.0113314,0.0113515,0.0329485,0.00649811,0.0490773,0.0109362,0.0101494,0.00582312,0.0281443,0.0231219,0.0201412,0.0345552,0,0,0.0819032,0,0.0331104,0.0885283,0.0429341,0.0296557,0.0211937,0.0117503,0.0173214,0.0548284,0.00527897,0.0106848,0.0045604,0.0104821,0.0179999,0.0414305,0.0174369,0.0195759,0.00625505,0.0668304,0.0832252,0.0374622,0.0406801,0.0156714,0,0,0,0,0,0,0
16,0.0160705,0,0,0,0,0.0397618,0,0,0,0,0,0,0.00376652,0.0178317,0.011156,0.00919864,0,0,0.0443865,0,0.035277,0.0258431,0.0399105,0.0158708,0.00614875,0.00806206,0.0187167,0.0603155,0.00330623,0.00599505,0.00448129,0.0121225,0.0113413,0.0113717,0.032954,0.00642017,0.0491201,0.0109197,0.0101589,0.00579675,0.0281338,0.0230625,0.0201529,0.0345605,0,0,0.082011,0,0.0331116,0.0886101,0.042908,0.0295974,0.0212227,0.0117703,0.0172793,0.0548251,0.00527148,0.0106836,0.00441984,0.0104957,0.0179841,0.0413847,0.01741,0.0195274,0.00623297,0.0668415,0.0833049,0.0374638,0.04063,0.0156761,0,0,0,0,0,0,0
17,0.0160371,0,0,0,0,0.0397475,0,0,0,0,0,0,0.00369288,0.0178786,0.0111454,0.0091766,0,0,0.044413,0,0.0352477,0.025937,0.0398697,0.0160787,0.00612547,0.00805922,0.0186899,0.0603589,0.00337705,0.00600996,0.00449405,0.0121192,0.0113479,0.0113895,0.0329621,0.00632888,0.0491812,0.0108173,0.0101755,0.00582785,0.0281224,0.023018,0.0201538,0.0345681,0,0,0.0820563,0,0.033121,0.0886688,0.0428972,0.0295451,0.0212355,0.0117858,0.0172498,0.0548251,0.00507518,0.0106987,0.00411427,0.0105077,0.0179637,0.0413564,0.0173823,0.0195117,0.00620067,0.0668724,0.0833179,0.0374893,0.0405779,0.0156765,0,0,0,0,0,0,0
18,0.0160485,0,0,0,0,0.0397615,0,0,0,0,0,0,0.00368452,0.0178477,0.0111254,0.00915164,0,0,0.044429,0,0.0352676,0.0259531,0.0398724,0.0163161,0.00612413,0.00806941,0.0186744,0.060382,0.0034253,0.00601928,0.00450848,0.012113,0.0113302,0.0113955,0.0329428,0.00629005,0.0492214,0.010836,0.0101434,0.00579335,0.0280448,0.0229734,0.0201699,0.0346184,0,0,0.0820251,0,0.0330961,0.0887112,0.0429118,0.029485,0.0212407,0.0117624,0.0172461,0.0548723,0.00525586,0.0107234,0.00403042,0.0104895,0.0179335,0.0413582,0.0173785,0.0195099,0.00617164,0.0669239,0.0833032,0.0375153,0.0405735,0.0156833,0,0,0,0,0,0,0
19,0.0160693,0,0,0,0,0.0397298,0,0,0,0,0,0,0.00377978,0.017814,0.0111209,0.00914921,0,0,0.044472,0,0.0352721,0.025954,0.0398967,0.0161536,0.00613281,0.0080856,0.0186433,0.0604045,0.00343312,0.00602729,0.00452207,0.0121234,0.011303,0.0114013,0.0329481,0.00626164,0.0492559,0.0108073,0.0100981,0.00582698,0.0280034,0.0229574,0.0201694,0.0346545,0,0,0.0820339,0,0.0330974,0.0887865,0.0429425,0.0294243,0.0212729,0.0117302,0.0172291,0.0549177,0.00534035,0.0107418,0.00414419,0.0104815,0.0179107,0.041372,0.0173621,0.0194912,0.00613749,0.0669835,0.0833127,0.0375452,0.0405728,0.0156868,0,0,0,0,0,0,0
20,0.0161028,0,0,0,0,0.03969,0,0,0,0,0,0,0.00375929,0.0177081,0.0111431,0.00916593,0,0,0.0445455,0,0.0353332,0.025933,0.0398619,0.0160679,0.00614031,0.00813402,0.0186144,0.0604454,0.00340265,0.00602835,0.00458063,0.0121469,0.0112878,0.0113862,0.0329615,0.00618369,0.0492553,0.0109169,0.0100702,0.00580924,0.0280054,0.0229448,0.0202106,0.0346553,0,0,0.0820599,0,0.0331461,0.0889004,0.0429422,0.0293798,0.0212733,0.0117337,0.0172213,0.0549125,0.00527155,0.0107491,0.00433866,0.0105014,0.0179004,0.0413679,0.0173542,0.0194496,0.00609173,0.067017,0.0833588,0.0375036,0.0405552,0.0156973,0,0,0,0,0,0,0
21,0.0161003,0,0,0,0,0.0396929,0,0,0,0,0,0,0.00374587,0.0177521,0.0111537,0.00919473,0,0,0.0446085,0,0.0353503,0.0259605,0.0397838,0.0161727,0.006136,0.00818494,0.0186149,0.060429,0.00330775,0.00601486,0.00461241,0.0121646,0.0112982,0.0113769,0.0329619,0.00606954,0.0492404,0.0108914,0.0101259,0.00579313,0.028059,0.0229268,0.0202743,0.0346379,0,0,0.0820392,0,0.0332378,0.0890041,0.042931,0.029306,0.0212762,0.011753,0.0172294,0.0548832,0.00515624,0.010758,0.00431809,0.0105435,0.0178918,0.04139,0.0173291,0.0193979,0.00605016,0.0670114,0.083454,0.0374585,0.04051,0.0156928,0,0,0,0,0,0,0
22,0.0160917,0,0,0,0,0.0397239,0,0,0,0,0,0,0.00376589,0.0178762,0.011166,0.00920066,0,0,0.0446604,0,0.0352806,0.0260172,0.0397231,0.0165073,0.00612457,0.00818974,0.0186071,0.0603512,0.00321381,0.0059989,0.00459946,0.0121773,0.0113279,0.0113604,0.032945,0.00599837,0.0492209,0.0106978,0.0101907,0.0057908,0.0280787,0.02288,0.0203422,0.034637,0,0,0.082034,0,0.0333012,0.0890657,0.0429135,0.0292485,0.0212622,0.0117636,0.0172095,0.0548485,0.00511426,0.0107698,0.00436958,0.010554,0.0178841,0.041403,0.0173381,0.0193659,0.00603244,0.0669848,0.0835457,0.0374376,0.0405052,0.0156779,0,0,0,0,0,0,0
23,0.0160727,0,0,0,0,0.039716,0,0,0,0,0,0,0.00383958,0.0178623,0.0111856,0.00922721,0,0,0.0446633,0,0.0352048,0.0260238,0.0397239,0.016678,0.00608737,0.00820167,0.0185575,0.0602831,0.00327314,0.00597042,0.00459567,0.0121633,0.0113174,0.0113622,0.0329247,0.00594515,0.0492375,0.0106408,0.0102057,0.00574982,0.0280873,0.0227968,0.0203651,0.0346167,0,0,0.0820518,0,0.0333329,0.0891103,0.0428694,0.029177,0.0213136,0.0117604,0.0171414,0.0548176,0.00513284,0.0107978,0.00418187,0.0105678,0.017877,0.041399,0.0173324,0.0193659,0.00603972,0.0669777,0.0835815,0.0374104,0.0405155,0.0156243,0,0,0,0,0,0,0
24,0.0160759,0,0,0,0,0.0397499,0,0,0,0,0,0,0.00379204,0.0177722,0.0111908,0.00929858,0,0,0.044663,0,0.0352026,0.0260437,0.0397484,0.0167372,0.00603328,0.00823454,0.0184414,0.060229,0.00328237,0.00596387,0.00462678,0.0121622,0.0112966,0.0113884,0.0329354,0.00590108,0.0492662,0.0107359,0.0101927,0.00576583,0.02803,0.0227744,0.0203093,0.0346229,0,0,0.0820916,0,0.0333334,0.0891407,0.0427874,0.0291419,0.0214664,0.0117739,0.0170255,0.0548228,0.00517267,0.0108269,0.00409953,0.0105611,0.017901,0.0414116,0.0173181,0.0194107,0.00601493,0.0669787,0.0835323,0.0374159,0.0405681,0.0155561,0,0,0,0,0,0,0
25,0.0161086,0,0,0,0,0.0398015,0,0,0,0,0,0,0.00376108,0.0177033,0.0111969,0.00934924,0,0,0.0446612,0,0.0353193,0.0260388,0.0397561,0.0167341,0.00602686,0.00826345,0.018379,0.060211,0.00324072,0.00597198,0.00465675,0.0121619,0.0112827,0.0113973,0.0329571,0.00585075,0.0492464,0.0109154,0.0101599,0.00585748,0.0279732,0.0227997,0.0202917,0.0346584,0,0,0.08217,0,0.033314,0.0891767,0.042756,0.0291411,0.0215057,0.0117824,0.0169696,0.0548895,0.00516276,0.0108532,0.00411383,0.0105377,0.0179275,0.0414054,0.0173234,0.0194319,0.00594866,0.0670023,0.0834256,0.0374197,0.0406067,0.0155436,0,0,0,0,0,0,0
26,0.0161232,0,0,0,0,0.03982,0,0,0,0,0,0,0.00375068,0.0176734,0.0111988,0.00936704,0,0,0.0446825,0,0.0353435,0.0260668,0.0397458,0.0167599,0.00604168,0.00826689,0.0184148,0.0601514,0.00318394,0.00596121,0.00467043,0.0121607,0.0112703,0.0113964,0.0329868,0.00573772,0.049315,0.0110236,0.0101433,0.0059376,0.028011,0.022798,0.0203456,0.0346787,0,0,0.0822148,0,0.0333634,0.0892501,0.0427916,0.0291356,0.0214393,0.0117714,0.0170095,0.0549003,0.00513672,0.0108466,0.0041428,0.0105163,0.0179477,0.041379,0.0173523,0.0194061,0.00589831,0.0670678,0.0832999,0.0373986,0.0405914,0.0155549,0,0,0,0,0,0,0
27,0.016109,0,0,0,0,0.0397804,0,0,0,0,0,0,0.00378276,0.0176829,0.0112121,0.00934604,0,0,0.0447076,0,0.03532,0.0260736,0.0396895,0.0167728,0.00607077,0.00827726,0.0185028,0.0601387,0.00313795,0.00594709,0.00468101,0.012171,0.0112533,0.0113948,0.0329952,0.00567603,0.0493476,0.0110036,0.0101476,0.00587123,0.0280746,0.022781,0.0204085,0.0346956,0,0,0.082258,0,0.0333985,0.0893294,0.0428568,0.0290915,0.0213025,0.0117644,0.017108,0.0549078,0.00515802,0.0108161,0.00412645,0.0105569,0.0179381,0.0413665,0.0173388,0.0193444,0.00589481,0.0671496,0.0832881,0.037393,0.0405399,0.0155594,0,0,0,0,0,0,0
28,0.0160997,0,0,0,0,0.0398111,0,0,0,0,0,0,0.00388219,0.0177488,0.0112387,0.00934658,0,0,0.0447668,0,0.0352509,0.0261422,0.0396568,0.0166446,0.00608698,0.00827624,0.0185454,0.0601246,0.00322657,0.00594345,0.0046788,0.0121761,0.0112432,0.0113952,0.0329886,0.00561281,0.049302,0.0108784,0.010181,0.00585637,0.0280705,0.0227831,0.0204194,0.0347446,0,0,0.0822671,0,0.0334125,0.0893652,0.0428896,0.0290718,0.0212548,0.0117752,0.0171457,0.054915,0.00521646,0.0108007,0.00422313,0.010596,0.0179047,0.0413971,0.0173371,0.0193188,0.00589394,0.0670873,0.0833513,0.0373657,0.0405556,0.0155444,0,0,0,0,0,0,0
29,0.0161805,0,0,0,0,0.0399166,0,0,0,0,0,0,0.00401432,0.0177904,0.0112481,0.0093895,0,0,0.0447974,0,0.0352163,0.0261846,0.039655,0.0163959,0.00609221,0.00830614,0.0185402,0.0601161,0.00327509,0.00599159,0.00468596,0.0121721,0.0112431,0.0113795,0.0329742,0.00558869,0.0493494,0.0108151,0.0102211,0.00587868,0.0279247,0.022775,0.0204166,0.0348975,0,0,0.0822749,0,0.0334278,0.0893191,0.0428819,0.0290753,0.0212302,0.011767,0.0171423,0.055002,0.0052062,0.0107942,0.00450492,0.0105969,0.0178735,0.0414082,0.0173332,0.0193177,0.00588954,0.067036,0.0833641,0.0373956,0.0406653,0.0156164,0,0,0,0,0,0,0
30,0.0163614,0,0,0,0,0.0400602,0,0,0,0,0,0,0.00400126,0.0177831,0.0112318,0.00947882,0,0,0.0448112,0,0.0352109,0.0261865,0.0396955,0.0164174,0.00611683,0.00833666,0.0185426,0.0600773,0.00327695,0.00602866,0.00471434,0.0121504,0.0112381,0.0113542,0.0329563,0.00555056,0.0494396,0.0108112,0.0102394,0.00593323,0.0276576,0.0227664,0.0204129,0.0351651,0,0,0.0822634,0,0.0334552,0.0892392,0.0428589,0.0290517,0.0212414,0.0117585,0.0171459,0.0551713,0.00506099,0.0107851,0.00463107,0.0105757,0.0178754,0.0414389,0.0173244,0.019298,0.00585442,0.0670588,0.0831514,0.0374971,0.0408423,0.0157639,0,0,0,0,0,0,0
31,0.0163764,0,0,0,0,0.0400268,0,0,0,0,0,0,0.00400459,0.0177494,0.0112163,0.00960766,0,0,0.0447855,0,0.0352227,0.0261755,0.0396993,0.01657,0.00613851,0.00837883,0.018563,0.0599892,0.00325357,0.00601422,0.00476178,0.0121616,0.0112427,0.0113643,0.0329552,0.0054817,0.0495053,0.0108308,0.0102189,0.00603945,0.0276194,0.0227552,0.0203915,0.0351753,0,0,0.082354,0,0.0334718,0.0893219,0.0428426,0.0290247,0.0212104,0.0117594,0.0171626,0.0551971,0.00487423,0.0107814,0.00462847,0.0105917,0.0178955,0.0414747,0.0173175,0.0192909,0.00581515,0.0671166,0.0831887,0.0375258,0.0408384,0.0157535,0,0,0,0,0,0,0
32,0.0162655,0,0,0,0,0.0399281,0,0,0,0,0,0,0.00395662,0.0177576,0.0112175,0.00951346,0,0,0.0447864,0,0.0352275,0.0261814,0.0396778,0.0163986,0.00614948,0.0084225,0.0185926,0.0599346,0.00325221,0.0060242,0.00482359,0.0121854,0.0112352,0.0113779,0.0329824,0.00541439,0.0495832,0.0108435,0.0101971,0.00608068,0.0278402,0.022725,0.0203993,0.0350038,0,0,0.0823998,0,0.0334464,0.0894374,0.0428328,0.0290274,0.0211784,0.0117526,0.0171877,0.0550966,0.00489783,0.0107599,0.00459634,0.0105996,0.0179065,0.0414529,0.0173118,0.0193109,0.00580105,0.0670607,0.0834753,0.0374491,0.0407358,0.0156301,0,0,0,0,0,0,0
33,0.0162229,0,0,0,0,0.0399419,0,0,0,0,0,0,0.00396234,0.0177947,0.0112321,0.00943884,0,0,0.0448025,0,0.0352127,0.0262132,0.0396141,0.0163036,0.00614475,0.00846282,0.0185947,0.059945,0.00325908,0.00605161,0.0048731,0.0121721,0.0112086,0.0113807,0.0330106,0.00531915,0.0496032,0.0108256,0.01019,0.00603236,0.027926,0.0227282,0.0204387,0.0349674,0,0,0.0823646,0,0.033404,0.0894585,0.0428083,0.0290499,0.0211544,0.011772,0.0171725,0.0550678,0.00485773,0.0107592,0.00458731,0.0106225,0.0179184,0.0414555,0.0173278,0.0193383,0.00580169,0.0669925,0.083546,0.0374123,0.0407386,0.0155699,0,0,0,0,0,0,0
