Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,,x72,x73,x79,x80,x78,x74,x75
84,0.0171338,0,0,0,0,0.0268777,0,0,0,0,0,0,0.02059,0.0226621,0.0103898,0.018073,0,0,0.0256313,0,0.0321957,0.0149401,0.0414013,0.00842629,0.00986881,0.00709268,0.0298,0.0604112,0.00795017,0.0072553,0.00766682,0.00979555,0.0125746,0.00803822,0.02617,0.0322855,0.0355279,0.012269,0.00130153,0.0104187,0.0343733,0.0125794,0.0193308,0.00662791,0,0,0.00953416,0,0.0257126,0.0231544,0.0376971,0.0162278,0.0180114,0.0208109,0.0274566,0.0214898,0.0107837,0.0169481,0.011865,0.0148034,0.0124707,0.0314951,0.00929547,0.0112245,0.00719056,0.0109013,0.0345901,0.0111224,0.024429,0.00860511,0,0,0,0,0,0,0,0,0,0
85,0.0170953,0,0,0,0,0.0268583,0,0,0,0,0,0,0.0207771,0.0226987,0.0104498,0.0180709,0,0,0.0255507,0,0.0322158,0.0149031,0.0413829,0.00839591,0.00982553,0.00699087,0.0297769,0.0603886,0.00800067,0.00725555,0.00762488,0.00978102,0.0126596,0.00804212,0.0261393,0.0324998,0.0354768,0.0122601,0.00128111,0.0105729,0.0343686,0.0125639,0.0193618,0.00663333,0,0,0.00953907,0,0.0257028,0.0231556,0.037677,0.016244,0.0178661,0.0208225,0.0274478,0.0215138,0.0108083,0.0169751,0.011825,0.0147871,0.0124799,0.0314886,0.00926797,0.0112248,0.00710164,0.0109583,0.034635,0.0111239,0.0244011,0.0085906,0,0,0,0,0,0,0,0,0,0
86,0.0170496,0,0,0,0,0.0268198,0,0,0,0,0,0,0.0210462,0.0226547,0.0104569,0.0180566,0,0,0.0253867,0,0.0322868,0.0148238,0.0413277,0.00832037,0.00976569,0.00689013,0.0298014,0.0603341,0.00806025,0.00731795,0.00757917,0.00975638,0.0127244,0.00802965,0.0261102,0.0326558,0.0355219,0.0123855,0.00123194,0.0106763,0.0343665,0.0126518,0.0193587,0.00663627,0,0,0.00953621,0,0.0256669,0.0231354,0.0376945,0.0163457,0.0177742,0.0208402,0.0274406,0.0215351,0.0108217,0.0169777,0.0118291,0.014791,0.0124965,0.0314461,0.00930232,0.0112357,0.0069533,0.0109989,0.0346557,0.0111581,0.02438,0.00859059,0,0,0,0,0,0,0,0,0,0
87,0.0170687,0,0,0,0,0.026771,0,0,0,0,0,0,0.0213679,0.0226417,0.0104511,0.0180618,0,0,0.0252553,0,0.0323194,0.0147552,0.0413363,0.008227,0.00977278,0.00679703,0.0297809,0.0602762,0.00813157,0.00748016,0.00758453,0.00972655,0.0127584,0.00797085,0.0260619,0.0328044,0.0355222,0.0124073,0.00120989,0.0106194,0.0343705,0.0127022,0.0193712,0.00666756,0,0,0.00957288,0,0.0256419,0.0231381,0.0377145,0.0163779,0.0177773,0.0208562,0.0273889,0.02157,0.010798,0.0169433,0.01186,0.0148264,0.0125064,0.0314166,0.0093284,0.0112727,0.00699216,0.0110323,0.0346167,0.0112152,0.0243777,0.00861697,0,0,0,0,0,0,0,0,0,0
88,0.0134256,0,0,0,0,0.0256605,0,0,0,0,0,0,0.020908,0.0228945,0.0102812,0.0174699,0,0,0.0245513,0,0.0322323,0.0140896,0.0417966,0.00788269,0.00926386,0.00682976,0.0270132,0.0604464,0.00821992,0.00752743,0.00782862,0.00945473,0.0124512,0.00767797,0.0257602,0.0322526,0.0349324,0.012596,0.00118062,0.010523,0.0178231,0.0126215,0.0187046,0.00424496,0,0,0.00618107,0,0,0.0135062,0.0375135,0.0162227,0.0174896,0.020697,0.0245709,0.0162251,0.0105778,0.0169118,0.0118022,0.0148275,0.0124719,0.0315242,0.00934509,0.0113224,0.00693725,0.00781684,0.0203555,0.0122149,0.0244701,0.00780906,0,0,0,0,0,0,0,0,0,0
89,0.0170539,0,0,0,0,0.0268634,0,0,0,0,0,0,0.0216707,0.0227205,0.0105732,0.0179521,0,0,0.0251721,0,0.0322413,0.0147116,0.0414049,0.00802577,0.00976809,0.00652026,0.0296799,0.0602593,0.00828893,0.00777561,0.00749614,0.00968417,0.0129196,0.00789487,0.0259348,0.0333056,0.0354799,0.0123132,0.00122811,0.010504,0.0343638,0.01248,0.0193839,0.0066214,0,0,0.00969349,0,0.025608,0.0231647,0.0377014,0.0161057,0.0178897,0.0206895,0.0272993,0.0215167,0,0.0168487,0.0117321,0.0148667,0.0123157,0.0314977,0.00924617,0.0110888,0.00686321,0.0110207,0.0346716,0.0112499,0.0244605,0.00862244,0,0,0,0,0,0,0,0,0,0
90,0.0170176,0,0,0,0,0.0268333,0,0,0,0,0,0,0.021705,0.0228024,0.0106291,0.0179488,0,0,0.025196,0,0.0321484,0.0147658,0.0413951,0.00789404,0.00977754,0.00648716,0.0296585,0.0600663,0.00832713,0.00791073,0.00751923,0.00969229,0.0129935,0.00789484,0.0258928,0.03351,0.03552,0.0122069,0.00126398,0.0105446,0.0343584,0.0124361,0.0193503,0.00665531,0,0,0.00960456,0,0.0256303,0.0231532,0.0377414,0.0160707,0.0179464,0.0206831,0.0272701,0.0215467,0,0.0168426,0.0117161,0.0148432,0.0122895,0.0314914,0.00920798,0.0110433,0.00677023,0.0110168,0.0346321,0.0112252,0.0243824,0.00861635,0,0,0,0,0,0,0,0,0,0
91,0.0169972,0,0,0,0,0.0267505,0,0,0,0,0,0,0.021859,0.0228363,0.0106936,0.0179235,0,0,0.0251479,0,0.0320867,0.0147532,0.0413829,0.00770555,0.00975145,0.00639387,0.0296675,0.0599918,0.00836333,0.00812463,0.00751486,0.00966837,0.0130691,0.00789917,0.0258532,0.0337393,0.0355984,0.0121095,0.00125709,0.0105741,0.0343557,0.0124763,0.0193859,0.00663532,0,0,0.00954331,0,0.0256518,0.0231431,0.0377978,0.016145,0.0177424,0.0206995,0.0272594,0.0215428,0.010002,0.0169177,0.0117598,0.0147795,0.0123202,0.0314462,0.00917777,0.0110635,0.00682033,0.0110313,0.0346095,0.0112044,0.0243236,0.00859125,0,0,0,0,0,0,0,0,0,0
92,0.0170018,0,0,0,0,0.0266824,0,0,0,0,0,0,0.0221967,0.0228102,0.0107601,0.0178862,0,0,0.0250727,0,0.0320682,0.0147199,0.0414117,0.00780724,0.00972028,0.00628631,0.0296905,0.0598867,0.00843605,0.00820962,0.00748587,0.00961254,0.0131422,0.0078885,0.0257917,0.033994,0.035504,0.0121116,0.00124994,0.010589,0.0343529,0.0125708,0.0194879,0.00659311,0,0,0.00947804,0,0.0256517,0.0231481,0.0377693,0.0162347,0.0175128,0.0207175,0.0272819,0.0215414,0.0103606,0.0169856,0.0118542,0.0148071,0.0123174,0.0313861,0.00921848,0.0110943,0.00690833,0.0110335,0.0345501,0.0111936,0.0242724,0.00858664,0,0,0,0,0,0,0,0,0,0
93,0.0170335,0,0,0,0,0.0266451,0,0,0,0,0,0,0.0226723,0.0227743,0.0108333,0.0178609,0,0,0.0250597,0,0.032075,0.0146886,0.0414241,0.0078119,0.00971684,0.00616543,0.0296758,0.0597982,0.00854812,0.00827061,0.00745991,0.00959255,0.0132833,0.00783367,0.0257257,0.034406,0.0353346,0.0121436,0.00123286,0.0106207,0.0343577,0.0125021,0.0194609,0.00660557,0,0,0.00943004,0,0.0256513,0.0231626,0.0377664,0.0161858,0.017556,0.0206796,0.02728,0.0215875,0.0106695,0.0169751,0.0118338,0.0147681,0.0122996,0.031414,0.00917991,0.0110864,0.0069264,0.01103,0.0345227,0.0111791,0.024215,0.0086138,0,0,0,0,0,0,0,0,0,0
94,0.0170265,0,0,0,0,0.0265783,0,0,0,0,0,0,0.0228934,0.0227317,0.0109417,0.0178104,0,0,0.0250336,0,0.0320745,0.0146487,0.0414709,0.00772934,0.00969596,0.00600399,0.029703,0.0597185,0.0086704,0.00845913,0.00742047,0.0095764,0.0134233,0.00778684,0.0256522,0.0348612,0.0352109,0.0121485,0.00118918,0.0106276,0.0343653,0.0124229,0.0195363,0.00659343,0,0,0.00944,0,0.0256579,0.0231599,0.0377772,0.0161226,0.0173459,0.0206691,0.0272978,0.0216252,0.0107266,0.0170167,0.0118492,0.0147383,0.0122727,0.0314001,0.00912484,0.0110694,0.00680803,0.0111135,0.0345108,0.0111798,0.0241542,0.00861687,0,0,0,0,0,0,0,0,0,0
95,0.0170344,0,0,0,0,0.0265123,0,0,0,0,0,0,0.0233546,0.0227373,0.0110571,0.01775,0,0,0.0249785,0,0.0320782,0.0146212,0.0414974,0.0075534,0.00965307,0.00578592,0.0297343,0.0596072,0.00883841,0.0087177,0.00738111,0.00952215,0.0136259,0.00774509,0.0255393,0.0354791,0.0351448,0.012146,0.0011603,0.0105684,0.0343866,0.0123797,0.0196117,0.00660085,0,0,0.00949434,0,0.0256537,0.0231516,0.0377816,0.01607,0.0172041,0.0206878,0.027307,0.0216685,0.0106296,0.0170395,0.0119233,0.0147457,0.0122539,0.0314188,0.00912379,0.0110559,0.00674108,0.0112145,0.0345284,0.0111824,0.0240783,0.00862075,0,0,0,0,0,0,0,0,0,0
96,0.0170505,0,0,0,0,0.0264249,0,0,0,0,0,0,0.0240337,0.0227541,0.0111742,0.0176555,0,0,0.024958,0,0.032102,0.0146038,0.0414421,0.00733227,0.00963745,0.00558966,0.0297207,0.0595065,0.00902146,0.00906726,0.00737676,0.00947894,0.0138538,0.00770604,0.0254152,0.0361347,0.0350843,0.0122096,0.00117904,0.0104824,0.0344175,0.0123799,0.0195142,0.00666133,0,0,0.00955292,0,0.0256453,0.0231291,0.0377803,0.0161028,0.0173331,0.0207097,0.0273068,0.0217456,0.0103556,0.0170248,0.0119217,0.0147311,0.0122973,0.0315395,0.00913897,0.0110721,0.00677292,0.0112464,0.0345438,0.0111697,0.023968,0.00864911,0,0,0,0,0,0,0,0,0,0
97,0.0170685,0,0,0,0,0.026307,0,0,0,0,0,0,0.0246868,0.0227341,0.0112642,0.0175483,0,0,0.0249464,0,0.0321416,0.0145639,0.0414005,0.00705269,0.0096427,0.00544469,0.029728,0.0593755,0.00923923,0.00942187,0.00740299,0.00947092,0.0140812,0.0076522,0.0253293,0.0367329,0.0350225,0.0123074,0.00116318,0.0104094,0.0344603,0.0124687,0.0193691,0.00674627,0,0,0.00965299,0,0.0256443,0.0231398,0.0378031,0.0161212,0.0175707,0.0206546,0.0273141,0.0218139,0,0.0169998,0.0118572,0.0147594,0.0122656,0.0315785,0.00920927,0.0110511,0.00675945,0.0112344,0.0345636,0.0111401,0.0238344,0.00865962,0,0,0,0,0,0,0,0,0,0
98,0.0170835,0,0,0,0,0.0261931,0,0,0,0,0,0,0.0250817,0.0227427,0.0113778,0.0174517,0,0,0.0249283,0,0.0321583,0.0145526,0.0413978,0.00677525,0.00961179,0.0053696,0.0297886,0.0591939,0.00945045,0.00982986,0.00743914,0.00950892,0.0143106,0.00757761,0.0252511,0.0373058,0.0350124,0.0122557,0.00113483,0.0103758,0.0344936,0.0124237,0.0193364,0.00679191,0,0,0.00973434,0,0.0256165,0.0231451,0.0378085,0.0160378,0.0175437,0.0206431,0.0273511,0.0219119,0,0.0170134,0.0118536,0.0147466,0.01227,0.0316458,0.00920138,0.0110327,0.00670289,0.0113095,0.0345838,0.0111431,0.023682,0.00865368,0,0,0,0,0,0,0,0,0,0
99,0.0170596,0,0,0,0,0.026173,0,0,0,0,0,0,0.0254407,0.0227352,0.0115052,0.0173753,0,0,0.0248758,0,0.0321815,0.014515,0.0413834,0.00680288,0.00956655,0.00531614,0.0298454,0.059112,0.00957473,0.0101568,0.00744494,0.00954114,0.0144782,0.00756723,0.0251688,0.0377002,0.0350053,0.0122416,0.00109903,0.0103643,0.0344708,0.012425,0.0193617,0.00675963,0,0,0.00971474,0,0.0255897,0.023126,0.0377948,0.0160537,0.0173725,0.0206108,0.0273819,0.0219403,0,0.0171088,0.0119177,0.0147548,0.0122454,0.0316614,0.00920391,0.0110445,0.00663405,0.0113846,0.0345898,0.011145,0.0236389,0.00862554,0,0,0,0,0,0,0,0,0,0
100,0.0171016,0,0,0,0,0.0261586,0,0,0,0,0,0,0.0260756,0.0227536,0.0116906,0.0172463,0,0,0.0247919,0,0.0321417,0.0144739,0.041364,0.00669511,0.00953125,0.00529268,0.0298628,0.0590483,0.00979806,0.0105158,0.00752482,0.00958025,0.014778,0.00753417,0.0250544,0.0384032,0.034872,0.012117,0.00107383,0.0104762,0.0344657,0.0125126,0.0192768,0.00674743,0,0,0.00974693,0,0.025572,0.0230915,0.0378386,0.0161816,0.0173722,0.0205442,0.0273998,0.0220469,0,0.0172797,0.0118258,0.0147642,0.0122475,0.0316646,0.00922104,0.0110995,0.00664101,0.011442,0.0345939,0.0111525,0.0235975,0.00867555,0,0,0,0,0,0,0,0,0,0
101,0.0172069,0,0,0,0,0.0261174,0,0,0,0,0,0,0.026966,0.0227221,0.01188,0.0171185,0,0,0.0246882,0,0.0321295,0.0143937,0.0413475,0.00641393,0.00951246,0.00532823,0.0298707,0.0590086,0.0101119,0.0111907,0.00768437,0.0096056,0.015166,0.00745583,0.0248971,0.0393773,0.0347562,0.0121409,0.00105516,0.0104575,0.0344874,0.0125387,0.0192657,0.00671982,0,0,0.00984818,0,0.0255773,0.0230763,0.0378929,0.0162529,0.0173967,0.0205294,0.0273906,0.0221677,0,0.0173554,0.0117164,0.0147713,0.0122661,0.0317199,0.00922305,0.0111383,0.00664846,0.0114804,0.0346197,0.0111514,0.023517,0.00876681,0,0,0,0,0,0,0,0,0,0
102,0.0135868,0,0,0,0,0.0249147,0,0,0,0,0,0,0.0271074,0.0229099,0.0118836,0.0164498,0,0,0.0239826,0,0.0321173,0.013675,0.0417466,0.00586472,0.00892125,0.0055361,0.027071,0.0592834,0.010386,0.0118506,0.00806949,0.00941187,0.0151897,0.00713615,0.0244999,0.0396475,0.0341642,0.0125318,0.000990269,0.0105037,0.0179208,0.0125849,0.0184224,0.00360789,0,0,0.00577797,0,0,0.013356,0.037731,0.0163352,0.0173388,0.0203431,0.0245512,0.016298,0,0.0173424,0.0116322,0.0146976,0.0123231,0.0318421,0.00933732,0.0112921,0.00660295,0.0075392,0.0204389,0.0122926,0.0234955,0.00796997,0,0,0,0,0,0,0,0,0,0
103,0.0135476,0,0,0,0,0.0248789,0,0,0,0,0,0,0.0275112,0.0228648,0.011971,0.0163912,0,0,0.023889,0,0.032116,0.0135642,0.0417004,0.00569166,0.0089081,0.00562652,0.0271196,0.0592605,0.010547,0.0121189,0.00818217,0.009483,0.015403,0.00710273,0.0244406,0.040098,0.0340447,0.0125954,0.00096826,0.010602,0.0179162,0.0125723,0.0183194,0.00359605,0,0,0.00565354,0,0,0.0132606,0.0377589,0.0164326,0.017355,0.0203635,0.0246344,0.0162473,0.0101806,0.0173109,0.0116046,0.014537,0.0124309,0.0318871,0.00932768,0.0113621,0.0067258,0.00747771,0.0201063,0.0124347,0.0234707,0.00794837,0,0,0,0,0,0,0,0,0,0
104,0.0171584,0,0,0,0,0.0261838,0,0,0,0,0,0,0.0290739,0.0226479,0.0124127,0.0168196,0,0,0.0244724,0,0.0321646,0.0140912,0.0412919,0.00577789,0.00941487,0.00587987,0.0300213,0.0592187,0.0109096,0.0127999,0.00832663,0.00990942,0.0161848,0.00723859,0.0245177,0.0417777,0.0344846,0.0122928,0.000963285,0.0106467,0.0346618,0.0126979,0.0190711,0.00653634,0,0,0.0104072,0,0.0258622,0.023415,0.0379199,0.0165126,0.0175354,0.0204256,0.0274931,0.0221173,0,0.0172346,0.0116707,0.0145894,0.0123513,0.0317781,0.00935616,0.0112422,0.00672083,0.0116816,0.0354123,0.0112279,0.0236188,0.00871435,0,0,0,0,0,0,0,0,0,0
105,0.0171588,0,0,0,0,0.0261021,0,0,0,0,0,0,0.0293225,0.0227745,0.01253,0.0167862,0,0,0.0244913,0,0.0321082,0.014118,0.0412684,0.00578245,0.0093375,0.00608533,0.0301097,0.0590525,0.0110673,0.0130181,0.00846415,0.00999112,0.0163746,0.00721339,0.0244615,0.0421645,0.0344271,0.0121618,0.000985104,0.0106785,0.0346619,0.0127442,0.0190597,0.00654107,0,0,0.0103825,0,0.0259096,0.0235882,0.0379097,0.0165732,0.0174042,0.0205579,0.0275115,0.0222738,0.0103851,0.0171581,0.0117004,0.0145097,0.0124504,0.0318192,0.00934376,0.0112943,0.00683268,0.011789,0.0358304,0.0111007,0.0235335,0.00870107,0,0,0,0,0,0,0,0,0,0
106,0.0171212,0,0,0,0,0.026069,0,0,0,0,0,0,0.0297523,0.0228178,0.0126481,0.0168282,0,0,0.0244828,0,0.0320721,0.0141592,0.0412778,0.00564025,0.00938927,0.00638292,0.0300513,0.0589285,0.0112723,0.013441,0.0086915,0.0100463,0.0165924,0.00715601,0.0243279,0.0426784,0.034483,0.0121145,0.00103962,0.0105822,0.0345455,0.0126869,0.0189528,0.00653102,0,0,0.0104224,0,0.0258299,0.0237019,0.0379113,0.0164958,0.0175824,0.0205488,0.0274618,0.0222597,0.0101527,0.0171557,0.0116443,0.014458,0.0124843,0.0318549,0.00930698,0.0113012,0.0068821,0.0117706,0.0362523,0.0109395,0.0235107,0.00868223,0,0,0,0,0,0,0,0,0,0
107,0.0169575,0,0,0,0,0.0261204,0,0,0,0,0,0,0.0299354,0.0228501,0.0127237,0.0170195,0,0,0.0245068,0,0.0320496,0.01417,0.0413096,0.00555588,0.00940455,0.00655383,0.0299881,0.0589726,0.0113919,0.0136422,0.00883453,0.0100914,0.0167233,0.00713388,0.0242457,0.0429286,0.0344344,0.0121136,0.00104972,0.010666,0.0344429,0.0126529,0.0189549,0.00635867,0,0,0.0102156,0,0.0255983,0.0232607,0.0379033,0.0164581,0.0175807,0.0204954,0.0274236,0.0218574,0.0100624,0.0171119,0.0116068,0.0144433,0.0124704,0.0318045,0.009276,0.0113034,0.00689174,0.0114129,0.0353449,0.0110735,0.023595,0.00857524,0,0,0,0,0,0,0,0,0,0
108,0.0169242,0,0,0,0,0.0261634,0,0,0,0,0,0,0.0301643,0.0228713,0.0127734,0.0169479,0,0,0.0244807,0,0.0320583,0.0141041,0.0413252,0.00545618,0.00940006,0.006729,0.0299767,0.0590657,0.0114921,0.0138529,0.00899382,0.0101496,0.0168567,0.00709716,0.0241806,0.043198,0.0343641,0.0120483,0.00099159,0.0107127,0.0344323,0.0126329,0.0190079,0.00620607,0,0,0.0100045,0,0.0255598,0.0230269,0.0378806,0.0164082,0.0174675,0.0204442,0.0274269,0.0217118,0.0104611,0.0171683,0.0115741,0.0144408,0.0124526,0.0318628,0.00925638,0.0113073,0.0068825,0.0112053,0.0347083,0.0111901,0.0236562,0.00856254,0,0,0,0,0,0,0,0,0,0
109,0.0169582,0,0,0,0,0.0261252,0,0,0,0,0,0,0.0304359,0.0228594,0.0128383,0.0166121,0,0,0.0243777,0,0.0320999,0.0140288,0.0413833,0.00536858,0.00937222,0.00690971,0.0299844,0.0590882,0.011593,0.0141621,0.009155,0.0101995,0.0170098,0.00705163,0.0241339,0.0435439,0.0343079,0.0120774,0.000959025,0.0107996,0.0344312,0.0127149,0.0190206,0.00614405,0,0,0.0099518,0,0.0255698,0.0230441,0.0378271,0.0165239,0.0174087,0.0204216,0.0274234,0.0217455,0.0115952,0.0170772,0.0115673,0.0144658,0.0124487,0.0318119,0.00929662,0.0113093,0.00686615,0.011153,0.0345507,0.0111991,0.0236424,0.00862021,0,0,0,0,0,0,0,0,0,0
110,0.0170135,0,0,0,0,0.0260568,0,0,0,0,0,0,0.030789,0.0227931,0.0128925,0.0165045,0,0,0.0242497,0,0.0321777,0.0139796,0.0414773,0.00525504,0.00942484,0.00713121,0.0299591,0.0590576,0.0117242,0.0143646,0.009338,0.0102374,0.0171521,0.00699971,0.0240424,0.0439003,0.0342799,0.0122212,0.000931024,0.0107966,0.0344184,0.0128821,0.0189627,0.00612548,0,0,0.00998673,0,0.0255704,0.0230985,0.0378243,0.0166686,0.0176505,0.0204373,0.0274191,0.021797,0,0.0170346,0.0116268,0.0145867,0.0124124,0.0317989,0.00944064,0.01128,0.00683532,0.011196,0.0345484,0.0111889,0.0235842,0.00870029,0,0,0,0,0,0,0,0,0,0
111,0.0170671,0,0,0,0,0.0260128,0,0,0,0,0,0,0.0310514,0.0228044,0.0129643,0.0164765,0,0,0.0241628,0,0.0321961,0.0139477,0.0414911,0.00522367,0.00944603,0.00729857,0.0299926,0.0590492,0.0118351,0.0144535,0.00948116,0.0102804,0.0172635,0.00693941,0.0239693,0.0441241,0.0342509,0.0122276,0.000903054,0.0106508,0.0344144,0.0129257,0.0189673,0.00609463,0,0,0.0100671,0,0.0255624,0.0230718,0.0378218,0.0166824,0.0176552,0.0204629,0.0274454,0.0218559,0,0.017057,0.0116676,0.0145767,0.0124274,0.0318569,0.00946547,0.011265,0.00684427,0.0112468,0.0345822,0.0112014,0.0235419,0.00874928,0,0,0,0,0,0,0,0,0,0
112,0.0171858,0,0,0,0,0.0260088,0,0,0,0,0,0,0.0312856,0.0228964,0.0130453,0.0164597,0,0,0.0241007,0,0.0321502,0.0139152,0.0415158,0.005171,0.00943117,0.00749135,0.0300956,0.059002,0.011964,0.0146528,0.00963068,0.0103392,0.0173968,0.00685905,0.0239098,0.0444007,0.0342014,0.012078,0.000914332,0.0105946,0.0344781,0.0128809,0.01906,0.00608614,0,0,0.0102578,0,0.0256178,0.023129,0.0378178,0.0166296,0.0175039,0.0204296,0.0275036,0.0220084,0,0.0170647,0.0116592,0.0145413,0.0123909,0.0317688,0.00940947,0.0112526,0.00686975,0.0114107,0.0348267,0.0112279,0.0235061,0.0088269,0,0,0,0,0,0,0,0,0,0
113,0.0173325,0,0,0,0,0.0260265,0,0,0,0,0,0,0.0315455,0.0229206,0.0131052,0.0165471,0,0,0.023976,0,0.0321177,0.0138336,0.0414444,0.00514874,0.009435,0.0076746,0.0301515,0.059009,0.0120923,0.0148379,0.00974728,0.0104366,0.0175369,0.00685261,0.0239046,0.0446314,0.034055,0.012013,0.000905217,0.0107642,0.0345924,0.0128323,0.018957,0.00613587,0,0,0.0105907,0,0.0257459,0.0233721,0.0378578,0.0166891,0.0176213,0.0204304,0.027587,0.0222111,0.0103403,0.0169919,0.0116245,0.0144004,0.012491,0.0317736,0.00938153,0.0113467,0.00699952,0.0116735,0.0352376,0.0112843,0.0234753,0.00893888,0,0,0,0,0,0,0,0,0,0
114,0.0173742,0,0,0,0,0.0259962,0,0,0,0,0,0,0.0315012,0.0228869,0.0131068,0.0168831,0,0,0.0238374,0,0.0320981,0.0137583,0.041417,0.00513585,0.00950233,0.00775828,0.0301613,0.059032,0.0121397,0.0149356,0.00981543,0.0104275,0.0175419,0.00685967,0.0238861,0.0446131,0.033917,0.0120402,0.000891732,0.010837,0.0345895,0.0128763,0.0190257,0.00608421,0,0,0.0107135,0,0.0257436,0.0234136,0.0378377,0.0167177,0.0175881,0.0205047,0.0276043,0.0222635,0.0104245,0.0170159,0.0116473,0.0144543,0.0125405,0.0317871,0.00946611,0.0114009,0.00712949,0.0117103,0.0353055,0.0112919,0.0234796,0.00899005,0,0,0,0,0,0,0,0,0,0
115,0.0174416,0,0,0,0,0.0259653,0,0,0,0,0,0,0.0314913,0.0229176,0.0131282,0.0170386,0,0,0.0236559,0,0.0321545,0.013651,0.0414357,0.00510177,0.00954799,0.00788947,0.0301991,0.0591339,0.0122026,0.0150361,0.00992663,0.0104137,0.0175629,0.00684413,0.0238523,0.0446949,0.0338107,0.0121716,0.000902546,0.0108339,0.0345192,0.012879,0.019154,0.00598114,0,0,0.010824,0,0.0256359,0.0234076,0.0377908,0.0166964,0.0174908,0.020591,0.0276345,0.022338,0.0105419,0.0170588,0.0117038,0.0145359,0.0125642,0.0318842,0.00945875,0.0113836,0.00708524,0.011757,0.0354921,0.0112221,0.0235199,0.0090524,0,0,0,0,0,0,0,0,0,0
116,0.017545,0,0,0,0,0.0259653,0,0,0,0,0,0,0.0315968,0.022922,0.0131568,0.0170459,0,0,0.0234397,0,0.0322491,0.0135159,0.0414024,0.00504649,0.00959979,0.0080548,0.0302646,0.0592223,0.0122806,0.0152304,0.0100648,0.0104685,0.0176407,0.006782,0.0238009,0.0448425,0.0337005,0.012317,0.000874512,0.0108705,0.034536,0.0129202,0.0191392,0.00597072,0,0,0.0111502,0,0.0256679,0.0235687,0.0378002,0.0167435,0.0176209,0.0206022,0.0277141,0.0225624,0.0104599,0.0170527,0.01174,0.0145437,0.012575,0.0319411,0.00945157,0.0113931,0.00705665,0.0119915,0.0362036,0.011134,0.0235567,0.00913541,0,0,0,0,0,0,0,0,0,0
117,0.0175718,0,0,0,0,0.0260427,0,0,0,0,0,0,0.031634,0.022964,0.0131607,0.0170408,0,0,0.0233932,0,0.0322736,0.0134467,0.041396,0.00501108,0.0096209,0.0081428,0.0302203,0.059453,0.0123146,0.0153803,0.010153,0.0104833,0.0176898,0.00671177,0.0237457,0.0448844,0.03373,0.0122852,0.000855807,0.0108259,0.0344528,0.0129327,0.019098,0.00584895,0,0,0.0111948,0,0.0254591,0.0232498,0.0377974,0.0167063,0.0178321,0.0205517,0.0276794,0.0223685,0,0.0170236,0.0117631,0.0146266,0.0125099,0.0319083,0.00950176,0.0113658,0.00705022,0.0117987,0.0353859,0.0113008,0.0236716,0.00922085,0,0,0,0,0,0,0,0,0,0
118,0.0176744,0,0,0,0,0.0261107,0,0,0,0,0,0,0.0316811,0.0230522,0.0131522,0.0170156,0,0,0.02335,0,0.0322198,0.0133833,0.0414164,0.0049516,0.0096349,0.00823874,0.0301971,0.0596677,0.0123359,0.0155142,0.0102255,0.0104936,0.0177225,0.00667725,0.0237029,0.04492,0.0337483,0.012101,0.00085041,0.0108266,0.0344319,0.0129127,0.0190672,0.00569956,0,0,0.0111501,0,0.0253851,0.0230671,0.0377997,0.0166356,0.017861,0.0205146,0.0276702,0.0223067,0,0.0169857,0.0117256,0.0146157,0.012462,0.0318884,0.00949877,0.0113134,0.00706037,0.0117051,0.0348001,0.0114328,0.0237632,0.00939326,0,0,0,0,0,0,0,0,0,0
119,0.0178629,0,0,0,0,0.0261298,0,0,0,0,0,0,0.0317293,0.0230921,0.0131313,0.016983,0,0,0.023255,0,0.0321764,0.0133164,0.0414142,0.00487974,0.00965076,0.00830491,0.0302444,0.0597665,0.0123509,0.0156359,0.0102835,0.0104878,0.0177294,0.00665261,0.0236667,0.0449061,0.0337436,0.0120253,0.00088812,0.0107891,0.0344465,0.0129257,0.0191001,0.00563443,0,0,0.0111814,0,0.0253867,0.0230882,0.0377896,0.0165908,0.0178073,0.0205002,0.0277235,0.0224491,0,0.0169597,0.0116955,0.0146114,0.0124212,0.0319174,0.00949322,0.0112736,0.00708052,0.0117694,0.0347174,0.0114514,0.0237759,0.00960691,0,0,0,0,0,0,0,0,0,0
