Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x76,,x75,LTHIP
1515,0.0341587,0,0,0,0,0.0290651,0,0,0,0,0,0,0.017785,0.0384551,0.00774807,0.0151907,0,0,0.0646389,0,0.0356685,0.0499026,0.0437705,0.00132717,0.00477107,0.0121354,0.0252039,0.0555117,0.00945318,0.013901,0.00983915,0.0128349,0.0170759,0.00904417,0.0209784,0.0271841,0.0562995,0,0.0389702,0.0198188,0.0363803,0.0281029,0.0152445,0.0320737,0,0,0.0419746,0,0.0361496,0.0282817,0.03662,0.0381958,0.0126057,0.00388705,0.0199199,0.043112,0.00830642,0.0103383,0.00916187,0.0059663,0.0125467,0.0211666,0.0173576,0.0182317,0.0129459,0.0258304,0.00241413,0.0219483,0.0250496,0.0305076,0,0,0,0,0,0,0,0
1516,0.0342638,0,0,0,0,0.0289747,0,0,0,0,0,0,0.0173736,0.0384563,0.00754219,0.0136748,0,0,0.0646725,0,0.0355673,0.0500357,0.0437213,0.00164101,0.0047622,0.0123389,0.0256126,0.0556988,0.00927836,0.0144639,0.00987307,0.0130894,0.0172345,0.00900947,0.0207974,0.0268083,0.0564306,0,0.0389987,0.0214449,0.0364322,0.0294752,0.015395,0.0320121,0,0,0.0422317,0,0.0362315,0.0284239,0.0366611,0.0395665,0.0123444,0.00415938,0.02015,0.0430079,0.00815904,0.0112071,0.0102902,0.0056464,0.0134016,0.0199796,0.0185055,0.0187268,0.0144286,0.0260351,0.00230018,0.0217876,0.0248774,0.0304774,0,0,0,0,0,0,0,0
1517,0.0344461,0,0,0,0,0.0289331,0,0,0,0,0,0,0.0169687,0.0383616,0.00729571,0.0134985,0,0,0.0647533,0,0.0353413,0.0501521,0.0436425,0.00208575,0.00484874,0.0124815,0.0260211,0.0560257,0.00903726,0.0150455,0.00981804,0.0132282,0.0174941,0.00892938,0.0206009,0.0263601,0.0566494,0,0.038995,0.0229731,0.0364586,0.0305724,0.0155419,0.0320083,0,0,0.0427212,0,0.0362772,0.0286608,0.0368009,0.0405778,0.012134,0.00460391,0.0203626,0.0429523,0.00792506,0.0121198,0.0114269,0.00546216,0.0140953,0.0191116,0.0194538,0.0191323,0.0161554,0.026311,0.00220804,0.0216354,0.0247145,0.0304952,0,0,0,0,0,0,0,0
1518,0.0346003,0,0,0,0,0.0288151,0,0,0,0,0,0,0.0166592,0.0383517,0.00715434,0.013836,0,0,0.0648245,0,0.0352209,0.0502454,0.0435649,0.0025314,0.00495058,0.0126727,0.0264031,0.0562933,0.00907505,0.0156719,0.00984843,0.0132818,0.0176189,0.00891126,0.0203615,0.0259583,0.0568398,0,0.0390285,0.0242048,0.0364917,0.0315164,0.0156955,0.0320296,0,0,0.043145,0,0.0363557,0.0288387,0.0369836,0.0412496,0.0119544,0.00503717,0.0206436,0.0428214,0.00786622,0.0129657,0.0123851,0.00549346,0.0147419,0.0185,0.0202915,0.01951,0.0178522,0.0264604,0.00216946,0.0214349,0.0245181,0.0304934,0,0,0,0,0,0,0,0
1519,0.0347713,0,0,0,0,0.0287163,0,0,0,0,0,0,0.0162502,0.0383568,0.00705492,0.0140891,0,0,0.0648471,0,0.035128,0.0502922,0.0434387,0.00297924,0.00503871,0.0128753,0.0266631,0.056504,0.00944495,0.0161653,0.0099183,0.0133925,0.0175609,0.00898666,0.0201342,0.0254399,0.0570066,0,0.0390378,0.0252506,0.0365694,0.0324493,0.0157773,0.0320646,0,0,0.0435191,0,0.0364694,0.0288948,0.0371828,0.0419765,0.0118819,0.00549077,0.0208461,0.0426691,0.00794591,0.0134628,0.0131185,0.00568846,0.0152605,0.0179578,0.0210141,0.0198428,0.0190856,0.0265866,0.00212015,0.0211556,0.0243331,0.0305199,0,0,0,0,0,0,0,0
1520,0.0349138,0,0,0,0,0.0286078,0,0,0,0,0,0,0.0156761,0.0384548,0.00688681,0.0142575,0,0,0.0647834,0,0.0351367,0.050304,0.0432587,0.00345387,0.00510375,0.0131125,0.0269074,0.0565988,0.00978735,0.0166864,0.0100339,0.0134836,0.0175701,0.00904701,0.0199578,0.0249417,0.057107,0,0.0390694,0.0260205,0.0366757,0.0331846,0.0158411,0.0321174,0,0,0.0437586,0,0.0366082,0.02885,0.0372822,0.0425574,0.0118973,0.00585226,0.0209822,0.0425116,0.00789049,0.0136892,0.0136083,0.00579049,0.0156358,0.0175374,0.0215282,0.0200866,0.0198108,0.0266991,0.00217023,0.0206886,0.0241682,0.0305688,0,0,0,0,0,0,0,0
1521,0.0350816,0,0,0,0,0.028494,0,0,0,0,0,0,0.0149873,0.0384201,0.00661483,0.0142783,0,0,0.0647169,0,0.0350045,0.0503773,0.0430816,0.00391208,0.00512385,0.0134328,0.027079,0.0566903,0.0100213,0.0172028,0.0102261,0.013542,0.0180577,0.00906015,0.0198222,0.0244162,0.057181,0,0.0390534,0.0261799,0.036752,0.0336542,0.0158969,0.0322075,0,0,0.0437498,0,0.0367275,0.0288014,0.0372452,0.0430219,0.0119307,0.00619105,0.0211489,0.0424441,0.00787476,0.0137146,0.0139246,0.00590918,0.0158528,0.017256,0.0217792,0.0202617,0.0200566,0.0267717,0.00228446,0.0202418,0.0240577,0.0306498,0,0,0,0,0,0,0,0
1522,0.0352278,0,0,0,0,0.0283356,0,0,0,0,0,0,0.0144465,0.0383279,0.00633338,0.0139643,0,0,0.0647094,0,0.0348201,0.0504452,0.0429405,0.00409557,0.00507672,0.0137469,0.027149,0.0567852,0.0101754,0.017865,0.0105266,0.0136528,0.018387,0.0090548,0.0197069,0.0236968,0.0572076,0,0.0390811,0.0257045,0.0368262,0.0340436,0.016008,0.0322889,0,0,0.0436584,0,0.0368445,0.0286886,0.037111,0.0434124,0.0119437,0.00648182,0.0213381,0.0424499,0.00813078,0.0135446,0.013964,0.00590163,0.0161403,0.0171848,0.0219093,0.0206537,0.0198503,0.02683,0.00239751,0.0198677,0.0239812,0.0307514,0,0,0,0,0,0,0,0
1523,0.0353086,0,0,0,0,0.0283222,0,0,0,0,0,0,0.0140461,0.038427,0.00604868,0.0136257,0,0,0.0646175,0,0.0348812,0.050429,0.0428718,0.00426248,0.00498263,0.0140889,0.0269762,0.0566632,0.0106185,0.0186087,0.0109221,0.014041,0.0185639,0.00913992,0.0196146,0.0229406,0.0570654,0,0.0391347,0.0248902,0.0369047,0.0342302,0.0160373,0.0323553,0,0,0.0434506,0,0.0369632,0.0284957,0.0369857,0.0437308,0.0118978,0.00667074,0.0215395,0.0424384,0.00860125,0.0132385,0.0137359,0.00568738,0.0165253,0.0172991,0.0219555,0.0212581,0.018625,0.0268856,0.0025152,0.0195559,0.0238977,0.0308307,0,0,0,0,0,0,0,0
1524,0.0354211,0,0,0,0,0.0283408,0,0,0,0,0,0,0.013559,0.0385088,0.00585467,0.0135778,0,0,0.0644321,0,0.0349165,0.0503678,0.0428126,0.00436162,0.00484056,0.0145629,0.0266678,0.0566491,0.0113673,0.0194612,0.0113913,0.0143011,0.0188038,0.00922433,0.0195766,0.0222653,0.0569297,0,0.0391495,0.0236515,0.0369685,0.0342194,0.0159254,0.0324334,0,0,0.043052,0,0.0370614,0.0282887,0.036972,0.0439427,0.0120199,0.00635941,0.0217794,0.0423449,0.00884764,0.0128492,0.0131862,0.00520332,0.0169901,0.0175843,0.0220246,0.0220306,0.0166723,0.0269934,0.00265229,0.0192507,0.0238059,0.0309204,0,0,0,0,0,0,0,0
1525,0.0355382,0,0,0,0,0.0283448,0,0,0,0,0,0,0.0130586,0.0384649,0.00565688,0.0134558,0,0,0.0642335,0,0.0348316,0.050343,0.0426758,0.00435143,0.00470717,0.015177,0.0264825,0.0566587,0.0121281,0.0204038,0.0118739,0.0142649,0.0191093,0.00907815,0.0195277,0.0216965,0.0568127,0,0.0391392,0.0223075,0.0370363,0.0337651,0.0157994,0.0325285,0,0,0.0425665,0,0.0371675,0.0281034,0.0369873,0.0436454,0.0122197,0.00595904,0.0221012,0.0423483,0.00840044,0.0124986,0.0123407,0.00445265,0.0173503,0.0179619,0.0219151,0.0227094,0.0151421,0.027068,0.00279181,0.0189094,0.0237318,0.0310146,0,0,0,0,0,0,0,0
1526,0.035642,0,0,0,0,0.0283458,0,0,0,0,0,0,0.0127281,0.0384927,0.00544001,0.0132495,0,0,0.0640608,0,0.0348639,0.0503513,0.042502,0.00432715,0.00461176,0.0157864,0.026321,0.0565375,0.0127369,0.02142,0.0123769,0.0144121,0.0194555,0.0089204,0.0194953,0.0213897,0.0567391,0,0.0391775,0.0211808,0.0371115,0.0329194,0.0158034,0.0326277,0,0,0.0420658,0,0.0372692,0.0277902,0.036805,0.0428936,0.0119326,0.00569334,0.0225278,0.0424138,0.0075669,0.0122755,0.0113508,0.00363904,0.0176584,0.0184151,0.0215876,0.0233486,0.0143164,0.0269822,0.00292897,0.0185148,0.0237753,0.0311075,0,0,0,0,0,0,0,0
1527,0.035806,0,0,0,0,0.0284552,0,0,0,0,0,0,0.0124372,0.0385532,0.00519409,0.0131782,0,0,0.0639663,0,0.0349325,0.0503958,0.0421965,0.00450287,0.00457708,0.0163841,0.026402,0.0565586,0.0132073,0.0224017,0.0129448,0.0153863,0.0198349,0.00887121,0.0194863,0.02107,0.0568711,0,0.0392672,0.0208259,0.0372338,0.0316477,0.0157419,0.0327902,0,0,0.0414764,0,0.0374125,0.0273461,0.0365969,0.0412593,0.0117144,0.00592306,0.0230413,0.0423985,0.00703186,0.0120538,0.0103686,0.00321292,0.0177645,0.0191822,0.0209168,0.0237104,0.014365,0.0267697,0.00305513,0.0181065,0.0239548,0.0312476,0,0,0,0,0,0,0,0
1528,0.0359996,0,0,0,0,0.0285898,0,0,0,0,0,0,0.012155,0.0386182,0.00501116,0.0130145,0,0,0.063874,0,0.0349661,0.050353,0.0418884,0.00481453,0.0045223,0.0169241,0.0263775,0.0566356,0.0135039,0.023124,0.013516,0.0158945,0.0201837,0.00899753,0.0194968,0.0205996,0.0570664,0,0.0393278,0.0207083,0.0373627,0.0299612,0.0156913,0.0329948,0,0,0.0409866,0,0.0375399,0.0270952,0.0364271,0.0391097,0.0116175,0.00632589,0.0235044,0.0424485,0.00678702,0.0117091,0.00919185,0.00349341,0.0174404,0.0201097,0.0198131,0.0235119,0.0147639,0.026619,0.00326899,0.0177199,0.0241164,0.0314465,0,0,0,0,0,0,0,0
1529,0.03624,0,0,0,0,0.0287458,0,0,0,0,0,0,0.0119778,0.0385528,0.00491904,0.0130936,0,0,0.0638435,0,0.0348416,0.0503555,0.0416882,0.00495014,0.00444492,0.0174328,0.0261746,0.0568312,0.0137976,0.0235976,0.013984,0.016032,0.0204637,0.00900477,0.0194767,0.020122,0.0570802,0,0.039357,0.0201208,0.037495,0.028003,0.0155506,0.0332785,0,0,0.0405152,0,0.0376748,0.0271472,0.0361797,0.0366796,0.0115413,0.00693831,0.0239946,0.0424828,0.00722386,0.0112164,0.00796135,0.00426093,0.0164869,0.0210928,0.0183291,0.0223981,0.0151303,0.0263731,0.00352105,0.0172998,0.0242599,0.031717,0,0,0,0,0,0,0,0
1530,0.0365063,0,0,0,0,0.0288943,0,0,0,0,0,0,0.0116595,0.0384391,0.00488366,0.0131856,0,0,0.0638914,0,0.0346533,0.0504252,0.0416167,0.00487633,0.00435573,0.0177885,0.0258933,0.0570609,0.0140459,0.0239952,0.0143451,0.0161383,0.020618,0.0088242,0.0194236,0.0196112,0.0570683,0,0.0392734,0.018925,0.0376436,0.0263584,0.0152976,0.0336389,0,0,0.040132,0,0.0378165,0.0270695,0.0358708,0.0341968,0.0114906,0.00784584,0.0244615,0.04256,0,0.0105064,0.00660514,0.0048639,0.0150934,0.0219601,0.016871,0.0207196,0.0149299,0.0260952,0.00383003,0.0168919,0.0244586,0.0320486,0,0,0,0,0,0,0,0
1531,0.0367856,0,0,0,0,0.0290219,0,0,0,0,0,0,0.011078,0.0384268,0.00490875,0.0132216,0,0,0.0638551,0,0.0345739,0.0504255,0.0416417,0.00467446,0.00426714,0.0180082,0.0258201,0.0571154,0.0142001,0.0244092,0.0146426,0.0162892,0.0205751,0.00857733,0.0193527,0.0189388,0.0571157,0,0.0391341,0.0176645,0.0377904,0.0248258,0.0150617,0.0339944,0,0,0.0398802,0,0.0379477,0.0268916,0.035272,0.0312634,0.0115488,0.00928349,0.024803,0.0426803,0,0.00974577,0.00502527,0.00613856,0.0136566,0.023079,0.0155178,0.0188479,0.0146152,0.026043,0.00414018,0.016553,0.0247513,0.0324396,0,0,0,0,0,0,0,0
1532,0.0370571,0,0,0,0,0.0291008,0,0,0,0,0,0,0.0104498,0.0385039,0.00498455,0.0133529,0,0,0.0637472,0,0.0345828,0.050335,0.0418333,0.00466479,0.00416146,0.0180053,0.025775,0.0571349,0.0142524,0.0246862,0.0147518,0.0162428,0.0203286,0.00851569,0.0192148,0.0181343,0.0570585,0,0.0390125,0.016631,0.0379272,0.0231897,0.0149387,0.0343373,0,0,0.0397294,0,0.0381005,0.0265108,0.03462,0.028021,0.0117723,0.0110011,0.025029,0.0427746,0,0.00888602,0.00366481,0.00855894,0.0127439,0.024657,0.0142086,0.0174458,0.0145047,0.0259297,0.00442031,0.0162711,0.0251109,0.0328531,0,0,0,0,0,0,0,0
1533,0.03734,0,0,0,0,0.0291253,0,0,0,0,0,0,0.00972051,0.038561,0.0050733,0.0135688,0,0,0.0635937,0,0.034544,0.0501626,0.0422638,0.00473497,0.00403781,0.0177879,0.0257333,0.0571407,0.0140846,0.0246484,0.0146112,0.0160863,0.0201856,0.008704,0.0190473,0.0172132,0.0568873,0,0.0389388,0.0158042,0.0380581,0.0214092,0.015078,0.0347218,0,0,0.0396044,0,0.0382209,0.0261503,0.0340372,0.0244708,0.0119965,0.0124305,0.0251851,0.0429394,0.00970737,0.00821361,0.00281737,0.00768022,0.0125754,0.0263489,0.0131598,0.0166719,0.0149528,0.0259797,0.00470409,0.0159539,0.0253827,0.0332961,0,0,0,0,0,0,0,0
1534,0.0375915,0,0,0,0,0.0292053,0,0,0,0,0,0,0.0093088,0.0384907,0.00523492,0.0139053,0,0,0.0635236,0,0.0343654,0.0500575,0.0428078,0.00494856,0.0040252,0.0174783,0.0258956,0.0572405,0.0136925,0.0245779,0.0142119,0.0159335,0.0200301,0.00896652,0.0188293,0.016625,0.0567771,0,0.0387691,0.0152229,0.0381238,0.0199165,0.0152663,0.0351128,0,0,0.039267,0,0.0382906,0.0258078,0.0339264,0.0211518,0.0122932,0.0135629,0.0254211,0.043227,0.00999806,0.00782743,0.00253266,0.00722003,0.0128237,0.0276182,0.01249,0.0164359,0.0154474,0.025987,0.00497503,0.0157209,0.0256401,0.0337069,0,0,0,0,0,0,0,0
1535,0.0377614,0,0,0,0,0.0292475,0,0,0,0,0,0,0.00930471,0.0385265,0.00543574,0.0145038,0,0,0.0634029,0,0.0343129,0.0499781,0.0430747,0.00521638,0.00416106,0.0171885,0.026134,0.0572456,0.0134793,0.0247758,0.0137035,0.0158209,0.0198965,0.00901083,0.0185878,0.016504,0.0566315,0,0.0385934,0.0147773,0.0381126,0.0186721,0.0154975,0.0354479,0,0,0.0387406,0,0.0383056,0.0254938,0.0341604,0.0182888,0.0125748,0.0142696,0.0257796,0.0433813,0.00996019,0.00795768,0.0024652,0.00789698,0.013006,0.028387,0.012142,0.016302,0.0157663,0.0259475,0.00518825,0.0154946,0.0258146,0.0340385,0,0,0,0,0,0,0,0
1536,0.0379293,0,0,0,0,0.0293479,0,0,0,0,0,0,0.00926416,0.0385971,0.00569526,0.014945,0,0,0.0633346,0,0.0343104,0.0499034,0.0434392,0.0055135,0.00426962,0.0169505,0.0263322,0.0573157,0.0135488,0.025059,0.0131777,0.0155997,0.0196507,0.0087978,0.0183904,0.0162121,0.0565268,0,0.0384801,0.0144532,0.0381487,0.0174736,0.0157698,0.0357638,0,0,0.0382637,0,0.0383733,0.0251634,0.0346384,0.0158082,0.012656,0.0147018,0.0263595,0.0433806,0.00950796,0.0084665,0.00264719,0.00886809,0.0128311,0.0289397,0.0118269,0.0160397,0.0163847,0.0257739,0.00544787,0.0153054,0.0259736,0.0343324,0,0,0,0,0,0,0,0
1537,0.0380989,0,0,0,0,0.0294531,0,0,0,0,0,0,0.00900776,0.0386255,0.00597795,0.015056,0,0,0.0632936,0,0.0342365,0.0498171,0.0437459,0.00572335,0.00433111,0.0167072,0.026488,0.0573884,0.0136729,0.0251643,0.0127647,0.0154327,0.0193,0.00854734,0.0183794,0.0157465,0.0564798,0,0.0383941,0.0142368,0.0382033,0.0163284,0.0160916,0.0360136,0,0,0.0379453,0,0.038459,0.0248739,0.0351861,0.0137099,0.0126356,0.0148306,0.0270278,0.0433967,0.00900439,0.00918628,0.0031127,0.00766901,0.0125931,0.0294734,0.0113916,0.0156488,0.0172156,0.0256049,0.00572957,0.0151851,0.0260946,0.0346247,0,0,0,0,0,0,0,0
1538,0.0382416,0,0,0,0,0.0295529,0,0,0,0,0,0,0.00887584,0.0386551,0.00624213,0.0149546,0,0,0.0633251,0,0.0341656,0.0497499,0.0435231,0.005952,0.00440926,0.0164951,0.0268677,0.0575121,0.0136687,0.0252876,0.0125469,0.015418,0.0190476,0.00842154,0.0184471,0.0154312,0.0564812,0,0.0382627,0.0143593,0.0382744,0.0153333,0.0165487,0.0362037,0,0,0.0376776,0,0.0385814,0.0246532,0.0355619,0.0120772,0.0125485,0.0149983,0.0276477,0.0432548,0.00865206,0.0100382,0.00395876,0.00733224,0.012423,0.0299961,0.0108794,0.0152108,0.0180325,0.0254352,0.00593936,0.0150547,0.0261814,0.0348768,0,0,0,0,0,0,0,0
1539,0.0383378,0,0,0,0,0.0296356,0,0,0,0,0,0,0.00879013,0.0386224,0.00642608,0.0150293,0,0,0.0633677,0,0.0340512,0.0497941,0.0432983,0.00613626,0.00444202,0.0165081,0.0271427,0.0576413,0.0136957,0.0254199,0.012601,0.0155842,0.0189826,0.00854238,0.018454,0.015343,0.0565278,0,0.0381896,0.0148301,0.0383891,0.014601,0.0165218,0.0364587,0,0,0.0374289,0,0.0387185,0.0245114,0.0357763,0.010988,0.0124713,0.0152023,0.0283152,0.0431432,0.00847681,0.0106567,0.00479786,0.00770243,0.0119906,0.0304742,0.010438,0.0145666,0.0191824,0.0252452,0.0061698,0.0149414,0.0263045,0.0350588,0,0,0,0,0,0,0,0
1540,0.0383862,0,0,0,0,0.0297449,0,0,0,0,0,0,0.00870515,0.0386078,0.00658866,0.015345,0,0,0.0633876,0,0.0339765,0.049874,0.0431276,0.00624549,0.00445851,0.0166284,0.0272665,0.0576923,0.0138492,0.0256248,0.0127976,0.0156881,0.0193059,0.00863914,0.0184175,0.0152609,0.0565308,0,0.038203,0.0153748,0.0385052,0.0142103,0.0162405,0.0366534,0,0,0.037135,0,0.0388248,0.024372,0.0356227,0.0106565,0.0123655,0.0154255,0.0289975,0.0429964,0.00856768,0.010984,0.0052202,0.00829637,0.0116512,0.0309468,0.0102382,0.0140369,0.020421,0.0250189,0.00642424,0.0147606,0.0264548,0.0351944,0,0,0,0,0,0,0,0
1541,0.0384479,0,0,0,0,0.0298075,0,0,0,0,0,0,0.00893426,0.0386654,0.00679491,0.0154522,0,0,0.0633535,0,0.0339422,0.0498865,0.0429744,0.00623845,0.00444346,0.0167079,0.0273166,0.0576692,0.0141083,0.0259118,0.0129928,0.0157896,0.0195367,0.0085303,0.0184295,0.0154112,0.0563622,0,0.0382511,0.015919,0.0386144,0.0141207,0.0160824,0.0367724,0,0,0.0368848,0,0.0389197,0.0242246,0.0350543,0.011074,0.0122794,0.0157459,0.0295053,0.0429618,0.00882026,0.0109702,0.00519813,0.00884559,0.01161,0.0314735,0.0102461,0.0137128,0.0215334,0.024755,0.00664002,0.0145637,0.0265754,0.0353177,0,0,0,0,0,0,0,0
1542,0.038647,0,0,0,0,0.0298181,0,0,0,0,0,0,0.00949328,0.0386754,0.00703269,0.0154015,0,0,0.0633903,0,0.0338647,0.049919,0.0426485,0.00622328,0.00443414,0.0167014,0.0275261,0.0576867,0.0143305,0.0263619,0.0131022,0.0158539,0.0197413,0.00841766,0.0184736,0.0158246,0.0562632,0,0.0383123,0.0165374,0.0387077,0.0142627,0.016018,0.0368888,0,0,0.0367386,0,0.0389932,0.024049,0.0344236,0.0120083,0.0122756,0.0161781,0.0296539,0.0430077,0.00910439,0.0108582,0.00478837,0.009239,0.0118104,0.0320885,0.0104716,0.0135498,0.0223206,0.0245666,0.00687416,0.0144351,0.0266534,0.0354966,0,0,0,0,0,0,0,0
1543,0.038792,0,0,0,0,0.0298563,0,0,0,0,0,0,0.0102362,0.0387532,0.00719588,0.0155387,0,0,0.0634733,0,0.0338742,0.0499755,0.0422643,0.00618097,0.00443751,0.0165444,0.0279928,0.0576568,0.0144988,0.0265555,0.0130164,0.0158077,0.0197957,0.00847478,0.0185386,0.0164093,0.0562469,0,0.0383505,0.0173479,0.0388207,0.0145808,0.0160305,0.0370616,0,0,0.0366037,0,0.0390574,0.0238601,0.034111,0.0132081,0.0123441,0.0164683,0.0294463,0.0430229,0.00925207,0.0107403,0.00418277,0.00927033,0.0121487,0.0327162,0.0108356,0.0134964,0.0229632,0.0243086,0.00719124,0.0143846,0.0267255,0.0357149,0,0,0,0,0,0,0,0
1544,0.0388852,0,0,0,0,0.0298982,0,0,0,0,0,0,0.0109525,0.0388729,0.00751647,0.0157986,0,0,0.06358,0,0.0339058,0.0500228,0.0423149,0.00598726,0.00439831,0.0162639,0.0280723,0.057624,0.0143729,0.0267828,0.0127718,0.0154137,0.0196241,0.00846423,0.0187164,0.0172031,0.0563097,0,0.0383492,0.0182838,0.0389091,0.0148337,0.0161203,0.0371864,0,0,0.0364164,0,0.0390972,0.0237346,0.0340331,0.0142818,0.0125285,0.0165981,0.0290876,0.043011,0.00930016,0.01045,0.0036819,0.00910359,0.0124965,0.0332819,0.0111906,0.0133495,0.0242112,0.0240603,0.00749167,0.0142651,0.0267905,0.0359328,0,0,0,0,0,0,0,0
1545,0.0389383,0,0,0,0,0.0298976,0,0,0,0,0,0,0.0119809,0.0389802,0.00803125,0.0160601,0,0,0.0636553,0,0.0339371,0.0500949,0.0425099,0.00577551,0.00436801,0.0159551,0.0276513,0.0576027,0.0140995,0.0264856,0.0124438,0.0148722,0.0194761,0.00830278,0.0189509,0.0183978,0.056481,0,0.0383781,0.0191722,0.0389751,0.0150668,0.0163675,0.0373422,0,0,0.0362056,0,0.0391323,0.0236664,0.0339925,0.0151069,0.0126512,0.0165338,0.028715,0.043032,0.00932821,0.0101624,0.00376774,0.00892109,0.0127697,0.0337352,0.0115174,0.0132296,0.02548,0.023824,0.00779681,0.0142391,0.0268257,0.036077,0,0,0,0,0,0,0,0
1546,0.0390256,0,0,0,0,0.0298086,0,0,0,0,0,0,0.0132119,0.0389962,0.00857166,0.0162751,0,0,0.0637337,0,0.0338666,0.0502351,0.0426409,0.00566358,0.00430607,0.0156213,0.0268494,0.0576839,0.0138049,0.0262628,0.0120983,0.0146666,0.0193656,0.00848849,0.0192203,0.0197888,0.0565651,0,0.0384426,0.0196072,0.0390433,0.0153234,0.0166352,0.0374971,0,0,0.0359903,0,0.0391841,0.0235903,0.0340153,0.0157203,0.0127363,0.0165049,0.0283925,0.043081,0.00931539,0.0100478,0.00396076,0.00877864,0.0129872,0.0340671,0.0117968,0.0132493,0.0259181,0.0235243,0.00805017,0.0143196,0.0268901,0.0362547,0,0,0,0,0,0,0,0
1547,0.0391457,0,0,0,0,0.0296122,0,0,0,0,0,0,0.0145783,0.0390163,0.00913686,0.0163572,0,0,0.0639024,0,0.0337895,0.0503726,0.0427008,0.0056504,0.00424599,0.0153159,0.0263819,0.0578738,0.0134503,0.0260259,0.011761,0.0145339,0.0194755,0.00857308,0.0194591,0.0212983,0.056722,0,0.0385029,0.0196386,0.0391389,0.0156339,0.0168589,0.0375785,0,0,0.035811,0,0.0392486,0.0234938,0.0341322,0.0161071,0.0128157,0.0164309,0.0280947,0.0431279,0.00924801,0.0100323,0.00414641,0.00866227,0.013082,0.0342414,0.0120984,0.0133759,0.0256104,0.0232478,0.00834314,0.0143308,0.0269655,0.0364161,0,0,0,0,0,0,0,0
1548,0.0392369,0,0,0,0,0.029497,0,0,0,0,0,0,0.0161042,0.0391504,0.00966397,0.0163224,0,0,0.0640663,0,0.033849,0.0504409,0.0427709,0.00567569,0.00420459,0.0150692,0.0261319,0.057981,0.0130334,0.0256005,0.0115961,0.0144764,0.0199291,0.00859482,0.0196956,0.0229727,0.0568302,0,0.0385448,0.019201,0.0392374,0.0159938,0.0169839,0.0376628,0,0,0.0356824,0,0.039317,0.023438,0.0342043,0.0163154,0.0128787,0.0164132,0.0278027,0.0430474,0.00917655,0.0100228,0.0040446,0.00846636,0.0130941,0.0343116,0.012351,0.0135673,0.0245191,0.0230411,0.0086094,0.0143138,0.0269386,0.036621,0,0,0,0,0,0,0,0
1549,0.0393145,0,0,0,0,0.0295549,0,0,0,0,0,0,0.0176066,0.039274,0.0100863,0.0161026,0,0,0.0642346,0,0.0339453,0.0504827,0.0428799,0.00585952,0.00415841,0.0149255,0.0258912,0.0580685,0.0125355,0.0249948,0.0116933,0.0146208,0.020374,0.00867195,0.019923,0.024671,0.0569053,0,0.0386385,0.0183782,0.0393209,0.0163269,0.0167084,0.0377714,0,0,0.0356157,0,0.039394,0.0234023,0.0342871,0.0164054,0.0128917,0.0163171,0.0276036,0.0429858,0.00909391,0.0100348,0.00390163,0.00827316,0.0130307,0.0342744,0.0125076,0.0137992,0.0226628,0.0228689,0.00881748,0.0143127,0.0268752,0.0368388,0,0,0,0,0,0,0,0
1550,0.039382,0,0,0,0,0.02945,0,0,0,0,0,0,0.0189657,0.0394084,0.0104505,0.0158289,0,0,0.0641707,0,0.0340777,0.0505399,0.0429418,0.00601191,0.00421166,0.0147795,0.0256328,0.0580223,0.0118813,0.0241465,0.0117303,0.0146783,0.0207234,0.00871794,0.0201936,0.0263217,0.0569112,0,0.038754,0.0172934,0.0393769,0.0165821,0.0164364,0.0378656,0,0,0.0355856,0,0.0394708,0.0233515,0.0343255,0.0163578,0.0129287,0.0160449,0.0273675,0.042831,0.00897032,0.00999518,0.00374647,0.0080524,0.0129234,0.0341489,0.0126522,0.0139737,0.0203054,0.0226602,0.00894773,0.0143407,0.0267136,0.0369945,0,0,0,0,0,0,0,0
1551,0.0394384,0,0,0,0,0.0292526,0,0,0,0,0,0,0.0202327,0.0395083,0.011042,0.0156361,0,0,0.064036,0,0.0341729,0.0506771,0.0429159,0.00576625,0.00435306,0.0145999,0.0253709,0.0579594,0.0112181,0.0230478,0.0117063,0.0145932,0.0208351,0.00888703,0.0205653,0.0279009,0.0568927,0,0.0388421,0.0160597,0.0394146,0.0168957,0.0164472,0.0379209,0,0,0.0356425,0,0.0395257,0.0233369,0.0343139,0.0164335,0.0129202,0.0156917,0.0270951,0.042629,0.0088583,0.0100891,0.00365993,0.00798578,0.012825,0.0339967,0.0129225,0.0141822,0.0178222,0.022549,0.00908532,0.0143756,0.026511,0.0371083,0,0,0,0,0,0,0,0
