Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x76,,x75,LTHIP
1104,0.02595,0,0,0,0,0.0251697,0,0,0,0,0,0,0.00272075,0.0357488,0.0135506,0.0169684,0,0,0.075102,0,0.020596,0.0531982,0.0418112,0.0297248,0.00392405,0.0287074,0.0188239,0.0528145,0.0241307,0.0355187,0.0260919,0.0231973,0.0244085,0.0110885,0.0144904,0.0128625,0.0530367,0,0.0425575,0.0159299,0.0410167,0.0201333,0.0128721,0.0224976,0,0,0.0292852,0,0.0377227,0.0193529,0.0331153,0.0322998,0.0137609,0.00938501,0.0187756,0.0294386,0.00643372,0.0113838,0.00340116,0.00327217,0.0130885,0.0237378,0.0138774,0.0185679,0.0226419,0.015764,0.0110365,0.0128007,0.0265629,0.02454,0,0,0,0,0,0,0,0
1105,0.0263793,0,0,0,0,0.0270816,0,0,0,0,0,0,0.00345151,0.0354839,0.0135746,0.0167525,0,0,0.0746926,0,0.0207131,0.05268,0.0418443,0.0298889,0.00394231,0.028502,0.0186281,0.0507612,0.0237769,0.0345552,0.0260619,0.0228828,0.0238389,0.0108232,0.0145857,0.0121993,0.051727,0,0.0421534,0.0158369,0.0408508,0.0199935,0.0127283,0.0221851,0,0,0.0298358,0,0.0376323,0.0197938,0.0332118,0.0326078,0.0137315,0.0093494,0.0185534,0.0294061,0.00644279,0.0114431,0.00331335,0.00335811,0.0130129,0.0241296,0.0137159,0.0186107,0.0228747,0.0158145,0.0112383,0.0130948,0.0286355,0.0247183,0,0,0,0,0,0,0,0
1106,0.026809,0,0,0,0,0.0286888,0,0,0,0,0,0,0.00388018,0.0352128,0.013576,0.0165015,0,0,0.0742256,0,0.0208451,0.0521577,0.0419436,0.0299613,0.00394986,0.0281004,0.0185692,0.0487134,0.0231951,0.0332604,0.0258961,0.0225736,0.0233514,0.0106003,0.0146894,0.0121502,0.0507611,0,0.0417864,0.0157531,0.0406599,0.0198706,0.0126281,0.0215021,0,0,0.0303905,0,0.0375249,0.0201839,0.0332345,0.0327567,0.0137196,0.00927215,0.0183736,0.0295719,0.00646708,0.0114306,0.00315756,0.00344204,0.0129722,0.0245111,0.013519,0.0186514,0.0230843,0.0160004,0.0107968,0.0133014,0.0303793,0.0248378,0,0,0,0,0,0,0,0
1107,0.027101,0,0,0,0,0.0301198,0,0,0,0,0,0,0.0039139,0.0349648,0.0135644,0.0162243,0,0,0.07345,0,0.0209294,0.0514265,0.0420853,0.029813,0.00394903,0.027566,0.0184664,0.0462748,0.0224477,0.0317591,0.0257012,0.0222415,0.0228998,0.0104215,0.0147692,0.0123537,0.0496265,0,0.0413725,0.0156928,0.040483,0.0198162,0.0125422,0.0209363,0,0,0.0312123,0,0.0374277,0.0205654,0.0331815,0.0328868,0.013664,0.00920012,0.0181347,0.0298409,0.00649207,0.0113802,0.00295023,0.00356849,0.0129428,0.0248865,0.0133621,0.018682,0.023224,0.0162443,0.0104679,0.0135446,0.0319395,0.0248024,0,0,0,0,0,0,0,0
1108,0.0273322,0,0,0,0,0.0311134,0,0,0,0,0,0,0.00387546,0.034706,0.0135116,0.0159708,0,0,0.0725662,0,0.0210743,0.0506571,0.0422105,0.0293671,0.00394471,0.0269698,0.0182763,0.0438772,0.021644,0.0301862,0.0253195,0.0218888,0.0225322,0.0102719,0.0148307,0.012612,0.048763,0,0.0409246,0.0156796,0.040348,0.0198035,0.0124523,0.0216886,0,0,0.0320546,0,0.0373374,0.0209733,0.0331118,0.0331674,0.0135711,0.00924998,0.0178319,0.0301151,0.00656714,0.0112687,0.00274814,0.00380498,0.0129351,0.0252277,0.0132434,0.0187091,0.0234141,0.016512,0.0103843,0.0138559,0.0329788,0.0246837,0,0,0,0,0,0,0,0
1109,0.0269751,0,0,0,0,0.0305931,0,0,0,0,0,0,0.00403423,0.0346893,0.0133652,0.0157716,0,0,0.0704212,0,0.0209787,0.0494917,0.04225,0.0287862,0.00392222,0.0262013,0.0179189,0.0395133,0.0208161,0.0285349,0.0247753,0.0214382,0.0221201,0.0100724,0.0149307,0.013086,0.0474805,0,0.0404701,0.0157234,0.0402961,0.0198061,0.0123615,0.023328,0,0,0.0324615,0,0.037247,0.021341,0.0330779,0.033532,0.0135541,0.00920934,0.0175059,0.0300611,0.00663522,0.0111224,0.00257165,0.00411465,0.0129893,0.0255227,0.013219,0.0187649,0.0236865,0.0165971,0.0104427,0.0141839,0.0325323,0.0244833,0,0,0,0,0,0,0,0
1110,0.0271615,0,0,0,0,0.0311014,0,0,0,0,0,0,0.00424832,0.0344112,0.0132503,0.0154989,0,0,0.0696333,0,0.0210726,0.0488169,0.0421867,0.0284643,0.00395783,0.0254165,0.0175684,0.0377458,0.0200788,0.0270555,0.0241692,0.0209975,0.0217354,0.00980244,0.0150949,0.0134434,0.0468032,0,0.0401178,0.0158482,0.0401819,0.0197478,0.0122599,0.0219984,0,0,0.033123,0,0.0371238,0.0219009,0.0331285,0.0338172,0.0136136,0.00915842,0.0173391,0.0304763,0.00672776,0.0109296,0.00240652,0.00442313,0.0130035,0.025926,0.0132054,0.0187357,0.0242224,0.0170327,0.010603,0.0145192,0.0330577,0.0245769,0,0,0,0,0,0,0,0
1111,0.0272689,0,0,0,0,0.0313505,0,0,0,0,0,0,0.0042815,0.0341325,0.0132021,0.01517,0,0,0.0688399,0,0.0211451,0.0481475,0.0420762,0.0283571,0.00398898,0.0246806,0.0173039,0.0360887,0.0194891,0.0259147,0.0236997,0.0206459,0.0214006,0.00958887,0.0153311,0.0138608,0.0459374,0,0.0397615,0.0160769,0.0401261,0.0197037,0.0121412,0.0223938,0,0,0.0338992,0,0.0370316,0.0223392,0.0333325,0.0340879,0.0136801,0.00923712,0.0171551,0.0307582,0.00683151,0.0107753,0.00234401,0.00466913,0.0130616,0.0262846,0.0131346,0.0188148,0.0248619,0.0172417,0.0109092,0.0148117,0.0333671,0.0245262,0,0,0,0,0,0,0,0
1112,0.0272246,0,0,0,0,0.0314228,0,0,0,0,0,0,0.00418164,0.0340046,0.0131231,0.0149646,0,0,0.068164,0,0.0212428,0.0476085,0.0420802,0.0281803,0.00404779,0.0241535,0.0170552,0.0346312,0.018935,0.0249224,0.0232544,0.0203128,0.0211042,0.00945285,0.015566,0.0146497,0.0450063,0,0.0394857,0.0163609,0.0400517,0.0196442,0.0121405,0.0236323,0,0,0.0348251,0,0.0369514,0.0226858,0.0336434,0.034452,0.0137105,0.00929502,0.0167867,0.0308995,0.00694748,0.0107334,0.00245992,0.0049668,0.0131193,0.0265718,0.0130563,0.0188565,0.0255825,0.0174414,0.0105579,0.0149739,0.0334792,0.0243492,0,0,0,0,0,0,0,0
1113,0.0272875,0,0,0,0,0.0314077,0,0,0,0,0,0,0.00409851,0.0339022,0.013025,0.0148235,0,0,0.0675854,0,0.0212244,0.0470034,0.0421201,0.027785,0.00409101,0.0235674,0.0171561,0.0333662,0.0183601,0.0239381,0.0226914,0.019878,0.0206684,0.00923897,0.0157812,0.0153659,0.044355,0,0.0391168,0.0166349,0.0399465,0.0194885,0.0121879,0.0222721,0,0,0.0355537,0,0.0368632,0.0230567,0.0341997,0.0346851,0.0137505,0.00939027,0.0160453,0.0311696,0.00703561,0.0108029,0.00270271,0.00517318,0.0131333,0.0268411,0.0130003,0.0189433,0.0262331,0.0178039,0.0102606,0.0150941,0.0334125,0.0243998,0,0,0,0,0,0,0,0
1114,0.0272981,0,0,0,0,0.0314422,0,0,0,0,0,0,0.00401853,0.0338133,0.0130004,0.0147248,0,0,0.0671294,0,0.0212153,0.046484,0.0421974,0.0274569,0.0040785,0.0230852,0.0171115,0.0322614,0.0179203,0.0231952,0.0222139,0.0194745,0.0202026,0.00903122,0.0159828,0.0159672,0.0438443,0,0.0387029,0.0169133,0.0398876,0.0193252,0.012252,0.0212633,0,0,0.0362567,0,0.0368203,0.0234514,0.0347376,0.0349357,0.0137877,0.00947667,0.0151566,0.0314386,0.00711592,0.0109184,0.00298875,0.00532353,0.0131544,0.0271357,0.012948,0.0190876,0.0268611,0.0181569,0.0102188,0.015294,0.0334136,0.0243451,0,0,0,0,0,0,0,0
1115,0.046311,0,0,0,0,0.0320629,0,0,0,0,0,0,0.00357469,0.0417405,0.0132079,0.011662,0,0,0.052783,0,0.0318132,0.0386176,0.0424598,0.0280218,0.00873468,0.023389,0.0238498,0.0597755,0.0177394,0.0234255,0.0222208,0.0195177,0.0202236,0.00883594,0.0163598,0.0177169,0.0484632,0,0.0276342,0.016703,0.0386652,0.0186871,0.0139062,0.0400498,0,0,0.0407561,0,0.0365619,0.0263755,0.0337648,0.0343157,0.00987223,0.00893992,0.0239072,0.0438568,0.00796701,0.0111696,0.00396362,0.00541527,0.0126225,0.0284694,0.0125296,0.0182954,0.0262337,0.0246676,0.0106205,0.0169361,0.0303429,0.0436365,0,0,0,0,0,0,0,0
1116,0.0464894,0,0,0,0,0.0315825,0,0,0,0,0,0,0.00336117,0.0414728,0.0132877,0.0112966,0,0,0.053008,0,0.0319936,0.0388302,0.0423943,0.0279637,0.00894004,0.0230496,0.0241415,0.0596822,0.0174548,0.0229711,0.0219165,0.0191558,0.0198766,0.0086249,0.0165643,0.0178431,0.0483997,0,0.0276789,0.0170889,0.0385912,0.0188114,0.0137039,0.0404255,0,0,0.0419205,0,0.0363783,0.0270887,0.0325947,0.0349938,0.00978162,0.00876248,0.0246673,0.0445294,0.00805779,0.0108952,0.00397119,0.00555117,0.0127919,0.0288772,0.0125736,0.018595,0.0271142,0.0251996,0.0107356,0.0172235,0.0298127,0.0443495,0,0,0,0,0,0,0,0
1117,0.0254567,0,0,0,0,0.0233564,0,0,0,0,0,0,0.00310167,0.0338902,0.0132122,0.0137754,0,0,0.0619044,0,0.0210124,0.0432503,0.0421381,0.0272241,0.00420466,0.0220468,0.0173777,0.0264528,0.0170103,0.0217305,0.0212884,0.0185102,0.0191806,0.00850165,0.0165657,0.0167011,0.0426847,0,0.0376558,0.0179784,0.0399697,0.0194656,0.01184,0.0258117,0,0,0.0390565,0,0.0362476,0.024971,0.0329433,0.0366642,0.013843,0.00936592,0.0161614,0.032633,0.00735289,0.0105297,0.00322774,0.00572654,0.0135491,0.0281895,0.0128173,0.0199046,0.0292532,0.019262,0.0106268,0.015919,0.0245816,0.0253901,0,0,0,0,0,0,0,0
1118,0.0263587,0,0,0,0,0.0268761,0,0,0,0,0,0,0.00285937,0.0337347,0.0131998,0.0134891,0,0,0.0633956,0,0.0210487,0.0437407,0.0421981,0.0273093,0.00437542,0.0220534,0.0174933,0.0264981,0.0168457,0.0215545,0.0211231,0.0185061,0.0192041,0.00848274,0.0165513,0.0174231,0.0429125,0,0.0375989,0.0182403,0.039858,0.0193746,0.0118391,0.0248162,0,0,0.0388722,0,0.0364164,0.024787,0.032732,0.0368686,0.013747,0.0094095,0.016228,0.0326403,0.00746885,0.0104666,0.00337238,0.00587886,0.0135879,0.0285531,0.0126147,0.020021,0.029762,0.0190351,0.0106842,0.0157948,0.0283844,0.0252652,0,0,0,0,0,0,0,0
1119,0.045758,0,0,0,0,0.0330501,0,0,0,0,0,0,0.00298035,0.0409086,0.0132442,0.010929,0,0,0.0528129,0,0.0319596,0.0385706,0.0425264,0.0283864,0.00939873,0.022791,0.0245356,0.0594593,0.0169227,0.0223147,0.0212303,0.0190461,0.0199242,0.00861336,0.0165901,0.0200246,0.0485463,0,0.0272157,0.017862,0.0384688,0.0188949,0.013582,0.042271,0,0,0.0423636,0,0.036585,0.0271282,0.0320449,0.0359239,0.00984092,0.00891839,0.0246833,0.0448687,0.00827358,0.0107163,0.00436931,0.00603473,0.0129864,0.0299395,0.0122138,0.0190783,0.0286777,0.0252519,0.0107063,0.0172017,0.031461,0.0435093,0,0,0,0,0,0,0,0
1120,0.0460051,0,0,0,0,0.0324909,0,0,0,0,0,0,0.00318808,0.0405954,0.0130002,0.0107457,0,0,0.0531685,0,0.0320797,0.038786,0.0424295,0.0285957,0.00958296,0.0227611,0.0248497,0.0592505,0.0169355,0.0224613,0.0210477,0.0191718,0.0201718,0.00879571,0.0164894,0.0211009,0.0485016,0,0.0272644,0.0181092,0.038405,0.0191149,0.0135817,0.0427524,0,0,0.0433792,0,0.0364508,0.0276335,0.0321286,0.0361419,0.00990486,0.00884183,0.0247584,0.0453561,0.00829777,0.0106681,0.00447023,0.00628566,0.0128432,0.0302516,0.0121036,0.0188753,0.029128,0.0256817,0.0107482,0.0173761,0.0308158,0.0440275,0,0,0,0,0,0,0,0
1121,0.0261973,0,0,0,0,0.0241692,0,0,0,0,0,0,0.00411373,0.0333613,0.0126271,0.012834,0,0,0.0617089,0,0.0211247,0.0423232,0.0419957,0.0279101,0.00481767,0.0221828,0.0176824,0.026157,0.0168407,0.0220198,0.0204473,0.0188603,0.0198839,0.00892268,0.0162737,0.0206791,0.0430146,0,0.0368975,0.0190063,0.0397282,0.0196123,0.0118326,0.0265785,0,0,0.0407023,0,0.0361816,0.0256971,0.0331927,0.0373681,0.0139379,0.00913335,0.0160707,0.0338451,0.00761877,0.0104283,0.00383145,0.00664657,0.0132433,0.0295026,0.0121472,0.0197243,0.0311461,0.0198349,0.0108642,0.0160083,0.0250435,0.0258869,0,0,0,0,0,0,0,0
1122,0.0383802,0,0,0,0,0.0282795,0,0,0,0,0,0,0.00571671,0.0388096,0.0128046,0.0111115,0,0,0.0426767,0,0.0303254,0.0316576,0.0422381,0.0287424,0.00840572,0.022718,0.0229903,0.049519,0.0172266,0.0233536,0.0202815,0.0193455,0.0207624,0.0090792,0.0162421,0.0231759,0.0399571,0,0.0234307,0.0186803,0.0386964,0.0190623,0.0131763,0.0373758,0,0,0.0414173,0,0.0365064,0.0266246,0.0326035,0.0367977,0.0109095,0.00857666,0.0219669,0.040812,0.00816943,0.0107094,0.00456988,0.0066545,0.012871,0.0307489,0.0118883,0.0188759,0.0303151,0.0225718,0.0111591,0.0165445,0.0276656,0.0374731,0,0,0,0,0,0,0,0
1123,0.0451534,0,0,0,0,0.0334457,0,0,0,0,0,0,0.00726269,0.0399214,0.0129173,0.0108346,0,0,0.0526894,0,0.0315899,0.0384068,0.0423676,0.0294024,0.00972771,0.0229086,0.025396,0.058695,0.0175162,0.0244183,0.019865,0.0195514,0.0213432,0.00922792,0.0160374,0.025431,0.0482895,0,0.0265261,0.0187234,0.0380835,0.0187062,0.013656,0.0432638,0,0,0.0441721,0,0.0364901,0.0286219,0.0324967,0.0368621,0.0101398,0.00838125,0.0242738,0.0458837,0.00850324,0.0111661,0.00488838,0.00687181,0.0127628,0.0314067,0.0117485,0.018595,0.0304605,0.0261562,0.0111571,0.0173632,0.0318727,0.0428254,0,0,0,0,0,0,0,0
1124,0.045363,0,0,0,0,0.0329068,0,0,0,0,0,0,0.00868775,0.0396692,0.0126379,0.010722,0,0,0.0533303,0,0.0317524,0.0386538,0.042266,0.0297018,0.00996605,0.0226095,0.026106,0.058669,0.0175439,0.0251358,0.0190855,0.0194462,0.0216691,0.00953723,0.0156438,0.0277643,0.0483597,0,0.0263832,0.0189256,0.0380118,0.0182977,0.0137581,0.0437982,0,0,0.0445297,0,0.0364808,0.0288608,0.0326876,0.0368716,0.0101985,0.00837942,0.0246589,0.0461652,0.00849127,0.0114417,0.00500148,0.00695196,0.0126935,0.0317417,0.0116041,0.0183442,0.0307083,0.0263512,0.0108025,0.0172262,0.0312607,0.0433499,0,0,0,0,0,0,0,0
1125,0.0449727,0,0,0,0,0.0326592,0,0,0,0,0,0,0.0103194,0.0394172,0.0116671,0.0108432,0,0,0.0536663,0,0.0317274,0.0387218,0.0421276,0.0297073,0.010088,0.0217803,0.0266783,0.0586484,0.0171254,0.0253456,0.0179441,0.0191456,0.0218235,0.0100694,0.0150628,0.0299806,0.0484127,0,0.0262036,0.0190726,0.0378913,0.0178389,0.0138154,0.0438732,0,0,0.0449851,0,0.0364177,0.0291302,0.0329406,0.0368031,0.0102965,0.00834436,0.0248818,0.046515,0.00842933,0.0115993,0.00516741,0.00701464,0.0125812,0.0321077,0.0114884,0.0181637,0.030843,0.0266601,0.0109668,0.0171852,0.0309409,0.0433112,0,0,0,0,0,0,0,0
1126,0.0447075,0,0,0,0,0.0325855,0,0,0,0,0,0,0.0122798,0.0391657,0.00993513,0.0112608,0,0,0.0539251,0,0.0316352,0.0387502,0.0419488,0.0292466,0.0100715,0.0207096,0.0272045,0.0586456,0.0162909,0.0249937,0.016785,0.0187479,0.0218143,0.0103688,0.0147262,0.0315459,0.0485063,0,0.0260968,0.0191797,0.0377594,0.0172919,0.0138442,0.0437436,0,0,0.0454325,0,0.0363828,0.0293819,0.0332161,0.0366356,0.0104427,0.00828605,0.0251024,0.0468292,0.00837357,0.0116844,0.00530964,0.00706956,0.0123813,0.0324724,0.0113838,0.0179788,0.0309026,0.0269379,0.0107603,0.0172721,0.030833,0.0429076,0,0,0,0,0,0,0,0
1127,0.0447156,0,0,0,0,0.0325621,0,0,0,0,0,0,0.0142109,0.0389126,0.0083831,0.0116244,0,0,0.054176,0,0.0315006,0.0387818,0.0417297,0.0288044,0.00991344,0.0199355,0.0273539,0.0586286,0.0154412,0.0244786,0.0159083,0.0184156,0.0218363,0.0101756,0.0149008,0.0327993,0.0486093,0,0.025931,0.0192898,0.0375924,0.0166543,0.0138984,0.0436224,0,0,0.0456846,0,0.036283,0.029488,0.033636,0.0363887,0.0105754,0.00830832,0.0253768,0.0470834,0.00837138,0.0117594,0.00539912,0.00716513,0.0122408,0.0328262,0.0112665,0.0175678,0.0308414,0.0271207,0.010333,0.0173694,0.0307809,0.0426262,0,0,0,0,0,0,0,0
1128,0.0449784,0,0,0,0,0.0325051,0,0,0,0,0,0,0.0160537,0.0386946,0.00736549,0.0118872,0,0,0.0544883,0,0.0313646,0.0388508,0.0416414,0.0286045,0.00967549,0.0194235,0.0273074,0.0585795,0.0147136,0.0238994,0.0151273,0.0181138,0.0218581,0.00981944,0.015283,0.0343412,0.0487859,0,0.0256699,0.0194416,0.037384,0.0158737,0.0140364,0.0436413,0,0,0.0458515,0,0.0360732,0.0294511,0.0342014,0.0360659,0.0106324,0.00850819,0.0254559,0.0470865,0.00844778,0.011875,0.00552173,0.00738576,0.0120797,0.0331507,0.0111232,0.0170574,0.0307524,0.0272874,0.0104484,0.0173939,0.0306644,0.0423804,0,0,0,0,0,0,0,0
1129,0.0450292,0,0,0,0,0.0323824,0,0,0,0,0,0,0.0180497,0.0384867,0.00642052,0.0120232,0,0,0.0548748,0,0.0312367,0.0389354,0.0415773,0.0281927,0.00941064,0.0191448,0.0270496,0.0585393,0.0141933,0.0233585,0.0142603,0.017927,0.0217798,0.00963344,0.0155397,0.0363534,0.0490364,0,0.0255019,0.0195718,0.0372245,0.0149777,0.0142125,0.0432841,0,0,0.0461529,0,0.0359698,0.0296065,0.0348012,0.0355451,0.0106182,0.00863133,0.025388,0.0470357,0.00858984,0.0120262,0.00567388,0.00770254,0.0120355,0.0334617,0.0108919,0.0165442,0.0305814,0.0274539,0.0103612,0.0174988,0.0304681,0.0419899,0,0,0,0,0,0,0,0
1130,0.0449769,0,0,0,0,0.032311,0,0,0,0,0,0,0.0200367,0.0382572,0.00563086,0.0120204,0,0,0.055363,0,0.0311049,0.0390429,0.0412717,0.0275132,0.0091438,0.0189114,0.0267714,0.0585399,0.0139924,0.0229983,0.0136571,0.0179462,0.0220407,0.00968406,0.0156242,0.0386099,0.0493262,0,0.0254096,0.0195839,0.0371393,0.0141485,0.0142271,0.0427682,0,0,0.0465529,0,0.0359903,0.0298549,0.0350472,0.0350657,0.0105111,0.00858747,0.025422,0.0470208,0.00874185,0.0120489,0.0058125,0.00793027,0.0121398,0.0338128,0.0106644,0.0161378,0.0302723,0.0276057,0.0100116,0.0176485,0.0303328,0.0414748,0,0,0,0,0,0,0,0
1131,0.0446,0,0,0,0,0.0322605,0,0,0,0,0,0,0.0221719,0.0380338,0.00519828,0.0118835,0,0,0.0558038,0,0.0309819,0.0391523,0.0406759,0.0269924,0.00896467,0.0187433,0.0270068,0.058619,0.0140787,0.0227183,0.013433,0.0180832,0.0225497,0.0098824,0.0156422,0.0408571,0.0496431,0,0.025363,0.0197005,0.0370001,0.0137908,0.0140405,0.0423346,0,0,0.0469223,0,0.0359895,0.0300014,0.034625,0.0348644,0.010331,0.00851582,0.0256279,0.0471266,0.0089229,0.0118707,0.00577164,0.00808017,0.0123163,0.0342624,0.010614,0.016136,0.0297345,0.0277653,0.00949339,0.0176817,0.0302781,0.0410234,0,0,0,0,0,0,0,0
1132,0.044039,0,0,0,0,0.0321659,0,0,0,0,0,0,0.0244152,0.0378329,0.00493006,0.0120477,0,0,0.0560964,0,0.0308768,0.0392443,0.0401476,0.0263761,0.0088861,0.0183543,0.0272647,0.0586051,0.0141908,0.0222101,0.0134889,0.0181412,0.0230922,0.0100861,0.0156642,0.0431586,0.0499382,0,0.0252291,0.0194576,0.0368897,0.013325,0.0139413,0.0421483,0,0,0.047377,0,0.0360055,0.0301653,0.034475,0.0344704,0.0102893,0.00863703,0.0257222,0.0471884,0.00899576,0.0118321,0.00576151,0.00819078,0.0126021,0.0347442,0.0106403,0.0163165,0.0288512,0.0279508,0.00956525,0.0175738,0.0302111,0.0407557,0,0,0,0,0,0,0,0
1133,0.0437854,0,0,0,0,0.0320774,0,0,0,0,0,0,0.0263402,0.0376575,0.00604089,0.0128818,0,0,0.0563176,0,0.0307925,0.0392746,0.039704,0,0.00882601,0.0183049,0.027576,0.0585445,0.0146232,0.0221295,0.013753,0.0181784,0.0234169,0.0104038,0.0152668,0.0452642,0.0501615,0,0.0251882,0.0189335,0.0368125,0.0131005,0.0139832,0.0420867,0,0,0.0476807,0,0.0359878,0.0302958,0.034588,0.0339213,0.0103945,0.00885746,0.0258307,0.0472191,0.00886286,0.0118712,0.00573129,0.0081343,0.0129964,0.035278,0.0107373,0.0165651,0.0274314,0.0279844,0.0101729,0.0175907,0.0301969,0.0405573,0,0,0,0,0,0,0,0
1134,0.0438173,0,0,0,0,0.0319915,0,0,0,0,0,0,0.0280008,0.0374743,0.00473825,0.0130342,0,0,0.056657,0,0.0307277,0.0392137,0.0392179,0.0239304,0.00884709,0.0177645,0.0278018,0.0585005,0.0144403,0.0208547,0.0130868,0.0181016,0.0233762,0.0103346,0.0157551,0.0471538,0.0502392,0,0.025116,0.0185027,0.0367189,0.0131722,0.0140222,0.0420938,0,0,0.0479649,0,0.035944,0.0305428,0.0346406,0.0334392,0.0105977,0.00918532,0.0258646,0.0472741,0.0086478,0.0119218,0.00560384,0.00797195,0.0135802,0.0358586,0.0110041,0.0170948,0.0260708,0.0280206,0.0103715,0.0178188,0.0302092,0.0402916,0,0,0,0,0,0,0,0
1135,0.0439852,0,0,0,0,0.0319247,0,0,0,0,0,0,0.029078,0.0372754,0.00450209,0.0128407,0,0,0.0568342,0,0.0306695,0.0391452,0.0388148,0.0224485,0.00889409,0.0176573,0.0282902,0.0584096,0.0146041,0.020331,0.0135167,0.0181752,0.0235099,0.0104636,0.0158401,0.0484672,0.0501724,0,0.0251094,0.0184362,0.0365858,0.0135109,0.014019,0.0421348,0,0,0.0481838,0,0.0358661,0.030785,0.0346092,0.0330183,0.0107223,0.00957428,0.0260845,0.0473252,0.00848246,0.0119718,0.00544589,0.00782597,0.0143012,0.0364017,0.0114363,0.017749,0.0250545,0.0279518,0.0101498,0.0180071,0.0303059,0.0400014,0,0,0,0,0,0,0,0
1136,0.044018,0,0,0,0,0.0319501,0,0,0,0,0,0,0.0297294,0.0370663,0.00411595,0.0124859,0,0,0.0568643,0,0.0306084,0.0390606,0.038486,0.021507,0.00890534,0.0178826,0.0285777,0.0582914,0.0148412,0.0202154,0.0140032,0.0183671,0.0237849,0.0106134,0.0159538,0.049324,0.0500057,0,0.0250384,0.0186224,0.0364581,0.013968,0.0139923,0.0421711,0,0,0.0484233,0,0.0358218,0.0310013,0.0345722,0.0324656,0.0107914,0.010169,0.0263665,0.0474131,0.00833114,0.0120316,0.00548148,0.00773816,0.0151303,0.0369288,0.0119444,0.0184906,0.0245117,0.0279627,0.00991667,0.0181505,0.0304812,0.0398106,0,0,0,0,0,0,0,0
1137,0.0439175,0,0,0,0,0.0320061,0,0,0,0,0,0,0.0299708,0.0368171,0.00374217,0.0130295,0,0,0.0568831,0,0.0305157,0.0389675,0.0382213,0.0211547,0.00890797,0.0181367,0.0287831,0.0579986,0.0150259,0.0204986,0.0142437,0.0186206,0.0240974,0.0107448,0.0161005,0.0496906,0.0497144,0,0.0249484,0.0189545,0.0363775,0.0145488,0.0140369,0.0421293,0,0,0.0487493,0,0.0358271,0.0310754,0.0346412,0.0318271,0.0108619,0.0108606,0.0266117,0.0475243,0.00821102,0.0121669,0.00570019,0.0078123,0.0159474,0.0374553,0.012418,0.0194562,0.0242349,0.0280918,0.00990437,0.0182243,0.0307017,0.0400022,0,0,0,0,0,0,0,0
1138,0.0438213,0,0,0,0,0.032032,0,0,0,0,0,0,0.0300429,0.0366062,0.00363615,0.0135175,0,0,0.0569711,0,0.030445,0.0388402,0.0379152,0.0211129,0.0088672,0.018278,0.0287283,0.0576155,0.0151246,0.0211341,0.0143723,0.0188683,0.0243918,0.0108241,0.0162523,0.0497604,0.0494157,0,0.0248505,0.0195973,0.036315,0.0153009,0.0140918,0.0421951,0,0,0.0489834,0,0.0358255,0.0309674,0.0345769,0.0314365,0.0108714,0.0114914,0.0268598,0.0477638,0.00816532,0.0124312,0.0060517,0.00802564,0.0167512,0.0379398,0.0129087,0.0205064,0.0245151,0.0282573,0.0100455,0.0182049,0.0308794,0.0401939,0,0,0,0,0,0,0,0
1139,0.0438676,0,0,0,0,0.0320466,0,0,0,0,0,0,0.0299567,0.0364469,0.00370778,0.01378,0,0,0.0570049,0,0.0303835,0.0386926,0.0374363,0.0209105,0.00882633,0.0184629,0.0288569,0.0572506,0.0151656,0.021897,0.0144389,0.0190113,0.0246016,0.0108652,0.0163793,0.0494554,0.049239,0,0.024751,0.0206532,0.036243,0.0161436,0.0140701,0.0423879,0,0,0.0488805,0,0.035792,0.0307697,0.0341279,0.0313888,0.0108354,0.0119084,0.0271469,0.0479697,0.00812677,0.0127767,0.00640423,0.00828818,0.0174841,0.0383557,0.0133938,0.0213647,0.0256517,0.0282551,0.0101369,0.0182415,0.0310789,0.040344,0,0,0,0,0,0,0,0
1140,0.0438211,0,0,0,0,0.0320483,0,0,0,0,0,0,0.0296829,0.0363251,0.00372648,0.0139745,0,0,0.0569477,0,0.030335,0.0385738,0.0369212,0.0203142,0.00877115,0.0186375,0.0290153,0.0570511,0.0151358,0.0226293,0.0143923,0.0190672,0.0246604,0.0109561,0.0163968,0.0488431,0.0490708,0,0.024647,0.0220479,0.0361493,0.0168508,0.0139906,0.0424474,0,0,0.0486527,0,0.0357109,0.0307011,0.0335951,0.031899,0.0108451,0.0120563,0.0273729,0.0481185,0.00797249,0.013233,0.00673208,0.00832591,0.0180119,0.0387061,0.0137262,0.0219585,0.0275134,0.0281061,0.0101115,0.0184683,0.0311981,0.0405217,0,0,0,0,0,0,0,0
