Timestep,C7,CBL,CBR,CFL,CFR,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,RFHD,RFIN,RGTR,RHEE,RILC,RPSI,RSHO,RTHIP,RTIB,RTIBA,RTIBP,RTOE,RWRA,RWRB,STRN,T10,x71,x72,x73,RKNE,RTHI,RUPA,,RTIBI,RFRM,REAR,CLAV,LTHIA,RTHIA,RTHII,LASI,RASI
121,0.0318875,0,0,0,0,0,0,0,0,0,0,0.0435102,0.0265453,0.0269363,0,0,0.036885,0,0.0342811,0.0191817,0.0462636,0.0518681,0.00562402,0.00502194,0.0229734,0.0196135,0.00985944,0.00969387,0.00321109,0.01374,0.0135521,0.0194045,0.0663094,0.0311687,0.0347505,0.0127342,0.0153919,0.0335886,0.0380523,0.0443001,0,0,0.033877,0.0382613,0.0607789,0.0160173,0.0189706,0,0,0.0239504,0.0156134,0.0346576,0.027298,0,0.018476,0.0112745,0.031755,0,0,0,0.00377432,0,0.0306514,0,0.0227848,0.0183722,0,0.0132996,0.00899294,0.0180563,0.0158132,0.00986816,0.0164109
122,0.0319265,0,0,0,0,0,0,0,0,0,0,0.0439882,0.0267576,0.0273556,0,0,0.0373785,0,0.034492,0.019452,0.046179,0.0528005,0.00564655,0.00504972,0.0225379,0.0190841,0.00985977,0.00966685,0.00327761,0.0139626,0.0134587,0.0195489,0.0672474,0.0315686,0.0352684,0.012881,0.0138949,0.0337915,0.037925,0.04429,0,0,0.0342871,0.0380405,0.0594921,0.0164064,0.0185869,0,0.00652644,0.0242778,0.0166826,0.0354236,0.0268132,0,0.0190396,0.0113,0.0320048,0,0,0,0.00503039,0,0.0310938,0,0.0224179,0.0192534,0,0.0134552,0.00902935,0.0171133,0.0142695,0.00974279,0.0161991
123,0.0320624,0,0,0,0,0,0,0,0,0,0,0.0445995,0.0270192,0.0277222,0,0,0.0378166,0,0.0346348,0.0198345,0.0461831,0.0536955,0.00560265,0.00498064,0.0223194,0.0185012,0.00973718,0.00957106,0.00335417,0.0141991,0.013586,0.0196702,0.0682723,0.031789,0.0356573,0.0126334,0.0129449,0.0338235,0.0373957,0.0443506,0,0,0.0345502,0.0377558,0.0581399,0.0163526,0.0182315,0,0.00533774,0.0241143,0.0176575,0.0354987,0.027172,0,0.0196324,0.0112674,0.0319046,0,0,0,0.00644407,0,0.0313717,0,0.0217402,0.0200822,0,0.0137022,0.00893131,0.0162598,0.0128716,0.0089949,0.0163775
124,0.0322614,0,0,0,0,0,0,0,0,0,0,0.0452975,0.0273772,0.027995,0,0,0.0382625,0,0.0346716,0.0199617,0.0463007,0.0545606,0.00555131,0.0049051,0.0220869,0.0179288,0.00957291,0.00944985,0.00338296,0.014411,0.0136509,0.0197857,0.0693301,0.0318652,0.0359245,0.0121428,0.0124147,0.0336634,0.0364404,0.0444812,0,0,0.0348806,0.0374648,0.0562849,0.0164371,0.0179839,0,0.00396472,0.0234528,0.0188226,0.0347312,0.0271286,0.0119455,0.0199647,0.0112665,0.031683,0,0,0,0.00768748,0,0.0313736,0,0.020705,0.0209525,0,0.0141483,0.00878064,0.015211,0.0114807,0.0083469,0.0165674
125,0.0324337,0,0,0,0,0,0,0,0,0,0,0.0459225,0.0277577,0.0284393,0,0,0.0384428,0,0.03469,0.0196989,0.046529,0.0556419,0.00559051,0.00492441,0.0219591,0.0174232,0.00957641,0.00936539,0.00340544,0.0147025,0.0137155,0.0198989,0.0707037,0.0317035,0.0362068,0.0118093,0.0116909,0.0338435,0.03515,0.0445013,0,0,0.0345674,0.0372767,0.0540529,0.0167535,0.0180071,0,0.00254163,0.0226945,0.019935,0.0335446,0.0265873,0,0.0204818,0.0112622,0.031497,0,0,0,0.00839501,0,0.0311152,0,0.0196465,0.0217408,0,0.0147203,0.00863912,0.0139961,0.00988816,0.00815967,0
126,0.0328187,0,0,0,0,0,0,0,0,0,0,0.0463308,0.0280086,0.0287478,0,0,0.0390107,0,0.0347324,0.0197849,0.0467235,0.0564133,0.00572216,0.00486251,0.0217822,0.0170366,0.00969214,0.00916985,0.00353291,0.0149539,0.0137227,0.0200578,0.0716464,0.0316818,0.0366886,0.0114099,0.0109757,0.0333445,0.0331925,0.0447909,0,0,0.0345586,0.0371222,0.0507724,0.0173507,0.0180079,0,0.00175879,0.0216211,0.0209993,0.0319437,0.0253789,0.0125944,0.0206764,0.0114476,0.0312026,0,0,0,0.00913344,0,0.03062,0,0.0185406,0.0229775,0,0.0151532,0.00853361,0.0130989,0.00872987,0.00802816,0
127,0.0330534,0,0,0,0,0,0,0,0,0,0,0.0469704,0.0283097,0.0292047,0,0,0.0391194,0,0.0348127,0.0198802,0.0468793,0.0574157,0.00596312,0.00490394,0.0215802,0.0166362,0.00974138,0.00907342,0.00365092,0.015242,0.0135853,0.0201939,0.0728551,0.0315852,0.0370979,0.0109377,0.0100645,0.033188,0.0314847,0.0448281,0,0,0.0341814,0.0369788,0.047881,0.0180416,0.018054,0,0.001835,0.0206957,0.0217051,0.0303014,0.0245332,0.0127216,0.0208719,0.0115504,0.0311679,0,0,0,0.00996618,0.00443165,0.0295677,0,0.0177719,0.0236857,0,0.0156447,0.00864057,0.0123433,0.00719141,0.00781217,0
128,0.0331937,0,0,0,0,0,0,0,0,0,0,0.0476634,0.0286735,0.0295359,0,0,0.0392378,0,0.0349096,0.0198594,0.0471518,0.0583371,0.00605722,0.00487143,0.0213172,0.0160854,0.00956431,0.00890926,0.00373976,0.0155732,0.0133194,0.0203349,0.0741015,0.0312847,0.0375017,0.010472,0.00948355,0.0331369,0.029674,0.0447761,0,0,0.0340416,0.036906,0.0450125,0.0181419,0.0180084,0,0.00268796,0.0198049,0.0222935,0.0286404,0.0240821,0.0128579,0.0208684,0.0115658,0.0314345,0,0,0,0.0109243,0.00474317,0.029208,0,0.0169878,0.0244753,0,0.0161873,0.00874339,0.0117983,0.00594083,0.00761519,0
129,0.0333169,0,0,0,0,0,0,0,0,0,0,0.04837,0.0291037,0.0297999,0,0,0.039257,0,0.034994,0.0198994,0.0473573,0.0592056,0.00617624,0.00491906,0.0210597,0.0155956,0.00931677,0.00878853,0.00390737,0.0159868,0.0129643,0.0204912,0.0752905,0.0307394,0.0378524,0.0102551,0.00892958,0.0333104,0.0280952,0.0447242,0,0,0.0342084,0.0369474,0.0423604,0.0181874,0.0179118,0,0.0036472,0.0190495,0.0227726,0.027159,0.0234778,0.0129188,0.0205563,0.0116648,0.0314791,0,0,0,0.0118792,0.00510778,0.0292283,0,0.01639,0.0250896,0,0.0166925,0.00870709,0.0114091,0.00492392,0.00767893,0.0157797
130,0.0334571,0,0,0,0,0,0,0,0,0,0,0.049056,0.0295139,0.0301188,0,0,0.0392877,0,0.0350666,0.019778,0.0475625,0.0601203,0.0062504,0.00502925,0.0208247,0.0151899,0.0091732,0.00863787,0.00410104,0.0164449,0.0126358,0.0206513,0.076473,0.0305029,0.0380165,0.00997035,0.00854724,0.0334973,0.0269666,0.0446972,0,0,0.0343534,0.0369738,0.0401831,0.0183736,0.0176836,0,0.0045611,0.0186313,0.0232544,0.0262636,0.0229646,0.0126845,0.0200522,0.0118452,0.0315337,0,0,0,0.0127044,0.00535757,0.0291227,0,0.0159191,0.0255863,0,0.0169868,0.00871781,0.0112975,0.00415276,0.00773162,0.0161372
131,0.0336387,0,0,0,0,0,0,0,0,0,0,0.0497593,0.0297593,0.0304388,0,0,0.0392756,0,0.035022,0.0194705,0.0477335,0.0609829,0.00622047,0.00515828,0.0205648,0.0148011,0.00919708,0.00854031,0.00429192,0.0169105,0.0126846,0.0208159,0.0776547,0.030618,0.0379404,0.00944468,0.00848128,0.0336694,0.0263075,0.0446835,0,0,0.0344424,0.0370228,0.0384125,0.0185968,0.0173723,0,0.00527281,0.0184927,0.0238307,0.0259576,0.0229134,0.0121503,0.0193063,0.0121355,0.0314664,0,0,0,0.0134018,0.0054345,0.0288329,0,0.0156173,0.0258817,0,0.0171203,0.00874085,0.0113637,0.00396379,0.00745647,0.0163085
132,0.0337557,0,0,0,0,0,0,0,0,0,0,0.0525226,0.029846,0.0372127,0,0,0.0392678,0,0.0348767,0.0193229,0.0472183,0,0.00591239,0.00601552,0.0201412,0.0143692,0.0103828,0.00936084,0.00414104,0.0189688,0.015558,0.0203054,0.0840785,0.0305601,0.0376489,0.00867226,0.00851559,0.0337862,0.0261183,0.0445675,0,0,0.0345536,0.0369467,0.0370984,0.0188203,0.017038,0,0.00592618,0.0186854,0.0245667,0.0262369,0.0234505,0.0116501,0.0182959,0.0125028,0.0315134,0,0,0,0.0141287,0.00540649,0.0285124,0,0.0154052,0.0262262,0,0.0170552,0.00988303,0.0115551,0.0041299,0.00739109,0.0163544
133,0.0339302,0,0,0,0,0,0,0,0,0,0,0.0506307,0.0302331,0.0307308,0,0,0.0391289,0,0.0346828,0.01925,0.0479138,0.0623145,0.00626221,0.00548757,0.0200776,0.0140076,0.00914564,0.00807577,0.00475419,0.0177573,0.012607,0.0210963,0.0793091,0.0304479,0.0373974,0.00801665,0.00843476,0.0339477,0.0257695,0.0444254,0,0,0.0346681,0.0368654,0.0355445,0.018794,0.0166019,0,0.00652972,0.0186972,0.0250729,0.0262473,0.0231335,0.0113178,0.0173431,0.0128144,0.0317134,0,0,0,0.0149309,0.00555485,0.0280891,0,0.0151093,0.0264931,0,0.0169442,0.00878381,0.0118551,0.00447318,0.00757664,0.0162395
134,0.0340781,0,0,0,0,0,0,0,0,0,0,0.0513078,0.0306376,0.030933,0,0,0.038855,0,0.0344625,0.0189538,0.0478758,0.0631414,0.00624293,0.00590111,0.0198976,0.0135923,0.00911216,0.00799394,0.00510543,0.0183224,0.0123001,0.0211719,0.080394,0.0302009,0.037157,0.00736724,0.00861043,0.0342632,0.0253983,0.0442183,0,0,0.0348444,0.0367448,0.0341751,0.0188058,0.0164429,0,0.00728858,0.0183479,0.0256791,0.0258032,0.0225427,0.0111797,0.0164245,0.013221,0.0316673,0,0,0,0.0152825,0.00580824,0.0275731,0,0.0146961,0.0264558,0,0.0168905,0.00902737,0.0119779,0.00434787,0.00768857,0.0161487
135,0.034155,0,0,0,0,0,0,0,0,0,0,0.0518557,0.0310238,0.0311084,0,0,0.0386946,0,0.0343181,0.0185939,0.0479796,0.0639589,0.00617791,0.00632325,0.0197832,0.0130706,0.00898013,0.0082622,0.00546772,0.0188821,0.0120235,0.0211963,0.0813504,0.0301943,0.0370386,0.00679125,0.00847894,0.0347188,0.024802,0.0439692,0,0,0.0352191,0.0365932,0.0325636,0.0188764,0.01641,0,0.00786156,0.0175085,0.0264081,0.0248095,0.0214732,0.0112155,0.0154552,0.013626,0.0317224,0,0,0,0.0153811,0.00608617,0.0270415,0,0.0142731,0.0262944,0,0.0168351,0.00927096,0.0119194,0.00421022,0.00786668,0.0161471
136,0.0341606,0,0,0,0,0,0,0,0,0,0,0.0522557,0.0314143,0.0312746,0,0,0.0386291,0,0.0342514,0.0182496,0.0483027,0.0648883,0.00612881,0.00680588,0.0196844,0.0125894,0.00887294,0.00843475,0.00585479,0.0194304,0.0117733,0.0211836,0.0822665,0.0300513,0.0370803,0.00622413,0.00801436,0.0351749,0.0239892,0.0436416,0,0,0.0355802,0.0364909,0.030765,0.0190355,0.0164661,0,0.00835312,0.0166249,0.0270483,0.0234414,0.0199284,0.0114182,0.0149735,0.0140018,0.0318835,0,0,0,0.0152476,0.00639593,0.0265033,0,0.0139626,0.0261893,0,0.0168356,0.00952961,0.0116023,0.00406988,0.00786661,0.0161433
137,0.0340974,0,0,0,0,0,0,0,0,0,0,0.0528073,0.0318324,0.0313476,0,0,0.0384257,0,0.0341893,0.0179458,0.0487357,0.0658688,0.00599346,0.00738782,0.0195344,0.0122775,0.00893609,0.00806603,0.00630845,0.0200079,0.011449,0.0211373,0.0832657,0.0296913,0.0372843,0.00573249,0.00767334,0.0355189,0.023202,0.0432936,0,0,0.0361326,0.0365875,0.029163,0.0193459,0.0166246,0,0.00883681,0.0158972,0.0274245,0.022046,0.0184351,0.0121277,0,0.0143997,0.0318282,0,0,0,0.0149739,0.00684986,0.0256785,0,0.0136424,0.0256648,0,0.0169381,0.00981645,0.0111275,0.00340192,0.00771072,0.0162384
138,0.034036,0,0,0,0,0,0,0,0,0,0,0.0533299,0.0321658,0.0313669,0,0,0.0381766,0,0.0341648,0.0178177,0.0492095,0.0667897,0.00591289,0.00801188,0.0193932,0.0121211,0.00914101,0.00809332,0.00678463,0.0205489,0.011346,0.021053,0.0841007,0.0296155,0.0375369,0.00579244,0.00748363,0.0358458,0.0224119,0.042991,0,0,0.036425,0.0368353,0.0276337,0.0196408,0.0167973,0,0.00917927,0.0152112,0.027625,0.0207554,0.0169823,0.0126571,0,0.0148778,0.0317824,0,0,0,0.0146929,0.00721858,0.025156,0,0.0134498,0.0254536,0,0.0171068,0.010064,0.0106553,0.00293958,0.00812693,0.016431
139,0.0339095,0,0,0,0,0,0,0,0,0,0,0.0537498,0.0326923,0.0313403,0,0,0.0382804,0,0.0340196,0.0177398,0.0496027,0.0675758,0.00570666,0.00859425,0.0193008,0.0119104,0.00931767,0.00821732,0.00727722,0.021129,0.0114074,0.0209137,0.0849344,0.0296999,0.0378147,0.00590585,0.00778584,0.036215,0.0218419,0.0427253,0,0,0.0368116,0.036878,0.0263117,0.019831,0.0169522,0,0.00929681,0.014698,0.0278189,0.0196967,0.0159256,0.0131084,0,0.0153821,0.0317712,0,0,0,0.0144576,0.00748422,0.0248379,0,0.0133026,0.0251593,0,0.0172429,0.0102911,0.0103003,0.00276879,0.00832445,0.0165237
140,0.0337525,0,0,0,0,0,0,0,0,0,0,0.0540825,0.0329419,0.0312187,0,0,0.0382778,0,0.0340325,0.0176504,0.0498803,0.0681571,0.0054525,0.00909625,0.0192279,0.0117771,0.00973771,0.00842535,0.00770081,0.0216625,0.011577,0.0207723,0.0855766,0.0296325,0.0377195,0.00601497,0.00861699,0.0365917,0.0215913,0.0424869,0,0,0.0372081,0.0367988,0.0253708,0.0200382,0.017052,0,0.00922253,0.0143136,0.0280365,0.0190043,0.0154602,0.0133877,0,0.0159324,0.0317489,0,0,0,0.0142835,0.00759082,0.0245858,0,0.0131379,0.0249713,0,0.0173252,0.0105059,0.010132,0.00269689,0.00844261,0.0163496
141,0.0336218,0,0,0,0,0,0,0,0,0,0,0.0543997,0.0329545,0.0309483,0,0,0.03822,0,0.0340755,0.0174642,0.0500072,0.0680181,0.00522315,0.00954834,0.0191908,0.0117167,0.0103691,0.0086909,0.00802351,0.0220914,0.0115291,0.0206729,0.0856917,0.0295814,0.0372979,0.00582409,0.00976076,0.0369058,0.0215525,0.0423228,0,0,0.0375203,0.0367806,0.0247088,0.0204469,0.0171106,0,0.00902071,0.01398,0.0283161,0.0184957,0.0154486,0.0135877,0,0.0164907,0.0317554,0,0,0,0.0141135,0.0074076,0.0243468,0,0.0129633,0.0249193,0,0.0174303,0.0107274,0.010128,0.00262317,0.00846519,0.0158883
142,0.0335532,0,0,0,0,0,0,0,0,0,0,0.0540256,0.0328909,0.0305783,0,0,0.0384528,0,0.0338327,0.0173919,0.0501377,0.0668075,0.00501132,0.0100098,0.0191979,0.0115911,0.0107619,0.00909005,0.0083444,0.0225102,0.0113856,0.0206064,0.0847731,0.0297244,0.0368449,0.0053884,0.0108575,0.0371593,0.0216679,0.0422378,0,0,0.0377135,0.0367737,0.0244175,0.0204645,0.0170851,0,0.0088537,0.0137593,0.0285146,0.0182697,0.0158803,0.0137117,0,0.0168659,0.0317714,0,0,0,0.0140578,0.00708355,0.0241096,0,0.0127965,0.024856,0,0.0175859,0.0110125,0.0103401,0.00269157,0.0083778,0.0157619
143,0.0335648,0,0,0,0,0,0,0,0,0,0,0.0528174,0.0331097,0.0302625,0,0,0.0387844,0,0.033478,0.0173796,0.0503007,0.0647194,0.00485589,0.0103249,0.0192357,0.0113883,0.011255,0.00942056,0.00861172,0.0228283,0.0110386,0.0205623,0.0823823,0.029928,0.0364786,0.00492743,0.0117337,0.0373189,0.0218862,0.0422302,0,0,0.0377333,0.036711,0.02439,0.0201524,0.0170082,0,0.00884576,0.0137019,0.0286708,0.0182521,0.0164952,0.0137294,0,0.0170157,0.0318129,0,0,0,0.0140756,0.0067469,0.0238825,0,0.0128014,0.0246323,0,0.0176528,0.0113963,0.0106447,0.00281486,0.00819941,0.0159502
144,0.0336031,0,0,0,0,0,0,0,0,0,0,0.0507632,0.0332372,0.0300185,0,0,0.0389524,0,0.0332589,0.0174063,0.0504405,0.0621007,0.00475689,0.0102704,0.0192634,0.0112616,0.0116213,0.0094708,0.00865281,0.0228804,0.0106951,0.0204476,0.0786543,0.030275,0.0361814,0.00463963,0.0123499,0.0374031,0.0219921,0.0422684,0,0,0.0375849,0.0366641,0.0242578,0.0199267,0.0169596,0,0.00896727,0.0136334,0.0288564,0.0181088,0.0170036,0.0136756,0,0.0170295,0.031876,0,0,0,0.0140194,0.00655508,0.0236893,0,0.0127062,0.0243111,0,0.0176539,0.0116874,0.0108719,0.00283333,0.00821583,0.0160597
145,0.0336301,0,0,0,0,0,0,0,0,0,0,0.0478494,0.0332145,0.0296621,0,0,0.0390411,0,0.0331592,0.0174491,0.0504322,0.0592547,0.00457245,0.00979535,0.0191871,0.0111484,0.0117063,0.00913774,0.00826869,0.0224074,0.0107941,0.0201633,0.0738208,0.03051,0.0360336,0.00442368,0.0126871,0.0374104,0.0219482,0.0423386,0,0,0.0372662,0.0366358,0.0240051,0.0198213,0.0169122,0,0.0090746,0.0135249,0.0290498,0.0178456,0.0171742,0.0135079,0,0.0169715,0.0319456,0,0,0,0.0139602,0.006493,0.0234716,0,0.0126384,0.0239367,0,0.0176712,0.0118259,0.0109391,0.00276958,0.00822844,0.016057
146,0.0336743,0,0,0,0,0,0,0,0,0,0,0.0443308,0.0332138,0.0293389,0,0,0.0390926,0,0.0331608,0.0175011,0.0502686,0.0561911,0.00438074,0.00893206,0.019067,0.0110933,0.0114732,0.008537,0.00744701,0.0209944,0.0112704,0.0196275,0.0680781,0.03056,0.0360488,0.00449967,0.0128235,0.0373398,0.0218473,0.0424159,0,0,0.036775,0.0365673,0.0237136,0.0198158,0.0169379,0,0.00917195,0.0134534,0.029276,0.0176009,0.017224,0.0130737,0,0.0168546,0.0320399,0,0,0,0.0139561,0.006577,0.0231362,0,0.0126514,0.0236808,0,0.0177238,0.0118184,0.0108349,0.00274216,0.00827526,0.0160357
147,0.0337337,0,0,0,0,0,0,0,0,0,0,0.0403703,0.0332382,0.0289964,0,0,0.0390726,0,0.0331887,0.0175146,0.0499746,0.0535181,0.00417134,0.00779438,0.0189673,0.0110886,0.011148,0.00781716,0.00634467,0.0184359,0.011782,0.0188166,0.061733,0.030497,0.0361252,0.0044806,0.0128314,0.0371943,0.0217136,0.0424984,0,0,0.0360915,0.0364807,0.0234306,0.0198286,0.017057,0,0.00928172,0.0134284,0.0295386,0.0174315,0.0171868,0.012288,0,0.0167059,0.0321384,0,0,0,0.0139507,0.0066822,0.022829,0,0.0126677,0.0236049,0,0.0177791,0.0118046,0.0106822,0.00269881,0.00815194,0.0160448
148,0.0337806,0,0,0,0,0,0,0,0,0,0,0.0361283,0.0332314,0.0285193,0,0,0.0390348,0,0.0331678,0.0175603,0.049601,0.0510209,0.00386058,0.00664106,0.0188578,0.011053,0.0108251,0.00717477,0.00522895,0.015748,0.0122792,0.0178608,0.0552564,0.0303869,0.0361332,0.00463942,0.0128155,0.0370175,0.0215529,0.0425835,0,0,0.035308,0.0364577,0.0231322,0.0199042,0.0172295,0,0.00934246,0.013364,0.0297953,0.0172484,0.0171325,0.0112348,0,0.016566,0.0322261,0,0,0,0.0138919,0.00682108,0.0225858,0,0.0126197,0.0236054,0,0.0178237,0.0118163,0.0105218,0.00249343,0.0082751,0.0159941
149,0.0338231,0,0,0,0,0,0,0,0,0,0,0.0318203,0.0332126,0.0278182,0,0,0.0389658,0,0.0332508,0.0175377,0.0491765,0.0482107,0.0035927,0.00538746,0.0187413,0.0109832,0.010812,0.0066827,0.00439331,0.0132481,0.0127103,0.0168418,0.0486954,0.0304179,0.0360675,0.00483931,0.0127619,0.0367832,0.0214188,0.0426395,0,0,0.0344831,0.0364585,0.0229438,0.0199551,0.0173807,0,0.00943431,0.0133139,0.0300501,0.0171557,0.0171411,0.0105217,0,0.0164494,0.032298,0,0,0,0.0138485,0.00693248,0.0224064,0,0.0125804,0.0236366,0,0.0178411,0.0117664,0.0104212,0.00233715,0.00822247,0.0159601
150,0.0338686,0,0,0,0,0,0,0,0,0,0,0.0281537,0.0329708,0.0269772,0,0,0.0388873,0,0.033301,0.0174091,0.0487746,0.0455963,0.00340949,0.00405143,0.0186532,0.0109356,0.0107785,0.00643191,0.00406228,0.0111816,0.0131539,0.0158588,0.0422839,0.0304876,0.0357671,0.00484253,0.0126899,0.0365127,0.0214601,0.0426924,0,0,0.033687,0.0364456,0.0230721,0.0199791,0.0174613,0,0.00967694,0.0133873,0.0303085,0.0173093,0.0171626,0.0100257,0,0.0163308,0.0323603,0,0,0,0.013867,0.00704184,0.0224227,0,0.012604,0.0236029,0,0.0178457,0.0114327,0.0104112,0.00233405,0.00843655,0
151,0.0338979,0,0,0,0,0,0,0,0,0,0,0.0254367,0.0324824,0.0262475,0,0,0.038842,0,0.0334185,0.0172294,0.0482912,0.0429232,0.00316617,0.00278457,0.0185195,0.0108621,0.00977295,0.00640711,0.00417273,0.0097183,0.0136554,0.0150298,0.0367562,0.0304435,0.0352751,0.00485952,0.0126495,0.0363021,0.0215207,0.0427477,0,0,0.0330778,0.0364686,0.023205,0.0200002,0.0175284,0,0.00983933,0.0134085,0.0304541,0.0173741,0.0172375,0.00974541,0,0.0162715,0.0324047,0,0,0,0.0139111,0.0071842,0.0223861,0,0.0126383,0.0234565,0,0.0178792,0.0105599,0.0102716,0.00243524,0.00955246,0.0157523
152,0.033949,0,0,0,0,0,0,0,0,0,0,0.0238332,0.0321038,0.0257956,0,0,0.0390529,0,0.0333022,0.017209,0.0480436,0.0405445,0.00300996,0.00177908,0.0183832,0.0107476,0.00794891,0.00639082,0.00456527,0.00890626,0.0140874,0.0144214,0.0324769,0.0304425,0.0347552,0.00483485,0.0125968,0.0362259,0.0216929,0.0428448,0,0,0.0327877,0.0364157,0.0235307,0.0200234,0.0174943,0,0.0100214,0.0135801,0.0306428,0.0175776,0.0174101,0.010208,0,0.0161898,0.0324748,0,0,0,0.0139837,0.00732237,0.022324,0,0.0127469,0.0230585,0,0.0179148,0.00917875,0.0102043,0.00237158,0,0.0158064
153,0.0339651,0,0,0,0,0,0,0,0,0,0,0.0232036,0.0318761,0.0252749,0,0,0.0391376,0,0.0331642,0.0171895,0.0477751,0.0380699,0.00291731,0.000700575,0.0183057,0.0106088,0.00679243,0.00639842,0.0050428,0.00844752,0.0144349,0.0140015,0.0289169,0.0303404,0.0342967,0.00461883,0.0127536,0.0363198,0.0217132,0.0429544,0,0,0.0328427,0.036443,0.0235541,0.0200227,0.0173739,0,0.00995953,0.0135952,0.0307382,0.0175105,0.0175872,0.0116947,0,0.0161125,0.0324592,0,0,0,0.0139955,0.00737206,0.0222721,0,0.0127869,0.0227334,0,0.0178999,0.00788605,0.0102525,0.0023638,0,0.0158476
154,0.0340003,0,0,0,0,0,0,0,0,0,0,0.0233092,0.0321252,0.0249663,0,0,0.0393991,0,0.0327789,0.0173571,0.0474313,0.0361063,0.00276291,0.000536095,0.0182596,0.0105195,0.0063096,0.00654442,0.00567082,0.00839212,0.0144233,0.0136732,0.026809,0.0306886,0.0340464,0.0042809,0.012859,0.0365107,0.0216877,0.0430762,0,0,0.0330788,0.036582,0.0234682,0.0199788,0.0172534,0,0.00988376,0.0135527,0.0307697,0.017394,0.0176226,0.0136751,0,0.0160732,0.0324065,0,0,0,0.0140075,0.00741041,0.022288,0,0.0127994,0.0225945,0,0.0178778,0.00694909,0.0103401,0.00251536,0.00907825,0.0157397
155,0.0340563,0,0,0,0,0,0,0,0,0,0,0.0235491,0.032363,0.0249003,0,0,0.0395176,0,0.0325828,0.0175238,0.0471805,0.034784,0.00271166,0.00134913,0.0179439,0.0105072,0.00626919,0.00683645,0.00640302,0.00847625,0.0145765,0.0134526,0.0256394,0.0308591,0.0339912,0.00442863,0.0128085,0.0367931,0.0216511,0.0432052,0,0,0.0334612,0.036534,0.0234126,0.0198651,0.0169639,0,0.00997409,0.0135892,0.0308453,0.0173834,0.0175019,0.015557,0,0.0160364,0.0323768,0,0,0,0.0140467,0.0074787,0.0223442,0,0.0128097,0.0227064,0,0.0178862,0.00657822,0.010421,0.0026759,0,0.0158737
156,0.0340765,0,0,0,0,0,0,0,0,0,0,0.0238078,0.032672,0.0247622,0,0,0.0394069,0,0.0326448,0.0176267,0.046648,0.0341725,0.00263704,0.00211324,0.0176974,0.0103892,0.00646765,0.00718844,0.00689527,0.00862153,0.0146606,0.0133025,0.0250936,0.0306651,0.0342211,0.0047494,0.0127376,0.0370819,0.0214528,0.0432596,0,0,0.0338596,0.0364052,0.0230882,0.0198071,0.0167757,0,0.00999466,0.0134881,0.0308683,0.0171726,0.0172963,0.0171763,0,0.0160837,0.0323091,0,0,0,0.0140558,0.00748279,0.0224541,0,0.0127455,0.0231633,0,0.0179081,0.00674284,0.0104606,0.00266921,0,0.0159563
157,0.0340225,0,0,0,0,0,0,0,0,0,0,0.0239746,0.03285,0.024679,0,0,0.0390525,0,0.0329666,0.0176779,0.0457942,0.0337966,0.00252508,0.00274559,0.0174435,0.0102002,0.00673419,0.00751469,0.00702387,0.00870239,0.014553,0.0132054,0.024981,0.0303769,0.0346698,0.00525492,0.0127396,0.0372052,0.0210822,0.0432578,0,0,0.0339806,0.0361798,0.0224652,0.0198483,0.0165829,0,0.00981915,0.0131931,0.03092,0.016704,0.0170509,0.0183497,0,0.0161815,0.032211,0,0,0,0.0139879,0.00740662,0.0226563,0,0.0125824,0.023753,0,0.0178806,0.00720998,0.0105454,0.00241225,0.0101597,0.0160038
158,0.0339857,0,0,0,0,0,0,0,0,0,0,0.0241918,0.0327315,0.0247334,0,0,0.0386406,0,0.0334791,0.0177309,0.0451032,0.0333674,0.00256516,0.00319426,0.0169928,0.00995297,0.00708899,0.00780706,0.00697912,0.00867338,0.0144326,0.0131436,0.0251426,0.02993,0.0351236,0.00587238,0.0126619,0.037046,0.0207547,0.0432421,0,0,0.0337008,0.035897,0.0219329,0.0197647,0.0162293,0,0.00975052,0.013003,0.0310528,0.0163763,0.01693,0.0190583,0,0.0162978,0.0321568,0,0,0,0.0138866,0.00736655,0.0228112,0,0.0124263,0.0244814,0,0.0178489,0.00787065,0.0106131,0.00233635,0,0.0162502
159,0.0339261,0,0,0,0,0,0,0,0,0,0,0.0241789,0.0326725,0.0249211,0,0,0.0382067,0,0.0341217,0.0176118,0.044534,0.0334699,0.00257886,0.00364001,0.0166913,0.00967247,0.00760578,0.00811823,0.00705991,0.00863458,0.0142314,0.0131264,0.0252316,0.0296332,0.0356658,0.00647064,0.0127325,0.036799,0.0204999,0.0431088,0,0,0.0333062,0.0358557,0.021426,0.0195979,0.0159887,0,0.00967261,0.0127853,0.0310649,0.0160304,0.0169365,0.0194628,0,0.0164421,0.0320496,0,0,0,0.0138015,0.00730859,0.0230846,0,0.0122622,0.0252248,0,0.0177943,0.00873089,0.0107457,0.00231494,0.0107194,0.0163029
