Timestep,C7,CBL,CBR,CFL,CFR,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,RFHD,RFIN,RGTR,RHEE,RILC,RPSI,RSHO,RTHIP,RTIB,RTIBA,RTIBP,RTOE,RWRA,RWRB,STRN,T10,x71,x72,x73,RKNE,RTHI,RUPA,,RTIBI,RFRM,REAR,CLAV,LTHIA,RTHIA,RTHII,LASI,RASI
42,0.0329523,0,0,0,0,0,0,0,0,0,0,0.0261759,0.0216858,0.00903329,0,0,0.032672,0,0.0331871,0.0181909,0.0520485,0.020235,0.0146374,0.0196267,0.0644342,0.0257081,0.0151347,0.0244745,0.0216052,0.0225097,0.015651,0.0134165,0.0385886,0.0300627,0.0160422,0.00665099,0.0193275,0,0.0308992,0.021727,0,0,0.0112239,0.0453683,0.035961,0,0.0747406,0.128428,0.0307302,0.0244988,0.00799272,0.0237331,0.0112397,0.0539567,0.0553619,0.0478433,0.0360827,0,0,0,0.013824,0,0,0,0.0279968,0.0497391,0,0,0,0,0,0,0
43,0.0322309,0,0,0,0,0,0,0,0,0,0,0.0268741,0.021845,0.00906225,0,0,0.0327211,0,0.0331864,0.0182735,0.0519281,0.020191,0.0143014,0.0194336,0.063454,0.0258194,0.0147787,0.0239831,0.0214942,0.022604,0.0156713,0.0132168,0.0395561,0.0303544,0.0157626,0.00683748,0.0190365,0,0.0313015,0.0216632,0,0,0.0110954,0.0451216,0.0368374,0,0.0735955,0.124936,0.0301242,0.0245545,0.00823568,0.0240078,0.0105982,0.0528605,0.0560621,0.046997,0.0356187,0,0,0,0.0141273,0.0217785,0,0,0.0280158,0.0524407,0,0,0,0,0,0,0
44,0.02665,0,0,0,0,0,0,0,0,0,0,0.0274879,0.0220801,0.00930928,0,0,0.0324625,0,0.0330721,0.0181755,0.051652,0.0199558,0.0143158,0.0187233,0.0634546,0.0253253,0.0143782,0.0233544,0.0213438,0.0224022,0.0156813,0.0130095,0.0402028,0.0301911,0.0156163,0.00669317,0.0185715,0.0344569,0.0318686,0.018045,0,0,0.0310186,0.0451723,0.0383476,0,0.073327,0.116413,0.0300181,0.0243731,0.00834175,0.0241076,0.00942918,0.0318042,0.0364442,0.0459728,0.0311165,0,0,0,0.0145111,0.0218814,0,0,0.027683,0.0422477,0,0,0,0,0,0,0
45,0.0255655,0,0,0,0,0,0,0,0,0,0,0.0279291,0.0223183,0.0103937,0,0,0.0318653,0,0.0327364,0.0179788,0.0484244,0.0197502,0.0180167,0.0184707,0.0641604,0.0277831,0.0161689,0.0242486,0.0201724,0.0210909,0.0154782,0.0129168,0.0391471,0.0300594,0.0151868,0.0066478,0.0216537,0.0337638,0.0384819,0.0187407,0,0,0.0296382,0.0532103,0.0489796,0.0224078,0.0669645,0.110414,0.0322931,0.0253211,0.00906596,0.0271175,0.0111959,0.0319757,0.0372853,0.0439452,0.0327808,0,0,0,0.0201217,0.0265456,0,0,0.0288273,0.0454989,0,0.0400868,0,0,0,0,0
46,0.0248356,0,0,0,0,0,0,0,0,0,0,0.028512,0.0224965,0.0106327,0,0,0.0317465,0,0.0326315,0.017739,0.0481829,0.0197413,0.0180748,0.0179685,0.0641908,0.0275132,0.0157857,0.0236815,0.0200641,0.0210304,0.0155161,0.0127391,0.039874,0.0305228,0.0152916,0.00648382,0.0217859,0.0338233,0.0394582,0.018481,0,0,0.0291662,0.0530422,0.0508891,0.0219584,0.0667592,0.105459,0.0319898,0.024896,0.00895572,0.0273323,0.0107022,0.0325138,0.0389201,0.0426947,0.0324425,0,0,0,0.0193606,0.0264233,0,0,0.0286471,0.0505481,0,0.0390601,0,0,0,0,0
47,0.0242112,0,0,0,0,0,0,0,0,0,0,0.0290404,0.0226582,0.0110239,0,0,0.0313908,0,0.0325814,0.0172727,0.0478252,0.019985,0.0179701,0.0175139,0.0637546,0.027252,0.0155235,0.0232019,0.0198134,0.0210164,0.0155453,0.0126024,0.0404386,0.0306097,0.0153889,0.00636668,0.0214536,0.0339189,0.0405138,0.018682,0,0,0.0294566,0.0527857,0.0532881,0.0212949,0.0661766,0.0937748,0.0319552,0.0243794,0.00883416,0.0273564,0.0100082,0.0315453,0.0415993,0.0414178,0.0321306,0,0,0,0.0200375,0,0,0,0.0280785,0.0570185,0,0.0383678,0,0,0,0,0
48,0.0242606,0,0,0,0,0,0,0,0,0,0,0.0293755,0.02251,0.011316,0,0,0.0312845,0,0.0325821,0.0170919,0.0475007,0.0199422,0.0177671,0.0171961,0.0628777,0.0272541,0.0153051,0.0228239,0.0195294,0.0208969,0.0154598,0.0124552,0.0409794,0.0305855,0.0154968,0.00699082,0.0209487,0.0331583,0.0409036,0.0192766,0,0,0.0299009,0.0525529,0.0543685,0.0207343,0.0652775,0.0723287,0.0316661,0.0241491,0.00909102,0.0274639,0.00987233,0.0299605,0.0462752,0.0404772,0.0323886,0,0,0,0.0197313,0,0,0,0.0277038,0.0607092,0,0.0378178,0,0,0,0,0
49,0.0244083,0,0,0,0,0,0,0,0,0,0,0.030329,0.0228267,0.0117817,0,0,0.0311631,0,0.0322996,0.0170423,0.0470995,0.020071,0.0175004,0.0175662,0.0616472,0.0269598,0.0154643,0.0229276,0.0194545,0.0209388,0.0155189,0.0124191,0.0421488,0.0305088,0.015328,0.00681113,0.0299047,0.0330543,0.046703,0.0193701,0,0,0.0299802,0.0524736,0.0620167,0.020061,0.0638391,0.0632976,0.0319342,0.018123,0,0.0248158,0.0118727,0.0306092,0.0475328,0.0392566,0.0328397,0,0,0,0.0169397,0,0,0,0.0262003,0.0611869,0,0.0368171,0,0,0,0,0
50,0.0247595,0,0,0,0,0,0,0,0,0,0,0.0310937,0.0229703,0.0121031,0,0,0.0312601,0,0.0322828,0.0169916,0.0469647,0.0200954,0.0177064,0.0174095,0.0616654,0.0266306,0.0150815,0.0224878,0.0194073,0.0209257,0.0155434,0.0122912,0.042812,0.0307803,0.0155138,0.00662319,0.0286584,0.0321844,0.0463687,0.019309,0,0,0.0294187,0.0523626,0.0624617,0.0197651,0.063543,0.057678,0.0318432,0.0174837,0,0.0247975,0.00949845,0.0311597,0.0500108,0.0382801,0.0331934,0,0,0,0.0154405,0,0,0,0.0260354,0.0609607,0,0.0357775,0,0,0,0,0
51,0.0268333,0,0,0,0,0,0,0,0,0,0,0.0315231,0.0231169,0.0123175,0,0,0.0311969,0,0.0323063,0.0167832,0.0468146,0.0202353,0.0179623,0.0170537,0.0615879,0.0261677,0.0146664,0.0221419,0.019438,0.0209664,0.0155608,0.0121332,0.0433366,0.0307612,0.0156278,0.00632215,0.0275964,0.0323082,0.0461394,0.0197096,0,0,0.0272174,0.0521107,0.0629984,0.0196028,0.0633734,0.0533636,0.0316633,0.0169416,0,0.0249162,0.00737232,0.0277021,0.0518223,0.03664,0.0350415,0,0,0,0.0157546,0,0,0,0.0256806,0.0596322,0,0.0340958,0,0,0,0,0
52,0.0321488,0,0,0,0,0,0,0,0,0,0,0.0290745,0.0231409,0.0141523,0,0,0.0313915,0,0.0323779,0.0167874,0.0411874,0.0202693,0.0201239,0.0154293,0.0649519,0.0255311,0.0167837,0.0228375,0.0170649,0.0182266,0.0152714,0.0119728,0.0376485,0.0312323,0.0156649,0.00627576,0.0141402,0.0302879,0.0063047,0.0248566,0,0,0.0272376,0,0.014409,0.00774377,0.0621888,0,0.0600163,0.020734,0,0.0155591,0.0164509,0.0196851,0.052666,0,0.041439,0,0,0,0.0340386,0,0,0,0.0202473,0.0605282,0,0.0292748,0,0,0,0,0
53,0.0358697,0,0,0,0,0,0,0,0,0,0,0.0316473,0.0231241,0.0128542,0,0,0.0313977,0,0.0323823,0.0168112,0.0463273,0.0197394,0.0181415,0.0153722,0.0612126,0.0258195,0.0137077,0.0206422,0.0184135,0.0199923,0.0153531,0.0120552,0.042904,0.0320188,0.0155513,0.00636754,0.0251911,0.0271165,0.0459614,0.0271705,0,0,0.0298544,0.0507867,0.065044,0.0188949,0.0628548,0,0.0318188,0.0151476,0,0.0250533,0.00298426,0.0145052,0.0497033,0.0339217,0.0432596,0,0,0,0.0173071,0,0,0,0.0235866,0.0597168,0,0.0310647,0.0144024,0,0,0,0
54,0.0404791,0,0,0,0,0,0,0,0,0,0,0.0319361,0.0230318,0.0130744,0,0,0.0313267,0,0.0323776,0.0168797,0.0460269,0.0201062,0.0179359,0.0155625,0.0602712,0.0262631,0.0134959,0.0204025,0.0184535,0.0200704,0.0153524,0.0120242,0.043244,0.0325551,0.0154089,0.00665564,0.0258601,0.0264911,0.0484122,0.0325375,0,0,0.0302662,0.0498769,0.0694002,0.0185675,0.0618226,0.123643,0.0313414,0.0151203,0,0.0267864,0.00219914,0.00991995,0.0468198,0.0374891,0.047267,0,0,0,0.0178575,0,0,0,0,0.0588538,0,0.0308412,0.0142499,0,0,0,0
55,0.0416492,0,0,0,0,0,0,0,0,0,0,0.0317504,0.0230126,0.0130032,0,0,0.0311847,0,0.0323329,0.0167369,0.0461246,0.0202599,0.017736,0.0153695,0.0599864,0.0262455,0.0126455,0.0197786,0.0186535,0.0202292,0.0153883,0.0119181,0.0433094,0.0327823,0.0153147,0.00697894,0.0243962,0.0264392,0.0477027,0.0340109,0,0,0.0302109,0.0465382,0.0663764,0.0199476,0.0618609,0.131317,0.0270904,0.0264682,0,0.0325498,0.00494584,0.00768601,0.0450025,0.0388293,0.0480049,0,0,0,0.0200983,0,0,0,0.0288969,0.0578362,0,0.0309371,0.0135577,0.0155073,0,0,0
56,0.0415307,0,0,0,0,0,0,0,0,0,0,0.0314613,0.0231265,0.0130086,0,0,0.0308834,0,0.0324077,0.0166462,0.045818,0.0203546,0.0175337,0.014987,0.0597939,0.0262443,0.0119199,0.0192531,0.0186235,0.0201226,0.0154129,0.0117932,0.0427227,0.0328661,0.015146,0.00694253,0.0187813,0.0265642,0.0474534,0.0341214,0,0,0.0300741,0.0458452,0.0676771,0.0203383,0.0616704,0.128934,0.026194,0.0285785,0.0105197,0.0346924,0.0177605,0.00675514,0.0437809,0.0382004,0.0477694,0,0,0,0.0194585,0,0,0,0.0295746,0.0573581,0,0.0310676,0.0128622,0.0142273,0,0,0
57,0.041293,0,0,0,0,0,0,0,0,0,0,0.0314139,0.0231763,0.0132521,0,0,0.0303577,0,0.0324096,0.0165583,0.0455327,0.020497,0.0170556,0.0147984,0.0585854,0.026871,0.0116112,0.019035,0.0183935,0.0198797,0.0153965,0.0117654,0.0423163,0.0329376,0.0148359,0.00728277,0.0191925,0.0267544,0.0473877,0.0342993,0,0,0.0299543,0.0451669,0.0677082,0.0200621,0.0604277,0.126753,0.0254698,0.0282004,0.0110887,0.0346992,0.0185918,0.00591495,0.0426721,0.0374934,0.0477386,0,0,0,0.018744,0,0,0,0.0290589,0.0570239,0,0.0313657,0.0125921,0.0139837,0,0,0
58,0.0412407,0,0,0,0,0,0,0,0,0,0,0.0311839,0.0231962,0.0135544,0,0,0.0297371,0,0.0323741,0.0162774,0.0452485,0.0206532,0.0165416,0.0146946,0.0571739,0.0278215,0.0114749,0.0188875,0.0181718,0.01967,0.0153741,0.011766,0.0419932,0.0329602,0.0144862,0.00801605,0.0192349,0.0269127,0.0471932,0.0346971,0,0,0.0298882,0.0445556,0.0675578,0.0197301,0.0589674,0.126397,0.0246465,0.0280433,0.0117121,0.0348453,0.0194184,0.00500604,0.0413294,0.0374437,0.0478492,0,0,0,0.0182035,0,0,0,0.0287105,0.0565623,0,0.0317427,0.0124512,0.0135685,0.0210348,0,0
59,0.0411966,0,0,0,0,0,0,0,0,0,0,0.0308143,0.0231997,0.013693,0,0,0.0290047,0,0.0324485,0.0160239,0.045087,0.020613,0.016161,0.0144189,0.0560843,0.0290574,0.0112658,0.0185677,0.0179903,0.0194838,0.0153438,0.011715,0.0415996,0.032897,0.0139676,0.0092805,0.0189621,0.0271965,0.0470574,0.0350702,0,0,0.0299228,0.0439514,0.0677477,0.0193602,0.0576503,0.126508,0.0238237,0.0277105,0.0123628,0.0348915,0.0203138,0.00388793,0.0400537,0.0375862,0.0479818,0,0,0,0.0175871,0,0,0,0.0282744,0.0560976,0,0.0320961,0.0122033,0.0133407,0.0197718,0,0
60,0.0411547,0,0,0,0,0,0,0,0,0,0,0.0306403,0.0231369,0.0137603,0,0,0.0286397,0,0.0326108,0.016375,0.0449276,0.0204661,0.0158444,0.0140901,0.0551133,0.0310875,0.0110208,0.0181887,0.0178633,0.0193697,0.0153805,0.0116428,0.041174,0.0330535,0.0133254,0.0114838,0.0186852,0.0275086,0.0469064,0.0352417,0,0,0.0298358,0.0434032,0.0678857,0.0189484,0.0563928,0.126506,0.0231014,0.027337,0.0130064,0.0348926,0.0212003,0.00264313,0.0397373,0.0375295,0.0480327,0,0,0,0.0168974,0,0,0,0.0277935,0.0563899,0,0.032372,0.0118569,0.0130435,0.0187443,0,0
61,0.0411994,0,0,0,0,0,0,0,0,0,0,0.030423,0.0232757,0.0137726,0,0,0.0330277,0,0.0331046,0.0204291,0.0448268,0.0202176,0.0156033,0.0137098,0.0542955,0.0360646,0.0107514,0.0177668,0.0177549,0.0193065,0.0154938,0.0115529,0.0406971,0.0360866,0.0123702,0.0171608,0.0185527,0.0278256,0.0467245,0.0351767,0,0,0.0298435,0.0429924,0.0680091,0.0186718,0.0556524,0.126529,0.0224023,0.0270186,0.0136271,0.034963,0.0220931,0.00204472,0.0399267,0.0371565,0.0481375,0,0,0,0.0162425,0,0,0,0.0272844,0.0568265,0,0.0324523,0.0115232,0.0128184,0.0178974,0,0
62,0.0411161,0,0,0,0,0,0,0,0,0,0,0.0299224,0.0236309,0.0136996,0,0,0.0374297,0,0.0334125,0.0236012,0.0448051,0.0199378,0.0154331,0.0133048,0.0536379,0.0391793,0.010427,0.0173073,0.0176333,0.0192491,0.0155644,0.0114602,0.0401738,0.0390367,0.0120427,0.019933,0.0184318,0.0281908,0.0467237,0.0353302,0,0,0.0298041,0.0426546,0.0684762,0.0185162,0.0552573,0.1265,0.0215087,0.0268049,0.0142079,0.0351409,0.0230087,0.00186382,0.039016,0.0367322,0.048012,0,0,0,0.0156274,0,0,0,0.0268796,0.0570049,0,0.0323774,0.0111077,0.0126495,0.0172474,0,0
63,0.0408668,0,0,0,0,0,0,0,0,0,0,0.0295261,0.0239283,0.0137003,0,0,0.0397634,0,0.0335432,0.0252146,0.0447805,0.0198182,0.0153726,0.0129225,0.0530244,0.0410136,0.0101333,0.0168789,0.0174651,0.0190513,0.0155598,0.0113994,0.0395321,0.0407799,0.0119088,0.0212277,0.0184071,0.0285296,0.0468609,0.0355567,0,0,0.0297425,0.0421938,0.0689675,0.0184529,0.05456,0.126458,0.0207097,0.0267,0.0147263,0.0354082,0.0239146,0.00241909,0.0376995,0.0363394,0.0478563,0,0,0,0.015031,0,0,0,0.0265902,0.0570441,0,0.0323546,0.0107481,0.0125287,0.01657,0,0
64,0.0405978,0,0,0,0,0,0,0,0,0,0,0.0290159,0.0240807,0.0137349,0,0,0.0412336,0,0.0335215,0.0261917,0.0447805,0.0197043,0.0152627,0.0125474,0.0523266,0.0423412,0.00989262,0.0165021,0.0172651,0.0187876,0.0155465,0.0113782,0.0389091,0.0419467,0.0119661,0.0218818,0.0182935,0.0287382,0.0469254,0.0357364,0,0,0.0295342,0.0415138,0.0692696,0.0182048,0.0537021,0.126503,0.0199727,0.026531,0.0153216,0.0356984,0.0246965,0.00353518,0.0365045,0.0358862,0.0477046,0,0,0,0.0144546,0,0,0,0.0262825,0.0566229,0,0.0322366,0.0105012,0.0123633,0.0158542,0,0
65,0.0404399,0,0,0,0,0,0,0,0,0,0,0.0286649,0.0242186,0.0138383,0,0,0.0420797,0,0.0335769,0.0266935,0.0448285,0.0196464,0.0150779,0.0121642,0.0515506,0.0433109,0.00962473,0.0161156,0.0170424,0.0184602,0.0155488,0.0113544,0.0382175,0.0427415,0.0121938,0.0222535,0.0182994,0.0290211,0.0471453,0.0358718,0,0,0.0295642,0.0409421,0.0699027,0.0176757,0.0528731,0.126421,0.0193603,0.0263071,0.0159885,0.0360405,0.0256397,0.00423349,0.0355372,0.0353473,0.0476379,0,0,0,0.0138859,0,0,0,0.0258839,0.0561819,0,0.0319297,0.010218,0.0120518,0.0152041,0,0
66,0.0402908,0,0,0,0,0,0,0,0,0,0,0.0285103,0.0243526,0.0139736,0,0,0.0426425,0,0.0336151,0.0270224,0.0449312,0.0195818,0.0148316,0.0118478,0.0507279,0.0441203,0.0093343,0.0157112,0.0167953,0.0181658,0.0155528,0.0113607,0.037489,0.0433488,0.0124427,0.0224984,0.0182615,0.0292486,0.0472003,0.0361425,0,0,0.0295743,0.040456,0.0703906,0.0170444,0.0519977,0.126268,0.0187347,0.0259695,0.0167486,0.0362876,0.0264922,0.00490714,0.03456,0.0347939,0.0476255,0,0,0,0.0134222,0,0,0,0.0253342,0.0557566,0,0.0315249,0.00953363,0.0116441,0.014303,0,0
67,0.0400922,0,0,0,0,0,0,0,0,0,0,0.0281394,0.0245459,0.01409,0,0,0.042919,0,0.0334506,0.0272737,0.0450077,0.0195227,0.0145611,0.0116588,0.0499934,0.0447504,0.00908997,0.0153309,0.0165571,0.0179409,0.0155624,0.011348,0.0367487,0.0437154,0.0124067,0.022709,0.0184938,0.0294009,0.0471517,0.03645,0,0,0.0295306,0.0401069,0.0707573,0.0166362,0.0512045,0.126147,0.0179137,0.0257963,0.0174798,0.0365273,0.0273283,0.00544999,0.0336841,0.0337782,0.0476094,0,0,0,0.0134708,0,0,0,0.0248665,0.0556027,0,0.0310977,0.00906199,0.0113074,0.0135607,0,0
68,0.0399794,0,0,0,0,0,0,0,0,0,0,0.0275343,0.024689,0.0141679,0,0,0.0430798,0,0.0334509,0.0274596,0.0450951,0.019433,0.0143204,0.0114769,0.0493219,0.0452579,0.00890874,0.0149475,0.0163765,0.017755,0.0155343,0.0113137,0.0358303,0.0439052,0.0121479,0.0228565,0.0188045,0.0295061,0.0470752,0.0367934,0,0,0.0294832,0.0398143,0.0711236,0.016502,0.0505163,0.125949,0.0170944,0.0257923,0.0181784,0.036753,0.028073,0.00617693,0.0329217,0.0327823,0.0474625,0,0,0,0.0138627,0,0,0,0.0245009,0.0553266,0,0.0306988,0.00879657,0.0110974,0.0126724,0,0
69,0.0399295,0,0,0,0,0,0,0,0,0,0,0.0267771,0.0247141,0.0141759,0,0,0.0431046,0,0.0334348,0.0275421,0.0452203,0.0193831,0.0141208,0.0112292,0.048975,0.0456075,0.00873961,0.0145762,0.0162198,0.0175823,0.0155042,0.0112685,0.034892,0.0439769,0.0119707,0.0229818,0.0193143,0.0295736,0.046982,0.0371679,0,0,0.0294999,0.0396254,0.0713448,0.0163592,0.049936,0.125705,0.0164103,0.0257553,0.0188446,0.0369532,0.0287662,0.00676461,0.0324855,0.0318983,0.0472272,0,0,0,0.0136473,0,0,0,0.0241345,0.0552005,0,0.0302161,0.00833971,0.010888,0.0120724,0,0
70,0.0398837,0,0,0,0,0,0,0,0,0,0,0.0260109,0.0246867,0.0141609,0,0,0.0430135,0,0.0332822,0.0275315,0.0454038,0.0192948,0.0139431,0.0109611,0.0487532,0.0458382,0.00824319,0.0142202,0.0161094,0.0174146,0.0155323,0.0112478,0.0339064,0.0439899,0.0119328,0.0232398,0.0197849,0.0295877,0.0467342,0.0377849,0,0,0.0295734,0.0394964,0.0712927,0.0162403,0.0493758,0.125317,0.0158221,0.0256167,0.0195039,0.0370713,0.0291982,0.00736571,0.032339,0.0311147,0.0469961,0,0,0,0.0130318,0,0,0,0.023695,0.0552972,0,0.0296933,0.00792219,0.0107229,0.0112782,0,0
71,0.0394799,0,0,0,0,0,0,0,0,0,0,0.0226897,0.0246561,0.0150698,0,0,0.0432172,0,0.0332343,0.0276348,0.0410095,0.0201359,0.0162093,0.00963767,0.0528782,0.0450821,0.0091775,0.0147715,0.0144443,0.015388,0.015199,0.0114631,0.0274126,0.0441654,0.0120189,0.0229658,0.0196582,0.0296417,0.0388246,0.0382139,0,0,0.0296556,0,0.0585261,0.00981329,0.0507917,0.124585,0.0205001,0.0212647,0.0202824,0.0298042,0.0272732,0.00848507,0.0321979,0.028848,0.0468129,0,0,0,0.0136891,0,0,0,0.0197303,0.054233,0,0.0276756,0.00839741,0.016371,0.0101576,0,0
72,0.0396292,0,0,0,0,0,0,0,0,0,0,0.0218587,0.0249134,0.0151294,0,0,0.0469668,0,0.0331969,0.0300757,0.0411401,0.0202595,0.0161218,0.00933573,0.0526505,0.0469625,0.00883823,0.014499,0.0143451,0.015253,0.0152845,0.0113506,0.0258675,0,0.0122304,0.0242308,0.0212178,0.0295841,0.0389712,0.0387521,0,0,0.0296648,0,0.0587713,0.0100454,0.0507069,0.12445,0.0198282,0.0212038,0.0209427,0.0298658,0.0283762,0.00832325,0.0318751,0.0275475,0.0467809,0,0,0,0.0136955,0,0,0,0.0195446,0.0534025,0,0.0268307,0.00824559,0.0161274,0.00926094,0,0
73,0.0399699,0,0,0,0,0,0,0,0,0,0,0.0233261,0.0248089,0.014013,0,0,0.0428244,0,0.033056,0.0273115,0.0458227,0.0190082,0.0132569,0.0101367,0.047025,0.0461688,0.00689365,0.013344,0.015768,0.0169376,0.015634,0.011221,0.0295666,0.043941,0.0120567,0.0226197,0.0212971,0.0294483,0.0459028,0.0391542,0,0,0.0296548,0.0389742,0.0712432,0.0162583,0.0476993,0.124474,0.013596,0.0251503,0.021925,0.0372319,0.0303663,0.00899091,0.0310711,0.0285927,0.0468654,0,0,0,0.0119336,0,0,0,0.0228756,0.0524044,0,0.0279524,0.00711176,0.0103087,0.00895278,0,0
74,0.0399382,0,0,0,0,0,0,0,0,0,0,0.0225224,0.0247732,0.0140713,0,0,0.0428787,0,0.0328484,0.027292,0.0460663,0.0192508,0.0129771,0.00980644,0.0464625,0.0461726,0.00664548,0.0130638,0.0156264,0.0167332,0.0156795,0.0112128,0.0280996,0.0439785,0.0120059,0.0226559,0.0224497,0.0293953,0.0457357,0.0394717,0,0,0.0296817,0.0387478,0.0711528,0.0161688,0.047226,0.124281,0.0125527,0.0252255,0.0226308,0.0374599,0.0304102,0.00900127,0.0304695,0.027506,0.0467758,0,0,0,0.012017,0.0087007,0,0,0.0225913,0.0519612,0,0.0271425,0.00681471,0.0104273,0.00799762,0,0
75,0.0398886,0,0,0,0,0,0,0,0,0,0,0.021671,0.0248761,0.0141382,0,0,0.0426892,0,0.0328874,0.0271984,0.0462593,0.0193769,0.0127563,0.00948394,0.0457735,0.0460966,0.00646093,0.0128187,0.0154448,0.0164622,0.015709,0.0112608,0.0267938,0.0439268,0.011931,0.0226101,0.0230111,0.0294328,0.0454403,0.039863,0,0,0.0297469,0.0383844,0.0713336,0.0159851,0.046561,0.123692,0.0115775,0.0253177,0.0234293,0.0377949,0.0307219,0.00930959,0.0301464,0.0265785,0.0465226,0,0,0,0.0127402,0.00801916,0,0,0.0215261,0.0517216,0,0.0264174,0.00691221,0.0104534,0.00746347,0,0
76,0.0398351,0,0,0,0,0,0,0,0,0,0,0.0209342,0.0249322,0.0142368,0,0,0.0424485,0,0.0328644,0.0271316,0.0464616,0.0193629,0.0125939,0.00910815,0.0449393,0.0461236,0.00635073,0.01257,0.0151788,0.0161626,0.015681,0.0112675,0.025538,0.0438581,0.0119651,0.0226517,0.0238635,0.0294957,0.0453061,0.0401875,0,0,0.0297926,0.0379193,0.0717302,0.0157594,0.0457326,0.123135,0.010323,0.0256647,0.024234,0.0382485,0.0316149,0.0100461,0.0301614,0.0256605,0.046287,0,0,0,0.0130074,0.00739628,0,0,0.0209286,0.0516418,0,0.0257236,0.00687543,0.0108375,0.00696511,0,0
77,0.0397336,0,0,0,0,0,0,0,0,0,0,0.0202921,0.024873,0.0142921,0,0,0.0422169,0,0.0326827,0.0271359,0.0466101,0.0194759,0.0124048,0.00867609,0.0440284,0.0463591,0.00630577,0.0122923,0.0148724,0.0158714,0.0156584,0.0112693,0.0242628,0.0437614,0.012153,0.0226607,0.0251729,0.0295684,0.0450579,0.0405777,0,0,0.02976,0.0375899,0.0717289,0.0157509,0.0448161,0.122393,0.00889654,0.0258764,0.0251506,0.0384081,0.032669,0.0105388,0.0303924,0.0247684,0.0460337,0,0,0,0.0124412,0.00672134,0,0,0.0206645,0.0515666,0,0.0249261,0.00664475,0.010877,0.00618219,0,0
78,0.0351544,0,0,0,0,0,0,0,0,0,0,0.0194937,0.0250391,0.0143015,0,0,0.0418838,0,0.0327785,0.0269724,0.0469872,0.0194373,0.012756,0.00812524,0.0452591,0.044382,0.00597203,0.0116915,0.0146607,0.015628,0.0156944,0.0112153,0.0229226,0.0430071,0.0124785,0.0226031,0.0256086,0.0305201,0.0441392,0.0357216,0,0,0.0280759,0.0372963,0.0710035,0.0161176,0.0460146,0,0.00757098,0.0257455,0.0261794,0.0384285,0.0328515,0.00749473,0.0360622,0.0213743,0.0424123,0,0,0,0.0120121,0.00607844,0,0,0.0203698,0.0600511,0,0.0218059,0.00640583,0.0108325,0.00530935,0,0
79,0.0302893,0,0,0,0,0,0,0,0,0,0,0.0187416,0.025177,0.0144439,0,0,0.0414041,0,0.0328303,0.0266477,0.047163,0.019584,0.01274,0.00770668,0.0452991,0.0427609,0.00589592,0.0113362,0.0143928,0.0153342,0.0157161,0.0111953,0.0217515,0.0421919,0.0128053,0.0225809,0.0264726,0.0322181,0.0429343,0.030535,0,0,0.0262886,0.037189,0.06975,0.0162486,0.0459816,0,0.00660828,0.0256579,0.0270865,0.0381985,0.0331312,0.00614688,0.0405579,0.0192962,0.0386377,0,0,0,0.0120682,0.00525124,0.0440604,0,0.0198744,0.0670417,0,0.0201961,0.00651963,0.0108591,0.00458472,0,0
80,0.0299957,0,0,0,0,0,0,0,0,0,0,0.018265,0.0251309,0.0147288,0,0,0.0413608,0,0.0326807,0.026674,0.047293,0.0199347,0.0123391,0.00727493,0.0443356,0.0426849,0.00603429,0.0111191,0.014126,0.0150118,0.0157513,0.0111934,0.0207521,0.0421691,0.0129689,0.0226022,0.0278934,0.0322176,0.0415839,0.0305149,0,0,0.0262862,0.0372287,0.0680693,0.0160717,0.044741,0,0.0060101,0.0256241,0.0279093,0.0376702,0.0335965,0.00562118,0.0404981,0.0185804,0.0386036,0,0,0,0.0122745,0.00495767,0.0441579,0,0.0192679,0.0671196,0,0.0195531,0.00679194,0.0106699,0.00398274,0,0
81,0.0298558,0,0,0,0,0,0,0,0,0,0,0.0178427,0.0250781,0.014983,0,0,0.0410883,0,0.0324362,0.0265456,0.0473882,0.0202882,0.0119665,0.00687523,0.0433775,0.0425103,0.00630173,0.0109267,0.013806,0.0146917,0.015755,0.0112557,0.0197474,0.0416895,0.0131333,0.0225642,0.0291589,0.0321316,0.0399143,0.0308741,0,0,0.026341,0.0372663,0.0660375,0.0158799,0.0435064,0,0.00622443,0.0253063,0.0287287,0.0369772,0.0337019,0.00522028,0.0408652,0.0180408,0.0389101,0,0,0,0.0124577,0,0.0444482,0,0.0184188,0.0665244,0,0.0189739,0.00719357,0.0104622,0.00365919,0,0
