Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,LWRA
9,0.0130213,0,0,0,0,0.0410452,0,0,0,0,0,0,0.0326412,0.0300318,0.0279379,0.0208116,0,0,0.0216814,0,0.026821,0.0303873,0.0418344,0.0270561,0.00356322,0.00939494,0.0286483,0.0346339,0.0173267,0.0151883,0.0134845,0.00733917,0.01296,0.012236,0.0172361,0.0349659,0.0219998,0.0359242,0.0138673,0.0328528,0.0088386,0.0159736,0.0419442,0,0,0.00901025,0,0.0315748,0.0205179,0.0374864,0.00759688,0.0148795,0.0121977,0.0269528,0.0479182,0.0118052,0.0128679,0.00813441,0.0112637,0.00874412,0.0306684,0.00863283,0.0088556,0.0147629,0.0228853,0.0309129,0.0344304,0.0463018,0.0141005,0,0,0,0
10,0.0129024,0,0,0,0,0.0407381,0,0,0,0,0,0,0.032693,0.0300523,0.0279694,0.0207065,0,0,0.0215614,0,0.0268227,0.0303877,0.0418032,0.0270753,0.00354656,0.00950265,0.0285905,0.034405,0.017197,0.0151837,0.0135364,0.00738356,0.013021,0.0122636,0.0172302,0.0351033,0.0216865,0.0360358,0.0142063,0.0328361,0.00903765,0.0159426,0.0416867,0,0,0.00887506,0,0.0315896,0.0203109,0.037359,0.00766902,0.0148691,0.0121212,0.0269228,0.0474257,0.0117798,0.0127684,0.00790889,0.0112612,0.00862775,0.0307401,0.00863169,0.0088696,0.0150558,0.022596,0.0307137,0.0342801,0.0459459,0.0139847,0,0,0,0
11,0.0127049,0,0,0,0,0.040358,0,0,0,0,0,0,0.0326248,0.0300364,0.0280041,0.0206757,0,0,0.0214235,0,0.0267763,0.0302919,0.0417823,0.0271061,0.00351847,0.00956538,0.0285721,0.0341954,0.0170478,0.0153166,0.0135506,0.00738516,0.0130252,0.0122503,0.017228,0.0352409,0.0213796,0.0360559,0.0145946,0.032799,0.00927335,0.015906,0.0413155,0,0,0.0087378,0,0.0315719,0.0201294,0.0372685,0.00771587,0.0148621,0.0120232,0.0269092,0.0467583,0.0117454,0.0126967,0.00772325,0.0112541,0.00848568,0.0308294,0.0086868,0.0088529,0.0154276,0.0222201,0.0304416,0.0341737,0.0455334,0.0138819,0,0,0,0
12,0.012547,0,0,0,0,0.0400066,0,0,0,0,0,0,0.0326583,0.0300081,0.0280526,0.0206938,0,0,0.0213212,0,0.0267181,0.0300927,0.0418018,0.0271526,0.00350999,0.00964579,0.0285467,0.033967,0.0168912,0.015179,0.0135654,0.00737132,0.0130265,0.0122196,0.017228,0.0353996,0.0211058,0.035888,0.0150068,0.0327643,0.00952179,0.0158597,0.0409801,0,0,0.00860699,0,0.031533,0.0199904,0.0372083,0.00776532,0.0148716,0.0118979,0.0268702,0.0461089,0.0117281,0.0126388,0.00758472,0.0112489,0.00830526,0.0309081,0.00883719,0.00879198,0.0158158,0.0218323,0.0302817,0.0341136,0.0451371,0.0138074,0,0,0,0
13,0.0124479,0,0,0,0,0.039695,0,0,0,0,0,0,0.0327533,0.0300388,0.0281203,0.0206947,0,0,0.0213596,0,0.0267265,0.0299569,0.0418195,0.0272005,0.00349963,0.00970581,0.0284725,0.0337541,0.0167868,0.0149857,0.0135708,0.0073605,0.0130384,0.0122291,0.0172231,0.0354617,0.0209268,0.0358038,0.015322,0.0327368,0.00972923,0.0158026,0.0407061,0,0,0.00850424,0,0.0314922,0.0198731,0.0371764,0.0078323,0.0148815,0.0117828,0.026775,0.0454746,0.0117169,0.0126082,0.00753594,0.011254,0.00813742,0.0309607,0.0088935,0.00874028,0.0160938,0.0214474,0.0301379,0.0341278,0.0447782,0.0137625,0,0,0,0
14,0.01233,0,0,0,0,0.0393669,0,0,0,0,0,0,0.0328313,0.0300297,0.0281905,0.0207066,0,0,0.0212144,0,0.0267026,0.0297985,0.0418033,0.0272689,0.00346737,0.00975495,0.0284026,0.0336382,0.0167628,0.0148894,0.0135836,0.00733908,0.0130149,0.0122574,0.0172318,0.0354306,0.0208352,0.0356999,0.0154303,0.0327246,0.00983706,0.0157414,0.040434,0,0,0.00841473,0,0.0314931,0.0197603,0.0371545,0.00789021,0.0148825,0.0117062,0.0265897,0.0448462,0.0117186,0.0126149,0.0075116,0.0112498,0.00808608,0.0309841,0.00886956,0.00870958,0.0162239,0.0211177,0.0299962,0.0341853,0.0443924,0.0137256,0,0,0,0
15,0.0122338,0,0,0,0,0.0390746,0,0,0,0,0,0,0.0328043,0.0299648,0.028212,0.0207316,0,0,0.0210555,0,0.0266202,0.0296428,0.0417779,0.027318,0.00343841,0.00977643,0.0283793,0.0336004,0.0167747,0.0148939,0.0136013,0.00731253,0.0129627,0.012228,0.0172415,0.0354382,0.0207855,0.0355854,0.0154121,0.0326875,0.009889,0.0157038,0.0402243,0,0,0.00834708,0,0.0314988,0.0196728,0.0371346,0.00801689,0.014905,0.0116959,0.0265751,0.044297,0.0117254,0.0126078,0.00746365,0.0112557,0.0081146,0.0310169,0.00882607,0.00873483,0.016206,0.0208882,0.0297876,0.0342755,0.0440459,0.0137162,0,0,0,0
16,0.0121782,0,0,0,0,0.0387908,0,0,0,0,0,0,0.0326689,0.0299795,0.0281957,0.0207597,0,0,0.0210898,0,0.0266075,0.0296984,0.0417873,0.0272981,0.00343301,0.00976079,0.0283593,0.0336471,0.0167681,0.0148646,0.0135874,0.00730227,0.0129565,0.0122001,0.017227,0.0354176,0.0208005,0.0357209,0.0153291,0.03262,0.00993888,0.015704,0.0400656,0,0,0.00830356,0,0.0314721,0.0195834,0.0371193,0.00822401,0.0149267,0.0116805,0.0267406,0.0438307,0.0117317,0.0125443,0.00740907,0.0112457,0.00815828,0.0310457,0.00886281,0.00883328,0.01606,0.0206354,0.0297223,0.0343997,0.0437268,0.0137256,0,0,0,0
17,0.0120607,0,0,0,0,0.0383875,0,0,0,0,0,0,0.0324489,0.0299669,0.0281149,0.0207851,0,0,0.0211006,0,0.0265508,0.0297638,0.0418046,0.0272408,0.00341893,0.00972537,0.028348,0.0337353,0.0167511,0.0147849,0.0135329,0.00728577,0.0129596,0.0122183,0.0171851,0.035334,0.0208565,0.0358654,0.015192,0.0325122,0.0100568,0.0157139,0.0398001,0,0,0.00830582,0,0.0313776,0.0194979,0.0371102,0.00859673,0.0149505,0.0116102,0.0268321,0.0432102,0.0117523,0.0124663,0.00733601,0.011233,0.00818734,0.0311181,0.00877302,0.00898669,0.0157377,0.0202226,0.029866,0.0345823,0.0432857,0.0134996,0,0,0,0
18,0.0120011,0,0,0,0,0.0380605,0,0,0,0,0,0,0.0323956,0.0298974,0.0280223,0.0207826,0,0,0.0209807,0,0.0264374,0.0297787,0.0418129,0.027202,0.00341519,0.00964358,0.0282787,0.0336204,0.0166895,0.0147109,0.0134469,0.00730438,0.0129652,0.0122102,0.0171488,0.0352124,0.0209149,0.0358879,0.0151233,0.0324266,0.0101878,0.015657,0.0396259,0,0,0.00836479,0,0.0312915,0.0194988,0.0371015,0.00882293,0.0149867,0.0115384,0.0267708,0.042743,0.0117735,0.0125037,0.00722218,0.0112475,0.00816756,0.0311769,0.00870874,0.00903111,0.0155298,0.0198541,0.0300269,0.0347813,0.0428854,0.0130388,0,0,0,0
19,0.0117318,0,0,0,0,0.0375726,0,0,0,0,0,0,0.0324876,0.0298796,0.0279818,0.0207744,0,0,0.0209806,0,0.026374,0.0298764,0.0417791,0.0271888,0.0034254,0.00959208,0.0282751,0.0335984,0.0166306,0.0146792,0.0133673,0.0073288,0.0129842,0.0122097,0.0171424,0.0351276,0.0210063,0.03599,0.0151155,0.0323795,0.0102876,0.0154994,0.0391241,0,0,0.00849633,0,0.0312478,0.0195424,0.0371009,0.00888043,0.0149721,0.0114731,0.0266758,0.0419767,0.01178,0.0126652,0.00704641,0.0112477,0.00808059,0.0312311,0.00869904,0.00898398,0.0154902,0.0194611,0.0301314,0.034952,0.0423405,0.0127313,0,0,0,0
20,0.011482,0,0,0,0,0.0370219,0,0,0,0,0,0,0.0325993,0.0299213,0.0279443,0.0207167,0,0,0.0210642,0,0.0263715,0.0300313,0.041727,0.0271863,0.00341408,0.00957605,0.0282761,0.0335315,0.0165972,0.0146631,0.0133496,0.00733425,0.0129775,0.0121899,0.0171531,0.0350409,0.0210563,0.0360961,0.0151528,0.0323534,0.0103808,0.0153127,0.0385726,0,0,0.00864101,0,0.031222,0.0195629,0.0370952,0.00892999,0.0149211,0.0113717,0.0267028,0.041173,0.0117811,0.0128218,0.0070788,0.0112332,0.00792521,0.0312085,0.00867165,0.00889148,0.0155036,0.0191451,0.0301332,0.0350783,0.0417817,0.0126349,0,0,0,0
21,0.0112277,0,0,0,0,0.0364883,0,0,0,0,0,0,0.0325903,0.029915,0.0279171,0.0206787,0,0,0.0210895,0,0.0263397,0.0300568,0.0416918,0.0272121,0.00341778,0.00960797,0.0283353,0.0334352,0.0166004,0.0146738,0.0133542,0.00732822,0.0129811,0.0121458,0.0171616,0.0349871,0.0210535,0.0360565,0.0153168,0.0323175,0.0104448,0.0153605,0.03803,0,0,0.00875969,0,0.031186,0.0195521,0.0370118,0.00907495,0.0149253,0.0112949,0.0267608,0.0403512,0.0117224,0.0126486,0.00713539,0.0111968,0.00781002,0.0310958,0.0086117,0.00887819,0.0156615,0.0188375,0.0301386,0.0351681,0.0412578,0.0125345,0,0,0,0
22,0.0110219,0,0,0,0,0.0360276,0,0,0,0,0,0,0.0324845,0.02993,0.0279316,0.0206603,0,0,0.0211411,0,0.0263491,0.0300605,0.0416407,0.027243,0.00342997,0.00960678,0.0283984,0.0332798,0.0165827,0.01475,0.0133267,0.00730939,0.0129977,0.0121467,0.0171731,0.0349806,0.0209726,0.0360917,0.0155308,0.0322859,0.0105474,0.0154446,0.0375296,0,0,0.00887634,0,0.031165,0.0194978,0.0369063,0.00919689,0.0149524,0.011208,0.0268006,0.0396522,0.0116731,0.012399,0.00719042,0.0111971,0.00770266,0.030969,0.00856349,0.00890462,0.0158663,0.0185491,0.0302184,0.0352488,0.040833,0.0123581,0,0,0,0
23,0.0108136,0,0,0,0,0.0356372,0,0,0,0,0,0,0.0323857,0.0299722,0.0279849,0.0206319,0,0,0.0212447,0,0.0263967,0.0301053,0.0415778,0.0272476,0.00343795,0.00956316,0.0284578,0.0331123,0.016559,0.0149122,0.0133097,0.00730761,0.013005,0.0121445,0.0171924,0.0350194,0.0209227,0.0361394,0.0157135,0.032263,0.0107276,0.0154426,0.0370594,0,0,0.00896547,0,0.0311723,0.0193939,0.0368406,0.00923457,0.0149236,0.0110932,0.0268712,0.0390906,0.0116752,0.0123557,0.0072404,0.0112244,0.00757848,0.0309518,0.00855597,0.0088957,0.0160315,0.0182993,0.0302958,0.0352999,0.0404801,0.0121288,0,0,0,0
24,0.0105738,0,0,0,0,0.0352726,0,0,0,0,0,0,0.0325496,0.0299653,0.0280491,0.0205954,0,0,0.0212688,0,0.0264,0.030051,0.0415096,0.027296,0.00342406,0.00951911,0.0285083,0.0329771,0.0165157,0.0148118,0.0132897,0.00730216,0.0130156,0.0121329,0.017219,0.0350708,0.0209001,0.0360373,0.0158461,0.0322492,0.0108432,0.0153537,0.0365801,0,0,0.0090292,0,0.0312081,0.0192654,0.0368303,0.00919486,0.0148399,0.0109928,0.0269563,0.0385876,0.0117021,0.0124719,0.00728041,0.0112469,0.00741055,0.0309623,0.00854437,0.00879028,0.0162061,0.0181099,0.0303011,0.0352906,0.0401415,0.0119989,0,0,0,0
25,0.0103532,0,0,0,0,0.0349793,0,0,0,0,0,0,0.032725,0.0298778,0.0281199,0.0205731,0,0,0.0211534,0,0.0263367,0.0298536,0.0414495,0.0273709,0.00342093,0.00951632,0.0286208,0.032841,0.0164803,0.0146962,0.0132881,0.00731143,0.0130024,0.0121432,0.0172489,0.035116,0.0208578,0.0357896,0.0160277,0.0322385,0.0109032,0.0153301,0.0361176,0,0,0.00904702,0,0.0312667,0.0190822,0.036834,0.00914978,0.014755,0.0109311,0.0270098,0.0381337,0.0117158,0.0125146,0.00730613,0.0112696,0.00727619,0.0309554,0.00853734,0.00866795,0.0163813,0.018023,0.0301957,0.0352538,0.0398558,0.0118294,0,0,0,0
26,0.0101767,0,0,0,0,0.0347112,0,0,0,0,0,0,0.0328541,0.0298247,0.0281994,0.0205861,0,0,0.0210771,0,0.0263161,0.0297299,0.0414411,0.0274037,0.00344013,0.00952647,0.0287763,0.0327141,0.0164586,0.0146097,0.0132972,0.00731274,0.0129925,0.012154,0.0172651,0.035229,0.0207742,0.0355449,0.0160668,0.0322415,0.0110371,0.0153967,0.035696,0,0,0.00905307,0,0.0313362,0.0189359,0.0368371,0.00944979,0.0147334,0.0108924,0.0270349,0.0376952,0.0117291,0.012462,0.00731546,0.0112805,0.00734049,0.0310813,0.00855432,0.00882059,0.0163238,0.017995,0.0300809,0.0352022,0.0395845,0.0116751,0,0,0,0
27,0.00993698,0,0,0,0,0.0343718,0,0,0,0,0,0,0.0329318,0.0298064,0.0282216,0.020635,0,0,0.0210561,0,0.0263281,0.0297045,0.0414577,0.0273965,0.00347651,0.00951586,0.0289169,0.032593,0.0164986,0.0145995,0.0132882,0.00732682,0.0130331,0.012163,0.0172673,0.0352958,0.0206732,0.0354193,0.0160315,0.0322439,0.0111186,0.0154652,0.0351908,0,0,0.00908481,0,0.0313929,0.0188312,0.0368569,0.00964408,0.014719,0.0108922,0.0270866,0.0371483,0.011747,0.0124195,0.00730626,0.0112695,0.00742053,0.0311403,0.00857445,0.00893825,0.0163303,0.0179196,0.0299843,0.0351383,0.0392715,0.011508,0,0,0,0
28,0.00970128,0,0,0,0,0.0340299,0,0,0,0,0,0,0.0329835,0.0298013,0.028215,0.0206691,0,0,0.0210828,0,0.0263549,0.0296886,0.0414648,0.027351,0.00352182,0.00949457,0.0290297,0.0324658,0.0165325,0.0146724,0.0132819,0.00733141,0.013076,0.0121642,0.017278,0.0354179,0.020581,0.0353395,0.015987,0.0322542,0.0110905,0.0154988,0.0347133,0,0,0.0091392,0,0.0314311,0.0187844,0.0368895,0.00954017,0.0146837,0.0109343,0.0271872,0.0366231,0.0117583,0.0124465,0.00730632,0.0112475,0.00742225,0.0311092,0.00858421,0.00889036,0.0164359,0.0177298,0.0299865,0.0350859,0.0389777,0.0113419,0,0,0,0
29,0.00941321,0,0,0,0,0.0335918,0,0,0,0,0,0,0.0330763,0.0297892,0.0282252,0.0206848,0,0,0.0210909,0,0.0263722,0.0296762,0.0414547,0.0273388,0.00357859,0.00949817,0.0291294,0.0323434,0.0165384,0.0148862,0.0132895,0.00735387,0.0131232,0.0121498,0.0173166,0.0355372,0.0205173,0.0352646,0.0160546,0.0322571,0.0109705,0.015525,0.0341328,0,0,0.00922531,0,0.0314395,0.0187687,0.0369129,0.00919238,0.0146048,0.0109972,0.0273471,0.035948,0.0117578,0.0125251,0.00732422,0.0112402,0.00737375,0.0309997,0.00860953,0.00871413,0.0166092,0.0174191,0.0299787,0.0350404,0.0385998,0.0111666,0,0,0,0
30,0.00916072,0,0,0,0,0.0331916,0,0,0,0,0,0,0.0331886,0.0297846,0.0283058,0.020712,0,0,0.0210768,0,0.026399,0.0295834,0.0414218,0.0273703,0.0036229,0.00952707,0.0292541,0.0321799,0.0165506,0.014955,0.0133049,0.00738282,0.0131978,0.0121537,0.0173572,0.0356142,0.0204393,0.0352223,0.0159762,0.0322572,0.0108841,0.015543,0.0335944,0,0,0.00930495,0,0.0314252,0.0187666,0.0369472,0.00903032,0.0145369,0.0110576,0.0275326,0.0352747,0.0117651,0.0126628,0.0073097,0.0112686,0.00742265,0.0309798,0.00864017,0.00868076,0.0165497,0.017082,0.0300285,0.0350232,0.0382204,0.0110133,0,0,0,0
31,0.00891542,0,0,0,0,0.0327916,0,0,0,0,0,0,0.0331921,0.0297908,0.0283945,0.0207576,0,0,0.0210742,0,0.0264425,0.029477,0.0413859,0.027435,0.00364837,0.00959444,0.0294059,0.0319986,0.0166314,0.0149721,0.0133395,0.00739681,0.0132479,0.0121352,0.0173945,0.0356794,0.0203274,0.0351581,0.015771,0.0322724,0.0108082,0.0155485,0.0330575,0,0,0.00938684,0,0.0314127,0.0187748,0.037022,0.00897446,0.0144806,0.0111422,0.0276353,0.0345465,0.0118262,0.0129022,0.00727658,0.0113098,0.00754271,0.0310465,0.00867246,0.0087167,0.0163078,0.0167362,0.0301391,0.0350339,0.0378314,0.0108621,0,0,0,0
32,0.00870539,0,0,0,0,0.0324044,0,0,0,0,0,0,0.0331229,0.0297872,0.0285064,0.0208511,0,0,0.0209785,0,0.0264968,0.029422,0.0413952,0.0274866,0.00368898,0.00961074,0.0296219,0.0318512,0.0166773,0.0149706,0.0133662,0.00741766,0.0132822,0.0121219,0.0174216,0.0358354,0.0202432,0.035088,0.0156535,0.0322865,0.0107271,0.0156364,0.0325207,0,0,0.00947007,0,0.031391,0.018806,0.0370379,0.00890956,0.0144957,0.011311,0.0278203,0.033795,0.0118861,0.0129491,0.00728795,0.01135,0.00770791,0.0311803,0.00876001,0.00885808,0.0161879,0.0164217,0.0302248,0.0350682,0.0374823,0.0107109,0,0,0,0
33,0.00846568,0,0,0,0,0.031994,0,0,0,0,0,0,0.0332343,0.0297553,0.0285638,0.0209835,0,0,0.0209438,0,0.0265303,0.0293598,0.0414376,0.0274635,0.00375099,0.00958394,0.0298724,0.0317308,0.016684,0.0149916,0.0133593,0.00740821,0.0132702,0.0121226,0.0174416,0.0359366,0.0201932,0.0349906,0.0155775,0.0322898,0.0105819,0.0158337,0.0319381,0,0,0.00954061,0,0.0313795,0.0188183,0.0369978,0.0088746,0.0145604,0.0115675,0.0280763,0.0330213,0.011902,0.0127809,0.00731581,0.011372,0.00794728,0.0312989,0.00885031,0.00909146,0.0162422,0.0161837,0.0301158,0.0350919,0.0371169,0.0105265,0,0,0,0
34,0.00825637,0,0,0,0,0.0316093,0,0,0,0,0,0,0.0334305,0.029708,0.0285464,0.0210574,0,0,0.0209541,0,0.0265466,0.029278,0.041442,0.0274146,0.00381508,0.00954533,0.0301219,0.0316337,0.016653,0.0150233,0.0133317,0.00738634,0.0132548,0.012157,0.01747,0.0359419,0.0201283,0.0348618,0.0152736,0.032284,0.0103329,0.0159627,0.0313869,0,0,0.00961957,0,0.031391,0.0188306,0.0369722,0.00885947,0.0145528,0.0117337,0.0283483,0.0323459,0.0119023,0.0125946,0.0073198,0.0113641,0.0081542,0.0310909,0.00885386,0.00927534,0.0161431,0.015839,0.0299418,0.0351081,0.0367308,0.0103514,0,0,0,0
35,0.00809506,0,0,0,0,0.0312533,0,0,0,0,0,0,0.0334066,0.0296399,0.0285625,0.0211118,0,0,0.0209619,0,0.0265425,0.0291704,0.0414152,0.027431,0.00386353,0.00954766,0.0303899,0.0314964,0.0166467,0.0150569,0.0133349,0.00737898,0.0132844,0.0121662,0.0175048,0.0360303,0.0200215,0.0347178,0.015012,0.0322596,0.0101315,0.0160493,0.0308896,0,0,0.00963884,0,0.0314385,0.018811,0.0369983,0.00883314,0.014503,0.0118585,0.0286237,0.0317384,0.0119118,0.012565,0.00728283,0.0113538,0.00833191,0.0309668,0.0088544,0.00941834,0.0159858,0.0155016,0.0296505,0.0350699,0.0363468,0.0101945,0,0,0,0
