Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x75,x76,,x81,x79
838,0.00626438,0,0,0,0,0.012353,0,0,0,0,0,0,0.0107689,0.0249964,0.0024409,0.0141165,0,0,0.00278575,0,0.0337195,0.00934354,0.0499831,0.0078083,0.01496,0.00959487,0.0226368,0.035995,0.0051945,0.00946683,0.00859859,0.00510502,0.00423169,0.00293206,0.0246489,0.0204813,0.006851,0.00898008,0.00492715,0.0157984,0.0352576,0.0058271,0.104744,0.0124323,0,0,0.0206517,0,0.0319731,0.0195402,0.0295928,0.00776328,0,0.00840413,0.0222072,0.0204523,0.00753047,0.0174434,0.00746424,0.0087036,0.00560373,0.0333254,0.00537529,0.00518839,0.0199197,0.0249532,0,0.0506628,0.0147725,0.00610915,0,0,0,0,0,0,0,0,0
839,0.0091447,0,0,0,0,0.0127029,0,0,0,0,0,0,0.0347956,0.02518,0.0213846,0.0122975,0,0,0.00302798,0,0.0333892,0.00963517,0.0510643,0.0398139,0.0151402,0.0294366,0.025458,0.0354235,0.0156816,0.0317768,0.0225709,0.023979,0.0294564,0.0158932,0.0159523,0.0528689,0.00638172,0.00899304,0.00522856,0.0157206,0.035591,0.00654749,0.106289,0.0131748,0,0,0.0215018,0,0.0319926,0.0191264,0.0289734,0.00891843,0,0.00785536,0.0222799,0.0197222,0.00730609,0.016956,0.00686101,0.00892679,0.00648232,0.0340834,0.00618226,0.00606845,0.0196323,0.025054,0,0.050307,0.0139833,0.00864017,0,0,0,0,0,0,0,0,0
840,0.00954235,0,0,0,0,0.0133079,0,0,0,0,0,0,0.0335287,0.0252876,0.0219771,0.0126214,0,0,0.00348443,0,0.0332242,0.00970346,0.0511065,0.0399686,0.0151023,0.0288539,0.0249297,0.0359281,0.0160367,0.0318531,0.0216493,0.0241231,0.0295586,0.0164428,0.0152145,0.0522666,0.00661542,0.00907321,0.00533793,0.0158282,0.0357184,0.00642823,0.10616,0.0130973,0,0,0.0227299,0,0.0318588,0.0193524,0.0289394,0.00905648,0,0.00804058,0.0221418,0.0182754,0.00723332,0.0170029,0.00685983,0.00870766,0.00657,0.0340255,0.00594567,0.0059691,0.0199156,0.0246868,0,0.0501988,0.0146131,0.00899777,0,0,0,0,0,0,0,0,0
841,0.00957535,0,0,0,0,0.0136054,0,0,0,0,0,0,0.0327273,0.025371,0.0227367,0.012716,0,0,0.00389238,0,0.0330658,0.00973977,0.0512032,0.0402908,0.015074,0.0287771,0.0242994,0.0361313,0.01685,0.0325469,0.0210087,0.0254393,0.0300963,0.0170581,0.014467,0.0519544,0.00668949,0.00911038,0.00538972,0.0159523,0.0357129,0.00632031,0.106127,0.0130748,0,0,0.0239798,0,0.0316484,0.0195337,0.0289279,0.0091597,0,0.00823292,0.022016,0.0172179,0.00727469,0.0171067,0.00689653,0.0083908,0.00659843,0.0339544,0.00552427,0.00574436,0.0201668,0.0243882,0,0.0502059,0.0149057,0.00923823,0,0,0,0,0,0,0,0,0
842,0.0097749,0,0,0,0,0.0138989,0,0,0,0,0,0,0.0323007,0.0254805,0.0233875,0.0128013,0,0,0.00434511,0,0.0328929,0.00979653,0.0513826,0.0405489,0.0149728,0.0290187,0.0236822,0.0362186,0.0179917,0.0336294,0.0207678,0.0264086,0.0310386,0.0176575,0.0136817,0.0519338,0.00675184,0.00919056,0.00544009,0.0160854,0.0357747,0.00619839,0.106223,0.0131993,0,0,0.0251616,0,0.0315497,0.0196542,0.028899,0.00929269,0,0.00836735,0.0216555,0.0161704,0.00730695,0.0172562,0.00695796,0.00813508,0.00648477,0.0339158,0.00531262,0.00568175,0.0204628,0.0241008,0,0.050395,0.0152046,0.00942811,0,0,0,0,0,0,0,0,0
843,0.0101425,0,0,0,0,0.0151624,0,0,0,0,0,0,0.0315864,0.0253655,0.0239334,0.0129887,0,0,0.00482932,0,0.0328566,0.0095388,0.0516843,0.0415121,0.0149816,0.0297124,0.0236436,0.0375577,0.0192328,0.0349768,0.0209378,0.0271747,0.032271,0.0183157,0.0130316,0.0523032,0.00757934,0.00917141,0.00520646,0.0164363,0,0.00625891,0.106177,0.00534673,0,0,0.0393803,0,0.00208667,0.0328532,0.0288048,0.00950865,0,0.00855084,0.0217924,0.0228809,0.00731419,0.0174877,0.00705739,0.00801582,0.0064855,0.0339115,0.00541006,0.00594374,0.0208111,0.0329419,0,0.0307273,0.0152261,0.00656673,0,0,0,0,0,0,0,0,0
844,0.010818,0,0,0,0,0.0155838,0,0,0,0,0,0,0.0310383,0.0254113,0.024166,0.013136,0,0,0.00547617,0,0.0326481,0.00964116,0.052014,0.042179,0.0147185,0.0302326,0.0227706,0.0377834,0.0200045,0.0356836,0.0209849,0.0276492,0.033203,0.0187347,0.0125312,0.0526557,0.00767992,0.00924865,0.00540536,0.0163003,0,0.00615429,0.106475,0.00518274,0,0,0.0404549,0,0.00224148,0.0326653,0.028789,0.00976152,0,0.00873111,0.0210775,0.0219249,0.00725444,0.0176662,0.00717764,0.00804811,0.00646041,0.0339445,0.00553341,0.00601947,0.0211365,0.0327227,0,0.0309895,0.0157042,0.00694004,0,0,0,0,0,0,0,0,0
845,0.0110285,0,0,0,0,0.0155001,0,0,0,0,0,0,0.0309338,0.0253764,0.024415,0.0133306,0,0,0.00619963,0,0.0324529,0.00979314,0.0523567,0.0431949,0.0144244,0.0306761,0.0221235,0.0371972,0.0203831,0.0360663,0.0210448,0.0281307,0.0339808,0.0190108,0.012188,0.0530858,0.00761248,0.00929399,0.00562472,0.0164895,0,0.00613232,0.106644,0.00571763,0,0,0.0413793,0,0.00235737,0.0326316,0.0288467,0.010014,0,0.00903403,0.0207863,0.0205033,0.00731612,0.0178842,0.00736522,0.00836765,0.00648919,0.0339144,0.00530055,0.0060635,0.0217125,0.0324294,0,0.0310556,0.0157928,0.0076861,0,0,0,0,0,0,0,0,0
846,0.0110368,0,0,0,0,0.0155338,0,0,0,0,0,0,0.0310823,0.0254263,0.024637,0.0134959,0,0,0.00698386,0,0.032293,0.00991116,0.052741,0.0441132,0.014127,0.0311282,0.0215854,0.036719,0.0204261,0.0362456,0.0212029,0.0286143,0.0346328,0.0192054,0.0119577,0.0532291,0.00767912,0.00941029,0.00584706,0.0167179,0,0.00612105,0.106753,0.00634897,0,0,0.0422759,0,0.00243547,0.0326587,0.0289266,0.010281,0,0.00931737,0.0206533,0.0190733,0.0073954,0.0180663,0.00757697,0.00860002,0.00649165,0.0338799,0.00544703,0.00609267,0.0219339,0.0321396,0,0.030919,0.0160126,0.00933425,0,0,0,0,0,0,0,0,0
847,0.0112854,0,0,0,0,0.0153717,0,0,0,0,0,0,0.0308407,0.0257116,0.0245925,0.013577,0,0,0.00792527,0,0.0319581,0.0101631,0.0530408,0.0446727,0.0138257,0.0317252,0.0214185,0.0358107,0.0204055,0.036532,0.0215708,0.0290992,0.0352645,0.0193164,0.0118352,0.0530358,0.0074727,0.00957988,0.00634693,0.0169006,0.0365034,0.0061412,0.10685,0.0129316,0,0,0.0315486,0,0.0318437,0.0213046,0.0290925,0.0104155,0,0.00959211,0.0207795,0.0118617,0.00757064,0.0182512,0.00778751,0.00816499,0.00649396,0.0338206,0.00530309,0.00609399,0.0220999,0.0234664,0,0.0510957,0.0169997,0.0115279,0,0,0,0,0,0,0,0,0
848,0.0113762,0,0,0,0,0.0155313,0,0,0,0,0,0,0.0301701,0.0256556,0.0243853,0.0135985,0,0,0.00842431,0,0.0318157,0.0100565,0.0533695,0.0448598,0.0135337,0.0322487,0.0212366,0.0354376,0.020384,0.0368491,0.0219532,0.029465,0.0356094,0.019387,0.0118154,0.0523164,0.00781387,0.00961668,0.00649956,0.0169839,0.0365219,0.00630828,0.107003,0.0136514,0,0,0.03289,0,0.0320763,0.0220472,0.0291967,0.0105261,0,0.00978175,0.02066,0.0111392,0.0076965,0.0183852,0.00793726,0.00792459,0.00664498,0.0338388,0.005803,0.00622514,0.0219719,0.0236009,0,0.0510092,0.0172447,0.0115863,0,0,0,0,0,0,0,0,0
849,0.011421,0,0,0,0,0.0158539,0,0,0,0,0,0,0.0293879,0.0256414,0.024082,0.0136104,0,0,0.00904783,0,0.031547,0.0102307,0.0537089,0.0449846,0.013196,0.0327244,0.0211116,0.0353886,0.0206414,0.0374943,0.0225218,0.0297982,0.0358576,0.0194389,0.0119129,0.0514159,0.00853616,0.00969718,0.00673844,0.0171076,0.0366835,0.00647463,0.107054,0.0141704,0,0,0.0336764,0,0.0323364,0.0225414,0.029321,0.0106381,0,0.00996695,0.0203049,0.0106346,0.00765691,0.0184953,0.00808143,0.00798672,0.00679169,0.0338276,0.0058732,0.0063962,0.0219555,0.023525,0,0.0510581,0.0175839,0.0113086,0,0,0,0,0,0,0,0,0
850,0.0112767,0,0,0,0,0.0160906,0,0,0,0,0,0,0.0286183,0.0256898,0.0237303,0.0136439,0,0,0.00980836,0,0.0313177,0.0104354,0.0541143,0.0449071,0.0128604,0.0331473,0.0208949,0.0350583,0.0210737,0.0381897,0.0231684,0.0299795,0.0364126,0.0193717,0.0121626,0.0504284,0.00940296,0.00996098,0.00722573,0.0172344,0.0368125,0.0066174,0.107025,0.0129981,0,0,0.0346232,0,0.0324707,0.023052,0.0293785,0.0107614,0,0.0101226,0.0200483,0.010146,0.0075769,0.0185725,0.00819803,0.00789267,0.00688125,0.0337836,0.00612701,0.00659986,0.0219813,0.0233577,0,0.0521999,0.0178098,0.0111484,0,0,0,0,0,0,0,0,0
851,0.0109485,0,0,0,0,0.0163093,0,0,0,0,0,0,0.0283078,0.0257385,0.0233344,0.0136261,0,0,0.0102124,0,0.0310195,0.0106888,0.0545629,0.0446033,0.0124878,0.0336009,0.0205704,0.0346778,0.0216181,0.0390524,0.023867,0.0301042,0.0368599,0.0191842,0.0124908,0.049599,0.0103349,0.0101305,0.0074442,0.0172497,0.036895,0.0067443,0.10701,0.0121493,0,0,0.0354654,0,0.0325208,0.0235297,0.0294305,0.0108766,0,0.0102017,0.0196707,0.00975693,0.00767262,0.018659,0.0083125,0.00780474,0.00694814,0.0337956,0.00640878,0.00681389,0.0218303,0.0231545,0,0.053732,0.0179367,0.0110215,0,0,0,0,0,0,0,0,0
852,0.0102365,0,0,0,0,0.0165321,0,0,0,0,0,0,0.0284256,0.0257666,0.0227899,0.0135454,0,0,0.0108253,0,0.0306129,0.0111744,0.0549734,0.0441702,0.0120534,0.0340367,0.0202002,0.034222,0.0220447,0.0398822,0.0245182,0.0301675,0.0370846,0.0190099,0.0128968,0.0491861,0.011521,0.0104847,0.00762082,0.0173011,0.0366636,0.006862,0.106998,0.0113018,0,0,0.0350924,0,0.0327382,0.0232375,0.029485,0.0109457,0,0.0102249,0.0190494,0.00958323,0.00775198,0.0187413,0.0084108,0.00782978,0.00707348,0.0338508,0.00645415,0.00691171,0.0218109,0.0224388,0,0.0467661,0.0179706,0.010864,0,0,0,0,0,0,0,0,0
853,0.00990643,0,0,0,0,0.0162178,0,0,0,0,0,0,0.0287463,0.0256377,0.0220601,0.0134012,0,0,0.0112449,0,0.0303706,0.0113401,0.055334,0.0436881,0.0116781,0.0343386,0.0198732,0.0333272,0.0221385,0.0404443,0.0249909,0.0300065,0.0371063,0.0188989,0.0132023,0.0492311,0.0119326,0.0106739,0.00787621,0.0173484,0.0361937,0.00698922,0.106986,0.0110209,0,0,0.032139,0,0.0330096,0.0215162,0.0295146,0.0109797,0,0.0102768,0.0184987,0.00921474,0.00781645,0.0187841,0.00845644,0.00783575,0.0072214,0.0338923,0.00642044,0.00695304,0.0219448,0.0207381,0,0,0.0175512,0.0109081,0,0,0,0,0,0,0,0,0
854,0.00990713,0,0,0,0,0.0161596,0,0,0,0,0,0,0.0290683,0.025528,0.021099,0.0132479,0,0,0.0114905,0,0.0303061,0.0114201,0.055536,0.0431409,0.0113523,0.0343571,0.0195712,0.0325677,0.0218208,0.0405692,0.0251815,0.0297336,0.0370004,0.0183614,0.0132089,0.049483,0.0122362,0.010873,0.00824639,0.0173864,0.0352853,0.00708457,0.106866,0.0101569,0,0,0.0283734,0,0.033624,0.019126,0.0296227,0.0110573,0,0.0103045,0.0180913,0.00901314,0.00782388,0.0187827,0.00846703,0.00800241,0.00732562,0.0339847,0.0063753,0.00700617,0.0220684,0.0186428,0.0169664,0.0194177,0.0171925,0.0106854,0,0,0,0,0,0,0,0,0
855,0.00924403,0,0,0,0,0.0156546,0,0,0,0,0,0,0.00597775,0.0253639,0.00547684,0.0117321,0,0,0.0120785,0,0.0304131,0.0115214,0.0534583,0.00935543,0.0122266,0.00522598,0.0124246,0.0324632,0.00411696,0.00677552,0.00535883,0.00331993,0.00297098,0.00290522,0.0228887,0.00670102,0.0129906,0.0109376,0.00844962,0.018312,0.0352881,0.00595368,0.105362,0.0067283,0,0,0.026651,0,0.0339917,0.018527,0.0302636,0.00991135,0,0.010538,0.0138322,0.00581454,0.00842592,0.0193879,0.00921032,0.00902776,0.00624129,0.0334908,0.00551444,0.00603994,0.0242559,0.0162315,0.0182131,0.024659,0.0171406,0.00901796,0,0,0,0,0,0,0,0,0
856,0.00940288,0,0,0,0,0.0154997,0,0,0,0,0,0,0.00509557,0.0254259,0.00532158,0.0114536,0,0,0.0123406,0,0.0302775,0.0116466,0.0534748,0.00903444,0.0122639,0.0040588,0.0122701,0.0315954,0.00316664,0.00534364,0.00387739,0.00277106,0.00290645,0.00282634,0.0229819,0.00675991,0.0129157,0.010943,0.00888483,0.0184436,0.0355187,0.00601961,0.105499,0.00720141,0,0,0.0267488,0,0.0340919,0.0182707,0.0302963,0.0099032,0,0.0105319,0.0134318,0.00532977,0.00857033,0.0194277,0.00931728,0.00912484,0.00632701,0.0334164,0.00551462,0.00605216,0.024475,0.0158924,0.0175973,0.0231436,0.0169812,0.00943942,0,0,0,0,0,0,0,0,0
857,0.00952106,0,0,0,0,0.0147511,0,0,0,0,0,0,0.00442656,0.0255031,0.00502565,0.0112717,0,0,0.0123923,0,0.0300246,0.0117282,0.0536057,0.00819323,0.0122307,0.00307936,0.0119599,0.0300695,0.00297939,0.00383431,0.00269158,0.00231516,0.00307268,0.00282015,0.0233726,0.00720812,0.0124729,0.0110186,0.00922864,0.0187714,0.0366335,0.00606299,0.105656,0.0087126,0,0,0.0277408,0,0.033394,0.018946,0.0303377,0.00990576,0,0.0105706,0.0127309,0.00484734,0.00868707,0.0194717,0.00942406,0.00925948,0.00637168,0.0333295,0.0054665,0.00607472,0.024766,0.0160749,0.0182845,0,0.016458,0.0102086,0,0,0,0,0,0,0,0,0
858,0.0101323,0,0,0,0,0.015119,0,0,0,0,0,0,0.00396405,0.0254384,0.00499606,0.0111057,0,0,0.0123959,0,0.0297885,0.011671,0.0537313,0.00729295,0.0122521,0.00202165,0.0117224,0.0295795,0.00334675,0.00240595,0.00182347,0.00188489,0.00373149,0.00277334,0.0238489,0.00750196,0.0124084,0.011017,0.00939083,0.0190766,0.0358149,0.00613792,0.105753,0.00823513,0,0,0.0275808,0,0.0344533,0.017939,0.0303756,0.00998805,0,0.0105197,0.0122931,0.00504818,0.00873384,0.0194698,0.0094382,0.00943629,0.00635662,0.0332919,0.00545207,0.00613819,0.0250617,0.0154317,0.01608,0.020364,0.016538,0.0104446,0,0,0,0,0,0,0,0,0
859,0.0105511,0,0,0,0,0.0153327,0,0,0,0,0,0,0.00370777,0.0254187,0.00502852,0.0110241,0,0,0.0122008,0,0.0295874,0.0115486,0.0538996,0.00679933,0.0122437,0.00115855,0.011576,0.0287811,0.00405197,0.00142403,0.00182095,0.00187767,0.00462178,0.00274458,0.0242229,0.00765416,0.0120635,0.0110574,0.00973781,0.0193655,0.0359196,0.00615637,0.105844,0.00854942,0,0,0.0303706,0,0.0349439,0.0189131,0.0303751,0.00992664,0,0.0105151,0.0120684,0.00576333,0.00885648,0.0195223,0.00950102,0.00967049,0.0062101,0.0332148,0.00544735,0.00609233,0.0252465,0.0162505,0,0.0186365,0.0165879,0.0106985,0,0,0,0,0,0,0,0,0
860,0.01092,0,0,0,0,0.0156074,0,0,0,0,0,0,0.00422783,0.0253972,0.00484325,0.0110245,0,0,0.011401,0,0.0293832,0.0113165,0.0542598,0.0063214,0.0121569,0.00115868,0.0109572,0.028021,0.00467823,0.00114872,0.00231181,0.00224537,0.00537784,0.00276403,0.0244921,0.00733139,0.0115336,0.0112537,0.0100659,0.0196332,0.0358664,0.00606612,0.106037,0.00905917,0,0,0.0282545,0,0.0347482,0.0177841,0.0303087,0.00976671,0,0.0105524,0.01149,0.00550101,0.00897967,0.0196284,0.00962381,0.00960439,0.00604198,0.0331701,0.00538474,0.00601836,0.0256243,0.0151076,0.013791,0.0180331,0.0169322,0.0113007,0,0,0,0,0,0,0,0,0
861,0.0111658,0,0,0,0,0.0159269,0,0,0,0,0,0,0.00334218,0.0253732,0.00477798,0.0109099,0,0,0.0110474,0,0.0293097,0.011096,0.0545613,0.00595034,0.0120501,0.00132812,0.0105772,0.0271912,0.00500626,0.00124247,0.00280868,0.00236628,0.00579514,0.00289985,0.0245476,0.0079083,0.0111684,0.0114845,0.0105031,0.0198052,0.035811,0.00594275,0.106247,0.00885562,0,0,0.0287638,0,0.0348259,0.0178583,0.0302888,0.00967173,0,0.0106103,0.0112244,0.00597474,0.00900782,0.0196678,0.00965822,0.00947032,0.00595922,0.0331061,0.00539814,0.00599857,0.0258345,0.014992,0.0122664,0.0165416,0.0171993,0.0116567,0,0,0,0,0,0,0,0,0
862,0.0111326,0,0,0,0,0.0156014,0,0,0,0,0,0,0.00261422,0.0254488,0.00430062,0.0107842,0,0,0.0110493,0,0.0292264,0.0108286,0.0548987,0.00548333,0.0118731,0.00139391,0.0100988,0.0257816,0.00505912,0.00128083,0.00296152,0.00216744,0.00575476,0.00290882,0.0246014,0.00835213,0.0105783,0.0117708,0.0110456,0.0199578,0.0364978,0.0058257,0.106426,0.00981577,0,0,0.0293012,0,0.0342006,0.0184528,0.0302967,0.00946557,0,0.0108263,0.0107284,0.00647299,0.00897982,0.0197223,0.00968857,0.00941611,0.00588284,0.0329697,0.00526613,0.00591116,0.0260513,0.0152325,0.0118715,0,0.0171254,0.0122381,0,0,0,0,0,0,0,0,0
863,0.0115184,0,0,0,0,0.0159714,0,0,0,0,0,0,0.00180281,0.0253487,0.00365932,0.0107176,0,0,0.0114795,0,0.0293836,0.0108745,0.055202,0.00513222,0.0117635,0.00146628,0.0100549,0.0247549,0.00482296,0.00100815,0.00302686,0.00164652,0.00521268,0.00271945,0.0247969,0.00884343,0.0103707,0.012037,0.0115682,0.0200595,0.0356582,0.00572284,0.106432,0.00861322,0,0,0.0297347,0,0.0351355,0.0184717,0.03031,0.00916029,0,0.0108366,0.0107916,0.00648295,0.00899586,0.0197352,0.00965047,0.00935643,0.00578314,0.0328868,0.00497798,0.00581131,0.0263719,0.0148432,0.00921731,0.013299,0.0170687,0.0122129,0,0,0,0,0,0,0,0,0
864,0.0120866,0,0,0,0,0.0177017,0,0,0,0,0,0,0.000688044,0.0255313,0.00336963,0.010823,0,0,0.0105565,0,0.0296043,0.0110185,0.0554481,0.00567386,0.0116427,0.00180451,0.0099596,0.0252898,0.00450652,0.000887226,0.00310807,0.00121685,0.0042637,0.00263284,0.0250851,0.00936526,0.0100921,0.0123238,0.0116283,0.0201114,0.0357029,0.00551298,0.106469,0.00885347,0,0,0.0300632,0,0.0353767,0.0188115,0.0303627,0.00869757,0,0.0108984,0.0106799,0.00777401,0.00905324,0.019812,0.00974009,0.00933932,0.0054919,0.0326666,0.00455017,0.00556092,0.0266174,0.0146468,0.00821027,0.0117345,0.0189691,0.0130232,0,0,0,0,0,0,0,0,0
865,0.0128137,0,0,0,0,0.0192391,0,0,0,0,0,0,0.000668285,0.0256579,0.00427559,0.0109967,0,0,0.00959988,0,0.0295232,0.0113073,0.0555663,0.00716782,0.0114719,0.00238154,0.00962093,0.0257471,0.00449209,0.00128112,0.00354916,0.00139084,0.00337265,0.00280041,0.0253166,0.00947884,0.0098874,0.012337,0.0117812,0.0201006,0.0357711,0.00514862,0.106438,0.00858388,0,0,0.0304675,0,0.0357798,0.0192711,0.0304867,0.00809208,0,0.0109607,0.0102194,0.00874186,0.0090683,0.0198794,0.00982898,0.00933699,0.00514521,0.0324473,0.00437029,0.00526438,0.0265689,0.0144355,0.00765498,0.0105512,0.0206309,0.0136351,0,0,0,0,0,0,0,0,0
866,0.0133977,0,0,0,0,0.0205736,0,0,0,0,0,0,0.00124154,0.0258071,0.00567539,0.0108864,0,0,0.00873512,0,0.0297678,0.0105898,0.0555816,0.00877366,0.0112876,0.00298434,0.00917259,0.0258532,0.00495366,0.00195151,0.0043253,0.00211423,0.00315501,0.00317821,0.025618,0.00915551,0.00963313,0.0127813,0.012377,0.020293,0.035865,0.00477856,0.106384,0.00766675,0,0,0.0307204,0,0.0362527,0.0198185,0.0305492,0.00739347,0,0.0110256,0.00979069,0.00963632,0.00903255,0.0198893,0.00986136,0.00931593,0.00484949,0.0322479,0.00423224,0.00500137,0.0268532,0.0141616,0.00747851,0.0100363,0.022158,0.0141315,0,0,0,0,0,0,0,0,0
867,0.013774,0,0,0,0,0.0213547,0,0,0,0,0,0,0.00182729,0.0258948,0.00665456,0.010685,0,0,0.00792943,0,0.0298094,0.00999551,0.0555659,0.0101155,0.0111378,0.00363533,0.00865963,0.0253719,0.00583415,0.00305379,0.00528974,0.00291331,0.00355456,0.0036844,0.0260521,0.00855608,0.00907382,0.0130727,0.0129887,0.0207379,0.0359935,0.00460764,0.106411,0.00558284,0,0,0.0308643,0,0.036775,0.0203208,0.0305183,0.00672395,0,0.0109482,0.00936513,0.0098887,0.00901469,0.0199584,0.00995907,0.00937249,0.00465272,0.0320462,0.00405443,0.00482513,0.0273873,0.0138339,0.00753592,0.0100692,0.0231898,0.0145663,0,0,0,0,0,0,0,0,0
868,0.0141856,0,0,0,0,0.021878,0,0,0,0,0,0,0.00224608,0.0260573,0.007082,0.0106088,0,0,0.0071872,0,0.0292923,0.00976363,0.0555695,0.0109558,0.0110008,0.00400416,0.00808156,0.0244305,0.00676673,0.00430409,0.00585441,0.00346899,0.00394094,0.00409674,0.0264353,0.00814771,0.00838777,0.0126173,0.01371,0.0209891,0.0361766,0.00455057,0.106371,0.00649784,0,0,0.030769,0,0.0373271,0.0206983,0.0303417,0.00616954,0,0.0109622,0.00886238,0.00954955,0.0091155,0.0201064,0.0101407,0.00950693,0.00451813,0.0319185,0.00402161,0.00477723,0.0277981,0.0133395,0.00790943,0.0107291,0.0239872,0.0149384,0,0,0,0,0,0,0,0,0
869,0.0143567,0,0,0,0,0.0221237,0,0,0,0,0,0,0.00288065,0.0260424,0.00710171,0.0105926,0,0,0.00623361,0,0.0285031,0.0095512,0.055534,0.0113396,0.010875,0.00410383,0.00769202,0.0230956,0.00736386,0.00506537,0.00596485,0.00365717,0.0040669,0.00431059,0.026578,0.00826139,0.00749489,0.0122184,0.0140003,0.0211138,0.0363772,0.00452895,0.106347,0.00748624,0,0,0.0305002,0,0.0378121,0.0210127,0.0301207,0.00559772,0,0.0110261,0.00841562,0.00902371,0.00922076,0.0202756,0.010291,0.00961526,0.00443193,0.0317759,0.00397011,0.00488353,0.0283221,0.0128507,0.00839584,0.011855,0.0245541,0.0153185,0,0,0,0,0,0,0,0,0
870,0.0143014,0,0,0,0,0.0220689,0,0,0,0,0,0,0.00284856,0.0260044,0.00687815,0.0105358,0,0,0.00537869,0,0.0281687,0.00939523,0.0554614,0.0112341,0.0107892,0.00412832,0.00751795,0.0212728,0.00752479,0.00542467,0.00596149,0.00349828,0.00414632,0.00429461,0.0264639,0.00873931,0.00654231,0.0122165,0.0142889,0.0213228,0.0365837,0.00473614,0.106397,0.00726082,0,0,0.0302153,0,0.0382213,0.0213136,0.029927,0.00494741,0,0.011181,0.00815457,0.00853055,0.00940229,0.0203803,0.010383,0.0098102,0.00440463,0.0316115,0.00387801,0.0049572,0.0287125,0.0125381,0.00881288,0.0130816,0.0248476,0.015856,0,0,0,0,0,0,0,0,0
871,0.0143533,0,0,0,0,0.0217277,0,0,0,0,0,0,0.00274204,0.0259382,0.00622679,0.0103527,0,0,0.00501502,0,0.0281969,0.00934773,0.0553729,0.0109141,0.0107747,0.00407533,0.00763377,0.0193676,0.007382,0.00543571,0.00597031,0.00318489,0.00467045,0.00396408,0.026274,0.00958658,0.00558724,0.0122519,0.0148885,0.0214582,0.0369128,0.00504555,0.106517,0.00740067,0,0,0.0299901,0,0.0387049,0.021503,0.0298278,0.00434419,0,0.0112392,0.00821661,0.00796217,0.00957377,0.0203819,0.0104237,0.00995408,0.00438219,0.031397,0.00377773,0.00509945,0.0288088,0.0124891,0.00940269,0.0140366,0.0248638,0.0163508,0,0,0,0,0,0,0,0,0
872,0.0145896,0,0,0,0,0.021363,0,0,0,0,0,0,0.00278515,0.0258731,0.00550526,0.0101021,0,0,0.00514567,0,0.0283413,0.00940846,0.0553434,0.0106429,0.0108157,0.00391769,0.00796774,0.0176545,0.00715215,0.00521909,0.0058098,0.00293095,0.00451398,0.0036964,0.0261275,0.0103593,0.00492285,0.012317,0.0155293,0.0213892,0.0375333,0.00533624,0.106607,0.00786314,0,0,0.0299475,0,0.0394943,0.0215945,0.0297941,0.00391693,0,0.0113524,0.00835274,0.00746561,0.00955128,0.020265,0.0103967,0.010087,0.00435901,0.0311882,0.00373127,0.00534766,0.028581,0.0125514,0.00970087,0.0145442,0.0248541,0.0162887,0,0,0,0,0,0,0,0,0
873,0.0153524,0,0,0,0,0.0208419,0,0,0,0,0,0,0.00270212,0.0259305,0.00530682,0.0100118,0,0,0.00629141,0,0.028851,0.00965731,0.0554214,0.0102479,0.0107795,0.00384865,0.00827445,0.0164361,0.00706221,0.00507504,0.0056253,0.00284938,0.00383847,0.0036009,0.026029,0.0106719,0.00465835,0.0123302,0.0164544,0.0212998,0.0383259,0.00562043,0.106555,0.0089905,0,0,0.0299689,0,0.0404339,0.0216143,0.0296811,0.00371481,0,0.0115362,0.0082882,0.00658615,0.0094632,0.0200607,0.0103364,0.0102022,0.00435705,0.0309992,0.00370365,0.00553729,0.0282486,0.0127632,0.00966736,0.0149252,0.0247368,0.0157476,0,0,0,0,0,0,0,0,0
874,0.0157929,0,0,0,0,0.02028,0,0,0,0,0,0,0.00271477,0.0260521,0.00518023,0.0100916,0,0,0.00706399,0,0.0294315,0.00976965,0.055551,0.00964574,0.0106724,0.0039367,0.0083035,0.0150951,0.00708933,0.00503117,0.00549824,0.00279539,0.00349503,0.00358871,0.0259065,0.010466,0.00518926,0.0125094,0.0170947,0.0209588,0.0390903,0.00577191,0.106387,0.00985401,0,0,0.0301479,0,0.0414801,0.0217454,0.0295194,0.00337842,0,0.0115786,0.00813796,0.00624136,0,0.0198734,0.0103132,0.0103017,0.00435119,0.0307728,0.00360668,0.00560843,0.0277801,0.0129192,0.0096024,0.0154785,0.0245851,0.015699,0,0,0,0,0,0,0,0,0
