Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x75,x76,,x81,x79
1492,0.0216337,0,0,0,0,0.0193451,0,0,0,0,0,0,0.00480712,0.0218553,0.00759975,0.0124403,0,0,0.0771745,0,0.0328978,0,0.0492243,0.0122175,0.0127432,0.00785315,0.0060288,0.0452864,0.00708401,0.00846043,0.00654974,0.00625236,0.00630359,0.00464974,0.0267918,0.00248025,0.0558753,0.0119436,0.0165757,0.0155422,0.045579,0.0217433,0.108025,0.0168856,0,0,0.019618,0,0.0480281,0.0125799,0.029741,0.0320158,0,0.00400333,0.00318203,0.0231889,0,0.0166328,0.0103589,0.00661065,0.0187408,0.0132059,0.0193867,0.0216209,0.0084794,0.0158673,0.0101262,0.0100359,0,0.01885,0,0,0,0,0,0,0,0,0
1493,0.0209783,0,0,0,0,0.0200691,0,0,0,0,0,0,0.00571545,0.021808,0.00718486,0.0120194,0,0,0.0783811,0,0.0330316,0,0.050058,0.0121531,0.0116924,0.00831359,0.00561473,0.0455104,0.00742819,0.00876529,0.00683904,0.00590224,0.00618245,0.00415309,0.0264521,0.00133864,0.0577441,0.012252,0.0165694,0.00996283,0.0455895,0.0134702,0.106088,0.0156779,0,0,0.0199358,0,0.0480562,0.01258,0.0303783,0.019246,0,0.0121252,0.00611003,0.0223183,0,0,0.0184723,0.0106214,0.0128723,0.0145585,0.0134894,0.013481,0.00953397,0.0156294,0.0102671,0.0101265,0,0.0175611,0,0,0,0,0,0,0,0,0
1494,0.0217082,0,0,0,0,0.0203767,0,0,0,0,0,0,0.00613839,0.0217831,0.00753519,0.0120887,0,0,0.0785899,0,0.0330032,0,0.0490455,0.0127464,0.0127047,0.00780445,0.00603314,0.0460716,0.00693404,0.00829696,0.00648011,0.00617284,0.00643693,0.00469622,0.0270289,0.00106033,0.0573115,0.012041,0.0169803,0.0111024,0.0457243,0.0179637,0.107832,0.016705,0,0,0.0205698,0,0.0480874,0.0128542,0.0300672,0.0257806,0,0.00597386,0.00317009,0.0231409,0,0.0157461,0.00811108,0.00687472,0.0158508,0.01654,0.0162799,0.017861,0.00733627,0.0162199,0.01057,0.0103699,0,0.0188265,0,0,0,0,0,0,0,0,0
1495,0.0216198,0,0,0,0,0.0202411,0,0,0,0,0,0,0.00612995,0.02158,0.00746882,0.0123287,0,0,0.0790178,0,0.0329435,0,0.0490835,0.0131033,0.0126131,0.00761682,0.00619448,0.0458888,0.00711696,0.00819979,0.00646569,0.00621946,0.00649184,0.00473727,0.0270776,0.00207047,0.0578822,0.0121386,0.0170918,0.00819704,0.0458784,0.0158872,0.107804,0.0165455,0,0,0.0207482,0,0.0480631,0.0128794,0.0302722,0.0230769,0,0.00722298,0.00336752,0.0236017,0,0.0152793,0.00725637,0.00729003,0.0146272,0.0178116,0.014998,0.0162978,0.00707254,0.0162387,0.010886,0.0105866,0,0.0184413,0,0,0,0,0,0,0,0,0
1496,0.0217287,0,0,0,0,0.0199522,0,0,0,0,0,0,0.00635701,0.0215927,0.00751442,0.0130261,0,0,0.0793931,0,0.0328834,0,0.0492464,0.0135097,0.0126587,0.00755473,0.0063641,0.0462127,0.00746311,0.00804532,0.00646554,0.00617493,0.00655052,0.00480579,0.0272184,0.0027778,0.0583233,0.0121401,0.0172341,0.00694925,0.0460059,0.0135185,0.107926,0.016553,0,0,0.0209193,0,0.0480711,0.0131182,0.0304198,0.0205045,0,0.008608,0.00339961,0.0237127,0,0.0156699,0.00660551,0.00803626,0.013229,0.019109,0.0137779,0.0148373,0.00672299,0.016202,0.0112866,0.0107777,0,0.0183019,0,0,0,0,0,0,0,0,0
1497,0.0217165,0,0,0,0,0.0203194,0,0,0,0,0,0,0.00659438,0.0217811,0.00759291,0.0136514,0,0,0.0797492,0,0.032855,0,0.0495819,0.0139456,0.0126716,0.0075715,0.00652181,0.0462537,0.00780323,0.00792215,0.00649428,0.00607364,0.00663206,0.00485475,0.027305,0.00334321,0.0587913,0.0121198,0.0173951,0.00603105,0.0460819,0.0112466,0.108236,0.016539,0,0,0.0209817,0,0.0480703,0.0132705,0.0304602,0.0187238,0,0.0097084,0.00351931,0.0235451,0,0.0160938,0.00684326,0.00933756,0.0115755,0.0203891,0.0121409,0.0132164,0.00641187,0.016086,0.011769,0.01091,0,0.0181339,0,0,0,0,0,0,0,0,0
1498,0.0212003,0,0,0,0,0.0208381,0,0,0,0,0,0,0.00667799,0.021755,0.00744819,0.0142114,0,0,0.0803654,0,0.0328986,0,0.0505671,0.0141392,0.0121301,0.00784761,0.00640893,0.0460918,0.00835113,0.00802884,0.00671614,0.00590316,0.00658277,0.00458407,0.0271794,0.00354477,0.0598824,0.0123497,0.0174762,0.00413335,0.0461089,0.00851952,0.107825,0.0158382,0,0,0.02095,0,0.0481323,0.0131791,0.0304823,0.0155694,0,0.0112302,0.00487555,0.0228591,0,0.00940441,0.00823698,0.00770617,0.00793158,0.0205574,0.00938455,0.00848151,0.00860371,0.0157158,0.0119114,0.0110231,0,0.0173854,0,0,0,0,0,0,0,0,0
1499,0.0206839,0,0,0,0,0.0210756,0,0,0,0,0,0,0.00656543,0.0216684,0.00717935,0.0142218,0,0,0.0808269,0,0.0329326,0,0.0515043,0.014161,0.0115222,0.00822045,0.00613025,0.0460278,0.00888162,0.0082101,0.0071375,0.00571836,0.00648026,0.00422224,0.0269652,0.00359162,0.0609149,0.012593,0.0175042,0.0042228,0.0462015,0.00902235,0.107857,0.0150923,0,0,0.0208817,0,0.0482138,0.0130913,0.0308515,0.0172362,0,0.0153003,0.00593101,0.0222854,0,0,0.0113817,0.00826815,0.00726834,0.0198425,0.00855867,0.00540539,0.01223,0.015429,0.0119036,0.0110969,0,0.0165732,0,0,0,0,0,0,0,0,0
1500,0.0195786,0,0,0,0,0.0198539,0,0,0,0,0,0,0.00574685,0.0215495,0.0067797,0.0139529,0,0,0.0813355,0,0.033077,0,0.0540379,0.0140219,0.0105379,0.00956275,0.00551631,0.0446747,0.0106827,0.00914935,0.00863926,0.00553903,0.00606512,0.00332611,0.026136,0.00245452,0.0626323,0.0131402,0.0172207,0.0224626,0.0463582,0.0204461,0.106861,0.0133038,0,0,0.0205403,0,0.0482036,0.0127383,0.0385873,0.0393876,0,0.0424559,0.00902726,0.0224364,0,0.0386007,0.0342486,0.0303661,0.025458,0.0150278,0.0128056,0.0204504,0.0440776,0.0149896,0.0120385,0.0111843,0,0.0146667,0,0,0,0,0,0,0,0,0
1501,0.0195922,0,0,0,0,0.0203896,0,0,0,0,0,0,0.00518164,0.0215376,0.00674473,0.0126924,0,0,0.0814232,0,0.0331147,0,0.0547767,0.0144262,0.0103795,0.00993366,0.00544739,0.0451621,0.0111543,0.00931312,0.00907249,0.00567088,0.0062138,0.00321655,0.0260948,0.00246212,0.063006,0.0133438,0.0172674,0.0260229,0.0464772,0.0219119,0.106796,0.0130131,0,0,0.0206976,0,0.048254,0.0128214,0.0404799,0.0446624,0,0.0460528,0.009119,0.0219445,0,0.0453268,0.0376655,0.0343285,0.028829,0.0146733,0.0144285,0.0243008,0.0501399,0.01486,0.0122485,0.0114724,0,0.0148375,0,0,0,0,0,0,0,0,0
1502,0.0195071,0,0,0,0,0.0206483,0,0,0,0,0,0,0.00457297,0.0215833,0.00675299,0.0123801,0,0,0.0813602,0,0.0331279,0,0.0550736,0.0149877,0.0103737,0.0101041,0.00534624,0.0450918,0.0111456,0.00932848,0.00916187,0.00587045,0.00655162,0.00326757,0.0262619,0.00291439,0.0630115,0.0134094,0.0173164,0.0259751,0.0465874,0.0215388,0.106562,0.0128384,0,0,0.0208419,0,0.0482556,0.0129418,0.039774,0.0447302,0,0.0450158,0.00865958,0.0220709,0,0.0438531,0.0373162,0.0338929,0.0282921,0.014417,0.0140501,0.0240471,0.0497081,0.0151124,0.0124746,0.0117844,0,0.0145586,0,0,0,0,0,0,0,0,0
1503,0.0193102,0,0,0,0,0.0209331,0,0,0,0,0,0,0.00450478,0.0216269,0.00685907,0.0131383,0,0,0.0810691,0,0.0330767,0,0.0553177,0.01552,0.0101733,0.0101718,0.005508,0.0449762,0.011268,0.0094102,0.00922363,0.00604127,0.00681978,0.00336342,0.0265041,0.00304756,0.0628824,0.0134164,0.0172581,0.0258451,0.0466366,0.021222,0.106144,0.0125545,0,0,0.0209968,0,0.0482788,0.0131768,0.0387814,0.0437893,0,0.0443004,0.00876359,0.0222688,0,0.0423914,0.0372154,0.0334928,0.0275013,0.0143655,0.0131709,0.023214,0.0486489,0.0153976,0.0128641,0.0120531,0,0.0141545,0,0,0,0,0,0,0,0,0
1504,0.0192606,0,0,0,0,0.0210197,0,0,0,0,0,0,0.00337835,0.0216777,0.00700327,0.0132871,0,0,0.0808779,0,0.032936,0,0.0551804,0.016159,0.0101282,0.0101408,0.00523983,0.0450391,0.0113486,0.00961457,0.00919442,0.00626202,0.00699587,0.00333161,0.0265768,0.0037499,0.0627472,0.0133491,0.017269,0.026488,0.0467171,0.0207125,0.106151,0.0125457,0,0,0.021248,0,0.0482439,0.0134881,0.0384323,0.0436905,0,0.0436304,0.00821832,0.0229751,0,0.042066,0.0372162,0.0334975,0.0273296,0.0147196,0.0128781,0.0234912,0.0492268,0.0159488,0.0130081,0.0122775,0,0.013945,0,0,0,0,0,0,0,0,0
1505,0.0189313,0,0,0,0,0.0210064,0,0,0,0,0,0,0.00253574,0.021622,0.00729331,0.0132081,0,0,0.0805832,0,0.0329102,0,0.0550388,0.0167897,0.0101358,0.0101055,0.00497234,0.0448966,0.0114839,0.00965074,0.00921546,0.00635227,0.00706024,0.00329791,0.0266847,0.00404158,0.0625554,0.0133962,0.0172216,0.0266084,0.046803,0.0204513,0.106167,0.0121351,0,0,0.0215034,0,0.0482594,0.0135055,0.0381499,0.0436692,0,0.0437495,0.00799832,0.0231822,0,0.0423965,0.0372093,0.0337387,0.0276787,0.0147658,0.012915,0.0242551,0.048912,0.0161424,0.0129658,0.0123779,0,0.013539,0,0,0,0,0,0,0,0,0
1506,0.0186269,0,0,0,0,0.020565,0,0,0,0,0,0,0.0016246,0.0216568,0.00754574,0.0131063,0,0,0.0802785,0,0.0329316,0,0.0550667,0.0174418,0.0102319,0.00993264,0.00473949,0.0448273,0.0114882,0.00929832,0.00914133,0.00635169,0.00708572,0.00334019,0.0267337,0.00455457,0.0623147,0.0134025,0.0172403,0.0268333,0.0468536,0.0201341,0.105968,0.0118442,0,0,0.02177,0,0.0482169,0.0132909,0.0380314,0.0436619,0,0.0435034,0.00778049,0.0234699,0,0.0427084,0.0369881,0.033476,0.0276757,0.014963,0.0127489,0.0246737,0.0487783,0.016318,0.0130587,0.012471,0,0.0133671,0,0,0,0,0,0,0,0,0
1507,0.0183025,0,0,0,0,0.0208782,0,0,0,0,0,0,0.000695311,0.0216474,0.00786959,0.0130562,0,0,0.0797958,0,0.0328145,0,0.0550845,0.0179891,0.0103245,0.00970357,0.00471144,0.0447004,0.0115497,0.00895475,0.00902514,0.00673447,0.007101,0.00349449,0.0268474,0.00510759,0.0619745,0.0133862,0.0172235,0.0265781,0.0469675,0.0198369,0.105804,0.011587,0,0,0.0221015,0,0.0482451,0.0130811,0.0377387,0.0432065,0,0.0432081,0.00788017,0.0235784,0,0.0422124,0.0363004,0.0328462,0.0272481,0.0153527,0.0121312,0.0243954,0.0479283,0.0164645,0.0133218,0.0125493,0,0.0130761,0,0,0,0,0,0,0,0,0
1508,0.0178885,0,0,0,0,0.0213963,0,0,0,0,0,0,0.000437001,0.0215064,0.00841613,0.013154,0,0,0.0792445,0,0.0327593,0,0.0552668,0.0182056,0.0103679,0.00928948,0.00480254,0.0445331,0.0116544,0.00856095,0.00877882,0.00701966,0.00719688,0.00364117,0.0269596,0.00615153,0.0616325,0.0134112,0.0171654,0.0266582,0.0469941,0.0195608,0.10573,0.0112837,0,0,0.0222792,0,0.0482475,0.0132054,0.0377159,0.0429546,0,0.0433692,0.0082194,0.0234059,0,0.0423632,0.0359019,0.0324416,0.0271356,0.015739,0.0117144,0.0244132,0.047681,0.0164388,0.0133768,0.0126142,0,0.0125861,0,0,0,0,0,0,0,0,0
1509,0.0174573,0,0,0,0,0.0216301,0,0,0,0,0,0,0.00170462,0.0213189,0.00883304,0.013391,0,0,0.0786164,0,0.0328039,0,0.055548,0.0176573,0.010455,0.00883827,0.00484167,0.0442472,0.0116626,0.00821478,0.00859835,0.00694569,0.00720398,0.00372611,0.027022,0.00796488,0.0612847,0.0134949,0.0170688,0.0277565,0.0469914,0.0195292,0.105614,0.0109308,0,0,0.0224092,0,0.0482557,0.0133565,0.0382551,0.0435099,0,0.0448092,0.0088562,0.0230003,0,0.0444618,0.0366345,0.0332721,0.0281397,0.0159114,0.0119095,0.0254993,0.0491841,0.0162593,0.01335,0.0126391,0,0.0121999,0,0,0,0,0,0,0,0,0
1510,0.0171156,0,0,0,0,0.0214576,0,0,0,0,0,0,0.00284435,0.0213272,0.00892487,0.0136095,0,0,0.0780667,0,0.032805,0,0.055872,0.0164579,0.0105197,0.00864539,0.00486933,0.0440458,0.0118152,0,0.00855329,0.00675874,0.00721378,0.00395146,0.0270433,0.0111179,0.0609519,0.0135393,0.0169988,0.0281346,0.0470099,0.0191544,0.105349,0.0107259,0,0,0.022518,0,0.0482447,0.0133659,0.0384979,0.0430535,0,0.0453489,0.00962351,0.0226149,0,0.0450019,0.0366888,0.0333822,0.0284523,0.0161203,0.0118842,0.025905,0.0494845,0.0161005,0.0134495,0.0127042,0,0.0120076,0,0,0,0,0,0,0,0,0
1511,0.0166978,0,0,0,0,0.0209198,0,0,0,0,0,0,0.00491054,0.0213218,0.0090497,0.0136859,0,0,0.0771787,0,0.0326804,0,0.0557117,0.0149083,0.0106715,0.00787688,0.00512423,0.0434266,0.0119222,0,0.00793987,0.00662947,0.00713447,0.00418315,0.0272475,0.0145897,0.060181,0.0134592,0.0169072,0.0209895,0.0470705,0.0173809,0.105234,0.0107604,0,0,0.0227115,0,0.0482563,0.0132362,0.0345822,0.0354809,0,0.0407975,0.0100491,0.0223945,0,0.0297694,0,0.0273097,0.022979,0.0177102,0.00826032,0.0194615,0.03676,0.0160855,0.0136031,0.0129258,0,0.0117023,0,0,0,0,0,0,0,0,0
1512,0.0165585,0,0,0,0,0.01965,0,0,0,0,0,0,0.00650191,0.0213445,0.0096308,0.0126935,0,0,0.0757695,0,0.0324745,0,0.0537254,0.0136641,0.0114314,0.00583318,0.0054855,0.0423881,0.0106971,0.00558987,0.00624534,0.00692,0.00733377,0.00487034,0.0278008,0.0167264,0.0581994,0.0130755,0.016989,0.00830269,0.0472642,0.00855521,0.10762,0.012045,0,0,0.0229216,0,0.0483014,0.0132149,0.0286967,0.0173068,0,0.019891,0.00727202,0.0231831,0,0.00599794,0,0.0111358,0.00759686,0.0270499,0.00233877,0.00689265,0.0100048,0.0164544,0.0137343,0.0132444,0,0.0119399,0,0,0,0,0,0,0,0,0
1513,0.0164846,0,0,0,0,0.018758,0,0,0,0,0,0,0,0.0213957,0.00965708,0.0119132,0,0,0.0746957,0,0.032457,0,0.0526195,0.0121267,0.0120252,0.00448528,0.00573612,0.0415082,0.0101606,0.00517278,0.00544045,0.00684268,0.00728994,0.00552928,0.0278984,0.0185452,0.0568244,0.0128768,0.0170355,0.00684655,0.0474154,0.00400387,0.109789,0.0126994,0,0,0.0229594,0,0.0483589,0.0133596,0.0283109,0.00994128,0,0.0124535,0.00575578,0.0235665,0,0.019097,0.008371,0.0121014,0.00530945,0.0316369,0.00447615,0.00655745,0.00418635,0.0165761,0.0138547,0.0133637,0,0.0121364,0,0,0,0,0,0,0,0,0
1514,0.0160964,0,0,0,0,0.0185306,0,0,0,0,0,0,0.0107162,0.021294,0.00862864,0.0115057,0,0,0.0739542,0,0.0324518,0,0.0524538,0.010959,0.0121198,0.00371543,0.0056382,0.0408874,0.0102692,0.00509733,0.00503294,0.0062562,0.00666977,0.0054507,0.0275743,0.0196753,0.0562155,0.0128788,0.0169643,0.00727071,0.0473955,0.00421213,0.110266,0.0123825,0,0,0.0227645,0,0.0483347,0.0135547,0.0285734,0.00926467,0,0.0127056,0.00595086,0.0231283,0.00986961,0.0186923,0.00837473,0.0116079,0.005304,0.0316056,0.00440482,0.0066795,0.00392646,0.0162598,0.0137567,0.0133433,0,0.0117732,0,0,0,0,0,0,0,0,0
1515,0.0156152,0,0,0,0,0.018628,0,0,0,0,0,0,0.0105833,0.0210789,0.0072492,0.0115617,0,0,0.0732509,0,0.0323704,0,0.0522825,0.00904075,0.0120767,0.00339385,0.00538716,0.0403732,0.0101259,0.00435028,0.00450657,0.00559905,0.00615611,0.00505016,0.0271732,0.0207488,0.0556369,0.0128855,0.0168535,0.00657572,0.0473907,0.00415457,0.109969,0.0119302,0,0,0.0225901,0,0.0483262,0.0134631,0.0286828,0.00882027,0,0.0134577,0.00589701,0.0225023,0,0.016716,0.00871103,0.0107718,0.00506415,0.0310282,0.00382773,0.006559,0.00462005,0.0160307,0.0137878,0.0133997,0,0.01157,0,0,0,0,0,0,0,0,0
1516,0.0152138,0,0,0,0,0.0182021,0,0,0,0,0,0,0.00978617,0.021048,0.00612956,0.011856,0,0,0.0725067,0,0.032345,0,0.0521716,0.00732801,0.0120129,0.00317854,0.00520264,0.0396427,0.00962889,0.00354967,0.00394812,0.00501668,0.00598803,0.00472725,0.0267836,0.0211081,0.0549868,0.0129035,0.0167591,0.00675517,0.0473281,0.00397095,0.110275,0.0116759,0,0,0.0223728,0,0.048265,0.0131071,0.0286224,0.00777379,0,0.013562,0.00543876,0.0222874,0,0.0166284,0.00884142,0.0105703,0.00524681,0.0309854,0.00382692,0.00684449,0.0045799,0.0159767,0.0139975,0.0134962,0,0.01137,0,0,0,0,0,0,0,0,0
1517,0.014796,0,0,0,0,0.0177515,0,0,0,0,0,0,0.00828813,0.0209289,0.00496477,0.0120497,0,0,0.0716932,0,0.0322918,0,0.0521731,0.00578399,0.0119038,0.00331956,0.00505931,0.038777,0.00901804,0.00323375,0.00343729,0.00482353,0.00575727,0.00445006,0.0264484,0.0208585,0.0542693,0.0128753,0.016637,0.0071362,0.0473772,0.00366392,0.110552,0.0114819,0,0,0.022194,0,0.0482834,0.0126917,0.0284448,0.00673602,0,0.0132855,0.00477777,0.0220889,0,0.0172297,0.00902006,0.0104928,0.00550794,0.0311634,0.00400834,0.00726516,0.00480571,0.0158318,0.0141569,0.0134965,0,0.011333,0,0,0,0,0,0,0,0,0
1518,0.0144187,0,0,0,0,0.0172176,0,0,0,0,0,0,0,0.0209353,0.0041111,0.0127916,0,0,0.070988,0,0.032366,0,0.052124,0.00408712,0.0116436,0.00406074,0.00495178,0.0379804,0.00844511,0.00356231,0.00360466,0.00460782,0.00527393,0.00424649,0.0262633,0.0199844,0.0536012,0.0128129,0.0164924,0.0075052,0.0474642,0.00343487,0.110545,0.0113037,0,0,0.0218629,0,0.0483098,0.0125384,0.0281835,0.00614492,0,0.0130265,0.00404747,0.0218474,0,0.0176301,0.00931324,0.0101971,0.00556638,0.0312586,0.00405641,0.00753428,0.00539824,0.0154736,0.0142091,0.0133601,0,0.0113822,0,0,0,0,0,0,0,0,0
1519,0.0138014,0,0,0,0,0.0164581,0,0,0,0,0,0,0.00475853,0.0209147,0.00321197,0.0134699,0,0,0.0703504,0,0.0324345,0,0.0520471,0.00377569,0.0114509,0.00445568,0.00477189,0.0369751,0.00779882,0.00407519,0.00387605,0.0040877,0.00454382,0.00341063,0.0258773,0.0181088,0.0530068,0.0127269,0.0163086,0.00766422,0.0474431,0.00273899,0.110381,0.0109646,0,0,0.021411,0,0.0483818,0.0126037,0.0280197,0.00594458,0,0.0124529,0.00355847,0.0214863,0,0.0178572,0.00905759,0.00971373,0.00527174,0.0313284,0.00395587,0.00710176,0.00677414,0.0149782,0.0143147,0.0131812,0,0.0108643,0,0,0,0,0,0,0,0,0
1520,0.0132608,0,0,0,0,0.0159157,0,0,0,0,0,0,0.0033041,0.0208715,0.00214984,0.0138167,0,0,0.0697267,0,0.0324701,0,0.0519269,0.00312609,0.0112239,0.00543423,0.00456048,0.0360784,0.00756852,0.00561921,0.00491887,0.00386299,0.00380323,0.00307722,0.0256875,0.0158879,0.052466,0.0126103,0.0161505,0.00794953,0.0474118,0.00245071,0.110143,0.0107063,0,0,0.0209716,0,0.04839,0.0123588,0.0278853,0.00578607,0,0.0120707,0.00291464,0.0211785,0,0.0181455,0.00875885,0.00932722,0.00513239,0.031256,0.00390891,0.00682725,0.00744013,0.0145016,0.0144858,0.0131371,0,0.0105208,0,0,0,0,0,0,0,0,0
1521,0.0128256,0,0,0,0,0.0155022,0,0,0,0,0,0,0,0.0207894,0.00174411,0.0137966,0,0,0.0690478,0,0.0324879,0,0.0518768,0.00221835,0.011049,0.00675386,0.00449297,0.0353198,0.00789877,0.00711318,0.00639204,0.00414672,0.00329343,0.0031846,0.025792,0.0131045,0.0519098,0.0125125,0.015934,0.00852286,0.0474406,0.00251772,0.110027,0.0104325,0,0,0.020558,0,0.0483708,0.0120407,0.0278179,0.00580386,0,0.0118187,0.00243806,0.0207709,0,0.018467,0.00868194,0.00901905,0.00493048,0.0311158,0.00391526,0.00646908,0.00773328,0.0139697,0.0145863,0.0131369,0,0.0102728,0,0,0,0,0,0,0,0,0
1522,0.012139,0,0,0,0,0.0146751,0,0,0,0,0,0,0.00130971,0.0207012,0.00103572,0.0135191,0,0,0.0683036,0,0.0325008,0,0.0518403,0.00229072,0.0108895,0.00720302,0.00450813,0.0340068,0.00784995,0.00779334,0.00707871,0.00402203,0.00285882,0.00259009,0.0254096,0.0107365,0.0512038,0.0124185,0.0156355,0.00875164,0.0475048,0.00212663,0.109615,0.0101282,0,0,0.0204158,0,0.0484178,0.0119753,0.0277394,0.00600352,0,0.0114369,0.00221754,0.0206523,0,0.0185186,0.00868628,0.00893165,0.00476568,0.0310018,0.00392965,0.00585258,0.00883746,0.0136883,0.0145614,0.0130819,0,0.00968767,0,0,0,0,0,0,0,0,0
1523,0.0117787,0,0,0,0,0.0143422,0,0,0,0,0,0,0.0032514,0.0206208,0.00122184,0.0128358,0,0,0.067587,0,0.0325513,0,0.0516608,0.00213286,0.0108838,0.00852646,0.00447779,0.0334965,0.00842333,0.0090416,0.00856657,0.0043083,0.00256689,0.00235136,0.0254352,0.00791678,0.0505798,0.0124115,0.0153433,0.00864915,0.0475751,0.0020532,0.109443,0.00983786,0,0,0.0201976,0,0.0484106,0.0118646,0.0277613,0.00569668,0,0.0113698,0.00214048,0.0201569,0,0.0185521,0.00885315,0.00902045,0.00471498,0.0308579,0.00403309,0.0059893,0.00933537,0.0132392,0.0145038,0.0129962,0,0.00946374,0,0,0,0,0,0,0,0,0
1524,0.0112873,0,0,0,0,0.0129029,0,0,0,0,0,0,0.00187958,0.0207915,0.00179989,0.0132942,0,0,0.066791,0,0.0326382,0,0.0513402,0.00257404,0.010846,0.00879609,0.00439187,0.0323504,0.00855553,0.00957177,0.00914504,0.00428707,0.00222409,0.00202183,0.0250751,0.0057675,0.0498815,0.0123822,0.0150839,0.008463,0.0474809,0.00182271,0.109257,0.00972269,0,0,0.0200864,0,0.0483045,0.0118712,0.027746,0.00505949,0,0.0114812,0.00187216,0.0205351,0,0.018636,0.00891391,0.00937037,0.00499734,0.030929,0.00420829,0.00645381,0.0101394,0.0132098,0.0146278,0.0132166,0,0.00913899,0,0,0,0,0,0,0,0,0
1525,0.0110065,0,0,0,0,0.011944,0,0,0,0,0,0,0.00327581,0.0209477,0.00247766,0.0128305,0,0,0.0660032,0,0.0327768,0,0.051179,0.00341599,0.0107834,0.00934471,0.00449042,0.0316062,0.00893342,0.0101625,0.00993771,0.00438908,0.00224729,0.0016969,0.0248304,0.00412588,0.0492995,0.0124013,0.0148097,0.00845361,0.047375,0.00169869,0.109124,0.00960255,0,0,0.0199642,0,0.0481337,0.011777,0.0277773,0.00430392,0,0.0116613,0.00192959,0.0207682,0,0.0186901,0.00885945,0.00984031,0.00546671,0.0310201,0.00425989,0.00688078,0.0102285,0.0131204,0.014788,0.0132976,0,0.00891791,0,0,0,0,0,0,0,0,0
1526,0.0125217,0,0,0,0,0.0117615,0,0,0,0,0,0,0.0243153,0.0211007,0.0192624,0.0151956,0,0,0.0649556,0,0.0326744,0,0.0530135,0.0333711,0.00898196,0.0282133,0.00987528,0.0309058,0.0147181,0.0329841,0.0194141,0.0240658,0.0282141,0.0164367,0.0170068,0.0368867,0.0477778,0.0120929,0.0146046,0.00809683,0.0476866,0.00277506,0.109847,0.0132522,0,0,0.0215756,0,0.0481958,0.0131288,0.0269087,0.00453349,0,0.0113581,0.00454026,0.0249576,0,0.0179816,0.00807297,0.0100316,0.00567837,0.0316761,0.00418864,0.00673506,0.00874825,0.0163184,0.014559,0.0135744,0,0.00977868,0,0,0,0,0,0,0,0,0
1527,0.0126209,0,0,0,0,0.0121533,0,0,0,0,0,0,0.0209754,0.0210195,0.0190532,0.0153946,0,0,0.0645078,0,0.0325218,0,0.0530022,0.033033,0.00904273,0.0268781,0.00989358,0.0311481,0.0142412,0.0318041,0.0181446,0.0231441,0.0269809,0.0164865,0.017173,0.0330499,0.0473264,0.011989,0.0143334,0.00785754,0.0478174,0.00284271,0.109754,0.0132376,0,0,0.0216934,0,0.0482606,0.0131101,0.027023,0.00428104,0,0.0113482,0.00437292,0.0244855,0,0.0178911,0.00843486,0.0103246,0.0058951,0.0318498,0.00421302,0.00702664,0.0092955,0.0161863,0.0147281,0.0135468,0,0.00977971,0,0,0,0,0,0,0,0,0
1528,0.0112282,0,0,0,0,0.0107827,0,0,0,0,0,0,0.0181965,0.0207842,0.0189671,0.0163727,0,0,0.0644359,0,0.0326011,0,0.0540373,0.03219,0.0096915,0.025086,0.00990166,0.0295488,0.0129953,0.029991,0.0163719,0.0221588,0.0255638,0.0167467,0.0171902,0.0301014,0.0476015,0.0122775,0.0139717,0.00442549,0.0478231,0.00779774,0.109141,0.0123122,0,0,0.0214645,0,0.0482204,0.0128031,0.0280615,0.0149829,0,0.0168692,0.00405296,0.0247471,0,0,0.0158908,0.0113896,0.00579378,0.0275346,0.00183585,0.00578175,0,0.0159827,0.0149694,0.0135636,0,0.0079172,0,0,0,0,0,0,0,0,0
1529,0.0118939,0,0,0,0,0.0100302,0,0,0,0,0,0,0.0150071,0.0208401,0.0187683,0.0170494,0,0,0.0639742,0,0.0326259,0,0.0532635,0,0.00935277,0.0242151,0.00982631,0.0294205,0.0124078,0.0289416,0.0157111,0.0212531,0.0241174,0.0166353,0.0175455,0.025502,0.0467244,0.0122154,0.0140344,0.00872457,0.0478829,0.00483627,0.109422,0.0133136,0,0,0.0216863,0,0.048259,0.0130448,0.0271761,0.00514227,0,0.011393,0.0040073,0.0253824,0,0.0179831,0.0108996,0.0108632,0.00684904,0.032261,0.00551335,0.00854035,0,0.0163094,0.0151605,0.0137029,0,0.00893636,0,0,0,0,0,0,0,0,0
