Timestep,,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x75,x76,RFIN
423,0,0.0419092,0,0,0,0,0.0326365,0,0,0,0,0,0,0.0140219,0.0484879,0.00632514,0.0151561,0,0,0.0396224,0,0.0349763,0.0252742,0.0536352,0.00463719,0.0217744,0.0053905,0.0133631,0.0308152,0.0205291,0.0193748,0.0171379,0.0103362,0.0119009,0.00980453,0.0141271,0.00955412,0.0366525,0.0431769,0.00355729,0.0071945,0.00937493,0.0197406,0.0195621,0.0584177,0,0,0.0981936,0,0.0497276,0.042194,0.0365172,0.0215646,0.0119572,0.0167624,0.0643003,0.00761534,0.00778423,0.007758,0.013977,0.0152589,0.033303,0.0128903,0.0189712,0.0190972,0.0554664,0.116199,0.0156312,0.037549,0.0377258,0,0,0,0,0,0,0
424,0,0.0410865,0,0,0,0,0.0328802,0,0,0,0,0,0,0.0142779,0.0483442,0.0059483,0.0155192,0,0,0.0407725,0,0.0348819,0.0261148,0.0535307,0.0055166,0.0220528,0.00542761,0.0128775,0.0317637,0.0209523,0.019669,0.01763,0.0106769,0.0118801,0.0102322,0.0139017,0.0102689,0.0372994,0.0430937,0.00413753,0.007364,0.00948366,0.0201247,0.0193094,0.0584674,0,0,0.0981254,0,0.049778,0.0419443,0.036399,0.0217199,0.0120817,0.0156271,0.0643252,0.00766396,0.00772931,0.00779902,0.0139697,0.0155284,0.0336183,0.0129476,0.0192383,0.0193,0.0557577,0.116081,0.0157288,0.038329,0.0373199,0,0,0,0,0,0,0
425,0,0.0415076,0,0,0,0,0.0332863,0,0,0,0,0,0,0.0146405,0.0484434,0.00532008,0.0162939,0,0,0.0408441,0,0.034857,0.0261487,0.0533729,0.00560401,0.0216568,0.00566796,0.0129575,0.0315986,0.0215628,0.0201523,0.0181934,0.0109223,0.0119976,0.0104708,0.0138018,0.0105255,0.0372424,0.0430822,0.00412908,0.00743104,0.00956703,0.0203695,0.01909,0.0590184,0,0,0.0982081,0,0.0497988,0.041762,0.0361633,0.0220234,0.0122819,0.0156557,0.0647378,0.00763362,0.00776885,0.00771597,0.0139058,0.0157166,0.0338342,0.0129238,0.0194158,0.0193732,0.055952,0.11608,0.0157714,0.0385688,0.0376243,0,0,0,0,0,0,0
426,0,0.0407499,0,0,0,0,0.0336911,0,0,0,0,0,0,0.0159143,0.0484142,0.00507851,0.016882,0,0,0.0409719,0,0.0348699,0.0262345,0.0534462,0.00439069,0.0212739,0.00620227,0.0126076,0.0313904,0.0225131,0.0208111,0.0189261,0.0112311,0.0121562,0.0103794,0.0138863,0.0113236,0.0370174,0.0430512,0.00425232,0.00741652,0.00965025,0.0204595,0.018922,0.0587301,0,0,0.0980564,0,0.0496582,0.041488,0.0359054,0.0222197,0.0123811,0.0152619,0.0642476,0.00770519,0.00775438,0.00767371,0.0139843,0.0158273,0.0340689,0.0128208,0.0195217,0.0192858,0.0559423,0.115999,0.0157479,0.0390278,0.0370866,0,0,0,0,0,0,0
427,0,0.0399413,0,0,0,0,0.0341187,0,0,0,0,0,0,0.0161867,0.0483287,0.00523101,0.0173018,0,0,0.0413027,0,0.0348298,0.0264906,0.0535833,0.00482379,0.0209666,0.00680756,0.0121412,0.0314002,0.023385,0.0214334,0.0196035,0.0116091,0.0125598,0.0104149,0.0139198,0.011422,0.0369571,0.0429786,0.00447549,0.00740017,0.00973077,0.0203711,0.0187556,0.0584324,0,0,0.0978555,0,0.0495122,0.0411421,0.0355901,0.0223775,0.0122737,0.0147724,0.0637687,0.00782505,0.00773163,0.00757142,0.0141637,0.0157752,0.0342762,0.0126451,0.0194377,0.0189652,0.0559392,0.115967,0.015701,0.0393946,0.0365924,0,0,0,0,0,0,0
428,0,0.0390081,0,0,0,0,0.0345208,0,0,0,0,0,0,0.0170964,0.0482403,0.00606331,0.0174744,0,0,0.0416915,0,0.0347724,0.02684,0.0539021,0.00528044,0.0206582,0.00741574,0.0115894,0.0315498,0.0243223,0.0221322,0.0201384,0.0118737,0.012646,0.0101713,0.0139833,0.0117159,0.0369818,0.0429024,0.00473813,0.00742105,0.00979089,0.0201059,0.0185129,0.0581502,0,0,0.0975075,0,0.0494213,0.0408843,0.0352196,0.0224657,0.012042,0.0140432,0.0632793,0.00798249,0.00772027,0.0075559,0.014422,0.0155488,0.0344369,0.0125658,0.0191223,0.0184693,0.0558714,0.115923,0.0156689,0.0396916,0.0359771,0,0,0,0,0,0,0
429,0,0.0379159,0,0,0,0,0.0349315,0,0,0,0,0,0,0.0170675,0.0481946,0.00655907,0.0175721,0,0,0.04216,0,0.0347216,0.0272048,0.0541509,0.00610778,0.0204162,0.00780446,0.0110258,0.0317515,0.0250287,0.0227225,0.0205059,0.0120093,0.0126872,0.0100808,0.0139683,0.0111946,0.0370655,0.0428663,0.00498847,0.0074334,0.00981531,0.0199769,0.0182591,0.0578562,0,0,0.0974835,0,0.0492618,0.0407109,0.0347193,0.022479,0.0118518,0.0133157,0.0626418,0.00810107,0.00768226,0.00764035,0.0144584,0.0152672,0.0345254,0.0125947,0.0187216,0.0177696,0.0557539,0.115819,0.0158385,0.040053,0.0351796,0,0,0,0,0,0,0
430,0,0.0369996,0,0,0,0,0.0352734,0,0,0,0,0,0,0.0171122,0.0481298,0.00725352,0.0175554,0,0,0.0426567,0,0.0346528,0.0275156,0.0544273,0.0073602,0.0201749,0.0081382,0.0105281,0.0320423,0.0256222,0.0232356,0.0207134,0.0122376,0.0128774,0.0101224,0.013928,0.0107489,0.0372004,0.0428142,0.0052224,0.00738524,0.00991247,0.019821,0.0179867,0.0573392,0,0,0.0976658,0,0.0491734,0.0404878,0.0339489,0.0224439,0.0116605,0.0125733,0.062108,0.00810475,0.00762776,0.00769804,0.0142207,0.0149206,0.0345677,0.0125743,0.0182876,0.0170291,0.0557198,0.115686,0.0159076,0.0404652,0.0345079,0,0,0,0,0,0,0
431,0,0.0361598,0,0,0,0,0.035465,0,0,0,0,0,0,0.0169446,0.0480388,0.00804903,0.0175226,0,0,0.0430139,0,0.0346414,0.0277582,0.0546629,0.00879475,0.0199348,0.0084858,0.00987532,0.0322775,0.026133,0.0236833,0.0208961,0.0127436,0.0132496,0.0103715,0.0138652,0.0104547,0.037253,0.0427562,0.00539895,0.00725003,0.0100058,0.0196221,0.0177175,0.0567568,0,0,0.0976112,0,0.0491377,0.0402465,0.0332553,0.0224076,0.0115124,0.0119097,0.0615276,0.00801711,0.00762892,0.00771277,0.0140102,0.01463,0.0346228,0.0123597,0.0178998,0.0163693,0.0555981,0.115623,0.0159274,0.0408592,0.0339288,0,0,0,0,0,0,0
432,0,0.0354743,0,0,0,0,0.035577,0,0,0,0,0,0,0.0155402,0.047939,0.0089799,0.0175342,0,0,0.0432239,0,0.0346681,0.027987,0.0548326,0.0104022,0.0197291,0.0091233,0.00927934,0.0324278,0.0267584,0.0242638,0.0211341,0.0130424,0.0135789,0.0106886,0.0138524,0.0103062,0.0372514,0.0427257,0.00554391,0.00722168,0.0101214,0.0194129,0.0174484,0.056293,0,0,0.0976235,0,0.0491199,0.0398623,0.0325958,0.022389,0.0114563,0.0113911,0.0610429,0.00794451,0.00769557,0.00772604,0.01388,0.014438,0.0346645,0.0122175,0.0176309,0.015745,0.0554759,0.115614,0.015903,0.041264,0.0333324,0,0,0,0,0,0,0
433,0,0.0347764,0,0,0,0,0.0356542,0,0,0,0,0,0,0.0134069,0.0478345,0.0100369,0.0175035,0,0,0.0434803,0,0.034662,0.0283182,0.0549084,0.0125614,0.019606,0.0099954,0.00889083,0.0326459,0.0273855,0.0250238,0.021341,0.0132592,0.0138183,0.0105957,0.0138627,0.0102857,0.0372887,0.0427103,0.00572911,0.00723717,0.0102247,0.0192675,0.0172062,0.0557928,0,0,0.0976917,0,0.0491294,0.0393477,0.0319424,0.0223007,0.0114603,0.0108775,0.0606045,0.00792242,0.00785644,0.00777348,0.0137882,0.0143642,0.0347599,0.0122343,0.0174532,0.0152465,0.0553099,0.115675,0.015894,0.0416947,0.0327587,0,0,0,0,0,0,0
434,0,0.0339474,0,0,0,0,0.0356765,0,0,0,0,0,0,0.0148707,0.047788,0.0109931,0.0173579,0,0,0.0442197,0,0.0346329,0.0289039,0.0549428,0.0149842,0.0195271,0.0108298,0.00843477,0.0332639,0.0280664,0.0260132,0.0216561,0.0135129,0.0140888,0.0105228,0.0138315,0.0102721,0.0376533,0.0427091,0.00613091,0.00712835,0.0102998,0.0191874,0.0169634,0.0551482,0,0,0.0978029,0,0.0491427,0.0390509,0.0312425,0.0221902,0.0114641,0.0102505,0.0601107,0.00775038,0.00798938,0.00803005,0.0136873,0.014333,0.0348723,0.0122465,0.0172899,0.0147457,0.0551944,0.11575,0.0159052,0.0421427,0.0321476,0,0,0,0,0,0,0
435,0,0.0333131,0,0,0,0,0.0356262,0,0,0,0,0,0,0.0169119,0.0477173,0.0118321,0.017332,0,0,0.0445535,0,0.034649,0.0291479,0.0550272,0.017025,0.0194481,0.0118589,0.00793969,0.0335677,0.0288163,0.0271975,0.0219008,0.0137889,0.0144336,0.0105676,0.0137528,0.0106436,0.0377598,0.0427007,0.00636723,0.00697351,0.0103294,0.0190631,0.0167737,0.0545001,0,0,0.0977961,0,0.0490853,0.0390412,0.0305195,0.0221242,0.0114521,0.00988571,0.059645,0.00763012,0.00805468,0.00830778,0.0136489,0.0142062,0.0349548,0.0120843,0.0171064,0.0140925,0.0550393,0.115844,0.016026,0.0424211,0.0316433,0,0,0,0,0,0,0
436,0,0.0326844,0,0,0,0,0.0356426,0,0,0,0,0,0,0.0179147,0.0475698,0.0124727,0.0173165,0,0,0.0448183,0,0.034694,0.0292855,0.0551177,0.0182292,0.0193756,0.0132206,0.007555,0.0337988,0.0296439,0.0286496,0.0223283,0.0142088,0.0149753,0.0107512,0.0136941,0.0110119,0.0378271,0.0426855,0.00653705,0.00698512,0.0103252,0.0188186,0.0165391,0.0538521,0,0,0.0977252,0,0.0490192,0.0389537,0.0298313,0.0220833,0.0113771,0.0095667,0.0592262,0.00761876,0.00807311,0.0083044,0.0136304,0.013981,0.0350357,0.0119243,0.0168521,0.0133305,0.0549115,0.115885,0.01613,0.042689,0.0311375,0,0,0,0,0,0,0
437,0,0.0320471,0,0,0,0,0.0356628,0,0,0,0,0,0,0.0187121,0.0475036,0.0131794,0.0172476,0,0,0.0450497,0,0.0347385,0.0294581,0.0552504,0.018765,0.0193024,0.014644,0.00700418,0.0340705,0.0304346,0.0301091,0.022883,0.0148677,0.0155023,0.0110396,0.0134703,0.0115638,0.037886,0.0427332,0.00672559,0.00706805,0.0103538,0.018466,0.0163215,0.0532306,0,0,0.0978799,0,0.0489803,0.0387532,0.0290557,0.022043,0.0112763,0.00926179,0.0588154,0.00762963,0.00807622,0.00816213,0.0135969,0.0137494,0.0351091,0.0118647,0.01662,0.0124834,0.0549593,0.115879,0.0161643,0.0428955,0.0306398,0,0,0,0,0,0,0
438,0,0.0313365,0,0,0,0,0.0356038,0,0,0,0,0,0,0.019678,0.0474703,0.0139491,0.0170602,0,0,0.0453891,0,0.0347131,0.0297221,0.055433,0.0194375,0.0192359,0.0161259,0.0065368,0.03444,0.0311633,0.031697,0.023633,0.0156449,0.0159908,0.0113687,0.0131776,0.0121452,0.0380272,0.0427768,0.00697655,0.007186,0.0103982,0.018253,0.0160782,0.0525244,0,0,0.0979283,0,0.0489422,0.0385333,0.0284322,0.0220231,0.0110562,0.00882319,0.0583787,0.00772518,0.00812538,0.00796272,0.0136127,0.0136117,0.0351819,0.0118339,0.0163353,0.0117228,0.0550658,0.115937,0.0161534,0.0430411,0.0300629,0,0,0,0,0,0,0
439,0,0.030728,0,0,0,0,0.0355249,0,0,0,0,0,0,0.0203912,0.0474273,0.0148089,0.0168067,0,0,0.0457084,0,0.0347164,0.0299542,0.0557111,0.0205329,0.0191358,0.0173993,0.00634209,0.0347689,0.0317897,0.0332401,0.0238911,0.0160517,0.0164712,0.011611,0.0128922,0.0126396,0.0382253,0.0427768,0.00717735,0.00733592,0.0104251,0.0182011,0.0158222,0.0518807,0,0,0.0979318,0,0.0489694,0.038236,0.0277262,0.0219807,0.0109001,0.00834212,0.0580608,0.00786616,0.00814562,0.00775151,0.013617,0.0135021,0.0351729,0.0118388,0.0160953,0.0110874,0.0552428,0.116053,0.0161712,0.0431567,0.0295456,0,0,0,0,0,0,0
440,0,0.0302236,0,0,0,0,0.035495,0,0,0,0,0,0,0.0207161,0.0474326,0.0154921,0.0166305,0,0,0.0458083,0,0.0347556,0.029989,0.056079,0.0217638,0.0189405,0.0184075,0.00619392,0.0347427,0.0323481,0.0345442,0.0239806,0.0164399,0.0171862,0.0119339,0.0128183,0.0128298,0.038248,0.042791,0.00717459,0.00730921,0.0103984,0.0180934,0.0155458,0.0512396,0,0,0.098166,0,0.0488978,0.0379225,0.0270193,0.0219625,0.0107867,0.00795805,0.0577459,0.00791958,0.00816781,0.00747867,0.0135014,0.0132693,0.0351342,0.0117213,0.0157788,0.010724,0.0552382,0.116159,0.0162854,0.0432287,0.0290653,0,0,0,0,0,0,0
441,0,0.0297885,0,0,0,0,0.0354204,0,0,0,0,0,0,0.0208987,0.0474669,0.0160688,0.0164787,0,0,0.0457893,0,0.0347775,0.0299606,0.0564983,0.02288,0.0187603,0.0192411,0.00598137,0.0346343,0.03268,0.0355256,0.0239653,0.0165585,0.0173508,0.0120571,0.0128992,0.0127179,0.038193,0.042824,0.00710084,0.0072502,0.0103488,0.017893,0.0152852,0.0505885,0,0,0.0983941,0,0.0489091,0.0377311,0.0263195,0.0219607,0.0106716,0.00757115,0.0573685,0.00790765,0.00822481,0.00723771,0.0133165,0.0129734,0.0351233,0.0115728,0.0154075,0.0102522,0.0552749,0.116254,0.0164322,0.0431883,0.0286173,0,0,0,0,0,0,0
442,0,0.029409,0,0,0,0,0.0352689,0,0,0,0,0,0,0.0208144,0.0475246,0.0164278,0.0163638,0,0,0.0457015,0,0.0347734,0.0299258,0.0568302,0.0236323,0.0186285,0.0199785,0.00573725,0.0344388,0.0328946,0.036331,0.0238633,0.0166346,0.0172041,0.0121984,0.013059,0.0123937,0.0380614,0.0428783,0.00698839,0.00731128,0.0102968,0.017685,0.0150857,0.0499208,0,0,0.0985465,0,0.048945,0.0377144,0.0256373,0.0219623,0.0105375,0.00718671,0.0568986,0.00788675,0.00830558,0.00704827,0.0131495,0.0127862,0.0351273,0.0114648,0.0150764,0.00965996,0.0552982,0.116361,0.0165382,0.0430567,0.028077,0,0,0,0,0,0,0
443,0,0.0290829,0,0,0,0,0.0351355,0,0,0,0,0,0,0.0201016,0.0475455,0.0165316,0.0163729,0,0,0.0456372,0,0.0347826,0.0298789,0.057104,0.0241409,0.0185348,0.0204835,0.00550184,0.034261,0.0330198,0.0369562,0.0235389,0.0166439,0.0173699,0.0126917,0.0131424,0.0115882,0.0379572,0.0429293,0.00699557,0.007444,0.0102246,0.0174803,0.0150011,0.0494213,0,0,0.098676,0,0.0490431,0.0377227,0.0249243,0.0219724,0.0105095,0.00688089,0.0565516,0.00785773,0.0083848,0.00691678,0.0131426,0.012715,0.0351378,0.0113683,0.0148862,0.00913829,0.0552712,0.116462,0.0165753,0.042954,0.0276109,0,0,0,0,0,0,0
444,0,0.0287754,0,0,0,0,0.0350642,0,0,0,0,0,0,0.0189686,0.047563,0.0161444,0.0164113,0,0,0.0454835,0,0.034785,0.0297284,0.0571618,0.0241417,0.0184618,0.0206532,0.0056517,0.0338526,0.0328705,0.0374623,0.0229176,0.0165663,0.0179054,0.0124252,0.0130789,0.0104925,0.0377512,0.0429387,0.00685569,0.00757806,0.0101394,0.0174112,0.0148939,0.0489245,0,0,0.0987178,0,0.0491313,0.0376682,0.0244254,0.0219854,0.0105367,0.00657495,0.0561622,0.00785833,0.00844832,0.00679782,0.0132929,0.0126562,0.035189,0.0112622,0.0147611,0.00867016,0.0552077,0.116539,0.0165266,0.0428648,0.027169,0,0,0,0,0,0,0
445,0,0.0284612,0,0,0,0,0.0350059,0,0,0,0,0,0,0.0174452,0.047689,0.015629,0.0164917,0,0,0.04527,0,0.034801,0.0295113,0.0572035,0.0239044,0.0183952,0.0205047,0.00574139,0.0333801,0.0322207,0.0379691,0.0219923,0.0167841,0.0181162,0.0122361,0.0129994,0.00903184,0.037515,0.0429704,0.00666023,0.00767308,0.0102204,0.0173635,0.0147745,0.0483395,0,0,0.0990873,0,0.0493386,0.0376334,0.0240207,0.0220332,0.0105472,0.00622043,0.0556298,0.0078845,0.00849867,0.00668953,0.0132176,0.0126024,0.035228,0.0112889,0.0145955,0.00825171,0.0552687,0.116473,0.0164731,0.0427349,0.0267031,0,0,0,0,0,0,0
446,0,0.0281301,0,0,0,0,0.0349006,0,0,0,0,0,0,0.0155804,0.047774,0.015282,0.0165774,0,0,0.0449351,0,0.0348202,0.0292294,0.0572502,0.0237795,0.0184173,0.0200283,0.00561467,0.0328931,0.0311397,0.0374753,0.0207869,0.0168498,0.0180345,0.0123254,0.0128541,0.00739821,0.0372698,0.0430313,0.00643613,0.00772335,0.0102828,0.0172094,0.014638,0.0477692,0,0,0.099341,0,0.0494228,0.0375483,0.0235535,0.0220795,0.0104345,0.00614166,0.0550535,0.00788593,0.00852742,0.00648163,0.0130778,0.0124828,0.0352234,0.0113696,0.0143433,0.0079614,0.0552634,0.116405,0.0164675,0.0425526,0.0263084,0,0,0,0,0,0,0
447,0,0.029391,0,0,0,0,0.0333249,0,0,0,0,0,0,0.0136022,0.037875,0.0148642,0.0178818,0,0,0.0431285,0,0.0362762,0.0358036,0.0573359,0.0234129,0.0172977,0.0187604,0.00732072,0.0355334,0.0295743,0.0356794,0.0192256,0.0163202,0.0177069,0.0124977,0.0126917,0.00637222,0.037561,0,0.0211535,0.00768848,0.0103664,0.0171536,0.0143691,0.0487801,0,0,0.0994224,0,0.0493258,0.0378523,0.0234271,0.0230273,0.0103062,0.00923071,0.0558868,0.00738745,0.00878357,0.0057604,0.0125599,0.012266,0.0348571,0.011217,0.0141907,0.00790385,0.0546175,0.116587,0.0163915,0.0421117,0.0282648,0,0,0,0,0,0,0
448,0,0.0295082,0,0,0,0,0.0329813,0,0,0,0,0,0,0.0101483,0.0379676,0.0141201,0.0183251,0,0,0.0414509,0,0.0366905,0.0346354,0.057285,0.0226947,0.0172839,0.0180218,0.00775552,0.0339646,0.0278345,0.0338616,0.0178783,0.0160326,0.0176145,0.0120868,0.0129159,0.00580801,0.0363584,0,0.0205127,0.00782371,0.0104363,0.0171901,0.0143782,0.0483503,0,0,0.099645,0,0.0493843,0.0380952,0.0232708,0.0231508,0.0103588,0.00987613,0.0553893,0.00739404,0.00872964,0.00555312,0.0125084,0.0122186,0.0349578,0.011167,0.0141687,0.00751105,0.0542048,0.116626,0.0163399,0.041522,0.0278912,0,0,0,0,0,0,0
449,0,0.0294991,0,0,0,0,0.0327473,0,0,0,0,0,0,0.00681367,0.0380302,0.0132687,0.0186457,0,0,0.0404594,0,0.0369318,0.0339807,0.0570628,0.021691,0.0173722,0.0171203,0.00808626,0.032944,0.0258792,0.0314344,0.0164211,0.0157007,0.016982,0.0114978,0.0133891,0.00781584,0.0355913,0,0.02013,0.00789833,0.0104736,0.0172231,0.0143818,0.0479476,0,0,0.0998033,0,0.0494117,0.0382216,0.0230964,0.0232402,0.0103834,0.0103592,0.0549015,0.00742634,0.00869866,0.00538688,0.0124685,0.012158,0.0350453,0.0111209,0.0141773,0.00715864,0.0537963,0.11664,0.0163146,0.0411033,0.0276245,0,0,0,0,0,0,0
450,0,0.0293614,0,0,0,0,0.0325574,0,0,0,0,0,0,0.00423567,0.0380575,0.0125192,0.018846,0,0,0.0398173,0,0.0370748,0.0334926,0.0567106,0.0207173,0.017535,0.015904,0.00850012,0.0322371,0.023719,0.0286171,0.0147992,0.0150638,0.0161449,0.0107534,0.0139979,0.0108535,0.0350764,0,0.0198198,0.00787802,0.0104886,0.0172037,0.0144234,0.0475333,0,0,0.0998938,0,0.0494311,0.0382352,0.022915,0.023293,0.0104101,0.0108214,0.054395,0.00746945,0.00868679,0.00526667,0.0124522,0.0121009,0.0350911,0.0111213,0.0139671,0.00693904,0.0533214,0.11664,0.0163346,0.0407592,0.0275146,0,0,0,0,0,0,0
451,0,0.0292756,0,0,0,0,0.0324044,0,0,0,0,0,0,0.00279107,0.038062,0.0118865,0.0189836,0,0,0.0393755,0,0.0371658,0.0331232,0.0561851,0.0194238,0.0177566,0.0143981,0.00914015,0.0317237,0.0213398,0.0258439,0.0130644,0.0136662,0.0149783,0.00971531,0.0148404,0.0133976,0.0347054,0,0.0195425,0.00786679,0.0104867,0.0171423,0.0144908,0.0471626,0,0,0.0999128,0,0.0493471,0.038344,0.0226671,0.0233697,0.0104809,0.0113092,0.0538936,0.00750333,0.00869922,0.00503046,0.0124062,0.0119988,0.035109,0.0110681,0.0137486,0.00675244,0.0530164,0.116648,0.0163461,0.0404604,0.0275545,0,0,0,0,0,0,0
452,0,0.0294209,0,0,0,0,0.0322918,0,0,0,0,0,0,0.00359816,0.0381407,0.0108881,0.0192667,0,0,0.0389071,0,0.0373278,0.0327572,0.0555314,0.017466,0.017961,0.012271,0.00983102,0.0311061,0.0188652,0.0226648,0.0111951,0.0115149,0.0129923,0.00826289,0.0159987,0.0144501,0.0344289,0,0.01932,0.00776991,0.0104724,0.017111,0.0145815,0.0470221,0,0,0.0998276,0,0.0491766,0.0385332,0.0222642,0.0234718,0.010616,0.0120744,0.0534313,0.00756037,0.00867275,0.00474229,0.0122738,0.011908,0.0351072,0.0110528,0.013601,0.00674744,0.0526254,0.116629,0.016406,0.0401554,0.0275612,0,0,0,0,0,0,0
453,0,0.029721,0,0,0,0,0.0321252,0,0,0,0,0,0,0.00417743,0.0382169,0.00851168,0.0196209,0,0,0.038611,0,0.0375055,0.032488,0.0543702,0.012318,0.0183738,0.00753452,0.0111698,0.0305326,0.0158196,0.0169201,0.00905371,0.00662004,0.00754775,0.00570416,0.0182764,0.00988442,0.0343186,0,0.0191457,0.00753049,0.0104409,0.0171882,0.014858,0.0471046,0,0,0.0996271,0,0.0488608,0.0387279,0.0221598,0.0235608,0.0107926,0.013421,0.0528031,0.00743387,0.00868628,0.00455961,0.0122367,0.0119913,0.0350642,0.0110172,0.0136403,0.00697663,0.0518503,0.116615,0.0164631,0.0397184,0.0278256,0,0,0,0,0,0,0
454,0,0.0300026,0,0,0,0,0.0320628,0,0,0,0,0,0,0.00679903,0.038294,0.00725973,0.0199585,0,0,0.0384214,0,0.0376457,0.0323131,0.0535713,0.00877838,0.0187839,0.00534172,0.0124174,0.0300983,0.0139716,0.0133985,0.00853846,0.00357892,0.00356016,0.00398768,0.02058,0.00490046,0.0342769,0,0.0189972,0.00734269,0.0104131,0.0172128,0.0150957,0.0472263,0,0,0.0995097,0,0.0487675,0.0388472,0.0220516,0.0236988,0.0109517,0.0146823,0.0523819,0.00731858,0.00870733,0.00449985,0.0122357,0.0120184,0.0350017,0.0109263,0.01366,0.00734357,0.0511979,0.116643,0.0164904,0.039403,0.0281484,0,0,0,0,0,0,0
455,0,0.0303428,0,0,0,0,0.0320245,0,0,0,0,0,0,0.0106762,0.0383459,0.00706817,0.0203423,0,0,0.038085,0,0.0377535,0.0320547,0.0530166,0.00697699,0.0191736,0.00566009,0.0134285,0.0296456,0.0129185,0.0118823,0.00864812,0.00340862,0.00432023,0.00362832,0.0226176,0.00395433,0.0341071,0,0.0187991,0.00713931,0.0104023,0.0171623,0.0152957,0.047344,0,0,0.0993978,0,0.0487255,0.0389322,0.0218981,0.023844,0.0111214,0.0157654,0.0520999,0.00728773,0.00872667,0.00449656,0.0122804,0.012008,0.0349742,0.0109383,0.0136581,0.00765806,0.0507703,0.116682,0.0165107,0.0391555,0.0284529,0,0,0,0,0,0,0
456,0,0.0306505,0,0,0,0,0.0320763,0,0,0,0,0,0,0.0108827,0.0383673,0.00775735,0.0205186,0,0,0.037646,0,0.0378079,0.0317613,0.0529887,0.00783632,0.0192118,0.00474001,0.0138745,0.029176,0.0116907,0.0108233,0.00724618,0.0026402,0.00417828,0.00341104,0.0231977,0.00500493,0.0337259,0,0.0186185,0.00706866,0.0103807,0.0169815,0.0153512,0.0474623,0,0,0.0993093,0,0.0487934,0.0389877,0.0215518,0.0239449,0.0112249,0.0162518,0.0519572,0.0073192,0.00875978,0.00448527,0.0122718,0.0119483,0.0349773,0.0110326,0.0135258,0.00758319,0.0506143,0.116779,0.0166151,0.0390754,0.0285951,0,0,0,0,0,0,0
457,0,0.0309692,0,0,0,0,0.0321863,0,0,0,0,0,0,0.0113304,0.0383788,0.00862447,0.020683,0,0,0.0371658,0,0.0378856,0.0314504,0.052968,0.00860607,0.0193089,0.00371064,0.0143632,0.0286364,0.0103775,0.00958561,0.00580842,0.00218847,0.0041461,0.00339982,0.0238254,0.00647204,0.0333262,0,0.0184071,0.00704178,0.0102597,0.016857,0.0153626,0.0476062,0,0,0.0991258,0,0.0487244,0.0390206,0.0211603,0.0240886,0.011295,0.0167026,0.0518196,0.00740203,0.00879113,0.0044811,0.0122484,0.0120244,0.0349739,0.0109958,0.013454,0.00745519,0.0503497,0.116825,0.0167158,0.0390109,0.0288727,0,0,0,0,0,0,0
458,0,0.0313804,0,0,0,0,0.0323238,0,0,0,0,0,0,0.0120204,0.038462,0.00961704,0.0208848,0,0,0.0367101,0,0.0380373,0.0311015,0.0529364,0.00966661,0.019459,0.00278671,0.0148264,0.0280746,0.0090199,0.00823793,0.00438525,0.00233282,0.00458214,0.0037219,0.0244925,0.00822112,0.0330173,0,0.018184,0.00709034,0.0102098,0.016867,0.0154061,0.0478876,0,0,0.0991486,0,0.0487174,0.0390313,0.020964,0.0242644,0.011384,0.0171168,0.0517753,0.00753045,0.0087978,0.00445903,0.0123574,0.0121739,0.0349988,0.0108734,0.0134619,0.00724077,0.0499826,0.116788,0.016743,0.0389702,0.0291223,0,0,0,0,0,0,0
459,0,0.0317201,0,0,0,0,0.0325054,0,0,0,0,0,0,0.0127416,0.0385419,0.0107181,0.0210815,0,0,0.0363969,0,0.0381495,0.0308268,0.0529277,0.0110637,0.0196244,0.00190702,0.0151372,0.0276498,0.00753864,0.00713217,0.00287534,0.00285623,0.00525994,0.00406915,0.0249827,0.00982119,0.0327942,0,0.0180044,0.00729235,0.0101865,0.0170665,0.0154331,0.0481538,0,0,0.0993696,0,0.0488888,0.0390562,0.0208403,0.02443,0.0116436,0.0174575,0.0518275,0.00770056,0.00878585,0.00441979,0.012579,0.0122556,0.0351097,0.0109432,0.0135529,0.00680239,0.0499419,0.11675,0.0167085,0.0390194,0.0293421,0,0,0,0,0,0,0
