Timestep,,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x75,x76,RFIN
36,0,0.00592921,0,0,0,0,0.0252199,0,0,0,0,0,0,0.0051236,0.0191604,0.00857277,0.012898,0,0,0.030475,0,0.0364413,0.0180559,0.0445053,0.00976257,0.0268508,0.00544619,0.00731936,0.0513375,0.00615176,0.00476604,0.006393,0.00962911,0.010138,0.00847234,0.031031,0.00557249,0.0349429,0.00780718,0.00718868,0.00621374,0.0322105,0.0171693,0.0162966,0.0190318,0,0,0.0758871,0,0.0871997,0.0439422,0.0218612,0.0185284,0.00969784,0.00630015,0.056063,0,0.0122293,0.00298856,0.00749782,0.0142107,0.0386833,0.0131642,0.0156248,0.00690833,0.0702004,0.0884768,0.0240211,0.0255087,0.0104418,0,0,0,0,0,0,0
37,0,0.00551827,0,0,0,0,0.0242994,0,0,0,0,0,0,0.00513757,0.0191688,0.0084763,0.0128766,0,0,0.0302713,0,0.0363942,0.0178848,0.0445951,0.00957332,0.0268232,0.00533446,0.00736572,0.051044,0.00604366,0.00465827,0.00628605,0.00955268,0.0100416,0.00840525,0.0310021,0.0054799,0.0346109,0.00782919,0.00710954,0.00624642,0.0320079,0.0171262,0.0164394,0.0179215,0,0,0.0764589,0,0.0872177,0.0439348,0.0218407,0.0183563,0.00971215,0.00652325,0.0563096,0.00401798,0.0123177,0.00304458,0.00746499,0.0142032,0.0386524,0.0131343,0.0156628,0.00716117,0.070585,0.0883625,0.0238808,0.0245611,0.0102194,0,0,0,0,0,0,0
38,0,0.00516708,0,0,0,0,0.023436,0,0,0,0,0,0,0.00516846,0.019201,0.00840228,0.0128704,0,0,0.0300895,0,0.0363766,0.017753,0.0447044,0.0095395,0.0267968,0.00528241,0.00737398,0.0507796,0.00596504,0.00455907,0.00622477,0.00946406,0.00994671,0.00833294,0.0309678,0.00546876,0.034331,0.00784432,0.00701047,0.00622225,0.0318289,0.017139,0.0164888,0.0168738,0,0,0.0769639,0,0.0872379,0.0439242,0.0219086,0.0182929,0.00977486,0.00665734,0.0565457,0,0.0123002,0.00308136,0.00755014,0.0142392,0.0386305,0.0131356,0.0157287,0.00733214,0.0709192,0.0882293,0.0237562,0.0236821,0.01,0,0,0,0,0,0,0
39,0,0.0049292,0,0,0,0,0.0226752,0,0,0,0,0,0,0.00525434,0.019242,0.00834835,0.0128691,0,0,0.0299526,0,0.0363505,0.0176407,0.0447961,0.00969705,0.0267807,0.00525731,0.00738582,0.050566,0.00591171,0.00452663,0.006211,0.00938261,0.0098773,0.00828,0.030904,0.00552119,0.0341514,0.00786393,0.00691988,0.00621655,0.0317423,0.017114,0.0165467,0.0159453,0,0,0.0774143,0,0.0873025,0.0439174,0.0218989,0.0182969,0.0097799,0.00675777,0.05677,0,0.0122944,0.0030723,0.00757604,0.0142539,0.0385789,0.0131085,0.01573,0.00747678,0.0712173,0.0880933,0.0237206,0.0229128,0.00983947,0,0,0,0,0,0,0
40,0,0.00480772,0,0,0,0,0.0220226,0,0,0,0,0,0,0.00530594,0.0192668,0.00831472,0.0128736,0,0,0.0298328,0,0.0363139,0.0175424,0.0448828,0.00973982,0.0267696,0.00523201,0.00741837,0.0503567,0.00587743,0.00447819,0.00619382,0.00937097,0.00983186,0.00825414,0.0308469,0.00556037,0.0339654,0.00790002,0.00687031,0.00625907,0.0316915,0.0170677,0.0165961,0.0151739,0,0,0.0777733,0,0.0873274,0.0439107,0.0218408,0.018294,0.00975841,0.00686122,0.0570196,0.00493813,0.01233,0.00305303,0.00752708,0.014253,0.0385607,0.0130833,0.0157173,0.00759508,0.0714556,0.0879674,0.0236518,0.0222684,0.00973326,0,0,0,0,0,0,0
41,0,0.00476674,0,0,0,0,0.0214812,0,0,0,0,0,0,0.00529045,0.0192829,0.00827671,0.0128564,0,0,0.0297011,0,0.0362773,0.0174928,0.044947,0.00951985,0.0267719,0.00518098,0.00747376,0.050178,0.00583009,0.00438944,0.00612685,0.00934562,0.00980465,0.00821501,0.0308296,0.00550983,0.0337879,0.00791164,0.00683794,0.00627803,0.0316795,0.0170596,0.0166457,0.0145337,0,0,0.0780829,0,0.0873193,0.0438899,0.0218484,0.0182917,0.00979456,0.00693551,0.0572515,0.00619868,0.0123389,0.00306736,0.00753361,0.0142491,0.0385899,0.0130839,0.0157506,0.00762274,0.0716775,0.0878633,0.0235832,0.0216968,0.00964245,0,0,0,0,0,0,0
42,0,0.00482256,0,0,0,0,0.0205147,0,0,0,0,0,0,0.00538703,0.019314,0.00822165,0.0128057,0,0,0.0294527,0,0.0362032,0.0173256,0.0450224,0.0096226,0.0268098,0.00507096,0.00753269,0.0499066,0.0057186,0.00421037,0.00602622,0.00924479,0.00971,0.00809666,0.0307375,0.00558916,0.0335125,0.00789848,0.00670547,0.00629481,0.0316278,0.0170369,0.0167156,0.0134181,0,0,0.0786977,0,0.0872748,0.0438505,0.021825,0.018292,0.00982837,0.00702431,0.0576793,0.00471641,0.0123644,0.00309281,0.00753492,0.0142278,0.0385458,0.0130508,0.0157791,0.00771827,0.0721828,0.0877352,0.02348,0.0207257,0.009591,0,0,0,0,0,0,0
43,0,0.00500102,0,0,0,0,0.0195916,0,0,0,0,0,0,0.00546163,0.0193526,0.00816615,0.0127816,0,0,0.0292651,0,0.0361327,0.0171771,0.0450802,0.00973876,0.0268186,0.00497046,0.00755543,0.0496438,0.00561711,0.00409564,0.00595966,0.00917285,0.00963928,0.0080231,0.0306616,0.00561027,0.0332812,0.00785335,0.00657037,0.00632139,0.0316412,0.0170405,0.0167636,0.0123995,0,0,0.0792775,0,0.0872527,0.0438268,0.0218357,0.0182975,0.00986228,0.00712928,0.0581198,0.00375617,0.0124009,0.00310563,0.00753438,0.0142471,0.0384986,0.0130362,0.0157954,0.00781302,0.0726578,0.0876074,0.0233815,0.0198266,0.00955981,0,0,0,0,0,0,0
44,0,0.00521923,0,0,0,0,0.0188082,0,0,0,0,0,0,0.00546123,0.0193921,0.00811164,0.0127727,0,0,0.0291057,0,0.0361042,0.0170852,0.0451706,0.00968269,0.0268387,0.00488705,0.00758115,0.0493868,0.00552038,0.00403219,0.00589185,0.00911052,0.00959162,0.00799889,0.0306332,0.00554003,0.0330856,0.00784848,0.00646079,0.0063413,0.03164,0.017019,0.0167212,0.0116004,0,0,0.0797539,0,0.0872321,0.0438233,0.0218632,0.018309,0.0098612,0.00724332,0.0585327,0.0036278,0.0124231,0.00313531,0.00751035,0.0142639,0.0384778,0.0130207,0.0157802,0.00792958,0.0730516,0.087493,0.0232952,0.0190429,0.00953474,0,0,0,0,0,0,0
45,0,0.00543755,0,0,0,0,0.0181935,0,0,0,0,0,0,0.0054228,0.019448,0.00804923,0.0128087,0,0,0.0289681,0,0.0360969,0.0170172,0.0452768,0.00950782,0.0268751,0.00481035,0.00761087,0.0491369,0.00545293,0.00397578,0.00580727,0.00906051,0.00953413,0.0079984,0.0306414,0.00538952,0.0329042,0.00786811,0.00639942,0.00633906,0.0316074,0.0170104,0.0166213,0.0109747,0,0,0.0801392,0,0.0872239,0.0438316,0.0218685,0.0183171,0.00986854,0.00731741,0.0588862,0.00369337,0.0124351,0.00315758,0.00751313,0.0142686,0.0384913,0.0130302,0.0157882,0.00797341,0.0733694,0.0874162,0.0232232,0.0183849,0.00954619,0,0,0,0,0,0,0
46,0,0.00585746,0,0,0,0,0.0174127,0,0,0,0,0,0,0.00544268,0.0194893,0.00797042,0.0128592,0,0,0.0288067,0,0.0360593,0.0169084,0.0453576,0.00936249,0.0268692,0.00470086,0.00766198,0.0489585,0.00539386,0.00388325,0.00569641,0.00901222,0.00946012,0.00798581,0.030626,0.00528114,0.0327272,0.00789838,0.00634332,0.00634553,0.0315008,0.0170071,0.0164295,0.0101484,0,0,0.0806808,0,0.0872473,0.0438276,0.0218499,0.0182927,0.0098773,0.00743363,0.059357,0.00370884,0.0124555,0.00315774,0.00753306,0.0142635,0.038489,0.0130025,0.0158283,0.00799606,0.0737846,0.0873149,0.0230993,0.0175429,0.00966254,0,0,0,0,0,0,0
47,0,0.00628865,0,0,0,0,0.0167447,0,0,0,0,0,0,0.00547298,0.0195152,0.00791736,0.0128616,0,0,0.0287361,0,0.0360192,0.0168538,0.0453859,0.00925498,0.02684,0.00462932,0.00770084,0.0488281,0.00533278,0.00375855,0.00560556,0.00896875,0.00941418,0.00795446,0.0306212,0.00523187,0.0325756,0.00791508,0.00630278,0.00636585,0.0314592,0.0170211,0.0163657,0.0094842,0,0,0.0811767,0,0.0873272,0.0438295,0.0218724,0.0182598,0.00989255,0.00756439,0.0597724,0.00381563,0.0124772,0.0031354,0.00753629,0.014278,0.0384552,0.0129934,0.0158631,0.00804868,0.0741618,0.0872321,0.0230344,0.0168373,0.0097854,0,0,0,0,0,0,0
48,0,0.00664809,0,0,0,0,0.0162,0,0,0,0,0,0,0.00551376,0.0195211,0.00791304,0.0128529,0,0,0.0286856,0,0.0360047,0.0168205,0.0454001,0.00934521,0.0268209,0.00458239,0.00771606,0.0486709,0.00527584,0.0037033,0.00557718,0.00894556,0.00937823,0.00792968,0.0306116,0.00526556,0.0325119,0.00794854,0.00627197,0.00635017,0.0314107,0.0170577,0.0164463,0.00898624,0,0,0.081604,0,0.0873397,0.0438107,0.0218989,0.018233,0.00995844,0.00767057,0.0601307,0,0.0124408,0.00310563,0.00761976,0.014326,0.0384249,0.0130039,0.0159029,0.00810869,0.0744786,0.0871793,0.0229732,0.0162579,0.00987149,0,0,0,0,0,0,0
49,0,0.00693976,0,0,0,0,0.0157587,0,0,0,0,0,0,0.00547191,0.0194838,0.0078973,0.0128389,0,0,0.0286285,0,0.0360446,0.0167813,0.0454404,0.00922148,0.0268133,0.00456564,0.00775899,0.0485608,0.00526626,0.00368836,0.00556416,0.00890381,0.00932319,0.00793514,0.0306369,0.00523381,0.0324743,0.00802521,0.00623948,0.00635578,0.0313339,0.0170389,0.0166306,0.00862541,0,0,0.0819524,0,0.0872881,0.0437966,0.021905,0.0182145,0.00997341,0.00775496,0.0604361,0,0.0124126,0.00306921,0.00765122,0.0143313,0.0384022,0.013005,0.0158939,0.00821076,0.0747409,0.0871248,0.022929,0.0157937,0.00994651,0,0,0,0,0,0,0
50,0,0.00715665,0,0,0,0,0.0154727,0,0,0,0,0,0,0.00546649,0.0193973,0.00791271,0.0128299,0,0,0.0286021,0,0.0361226,0.0167192,0.0454927,0.00934312,0.0267404,0.00459586,0.00778779,0.0485963,0.00529874,0.00369547,0.00558787,0.00885103,0.00931875,0.0079344,0.0306284,0.00528526,0.0324379,0.00815418,0.00622994,0.00639498,0.0312003,0.017036,0.0166233,0.00841278,0,0,0.0822088,0,0.0872905,0.0437981,0.0219215,0.0181868,0.00993713,0.00785205,0.0606842,0.00562069,0.0124129,0.00305148,0.00758045,0.0143206,0.0384493,0.0130072,0.0158886,0.00826687,0.0749379,0.0870474,0.0228265,0.015472,0.010008,0,0,0,0,0,0,0
51,0,0.00750224,0,0,0,0,0.0150732,0,0,0,0,0,0,0.00552377,0.0194088,0.00789014,0.0128424,0,0,0.0285515,0,0.0361567,0.016636,0.0455594,0.00937166,0.0266804,0.00459771,0.00782909,0.0485696,0.00524699,0.0036683,0.00557617,0.00883126,0.00931038,0.00792594,0.0305984,0.00533794,0.0323698,0.00819632,0.00620791,0.00643327,0.0311113,0.0170713,0.0164214,0.00815599,0,0,0.0825839,0,0.0874076,0.043798,0.021966,0.0182063,0.0099601,0.00801348,0.0610441,0.0057609,0.0124226,0.00307634,0.00756692,0.0143478,0.0384612,0.0130249,0.0159529,0.00828286,0.0752372,0.0869739,0.0227404,0.0150184,0.0101593,0,0,0,0,0,0,0
52,0,0.00776262,0,0,0,0,0.0147484,0,0,0,0,0,0,0.00558999,0.0194421,0.00786095,0.0128507,0,0,0.0285741,0,0.0361864,0.0166239,0.0455696,0.00921597,0.0265655,0.00456593,0.00784743,0.048478,0.00517419,0.0036303,0.00550549,0.00887406,0.00929632,0.00796904,0.0306403,0.00528598,0.0323833,0.00816067,0.00625376,0.00646862,0.0310812,0.0171046,0.016423,0.00795652,0,0,0.0828714,0,0.0874469,0.0437713,0.0219645,0.0182333,0.00998834,0.00824659,0.0613257,0.00560906,0.0124332,0.00310781,0.00756675,0.0144064,0.0385198,0.0130523,0.0160315,0.00833691,0.0754612,0.0868681,0.0226984,0.0146592,0.0102759,0,0,0,0,0,0,0
53,0,0.00790971,0,0,0,0,0.0145296,0,0,0,0,0,0,0.00558146,0.019436,0.00784737,0.0128709,0,0,0.0286196,0,0.0361834,0.01665,0.0455814,0.00923749,0.0264919,0.00455365,0.00788881,0.0484249,0.00513269,0.00362701,0.00547144,0.00889053,0.00926848,0.00796433,0.0306258,0.00525362,0.0324227,0.00811816,0.00624669,0.00647568,0.0310296,0.0171182,0.0165845,0.00787371,0,0,0.0830498,0,0.0874062,0.0437372,0.0219683,0.0182487,0.0100149,0.00838467,0.0615328,0.00520383,0.0124235,0.00309518,0.0075917,0.0144467,0.0385486,0.013084,0.0160663,0.00842239,0.0756288,0.0867702,0.0226785,0.014451,0.0103576,0,0,0,0,0,0,0
54,0,0.00800266,0,0,0,0,0.0144332,0,0,0,0,0,0,0.00509976,0.0194753,0.00776198,0.012957,0,0,0.0287385,0,0.0362212,0.0167155,0.0459157,0.00899309,0.0265378,0.00459284,0.00803799,0.048426,0.0052386,0.00377537,0.00554195,0.00879739,0.00923099,0.00779423,0.0304682,0.00516251,0.0324863,0.00808631,0.00630653,0.00640911,0.0309853,0.0171501,0.0165713,0.00782158,0,0,0.0831319,0,0.0873314,0.0438516,0.0220401,0.0182389,0.00996621,0.0085642,0.0616703,0.00481559,0.0124199,0.00306577,0.00754682,0.0144348,0.0385824,0.0130977,0.0160366,0.00834008,0.0757422,0.0866124,0.0226186,0.0143405,0.0104287,0,0,0,0,0,0,0
55,0,0.00805826,0,0,0,0,0.0144512,0,0,0,0,0,0,0.00425532,0.019486,0.0076536,0.0131855,0,0,0.0289844,0,0.0362678,0.0168328,0.046699,0.00857027,0.0266846,0.00477436,0.00825767,0.0484651,0.00557209,0.00438762,0.00576627,0.00863833,0.00924604,0.00744953,0.0301204,0.00560478,0.0326804,0.00807467,0.00642581,0.00626277,0.0308974,0.0172206,0.01641,0.00783506,0,0,0.0831333,0,0.0872626,0.0441497,0.0221408,0.0182173,0.0098297,0.00874833,0.061725,0.00404122,0.0123932,0.00303553,0.00740106,0.0143678,0.0386131,0.0130998,0.0159571,0.00804115,0.0757904,0.0863595,0.0225206,0.0143299,0.0105232,0,0,0,0,0,0,0
56,0,0.00793813,0,0,0,0,0.014622,0,0,0,0,0,0,0.00420685,0.01952,0.00767293,0.0131747,0,0,0.0291396,0,0.0362783,0.0168838,0.046815,0.00843892,0.0266055,0.00487846,0.00826522,0.0485559,0.00564306,0.00443995,0.00587581,0.0086591,0.00929512,0.00742655,0.0301089,0.00575002,0.0328299,0.00805443,0.00646782,0.00622977,0.030784,0.0172364,0.0164926,0.00792417,0,0,0.0830479,0,0.0872377,0.044171,0.0221485,0.0182158,0.00982343,0.00880541,0.0616083,0.00377183,0.0123721,0.00300624,0.00739809,0.0143731,0.0386245,0.0130986,0.015958,0.00802526,0.0755543,0.0861387,0.0224284,0.0145157,0.0105006,0,0,0,0,0,0,0
57,0,0.00840257,0,0,0,0,0.0141181,0,0,0,0,0,0,0.00491966,0.0196231,0.00778131,0.0129257,0,0,0.0289123,0,0.036208,0.0167142,0.0461953,0.00876612,0.0263679,0.00487531,0.00814202,0.0484695,0.00537903,0.00400595,0.00587206,0.0087639,0.00927717,0.00760506,0.0303129,0.0055189,0.0326122,0.00805096,0.0062847,0.00633214,0.0306269,0.0171713,0.0166324,0.00774289,0,0,0.0835696,0,0.0873564,0.0438657,0.0220388,0.0182538,0.00998262,0.00891819,0.0620665,0.00369781,0.012403,0.00308375,0.00756728,0.0144425,0.0386177,0.0130922,0.016041,0.00833799,0.0758313,0.0861047,0.0223923,0.014019,0.0107106,0,0,0,0,0,0,0
58,0,0.00891467,0,0,0,0,0.0137399,0,0,0,0,0,0,0.00537865,0.0197322,0.00783459,0.0128515,0,0,0.0288428,0,0.036152,0.0166978,0.0459944,0.0092545,0.0262682,0.0047651,0.00813483,0.0485559,0.00522283,0.0037568,0.00575055,0.00882484,0.00925028,0.00774495,0.0304381,0.00549916,0.0325681,0.00797518,0.00617985,0.00641335,0.0304729,0.0171525,0.0167116,0.00770025,0,0,0.0840802,0,0.0875165,0.0437461,0.0220065,0.018274,0.0100511,0.00906988,0.0624886,0.00370981,0.012423,0.00311418,0.00766907,0.0144816,0.0386152,0.0130959,0.0161087,0.00850697,0.0761457,0.086287,0.0223637,0.0136332,0.0110193,0,0,0,0,0,0,0
59,0,0.00934294,0,0,0,0,0.013501,0,0,0,0,0,0,0.00544922,0.0197749,0.00777527,0.0128555,0,0,0.0289439,0,0.0361288,0.0167725,0.0460432,0.00929339,0.026253,0.00457738,0.00825017,0.0486792,0.0051119,0.00358941,0.00553311,0.00877252,0.00918216,0.00782456,0.0305038,0.00531343,0.0326204,0.00796149,0.00612427,0.00642043,0.0302493,0.0171576,0.0167379,0.00777749,0,0,0.0845223,0,0.0877585,0.0437708,0.0220844,0.0182679,0.0100562,0.0092763,0.0628547,0.00375356,0.0124253,0.00310047,0.00770969,0.0144857,0.0386239,0.0130969,0.0161287,0.00853708,0.0763591,0.0864194,0.0222979,0.0133796,0.0113068,0,0,0,0,0,0,0
60,0,0.00961664,0,0,0,0,0.0133627,0,0,0,0,0,0,0.00542206,0.0198045,0.00773053,0.0128383,0,0,0.0291677,0,0.0361222,0.0168324,0.0461207,0.00902524,0.0262382,0.00443775,0.00838512,0.0487621,0.00506009,0.00348806,0.00537202,0.00872394,0.00914722,0.00785076,0.0305337,0.00512134,0.0326738,0.00794864,0.00605048,0.00637214,0.0300219,0.0171459,0.016746,0.00791104,0,0,0.0848658,0,0.0882074,0.0438008,0.022101,0.0182749,0.0100662,0.00945865,0.0631415,0.0036105,0.0123967,0.00307002,0.00773601,0.0144768,0.0386167,0.013094,0.0161346,0.0085352,0.076446,0.0865292,0.0222471,0.0132737,0.0115058,0,0,0,0,0,0,0
61,0,0.00974002,0,0,0,0,0.0133417,0,0,0,0,0,0,0.00545186,0.0198477,0.00769803,0.0128265,0,0,0.0294449,0,0.0361606,0.0169299,0.0461518,0.00890473,0.0262214,0.00435616,0.00847544,0.0487862,0.0050097,0.00341683,0.00529589,0.00871397,0.00913571,0.00785221,0.0305323,0.00504588,0.0326658,0.00792047,0.00593017,0.00628746,0.0297808,0.0171682,0.0167813,0.0080408,0,0,0.0851238,0,0.0886863,0.0437969,0.0221135,0.0182634,0.0101372,0.00956361,0.0633132,0,0.01234,0.00306319,0.00784245,0.0145096,0.0386189,0.0130997,0.0161657,0.00855614,0.0763946,0.086703,0.0222115,0.0133122,0.0116118,0,0,0,0,0,0,0
62,0,0.00971771,0,0,0,0,0.0134556,0,0,0,0,0,0,0.00551517,0.019868,0.00767672,0.0128272,0,0,0.0297947,0,0.0362034,0.0170586,0.0461407,0.00898025,0.0261693,0.00432492,0.00851526,0.0487372,0.00496768,0.00337459,0.0052646,0.0087061,0.00911552,0.00783443,0.0305286,0.00507854,0.0327946,0.00794346,0.00580512,0.00633882,0.0295673,0.01715,0.0168398,0.00816843,0,0,0.0853357,0,0.089065,0.0437823,0.0220897,0.0182503,0.0101123,0.00973314,0.0633562,0.00365921,0.0123882,0.00303373,0.00779397,0.014522,0.0385962,0.0130815,0.0161675,0.00865355,0.0761714,0.0868989,0.0221897,0.0135017,0.0116411,0,0,0,0,0,0,0
63,0,0.00958684,0,0,0,0,0.0136685,0,0,0,0,0,0,0.00554612,0.019909,0.00767408,0.0128255,0,0,0.0301509,0,0.0362572,0.0172437,0.0461327,0.00914532,0.0261003,0.00429996,0.00859949,0.0485613,0.00495213,0.00337365,0.00524362,0.00868422,0.00909953,0.0078266,0.0305261,0.00512762,0.0329192,0.00798439,0.00572948,0.00625877,0.029396,0.0171865,0.0169082,0.00829987,0,0,0.0855489,0,0.0894241,0.0437611,0.0221402,0.0182314,0.0101895,0.00993061,0.0633378,0,0.012355,0.00303482,0.0078525,0.014543,0.0386134,0.0131177,0.0161926,0.00869788,0.0759364,0.0871114,0.0221546,0.01379,0.0116103,0,0,0,0,0,0,0
64,0,0.00957732,0,0,0,0,0.013794,0,0,0,0,0,0,0.00554974,0.0199906,0.00764139,0.0128306,0,0,0.0303969,0,0.0362504,0.0174257,0.0461801,0.00908073,0.0260225,0.00426102,0.00880285,0.0484003,0.0049413,0.00334979,0.0051934,0.00868904,0.00904059,0.00779089,0.0305265,0.00509517,0.0328917,0.00795262,0.00567982,0.00620696,0.0292694,0.0172338,0.0169648,0.00850123,0,0,0.0859828,0,0.089879,0.0437661,0.0222187,0.0182436,0.0102399,0.0102362,0.0634632,0,0.012391,0.00283875,0.00784533,0.0145748,0.0386225,0.0131531,0.0162291,0.00875655,0.0758657,0.0871557,0.0220916,0.0140281,0.0117035,0,0,0,0,0,0,0
65,0,0.00945882,0,0,0,0,0.0140236,0,0,0,0,0,0,0.00545222,0.0199762,0.00760244,0.0128626,0,0,0.0305614,0,0.0362127,0.0175035,0.0462379,0.00902306,0.0259637,0.00427326,0.00902864,0.0483516,0.00492217,0.00331396,0.00518378,0.00864614,0.00897838,0.0077218,0.0304709,0.00507068,0.0328495,0.00802307,0.00571468,0.00625984,0.0292275,0.0172913,0.0169788,0.00879113,0,0,0.0864393,0,0.0903105,0.0437834,0.0223148,0.0182415,0.0102364,0.0105619,0.0634919,0.00540972,0.0124626,0.00231519,0.00780803,0.0146259,0.038645,0.0131678,0.016288,0.00876934,0.0757437,0.0872301,0.0220258,0.0144353,0.0117832,0,0,0,0,0,0,0
66,0,0.00929169,0,0,0,0,0.0143929,0,0,0,0,0,0,0.00519839,0.019942,0.00752147,0.0129257,0,0,0.0306863,0,0.0361556,0.0175352,0.0462442,0.00882401,0.0259315,0.00429126,0.00927749,0.0483304,0.00488577,0.00329543,0.00520593,0.00856207,0.00893609,0.0076128,0.0303676,0.00503385,0.032813,0.00814533,0.00584165,0.00625707,0.0292479,0.0172592,0.0170351,0.00923901,0,0,0.0869367,0,0.0906643,0.0438205,0.0222914,0.0182461,0.0102215,0.0109665,0.0634465,0.00524212,0.0124714,0.00212435,0.00783737,0.0146102,0.0386533,0.0131346,0.0162973,0.00890493,0.075634,0.087623,0.0219637,0.0150137,0.0119092,0,0,0,0,0,0,0
67,0,0.00925342,0,0,0,0,0.0146136,0,0,0,0,0,0,0.00519388,0.0199242,0.00743116,0.0129515,0,0,0.0306907,0,0.0360573,0.0175232,0.0462202,0.0088333,0.0258529,0.00418883,0.00953648,0.0480431,0.00478275,0.00318884,0.00513615,0.00848354,0.00885642,0.00755458,0.0302977,0.0050158,0.0326408,0.00826187,0.00595833,0.00618071,0.0294061,0.0172271,0.0171308,0.0097471,0,0,0.0876667,0,0.0910969,0.0437981,0.022276,0.0182452,0.010303,0.011369,0.0635942,0,0.0124423,0.00232158,0.00795653,0.0146044,0.0386222,0.0131062,0.0163273,0.00906335,0.0757293,0.0886633,0.0220286,0.0154378,0.0120957,0,0,0,0,0,0,0
68,0,0.00914093,0,0,0,0,0.0149929,0,0,0,0,0,0,0.00538765,0.0199882,0.00737511,0.0130069,0,0,0.0306956,0,0.0359421,0.017466,0.0462283,0.00882348,0.0256797,0.00408317,0.00985376,0.0476532,0.00466568,0.00306916,0.00502042,0.0084604,0.00880164,0.00755916,0.0302956,0.00497026,0.0324881,0.00834423,0.00604905,0.00630714,0.0296139,0.0172528,0.0172855,0.0103725,0,0,0.0884369,0,0.0915326,0.043757,0.0223322,0.018197,0.0103096,0.0118151,0.0636825,0.0047441,0.0125041,0.00260356,0.00794911,0.0146501,0.0386423,0.0131338,0.0164211,0.00916551,0.0757342,0.089758,0.0220878,0.0160608,0.0122558,0,0,0,0,0,0,0
69,0,0.00896228,0,0,0,0,0.0155412,0,0,0,0,0,0,0.0056531,0.0201139,0.00734525,0.0132019,0,0,0.0308488,0,0.0358016,0.0174867,0.0463367,0.00889017,0.0254739,0.00397545,0.0102186,0.0472249,0.00454872,0.0029305,0.00490339,0.00842799,0.00873339,0.00756344,0.0303011,0.00498871,0.032358,0.00843429,0.00609545,0.00631012,0.0298975,0.0173274,0.0173133,0.0111534,0,0,0.0892712,0,0.0919424,0.0437193,0.0224227,0.0182257,0.0103712,0.0123216,0.0637171,0.00579394,0.0125386,0.00239055,0.00801521,0.0146981,0.0386507,0.0131681,0.0164996,0.00915122,0.075666,0.0910103,0.0221868,0.0168629,0.0123737,0,0,0,0,0,0,0
70,0,0.00884079,0,0,0,0,0.0162914,0,0,0,0,0,0,0.0058237,0.0200578,0.00730066,0.0136528,0,0,0.0311818,0,0.0357271,0.017662,0.0466184,0.00876247,0.0252438,0.00388407,0.0107975,0.0466582,0.00443976,0.00277977,0.00478929,0.0083726,0.00867104,0.0075595,0.0303407,0.00499672,0.0322924,0.00869132,0.00608596,0.00623598,0.0302482,0.0172363,0.0173289,0.0121516,0,0,0.0902164,0,0.0923366,0.0438387,0.0223032,0.0183153,0.0103554,0.0130932,0.0637661,0.00637698,0.0126356,0.00223041,0.00796816,0.0146431,0.038668,0.0131204,0.0164033,0.00912579,0.075634,0.0924267,0.0222819,0.0178799,0.0125112,0,0,0,0,0,0,0
71,0,0.00900383,0,0,0,0,0.0169825,0,0,0,0,0,0,0.00585685,0.0200227,0.00721954,0.0142711,0,0,0.0316154,0,0.0356343,0.0179253,0.0469205,0.0085759,0.025003,0.00378235,0.0116487,0.0458268,0.00434026,0.00264094,0.0046851,0.00827696,0.0085513,0.00746746,0.0302935,0.00497934,0.0322156,0.00895619,0.00619511,0.00604735,0.0307011,0.0171119,0.0175302,0.0132541,0,0,0.0914797,0,0.0927678,0.0441837,0.0220914,0.018422,0.0103218,0.0141739,0.0640741,0.00422938,0.0128705,0.00229427,0.00780873,0.0145201,0.0385909,0.0130442,0.0162116,0.00893704,0.0758365,0.0935366,0.0222764,0.0188179,0.0127912,0,0,0,0,0,0,0
72,0,0.00927623,0,0,0,0,0.0177947,0,0,0,0,0,0,0.00599792,0.0200986,0.00709979,0.0146273,0,0,0.0319939,0,0.0354793,0.0182643,0.0470781,0.00844351,0.0247536,0.00366434,0.0123702,0.0448047,0.00424939,0.00248877,0.00455516,0.00818142,0.00840807,0.00737042,0.0301986,0.00495296,0.0319986,0.00919915,0.00643047,0.00593032,0.0312461,0.0171339,0.0176334,0.0145766,0,0,0.0927462,0,0.0932764,0.0442506,0.0221474,0.018449,0.0103932,0.0150277,0.0643528,0,0.0129007,0.00232891,0.0078476,0.0145269,0.0384801,0.0130252,0.0162374,0.0090041,0.075975,0.0946456,0.0222721,0.0198529,0.0130871,0,0,0,0,0,0,0
