Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,x73,,x77
434,0.0128153,0,0,0,0,0.00918646,0,0,0,0.00739262,0.0550007,0.0119922,0.00905621,0,0,0.0273131,0,0.0413876,0.0134552,0.0398197,0.0239629,0.0230731,0.0124377,0.00572606,0.0152352,0.00896534,0.00824094,0.00950571,0.00774606,0.0078263,0.00584382,0.0192242,0.0191114,0.0169946,0.0460889,0.0196157,0.0128681,0.0431787,0.00587158,0.0194291,0.0132154,0,0,0.007776,0,0.0497808,0.00361133,0.0394005,0.0180762,0.0147177,0.0105903,0.00710163,0.00836493,0.00557503,0.0131271,0.0103065,0.00984362,0.00917928,0.0374925,0.00636415,0.00722296,0.0220488,0.00916636,0.0101448,0.00285358,0.00874303,0.00957867,0,0,0,0,0,0,0,0
435,0.01152,0,0,0,0,0.0083097,0,0,0,0.00510016,0.0550323,0.012391,0.00933589,0,0,0.0268889,0,0.0413562,0.0130426,0.0400668,0.0232573,0.0232916,0.0108633,0.00582376,0.0128598,0.00804202,0.00689231,0.00818541,0.0074463,0.00716773,0.00640701,0.0186775,0.0188142,0.0164238,0.0461763,0.0194869,0.0114738,0.0431287,0.00571984,0.0191773,0.0128012,0,0,0.00772724,0,0.0497124,0.00309105,0.0391072,0.0176645,0.0148721,0.0108165,0.00635985,0.00933395,0.00573829,0.0128334,0.0104915,0.0102547,0.00855438,0.0374967,0.00587279,0.00646701,0.0211035,0.00928087,0.0101148,0.00280253,0.0077076,0.00848487,0,0,0,0,0,0,0,0
436,0.0103241,0,0,0,0,0.00764408,0,0,0,0.00596591,0.0549523,0.0127181,0.00937558,0,0,0.0265609,0,0.0413768,0.0128991,0.0402654,0.0221366,0.0233675,0.00882343,0.00596496,0.0119501,0.00687829,0.00524193,0.00666538,0.00713487,0.0065513,0.00693978,0.0181209,0.018062,0.0161989,0.0462479,0.01943,0.0106247,0.0432449,0.00574738,0.0190915,0.0119152,0,0,0.00762756,0,0.0494585,0.0027379,0.0387933,0.0171029,0.0149038,0.0110707,0.00601433,0.00886647,0.00596588,0.0123899,0.0105916,0.0106962,0.00791853,0.0371274,0.00535526,0.0058252,0.0203819,0.0088291,0.010197,0.00293652,0.00734892,0.00762233,0,0,0,0,0,0,0,0
437,0.0045805,0,0,0,0,0.00488057,0,0,0,0.00754717,0.054714,0.0127635,0.00937229,0,0,0.0260217,0,0.0413655,0.0121055,0.0402876,0.0207514,0.0233753,0.00678929,0.00639454,0.00782224,0.00568137,0.00345702,0.00513575,0.00683864,0.00613913,0.00730579,0.017642,0.0175984,0.016366,0.0463198,0.0188161,0.0107602,0.0431704,0.00586088,0.0191259,0.00858643,0,0,0.00711137,0,0.0493731,0.00242803,0.0387578,0.0161824,0.014859,0.0114037,0.00494543,0.00441217,0.0062897,0.0117324,0.0108239,0.0112504,0.00739705,0.0364623,0.0049714,0.00516973,0.0202528,0.00666517,0.010501,0.00313233,0.00592156,0.00503579,0,0,0,0,0,0,0,0
438,0.0106992,0,0,0,0,0.00800669,0,0,0,0.0105504,0.0548249,0.0126731,0.00874117,0,0,0.025718,0,0.0414768,0.0127773,0.0408161,0.0186156,0.0232532,0.00449406,0.00591541,0.0128585,0.00396274,0.00106918,0.0032,0.00702708,0.00642389,0.00776415,0.0171011,0.0164526,0.0158103,0.0463217,0.0192198,0.0108466,0.0433535,0.00525001,0.0190733,0.0119069,0,0,0.00747924,0,0.0494435,0.00184395,0.0388981,0.0150285,0.015101,0.0113239,0.00588733,0.00987094,0.0064714,0.0115184,0.0109628,0.011474,0.00699334,0.0360814,0.00426332,0.00495328,0.0200044,0.00901355,0.0107588,0.0027613,0.00760518,0.00756644,0,0,0,0,0,0,0,0
439,0.0103449,0,0,0,0,0.0079833,0,0,0,0.0113038,0.0547036,0.0129633,0.00809936,0,0,0.0249708,0,0.0415755,0.0126245,0.041159,0.0173831,0.0230931,0.00347485,0.00588363,0.0127781,0.00277778,0.00196172,0.00233149,0.00766024,0.00730467,0.00820408,0.0166198,0.0161976,0.0156333,0.0463455,0.0191494,0.0113188,0.0432861,0.00511367,0.0189687,0.01155,0,0,0.00759587,0,0.0495269,0.001325,0.038861,0.0138506,0.0151991,0.0115595,0.00581092,0.0103522,0.0068721,0.0112324,0.0112599,0.0117989,0.0069252,0.0356186,0.00371097,0.00496852,0.0201808,0.00899591,0.0111058,0.00260604,0.00746452,0.00713487,0,0,0,0,0,0,0,0
440,0.0094627,0,0,0,0,0.00746224,0,0,0,0.0120192,0.0545965,0.0133207,0.00741457,0,0,0.0241528,0,0.0416565,0.0123996,0.0415615,0.0162902,0.0228315,0.00354343,0.00571126,0.0126051,0.00166787,0.00426308,0.00300739,0.00844355,0.00858202,0.00860942,0.0162575,0.016002,0.0154292,0.0463057,0.0191337,0.0122007,0.043296,0.00489644,0.0189173,0.0107613,0,0,0.00772473,0,0.0494241,0.000916308,0.0387673,0.0127883,0.0152755,0.0115506,0.00554698,0.00993749,0.00700068,0.011025,0.0113483,0.0119543,0.00683294,0.0351464,0.00326851,0.00503846,0.0206157,0.00869371,0.0113831,0.00264639,0.00700889,0.00637643,0,0,0,0,0,0,0,0
441,0.00865279,0,0,0,0,0.0068779,0,0,0,0.0126656,0.0544461,0.0137765,0.00663825,0,0,0.0235915,0,0.0417407,0.0122554,0.0419978,0.015733,0.0225144,0.00512319,0.00556483,0.0126694,0.00222004,0.00670858,0.00467734,0.00946967,0.010208,0.0090784,0.0158825,0.0155236,0.0152788,0.0462282,0.019145,0.0127093,0.0434073,0.00480879,0.0187026,0.00998597,0,0,0.00787425,0,0.0493973,0.000715728,0.0385434,0.012067,0.0153467,0.0114959,0.00512083,0.009489,0.00682825,0.011066,0.0113532,0.0121457,0.00678837,0.035012,0.00311877,0.00509105,0.0208885,0.00848834,0.0117184,0.00251814,0.00646735,0.00568533,0,0,0,0,0,0,0,0
442,0.00430585,0,0,0,0,0.00640896,0,0,0,0.0101532,0.0406374,0.0144181,0.00495362,0,0,0.0253613,0,0.0455899,0.00965217,0.0426923,0.0168953,0.0213961,0.00723302,0.00479753,0.00552572,0.00402435,0.00930478,0.00646843,0.0108482,0.0121417,0.00976413,0.0152983,0.0166007,0.0179257,0,0.0123081,0.0126818,0.04375,0.00530137,0.0179698,0.0068371,0,0,0.00771248,0,0.0493992,0.00163192,0.0383578,0.0115813,0.0160992,0.0108299,0.00710045,0.00734973,0.00644645,0.0113568,0.0109128,0.0118598,0.00648208,0.0346,0.00278522,0.00499473,0.021258,0.00688464,0.0121262,0.00219115,0.00711146,0.0046892,0,0,0,0,0,0,0,0
443,0.00747133,0,0,0,0,0.00566017,0,0,0,0.0106752,0.0541454,0.0149613,0.00476375,0,0,0.0230185,0,0.041901,0.0122851,0.0432783,0.0173879,0.0216741,0.0089962,0.00516223,0.013718,0.00580187,0.0119171,0.00823251,0.0116333,0.0133528,0.00997763,0.0148782,0.0153904,0.0149709,0.0461013,0.0192423,0.012448,0.0436601,0.00621726,0.0180858,0.00861793,0,0,0.0081857,0,0.0492771,0.000884384,0.0377753,0.0117391,0.0155437,0.0117217,0.00432827,0.00824683,0.00702703,0.0111291,0.0115685,0.0127053,0.00695851,0.03521,0.00329272,0.00524963,0.0205709,0.00810528,0.0120815,0.00222289,0.0052458,0.00466129,0,0,0,0,0,0,0,0
444,0.00700961,0,0,0,0,0.00520238,0,0,0,0.0124803,0.0540535,0.0159209,0.00391433,0,0,0.0225342,0,0.0419833,0.0123035,0.0440537,0.018635,0.0212825,0.0107671,0.00503206,0.0135818,0.00770386,0.0146863,0.00982005,0.012618,0.0146323,0.0104766,0.0142208,0.0130141,0.0145181,0.0461047,0.0192623,0.0119617,0.0437491,0.00627872,0.0179615,0.00815455,0,0,0.00852504,0,0.0492908,0.00129637,0.0375046,0.0116998,0.0157569,0.0116816,0.00376335,0.00834838,0.0072081,0.0109614,0.011652,0.0129419,0.00702427,0.0353528,0.00371761,0.00536706,0.019669,0.00822733,0.0121595,0.00214619,0.00458222,0.00411444,0,0,0,0,0,0,0,0
445,0.00682754,0,0,0,0,0.00482611,0,0,0,0.012283,0.054025,0.0165498,0.00311618,0,0,0.0221833,0,0.0420248,0.0122845,0.0449631,0.0202739,0.0208767,0.012284,0.00503803,0.013846,0.00954403,0.017119,0.011214,0.0134406,0.0157107,0.0109978,0.0136925,0.0118639,0.014278,0.0461265,0.0191079,0.0112819,0.0438558,0.00628133,0.0177973,0.00774862,0,0,0.00877399,0,0.0492602,0.00171586,0.0372048,0.0116588,0.0159925,0.0113684,0.00319852,0.00809974,0.00740842,0.0107533,0.0116864,0.0131292,0.00698817,0.0355154,0.00414407,0.00529411,0.0187145,0.0081525,0.0121312,0.00209253,0.0038923,0.00384566,0,0,0,0,0,0,0,0
446,0.00672754,0,0,0,0,0.00453414,0,0,0,0.0120434,0.0539842,0.0168207,0.00250024,0,0,0.0218932,0,0.0420613,0.0122473,0.0459146,0.0218605,0.0204238,0.0135967,0.00513553,0.014276,0.0111621,0.0191082,0.0124424,0.0141546,0.0165612,0.0115208,0.0133424,0.010444,0.0141653,0.0460141,0.0190061,0.0106243,0.0439355,0.00633637,0.0176344,0.00746499,0,0,0.00907314,0,0.0491875,0.00207101,0.0369467,0.0114747,0.016198,0.0110485,0.00257908,0.00783591,0.00758689,0.0105588,0.0117371,0.0132197,0.0068625,0.0356376,0.00383313,0.00487531,0.0177509,0.00811435,0.0120538,0.00221322,0.00324398,0.00375057,0,0,0,0,0,0,0,0
447,0.00675619,0,0,0,0,0.00421567,0,0,0,0.0117946,0.0537938,0.0167442,0.00206918,0,0,0.0217448,0,0.0421246,0.0123371,0.0468798,0.0237653,0.0200296,0.0147257,0.00521468,0.0148698,0.0125256,0.0207948,0.0134891,0.0146929,0.0169412,0.0120111,0.0131115,0.00867871,0.0141559,0.0458076,0.0190486,0.0101184,0.0440226,0.00643134,0.0174371,0.00732498,0,0,0.00936516,0,0.0491335,0.00234815,0.036659,0.0112848,0.0163797,0.0107834,0.00196152,0.00769312,0.00774521,0.0104711,0.0118365,0.0132771,0.006508,0.035755,0.00310388,0.00449599,0.0168573,0.00813656,0.0120585,0.00225784,0.00278276,0.0037718,0,0,0,0,0,0,0,0
448,0.00693671,0,0,0,0,0.00394858,0,0,0,0.0111498,0.0536336,0.0167925,0.00188876,0,0,0.0217048,0,0.0421641,0.0124962,0.0477102,0.0256695,0.0197414,0.0154339,0.00524263,0.0154418,0.0136587,0.022083,0.0142643,0.014894,0.0167278,0.0124743,0.0131024,0.00685579,0.0140171,0.0456971,0.0191271,0.00979599,0.0441572,0.00649014,0.0172855,0.00736827,0,0,0.00966904,0,0.0491428,0.0026582,0.036443,0.0111746,0.0165641,0.0104756,0.00147353,0.00754441,0.00785487,0.0104448,0.0119205,0.0132758,0.00622115,0.0359199,0.00300202,0.00420522,0.0160709,0.00816181,0.0121716,0.00224246,0.00250221,0.00389718,0,0,0,0,0,0,0,0
449,0.00732069,0,0,0,0,0.00380478,0,0,0,0.00881703,0.0535348,0.017284,0.00197177,0,0,0.0217259,0,0.0421914,0.0126376,0.0483025,0.0277553,0.019603,0.0157111,0.00523972,0.0162166,0.0144642,0.0229009,0.0146453,0.0148777,0.0162394,0.0129385,0.013265,0.00763559,0.0141399,0.0456948,0.0191888,0.0095008,0.0442805,0.00656873,0.0170768,0.0075756,0,0,0.00988584,0,0.0491527,0.00279051,0.0362746,0.0112817,0.0167504,0.00986068,0.00107748,0.00722776,0.00784922,0.0104229,0.0117859,0.0130147,0.00603532,0.0360801,0.00331088,0.0040126,0.015561,0.00816659,0.0123167,0.00224472,0.0025281,0.00423673,0,0,0,0,0,0,0,0
450,0.00755596,0,0,0,0,0.00381665,0,0,0,0.00836564,0.0535051,0.0189357,0.0022515,0,0,0.0215801,0,0.0421844,0.0126575,0.0485819,0.0310142,0.019669,0.0160603,0.00522641,0.016441,0.0151282,0.0238016,0.0149785,0.0147042,0.0157045,0.0136083,0.013412,0.00814497,0.0141551,0.0456849,0.019156,0.00910329,0.0443042,0.0066943,0.0168161,0.00763402,0,0,0.0102061,0,0.0491677,0.00282935,0.0361163,0.0115563,0.0169759,0.00931126,0.000867353,0.00758214,0.00783774,0.0104919,0.0116331,0.0126786,0.00595865,0.0362365,0.00380211,0.0039979,0.0148565,0.0085432,0.0125116,0.00224693,0.00251152,0.00432067,0,0,0,0,0,0,0,0
451,0.00670871,0,0,0,0,0.00324053,0,0,0,0.0084813,0.0533753,0.020436,0.00249421,0,0,0.021219,0,0.0420827,0.0124139,0.048634,0.0341759,0.0198381,0.0161598,0.00532362,0.0150473,0.0156917,0.024464,0.0153495,0.0144504,0.0152277,0.0141163,0.0134682,0.00857923,0.0138508,0.0455875,0.0189761,0.0087459,0.0443352,0.00695261,0.0165884,0.00712296,0,0,0.0103542,0,0.0491156,0.00282942,0.0359775,0.0119106,0.0171853,0.00866041,0.00111192,0.00779936,0.00777181,0.0105293,0.0112654,0.0125354,0.00596923,0.03631,0.00422087,0.00404525,0.0140638,0.00890243,0.0127671,0.00217576,0.00180635,0.00378818,0,0,0,0,0,0,0,0
452,0.00615996,0,0,0,0,0.00310872,0,0,0,0.00873362,0.0532193,0.021206,0.00272497,0,0,0.0208658,0,0.0420358,0.0121418,0.0485094,0.035906,0.0199718,0.0160331,0.00551803,0.0139484,0.016222,0.0249228,0.0157067,0.0142549,0.0148955,0.0144404,0.013431,0.00821086,0.0136441,0.0454473,0.0187267,0.008696,0.044414,0.00731546,0.016436,0.00664349,0,0,0.0104002,0,0.0490901,0.00282935,0.0358319,0.012078,0.0173471,0.00800087,0.00190773,0.00801255,0.00767002,0.0105298,0.0108161,0.0122458,0.00606361,0.03624,0.00447431,0.00414758,0.0135957,0.00925097,0.0130954,0.00213402,0.00160321,0.00360936,0,0,0,0,0,0,0,0
453,0.00602737,0,0,0,0,0.00262375,0,0,0,0.00740045,0.0530692,0.0211503,0.00298615,0,0,0.0207377,0,0.0420653,0.0119955,0.0483426,0.0358671,0.0199551,0.0156817,0.00555944,0.0135637,0.0166811,0.0249876,0.0159369,0.0142744,0.0147171,0.0144865,0.0134138,0.00850599,0.0137742,0.0453432,0.0185178,0.00823086,0.0445574,0.00758134,0.016307,0.00647381,0,0,0.010428,0,0.0490144,0.00281926,0.0357172,0.0119649,0.0174683,0.00775037,0.00253285,0.00744166,0.00768339,0.0106404,0.0108709,0.0120502,0.00620349,0.0362028,0.00455822,0.00431175,0.0129917,0.00917044,0.0134601,0.00205849,0.00101139,0.00384147,0,0,0,0,0,0,0,0
454,0.00592129,0,0,0,0,0.00375082,0,0,0,0.00903071,0.0529678,0.0207292,0.0028404,0,0,0.0203474,0,0.0419396,0.0117528,0.0482022,0.0350618,0.0199479,0.0154186,0.00613939,0.0127691,0.0171116,0.0248247,0.0162857,0.0143813,0.01471,0.0143244,0.0133353,0.00688017,0.013559,0.0451432,0.0183581,0.00818228,0.0445611,0.00803944,0.0160538,0.0057172,0,0,0.0105477,0,0.0490728,0.00285449,0.0354816,0.0121171,0.0176542,0.00645778,0.00364503,0.00832481,0.00750547,0.0107274,0.0104272,0.011454,0.00626723,0.0362489,0.00492032,0.00462569,0.0121182,0.00960789,0.0137744,0.00204369,0.00190765,0.00401669,0,0,0,0,0,0,0,0
455,0.00608599,0,0,0,0,0.00406442,0,0,0,0.00933719,0.0528148,0.0198477,0.00266896,0,0,0.0201333,0,0.0419187,0.0116706,0.0481932,0.0338906,0.0197912,0.0151377,0.00654671,0.0127247,0.0174355,0.0244717,0.0165107,0.0144388,0.0147033,0.0142273,0.0133763,0.00655876,0.0135199,0.0449911,0.0183273,0.00829769,0.0446081,0.00827655,0.0158806,0.00534351,0,0,0.0103868,0,0.0490432,0.00261758,0.0352853,0.0122624,0.0177229,0.00548048,0.00447289,0.0082732,0.00734228,0.0107559,0.0100475,0.0110194,0.00634647,0.0361689,0.00532693,0.00491428,0.011469,0.00952885,0.0138989,0.00200721,0.00207831,0.00427728,0,0,0,0,0,0,0,0
456,0.00645536,0,0,0,0,0.00385674,0,0,0,0.00970183,0.0527187,0.0187012,0.00245078,0,0,0.0198989,0,0.0419443,0.0115575,0.0482405,0.0323682,0.0195457,0.0148279,0.00683529,0.0127762,0.0176961,0.0240866,0.0166713,0.0145335,0.0148098,0.0140846,0.0134759,0.00670982,0.0135219,0.0448383,0.0182337,0.00840307,0.0447476,0.00843424,0.015667,0.00533602,0,0,0.00996377,0,0.0488635,0.00227885,0.0351472,0.0128345,0.0176926,0.00454786,0.00525236,0.0074196,0.00720642,0.01076,0.00964368,0.0106309,0.0065205,0.0359293,0.00556763,0.00534316,0.010922,0.00900848,0.0136897,0.0019437,0.00197065,0.00510369,0,0,0,0,0,0,0,0
457,0.0113641,0,0,0,0,0.00697498,0,0,0,0.00948189,0.0526215,0.0175463,0.00228277,0,0,0.0193072,0,0.0418751,0.0110578,0.0480564,0.0303343,0.0193187,0.0144552,0.0078248,0.0129595,0.0178057,0.0235453,0.0166633,0.0145031,0.0148527,0.0138065,0.0136953,0.00761571,0.013317,0.0446779,0.0179665,0.00823772,0.0446026,0.00830825,0.0155236,0.010502,0,0,0.00980067,0,0.0488819,0.00281069,0.0350373,0.0133174,0.0175787,0.00441424,0.00655619,0.00581258,0.00727385,0.0108195,0.0097077,0.0105892,0.00668904,0.0358997,0.00573334,0.00568806,0.009928,0.00865802,0.0134647,0.00202739,0.00532665,0.0109331,0,0,0,0,0,0,0,0
458,0.00676481,0,0,0,0,0.00379477,0,0,0,0.00972076,0.0526652,0.0165762,0.0025307,0,0,0.0195848,0,0.0419173,0.0115438,0.0483749,0.0288709,0.0188634,0.0142321,0.00685557,0.0133736,0.0181932,0.0233329,0.016798,0.014757,0.0152827,0.0136083,0.0137522,0.00879314,0.0134597,0.0446502,0.0182745,0.00796156,0.044865,0.00798909,0.0153327,0.00497715,0,0,0.0093595,0,0.0489816,0.00203257,0.0349006,0.0133079,0.0175459,0.00426844,0.00570185,0.00775554,0.0071449,0.0109835,0.00964879,0.0104364,0.00669747,0.0358526,0.00574712,0.00583156,0.00925294,0.0085181,0.0135743,0.00205795,0.00260538,0.00508659,0,0,0,0,0,0,0,0
459,0.00707056,0,0,0,0,0.00391437,0,0,0,0.0116949,0.0526715,0.0152204,0.00248084,0,0,0.0195404,0,0.0418551,0.0116224,0.048333,0.0268182,0.0185912,0.0135507,0.00732561,0.0138903,0.0183804,0.0226914,0.0168028,0.0147121,0.0153997,0.0132893,0.0137787,0.00851595,0.0135029,0.044579,0.0182369,0.00783135,0.0447895,0.0080317,0.0152002,0.00489903,0,0,0.00916781,0,0.0490921,0.00205815,0.0347713,0.0135814,0.0175557,0.00356495,0.00635115,0.00754048,0.00690489,0.0111273,0.00922949,0.00996363,0.00691651,0.0358518,0.00593706,0.00628239,0.00859567,0.00826181,0.013517,0.00212542,0.003124,0.00521388,0,0,0,0,0,0,0,0
460,0.00734371,0,0,0,0,0.00356441,0,0,0,0.0124937,0.0527088,0.0140254,0.00272547,0,0,0.0194896,0,0.0418324,0.0116556,0.0482095,0.0251228,0.0183621,0.0129073,0.00752327,0.0142023,0.0185941,0.0220867,0.0167522,0.0147636,0.0154486,0.013032,0.0139474,0.00913691,0.0135721,0.0445874,0.018187,0.00803449,0.0447951,0.00817448,0.015012,0.00502102,0,0,0.00877407,0,0.0490914,0.00188935,0.0347488,0.0134971,0.0174234,0.00328156,0.0067984,0.00673996,0.00662214,0.0114665,0,0.00960043,0.00706748,0.0358467,0.00601033,0.00663046,0.00763641,0.00782474,0.0134115,0.00210965,0.00323215,0.00574596,0,0,0,0,0,0,0,0
461,0.00761024,0,0,0,0,0.00336744,0,0,0,0.013371,0.0527246,0.0127386,0.00289052,0,0,0.0194627,0,0.0418602,0.0116842,0.0481091,0.0226476,0.0181905,0.0120946,0.00778612,0.0144986,0.0188346,0.0214642,0.0167507,0.0147677,0.0154582,0.0127233,0.0141366,0.00977846,0.0136387,0.0446333,0.0181791,0.00878817,0.0448011,0.00813065,0.0148578,0.00529699,0,0,0.00839281,0,0.049086,0.00176542,0.0347416,0.0133562,0.0174915,0.00338861,0.007152,0.0060408,0.00652461,0.0115012,0.0086161,0.00950352,0.00714195,0.0357956,0.00600201,0.00682734,0.00751571,0.00752951,0.0132861,0.00216868,0.0034113,0.00621865,0,0,0,0,0,0,0,0
462,0.00799769,0,0,0,0,0.00341956,0,0,0,0.0140645,0.0527254,0.0117611,0.00309234,0,0,0.0194339,0,0.0418387,0.0117521,0.0479753,0.0206048,0.0180326,0.011332,0.0079021,0.0148544,0.01908,0.0208802,0.0167654,0.0147033,0.0154259,0.0124321,0.0143804,0.0106572,0.0136775,0.0445993,0.0181944,0.00863103,0.0447967,0.00795422,0.0147525,0.00569288,0,0,0.00804467,0,0.0490456,0.0017324,0.0347559,0.0137512,0.0174643,0.00328864,0.00745768,0.00545331,0.00630487,0.0115813,0.00826893,0.00926818,0.00730886,0.0357909,0.00612269,0.0071834,0.00710113,0.0072838,0.0130331,0.00235361,0.00361799,0.00652493,0,0,0,0,0,0,0,0
463,0.00836274,0,0,0,0,0.00361683,0,0,0,0.015405,0.0527202,0.0111753,0.00330834,0,0,0.0193282,0,0.0418263,0.0118264,0.0479264,0.019716,0.0179098,0.0105689,0.00793923,0.0152576,0.0193148,0.0202702,0.0167738,0.0145974,0.0153089,0.0122169,0.0146848,0.0119998,0.0137019,0.044556,0.0182214,0.00831393,0.0448238,0.0079185,0.0146743,0.00605272,0,0,0.00780717,0,0.0490387,0.00178021,0.0346901,0.0138866,0.0173895,0.00315389,0.00760851,0.00518423,0.00612191,0.0116348,0.008296,0.00902365,0.00745617,0.0357616,0.00632293,0.0075114,0.00670509,0.00718171,0.012833,0.00251791,0.00376817,0.00676021,0,0,0,0,0,0,0,0
464,0.00864104,0,0,0,0,0.0038984,0,0,0,0.0169778,0.0527206,0.0109994,0.00356967,0,0,0.019213,0,0.041857,0.0118789,0.0479167,0.0197904,0.0178043,0.00983648,0.00795947,0.0156721,0.0194643,0.0196767,0.0167416,0.0144252,0.0150381,0.0120423,0.0149832,0.0133164,0.0137567,0.0445623,0.0182146,0.00815474,0.0448178,0.00805034,0.0145667,0.00621551,0,0,0.00788056,0,0.0490058,0.00186245,0.0346251,0.0137689,0.0173323,0.00301494,0.00764378,0.00514247,0.00599732,0.0117313,0.00836099,0.00882083,0.00756942,0.0357481,0.0065342,0.0077813,0.00609754,0.00724541,0.0127202,0.00251775,0.00390838,0.0069853,0,0,0,0,0,0,0,0
465,0.00897137,0,0,0,0,0.00424613,0,0,0,0.0185753,0.05273,0.0110339,0.00376897,0,0,0.0192679,0,0.0418618,0.0119783,0.0478466,0.0196164,0.0176716,0.00924202,0.00795983,0.0160537,0.0195071,0.0191972,0.0166823,0.0143083,0.0147739,0.0118936,0.0152225,0.0149079,0.0138927,0.0445993,0.0181643,0.00805677,0.04475,0.00816068,0.0144863,0.00619219,0,0,0.00798774,0,0.0489225,0.00183471,0.034575,0.0139809,0.0173289,0.00298108,0.00771449,0.00513125,0.00594883,0.0117781,0.00856884,0.00866673,0.00773422,0.0357645,0.00652298,0.00805064,0.00536424,0.00738588,0.0127597,0.00236901,0.00419492,0.00722646,0,0,0,0,0,0,0,0
466,0.00927578,0,0,0,0,0.00456264,0,0,0,0.0204095,0.0527132,0.0110653,0.00388256,0,0,0.0193223,0,0.0418488,0.012073,0.0478251,0.0190442,0.0175157,0.00885566,0.00792172,0.0164161,0.019501,0.0188837,0.0166157,0.0142343,0.0146305,0.0117985,0.0154449,0.0167063,0.0139841,0.0446188,0.0180719,0.00783382,0.0447075,0.00778758,0.0144419,0.00645158,0,0,0.00805393,0,0.0489036,0.00168752,0.0344509,0.0144708,0.0173083,0.00309705,0.00776675,0.00523174,0.00592979,0.0118046,0.0086392,0.00849853,0.00786397,0.0357861,0.00668918,0.00826707,0.00469682,0.00756003,0.0130332,0.00216178,0.00453332,0.00739695,0,0,0,0,0,0,0,0
467,0.00959156,0,0,0,0,0.00485424,0,0,0,0.0223811,0.0527424,0.0108673,0.00399238,0,0,0.0193666,0,0.0418604,0.0121854,0.0478696,0.0181062,0.0173392,0.00871112,0.0078959,0.0167536,0.019422,0.0186359,0.0165636,0.0142091,0.0146535,0.0117252,0.0156712,0.01873,0.0140853,0.0446378,0.0180669,0.00773873,0.0447512,0.00755382,0.0143792,0.00663723,0,0,0.00829623,0,0.0489691,0.00155756,0.0342762,0.0147338,0.0172677,0.00325702,0.00782829,0.00542776,0.00586806,0.0118518,0.00860553,0.00832763,0.0079309,0.0358545,0.00678098,0.00846021,0.00420721,0.00779347,0.0133706,0.00205957,0.00488645,0.00749614,0,0,0,0,0,0,0,0
468,0.00989102,0,0,0,0,0.00517303,0,0,0,0.0238658,0.0528064,0.0104351,0.00412301,0,0,0.0193868,0,0.0419503,0.012304,0.0479531,0.0170072,0.0171702,0.0086596,0.00796113,0.0170193,0.0192992,0.0181906,0.0163969,0.0140898,0.0147039,0.0115955,0.0160864,0.0205314,0.0141395,0.0446183,0.0181729,0.00778824,0.0447545,0.00750682,0.0143385,0.0067519,0,0,0.00860903,0,0.0489554,0.00172572,0.0340863,0.0148088,0.0172158,0.00345183,0.0079005,0.00576556,0.00583409,0.0118898,0.00848284,0.00818204,0.00795294,0.0359337,0.00674527,0.00867325,0.00393335,0.00808985,0.0134717,0.00210261,0.00516791,0.00757207,0,0,0,0,0,0,0,0
469,0.0101092,0,0,0,0,0.00551126,0,0,0,0.0249906,0.0528251,0.00989601,0.00420758,0,0,0.0194337,0,0.0420092,0.0124756,0.0480583,0.0164753,0.0170335,0.00856058,0.00808466,0.0172901,0.0190872,0.0177157,0.016139,0.0138731,0.0147012,0.0113092,0.0167001,0.0219081,0.0141544,0.0445362,0.0183131,0.00761857,0.0447612,0.00744836,0.0143536,0.00686351,0,0,0.00883606,0,0.0489362,0.00199812,0.033954,0.0146673,0.0171342,0.00362144,0.00803292,0.00628013,0.0057875,0.0119085,0.00823284,0.0079824,0.00801682,0.0358502,0.00661154,0.00886636,0.00375706,0.00857683,0.0134075,0.00216887,0.00536938,0.00759495,0,0,0,0,0,0,0,0
470,0.0104042,0,0,0,0,0.00589259,0,0,0,0.026226,0.0528652,0.00939635,0.00421891,0,0,0.0194572,0,0.0420154,0.012647,0.0481563,0.0159721,0.0169082,0.0084446,0.00795978,0.017579,0.0188033,0.0172523,0.0157991,0.0136076,0.0147535,0.0109607,0.017348,0.0231712,0.0140864,0.0444959,0.0184047,0.00727825,0.0447579,0.00743141,0.0143856,0.00693764,0,0,0.00906209,0,0.0489227,0.00213391,0.0339152,0.0143932,0.017017,0.00380975,0.00828839,0.00694497,0.00576542,0.0118546,0.00792029,0.00777842,0.00816775,0.0355388,0.00663421,0.00907491,0.0036446,0.00900522,0.0133517,0.0021807,0.00559747,0.00765866,0,0,0,0,0,0,0,0
