Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,x72,x73,,x77
397,0.0169308,0,0,0,0,0.0134691,0,0,0,0.00786818,0.0557983,0.0078982,0.00492041,0,0,0.0294048,0,0.0401955,0.0170721,0.0399593,0.0096109,0.0230506,0.00953911,0.00264727,0.0228978,0.000976515,0.00682926,0.00698735,0.00943555,0.00693265,0.00719918,0.0279452,0.0106684,0.0209758,0.0456021,0.0206618,0.0112792,0.0418045,0.0192149,0.0157684,0.0131786,0,0,0.0103384,0,0.0486637,0.00581175,0.0407343,0.0286643,0.00812311,0.0153624,0.00399111,0.00656909,0.00790422,0.0148241,0.00768928,0.0102666,0.0231796,0.0127441,0.0233775,0.0237681,0.0142325,0.00877625,0.00985468,0.00547438,0.0116424,0.0103466,0,0,0,0,0,0,0,0
398,0.0125898,0,0,0,0,0.0101613,0,0,0,0.00812981,0.0557011,0.00799581,0.0052622,0,0,0.028919,0,0.0401565,0.0163361,0.0396268,0.00927641,0.0232175,0.00945506,0.0027536,0.0196569,0.000829043,0.00676645,0.00689774,0.00948967,0.00706239,0.00732546,0.0280509,0.0109632,0.0206051,0.0456224,0.020282,0.0125979,0.0417308,0.0178265,0.0159225,0.00983208,0,0,0.0100082,0,0.0486269,0.00569671,0.0408219,0.0263209,0.00792217,0.014945,0.00345191,0.00330573,0.00715908,0.0141426,0.00577784,0.00949273,0.022106,0.0142633,0.0220507,0.0228408,0.0159134,0.00777219,0.00990658,0.00587424,0.00959559,0.0066877,0,0,0,0,0,0,0,0
399,0.016716,0,0,0,0,0.0130936,0,0,0,0.00819932,0.0558485,0.00798311,0.0050951,0,0,0.0292351,0,0.0401452,0.016863,0.0396857,0.00903168,0.0232735,0.00967659,0.00306196,0.0220127,0.000967852,0.00694744,0.00713927,0.0095048,0.00709422,0.00729399,0.0280386,0.0107734,0.0207737,0.0456089,0.0206538,0.0138047,0.0417645,0.0165299,0.0162409,0.0133354,0,0,0.0100606,0,0.0486447,0.0056238,0.0408771,0.024199,0.00798736,0.0142261,0.00444075,0.00639742,0.00644945,0.0137244,0.00435693,0.00883911,0.021006,0.0156127,0.0206452,0.0217916,0.0174001,0.00873551,0.00967637,0.00558641,0.0116271,0.0102239,0,0,0,0,0,0,0,0
400,0.017055,0,0,0,0,0.0133164,0,0,0,0.00819559,0.0558722,0.00826644,0.00505459,0,0,0.0291973,0,0.0401739,0.0167835,0.0396012,0.00889792,0.0233092,0.00988093,0.0034748,0.0220192,0.000918996,0.00705383,0.00728831,0.0095866,0.00715822,0.0073732,0.0281514,0.0105243,0.0207025,0.0456622,0.0206832,0.0147631,0.0417174,0.0150349,0.0166053,0.013498,0,0,0.00980938,0,0.0487633,0.00553428,0.0410357,0.0221491,0.00799982,0.0136018,0.00487733,0.00646683,0.00589638,0.0133928,0.00358291,0.00843895,0.0197637,0.0169812,0.0190788,0.0205472,0.0185955,0.00883567,0.00960601,0.00542858,0.0118088,0.0105988,0,0,0,0,0,0,0,0
401,0.017419,0,0,0,0,0.0139017,0,0,0,0.00783757,0.0558285,0.00857483,0.00503511,0,0,0.0294061,0,0.0402284,0.0168584,0.0395239,0.00897216,0.0233288,0.0102804,0.0039875,0.0230968,0.000944541,0.00724267,0.00751255,0.00980855,0.00719541,0.00748799,0.0282839,0.0103245,0.020886,0.0456564,0.0207352,0.0153644,0.0418304,0.0133595,0.0169455,0.0130931,0,0,0.00967665,0,0.0487659,0.00561771,0.0411797,0.0194601,0.0081379,0.0129162,0.00542577,0.00561571,0.00548128,0.0132031,0.00382563,0.00828788,0.0181938,0.0184392,0.0172734,0.0189552,0.0193209,0.00873442,0.00959693,0.00548652,0.0126106,0.0110782,0,0,0,0,0,0,0,0
402,0.0176996,0,0,0,0,0.0142965,0,0,0,0.0079011,0.0558516,0.00882334,0.00506513,0,0,0.0294316,0,0.0402429,0.0168264,0.0394312,0.00885384,0.0233807,0.0105983,0.00452424,0.0236095,0.00106369,0.00739008,0.00771669,0.00998488,0.00728337,0.0076258,0.0283407,0.010473,0.0208641,0.0456604,0.020726,0.0152328,0.0418867,0.012179,0.0172576,0.0130207,0,0,0.00943149,0,0.0487961,0.00551323,0.0412893,0.017086,0.00833421,0.0123223,0.00590245,0.00538438,0.00516662,0.0132168,0.00483529,0.00821857,0.016625,0.0202772,0.0154843,0.0174378,0.0188806,0.00869551,0.0096018,0.00559419,0.0130419,0.0114443,0,0,0,0,0,0,0,0
403,0.0180278,0,0,0,0,0.0146828,0,0,0,0.00799483,0.055897,0.0087931,0.00517377,0,0,0.0294017,0,0.040273,0.0167615,0.0392835,0.00870533,0.0234318,0.0108524,0.00500113,0.0240761,0.0011993,0.00751917,0.0079062,0.0100186,0.00735878,0.00770703,0.0283853,0.0107644,0.0207593,0.0457131,0.0207637,0.014777,0.0418951,0.0110582,0.0176162,0.0130173,0,0,0.00915276,0,0.0487872,0.00545355,0.0414426,0.0149133,0.00850712,0.0118378,0.00635265,0.00528465,0.00519774,0.0134005,0.00613564,0.00846353,0.0148823,0.0220826,0.0136092,0.0157376,0.0178195,0.00877905,0.00957791,0.00558277,0.013425,0.0117878,0,0,0,0,0,0,0,0
404,0.0183661,0,0,0,0,0.0150057,0,0,0,0.00807703,0.0559858,0.00867016,0.00533191,0,0,0.0293165,0,0.0402294,0.0166632,0.0391434,0.00851298,0.0235443,0.0110245,0.00535241,0.0245011,0.00130298,0.0076298,0.00804509,0.00990286,0.00736391,0.00772936,0.0284127,0.0111343,0.0206217,0.0457627,0.0208242,0.0137192,0.0419209,0.0100717,0.0179879,0.013109,0,0,0.00892569,0,0.0488066,0.0053634,0.0416064,0.0133083,0.00871201,0.0114879,0.00678946,0.00534254,0.00545695,0.0138039,0.00747434,0.00891357,0.0132824,0.0241391,0.0117558,0.0141402,0.0161059,0.00882486,0.00950881,0.00544851,0.0137666,0.0121504,0,0,0,0,0,0,0,0
405,0.0188157,0,0,0,0,0.0154859,0,0,0,0.00806056,0.0560617,0.0086461,0.0055201,0,0,0.0292241,0,0.0402406,0.0165769,0.0390941,0.00837841,0.023672,0.011139,0.00552298,0.0251209,0.00125745,0.0077057,0.00812945,0.00992742,0.0073406,0.00768369,0.0284235,0.0114195,0.0205412,0.0457883,0.0208484,0.0125262,0.0419858,0.00909237,0.0182,0.0132685,0,0,0.00872125,0,0.0488556,0.0052822,0.0417068,0.0112553,0.00910148,0.0110015,0.00723358,0.00557014,0.00580256,0.0141774,0.00855452,0.00937599,0.0115632,0.0260367,0.00970793,0.0123499,0.0140513,0.00871535,0.00950003,0.00549294,0.0143068,0.0126413,0,0,0,0,0,0,0,0
406,0.0193104,0,0,0,0,0.0160299,0,0,0,0.00798799,0.0561054,0.00864602,0.00578497,0,0,0.0291903,0,0.040245,0.0165522,0.0389638,0.00806316,0.0237303,0.0112125,0.005574,0.02582,0.00117185,0.00776255,0.00819776,0.00982056,0.00734801,0.00762566,0.0283972,0.0116249,0.0205427,0.0458089,0.0208541,0.0112293,0.042085,0.00808734,0.0184223,0.0134391,0,0,0.00868614,0,0.048927,0.00519658,0.0418353,0.00911285,0.00939992,0.0104957,0.0076184,0.0056095,0.00643419,0.0148444,0.00952674,0.00991056,0.00998131,0.0280316,0.00792714,0.0106838,0.011832,0.00838566,0.00948927,0.005502,0.0148534,0.0131233,0,0,0,0,0,0,0,0
407,0.0198413,0,0,0,0,0.0165668,0,0,0,0.00802292,0.0561437,0.00862671,0.00604064,0,0,0.0292036,0,0.0402686,0.0165469,0.0388736,0.00765599,0.0238382,0.0113183,0.0060437,0.0265871,0.00111441,0.00788151,0.008278,0.00975742,0.00733077,0.00759627,0.0283266,0.0118936,0.0205983,0.0458898,0.0208567,0.0101802,0.0421485,0.00695089,0.0185485,0.0136218,0,0,0.00867508,0,0.0489661,0.00516028,0.0418466,0.00691411,0.00975537,0.00998548,0.00798122,0.00575521,0.00726837,0.01588,0.0103329,0.0105557,0.00858863,0.0301971,0.00653313,0.00911834,0.0101973,0.00849331,0.00955797,0.00550409,0.0153912,0.0137247,0,0,0,0,0,0,0,0
408,0.0204566,0,0,0,0,0.0171162,0,0,0,0.00824403,0.0560981,0.00859402,0.00635193,0,0,0.0291529,0,0.0403556,0.0164679,0.0388465,0.00724924,0.0240394,0.0114484,0.00651396,0.0273547,0.00110619,0.00803809,0.00830278,0.00971174,0.00725587,0.00754069,0.0282101,0.0125396,0.0206325,0.0459785,0.0207786,0.00918245,0.042149,0.00623153,0.0184982,0.0139099,0,0,0.00839289,0,0.0489607,0.00513059,0.0417482,0.00474044,0.010263,0.00920409,0.00846185,0.00604563,0.00772084,0.0164709,0.0109507,0.0109877,0.00773204,0.0322634,0.00575904,0.0078591,0.00867254,0.00869165,0.00968134,0.0054792,0.0159084,0.0144228,0,0,0,0,0,0,0,0
409,0.0210752,0,0,0,0,0.0175857,0,0,0,0.00854361,0.056003,0.00860803,0.00672234,0,0,0.0290014,0,0.0405279,0.0163082,0.0387758,0.00682146,0.02422,0.0115029,0.00677795,0.0280159,0.0010734,0.00803806,0.0082941,0.00969241,0.00724769,0.00744131,0.0280703,0.013138,0.0205513,0.0459837,0.0206686,0.00737419,0.0421891,0.00561313,0.0184429,0.0143136,0,0,0.00824353,0,0.0490272,0.00510521,0.0416608,0.00276942,0.0108059,0.00821828,0.00892405,0.0063246,0.00797615,0.0166124,0.0114613,0.0111389,0.00770355,0.0344319,0.00590413,0.00737015,0.0065576,0.00877043,0.00976981,0.00531186,0.0163099,0.0150754,0,0,0,0,0,0,0,0
410,0.0214841,0,0,0,0,0.0178182,0,0,0,0.00873733,0.0560742,0.00874401,0.00714025,0,0,0.0288929,0,0.0405284,0.0161498,0.038663,0.00651206,0.0243493,0.0115167,0.00696753,0.0282356,0.0011013,0.00777983,0.00840264,0.00973575,0.00731208,0.00736204,0.0279473,0.0135768,0.0204821,0.046013,0.0206611,0.00552735,0.0422543,0.00577319,0.0183912,0.0146719,0,0,0.00829452,0,0.049165,0.00523404,0.0416198,0.00206697,0.0113181,0.00705953,0.00932385,0.00657328,0.0081807,0.0163568,0.0117809,0.01122,0.00831123,0.0363652,0.00656736,0.00776473,0.00443486,0.00882986,0.00974499,0.00526212,0.0164583,0.0155127,0,0,0,0,0,0,0,0
411,0.0211056,0,0,0,0,0.0171775,0,0,0,0.00885736,0.0560229,0.00874392,0.00739908,0,0,0.0285419,0,0.0407212,0.0158328,0.0385736,0.00621045,0.0244318,0.0114197,0.0072618,0.0274257,0.00118182,0.00747478,0.00840997,0.00972519,0.00735895,0.00730259,0.0278432,0.0138765,0.0200361,0.0460127,0.0204371,0.00420813,0.0422948,0.00637415,0.0183873,0.0148357,0,0,0.00833518,0,0.0491646,0.00510615,0.0416162,0.00307891,0.0116123,0.00611907,0.00979869,0.0065099,0.00849447,0.016474,0.0120217,0.0113411,0.00948529,0.0381467,0.00793231,0.00877521,0.00321777,0.00875818,0.00970543,0.00529518,0.0158873,0.0153746,0,0,0,0,0,0,0,0
412,0.0204466,0,0,0,0,0.0161518,0,0,0,0.00903215,0.0558947,0.00861924,0.0078829,0,0,0.0283432,0,0.0408588,0.0156239,0.0385803,0.00578662,0.0245398,0.0113106,0.00720749,0.0259578,0.00133214,0.00740058,0.00841908,0.00959306,0.00739098,0.00715699,0.0276794,0.0144434,0.0196035,0.0459489,0.0202982,0.00326722,0.0423407,0.0071822,0.0181944,0.0149141,0,0,0.00810501,0,0.0492113,0.00487921,0.0415998,0.00496647,0.0119403,0.00485689,0.00983985,0.00629129,0.00874412,0.0166701,0.0120133,0.0112871,0.0108484,0.0396617,0.00973404,0.0102009,0.00259272,0.00849341,0.0097118,0.00531026,0.0148523,0.0148788,0,0,0,0,0,0,0,0
413,0.0146735,0,0,0,0,0.0111962,0,0,0,0.00878607,0.0417646,0.00818886,0.00777797,0,0,0.0288269,0,0.0463603,0.00899799,0.0387156,0.00529226,0.0242059,0.0112225,0.00815725,0.0131467,0.00150366,0.00739624,0.00845572,0.00935459,0.00734784,0.00674525,0.0272473,0.0149491,0.0198884,0,0.0103708,0.00412703,0.0425245,0.00832863,0.0174687,0.0125991,0,0,0.0081386,0,0.0493912,0.00498119,0.0416439,0.00754804,0.0127881,0.00230278,0.0113874,0.00749298,0.00913497,0.0168526,0.01144,0.0109898,0.0120524,0.0403987,0.0110641,0.0118118,0.00268174,0.00931149,0.0098235,0.00520021,0.0101508,0.0113537,0,0,0,0,0,0,0,0
414,0.0185417,0,0,0,0,0.0134606,0,0,0,0.00922261,0.0558633,0.00813421,0.00879829,0,0,0.0281127,0,0.0408141,0.0151033,0.0387857,0.00490509,0.0247166,0.0106727,0.00690051,0.0216942,0.00119611,0.00714623,0.00797878,0.00911173,0.00731798,0.00670269,0.0271593,0.0157389,0.0186927,0.0458794,0.0203014,0.00412358,0.0424255,0.00925959,0.0178451,0.0151344,0,0,0.00803973,0,0.0494462,0.00459539,0.0413344,0.00888733,0.0124526,0.00235269,0.00950736,0.00617877,0.00897744,0.0167002,0.0114446,0.0108259,0.013469,0.0417524,0.0122072,0.0131767,0.00335631,0.00871296,0.00958659,0.00528134,0.0121099,0.0133659,0,0,0,0,0,0,0,0
415,0.0166388,0,0,0,0,0.0120998,0,0,0,0.0247888,0.0558833,0.0104671,0.00594281,0,0,0.0282488,0,0.0407461,0.0151733,0.0395021,0.0190167,0.0223123,0.0224672,0.00584918,0.0199804,0.0151243,0.0198957,0.0199426,0.0142367,0.0166001,0.00447192,0.0230426,0.0363146,0.0184962,0.0458454,0.0203611,0.00571197,0.0423711,0.0104077,0.018583,0.0136778,0,0,0.00798835,0,0.0493688,0.00439031,0.040528,0.011034,0.0130205,0.00280933,0.00969456,0.00503044,0.00831123,0.0163806,0.0108911,0.0101284,0.0150187,0.0430168,0.0134031,0.0149941,0.0056642,0.00786054,0.00914273,0.00512138,0.0110281,0.0116431,0,0,0,0,0,0,0,0
416,0.0159709,0,0,0,0,0.0114024,0,0,0,0.0241925,0.0557974,0.0102441,0.00602271,0,0,0.028299,0,0.0407882,0.015134,0.0393845,0.0196415,0.0223119,0.022119,0.00614633,0.0189591,0.0149811,0.019495,0.0195634,0.0139551,0.0163581,0.00439325,0.0229236,0.035694,0.0183385,0.0458621,0.0203373,0.00637888,0.0424341,0.0104918,0.0185982,0.0136779,0,0,0.00787832,0,0.0493589,0.00430857,0.0405335,0.012017,0.0130761,0.00300069,0.00981348,0.00532959,0.0081219,0.0163837,0.0107168,0.00997153,0.015446,0.0433287,0.0139428,0.0155585,0.0069413,0.00791637,0.00904044,0.00499612,0.010352,0.0111857,0,0,0,0,0,0,0,0
417,0.014812,0,0,0,0,0.0101186,0,0,0,0.0232562,0.0557639,0.0100761,0.00635688,0,0,0.0279519,0,0.0407697,0.0147888,0.039187,0.0197979,0.0224685,0.0215346,0.00619598,0.0166437,0.0147052,0.0188923,0.0189112,0.0134969,0.0158644,0.00427679,0.022825,0.0349985,0.0178505,0.0458236,0.0201847,0.00722471,0.0424676,0.0104486,0.0184427,0.0137961,0,0,0.00778405,0,0.0494539,0.00418195,0.0405107,0.0124225,0.0130653,0.00310646,0.00946762,0.00572205,0.00774452,0.0163227,0.0102426,0.00962788,0.0156036,0.0433426,0.0140159,0.0158093,0.00770837,0.00821244,0.00892125,0.00511689,0.00891016,0.0102324,0,0,0,0,0,0,0,0
418,0.0118065,0,0,0,0,0.00788121,0,0,0,0.0228028,0.0556151,0.00992136,0.0067474,0,0,0.0279369,0,0.0408072,0.0143925,0.0389585,0.0202139,0.0225432,0.0212651,0.00566557,0.0145017,0.0145981,0.018622,0.0185263,0.0132512,0.0156468,0.00423828,0.0228489,0.0345923,0.0179879,0.0457939,0.0198916,0.00825079,0.0424222,0.0101968,0.0184894,0.0117837,0,0,0.00760811,0,0.0493771,0.00411898,0.0404953,0.0122487,0.0130813,0.00334971,0.00889925,0.00536673,0.00752397,0.0161278,0.00962644,0.00911607,0.0155476,0.0431352,0.0135868,0.0159679,0.008862,0.00807524,0.00900502,0.00533062,0.0073855,0.0080938,0,0,0,0,0,0,0,0
419,0.0142763,0,0,0,0,0.00966156,0,0,0,0.0220402,0.0556332,0.00952379,0.00684046,0,0,0.0282688,0,0.0408434,0.0147693,0.0388407,0.0206285,0.0225956,0.020807,0.00486743,0.0160661,0.01436,0.018087,0.0179631,0.0129053,0.0152499,0.0041976,0.0227663,0.0338223,0.0180971,0.0457515,0.0200827,0.0093304,0.0424926,0.00957823,0.0186176,0.0137115,0,0,0.00777896,0,0.04939,0.00419482,0.0405533,0.011667,0.0131864,0.003486,0.00933767,0.00579281,0.00755385,0.0160288,0.00903957,0.00861635,0.0150124,0.0424923,0.0129406,0.0157177,0.0100352,0.00820595,0.00903022,0.00514085,0.0084316,0.00990363,0,0,0,0,0,0,0,0
420,0.0144653,0,0,0,0,0.00997458,0,0,0,0.021227,0.0555528,0.00918567,0.00684218,0,0,0.0285633,0,0.0408972,0.0148998,0.0385708,0.0213751,0.0226517,0.0205193,0.00461932,0.0164557,0.0142468,0.0176508,0.0174366,0.0126542,0.0149034,0.00403906,0.0226987,0.0330042,0.0183504,0.0458097,0.0200836,0.00962302,0.0425713,0.00825644,0.0189238,0.0137786,0,0,0.00772771,0,0.0495436,0.00415793,0.04072,0.0107425,0.0131054,0.00434362,0.00960501,0.00605728,0.00755505,0.0159856,0.00897605,0.00842535,0.0140006,0.0417091,0.0121051,0.0145242,0.0109331,0.00842384,0.00924799,0.00489924,0.00877058,0.0101811,0,0,0,0,0,0,0,0
421,0.0143689,0,0,0,0,0.0101622,0,0,0,0.0204833,0.0554739,0.00886928,0.00705411,0,0,0.0287618,0,0.0409105,0.0150021,0.0383547,0.0219527,0.0227544,0.0200726,0.00450928,0.0168257,0.014141,0.0171282,0.0170726,0.012321,0.0145039,0.00388689,0.0225371,0.0323671,0.0186084,0.0457834,0.0200666,0.0103728,0.0426356,0.00746093,0.0190487,0.0135256,0,0,0.00775205,0,0.049568,0.00416028,0.0407386,0.0103771,0.0131423,0.00470928,0.00939769,0.00613989,0.00671967,0.0157927,0.00854519,0.00808117,0.0131986,0.0408096,0.0115369,0.0135222,0.0122893,0.00863996,0.00937093,0.00474451,0.00910905,0.0101689,0,0,0,0,0,0,0,0
422,0.0143313,0,0,0,0,0.0103996,0,0,0,0.0197969,0.0553522,0.00869338,0.00739418,0,0,0.0289225,0,0.0409574,0.0150418,0.0381977,0.0221595,0.0228843,0.0196399,0.00455675,0.0171629,0.0140916,0.016647,0.0167414,0.0119926,0.0142211,0.00381741,0.0224377,0.031918,0.0188194,0.0457114,0.0200791,0.0107686,0.042654,0.0069093,0.0190901,0.0133612,0,0,0.00784775,0,0.0495601,0.00419655,0.0406457,0.0107243,0.0132483,0.00505324,0.00920901,0.00625184,0.00620748,0.0156778,0.00820342,0.00770477,0.0127521,0.0402316,0.0111689,0.013046,0.0132259,0.00878164,0.00947688,0.00456632,0.00951323,0.0101589,0,0,0,0,0,0,0,0
423,0.0144279,0,0,0,0,0.0107342,0,0,0,0.0189925,0.055264,0.00858459,0.00773891,0,0,0.0290812,0,0.0410019,0.0150693,0.0381033,0.0222658,0.023027,0.0192493,0.00475771,0.0176131,0.0139676,0.0161925,0.0163668,0.0116431,0.0139233,0.00372146,0.0222934,0.0314615,0.019007,0.0456323,0.0200734,0.0110248,0.0427355,0.00656005,0.0190401,0.0132813,0,0,0.00792957,0,0.0496115,0.00414006,0.0404952,0.0117286,0.0134214,0.00559749,0.0091,0.00653094,0.00595412,0.015632,0.00809014,0.00744131,0.0126324,0.0400581,0.0109059,0.0127786,0.013945,0.00882275,0.00964098,0.004285,0.0100056,0.0102101,0,0,0,0,0,0,0,0
424,0.0147092,0,0,0,0,0.0111783,0,0,0,0.0183055,0.055216,0.00857725,0.00807312,0,0,0.0290784,0,0.0410376,0.015047,0.0381048,0.0223437,0.0231753,0.0189075,0.00473155,0.0182225,0.0137655,0.0157472,0.0160004,0.0113349,0.0136106,0.00366483,0.022204,0.0309882,0.0191771,0.0456038,0.0200181,0.0112901,0.0428328,0.00630618,0.0189685,0.0133623,0,0,0.00797112,0,0.0496891,0.00417524,0.0403817,0.0131827,0.0136522,0.00637618,0.00904716,0.00681738,0.00581058,0.0156128,0.00825515,0.00740586,0.0125603,0.0402361,0.0106055,0.0124241,0.0144077,0.00892006,0.00978093,0.00418029,0.0105335,0.0104229,0,0,0,0,0,0,0,0
425,0.0147608,0,0,0,0,0.011158,0,0,0,0.0176509,0.0552472,0.00861678,0.00835796,0,0,0.0288133,0,0.0410299,0.014815,0.0381701,0.0229234,0.0232067,0.0185266,0.00478387,0.017909,0.0135054,0.015212,0.01563,0.0110554,0.0132277,0.0036292,0.022025,0.0302688,0.0190197,0.0456809,0.0199545,0.0115217,0.0428306,0.00615511,0.0190088,0.0136194,0,0,0.00801297,0,0.0497529,0.00442526,0.0402365,0.0147269,0.0138218,0.00724412,0.00915124,0.0070163,0.00568553,0.0154048,0.00869453,0.00769719,0.0123229,0.0402642,0.0101809,0.0119441,0.0148411,0.0091425,0.00982688,0.0040267,0.0104156,0.010534,0,0,0,0,0,0,0,0
426,0.0153749,0,0,0,0,0.0122326,0,0,0,0.0166268,0.0551588,0.00860628,0.00874631,0,0,0.0289726,0,0.0411624,0.0150053,0.0383105,0.0235289,0.0233019,0.0179265,0.00477349,0.0197964,0.0132123,0.0145123,0.0150704,0.0105858,0.0126799,0.00362868,0.0217639,0.0291324,0.0194052,0.0457803,0.0200096,0.0117437,0.0429682,0.00618106,0.0188993,0.0134893,0,0,0.00797871,0,0.0497513,0.00478538,0.0400829,0.0154343,0.0140124,0.00737803,0.00914852,0.00702502,0.00562068,0.0150783,0.00910227,0.00810488,0.0118471,0.0399334,0.00975595,0.0114943,0.0150565,0.00917849,0.00971753,0.00407838,0.0117129,0.0111848,0,0,0,0,0,0,0,0
427,0.0155329,0,0,0,0,0.0123035,0,0,0,0.0159797,0.0551372,0.00886968,0.00891134,0,0,0.028718,0,0.0411816,0.0148485,0.0385002,0.0240246,0.0232836,0.0174834,0.0048966,0.0198826,0.0128542,0.0139241,0.0146011,0.0102162,0.0121648,0.00374467,0.0215284,0.028115,0.0191715,0.0457809,0.0199822,0.0117857,0.0430443,0.0061279,0.0189652,0.013624,0,0,0.007883,0,0.0498717,0.00483124,0.0398673,0.0163224,0.0140621,0.00739213,0.0091794,0.00720119,0.00566695,0.014595,0.00943894,0.00864479,0.0113671,0.039468,0.00931163,0.0109523,0.0154295,0.00920161,0.00961053,0.00406298,0.0117582,0.0114093,0,0,0,0,0,0,0,0
428,0.0159124,0,0,0,0,0.0127836,0,0,0,0.0148815,0.0550582,0.0092187,0.00901077,0,0,0.028591,0,0.0412337,0.0148042,0.0386152,0.0242722,0.023236,0.016963,0.00510372,0.0209255,0.0124648,0.0133111,0.0140312,0.00988685,0.0116118,0.00390527,0.021361,0.02698,0.0191695,0.0457035,0.0200478,0.0118396,0.0430519,0.00605103,0.0189845,0.0137285,0,0,0.00803993,0,0.0498584,0.00504711,0.0398603,0.0167524,0.0142034,0.00746386,0.00909293,0.00724146,0.0058292,0.0142062,0.0095271,0.00896771,0.0110857,0.0390857,0.00900372,0.0105571,0.0157536,0.00930253,0.00978736,0.00375283,0.0123811,0.0117421,0,0,0,0,0,0,0,0
429,0.0163263,0,0,0,0,0.0133138,0,0,0,0.0133583,0.0549882,0.00955633,0.00903703,0,0,0.0283897,0,0.0412928,0.0147431,0.0387264,0.0244283,0.0231449,0.016383,0.00540562,0.0219463,0.012006,0.0126351,0.0133935,0.00952399,0.0110229,0.00407316,0.0211187,0.0256172,0.0191512,0.045663,0.0200928,0.0120633,0.0430134,0.00602077,0.0190569,0.0138532,0,0,0.00818699,0,0.0497878,0.00519365,0.0398436,0.0170625,0.0143699,0.00791804,0.0089926,0.00724251,0.00592067,0.0139195,0.00946053,0.00903061,0.0108699,0.0388778,0.00858412,0.0101166,0.0164485,0.00936636,0.00982793,0.00335285,0.0129883,0.0121453,0,0,0,0,0,0,0,0
430,0.016779,0,0,0,0,0.0138449,0,0,0,0.0117131,0.0549782,0.00984965,0.00902072,0,0,0.0282644,0,0.0413268,0.0147018,0.0388885,0.0245604,0.0230562,0.0157137,0.00567401,0.0229427,0.0115091,0.0118843,0.0127115,0.0091326,0.0103766,0.00426003,0.0208832,0.0241022,0.0191574,0.0456658,0.0201283,0.012437,0.0430615,0.00598112,0.0192091,0.013954,0,0,0.00805471,0,0.0498083,0.0052229,0.0397084,0.017425,0.0144775,0.0086234,0.00883012,0.00724188,0.00587882,0.0137517,0.00940678,0.0089186,0.0106307,0.0386658,0.00808352,0.00961758,0.0175357,0.00927066,0.00976507,0.00320227,0.0136216,0.0125868,0,0,0,0,0,0,0,0
431,0.0160886,0,0,0,0,0.0129359,0,0,0,0.0101308,0.0549372,0.0103228,0.00905507,0,0,0.0281517,0,0.041377,0.0145688,0.0390803,0.0248411,0.022982,0.0151452,0.00572479,0.0218958,0.0110063,0.011208,0.0121309,0.00881119,0.00977604,0.00452014,0.0205042,0.0226139,0.0187744,0.0457367,0.0200758,0.0128654,0.043154,0.00602289,0.0193559,0.0138015,0,0,0.00794325,0,0.0498239,0.00505066,0.0394653,0.0179133,0.0145103,0.00927214,0.00841727,0.00707698,0.00569526,0.0136234,0.00948014,0.00882367,0.010335,0.0383403,0.00765601,0.00914146,0.0190942,0.0091069,0.00981059,0.00331767,0.0128003,0.0120863,0,0,0,0,0,0,0,0
432,0.0151269,0,0,0,0,0.0116619,0,0,0,0.00886397,0.0549354,0.0109512,0.00907834,0,0,0.0279614,0,0.0414176,0.0143681,0.0393051,0.0248568,0.0229514,0.0144563,0.0056694,0.0201072,0.0104552,0.0104209,0.01143,0.00845636,0.00917617,0.00488689,0.0200891,0.0213471,0.0182626,0.0458611,0.0199699,0.0133675,0.0431746,0.00611213,0.0194364,0.0136116,0,0,0.00788138,0,0.0498012,0.00466857,0.0392609,0.0182428,0.0145495,0.00974771,0.00799308,0.0071205,0.00553639,0.0134954,0.00968479,0.00892509,0.00991357,0.0379419,0.00724675,0.00860428,0.0207911,0.00899939,0.00993441,0.00333604,0.0115002,0.0113769,0,0,0,0,0,0,0,0
433,0.0137402,0,0,0,0,0.0101049,0,0,0,0.00799162,0.055029,0.011585,0.00879282,0,0,0.0274348,0,0.0413161,0.0138021,0.03955,0.0246666,0.0228287,0.0137363,0.0056998,0.0167327,0.00984523,0.00951616,0.0107016,0.00815917,0.00856343,0.00531261,0.0196931,0.020196,0.0173485,0.0459915,0.0197312,0.0136754,0.0431341,0.00620274,0.0196542,0.0136133,0,0,0.007854,0,0.0498273,0.0040319,0.039379,0.0182746,0.0145156,0.0105202,0.00796065,0.00813121,0.00550229,0.0132935,0.0101368,0.00946121,0.00956252,0.0375508,0.00679972,0.00784615,0.0223012,0.00925686,0.0101098,0.00318753,0.00965689,0.0103791,0,0,0,0,0,0,0,0
