Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x72,x73
95,0.015873,0,0,0,0,0.0335307,0,0,0,0.0317397,0.0383782,0.0300425,0.0152962,0,0,0.0208752,0,0.0330885,0.0197213,0.0446924,0.0320176,0.0132067,0.0131883,0.0291286,0.0256107,0.00930465,0.012806,0.0117791,0.0169197,0.0207946,0.0207178,0.0222939,0.0370274,0.0197617,0.0402045,0.0175387,0.00846722,0.0399099,0.00945162,0.0170065,0.0266144,0,0,0.0233948,0,0.0433984,0.0147979,0.0357581,0.0110769,0.0146046,0.0173968,0.0286945,0.0399994,0.0099171,0.0136062,0.00768264,0.0108978,0.0136813,0.0329547,0.0109878,0.0115881,0.00884418,0.0201665,0.00564462,0.00679257,0.0325209,0.00747774,0,0,0,0,0
96,0.01611,0,0,0,0,0.0335113,0,0,0,0.0315711,0.0382517,0.0297741,0.0152638,0,0,0.0212994,0,0.0332856,0.0199808,0.0446711,0.0311261,0.0131781,0.0132013,0.0293255,0.0256325,0.00937565,0.0130101,0.0118547,0.0168254,0.0205231,0.0205389,0.0221711,0.036931,0.0205573,0.0401606,0.0178285,0.00858437,0.0399433,0.00949872,0.0171224,0.0264291,0,0,0.0232205,0,0.0433687,0.0147517,0.0357153,0.0113097,0.0145541,0.0175223,0.0288931,0.0396976,0.00991501,0.0136261,0.00773394,0.0109375,0.0136587,0.0328882,0.0110028,0.0116014,0.00895509,0.0199733,0.00589373,0.00680941,0.0324886,0.00780138,0,0,0,0,0
97,0.0163141,0,0,0,0,0.0334778,0,0,0,0.0313342,0.038119,0.029314,0.0152429,0,0,0.0216794,0,0.0334197,0.0202321,0.0446078,0.0299688,0.0131348,0.013193,0.0296041,0.0256289,0.00945134,0.0132846,0.0119534,0.0166936,0.0202869,0.020279,0.0220379,0.0367407,0.0208191,0.0401458,0.0181808,0.00862886,0.0399788,0.00953186,0.0172975,0.026262,0,0,0.0231183,0,0.0433356,0.0147335,0.0356474,0.0114667,0.0145289,0.017716,0.0291363,0.0393551,0.00989483,0.0137207,0.00779527,0.0109067,0.0135867,0.0328546,0.0110133,0.0116468,0.00899635,0.0196221,0.00621433,0.00676491,0.0324748,0.00812192,0,0,0,0,0
98,0.0165014,0,0,0,0,0.0333696,0,0,0,0.0309777,0.0380596,0.0287012,0.0151546,0,0,0.0221314,0,0.0335602,0.0204422,0.0445888,0.0286652,0.0130936,0.0132086,0.0299453,0.0256055,0.00959883,0.0136739,0.0120564,0.0166198,0.0201333,0.0200788,0.0218678,0.0364978,0.021003,0.040145,0.0183631,0.00858676,0.0400279,0.00952545,0.0174524,0.0261272,0,0,0.0230718,0,0.0432939,0.0147548,0.0355644,0.0116267,0.0145703,0.0179342,0.029421,0.0389385,0.00982658,0.013862,0.00783877,0.0108822,0.0136795,0.032814,0.0110149,0.0117805,0.00893811,0.0192098,0.0065063,0.00672652,0.0323617,0.00845176,0,0,0,0,0
99,0.0166809,0,0,0,0,0.0332672,0,0,0,0.0306297,0.0380454,0.0280983,0.0151103,0,0,0.0227798,0,0.0336564,0.0206502,0.0445957,0.0271995,0.0130983,0.0133603,0.0302161,0.0254543,0.00977536,0.0141846,0.0121898,0.0166676,0.0200796,0.0199332,0.0216616,0.0360976,0.0212782,0.040118,0.0184501,0.00872977,0.0400624,0.00966457,0.0175187,0.026034,0,0,0.0229852,0,0.0432445,0.0147702,0.0354407,0.0120203,0.0146436,0.0181928,0.0296896,0.0385681,0.00984482,0.0140596,0.00792357,0.0109813,0.0138276,0.0328865,0.0110319,0.0119317,0.00906884,0.0188028,0.00673937,0.00663451,0.032225,0.00875242,0,0,0,0,0
100,0.0168916,0,0,0,0,0.0332427,0,0,0,0.0303217,0.0380014,0.0275183,0.0151622,0,0,0.0232935,0,0.0337331,0.0208478,0.0446272,0.0257265,0.0130823,0.0136829,0.0305094,0.0252275,0.0100127,0.0148006,0.0124714,0.0168541,0.0202058,0.0198003,0.0214352,0.0356487,0.0215636,0.0400283,0.0184849,0.00870315,0.0400979,0.00951555,0.0176748,0.0259283,0,0,0.0229411,0,0.0432155,0.0148049,0.0352754,0.0120513,0.0146577,0.0183792,0.0299851,0.0382509,0.00981874,0.0139308,0.00798757,0.0109731,0.0140301,0.0327342,0.0110149,0.0121659,0.00898516,0.0185118,0.00692332,0.00651786,0.0321661,0.00903545,0,0,0,0,0
101,0.0171008,0,0,0,0,0.0332724,0,0,0,0.0300755,0.0379569,0.0267227,0.0150485,0,0,0.023611,0,0.0337614,0.021004,0.0446473,0.0243005,0.0129992,0.0141462,0.03087,0.0250172,0.0102879,0.0155933,0.0129016,0.017108,0.0203708,0.0196944,0.0212229,0.0351405,0.0217866,0.0399025,0.0184232,0.00871673,0.0401174,0.00940102,0.0178782,0.0258026,0,0,0.0229282,0,0.0431878,0.0148421,0.0351921,0.0120985,0.0145866,0.0185679,0.0303779,0.0379176,0.00983928,0.0138359,0.00798074,0.0109138,0.0141724,0.0325067,0.0109832,0.01232,0.0089859,0.0182682,0.00702005,0.00643722,0.0321977,0.0093151,0,0,0,0,0
102,0.0173077,0,0,0,0,0.0332795,0,0,0,0.0298739,0.0379308,0.0258622,0.014943,0,0,0.0239266,0,0.0336976,0.0210844,0.0447507,0.0231074,0.0129384,0.0147764,0.0312205,0.0248445,0.0106366,0.0164967,0.0133028,0.0174927,0.020687,0.0196048,0.0210613,0.0345344,0.0220515,0.0397483,0.0183238,0.00878852,0.0401506,0.00933875,0.0180698,0.0257015,0,0,0.0229799,0,0.0431743,0.0148842,0.0351809,0.0122667,0.0144931,0.0187722,0.0308083,0.0376145,0.00992058,0.0138511,0.00805105,0.0109317,0.0142734,0.0322607,0.0109421,0.0123927,0.00904784,0.0180651,0.00702392,0.00654394,0.0321826,0.0095527,0,0,0,0,0
103,0.0174154,0,0,0,0,0.0332367,0,0,0,0.0292787,0.0379478,0.0250025,0.0149366,0,0,0.0240982,0,0.0335508,0.0210167,0.0448673,0.0224575,0.0129102,0.0155878,0.0315894,0.0246685,0.0111022,0.0177456,0.0137862,0.0181194,0.0212669,0.0196452,0.020923,0.0337591,0.0221684,0.0395795,0.0182158,0.00886305,0.0402058,0.00924382,0.0182798,0.0256376,0,0,0.0230947,0,0.0431674,0.0149858,0.0351714,0.0123732,0.0144326,0.0190917,0.031286,0.037296,0.0100455,0.0139435,0.00828278,0.0110711,0.0144023,0.0321486,0.0109303,0.0124577,0.00914873,0.0176837,0.00702469,0.00694792,0.0321002,0.00967083,0,0,0,0,0
104,0.0175217,0,0,0,0,0.0332393,0,0,0,0.0283891,0.0378734,0.0242368,0.0150074,0,0,0.0242533,0,0.0334176,0.0209195,0.0449646,0.0223548,0.0128612,0.0165299,0.0320701,0.0245783,0.0117004,0.0193676,0.0144485,0.018854,0.0220598,0.0197496,0.0207977,0.0328243,0.0218759,0.0393425,0.0180596,0.00888082,0.0402246,0.00907081,0.0185066,0.0255584,0,0,0.0232165,0,0.0431429,0.0150865,0.0351791,0.0123778,0.0143987,0.0195525,0.0318622,0.0370365,0.0102032,0.0140716,0.00857932,0.0113111,0.0145648,0.032118,0.0108985,0.0125767,0.00922168,0.0173055,0.0069972,0.00721515,0.032045,0.00976689,0,0,0,0,0
105,0.0176367,0,0,0,0,0.0332751,0,0,0,0.0274364,0.0377309,0.0236137,0.0151093,0,0,0.0243966,0,0.0332962,0.0208353,0.0450115,0.0228716,0.0127929,0.0175464,0.032751,0.0246037,0.0124551,0.0210224,0.0151655,0.0195454,0.0229113,0.0199916,0.0206187,0.0321735,0.02145,0.0390594,0.0178956,0.00878892,0.0402199,0.00882241,0.0187341,0.0254685,0,0,0.0233511,0,0.0431134,0.015153,0.0352146,0.0123837,0.0142838,0.0200296,0.0325232,0.0368396,0.0103721,0.0142171,0.00891155,0.0115668,0.0147264,0.0319122,0.0108039,0.0127176,0.00915935,0.0173685,0.00701164,0.00732882,0.0319817,0.00992467,0,0,0,0,0
106,0.0177342,0,0,0,0,0.0332999,0,0,0,0.0270976,0.037604,0.0232108,0.015268,0,0,0.0244443,0,0.0331925,0.020708,0.0450253,0.0235163,0.0127352,0.0185453,0.0336028,0.0247348,0.0133912,0.0227859,0.0158647,0.0201913,0.0237475,0.0202647,0.0203381,0.0323604,0.0216286,0.0387814,0.0178125,0.00865804,0.040224,0.00853517,0.0189514,0.0253574,0,0,0.0235006,0,0.0430941,0.0152322,0.0352952,0.0123835,0.0140991,0.0205522,0.0332807,0.0366092,0.0105639,0.0143836,0.00927069,0.0118477,0.0148977,0.0315603,0.0107065,0.0128501,0.00902269,0.0173921,0.00707047,0.00732254,0.0318861,0.0101128,0,0,0,0,0
107,0.0178533,0,0,0,0,0.0333688,0,0,0,0.0280441,0.0375066,0.0230574,0.0156237,0,0,0.0244429,0,0.0331108,0.0205947,0.0449768,0.023681,0.0126832,0.0194516,0.0342466,0.024949,0.0144209,0.0247191,0.0165035,0.020768,0.0244557,0.0205839,0.019992,0.0336246,0.0220544,0.038551,0.0177529,0.00858692,0.0401906,0.00816211,0.0192065,0.0252571,0,0,0.0235753,0,0.0430425,0.0152974,0.0354557,0.0122928,0.0138907,0.0212727,0.0341983,0.0363675,0.0108189,0.0145767,0.00969262,0.0122277,0.0151401,0.0313629,0.0106401,0.0130576,0.00900202,0.0171732,0.0070522,0.00716128,0.0318492,0.0101986,0,0,0,0,0
108,0.0179943,0,0,0,0,0.0333547,0,0,0,0.0293948,0.0374206,0.0233902,0.0154174,0,0,0.0245239,0,0.0330898,0.0206062,0.0448682,0.0238554,0.0124212,0.0200926,0.0340767,0.0250042,0.0154446,0.0264814,0.0170432,0.0211524,0.0249085,0.0209091,0.019781,0.0354737,0.0219135,0.0384282,0.0177943,0.00847986,0.0401373,0.00823475,0.0191736,0.0252298,0,0,0.0236411,0,0.0429688,0.0153741,0.0354933,0.0122553,0.0137988,0.0212269,0.034225,0.036119,0.01075,0.0146174,0.00964526,0.0121526,0.0150628,0.031508,0.0106363,0.0129782,0.00848291,0.0169672,0.00697011,0.00727065,0.0317716,0.0103116,0,0,0,0,0
109,0.0180936,0,0,0,0,0.0333337,0,0,0,0.0312911,0.0372045,0.0240525,0.0151543,0,0,0.0245165,0,0.0330841,0.0205255,0.0446677,0.0240594,0.0120838,0.0205345,0.0338919,0.0251438,0.0164432,0.0279703,0.0174756,0.0214701,0.0253933,0.0212919,0.0196395,0.03785,0.0213116,0.0382545,0.0177886,0.00834879,0.0400935,0.00831625,0.0190242,0.0251915,0,0,0.0237583,0,0.0428969,0.0154863,0.035549,0.0122572,0.0136941,0.021048,0.0341272,0.0359088,0.0106394,0.0146174,0.00951888,0.0120346,0.014931,0.0315015,0.0106226,0.0128787,0.00811919,0.0167837,0.00681252,0.00756916,0.0316794,0.0104436,0,0,0,0,0
110,0.0181013,0,0,0,0,0.0332919,0,0,0,0.033428,0.0371164,0.0248771,0.0149166,0,0,0.0244442,0,0.0330534,0.0204172,0.0444268,0.0248265,0.0117728,0.0208089,0.0336861,0.02521,0.0171887,0.0290956,0.0177599,0.0219037,0.0260122,0.0217383,0.0195723,0.0403999,0.0210065,0.0381374,0.0178066,0.0082242,0.0400822,0.00844355,0.0188067,0.025086,0,0,0.0239111,0,0.0428571,0.0155744,0.035604,0.0122869,0.0135887,0.0208668,0.034001,0.0357302,0.0105641,0.0145995,0.0094387,0.0119698,0.0147413,0.0314457,0.0105774,0.0127343,0.00789255,0.0166386,0.00669247,0.00790174,0.0315664,0.0105048,0,0,0,0,0
111,0.0180645,0,0,0,0,0.0332243,0,0,0,0.0358506,0.0370812,0.0257696,0.0147843,0,0,0.0243224,0,0.0330719,0.020328,0.0441116,0.0255301,0.0115799,0.0209989,0.0334896,0.0252738,0.0175836,0.0297455,0.0179108,0.0225363,0.026843,0.0222536,0.0194949,0.0429902,0.0208406,0.0381006,0.0178217,0.00809236,0.0400875,0.00856114,0.0185974,0.0249501,0,0,0.0240497,0,0.0428344,0.0156237,0.0356255,0.0122615,0.0135285,0.0207794,0.0338344,0.0355795,0.0105034,0.0146278,0.00945676,0.0119965,0.0145984,0.0316029,0.0105771,0.0125706,0.00770678,0.0166197,0.00661598,0.0082134,0.0314708,0.0105923,0,0,0,0,0
112,0.0180823,0,0,0,0,0.0332021,0,0,0,0.0382982,0.0368479,0.0265697,0.0146885,0,0,0.0241814,0,0.0331604,0.0202047,0.0437187,0.0265394,0.0114441,0.0211855,0.0332755,0.0254036,0.0178318,0.0300961,0.017988,0.0231805,0.0278599,0.0227875,0.0194233,0.0455621,0.0206832,0.0379661,0.017775,0.00783473,0.0400604,0.00845326,0.0183878,0.0249048,0,0,0.0241546,0,0.0427861,0.0156494,0.0356547,0.0121142,0.0134575,0.0206329,0.033627,0.0355373,0.0104637,0.0145516,0.00933867,0.0118998,0.0145799,0.0315546,0.0106024,0.0125446,0.00735112,0.0167163,0.00651628,0.00849849,0.0314286,0.0106991,0,0,0,0,0
113,0.0180456,0,0,0,0,0.0331571,0,0,0,0.0404218,0.0367037,0.0273517,0.0146202,0,0,0.0242114,0,0.0332029,0.0201445,0.0433568,0.0271142,0.0113808,0.0213689,0.0330702,0.0254232,0.017978,0.0303758,0.0180646,0.0238066,0.0287771,0.0233272,0.019403,0.0480952,0.0206328,0.0378819,0.0177271,0.00768825,0.0400051,0.00840147,0.0181618,0.0247831,0,0,0.0241992,0,0.0427208,0.0156826,0.0356715,0.0120808,0.0133763,0.0203896,0.0333732,0.0354317,0.010413,0.0144201,0.00916147,0.0117586,0.014518,0.0313664,0.0106199,0.0124797,0.00716956,0.0167258,0.00635188,0.0087353,0.0313633,0.0107645,0,0,0,0,0
114,0.017997,0,0,0,0,0.0331227,0,0,0,0.0427217,0.0366533,0.0282264,0.0145504,0,0,0.0244471,0,0.0332103,0.0202314,0.0430018,0.0270624,0.0113577,0.0215368,0.0329125,0.0252605,0.0180706,0.0305448,0.0181738,0.0243504,0.0294333,0.0238044,0.0194464,0.050753,0.0207612,0.0378326,0.0177842,0.00764004,0.0399418,0.00841483,0.0179418,0.0245629,0,0,0.0242393,0,0.0426538,0.0157123,0.0355678,0.0120813,0.0133081,0.020124,0.0331455,0.0353137,0.0102872,0.0143733,0.00909925,0.0116383,0.0144326,0.0313622,0.0106622,0.0123718,0.00709543,0.0165535,0.00614629,0.00895191,0.0313416,0.0108382,0,0,0,0,0
115,0.0177551,0,0,0,0,0.0328172,0,0,0,0.0452296,0.0365663,0.0290165,0.0145358,0,0,0.0243052,0,0.0331769,0.0203223,0.0427208,0.0272921,0.0114105,0.021589,0.033001,0.0250133,0.0180717,0.0306252,0.0181649,0.0247423,0.0298036,0.0240932,0.0194987,0.0537991,0.0207194,0.0377815,0.0177854,0.0076407,0.0398715,0.00842152,0.0177557,0.0239632,0,0,0.0242986,0,0.0425798,0.0157242,0.0355402,0.0120337,0.0132752,0.0198382,0.0330914,0.0348827,0.010186,0.0143619,0.00905787,0.0115079,0.0143303,0.0314608,0.0106903,0.0122438,0.00714694,0.0160293,0.00598599,0.00917832,0.031097,0.0108617,0,0,0,0,0
116,0.0178338,0,0,0,0,0.0330761,0,0,0,0.0474362,0.0364818,0.0297532,0.0145276,0,0,0.0240927,0,0.0331355,0.020352,0.0425703,0.0272456,0.0114251,0.0215072,0.0329193,0.0248027,0.0180674,0.0306954,0.0180311,0.024881,0.0300508,0.0243345,0.0193858,0.056252,0.0205041,0.0377691,0.0176949,0.00762526,0.0398456,0.00839129,0.0175273,0.0242735,0,0,0.0242077,0,0.0425156,0.0156504,0.0355438,0.0119484,0.0133204,0.019597,0.0328077,0.0354198,0.0100985,0.0143247,0.00894791,0.0113327,0.0143193,0.0315289,0.0106845,0.0121999,0.0071312,0.0164006,0.00592514,0.00932247,0.0314746,0.0108755,0,0,0,0,0
117,0.0177838,0,0,0,0,0.0333627,0,0,0,0.0478076,0.0363795,0.030108,0.0145459,0,0,0.023957,0,0.0331113,0.0203218,0.0425152,0.0266854,0.0114284,0.0214821,0.0329617,0.0247028,0.0181551,0.0309052,0.0179333,0.0250775,0.030542,0.0245984,0.0192388,0.0564355,0.0202784,0.0377426,0.0176386,0.00774339,0.0398049,0.00850911,0.0173041,0.0245484,0,0,0.0238778,0,0.0424891,0.0154155,0.0355554,0.0118883,0.013367,0.0193335,0.0325681,0.0358692,0.0099692,0.0143106,0.00865015,0.0111505,0.0141866,0.0316322,0.0106703,0.0120474,0.00735316,0.0167485,0.00586695,0.00944258,0.0319143,0.0108023,0,0,0,0,0
118,0.0177375,0,0,0,0,0.0336353,0,0,0,0.0463713,0.0363094,0.0299562,0.0145623,0,0,0.0238079,0,0.0330454,0.020279,0.0425395,0.0256135,0.0114516,0.0216065,0.0330407,0.0245494,0.0184184,0.031344,0.0179265,0.0254543,0.0312475,0.0248849,0.0191331,0.0546319,0.0205658,0.0377338,0.0176069,0.00786737,0.0397847,0.00862535,0.0171201,0.0247578,0,0,0.0235581,0,0.0424604,0.0152083,0.0355315,0.0118689,0.0133726,0.0191401,0.0324061,0.036248,0.00985748,0.0142913,0.00817325,0.0109625,0.0140661,0.03166,0.0106458,0.0119176,0.00751233,0.0168692,0.00579877,0.00960862,0.0323183,0.0107456,0,0,0,0,0
119,0.0176327,0,0,0,0,0.0339208,0,0,0,0.044997,0.0362022,0.0297389,0.0145979,0,0,0.0233984,0,0.0329978,0.0201603,0.0426313,0.0242941,0.0114857,0.0216903,0.033,0.0244913,0.0187566,0.0318704,0.0179369,0.0256699,0.0314707,0.0250147,0.0191898,0.0528674,0.0201548,0.0377429,0.0175988,0.00794539,0.0397977,0.00867382,0.016974,0.0250333,0,0,0.0232288,0,0.0424817,0.0150167,0.0354705,0.0117632,0.0134567,0.0189196,0.032246,0.0367087,0.00978371,0.014211,0.0079015,0.0108321,0.0139555,0.03167,0.0106438,0.0118075,0.00757842,0.0171521,0.00575272,0.00986412,0.032764,0.0105898,0,0,0,0,0
120,0.0175356,0,0,0,0,0.0342106,0,0,0,0.0445912,0.0359711,0.0299772,0.0147117,0,0,0.022761,0,0.0329596,0.0199128,0.0428089,0.0239702,0.0115072,0.0215875,0.032797,0.0245587,0.018953,0.0321702,0.0178647,0.0255276,0.0310793,0.024827,0.0193042,0.0521365,0.0195011,0.0377251,0.0175798,0.00790025,0.0397785,0.00862729,0.0168472,0.0253273,0,0,0.0228596,0,0.0424902,0.0148578,0.0354077,0.0115043,0.0135984,0.0187191,0.031942,0.0373266,0.00969857,0.014119,0.00775831,0.0107165,0.0138802,0.0317579,0.0106499,0.0117772,0.00754068,0.017658,0.0057064,0.0101515,0.0332017,0.0104039,0,0,0,0,0
121,0.0174425,0,0,0,0,0.0344972,0,0,0,0.0445661,0.0357079,0.0302217,0.0148699,0,0,0.0220282,0,0.0329247,0.0195978,0.043063,0.0241462,0.0114905,0.0213235,0.0324713,0.0246581,0.0189557,0.0322032,0.0176619,0.0249729,0.0304267,0.0244724,0.019351,0.0519259,0.0192676,0.0376731,0.0175232,0.00781138,0.0397201,0.00855762,0.0167131,0.0256753,0,0,0.022403,0,0.0424498,0.0146966,0.0354348,0.011171,0.013714,0.0185543,0.0314997,0.0379949,0.00966525,0.0139898,0.00763089,0.0106385,0.0138157,0.0318817,0.0106595,0.0117098,0.00747493,0.018207,0.00568337,0.0104684,0.0335507,0.0101795,0,0,0,0,0
122,0.0173654,0,0,0,0,0.0347758,0,0,0,0.0446087,0.0355244,0.0304513,0.0150012,0,0,0.0213287,0,0.0328553,0.0192335,0.0431455,0.0239756,0.0115039,0.0209353,0.0319955,0.0247406,0.0188457,0.0317548,0.0173179,0.0244343,0.0299801,0.0242574,0.0192859,0.0520341,0.0190833,0.0375948,0.0173971,0.00781985,0.039628,0.00863852,0.0165181,0.0260598,0,0,0.0218867,0,0.0423344,0.0145674,0.0354475,0.0110091,0.0137709,0.0183966,0.0310082,0.0386851,0.00966521,0.0138061,0.00763236,0.0105962,0.0136992,0.0317238,0.0106504,0.0115612,0.00757708,0.0186713,0.00577124,0.0109932,0.0338339,0.00981979,0,0,0,0,0
123,0.0172855,0,0,0,0,0.0350629,0,0,0,0.0445679,0.0353348,0.0307114,0.0150653,0,0,0.0203749,0,0.0327451,0.0187224,0.0430361,0.0248708,0.0115639,0.0203792,0.031251,0.0248376,0.0184095,0.0304917,0.01684,0.024173,0.0298975,0.0242276,0.0192718,0.052124,0.0183586,0.0374914,0.0171375,0.00762151,0.0394584,0.00847966,0.0163534,0.0265262,0,0,0.0211049,0,0.0421338,0.0144002,0.0354541,0.0107559,0.0138836,0.0181914,0.0303862,0.0394508,0.0096213,0.0136029,0.0078113,0.010545,0.0135224,0.0316338,0.0105808,0.0114008,0.00746054,0.0191328,0.00621461,0.0119301,0.0341458,0.00931902,0,0,0,0,0
124,0.0172576,0,0,0,0,0.0352808,0,0,0,0.0446097,0.0351171,0.0310643,0.0150705,0,0,0.0194097,0,0.0326967,0.0182644,0.0428036,0.0255941,0.0116246,0.0197351,0.0304048,0.0250162,0.0176778,0.0290048,0.0162752,0.0241556,0.0301803,0.0244392,0.0192061,0.0522576,0.0176288,0.0374251,0.0168624,0.00715446,0.039313,0.00821363,0.0161954,0.0271175,0,0,0.0203165,0,0.0419027,0.0144003,0.0354937,0.0105431,0.0139422,0.0180127,0.0296788,0.0402232,0.00957982,0.013602,0.00772877,0.0104478,0.0134022,0.0316739,0.0104774,0.0112916,0.00692231,0.0198381,0.00703963,0.0133193,0.0343709,0.00883138,0,0,0,0,0
125,0.0172184,0,0,0,0,0.0354662,0,0,0,0.0446413,0.0348606,0.0314027,0.015098,0,0,0.0184844,0,0.0327435,0.017774,0.0424772,0.0260191,0.0116276,0.0191074,0.0294826,0.0252625,0.0168184,0.027629,0.0156727,0.0241627,0.0305041,0.0247576,0.0192208,0.0524174,0.0169486,0.0373724,0.0166139,0.0067348,0.0390977,0.0081386,0.0160154,0.0277788,0,0,0.0195167,0,0.0415817,0.0144491,0.0355902,0.0100691,0.0139278,0.0180121,0.0289253,0.0410766,0.00959092,0.0137431,0.00760981,0.0104562,0.0132729,0.0315829,0.0104259,0.0111324,0.00646167,0.0205821,0.00827369,0.0148808,0.0345428,0.00836842,0,0,0,0,0
126,0.0170391,0,0,0,0,0.0354534,0,0,0,0.0449967,0.0345407,0.0318445,0.0151995,0,0,0.0173457,0,0.0328903,0.0172136,0.0421003,0.0264897,0.0116308,0.01859,0.028691,0.0253012,0.015987,0.0262201,0.0150399,0.0240728,0.0306034,0.0249145,0.0193666,0.0529321,0.016305,0.0372974,0.0163907,0.00630261,0.0388026,0.00804243,0.0159568,0.0283459,0,0,0.0187298,0,0.0411588,0.014534,0.0356317,0.00943533,0.0138881,0.0181938,0.0282137,0.041783,0.00961904,0.0137113,0.00765142,0.010514,0.0131722,0.0312932,0.0103465,0.0109463,0.00614049,0.0209862,0.00992572,0.0166016,0.0344364,0.00773069,0,0,0,0,0
127,0.01683,0,0,0,0,0.0354111,0,0,0,0.0457612,0.0342316,0.0324857,0.0152493,0,0,0.0159315,0,0.0330256,0.0165464,0.041697,0.0271024,0.0116212,0.0181736,0.0280954,0.0254478,0.0153051,0.0250496,0.014434,0.0238955,0.0303865,0.0248907,0.0195381,0.0539706,0.015722,0.0372107,0.0159526,0.00576232,0.0385856,0.00774312,0.015979,0.0288952,0,0,0.0180554,0,0.0407877,0.0147505,0.0356785,0.00872681,0.0138892,0.018358,0.0275968,0.0425368,0.00966172,0.0136772,0.00779953,0.0105207,0.0130736,0.0310408,0.0101894,0.0108658,0.00576059,0.0215364,0.0119258,0.0185464,0.0342087,0.00715062,0,0,0,0,0
128,0.0166137,0,0,0,0,0.0353566,0,0,0,0.0467382,0.0339912,0.0331847,0.0151121,0,0,0.014579,0,0.0330918,0.0157285,0.0412977,0.0277191,0.0115355,0.0178272,0.0277495,0.0257833,0.0148409,0.0245015,0.0138986,0.0235965,0.0299504,0.0248404,0.0196395,0.0551574,0.0146459,0.0370257,0.0152358,0.00524514,0.038456,0.00758619,0.0159146,0.0294608,0,0,0.0175156,0,0.0405248,0.0150896,0.0357565,0.00810246,0.0139034,0.0185847,0.0271087,0.0433046,0.00971976,0.0137058,0.00798454,0.0105818,0.0130278,0.0306945,0.0101065,0.0109261,0.00548362,0.0221602,0.0139917,0.0205008,0.0339208,0.0066644,0,0,0,0,0
129,0.0164364,0,0,0,0,0.0353573,0,0,0,0.0477155,0.0336549,0.033869,0.0148087,0,0,0.0134326,0,0.033125,0.0149094,0.0409996,0.0283306,0.0113979,0.0175437,0.027618,0.0262282,0.0146417,0.0242537,0.0135005,0.0232773,0.0295663,0.0248763,0.0196937,0.0562449,0.0136541,0.036527,0.0144255,0.00470529,0.0382126,0.00741484,0.0157624,0.0301044,0,0,0.0170064,0,0.0401296,0.0154949,0.0358396,0.0074761,0.013909,0.018662,0.0266816,0.0440559,0.00971842,0.0136585,0.00802889,0.0105654,0.0129739,0.0300991,0.00997377,0.011006,0.00509372,0.0225171,0.0160606,0.0223709,0.0336499,0.00636345,0,0,0,0,0
130,0.0164309,0,0,0,0,0.0354176,0,0,0,0.0483493,0.0331732,0.03441,0.0144561,0,0,0.0121204,0,0.0331114,0.014016,0.0408083,0.0290016,0.0112258,0.0172582,0.0275286,0.0265353,0.0146234,0.0239741,0.0132326,0.023124,0.0293555,0.0248963,0.0198019,0.0568981,0.0128913,0.0357137,0.0135636,0.00434227,0.037701,0.00727156,0.015569,0.0310819,0,0,0.0159394,0,0.0395085,0.0157337,0.0359057,0.00672807,0.013879,0.0183801,0.026224,0.044836,0.0096959,0.0134767,0.00793956,0.0104571,0.0127816,0.0295109,0.00981802,0.0108929,0.00506581,0.0227525,0.018331,0.0241208,0.033523,0.0064454,0,0,0,0,0
131,0.0161989,0,0,0,0,0.0353162,0,0,0,0.0486699,0.0327308,0.0348362,0.0141619,0,0,0.0107825,0,0.0331064,0.0130941,0.0407207,0.0295657,0.0111019,0.0170638,0.0276889,0.0269945,0.0146205,0.0238278,0.0130274,0.0231561,0.0294716,0.0249371,0.0199018,0.057286,0.0122253,0.0348288,0.0127871,0.00362889,0.0370789,0.00699976,0.0153963,0.0316662,0,0,0.0150387,0,0.0385793,0.0162052,0.0360091,0.00623493,0.0139087,0.0184377,0.0260178,0.0451812,0.00958012,0.0134055,0.00791722,0.0103421,0.012736,0.0290018,0.00963123,0.0109288,0.00487151,0.0228557,0.0206474,0.0259213,0.0333233,0.00653936,0,0,0,0,0
132,0.0162116,0,0,0,0,0.0352155,0,0,0,0.0485661,0.0323044,0.0351688,0.0137685,0,0,0.0089128,0,0.0330318,0.0119322,0.040675,0.0301402,0.010978,0.0168617,0.0277686,0.0272351,0.0145917,0.0234984,0.0128463,0.0231988,0.0297546,0.0250515,0.0200812,0.057214,0.0114156,0.0342297,0.0120509,0.00321201,0.0364535,0.00673946,0.0152573,0.0326439,0,0,0.0133347,0,0.0377387,0.0164047,0.0360879,0.00592421,0.0139514,0.0181013,0.0256559,0.0454615,0.00948922,0.0131948,0.00763186,0.0101359,0.0124685,0.0284868,0.00943894,0.0108487,0.00521603,0.0228524,0.0228985,0.0277982,0.0333206,0.00712856,0,0,0,0,0
