Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,LTHIP,x78,,x79,x80,x75
30,0.0143094,0,0,0,0,0.0201579,0,0,0,0,0,0,0.00113513,0.020938,0.00706471,0.0121461,0,0,0.0134149,0,0.0365093,0.00900898,0.0409774,0.00931479,0.0229045,0.00410727,0.0238256,0.0494529,0.00866326,0.00786385,0.0050898,0.00878711,0.00856327,0.00843792,0.0305189,0.00844018,0.0232848,0.00747082,0.00474292,0.0166642,0.0235049,0.0108394,0.0141752,0.0136758,0,0,0.0131418,0,0.0378152,0.0101506,0.0377888,0.00999462,0.0125376,0.0122923,0.0266895,0.0283987,0.0073815,0.0166115,0.0136087,0.0113571,0.00588166,0.0364653,0.00443515,0.00893899,0.0179275,0.0108947,0.0339809,0.0119433,0.0175998,0.0105818,0,0,0,0,0,0,0,0,0,0
31,0.014158,0,0,0,0,0.0201832,0,0,0,0,0,0,0.00127288,0.0208615,0.00715071,0.0122147,0,0,0.0132786,0,0.0363952,0.00892354,0.0409231,0.00952515,0.0229363,0.00411631,0.0237591,0.0494982,0.00869277,0.00790341,0.00512981,0.00883709,0.00862425,0.00849034,0.0305543,0.00865488,0.0231507,0.00743231,0.00459612,0.0165041,0.0235622,0.0107276,0.0140062,0.0134494,0,0,0.0129519,0,0.0378344,0.0103602,0.0378252,0.0103908,0.0125032,0.012333,0.0266518,0.0283083,0.00734825,0.0168126,0.0137098,0.0113607,0.00619286,0.0365629,0.00440987,0.0094039,0.0177805,0.0109822,0.0339967,0.0119405,0.0176914,0.0104136,0,0,0,0,0,0,0,0,0,0
32,0.0140082,0,0,0,0,0.0202286,0,0,0,0,0,0,0.00135325,0.0208289,0.00721805,0.0121199,0,0,0.0131922,0,0.0363423,0.00888864,0.0408902,0.00961033,0.0229374,0.00414422,0.0236345,0.0495462,0.00878612,0.00789245,0.00513459,0.00888561,0.00867867,0.00856438,0.0306047,0.00883601,0.022979,0.00749728,0.00455128,0.0161988,0.0235802,0.0105108,0.0140185,0.0132172,0,0,0.0128548,0,0.037874,0.0105195,0.0378373,0.0107127,0.0124303,0.0121747,0.0265442,0.028115,0.00729182,0.0169197,0.0136149,0.0112749,0.00643673,0.0366765,0.00446284,0.00971853,0.0175142,0.0109668,0.0339863,0.0119938,0.0177813,0.0102702,0,0,0,0,0,0,0,0,0,0
33,0.0138798,0,0,0,0,0.0202409,0,0,0,0,0,0,0.00154986,0.0208083,0.00723366,0.0120306,0,0,0.0131645,0,0.0363615,0.00886398,0.0408467,0.00965695,0.0229179,0.0041486,0.0235141,0.0495065,0.00887306,0.00791944,0.005129,0.0089067,0.00871576,0.00858409,0.0306373,0.00896003,0.0228918,0.00763932,0.0045518,0.0159247,0.0236429,0.0103682,0.0140938,0.0130853,0,0,0.01289,0,0.0378377,0.0106415,0.037861,0.010897,0.0123919,0.0120135,0.0264399,0.0278971,0.00724436,0.0169351,0.0135033,0.01119,0.00662028,0.0367411,0.00451037,0.00994053,0.0172747,0.0110049,0.0340375,0.0120836,0.0178408,0.0102262,0,0,0,0,0,0,0,0,0,0
34,0.0138427,0,0,0,0,0.0202314,0,0,0,0,0,0,0.00202755,0.0208418,0.00723857,0.0120434,0,0,0.0131626,0,0.0363016,0.00874567,0.0408327,0.00968514,0.0229372,0.00416728,0.0234073,0.0494896,0.0088854,0.00799691,0.00509131,0.00893822,0.00869683,0.00857789,0.0306758,0.00902824,0.0228952,0.00757245,0.00446744,0.0157453,0.0235521,0.0102672,0.0140956,0.013023,0,0,0.0126186,0,0.0378978,0.0107503,0.0378817,0.0111724,0.0123794,0.0119945,0.0263766,0.0277967,0.0071655,0.016935,0.013463,0.0111349,0.00677881,0.0368014,0.00451938,0.0101679,0.0170979,0.0110327,0.0338783,0.012088,0.0178533,0.0102032,0,0,0,0,0,0,0,0,0,0
35,0.0138381,0,0,0,0,0.0202429,0,0,0,0,0,0,0.00210412,0.0208783,0.00727774,0.0121014,0,0,0.0131842,0,0.0362333,0.00864517,0.0408249,0.00956981,0.0229908,0.00421339,0.0233097,0.0495339,0.00882992,0.00800801,0.0050638,0.00900052,0.00867579,0.00862023,0.0307024,0.00905389,0.0229033,0.0075349,0.00441196,0.0155557,0.0235264,0.0101569,0.0139939,0.012981,0,0,0.0124789,0,0.0378969,0.0108536,0.0379055,0.011493,0.0123606,0.0119407,0.026317,0.0277728,0.00701169,0.0168804,0.0133579,0.0110319,0.00691261,0.036858,0.00458349,0.0103673,0.016932,0.0111345,0.0338654,0.0121522,0.017882,0.0101512,0,0,0,0,0,0,0,0,0,0
36,0.0138588,0,0,0,0,0.0203316,0,0,0,0,0,0,0.0018723,0.0208586,0.00733639,0.0121358,0,0,0.0131873,0,0.0361828,0.00869635,0.0407961,0.00929781,0.0229838,0.00428273,0.0232574,0.0496646,0.0087536,0.00789857,0.00504071,0.00906348,0.00869176,0.00869288,0.0307256,0.00906285,0.0229175,0.00763753,0.00439622,0.0154232,0.023452,0.0100937,0.0139845,0.0129576,0,0,0.0123406,0,0.0378426,0.0109312,0.0379102,0.0117196,0.0123108,0.0119132,0.0262866,0.0277725,0.00688461,0.0168641,0.0132862,0.0109494,0.00703098,0.0368986,0.00464057,0.0105531,0.0168132,0.0110746,0.0339823,0.0121559,0.0179611,0.010075,0,0,0,0,0,0,0,0,0,0
37,0.0138983,0,0,0,0,0.0204525,0,0,0,0,0,0,0.00182087,0.0208888,0.00741021,0.0121417,0,0,0.013219,0,0.0361211,0.00866745,0.0407782,0.00931461,0.0229364,0.00433821,0.0232399,0.049759,0.00865656,0.00767644,0.00499123,0.00911628,0.00868929,0.00874958,0.0307724,0.00903696,0.0229296,0.00780377,0.00438986,0.0152822,0.0233476,0.010068,0.0140968,0.0129718,0,0,0.0121891,0,0.0377502,0.0109827,0.0378796,0.011984,0.0122428,0.011865,0.0263021,0.0277495,0.0068121,0.0168497,0.0132209,0.0108752,0.00716639,0.0368991,0.00468135,0.0107148,0.0166725,0.0109329,0.0341893,0.0121042,0.0180601,0.0100003,0,0,0,0,0,0,0,0,0,0
38,0.0138776,0,0,0,0,0.0205356,0,0,0,0,0,0,0.00191028,0.0209384,0.00748177,0.0121383,0,0,0.0132073,0,0.0361502,0.00864992,0.0407662,0.00957659,0.0229169,0.00439909,0.0232323,0.0497747,0.00851992,0.00740397,0.0049071,0.00915539,0.00871797,0.00878148,0.0308059,0.00895891,0.0229415,0.00798252,0.00437573,0.0150513,0.0233436,0.010003,0.014184,0.0129112,0,0,0.0120699,0,0.0377075,0.0110301,0.0378513,0.0122151,0.012197,0.0117505,0.0263334,0.0276951,0.0067562,0.016855,0.0131207,0.0107801,0.00728392,0.0369025,0.00472003,0.0108248,0.0164388,0.0108408,0.034068,0.012078,0.0181491,0.00987124,0,0,0,0,0,0,0,0,0,0
39,0.0137923,0,0,0,0,0.0205409,0,0,0,0,0,0,0.00187884,0.0208719,0.007513,0.0121318,0,0,0.0131137,0,0.0362257,0.00856533,0.0407357,0.00995276,0.0229275,0.00438688,0.0232084,0.0496874,0.00838529,0.00726194,0.00484612,0.00917102,0.00874331,0.00879411,0.0308054,0.00892762,0.0228574,0.0080236,0.00438535,0.0148372,0.0233143,0.00993013,0.0141957,0.0127718,0,0,0.0120565,0,0.0376231,0.0109433,0.0378427,0.0123868,0.0121702,0.0116725,0.0263348,0.027578,0.00665417,0.0168758,0.0130549,0.0106966,0.00735581,0.036926,0.00476384,0.010916,0.0162422,0.0107494,0.0338766,0.0121188,0.01817,0.00973456,0,0,0,0,0,0,0,0,0,0
40,0.0137223,0,0,0,0,0.0205288,0,0,0,0,0,0,0.00204444,0.0208416,0.0075367,0.0121719,0,0,0.0130253,0,0.0362077,0.00855204,0.0407364,0.0101006,0.022977,0.00438832,0.0231671,0.0496838,0.00823649,0.00720497,0.00479979,0.00917742,0.00872112,0.00879489,0.0307997,0.00893457,0.0227788,0.00800518,0.00432285,0.0145929,0.0232532,0.00983142,0.0141466,0.0126549,0,0,0.0120402,0,0.0374616,0.0107329,0.037848,0.012509,0.012197,0.0115169,0.0263197,0.0274465,0.00654459,0.0168496,0.0129365,0.0105735,0.0074011,0.0369552,0.00484526,0.0109961,0.0160229,0.0106851,0.0336751,0.0121879,0.0181668,0.00961491,0,0,0,0,0,0,0,0,0,0
41,0.0137858,0,0,0,0,0.0205551,0,0,0,0,0,0,0.00215662,0.0208747,0.00754379,0.0122255,0,0,0.0129892,0,0.0360998,0.00863658,0.0407229,0.010077,0.0230528,0.00437529,0.0231686,0.0497136,0.00821563,0.00724664,0.00476774,0.00915635,0.00872487,0.0087966,0.0308099,0.00896997,0.022788,0.00807164,0.00421868,0.0143631,0.0233379,0.00976749,0.0140473,0.012655,0,0,0.0119687,0,0.0375659,0.0107787,0.0378556,0.0127055,0.0122739,0.0113827,0.026312,0.0274434,0.00645315,0.016805,0.0128182,0.0104563,0.00749619,0.0369716,0.00491961,0.0111175,0.0158082,0.0106976,0.0338447,0.0120619,0.018175,0.0095968,0,0,0,0,0,0,0,0,0,0
42,0.0138405,0,0,0,0,0.0205583,0,0,0,0,0,0,0.00210961,0.020908,0.00751982,0.0122741,0,0,0.012989,0,0.036023,0.00864681,0.0406924,0.0100339,0.0231104,0.00434274,0.0231783,0.0496798,0.00823384,0.00735956,0.00475322,0.00914108,0.0087838,0.00877896,0.0307903,0.00901148,0.0227482,0.00812696,0.0041426,0.0141274,0.0234095,0.00969405,0.01402,0.0126303,0,0,0.0119149,0,0.0376404,0.0108251,0.0378518,0.0129467,0.0123241,0.0112446,0.026315,0.0274075,0.00635481,0.016768,0.0126758,0.0103524,0.00758858,0.037026,0.00500145,0.0112185,0.0155927,0.0105039,0.0339783,0.011949,0.0181799,0.00957393,0,0,0,0,0,0,0,0,0,0
43,0.0138482,0,0,0,0,0.0205651,0,0,0,0,0,0,0.00190147,0.021012,0.0075115,0.0122963,0,0,0.0130349,0,0.035922,0.00872185,0.0406767,0.0100114,0.023136,0.0042945,0.0231872,0.0495511,0.00823938,0.00740302,0.00475017,0.00913897,0.00883896,0.00877202,0.0307516,0.00904477,0.0227309,0.0081742,0.00402794,0.0139768,0.0234313,0.00963734,0.0140353,0.0125863,0,0,0.0118813,0,0.0376467,0.0107942,0.0378495,0.0130672,0.0123064,0.0111697,0.0263192,0.0273148,0.00624447,0.0167576,0.0125609,0.0102631,0.00765204,0.0370963,0.00505864,0.0112868,0.0154443,0.0103898,0.034033,0.0118827,0.0181836,0.00953347,0,0,0,0,0,0,0,0,0,0
44,0.0138052,0,0,0,0,0.0205336,0,0,0,0,0,0,0.00182395,0.0210591,0.00747058,0.0122985,0,0,0.0129841,0,0.0359076,0.00867076,0.0406959,0.0100271,0.023147,0.00426054,0.0232152,0.0493859,0.00822275,0.00739628,0.00474488,0.00910657,0.0088143,0.00877164,0.0307354,0.00910969,0.0226359,0.00814874,0.00394225,0.0137897,0.0234562,0.00956619,0.0141075,0.0125167,0,0,0.0118548,0,0.0376568,0.0107528,0.0378443,0.0130667,0.012273,0.0109911,0.0263171,0.0272795,0.00612157,0.016683,0.0123779,0.0101049,0.00769105,0.0371427,0.00514857,0.0112882,0.0152803,0.0103345,0.0341331,0.0118416,0.0181444,0.00947491,0,0,0,0,0,0,0,0,0,0
45,0.0137772,0,0,0,0,0.0204831,0,0,0,0,0,0,0.00188299,0.0210824,0.007433,0.0123269,0,0,0.0129133,0,0.0358447,0.00856797,0.0407368,0.0100146,0.023167,0.00424251,0.0232855,0.0491533,0.00817985,0.00737122,0.00469356,0.0090679,0.00876147,0.00874465,0.0307234,0.00920542,0.0225063,0.00809981,0.0038621,0.0134993,0.0234681,0.00947108,0.0142449,0.012452,0,0,0.0118007,0,0.0376591,0.0107712,0.0378277,0.0131381,0.0122408,0.0107034,0.0263321,0.02729,0.0059954,0.0165788,0.0121181,0.00989606,0.00773651,0.037168,0.00526505,0.0112434,0.0150376,0.0103392,0.0340969,0.0118075,0.0180979,0.00944106,0,0,0,0,0,0,0,0,0,0
46,0.0137793,0,0,0,0,0.0204429,0,0,0,0,0,0,0.00198441,0.0211164,0.00742106,0.0123428,0,0,0.0128448,0,0.035758,0.00851966,0.0407144,0.0099913,0.0232024,0.0042555,0.0233458,0.0489016,0.00814286,0.00733077,0.00461614,0.009044,0.00869895,0.00870935,0.0307087,0.00920638,0.0223732,0.00805821,0.00376774,0.0132947,0.0234815,0.00940249,0.014295,0.0123977,0,0,0.0117159,0,0.0376449,0.0107912,0.0378014,0.0132505,0.0122344,0.0105539,0.0263489,0.0272255,0.00593832,0.0165669,0.0119973,0.00979751,0.00778442,0.0372063,0.00537427,0.0112432,0.0148699,0.0103153,0.0339503,0.0117925,0.0180731,0.00944536,0,0,0,0,0,0,0,0,0,0
47,0.0137438,0,0,0,0,0.0203808,0,0,0,0,0,0,0.00203479,0.0210764,0.00741842,0.0123458,0,0,0.0126951,0,0.0357523,0.00847257,0.0406809,0.00981885,0.0232403,0.00428582,0.0233968,0.0486648,0.0081483,0.00725785,0.00456749,0.00903223,0.00865701,0.00870856,0.0306879,0.00912202,0.0221516,0.00817236,0.00374514,0.0130886,0.023503,0.00934245,0.0143196,0.0123396,0,0,0.0116255,0,0.0376137,0.0107732,0.0377971,0.0133789,0.0122231,0.0103909,0.0264011,0.0271422,0.0059214,0.0165695,0.0119022,0.00971915,0.00782477,0.0372425,0.00548032,0.0112621,0.0146883,0.010266,0.0336834,0.011805,0.0180155,0.0094405,0,0,0,0,0,0,0,0,0,0
48,0.0136807,0,0,0,0,0.0203046,0,0,0,0,0,0,0.00180118,0.0210248,0.00740866,0.0123327,0,0,0.0125605,0,0.0357279,0.00843737,0.0406602,0.00948622,0.0232548,0.00432004,0.0234285,0.0485065,0.00815454,0.00727269,0.0045589,0.0090246,0.00863886,0.00871603,0.0306745,0.00899802,0.0219498,0.00824134,0.00376764,0.0129193,0.0235359,0.00927458,0.014367,0.0122715,0,0,0.0115342,0,0.0375702,0.010758,0.0378019,0.0134998,0.0121844,0.010268,0.0264558,0.027074,0.00595628,0.0165751,0.0118493,0.00969253,0.00786154,0.0372679,0.00552676,0.0113106,0.0145368,0.0102578,0.033262,0.0118629,0.0179446,0.00943046,0,0,0,0,0,0,0,0,0,0
49,0.0136691,0,0,0,0,0.0202111,0,0,0,0,0,0,0.00162558,0.021115,0.00738397,0.0123411,0,0,0.0124991,0,0.0357154,0.00833859,0.0406261,0.00937153,0.0232566,0.00431053,0.0234563,0.0482848,0.00812852,0.00736831,0.00454241,0.00901051,0.00862678,0.00868767,0.0306769,0.00885074,0.0218158,0.0081704,0.00378905,0.0125575,0.0235917,0.00915994,0.0144045,0.0122619,0,0,0.011468,0,0.0375324,0.0107383,0.0377757,0.0135775,0.0121848,0.00989004,0.0264668,0.02703,0.00589813,0.0164916,0.011647,0.00955168,0.00786772,0.0372644,0.00563135,0.0113017,0.0142226,0.010272,0.032675,0.0119596,0.0178923,0.00946616,0,0,0,0,0,0,0,0,0,0
50,0.0137529,0,0,0,0,0.0203166,0,0,0,0,0,0,0.00157992,0.0212935,0.00735895,0.0123347,0,0,0.0126758,0,0.0357196,0.00831945,0.0406269,0.00936547,0.023202,0.00432985,0.0233769,0.0482224,0.00804828,0.00738048,0.00449492,0.00900526,0.00862207,0.00867329,0.0306602,0.00876502,0.0218445,0.00803665,0.00377026,0.0125,0.0236475,0.00912448,0.0144106,0.0123239,0,0,0.0113265,0,0.0374258,0.0106652,0.0377277,0.0137253,0.0122112,0.00996259,0.0263981,0.0268107,0.00586993,0.0165472,0.011753,0.00963426,0.00792289,0.0372669,0.00561795,0.0114027,0.0141482,0.0100905,0.0318953,0.0120437,0.0179837,0.00956168,0,0,0,0,0,0,0,0,0,0
51,0.0135941,0,0,0,0,0.020359,0,0,0,0,0,0,0.00152913,0.02129,0.00734997,0.0123102,0,0,0.0127773,0,0.0356959,0.00840403,0.0406617,0.00935151,0.0231258,0.00435267,0.0232598,0.0480386,0.00800042,0.00732099,0.00447306,0.00898966,0.00859269,0.00867126,0.0306646,0.00869255,0.0217757,0.00809643,0.00375434,0.0124757,0.0237015,0.00917961,0.0145004,0.0122321,0,0,0.0111735,0,0.0373645,0.0106433,0.0377086,0.0138676,0.0120426,0.0100407,0.0263284,0.0263807,0.00595195,0.016654,0.011793,0.00969945,0.00796108,0.0373117,0.00564638,0.0114598,0.014059,0.00992382,0.0310178,0.0123017,0.0180335,0.0095166,0,0,0,0,0,0,0,0,0,0
52,0.0133481,0,0,0,0,0.020375,0,0,0,0,0,0,0.00146522,0.0212596,0.00731614,0.0122786,0,0,0.0128263,0,0.0356854,0.00845452,0.040751,0.00942718,0.023011,0.00435205,0.0231548,0.0479635,0.00796857,0.00734365,0.00446687,0.00895751,0.00855508,0.00865538,0.0306329,0.00862349,0.0217704,0.00816089,0.00375102,0.0124017,0.0237421,0.00920361,0.0147898,0.0120713,0,0,0.0110182,0,0.0373243,0.0106457,0.0376597,0.0138599,0.0116155,0.0102116,0.0262712,0.0259049,0.00605464,0.0168225,0.011852,0.00979389,0.00796586,0.0373657,0.00564089,0.0114036,0.0138946,0.00985932,0.0300538,0.0126571,0.018097,0.00941339,0,0,0,0,0,0,0,0,0,0
53,0.0131156,0,0,0,0,0.0203466,0,0,0,0,0,0,0.00151002,0.0211913,0.00729731,0.0122289,0,0,0.0128989,0,0.0356702,0.00850706,0.0408119,0.00973583,0.0229114,0.0043293,0.0230202,0.0478967,0.00794307,0.00736557,0.0044365,0.00892936,0.00853909,0.00864373,0.0305866,0.00863619,0.0218494,0.00816189,0.00372862,0.0124644,0.0237365,0.00925725,0.0149446,0.0119342,0,0,0.010868,0,0.0372209,0.0106567,0.0376151,0.0139091,0.0114836,0.0104144,0.0261776,0.0254927,0.00609691,0.0168658,0.0119346,0.00986988,0.00797606,0.0373937,0.0055958,0.0114006,0.0139013,0.00985407,0.0290455,0.0130221,0.0181107,0.00930959,0,0,0,0,0,0,0,0,0,0
54,0.0129299,0,0,0,0,0.0202886,0,0,0,0,0,0,0.001736,0.0210804,0.00730025,0.0121816,0,0,0.0130166,0,0.0356455,0.00860131,0.0407686,0.00994733,0.0228829,0.00429575,0.0228133,0.0478168,0.00794303,0.00743151,0.00441857,0.00891672,0.00853269,0.00862033,0.0305728,0.00862388,0.021996,0.00808533,0.0037149,0.0125774,0.0237786,0.00931153,0.0148002,0.0118433,0,0,0.0107349,0,0.0371915,0.0107374,0.0376207,0.0140325,0.0116988,0.0104429,0.0260029,0.0251423,0.00602552,0.0167557,0.0119274,0.00982089,0.00798953,0.0373945,0.00558496,0.011479,0.0140171,0.00993156,0.0282033,0.0133169,0.0180571,0.00924577,0,0,0,0,0,0,0,0,0,0
55,0.0127737,0,0,0,0,0.0202418,0,0,0,0,0,0,0.00176181,0.0210223,0.00733448,0.0120721,0,0,0.01324,0,0.0356038,0.00872774,0.0406825,0.0100158,0.0229431,0.004281,0.0225473,0.047711,0.00796883,0.00744723,0.00445665,0.00893094,0.0085618,0.0086453,0.0306033,0.00852587,0.0223139,0.00797289,0.0036969,0.0127371,0.0238462,0.00937956,0.0143587,0.0117809,0,0,0.010617,0,0.0371914,0.0108344,0.0376994,0.0142045,0.0120368,0.0104847,0.0257526,0.0248016,0.00597292,0.0167153,0.0119682,0.00979056,0.0080589,0.0374117,0.00559546,0.0116169,0.0142292,0.0100368,0.0275894,0.0135773,0.0179802,0.00920908,0,0,0,0,0,0,0,0,0,0
56,0.0126405,0,0,0,0,0.0202479,0,0,0,0,0,0,0.00151299,0.0210987,0.00736367,0.0119489,0,0,0.0136234,0,0.0355694,0.00882721,0.0406515,0.00984082,0.0229396,0.00429792,0.0223065,0.0475921,0.00798521,0.00748845,0.00446955,0.00896909,0.00859397,0.00866455,0.0306179,0.00832411,0.0226069,0.00783866,0.00366944,0.0127734,0.0239112,0.00937586,0.0141348,0.0117751,0,0,0.0104947,0,0.0371458,0.0109438,0.0377503,0.0143237,0.011955,0.0105545,0.0254901,0.0243809,0.00588734,0.0167237,0.011985,0.00976281,0.00808423,0.0374065,0.00557884,0.0116516,0.0142759,0.0100649,0.0271302,0.0138043,0.0179922,0.00921528,0,0,0,0,0,0,0,0,0,0
57,0.0125456,0,0,0,0,0.0202841,0,0,0,0,0,0,0.00136224,0.0211062,0.00738125,0.0118441,0,0,0.0140308,0,0.0356194,0.00894532,0.0406648,0.00947616,0.0228384,0.00430694,0.0221373,0.0475166,0.00797897,0.00742318,0.00445608,0.00900483,0.0085862,0.00866791,0.0306259,0.00812876,0.0228137,0.00782189,0.00372172,0.0127129,0.0239696,0.00935662,0.0142727,0.0118479,0,0,0.0104047,0,0.0370594,0.0110876,0.037729,0.0143836,0.0115662,0.0106404,0.0252649,0.0239603,0.00582837,0.0167229,0.0119791,0.00974582,0.00806177,0.0373918,0.00553531,0.0115939,0.0141479,0.0100803,0.0267436,0.0139745,0.0180181,0.00927491,0,0,0,0,0,0,0,0,0,0
58,0.012462,0,0,0,0,0.0202773,0,0,0,0,0,0,0.00128849,0.020987,0.00739917,0.0117703,0,0,0.014384,0,0.035693,0.00906009,0.0406678,0.00932632,0.02274,0.00434259,0.0219622,0.0474036,0.00796958,0.00712879,0.00445485,0.00904289,0.00856938,0.00866398,0.0306373,0.00797023,0.0229627,0.00792775,0.00381155,0.0126468,0.0240321,0.00933526,0.0143557,0.0119586,0,0,0.0103475,0,0.0369581,0.0113127,0.0377009,0.014289,0.0114084,0.0106774,0.0250863,0.0235471,0.00577899,0.0167013,0.0119814,0.0097304,0.00803068,0.0373726,0.00549707,0.011549,0.0140621,0.0100546,0.0262505,0.0141361,0.0179907,0.00936727,0,0,0,0,0,0,0,0,0,0
59,0.0124353,0,0,0,0,0.0202838,0,0,0,0,0,0,0.00128096,0.0209635,0.00739008,0.0116848,0,0,0.0147671,0,0.0357181,0.00920261,0.0406712,0.00938793,0.0226826,0.00437356,0.0216889,0.0473284,0.00797574,0.00706032,0.00444965,0.0090332,0.00856261,0.00864463,0.0306236,0.00786021,0.023247,0.00799356,0.00379372,0.0125993,0.0241056,0.00931315,0.0143097,0.0121061,0,0,0.0103368,0,0.0368535,0.0115374,0.0377026,0.0142382,0.0114073,0.0107035,0.024845,0.0231582,0.00575459,0.0166874,0.0119857,0.00975065,0.00801755,0.0373658,0.00545471,0.0115744,0.0140355,0.00996235,0.0256968,0.0143656,0.0179514,0.00948711,0,0,0,0,0,0,0,0,0,0
60,0.0124634,0,0,0,0,0.020291,0,0,0,0,0,0,0.00124372,0.0209879,0.00736603,0.0115463,0,0,0.0152115,0,0.035736,0.00935575,0.0406783,0.00938434,0.0226395,0.00440193,0.0213321,0.0472466,0.00800373,0.00708585,0.00443026,0.00902126,0.00854116,0.00864538,0.03061,0.00772433,0.0236682,0.00798692,0.00371803,0.0124205,0.0241665,0.00924054,0.0142279,0.0122592,0,0,0.0103476,0,0.0367202,0.0117274,0.0377156,0.0141962,0.0114128,0.0105929,0.0244936,0.0227732,0.00580348,0.0166336,0.0118898,0.00967048,0.00798584,0.037351,0.00545492,0.0115519,0.0138837,0.00981349,0.0250795,0.0146993,0.0178945,0.00961334,0,0,0,0,0,0,0,0,0,0
61,0.0125228,0,0,0,0,0.0203163,0,0,0,0,0,0,0.00117718,0.020956,0.00736504,0.0114161,0,0,0.0157171,0,0.0356879,0.00947168,0.0406668,0.00936156,0.0225639,0.00445004,0.0209762,0.0470747,0.00797822,0.00708093,0.00441292,0.00901185,0.00851986,0.00864668,0.0306207,0.00759261,0.0241299,0.00795265,0.00362407,0.0123014,0.0242166,0.0091696,0.0141266,0.0124437,0,0,0.0103951,0,0.0365464,0.011887,0.0377111,0.0141703,0.0113953,0.0105734,0.0241049,0.0223199,0.00578299,0.0166134,0.0118838,0.00964665,0.00797276,0.0373553,0.00545226,0.0115228,0.0137905,0.00965674,0.0243667,0.0150891,0.0178256,0.00977704,0,0,0,0,0,0,0,0,0,0
62,0.0125539,0,0,0,0,0.0203017,0,0,0,0,0,0,0.00108343,0.0208406,0.00736928,0.011247,0,0,0.016252,0,0.0356295,0.00954299,0.0406614,0.00931318,0.0224832,0.00451142,0.0205842,0.0469075,0.0079341,0.00708734,0.00442773,0.00900772,0.00850785,0.0086486,0.0306448,0.00745592,0.0244624,0.00788836,0.00351972,0.0121513,0.0242581,0.00913229,0.0140126,0.0126049,0,0,0.0105226,0,0.0363499,0.0120916,0.0377361,0.0141789,0.0113564,0.0104504,0.0236765,0.0218327,0.00563474,0.0165605,0.0118085,0.00956281,0.00795058,0.0373586,0.00547789,0.0114555,0.0136317,0.00949129,0.023497,0.0155457,0.0177268,0.00992751,0,0,0,0,0,0,0,0,0,0
63,0.012686,0,0,0,0,0.0203126,0,0,0,0,0,0,0.00112153,0.0207645,0.00736198,0.0110302,0,0,0.0168927,0,0.0356943,0.00965037,0.040705,0.00929175,0.0224171,0.00449545,0.0201467,0.0467034,0.00792006,0.00720328,0.00443848,0.00897673,0.008495,0.00863569,0.030636,0.00736913,0.0248768,0.00791738,0.00351305,0.0118416,0.0243116,0.00903493,0.013883,0.0128973,0,0,0.0107231,0,0.0361541,0.0123093,0.0377711,0.0141817,0.0113498,0.0101543,0.0231881,0.0212989,0.00550998,0.0164165,0.0115341,0.00933206,0.00790141,0.0373674,0.00556152,0.0113127,0.0133473,0.00922687,0.0224972,0.0160103,0.0176396,0.0101809,0,0,0,0,0,0,0,0,0,0
64,0.0128964,0,0,0,0,0.0203107,0,0,0,0,0,0,0.00114931,0.0207224,0.00737488,0.0107454,0,0,0.0176634,0,0.0357334,0.00985536,0.0407623,0.00944529,0.0223173,0.0044614,0.0195492,0.0465531,0.00793298,0.00727099,0.0044497,0.0089618,0.00846742,0.00863002,0.0306404,0.00722112,0.0253963,0.00795887,0.00344414,0.0116043,0.0244032,0.00891913,0.0137512,0.0132006,0,0,0.0110093,0,0.0359421,0.0124316,0.0377973,0.0140288,0.0113557,0.0101113,0.0225612,0.0208239,0.00552311,0.016327,0.0113594,0.00920069,0.00788696,0.0373749,0.00559948,0.0111705,0.0130845,0.00896099,0.0212302,0.0165474,0.0175067,0.0104597,0,0,0,0,0,0,0,0,0,0
65,0.0131045,0,0,0,0,0.0203085,0,0,0,0,0,0,0.0010815,0.0206275,0.00734626,0.0104923,0,0,0.0185997,0,0.0357435,0.010181,0.0408153,0.00976762,0.0221928,0.00443996,0.0189012,0.0462363,0.00787454,0.00724492,0.00444384,0.00890807,0.00841198,0.00859766,0.0306197,0.00701194,0.0259879,0.00825657,0.00339272,0.0114094,0.0245816,0.00883859,0.0136888,0.013629,0,0,0.0114449,0,0.0357353,0.0124909,0.0378168,0.0139159,0.0113328,0.0100974,0.0218859,0.0200401,0.00551513,0.0162858,0.0112796,0.00912389,0.0078472,0.0373706,0.0055793,0.0110697,0.0128283,0.00867236,0.0197309,0.0173135,0.0173877,0.0108409,0,0,0,0,0,0,0,0,0,0
