Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,LTHIP,x78,,x79,x80,x75
1134,0.0272796,0,0,0,0,0.0191781,0,0,0,0,0,0,0.00652005,0.024031,0.0264798,0.00996951,0,0,0.0418361,0,0.0311366,0.0272232,0.0518146,0.0426994,0.0116384,0.032975,0.00295154,0.0256137,0.0266774,0.0411001,0.0260906,0.0288047,0.0312712,0.0191332,0.0126116,0.0217158,0.0311878,0.018929,0.0189836,0.00843374,0.0337157,0.00289335,0.0148863,0.0253448,0,0,0.0664179,0,0.0327917,0.0383857,0.0320877,0.00908475,0.0180158,0.00851145,0.004794,0.047486,0.00794926,0.0100365,0.00637577,0.0110499,0.00617539,0.0284495,0.00447245,0.00701882,0.00872684,0.0328245,0.0156323,0.0281044,0.0143592,0.0213518,0,0,0,0,0,0,0,0,0,0
1135,0.0274844,0,0,0,0,0.0193633,0,0,0,0,0,0,0.00366555,0.0240361,0.0267921,0.0100163,0,0,0.0417775,0,0.0311142,0.027186,0.0518836,0.0427107,0.0116339,0.0330452,0.00307067,0.025612,0.0265047,0.0406247,0.0265019,0.0286722,0.030824,0.0192228,0.0123851,0.0180748,0.0311144,0.0189507,0.0189495,0.00830402,0.0337012,0.00232723,0.0148255,0.0253911,0,0,0.0666235,0,0.0327793,0.0384022,0.0321839,0.00849674,0.0181809,0.00827551,0.00475332,0.0475664,0.00788472,0.0100282,0.00640737,0.0110231,0.00582911,0.0289681,0.00402248,0.00653735,0.00873479,0.0330038,0.015813,0.0279873,0.0144502,0.0213299,0,0,0,0,0,0,0,0,0,0
1136,0.0275795,0,0,0,0,0.0194708,0,0,0,0,0,0,0.0023335,0.0240547,0.0269988,0.010033,0,0,0.0417365,0,0.0310983,0.0271334,0.0519415,0.0428653,0.0116536,0.0329077,0.00308307,0.0254984,0.0263747,0.0398741,0.02673,0.0284215,0.0302845,0.0192142,0.0122006,0.0144242,0.0311761,0.0189429,0.0189239,0.00799078,0.0336845,0.00181477,0.0148496,0.0253323,0,0,0.0667282,0,0.0327772,0.0384144,0.032333,0.0079392,0.0183233,0.00819834,0.00458624,0.0475707,0.00782147,0.0100703,0.00660213,0.0110739,0.00564237,0.0294542,0.00367706,0.00617586,0.00918042,0.0331249,0.0159345,0.0278715,0.0145062,0.021355,0,0,0,0,0,0,0,0,0,0
1137,0.0275827,0,0,0,0,0.0195575,0,0,0,0,0,0,0.00418655,0.024017,0.0270847,0.0100203,0,0,0.0417446,0,0.0310882,0.0271524,0.0519662,0.0426878,0.0117484,0.0323949,0.00301353,0.0253716,0.0261554,0.0387789,0.0266364,0.0278848,0.0294584,0.0190128,0.0120227,0.0114779,0.0312874,0.0189068,0.0188991,0.00796378,0.0337036,0.00128956,0.0149016,0.0253056,0,0,0.0668944,0,0.0327975,0.0384812,0.0325385,0.00747036,0.0184494,0.00794098,0.00435144,0.0476368,0.00772521,0.0101262,0.00680157,0.0110654,0.00539118,0.0298817,0.00333928,0.00571144,0.0089977,0.0332302,0.0160719,0.027824,0.0145241,0.0214583,0,0,0,0,0,0,0,0,0,0
1138,0.0259689,0,0,0,0,0.0199354,0,0,0,0,0,0,0.026153,0.0239406,0.0155529,0.00886683,0,0,0.0422342,0,0.0312133,0.0273963,0.0484105,0.0169818,0.015409,0.0040289,0.00536103,0.0247857,0.0108644,0.010868,0.00874748,0.0108371,0.013255,0.0104457,0.0194677,0.0231247,0.032227,0.0190649,0.0187968,0.00809719,0.0337703,0.00139223,0.0153989,0.0227511,0,0,0.0679121,0,0.0329968,0.0393511,0.0337841,0.00618874,0.018506,0.00857346,0.00131903,0.046052,0.00717226,0.0100034,0.00666183,0.0111164,0.00611347,0.030122,0.003593,0.0062773,0.00835716,0.0349682,0.0152729,0.0277864,0.0156464,0.0192899,0,0,0,0,0,0,0,0,0,0
1139,0.0261952,0,0,0,0,0.0201033,0,0,0,0,0,0,0.0263407,0.0239283,0.0157965,0.00888813,0,0,0.0423747,0,0.0312236,0.0274456,0.0486756,0.0173025,0.0154371,0.0040044,0.00544591,0.0248589,0.0108805,0.0109844,0.00887182,0.0111492,0.0135862,0.010651,0.0191111,0.023735,0.0322833,0.019038,0.0188573,0.00789964,0.0337856,0.00111746,0.0154111,0.0229016,0,0,0.0680229,0,0.0329775,0.039359,0.0340255,0.00585615,0.018568,0.00841594,0.00153954,0.0462108,0.00712385,0.0100583,0.00675414,0.0110989,0.00601203,0.0305293,0.00336864,0.00609219,0.00884869,0.0351006,0.0152685,0.0277309,0.0157352,0.0194557,0,0,0,0,0,0,0,0,0,0
1140,0.0263684,0,0,0,0,0.0202655,0,0,0,0,0,0,0.02649,0.0238559,0.0158648,0.00880565,0,0,0.0425586,0,0.0312775,0.0275137,0.0489764,0.0176037,0.0154457,0.00404501,0.0055677,0.0249271,0.0108747,0.0111205,0.00897333,0.0113514,0.013769,0.0106888,0.01881,0.0235159,0.0323628,0.0190825,0.0188791,0.0077707,0.0337708,0.00097389,0.0154539,0.0230186,0,0,0.0682056,0,0.0329792,0.0394866,0.0342906,0.00542622,0.0185544,0.00832156,0.00179693,0.0463187,0.00713742,0.0100866,0.00687451,0.0110358,0.00599807,0.0308886,0.00323794,0.00596807,0.00893454,0.0352911,0.0151837,0.027689,0.0158832,0.019429,0,0,0,0,0,0,0,0,0,0
1141,0.0265032,0,0,0,0,0.0204089,0,0,0,0,0,0,0.0258014,0.0237515,0.0158496,0.00885545,0,0,0.0426712,0,0.0314018,0.0275436,0.0492677,0.0178779,0.0154683,0.00411886,0.00564189,0.0248937,0.0107455,0.0112654,0.00903178,0.011523,0.0139321,0.0106486,0.0185263,0.0224519,0.0324711,0.0192022,0.0188457,0.00756073,0.0337648,0.000976083,0.0155134,0.0231143,0,0,0.068477,0,0.0330135,0.0396924,0.0346896,0.00510334,0.0185629,0.00801089,0.00206448,0.0463939,0.00723653,0.0100424,0.0068198,0.0107467,0.00591685,0.0311944,0.00314894,0.00580135,0.00887889,0.0355154,0.015141,0.0276428,0.016014,0.0193982,0,0,0,0,0,0,0,0,0,0
1142,0.0265942,0,0,0,0,0.0205282,0,0,0,0,0,0,0.0244902,0.0237468,0.0157904,0.00880242,0,0,0.0428367,0,0.0313483,0.027629,0.049463,0.0182212,0.0155355,0.00429879,0.0056905,0.0248125,0.0105259,0.0113796,0.00900316,0.0117635,0.0140834,0.010631,0.0182704,0.0205222,0.0326912,0.0190979,0.0188927,0.00744273,0.0337718,0.00124573,0.0155615,0.0231478,0,0,0.0687128,0,0.0330396,0.0398398,0.0350944,0.00505591,0.0186042,0.00753802,0.00238114,0.0463895,0.00728801,0.00995075,0.0065895,0.0102643,0.0057348,0.0315172,0.00301029,0.00559524,0.00885607,0.0357242,0.0150882,0.027675,0.0161062,0.0193981,0,0,0,0,0,0,0,0,0,0
1143,0.0266507,0,0,0,0,0.0206203,0,0,0,0,0,0,0.0228034,0.023679,0.0157072,0.0087855,0,0,0.0429679,0,0.0313718,0.0276961,0.0495151,0.0185692,0.0156581,0.00446376,0.00580516,0.0247327,0.0102326,0.01148,0.00891957,0.0120491,0.0143474,0.0108219,0.0179922,0.0183651,0.0328916,0.0191469,0.0189161,0.00756291,0.0337434,0.0015408,0.0155695,0.0231579,0,0,0.0688675,0,0.0330391,0.0398935,0.0352986,0.0048652,0.0185738,0.00766083,0.0026547,0.0463378,0.00715344,0.0101805,0.00669713,0.010179,0.00590892,0.0319307,0.00304711,0.00585162,0.00903266,0.0358932,0.0149646,0.0277314,0.0161445,0.019391,0,0,0,0,0,0,0,0,0,0
1144,0.0266577,0,0,0,0,0.0207072,0,0,0,0,0,0,0.021073,0.0235905,0.0155693,0.00869354,0,0,0.0430243,0,0.031467,0.0276882,0.0494162,0.0179775,0.0157847,0.00469426,0.00591972,0.0245908,0.00995618,0.011726,0.00888404,0.0122631,0.014457,0.0108751,0.0175631,0.0162921,0.0330316,0.0192898,0.0188844,0.00755133,0.0337915,0.00185036,0.015597,0.0231498,0,0,0.0690374,0,0.0330836,0.0399478,0.0354905,0.00483559,0.0185429,0.00787718,0.00300038,0.0463469,0.00697241,0.0103976,0.0067872,0.0101654,0.00620033,0.0323736,0.00320763,0.00616117,0.00919495,0.0360556,0.0148869,0.027763,0.016174,0.0194265,0,0,0,0,0,0,0,0,0,0
1145,0.0266778,0,0,0,0,0.0207316,0,0,0,0,0,0,0.0188727,0.02369,0.0151462,0.00875043,0,0,0.0430281,0,0.0313844,0.027729,0.0492394,0.0174322,0.0158976,0.00500585,0.00595682,0.0244032,0.00974074,0.0120843,0.00891581,0.0123834,0.0143512,0.0107257,0.0172327,0.0140372,0.0330675,0.0191248,0.0189405,0.00739202,0.0338669,0.00208484,0.0156689,0.023121,0,0,0.0692054,0,0.0331587,0.0400572,0.0357402,0.00520106,0.0185328,0.00796275,0.00335883,0.0463041,0.00677371,0.0105085,0.00677675,0.0100845,0.00647852,0.0327112,0.00338108,0.00642191,0.00922431,0.0361631,0.0148188,0.0277952,0.0161991,0.0195692,0,0,0,0,0,0,0,0,0,0
1146,0.0266631,0,0,0,0,0.0207623,0,0,0,0,0,0,0.0168331,0.0238131,0.0146636,0.00888422,0,0,0.0430176,0,0.0312997,0.027774,0.0490337,0.0172142,0.0160287,0.00525485,0.00602036,0.0242222,0.00954711,0.0123434,0.00889941,0.0125841,0.0143407,0.0106702,0.0171003,0.011806,0.0330527,0.0189019,0.0190208,0.00721042,0.0338299,0.00225151,0.015755,0.023105,0,0,0.0692948,0,0.0331566,0.0401204,0.0360347,0.00583626,0.0185562,0.00801392,0.00377573,0.0462076,0.00662681,0.0105884,0.00672626,0.00998078,0.00671959,0.0330343,0.00359144,0.00664424,0.00918338,0.0361454,0.0146294,0.0277895,0.0162241,0.0194817,0,0,0,0,0,0,0,0,0,0
1147,0.0266259,0,0,0,0,0.0208173,0,0,0,0,0,0,0.015454,0.0238534,0.0143834,0.00897553,0,0,0.0429746,0,0.0312501,0.0277176,0.0488317,0.0173181,0.0161817,0.00549223,0.00629544,0.0239567,0.00922389,0.0123718,0.0087244,0.0128745,0.0144005,0.0107742,0.0170587,0.0101497,0.0329594,0.0188267,0.0189837,0.00708698,0.0337803,0.00249994,0.0158149,0.0230538,0,0,0.0693628,0,0.0331664,0.0401231,0.0362655,0.00664266,0.018583,0.00799985,0.00421943,0.0460677,0.00647596,0.0106534,0.00675151,0.00993519,0.0069581,0.03333,0.00380075,0.0068663,0.00919609,0.0360871,0.014304,0.0277207,0.0162725,0.0192392,0,0,0,0,0,0,0,0,0,0
1148,0.0265397,0,0,0,0,0.0208092,0,0,0,0,0,0,0.0144663,0.0238275,0.0142303,0.00895748,0,0,0.0429297,0,0.0311966,0.0276658,0.0487102,0.0174701,0.0163097,0.00579111,0.00660959,0.0236736,0.00892002,0.0123804,0.00863318,0.0131004,0.0144589,0.0107684,0.0169823,0.00912128,0.0331006,0.0188028,0.0189426,0.0068794,0.0337818,0.00294238,0.0159389,0.0229603,0,0,0.0693696,0,0.0332087,0.0401403,0.0364252,0.00729647,0.0186132,0.00808103,0.00466607,0.0459032,0.00630072,0.0107216,0.00686528,0.00997388,0.00735387,0.0336327,0.00409625,0.00724085,0.00921049,0.0361093,0.0139155,0.0276777,0.0163382,0.0192046,0,0,0,0,0,0,0,0,0,0
1149,0.0264145,0,0,0,0,0.0208443,0,0,0,0,0,0,0.0138487,0.0237794,0.0141509,0.00884987,0,0,0.0428596,0,0.0312273,0.0276527,0.0486728,0.0175277,0.0163879,0.00608004,0.00688856,0.0233678,0.00870517,0.0123892,0.00859049,0.0131865,0.0143918,0.0107312,0.0169382,0.00850986,0.0331657,0.018837,0.0188581,0.00667948,0.0338121,0.00334051,0.0160498,0.0228771,0,0,0.0692547,0,0.0332695,0.0401178,0.036561,0.00786091,0.0186652,0.00822053,0.0051398,0.0457625,0.00610147,0.0107027,0.00694718,0.0101422,0.0077843,0.0339032,0.00438144,0.0076111,0.00923803,0.0361083,0.0138454,0.0276662,0.0164187,0.0190455,0,0,0,0,0,0,0,0,0,0
1150,0.0263345,0,0,0,0,0.0209225,0,0,0,0,0,0,0.0134452,0.0237653,0.0140222,0.00864381,0,0,0.0428121,0,0.0312592,0.0276377,0.0486939,0.0174208,0.0164608,0.00627697,0.00705688,0.0231309,0.00856003,0.0123308,0.00858932,0.0131424,0.014278,0.0106621,0.0169601,0.00817862,0.0330493,0.0188324,0.0188241,0.00664299,0.0338218,0.00359457,0.0161437,0.0228028,0,0,0.0690598,0,0.0333233,0.0400612,0.0367514,0.00854643,0.0186975,0.00818709,0.00556114,0.0456535,0.00597772,0.0107028,0.00686511,0.0100921,0.00791292,0.0342349,0.00455239,0.00777821,0.0093586,0.0360445,0.0136378,0.0276678,0.0165568,0.0187336,0,0,0,0,0,0,0,0,0,0
1151,0.0262587,0,0,0,0,0.0209832,0,0,0,0,0,0,0.0133933,0.0237388,0.0139016,0.0083635,0,0,0.0428161,0,0.0312471,0.0276196,0.0487262,0.0174338,0.0165761,0.00628612,0.00730366,0.0229022,0.00809054,0.012087,0.00839089,0.0131048,0.0142631,0.010708,0.0169611,0.00814834,0.0329289,0.0188081,0.0187839,0.00661556,0.0337783,0.00382051,0.0162078,0.0227056,0,0,0.0688347,0,0.0333605,0.039994,0.0369093,0.009333,0.0187073,0.00812052,0.00589491,0.0455029,0.00587507,0.010783,0.00678173,0.00978678,0.00805034,0.0345871,0.00479484,0.00797588,0.00942731,0.0360027,0.0131769,0.0276567,0.0167254,0.0185042,0,0,0,0,0,0,0,0,0,0
1152,0.026148,0,0,0,0,0.0211826,0,0,0,0,0,0,0.0143887,0.0237512,0.0136529,0.00804276,0,0,0.0427012,0,0.0311245,0.0275368,0.0487616,0.017447,0.0167479,0.00628819,0.00754999,0.0228462,0.00756377,0.0117525,0.00810251,0.0130635,0.0142501,0.0107532,0.0168724,0.00895532,0.0329656,0.0187523,0.0186714,0.00682887,0.0337361,0.00411385,0.016276,0.0223948,0,0,0.0684838,0,0.0334182,0.0398532,0.0369854,0.0100182,0.0187481,0.00789461,0.00629998,0.045145,0.00572735,0.0109512,0.00656752,0.00954868,0.00836136,0.0349662,0.00533183,0.00838914,0.00823344,0.0358899,0.0127146,0.0275843,0.0171465,0.0183524,0,0,0,0,0,0,0,0,0,0
1153,0.0260761,0,0,0,0,0.0211993,0,0,0,0,0,0,0.0162523,0.0236564,0.0131679,0.00784975,0,0,0.0427467,0,0.0311589,0.0275267,0.0487021,0.0173686,0.0168959,0.00615532,0.00770395,0.0225554,0.0069978,0.0112113,0.00778542,0.012901,0.0140767,0.0107664,0.0165235,0.0107757,0.0331278,0.0187831,0.0185485,0.00649459,0.033634,0.00431452,0.0164142,0.0225197,0,0,0.0684609,0,0.0334343,0.0399066,0.037128,0.0108185,0.0188047,0.0080907,0.00668386,0.0452108,0.00567361,0.0108841,0.00676947,0.0097414,0.00862506,0.0353445,0.00558443,0.00847591,0.00938478,0.0358159,0.0127134,0.0276124,0.0172687,0.0182724,0,0,0,0,0,0,0,0,0,0
1154,0.0260004,0,0,0,0,0.0213767,0,0,0,0,0,0,0.0181715,0.0235856,0.0128616,0.00763291,0,0,0.0427143,0,0.0312547,0.027444,0.0486007,0.0175153,0.0170365,0.00602811,0.00786641,0.0224149,0.00623454,0.0106318,0.00748592,0.0127089,0.0138674,0.0107457,0.0162297,0.0133765,0.033256,0.0189123,0.0184114,0.00667365,0.0335615,0.00455615,0.0165286,0.0224392,0,0,0.0682196,0,0.0334771,0.0398085,0.0372436,0.0115132,0.0188984,0.00806531,0.00711664,0.0450845,0.00556141,0.0108229,0.00679305,0.0098802,0.00885926,0.0357261,0.00583684,0.00855325,0.00951461,0.0357363,0.0126285,0.0275621,0.017594,0.0181098,0,0,0,0,0,0,0,0,0,0
1155,0.0258986,0,0,0,0,0.0215548,0,0,0,0,0,0,0.0197781,0.0235512,0.0131966,0.0074001,0,0,0.0426656,0,0.0313202,0.0273718,0.0485141,0.0180644,0.0171468,0.00591748,0.00801687,0.0222995,0.00551284,0.00983121,0.00711509,0.0124224,0.0136604,0.0107251,0.016192,0.0160577,0.033345,0.0190694,0.0182831,0.0067208,0.0335186,0.00482323,0.0166517,0.0223137,0,0,0.0680093,0,0.0335427,0.0397039,0.0373238,0.0122849,0.0189679,0.00804253,0.00758481,0.0449557,0.00550872,0.0108515,0.00680695,0.0102365,0.00919455,0.0361099,0.00617512,0.00882699,0.00932653,0.0356208,0.0125733,0.027464,0.0179379,0.0179489,0,0,0,0,0,0,0,0,0,0
1156,0.0258505,0,0,0,0,0.0217581,0,0,0,0,0,0,0.0210993,0.0236258,0.0144862,0.007058,0,0,0.0426232,0,0.0312781,0.0274115,0.0484318,0.0192692,0.0172142,0.0057354,0.0081087,0.0223353,0.00475021,0.00872106,0.00659742,0.012018,0.0135042,0.0107295,0.016318,0.0177663,0.0334383,0.0191014,0.0182012,0.00649675,0.0334728,0.00508506,0.0167486,0.0222276,0,0,0.0677941,0,0.0336037,0.0395592,0.0373873,0.0130869,0.0190187,0.00812559,0.00799706,0.0448836,0.00547287,0.0109314,0.00687254,0.0102921,0.0096546,0.0365065,0.00669271,0.00936142,0.00903988,0.0354678,0.0126235,0.0273556,0.0182624,0.0178965,0,0,0,0,0,0,0,0,0,0
1157,0.0257566,0,0,0,0,0.0219496,0,0,0,0,0,0,0.0209104,0.0236351,0.0158234,0.00657006,0,0,0.0426653,0,0.031366,0.0274393,0.0483919,0.0203626,0.0172529,0.00542374,0.00820592,0.0223824,0.00392348,0.0074004,0.00596443,0.0115421,0.0132819,0.010791,0.0167344,0.0174281,0.0335217,0.0192439,0.0180599,0.00636632,0.0334019,0.005319,0.0168029,0.022129,0,0,0.0675406,0,0.0336345,0.039377,0.0375273,0.0138442,0.0190977,0.00804114,0.00834454,0.044818,0.00543124,0.0109894,0.00681478,0.0100843,0.0100006,0.0369519,0.00709739,0.00974623,0.00887077,0.0352313,0.0125065,0.0273612,0.0186063,0.0178181,0,0,0,0,0,0,0,0,0,0
1158,0.0256144,0,0,0,0,0.0221,0,0,0,0,0,0,0.0198028,0.0235892,0.0161518,0.00598226,0,0,0.0427319,0,0.0315,0.0274195,0.0484116,0.0205679,0.017274,0.00501678,0.00830864,0.0224315,0.00309097,0.00598338,0.0050552,0.0110646,0.0127943,0.0109249,0.0171013,0.015702,0.0335599,0.0194311,0.0179008,0.00629714,0.0333501,0.00547131,0.0168023,0.022046,0,0,0.0672426,0,0.033672,0.0392407,0.0377112,0.0145413,0.0192116,0.00789999,0.00865449,0.0447877,0.00541787,0.0110106,0.0066453,0.00985163,0.0102673,0.0374972,0.00744489,0.0100067,0.00878174,0.0349273,0.0121942,0.0274601,0.0189138,0.0177092,0,0,0,0,0,0,0,0,0,0
1159,0.0252885,0,0,0,0,0.0220137,0,0,0,0,0,0,0.0186003,0.0236525,0.0151862,0.00542205,0,0,0.042685,0,0.0314563,0.0273384,0.0484738,0.0196918,0.0172403,0.00460527,0.00837779,0.0223553,0.00209249,0.00448629,0.00384611,0.0107627,0.0120123,0.0110281,0.0172102,0.0127779,0.0336182,0.0194814,0.0177799,0.00628219,0.0333187,0.00568797,0.0167927,0.0218854,0,0,0.0669227,0,0.033737,0.0390186,0.0378732,0.0151616,0.019351,0.00755009,0.00895422,0.0446817,0.00552476,0.0109578,0.0064006,0.00970262,0.0106061,0.0379587,0.00787365,0.0103948,0.00816184,0.0345895,0.0119058,0.0274886,0.0189989,0.017495,0,0,0,0,0,0,0,0,0,0
1160,0.0251228,0,0,0,0,0.0220572,0,0,0,0,0,0,0.0151878,0.023756,0.0137271,0.00485534,0,0,0.0427473,0,0.0313647,0.0274542,0.048562,0.0195739,0.0171886,0.00451551,0.00870499,0.0226546,0.0008178,0.00247423,0.00271608,0.0106481,0.0112814,0.0111187,0.0174831,0.0117027,0.0337434,0.0193654,0.0178678,0.006307,0.0332772,0.00589564,0.0168256,0.0217302,0,0,0.0667769,0,0.033805,0.0388352,0.0380359,0.0158855,0.0193436,0.00755101,0.00938165,0.0446213,0.00563814,0.0109182,0.0064489,0.00969671,0.0109491,0.0383621,0.00819236,0.0107224,0.00843772,0.0344813,0.0117025,0.0274629,0.0192203,0.0172976,0,0,0,0,0,0,0,0,0,0
1161,0.0247195,0,0,0,0,0.0218874,0,0,0,0,0,0,0.0123774,0.0238038,0.0130041,0.00430512,0,0,0.0426079,0,0.0313025,0.0274012,0.0485697,0.0201183,0.0170714,0.00510651,0.00910783,0.0226952,0.00172853,0.000526602,0.00302788,0.0104461,0.0106666,0.0110823,0.0177213,0.00992233,0.0336599,0.0193232,0.0178797,0.00625999,0.0332337,0.00603474,0.0168143,0.0213658,0,0,0.0664983,0,0.0338602,0.0386406,0.0381778,0.0165423,0.019296,0.00756391,0.0097248,0.0444057,0.00556297,0.0109759,0.00639535,0.00930812,0.011407,0.0387467,0.00868336,0.0112739,0.00811571,0.0343577,0.0114821,0.0274619,0.0191699,0.016961,0,0,0,0,0,0,0,0,0,0
1162,0.024321,0,0,0,0,0.0216641,0,0,0,0,0,0,0.010009,0.0238151,0.0128949,0.00395566,0,0,0.0425069,0,0.0312957,0.0273244,0.0484538,0.0213565,0.0168872,0.00647363,0.00953417,0.0226641,0.00358795,0.00246737,0.00480183,0.0103075,0.0102099,0.0109897,0.0178789,0.00886672,0.0334895,0.0192818,0.0178947,0.00637651,0.0331814,0.00620282,0.0168037,0.0208729,0,0,0.066199,0,0.0339019,0.0384709,0.0383338,0.0171633,0.019177,0.00743275,0.0100137,0.0441372,0.00528807,0.0111092,0.00627413,0.00855043,0.0118147,0.0391611,0.00912341,0.0118378,0.00788669,0.0343058,0.0112151,0.0275295,0.018995,0.0165714,0,0,0,0,0,0,0,0,0,0
1163,0.0238746,0,0,0,0,0.0213502,0,0,0,0,0,0,0.00785309,0.0238364,0.0129687,0.00396274,0,0,0.0422264,0,0.0312964,0.0271412,0.048119,0.0226516,0.0167372,0.00794812,0.00994299,0.0224109,0.00483913,0.00411,0.0065425,0.0103937,0.00998964,0.010999,0.0179897,0.00895857,0.033329,0.01933,0.0177846,0.00651418,0.0331273,0.00630359,0.0169024,0.0202467,0,0,0.0659372,0,0.0339709,0.0383621,0.0385124,0.0176101,0.0190237,0.0073014,0.0103777,0.0437878,0.00477391,0.0112766,0.00612721,0.00793146,0.0123216,0.03954,0.00966281,0.0125348,0.00763015,0.0344003,0.0108661,0.0276142,0.0187884,0.0161377,0,0,0,0,0,0,0,0,0,0
1164,0.0234403,0,0,0,0,0.0210309,0,0,0,0,0,0,0.00605306,0.023919,0.0131389,0.004247,0,0,0.0419151,0,0.0312605,0.0269383,0.0475451,0.0238617,0.0166006,0.00940486,0.0101805,0.0220954,0.00549125,0.00539794,0.00797399,0.0107018,0.0100772,0.0111199,0.0180258,0.0104756,0.0330408,0.0193505,0.0176277,0.00676944,0.0330987,0.00631636,0.0170725,0.0196109,0,0,0.065772,0,0.0340871,0.0383155,0.038749,0.0176818,0.0188022,0.00710983,0.0107399,0.0434157,0,0.0114647,0.00583027,0.00745333,0.0128867,0.0400115,0.0102604,0.0133082,0.0074227,0.0345178,0.010522,0.0276303,0.0185931,0.0157008,0,0,0,0,0,0,0,0,0,0
1165,0.0229713,0,0,0,0,0.020741,0,0,0,0,0,0,0.00511179,0.0239727,0.0134569,0.00460344,0,0,0.0416111,0,0.031191,0.0267031,0.0469223,0.0250548,0.0164357,0.0108186,0.0101086,0.0217294,0.00591669,0.00661679,0.00916275,0.0111604,0.0103495,0.0113436,0.0179552,0.0128601,0.0328114,0.0193423,0.017466,0.00729118,0.0330974,0.00637692,0.0173309,0.0190275,0,0,0.0656322,0,0.0342263,0.0382324,0.0389227,0.0176468,0.0187356,0.00690907,0.0110284,0.0430325,0.00465675,0.0117621,0.00549809,0.00693633,0.0134623,0.0404497,0.0107949,0.0141806,0.00737738,0.0345966,0.0103075,0.0275473,0.018328,0.0152604,0,0,0,0,0,0,0,0,0,0
1166,0.022461,0,0,0,0,0.0204657,0,0,0,0,0,0,0.00523975,0.0239491,0.0137179,0.00531342,0,0,0.0413195,0,0.0311586,0.0264332,0.0463106,0.0260581,0.0162095,0.012063,0.00980459,0.0212218,0.00633685,0.00771429,0.0100928,0.0116867,0.010791,0.0115982,0.0178386,0.0153499,0.0326704,0.0193837,0.0172472,0.00798148,0.0330325,0.00629235,0.0177421,0.0184722,0,0,0.0652889,0,0.0343015,0.0379959,0.0391118,0.0178004,0.0186284,0.00681983,0.0112529,0.04254,0.00460087,0.0120136,0.00522706,0.00649671,0.0141906,0.0409898,0.0114442,0.015228,0.00751927,0.0344717,0.0101342,0.0274431,0.0179969,0.0147963,0,0,0,0,0,0,0,0,0,0
1167,0.0229252,0,0,0,0,0.0219316,0,0,0,0,0,0,0.00625213,0.02388,0.01376,0.00662181,0,0,0.0414542,0,0.0311888,0.0264585,0.0459272,0.0265891,0.0157581,0.0131814,0.00987104,0.0227504,0.00673864,0.00853705,0.0108301,0.0121993,0.0113576,0.0118929,0.0177657,0.0172846,0.0329303,0.0193749,0.0171793,0.00967515,0.0330337,0.00608776,0.0185298,0.0175928,0,0,0.0649502,0,0.0343941,0.0377467,0.0393262,0.018098,0.0184959,0.00711603,0.0119859,0.0418065,0.00435499,0.0121264,0.00520857,0.00640791,0.0149375,0.0416369,0.0120115,0.0161479,0.00819725,0.0344394,0.00986721,0.0272702,0.019507,0.0148501,0,0,0,0,0,0,0,0,0,0
1168,0.0217146,0,0,0,0,0.020207,0,0,0,0,0,0,0.00684202,0.0239756,0.0136566,0.00736988,0,0,0.0408448,0,0.031069,0.026058,0.0457261,0.026759,0.015495,0.0140663,0.00912988,0.0202443,0.00708551,0.00910977,0.011364,0.0126,0.011912,0.0122451,0.0176675,0.018485,0.0327799,0.0193643,0.0167447,0.00990971,0.0330018,0.00611518,0.0189191,0.0178649,0,0,0.064616,0,0.0344929,0.0376673,0.0393283,0.0179711,0.0185285,0.00678858,0.0118411,0.0417903,0.00406579,0.0121728,0.00475696,0.00605156,0.0157019,0.0421748,0.0127732,0.0172455,0.00808301,0.0340057,0.00985754,0.0272431,0.0176335,0.0142401,0,0,0,0,0,0,0,0,0,0
1169,0.0213706,0,0,0,0,0.0199647,0,0,0,0,0,0,0.00698825,0.0239809,0.0132943,0.00804942,0,0,0.0406388,0,0.0310069,0.025896,0.0457191,0.0267625,0.0151879,0.014851,0.00850134,0.0197626,0.00733967,0.0095246,0.0118926,0.0129511,0.0122076,0.0125607,0.0176413,0.0189713,0.0326997,0.0192939,0.0165475,0.0102962,0.033002,0.00639695,0.0192381,0.0179617,0,0,0.0644961,0,0.0345301,0.0376197,0.0392011,0.0180402,0.0185043,0.00665706,0.0116118,0.0417516,0.00438573,0.012125,0.00452588,0.0059394,0.0164138,0.0427226,0.0134407,0.0181636,0.00824936,0.033675,0.00988978,0.0271923,0.0173553,0.0142044,0,0,0,0,0,0,0,0,0,0
