Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x75,x79,x80,x77,x78,
231,0.0175568,0,0,0,0,0.0114167,0,0,0,0,0,0,0.00306448,0.0409829,0.0045987,0.00541938,0,0,0.0311013,0,0.0443918,0.010333,0.0429075,0.013873,0.0188006,0.0109307,0.0103016,0.0121613,0.00887658,0.00938638,0.011074,0.00586739,0.00536827,0.00262423,0.0246979,0.00813083,0.0204301,0,0.00680045,0.0208375,0.0400702,0.00466434,0.018148,0.0208428,0,0,0.00848852,0,0.0467224,0.00822076,0.0398218,0.012591,0.0160379,0.00863602,0.0175371,0.00809104,0.00535147,0.0153398,0.00441916,0.00698096,0.0132765,0.0385205,0.00960969,0.0147314,0.0266592,0.00965239,0.0150961,0.0114499,0.0101698,0.0145031,0,0,0,0,0,0,0,0,0,0
232,0.0182097,0,0,0,0,0.0117642,0,0,0,0,0,0,0.00319624,0.0410202,0.00451399,0.00566553,0,0,0.0312994,0,0.0444825,0.0105196,0.0427762,0.0137145,0.0189038,0.0105051,0.0105393,0.0124664,0.00867171,0.0090014,0.0107068,0.00566426,0.00501055,0.00260155,0.0247252,0.00805222,0.0203516,0,0.00709619,0.0216694,0.0401117,0.00544268,0.0180485,0.0213659,0,0,0.00846694,0,0.0466424,0.00819609,0.0397335,0.0133542,0.0162247,0.00846695,0.0178291,0.00831153,0.00535888,0.0155916,0.00430592,0.00672135,0.0138416,0.0390641,0.0100201,0.0156123,0.0277121,0.00971833,0.0149862,0.0113897,0.0103799,0.0149391,0,0,0,0,0,0,0,0,0,0
233,0.0172515,0,0,0,0,0.010824,0,0,0,0,0,0,0.0038502,0.0409728,0.00444875,0.00591316,0,0,0.03138,0,0.0444819,0.0105205,0.0425275,0.0135594,0.0189003,0.0104199,0.0106022,0.0126482,0.00862561,0.00889749,0.01063,0.0056606,0.00501673,0.00257159,0.0247972,0.00820505,0.0203911,0,0.00723079,0.0220293,0.0400678,0.00590024,0.018084,0.0202988,0,0,0.00882639,0,0.0467137,0.00848251,0.0397837,0.014373,0.0163936,0.00892302,0.0178511,0.00808266,0.00532258,0.015657,0.00437354,0.00669345,0.01445,0.0396511,0.0102191,0.0163707,0.0285038,0.0100262,0.0151352,0.0115886,0.00949828,0.0143202,0,0,0,0,0,0,0,0,0,0
234,0.0162403,0,0,0,0,0.00907208,0,0,0,0,0,0,0.00374266,0.0408434,0.00434576,0.00678914,0,0,0.0314739,0,0.0444485,0.0107109,0.0423025,0.0133657,0.0193285,0.00981326,0.00962266,0.0119494,0.0084009,0.00841258,0.0100112,0.00515757,0.00472017,0.0024092,0.0247624,0.0081421,0.0205567,0,0.00735029,0.0224197,0.0401883,0.00655326,0.0174883,0.0185079,0,0,0.00939778,0,0.0466237,0.00884784,0.0396308,0.014662,0.0166102,0.00834193,0.0166065,0.00815952,0.0053128,0.0158377,0.00435378,0.00645872,0.0145336,0.0398749,0.0105497,0.0166488,0.0288961,0.0106623,0.0152429,0.0114842,0.00763727,0.0135238,0,0,0,0,0,0,0,0,0,0
235,0.0207045,0,0,0,0,0.0116654,0,0,0,0,0,0,0.00421235,0.0551265,0.00447162,0.00774366,0,0,0.0340391,0,0.036624,0.0212552,0.0421367,0.0132917,0.0199072,0.00986996,0.00821798,0.0138626,0.00848961,0.00844228,0.0100794,0.00516528,0.00473305,0.00222793,0.0248888,0.00891136,0.0228338,0.0435486,0.0233679,0.0226461,0.040129,0.00694932,0.017775,0.0204465,0,0,0.00926895,0,0.0467318,0.00867734,0.0395233,0.0149782,0.0161055,0.00873143,0.0146641,0.00807263,0.00566273,0.0157663,0.00465692,0.00684134,0.0149576,0.0402038,0.0109572,0.017049,0.0293629,0.0104697,0.015161,0.0110952,0.00974411,0.015626,0,0,0,0,0,0,0,0,0,0
236,0.0155959,0,0,0,0,0.00834875,0,0,0,0,0,0,0.00438419,0.0407199,0.00441899,0.00719133,0,0,0.0313718,0,0.0444557,0.0106861,0.0419918,0.0131017,0.0194853,0.0092736,0.00939882,0.0119181,0.00837436,0.0080888,0.00964741,0.00489364,0.00428101,0.00219801,0.0249016,0.00873165,0.0202022,0,0.00770284,0.0231588,0.0403037,0.00701959,0.0174874,0.0179418,0,0,0.00977395,0,0.0467288,0.00892411,0.0397839,0.0151241,0.0164799,0.00811403,0.0164131,0.00896656,0.00519553,0.0157669,0.00420327,0.00631403,0.0145823,0.0397991,0.010758,0.0169325,0.0296539,0.0112393,0.0152453,0.0108937,0.00690637,0.0132269,0,0,0,0,0,0,0,0,0,0
237,0.0200853,0,0,0,0,0.010975,0,0,0,0,0,0,0.00456486,0.0548427,0.00430654,0.0082326,0,0,0.0342306,0,0.0368251,0.0211254,0.0417949,0.0128574,0.0201791,0.00893442,0.0078116,0.0134915,0.00846033,0.00798207,0.00950029,0.0047419,0.00415886,0.00211367,0.0249926,0.00927713,0.0224431,0.0429285,0.0232426,0.022929,0.0402794,0.00730939,0.0177014,0.0200061,0,0,0.00948636,0,0.046859,0.00871324,0.0396661,0.0153036,0.0159366,0.00836395,0.0141592,0.00867631,0.00531843,0.0156869,0.00452428,0.0066108,0.0147586,0.0400924,0.0109086,0.01705,0.029394,0.0108588,0.014994,0.0108946,0.00922535,0.0152764,0,0,0,0,0,0,0,0,0,0
238,0.0199578,0,0,0,0,0.010694,0,0,0,0,0,0,0.00499607,0.0546671,0.00439948,0.00827625,0,0,0.0344259,0,0.0368661,0.0211142,0.0416521,0.012682,0.020194,0.00883849,0.0078299,0.013341,0.00852365,0.00790813,0.00946274,0.00466223,0.00399738,0.002003,0.025008,0.00944185,0.0225449,0.0427609,0.0232744,0.0227774,0.040355,0.00741945,0.0178135,0.0199835,0,0,0.00962463,0,0.0469015,0.00877884,0.0398178,0.0154896,0.0158369,0.00816123,0.0141932,0.00892061,0.00510364,0.0155901,0.00439852,0.00643325,0.0146241,0.0400107,0.0108023,0.0169545,0.0291887,0.0110347,0.0151096,0.0107906,0.00901182,0.0152917,0,0,0,0,0,0,0,0,0,0
239,0.0198683,0,0,0,0,0.0104863,0,0,0,0,0,0,0.0051377,0.0545106,0.0045046,0.0084359,0,0,0.034727,0,0.0369585,0.021255,0.0415287,0.0125191,0.0202857,0.00868172,0.00764571,0.0133613,0.00862758,0.00778031,0.00935248,0.00452918,0.00376183,0.00194573,0.0250148,0.00961647,0.0227784,0.04265,0.0233562,0.0226702,0.0403984,0.00757614,0.0178685,0.0199216,0,0,0.00979484,0,0.0468883,0.00888821,0.0399559,0.0155997,0.015781,0.00777209,0.0139598,0.00917209,0.00490696,0.0154777,0.00426009,0.00611349,0.0143561,0.0398401,0.0106224,0.0167171,0.0286948,0.0113087,0.0152553,0.0106584,0.00888775,0.0152573,0,0,0,0,0,0,0,0,0,0
240,0.019759,0,0,0,0,0.0103347,0,0,0,0,0,0,0.00552739,0.0544299,0.00459141,0.0085527,0,0,0.035037,0,0.0370467,0.0214428,0.0413935,0.0123912,0.0203501,0.00853346,0.00741537,0.0134758,0.00871699,0.00766363,0.00924052,0.00441348,0.00360816,0.00193744,0.025065,0.0098825,0.0229839,0.0425703,0.0233746,0.0227072,0.040441,0.00769496,0.0179702,0.0198592,0,0,0.0100025,0,0.0469142,0.0090094,0.0401401,0.0152335,0.0155669,0.00732573,0.0136636,0.00946206,0.00467275,0.0154094,0.00408183,0.00582868,0.0139988,0.0394886,0.0103092,0.0164179,0.0282786,0.0116647,0.0153072,0.010638,0.00878099,0.0151739,0,0,0,0,0,0,0,0,0,0
241,0.0149036,0,0,0,0,0.00965373,0,0,0,0,0,0,0.0051824,0.0405805,0.00467941,0.00761103,0,0,0.0324963,0,0.044251,0.0112721,0.0412721,0.0122824,0.0198175,0.00829247,0.00897081,0.014605,0.00861296,0.00747905,0.00902734,0.00427481,0.00339534,0.00190119,0.025146,0.00963284,0.0203769,0,0.00868684,0.0226237,0.0404597,0.00750137,0.0180729,0.0185056,0,0,0.0105192,0,0.04707,0.00923809,0.0406282,0.0146517,0.015553,0.00695498,0.0158333,0.00950414,0.0041558,0.0153886,0.00362747,0.0054895,0.0136097,0.0389382,0.00976346,0.0160916,0.0280216,0.0122237,0.0153757,0.0108304,0.00810465,0.0127892,0,0,0,0,0,0,0,0,0,0
242,0.0148134,0,0,0,0,0.00976639,0,0,0,0,0,0,0.00526904,0.0405253,0.00495926,0.00770208,0,0,0.032881,0,0.0442332,0.0115173,0.0411115,0.0122421,0.0199246,0.00815369,0.00877813,0.0150136,0.00860256,0.0074232,0.00891019,0.00416065,0.00330669,0.00173752,0.0251415,0.00995734,0.0206403,0,0.00894652,0.0228026,0.0405327,0.00762437,0.0181648,0.0185142,0,0,0.0105965,0,0.0471445,0.00922595,0.0408632,0.0143579,0.0153238,0.00644582,0.0155563,0.00964076,0.00403642,0.0153971,0.00351562,0.00531831,0.0135003,0.0387941,0.00972189,0.0159679,0.0281835,0.0122782,0.0151854,0.0106064,0.00815704,0.0125988,0,0,0,0,0,0,0,0,0,0
243,0.0146089,0,0,0,0,0.00903701,0,0,0,0,0,0,0.0058874,0.040447,0.00529795,0.00778426,0,0,0.0334004,0,0.0442859,0.0118394,0.0409736,0.0122461,0.0200242,0.0080565,0.00862451,0.0143674,0.00860225,0.00738308,0.00884739,0.004061,0.00335101,0.00165478,0.0251199,0.0100949,0.021013,0,0.00922083,0.0232072,0.0406423,0.00788781,0.0182703,0.0180869,0,0,0.0107627,0,0.0471207,0.00928372,0.0410908,0.0144758,0.0152028,0.00614674,0.0153597,0.0101188,0.00374368,0.0154032,0.0036252,0.00504227,0.0135705,0.0389818,0.0098055,0.0159927,0.0287602,0.0126233,0.015034,0.0101984,0.00749595,0.0124472,0,0,0,0,0,0,0,0,0,0
244,0.0144026,0,0,0,0,0.00926902,0,0,0,0,0,0,0.00623599,0.0403926,0.00560473,0.00791388,0,0,0.0335875,0,0.0442159,0.0119395,0.0409106,0.012241,0.0201444,0.0079348,0.00854863,0.0146889,0.00858332,0.00728475,0.00878127,0.00394625,0.00319914,0.00156098,0.0251083,0.010238,0.0211579,0,0.00945165,0.0238455,0.0406812,0.00826874,0.0183696,0.0181394,0,0,0.0108803,0,0.047177,0.00926488,0.0412817,0.0152707,0.0150926,0.00640367,0.0152673,0.0102335,0.00268711,0.0155317,0.00414934,0.00497287,0.0137885,0.0394641,0.0100311,0.0160567,0.0296249,0.012933,0.0150428,0.0100159,0.00768241,0.012353,0,0,0,0,0,0,0,0,0,0
245,0.0141982,0,0,0,0,0.00946878,0,0,0,0,0,0,0.00659425,0.0403079,0.00600133,0.00824499,0,0,0.0336553,0,0.0441325,0.0120546,0.0408702,0.011999,0.0202582,0.00786359,0.00839712,0.0149611,0.0086283,0.00717332,0.00870561,0.00374212,0.0030201,0.00143888,0.0250551,0.0104331,0.021214,0,0.00966541,0.0245313,0.0407422,0.00863233,0.0182805,0.0181534,0,0,0.0109746,0,0.047253,0.00921852,0.0414382,0.0169645,0.0150119,0.00665333,0.0150885,0.0103332,0.00207739,0.0156018,0.00482501,0.00499919,0.0138885,0.0398834,0.0103149,0.0159034,0.0304388,0.0131548,0.0151421,0.0101283,0.00786728,0.0122483,0,0,0,0,0,0,0,0,0,0
246,0.0142391,0,0,0,0,0.00979677,0,0,0,0,0,0,0.00705862,0.0403153,0.00642246,0.00862757,0,0,0.033557,0,0.0441645,0.0121232,0.0408616,0.0118858,0.0203153,0.00776811,0.00836997,0.0152272,0.0086853,0.00709911,0.008573,0.00353087,0.00283481,0.00134225,0.0249986,0.0103634,0.0211099,0,0.00978497,0.0248924,0.0408436,0.00894366,0.0180836,0.0183447,0,0,0.0110934,0,0.0473573,0.00920193,0.0416092,0.018575,0.0150326,0.00677323,0.0149855,0.0104142,0.00212793,0.0154571,0.00547189,0.00542482,0.013798,0.0402605,0.0103253,0.0155443,0.0307582,0.0132483,0.0152063,0.0100721,0.00816346,0.0122486,0,0,0,0,0,0,0,0,0,0
247,0.0143879,0,0,0,0,0.0100937,0,0,0,0,0,0,0.00757863,0.0403043,0.00681764,0.00867704,0,0,0.0334826,0,0.0441928,0.0121635,0.0409544,0.0118488,0.0203365,0.00758747,0.00834176,0.0153514,0.00865741,0.00702569,0.00844696,0.00333629,0.00279347,0.0012163,0.0249052,0.0100096,0.0210071,0,0.00988771,0.0251914,0.0408747,0.0090282,0.0181379,0.0186215,0,0,0.0110774,0,0.0473592,0.00912402,0.0417292,0.019183,0.0150665,0.00646852,0.0148547,0.0103448,0.00281602,0.0149149,0.00569326,0.00620963,0.013343,0.0401964,0.0100255,0.014719,0.0304955,0.0131386,0.015301,0.00998036,0.00840801,0.0122602,0,0,0,0,0,0,0,0,0,0
248,0.0146962,0,0,0,0,0.0104753,0,0,0,0,0,0,0.0081303,0.040264,0.00724479,0.00879868,0,0,0.0334142,0,0.0442018,0.0122045,0.041085,0.0118499,0.0203365,0.00733839,0.00826426,0.0154086,0.00854547,0.00685445,0.0082301,0.00305804,0.00256137,0.000934411,0.0247848,0.00981182,0.0208773,0,0.0100366,0.0248861,0.0408859,0.00887359,0.0181626,0.019015,0,0,0.0109562,0,0.0473391,0.00904714,0.0417778,0.0188904,0.0150941,0.00606486,0.0146943,0.0102056,0.00367747,0.014121,0.00590654,0.00712724,0.0124789,0.0398802,0.0095652,0.0135983,0.0296297,0.0129948,0.0154467,0.00996689,0.00872041,0.0124536,0,0,0,0,0,0,0,0,0,0
249,0.0151773,0,0,0,0,0.0110287,0,0,0,0,0,0,0.00870706,0.0401962,0.00769856,0.00892222,0,0,0.0333001,0,0.0441631,0.0121926,0.0411486,0.0117764,0.020294,0.00709642,0.00819206,0.0154981,0.00839846,0.00662406,0.0079211,0.0027274,0.00219966,0.00112534,0.0246136,0.00959163,0.0206723,0,0.0101626,0.0228344,0.0409067,0.00843495,0.0181842,0.0195567,0,0,0.0107023,0,0.047334,0.00887024,0.0417894,0.0189162,0.0150666,0.00600636,0.0144718,0.00994412,0.00440437,0.0134307,0.00630458,0.00785314,0.0117226,0.0395606,0.00898591,0.0126504,0.0274922,0.01275,0.0155928,0.00988974,0.00914727,0.0127428,0,0,0,0,0,0,0,0,0,0
250,0.0158898,0,0,0,0,0.0117819,0,0,0,0,0,0,0.00928691,0.040205,0.00811483,0.00900652,0,0,0.0331142,0,0.0441977,0.0121289,0.041207,0.0117791,0.0202029,0.00683029,0.00807397,0.0156304,0.00821753,0.00643784,0.00761362,0.00241862,0.00182101,0.00134513,0.0244572,0.00925641,0.0204163,0,0.010191,0.0204227,0.0409649,0.0076274,0.0182631,0.020363,0,0,0.0103413,0,0.0473661,0.00861878,0.0418152,0.0185837,0.014978,0.00602606,0.0142561,0.00961479,0.00509607,0.0127199,0.00641724,0.00840286,0.0108489,0.0387076,0.00823267,0.0113532,0.0254232,0.0123569,0.015801,0.00965692,0.0097855,0.0130838,0,0,0,0,0,0,0,0,0,0
251,0.0169808,0,0,0,0,0.0129349,0,0,0,0,0,0,0.00986544,0.0402048,0.00874265,0.00904596,0,0,0.032934,0,0.0442159,0.0121101,0.0413592,0.0121505,0.0200878,0.00698134,0.00804362,0.0157971,0.00816844,0.0065652,0.00763476,0.00234148,0.00166524,0.0014834,0.0242668,0.0090952,0.0201628,0,0.010222,0.0179089,0.0410673,0.00648011,0.0184516,0.021632,0,0,0.00989884,0,0.0474934,0.00820558,0.0418951,0.0178674,0.0149749,0.0066597,0.014156,0.00952158,0.00577297,0.012219,0.00680079,0.0089745,0.0101192,0.0381412,0.00761211,0.010189,0.0231423,0.0120092,0.0158498,0.00935251,0.0107991,0.0136992,0,0,0,0,0,0,0,0,0,0
252,0.0183413,0,0,0,0,0.0144577,0,0,0,0,0,0,0.0107257,0.0401897,0.00938717,0.00902658,0,0,0.0327922,0,0.0442122,0.0121517,0.041599,0.012298,0.0199845,0.00714107,0.00811685,0.0160685,0.00812113,0.00667151,0.00764579,0.00226973,0.00154578,0.0016797,0.0240545,0.00889896,0.0199159,0,0.010271,0.0156442,0.0411316,0.00501743,0.0186917,0.0232418,0,0,0.00942402,0,0.0476023,0.00765031,0.0420441,0.0169488,0.0150957,0.00778823,0.0141983,0.0100136,0.00634823,0.0118087,0.00746941,0.00947611,0.00955516,0.0378782,0.00675595,0.00943602,0.0207528,0.01181,0.0157333,0.00898696,0.0121462,0.0146587,0,0,0,0,0,0,0,0,0,0
253,0.0171846,0,0,0,0,0.0134139,0,0,0,0,0,0,0.0111719,0.0401615,0.0101486,0.00882973,0,0,0.032444,0,0.0441467,0.011951,0.0417766,0.0124333,0.0198669,0.00738144,0.00775611,0.0158351,0.00823209,0.00678258,0.00779457,0.0022718,0.00149685,0.00187369,0.0238509,0.0091829,0.0196318,0,0.0102063,0.0141818,0.041072,0.00365689,0.0189548,0.0219763,0,0,0.00978983,0,0.0476004,0.00774869,0.042112,0.0160819,0.0150776,0.00910653,0.0137024,0.00956614,0.0067129,0.0113809,0.00778338,0.0100096,0.00901988,0.037061,0.00561537,0.00869711,0.0194178,0.0119813,0.015879,0.00904746,0.0112143,0.0140329,0,0,0,0,0,0,0,0,0,0
254,0.0163517,0,0,0,0,0.0116483,0,0,0,0,0,0,0.011105,0.0400396,0.0108699,0.0085946,0,0,0.0324109,0,0.0441538,0.0120188,0.0419798,0.0128668,0.019869,0.0073557,0.00728618,0.0148153,0.00825297,0.00673059,0.00771652,0.00213374,0.0014854,0.00211795,0.0236121,0.0100547,0.0195654,0,0.0102214,0.0139887,0.0412092,0.00304847,0.0189917,0.0205444,0,0,0.0101577,0,0.0475622,0.00798123,0.0419763,0.0158488,0.0149848,0.00975355,0.0130478,0.00930282,0.0069738,0.0111066,0.00756785,0.0104012,0.00849306,0.0357668,0.00480011,0.00801791,0.0200617,0.0122801,0.0160777,0.00909253,0.00961889,0.013569,0,0,0,0,0,0,0,0,0,0
255,0.0157767,0,0,0,0,0.0110862,0,0,0,0,0,0,0.01207,0.0399457,0.0116239,0.00897596,0,0,0.0322385,0,0.0440754,0.0119575,0.0421717,0.0132966,0.0198903,0.00716625,0.00673256,0.0145944,0.00822674,0.00661245,0.00745688,0.00190447,0.00160379,0.00245675,0.0232599,0.0103603,0.0193381,0,0.0103815,0.0142937,0.0413241,0.00268786,0.0188497,0.0198097,0,0,0.0103002,0,0.0476244,0.00801033,0.0415818,0.0158202,0.0147541,0.0103495,0.0123535,0.00934099,0.0070449,0.0111137,0.00729965,0.0106099,0.00832637,0.0347582,0.00447686,0.00783961,0.0214101,0.0123592,0.0161881,0.00907843,0.00910775,0.0130064,0,0,0,0,0,0,0,0,0,0
256,0.0153036,0,0,0,0,0.0112859,0,0,0,0,0,0,0.01448,0.0399507,0.0124007,0.00810214,0,0,0.0318945,0,0.0440064,0.011758,0.0424653,0.0132686,0.0199854,0.00693251,0.00636748,0.0149067,0.00814066,0.00652191,0.00718973,0.00188445,0.00199761,0.0028043,0.0228053,0.00985299,0.0189724,0,0.0105226,0.014174,0.0413854,0.0023885,0.0187582,0.0194802,0,0,0.0103305,0,0.0477075,0.00787433,0.0411087,0.0161152,0.0146035,0.0110637,0.0119293,0.00927288,0.00673246,0.0110848,0.00707404,0.0103982,0.00867165,0.0343751,0.0044331,0.00841646,0.0219914,0.0122287,0.0162506,0.00901579,0.00931795,0.0125582,0,0,0,0,0,0,0,0,0,0
257,0.0149117,0,0,0,0,0.0109997,0,0,0,0,0,0,0.0159406,0.0399041,0.0128127,0.00758612,0,0,0.0317092,0,0.0439799,0.0117461,0.0428017,0.0132576,0.0200665,0.00653147,0.00609581,0.0147862,0.00791422,0.00630573,0.00671099,0.00201557,0.00256175,0.00311333,0.0223078,0.0108879,0.0187718,0,0.0105804,0.0136221,0.0414743,0.00290215,0.0186295,0.0189657,0,0,0.0103113,0,0.0477101,0.00776881,0.0407502,0.016664,0.0144517,0.0117637,0.0114596,0.00916164,0.00640103,0.0110827,0.00680684,0.0101445,0.00906542,0.0339459,0.00451095,0.0090957,0.0221476,0.0121122,0.016514,0.00895609,0.00908442,0.0122739,0,0,0,0,0,0,0,0,0,0
258,0.0145524,0,0,0,0,0.0108012,0,0,0,0,0,0,0.0174179,0.0398402,0.0132966,0.00747489,0,0,0.0315079,0,0.0439395,0.0117957,0.0431484,0.0133137,0.0200981,0.00601376,0.00589686,0.0147089,0.0075915,0.00604899,0.00613795,0.0022981,0.00330259,0.00345244,0.021827,0.0122446,0.0186321,0,0.0106311,0.0130432,0.0414905,0.00355582,0.0184568,0.0184821,0,0,0.0102791,0,0.0476436,0.00767405,0.0404943,0.0171029,0.0143439,0.0123876,0.0110051,0.00897491,0.00630348,0.0109854,0.00653128,0.0101033,0.00928233,0.0332274,0.00467275,0.00949793,0.0221653,0.0118843,0.0167599,0.00899449,0.00892022,0.0120992,0,0,0,0,0,0,0,0,0,0
259,0.0142726,0,0,0,0,0.0106648,0,0,0,0,0,0,0.0188865,0.0397768,0.0138432,0.00744932,0,0,0.0313351,0,0.0439074,0.0117735,0.0435109,0.0133882,0.0200802,0.00538721,0.00574167,0.0146679,0.00711518,0.0058085,0.00541118,0.0027933,0.00435505,0.00396466,0.0213588,0.0137814,0.01857,0,0.0107175,0.0125127,0.0415501,0.0040838,0.0183123,0.018091,0,0,0.0103315,0,0.0476269,0.00762436,0.0401487,0.0170302,0.0142485,0.01298,0.0106406,0.00875534,0.00644832,0.0107198,0.00662203,0.0102934,0.00943794,0.032409,0.00492597,0.00970974,0.0221566,0.0116541,0.0170285,0.00903011,0.00879391,0.0120387,0,0,0,0,0,0,0,0,0,0
260,0.0140617,0,0,0,0,0.0105505,0,0,0,0,0,0,0.0204405,0.0397052,0.0143299,0.00733011,0,0,0.0311106,0,0.0438842,0.0116374,0.0438428,0.013431,0.020037,0.00481502,0.00571014,0.0145326,0.00652933,0.00576206,0.00451489,0.00355458,0.00564008,0.00458596,0.0208732,0.0154538,0.0185087,0,0.010847,0.0119384,0.04163,0.00472262,0.0183175,0.0178844,0,0,0.010439,0,0.0476273,0.00755328,0.0396373,0.0167213,0.0141619,0.0135516,0.0105097,0.00853296,0.00659277,0.0103281,0.0071327,0.0106818,0.00977679,0.0319469,0.00514893,0.0101203,0.0220106,0.0114509,0.0172468,0.00905513,0.00870656,0.0118357,0,0,0,0,0,0,0,0,0,0
261,0.0138883,0,0,0,0,0.00983285,0,0,0,0,0,0,0.0207444,0.0395892,0.0145679,0.00701469,0,0,0.0308911,0,0.043912,0.0115365,0.0441519,0.0137314,0.0198637,0.00444919,0.0057859,0.0138245,0.00590916,0.00593583,0.00367656,0.00442011,0.00685348,0.00510753,0.0203203,0.0181615,0.0184732,0,0.0109516,0.0125357,0.0417594,0.00530677,0.0185113,0.0175617,0,0,0.0106804,0,0.0475785,0.00759668,0.0392955,0.0160015,0.0140063,0.0137607,0.0107425,0.00852289,0.00686588,0.00983092,0.00770453,0.0112126,0.00982942,0.0310216,0.00526253,0.0101504,0.0228269,0.0114312,0.0173926,0.00900974,0.00812975,0.0118381,0,0,0,0,0,0,0,0,0,0
262,0.0136243,0,0,0,0,0.00961933,0,0,0,0,0,0,0.0219892,0.0395028,0.0145601,0.00671017,0,0,0.0305529,0,0.0438674,0.0113611,0.044368,0.0135919,0.019698,0.00435287,0.00584567,0.0135931,0.00511696,0.00664675,0.00299569,0.00545794,0.00816739,0.00557854,0.0196986,0.019724,0.018255,0,0.0110409,0.0136752,0.0418733,0.00532329,0.0186792,0.0173319,0,0,0.0109337,0,0.0475946,0.00754039,0.039069,0.015089,0.0139417,0.0136174,0.0108149,0.00837604,0.00711533,0.00940091,0.00815003,0.0115849,0.00980961,0.0301747,0.00525998,0.0100793,0.0239685,0.0113346,0.0174882,0.00886084,0.00796237,0.0118635,0,0,0,0,0,0,0,0,0,0
263,0.0133492,0,0,0,0,0.0101174,0,0,0,0,0,0,0.0241157,0.0394348,0.014286,0.00630602,0,0,0.0302898,0,0.0436977,0.0111801,0.0446112,0.0134619,0.0196202,0.00489725,0.00578309,0.0140274,0.00450927,0.00800994,0.00287881,0.00673245,0.00963605,0.00602549,0.0190736,0.0200965,0.0181036,0,0.0111179,0.0146821,0.0418994,0.00505146,0.0187813,0.0173177,0,0,0.0111286,0,0.0476371,0.0073265,0.0389264,0.0142065,0.0140201,0.0134489,0.0104293,0.00798791,0.00722547,0.00909712,0.00855323,0.0117091,0.00975253,0.0296325,0.00543042,0.0101607,0.0250086,0.0110377,0.0176447,0.00872542,0.0083746,0.0115116,0,0,0,0,0,0,0,0,0,0
264,0.0130992,0,0,0,0,0.00980205,0,0,0,0,0,0,0.024571,0.0393154,0.0138477,0.00515556,0,0,0.0303333,0,0.0435771,0.0112433,0.0449458,0.0143233,0.019423,0.00601241,0.00574132,0.013741,0.00453172,0.00974945,0.00377257,0.00799255,0.0109159,0.00640154,0.0184654,0.0212839,0.0181883,0,0.0113506,0.015751,0.0419957,0.00530245,0.0190964,0.017019,0,0,0.0113267,0,0.0476393,0.00733032,0.0388535,0.0131939,0.014047,0.0137655,0.0102919,0.00768695,0.00725346,0.00873971,0.00901775,0.0118275,0.0100944,0.0290366,0.0057168,0.0106553,0.0263135,0.0108337,0.0178928,0.00864492,0.00816985,0.0112921,0,0,0,0,0,0,0,0,0,0
265,0.0128194,0,0,0,0,0.00947836,0,0,0,0,0,0,0.0251526,0.0392002,0.0135075,0.00428598,0,0,0.0304193,0,0.0434314,0.0114251,0.0452387,0.0158125,0.0192304,0.00751642,0.00553895,0.0135304,0.00513005,0.0117837,0.0051617,0.00926074,0.0122571,0.00683147,0.0177563,0.0223558,0.0183841,0,0.0116539,0.0168825,0.0421267,0.00557773,0.0192329,0.0165758,0,0,0.011455,0,0.0476673,0.00725766,0.0387148,0.0119676,0.0140933,0.0140232,0.00993927,0.00730368,0.00729311,0.00835508,0.00921092,0.011843,0.0102333,0.0281023,0.0058315,0.0108697,0.027489,0.0106533,0.0181174,0.00840733,0.0079704,0.0110246,0,0,0,0,0,0,0,0,0,0
266,0.012645,0,0,0,0,0.00939497,0,0,0,0,0,0,0.0254895,0.03914,0.0136882,0.00377416,0,0,0.0304919,0,0.0433311,0.0116032,0.0454538,0.0180033,0.0190363,0.00901605,0.00537955,0.0135436,0.00600775,0.0137144,0.00629813,0.0103909,0.0137779,0.00737787,0.016847,0.0234669,0.0185382,0,0.0119123,0.0174878,0.0422288,0.00547859,0.0192634,0.0162498,0,0,0.0116683,0,0.0476697,0.00720994,0.0385592,0.0116074,0.0142449,0.0141345,0.00975413,0.00703458,0.00745328,0.00849803,0.00917127,0.0119044,0.0103404,0.0279914,0.00569946,0.0109589,0.028047,0.0106891,0.0181534,0.0082386,0.00805058,0.0108656,0,0,0,0,0,0,0,0,0,0
