Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x75,x76,x78,,x79,x82,x77,IMUR_B
1219,0.0210384,0,0,0,0,0.0283533,0,0,0,0,0,0.0233419,0,0.00499148,0,0,0,0.0436052,0,0.0246183,0.0353041,0.0310196,0.0183225,0.00671187,0.0162771,0.0228549,0.0116011,0.0175451,0.0267194,0.01202,0.0151525,0.0191052,0.00756653,0.021295,0.0366917,0,0.0211279,0.0352373,0.0499985,0.0416533,0.0329148,0.00899184,0.0166387,0,0,0.0176187,0,0.040995,0.016962,0.0428945,0.0380883,0.0117406,0.0131669,0.024128,0.0353364,0.0132386,0.0171034,0.0201743,0.019126,0.015292,0.0140162,0.0217027,0.0163011,0.0479672,0.0227367,0.0165957,0,0.0264275,0.0206568,0,0,0,0,0,0,0,0,0,0,0,0
1220,0.0208881,0,0,0,0,0.0283326,0,0,0,0,0,0.0233014,0,0.00529828,0,0,0,0.0429171,0,0.0247257,0.0349523,0.0309647,0.0181555,0.00690531,0.01619,0.0229667,0.0114119,0.0175847,0.0267712,0.0119528,0.0151228,0.0191159,0.00751706,0.0214,0.0363773,0,0.0211921,0.0350788,0.054761,0.0416774,0.0332228,0.00879957,0.0165988,0,0,0.017531,0,0.0410633,0.0169781,0.0427587,0.0378386,0.0115363,0.0133828,0.0243373,0.0351541,0.012982,0.0174067,0.0207281,0.0190659,0.0152009,0.01382,0.0218978,0.0159042,0.0528579,0.0226448,0.0164303,0,0.0264625,0.0205733,0,0,0,0,0,0,0,0,0,0,0,0
1221,0.0207874,0,0,0,0,0.0282965,0,0,0,0,0,0.0233185,0,0.00557368,0,0,0,0.0422311,0,0.0248898,0.0345971,0.0308944,0.0179587,0.00705303,0.016067,0.023085,0.0113701,0.0175783,0.0267314,0.0119092,0.0150233,0.0191495,0.00751486,0.0215143,0.0361741,0,0.0213246,0.034891,0.059744,0.0417108,0.0333228,0.00865823,0.0165073,0,0,0.0174569,0,0.0411316,0.0169888,0.0428266,0.0371996,0.0113476,0.0135489,0.0244815,0.0349111,0.012865,0.0176282,0.0211682,0.0188419,0.0150252,0.0136229,0.0220856,0.0153465,0.0581978,0.0225092,0.0163245,0,0.0265284,0.0205083,0,0,0,0,0,0,0,0,0,0,0,0
1222,0.0207525,0,0,0,0,0.0282882,0,0,0,0,0,0.023496,0,0.00583453,0,0,0,0.0415558,0,0.0250587,0.0342517,0.0308289,0.0176121,0.00714094,0.0159291,0.023135,0.0113359,0.0175626,0.0266779,0.0118445,0.0149193,0.0191727,0.00755447,0.0216508,0.0361257,0,0.0214702,0.0346666,0.0645979,0.0417662,0.033111,0.00857922,0.0163884,0,0,0.0173766,0,0.0411983,0.0169562,0.0429598,0.0360095,0.0111586,0.0134758,0.0246018,0.0346857,0.012731,0.0180699,0.021268,0.018461,0.0150112,0.0133666,0.0221295,0.0146035,0.0638834,0.0224042,0.0161754,0,0.0266272,0.0205457,0,0,0,0,0,0,0,0,0,0,0,0
1223,0.0206003,0,0,0,0,0.0282813,0,0,0,0,0,0.0236207,0,0.00612905,0,0,0,0.0409633,0,0.025198,0.0339008,0.0308035,0.0172587,0.00719905,0.015734,0.0231513,0.0112943,0.0174958,0.0265566,0.0116912,0.0148214,0.0191789,0.0075504,0.0217705,0.0360229,0,0.0215844,0.0344369,0.0690076,0.0418004,0.0327147,0.00854707,0.0162821,0,0,0.0173112,0,0.0412414,0.0168759,0.0431896,0.0345355,0.0109229,0.0133352,0.0247051,0.0344961,0.0126563,0.0184126,0.0212259,0.0180576,0.0150282,0.013129,0.0220306,0.0137022,0.0696988,0.0223217,0.0160288,0,0.0267627,0.0205649,0,0,0,0,0,0,0,0,0,0,0,0
1224,0.0205474,0,0,0,0,0.0282959,0,0,0,0,0,0.0236305,0,0.00645634,0,0,0,0.0404313,0,0.025295,0.0335239,0.0308086,0.016868,0.00726438,0.0155323,0.0231069,0.0112436,0.0173933,0.0263773,0.0115436,0.0146861,0.0191385,0.00752411,0.0218979,0.0358314,0,0.0216487,0.0341769,0.0729675,0.0418055,0.032119,0.00852026,0.0161956,0,0,0.0172566,0,0.0412557,0.0168015,0.043422,0.0329429,0.0106443,0.0131584,0.0247372,0.0343782,0.0124855,0.0186766,0.0211857,0.0175054,0.0150837,0.0128903,0.0218397,0.0126842,0.0747606,0.0223017,0.0159299,0,0.0269005,0.0204422,0,0,0,0,0,0,0,0,0,0,0,0
1225,0.0205017,0,0,0,0,0.0283266,0,0,0,0,0,0.0236661,0,0.00679909,0,0,0,0.0399178,0,0.0254371,0.0332496,0.0308219,0.0164151,0.00737418,0.0153694,0.0229953,0.0112577,0.017291,0.0261934,0.0114429,0.0145689,0.0190512,0.00757478,0.0220908,0.0355874,0,0.0217586,0.0339371,0.0762051,0.0418251,0.0314145,0.00849397,0.0161319,0,0,0.0172359,0,0.0412908,0.016763,0.0437031,0.0314604,0.0102958,0.0132306,0.0246991,0.0343485,0.012331,0.0186508,0.0215329,0.0168938,0.0149864,0.0127981,0.0214047,0.0114662,0.0789432,0.0223788,0.0158199,0,0.0270615,0.0201701,0,0,0,0,0,0,0,0,0,0,0,0
1226,0.0204586,0,0,0,0,0.028369,0,0,0,0,0,0.0236228,0,0.00710816,0,0,0,0.0394277,0,0.0256059,0.0331326,0.0308276,0.0159465,0.00749739,0.0151729,0.0229044,0.0112622,0.0171845,0.0260263,0.011281,0.0145428,0.0189032,0.00761134,0.0222511,0.035296,0,0.0219221,0.0337236,0.0783544,0.0418498,0.0306273,0.00842167,0.0160913,0,0,0.0171663,0,0.0413469,0.0168002,0.0438609,0.0300876,0.00996834,0.0133706,0.0246202,0.0344382,0.0121041,0.0185531,0.021919,0.016317,0.0150231,0.0128723,0.0209548,0.010382,0.0824759,0.0225086,0.0157754,0,0.027156,0.0199717,0,0,0,0,0,0,0,0,0,0,0,0
1227,0.0204117,0,0,0,0,0.028325,0,0,0,0,0,0.0234601,0,0.00741878,0,0,0,0.0390233,0,0.0257744,0.0329857,0.0307878,0.0153937,0.00766221,0.0149981,0.0228019,0.0112222,0.0169702,0.0259463,0.011128,0.0144516,0.0187727,0.00768581,0.0224115,0.0348972,0,0.0221101,0.0335611,0.0797445,0.0418666,0.0301491,0.00823779,0.0160676,0,0,0.0170804,0,0.0413822,0.0169178,0.0438687,0.0291834,0.0096735,0.0132561,0.0245573,0.0346327,0.011626,0.0183258,0.0213693,0.0155059,0.015305,0.0130901,0.0208339,0.00992627,0.0852169,0.0225942,0.0157395,0,0.0271808,0.0198128,0,0,0,0,0,0,0,0,0,0,0,0
1228,0.0203305,0,0,0,0,0.0282403,0,0,0,0,0,0.0232472,0,0.00773329,0,0,0,0.0384542,0,0.0258924,0.0326982,0.0307197,0.0148578,0.00788595,0.0147772,0.0226779,0.0111641,0.016718,0.0258127,0.01099,0.0143787,0.0186566,0.00777752,0.0225655,0.0343336,0,0.0222292,0.033449,0.0804024,0.0418663,0.0299353,0.00805297,0.0160619,0,0,0.0169717,0,0.0413883,0.0170104,0.0437671,0.0286419,0.00939715,0.0131008,0.024553,0.03492,0.0109465,0.0178766,0.0207259,0.0144969,0.0155264,0.0135808,0.0209163,0.00985173,0.0867671,0.022701,0.0156934,0,0.0271108,0.01999,0,0,0,0,0,0,0,0,0,0,0,0
1229,0.0203185,0,0,0,0,0.0281821,0,0,0,0,0,0.0230164,0,0.00808402,0,0,0,0.037873,0,0.0258553,0.0324245,0.0306638,0.0144549,0.008134,0.0144498,0.0225787,0.0111659,0.0165006,0.0256816,0.0107546,0.0143382,0.0184952,0.00780462,0.0227489,0.0336615,0,0.022162,0.0334197,0.0799535,0.0418898,0.029196,0.00764684,0.0160698,0,0,0.0168616,0,0.0413978,0.016948,0.04376,0.0278229,0.00913671,0.0133465,0.0245947,0.0351786,0.0103555,0.0175992,0.0203983,0.0137704,0.0151485,0.0137994,0.0203808,0.00938842,0.0865795,0.0228207,0.0156521,0,0.0270316,0.0199177,0,0,0,0,0,0,0,0,0,0,0,0
1230,0.0202986,0,0,0,0,0.0281289,0,0,0,0,0,0.0226137,0,0.00844327,0,0,0,0.0373058,0,0.0257454,0.0321312,0.0305856,0.0140501,0.0084534,0.0141854,0.0225062,0.0111007,0.0163245,0.0255768,0.0105303,0.0141807,0.0183565,0.00786626,0.0229681,0.0330829,0,0.0220158,0.0334377,0.0790647,0.0419309,0.0288407,0.00728946,0.0161254,0,0,0.0167287,0,0.0414335,0.0168861,0.0437512,0.0275317,0.00889003,0.0130887,0.0246917,0.0354561,0.00964272,0.0171611,0.0199789,0.0129485,0.0146694,0.0138268,0.0201776,0.00941209,0.0864473,0.0229782,0.015613,0,0.0269486,0.0199977,0,0,0,0,0,0,0,0,0,0,0,0
1231,0.0202876,0,0,0,0,0.0280728,0,0,0,0,0,0.0222693,0,0.00881572,0,0,0,0.0368011,0,0.0257178,0.0317844,0.0304876,0.0136489,0.00878171,0.0138952,0.0223571,0.010982,0.0161373,0.0255445,0.0103126,0.0140077,0.0182523,0.00797917,0.0232004,0.0325989,0,0.0219786,0.0332483,0.077646,0.0419107,0.0286924,0.00701183,0.0161533,0,0,0.0165445,0,0.0414161,0.0168719,0.0437422,0.0277347,0.00872198,0.0123738,0.0247754,0.0357156,0.0088829,0.0165652,0.0184563,0.0120948,0.014456,0.0139213,0.020398,0.010184,0.087102,0.0231418,0.0155723,0,0.0268514,0.0198793,0,0,0,0,0,0,0,0,0,0,0,0
1232,0.0202383,0,0,0,0,0.0279958,0,0,0,0,0,0.0220375,0,0.00920083,0,0,0,0.0364447,0,0.0258168,0.0315578,0.0303855,0.0134149,0.00904797,0.0135977,0.0221976,0.0107603,0.0159495,0.0255076,0.0100649,0.0138959,0.0181107,0.0081351,0.0234349,0.0320304,0,0.022076,0.0329895,0.0755521,0.0419606,0.0281107,0.00674013,0.0161996,0,0,0.0163729,0,0.0414615,0.0169705,0.0436601,0.0276382,0.0086217,0.0116925,0.024926,0.0360005,0.00829334,0.0160522,0.0162765,0.0114277,0.0143134,0.0142463,0.0203161,0.011072,0.0878386,0.0232999,0.015684,0,0.0267815,0.0199626,0,0,0,0,0,0,0,0,0,0,0,0
1233,0.0202062,0,0,0,0,0.0279109,0,0,0,0,0,0.0218967,0,0.00961219,0,0,0,0.0362003,0,0.0257867,0.03138,0.0302767,0.0133789,0.0092622,0.0132791,0.0221284,0.0105618,0.0157609,0.0254883,0.00983325,0.013767,0.0179842,0.00825599,0.0236648,0.031408,0,0.0220364,0.0328865,0.0731306,0.0420243,0.026886,0.00648454,0.0161848,0,0,0.0162389,0,0.0415087,0.0170763,0.043456,0.0265846,0.00855513,0.0109377,0.0250717,0.0362013,0.00791715,0.0155385,0.0157648,0.0108732,0.0140096,0.0147462,0.0198224,0.0118027,0.0891447,0.0233317,0.0159177,0,0.0267434,0.019837,0,0,0,0,0,0,0,0,0,0,0,0
1234,0.0201513,0,0,0,0,0.0277925,0,0,0,0,0,0.0216465,0,0.010006,0,0,0,0.0360315,0,0.0257898,0.0311637,0.0301714,0.0134213,0.00946514,0.0129107,0.0220521,0.0103361,0.0154885,0.0253945,0.00950423,0.0135536,0.0178998,0.00836055,0.0238345,0.0308552,0,0.0220498,0.0327499,0.0707002,0.0420638,0.0254327,0.00622695,0.0161197,0,0,0.0160916,0,0.0415309,0.0170928,0.0433157,0.0248202,0.00848629,0.0097271,0.025165,0.0364553,0.00775972,0.0147065,0.0154142,0.0101899,0.0136941,0.0155177,0.0190311,0.012363,0.0906333,0.0234326,0.0160859,0,0.026732,0.0198051,0,0,0,0,0,0,0,0,0,0,0,0
1235,0.020116,0,0,0,0,0.0276825,0,0,0,0,0,0.0215764,0,0.0103593,0,0,0,0.0359595,0,0.0256798,0.0310844,0.0301208,0.0135655,0.00962553,0.0124653,0.0219227,0.0101506,0.0151059,0.025195,0.00910162,0.0133287,0.0177145,0.00841679,0.0239775,0.0302539,0,0.0219504,0.0326378,0.0686322,0.0421271,0.0241858,0.00598828,0.0160207,0,0,0.0159667,0,0.0415656,0.0170831,0.0433811,0.023596,0.00840995,0.00820004,0.0252156,0.0367878,0.00768143,0.013714,0.0142508,0.00922093,0.0135637,0.0161493,0.0183039,0.0127406,0.0914679,0.0235822,0.0161924,0,0.0267483,0.0195398,0,0,0,0,0,0,0,0,0,0,0,0
1236,0.0200592,0,0,0,0,0.0275626,0,0,0,0,0,0.021925,0,0.0108315,0,0,0,0.0360016,0,0.025663,0.0310535,0.030119,0.0135541,0.00977211,0.012108,0.0217241,0.00993213,0.0147743,0.0250505,0.00884472,0.0132709,0.017552,0.00859013,0.024327,0.0300194,0,0.0219413,0.0325411,0.0666414,0.0421799,0.0235708,0.0057685,0.015888,0,0,0.0158343,0,0.0415842,0.0170617,0.0436046,0.0235945,0.00821053,0.00720394,0.0252753,0.0372635,0.00781417,0.0126474,0.0125274,0.00803189,0.0136677,0.0164048,0.0181251,0.012898,0.0904156,0.0238779,0.0162934,0,0.0265676,0.0196545,0,0,0,0,0,0,0,0,0,0,0,0
1237,0.0199933,0,0,0,0,0.0273889,0,0,0,0,0,0.0223047,0,0.0112274,0,0,0,0.0360748,0,0.0257003,0.0310201,0.0301409,0.0137611,0.00997064,0.0117205,0.0215876,0.00967826,0.014365,0.0247309,0.00855161,0.0131425,0.0172836,0.00875492,0.0246803,0.0298699,0,0.0219902,0.0324818,0.0638222,0.0422163,0.0231917,0.00552169,0.0156367,0,0,0.0156575,0,0.0415878,0.017065,0.043826,0.0235088,0.0078543,0.00795091,0.0254331,0.0378457,0,0.0117044,0.0111141,0.00697269,0.01365,0.0164562,0.0181702,0.0124259,0.0875048,0.0242753,0.0164319,0,0.0260948,0.0205648,0,0,0,0,0,0,0,0,0,0,0,0
1238,0.0201775,0,0,0,0,0.0272055,0,0,0,0,0,0.0226168,0,0.0115979,0,0,0,0.0362267,0,0.0257335,0.030986,0.0301999,0.0141836,0.0101936,0.0114003,0.0214792,0.00948878,0.0138948,0.0243724,0.00829055,0.012961,0.0169722,0.00888136,0.0249855,0.0299275,0,0.0220288,0.0324759,0.0608346,0.0422712,0.0222296,0.00505955,0.0151474,0,0,0.0155313,0,0.0415906,0.0171728,0.0436584,0.0222993,0.0074943,0.0100328,0.0255034,0.0382911,0.00923306,0.0109037,0.00980664,0.00628324,0.0133496,0.0169848,0.0180766,0.0109514,0.084352,0.0245363,0.0167545,0,0.025716,0.0207738,0,0,0,0,0,0,0,0,0,0,0,0
1239,0.0206457,0,0,0,0,0.027063,0,0,0,0,0,0.0229091,0,0.0118103,0,0,0,0.0363453,0,0.0257107,0.0309769,0.0303147,0.0146065,0.010449,0.0110683,0.0214311,0.00938127,0.0133258,0.0240201,0.00802571,0.0127141,0.016569,0.00899332,0.0252365,0.0301553,0,0.022003,0.0324545,0.0576428,0.0423233,0.0208524,0.00436851,0.0147708,0,0,0.0153311,0,0.0416065,0.0173129,0.0433581,0.0211237,0.00740812,0.0116183,0.0254976,0.0386028,0.00978875,0.00998218,0.0082109,0.00589666,0.0123355,0.0181008,0.016893,0.00892053,0.0811286,0.0246472,0.0170348,0,0.0252699,0.0204958,0,0,0,0,0,0,0,0,0,0,0,0
1240,0.020988,0,0,0,0,0.026869,0,0,0,0,0,0.023509,0,0.0118213,0,0,0,0.0363463,0,0.02566,0.0309418,0.0306149,0.0147878,0.0106531,0.0106391,0.0214238,0.0092416,0.0128671,0.0236548,0.00766963,0.0123274,0.0160481,0.00907616,0.0254011,0.0307832,0,0.0219523,0.0323545,0.0546481,0.0423452,0.0194519,0.0041787,0.0145249,0,0,0.0151179,0,0.041618,0.0173512,0.0432015,0.0204732,0.00771633,0.0119315,0.0255488,0.0387645,0.00994193,0.00889296,0.00662947,0.00559091,0.0111383,0.0196155,0.0154116,0.00745039,0.078029,0.0246287,0.0171249,0,0.0247162,0.0207982,0,0,0,0,0,0,0,0,0,0,0,0
1241,0.0211455,0,0,0,0,0.0266634,0,0,0,0,0,0.0242976,0,0.0118074,0,0,0,0.0363466,0,0.0255846,0.0308823,0.0311111,0.0149681,0.0107483,0.0100977,0.0214078,0.0090758,0.0123778,0.0232239,0.00727687,0.011892,0.015457,0.0091016,0.0255535,0.0317301,0,0.0218756,0.0322031,0.0514869,0.0424012,0.0180637,0.00437859,0.0144581,0,0,0.0149926,0,0.0416644,0.0173215,0.0433863,0.0200643,0.00829184,0.0116214,0.0257007,0.038767,0.00978296,0.00810238,0.00551993,0.0052746,0.0103138,0.020752,0.0140855,0.00654135,0.0743805,0.0246801,0.0170689,0,0.024289,0.0212208,0,0,0,0,0,0,0,0,0,0,0,0
1242,0.0212221,0,0,0,0,0.0265755,0,0,0,0,0,0.0251664,0,0.0118494,0,0,0,0.0364092,0,0.025538,0.0308444,0.0316557,0.0156312,0.0109182,0.00953224,0.0214492,0.00908101,0.0118592,0.0228371,0.0068984,0.0114394,0.0147955,0.00904641,0.025685,0.0327841,0,0.0218133,0.0321077,0.0482123,0.0424147,0.0166531,0.00454315,0.0145705,0,0,0.0150074,0,0.041672,0.0173189,0.0437632,0.0201385,0.00884887,0.0114891,0.0259032,0.0387092,0.00942133,0.00778747,0.00484489,0.0049189,0.00986501,0.0213265,0.0128946,0.0058922,0.0701411,0.0247233,0.0170283,0,0.0240968,0.0212911,0,0,0,0,0,0,0,0,0,0,0,0
1243,0.0212216,0,0,0,0,0.026616,0,0,0,0,0,0.0262668,0,0.01201,0,0,0,0.0366855,0,0.0255076,0.0309438,0.0321341,0.016203,0.0111591,0.00893347,0.0214821,0.00905436,0.0112882,0.0223465,0.00649471,0.010869,0.0140286,0.00900759,0.0257992,0.0340469,0,0.0217588,0.0320972,0.0450455,0.0424451,0.0156637,0.00450693,0.0147825,0,0,0.0150753,0,0.0416841,0.0174025,0.0439269,0.0203552,0.00933077,0.0117197,0.0262331,0.038742,0.00900874,0.007851,0.00450739,0.00466013,0.00956685,0.0217182,0.0118614,0.00545258,0.0658438,0.0247034,0.0170839,0,0.0241179,0.0213747,0,0,0,0,0,0,0,0,0,0,0,0
1244,0.0212292,0,0,0,0,0.0266988,0,0,0,0,0,0.0276599,0,0.0123334,0,0,0,0.0371396,0,0.0256196,0.0310945,0.0324274,0.0165537,0.0113679,0.00836905,0.0214202,0.00893337,0.0107406,0.0216879,0.00613987,0.0102369,0.0133258,0.00905834,0.0259618,0.0355416,0,0.0218686,0.032082,0.0424866,0.0424789,0.0151617,0.00434917,0.0149839,0,0,0.0151776,0,0.0416819,0.0175479,0.043753,0.0205702,0.00975542,0.0117187,0.0266316,0.0388358,0.00878643,0.00795186,0.0042792,0.00463579,0.00927527,0.0222664,0.0110269,0.00532119,0.0620632,0.0247611,0.0171389,0,0.0243097,0.0211434,0,0,0,0,0,0,0,0,0,0,0,0
1245,0.0212724,0,0,0,0,0.0267327,0,0,0,0,0,0.0290634,0,0.0127928,0,0,0,0.0375354,0,0.0254745,0.0312884,0.0325183,0.0166508,0.0114238,0.00798353,0.0213773,0.00881913,0.0102007,0.0210211,0.00589744,0.00990043,0.0128737,0.00913872,0.0261477,0.0373504,0,0.0217068,0.0320592,0.0404101,0.0424893,0.0148701,0.00419533,0.0151293,0,0,0.0152668,0,0.0416696,0.0176454,0.0434263,0.020686,0.0101012,0.0117129,0.0270208,0.0389646,0.00873302,0.00788172,0.00398034,0.00484498,0.00901869,0.0229329,0.0103894,0.00543489,0.0588789,0.0248598,0.0170742,0,0.024488,0.0214259,0,0,0,0,0,0,0,0,0,0,0,0
1246,0.0214532,0,0,0,0,0.0268109,0,0,0,0,0,0.0305866,0,0.0133076,0,0,0,0.0380608,0,0.0252483,0.0315899,0.0324692,0.0165282,0.0114413,0.00781691,0.0212652,0.00882963,0.00965364,0.0205197,0.00578471,0.00990627,0.0128397,0.00923707,0.0263739,0.0393394,0,0.0214603,0.0320955,0.0385222,0.0425812,0.0145711,0.00400796,0.015122,0,0,0.0153606,0,0.0417151,0.0176908,0.0431384,0.0206328,0.0102549,0.0116153,0.0272934,0.0389636,0,0.00746171,0.0035139,0.00535603,0.00868498,0.0236188,0.00986924,0.00546607,0.0559407,0.0249314,0.0170251,0,0.0246948,0.0209395,0,0,0,0,0,0,0,0,0,0,0,0
1247,0.0216104,0,0,0,0,0.0268289,0,0,0,0,0,0.03211,0,0.0136842,0,0,0,0.0386722,0,0.0251449,0.0319263,0.0322449,0.0162158,0.0115277,0.00797815,0.0212394,0.00892281,0.0092467,0.0202844,0.00586947,0.0102377,0.0132642,0.00946664,0.0264429,0.0409463,0,0.0213654,0.0321243,0.0374721,0.0426004,0.0142739,0.00404291,0.015011,0,0,0.0154181,0,0.0417319,0.017703,0.0428951,0.0209336,0.0105789,0.0120273,0.0275333,0.0388952,0.00901934,0.00734575,0.00315374,0.00557126,0.00865245,0.0242013,0.00947339,0.00567886,0.0542871,0.0249491,0.0170791,0,0.0247245,0.0206817,0,0,0,0,0,0,0,0,0,0,0,0
1248,0.0217417,0,0,0,0,0.0267951,0,0,0,0,0,0.0322797,0,0.0138137,0,0,0,0.0393378,0,0.0251027,0.0322465,0.0320268,0.0159707,0.0114573,0.00845656,0.0211698,0.00906659,0.00900157,0.0202347,0.00623339,0.0108433,0.0141318,0.0100004,0.0262405,0.0415367,0,0.0213212,0.0321684,0.0364738,0.0425723,0.0139512,0.0042257,0.0148649,0,0,0.01541,0,0.0417152,0.0176406,0.0428079,0.0209025,0.010809,0.0122184,0.0275517,0.0387442,0.00898347,0.00725574,0.00287293,0.00572574,0.00846429,0.0246788,0.00909314,0.00561839,0.0526499,0.0249482,0.0171774,0,0.0246434,0.0207062,0,0,0,0,0,0,0,0,0,0,0,0
1249,0.021831,0,0,0,0,0.0267617,0,0,0,0,0,0.0315226,0,0.0135895,0,0,0,0.0399078,0,0.0250734,0.0325231,0.0318563,0.0155024,0.011301,0.00927633,0.0211542,0.00923868,0.00908079,0.0205504,0.00694292,0.0116366,0.0153781,0.0104404,0.0257622,0.0410138,0,0.0212855,0.032198,0.0356472,0.0426158,0.0138224,0.00456878,0.0147418,0,0,0.0153859,0,0.0417507,0.0176058,0.0428527,0.020605,0.0110351,0.0122647,0.0273486,0.0385223,0.00878172,0.00751815,0.00280992,0.00564294,0.00817559,0.0251446,0.00868528,0.00530112,0.0512769,0.0248685,0.0173051,0,0.0245291,0.0207388,0,0,0,0,0,0,0,0,0,0,0,0
1250,0.0218972,0,0,0,0,0.0268273,0,0,0,0,0,0.0302926,0,0.0129438,0,0,0,0.040451,0,0.0249419,0.0328412,0.0318094,0.0142721,0.0111265,0.0102884,0.0211415,0.00940022,0.00940523,0.0213183,0.00783038,0.0124714,0.0166895,0.0107322,0.0251999,0.0399884,0,0.0211393,0.0322484,0.03481,0.0426646,0.0136832,0.0049969,0.0146834,0,0,0.0153655,0,0.0417735,0.0175963,0.0430079,0.020025,0.0114081,0.0121847,0.0270377,0.0382981,0.00854406,0.00806417,0.00307582,0.00547942,0.00776288,0.0256024,0.00825619,0.00484531,0.0499336,0.0247648,0.017327,0,0.0244678,0.0206669,0,0,0,0,0,0,0,0,0,0,0,0
1251,0.0219106,0,0,0,0,0.0269623,0,0,0,0,0,0.0290939,0,0.012121,0,0,0,0.041056,0,0.024925,0.0332138,0.0319225,0.0123238,0.0109037,0.0114522,0.021187,0.00960708,0.00997181,0.0225463,0.00873231,0.0132925,0.0177478,0.0107517,0.0246763,0.0390646,0,0.021126,0.032363,0.0340673,0.0426897,0.0135295,0.00544874,0.0147456,0,0,0.0154221,0,0.0417724,0.0175646,0.0430783,0.0196131,0.0118421,0.0122069,0.0267268,0.0381091,0.00817444,0.00852844,0.00343843,0.00525965,0.00741953,0.0260552,0.00780191,0.00452119,0.0487622,0.0246516,0.0172981,0,0.0245148,0.0206246,0,0,0,0,0,0,0,0,0,0,0,0
1252,0.0218145,0,0,0,0,0.0270824,0,0,0,0,0,0.0283027,0,0.011431,0,0,0,0.0416284,0,0.0248843,0.0335914,0.0321687,0.0102729,0.0107447,0.012787,0.0212558,0.00987663,0.0108968,0.0243038,0.00970124,0.0140583,0.0185456,0.0106203,0.0242765,0.0386294,0,0.0210945,0.032529,0.033138,0.0426791,0.0133907,0.00580958,0.014914,0,0,0.0156761,0,0.0417484,0.0175404,0.0429772,0.0191384,0.0121231,0.0121535,0.0265084,0.0379866,0,0.00877237,0.00375023,0.00523259,0.00703208,0.0265112,0.0074207,0.00421931,0.0471391,0.024602,0.0172923,0,0.0247042,0.0210084,0,0,0,0,0,0,0,0,0,0,0,0
1253,0.0216832,0,0,0,0,0.027192,0,0,0,0,0,0.027794,0,0.0108826,0,0,0,0.0420921,0,0.0247283,0.0339506,0.0323688,0.00857313,0.0107072,0.0143287,0.021492,0.0101157,0.0123777,0.02663,0.010867,0.0148738,0.0192557,0.0103745,0.0238564,0.0386668,0,0.020932,0.0327164,0.0326533,0.0426465,0.0134936,0.0063171,0.015143,0,0,0.0159474,0,0.0417057,0.0175088,0.042778,0.0189883,0.0125025,0.0125806,0.0266206,0.0379518,0.00774749,0.00916467,0.00388246,0.00505347,0.00715363,0.0268641,0.00719185,0.00448312,0.0457916,0.0246651,0.0173273,0,0.0249179,0.0218705,0,0,0,0,0,0,0,0,0,0,0,0
1254,0.0216579,0,0,0,0,0.0273642,0,0,0,0,0,0.0275246,0,0.0103877,0,0,0,0.0425671,0,0.024585,0.0342893,0.0326681,0.00791626,0.0105726,0.0159071,0.0216376,0.0103897,0.0142384,0.0291449,0.0121471,0.0157071,0.0201036,0.0100017,0.0233274,0.0389443,0,0.0207888,0.0328402,0.0318729,0.0427099,0.0136484,0.0066759,0.015267,0,0,0.0161063,0,0.0417213,0.0175319,0.042517,0.0184156,0.0126658,0.01277,0.0267117,0.037811,0,0.00915298,0.00384697,0.00519343,0.00711483,0.0272811,0.00694515,0.00455437,0.0441729,0.0245761,0.0174189,0,0.0251907,0.021884,0,0,0,0,0,0,0,0,0,0,0,0
1255,0.0216946,0,0,0,0,0.0275361,0,0,0,0,0,0.0273064,0,0.00991321,0,0,0,0.0430635,0,0.0245827,0.0345696,0.032869,0.00839945,0.0104536,0.0176303,0.0218629,0.0106533,0.0165537,0.0317652,0.01353,0.0165532,0.0212382,0.00959179,0.0225807,0.0393116,0,0.0207965,0.0328195,0.0316896,0.0427848,0.0138927,0.00707543,0.0154153,0,0,0.0162816,0,0.0417438,0.0176456,0.0423886,0.018234,0.0130057,0.0133259,0.0270677,0.0376282,0.00780198,0.00931442,0.00394476,0.00518831,0.00745657,0.0275967,0.00686954,0.00506147,0.0437679,0.0244705,0.017519,0,0.0255082,0.0211191,0,0,0,0,0,0,0,0,0,0,0,0
