Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x75,x76,x78,,x79,x82,x77,IMUR_B
35,0.0201899,0,0,0,0,0.0527139,0,0,0,0,0,0.0104592,0.0244409,0.00545135,0.0211223,0,0,0.0484088,0,0.0378375,0.0353243,0.0349201,0.00990655,0.0103097,0.0139697,0.0227969,0.0635692,0.0103553,0.013615,0.0100111,0.0116879,0.0112091,0.00743271,0.0269763,0.0198187,0.0463598,0.0362371,0.0255792,0.0193449,0.0308756,0.017354,0.00872727,0.031967,0,0,0.0188532,0,0.0307374,0.00739575,0.0446944,0.02285,0.0135018,0.0175333,0.0242536,0.0370647,0.00814481,0.0128366,0.00616556,0.00977313,0.0139236,0.03474,0.0110039,0.0130676,0.021637,0.0275969,0.00950345,0.0240945,0.0487884,0.00669621,0,0,0,0,0,0,0,0,0,0,0,0
36,0.0212486,0,0,0,0,0.0527418,0,0,0,0,0,0.0102223,0.0249436,0.00535975,0.0211844,0,0,0.0496215,0,0.0382374,0.036376,0.0350784,0.00985171,0.010442,0.0140828,0.0220449,0.0642564,0.0102883,0.0136353,0.0101471,0.0116867,0.0110935,0.00731635,0.0269042,0.0194948,0.0475856,0.0373541,0.0261654,0.019157,0.0310149,0.0172643,0.00856709,0.0309883,0,0,0.0192836,0,0.0308363,0.00830109,0.0446219,0.0226749,0.0137979,0.017524,0.0233316,0.0370639,0.00821146,0.0128548,0.00620526,0.00980916,0.0137998,0.0346574,0.0109266,0.0129383,0.021411,0.0273872,0.0116906,0.024196,0.048538,0.00723585,0,0,0,0,0,0,0,0,0,0,0,0
37,0.0194881,0,0,0,0,0.0505851,0,0,0,0,0,0.0100217,0.0250888,0.00537958,0.0210777,0,0,0.0590698,0,0.0255854,0.0507318,0.0350785,0.00978568,0.0104755,0.0141373,0.0215153,0.0640062,0.0103468,0.0137476,0.0102158,0.0117289,0.0110227,0.00727209,0.026915,0.019231,0.0511324,0,0.0442956,0.018998,0.0311975,0.0171897,0.00856321,0.0279892,0,0,0.0177863,0,0.0312486,0.00882988,0.044635,0.0224941,0.0143401,0.0174566,0.0225348,0.0343238,0.00832641,0.0128414,0.00627309,0.0098882,0.013618,0.0345308,0.0108242,0.0127463,0.0211997,0.0252211,0.0141178,0.0249908,0.0467438,0.00617695,0,0,0,0,0,0,0,0,0,0,0,0
38,0.0209046,0,0,0,0,0.0513519,0,0,0,0,0,0.00982149,0.0252959,0.00530173,0.0210145,0,0,0.0608933,0,0.0250877,0.0523922,0.0352706,0.00964261,0.0105889,0.0142454,0.0208932,0.0651148,0.0103578,0.0136385,0.010373,0.0117077,0.0108847,0.00715623,0.0267859,0.0189045,0.0526842,0,0.0452258,0.0188528,0.0315726,0.01711,0.00862922,0.0279462,0,0,0.0184883,0,0.031565,0.00975758,0.0445892,0.0224008,0.0146465,0.017488,0.0219058,0.0352515,0.00838816,0.0128699,0.00638241,0.00996526,0.0134938,0.0344144,0.0107412,0.0125893,0.0209886,0.0256638,0.0161196,0.0253424,0.0472622,0.00725327,0,0,0,0,0,0,0,0,0,0,0,0
39,0.0109599,0,0,0,0,0.0396886,0,0,0,0,0,0.012044,0.0304953,0.00558892,0.0217379,0,0,0.089713,0,0.0346531,0.0471143,0.0348903,0.00965461,0.00998514,0.0132002,0.0273189,0.0312094,0.0104757,0.0141806,0.00912359,0.0117897,0.01178,0.00769977,0.0271372,0.0222478,0.0709209,0,0.0236072,0.0200735,0.0311997,0.0176497,0.00914321,0.0200126,0,0,0.0135158,0,0.0318188,0.0104716,0.0443469,0.0237514,0.0110746,0.0174151,0.0297874,0.0236771,0.00778313,0.012702,0.00590407,0.00932704,0.0148645,0.0354238,0.011514,0.0141811,0.0231473,0.0184393,0.0172566,0.0273107,0.0384308,0.00773717,0,0,0,0,0,0,0,0,0,0,0,0
40,0.0112399,0,0,0,0,0.0397338,0,0,0,0,0,0.0118266,0.0307961,0.00555613,0.0217245,0,0,0.0929578,0,0.0350268,0.0493283,0.0349835,0.00969046,0.00999778,0.0134063,0.0266629,0.0312865,0.010424,0.014082,0.00935323,0.0117982,0.0116721,0.00760734,0.0270755,0.0219732,0.0729672,0,0.025429,0.0199744,0.0312588,0.0176226,0.00910138,0.0194044,0,0,0.013798,0,0.0318508,0.0111277,0.0443607,0.0237138,0.011277,0.0176009,0.0290254,0.0238361,0.0078013,0.012723,0.005995,0.00941373,0.0148639,0.0353139,0.0114639,0.0141785,0.0229505,0.0184506,0.0184924,0.0277914,0.0383522,0.00754194,0,0,0,0,0,0,0,0,0,0,0,0
41,0.0116187,0,0,0,0,0.0394535,0,0,0,0,0,0.0116471,0.0309713,0.0055458,0.0217488,0,0,0.094864,0,0.0353157,0.0507165,0.0350127,0.0096689,0.0100123,0.0134614,0.0261348,0.0314691,0.010394,0.0141445,0.00948231,0.01176,0.0116285,0.00754314,0.0270276,0.021786,0.0740157,0,0.0268557,0.0198383,0.0313031,0.0175649,0.00901741,0.0185347,0,0,0.014197,0,0.0319397,0.0118731,0.0443516,0.0236291,0.0114054,0.0176,0.0283429,0.0238591,0.00778161,0.0127764,0.00599243,0.00942688,0.0148194,0.0352556,0.0114075,0.0141727,0.0226388,0.0185591,0.0198661,0.028337,0.0379915,0.0075695,0,0,0,0,0,0,0,0,0,0,0,0
42,0.0120892,0,0,0,0,0.0390045,0,0,0,0,0,0.0115807,0.031107,0.00551554,0.0219424,0,0,0.0960838,0,0.0355479,0.0516143,0.0350213,0.00959065,0.0100165,0.0134738,0.0256523,0.031752,0.0103484,0.0142584,0.0095599,0.0117261,0.011584,0.00748569,0.0269707,0.0215581,0.0748113,0,0.0280572,0.0196882,0.0314136,0.0174958,0.00896928,0.0175396,0,0,0.0146246,0,0.0321255,0.0124734,0.0443082,0.0235473,0.0114655,0.0175605,0.0278123,0.0237948,0.00776802,0.0128209,0.00598638,0.00942146,0.0147605,0.0351814,0.0113534,0.0141195,0.0223125,0.0185379,0.020978,0.0286707,0.0374574,0.0077417,0,0,0,0,0,0,0,0,0,0,0,0
43,0.0128872,0,0,0,0,0.0383391,0,0,0,0,0,0.011562,0.0312653,0.00551602,0.0221638,0,0,0.0971176,0,0.035853,0.0523991,0.0350244,0.00951351,0.00999547,0.0135268,0.0251585,0.032052,0.0103308,0.0144022,0.00966496,0.0117351,0.0115359,0.0074558,0.0269264,0.0213601,0.0754013,0,0.0291553,0.0195794,0.0315873,0.017422,0.00892755,0.0161573,0,0,0.0150238,0,0.0323492,0.0129446,0.0442769,0.0234562,0.0115485,0.0175236,0.0273265,0.0236023,0.00775026,0.0128218,0.00599272,0.00943345,0.0147398,0.0351605,0.0113327,0.0140907,0.0223045,0.0181563,0.0222991,0.0288528,0.0366403,0.00821597,0,0,0,0,0,0,0,0,0,0,0,0
44,0.0137799,0,0,0,0,0.0376752,0,0,0,0,0,0.0114064,0.0314313,0.00551669,0.0216627,0,0,0.0979343,0,0.0361752,0.0531237,0.0350277,0.00941983,0.00999388,0.0135603,0.0247276,0.0323336,0.0103243,0.0144231,0.00976853,0.01177,0.0115264,0.0074155,0.0268648,0.0212452,0.0757147,0,0.0301992,0.019517,0.0317053,0.0173678,0.0088984,0.0148894,0,0,0.015439,0,0.0325132,0.0133351,0.0442829,0.0233894,0.0116188,0.0174788,0.026922,0.0235623,0.00773797,0.0128148,0.00607254,0.00946054,0.0147031,0.0351458,0.0112976,0.0140506,0.022328,0.0178782,0.0240614,0.0288964,0.0358184,0.00886453,0,0,0,0,0,0,0,0,0,0,0,0
45,0.0146911,0,0,0,0,0.0369845,0,0,0,0,0,0.0112626,0.0315681,0.00550385,0.0212536,0,0,0.0985863,0,0.0364965,0.0538111,0.035072,0.00932342,0.0100085,0.0135965,0.0244001,0.0326302,0.0102926,0.0143819,0.00979931,0.0117384,0.0115555,0.00734969,0.026791,0.0211077,0.0759161,0,0.0312242,0.0194256,0.0318614,0.0173312,0.00883145,0.0136903,0,0,0.0157281,0,0.0327166,0.0136911,0.044282,0.0233693,0.0117288,0.0174799,0.0264573,0.0235102,0.00772273,0.0128541,0.0062846,0.00947572,0.0146734,0.0351366,0.0112549,0.0140327,0.0222379,0.0176925,0.0250751,0.0283672,0.0349966,0.00964312,0,0,0,0,0,0,0,0,0,0,0,0
46,0.0140694,0,0,0,0,0.0372581,0,0,0,0,0,0.0112839,0.0316748,0.00550742,0.0211294,0,0,0.0990936,0,0.0367818,0.0545147,0.0350502,0.00925502,0.00997244,0.0136197,0.0242373,0.0330107,0.0103645,0.0143419,0.00977825,0.0117031,0.0115657,0.00729989,0.0267564,0.021,0.0761117,0,0.0321929,0.0193122,0.0320365,0.0172741,0.00877267,0.0142624,0,0,0.0158555,0,0.0328709,0.0139984,0.0442712,0.023357,0.0118497,0.0175242,0.0262013,0.0236468,0.00771215,0.0129139,0.00657111,0.00947988,0.0146874,0.0351333,0.0112078,0.0140366,0.0220747,0.0179902,0.0248381,0.0279828,0.0354132,0.00929678,0,0,0,0,0,0,0,0,0,0,0,0
47,0.0144682,0,0,0,0,0.0368701,0,0,0,0,0,0.0113132,0.0319027,0.00553748,0.0211187,0,0,0.0995181,0,0.037246,0.0552439,0.0350532,0.00934875,0.00995973,0.0136379,0.0239323,0.0334719,0.010403,0.0143726,0.00978028,0.0117026,0.011532,0.00727457,0.0267228,0.0208392,0.0763142,0,0.0330972,0.0191731,0.0323228,0.0171866,0.00882875,0.0136289,0,0,0.016017,0,0.033157,0.0141748,0.0442587,0.0232995,0.0119669,0.0175931,0.0258798,0.0236243,0.00775973,0.0129645,0.00644408,0.00948675,0.0147349,0.0351203,0.0111452,0.0140682,0.0219262,0.0178699,0.0246552,0.0275459,0.0350386,0.00976261,0,0,0,0,0,0,0,0,0,0,0,0
48,0.0149244,0,0,0,0,0.0364798,0,0,0,0,0,0.0111306,0.0322549,0.00552549,0.0211264,0,0,0.099823,0,0.0377842,0.0558058,0.0350401,0.00975414,0.00995724,0.0136568,0.0236331,0.0339182,0.0104049,0.0144824,0.00979535,0.0117277,0.0115536,0.00727714,0.0266812,0.0207399,0.0763766,0,0.0337887,0.0191038,0.0325105,0.0171255,0.00880746,0.0130169,0,0,0.0162696,0,0.0334133,0.014212,0.0443269,0.0232417,0.0119271,0.0175894,0.0255951,0.0236282,0.00782761,0.0129772,0.00631254,0.00950246,0.0147501,0.0350782,0.0111037,0.0140963,0.0218407,0.0177245,0.0249119,0.0270039,0.0346211,0.0102535,0,0,0,0,0,0,0,0,0,0,0,0
49,0.0154108,0,0,0,0,0.0361271,0,0,0,0,0,0.0109136,0.0325945,0.0055524,0.0211139,0,0,0.100226,0,0.0382558,0.0562631,0.0350682,0.00991835,0.0100109,0.0136267,0.0233072,0.0343576,0.0103805,0.0144354,0.00983267,0.0116671,0.011607,0.00725565,0.0266456,0.0207421,0.076517,0,0.0343248,0.0190607,0.0325801,0.0170509,0.00875675,0.0124427,0,0,0.0165389,0,0.0335938,0.0141364,0.0443857,0.0231998,0.0118976,0.0175782,0.0253199,0.0236343,0.00782941,0.012972,0.00629649,0.00952498,0.0147491,0.0350395,0.0111082,0.0141194,0.0218404,0.0176505,0.0255601,0.0263834,0.0342242,0.0107871,0,0,0,0,0,0,0,0,0,0,0,0
50,0.0159205,0,0,0,0,0.0358213,0,0,0,0,0,0.0108448,0.0329381,0.0056087,0.0210785,0,0,0.100668,0,0.0386878,0.0566415,0.035156,0.00979299,0.0100866,0.0136029,0.0230136,0.0348001,0.0103323,0.0143166,0.00982696,0.0115672,0.0116404,0.00721691,0.0266216,0.0207179,0.076525,0,0.0346931,0.0189413,0.0326058,0.0169375,0.00871161,0.0118974,0,0,0.016931,0,0.0337094,0.0140943,0.0444031,0.0231174,0.0119432,0.0175482,0.0250312,0.0237203,0.00782457,0.0129856,0.00634322,0.00955651,0.0147194,0.0350033,0.0110925,0.0140931,0.0218053,0.0177021,0.0256377,0.0257462,0.0338932,0.011405,0,0,0,0,0,0,0,0,0,0,0,0
51,0.0180599,0,0,0,0,0.0346655,0,0,0,0,0,0.0107668,0.0332768,0.0056702,0.0210354,0,0,0.101155,0,0.0391018,0.057057,0.0352313,0.00954364,0.0101804,0.0136612,0.0225885,0.0351351,0.0103453,0.0141935,0.00986055,0.0115319,0.011581,0.00717623,0.0265788,0.020549,0.0765014,0,0.03491,0.0187669,0.0326379,0.0168489,0.00868163,0.0105075,0,0,0.0177048,0,0.0338773,0.0142094,0.0444158,0.0230277,0.0120096,0.0174875,0.024554,0.0239572,0.00783553,0.0130304,0.00639982,0.00957693,0.0146992,0.0350133,0.0110505,0.01411,0.0216444,0.0175389,0.0254439,0.0249724,0.0324949,0.0133291,0,0,0,0,0,0,0,0,0,0,0,0
52,0.0204446,0,0,0,0,0.0335315,0,0,0,0,0,0.0106647,0.0335623,0.00573923,0.0210119,0,0,0.101589,0,0.0394204,0.0571726,0.0352789,0.00954729,0.0102919,0.0137647,0.0221828,0.0354349,0.0102578,0.0140765,0.00992959,0.0115851,0.0115195,0.0071318,0.0265384,0.0203045,0.0765517,0,0.0349883,0.0186028,0.0326376,0.0167615,0.00867525,0.0102911,0,0,0.0185107,0,0.0339978,0.0144018,0.0444538,0.0229971,0.0120477,0.0174286,0.02413,0.0248076,0.00788704,0.0130762,0.00643298,0.00965455,0.0146714,0.0351212,0.0109443,0.0141218,0.0213437,0.0176474,0.0251119,0.0243502,0.0311011,0.0154252,0,0,0,0,0,0,0,0,0,0,0,0
53,0.0230185,0,0,0,0,0.0324793,0,0,0,0,0,0.0105701,0.033859,0.00580916,0.0209943,0,0,0.101969,0,0.0397032,0.0570783,0.0353278,0.0092937,0.0103956,0.0138768,0.0217675,0.0356442,0.0100821,0.0139068,0.0100593,0.0116298,0.0114576,0.00705342,0.0265117,0.020119,0.0766304,0,0.034866,0.0183669,0.0326535,0.0166362,0.00871469,0.0115659,0,0,0.0193555,0,0.0341235,0.0145645,0.0445178,0.0229192,0.012086,0.0173674,0.0237359,0.0263582,0.00796438,0.0131682,0.00643028,0.00976853,0.0145894,0.0353537,0.0107904,0.0140639,0.0210137,0.0182372,0.0247278,0.0236646,0.029764,0.0177185,0,0,0,0,0,0,0,0,0,0,0,0
54,0.0176809,0,0,0,0,0.0349842,0,0,0,0,0,0.0107817,0.0342439,0.00595362,0.0210212,0,0,0.102262,0,0.0399967,0.0569238,0.0351434,0.00917972,0.0102598,0.0138684,0.0221143,0.0363847,0.0100903,0.0138066,0.0100017,0.0116861,0.0115498,0.00712095,0.0266086,0.0203331,0.0769543,0,0.0345707,0.0182578,0.0327189,0.0165402,0.00863013,0.01043,0,0,0.0189036,0,0.0338646,0.0141927,0.044727,0.0228338,0.0119486,0.0172937,0.0241348,0.0241591,0.00800549,0.0132972,0.00639784,0.00980767,0.0145483,0.0353745,0.0107247,0.0140243,0.0209681,0.0178338,0.023754,0.0232935,0.0329924,0.0130701,0,0,0,0,0,0,0,0,0,0,0,0
55,0.0186304,0,0,0,0,0.0345963,0,0,0,0,0,0.010895,0.0347155,0.00605822,0.0209771,0,0,0.102319,0,0.0404301,0.05671,0.035145,0.00912475,0.0102695,0.0138915,0.0218768,0.0367892,0.0101337,0.0136324,0.010032,0.0117055,0.0115294,0.00711428,0.026596,0.0202766,0.0768607,0,0.034338,0.0182383,0.0328742,0.0164729,0.00855081,0.0100204,0,0,0.0193713,0,0.0339784,0.0141972,0.0448075,0.0227472,0.0119622,0.0172381,0.0239001,0.0242289,0.0079015,0.0132586,0.0064349,0.00982145,0.0145408,0.0351662,0.01071,0.0139793,0.021035,0.0178017,0.0231773,0.0222287,0.0325726,0.0139581,0,0,0,0,0,0,0,0,0,0,0,0
56,0.0197422,0,0,0,0,0.0340332,0,0,0,0,0,0.0109482,0.0349788,0.00613373,0.0209641,0,0,0.102169,0,0.0405885,0.056401,0.0351633,0.00915736,0.0103149,0.0139339,0.0216357,0.0370796,0.0101387,0.0134655,0.0100308,0.0117307,0.0115359,0.00714033,0.0265835,0.0202017,0.0767168,0,0.0340438,0.0181497,0.0330407,0.0163885,0.00849234,0.00979313,0,0,0.0198742,0,0.0341727,0.0142649,0.0448817,0.0226242,0.0119866,0.0172103,0.0236562,0.0243645,0.00788832,0.0132425,0.00641426,0.00983937,0.014502,0.0350498,0.0106773,0.0139392,0.0210328,0.0177955,0.0226928,0.0211573,0.0319926,0.014988,0,0,0,0,0,0,0,0,0,0,0,0
57,0.0209076,0,0,0,0,0.0334896,0,0,0,0,0,0.0109172,0.0352157,0.00623709,0.0209413,0,0,0.102003,0,0.0406988,0.0560664,0.0351818,0.00933428,0.0103685,0.0140242,0.0213264,0.0372246,0.0100831,0.0133715,0.0100978,0.0117466,0.0115391,0.00719418,0.0265739,0.0200976,0.0765688,0,0.0337507,0.01798,0.0331403,0.0163169,0.00848414,0.00982415,0,0,0.0203431,0,0.0343382,0.0143494,0.0449588,0.022514,0.0120037,0.017201,0.023384,0.0245803,0.00795867,0.0132976,0.00646986,0.00985256,0.0144544,0.0349789,0.0106278,0.013931,0.020888,0.0178649,0.0222953,0.0202669,0.0314261,0.0160828,0,0,0,0,0,0,0,0,0,0,0,0
58,0.022101,0,0,0,0,0.0329978,0,0,0,0,0,0.0108067,0.0355539,0.00635446,0.0208958,0,0,0.10185,0,0.0409034,0.055686,0.0352592,0.00957868,0.0104672,0.0140936,0.021019,0.0372556,0.0100169,0.0132328,0.0101764,0.01176,0.0115634,0.0072131,0.0265419,0.0199836,0.0763683,0,0.0334619,0.0178147,0.0332068,0.0162617,0.00847628,0.0101792,0,0,0.0207475,0,0.0345258,0.0144717,0.0449579,0.022397,0.0120337,0.0171654,0.023121,0.0248959,0.00807553,0.0133676,0.00655656,0.00985628,0.0144188,0.0349398,0.0105842,0.0138991,0.0206989,0.0180189,0.0219712,0.0195036,0.0308881,0.017212,0,0,0,0,0,0,0,0,0,0,0,0
59,0.0233646,0,0,0,0,0.0325424,0,0,0,0,0,0.0107122,0.0360083,0.00645543,0.0208464,0,0,0.101876,0,0.0412307,0.0554469,0.0353293,0.0095431,0.0105816,0.0141961,0.020718,0.0374299,0.00981968,0.0131192,0.0102558,0.0118082,0.0115544,0.00718636,0.0264719,0.0198172,0.0763602,0,0.0332101,0.0176377,0.0332617,0.0161808,0.00844271,0.010931,0,0,0.0211426,0,0.0347526,0.0145844,0.044899,0.022275,0.0120924,0.0171303,0.0228048,0.0254154,0.00807584,0.0134031,0.00657263,0.00986715,0.0143734,0.0348802,0.0105052,0.0138603,0.0205208,0.0182518,0.0215995,0.0187491,0.0303812,0.0184109,0,0,0,0,0,0,0,0,0,0,0,0
60,0.0246765,0,0,0,0,0.0320991,0,0,0,0,0,0.0105718,0.0365804,0.00653701,0.0208159,0,0,0.101879,0,0.0416486,0.0551756,0.0353812,0.00978951,0.0107391,0.0143069,0.0204095,0.0376181,0.00961775,0.0130432,0.0103713,0.0118441,0.011495,0.00714165,0.0263469,0.0195332,0.0763297,0,0.0328791,0.0174421,0.0333566,0.0161092,0.00842828,0.0120051,0,0,0.0215735,0,0.0350707,0.0146003,0.0447223,0.0221817,0.0121463,0.0170913,0.0225313,0.0260897,0.00819393,0.0134044,0.00655514,0.00991827,0.0143228,0.0348026,0.0104065,0.0138092,0.0203024,0.0184612,0.0212052,0.0179813,0.02989,0.0196424,0,0,0,0,0,0,0,0,0,0,0,0
61,0.0260616,0,0,0,0,0.031702,0,0,0,0,0,0.0104823,0.0370206,0.00662008,0.0208026,0,0,0.101884,0,0.0419196,0.054877,0.0354328,0.00987956,0.0109027,0.0144114,0.0200613,0.0377673,0.00954508,0.0130146,0.010479,0.0118288,0.0114767,0.0070832,0.0262471,0.0192813,0.0761761,0,0.0325575,0.0172162,0.0335139,0.0160014,0.00840901,0.0133503,0,0,0.0220026,0,0.0354663,0.0146802,0.0444899,0.0220706,0.0121861,0.0170914,0.0222598,0.0269195,0.00831436,0.0133773,0.00653804,0.0100335,0.0142564,0.0347255,0.0103027,0.0137359,0.0200129,0.0188199,0.0208118,0.017104,0.0294079,0.020896,0,0,0,0,0,0,0,0,0,0,0,0
62,0.0202559,0,0,0,0,0.0342276,0,0,0,0,0,0.010627,0.0373521,0.00675792,0.0208614,0,0,0.101902,0,0.0420475,0.0546509,0.0352465,0.00989391,0.0108062,0.0143976,0.0203568,0.0385015,0.00961585,0.0131005,0.0104244,0.0118663,0.0116053,0.00714854,0.0263157,0.0194312,0.0764813,0,0.0322471,0.0170471,0.0338027,0.0158619,0.00827222,0.00945123,0,0,0.0209722,0,0.0355124,0.0139068,0.0444545,0.0219624,0.0119856,0.0170869,0.0226788,0.0242589,0.00841096,0.0133268,0.00648842,0.010185,0.0141868,0.0346769,0.010174,0.0137068,0.0199228,0.0174847,0.0200768,0.0165486,0.0325755,0.0157245,0,0,0,0,0,0,0,0,0,0,0,0
63,0.0203781,0,0,0,0,0.0343926,0,0,0,0,0,0.0106732,0.0378386,0.00681302,0.0208326,0,0,0.101756,0,0.0424599,0.0544447,0.0352847,0.00986969,0.0109295,0.0144804,0.0201609,0.03876,0.00962467,0.0131253,0.0104763,0.0119127,0.0116727,0.00711756,0.0262835,0.0193502,0.0764971,0,0.0321491,0.0169199,0.0342141,0.0157767,0.00822376,0.00949976,0,0,0.0212472,0,0.0359997,0.0139348,0.0444274,0.0217975,0.0119258,0.0171161,0.0225164,0.024375,0.00851972,0.0133558,0.00656532,0.0102011,0.0140821,0.0345651,0.0100922,0.0136131,0.0198926,0.01749,0.0196536,0.0152853,0.032787,0.0158991,0,0,0,0,0,0,0,0,0,0,0,0
64,0.0205911,0,0,0,0,0.0344351,0,0,0,0,0,0.010665,0.0382955,0.00690348,0.0207922,0,0,0.101534,0,0.0428327,0.0542332,0.0353192,0.00992108,0.0110928,0.0145917,0.0199592,0.0389302,0.00964741,0.013049,0.0105623,0.0120116,0.0117133,0.00711274,0.0262208,0.0191619,0.0764772,0,0.0320017,0.0169199,0.0347441,0.0157442,0.00815403,0.00959671,0,0,0.0216599,0,0.0366745,0.0140938,0.0443986,0.0216529,0.011809,0.0171303,0.0223581,0.0244943,0.00867839,0.0134006,0.00664588,0.010201,0.0138955,0.03441,0.0100485,0.0134342,0.0200134,0.0174833,0.0191793,0.0137671,0.0329067,0.0161694,0,0,0,0,0,0,0,0,0,0,0,0
65,0.0208804,0,0,0,0,0.034411,0,0,0,0,0,0.0106196,0.0386838,0.00700222,0.0207443,0,0,0.101341,0,0.0431339,0.0540028,0.0353758,0.00996849,0.0112919,0.0147216,0.0197112,0.039079,0.00964579,0.0129769,0.0106753,0.0120594,0.0116969,0.00707156,0.0261216,0.0189364,0.0763899,0,0.031788,0.0167786,0.0353466,0.0156722,0.00809186,0.00966387,0,0,0.0220064,0,0.0374864,0.0142698,0.0443689,0.0214968,0.0116842,0.0171209,0.0221708,0.0245772,0.00860037,0.0134519,0.00668895,0.0102432,0.0137081,0.0342063,0.00992572,0.0132373,0.0198035,0.0174035,0.018528,0.0121698,0.0329423,0.0164254,0,0,0,0,0,0,0,0,0,0,0,0
66,0.0212283,0,0,0,0,0.0343699,0,0,0,0,0,0.0106039,0.0389486,0.00706489,0.0206902,0,0,0.101196,0,0.0433094,0.0537013,0.0354891,0.00980291,0.011533,0.0148695,0.0193561,0.0391735,0.00961406,0.0129421,0.0108314,0.0120831,0.011678,0.00697157,0.0260135,0.0187223,0.0763529,0,0.0315891,0.0164885,0.0357791,0.0155387,0.00808056,0.00971514,0,0,0.0221662,0,0.0381423,0.0144716,0.0442912,0.0212828,0.0115535,0.0171497,0.0219376,0.0246285,0.00854626,0.0134907,0.00670844,0.0102778,0.01354,0.0340081,0.00977897,0.0130365,0.0195283,0.0172679,0.0175724,0.010711,0.0329365,0.0168284,0,0,0,0,0,0,0,0,0,0,0,0
67,0.0220007,0,0,0,0,0.0340761,0,0,0,0,0,0.0108102,0.0391328,0.00723149,0.0206568,0,0,0.101159,0,0.0433827,0.0533744,0.0354336,0.00943142,0.0114567,0.0148674,0.0191417,0.0391898,0.00958586,0.0129802,0.0107968,0.0121647,0.0117788,0.00698815,0.0260733,0.0188802,0.0764078,0,0.0313157,0.0163054,0.0361003,0.0154746,0.00827217,0.0100246,0,0,0.0223086,0,0.0386993,0.0148127,0.044202,0.0212174,0.0117365,0.0170693,0.0218047,0.0246546,0.00833862,0.0134446,0.00659785,0.0101417,0.0136012,0.034018,0.00975284,0.0131351,0.0194947,0.0171454,0.0164406,0.00939431,0.0326686,0.0176373,0,0,0,0,0,0,0,0,0,0,0,0
68,0.0228642,0,0,0,0,0.0337299,0,0,0,0,0,0.0109735,0.039384,0.00735826,0.0205798,0,0,0.101207,0,0.0434665,0.0530078,0.0354307,0.00928758,0.0114556,0.0148441,0.0188314,0.0391684,0.00950936,0.0129138,0.0107725,0.0122378,0.0118584,0.00698341,0.026072,0.0190149,0.076508,0,0.0308115,0.0160921,0.0364795,0.0153974,0.00851895,0.0104916,0,0,0.0223315,0,0.0393077,0.015144,0.0440943,0.0211317,0.0119017,0.0169492,0.0216108,0.0246897,0.00824055,0.0133528,0.00641071,0.00995593,0.0136888,0.0340623,0.00973025,0.0132268,0.0194343,0.0170956,0.0153665,0.00814948,0.0323853,0.0184766,0,0,0,0,0,0,0,0,0,0,0,0
69,0.0238178,0,0,0,0,0.0333085,0,0,0,0,0,0.0110756,0.0397944,0.00748904,0.0204963,0,0,0.101359,0,0.0436797,0.0527212,0.0354948,0.0093762,0.0115602,0.0148872,0.0183843,0.0390485,0.00934394,0.012784,0.0107546,0.0122496,0.011935,0.00694539,0.0260091,0.0190731,0.0766108,0,0.0301871,0.0159555,0.0370047,0.0153871,0.00880366,0.0112167,0,0,0.022184,0,0.0401016,0.0153951,0.0439524,0.0210671,0.0122038,0.0167198,0.0212913,0.0247502,0.00808636,0.0133279,0.00617595,0.00970309,0.01369,0.0340775,0.00977536,0.013194,0.0194626,0.0170607,0.0145884,0.00697398,0.0320555,0.0197561,0,0,0,0,0,0,0,0,0,0,0,0
70,0.0148447,0,0,0,0,0.0387732,0,0,0,0,0,0.01066,0.0402658,0.0074257,0.0203627,0,0,0.102121,0,0.0439014,0.0529022,0.0355555,0.00939921,0.0122046,0.0152219,0.0184664,0.0400133,0.00949384,0.0126286,0.0111389,0.012147,0.0118097,0.00669745,0.0256864,0.0182325,0.0777006,0,0.029621,0.0148283,0.0376159,0.0144418,0.00747374,0.0130905,0,0,0.0192332,0,0.0402146,0.0133109,0.0440991,0.0198049,0.0107488,0.0166661,0.0216664,0.0295785,0.00872692,0.01351,0.00631217,0.0102916,0.012596,0.0330767,0.0089096,0.0119331,0.0182263,0.0189769,0.0134375,0.00639505,0.0381781,0.011483,0,0,0,0,0,0,0,0,0,0,0,0
